Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230),C2HO2(812),S(1029)
3.650757038212868e-05,0.8826209181553556,3.76,0.0,0.6500403223324203,0.9498194574921937,0.05778226088301884,1.0717514378101982e-10,4.6461448479479814e-08,0.03515338099130893,0.0010478975685856873,1.0084560718291277e-06,0.0006741641849491292,0.0010977251876918255,0.0617396421328678,0.010628517078132131,0.00019169532756241654,3.7563233556484423e-06,3.258252429393687e-05,0.017280537318293706,0.004119337251291015,0.0001615420400413109,0.018476277643925842,2.877473033418281e-05,7.502163036320647e-10,1.6929650678222613e-05,0.001988140615882707,1.0702757855431022e-06,4.528679576002612e-06,7.018850845177319e-06,2.1078818480106594e-13,2.692730383799447e-10,7.004353246951699e-13,2.8054825102437964e-07,0.00512837841349603,3.0508741314140104e-06,1.8916229415172264e-05,1.9179409872459312e-10,2.0297044388134743e-13,7.1391011281979735e-09,6.525211328714107e-10,6.0870928025962105e-05,2.818481754580506e-09,5.128813653943975e-13,2.14926713883747e-06,1.610860533042201e-05,7.829638286771699e-13,2.1202263806959618e-10,3.882882486304848e-06,4.695403697376914e-06,3.4615405412456786e-05,2.638728329193622e-11,1.6976909214724582e-11,1.1571133211304988e-12,3.860571890771979e-19,2.7129198050516877e-08,1.530997054352202e-21,3.2049915388072675e-10,8.941373903441208e-10,2.4811346711547897e-13,1.8220656495484166e-08,1.3460262654593526e-13,3.9090732275160323e-10,2.5451822322468615e-21,4.003161469903248e-17,2.0266955557941525e-13,1.7495350086853495e-13,1.216569021877184e-15,4.4186843705124626e-14,1.848151927312962e-18,2.5380436000898296e-16,1.7175708224841743e-08,1.873684234376805e-15,5.690349418860752e-16,4.9611599827758557e-20
3.6557274626553644e-05,0.8826549059655467,3.76,0.0,0.6496344895130768,0.9496091299601663,0.05801664732857934,1.0848280846408502e-10,4.6820425370349153e-08,0.035205130189192274,0.0010502308957613766,1.0096785404409e-06,0.0006763964275381004,0.0011025050915210559,0.06202300842707064,0.010643854742307885,0.0001923430740330028,3.767432132021176e-06,3.269647285708108e-05,0.017354368644442175,0.004128853517502755,0.00016228955064703462,0.0185810777081326,2.888840552306087e-05,7.534466993576701e-10,1.7059113263288245e-05,0.002004674903877892,1.0818409479860822e-06,4.550280226895107e-06,7.052853885565313e-06,2.1175544859990349e-13,2.702624812797671e-10,7.036467673164836e-13,2.8183209215632734e-07,0.005157032931067463,3.086474980162856e-06,1.912917944983455e-05,1.939755893898695e-10,2.0561988034403538e-13,7.183141183671703e-09,6.561681218583298e-10,6.144273034393905e-05,2.8452511679623108e-09,5.174224625858433e-13,2.1574628483868344e-06,1.629710221419338e-05,7.933194937022429e-13,2.1446026170603796e-10,3.901560784923996e-06,4.7173246370770445e-06,3.50652845617564e-05,2.6723277523809587e-11,1.7142090777952545e-11,1.163783632026139e-12,3.9074007015504923e-19,2.7496724413539302e-08,1.554787371015603e-21,3.243035337287249e-10,9.057585320327107e-10,2.4925065441771224e-13,1.8324745629315733e-08,1.356694229156256e-13,3.966855360274929e-10,2.5931335467865972e-21,4.0346827942350557e-17,2.0442009776187182e-13,1.7659709454740192e-13,1.2269954699214047e-15,4.4363091017254406e-14,1.8758133063582535e-18,2.5491316908965196e-16,1.7450911267375833e-08,1.892798884760339e-15,5.748912732293162e-16,5.030802869054097e-20
3.6606978870978606e-05,0.8826890272918158,3.76,0.0,0.64922755532129,0.949398044196613,0.05825183778495295,1.0980676515126574e-10,4.7182364130043806e-08,0.035256848160986544,0.0010525664676276627,1.0108984021773086e-06,0.0006786349822122627,0.0011073038720284952,0.062307432688837094,0.010659143108451254,0.00019299256166690698,3.778557835282705e-06,3.2810605362017254e-05,0.017428358322137835,0.004138357396417801,0.000163039362761924,0.018686356248555896,2.9002462138914676e-05,7.566843679751505e-10,1.718939686179043e-05,0.0020213264554006308,1.0935158346052839e-06,4.571962918574945e-06,7.086997057324314e-06,2.1272620288125263e-13,2.712537913070439e-10,7.068697805472976e-13,2.8312049281685983e-07,0.005185819934294017,3.122450034525586e-06,1.934431009502383e-05,1.9617977018449498e-10,2.083021023685815e-13,7.2273804947043215e-09,6.598308071838601e-10,6.201885360401458e-05,2.8722283872570838e-09,5.220000636160705e-13,2.1656778784133824e-06,1.6487492744765437e-05,8.038051807615818e-13,2.1692366382057254e-10,3.920311994891061e-06,4.739313262969792e-06,3.552039646661802e-05,2.7063055154164728e-11,1.7308719838456128e-11,1.1704862483510886e-12,3.954768993604327e-19,2.78688079357514e-08,1.5789523455270817e-21,3.281497832975896e-10,9.175148511498936e-10,2.503919355331317e-13,1.8429204369392377e-08,1.3674372386082213e-13,4.0254206392732276e-10,2.6419525138687852e-21,4.066416452975101e-17,2.0618440810053862e-13,1.7825362142807046e-13,1.2375034670487485e-15,4.453975651534812e-14,1.9038894717859183e-18,2.5602475260818956e-16,1.7730242574659274e-08,1.912084534629667e-15,5.808000723897164e-16,5.1013674496688377e-20
3.665668311540357e-05,0.8827232825393589,3.76,0.0,0.6488195179976141,0.9491861978847412,0.058487834555106456,1.1114721828714756e-10,4.7547288943912395e-08,0.03530853465734719,0.0010549042549009467,1.012115643741936e-06,0.0006808798660706823,0.0011121216044929925,0.06259291754422609,0.010674381931212592,0.0001936437940945634,3.7897003586772957e-06,3.2924921124222116e-05,0.017502505756539243,0.004147848728538222,0.00016379147752175076,0.01879211488956862,2.9116900180891705e-05,7.599292879918656e-10,1.7320505337693074e-05,0.002038095935048767,1.1053013202519222e-06,4.593727884682939e-06,7.121280881348796e-06,2.1370045651430475e-13,2.7224696446486723e-10,7.101043896689185e-13,2.84413464243953e-07,0.005214739905669522,3.158802742872952e-06,1.956164099910565e-05,1.9840685101212498e-10,2.1101749246580855e-13,7.271819478858059e-09,6.63509234535004e-10,6.259932017281884e-05,2.8994145894000703e-09,5.266144333940534e-13,2.1739122232675913e-06,1.6679791900391633e-05,8.144224350764633e-13,2.194130895394841e-10,3.939136338431953e-06,4.761369623262864e-06,3.5980793800957134e-05,2.740665214308246e-11,1.747680764796704e-11,1.1772212930758882e-12,4.002682723725102e-19,2.824549919929934e-08,1.6034975394891326e-21,3.3203831775173456e-10,9.294077085001993e-10,2.5153731998009454e-13,1.853403238593106e-08,1.3782557547746474e-13,4.084778599165612e-10,2.691654008478409e-21,4.098360956747242e-17,2.0796258371562043e-13,1.7992315547430076e-13,1.2480935825409836e-15,4.471671342154378e-14,1.9323866915345567e-18,2.5713910572997943e-16,1.8013759635132956e-08,1.9315423957942616e-15,5.867617300082063e-16,5.1728650203617146e-20
3.6756091604253485e-05,0.8827921964228572,3.76,0.0,0.648000126929062,0.9487602143219427,0.05896225627395929,1.1387844488147668e-10,4.828619448807311e-08,0.035411812229484044,0.001059586357918383,1.0145422132197524e-06,0.0006853886902600934,0.0011218142285581948,0.06316707953795803,0.010704709966392511,0.00019495150793665138,3.812035434168198e-06,3.3154099663658506e-05,0.017651271480702807,0.004166793114190988,0.00016530261937761363,0.01900507898578257,2.9346920484264192e-05,7.664407951155958e-10,1.7585212421055892e-05,0.0020719913492190083,1.129207614683911e-06,4.6375055793306335e-06,7.190272583463826e-06,2.1565949807883655e-13,2.7423888352292594e-10,7.16608521600856e-13,2.8701316336720854e-07,0.005272980689049132,3.2326550450972744e-06,2.0002982886975642e-05,2.0293056058050383e-10,2.1654933226504206e-13,7.361298131309378e-09,6.709134977210809e-10,6.37733728143467e-05,2.9544186658531437e-09,5.359545478935273e-13,2.1904388339458097e-06,1.707017633960967e-05,8.360579139546338e-13,2.2447100228443507e-10,3.977005319768632e-06,4.805685736672597e-06,3.691765755083121e-05,2.8105449289288263e-11,1.7817404898361052e-11,1.190789173791973e-12,4.1001709788042463e-19,2.9012909684049515e-08,1.6537533893185013e-21,3.399439485432657e-10,9.536085353004299e-10,2.5384044244015214e-13,1.874479485574104e-08,1.400121157933464e-13,4.2059112158956245e-10,2.7937658175281012e-21,4.1628910106656087e-17,2.1156092224369929e-13,1.8330155944858396e-13,1.2695224853896236e-15,4.507167843396904e-14,1.9906697422377684e-18,2.59376100516274e-16,1.859358459968564e-08,1.9709800464123367e-15,5.988451944204017e-16,5.318706047363126e-20
3.68555000931034e-05,0.8828616508698811,3.76,0.0,0.6471763022812709,0.9483311606287912,0.059439931011125616,1.1667817669016904e-10,4.9037339533624255e-08,0.03551496092336277,0.001064276968062398,1.0169581427036122e-06,0.0006899230390149299,0.0011315835746428938,0.063745515407909,0.010734836889924488,0.0001962662449421506,3.834436485910305e-06,3.3384002926127464e-05,0.017800660915431993,0.004185685397644616,0.00016682298472783544,0.019219983051937926,2.9578466201959196e-05,7.729810436848016e-10,1.78532655997255e-05,0.0021063665119781696,1.1535669373488646e-06,4.68161519882175e-06,7.2598332140314985e-06,2.1763264589208057e-13,2.762382050676632e-10,7.231594032659606e-13,2.8963127836533183e-07,0.005331759166195573,3.308059999367608e-06,2.045336516402295e-05,2.0754842998691393e-10,2.222185512736668e-13,7.451580449153467e-09,6.783812778857159e-10,6.49650676451503e-05,3.0102728761706147e-09,5.454449613332338e-13,2.20704263147479e-06,1.746837672637128e-05,8.582386427146023e-13,2.2963600104206085e-10,4.0151695254491515e-06,4.850273350062427e-06,3.787630566781479e-05,2.8819961700601038e-11,1.8163974067400914e-11,1.2044882834882995e-12,4.1999148905150445e-19,2.9799370241993743e-08,1.7056043945445966e-21,3.480238640714849e-10,9.783721175809144e-10,2.561601065242132e-13,1.8957030106978073e-08,1.4222941684388803e-13,4.3303315386342e-10,2.899593681753992e-21,4.228281637218878e-17,2.1521590243678066e-13,1.8673292902646377e-13,1.2912868372997886e-15,4.542799052265965e-14,2.0507143631162383e-18,2.6162411235809265e-16,1.919086074638538e-08,2.011122285716766e-15,6.111448358936831e-16,5.468420609335112e-20
3.695490858195332e-05,0.882931649142519,3.76,0.0,0.6463480300681123,0.9478990180740555,0.059920877375780765,1.1954814565928187e-10,4.980092490984244e-08,0.03561797876715349,0.0010689758465828281,1.019363326194143e-06,0.0006944830529872301,0.0011414302608498388,0.06432824614562523,0.01076476074798847,0.00019758803477309568,3.856902626585206e-06,3.361462530564615e-05,0.01795066904340536,0.004204524301555964,0.0001683525816161835,0.019436840191761787,2.9811536918973467e-05,7.795498522698141e-10,1.812469610140139e-05,0.0021412268283103704,1.1783864815642059e-06,4.7260586470431936e-06,7.329967040208386e-06,2.1961997306601567e-13,2.7824489521737774e-10,7.297572759950213e-13,2.9226789865751516e-07,0.005391079242438183,3.385046147844447e-06,2.091295021227963e-05,2.122621975285828e-10,2.2802837052467557e-13,7.54266970840315e-09,6.859129435980888e-10,6.617458437234563e-05,3.066986749411584e-09,5.550878579150994e-13,2.2237235639454667e-06,1.787451535171062e-05,8.809776191714968e-13,2.349101195007502e-10,4.0536307674264726e-06,4.8951328259484e-06,3.8857174908247036e-05,2.9550486231951674e-11,1.851660793860653e-11,1.2183196368223866e-12,4.3019649833098194e-19,3.060530325720786e-08,1.7591015475672703e-21,3.5628156274906017e-10,1.0037097387613768e-09,2.5849639744030893e-13,1.917073497142167e-08,1.4447785579693972e-13,4.458119553868757e-10,3.0092663856923996e-21,4.2945412921034066e-17,2.1892832335651756e-13,1.902178902779865e-13,1.3133913554876379e-15,4.5785640219618064e-14,2.112574028706569e-18,2.6388309886917163e-16,1.9806074771875918e-08,2.05197967510636e-15,6.236638590956678e-16,5.622105586930645e-20
3.7054317070803235e-05,0.8830021945104191,3.76,0.0,0.6455152963436703,0.9474637678373817,0.06040511406123046,1.224901280854791e-10,5.057715478831373e-08,0.03572086379982066,0.0010736827527297922,1.0217576578746989e-06,0.0006990688746222817,0.001151354912609221,0.0649152927335362,0.010794479591054543,0.0001989169073845992,3.879432954173495e-06,3.384596114172944e-05,0.018101290730562134,0.004223308548209004,0.00016989141761972667,0.019655663557663496,3.004613203331907e-05,7.861470350277264e-10,1.839953529276613e-05,0.0021765777426975695,1.203673528078343e-06,4.770837844389066e-06,7.400678375258909e-06,2.2162155320283253e-13,2.802589196096292e-10,7.364023826359309e-13,2.949231142620432e-07,0.005450944843646032,3.463642468590304e-06,2.138190277301455e-05,2.1707362826788353e-10,2.3398208211450377e-13,7.634569152516865e-09,6.935088656543598e-10,6.740210300510898e-05,3.124569864449479e-09,5.648854511914288e-13,2.2404815765320037e-06,1.8288715597093515e-05,9.042881327918404e-13,2.4029542442878244e-10,4.092390873539812e-06,4.940264516504511e-06,3.9860709018282976e-05,3.029732389210432e-11,1.8875400560372395e-11,1.2322842539361607e-12,4.406372895132753e-19,3.1431139217702827e-08,1.8142974360834216e-21,3.6472060460662337e-10,1.0296328628574247e-09,2.6084940095579286e-13,1.9385906042039253e-08,1.4675781408340537e-13,4.5893569355883333e-10,3.12291693281901e-21,4.361678386816645e-17,2.2269899418807748e-13,1.937570728613125e-13,1.3358408165813008e-15,4.614461001256017e-14,2.176303830951659e-18,2.6615301637007675e-16,2.043972580403587e-08,2.0935628935814245e-15,6.364055039313443e-16,5.77986014669126e-20
3.715372555965315e-05,0.8830732902516809,3.76,0.0,0.6446780872022773,0.9470253910086684,0.06089265984562414,1.2550594578672284e-10,5.1366236748555025e-08,0.035823614071482615,0.001078397443760328,1.0241410321224168e-06,0.0007036806482050067,0.0011613581627996188,0.06550667614398617,0.010823991474054785,0.00020025289303631622,3.902026551953564e-06,3.4078004720454314e-05,0.01825252072555262,0.004242036859668355,0.0001714394998535933,0.01987646635071623,3.0282250753479245e-05,7.92772401691964e-10,1.867781467758918e-05,0.002212424739098849,1.2294354455559268e-06,4.815954728232165e-06,7.471971579587294e-06,2.2363746046331893e-13,2.822802433901125e-10,7.430949678979325e-13,2.97597015795501e-07,0.005511359916370855,3.5438783802426715e-06,2.1860389967293006e-05,2.219845143220315e-10,2.4008305076551897e-13,7.727281992584823e-09,7.011694170994932e-10,6.864780382529065e-05,3.183031849517073e-09,5.748399845115402e-13,2.2573166115405012e-06,1.8711101924589887e-05,9.281837708829298e-13,2.457940160875488e-10,4.13145168796779e-06,4.985668763501841e-06,4.08873588019625e-05,3.1060779864324354e-11,1.924044726206655e-11,1.2463831607082502e-12,4.513191412057076e-19,3.227731680389922e-08,1.8712463165000366e-21,3.73344612649179e-10,1.0561531362396616e-09,2.6321920348840266e-13,1.9602539670770965e-08,1.4906967742911836e-13,4.724127075011205e-10,3.240682681112836e-21,4.429701356314908e-17,2.2652873434919435e-13,1.9735111032709016e-13,1.3586400576796486e-15,4.6504884959522633e-14,2.2419605265736714e-18,2.684338198795532e-16,2.1092325689336994e-08,2.1358827438513193e-15,6.493730458528178e-16,5.941785807502059e-20
3.725313404850307e-05,0.8831449396521485,3.76,0.0,0.643836388778503,0.946583868587485,0.06138353359262976,1.285974674333544e-10,5.216838184725897e-08,0.0359262276437491,0.001083119674947643,1.0265133435186978e-06,0.0007083185199020975,0.0011714406518742709,0.06610241733829897,0.010853294456548921,0.00020159602229923338,3.924682488530503e-06,3.431075027535957e-05,0.018404353659278453,0.00426070795792852,0.00017299683497185204,0.02009926182062419,3.0519892096049806e-05,7.994257575624049e-10,1.8959565896316473e-05,0.002248773340904227,1.255679691381825e-06,4.8614112534119805e-06,7.5438510617309565e-06,2.256677695688895e-13,2.843088312221175e-10,7.498352783274112e-13,3.0028969450040753e-07,0.0055723284279805595,3.6257837463966687e-06,2.2348581314574053e-05,2.2699667513024048e-10,2.463347152900262e-13,7.820811406990868e-09,7.088949733296011e-10,6.99118673581552e-05,3.2423823817598842e-09,5.849537314396877e-13,2.2742286084676416e-06,1.914179986615923e-05,9.526784247491995e-13,2.5140802862360664e-10,4.17081507166966e-06,5.031345898368495e-06,4.193758218337539e-05,3.1841163522102246e-11,1.9611844669250552e-11,1.260617388721461e-12,4.622474500663611e-19,3.314428302089274e-08,1.930004159379011e-21,3.821572736397259e-10,1.0832823892401812e-09,2.656058921052599e-13,1.9820631966630784e-08,1.5141383592415573e-13,4.862515109720898e-10,3.3627054741389957e-21,4.4986186578751583e-17,2.3041837360169774e-13,2.0100063998961272e-13,1.381793976911646e-15,4.686644951486839e-14,2.3096025855702125e-18,2.707254631177647e-16,2.1764399272200083e-08,2.178950151734746e-15,6.6256979609457e-16,6.107986490030118e-20
3.745195102620291e-05,0.8832899126138206,3.76,0.0,0.6421394688232963,0.9456913105103883,0.062375340861233766,1.3501533894688993e-10,5.381272346110194e-08,0.03613103699590015,0.0010925857690111352,1.0312243571623874e-06,0.000717673151957458,0.0011918459472207725,0.06730705686327844,0.010911265982377348,0.00020430383553716346,3.9701775792904076e-06,3.477832399260992e-05,0.018709806274672437,0.004297873403334974,0.00017613928816419402,0.020550884033096496,3.099973774058777e-05,8.128156358854103e-10,1.953361107803832e-05,0.002322997651345796,1.3096454453813295e-06,4.953351137649898e-06,7.689386740496048e-06,2.297718951054061e-13,2.883876553138485e-10,7.634600704540637e-13,3.057317516495595e-07,0.005695941742321963,3.7947245502669007e-06,2.3354766655044784e-05,2.3733223706066027e-10,2.593042669755861e-13,8.010332506714358e-09,7.2454261402585e-10,7.249580570761184e-05,3.363788038590057e-09,6.056681140485438e-13,2.3082832323961723e-06,2.00286380075641e-05,1.0035219033871726e-12,2.6299102480398007e-10,4.25045707720277e-06,5.12352010628296e-06,4.411061742662937e-05,3.34539724408309e-11,2.037408467951537e-11,1.2894959635786962e-12,4.848656295520847e-19,3.4942411850859496e-08,2.053179498748527e-21,4.003636260674804e-10,1.1394160853266243e-09,2.704302792409719e-13,2.0261175769053223e-08,1.5620062092756723e-13,5.150494328642545e-10,3.620112821380649e-21,4.6391701915356074e-17,2.3838072093995396e-13,2.0846874382726147e-13,1.429185752173919e-15,4.7593384028734623e-14,2.4510855444542835e-18,2.7534107713857697e-16,2.3169133624740466e-08,2.267371965223812e-15,6.896643463956767e-16,6.453640948125954e-20
3.765076800390275e-05,0.8834371398400738,3.76,0.0,0.6404244263591711,0.9447859397704242,0.06338068851593609,1.4175967724533846e-10,5.551194014917486e-08,0.03633527659150901,0.001102079037724487,1.0358898599250193e-06,0.000727133979367186,0.0012125760792521304,0.06852937874323636,0.010968378743973427,0.00020704059816847333,4.015910482903334e-06,3.524863515850227e-05,0.019017603249001033,0.0043347946645906415,0.00017931882118811724,0.021010637165926403,3.1485657166258715e-05,8.263150232860644e-10,2.0121926672178143e-05,0.002399295648966807,1.365632249453023e-06,5.046673505620233e-06,7.837321682813712e-06,2.3393453947418355e-13,2.924950997559836e-10,7.772787705927218e-13,3.1125002900002847e-07,0.00582181694786918,3.970712874322234e-06,2.4401863675850424e-05,2.4809542687591637e-10,2.729197890489165e-13,8.203157213016414e-09,7.404548414053601e-10,7.5155365992073e-05,3.4888652141805048e-09,6.270474085062912e-13,2.342644910529387e-06,2.0950255267907382e-05,1.0569360244556476e-12,2.750621797042748e-10,4.33133213027189e-06,5.216789587857603e-06,4.638362307178042e-05,3.513831011630434e-11,2.1162920146635248e-11,1.3189283468554747e-12,5.085374560389448e-19,3.6829273530187365e-08,2.18430752642885e-21,4.1937046756089314e-10,1.1981323383868073e-09,2.7532327273646277e-13,2.070750138670058e-08,1.6112137955440507e-13,5.454011774194936e-10,3.8963687537399905e-21,4.7834010516245544e-17,2.4659288622016945e-13,2.161665571528488e-13,1.4780565780526941e-15,4.832528469652807e-14,2.601256691886697e-18,2.7999946208929526e-16,2.465839886269806e-08,2.3589182396497746e-15,7.177163673197614e-16,6.817705069166216e-20
3.784958498160259e-05,0.8835866478988567,3.76,0.0,0.6386911519098234,0.9438676010415362,0.06439973062505992,1.4884725019680414e-10,5.726785243669085e-08,0.036538931370717086,0.0011115974526308824,1.0405090168327894e-06,0.0007367022436211277,0.0012336364591981942,0.06976955017704113,0.011024617401661317,0.00020980656676457962,4.061873222895795e-06,3.57216358785048e-05,0.01932769733664708,0.004371461530198418,0.0001825354706622288,0.021478628969757847,3.197763533910005e-05,8.399222013776363e-10,2.0724770653355272e-05,0.0024777129383471903,1.4237030248725468e-06,5.141394680726339e-06,7.987692999913874e-06,2.381563224997195e-13,2.9663086507522253e-10,7.91293423822189e-13,3.168452813233396e-07,0.005949986549339968,4.154004152124304e-06,2.54913169210925e-05,2.593018130883398e-10,2.872116213196267e-13,8.399309746636548e-09,7.56634752775361e-10,7.789199810323995e-05,3.6176930428361778e-09,6.491109364520467e-13,2.37731306430012e-06,2.1907693301111124e-05,1.1130435292003758e-12,2.8763982936444236e-10,4.4134557687622626e-06,5.311156629753129e-06,4.876052567019717e-05,3.689680419195495e-11,2.1979172451442665e-11,1.3489230008867645e-12,5.333106178897504e-19,3.8808757777474687e-08,2.323903265024762e-21,4.392096856253462e-10,1.2595325903776022e-09,2.8028559479037136e-13,2.1159568742993773e-08,1.6617939634304253e-13,5.773814535380749e-10,4.1927840666224866e-21,4.931379588893797e-17,2.550618936756307e-13,2.2409931112815055e-13,1.5284479183711592e-15,4.906201970500258e-14,2.7606508248984503e-18,2.8470020069084995e-16,2.6236892488627348e-08,2.4536809099541316e-15,7.46753656160792e-16,7.201102524012661e-20
3.8126128691989066e-05,0.8837984484054243,3.76,0.0,0.6362497391865438,0.9425683825746135,0.06584022756287372,1.593097642285611e-10,5.98080583484594e-08,0.03682120388704225,0.0011248749927951945,1.0468553890633428e-06,0.0007501922388429179,0.0012634899137201176,0.07152455649580014,0.0111013602081937,0.00021370293921137626,4.126171629890836e-06,3.6383935208634486e-05,0.019762748452021577,0.004422020981699834,0.00018707142926199297,0.022143484083528845,3.267199009658881e-05,8.590249136118801e-10,2.1587941766939934e-05,0.0025903982180588312,1.5080629822552686e-06,5.275504097609187e-06,8.20097427123524e-06,2.441281207716412e-13,3.0243000739928455e-10,8.111168078265292e-13,3.2475741707365116e-07,0.006132140589156611,4.421591891798718e-06,2.707991759009676e-05,2.756564794570994e-10,3.082751881085191e-13,8.677725393326999e-09,7.79591172415885e-10,8.182939090350021e-05,3.803272608518416e-09,6.809752919613857e-13,2.4260430523811217e-06,2.3300992981800867e-05,1.1958068073267883e-12,3.0601255049296997e-10,4.529791377756451e-06,5.4442451402064585e-06,5.224706179897304e-05,3.947116536075302e-11,2.316171536017371e-11,1.3915950174929983e-12,5.696941916104881e-19,4.172374346769271e-08,2.533189981456254e-21,4.682513140315296e-10,1.3495971798528208e-09,2.8730458323266985e-13,2.179783393650435e-08,1.7344939482502244e-13,6.247190962107025e-10,4.6412456278377575e-21,5.1435705254116904e-17,2.6728248592886203e-13,2.355339634929548e-13,1.6011480432058973e-15,5.0094563127664027e-14,2.99876866831851e-18,2.913082747622906e-16,2.8590186291823506e-08,2.591016074957051e-15,7.888347700143571e-16,7.768363324300311e-20
3.840267240237554e-05,0.8840147855872552,3.76,0.0,0.6337725511505653,0.941243343804985,0.06730794397129546,1.7052113432203322e-10,6.246688499287863e-08,0.03710227703493836,0.0011381915538943431,1.0531082669008052e-06,0.0007638961198798118,0.0012940084444672227,0.07331486810852411,0.011176341642830068,0.00021765705180073176,4.19087596216672e-06,3.7051210967988496e-05,0.02020200979604131,0.004472041131602056,0.00019167930920926772,0.022824783504125545,3.3377970538669596e-05,8.783276464813953e-10,2.2480431574801773e-05,0.00270739973868445,1.596757876741396e-06,5.41239808624447e-06,8.419148111084961e-06,2.5021729261792106e-13,3.0828250135192984e-10,8.313290620457198e-13,3.328220716487345e-07,0.006318886846753252,4.704551906196608e-06,2.8757472923115714e-05,2.9294438344794775e-10,3.307985355881578e-13,8.962687138948018e-09,8.03080205322428e-10,8.592260721953642e-05,3.9964806096468525e-09,7.142571131712228e-13,2.475363013319731e-06,2.476854089146115e-05,1.284393797123852e-12,3.2545473998172424e-10,4.648617112993979e-06,5.5794664551550245e-06,5.5953744537178456e-05,4.220170470993305e-11,2.440128350082547e-11,1.4353947913659517e-12,6.084467889477624e-19,4.4837109203727125e-08,2.7615126436909158e-21,4.990599054872759e-10,1.4453489110723517e-09,2.944611481774012e-13,2.2446989657368088e-08,1.8100076456417156e-13,6.755782406502735e-10,5.1354826447222315e-21,5.3633302327552984e-17,2.800339392423435e-13,2.4744781578811965e-13,1.6769903035834766e-15,5.113582603732379e-14,3.257473218486428e-18,2.9799619406000706e-16,3.1139788092642824e-08,2.7350159461042147e-15,8.329554508989821e-16,8.377662408391403e-20
3.867921611276202e-05,0.8842357321112869,3.76,0.0,0.6312592993040107,0.9398920517686655,0.06880330881656599,1.825356142500193e-10,6.524986612049247e-08,0.037382112487039494,0.0011515413812376103,1.059265447659157e-06,0.0007778175801832378,0.001325207988257442,0.07514093204908964,0.011249521364713676,0.0002216696548578328,4.255962533465973e-06,3.77233278704685e-05,0.020645335375512008,0.004521494683927635,0.00019635913889984202,0.023522824773117828,3.4095503187878874e-05,8.978250780064102e-10,2.3402954449607884e-05,0.0028288462797356815,1.6899716395337161e-06,5.552124053922661e-06,8.6423233646001e-06,2.564256189360803e-13,3.141874746767248e-10,8.519360624305143e-13,3.410414056005043e-07,0.0065103162473277845,5.0036470784709915e-06,3.0528266972132e-05,3.1121202893303813e-10,3.548770076926812e-13,9.254254820399339e-09,8.271106856598367e-10,9.01755442959265e-05,4.197536981175729e-09,7.490136942404752e-13,2.5252710486850436e-06,2.6313288822361095e-05,1.3791910078074731e-12,3.460215514973202e-10,4.7699780317870136e-06,5.716825235954337e-06,5.9892328623136646e-05,4.509616079536811e-11,2.5700311218957966e-11,1.4803460369800687e-12,6.497188729446527e-19,4.8160792793158505e-08,3.010601227796806e-21,5.317324426965563e-10,1.5470914694568023e-09,3.0175736463558825e-13,2.3106887995909913e-08,1.8884311290387163e-13,7.3019114438668e-10,5.679923229621552e-21,5.590844558976562e-17,2.9333694265450206e-13,2.598554858018124e-13,1.756096826519907e-15,5.218542705756731e-14,3.538544627967278e-18,3.0476263342255347e-16,3.390077643959437e-08,2.8859481695611703e-15,8.791962930937249e-16,9.031938265390275e-20
