Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230),C2HO2(812),S(1029)
0.0006912779729709879,0.9625611042388271,3.76,0.0,6.15628386283442e-11,0.00020558915491502726,0.9775718722545295,1.0956956238337621e-12,4.800904309827499e-13,6.249914483749806e-11,1.5667511268689195e-07,3.562602994424458e-19,0.005853139778956584,0.03313520705293357,0.5366862658884927,1.81638998017371e-08,0.00022765414452393615,8.509944046152296e-14,1.2056680310777812e-17,3.771804875499988e-14,2.4720923686906803e-18,1.0590644155808725e-06,0.5178166007137727,1.4024755087815268e-07,6.517989715992509e-20,1.2000680869119759e-14,2.6774625842642828e-11,1.886381902054127e-14,1.5288969799984734e-13,2.5115553513124174e-12,2.4902258508892357e-17,5.6397143764841335e-22,3.0783481696767035e-17,3.784332202544224e-09,0.24905877225909426,3.896900069170015e-14,3.057562017235137e-13,4.638082094579445e-18,2.6261756366136446e-20,2.1188841966683237e-17,5.7494162498359435e-08,3.3459232929268817e-22,4.738149896145175e-26,2.0115235038096904e-10,3.815614098833757e-08,2.6115338468590113e-22,1.90664292582585e-19,6.953893410823726e-18,2.5024002442844583e-12,3.8403333315545885e-15,1.1014956383214607e-21,1.6793577973100826e-31,4.647485503779057e-08,5.205623586533085e-11,4.0744781697309233e-16,4.928754473741735e-24,9.155461359389542e-19,3.9422175805616805e-26,2.8465092049043775e-26,1.8701870994868576e-18,6.485315172579836e-29,6.238387390266953e-14,1.1741291933259633e-25,1.862970645532288e-19,2.2344846179247173e-17,1.0095754675526061e-11,4.417958243901539e-15,5.951767007376853e-14,1.651125645060248e-15,2.2651538400510447e-15,6.6962392059190785e-18,8.579586536235522e-11,5.469779870165288e-16,9.603943722112254e-17,3.723257970206073e-15
0.0006943319264707109,0.962549204158083,3.76,0.0,6.158949544589342e-11,0.00020404902084315553,0.9776054262270991,1.0840252094694797e-12,4.764184612770363e-13,6.236996183735553e-11,1.5548957105751738e-07,3.5286483612543396e-19,0.005831358423958167,0.03301311792963483,0.5367246504195706,1.8173509740725806e-08,0.00022595483215938838,8.483765478960226e-14,1.1593942052849893e-17,3.638021089682736e-14,2.3830577155627805e-18,1.0561246526772695e-06,0.517823592294858,1.3932241304717142e-07,6.248396578909612e-20,1.1544897802981553e-14,2.584461392082269e-11,1.8140336897508775e-14,1.5206724413783633e-13,2.5014084403448008e-12,2.473464960433702e-17,5.4195870740946365e-22,3.057245546407486e-17,3.770344815576011e-09,0.2490517840089666,3.796348315196485e-14,2.9910177954817366e-13,4.523148459992685e-18,2.5479904612755095e-20,2.1133971999488753e-17,5.728167050095402e-08,3.4194238023013797e-22,4.524425993550888e-26,2.003717593165819e-10,3.815235582499039e-08,2.4656913268763646e-22,1.8518455261708484e-19,6.773914967029114e-18,2.4960329669241278e-12,3.693695242030821e-15,1.0244091203862231e-21,1.5370090491011074e-31,4.63070557483908e-08,5.205425692657366e-11,4.074428650120146e-16,4.905573476173325e-24,9.15535029920836e-19,3.835457345095369e-26,2.647194777539765e-26,1.8632504031308447e-18,6.242431223867623e-29,6.214900691638453e-14,1.1123808886246961e-25,1.8629495040113644e-19,2.2260668411884565e-17,1.0020286335902506e-11,4.405820977165017e-15,5.907291267791084e-14,1.6449023694714533e-15,2.2568404792592554e-15,6.646207546129381e-18,8.586283310781187e-11,5.454513320557445e-16,9.577532227917846e-17,3.696202581633623e-15
0.0007004398334701569,0.9625256657900805,3.76,0.0,6.165038347686886e-11,0.00020101948361740852,0.9776717788855738,1.0613041173932373e-12,4.692560074555294e-13,6.212073078452501e-11,1.5315746902047885e-07,3.4624491529265456e-19,0.005788267780054111,0.032771561994247064,0.5368006275036503,1.8192570497474353e-08,0.00022261197520892246,8.431885531110078e-14,1.0727782005269217e-17,3.3865544939537496e-14,2.2158407599088818e-18,1.0502921503990218e-06,0.5178374495542328,1.374990861197861e-07,5.745992212373891e-20,1.0691232533721341e-14,2.4094540732047528e-11,1.678609158775167e-14,1.5046526601729405e-13,2.4816612073814904e-12,2.4404458286166115e-17,5.007984815829599e-22,3.0156825798104437e-17,3.7426710073179595e-09,0.24903793335579946,3.607845779971653e-14,2.8660281665922393e-13,4.307721723961071e-18,2.401861354196716e-20,2.102896227029611e-17,5.686125860499097e-08,3.3759162846260803e-22,4.364826860293874e-26,1.988281669548507e-10,3.814487319348823e-08,2.4484623956997854e-22,1.7491625574396156e-19,6.436850343427818e-18,2.4834033965760713e-12,3.4192233280701312e-15,9.82854197063688e-22,1.4540330479467247e-31,4.597508128236141e-08,5.205034794169361e-11,4.074331323446682e-16,4.669158593659445e-24,9.155132024068677e-19,3.757839104068073e-26,2.5397902784217198e-26,1.849526932890544e-18,5.787861070845237e-29,6.16844358921974e-14,1.0942526881859901e-25,1.8629079610683248e-19,2.2094159389553928e-17,9.871828885269532e-12,4.381737923238536e-15,5.819800374227175e-14,1.6325927787416908e-15,2.2403914533226757e-15,6.54778705562637e-18,8.599569782015629e-11,5.424225681461731e-16,9.525126689090975e-17,3.642963935452016e-15
0.0007065477404696029,0.9625024701680238,3.76,0.0,6.172059513823733e-11,0.00019805596811504016,0.9777371428930846,1.0393666703469604e-12,4.623217898163862e-13,6.188280016334898e-11,1.508761031942493e-07,3.39841716803027e-19,0.005745795439386995,0.03253344121628336,0.5368755664088493,1.8211421909342112e-08,0.00021934170096554127,8.380631918098538e-14,9.934503473025024e-18,3.154957256612451e-14,2.0620051400409515e-18,1.0445215437216687e-06,0.5178511412063391,1.357109269363038e-07,5.2885690114519875e-20,9.908756917113339e-15,2.2480320008762757e-11,1.554576686012463e-14,1.489169459531356e-13,2.4625922942250143e-12,2.4080821981916273e-17,4.631545388326331e-22,2.9749569331054346e-17,3.715391454578911e-09,0.249024248236648,3.434822223666489e-14,2.751042271945822e-13,4.110054611885371e-18,2.2682593516058298e-20,2.0929778615610055e-17,5.644683601219355e-08,3.137730281648353e-22,4.1861207051110545e-26,1.9730759799264537e-10,3.8137505691267425e-08,2.135619057879133e-22,1.654973340926957e-19,6.127888554124845e-18,2.4709105859740658e-12,3.1678495018062584e-15,9.598269264052644e-22,1.4169526483118532e-31,4.564785395896661e-08,5.204650277862404e-11,4.074236218188424e-16,4.120168476649063e-24,9.154918736673928e-19,3.369447930408246e-26,2.4804320390029825e-26,1.83599983754615e-18,5.371519940947376e-29,6.122662579930784e-14,1.020512635552149e-25,1.8628673777725284e-19,2.1930068363369252e-17,9.72659815235834e-12,4.3579069688843255e-15,5.73421044926503e-14,1.6204625351295935e-15,2.2241752285544584e-15,6.451504730441885e-18,8.612715208859927e-11,5.394261118917567e-16,9.473270736685065e-17,3.590860813773564e-15
0.0007126556474690489,0.9624796100307192,3.76,0.0,6.179928338797457e-11,0.00019515659102246294,0.9778015397779088,1.018164890731153e-12,4.556006818251857e-13,6.165519686844672e-11,1.4864403277668819e-07,3.3364268655164206e-19,0.005703928384984606,0.032298683864098225,0.5369494879834644,1.8230067295664543e-08,0.000216141945537782,8.329993034197511e-14,9.207324716048193e-18,2.941476360578553e-14,1.9203580598679594e-18,1.0388118864645222e-06,0.5178646699281929,1.3395704399121176e-07,4.871708262618569e-20,9.190898724503163e-15,2.0990151745747812e-11,1.4408760491810984e-14,1.4741833160427363e-13,2.4441462920238977e-12,2.3763569336581717e-17,4.286950799283547e-22,2.935046401336257e-17,3.6884979225350092e-09,0.24901072597570012,3.27583520036372e-14,2.645178498598914e-13,3.928493256364387e-18,2.1459392716944447e-20,2.0835892433826625e-17,5.6038277621931315e-08,2.531598610769468e-22,3.6197843911788016e-26,1.9580954985447314e-10,3.813025120016253e-08,2.141198007905025e-22,1.568484412806378e-19,5.8443511367990046e-18,2.458550892205513e-12,2.9374176318499395e-15,8.670553917223096e-22,1.2551791695892291e-31,4.532527423711047e-08,5.204271984288729e-11,4.074143262558633e-16,3.88470901998952e-24,9.1547102757843e-19,3.076056429448745e-26,2.2406482573390803e-26,1.8226649936462932e-18,4.98975094395291e-29,6.077543265415804e-14,9.01278760182682e-26,1.862827722690535e-19,2.1768343810670352e-17,9.584502334084503e-12,4.334324331591017e-15,5.650467426891838e-14,1.6085078146267798e-15,2.208186972183814e-15,6.357299765062698e-18,8.625721641544472e-11,5.364614676134238e-16,9.421956098680904e-17,3.5398614295267127e-15
0.000718763554468495,0.9624570781649603,3.76,0.0,6.188568083435018e-11,0.00019231953468345494,0.9778649904624569,9.97655212273189e-13,4.4907900055027384e-13,6.143703903091342e-11,1.4645986697447656e-07,3.276363609242308e-19,0.005662653957760077,0.032067220163267435,0.5370224125240386,1.8248509913399566e-08,0.00021301071734291363,8.279957594381981e-14,8.540154941705565e-18,2.7445280281634854e-14,1.789822893593943e-18,1.0331622506749556e-06,0.5178780383525877,1.3223657368214388e-07,4.491466974680266e-20,8.531751225842141e-15,1.9613359955993654e-11,1.3365552448843729e-14,1.459658614967732e-13,2.4262730676501825e-12,2.3452534545468574e-17,3.9712260878733296e-22,2.8959295089142266e-17,3.6619824006535196e-09,0.2489973639413398,3.1295872633493514e-14,2.547642668254039e-13,3.761572244016595e-18,2.0338182152371672e-20,2.0746827575464742e-17,5.5635461741047956e-08,2.3594146606306565e-22,3.2362652548381114e-26,1.9433353426598112e-10,3.8123107645522996e-08,2.0311293915863696e-22,1.488985543772966e-19,5.583883446869095e-18,2.4463209165794546e-12,2.725992585204873e-15,7.665552360869656e-22,1.0895534632249139e-31,4.5007245296235476e-08,5.20389975927413e-11,4.074052387640656e-16,3.549944343981923e-24,9.154506486607097e-19,2.830031807018145e-26,1.9808817168057308e-26,1.809518390777967e-18,4.6392927814022945e-29,6.03307164582659e-14,8.344796515402914e-26,1.86278896565983e-19,2.1608935642673155e-17,9.44545284165047e-12,4.310986299786839e-15,5.5685191337426185e-14,1.5967248992001001e-15,2.1924219823301313e-15,6.2651134831026474e-18,8.638591105554185e-11,5.335281491697049e-16,9.371174659064078e-17,3.4899350934676304e-15
0.000724871461467941,0.9624348676922978,3.76,0.0,6.197908739991214e-11,0.00018954304435421962,0.9779275152848287,9.777981588514011e-13,4.427443335044517e-13,6.122753135901799e-11,1.443222629042986e-07,3.2181223311419205e-19,0.005621959843772072,0.03183898222705515,0.5370943597949427,1.826675295648368e-08,0.00020994609380829056,8.230514620431434e-14,7.927507814336757e-18,2.56267936141415e-14,1.6694264968947896e-18,1.0275717262616138e-06,0.5178912490681163,1.3054867918693105e-07,4.1443101505167e-20,7.925989507155901e-15,1.834027107271754e-11,1.2407567695319652e-14,1.4455630825659542e-13,2.4089275055662883e-12,2.3147557102694196e-17,3.681694894285275e-22,2.857585476233373e-17,3.6358370947621782e-09,0.24898415954612513,2.994918961447169e-14,2.4577197172806775e-13,3.60796577713832e-18,1.930911370349481e-20,2.0662155655075522e-17,5.523826996337613e-08,2.3181267977333677e-22,3.0377657708981037e-26,1.9287907671787365e-10,3.811607299488651e-08,1.7968196906938938e-22,1.4158378768078308e-19,5.344349819629701e-18,2.4342174839952885e-12,2.5318320937350982e-15,7.13763132651949e-22,9.825203147056027e-32,4.469367293978128e-08,5.203533453677737e-11,4.0739635272340584e-16,3.3071366855521327e-24,9.154307220450977e-19,2.635079638465074e-26,1.844439802330685e-26,1.7965561275237187e-18,4.3172250417565544e-29,5.989234105371835e-14,7.752439900836172e-26,1.862751077719981e-19,2.145179515276456e-17,9.309364158704815e-12,4.287889231523631e-15,5.4883152049513457e-14,1.585110172941167e-15,2.1768756834125413e-15,6.174889240969752e-18,8.651325600392853e-11,5.306256797676319e-16,9.320918454863902e-17,3.4410521622257866e-15
0.000730979368467387,0.9624129718629937,3.76,0.0,6.207886618476715e-11,0.00018682542601664536,0.9779891340160629,9.58557664324916e-13,4.3658543735833154e-13,6.102595463485718e-11,1.4222992392025247e-07,3.1616068386414113e-19,0.005581834063915304,0.031613904001006714,0.5371653490439864,1.8284799556276295e-08,0.00020694621877216917,8.181653428906894e-14,7.364445189088318e-18,2.394633712175263e-14,1.5582890939568644e-18,1.0220394206849364e-06,0.5179043046191355,1.2889254955636535e-07,3.827076019753724e-20,7.368816663608861e-15,1.7162117534034462e-11,1.1527087058325811e-14,1.4318675685575903e-13,2.3920689816843497e-12,2.2848481632803383e-17,3.415952241970607e-22,2.8199941971401834e-17,3.6100544207289883e-09,0.24897111024682525,2.8707842466746697e-14,2.374760225764508e-13,3.4664809556598357e-18,1.8363420069585296e-20,2.0581490918607638e-17,5.484658707371175e-08,2.0909236374079148e-22,2.8358447108710945e-26,1.9144571604536595e-10,3.810914525722654e-08,1.7211916267723187e-22,1.3484666804377718e-19,5.123836176102969e-18,2.4222376221633338e-12,2.353368862786468e-15,6.815990381900288e-22,9.293451554754533e-32,4.4384465518171864e-08,5.2031729232208096e-11,4.0738766177471963e-16,3.0864388322612073e-24,9.15411233448476e-19,2.452737386496307e-26,1.7613502976355816e-26,1.7837744082569364e-18,4.020934788027009e-29,5.946017400985354e-14,7.20036743920731e-26,1.8627140310646057e-19,2.1296874974817937e-17,9.176153721911007e-12,4.265029553323105e-15,5.4098070144138113e-14,1.5736601190495459e-15,2.1615436224727635e-15,6.0865723508335495e-18,8.663927098421929e-11,5.277535918038801e-16,9.271179673610722e-17,3.3931840022228046e-15
0.000737087275466833,0.9623913841216487,3.76,0.0,6.218443984989466e-11,0.0001841650443046047,0.9780498658761314,9.399006965565397e-13,4.305920921888492e-13,6.083165645780861e-11,1.4018159803571462e-07,3.1067287365112115e-19,0.0055422649647016466,0.03139192121293747,0.5372353990160424,1.8302652782881934e-08,0.00020400929992947322,8.133363619917502e-14,6.846522896251001e-18,2.2392183616027824e-14,1.455615747904039e-18,1.0165644588350993e-06,0.5179172075058318,1.2726739886083324e-07,3.5369323176644946e-20,6.855912014292935e-15,1.6070958015826398e-11,1.0717164267784364e-14,1.4185456340829516e-13,2.3756607750243207e-12,2.2555157702968845e-17,3.171836440108147e-22,2.7831362138403e-17,3.584626998750733e-09,0.24895821354435366,2.7562381965910706e-14,2.298174419261181e-13,3.336041475830146e-18,1.749325011158508e-20,2.0504485125581633e-17,5.446030096103821e-08,1.985548287960483e-22,2.660583672767394e-26,1.9003300403458723e-10,3.8102322482487803e-08,1.637771725992031e-22,1.2863537976712706e-19,4.92062004741032e-18,2.410378539378708e-12,2.189192723142738e-15,6.367809779896848e-22,8.649948934995977e-32,4.40795338587251e-08,5.202818028293378e-11,4.07379159807141e-16,2.876163990276033e-24,9.15392169145469e-19,2.2962612001765224e-26,1.6455354893573065e-26,1.7711695402230674e-18,3.748082148298981e-29,5.903408651882473e-14,6.774031837525626e-26,1.86267779898506e-19,2.114412904554672e-17,9.045741809222645e-12,4.2424037598309966e-15,5.332947608765828e-14,1.5623713170484199e-15,2.146421465880329e-15,6.00011000572646e-18,8.67639754405875e-11,5.249114268013992e-16,9.221950652496411e-17,3.3463029497039723e-15
0.0007493030894657252,0.9623491076064262,3.76,0.0,6.241091532023876e-11,0.0001790097257962592,0.9781687432356172,9.042185147405646e-13,4.190655278887731e-13,6.046258103334484e-11,1.36212188271042e-07,3.0015645247582756e-19,0.005464751746522011,0.0309569933609068,0.5373727537098412,1.8337791098625765e-08,0.00019831746398046065,8.038457881904408e-14,5.9304313205992225e-18,1.9621214478141773e-14,1.2728462209064025e-18,1.0057831493375923e-06,0.5179425650681929,1.2410700955482465e-07,3.0279960781847844e-20,5.947661479940263e-15,1.4121423597215018e-11,9.284504018893161e-15,1.392928439897971e-13,2.3440653993303883e-12,2.1985186237648846e-17,2.740877094736347e-22,2.711545385301808e-17,3.5348093663313593e-09,0.2489328681522418,2.5525930390976637e-14,2.1620372571418113e-13,3.104507762702438e-18,1.595198042885287e-20,2.036022094093195e-17,5.370348542859907e-08,1.6879228413664402e-22,2.1580528265863003e-26,1.8726779484490404e-10,3.8088984220747856e-08,1.483090993741223e-22,1.176077828476986e-19,4.560025145814426e-18,2.3870123287446637e-12,1.8987334499652276e-15,5.11165232389334e-22,6.735416988138312e-32,4.348215294975592e-08,5.2021246087875197e-11,4.073626995450563e-16,2.4834958655654394e-24,9.153552611541683e-19,2.0063976253303398e-26,1.3208539511513493e-26,1.746476077386662e-18,3.264482451155875e-29,5.819965224311795e-14,5.974437310626383e-26,1.8626076769030876e-19,2.0844981888255837e-17,8.793008117303661e-12,4.19784013177955e-15,5.1839952575759906e-14,1.5402642462152155e-15,2.1167901004016195e-15,5.832546628833283e-18,8.70095291244716e-11,5.193150755016512e-16,9.12499195614069e-17,3.2553961139414152e-15
0.000760297322064728,0.9623120502664616,3.76,0.0,6.262975939709482e-11,0.00017455039390747208,0.9782728819794936,8.738206508264253e-13,4.091723345275526e-13,6.014990938403583e-11,1.327785311494973e-07,2.911761192239837e-19,0.005396783052240379,0.030575534203804565,0.5374933389731498,1.8368783833100143e-08,0.0001933933556679961,7.954897878941064e-14,5.223971422686065e-18,1.7462471177812535e-14,1.1307483928619174e-18,9.962676466719396e-07,0.5179648889508283,1.213612016438859e-07,2.6396757311446317e-20,5.246236400286061e-15,1.2598618082785219e-11,8.179594894911207e-15,1.3709311069926568e-13,2.3168674888340135e-12,2.1490467566541395e-17,2.409340829853699e-22,2.6494387001218286e-17,3.4911183573270816e-09,0.2489105550025593,2.394399164274011e-14,2.0564474258306475e-13,2.925102520972691e-18,1.4759608871473605e-20,2.024004002711046e-17,5.303974346932951e-08,1.480544617912359e-22,1.9013034180229182e-26,1.8484547725285694e-10,3.807732000381288e-08,1.2577467044272367e-22,1.0905792276633648e-19,4.280615424613396e-18,2.3663708846809162e-12,1.674656762695444e-15,4.568618410936615e-22,5.876308606387355e-32,4.2958286321866404e-08,5.2015184933654484e-11,4.073484750170904e-16,2.1437000145548255e-24,9.153233679033407e-19,1.7072827077185473e-26,1.1805523925408549e-26,1.7248217253730626e-18,2.8904061583623435e-29,5.746823096265038e-14,4.987974181046386e-26,1.8625471056867967e-19,2.0582748309903062e-17,8.574372989398682e-12,4.158498914188605e-15,5.055137752358572e-14,1.5208869027054008e-15,2.0907985662190743e-15,5.687588139924935e-18,8.722623459594288e-11,5.143762742751659e-16,9.039398552093936e-17,3.17669682746669e-15
0.0007712915546637309,0.9622758970941752,3.76,0.0,6.286048800599407e-11,0.00017025350028820283,0.9783744229631095,8.449090925952043e-13,3.996926625897888e-13,5.985310445328955e-11,1.2946985312255582e-07,2.8261668557522935e-19,0.005330450487015291,0.03020317983685172,0.5376111512779345,1.8399195108899394e-08,0.00018864800070301276,7.873039134870529e-14,4.61197646748554e-18,1.557448731751558e-14,1.0067111208623001e-18,9.869250761189606e-07,0.5179867550999737,1.1870459003994385e-07,2.3066035231662977e-20,4.6377883506133696e-15,1.1263553827635043e-11,7.22235211291721e-15,1.349829678261768e-13,2.290697553219467e-12,2.101225089047249e-17,2.122779378688382e-22,2.5894323495529605e-17,3.448472210816983e-09,0.248888699383744,2.2562909943757048e-14,1.9645468166790045e-13,2.7689434505844513e-18,1.3721872243052546e-20,2.0127641770785995e-17,5.2391874420072275e-08,1.813619389016473e-22,2.014696013794463e-26,1.8248363530531212e-10,3.806596732186881e-08,9.593133241923222e-23,1.0160884174979982e-19,4.037288479979187e-18,2.3460839165743862e-12,1.4804578060119756e-15,4.478765539806422e-22,5.621884846179265e-32,4.2446990785670194e-08,5.200928660568651e-11,4.073347779701241e-16,1.8968981917997405e-24,9.152926588600567e-19,1.5321006534522633e-26,1.1573844182068724e-26,1.7036872775309537e-18,2.565280490413829e-29,5.675465689722831e-14,4.5339873798127394e-26,1.8624888034555187e-19,2.0326897764924347e-17,8.363683092381221e-12,4.119863895396284e-15,4.930961479830625e-14,1.5019828792637718e-15,2.0654247588421205e-15,5.547895156736523e-18,8.743898309195283e-11,5.095276852709339e-16,8.955344028783297e-17,3.100805871880817e-15
0.0007822857872627337,0.9622406157551198,3.76,0.0,6.310119189548676e-11,0.00016611132769722361,0.9784734606979086,8.173671769390998e-13,3.9059192565501714e-13,5.95700579113839e-11,1.2628023986579233e-07,2.744460453030471e-19,0.0052656964851065784,0.029839612383646144,0.537726283843602,1.8429040771045266e-08,0.00018407293541557762,7.792829815638817e-14,4.080512552255521e-18,1.3919412956379083e-14,8.981828419844985e-19,9.777509085545417e-07,0.5180081765479487,1.1613338164862675e-07,2.0201830221170723e-20,4.1087075012472184e-15,1.0090376580277599e-11,6.390995367129044e-15,1.3295370509489874e-13,2.265438678194957e-12,2.0549814519396137e-17,1.8744712483153346e-22,2.5314332364440794e-17,3.4068344211280938e-09,0.24886728826909094,2.1353221720544616e-14,1.8844292201872308e-13,2.6326505250321706e-18,1.2814967653027775e-20,2.0021927367949594e-17,5.175932370420321e-08,1.475477079463331e-22,1.7502506162322754e-26,1.801800672269111e-10,3.8054916173355456e-08,1.0777250906779104e-22,9.509832585010624e-20,3.824700018628624e-18,2.3261397692635476e-12,1.3117265495973693e-15,4.0308798750890858e-22,5.137809466476386e-32,4.1947825463290864e-08,5.200354442639033e-11,4.0732158039000607e-16,1.8553163127963027e-24,9.15263071104375e-19,1.4936901573113576e-26,1.041621228323865e-26,1.683054484353985e-18,2.2819111829627654e-29,5.605829454920057e-14,4.4685936038030586e-26,1.8624326481013026e-19,2.0077203157070412e-17,8.160561973361919e-12,4.081916882548165e-15,4.811244707982556e-14,1.4835353037235616e-15,2.0406472217351014e-15,5.413218300211817e-18,8.764787743640281e-11,5.047669358145274e-16,8.872788637979483e-17,3.0275922134533735e-15
0.0007932800198617365,0.9622061755665434,3.76,0.0,6.335025006470116e-11,0.00016211660827791116,0.978570085232011,7.910925106724762e-13,3.8184025851371784e-13,5.929897747293594e-11,1.232041198112573e-07,2.6663591457686543e-19,0.005202466124583389,0.02948452846407973,0.5378388257823471,1.8458336116364645e-08,0.00017966018741648256,7.714220287254328e-14,3.617885633511824e-18,1.246519045566571e-14,8.030058589406609e-19,9.687407668137933e-07,0.5180291658985421,1.1364398178308792e-07,1.773266740962868e-20,3.64755732513728e-15,9.057138943163118e-12,5.6672499344580604e-15,1.3099787480376034e-13,2.2409919521758364e-12,2.0102475633830956e-17,1.6587887945590525e-22,2.475353343810234e-17,3.3661701460942846e-09,0.2488463090602176,2.029011322302125e-14,1.814475692995035e-13,2.5133832606715105e-18,1.2019156777461201e-20,1.9921970389082843e-17,5.114156201703959e-08,6.228337731298914e-23,1.1980243663807492e-26,1.779326756348235e-10,3.804415692192892e-08,1.1667609690619964e-22,8.939044135790108e-20,3.6383795115604174e-18,2.30652771063887e-12,1.1647631370221907e-15,3.442924376800831e-22,4.3370025990540733e-32,4.146036963082984e-08,5.199795208194421e-11,4.073088561096544e-16,1.636763407960433e-24,9.152345458653206e-19,1.2706284145776077e-26,8.896888662697029e-27,1.6629059324322962e-18,2.034281556821835e-29,5.537853783621549e-14,3.6694883964410965e-26,1.8623785256559884e-19,1.983344793782613e-17,7.964655038074485e-12,4.0446402797288e-15,4.695778575417729e-14,1.465528085769401e-15,2.0164454708800646e-15,5.2833226649694344e-18,8.785301738670388e-11,5.000917329551247e-16,8.791693941237462e-17,2.9569323185855535e-15
0.0008042742524607394,0.9621725471103411,3.76,0.0,6.360627819329216e-11,0.00015826249313146762,0.9786643824017063,7.659947160151639e-13,3.7341174560561715e-13,5.903834331845884e-11,1.20236241051872e-07,2.5916121645441837e-19,0.005140706980965563,0.02913763839724367,0.5379488623194162,1.8487095913502226e-08,0.0001754022422885715,7.637162985199518e-14,3.214257126836913e-18,1.1184608253786663e-14,7.193516179447378e-19,9.598904198032017e-07,0.518049735337921,1.1123298205950064e-07,1.5598928230921364e-20,3.2447040160083273e-15,8.145169749369602e-12,5.035744596889685e-15,1.2910909166041954e-13,2.2172738889632414e-12,1.966958783804182e-17,1.4710074644474313e-22,2.4211094106960885e-17,3.326446115840861e-09,0.24882574957616627,1.935261881471604e-14,1.7533073407752355e-13,2.4087461067203065e-18,1.1318003382700133e-20,1.9826990074242054e-17,5.053808394003482e-08,1.2253546249555873e-22,1.3322968345459822e-26,1.7573946157807778e-10,3.8033680282969957e-08,5.533409540046273e-23,8.43708532534608e-20,3.474572880032094e-18,2.2872378084253865e-12,1.0364558010632122e-15,3.207618527522696e-22,3.2934016220797255e-32,4.098422160958552e-08,5.199250359815327e-11,4.07296580666796e-16,1.2057229323885255e-24,9.1520702820132e-19,9.852196342157956e-27,8.288994808849219e-27,1.6432249982967541e-18,1.8173374236375528e-29,5.471480845875816e-14,2.8969299983129634e-26,1.8623263296583815e-19,1.9595425515520717e-17,7.775628069108229e-12,4.00801706556519e-15,4.584366219161883e-14,1.4479458734916504e-15,1.9927999417139916e-15,5.1579868385575935e-18,8.805449967277553e-11,4.954998603965661e-16,8.712022760391086e-17,2.8887096520824457e-15
0.0008152684850597422,0.962139702409591,3.76,0.0,6.386808848622721e-11,0.00015454252375348196,0.9787564340708933,7.419936332310988e-13,3.6528362716756324e-13,5.878686872244852e-11,1.173716496817388e-07,2.519994596788909e-19,0.005080368987942212,0.028798665443139842,0.5380564750024774,1.851533442301861e-08,0.0001712920123049995,7.561612288153568e-14,2.8613081188461728e-18,1.0054515980803553e-14,6.456668283296587e-19,9.511957767271573e-07,0.5180698966463232,1.0889714890450487e-07,1.375068180751772e-20,2.8919918360382344e-15,7.338542418408346e-12,4.483473575007785e-15,1.272818272558168e-13,2.1942135447270377e-12,1.9250538858601948e-17,1.3071415067504142e-22,2.368622627881389e-17,3.287630545982372e-09,0.24880559804171976,1.8523228206495947e-14,1.699754574561489e-13,2.3167124664230887e-18,1.0697654344789313e-20,1.9736328180750433e-17,4.994840662203455e-08,1.7267198302595082e-22,1.5356834907321123e-26,1.735985188851333e-10,3.8023477309992677e-08,5.163993662854143e-23,7.994265327346205e-20,3.3301072825432865e-18,2.268260799036271e-12,9.24176817002125e-16,3.026907622888155e-22,3.275332713238606e-32,4.051899771065366e-08,5.198719331811089e-11,4.0728473117430344e-16,1.2403043558301861e-24,9.151804667089798e-19,1.0149857040174907e-26,7.821825090881581e-27,1.6239958045276182e-18,1.6268082487291664e-29,5.406655434800567e-14,3.0338993152349847e-26,1.8622759605781552e-19,1.93629386938486e-17,7.593165831066442e-12,3.972030771199689e-15,4.476821954076722e-14,1.4307740120845082e-15,1.9696919386054958e-15,5.037001979863172e-18,8.82524180511405e-11,4.909891754848335e-16,8.633739128953212e-17,2.8228142093081136e-15
