Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346)
5.527985791136703e-05,0.9838663711173423,3.76,0.0,0.010436699563813098,0.1762220300214199,0.8298669730149568,0.0002265089841408945,0.0002453638474497664,0.012180059458483574,0.00014310638274123814,4.972144841540616e-08,0.030204323831527182,0.11308163812188796,0.475613280823364,0.0011643685955316553,0.008356594824217236,4.5086853669912723e-07,3.7165160981725013e-06,0.0013253879604724502,3.596635881749869e-05,0.00042770216866824736,0.43028542544861215,3.888898664092888e-06,2.373729407125088e-09,0.00013656828738101373,0.05106351733230654,0.0002684291171529013,0.00015001809111530166,0.0004752601253744356,2.3320222671972458e-12,9.394558395049573e-11,8.00032922405825e-12,3.0503803609604375e-06,0.1728266713197749,0.0005219462961465654,0.0007587877804699967,7.510279773795562e-08,1.287138487559465e-09,2.424804663764972e-08,1.343509255540966e-07,4.080536862840348e-05,2.6909668814458923e-09,6.895648635738025e-10,7.730339792325183e-06,4.72333211923089e-05,1.5197917113364277e-09
5.530853476593685e-05,0.9839182538569042,3.76,0.0,0.010251842420111753,0.17485128562431176,0.8311564974769567,0.0002287789668363922,0.000245392125664648,0.012015936260941109,0.00014164725014763474,4.866725209350614e-08,0.030305550376616214,0.11348783014708426,0.475105028231749,0.0011517045277560812,0.008391998476067142,4.4421119900524513e-07,3.6173208853534604e-06,0.0012945197563130144,3.4868951287241036e-05,0.0004237157669529277,0.43114486899604165,3.860332133359641e-06,2.3513063691976972e-09,0.00013487510210782581,0.050742217965553504,0.00026724218162752026,0.0001491430959782659,0.00047322150684335387,2.3041110484030238e-12,9.200149831845362e-11,7.90388826079405e-12,3.0136156152830054e-06,0.173068620815318,0.0005192021803706384,0.0007534130561754193,7.491659374581334e-08,1.2848560456658369e-09,2.3945645341741915e-08,1.349874968234439e-07,3.983846462862235e-05,2.6280933152195025e-09,6.928084900146441e-10,7.639247369306871e-06,4.610540786484208e-05,1.5146384489158987e-09
5.533721162050666e-05,0.9839694468585631,3.76,0.0,0.010070001395002245,0.1734886463651474,0.8324384430980338,0.0002310440465990013,0.0002453979765247059,0.011853712598571963,0.00014020390836518593,4.76334701727893e-08,0.030406366102549594,0.1138922149918613,0.4745950368720636,0.001139153469744941,0.00842724694704891,4.3765201093421343e-07,3.520618658635282e-06,0.0012643162576631145,3.3803756133384266e-05,0.0004197519810305902,0.4319998725279702,3.832474523135967e-06,2.3290430637391968e-09,0.0001332027546599035,0.050420811231138764,0.0002660440681954594,0.0001482659368570123,0.00047116148278415895,2.2763576877201876e-12,9.009238093542045e-11,7.808002271156686e-12,2.9770655348289284e-06,0.17330867327600136,0.0005164448120451202,0.0007480497770794055,7.472548182288095e-08,1.2824735780637582e-09,2.364694283031761e-08,1.3562180868909798e-07,3.889246465301119e-05,2.5665580502028512e-09,6.960417155330123e-10,7.548790048032185e-06,4.500189437791835e-05,1.5094053399008467e-09
5.536588847507648e-05,0.9840199556970842,3.76,0.0,0.00989114062902592,0.17213413124654095,0.8337127880274643,0.0002333036750129561,0.0002453815081533128,0.011693382576073736,0.0001387762178579481,4.66198083013446e-08,0.030506764811161113,0.11429477180364327,0.4740834052249319,0.001126715371281764,0.008462336042630058,4.311898258739304e-07,3.426357796331545e-06,0.0012347664459788155,3.276993540193195e-05,0.00041581113800404204,0.43285040429314275,3.805312351702436e-06,2.3069417461715782e-09,0.0001315511483044344,0.050099339326794605,0.00026483503227053227,0.0001473867741486189,0.00046908062115819376,2.2487661161920824e-12,8.821785720028222e-11,7.712684706663e-12,2.940735179645859e-06,0.17354684126657247,0.0005136746292687059,0.0007426983737611518,7.452951027726532e-08,1.279991924090614e-09,2.335192442714107e-08,1.3625382703547142e-07,3.796701707719701e-05,2.5063390705242245e-09,6.992643382530545e-10,7.458973865467119e-06,4.392237660328817e-05,1.5040937249860302e-09
5.5394565329646294e-05,0.9840697859887971,3.76,0.0,0.009715224299491131,0.17078775793750484,0.8349795115722901,0.0002355573042784472,0.0002453428367596773,0.011534939783613916,0.0001373640388547981,4.562597246742235e-08,0.03060674039540891,0.11469548019829097,0.4735702312869143,0.001114390156375966,0.008497261614199106,4.2482350005904545e-07,3.3344872176933576e-06,0.0012058593597254986,3.1766667180226356e-05,0.0004118935529887328,0.43369643339360214,3.7788322771554905e-06,2.2850046009461475e-09,0.0001299201793447718,0.049777844065714394,0.0002636153312975047,0.00014650576652744057,0.00046697949106038383,2.2213401399574833e-12,8.637754550758889e-11,7.617948602292804e-12,2.9046294524146317e-06,0.17378313763205977,0.0005108920721989081,0.0007373592720378293,7.432872858654727e-08,1.2774119472794758e-09,2.3060573679013904e-08,1.3688351862587275e-07,3.706177223462474e-05,2.447414433103576e-09,7.024761597481846e-10,7.3698046075859245e-06,4.286645225656502e-05,1.4987049592881633e-09
5.542324218421611e-05,0.9841189433890858,3.76,0.0,0.009542216631131573,0.16944954278266167,0.8362385941927677,0.00023780438754507032,0.0002452820864692936,0.01137837731003615,0.00013596723141708213,4.4651669152175556e-08,0.030706286840884018,0.11509432026234058,0.47305561253601536,0.0011021777234950913,0.008532019561023325,4.185518921062158e-07,3.2449564013500097e-06,0.0011775840985833819,3.0793145557700273e-05,0.0004079995291919738,0.4345379297880401,3.753021099840144e-06,2.263233540357003e-09,0.0001283097373714749,0.04945636686372726,0.00026238522454629125,0.00014562307090399958,0.000464858662384909,2.1940834411666766e-12,8.457106103395133e-11,7.523806457324105e-12,2.868753073319169e-06,0.17401757548739966,0.0005080975828087283,0.0007320328928601426,7.412318852304257e-08,1.274734555911153e-09,2.27728727794485e-08,1.3751085108643636e-07,3.617638255748631e-05,2.389762383662636e-09,7.05676985361564e-10,7.281287810034704e-06,4.183372107833213e-05,1.4932404122651537e-09
5.5451919038785925e-05,0.9841674335897621,3.76,0.0,0.009372081906583644,0.16811950081188717,0.8374900174974582,0.0002400443792435446,0.000245199389141124,0.011223687756229063,0.00013458565550847085,4.3696605474779636e-08,0.030805398227298934,0.11549127255498648,0.4725396458978762,0.0010900779458132993,0.008566605832128978,4.1237386339975833e-07,3.1577154021876157e-06,0.0011499298275110595,2.9848580573464364e-05,0.0004041293578550162,0.4353748642948218,3.7278657648068453e-06,2.2416303777307e-09,0.00012671970551170143,0.04913494872674916,0.00026114497303544746,0.00014473884236236408,0.00046271870548664635,2.166999566542385e-12,8.279801623968427e-11,7.430270379373062e-12,2.8331105901207265e-06,0.17425016820703637,0.0005052916046629267,0.0007267196522084866,7.3912943210815e-08,1.2719606887737771e-09,2.248880332272023e-08,1.3813579288830405e-07,3.531050271250636e-05,2.3333612720290752e-09,7.088666242250806e-10,7.193428758992982e-06,4.082378500844336e-05,1.4877014674362621e-09
5.548059589335574e-05,0.9842152623164958,3.76,0.0,0.009204784476682902,0.166797645750413,0.8387337642379206,0.00024227673540246569,0.00024509488420255027,0.011070863248604207,0.0001332191710494169,4.276048933744639e-08,0.03090406872985639,0.11588631810977874,0.4720224277126267,0.0010780906714996318,0.008601016428230013,4.0628827904339257e-07,3.0727148669047995e-06,0.0011228857806637501,2.8932198150794702e-05,0.0004002833181931017,0.4362072085945283,3.7033533640547948e-06,2.2201969089318773e-09,0.00012514996067838392,0.04881363023868836,0.0002598948394077929,0.00014385323412275923,0.0004605601908251787,2.14009193618776e-12,8.105801706285871e-11,7.337352089922574e-12,2.79770639832777e-06,0.17448092941451238,0.0005024745827207428,0.0007214199609887023,7.369804656098861e-08,1.2690913020357974e-09,2.2208345341729778e-08,1.3875831338135808e-07,3.446378973137908e-05,2.2781895216076097e-09,7.120448890329085e-10,7.1062324920271325e-06,3.983624835353007e-05,1.4820895204212445e-09
5.5509272747925556e-05,0.9842624353264547,3.76,0.0,0.009040288770574936,0.16548399002937694,0.8399698183029858,0.00024450091395686384,0.00024496871848430843,0.010919895452668813,0.00013186763795993223,4.18430295673409e-08,0.031002292620563,0.11627943843613084,0.4715040537023471,0.0010662157240402493,0.008635247403643789,4.00294007877023e-07,2.989906048609792e-06,0.0010964412651658685,2.8043240019186396e-05,0.00039646167742485576,0.43703493523196674,3.6794711384702225e-06,2.198934637530984e-09,0.00012360037382062883,0.04849245154980335,0.00025863508775338107,0.0001429663975204072,0.0004583836886285618,2.113363849225843e-12,7.935066670037509e-11,7.245062748583024e-12,2.762544711507119e-06,0.1747098729721163,0.0004996469631422535,0.000716134224929231,7.347855478460607e-08,1.2661273957253298e-09,2.193147741454068e-08,1.3937838278511582e-07,3.363590313558953e-05,2.2242257837668954e-09,7.152115962326961e-10,7.0197037991730275e-06,3.887071794785373e-05,1.4764059786099486e-09
5.553794960249537e-05,0.9843089584058308,3.76,0.0,0.008878559305634491,0.16417854479678748,0.8411981647126255,0.00024671637505815534,0.0002448210460435226,0.010770775586700433,0.00013053091620365617,4.0943936050742996e-08,0.031100064269542663,0.11667061552056972,0.470984618939182,0.0010544529025771892,0.008669294868119496,3.943899224086444e-07,2.9092408203377102e-06,0.0010705856647385207,2.7180963624830382e-05,0.00039266469085566844,0.43785801761772125,3.6562064795432346e-06,2.177844941307234e-09,0.0001220708101745715,0.04817145236543201,0.0002573659834645913,0.00014207848196779344,0.00045618976859252395,2.086818469179343e-12,7.767556755551748e-11,7.1534131151972555e-12,2.727629566045447e-06,0.1749370129705247,0.0004968091930820419,0.0007108628444854496,7.325452554311859e-08,1.2630700026135459e-09,2.1658177742981886e-08,1.3999597215691882e-07,3.2826505055914964e-05,2.1714488560085027e-09,7.183665661766372e-10,6.933847224260196e-06,3.792680330760551e-05,1.4706522613156744e-09
5.556662645706519e-05,0.9843548373673078,3.76,0.0,0.008719560697188183,0.16288131992886692,0.8424187896114577,0.0002489225813862325,0.00024465202798393905,0.010623494435509178,0.00012920886583841929,4.0062919862456785e-08,0.031197378146312457,0.11705983182774886,0.470464217814162,0.0010428019822538452,0.008703154988603173,3.885748994870866e-07,2.8306716873430383e-06,0.0010453084431837263,2.6344642030205442e-05,0.00038889260194926474,0.4386764300293238,3.6335469309714034e-06,2.1569292481867416e-09,0.0001205611295131304,0.04785067193511332,0.0002560877931095276,0.0001411896349137779,0.00045397899957520967,2.0604588313589304e-12,7.603231611613306e-11,7.062413609864446e-12,2.6929648530691744e-06,0.1751623637184631,0.0004939617204725643,0.0007056062147477676,7.302601683972055e-08,1.2599201652364247e-09,2.13884232688528e-08,1.406110534251031e-07,3.203526034638597e-05,2.119837600514629e-09,7.215096229147891e-10,6.848667066156479e-06,3.700411677865549e-05,1.4648297977054921e-09
5.5595303311635e-05,0.9844000780477542,3.76,0.0,0.008563257668038083,0.16159232404175464,0.8436316802618954,0.000251118998458645,0.00024446183227437715,0.010478042364255931,0.00012790134706861623,3.919969339307247e-08,0.03129422882099047,0.11744707030134013,0.4699429440067439,0.0010312627145710712,0.008736823990970444,3.828478207260717e-07,2.7541517982915294e-06,0.0010205991477256575,2.5533563803254667e-05,0.00038514564237182667,0.4394901476120444,3.611480190172095e-06,2.136188682302242e-09,0.00011907118639405774,0.0475301490421418,0.00025480078428809233,0.00014030000181901818,0.00045175194927232065,2.03428785471767e-12,7.442050621552167e-11,6.972074068766305e-12,2.658554285884557e-06,0.17538593973249125,0.0004911049938083508,0.0007003647253488271,7.279308891532257e-08,1.2566789675558984e-09,2.1122189371863673e-08,1.412235993914939e-07,3.126183669260249e-05,2.0693711391234826e-09,7.246405942396025e-10,6.764167380228277e-06,3.6102273677704415e-05,1.4589400260787165e-09
5.562398016620482e-05,0.9844446863058499,3.76,0.0,0.00840961505778349,0.16031156450357828,0.8448368250369467,0.00025330509493296866,0.0002442506335604281,0.010334409332309646,0.0001266082202934803,3.835397047141112e-08,0.03139061096544945,0.11783231436469423,0.46942089045507046,0.0010198348277608113,0.008770298161720917,3.772075724475334e-07,2.679634955461869e-06,0.0009964474122063725,2.474703289654838e-05,0.0003814240320379925,0.44029914637925965,3.589994109658987e-06,2.115624193815565e-09,0.0001176008304065585,0.04720992199354637,0.0002535052254822414,0.00013940972613319497,0.00044950918390559844,2.008308324437306e-12,7.283973291284824e-11,6.8824039099940435e-12,2.6244013951372082e-06,0.1756077557268167,0.00048823946193685835,0.0006951387603753339,7.255580367054157e-08,1.2533475303339322e-09,2.085945120153125e-08,1.418335836863412e-07,3.0505904715021144e-05,2.0200287906438715e-09,7.277593118918238e-10,6.680351980138154e-06,3.5220892426865796e-05,1.4529843944828098e-09
5.5652657020774634e-05,0.9844886680196043,3.76,0.0,0.00825859783193812,0.15903904744689085,0.8460342134126563,0.00025548034290290235,0.00024401861297380573,0.010192584907134677,0.000125329346150447,3.7525466480815595e-08,0.031486519354431176,0.11821554792120759,0.46889814932697266,0.0010085180271781542,0.008803573849621434,3.7165304598987267e-07,2.6070756239177384e-06,0.000972842960135969,2.3984368516917217e-05,0.00037772797918538686,0.4411034032123871,3.5690766982454407e-06,2.0952368635168576e-09,0.00011614990641670679,0.046890028610480694,0.0002522013859153033,0.00013851894926469134,0.0004472512679366619,1.982522895364103e-12,7.128958620551885e-11,6.793412273982771e-12,2.5905095737938167e-06,0.17582782660311147,0.00048536557385298507,0.0006899286982839698,7.231422284664931e-08,1.2499269759458487e-09,2.0600183020007978e-08,1.4244098079572634e-07,2.9767138067004303e-05,1.9717899208533062e-09,7.308656114366182e-10,6.5972244394729455e-06,3.4359594681772014e-05,1.4469643586973888e-09
5.568133387534445e-05,0.9845320290841731,3.76,0.0,0.008110171090839727,0.15777477778144827,0.8472238359602071,0.0002576442181909384,0.00024376595794303513,0.010052558278185844,0.0001240645855569491,3.6713898471416466e-08,0.03158194886661525,0.11859675535454942,0.4683748119917351,0.000997311995709,0.00883664746729459,3.6618313820785973e-07,2.53642893963668e-06,0.0009497756075998281,2.3244904986131305e-05,0.000374057680470436,0.44190289586040005,3.5487161220813815e-06,2.0750274730302733e-09,0.00011471825481113845,0.04657050621903215,0.00025088953541415113,0.00013762781055592826,0.0004449787637836434,1.95693411132021e-12,6.976965307093359e-11,6.7051077014584464e-12,2.5568820447371403e-06,0.1760461674404789,0.00048248377849234667,0.0006847349118167139,7.206841025215888e-08,1.2464184635065992e-09,2.0344357438089902e-08,1.4304576607957276e-07,2.9045213527229332e-05,1.9246341753784615e-09,7.339593321934612e-10,6.514788093510763e-06,3.351800545326464e-05,1.4408813809605017e-09
5.5710010729914265e-05,0.9845747754096335,3.76,0.0,0.007964300078349595,0.1565187592073022,0.8484056843376867,0.0002597962006382965,0.00024349286200082369,0.009914318270792545,0.00012281379975304576,3.5918985268907316e-08,0.0316768944856341,0.11897592152869839,0.4678509689926372,0.000986216394190403,0.008869515492752483,3.607967515955582e-07,2.467650716664102e-06,0.0009272352660235177,2.2527991593204997e-05,0.0003704133210668649,0.4426976029389464,3.528900705552983e-06,2.0549965542873393e-09,0.00011330571173824393,0.046251391641456925,0.0002495699442679462,0.0001367364472669839,0.00044269223153424177,1.9315443866730486e-12,6.827952372274216e-11,6.617498281108458e-12,2.5235218420364346e-06,0.17626279348550009,0.00047959452452249213,0.0006795577679220613,7.181843170695424e-08,1.2428231951983332e-09,2.009194688476998e-08,1.4364791571601527e-07,2.8339811087166225e-05,1.878541459403929e-09,7.370403174204496e-10,6.4330460414598395e-06,3.269575322273466e-05,1.434736931008948e-09
5.573868758448408e-05,0.9846169129185497,3.76,0.0,0.007820950190339208,0.15527099422820007,0.8495797512815364,0.000261935774390073,0.00024319952458653232,0.009777853360025882,0.0001215768503438948,3.514044757822691e-08,0.03177135130103876,0.11935303178769449,0.46732671002028514,0.0009752308618416536,0.008902174470876266,3.5549279440376545e-07,2.4006974533395477e-06,0.0009052119447954818,2.183299243884207e-05,0.00036679507476567255,0.4434875039290895,3.5096189320615576e-06,2.035144859538529e-09,0.00011191210934679481,0.04593272118783959,0.0002482428830866876,0.00013584499455671222,0.0004403922286695695,1.90635600319858e-12,6.681878455767737e-11,6.530591903671234e-12,2.4904318699068235e-06,0.17647772014228802,0.0004766982601344825,0.0006743976276819765,7.156435234713452e-08,1.2391423668697758e-09,1.984292333147979e-08,1.4424740671667211e-07,2.7650614033583776e-05,1.833491700774828e-09,7.401084142899211e-10,6.352001148465065e-06,3.189247005119922e-05,1.4285324843458096e-09
5.5767364439053896e-05,0.9846584475438672,3.76,0.0,0.0076800869829620885,0.15403148416528498,0.8507460305976922,0.00026406242817413305,0.00024288615084786127,0.009643151684532078,0.00012035359934041137,3.437800808212355e-08,0.03186531450921455,0.11972807195526128,0.46680212388675096,0.0009643550167064079,0.008934621014841692,3.502701810299423e-07,2.3355263376057366e-06,0.0008836957537490883,2.1159286272495243e-05,0.00036320310408046884,0.444272579175665,3.4908594446791224e-06,2.0154728728185712e-09,0.000110537276022014,0.04561453064817508,0.00024690862266270406,0.00013495358546222367,0.0004380793098007819,1.881371137182099e-12,6.538701810923441e-11,6.444395856609151e-12,2.457614874595105e-06,0.17669096296271974,0.00047379543283703206,0.0006692548462366038,7.1306239041237e-08,1.2353772032531267e-09,1.9597257063107895e-08,1.4484421696287316e-07,2.6977309025511777e-05,1.7894651105425037e-09,7.431634737638894e-10,6.2716560476239684e-06,3.110779168215433e-05,1.4222695202865528e-09
5.579604129362371e-05,0.9846993852268667,3.76,0.0,0.007541676180709033,0.15280022917107913,0.8519045171524178,0.0002661756555741852,0.00024255295144252846,0.009510201060309451,0.00011914390919788486,3.363139153580178e-08,0.03195877941424167,0.12010102833425336,0.4662772985005259,0.0009535884561069879,0.008966851807488905,3.451278322801153e-07,2.272095251423053e-06,0.0008626769055045014,2.0506266322527918e-05,0.0003596375603604688,0.44505280988524454,3.472611046674647e-06,1.9959807194835174e-09,0.00010918103661856828,0.04529685528487372,0.0002455674338338647,0.00013406235088457403,0.00043575402641037964,1.8565918422336474e-12,6.398381198940636e-11,6.358916917701748e-12,2.425073406345307e-06,0.17690253763678698,0.0004708864892534078,0.0006641297727139205,7.104416118002408e-08,1.2315289806586496e-09,1.935491811924517e-08,1.454383251446437e-07,2.631958616648536e-05,1.7464422362163415e-09,7.462053507071156e-10,6.192013142640082e-06,3.0341357638279936e-05,1.415949523297177e-09
5.582471814819353e-05,0.9847397319148066,3.76,0.0,0.007405683684245158,0.1515772282437368,0.8530552068628436,0.0002682749552975927,0.00024220014233789367,0.009378988994419777,0.0001179476428528402,3.2900324857449964e-08,0.032051741428707425,0.12047188770578876,0.46575232084230195,0.0009429307571098748,0.00899886360263385,3.4006467545680636e-07,2.2103627743235097e-06,0.0008421457176717501,1.9873340119972237e-05,0.0003560985839176576,0.44582817812372133,3.4548627019106623e-06,1.9766688368374277e-09,0.0001078432126903529,0.044979729825690054,0.0002442195873472431,0.00013317141957818493,0.00043341692659951673,1.832020036919622e-12,6.260875178402683e-11,6.274161762285809e-12,2.392809892178993e-06,0.17711245998294303,0.0004679718749199399,0.0006590227501672665,7.077818697279477e-08,1.2275989623583162e-09,1.9115876535979725e-08,1.4602971075685125e-07,2.5677139072207297e-05,1.7044036212230002e-09,7.492339039372578e-10,6.113074610208105e-06,2.9592811312139616e-05,1.409573981812573e-09
5.585339500276334e-05,0.9847794935588988,3.76,0.0,0.007272075578026865,0.1503624792415527,0.8541980966872268,0.00027035983143763165,0.00024182794460908357,0.009249502698624443,0.00011676466375881567,3.2184537213885654e-08,0.032144196074469,0.12084063732826554,0.4652272769415897,0.0009323814770006472,0.009030653226320084,3.350796445971565e-07,2.1502881861388284e-06,0.0008220926149179668,1.9259929316360464e-05,0.00035258630416255354,0.44659866681353644,3.4376035351173464e-06,1.9575374642088746e-09,0.00010652362271707266,0.044663188457073864,0.00024286535372379238,0.000132280918138469,0.00043106855484592,1.8076575395594214e-12,6.126141792323546e-11,6.190136480333965e-12,2.360826618614842e-06,0.17732074593865205,0.0004650520340856673,0.0006539341155101076,7.050838579878283e-08,1.2235884285442454e-09,1.8880100716159018e-08,1.466183541540693e-07,2.50496649327611e-05,1.6633300721202293e-09,7.522489961055487e-10,6.03484240220166e-06,2.8861800050939252e-05,1.4031443855317381e-09
5.588207185733316e-05,0.9848186761124563,3.76,0.0,0.007140818137697688,0.14915597889771323,0.8553331846149271,0.000272429793729682,0.00024143658423691206,0.009121729102926192,0.00011559483592163286,3.148376010173488e-08,0.032236138983357907,0.12120726493625895,0.4647022518541802,0.0009219401537677164,0.00906221757801072,3.301716807631698e-07,2.0918314689360902e-06,0.0008025081308991902,1.866546949610408e-05,0.00034910083973861277,0.4473642597305389,3.4208228320544114e-06,1.938586335916792e-09,0.00010522208232699608,0.04434726481794153,0.00024150500312478725,0.0001313909709905124,0.00042870945176986023,1.7835060554280964e-12,5.994139737249721e-11,6.106846563736927e-12,2.3291256685384154e-06,0.1775274115511129,0.00046212740951385273,0.000648864199454728,7.02348302352902e-08,1.2194987215086797e-09,1.864755864454201e-08,1.4720423649188236e-07,2.443686457026693e-05,1.6232028246740348e-09,7.552504937272009e-10,5.957318248699789e-06,2.8147975235416254e-05,1.3966622268295708e-09
5.5910748711902974e-05,0.9848572855286182,3.76,0.0,0.007011877837261913,0.1479577228352764,0.8564604696561243,0.00027448435780100987,0.00024102629190529446,0.008995654869005167,0.00011443802393328534,3.0797727424673214e-08,0.03232756589783281,0.12157175873907278,0.4641773296404633,0.0009116063065940372,0.009093553631719983,3.2533973218019107e-07,2.0349533081850297e-06,0.0007833829100577107,1.8089409983885138e-05,0.00034564229866482443,0.4481249415004961,3.4045100395643e-06,1.9198155797371016e-09,0.00010393840451576574,0.04403199199386587,0.00024013880522022726,0.00013050170038251041,0.0004263401539058991,1.759567152235898e-12,5.864827755513804e-11,6.024297508645467e-12,2.297709005276136e-06,0.17773247296796188,0.00045919844228597956,0.0006438133264611179,6.995759128279133e-08,1.2153311664790747e-09,1.84182187403574e-08,1.4778733969732057e-07,2.3838442492433653e-05,1.5840030880826839e-09,7.582382672594886e-10,5.880503660775482e-06,2.745099235302595e-05,1.3901290004126268e-09
5.593942556647279e-05,0.9848953277583872,3.76,0.0,0.0068852213560349285,0.1467677055823687,0.8575799518312817,0.0002765230454139559,0.00024059730279802556,0.00887126640354079,0.00011329409300392419,3.012617556637776e-08,0.032418472671584674,0.12193410741916134,0.4636525933446113,0.0009013794363560212,0.009124658437083684,3.2058275438152086e-07,1.9796150931848705e-06,0.0007647077092890151,1.7531213647492447e-05,0.0003422107784893567,0.44888069759526433,3.388654765516243e-06,1.9012252505395664e-09,0.00010267239986154715,0.04371740251168223,0.00023876702905895836,0.00012961322638072717,0.0004239611934834875,1.7358423015146118e-12,5.738163910237038e-11,5.942494276798238e-12,2.2665784749649227e-06,0.1779359464281818,0.00045626557160846994,0.0006387818146823353,6.967674024998104e-08,1.2110870885861193e-09,1.8192047959385214e-08,1.4836764653968528e-07,2.3254106940824958e-05,1.5457122835315342e-09,7.612121910254819e-10,5.804399932778274e-06,2.6770511065502112e-05,1.383546199889336e-09
5.5968102421042605e-05,0.9849328087490048,3.76,0.0,0.00676081558536975,0.14558592058758626,0.8586916321603559,0.00027854538470248254,0.0002401498563956323,0.00874854987140335,0.00011216290899287479,2.9468843459029915e-08,0.03250885527008166,0.12229430013049868,0.4631281249746212,0.0008912590261296122,0.009155529120367724,3.158997104461236e-07,1.925778916788646e-06,0.0007464733994793055,1.69903566965309e-05,0.000338806366442558,0.449631514328614,3.373246778646001e-06,1.882814713714841e-09,0.00010142387673587812,0.04340352833450844,0.00023738994294035835,0.00012872566686348931,0.0004215730982175156,1.712332874487778e-12,5.614106997825417e-11,5.861441105788859e-12,2.235735713088776e-06,0.17813784825325513,0.0004533292346223718,0.0006337699759117332,6.939235246566958e-08,1.2067678868582533e-09,1.796901257352069e-08,1.4894514058405338e-07,2.2683569934704722e-05,1.5083123696021077e-09,7.641721431829088e-10,5.7290081456672256e-06,2.6106195270854605e-05,1.3769153189279494e-09
5.599677927561242e-05,0.9849697344417806,3.76,0.0,0.0066386276351593524,0.14441236023558715,0.8597955126517741,0.0002805509104020454,0.00023968419627277369,0.008627491208704968,0.00011104433843848513,2.8825472647768562e-08,0.03259870977106088,0.12265232649658186,0.4626040054832287,0.0008812445417024817,0.009186162885413402,3.112895711755642e-07,1.8734075744528739e-06,0.0007286709669141285,1.646632847743752e-05,0.00033542913959743614,0.45037737885172174,3.3582760082955322e-06,1.8645837813493695e-09,0.00010019264150994984,0.04309040085717528,0.00023600781428807853,0.0001278391375177152,0.0004191763911059216,1.6890401026933906e-12,5.492616189479049e-11,5.781142347076831e-12,2.205182234318046e-06,0.1783381948382758,0.00045038986621581244,0.0006287781155432822,6.910450149385987e-08,1.2023749437662668e-09,1.774907966400164e-08,1.4951980613101637e-07,2.2126547311338484e-05,1.4717852698508533e-09,7.671180057843297e-10,5.654329170245344e-06,2.545771316000979e-05,1.3702378520123252e-09
5.602258844472526e-05,0.9850024976898412,3.76,0.0,0.006530527713874688,0.14336318084936064,0.8607823386805076,0.0002823411288681824,0.00023924973388520545,0.008519944092707708,0.00011004829970843568,2.8258164366457793e-08,0.032679124147643186,0.12297268980135953,0.4621326622747729,0.0008723216172264597,0.009213528461051095,3.072019350031569e-07,1.827495614886107e-06,0.0007130106768357145,1.600868001286764e-05,0.00033241293443509677,0.4510444128342539,3.345167940854884e-06,1.8483294294327757e-09,9.90991494748081e-05,0.04280925004248741,0.00023475980735706387,0.00012704223575257624,0.0004170124198794586,1.6682627928373577e-12,5.385433961648369e-11,5.7095216952594916e-12,2.1779326239204705e-06,0.17851719063752777,0.00044774220025888765,0.0006243027699622673,6.884253469487248e-08,1.1983593696180345e-09,1.755376441428613e-08,1.500345744451307e-07,2.1636549992022927e-05,1.4396423029305956e-09,7.6975714119127e-10,5.587728098628456e-06,2.4887346320233353e-05,1.3641895332390697e-09
5.60483976138381e-05,0.9850348202719236,3.76,0.0,0.006424174112001428,0.1423206493884565,0.8617628520925034,0.00028411702756618427,0.00023880090174975628,0.008413717735934474,0.00010906227406749867,2.7701772941062987e-08,0.03275910497920604,0.12329128343263271,0.4616617238513176,0.0008634836336209624,0.009240698004233588,3.031717851730981e-07,1.7827144670311053e-06,0.0006976865948611084,1.5563905473987286e-05,0.00032941884585518396,0.45170741759613214,3.332398875308866e-06,1.832219854375147e-09,9.801935878180732e-05,0.042528751098772126,0.00023350812524153183,0.00012624634160621702,0.0004148422669325968,1.6476626669851146e-12,5.2802665768499685e-11,5.6385175411251524e-12,2.1509193842112517e-06,0.17869495206301506,0.00044509274261825873,0.0006198440625652102,6.857787779398467e-08,1.194286214085844e-09,1.7360908996590153e-08,1.5054702931139216e-07,2.1157070565514214e-05,1.4081791239151916e-09,7.723846910842433e-10,5.521705285782575e-06,2.432930377884829e-05,1.3581057730872024e-09
