Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29)
1.2514207786609453e-06,0.818596338947482,3.76,0.0,0.8949684873145325,0.9999361963853753,1.1827560922132439e-05,1.7561371853223671e-15,5.024978138642958e-12,0.0001242994451388077,5.555382191387728e-05,7.897792406537183e-09,2.4409180066945883e-06,4.867403804059824e-06,2.013280224242448e-05,1.2248873928547318e-06,9.866431614549717e-07,3.780353913618882e-09,3.4418551926581044e-10,5.2310860978624065e-09
1.2756748125383363e-06,0.8185964367824488,3.76,0.0,0.8949657600840379,0.9999349494101363,1.2199148277679309e-05,1.837216272157548e-15,5.135600675621618e-12,0.00012697396880588475,5.657819074356473e-05,8.069722312582538e-09,2.4578586275738214e-06,4.883818112449475e-06,2.0622179883463495e-05,1.2766144888706724e-06,9.91160585559287e-07,3.87681619087574e-09,3.594736067197936e-10,5.571412193254858e-09
1.2999288464157272e-06,0.818596534928257,3.76,0.0,0.8949630279196525,0.9999337027310754,1.2573290779402106e-05,1.92033638369471e-15,5.2463821967026975e-12,0.00012965225001180166,5.760053810724651e-05,8.241895515330734e-09,2.4745897806040427e-06,4.900169805281261e-06,2.1113203623942556e-05,1.329486559188495e-06,9.956367428948885e-07,3.973982065750666e-09,3.7511658908854545e-10,5.926598866563414e-09
1.3241828802931182e-06,0.8185966333847092,3.76,0.0,0.8949602908649176,0.9999324563460248,1.2949958512545879e-05,2.005510741475273e-15,5.357320463301224e-12,0.0001323342413469753,5.862086506368171e-05,8.414308753898846e-09,2.491135449305652e-06,4.916465871698839e-06,2.1605867527978508e-05,1.3835067958357595e-06,1.0000765989193535e-06,4.071849499234931e-09,3.91115570247432e-10,6.2969855352229465e-09
1.3484369141705092e-06,0.8185967321516061,3.76,0.0,0.8949575489584477,0.9999312102525917,1.3329125013857714e-05,2.0927526082683606e-15,5.46841347139828e-12,0.0001350199003464119,5.963917268829454e-05,8.586959108061553e-09,2.5075171977091294e-06,4.9327124007663474e-06,2.2100166314825564e-05,1.438678371367307e-06,1.0044845226925041e-06,4.170416586461998e-09,4.0747166377216036e-10,6.682912673207354e-09
1.3726909480479001e-06,0.8185968312287452,3.76,0.0,0.8949548022344617,0.9999299644481882,1.3710766921758493e-05,2.1820752854175948e-15,5.579659426368545e-12,0.00013770918895493242,6.065546207113092e-05,8.75984396153997e-09,2.5237543935219836e-06,4.948914697725273e-06,2.2596095274449857e-05,1.495004440696493e-06,1.0088643566433387e-06,4.269681542385248e-09,4.241859925758909e-10,7.084721820318523e-09
1.396944981925291e-06,0.8185969306159219,3.76,0.0,0.8949520507232623,0.9999287189300559,1.4094863659021157e-05,2.2734921103581533e-15,5.6910567203772134e-12,0.00014040207304761296,6.16697343150843e-05,8.932960969060729e-09,2.5398644140176305e-06,4.965077385214552e-06,2.3093650194028914e-05,1.5524881427258845e-06,1.0132194785111258e-06,4.369642688845987e-09,4.4125968850426575e-10,7.502755591086169e-09
1.421199015802682e-06,0.8185970303129304,3.76,0.0,0.8949492944516637,0.9999274736952893,1.4481397145404922e-05,2.367016454304075e-15,5.802603912105841e-12,0.00014309852200017876,6.268199053435633e-05,9.106308026829055e-09,2.555862835433388e-06,4.981204491376445e-06,2.3592827293978613e-05,1.6111326017981093e-06,1.0175528562717363e-06,4.470298442926347e-09,4.586938919019506e-10,7.937357683246441e-09
1.445453049680073e-06,0.8185971303195633,3.76,0.0,0.894946533443374,0.9999262287408551,1.4870351537824019e-05,2.4626617201023817e-15,5.914299708583843e-12,0.00014579850830447277,6.369223185312056e-05,9.27988324608526e-09,2.5717636066979204e-06,4.9972995265807815e-06,2.4093623172248082e-05,1.6709409289859025e-06,1.0218670967925268e-06,4.571647306465577e-09,4.764897511601368e-10,8.388872885779633e-09
1.469707083557464e-06,0.8185972306356112,3.76,0.0,0.89494376771934,0.9999249840636089,1.5261712995745034e-05,2.5604413402480624e-15,6.026142948920301e-12,0.00014850200722452993,6.470045940436282e-05,9.453684929441244e-09,2.5875792083722553e-06,5.013365550269052e-06,2.4596034755791103e-05,1.7319162232385471e-06,1.0261644888949531e-06,4.67368785662224e-09,4.946484222537444e-10,8.85764708649565e-09
1.493961117434855e-06,0.8185973312608643,3.76,0.0,0.8949409972980508,0.9999237396603099,1.5655469469633536e-05,2.6603687750531307e-15,6.138132589749221e-12,0.00015120899648920493,6.57066743288742e-05,9.627711549721546e-09,2.603320797741876e-06,5.029405229190738e-06,2.5100059258289424e-05,1.7940615723999987e-06,1.0304470414383408e-06,4.776418737389302e-09,5.131710682768e-10,9.34402727916288e-09
1.518215151312246e-06,0.8185974321951117,3.76,0.0,0.8949382221958141,0.9999224955276336,1.605161051041407e-05,2.762457510962656e-15,6.250267692218734e-12,0.00015391945601768905,6.671087777437839e-05,9.801961731059285e-09,2.618998341007986e-06,5.045420888123408e-06,2.5605694143334727e-05,1.8573800541123507e-06,1.0347165169740894e-06,4.879838651978739e-09,5.320588589827433e-10,9.848361570182774e-09
1.5424691851896369e-06,0.8185975334381412,3.76,0.0,0.8949354424269986,0.9999212516621832,1.6450127098056973e-05,2.8667210590102813e-15,6.362547410369999e-12,0.0001566333676745876,6.771307089477464e-05,9.97643423202027e-09,2.6346207335002478e-06,5.061414554035992e-06,2.6112937092372e-05,1.921874736616919e-06,1.0389744614616392e-06,4.983946355989731e-09,5.513129703341853e-10,1.0370999184818546e-08
1.5667232190670279e-06,0.8185976349897409,3.76,0.0,0.8949326580042525,0.9999200080604994,1.6851011487546803e-05,2.9731729534050073e-15,6.474970980765241e-12,0.00015935071505153195,6.871325484948244e-05,1.0151127930548722e-08,2.6501959087966332e-06,5.077387994544892e-06,2.662178597678704e-05,1.987548679464057e-06,1.0432222304871922e-06,5.088740651281385e-09,5.709345840653692e-10,1.0912290472990168e-08
1.5909772529444188e-06,0.8185977368496969,3.76,0.0,0.894929868938697,0.9999187647190682,1.7254257070617432e-05,3.0818267502404432e-15,6.587537713237126e-12,0.00016207148327257808,6.971143080287356e-05,1.0326041810547106e-08,2.6657309376027783e-06,5.093342751406819e-06,2.7132238833597617e-05,2.054404934141661e-06,1.0474610123814265e-06,5.194220380483976e-09,5.909248872601728e-10,1.1472586914650443e-08
1.6152312868218098e-06,0.8185978390177958,3.76,0.0,0.8949270752400994,0.9999175216343282,1.7659858251762805e-05,3.1926960263177763e-15,6.700246982643691e-12,0.00016479565882090953,7.070759992378045e-05,1.0501174949920281e-08,2.681232117211107e-06,5.1092801696912796e-06,2.764429384428115e-05,2.1224465446313026e-06,1.0516918485910516e-06,5.300384422087918e-09,6.112850719480287e-10,1.2052241124758957e-08
1.6394853206992008e-06,0.8185979414938235,3.76,0.0,0.8949242769170268,0.9999162788026783,1.8067810337152128e-05,3.305794378074081e-15,6.813098221524343e-12,0.00016752322938460705,7.170176338507093e-05,1.0676526509931013e-08,2.696705052321804e-06,5.125201423187792e-06,2.8157949316335805e-05,2.1916765478999372e-06,1.0559156516204294e-06,5.40723168605117e-09,6.320163347193048e-10,1.2651606857872391e-08
1.6637393545765917e-06,0.8185980442775656,3.76,0.0,0.8949214739769823,0.9999150362204814,1.8478109435195303e-05,3.4211354206080724e-15,6.926090913562612e-12,0.00017025418371947212,7.269392236328059e-05,1.0852095725728921e-08,2.712154727962112e-06,5.141107536530892e-06,2.8673203667223987e-05,2.262097974334313e-06,1.0601332208242963e-06,5.514761109871998e-09,6.531198763608818e-10,1.3271039012371045e-08
1.6879933884539827e-06,0.8185981473688071,3.76,0.0,0.8949186664265277,0.9999137938840705,1.889075236761307e-05,3.5387327867957323e-15,7.039224587770631e-12,0.00017298851152708906,7.368407803829532e-05,1.102788189792854e-08,2.727585575191799e-06,5.156999404466234e-06,2.9190055410390967e-05,2.3337138481244207e-06,1.0643452563013885e-06,5.622971655081523e-09,6.74596901512246e-10,1.3910893634341825e-08
1.7122474223313737e-06,0.8185982507673334,3.76,0.0,0.8949158542713901,0.9999125517897519,1.93057365899678e-05,3.658600126488439e-15,7.152498813318658e-12,0.0001757262033464926,7.467223159307739e-05,1.1203884385124507e-08,2.743001530235453e-06,5.172877808627983e-06,2.9708503143089598e-05,2.4065271876016973e-06,1.0685523711111728e-06,5.7318623041139294e-09,6.964486183422236e-10,1.4571527921137988e-08
1.7365014562087646e-06,0.8185983544729291,3.76,0.0,0.8949130375165595,0.9999113099338103,1.9723060120703948e-05,3.780751105786595e-15,7.2659131949406216e-12,0.00017846725045797434,7.565838421342918e-05,1.1380102597243162e-08,2.7584060876375006e-06,5.188743432149714e-06,3.022854553577736e-05,2.4805410055370504e-06,1.0727551020111778e-06,5.841432057514704e-09,7.186762382462721e-10,1.525330022463586e-08
1.7607554900861556e-06,0.818598458485379,3.76,0.0,0.894910216166372,0.9999100683125095,2.0142721477833302e-05,3.90519940638217e-15,7.379467368853717e-12,0.00018121164479770888,7.664253708779014e-05,1.1556535989640198e-08,2.7738023479926355e-06,5.2045968723884304e-06,3.075018132288247e-05,2.555758309403217e-06,1.0769539188900844e-06,5.951679931451665e-09,7.412809755639319e-10,1.5956570054208286e-08
1.7850095239635465e-06,0.8185985628044679,3.76,0.0,0.8949073902245862,0.9999088269220976,2.0564719622481523e-05,4.031958724964105e-15,7.49316099913638e-12,0.00018395937888202244,7.7624691407062e-05,1.1733184057863207e-08,2.7891930607618233e-06,5.220438652004708e-06,3.127340929476285e-05,2.6321821016055004e-06,1.0811492330515929e-06,6.062604955497868e-09,7.642640473158063e-10,1.6681698079434362e-08
1.8092635578409375e-06,0.8185986674299796,3.76,0.0,0.8949045596944512,0.9999075857588088,2.098905390858629e-05,4.16104277268096e-15,7.60699377451479e-12,0.00018671044574024558,7.860484836445884e-05,1.1910046333006606e-08,2.8045806626427e-06,5.2362692286109944e-06,3.179822829070382e-05,2.7098153796844614e-06,1.0853414044861614e-06,6.174206170658176e-09,7.8762667295932e-10,1.7429046132564096e-08
1.8577716255957197e-06,0.8185988775994107,3.76,0.0,0.8948988848799061,0.9999051040984734,2.184473003336393e-05,4.4262399696147976e-15,7.835075622728842e-12,0.00019222255212730674,8.055917497734115e-05,1.226441178308817e-08,2.8353549102471825e-06,5.267898324645899e-06,3.2852634922691154e-05,2.8687223603012244e-06,1.0937175381355586e-06,6.399433385731101e-09,8.354954747015269e-10,1.8991855477635975e-08
1.9014288865750237e-06,0.8185990677977043,3.76,0.0,0.8948937618787512,0.9999028713429224,2.2622828231556656e-05,4.673005850527398e-15,8.04082245038353e-12,0.00019719478457558742,8.231124996484555e-05,1.2584069163882996e-08,2.8630602727730544e-06,5.296329730085565e-06,3.3807031352101535e-05,3.015905062101906e-06,1.1012480802533453e-06,6.604441008455496e-09,8.798877465375538e-10,2.0478030164514795e-08
1.9450861475543276e-06,0.8185992589854569,3.76,0.0,0.8948886240441329,0.9999006392642142,2.3408499188902586e-05,4.927517703791038e-15,8.247016124547743e-12,0.0002021777246316978,8.405687215068768e-05,1.2904414518459962e-08,2.8907824267342987e-06,5.324729763676257e-06,3.4766566316544e-05,3.1670529101752513e-06,1.1087722907701553e-06,6.811624932282669e-09,9.255288272497512e-10,2.204187831305598e-08
1.9887434085336316e-06,0.8185994511614118,3.76,0.0,0.8948834713829581,0.9998984078400855,2.4201748461734167e-05,5.189855961638005e-15,8.453655412418727e-12,0.0002071713437517083,8.579604856417094e-05,1.3225445951640011e-08,2.918528044235311e-06,5.35309962947606e-06,3.573123417177165e-05,3.32218322918648e-06,1.1162910945187737e-06,7.020979786643682e-09,9.72425890683728e-10,2.3685552419189105e-08
2.0324006695129356e-06,0.8185996443243135,3.76,0.0,0.8948783039000292,0.9998961770482301,2.5002583244117193e-05,5.460101180023518e-15,8.660739183426568e-12,0.00021217561551389018,8.752878625258106e-05,1.354716171543517e-08,2.9463024469619756e-06,5.38144028886529e-06,3.670102946757214e-05,3.4813133021387328e-06,1.1238052182674996e-06,7.232500223775007e-09,1.020586122353465e-09,2.5411217313779912e-08
2.0760579304922396e-06,0.8185998384729064,3.76,0.0,0.8948731215984729,0.9998939468663139,2.5811012033061546e-05,5.73833403444053e-15,8.868266388484866e-12,0.00021719051518713614,8.925509228054745e-05,1.3869560179129315e-08,2.974109871706208e-06,5.4097525147252455e-06,3.767594690838623e-05,3.6444603715122503e-06,1.1313152338136776e-06,7.4461809057962646e-09,1.0700167173383105e-09,2.7221050181105744e-08
2.1197151914715436e-06,0.8186000336059366,3.76,0.0,0.8948679244800847,0.9998917172719844,2.662704435924638e-05,6.024635316517418e-15,9.076236043388237e-12,0.0002222160193859153,9.09749737296031e-05,1.4192639805349307e-08,3.0019536852850366e-06,5.438036933695587e-06,3.865598132256926e-05,3.8116416401316966e-06,1.1388215918964494e-06,7.66201649419943e-09,1.1207248783207998e-09,2.9117240573793882e-08
2.1633724524508476e-06,0.8186002297221507,3.76,0.0,0.8948627125456048,0.9998894882428774,2.7450690571193816e-05,6.319085931165416e-15,9.284647215583711e-12,0.00022725210579559082,9.268843769790413e-05,1.4516399131007827e-08,3.0298365580100806e-06,5.466294058854315e-06,3.96411276385954e-05,3.9828742718124104e-06,1.1463246487101556e-06,7.880001641491178e-09,1.1727178139696313e-09,3.110199042474204e-08
2.2070297134301516e-06,0.8186004268202964,3.76,0.0,0.8948574857949291,0.9998872597566257,2.828196166542678e-05,6.621766894249482e-15,9.493499013829072e-12,0.00023229875295790342,9.439549130008088e-05,1.4840836752413535e-08,3.057760601248501e-06,5.494524314403097e-06,4.063138086705701e-05,4.158175391818755e-06,1.153824686176995e-06,8.100130984734615e-09,1.2260027376334194e-09,3.3177514056261164e-08
2.2506869744094556e-06,0.8186006248991228,3.76,0.0,0.894852244227282,0.9998850317908604,2.9120869150818448e-05,6.93275933060406e-15,9.70279057997177e-12,0.00023735594010056203,9.609614166717906e-05,1.516595131343893e-08,3.0857274778587372e-06,5.522728054828463e-06,4.162673608666753e-05,4.337562087186125e-06,1.1613219277954766e-06,8.32239914043069e-09,1.280586866262212e-09,3.534603818714344e-08
2.2943442353887596e-06,0.8186008239573801,3.76,0.0,0.8948469878413522,0.9998828043232174,2.9967424939192788e-05,7.252144472344469e-15,9.912521082339787e-12,0.00024242364700030836,9.779039594666376e-05,1.5491741496010537e-08,3.113738491535881e-06,5.550905580075793e-06,4.26271884331537e-05,4.5210514069407045e-06,1.1688165512302582e-06,8.546800700375459e-09,1.3364774194572835e-09,3.7609801938034895e-08
2.3380014963680636e-06,0.8186010239938194,3.76,0.0,0.894841716635402,0.9998805773313383,3.082164125689892e-05,7.580003657408898e-15,1.0122689710416396e-11,0.0002475018538726273,9.947826130247288e-05,1.5818206012448095e-08,3.1417946592362726e-06,5.579057147594507e-06,4.363273309041477e-05,4.708660362238174e-06,1.1763086983404747e-06,8.773330228397029e-09,1.3936816186608972e-09,3.997105683537573e-08
2.3816587573473676e-06,0.8186012250071935,3.76,0.0,0.8948364306073556,0.9998783507928739,3.1683530574181725e-05,7.916418328311319e-15,1.0333295670605855e-11,0.0002525905412841077,0.00010115974491511131,1.6145343599375297e-08,3.1698967692705414e-06,5.607182981695054e-06,4.4643365283630105e-05,4.9004059264336786e-06,1.1837984830259678e-06,9.001982257824687e-09,1.4522066864893243e-09,4.243206681404139e-08
2.4253160183266716e-06,0.8186014269962556,3.76,0.0,0.8948311297548687,0.999876124685485,3.255310554926368e-05,8.261470031066798e-15,1.0544338182898926e-11,0.0002576896900834799,0.0001028348539817791,1.647315301292659e-08,3.1980454275161584e-06,5.635283280713524e-06,4.5659080273955795e-05,5.096305035095511e-06,1.1912859972884122e-06,9.232751289497424e-09,1.5120598461778465e-09,4.4995108218888185e-08
2.4689732793059756e-06,0.818601629959761,3.76,0.0,0.8948258140753816,0.9998738989868445,3.343037898402519e-05,8.615240414256268e-15,1.0755816478242441e-11,0.00026279928134724414,0.00010450359571652288,1.680163302496715e-08,3.2262410941747877e-06,5.663358222533335e-06,4.667987335441196e-05,5.296374585975328e-06,1.1987713159313113e-06,9.465631790236673e-09,1.573248321101574e-09,4.766246980539587e-08
2.5126305402852796e-06,0.818601833896466,3.76,0.0,0.8948204835661636,0.9998716736746377,3.431536378857869e-05,8.977811228196238e-15,1.0967729796443839e-11,0.00026791929633637404,0.0001061659773504041,1.7130782420082248e-08,3.254484113198378e-06,5.6914079689235306e-06,4.770573984662807e-05,5.500631438945888e-06,1.2062545002595242e-06,9.700618191718126e-09,1.6357793343654937e-09,5.043645273956415e-08
2.5562878012645835e-06,0.818602038805127,3.76,0.0,0.894815138224347,0.999869448726563,3.5208072952831356e-05,9.349264324191224e-15,1.1180077384494218e-11,0.0002730497164616723,0.00010782200613167888,1.7460599993168208e-08,3.2827747359240508e-06,5.7194326689732326e-06,4.873667509824354e-05,5.709092415913819e-06,1.2137356010106199e-06,9.937704889611552e-09,1.6996601084629553e-09,5.331937059717163e-08
2.6436023232231915e-06,0.8186024515333549,3.76,0.0,0.8948044030309118,0.999864999833677,3.701671659860015e-05,1.0119145268575361e-14,1.1606072386969712e-11,0.0002833416983674689,0.00011111503421656259,1.812223489426072e-08,3.3394994349880794e-06,5.775407477084026e-06,5.081373338942329e-05,6.138693838937514e-06,1.2286917139799956e-06,1.041815657408754e-08,1.8314998245561654e-09,5.9421327425482035e-08
2.7309168451817995e-06,0.8186028681345258,3.76,0.0,0.8947936084703216,0.9998605521300672,3.885641468034135e-05,1.0925540053093615e-14,1.2033795560983184e-11,0.00029367508043325594,0.00011438273830843788,1.878652823003219e-08,3.396415979057704e-06,5.831283674286615e-06,5.291101146111957e-05,6.585312666525161e-06,1.2436399252256897e-06,1.0906941268753804e-08,1.9688252270254976e-09,6.598709703223212e-08
2.8182313671404075e-06,0.8186032885987398,3.76,0.0,0.8947827545169186,0.999856105437858,4.072727217640059e-05,1.1769107060982808e-14,1.2463241035095968e-11,0.00030404971715155453,0.00011762517703229023,1.9453470578664018e-08,3.4535245540441164e-06,5.887062206420123e-06,5.502847286781074e-05,7.049082094469185e-06,1.258580440514615e-06,1.1404012797521002e-08,2.1116940483556065e-09,7.30356345908569e-08
2.9055458890990155e-06,0.8186037129161144,3.76,0.0,0.8947718411444404,0.9998516595794242,4.262939403320352e-05,1.2650506237222368e-14,1.2894402976766919e-11,0.0003144654638427667,0.00012084240930740937,2.0123052574130407e-08,3.5108249521997738e-06,5.942743964195429e-06,5.7166081462726384e-05,7.530134697855743e-06,1.2735134240136795e-06,1.1909324382871366e-08,2.260163991504109e-09,8.058609361092451e-08
2.9928604110576235e-06,0.8186041410767847,3.76,0.0,0.8947608683262166,0.9998472143773939,4.4562885002720337e-05,1.357039907412894e-14,1.3327275583191262e-11,0.000324922176466263,0.00012403449435393832,2.0795264893054507e-08,3.5683167048649323e-06,5.9983297998264365e-06,5.932380138248016e-05,8.028602425815352e-06,1.2884390127014304e-06,1.2422828647781898e-08,2.4142927255413827e-09,8.865782582779284e-08
3.0801749330162315e-06,0.818604573070902,3.76,0.0,0.8947498360353114,0.9998427696546516,4.652784952280659e-05,1.4529448597498018e-14,1.3761853074630543e-11,0.0003354197114826437,0.00012720149169931613,2.147009824512875e-08,3.625999178436859e-06,6.0538205392482175e-06,6.150159703497614e-05,8.54461659620474e-06,1.3033573268754768e-06,1.2944477620651264e-08,2.5741378822650786e-09,9.727038108097463e-08
3.1674894549748394e-06,0.8186050088886334,3.76,0.0,0.8947387442446209,0.9998383252343404,4.8524391634660586e-05,1.5528319353362096e-14,1.4198129689921767e-11,0.00034595792576091154,0.000130343461184611,2.214754336666086e-08,3.683871638947968e-06,6.109216990137699e-06,6.369943309043597e-05,9.078307890240357e-06,1.31826847704114e-06,1.347422274130944e-08,2.7397570531982086e-09,1.0644350718188992e-07
3.2548039769334474e-06,0.8186054485201629,3.76,0.0,0.8947275929269307,0.9998338809398626,5.055261493578107e-05,1.6567677395262194e-14,1.4636099684074548e-11,0.00035653667652876255,0.00013346046297073975,2.282759101711993e-08,3.741933286749934e-06,6.164519945829043e-06,6.591727447548204e-05,9.629806347090433e-06,1.3331725672652485e-06,1.4012014868509303e-08,2.9112077869630297e-09,1.161971497712954e-07
3.3421184988920554e-06,0.8186058919556879,3.76,0.0,0.8947163820549444,0.9998294365948803,5.2612622553991374e-05,1.7648190271798923e-14,1.5075757327089543e-11,0.00036715582134804777,0.00013655255754454186,2.351023197743521e-08,3.8001832732284637e-06,6.219730187046481e-06,6.815508636888653e-05,1.0199241358481288e-05,1.3480696965979435e-06,1.4557804288525363e-08,3.088547586958214e-09,1.265514521676605e-07
3.4294330208506634e-06,0.8186063391854217,3.76,0.0,0.8947051116013085,0.9998249920233165,5.470451712712658e-05,1.8770527014345304e-14,1.5517096903084666e-11,0.00037781521809650905,0.00013961980572468045,2.4195457048733514e-08,3.8586207124478724e-06,6.274848483339814e-06,7.041283419762121e-05,1.0786741663375483e-05,1.36295996017773e-06,1.5111540723861455e-08,3.271833909070534e-09,1.3752675520775902e-07
3.604062064767879e-06,0.8186072449884362,3.76,0.0,0.8946823918395096,0.9998161014974404,5.898437513375971e-05,2.114335556413098e-14,1.64047990566693e-11,0.00039925420037889434,0.00014568000787147957,2.557362282339153e-08,3.976054274732542e-06,6.38481227156659e-06,7.498800058746254e-05,1.201644981458444e-05,1.392720257144837e-06,1.6242650765011802e-08,3.656475692583444e-09,1.6142271313079684e-07
3.7786911086850945e-06,0.8186081658511808,3.76,0.0,0.8946594334222763,0.9998072079588456,6.339299964618902e-05,2.3691544490698138e-14,1.72991606757113e-11,0.00042085249220242204,0.00015164156281013318,2.6962015118667193e-08,4.094226447585657e-06,6.494417286531705e-06,7.964250188841294e-05,1.3319947460143296e-05,1.4224541727444561e-06,1.7404931837973596e-08,4.06559175288735e-09,1.8805169407056036e-07
3.95332015260231e-06,0.8186091016958342,3.76,0.0,0.8946362361304191,0.9997983100083458,6.793119267371704e-05,2.642049819458489e-14,1.8200136486760545e-11,0.0004426089668090302,0.00015750496959835697,2.836056099136188e-08,4.213129470509823e-06,6.603669378733835e-06,8.437607010424571e-05,1.4698240487931924e-05,1.4521623956334905e-06,1.8597962352667342e-08,4.499639811070396e-09,2.1758351744083556e-07
4.127949196519526e-06,0.8186100524447669,3.76,0.0,0.8946127997450696,0.9997894062509738,7.259974732379299e-05,2.9335643654280124e-14,1.9107681408240013e-11,0.0004645225017713631,0.00016327073311141852,2.9769187771828158e-08,4.332755369083853e-06,6.712574280803781e-06,8.918844091536187e-05,1.615232385847004e-05,1.4818455903066172e-06,1.982131258519854e-08,4.959076630503011e-09,2.501911451692921e-07
4.302578240436742e-06,0.8186110180205249,3.76,0.0,0.8945891240479156,0.9997804952960047,7.739944759614999e-05,3.244243005405125e-14,2.0021750547264782e-11,0.00048659197892179213,0.00016893936418988997,3.1187823059212885e-08,4.453095970181086e-06,6.821137615307738e-06,9.407935360033675e-05,1.768318145504153e-05,1.5115043989201502e-06,2.107454498197336e-08,5.444357954407018e-09,2.8605067488782823e-07
4.651836328271173e-06,0.8186129933435374,3.76,0.0,0.8945410538491295,0.9997626462517389,8.739537421801436e-05,3.925283125953629e-14,2.1869282827885038e-11,0.0005311943079406357,0.0001799873030179824,3.405483086300031e-08,4.69588777132559e-06,7.037261580411684e-06,0.00010409577926594485,2.097909862980377e-05,1.5707513370246144e-06,2.3668868730807916e-08,6.494271617067268e-09,3.682454645225024e-07
4.9661686073221615e-06,0.8186148210682682,3.76,0.0,0.8944969700530523,0.9997465436321374,9.684789774063124e-05,4.609271238856128e-14,2.355392808952866e-11,0.0005718585936494904,0.00018960350654273345,3.66686459918919e-08,4.916759425258713e-06,7.230659455162459e-06,0.00011337663117659544,2.4217630495577516e-05,1.6239962688498555e-06,2.6101418055976944e-08,7.532131082103982e-09,4.551728283782504e-07
5.249067658468051e-06,0.8186165060827096,3.76,0.0,0.8944566288683918,0.9997320132385565,0.00010572839889416617,5.2851856223046764e-14,2.5087599681116822e-11,0.0006088739164817842,0.00019799595971267195,3.904786437898441e-08,5.117410596440402e-06,7.403841701691487e-06,0.00012194368230570054,2.735747381210415e-05,1.6718569557667074e-06,2.8367474754237445e-08,8.543739097640882e-09,5.448470684779839e-07
5.531966709613941e-06,0.8186182287131609,3.76,0.0,0.8944156560273038,0.9997174407954577,0.00011496568218751406,6.020708606561415e-14,2.663764845022076e-11,0.0006462799122949565,0.00020614250235301127,4.1452145462034995e-08,5.319790330146035e-06,7.576216802937792e-06,0.00013071268024403732,3.0714659956020135e-05,1.7196634701739717e-06,3.0704144403463724e-08,9.630777213835885e-09,6.462183417299777e-07
5.814865760759831e-06,0.8186199886350155,3.76,0.0,0.8943740506473387,0.9997028205339659,0.00012456275636185218,6.818224822720625e-14,2.8203889440422804e-11,0.0006840719608758654,0.00021404551873471165,4.388118983132726e-08,5.52385936542601e-06,7.747806149171777e-06,0.00013968262584512913,3.4292989051337544e-05,1.767418087375695e-06,3.310935380187523e-08,1.0795140949820971e-08,7.601372084627784e-07
6.097764811905721e-06,0.8186217855242874,3.76,0.0,0.8943318118600287,0.999688146716613,0.00013452255783259127,7.680132086902697e-14,2.978613891512044e-11,0.0007222454697388492,0.00022170744013543499,4.633469981574305e-08,5.729577771679445e-06,7.91863081591684e-06,0.00014885254145308649,3.809617747540964e-05,1.8151230294384719e-06,3.558099507175018e-08,1.2038715221951729e-08,8.874752746356251e-07
6.380663863051611e-06,0.8186236190579356,3.76,0.0,0.89428893881196,0.9996734136378588,0.00014484794952372552,8.608841072082458e-14,3.1384214361844694e-11,0.000760795874281897,0.00022913074533592722,4.8812379491544044e-08,5.936905050785635e-06,8.088711635100907e-06,0.00015822147058197175,4.212785686850539e-05,1.8627804802441205e-06,3.811692912372726e-08,1.3363373767010977e-08,1.0291250718468024e-06
6.663562914197501e-06,0.8186254889135541,3.76,0.0,0.8942454306655132,0.9996586156246597,0.00015554171995353,9.606775004360366e-14,3.29979345050141e-11,0.0007997186381404641,0.00023631796087910753,5.131393470411178e-08,6.145800218900266e-06,8.258069260572009e-06,0.00016778847770805458,4.6391573294903625e-05,1.910392597603815e-06,4.071498914003443e-08,1.4770978606185961e-08,1.185999928434986e-06
6.946461965343391e-06,0.8186273947696269,3.76,0.0,0.8942012865994569,0.999643747037055,0.00016660658243547075,1.0676369377674693e-13,3.4627119321654014e-11,0.0008390092536144176,0.00024327166121123646,5.383907309442062e-08,6.35622189124204e-06,8.426724232438537e-06,0.0001775526481156616,5.08907864858496e-05,1.9579615253729395e-06,4.337298405253023e-08,1.626337952261665e-08,1.359033836734218e-06
7.229361016489281e-06,0.8186293363053607,3.76,0.0,0.8941565058093055,0.999628802268788,0.0001780451744600383,1.1820071694792668e-13,3.627159006169959e-11,0.0008786632422094497,0.0002499944686264782,5.638750413281188e-08,6.568128378460701e-06,8.594697040793994e-06,0.00018751308783172995,5.56288692162031e-05,2.0054894066082743e-06,4.608870198790422e-08,1.7842413542417947e-08,1.5491813132730345e-06
7.512260067635171e-06,0.8186313132008884,3.76,0.0,0.8941110875075191,0.9996137757479394,0.00018986005720564658,1.3040341231488876e-13,3.793116927162613e-11,0.000918676155255881,0.0002564890530862685,5.8958939157817394e-08,6.781477783191167e-06,8.762008187859069e-06,0.00019766892361667147,6.060910677221571e-05,2.052978396562102e-06,4.8859913689249083e-08,1.9509904477836928e-08,1.7574172550600255e-06
7.79515911878106e-06,0.8186333251371886,3.76,0.0,0.8940650309234512,0.999598661937587,0.000202053715247826,1.433964883041261e-13,3.9605680823569265e-11,0.0009590435746578461,0.0002627581318529683,6.155309142351996e-08,6.996228088550704e-06,8.928678246654344e-06,0.0002080193030399419,6.583469655116428e-05,2.1004306743679083e-06,5.1684375967902986e-08,2.1267662503771837e-08,1.9847367895007127e-06
