Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983)
1.2424715103358244e-06,0.8741994857895181,3.76,0.0,0.7443378756102741,0.9997316214957515,0.00011501982215737704,1.4100946042952103e-14,2.074564680069059e-10,0.0007880415581402792,0.0001866910221316037,2.3303825216637125e-08,2.3424477976889213e-05,3.253418610750275e-05,0.0001705000653634561,1.275883420225579e-05,8.228112650002328e-06,3.651521337206296e-08,1.0834686683837932e-08,2.54050179501685e-07,2.6316588938529163e-07,9.990642068825306e-09,2.215661831830493e-07,1.6155172705004527e-06,1.1630663359596624e-14,1.0599327852151544e-11,1.2772696095374394e-10,3.647290576872743e-15,3.361683171966634e-09,4.965306223382472e-09,1.5705374331919855e-16,5.6758106764290876e-14,5.2657962611362e-16,2.0117610570562685e-10,1.9676481703343043e-07,3.3301330344842484e-15,1.508933862695924e-13,1.5364854809972847e-18,6.448247733999734e-22,9.36403062008826e-15,1.0485820717157232e-14,5.9762643668642564e-15,2.825183897777575e-19,7.191707171904592e-19,3.8226751980638915e-10,5.110918593761225e-16,1.1241620161911675e-21,1.6715979016145708e-18,3.306252051395822e-09,5.772490348835112e-11,8.524024455983355e-17,6.808829899215836e-23,6.327208017618924e-19,4.4781384944603593e-17,1.6216557745414852e-28,4.797710795804164e-18,7.03432436089947e-30,2.499929947120495e-19,2.2486726331733148e-21
1.2720124208427177e-06,0.8742006175628325,3.76,0.0,0.7443155549568999,0.9997251084710251,0.00011944570284910925,1.4569574418293453e-14,2.1320693959543912e-10,0.0008095642744998735,0.00019043136023859519,2.394514435122747e-08,2.3663439206855032e-05,3.268853032302011e-05,0.00017552073798585559,1.344061595443346e-05,8.2788798558132e-06,3.7736866744680854e-08,1.1443374170874736e-08,2.748698974016057e-07,2.8422279615813763e-07,1.0610626379492262e-08,2.374438466165954e-07,1.667605162281854e-06,1.25841181071852e-14,1.1573459903794023e-11,1.4249902984208186e-10,4.109203191534739e-15,3.484420830648762e-09,5.154334791545369e-09,1.6303641331036692e-16,6.000763283317669e-14,5.466262419142402e-16,2.088586775491003e-10,2.0907348802432965e-07,3.7989746262969175e-15,1.683581558114765e-13,1.7144677813448961e-18,7.21208654614845e-22,1.0218894727744353e-14,1.1013336623982814e-14,7.018016294410412e-15,3.317825117340285e-19,7.725973349296619e-19,4.054721544291339e-10,6.003739733937557e-16,1.2666539978897914e-21,1.8651244689187734e-18,3.4317486288585046e-09,6.267610987056654e-11,1.0163534904186377e-16,8.118383801687434e-23,6.853777563575596e-19,4.758427652028729e-17,1.8469814779834833e-28,5.5250599380141445e-18,8.110113457395865e-30,2.8654568079293593e-19,2.6817694840782672e-21
1.3015533313496111e-06,0.874201754570154,3.76,0.0,0.7442931533823763,0.9997185939412414,0.00012391658701043121,1.5043081646961198e-14,2.1897313371641745e-10,0.0008311427552335467,0.00019414090907723323,2.45881229959913e-08,2.3901135078958117e-05,3.2842575276899646e-05,0.00018056571331080687,1.4141720018704798e-05,8.329444756064996e-06,3.897101269475435e-08,1.2070410022960901e-08,2.9683861053641563e-07,3.0639744175776957e-07,1.1253882341862176e-08,2.540727841729905e-07,1.7196968581353686e-06,1.359020867913389e-14,1.2611453182953891e-11,1.5856403923042267e-10,4.616443147902215e-15,3.609082183734814e-09,5.346514172979318e-09,1.691187622178553e-16,6.33599697816783e-14,5.670067790538276e-16,2.166704493739648e-10,2.21846559029806e-07,4.319878947894476e-15,1.8737747006738015e-13,1.908306810144527e-18,8.0458247704866035e-22,1.1129570210674332e-14,1.1559866352310254e-14,8.20980223072615e-15,3.881440671086204e-19,8.286984070322968e-19,4.2949359123160126e-10,7.025507298124325e-16,1.4232797405735996e-21,2.0758818796289403e-18,3.5591190395988987e-09,6.791375686627885e-11,1.2067976950330784e-16,9.639538549849743e-23,7.412245119617401e-19,5.04930083980032e-17,2.097510501278981e-28,6.340741589686801e-18,9.319496546940761e-30,3.273743602215604e-19,3.1849431197415637e-21
1.3310942418565045e-06,0.8742028967948063,3.76,0.0,0.7442706712563911,0.9997120777062435,0.0001284322627071749,1.5521479257664235e-14,2.247548921087526e-10,0.0008527763900401152,0.0001978198037043756,2.5232742332961937e-08,2.4137797005481245e-05,3.2996347618119145e-05,0.00018563495902289151,1.4862230599386643e-05,8.379837442557551e-06,4.0217530173400825e-08,1.2715911377242237e-08,3.199903347343514e-07,3.297200003087327e-07,1.1920788893604135e-08,2.714725404246614e-07,1.7717729129401635e-06,1.4650493820276447e-14,1.3715958816885427e-11,1.760006763418423e-10,5.172259800202985e-15,3.735683536831067e-09,5.541871504271956e-09,1.753016490654852e-16,6.681603153434638e-14,5.877241096214692e-16,2.2461254981682731e-10,2.3509178247604787e-07,4.89716912038533e-15,2.0805098442619083e-13,2.119020201953534e-18,8.954108673574824e-22,1.209837717541783e-14,1.212598581806618e-14,9.568904815962358e-15,4.524208846302949e-19,8.87558098869571e-19,4.5434247151853667e-10,8.19113323023889e-16,1.5950859717694388e-21,2.304975132286949e-18,3.688386005063386e-09,7.34467335398461e-11,1.4272495406868302e-16,1.1400361951086578e-22,8.004079260914483e-19,5.3509351126398364e-17,2.3754360590598843e-28,7.252959691854382e-18,1.0675467187424008e-29,3.7286090396799905e-19,3.7675014047219366e-21
1.3606351523633979e-06,0.8742040442200194,3.76,0.0,0.7442481088980928,0.9997055595651286,0.00013299255806274314,1.600477828901213e-14,2.3055207108577132e-10,0.000874464619394456,0.00020146817938595406,2.5878985144512438e-08,2.437362116516461e-05,3.314986976495821e-05,0.0001907284466019914,1.5602230879418988e-05,8.430082757227451e-06,4.14763000837168e-08,1.3379995594876855e-08,3.443592977107881e-07,3.5422070454374864e-07,1.2611725886855305e-08,2.896628312443419e-07,1.8238149881882981e-06,1.5766541986000076e-14,1.488968275729457e-11,1.9489046671886437e-10,5.780056855807135e-15,3.864240281212057e-09,5.740432457410137e-09,1.8158588631544502e-16,7.037673593344757e-14,6.087809499970199e-16,2.3268604840378402e-10,2.4881697636962566e-07,5.535413723825107e-15,2.3048250833700726e-13,2.347668073698734e-18,9.94178822693478e-22,1.3127684791659833e-14,1.2712278273057556e-14,1.1114125243208677e-14,5.25502674588534e-19,9.492620121998243e-19,4.800294916189039e-10,9.516847620655343e-16,1.783173182748177e-21,2.553555310530984e-18,3.819570585458873e-09,7.928398492484184e-11,1.6815942906171487e-16,1.343188262942137e-22,8.630807895566428e-19,5.663509025691864e-17,2.6830933188763874e-28,8.270460598846454e-18,1.2191961020976208e-29,4.2341138494458677e-19,4.439735381631808e-21
1.3901760628702912e-06,0.8742051968289473,3.76,0.0,0.7442254665839433,0.9996990393164498,0.00013759733512126273,1.649298933863662e-14,2.363645392655317e-10,0.0008962069266698758,0.00020508617158474969,2.6526835565529756e-08,2.46087734371338e-05,3.330316071342068e-05,0.00019584615073997474,1.6361803052178254e-05,8.48020122122081e-06,4.274720498176174e-08,1.4062780193675067e-08,3.6997993936398586e-07,3.7992984520762457e-07,1.3327074066497616e-08,3.0866354212994094e-07,1.8758057897302163e-06,1.6939931355884214e-14,1.613538598919633e-11,2.153178158962058e-10,6.443396448331751e-15,3.99476693894545e-09,5.9422213175720035e-09,1.87972242368434e-16,7.404300437324533e-14,6.301798693610511e-16,2.4089195871895405e-10,2.630300208624221e-07,6.239434769285663e-15,2.547801019362315e-13,2.5953540143429613e-18,1.1013922027834241e-21,1.421991157556942e-14,1.3319334448008167e-14,1.2865877756122353e-14,6.083555032486262e-19,1.0138971535344204e-18,5.065653950331156e-10,1.1020281600133878e-15,1.9886972417943887e-21,2.822820655665591e-18,3.952692257273278e-09,8.543451217567245e-11,1.974117713282004e-16,1.576832732719833e-22,9.294019671079302e-19,5.987202556765767e-17,3.0229657794738943e-28,9.402555728447464e-18,1.388390323761487e-29,4.794570379733094e-19,5.212998176396057e-21
1.4197169733771846e-06,0.8742063546046778,3.76,0.0,0.7442027445543802,0.9996925167583742,0.00014224648458122948,1.6986122607417914e-14,2.421921756440051e-10,0.0009180028314536521,0.00020867391594966148,2.7176278873019267e-08,2.484339370072029e-05,3.34562366871596e-05,0.00020098804887053615,1.7141028347945367e-05,8.530209800639294e-06,4.403012881993571e-08,1.4764382785354359e-08,3.9688691194628776e-07,4.0687777033745646e-07,1.4067215054615527e-08,3.2849472671189174e-07,1.9277290091229535e-06,1.8172249841629287e-14,1.7455884741949586e-11,2.373700512157347e-10,7.16600325778072e-15,4.127277215084644e-09,6.147261061807327e-09,1.9446144411459472e-16,7.781576145341928e-14,6.5192329798737005e-16,2.4923124151399443e-10,2.7773885501172005e-07,7.014315765377483e-15,2.8105617374933813e-13,2.8632260855254955e-18,1.2175782265761597e-21,1.537752567918067e-14,1.3947752689271734e-14,1.4846287804280224e-14,7.020264404987744e-19,1.0815519058203592e-18,5.339609650429781e-10,1.2720553516186586e-15,2.2128710221538265e-21,3.114017651150376e-18,4.087768998427581e-09,9.190737268466324e-11,2.3095374936413063e-16,1.8447371675949328e-22,9.995365405603372e-19,6.322197035704708e-17,3.3976918996678927e-28,1.0659144689090939e-17,1.5767257517577242e-29,5.414552426810309e-19,6.099788388568971e-21
1.449257883884078e-06,0.8742075175302427,3.76,0.0,0.7441799430194849,0.9996859916888158,0.00014693992127768374,1.748418795100279e-14,2.4803486795870126e-10,0.000939851883864863,0.00021223154830609276,2.782730130717844e-08,2.5077599572712883e-05,3.360911166611736e-05,0.00020615412078574128,1.793998705601057e-05,8.580122540530926e-06,4.5324956727224104e-08,1.5484921013438956e-08,4.2511508011908746e-07,4.350948844239566e-07,1.48325313409509e-08,3.491766054300451e-07,1.9795692683572586e-06,1.9465095089643346e-14,1.885405071330833e-11,2.6113746378889805e-10,7.951768693314658e-15,4.261784057242547e-09,6.355573449170211e-09,2.0105417966495935e-16,8.16959346562986e-14,6.740135365339687e-16,2.5770480834937874e-10,2.9295147374406284e-07,7.865409887233877e-15,3.09427579469172e-13,3.1524778347446096e-18,1.3432860165805026e-21,1.6603045142687937e-14,1.4598139103644755e-14,1.7079293922544644e-14,8.076483838889228e-19,1.1523160141815198e-18,5.622270177994926e-10,1.4638358456214e-15,2.456966135175001e-21,3.4284421196932782e-18,4.224817384015949e-09,9.871168016491668e-11,2.6930363934411535e-16,2.151040493060603e-22,1.0736559547696433e-18,6.668675072181103e-17,3.810071822713396e-28,1.2050738886030745e-17,1.7859076471136984e-29,6.098905190055366e-19,7.113838130316086e-21
1.4787987943909713e-06,0.8742086855886284,3.76,0.0,0.7441570621638,0.9996794639055433,0.00015167758030871012,1.7987194928255134e-14,2.538925113003889e-10,0.0009617536597231478,0.00021575920464722957,2.8479889919198452e-08,2.5311489651183514e-05,3.3761797817564635e-05,0.0002113443483224295,1.8758758543144667e-05,8.629951090507572e-06,4.663157482462549e-08,1.622451249489469e-08,4.546995208978383e-07,4.646116474640211e-07,1.5623406277719525e-08,3.707295643588931e-07,2.0313120677547476e-06,2.0820074478596275e-14,2.0332811300981434e-11,2.867133506037973e-10,8.804755128274231e-15,4.3982997131233465e-09,6.567179117259572e-09,2.077511014307519e-16,8.568445402631067e-14,6.964527666005725e-16,2.6631352555101574e-10,3.08675925034879e-07,8.798348246242664e-15,3.4001572180917715e-13,3.4643493182717016e-18,1.4790871123852312e-21,1.7899038175551157e-14,1.5271107718312264e-14,1.959075339447307e-14,9.264450618883114e-19,1.2262805704142233e-18,5.913743959102754e-10,1.6796061175974296e-15,2.722314621301823e-21,3.7674403317418884e-18,4.3638526880270326e-09,1.0585660470143558e-10,3.130297220091804e-16,2.5002809135010167e-22,1.1519381666410788e-18,7.026820491183441e-17,4.263074257725016e-28,1.3588485615606852e-17,2.0177553594117504e-29,6.85275542300593e-19,8.27020587198143e-21
1.5083397048978647e-06,0.8742098587627832,3.76,0.0,0.744134102150409,0.9996729332062648,0.0001564594137281308,1.849515284191192e-14,2.597650069399757e-10,0.0009837077564607286,0.00021925702112607953,2.9134032442417718e-08,2.5545146321801016e-05,3.391430584347946e-05,0.00021655871510858294,1.9597421268956322e-05,8.679705137510496e-06,4.7949870069130555e-08,1.698327476751971e-08,4.856755234910597e-07,4.954585739111127e-07,1.6440224078491237e-08,3.931741541701594e-07,2.082943736872309e-06,2.2238805112117676e-14,2.1895149842484667e-11,3.141940567820858e-10,9.729200189740462e-15,4.536835785130207e-09,6.782097672452547e-09,2.145528291166098e-16,8.978225186707093e-14,7.192430603466718e-16,2.7505821779991925e-10,3.249203073148072e-07,9.819048264219204e-15,3.7294665143873247e-13,3.8001281346845925e-18,1.6255759766999352e-21,1.926812345377068e-14,1.5967280628623402e-14,2.2408551776574777e-14,1.0597362199922824e-18,1.3035379955637975e-18,6.214139625465318e-10,1.921779250708968e-15,3.0103106291415367e-21,4.132410125787996e-18,4.5048889848825355e-09,1.1335137277243897e-10,3.6275396703112125e-16,2.897425324358944e-22,1.2345677973626548e-18,7.396818278403244e-17,4.759843667535151e-28,1.528419265347841e-17,2.2742076763242812e-29,7.681521839484123e-19,9.585374269249643e-21
1.537880615404758e-06,0.8742110370356279,3.76,0.0,0.7441110631243751,0.9996663993886992,0.0001612853877317882,1.9008070775334906e-14,2.6565226133935e-10,0.0010057137896763804,0.00022272513404814013,2.9789717183653435e-08,2.5778638177888335e-05,3.4066645258382454e-05,0.00022179720635959638,2.0456052798609342e-05,8.729392760242426e-06,4.9279730120948683e-08,1.7761325242113244e-08,5.180785890430561e-07,5.27666231533009e-07,1.728336981990268e-08,4.1653108921620497e-07,2.134451388247854e-06,2.3722913807056943e-14,2.3544105862137192e-11,3.43679017985503e-10,1.0729521103550267e-14,4.677403285222922e-09,7.000347772516296e-09,2.214599522196816e-16,9.39902624903229e-14,7.423863888617535e-16,2.8393967145589106e-10,3.4169276709162267e-07,1.0933722153477726e-14,4.0835116900508903e-13,4.161150471597598e-18,1.7833705647014135e-21,2.071297037465662e-14,1.6687288121113075e-14,2.5562716354000328e-14,1.2089429930506471e-18,1.3841820334833054e-18,6.523565960428089e-10,2.1929549312073553e-15,3.322412220902504e-21,4.524802041618292e-18,4.6479392473030985e-09,1.2120526724211634e-10,4.191559114116808e-16,3.3479002733694615e-22,1.32173628787121e-18,7.778854522840197e-17,5.303707567086358e-28,1.7150353339679534e-17,2.557328329370436e-29,8.590925640361688e-19,1.1077353147633217e-20
1.5674215259116515e-06,0.8742122203900606,3.76,0.0,0.7440879452156386,0.9996598622506324,0.0001661554802690497,1.9525957629017916e-14,2.7155418531911283e-10,0.001027771390234245,0.00022616367986455382,3.044693293166842e-08,2.601202210142081e-05,3.421882461223824e-05,0.00022705980871402093,2.1334729813352502e-05,8.779020719305744e-06,5.062104323322276e-08,1.8558781157919338e-08,5.519444302898491e-07,5.612652401856405e-07,1.815322944530554e-08,4.4082124671981206e-07,2.1858228738216484e-06,2.5274037077772277e-14,2.5282775326773647e-11,3.752708029738089e-10,1.1810319099210388e-14,4.820012688582238e-09,7.221947209780514e-09,2.2847303261695103e-16,9.830942196844377e-14,7.658846313191343e-16,2.92958637987622e-10,3.5900149677175967e-07,1.2148885506015368e-14,4.463649282464832e-13,4.548802162361673e-18,1.9531128643797073e-21,2.223629932884841e-14,1.743176880117062e-14,2.908553359589929e-14,1.3755934670331703e-18,1.4683077474782203e-18,6.842131849524852e-10,2.4959298053454165e-15,3.660143157344086e-21,4.946120465192694e-18,4.793015440856436e-09,1.2942762732608994e-10,4.829767384880977e-16,3.8576245224652185e-22,1.4136420576047457e-18,8.1731163655314e-17,5.8981839160015825e-28,1.9200172162288997e-17,2.8693116579256413e-29,9.587001219550247e-19,1.2765787819131903e-20
1.5969624364185448e-06,0.8742134088089673,3.76,0.0,0.7440647485414582,0.9996533215899635,0.00017106967901667902,2.004882215402521e-14,2.7747069335920637e-10,0.0010498802018194938,0.00022957279516562973,3.110566888001362e-08,2.6245345049244253e-05,3.437085167104088e-05,0.0002323465100997826,2.22335281192672e-05,8.828594695535254e-06,5.1973698161250995e-08,1.9375759541873314e-08,5.873089711362745e-07,5.962862705122066e-07,1.9050189769516187e-08,4.6606566605551374e-07,2.237046743870468e-06,2.689382111681751e-14,2.711431090915689e-11,4.09075156314593e-10,1.2976383873409922e-14,4.964673982755385e-09,7.446912993070294e-09,2.3559260734061664e-16,1.0274066788432657e-13,7.897395838382801e-16,3.021158372300601e-10,3.76854732673965e-07,1.3471365993321852e-14,4.871285402002399e-13,4.964519752815856e-18,2.1354694097652846e-21,2.3840882005291642e-14,1.820136972301303e-14,3.3011670676168463e-14,1.5613284333285532e-18,1.5560115115774706e-18,7.169946235402552e-10,2.8337082041499e-15,4.0250946337190824e-21,5.397924785176271e-18,4.9401286148579906e-09,1.3802784853167834e-10,5.550235641617557e-16,4.433043262468155e-22,1.5104906666129361e-18,8.579791960241913e-17,6.546988882902749e-28,2.1447590843880343e-17,3.2124884334628544e-29,1.0676107157273012e-18,1.4672072905579823e-20
1.6265033469254382e-06,0.8742146022752262,3.76,0.0,0.7440414732084684,0.9996467772047425,0.00017602797966192964,2.0576672980146105e-14,2.834017030109633e-10,0.0010720398788793553,0.00023295261667465267,3.176591456200386e-08,2.6478645584013893e-05,3.4522733563770436e-05,0.0002376572996246825,2.315252265455706e-05,8.87811948611413e-06,5.3337584086186036e-08,2.0212377172336593e-08,6.242083461608965e-07,6.327600425755865e-07,1.997463848414806e-08,4.922855481105951e-07,2.2881122083057357e-06,2.8583921772291214e-14,2.904192225742479e-11,4.4520104124649905e-10,1.4232698109504783e-14,5.111396712862687e-09,7.675261420546466e-09,2.428191908141426e-16,1.0728493913682308e-13,8.139529666868363e-16,3.114119603020893e-10,3.952607532296628e-07,1.4908312178184292e-14,5.307876785104788e-13,5.409791581934544e-18,2.3311318735151072e-21,2.5529541649616937e-14,1.8996746493080857e-14,3.737830112743042e-14,1.767907338826858e-18,1.6473910077844397e-18,7.50711807697407e-10,3.209513242726299e-15,4.4189271544473015e-21,5.881830562783149e-18,5.089288987942405e-09,1.4701538257533303e-10,6.361739371272744e-16,5.0811640361930065e-22,1.612494980998735e-18,8.99907042945178e-17,7.2540447612999545e-28,2.3907314936108605e-17,3.5893318460721985e-29,1.1864937333519212e-18,1.68194718501044e-20
1.6560442574323316e-06,0.8742158007717151,3.76,0.0,0.7440181193144105,0.9996402288932034,0.00018103038445086748,2.1109518640660686e-14,2.893471344028098e-10,0.001094250084892564,0.00023630328124192435,3.242765979603749e-08,2.6711955184129687e-05,3.4674476901486726e-05,0.00024299216748704917,2.4091787495626577e-05,8.927599165612193e-06,5.4712590551651757e-08,2.1068750546741495e-08,6.626789000560633e-07,6.707173244314281e-07,2.0926964163010264e-08,5.195022547153098e-07,2.339009100199799e-06,3.034600452221506e-14,3.1068876269073303e-11,4.837606826963872e-10,1.5584442051924633e-14,5.2601900243448666e-09,7.907008144418712e-09,2.501532767891384e-16,1.1194317576076069e-13,8.385264314706665e-16,3.2084767231434495e-10,4.1422787735436327e-07,1.6467202439643154e-14,5.77493185840354e-13,5.886158872859855e-18,2.540817638089561e-21,2.730515332344688e-14,1.981856336108583e-14,4.2225234697868924e-14,1.997214435070921e-18,1.7425452292914784e-18,7.85375631244156e-10,3.6267983009352025e-15,4.8433724199729235e-21,6.399510713538151e-18,5.240506027089737e-09,1.5639973727937394e-10,7.273805600614303e-16,5.809594424656194e-22,1.7198753416155183e-18,9.431141823602554e-17,8.023487879498815e-28,2.659484092735247e-17,4.0024636553739464e-29,1.3160532193708566e-18,1.9233242302459053e-20
1.685585167939225e-06,0.8742170042813181,3.76,0.0,0.7439946869495841,0.9996336764537896,0.00018607690096456665,2.164736759593309e-14,2.953069098263432e-10,0.0011165104909193542,0.00023962492583899599,3.309089463975425e-08,2.694529936218647e-05,3.4826087873240776e-05,0.0002483511049031826,2.5051395862151677e-05,8.977037217726158e-06,5.609860741293727e-08,2.194499585222225e-08,7.027571870100591e-07,7.101889306485202e-07,2.1907556267209008e-08,5.477373081335035e-07,2.3897278414136005e-06,3.218174444627986e-14,3.3198497369282264e-11,5.248696104506508e-10,1.7036998137552013e-14,5.411062702527582e-09,8.14216823322702e-09,2.575953405076915e-16,1.1671631872824536e-13,8.634615680762949e-16,3.304236148297801e-10,4.3376446297219993e-07,1.815585401284681e-14,6.274011813941175e-13,6.395216833218113e-18,2.765270314055e-21,2.9170644210541063e-14,2.0667493314914443e-14,4.759505148127405e-14,2.251265129779543e-18,1.8415744784881945e-18,8.209969825787334e-10,4.089258892359106e-15,5.300235125739181e-21,6.95269670047278e-18,5.393788520374034e-09,1.6619047644979532e-10,8.2967623886882325e-16,6.626581551789782e-22,1.8328597360302565e-18,9.876197094965933e-17,8.85967695094092e-28,2.9526483867198446e-17,4.454660507935484e-29,1.4570290337558135e-18,2.194076756523432e-20
1.7151260784461183e-06,0.8742182127869292,3.76,0.0,0.7439711761980603,0.9996271196851758,0.00019116754109014877,2.2190228255291865e-14,3.012809533914427e-10,0.001138820774389305,0.0002429176875530491,3.375560935168921e-08,2.7178698617852417e-05,3.497757232327864e-05,0.00025373410404838594,2.603142012132445e-05,9.026436642864096e-06,5.749552479601416e-08,2.2841228939094502e-08,7.444799700372446e-07,7.512057207827331e-07,2.2916805149742458e-08,5.770123906056377e-07,2.440259410204387e-06,3.409282619517513e-14,3.543416779353722e-11,5.686467024806406e-10,1.8595955686007716e-14,5.564023208214222e-09,8.380756230510333e-09,2.6514584054235655e-16,1.2160530979956092e-13,8.887599102057354e-16,3.401404081784067e-10,4.538789056821858e-07,1.9982432145630578e-14,6.806731695542834e-13,6.938615770030585e-18,3.005260353306656e-21,3.112899387917369e-14,2.1544218159135165e-14,5.3533240390219334e-14,2.532212544098756e-18,1.94458036586151e-18,8.575867416469707e-10,4.600844928482973e-15,5.791394898894039e-21,7.543179741002713e-18,5.549144644025964e-09,1.7639721973683425e-10,9.441790671899556e-16,7.541053467220334e-22,1.9516839737062298e-18,1.033442806509886e-16,9.767201663680088e-28,3.271940551143306e-17,4.948860423297306e-29,1.6101980236359582e-18,2.4971694293324992e-20
1.7446669889530117e-06,0.8742194262714595,3.76,0.0,0.7439475871386959,0.9996205583862855,0.0001963023201573887,2.2738108995954153e-14,3.0726919073902066e-10,0.0011611806180892568,0.00024618170358138894,3.442179435923499e-08,2.741216924819274e-05,3.512893581351946e-05,0.0002591411580087314,2.703193179143312e-05,9.07580004609321e-06,5.890323306413818e-08,2.3757565297374412e-08,7.878842202613871e-07,7.937985978104271e-07,2.3955102059404645e-08,6.073493439368334e-07,2.4905953106975287e-06,3.6080943957769565e-14,3.7779327873846476e-11,6.152142284223994e-10,2.0267115648674757e-14,5.719079709973103e-09,8.62278620590414e-09,2.7280522024412e-16,1.2661109139600953e-13,9.14422941076537e-16,3.4999865364673245e-10,4.7457963755687404e-07,2.195545937338947e-14,7.374761496388861e-13,7.51806221576579e-18,3.2615856574010135e-21,3.3183234524711205e-14,2.244942857936616e-14,6.008834204198464e-14,2.8423542788742516e-18,2.0516658158269144e-18,8.951557772106563e-10,5.165773384996456e-15,6.318808293584268e-21,8.172812026175032e-18,5.7065820238143795e-09,1.870296424799983e-10,1.0720978534811596e-15,8.56266246472953e-22,2.076591864300558e-18,1.0806027391132494e-16,1.0750891111410567e-27,3.619164299176229e-17,5.488169450682997e-29,1.776375206195549e-18,2.835807664240843e-20
1.774207899459905e-06,0.8742206447178418,3.76,0.0,0.7439239198459814,0.9996139923563077,0.00020148125621558688,2.329101817932647e-14,3.1327154880138585e-10,0.001183589709319188,0.00024941711122602274,3.5089440231903366e-08,2.764572403575705e-05,3.528018367435844e-05,0.0002645722607413668,2.80530015449084e-05,9.125129709149191e-06,6.03216227918986e-08,2.4694120036095457e-08,8.330071161574078e-07,8.379985065267949e-07,2.5022839143746762e-08,6.387701691231003e-07,2.5407275441131886e-06,3.8147801426418925e-14,4.023747632732113e-11,6.646978932106898e-10,2.2056495415000817e-14,5.87624011363536e-09,8.868271800160946e-09,2.8057390935613383e-16,1.3173460644010994e-13,9.404520987775982e-16,3.599989352537247e-10,4.958751260599642e-07,2.4083824913385498e-14,7.979827267836112e-13,8.135320062646761e-18,3.5350720996503115e-21,3.533645127071652e-14,2.3383824207485908e-14,6.731209612705864e-14,3.184139393206634e-18,2.1629350696764165e-18,9.337149443844522e-10,5.788541377152533e-15,6.884510661949244e-21,8.843507951035897e-18,5.8661077905609864e-09,1.9809747553918899e-10,1.2147377980997955e-15,9.701830393687544e-22,2.207835399060211e-18,1.1291188550011104e-16,1.1815822724822122e-27,3.9962138014888635e-17,6.07586849845945e-29,1.956414987708854e-18,3.213452706232721e-20
1.8037488099667984e-06,0.874221868109035,3.76,0.0,0.7439001743907471,0.9996074213947092,0.00020670436942936082,2.3848964165813303e-14,3.192879556029548e-10,0.0012060477391896518,0.0002526240478883033,3.5758537659053715e-08,2.7879372832051905e-05,3.543132104596674e-05,0.0002700274070417905,2.909469921094215e-05,9.174427649385146e-06,6.17505847457707e-08,2.5651007864904576e-08,8.79886042756511e-07,8.838364319140089e-07,2.6120409450916262e-08,6.712970260099033e-07,2.5906485816457645e-06,4.0295111760560374e-14,4.281217054616498e-11,7.172268808668113e-10,2.3970333675484485e-14,6.035512088778011e-09,9.117226267244403e-09,2.8845232539252516e-16,1.3697679824098923e-13,9.66848779864404e-16,3.701418213470467e-10,5.177738730686093e-07,2.637679417951151e-14,8.623712239536203e-13,8.792211712088892e-18,3.826574153579099e-21,3.759178243667209e-14,2.4348113672592925e-14,7.525959333059985e-14,3.560175598673271e-18,2.2784936854846396e-18,9.732750824096571e-10,6.473939651214074e-15,7.490618143044028e-21,9.557245358955824e-18,6.0277286300570855e-09,2.0961050511341315e-10,1.3735064279625434e-15,1.0969796026494654e-21,2.345674935264651e-18,1.1790105815831144e-16,1.296733160919549e-27,4.405076659543542e-17,6.715420338415548e-29,2.1512123976396598e-18,3.633837393672816e-20
1.8332897204736918e-06,0.8742230964280288,3.76,0.0,0.743876350840749,0.9996008453012463,0.0002119716815753586,2.4411955328489316e-14,3.253183400955213e-10,0.0012285544020387768,0.0002558026510636237,3.642907743139632e-08,2.811312305150609e-05,3.558235291176008e-05,0.0002755065925168895,3.0157093777765328e-05,9.223695667939986e-06,6.319000986930895e-08,2.662834307764791e-08,9.285585908188997e-07,9.313433974834654e-07,2.7248206930351273e-08,7.04952232978296e-07,2.640351338900424e-06,4.252459754880779e-14,4.550702688868836e-11,7.729338984392484e-10,2.6015095342168413e-14,6.196903092297822e-09,9.369662512687492e-09,2.9644087461969985e-16,1.4233861041299243e-13,9.936143435765468e-16,3.8042786630254844e-10,5.402844139904034e-07,2.884401841867926e-14,9.30825795089886e-13,9.490619236454887e-18,4.1369755451867866e-21,3.9952419761844366e-14,2.5343014640194198e-14,8.39894318776429e-14,3.973236672579658e-18,2.398448543713158e-18,1.0138470126420667e-09,7.227066499072565e-15,8.13932976775686e-21,1.0316066798942997e-17,6.191450827972454e-09,2.2157857254842933e-10,1.5499197964793329e-15,1.2378664543144052e-21,2.490379383588477e-18,1.2302974229981007e-16,1.4211019503141745e-27,4.847836932690091e-17,7.410476786922861e-29,2.3617043282964903e-18,4.1009826275780766e-20
