Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295)
3.9257547823757495e-07,0.8273033925711238,3.76,0.0,0.6170761223080933,0.9999591814639968,4.279367412878767e-06,2.3923626477150333e-16,9.871485910207832e-12,8.463840084644459e-05,3.441949105917755e-05,3.252188885670979e-09,5.189713131626533e-06,1.2290166375458126e-05,1.2366975428758873e-05,3.6149105163862953e-07,2.7542841709393032e-06,2.7836890848877246e-09,1.33688769866e-10,8.294983951176922e-10,1.2483847190444431e-09,1.123192411430544e-10,1.5467954685083592e-09,9.885640209444456e-08,2.058733726129147e-17,1.0343545917262259e-14,4.169664681850534e-14,2.291594422298217e-19,1.2121296907763011e-10,1.5051666508198075e-10,5.355352247064806e-18,5.946272743542577e-16,1.6710693584498418e-17,6.305048705693688e-12,2.2279838626746834e-09,1.3260930881644215e-19,5.156176938834174e-17,3.36945186458761e-22,9.94026097269356e-26,1.1918544342922213e-17,2.9922073698607583e-16,5.85370151382616e-20,1.8873384176584064e-24,1.7601249773337342e-21,3.3349348117945015e-12,4.9871010400250126e-21,1.0204585556058671e-25,3.6191279763147825e-22,9.888547908029875e-11,7.856230837268374e-14,1.585431879094356e-22,1.5504548572684935e-28,1.5929506513623712e-21,2.1091749272346415e-19,6.1287151537025355e-33,1.5509028651415388e-22,1.2983392403778926e-35,1.352147180615696e-23,2.9894020805567666e-27,4.962008499781637e-18,2.5066033361428064e-18,3.929983014131038e-21,6.387886006970305e-25,2.353459489083805e-36
4.0349623645999875e-07,0.8273035278677741,3.76,0.0,0.6170733004968983,0.9999579743873755,4.572220408103372e-06,2.5033070111227834e-16,1.0211129572352684e-11,8.743703050975421e-05,3.534761960931223e-05,3.3625882558027584e-09,5.3598530304492606e-06,1.239642288711723e-05,1.2889390655288869e-05,3.8373112360170707e-07,2.816137584646121e-06,2.884159412585726e-09,1.430903005245737e-10,9.107514539921038e-10,1.3674461684180036e-09,1.206211779681578e-10,1.6860449154833896e-09,1.0387853970634613e-07,2.2605850529510462e-17,1.1535233491861772e-14,4.76283913095073e-14,2.7105706631343986e-19,1.2615006156470424e-10,1.575405738154917e-10,5.605898587861683e-18,6.367262758477762e-16,1.7490926981226664e-17,6.599828734603199e-12,2.3728656882915345e-09,1.5907132582251396e-19,5.841894032231076e-17,3.8184397113249586e-22,1.1360699659919892e-25,1.322923148885187e-17,3.133536012986735e-16,7.09885721033536e-20,2.2892759650774155e-24,1.9371597736834993e-21,3.550601881356491e-12,6.049407008688847e-21,1.1990853723958796e-25,4.101108358105235e-22,1.0476753304454884e-10,8.711304039051348e-14,1.9890255542940127e-22,1.9451505021221896e-28,1.774568021921299e-21,2.2466251732749946e-19,7.120739179924112e-33,1.8583699703199974e-22,1.5066565789871125e-35,1.5959321288416262e-23,3.754091142620375e-27,5.1937065008688335e-18,2.8452179181465466e-18,4.2181526515210154e-21,7.549525042949578e-25,2.734640945306141e-36
4.1441699468242255e-07,0.8273036634246766,3.76,0.0,0.6170704605868177,0.9999567659661758,4.874458723508004e-06,2.6154800400272963e-16,1.055299375923655e-11,9.02529711795735e-05,3.6274058932544193e-05,3.473693531983283e-09,5.527679291535369e-06,1.2497812080779832e-05,1.3416208572540098e-05,4.0671421843776163e-07,2.8760266869430955e-06,2.9856575865252583e-09,1.5287675902139062e-10,9.97541218663118e-10,1.4943672123920592e-09,1.292925989052416e-10,1.8333544286743156e-09,1.0899707392626471e-07,2.4762034472739205e-17,1.2827239292402115e-14,5.420922831585708e-14,3.189220367370246e-19,1.3119315048853808e-10,1.6472738348784277e-10,5.862286513680178e-18,6.805715145202307e-16,1.8289275772527905e-17,6.901474361168013e-12,2.5244287918394767e-09,1.8977278393521308e-19,6.597805180341548e-17,4.313488140429637e-22,1.293933260835799e-25,1.4643877656305643e-17,3.278289021243548e-16,8.564798888220689e-20,2.762565585396532e-24,2.12663303174022e-21,3.776143278511685e-12,7.300388552949658e-21,1.4023470923028595e-25,4.6324913382433935e-22,1.1080820001127528e-10,9.63182185559571e-14,2.479288708382865e-22,2.424605898892651e-28,1.9713129023100207e-21,2.39042746346373e-19,8.24396417742663e-33,2.215671728058835e-22,1.7422908201408572e-35,1.8753425519148536e-23,4.683790122418902e-27,5.4307849406253355e-18,3.2189508847975117e-18,4.521138535492109e-21,8.882574317049717e-25,3.1662679617277634e-36
4.2533775290484635e-07,0.8273037992426221,3.76,0.0,0.6170676030430272,0.9999555562934637,5.18595153705911e-06,2.7288348446586324e-16,1.0897018711230743e-11,9.30857510896367e-05,3.7198806221625476e-05,3.585485584481749e-09,5.693101030902207e-06,1.2594633095428687e-05,1.3947229849828212e-05,4.3044556373985516e-07,2.933990569224532e-06,3.088170385133142e-09,1.630527017935986e-10,1.090087963491315e-09,1.6294469064833662e-09,1.383383811079398e-10,1.9889251710201e-09,1.1421021253377772e-07,2.706137138695633e-17,1.422493381807575e-14,6.148988082276217e-14,3.7336754175269373e-19,1.3633967083648065e-10,1.7207325771543468e-10,6.124378735662961e-18,7.261850544808452e-16,1.9105313427413572e-17,7.209825120559089e-12,2.682824482664305e-09,2.2523020847118636e-19,7.429067804164337e-17,4.85798946540605e-22,1.4688906636407312e-25,1.6167536958117096e-17,3.42639959976022e-16,1.0283268605022935e-19,3.317476892036895e-24,2.3290082087915132e-21,4.011775968283096e-12,8.76722576614191e-21,1.632735878938663e-25,5.216910582806735e-22,1.1700390711908947e-10,1.062076534923354e-13,3.071507768772221e-22,3.00377078591641e-28,2.1839468836185657e-21,2.5407256450990263e-19,9.511900371576547e-33,2.6291627657387942e-22,2.0080304182214944e-35,2.1944259664857774e-23,5.807744920642562e-27,5.6731171439515695e-18,3.630393941289372e-18,4.83934536982492e-21,1.040673538855618e-24,3.653538573314041e-36
4.3625851112727016e-07,0.8273039353223482,3.76,0.0,0.6170647283203168,0.9999543454562848,5.506563346625307e-06,2.843327535111079e-16,1.124314590890787e-11,9.593490898184049e-05,3.8121858956095734e-05,3.6979456930029134e-09,5.856040543255356e-06,1.2687166642502334e-05,1.4482267411303033e-05,4.5493025936380033e-07,2.9900713708931777e-06,3.191684770770625e-09,1.7362253500439325e-10,1.1886144847049618e-09,1.7729872640150994e-09,1.4776325869921923e-10,2.1529558371166623e-09,1.1951619173409336e-07,2.950940643001786e-17,1.573380041014056e-14,6.952350003895575e-14,4.350452676522806e-19,1.4158707833222733e-10,1.7957437927605355e-10,6.392038600568257e-18,7.735883160059154e-16,1.9938615512909592e-17,7.524721316478701e-12,2.848200498418544e-09,2.6600337484207096e-19,8.341075067246289e-17,5.455491445847802e-22,1.662279998717245e-25,1.7805346559938504e-17,3.5778014838938485e-16,1.2289556642302756e-19,3.9654287026471214e-24,2.544743564933616e-21,4.257711092244791e-12,1.0480144762689403e-20,1.8929025491126182e-25,5.8581659306855895e-22,1.2335100076311685e-10,1.1681159053694918e-13,3.783096908909943e-22,3.699675791549125e-28,2.4132386111013726e-21,2.697660149207134e-19,1.0939043584502286e-32,3.1057956630695717e-22,2.3068652494633552e-35,2.5575630371888372e-23,7.159292379246687e-27,5.920577057407576e-18,4.082254300385192e-18,5.173173449493048e-21,1.2143356447870216e-24,4.2020303075944546e-36
4.4717926934969396e-07,0.8273040716645453,3.76,0.0,0.6170618368629496,0.999953133536041,5.836154676978373e-06,2.9589170537855482e-16,1.1591318099733627e-11,9.879999424562504e-05,3.904321488444115e-05,3.81105555385132e-09,6.016432428012866e-06,1.277567613923627e-05,1.5021145681140356e-05,4.801732802242415e-07,3.0443137284594117e-06,3.2961879004374666e-09,1.8459051778716253e-10,1.2933460162127295e-09,1.9252931413405517e-09,1.575718309618675e-10,2.3256427705144877e-09,1.2491327574240047e-07,3.2111745523987704e-17,1.735943225615608e-14,7.836570644330944e-14,5.046461746502636e-19,1.4693285603468743e-10,1.8722696183222135e-10,6.665130515130931e-18,8.228020891072062e-16,2.0788760999318135e-17,7.846004514895099e-12,3.020701027934527e-09,3.1269723075880726e-19,9.33945998230657e-17,6.109699999266943e-22,1.8755032862608987e-25,1.9562524543755398e-17,3.732429165154354e-16,1.4622788693106194e-19,4.71908215186645e-24,2.7742915203814625e-21,4.5141540120286436e-12,1.2472665084868177e-20,2.1856601507130632e-25,6.560226284201082e-22,1.2984576711990998e-10,1.281606966717096e-13,4.633816933761101e-22,4.53164649813913e-28,2.6599628111706344e-21,2.861368014150287e-19,1.2540915144817638e-32,3.653157418788981e-22,2.6419946313858686e-35,2.969484604292821e-23,8.776283267106544e-27,6.1730396369514495e-18,4.5773562534205866e-18,5.523018593522987e-21,1.411551906477971e-24,4.817715572945757e-36
4.5810002757211776e-07,0.8273042082698561,3.76,0.0,0.6170589291045556,0.999951920608841,6.174582739242285e-06,3.0755650158424357e-16,1.1941479319477354e-11,0.00010168056702030066,3.9962872007360804e-05,3.924797285487484e-09,6.174222749173833e-06,1.2860408772430403e-05,1.5563699875153284e-05,5.061794791471742e-07,3.0967642826568135e-06,3.401667135203731e-09,1.9596076567379619e-10,1.4045101473229393e-09,2.0866721260375203e-09,1.677685701922086e-10,2.5071800844931197e-09,1.3039975637189155e-07,3.4874053304853394e-17,1.9107529462549428e-14,8.807462966506598e-14,5.829012450418723e-19,1.5237452041626738e-10,1.950272606746594e-10,6.943520332841554e-18,8.738465479322346e-16,2.1655333456998213e-17,8.17351799683766e-12,3.200466744651297e-09,3.6596381719576066e-19,1.0430099436774145e-16,6.8244818590118335e-22,2.1100277684756708e-25,2.1444367882619707e-17,3.890218101793179e-16,1.732622752151654e-19,5.5924384998869396e-24,3.0180980985541434e-21,4.7813043690164246e-12,1.4781859649323642e-20,2.513987383880201e-25,7.3272324427076665e-22,1.364844512739207e-10,1.4028604762313182e-13,5.646008837747408e-22,5.521531853980706e-28,2.924899377915723e-21,3.0319829199406446e-19,1.4334101928678113e-32,4.279506859251722e-22,3.0168354549893084e-35,3.4352891668632664e-23,1.0701533765484382e-26,6.430381203476741e-18,5.1186426795185585e-18,5.889272117974486e-21,1.6348126650074153e-24,5.506977068681021e-36
4.6902078579454156e-07,0.8273043451388804,3.76,0.0,0.6170560054680622,0.9999507067458325,6.521702044706464e-06,3.193235557413237e-16,1.2293574908735695e-11,0.00010457619826323902,4.0880828562070084e-05,4.039153432609874e-09,6.329368229621375e-06,1.29415964970032e-05,1.610977533590936e-05,5.329535897660328e-07,3.1474712382848136e-06,3.508110048398362e-09,2.0773725418216027e-10,1.5223367424655132e-09,2.257434428169717e-09,1.7835782922798005e-10,2.697759785150051e-09,1.3597395262559427e-07,3.780205112203447e-17,2.098389620829886e-14,9.871094722057306e-14,6.70582207013812e-19,1.5790962691857658e-10,2.0297158253361387e-10,7.227075708564122e-18,9.267412658844954e-16,2.2537922150157445e-17,8.507107172442582e-12,3.387634849657493e-09,4.2650418724174943e-19,1.1619118140665225e-16,7.603867180567505e-22,2.367386906595113e-25,2.3456250539734043e-17,4.051104911362307e-16,2.0447589348971855e-19,6.60094172124103e-24,3.2766024529153114e-21,5.0593561587501384e-12,1.7448627459355166e-20,2.88103188253584e-25,8.163499881304528e-22,1.43263274965997e-10,1.5321911515221453e-13,6.844842497280129e-22,6.693947386772761e-28,3.208832521795098e-21,3.2096352310850956e-19,1.633629654526265e-32,4.993812964883817e-22,3.435030251685881e-35,3.9604606597084054e-23,1.2983306350076815e-26,6.6924797677819924e-18,5.7091764916226634e-18,6.2723208450171385e-21,1.8867994717878958e-24,6.276623281370335e-36
4.799415440169654e-07,0.8273044822721761,3.76,0.0,0.6170530663656532,0.9999494920135119,6.877364974919821e-06,3.311895191269014e-16,1.2647551524941201e-11,0.00010748646978662697,4.179708300757804e-05,4.154106968888258e-09,6.481835480085966e-06,1.3019456973280022e-05,1.665922690871582e-05,5.605002294497929e-07,3.1964839721162355e-06,3.615504432650365e-09,2.1992382253883163e-10,1.6470578629972832e-09,2.4378927746915652e-09,1.8934384866025703e-10,2.897571895805886e-09,1.4163421029212825e-07,4.090151508969204e-17,2.299443799076873e-14,1.1033792213216114e-13,7.685022374307865e-19,1.6353577499213776e-10,2.110562944679933e-10,7.515666421685206e-18,9.815052314000442e-16,2.343612302694483e-17,8.846619955767846e-12,3.5823391234877083e-09,4.950703222690922e-19,1.2912892500348715e-16,8.452052099289e-22,2.6491813768315873e-25,2.5603621683496315e-17,4.2150275413334937e-16,2.403937521855735e-19,7.761585956550362e-24,3.5502364750022685e-21,5.348497818712058e-12,2.0517979305922223e-20,3.2901133873611982e-25,9.073521477897931e-22,1.5017845299166259e-10,1.6699175455356917e-13,8.258580964118738e-22,8.076533673553967e-28,3.512549981484273e-21,3.394452047536985e-19,1.856633755010784e-32,5.8057940914779325e-22,3.900455234884505e-35,4.5508863854343845e-23,1.567582099255097e-26,6.959215324709588e-18,6.352142023898336e-18,6.672547123543749e-21,2.17039428049228e-24,7.133904000001076e-36
4.908623022393893e-07,0.8273046196702616,3.76,0.0,0.6170501121987588,0.9999482764740143,7.24142230997263e-06,3.431512669623914e-16,1.3003357150202845e-11,0.000110410974265319,4.27116340108795e-05,4.2696412984522435e-09,6.631600262757313e-06,1.3094194446686051e-05,1.721191835602053e-05,5.888239022525305e-07,3.243852684631758e-06,3.7238383058900964e-09,2.325241775133739e-10,1.7789076911587755e-09,2.6283623070556626e-09,2.0073076373873732e-10,3.106804581847253e-09,1.4737890154549443e-07,4.417827419155486e-17,2.514515897345805e-14,1.2302143945742327e-13,8.775166468040075e-19,1.692506126347542e-10,2.1927783184118614e-10,7.809164664309029e-18,1.038156864246122e-15,2.434953960821489e-17,9.191907101253408e-12,3.78470998584226e-09,5.724670450802996e-19,1.4318054421860763e-16,9.373401241533038e-22,2.9570800518364063e-25,2.7892004009866576e-17,4.381925423737925e-16,2.8159217582078745e-19,9.093027904144024e-24,3.839424481485563e-21,5.648912328177763e-12,2.4039336672718957e-20,3.744726801485882e-25,1.006197019100023e-21,1.572262082824079e-10,1.8163619238150038e-13,9.918860829278486e-22,9.70023052523091e-28,3.836842299694101e-21,3.5865572639879766e-19,2.1044249766264592e-32,6.725958063360958e-22,4.417228493403161e-35,5.212875361550236e-23,1.8839797595188294e-26,7.230470117188214e-18,7.050846364672643e-18,7.09032887302185e-21,2.4886887940040938e-24,8.086525829210651e-36
5.017830604618131e-07,0.8273047573336192,3.76,0.0,0.6170471433580719,0.9999470601853869,7.613723716875047e-06,3.552058853766753e-16,1.3360941095307117e-11,0.0001133493152182203,4.362448043400569e-05,4.385740256228655e-09,6.77864678936991e-06,1.3166000573353985e-05,1.776772180788339e-05,6.179290018746907e-07,3.2896280916067667e-06,3.83309991637614e-09,2.4554189734132777e-10,1.91812245623865e-09,2.829160482066873e-09,2.1252261097920183e-10,3.3256442752260476e-09,1.5320642454898953e-07,4.763820844067723e-17,2.7442159444237647e-14,1.3683004175984377e-13,9.985235495535932e-19,1.7505184044396315e-10,2.276327054199576e-10,8.107445297724019e-18,1.096714032219034e-15,2.5277783779697414e-17,9.542822503822113e-12,3.994874562401861e-09,6.595539298797679e-19,1.5841495047543063e-16,1.0372450191443099e-21,3.2928209557213733e-25,3.032699218153982e-17,4.551739614792795e-16,3.2870242344717603e-19,1.0615704228985127e-23,4.144582977278907e-21,5.960777318849275e-12,2.806684405399044e-20,4.248545132845033e-25,1.113370169036021e-21,1.6440278570798202e-10,1.971850144190084e-13,1.1860989128212603e-21,1.159956734817376e-27,4.182502163711543e-21,3.7860716353486345e-19,2.3791284772822197e-32,7.765643115049066e-22,4.989718135894417e-35,5.953176994555342e-23,2.2543030566434436e-26,7.506128871615541e-18,7.80872063483359e-18,7.526039658713672e-21,2.8449939727082746e-24,9.142667795069739e-36
5.12703818684237e-07,0.8273048952626949,3.76,0.0,0.6170441602235865,0.9999458432018447,7.994118199936668e-06,3.6735065902460443e-16,1.3720254000195158e-11,0.00011630110696552567,4.453562132187976e-05,4.5023881072235185e-09,6.922967053433573e-06,1.3235055194993739e-05,1.83265172462821e-05,6.478198146270666e-07,3.333861151838444e-06,3.943277746793818e-09,2.589804357150533e-10,2.064940362989835e-09,3.0406069760128436e-09,2.2472333448160596e-10,3.5542757979234815e-09,1.5911520306333157e-07,5.128724709522105e-17,2.9891633391336965e-14,1.5183496355410028e-13,1.13246452257121e-18,1.8093721519777258e-10,2.3611750764676104e-10,8.410386081260806e-18,1.1571940681941886e-15,2.622047649090098e-17,9.89922346376196e-12,4.212956757928205e-09,7.572472090922832e-19,1.749036842986377e-16,1.145390791678026e-21,3.658212224840243e-25,3.291425138199649e-17,4.724412915056387e-16,3.8241446592936846e-19,1.2351954064335589e-23,4.466120490528572e-21,6.28426519500728e-12,3.265969488675678e-20,4.805422357317059e-25,1.229375694389258e-21,1.7170446464195673e-10,2.1367115390411134e-13,1.4124257260302608e-21,1.3812970144605212e-27,4.550323810055465e-21,3.9931128476219234e-19,2.6829961445690324e-32,8.937059658006556e-22,5.622550356696567e-35,6.778999845538871e-23,2.686099646708816e-26,7.786079005514785e-18,8.62932121353908e-18,7.980048774301182e-21,3.2428497013795963e-24,1.0310996997910554e-35
5.236245769066608e-07,0.8273050334579023,3.76,0.0,0.6170411631646616,0.9999446255740098,8.38245451503296e-06,3.795830593346317e-16,1.4081247831217907e-11,0.0001192659745640098,4.54450558909268e-05,4.619569544845298e-09,7.064560196117892e-06,1.3301527066166612e-05,1.8888192021153172e-05,6.785005223892867e-07,3.3766028276125456e-06,4.054360517488723e-09,2.728431258235557e-10,2.219601522329625e-09,3.2630235920872607e-09,2.373367919669567e-10,3.79288248378104e-09,1.651036860590684e-07,5.513136693108038e-17,3.249986620292746e-14,1.6811016476128856e-13,1.2803252549639119e-18,1.8690455297971002e-10,2.4472891812652436e-10,8.717867871757025e-18,1.219613787432664e-15,2.7177248366611392e-17,1.0260970918425797e-11,4.43907733488436e-09,8.665216772253687e-19,1.9272095146319753e-16,1.2622659156077182e-21,4.055133067588066e-25,3.5659515971753934e-17,4.899889974009139e-16,4.434809222406065e-19,1.4326146674240094e-23,4.804437475349051e-21,6.6195432619889e-12,3.788247129021597e-20,5.41939620742591e-25,1.3547364763722062e-21,1.7912757033657766e-10,2.311278800264002e-13,1.6752272399663724e-21,1.6383085616199873e-27,4.941102492208439e-21,4.2077955949402965e-19,3.018410663396093e-32,1.0253332849678586e-21,6.320617698319602e-35,7.698030749691119e-23,3.1877495661795644e-26,8.0702108092088e-18,9.516330915724618e-18,8.45272133328289e-21,3.686034602599277e-24,1.1600684259967394e-35
5.345453351290847e-07,0.827305171919623,3.76,0.0,0.6170381525401012,0.9999434073491374,8.778581549610217e-06,3.9190073335958967e-16,1.444387587545423e-11,0.00012224355372242443,4.635278351839162e-05,4.7372696883585624e-09,7.203431905151496e-06,1.3365574536886506e-05,1.945264039621591e-05,7.099752055554242e-07,3.4179038748319996e-06,4.166337188909885e-09,2.8713318442388457e-10,2.3823478843454306e-09,3.496734171109487e-09,2.503667605408356e-10,4.0416462981884435e-09,1.7117034733333333e-07,5.917659057190745e-17,3.5273232494830335e-14,1.857323632107966e-13,1.4431361916923612e-18,1.9295173186788962e-10,2.5346370835939345e-10,9.029774794659745e-18,1.2839895050287596e-15,2.814774023595324e-17,1.062792964288643e-11,4.673353996855887e-09,9.884125921307866e-19,2.1194365859323187e-16,1.3883766769146728e-21,4.48553469992004e-25,3.85685882497139e-17,5.078117382883642e-16,5.127211569045761e-19,1.656481434627203e-23,5.159926278417685e-21,6.966773861871806e-12,4.380549780170646e-20,6.094690881803854e-25,1.4899944313273207e-21,1.866684841560059e-10,2.4958878670520783e-13,1.9793306879730546e-21,1.9357122845478517e-27,5.3556340107650275e-21,4.430231660809495e-19,3.3878896070473636e-32,1.1728545942778316e-21,7.089087313624101e-35,8.718454308229651e-23,3.7685328907103253e-26,8.358417603047378e-18,1.0473560123540291e-17,8.944418385312896e-21,4.1785759958000906e-24,1.3021419881375954e-35
5.454660933515086e-07,0.8273053106482094,3.76,0.0,0.6170351286982547,0.9999421885713257,9.18234867023847e-06,4.0430149320514803e-16,1.480809273235903e-11,0.00012523349069892655,4.72588037323206e-05,4.855474079547838e-09,7.339593845983448e-06,1.3427346193274889e-05,2.0019763122758266e-05,7.422478459600912e-07,3.4578146600102406e-06,4.279196963324883e-09,3.018537159278074e-10,2.5534231736184804e-09,3.742064505532791e-09,2.638169421911269e-10,4.300747955195964e-09,1.7731368513100039e-07,6.34289848768381e-17,3.8218194069721064e-14,2.0478106622672984e-13,1.621973173624444e-18,1.9907669420974298e-10,2.6231874575494637e-10,9.345994391146683e-18,1.350337053465729e-15,2.9131603580116806e-17,1.0999968420002257e-11,4.9159014760912196e-09,1.124017574151413e-18,2.3265144824957724e-16,1.52424740544052e-21,4.951441289526771e-25,4.164733732244526e-17,5.259043751702851e-16,5.910255406583887e-19,1.9096790585093575e-23,5.532971164941751e-21,7.326114515305026e-12,5.0505209295811947e-20,6.835719703742684e-25,1.6357107578779526e-21,1.9432365271934952e-10,2.690877816591755e-13,2.330066603986115e-21,2.278721303192933e-27,5.7947143043879916e-21,4.660530002299248e-19,3.794089536717007e-32,1.337778439354506e-21,7.933409080052996e-35,9.848972431929253e-23,4.4387009827923826e-26,8.65059587047153e-18,1.1504947872707263e-17,9.455497039929228e-21,4.7247600044873146e-24,1.4583429481073008e-35
5.563868515739324e-07,0.8273054496439848,3.76,0.0,0.6170320919771324,0.9999409692817134,9.593606039476498e-06,4.1678330601155006e-16,1.517385430299162e-11,0.00012823544218234573,4.816311620216645e-05,4.974168678665979e-09,7.473063124372538e-06,1.3486981458833381e-05,2.0589467039672272e-05,7.753223297790549e-07,3.4963850015631446e-06,4.3929292858558756e-09,3.1700771648864126e-10,2.7330728268691044e-09,3.999342256723117e-09,2.7769096902732316e-10,4.570367031685317e-09,1.8353222177028524e-07,6.789465938601662e-17,4.134129801015534e-14,2.2533860133773813e-13,1.817958076330087e-18,2.052774485038721e-10,2.7129099697176163e-10,9.66641774088748e-18,1.4186718002214767e-15,3.012850090445895e-17,1.1376960181665749e-11,5.166831624509931e-09,1.2744985037445817e-18,2.5492673354458233e-16,1.6704207035512648e-21,5.4549509122470255e-25,4.490169806952925e-17,5.442619771274681e-16,6.79359876352118e-19,2.1953353669532462e-23,5.923948399124678e-21,7.697718068474535e-12,5.806453326515724e-20,7.6470877457560705e-25,1.7924661808329935e-21,2.0208959600629207e-10,2.896590757754284e-13,2.7333075028061236e-21,2.67307877628417e-27,6.259139099217255e-21,4.898796838474317e-19,4.2398101186230705e-32,1.5217180708320741e-21,8.859323946631163e-35,1.1098824156788028e-22,5.209551425260753e-26,8.946645368567555e-18,1.2614562896987208e-17,9.986310588729766e-21,5.329141804607646e-24,1.6297489836768322e-35
5.673076097963563e-07,0.8273055889072463,3.76,0.0,0.6170290427045368,0.9999397495186672,1.0012204903766382e-05,4.293442844651043e-16,1.554111777706065e-11,0.00013124907515899234,4.9065720729977725e-05,5.093339859739173e-09,7.603861779506246e-06,1.3544611158751507e-05,2.1161664698124693e-05,8.092024503990027e-07,3.5336640330374465e-06,4.507523844886083e-09,3.325980780744762e-10,2.9215439329192173e-09,4.268896875480994e-09,2.9199240826871385e-10,4.85068207829429e-09,1.8982450327282936e-07,7.257976482383222e-17,4.464917490672548e-14,2.4749014614981647e-13,2.0322594497579448e-18,2.115520709101875e-10,2.8037753062719794e-10,9.990939560339371e-18,1.4890086653147772e-15,3.113810604249241e-17,1.1758782124297005e-11,5.426253507563065e-09,1.4410834182613347e-18,2.7885473232221434e-16,1.827457671899373e-21,5.998236486451263e-25,4.833767020098343e-17,5.628798265459931e-16,7.787699920435587e-19,2.5168375635834488e-23,6.3332263745966185e-21,8.081732844247792e-12,6.657328663697138e-20,8.53359441292261e-25,1.960861192013437e-21,2.099629144788766e-10,3.113371727850825e-13,3.1955085060030207e-21,3.125097631145034e-27,6.749703614992205e-21,5.145135741523595e-19,4.727998276142682e-32,1.726396000849032e-21,9.872872371400588e-35,1.2477805880937936e-22,6.093506737671243e-26,9.24646921842252e-18,1.380660463400327e-17,1.053720864437262e-20,5.996556008575976e-24,1.8174944857448018e-35
5.782283680187801e-07,0.8273057284382652,3.76,0.0,0.6170259811982047,0.9999385293179534,1.043799785402502e-05,4.4198267781643286e-16,1.5909841618008374e-11,0.0001342740667666003,4.9966617242136135e-05,5.21297440529745e-09,7.73201630669597e-06,1.360035804952375e-05,2.1736274009344392e-05,8.438919112516603e-07,3.5697000861105115e-06,4.622970571890637e-09,3.4862759251536704e-10,3.1190851749600616e-09,4.551059525770785e-09,3.067247669887435e-10,5.141870726847072e-09,1.9618909899829683e-07,7.749049165956177e-17,4.8148537221676673e-14,2.7132375742210927e-13,2.2660931607524503e-18,2.1789870641007754e-10,2.89575519417517e-10,1.0319458280990372e-17,1.5613621387618461e-15,3.2160104393018854e-17,1.2145315799385416e-11,5.694273500373294e-09,1.6250684086368627e-18,3.0452350094090603e-16,1.9959381326144218e-21,6.583546714748972e-25,5.196131741100163e-17,5.817534231999436e-16,8.903865031975153e-19,2.8778476753162466e-23,6.761165790328239e-21,8.478302796609962e-12,7.612858729811542e-20,9.500236002330522e-25,2.1415162883038966e-21,2.179402952734016e-10,3.341568592504187e-13,3.7237499641365254e-21,3.641702245820976e-27,7.267202325832242e-21,5.399647728719969e-19,5.261752355203526e-32,1.95364862946804e-21,1.098040252709967e-34,1.3996291645309117e-22,7.104196973850828e-26,9.549973975650649e-18,1.5085404193897338e-17,1.1108537288732077e-20,6.73212718686151e-24,2.0227721691403938e-35
5.89149126241204e-07,0.8273058682372896,3.76,0.0,0.6170229077659632,0.9999373087129021,1.0870839060546207e-05,4.54696863383023e-16,1.6279985546343526e-11,0.00013731010413689594,5.086580578160801e-05,5.333059500594429e-09,7.857557208648613e-06,1.3654337316007588e-05,2.2313217914103118e-05,8.793943286080143e-07,3.604540591387498e-06,4.739259640742465e-09,3.6509895551326734e-10,3.3259467751065825e-09,4.8461630116137745e-09,3.2189149662274716e-10,5.444109794093959e-09,2.0262460128350909e-07,8.263306872495433e-17,5.1846177787411195e-14,2.9693039938594396e-13,2.5207230401810635e-18,2.2431556963904345e-10,2.9888224168592164e-10,1.065187610861879e-17,1.6357462979227098e-15,3.31941930945613e-17,1.2536447180097261e-11,5.9709953856218965e-09,1.8278195168090244e-18,3.320239676957652e-16,2.1764608501948568e-21,7.2132070503549145e-25,5.577876662001039e-17,6.008784870087452e-16,1.0154297458531665e-18,3.282318554969465e-23,7.208119867276079e-21,8.887567667566218e-12,8.683528049460647e-20,1.0552208262526686e-24,2.3350722072645782e-21,2.2601851751655072e-10,3.581531948677252e-13,4.3257821266909895e-21,4.2304721333078365e-27,7.812428772650292e-21,5.662431356883295e-19,5.844326309015427e-32,2.205430939203966e-21,1.218857874729487e-34,1.5665253587461744e-22,8.256546301331254e-26,9.857069682230194e-18,1.6455425292829292e-17,1.1700639213845437e-20,7.54128052544073e-24,2.2468346835738976e-35
