Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295)
0.09815532665413192,0.8634148633019948,3.76,0.0,9.046074159710365e-12,1.0905845867396742e-06,1.0261998801839927,3.455417260374541e-18,2.3315325571039088e-17,6.179379842814901e-13,3.5078745176832645e-10,2.556048596244766e-23,0.00025182936854663913,0.000586416365992919,0.20770323134695393,4.445349832152864e-09,4.525452214722333e-07,4.795983470311152e-16,8.84920121175931e-25,1.5342246566040645e-19,5.75821750713574e-24,1.5335950643617657e-08,0.2607766033017117,5.251237324942694e-10,-2.4716691820039035e-27,1.9638214435184277e-21,2.476844948040657e-16,6.293728128569511e-21,8.358853770609568e-17,2.1659855904572217e-15,6.547518450889328e-20,6.97153147869172e-28,4.8528896840972227e-20,9.583578482088734e-11,0.3563844862995416,5.576559792016276e-17,8.787490581741467e-15,5.76164754791445e-20,1.2992943737603878e-23,1.221077203345171e-19,1.628532123380145e-09,-5.717733859631702e-20,-5.762876226856934e-22,1.3001866723852957e-11,2.1575568574451665e-08,-7.009681883557095e-20,8.691963486346996e-23,6.174899585517283e-20,1.7802026114063243e-14,1.0932860336936936e-20,-2.5866567853953507e-20,-2.602931903350119e-27,4.197634814158295e-09,3.3669670725771134e-11,1.6275776401501155e-16,1.9790385165151348e-19,3.2174723451452493e-19,9.732944885948883e-22,-1.1374976200218106e-24,2.6405715916551404e-20,2.6411046400255097e-36,7.605780205498205e-16,1.7046229306793816e-21,6.272811128137346e-20
0.09861802885423684,0.8634148615959597,3.76,0.0,9.046315873991054e-12,1.0905230123794718e-06,1.0261998884041201,3.785762358723521e-18,2.3579763411126844e-17,6.179388480330132e-13,3.507643659098745e-10,2.5737399120322692e-23,0.0002518227561053451,0.0005864009711588494,0.2077032341308252,4.4453499514272085e-09,4.525214490147428e-07,4.795861304173056e-16,2.1986118180470093e-24,1.5361926947102688e-19,5.775218843125961e-24,1.5335554488553294e-08,0.2607766047626689,5.250962757532187e-10,1.0878866073263513e-26,4.3472230096363714e-21,2.4778086845154315e-16,6.6895592777379e-21,8.364993970369413e-17,2.165747608882262e-15,6.547434543779455e-20,8.505684162205994e-28,4.852795302631828e-20,9.583326879070608e-11,0.35638448483912744,5.576387343629903e-17,8.787644810700634e-15,5.761754639001643e-20,1.2993568714780436e-23,1.2210797692445268e-19,1.6284893696168951e-09,5.739315831882701e-20,5.791005520963097e-22,1.3001524915623518e-11,2.1575568804018806e-08,7.03639511121389e-20,8.697044864068841e-23,6.175013307434316e-20,1.7801684280793717e-14,1.1587284592140794e-20,2.5993190270840178e-20,2.6156542609565556e-27,4.197532890274141e-09,3.366967058763873e-11,1.6275776458070486e-16,-1.987308547299522e-19,3.217472356327753e-19,-9.780072589274428e-22,1.1430407429616433e-24,2.6405022646843897e-20,4.0383386611079766e-36,7.605580649506799e-16,-1.712730854048224e-21,6.272811149938071e-20
0.09908073105434177,0.8634148599529253,3.76,0.0,9.046548709895531e-12,1.090463713713729e-06,1.0261998963207304,3.4542421754257857e-18,2.3312658867148996e-17,6.179394591449159e-13,3.50742133490724e-10,2.5556850170946742e-23,0.000251816387818844,0.0005863861448378281,0.20770323681186648,4.445350066976531e-09,4.5249856336265185e-07,4.795736895632977e-16,8.79668031241429e-25,1.5342958435672887e-19,5.758207129212717e-24,1.533517295130314e-08,0.2607766061696946,5.250698324841908e-10,-2.583648488145513e-27,1.9544728610415125e-21,2.4769732373137026e-16,6.295824024380919e-21,8.35844739707617e-17,2.165891149637214e-15,6.547353978516876e-20,6.963778523595148e-28,4.852704701374143e-20,9.583084567496117e-11,0.35638448343262485,5.576474689606648e-17,8.787793213204231e-15,5.761845521525118e-20,1.2993323382259812e-23,1.2210801281262745e-19,1.6284481947036193e-09,-5.761066619939572e-20,-5.819272449706072e-22,1.3001195731492906e-11,2.157556902510881e-08,-7.063310175471047e-20,8.691789658507321e-23,6.175111170508667e-20,1.7801116442907443e-14,1.0929842997361428e-20,-2.6119701517433484e-20,-2.628438811573129e-27,4.197434729907131e-09,3.366967045463253e-11,1.6275776512564196e-16,1.9956130780502672e-19,3.217472367100859e-19,9.827428457630563e-22,-1.1485966091474079e-24,2.640435497195025e-20,2.6344686847734655e-36,7.605388463304573e-16,1.720877285638878e-21,6.272811170942172e-20
0.0995434332544467,0.8634148583705642,3.76,0.0,9.046773060070487e-12,1.090406605818227e-06,1.0261999039449978,3.7860462421422504e-18,2.3578776161611998e-17,6.179402821934583e-13,3.50720722719305e-10,2.5735579887267616e-23,0.00025181025472455687,0.0005863718659976151,0.20770323939390067,4.445350177578118e-09,4.524765150343004e-07,4.795623867057963e-16,2.2038889432017685e-24,1.5362806573555546e-19,5.77538932566824e-24,1.533480551425122e-08,0.2607766075247823,5.250443674578355e-10,1.0991987550743204e-26,4.356621752318584e-21,2.4779409535941453e-16,6.687501635710441e-21,8.364661864448625e-17,2.1656545149820443e-15,6.547276147932559e-20,8.513510986347762e-28,4.85261715406903e-20,9.58285120354456e-11,0.3563844820780409,5.576304570406037e-17,8.787936430614488e-15,5.761945434594634e-20,1.299393332367831e-23,1.2210826316898696e-19,1.6284085402225543e-09,5.782984847109179e-20,5.847677676845517e-22,1.3000878701414253e-11,2.1575569238042346e-08,7.090424040900522e-20,8.696927342168036e-23,6.175217164553621e-20,1.7800808967981717e-14,1.15915012705203e-20,2.6246142215908784e-20,2.6412858586301615e-27,4.19734019402254e-09,3.366967032650889e-11,1.6275776565032802e-16,-2.003952254627455e-19,3.2174723774727013e-19,-9.875013605328908e-22,1.1541660841140268e-24,2.6403711958652574e-20,4.045369545887818e-36,7.605203373391883e-16,-1.7290624132239733e-21,6.272811191162418e-20
0.09999999999999998,0.8634148568466333,3.76,0.0,9.04698635117209e-12,1.0903523241756575e-06,1.0261999111921931,3.4675933389647525e-18,2.3321812045384883e-17,6.179408406172104e-13,3.5070037173738165e-10,2.556130538143145e-23,0.00025180442495170436,0.0005863582934182411,0.20770324184819994,4.445350283374019e-09,4.5245556580876487e-07,4.795509805952224e-16,9.323142630206624e-25,1.534446077339476e-19,5.758942142160694e-24,1.5334456239962862e-08,0.2607766088128616,5.25020161402771e-10,-2.1020478029547255e-27,2.0501506982562342e-21,2.4771309189199524e-16,6.314959457722908e-21,8.358350167056527e-17,2.1657958569813786e-15,6.547202404999848e-20,7.023783738850544e-28,4.8525342255832294e-20,9.582629382294928e-11,0.35638448079044044,5.576390760569419e-17,8.788072375752492e-15,5.762028413584963e-20,1.2993692512478627e-23,1.2210829047618132e-19,1.6283708471376692e-09,-5.300017392980493e-20,-5.365547809726881e-22,1.3000577353796503e-11,2.1575569440443672e-08,-6.498502280586016e-20,8.691855403699304e-23,6.175306605852882e-20,1.7800283412786347e-14,1.0955700174925289e-20,-2.4080471861901792e-20,-2.4235339234625435e-27,4.197250333717988e-09,3.366967020474742e-11,1.6275776614919345e-16,1.8373170062647217e-19,3.2174723873350173e-19,9.060448917931126e-22,-1.0589569396503499e-24,2.6403100743438834e-20,2.689505080461721e-36,7.605027438821333e-16,1.5862876725460209e-21,6.27281121039081e-20
0.10000613545455163,0.8634148568466333,3.76,0.0,9.046989163806146e-12,1.0903516083653852e-06,1.026199911287764,3.4530751131518744e-18,2.331012412347406e-17,6.179408443152866e-13,3.5070010337039654e-10,2.5553408553583673e-23,0.0002518043480727056,0.0005863581144337747,0.20770324188056508,4.445350284779987e-09,4.524552896813444e-07,4.795508194061828e-16,8.743750452047892e-25,1.5343613542896754e-19,5.7581920987171494e-24,1.533445163382444e-08,0.2607766088298479,5.250198421774497e-10,-2.697203855781348e-27,1.945052032377911e-21,2.4770920963263313e-16,6.297894287685823e-21,8.358068163424088e-17,2.1658036773781e-15,6.547201436391421e-20,6.955945213059267e-28,4.8525331366632104e-20,9.582626457091986e-11,0.3563844807734605,5.576395930968945e-17,8.788074164954975e-15,5.762029312304729e-20,1.299367596282736e-23,1.2210828740951077e-19,1.6283703500710732e-09,-5.805067777387722e-20,-5.876221864893808e-22,1.3000573379886116e-11,2.1575569443112745e-08,-7.117735258683478e-20,8.691626574143987e-23,6.17530760062565e-20,1.7800272685440895e-14,1.0926746286067485e-20,-2.6372515747420226e-20,-2.6541957070581587e-27,4.19724914870804e-09,3.366967020314215e-11,1.627577661557742e-16,2.0123262234722876e-19,3.2174723874651302e-19,9.922829152535411e-22,-1.1597493068529832e-24,2.6403092683106252e-20,2.6277534548827457e-36,7.605025118741816e-16,1.737286425457454e-21,6.272811210644511e-20
0.10046883765465656,0.8634148553789752,3.76,0.0,9.047197388517728e-12,1.0902986425621526e-06,1.0261999183593886,3.7863871086696645e-18,2.35779228500175e-17,6.179416286209983e-13,3.506802459664637e-10,2.5733963865048913e-23,0.0002517986595561941,0.0005863448706393183,0.20770324427540662,4.445350387337549e-09,4.524348402687254e-07,4.795403642941391e-16,2.2092070328329496e-24,1.536362983822839e-19,5.7755535337290696e-24,1.5334110831781708e-08,0.2607766100867402,5.249962242209643e-10,1.1106665721159196e-26,4.366092464251204e-21,2.4780641215106255e-16,6.685468844810646e-21,8.364356564209157e-17,2.1655681495963073e-15,6.547129240948281e-20,8.521416568945205e-28,4.8524519270886375e-20,9.582410009244621e-11,0.35638447951703545,5.576227898384335e-17,8.78820715277005e-15,5.762122558828135e-20,1.2994271780468812e-23,1.221085319535234e-19,1.6283335700671814e-09,5.827314253115291e-20,5.904905684947965e-22,1.3000279330679434e-11,2.157556964061812e-08,7.14524113679213e-20,8.696820648359471e-23,6.175406412293271e-20,1.7799997137868644e-14,1.159571340685686e-20,2.6498861117183918e-20,2.667168663292534e-27,4.197161465023696e-09,3.366967008430176e-11,1.6275776664242646e-16,-2.0207351315478147e-19,3.217472397085095e-19,-9.970876223872987e-22,1.1653471120406575e-24,2.6402496280894726e-20,4.052454473349135e-36,7.604853445618333e-16,-1.7455495116395066e-21,6.272811229398885e-20
0.10093153985476148,0.8634148539655095,3.76,0.0,9.047397954262191e-12,1.0902476339792735e-06,1.0261999251699279,3.4519150293178897e-18,2.3307711398389197e-17,6.179421440239894e-13,3.5066112248778326e-10,2.5550146238643164e-23,0.000251793181056038,0.0005863321158792045,0.20770324658179648,4.4453504867974525e-09,4.5241515464521006e-07,4.795296069185013e-16,8.690407566635761e-25,1.5344215808805799e-19,5.75817266876933e-24,1.5333782602231585e-08,0.26077661129723584,5.249734776486225e-10,-2.8123470869579737e-27,1.935558279240456e-21,2.4772021815551227e-16,6.2999384789513324e-21,8.357714047503441e-17,2.165722661164355e-15,6.547059958130598e-20,6.948030853706087e-28,4.852374015538163e-20,9.582201553894122e-11,0.3563844783069897,5.576323037650326e-17,8.788334975334397e-15,5.762199926584831e-20,1.2994003394273123e-23,1.2210854497157638e-19,1.628298148189065e-09,-5.849721702274656e-20,-5.933729806702981e-22,1.2999996140965391e-11,2.1575569830829795e-08,-7.17294028762194e-20,8.691473403367683e-23,6.175489951139679e-20,1.77994900603469e-14,1.092357301367403e-20,-2.6625180222751118e-20,-2.6802050352803568e-27,4.197077018777755e-09,3.3669669969875796e-11,1.6275776711124517e-16,2.0291791264106223e-19,3.217472406353454e-19,1.0019155949889037e-21,-1.1709596103913838e-24,2.6401921894229124e-20,2.6209591766560053e-36,7.604688112048946e-16,1.75385186197639e-21,6.272811247469333e-20
0.10139424205486641,0.8634148526042345,3.76,0.0,9.047591204936489e-12,1.09019850950677e-06,1.0261999317289874,3.786781260827512e-18,2.3577194018226333e-17,6.179428915557239e-13,3.506427056012035e-10,2.5732536891347003e-23,0.00025178790487292616,0.0005863198320606475,0.2077032488030258,4.445350581894088e-09,4.523961880493755e-07,4.795199383372454e-16,2.2145664734170608e-24,1.5364400722271125e-19,5.775711919543198e-24,1.5333466503451283e-08,0.26077661246305006,5.249515726457833e-10,1.1222914423485947e-26,4.3756358097368164e-21,2.4781788274827508e-16,6.683461264443523e-21,8.364076126538548e-17,2.1654880182660443e-15,6.546992988571581e-20,8.529401681350312e-28,4.8522986833983064e-20,9.582000795258726e-11,0.3563844771416088,5.576156867151633e-17,8.788458461026164e-15,5.762286982400174e-20,1.2994585932845706e-23,1.2210878412603332e-19,1.6282640341821006e-09,5.872289166856383e-20,5.962694908589964e-22,1.2999723405866492e-11,2.157557001402504e-08,7.200830336231153e-20,8.696723990062605e-23,6.175582087850751e-20,1.7799244186079127e-14,1.1599924068835647e-20,2.6751510600574285e-20,2.6933051324895087e-27,4.196995690390735e-09,3.366966985964579e-11,1.6275776756262154e-16,-2.0376583561442018e-19,3.21747241527606e-19,-1.0067669465656542e-21,1.1765876086338491e-24,2.6401368722494228e-20,4.0595949842398523e-36,7.604528882621738e-16,-1.7621936673294774e-21,6.272811264864123e-20
0.10185694425497134,0.8634148512932225,3.76,0.0,9.04777734270475e-12,1.0901512001822239e-06,1.0261999380458964,3.450760962763801e-18,2.3305411476994088e-17,6.179433624904119e-13,3.5062496933095527e-10,2.5547049442466688e-23,0.0002517828234727467,0.0005863080018110894,0.2077032509422189,4.4453506741735746e-09,4.5237793036050494e-07,4.795099318729273e-16,8.636647638323724e-25,1.534476889074361e-19,5.7581490795867425e-24,1.533316206447958e-08,0.26077661358583043,5.24930475637268e-10,-2.929090554577117e-27,1.9259909297107568e-21,2.4773041052724067e-16,6.301956235643606e-21,8.357383177329098e-17,2.1656476266197397e-15,6.546928740410046e-20,6.940034743159145e-28,4.852226434494715e-20,9.581807449498409e-11,0.3563844760192458,5.576255568348588e-17,8.788577075436159e-15,5.762358300546081e-20,1.2994307459106701e-23,1.221087863421045e-19,1.6282311798083757e-09,-5.895014224464568e-20,-5.9918016675006155e-22,1.299946074285335e-11,2.1575570190454726e-08,-7.228909951697292e-20,8.691329380236497e-23,6.175659222375194e-20,1.779876413352569e-14,1.0920325778628154e-20,-2.6877852809618812e-20,-2.706469265911387e-27,4.1969173646844465e-09,3.366966975351258e-11,1.6275776799746852e-16,2.0461729694373939e-19,3.21747242387285e-19,1.0116417912241566e-21,-1.1822311920462044e-24,2.640083596914149e-20,2.614086012513243e-36,7.60437553303283e-16,1.770575119489694e-21,6.272811281625284e-20
0.10231964645507627,0.863414850030616,3.76,0.0,9.047956689546145e-12,1.0901056381636847e-06,1.0261999441295602,3.787225265989244e-18,2.357658090517254e-17,6.179440752056576e-13,3.5060788833126843e-10,2.5731285852238682e-23,0.0002517779297197625,0.0005862966083490167,0.20770325300242987,4.4453507623500576e-09,4.523603389306022e-07,4.795009930549307e-16,2.2199676523176517e-24,1.5365122938889157e-19,5.775864908585471e-24,1.5332868877464244e-08,0.260776614667168,5.249101592307429e-10,1.1340747940333707e-26,4.385252455882374e-21,2.4782856675723696e-16,6.681479199878031e-21,8.363818752922322e-17,2.1654136632646215e-15,6.546866617256685e-20,8.53746710789197e-28,4.852156552986014e-20,9.581621242261182e-11,0.3563844749383102,5.576091052012538e-17,8.788691735663526e-15,5.762439608256878e-20,1.2994877500438017e-23,1.2210902052743153e-19,1.6281995384547853e-09,5.917896099844903e-20,6.021050769205746e-22,1.2999207776114042e-11,2.1575570360376814e-08,7.257177052460636e-20,8.696636636075168e-23,6.175745156038201e-20,1.7798545842578317e-14,1.1604136140152451e-20,2.700424305062613e-20,2.7196977480740834e-27,4.1968419307591416e-09,3.366966965126885e-11,1.627577684161265e-16,-2.0547231155112506e-19,3.2174724321486545e-19,-1.0165402435304482e-21,1.1878911419958193e-24,2.6400322892722668e-20,4.066792567395222e-36,7.604227844860184e-16,-1.7789964109122103e-21,6.272811297759055e-20
0.1027823486551812,0.8634148488146276,3.76,0.0,9.048129430984916e-12,1.0900617595558912e-06,1.0261999499886343,3.4496120282960135e-18,2.330321581725661e-17,6.179445038850908e-13,3.505914385206577e-10,2.55441053883077e-23,0.0002517732166221689,0.0005862856355652582,0.20770325498655404,4.445350847969929e-09,4.5234340551515697e-07,4.794916827709971e-16,8.582466686875603e-25,1.5345276198374136e-19,5.758121558626139e-24,1.5332586503823895e-08,0.26077661570859056,5.248905920374286e-10,-3.0474471804026248e-27,1.9163493168419756e-21,2.4773984382605905e-16,6.30394726421361e-21,8.357073819696009e-17,2.1655781346150705e-15,6.546807038354195e-20,6.931956169344381e-28,4.8520895557665075e-20,9.581441910355777e-11,0.35638447389727473,5.576193115900474e-17,8.788801796337653e-15,5.762505304947068e-20,1.2994589816175242e-23,1.221090123540188e-19,1.6281690653921136e-09,-5.940932507144592e-20,-6.050442897812539e-22,1.2998964151218972e-11,2.157557052402324e-08,-7.285630359372712e-20,8.6911937976047e-23,6.175816344760507e-20,1.7798090792823868e-14,1.0917006980092453e-20,-2.713068065822042e-20,-2.7329908930415008e-27,4.196769281794785e-09,3.3669669552827345e-11,1.6275776881946476e-16,2.0633089442034181e-19,3.2174724401225654e-19,1.0214624186566503e-21,-1.1935675205897086e-24,2.6399828753466056e-20,2.607134064246789e-36,7.604085610184042e-16,1.7874577350041594e-21,6.272811313305856e-20
0.10324505085528612,0.8634148476435345,3.76,0.0,9.048295868577316e-12,1.090019501400449e-06,1.0261999556313732,3.787715937705492e-18,2.357607539512905e-17,6.179451837138159e-13,3.505755963954154e-10,2.5730198604209045e-23,0.0002517686775668216,0.000586275067894163,0.2077032568974259,4.445350929727793e-09,4.523270894311908e-07,4.794834210723499e-16,2.2254109576713386e-24,1.5365799949920746e-19,5.776012900791285e-24,1.5332314567122564e-08,0.2607766167115739,5.248717489158042e-10,1.1460180983587515e-26,4.3949430721810124e-21,2.478385197363977e-16,6.679522906202011e-21,8.363582778505114e-17,2.165344660817608e-15,6.546749409731025e-20,8.545613645044569e-28,4.852024729130747e-20,9.581269199300676e-11,0.3563844728946642,5.576030061099618e-17,8.788908260384588e-15,5.762581276170398e-20,1.299514808333846e-23,1.2210924198512019e-19,1.628139717383806e-09,5.96412283926695e-20,6.079978746445668e-22,1.2998729519302751e-11,2.1575570681633978e-08,7.314268063005254e-20,8.696557911646104e-23,6.175896514172311e-20,1.7797898147342645e-14,1.1608352332074685e-20,2.725720062446747e-20,2.7463490164301357e-27,4.196699314940323e-09,3.366966945799106e-11,1.6275776920777637e-16,-2.071930605889043e-19,3.217472447798461e-19,-1.0264084322410887e-21,1.1992610863098364e-24,2.639935286479472e-20,4.074048663202121e-36,7.60394862633542e-16,-1.7959592858459222e-21,6.272811328270032e-20
0.10370775305539105,0.8634148465156788,3.76,0.0,9.048456172377985e-12,1.0899788044989963e-06,1.0261999610658086,3.4484674102084146e-18,2.330111650021742e-17,6.179455723002737e-13,3.505603396296593e-10,2.5541302231359698e-23,0.0002517643060647672,0.0005862648903980856,0.20770325873772835,4.445351009171059e-09,4.523113841674535e-07,4.794747562080948e-16,8.527860762208803e-25,1.5345740909049116e-19,5.758090320818636e-24,1.53320526587945e-08,0.2607766176775352,5.24853600498438e-10,-3.167430414559373e-27,1.906632777449796e-21,2.477485712403527e-16,6.305911332910606e-21,8.356784369683378e-17,2.165513778601947e-15,6.546694161266725e-20,6.923794409929097e-28,4.851962602523091e-20,9.581102865052056e-11,0.3563844719290619,5.576135304528623e-17,8.789010375874816e-15,5.762641749555058e-20,1.2994852008921952e-23,1.221092238241204e-19,1.6281114529542325e-09,-5.98746493550892e-20,-6.109659006453089e-22,1.2998503551996627e-11,2.1575570833423443e-08,-7.343088931903557e-20,8.691066002409798e-23,6.175962183560497e-20,1.7797466224610894e-14,1.0913618830236754e-20,-2.7383801163561936e-20,-2.7597724354048543e-27,4.196631931126301e-09,3.366966936668383e-11,1.6275776958189037e-16,2.0805882515707857e-19,3.217472455194654e-19,1.031378400534902e-21,-1.2049718801175435e-24,2.639889453957613e-20,2.6001033761598107e-36,7.603816700588028e-16,1.8045012584915068e-21,6.272811342690516e-20
0.10417045525549598,0.8634148454294953,3.76,0.0,9.048610446099483e-12,1.089939600071566e-06,1.0261999663010004,3.583697791456806e-18,2.341139193064881e-17,6.179461152845812e-13,3.5054564250727725e-10,2.5616441058320016e-23,0.00025176009485067247,0.0005862550860176213,0.20770326051056368,4.4453510852130825e-09,4.522962492679734e-07,4.794669036202413e-16,1.4074514394029737e-24,1.5349073839516018e-19,5.7645659375085866e-24,1.533180036046976e-08,0.2607766186080916,5.248361186277733e-10,2.7538485491762947e-27,2.912623321287759e-21,2.4777846227860124e-16,6.4563881662003985e-21,8.359360588752122e-17,2.165400992942156e-15,6.546640763537455e-20,7.579563742248964e-28,4.851902541202422e-20,9.58094262872779e-11,0.35638447099885145,5.576053004846268e-17,8.789108365431204e-15,5.762708415771894e-20,1.2995145953307831e-23,1.2210937049250303e-19,1.6280842247196506e-09,-6.790944411081513e-21,-1.1763070547918177e-22,1.2998285867718352e-11,2.1575570979652644e-08,-7.570363411141979e-21,8.693219235319512e-23,6.176032997400484e-20,1.7797222054451798e-14,1.1194184362242287e-20,-2.3135084752572778e-21,-5.3204365922947815e-28,4.196567017605255e-09,3.366966927870336e-11,1.6275776994219409e-16,4.015645005982947e-20,3.2174724623171573e-19,1.9884614715946172e-22,-1.7441843120859768e-25,2.6398453021909184e-20,3.1954018642546474e-36,7.603689611038462e-16,3.4792487581677607e-22,6.272811356576273e-20
0.10463315745560091,0.8634148443840743,3.76,0.0,9.048759137525808e-12,1.0899018466086904e-06,1.0261999713425176,3.522569362694444e-18,2.335937850540102e-17,6.179465882162039e-13,3.505314891743935e-10,2.5580233884542194e-23,0.00025175603943119367,0.0005862456443764327,0.20770326221779828,4.445351158642754e-09,4.522816765598192e-07,4.794591327219844e-16,1.150039443962975e-24,1.5350204868322842e-19,5.762199032555427e-24,1.533155739313752e-08,0.2607766195042275,5.248192830048984e-10,-1.2619033398872344e-30,2.445675045354287e-21,2.477775851700856e-16,6.3869775733449805e-21,8.35799051779347e-17,2.1654097208404657e-15,6.546589415063897e-20,7.274947311702116e-28,4.851844791544309e-20,9.580788320787143e-11,0.3563844701030487,5.576052304788898e-17,8.789203764791831e-15,5.762769640331459e-20,1.2995186239915086e-23,1.2210944652320902e-19,1.6280580038675932e-09,-3.4177982831725146e-20,-3.470408075077065e-22,1.2998076237727354e-11,2.1575571120470862e-08,-4.192563697148198e-20,8.692150322472366e-23,6.176098624160775e-20,1.7796914397396716e-14,1.1064594759077082e-20,-1.220577956959897e-20,-1.5675925135685712e-27,4.196504505606873e-09,3.366966919398561e-11,1.6275777028920941e-16,1.180993763659917e-19,3.217472469177255e-19,5.858240625337344e-22,-6.190671879810721e-25,2.6398027837273265e-20,2.9192801694070743e-36,7.603567223638829e-16,1.0249021046415894e-21,6.272811369950923e-20
0.10509585965570584,0.8634148433768098,3.76,0.0,9.048902394096522e-12,1.0898654910165027e-06,1.02619997619742,3.675442313590366e-18,2.348511204193565e-17,6.17947108854776e-13,3.505178603223932e-10,2.56661830596237e-23,0.00025175213413456007,0.0005862365522169975,0.2077032638618373,4.445351229132003e-09,4.522676413134566e-07,4.794518818641233e-16,1.7828590318659946e-24,1.5357609113359407e-19,5.769646791725967e-24,1.5331323422926496e-08,0.2607766203672002,5.248030717539781e-10,6.779775998375398e-27,3.5927753332414795e-21,2.478210447498394e-16,6.55722647348163e-21,8.360956274827354e-17,2.1652873374302188e-15,6.546539887144266e-20,8.02383014038892e-28,4.851789081946995e-20,9.580639724531795e-11,0.35638446924039674,5.575964490819426e-17,8.789295095158177e-15,5.762832304797477e-20,1.2995494897531903e-23,1.2210959444534232e-19,1.628032753577441e-09,2.4532958844427645e-20,2.1601116593757804e-22,1.2997874366667674e-11,2.1575571256081125e-08,3.048565981104401e-20,8.694618952652374e-23,6.176165090535219e-20,1.779669873793697e-14,1.1385305095913155e-20,9.366584727888692e-21,9.752526560501437e-28,4.19644430740698e-09,3.3669669112393665e-11,1.6275777062333584e-16,-7.33720920111008e-20,3.217472475782242e-19,-3.6443509800408703e-22,4.197362409630562e-25,2.6397618393152692e-20,3.5995498708852594e-36,7.603449366250655e-16,-6.375034899988135e-22,6.272811382827684e-20
0.10555856185581076,0.8634148424064905,3.76,0.0,9.049040487552584e-12,1.0898304799752776e-06,1.0261999808728681,3.548012922342594e-18,2.3377759581885974e-17,6.179475386808181e-13,3.5050473539539733e-10,2.5591843091226603e-23,0.00025174837319017867,0.0005862277961681263,0.2077032654450909,4.445351297306275e-09,4.5225412819979e-07,4.794445968428916e-16,1.247316529301457e-24,1.5354798934968308e-19,5.7640759144644834e-24,1.533109809689404e-08,0.2607766211982783,5.247874591019017e-10,1.021574689484558e-27,2.621869567561406e-21,2.4780039124369205e-16,6.414213723022407e-21,8.358240289300035e-17,2.165339718372117e-15,6.54649229696156e-20,7.389417924924241e-28,4.851735561618191e-20,9.580496621463745e-11,0.35638446840962745,5.57599321983434e-17,8.789383716864338e-15,5.762887819185001e-20,1.29954422731188e-23,1.2210964214935797e-19,1.6280084367184516e-09,-2.855477301121657e-20,-2.6126664639437414e-22,1.2997679958885245e-11,2.1575571386677207e-08,-3.529077954970319e-20,8.69244717960731e-23,6.176224844482225e-20,1.7796386307820172e-14,1.1114457506440332e-20,-9.673292489600037e-21,-1.1797429916579117e-27,4.196386334384473e-09,3.3669669033829427e-11,1.6275777094517075e-16,8.871979026240938e-20,3.2174724821446576e-19,4.408424496806033e-22,-4.753923079655226e-25,2.639722408195475e-20,3.0238163878177955e-36,7.603335865896074e-16,7.711309665730363e-22,6.272811395232213e-20
0.10602126405591569,0.8634148414705318,3.76,0.0,9.04917340619216e-12,1.0897967637263536e-06,1.0261999853755042,3.611577139353661e-18,2.343198141205667e-17,6.179479886670934e-13,3.504920964404423e-10,2.5628794532138916e-23,0.0002517447512638664,0.0005862193637498538,0.2077032669698247,4.4453513627647085e-09,4.522411131583635e-07,4.794377898540196e-16,1.5217964976274595e-24,1.5354286067928493e-19,5.766455665070371e-24,1.53308811023166e-08,0.26077662199864593,5.247724249706424e-10,3.97574099415039e-27,3.1195900288581386e-21,2.478103894970129e-16,6.487367334876741e-21,8.359472307088773e-17,2.165271730792773e-15,6.54644639499949e-20,7.714739415047909e-28,4.851683933174848e-20,9.580358807588432e-11,0.3563844676095573,5.575941911011286e-17,8.78946812482623e-15,5.762944304529984e-20,1.2995631995625746e-23,1.2210975101840117e-19,1.6279850186290088e-09,1.3767479635109676e-21,-1.6287072936899657e-23,1.2997492736123463e-11,2.157557151245153e-08,2.0788340710274178e-21,8.693498254013818e-23,6.176284984794955e-20,1.7796157710504593e-14,1.125316642911542e-20,1.9593054771121865e-22,-7.400488570893555e-29,4.196330503932766e-09,3.366966895815995e-11,1.6275777125507079e-16,5.626138408940208e-21,3.217472488270849e-19,2.766460423240427e-23,-1.416001061832582e-26,2.6396844346912036e-20,3.318796517974553e-36,7.603226560468123e-16,4.842205764112537e-23,6.272811407175719e-20
