Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631)
0.0032382597364542473,0.9130823418779945,3.76,0.0,1.5703667882535005e-11,3.821018598889918e-05,1.0191828839891461,5.581399750989944e-15,6.949845738340651e-15,6.6066085300335756e-12,2.3508989434138388e-08,7.48023933053095e-21,0.0019245183369417497,0.006278616476330585,0.32010555277147007,9.030384074867514e-09,2.37958141096281e-05,8.657901015735982e-15,6.506638183775084e-23,8.431967834306762e-19,1.551469096040278e-22,1.8437274131394092e-07,0.3645977238570828,1.9815587639904186e-08,1.5409595098420923e-25,1.119277258180549e-19,1.1460451029651128e-15,2.536119320814798e-19,5.691147361771226e-15,1.230274844947847e-13,1.5225857410692546e-18,1.7242145082055997e-26,1.7669364215623416e-18,9.259567852715437e-10,0.3070971157210922,1.1379818828310684e-15,2.831117314971285e-14,2.7696045562438947e-19,2.0917143178238171e-22,1.647404758222886e-18,1.417532100241771e-08,1.0912498596061217e-20,5.376846961760457e-25,8.314816126295848e-11,2.870219965807076e-08,-8.534236034485854e-21,2.622124121979001e-21,3.125746817442021e-19,2.898918789261229e-13,7.50294990962347e-20,8.460039971519845e-21,2.6490962108977713e-31,1.9384602598608117e-08,6.078908134942292e-11,3.554117234959182e-16,6.58052180057448e-25,7.917993077898199e-19,-3.5581467220986653e-26,2.1453942075375055e-25,4.390343663196796e-19,1.6305062977627185e-34,9.44125496917801e-15,-2.3226702695851087e-25,1.606531277679643e-19,9.159996805108765e-18,1.3731761593122533e-12,5.688701627452895e-16,7.988515227754708e-15,2.4834622439984485e-16,4.1361803337081553e-16
0.003265173828650652,0.9130768103047063,3.76,0.0,1.5742788810062778e-11,3.757759432709374e-05,1.0192041699499819,5.436322075618946e-15,6.819411156777337e-15,6.57471847359458e-12,2.3087805325911566e-08,7.320926676424317e-21,0.001908544536626715,0.0062266189949507535,0.320118253906312,9.032657517392719e-09,2.3401877316297394e-05,8.58868171971317e-15,6.457892075250617e-23,8.436125408021468e-19,1.544756407445527e-22,1.8294877226942106e-07,0.36460137668692966,1.9497642715981898e-08,1.5231621484136094e-25,1.1115789604349023e-19,1.1474855441740483e-15,2.518150552159061e-19,5.623185060444254e-15,1.2168795597503983e-13,1.5000611876154687e-18,1.714905977990615e-26,1.7396753467245558e-18,9.182844701223823e-10,0.30709346459247633,1.129692953684774e-15,2.8322827408329152e-14,2.7693202599116914e-19,2.0701136503336204e-22,1.6394834317302845e-18,1.4057875382842842e-08,-7.723805154270582e-21,-2.864300678661917e-25,8.245179263813436e-11,2.870176564668855e-08,2.813465158394262e-21,2.6015004774168727e-21,3.123588129160746e-19,2.876550538390177e-13,7.504803730351327e-20,8.433634816441869e-21,3.4441420344153577e-31,1.923133593686404e-08,6.078832767026081e-11,3.5541303090120036e-16,8.93565462921495e-24,7.918022211019462e-19,4.050042888486333e-26,2.138706223129597e-25,4.353951176979544e-19,1.6234476562304518e-34,9.363010664285291e-15,5.660341556644507e-26,1.6065371879260302e-19,9.083748564429505e-18,1.3504384749242968e-12,5.644856728892701e-16,7.856248124548002e-15,2.462875076348245e-16,4.101977122912828e-16
0.003292087920847057,0.9130713730347005,3.76,0.0,1.5781641056542428e-11,3.6960809072783954e-05,1.0192250913905707,5.296088483409809e-15,6.6924002605874714e-15,6.543200873094935e-12,2.267752944322919e-08,7.16627988620746e-21,0.0018928396403725145,0.0061754951136092,0.3201307482813912,9.034895760761172e-09,2.301778673436031e-05,8.520587833055165e-15,6.410152628351093e-23,8.440730363116774e-19,1.5380996370087614e-22,1.815472038246735e-07,0.36460497537705555,1.9187406234265258e-08,1.5058429574627753e-25,1.10401297599659e-19,1.1489016373127223e-15,2.500490742632038e-19,5.5565365849599156e-15,1.2037186769758606e-13,1.4780855275703364e-18,1.705734451020368e-26,1.713080948943688e-18,9.107410956748772e-10,0.30708986757652573,1.121526284895929e-15,2.833420194943016e-14,2.7690419976164795e-19,2.0490189731159305e-22,1.631654188547255e-18,1.3942403418801094e-08,-2.7088292004980876e-21,-1.343762122009884e-25,8.176724523116107e-11,2.8701348129735684e-08,6.0603619567076766e-21,2.5811980125847257e-21,3.1214793474091426e-19,2.854532416663243e-13,7.506688996689964e-20,-5.3849044589345765e-21,2.922174563534856e-32,1.9080628060056328e-08,6.078758572909877e-11,3.5541431738047495e-16,-4.770423138619616e-24,7.918050877768519e-19,6.308882046267464e-27,-1.3654066781991947e-25,4.3181706007493236e-19,1.6165413601450668e-34,9.286084789950555e-15,1.4366678486287395e-25,1.6065430035698137e-19,9.008787355347417e-18,1.3282691932971567e-12,5.601700186775106e-16,7.72728722235077e-15,2.4426348946177343e-16,4.0683476931862235e-16
0.003319002013043462,0.9130660277159518,3.76,0.0,1.5820228389534514e-11,3.6359309780227595e-05,1.0192456574640243,5.160503645153028e-15,6.568699579254736e-15,6.512049245401845e-12,2.227779568755357e-08,7.016126865694515e-21,0.0018773970165441257,0.006125223327359782,0.32014304081266226,9.037099617994617e-09,2.2643218194436565e-05,8.453592549499307e-15,6.363313626199839e-23,8.445359557039804e-19,1.531486089285041e-22,1.8016752067406605e-07,0.3646085210831027,1.888463202065418e-08,1.4888899887470096e-25,1.0965350761215294e-19,1.1502867459761174e-15,2.483053733265839e-19,5.491167554464963e-15,1.1907867315244338e-13,1.4566411347018043e-18,1.6966921779892308e-26,1.6871317434428674e-18,9.033234874204923e-10,0.30708632351822795,1.1134793119163512e-15,2.8345307101877378e-14,2.7687697429557754e-19,2.0284147049302073e-22,1.6239154360223371e-18,1.3828856522305119e-08,1.0770680224291125e-20,4.452011601811299e-25,8.109422508468688e-11,2.870094651205866e-08,-6.209434009848525e-21,2.561209609397451e-21,3.119419106070355e-19,2.8328564271448464e-13,7.508518650443955e-20,-4.0950850414909105e-21,-2.4431872753772145e-31,1.893241604921654e-08,6.078685525521604e-11,3.5541558339768715e-16,-3.685312381712986e-24,7.918079088487715e-19,-2.976134674974397e-26,-1.03860371505735e-25,4.28298686044848e-19,1.609739818374051e-34,9.210444736573338e-15,-1.0373699910686558e-25,1.606548726708545e-19,8.935081353961664e-18,1.3066495987847934e-12,5.559216198291333e-16,7.601523667020104e-15,2.422733114319165e-16,4.0352779424316894e-16
0.0033728301974362716,0.9130556038843287,3.76,0.0,1.5896623099968186e-11,3.520019264083158e-05,1.0192857586153363,4.902544314904037e-15,6.3307976432287405e-15,6.450818686591323e-12,2.1508565061413354e-08,6.7286518419774076e-21,0.001847273131925732,0.006027153491874914,0.3201670392421829,9.0414073027833e-09,2.1921416054023562e-05,8.322794758403034e-15,6.271692316548692e-23,8.454216696171509e-19,1.51837445276572e-22,1.7747182680250662e-07,0.36461545800755363,1.8300533969392494e-08,1.455950156266554e-25,1.0817873649479453e-19,1.1529568343818548e-15,2.448712782675786e-19,5.3641360207811486e-15,1.1655885932470582e-13,1.41527911946938e-18,1.6789455132121863e-26,1.637087219437939e-18,8.888533838940056e-10,0.30707938981242255,1.097734671416679e-15,2.83667435557889e-14,2.7682427072541876e-19,1.9886183391808522e-22,1.6087032053733951e-18,1.3607351422691412e-08,-4.8138355139968295e-21,-2.4478491602856275e-26,7.978163865330081e-11,2.8700188714103527e-08,7.372136763725267e-21,2.5221476269973898e-21,3.1154385863308405e-19,2.790500053892673e-13,7.511932581672909e-20,3.554385328730734e-20,8.640068814560086e-31,1.8643238101125735e-08,6.078542766780486e-11,3.554180558388635e-16,8.208481768331028e-23,7.918134181804482e-19,4.8491528125398545e-25,9.011766661093771e-25,4.2143520263261743e-19,1.596320244290156e-34,9.06289695063073e-15,1.1969571338139202e-24,1.6065599035769058e-19,8.791312837217406e-18,1.2649883904835144e-12,5.476205051197611e-16,7.35917517448606e-15,2.383911814695658e-16,3.970763342258449e-16
0.0034209485287425455,0.9130465752705339,3.76,0.0,1.5964053421513552e-11,3.4211040928130075e-05,1.0193204875572048,4.685930820416773e-15,6.128303632336854e-15,6.397260968196715e-12,2.085329069793517e-08,6.485329842563144e-21,0.0018211711840591528,0.005942172126843212,0.32018785430403207,9.045149190359517e-09,2.1305464386175754e-05,8.209342033010425e-15,6.190945886733484e-23,8.460883122478254e-19,1.5067497679093768e-22,1.751313813437634e-07,0.3646214905225435,1.780141069109356e-08,1.4279841532315096e-25,1.0690650973227114e-19,1.1553067767575936e-15,2.4190805938858887e-19,5.2545932433552915e-15,1.143787503061013e-13,1.3799423753799228e-18,1.6633736072492183e-26,1.5943395104969417e-18,8.763145939023696e-10,0.30707336009104835,1.0840416703246392e-15,2.8385081399802534e-14,2.767791073081317e-19,1.9545621437845182e-22,1.59539593047765e-18,1.3415410046747487e-08,2.8513155151967238e-21,2.951573496953799e-25,7.864459112281923e-11,2.869955970642583e-08,7.227751203874928e-21,2.4882272436139535e-21,3.1120315716770396e-19,2.7537205495931844e-13,7.515343007126819e-20,3.050255744967112e-20,8.498340794245182e-31,1.839260204815771e-08,6.078418782003182e-11,3.5542020108148154e-16,-1.9299032954052524e-23,7.91818198395345e-19,1.812573480457312e-26,7.735706516788179e-25,4.1548786966562123e-19,1.5842970229069096e-34,8.93505172082395e-15,5.507285377483498e-25,1.6065696013044124e-19,8.666749579898692e-18,1.2294369561476082e-12,5.404129330579141e-16,7.152367300700827e-15,2.3502747153995333e-16,3.9148563751024747e-16
0.0034690668600488193,0.9130378078039104,3.76,0.0,1.6030691911693433e-11,3.326367819481631e-05,1.0193542077863929,4.4815718926467755e-15,5.934845554904684e-15,6.344780280122592e-12,2.0226745891703517e-08,6.25405898589632e-21,0.0017958152586950709,0.005859615026263191,0.32020809285887614,9.048792549037565e-09,2.0715544505306916e-05,8.099026588493874e-15,6.113128419851674e-23,8.467788093651011e-19,1.495268056250223e-22,1.7285367162407738e-07,0.3646273700000497,1.7322783197838504e-08,1.4005051378563706e-25,1.0564721116216361e-19,1.1576606732980557e-15,2.3898202893868127e-19,5.148662557195637e-15,1.1226413811155503e-13,1.3460635926783736e-18,1.6482043573461476e-26,1.5533614557431917e-18,8.641336102259583e-10,0.3070674833315066,1.0706953282777041e-15,2.8402685281949477e-14,2.7673569980511188e-19,1.921860888944944e-22,1.5823550983131419e-18,1.3228945552887137e-08,-4.592962311823381e-20,-1.825473634436526e-24,7.754030088676948e-11,2.869897343508341e-08,3.7468612809204244e-20,2.4552106628480475e-21,3.1087596964528144e-19,2.7179225302597474e-13,7.518951831851199e-20,-1.2177559797990905e-20,2.6357125152651196e-30,1.814906784183103e-08,6.07829808387735e-11,3.554222874759784e-16,1.8383672250049484e-22,7.918228474609634e-19,1.4087128243616044e-24,-3.091577985744545e-25,4.0971032587906443e-19,1.5726504612850502e-34,8.810862790852535e-15,4.533970838868529e-24,1.6065790329926564e-19,8.545755619658834e-18,1.1953882574391101e-12,5.333981954728109e-16,6.9543004391098416e-15,2.317599849234364e-16,3.8605420189473973e-16
0.003517185191355093,0.9130292904925438,3.76,0.0,1.60965577553353e-11,3.23557905345373e-05,1.0193869619922564,4.288636074656051e-15,5.749917935101437e-15,6.2933444986953925e-12,1.9627307700683792e-08,6.034093593717234e-21,0.0017711743140433683,0.005779381495168329,0.3202277780892894,9.052341232165697e-09,2.0150215731188256e-05,7.991722102954122e-15,6.03587358350308e-23,8.475472603518839e-19,1.4839269912711555e-22,1.7063625261781046e-07,0.3646331020158397,1.6863549107115548e-08,1.3765418019863064e-25,1.0448808039684616e-19,1.1598722165091304e-15,2.36256347214782e-19,5.046184010724669e-15,1.1021241128560573e-13,1.3135639648211849e-18,1.6332490816771614e-26,1.5140570820113137e-18,8.522955684671507e-10,0.30706175396101193,1.0576830087390677e-15,2.841959602387215e-14,2.766939900416851e-19,1.8904453103310835e-22,1.5695728106359144e-18,1.3047730428539196e-08,4.372050107949646e-20,1.2155272000772095e-24,7.646739421018317e-11,2.8698427256898423e-08,-2.3630305733257126e-20,2.4230672542001773e-21,3.105616362788432e-19,2.6830679952396494e-13,7.523008668701994e-20,-2.189819105617882e-20,-6.597154148135808e-30,1.791234084618934e-08,6.078180544320575e-11,3.5542431726436106e-16,-6.234969800686517e-22,7.918273703749058e-19,-3.766010911642811e-24,-5.54031701413091e-25,4.0409551390802356e-19,1.5610470163894392e-34,8.690177654105134e-15,-9.217214531996315e-24,1.6065882087778235e-19,8.42818206770754e-18,1.1627591144867433e-12,5.265687913838207e-16,6.764490794973247e-15,2.2858470709383406e-16,3.807754220355259e-16
0.003565303522661367,0.9130210129501074,3.76,0.0,1.616166952895146e-11,3.148522238317298e-05,1.0194187904882068,4.1063489794341e-15,5.573044751341324e-15,6.24292298197385e-12,1.9053465364323903e-08,5.824736404022368e-21,0.0017472190094955777,0.0057013763475097885,0.3202469319485268,9.055798892030885e-09,1.9608133285033664e-05,7.887308990866482e-15,5.966106885995144e-23,8.481597303597051e-19,1.4727095416041642e-22,1.6847680619881834e-07,0.36463869188376097,1.6422677787497874e-08,1.3455602046565287e-25,1.031423165756807e-19,1.1620070879333835e-15,2.332409977061365e-19,4.947005608300153e-15,1.0822108986747968e-13,1.2823697831954122e-18,1.6190512245933404e-26,1.4763366400908922e-18,8.40786417414817e-10,0.30705616666854313,1.0449933725027044e-15,2.8435854455303376e-14,2.7665391809532625e-19,1.8602464302220618e-22,1.5570415214133549e-18,1.2871549607017575e-08,-3.838350061087367e-20,2.1163202963217884e-26,7.542457310360552e-11,2.8697918712243228e-08,2.4485155220064396e-20,2.391754231954065e-21,3.1025950877993153e-19,2.649120886882691e-13,7.524014323314979e-20,4.228873927238238e-20,1.5865115639312418e-29,1.7682142525846042e-08,6.078066041782527e-11,3.5542629257683556e-16,1.5651624886213799e-21,7.918317718854708e-19,9.738205860627934e-24,1.0689822047494049e-24,3.9863676266511e-19,1.550453205575551e-34,8.572852189801309e-15,2.4574998326053472e-23,1.606597138290691e-19,8.313888213170226e-18,1.1314719052625977e-12,5.199176085259372e-16,6.5824868698970804e-15,2.2549784431478936e-16,3.7564305350938107e-16
0.003603157939607175,0.9130146631297416,3.76,0.0,1.6212374551887064e-11,3.082526214767901e-05,1.0194432041482668,3.96997258267716e-15,5.4392757419961355e-15,6.203950043890989e-12,1.861909314784104e-08,5.6670784847630794e-21,0.0017288371957789386,0.005641517267589025,0.32026164036356125,9.058457315090035e-09,1.9197198861082392e-05,7.807125585957716e-15,5.90540235324911e-23,8.485964975314845e-19,1.463939155439909e-22,1.6681728213856662e-07,0.3646429928167003,1.6088122822557643e-08,1.3304722288323488e-25,1.0232553938314359e-19,1.1636665315475598e-15,2.3127365590834285e-19,4.871209287005974e-15,1.0669543502633609e-13,1.258702061637809e-18,1.6075444981969755e-26,1.4477207148490942e-18,8.31954671383043e-10,0.3070518677143695,1.0352295497089205e-15,2.844821249384653e-14,2.7662356432606955e-19,1.8373084483234385e-22,1.5473548554871386e-18,1.2736353999458067e-08,-1.273423912404372e-20,-2.8540572534793763e-25,7.462453203695095e-11,2.8697543588849824e-08,1.5565068524844852e-20,2.3676979303540664e-21,3.1003010739798784e-19,2.623030195846967e-13,7.528089783174478e-20,3.50741617575828e-20,1.8299060399906057e-30,1.750546258494808e-08,6.077978022309145e-11,3.5542780959544475e-16,9.692447106350438e-23,7.9183515218712485e-19,6.133982862355698e-25,8.89298536161212e-25,3.944479400893579e-19,1.5410635723704349e-34,8.482824818599537e-15,1.9063940183899874e-24,1.6066039960528609e-19,8.226191685679946e-18,1.1077542551273606e-12,5.14805986865757e-16,6.4445162397640406e-15,2.2312921509095555e-16,3.7170447648001733e-16
0.003641012356552983,0.913008451049161,3.76,0.0,1.6262632679562938e-11,3.0186231023363368e-05,1.0194670861719102,3.839429479853856e-15,5.310016377478769e-15,6.165572611219419e-12,1.819904473206313e-08,5.515297114133228e-21,0.0017108496357337692,0.005582939708747997,0.32027604248813046,9.061063167772962e-09,1.8799301490825077e-05,7.728608691880343e-15,5.849558545680992e-23,8.491435204304286e-19,1.455276580283573e-22,1.6519124726716802e-07,0.36464721128180655,1.5763894611771714e-08,1.3131756809630968e-25,1.0144313733931712e-19,1.1653382427879422e-15,2.2919812008171837e-19,4.797300730176033e-15,1.052046025252272e-13,1.2357681318998568e-18,1.596504517927797e-26,1.4199948335200754e-18,8.233120645532455e-10,0.3070476511877141,1.0256531449259816e-15,2.846020781895093e-14,2.7659418803776575e-19,1.8150574802874975e-22,1.5378156035943679e-18,1.260405354327303e-08,1.1895790594695903e-20,3.807918436671455e-25,7.384178070848264e-11,2.8697189285915008e-08,-6.0410923403290996e-21,2.3441237985212883e-21,3.0980765316607473e-19,2.5974639259828445e-13,7.531471333932333e-20,-2.192065816269232e-21,-1.4181247323983347e-30,1.7332537570219822e-08,6.077891757371905e-11,3.5542929511089616e-16,-1.189925148019888e-22,7.918384622827128e-19,-7.124202228337636e-25,-5.53696874854585e-26,3.903488618330029e-19,1.5324832336742678e-34,8.394728998770806e-15,-1.880185146829569e-24,1.6066107113974579e-19,8.140380690127097e-18,1.084789183355757e-12,5.097973322809248e-16,6.310923213350942e-15,2.208114167583058e-16,3.6785010814277095e-16
0.0036750813318042106,0.9130029743388579,3.76,0.0,1.6307489719964177e-11,2.9628274683466827e-05,1.0194881394381263,3.726677406835652e-15,5.197380650428426e-15,6.131530983928981e-12,1.7832742676735e-08,5.383491378548895e-21,0.0016949877075995593,0.005531282472999136,0.3202887502011125,9.063364770376662e-09,1.845189051311295e-05,7.659326531935537e-15,5.800660251616584e-23,8.496549750347238e-19,1.4475700381190685e-22,1.637556343618246e-07,0.3646509392770471,1.5480571771135854e-08,1.2963159428936302e-25,1.0063890068473317e-19,1.1668042169302464e-15,2.273475796841897e-19,4.732344801231808e-15,1.0389175117926861e-13,1.215730241417646e-18,1.586763665800805e-26,1.395772416968156e-18,8.156905413728086e-10,0.30704392490360144,1.0171903591748673e-15,2.847070669173784e-14,2.765685715101275e-19,1.795597395294288e-22,1.5293535848718408e-18,1.248738362438476e-08,-1.1145512079744783e-20,-5.368304814239872e-25,7.315163606631757e-11,2.8696887393832842e-08,3.0068864536560886e-21,2.3233098392136157e-21,3.0961318249521156e-19,2.574889982053741e-13,7.533789984957474e-20,-9.14798556022541e-21,-1.3630014116438912e-31,1.7180018562166e-08,6.077815576458147e-11,3.554306058971623e-16,6.993031989470979e-24,7.918413830311298e-19,3.025476708003941e-28,-2.319759256959883e-25,3.867341008946899e-19,1.5249653537307716e-34,8.317044111416086e-15,-2.1855261536495985e-26,1.606616636865478e-19,8.064713971718545e-18,1.0647380853466658e-12,5.053750794679525e-16,6.194281193208141e-15,2.1876753924220621e-16,3.6445100093121574e-16
0.003709150307055438,0.912997602610262,3.76,0.0,1.6351997380383208e-11,2.9085957645176998e-05,1.0195087876255875,3.618199229798448e-15,5.0881101369092396e-15,6.0979512946339746e-12,1.7477124966206444e-08,5.256033605532861e-21,0.001679426478340435,0.005480602760990846,0.3203012238516244,9.065626136129917e-09,1.8114222039704995e-05,7.59131782834151e-15,5.752269277633236e-23,8.500132229370121e-19,1.4398973438692457e-22,1.6234565806092893e-07,0.36465460392763394,1.5204983102329935e-08,1.2789944909582902e-25,9.984331984335723e-20,1.1681926110433382e-15,2.2555667454922866e-19,4.668822458378774e-15,1.0260550540682871e-13,1.196241720160511e-18,1.577154878910891e-26,1.3722161810193467e-18,8.082132888719465e-10,0.30704026193329975,1.0088715176130543e-15,2.848093625639166e-14,2.7654372337730743e-19,1.7766540431059798e-22,1.5210059443757299e-18,1.2372922063055412e-08,2.4998305373269086e-21,2.9037339305738216e-25,7.247467232415244e-11,2.8696600874701557e-08,4.5918811099355996e-21,2.3028679276260537e-21,3.09423970695199e-19,2.552717629973507e-13,7.535536752558653e-20,5.002768040847271e-21,1.616257470147394e-30,1.7030363981352197e-08,6.077740738843522e-11,3.55431892552494e-16,2.0215863319484667e-22,7.918442500033373e-19,1.2919282551780352e-24,1.263714926568824e-25,3.8318779263019356e-19,1.5174000110352069e-34,8.240832248672448e-15,3.1439241265291994e-24,1.6066224532441345e-19,7.99048514502314e-18,1.0452493748547913e-12,5.01031658168664e-16,6.080910496438232e-15,2.1676242542808925e-16,3.611161322202288e-16
0.0037432192823066653,0.9129923329304563,3.76,0.0,1.639616148288131e-11,2.8558702903158082e-05,1.0195290421263588,3.51380184201181e-15,4.9820782858115835e-15,6.064824307011736e-12,1.713178871207681e-08,5.132744106927358e-21,0.0016641576246180221,0.005430873561256627,0.32031346971592867,9.067848314590182e-09,1.7785936433822e-05,7.524548410898882e-15,5.703665566637956e-23,8.50362522277842e-19,1.4322616974533487e-22,1.6096065112250911e-07,0.3646582067878706,1.4936850651891295e-08,1.2658396968165752e-25,9.908358111836585e-20,1.1695596583001661e-15,2.2373139550149615e-19,4.606691159795612e-15,1.0134514691208304e-13,1.1772827426998704e-18,1.5675729503485437e-26,1.3493020106609554e-18,8.008763197020636e-10,0.30703666072331676,1.0006933170896928e-15,2.8490907659563644e-14,2.7651963623058287e-19,1.7582098221233809e-22,1.5127704109357993e-18,1.2260607828396894e-08,4.907059850193179e-20,2.2874797562794744e-24,7.1810521926074e-11,2.869632907307245e-08,-2.2104211311220123e-20,2.2827901829317586e-21,3.09239857462515e-19,2.530936478193977e-13,7.538563325906175e-20,1.2654557602073908e-20,5.9950246686029555e-31,1.6883494781621425e-08,6.077667209653096e-11,3.554331557003785e-16,-6.449976230279149e-23,7.918470645890392e-19,-4.225466503815644e-25,3.210741171834904e-25,3.797080442354313e-19,1.509683314377962e-34,8.16605256218708e-15,-8.964870799411527e-25,1.6066281633521847e-19,7.917654314872536e-18,1.0263022847148474e-12,4.967650203648185e-16,5.9706903379002676e-15,2.1479500011441693e-16,3.578437293724383e-16
0.0037772882575578927,0.9129871624622014,3.76,0.0,1.643998772095643e-11,2.8045959843968047e-05,1.0195489139100298,3.4132958414694834e-15,4.8791634076289385e-15,6.032141074655275e-12,1.6796349548642244e-08,5.013450264791475e-21,0.0016491731268812007,0.005382068845728025,0.3203254938491314,9.07003231954623e-09,1.7466690487448382e-05,7.458985319309777e-15,5.656497584088135e-23,8.508888337420446e-19,1.4247206029304592e-22,1.595999692154282e-07,0.364661749362629,1.4675908942566737e-08,1.24986007671541e-25,9.832039901016392e-20,1.1709824105324625e-15,2.219699516840673e-19,4.545909673013906e-15,1.0010998196062023e-13,1.1588343524749415e-18,1.5582099927866795e-26,1.327006847335419e-18,7.936757916832249e-10,0.3070331197695638,9.926523830867465e-16,2.850063209002374e-14,2.7649630094547936e-19,1.7402469436036256e-22,1.5046447752651895e-18,1.2150382111361905e-08,-1.2879292467332753e-20,-5.239551969129455e-25,7.11588308090597e-11,2.869607136553051e-08,-1.987810773447208e-21,2.2630652498473252e-21,3.0906068192191017e-19,2.5095364866537634e-13,7.541064703193674e-20,4.142575935486299e-21,3.858563996987279e-31,1.6739334794820472e-08,6.077594955187168e-11,3.554343959424551e-16,5.527854771676359e-23,7.918498281292126e-19,3.7298157411600025e-25,1.0490858303434783e-25,3.762930318452425e-19,1.5023696879093668e-34,8.092665696954337e-15,7.921575022859036e-25,1.606633769909612e-19,7.84618304516594e-18,1.0078770070341034e-12,4.925731882381524e-16,5.863505496933516e-15,2.1286422741447961e-16,3.546320842117056e-16
0.00381135723280912,0.9129820884777977,3.76,0.0,1.6483481610005e-11,2.754720230904044e-05,1.0195684135458458,3.316507864270285e-15,4.779250151061484e-15,5.999892795436788e-12,1.647044045689531e-08,4.897990150772119e-21,0.001634465254020251,0.00533416352191072,0.3203373020946415,9.072179131244904e-09,1.7156156495204585e-05,7.394596742142958e-15,5.611532860080847e-23,8.514137979592806e-19,1.4172916627343215e-22,1.5826298974100685e-07,0.36466523310932797,1.4421904096310329e-08,1.237072166485122e-25,9.758282293273055e-20,1.1723788636727472e-15,2.202731362908537e-19,4.48643864535909e-15,9.889934019036397e-14,1.140878450033676e-18,1.549045655297252e-26,1.305308682201029e-18,7.866080007582362e-10,0.30702963761537844,9.847452393972607e-16,2.8510119648402063e-14,2.764737126959823e-19,1.7227497451444138e-22,1.4966268732975702e-18,1.2042188216909724e-08,-8.506184652024379e-20,-3.988724841594533e-24,7.051925775887401e-11,2.8695827157438502e-08,4.773506222085193e-20,2.2436860094899527e-21,3.0888630294572876e-19,2.4885079545983635e-13,7.544263526761935e-20,-2.1404499811208406e-20,-1.283827767276096e-30,1.6597810589100992e-08,6.077523942921186e-11,3.55435613862547e-16,-9.31539952799143e-23,7.918525419251309e-19,-6.361029380482336e-25,-5.424663715604567e-25,3.7294099720727097e-19,1.495297719625243e-34,8.020633720361746e-15,-1.5021404201947188e-24,1.6066392755558416e-19,7.776034285533067e-18,9.899546177945215e-13,4.884542505494275e-16,5.759245909037691e-15,2.1096910889207498e-16,3.5147954985593386e-16
0.0038454262080603475,0.9129771083506985,3.76,0.0,1.6526648464578654e-11,2.7061927586798083e-05,1.0195875512193555,3.2232705810359443e-15,4.682227817387982e-15,5.9680709145045645e-12,1.6153711278874882e-08,4.786207937524673e-21,0.0016200265513452046,0.005287133392392719,0.3203489000937807,9.074289695406397e-09,1.6854021469419455e-05,7.331351972899108e-15,5.566293929174683e-23,8.516674323563077e-19,1.4098792579486817e-22,1.569491110859561e-07,0.36466865943975807,1.4174593338066126e-08,1.2202157428383565e-25,9.683872863291071e-20,1.1736108722363148e-15,2.18549822283718e-19,4.428239896301218e-15,9.771257389125118e-14,1.1233977109410353e-18,1.5399826492759484e-26,1.284186448406202e-18,7.796693750020418e-10,0.30702621284970055,9.76968954654118e-16,2.851937874700555e-14,2.7645184449582816e-19,1.7057016927153658e-22,1.4887145911154619e-18,1.1935971472322313e-08,7.504210154397155e-20,3.3725112506276704e-24,6.989147383040435e-11,2.869559588105416e-08,-2.7085550077409937e-20,2.2246423324212976e-21,3.087165510907121e-19,2.4678415041386607e-13,7.545556628103198e-20,-1.5862772996576294e-20,6.314761918522291e-31,1.6458851352281133e-08,6.077454141416145e-11,3.5543681002496843e-16,8.054111161527937e-23,7.918552072345592e-19,5.91559012573389e-25,-4.025697993613126e-25,3.6965024481724454e-19,1.4880349935836949e-34,7.949920059056767e-15,1.4152920805287074e-24,1.6066446828420946e-19,7.7071723131575e-18,9.725170526938032e-13,4.844063603724063e-16,5.657806495965146e-15,2.0910868189490967e-16,3.4838453810376783e-16
