Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631)
6.439205867624938e-05,0.9186139043615636,3.76,0.0,0.13323887955479638,0.5526819189306255,0.46964446242565533,1.5331257806851098e-06,1.94755988512989e-05,0.04362043643288289,0.0013096913025346026,7.098247654204539e-07,0.0083411443525186,0.02446380455616773,0.40819146875688805,0.006384498980654765,0.0022102329175897398,4.942331025852981e-06,6.669986470022445e-05,0.022696154354589798,0.001986497575764166,0.000966569872174245,0.24354240573668662,6.643357725679861e-05,2.2470605877465522e-09,0.00031570535825881465,0.04822293512612878,0.00011774042392714054,7.977704219094173e-05,0.00016894246745261448,2.870976366912148e-12,7.469355928618543e-10,9.442594094195746e-12,3.6298444075643626e-06,0.07954398070514888,0.00040779111363931835,0.0011947620447479571,2.4673009626305887e-08,2.22186233429987e-10,6.584636196585217e-08,1.8635798872567802e-08,0.0007387607705145162,1.1165054925242912e-07,9.280197284959613e-11,1.1075601016293135e-05,0.0004210397461296908,5.565910236604928e-10,4.272863246540019e-08,6.812458816242893e-05,3.9302404770553654e-05,0.003480281566849069,1.49653907034852e-09,3.51625804591511e-09,2.1010198255422712e-11,8.15284367302453e-17,7.68469757172668e-06,1.8202014357196918e-19,5.711966592510615e-08,8.824191902417928e-08,3.296645469292602e-12,2.8816545962006354e-08,1.3838898293990379e-11,1.598023080655729e-07,3.6862742724098164e-20,6.436141804013721e-16,3.127434863695558e-11,1.9800294269715693e-12,1.8311143435396448e-13,4.032300545410234e-13,3.6100682245297753e-16
6.442592818966432e-05,0.918741245155546,3.76,0.0,0.13243704579404175,0.5513840976318466,0.47093930925964567,1.5636352104251788e-06,1.9702305229526237e-05,0.043537528027232195,0.0013048143457754927,7.06717482571165e-07,0.008383444821468355,0.024613552283624007,0.4087555066228497,0.006361631864550987,0.0022217845613500004,4.917179498851438e-06,6.644598128236535e-05,0.022572916684438185,0.001971406704047009,0.0009669633962189449,0.24426683192661833,6.610612612498502e-05,2.2500074639824793e-09,0.00031577442794962615,0.04830722955929883,0.00011828365246243802,8.01154181963222e-05,0.00016988145355304596,2.8798416125114453e-12,7.452225628071726e-10,9.471540534435596e-12,3.6406853295196587e-06,0.07982044500486972,0.00040905931144129607,0.0011956912027490916,2.4801276620128183e-08,2.241334031061563e-10,6.583391998810682e-08,1.8774433083491322e-08,0.0007376348748954708,1.121608165059546e-07,9.358493796902557e-11,1.1095360866162969e-05,0.00042053108042819544,5.603487044097749e-10,4.3014147710358524e-08,6.836788371748804e-05,3.945992835757474e-05,0.0034842754666860798,1.494531306492021e-09,3.5496858898739373e-09,2.1093907648614967e-11,8.20853609932777e-17,7.719215587727017e-06,1.832621336468372e-19,5.7357252937071434e-08,8.83433108263788e-08,3.3067229648352564e-12,2.8601766543254624e-08,1.3946484599804697e-11,1.6054413569252185e-07,3.7114548872078236e-20,6.431466926589565e-16,3.1539922258819025e-11,1.9864528343721683e-12,1.8466828801804784e-13,4.059134482815638e-13,3.647235857272463e-16
6.445979770307927e-05,0.9188686223388605,3.76,0.0,0.13163576339909602,0.5500823761944075,0.47223779080910305,1.594802411458822e-06,1.993186924698866e-05,0.04345373041366885,0.0012999157259574897,7.035979861884576e-07,0.008426044055519506,0.024764440484641177,0.4093171632018907,0.006338731269235113,0.002233431825386622,4.891934467248953e-06,6.618967885480912e-05,0.02244930904154541,0.0019563137609162795,0.0009673405257590136,0.24499329625786256,6.577700854219201e-05,2.2529564589546555e-09,0.00031583283014021915,0.04839085486809108,0.00011882837208583654,8.045462141790703e-05,0.00017082548880945455,2.888695406235224e-12,7.43486482677635e-10,9.500446540324768e-12,3.6515091564125553e-06,0.08009784002457078,0.00041032437943096207,0.0011965918553304643,2.4930240522780595e-08,2.2609619570719143e-10,6.58195142587189e-08,1.891440597383653e-08,0.0007364879090032251,1.1267233090458304e-07,9.437545666396643e-11,1.1115122666912927e-05,0.000420008782691896,5.641243395604909e-10,4.33016187222868e-08,6.861108620269534e-05,3.961770137657065e-05,0.003488163416405244,1.4924597420371423e-09,3.5835067218715975e-09,2.1177967866984674e-11,8.264611551603377e-17,7.753713050543964e-06,1.8451267000543717e-19,5.759450092059613e-08,8.844201761459808e-08,3.316785960064392e-12,2.838659068516818e-08,1.4054997289173826e-11,1.6128552604218966e-07,3.736809109991743e-20,6.426611246147406e-16,3.180823354448472e-11,1.9928619979645763e-12,1.8624121031630714e-13,4.086217486988881e-13,3.684843546184357e-16
6.44936672164942e-05,0.9189960331895191,3.76,0.0,0.13083505099886414,0.5487767505622522,0.4735399095891024,1.6266423449120972e-06,2.0164326208587414e-05,0.04336903842688235,0.0012949955425317554,7.00466325886127e-07,0.008468944512069861,0.0249164783825324,0.40987640157784516,0.006315797304578054,0.0022451757391361944,4.866597077866708e-06,6.593095874221244e-05,0.022325336621472874,0.0019412195396472558,0.0009677010615000068,0.24572180052563955,6.544624060693975e-05,2.2559070045374246e-09,0.0003158804547551253,0.04847379987797449,0.00011937456571750618,8.079463511800338e-05,0.00017177457219521617,2.897536721429682e-12,7.417272714810911e-10,9.529309608654773e-12,3.6623147695783263e-06,0.08037616600122113,0.0004115862251472724,0.001197463821696135,2.5059904772906626e-08,2.2807469349694223e-10,6.580312521141504e-08,1.9055731801956652e-08,0.0007353198043778819,1.1318505652572714e-07,9.517360707831734e-11,1.1134885811495466e-05,0.0004194727986210064,5.679178836734905e-10,4.35910556082271e-08,6.885417040968222e-05,3.977570656798856e-05,0.003491944139558866,1.490324317760207e-09,3.6177259485104417e-09,2.1262379550133795e-11,8.321071937589316e-17,7.788186312503127e-06,1.857718063158457e-19,5.78313827059971e-08,8.853800702691183e-08,3.326833576688003e-12,2.81710341270369e-08,1.4164444634870821e-11,1.6202639813958617e-07,3.762337883256558e-20,6.421573636716499e-16,3.2079315283749865e-11,1.9992562387437326e-12,1.8783039285523081e-13,4.1135517852089485e-13,3.7228992465269294e-16
6.452753672990915e-05,0.919123474956685,3.76,0.0,0.1300349273730551,0.5474672168752139,0.4748456679298981,1.6591703211601233e-06,2.0399711754010238e-05,0.04328344692603948,0.001290053898073772,6.973225533222527e-07,0.008512148668609838,0.02506967526081873,0.4104331845353315,0.00629283008174008,0.0022570173446202703,4.841168500955192e-06,6.56698227025684e-05,0.02220100470623332,0.0019261248416694969,0.0009680448027438918,0.24645234642395866,6.511383880699204e-05,2.2588585666024746e-09,0.0003159171918197191,0.048556053321542836,0.00011992221575642903,8.113544209568703e-05,0.00017272870177065418,2.906364560267752e-12,7.399448563325176e-10,9.558125240606363e-12,3.673100947912933e-06,0.08065542309908975,0.0004128447554260601,0.0011983069225199954,2.5190272814884473e-08,2.3006898112047727e-10,6.578473326560547e-08,1.91984251701664e-08,0.0007341304937426603,1.1369895692400081e-07,9.597946823668944e-11,1.115464968088603e-05,0.000418923074720986,5.7172928894903e-10,4.388246858878957e-08,6.909711062519788e-05,3.993392621906702e-05,0.003495616356416625,1.4881254730532614e-09,3.6523490577115764e-09,2.134714338018679e-11,8.37792018358036e-17,7.822631660953946e-06,1.870395328984759e-19,5.8067870202525564e-08,8.86312466179905e-08,3.336864374805607e-12,2.795511282659387e-08,1.4274834876915527e-11,1.6276666928009819e-07,3.788041106983863e-20,6.416352173905043e-16,3.235320069116467e-11,2.0056348801137386e-12,1.8943603112404775e-13,4.14113932219674e-13,3.76140669455572e-16
6.456140624332409e-05,0.9192509448586795,3.76,0.0,0.12923541145209724,0.5461537714749899,0.47615506797176765,1.6924020074599824e-06,2.0638061858057855e-05,0.04319695079720122,0.0012850908983367212,6.941667222611854e-07,0.008555659022864877,0.025224040463056752,0.4109874745593365,0.006269829713239834,0.0022689576966505487,4.815649930876496e-06,6.540627293768855e-05,0.02207631866494244,0.0019110304765244336,0.0009683715473983711,0.24718493554244161,6.477982002323628e-05,2.261810594578179e-09,0.0003159429315003762,0.04863760383869296,0.0001204713040697209,8.147702468238243e-05,0.00017368787466002093,2.9151780071378515e-12,7.381391684927994e-10,9.586890467736925e-12,3.6838663058907268e-06,0.08093561140770793,0.0004140998764011275,0.0011991209799942638,2.5321348367895305e-08,2.3207914695305026e-10,6.576431885507756e-08,1.9342500257269472e-08,0.000732919911050626,1.1421399494197352e-07,9.679311990791893e-11,1.1174413645948887e-05,0.00041835955833542416,5.755585017455736e-10,4.4175868360325555e-08,6.933988062484436e-05,4.00923421560297e-05,0.0034991787842717334,1.4858621504675553e-09,3.6873816203820825e-09,2.143225995103538e-11,8.435158292428211e-17,7.857045317474463e-06,1.8831594637686826e-19,5.8303934845319257e-08,8.872170386665432e-08,3.3468771972982883e-12,2.773884293546808e-08,1.4386174888706864e-11,1.6350625561364536e-07,3.813920843513021e-20,6.410947539731896e-16,3.262992341436803e-11,2.0119972490492172e-12,1.910583234618456e-13,4.1689823044907077e-13,3.800370724024743e-16
6.459527575673903e-05,0.9193784400831524,3.76,0.0,0.12843652231702246,0.5448364109088264,0.4774681116618133,1.726353435504016e-06,2.087941282965048e-05,0.043109544954872014,0.001280106652284522,6.909988885817192e-07,0.008599478092882112,0.025379583392257564,0.41153923383513663,0.006246796312992344,0.0022809978629752554,4.790042585829422e-06,6.514031209920399e-05,0.0219512839541634,0.0018959372618291951,0.0009686810919914714,0.2479195693643384,6.444420153172372e-05,2.264762470559195e-09,0.00031595756413642796,0.0487184399767965,0.00012102181198519271,8.18193647367182e-05,0.0001746520870294776,2.9239760025417062e-12,7.363101339319119e-10,9.615602893397072e-12,3.694609642284612e-06,0.08121673094023445,0.00041535149350517585,0.0011999058178597383,2.5453134844383762e-08,2.3410527201670247e-10,6.574186240781453e-08,1.9487971621049076e-08,0.000731687991514361,1.1473013143373878e-07,9.761464258119938e-11,1.1194177066551281e-05,0.000417782197667061,5.794054669086492e-10,4.447126488957761e-08,6.958245366840837e-05,4.025093573892094e-05,0.0035026301376359036,1.483534147143328e-09,3.7228292912746063e-09,2.1517729814602612e-11,8.492787969117934e-17,7.891423437419147e-06,1.896011151612792e-19,5.853954811551266e-08,8.880934618097582e-08,3.3568711673819843e-12,2.752224077748534e-08,1.44984728017793e-11,1.6424507184460145e-07,3.8399783173040276e-20,6.405358929477518e-16,3.290951754086579e-11,2.0183426383102658e-12,1.9269746908028428e-13,4.1970830324835656e-13,3.839799803390575e-16
6.462575831881247e-05,0.9194932050869516,3.76,0.0,0.12771807388911946,0.5436474362464107,0.4786529677538456,1.7575386506648983e-06,2.109922472244131e-05,0.04303009771241152,0.0012756027579032916,6.88137623925528e-07,0.008639181305464929,0.025520586804625964,0.41203362189829273,0.006226038105919497,0.0022919202469024362,4.766921098580394e-06,6.489888843586428e-05,0.02183845918253489,0.0018823550344806172,0.0009689448068034719,0.24858248916452244,6.414079173730952e-05,2.2674185454120506e-09,0.0003159611465125041,0.04879057216697419,0.00012151846699461019,8.212810303804875e-05,0.00017552418295498727,2.9318801070255227e-12,7.346439860586491e-10,9.64139500249312e-12,3.7042587722403403e-06,0.08147053466476806,0.00041647487436454405,0.0012005870447575127,2.557235327058527e-08,2.3594249760089833e-10,6.571988948508463e-08,1.962010210414805e-08,0.0007305609684132798,1.1519556057557454e-07,9.836080993245477e-11,1.1211963140342752e-05,0.0004172506940985352,5.828828668766939e-10,4.473883719500897e-08,6.980057848944094e-05,4.03938060660243e-05,0.0035056403223921576,1.481384155102498e-09,3.7550918545116464e-09,2.1594955264356478e-11,8.544991787618667e-17,7.922330130314942e-06,1.907652374159911e-19,5.8751189817318375e-08,8.888579050374453e-08,3.3658483782928074e-12,2.732702840638438e-08,1.4600366982463928e-11,1.6490927605525273e-07,3.863581756951522e-20,6.400170096785082e-16,3.316363583359661e-11,2.02403838537611e-12,1.9418727747158315e-13,4.2225956822312716e-13,3.8756870035819925e-16
6.465624088088592e-05,0.9196079862062626,3.76,0.0,0.12700016285725355,0.542455285450555,0.47984077776131806,1.7893323625832743e-06,2.1321523931968212e-05,0.042949905842314395,0.0012710818289052201,6.852667278894017e-07,0.00867913849837577,0.02566255877901283,0.41252590119359567,0.0062052533216310725,0.0023029251527341803,4.74372963121424e-06,6.465551690281367e-05,0.021725360581037672,0.0018687750151289173,0.0009691942733997559,0.24924706721647064,6.38361136486511e-05,2.2700735829447022e-09,0.0003159555638793008,0.04886210787973482,0.00012201624192144007,8.243742589304991e-05,0.00017640035275324662,2.9397701079835294e-12,7.32958827465415e-10,9.667138227838411e-12,3.713888002986886e-06,0.08172509252908455,0.00041759526999507246,0.001201244336008688,2.5692152873221113e-08,2.377927791241965e-10,6.569623240616581e-08,1.9753386464429987e-08,0.00072941656562063,1.1566181766342893e-07,9.91134785640085e-11,1.1229747759812312e-05,0.00041670789890324437,5.863745546422103e-10,4.5008042471895384e-08,7.00185014623553e-05,4.053679055270259e-05,0.0035085585527537795,1.4791815709495304e-09,3.7876995470686555e-09,2.1672467755004862e-11,8.59751661329338e-17,7.953201973437705e-06,1.919365031126858e-19,5.896242028975774e-08,8.895990442590767e-08,3.374808229786759e-12,2.7131572473034533e-08,1.4703049237699575e-11,1.6557272158566853e-07,3.8873303350991857e-20,6.394830932998285e-16,3.34201334074256e-11,2.0297192906015956e-12,1.9569105151116636e-13,4.2483203248921903e-13,3.911958169770444e-16
6.468672344295936e-05,0.9197227813273345,3.76,0.0,0.12628280344380946,0.5412599564454975,0.48103154268997533,1.821747049693836e-06,2.1546337612986023e-05,0.04286896570242287,0.0012665439515227846,6.823862457065978e-07,0.008719351549807769,0.025805506293338484,0.41301604353131793,0.006184442046225593,0.0023140133862824424,4.72046912164051e-06,6.441020039965558e-05,0.021611992310456886,0.001855197816446659,0.0009694293406316727,0.24991330437279308,6.353018068858312e-05,2.2727271067459468e-09,0.0003159407367737302,0.04893303857464067,0.00012251512199365142,8.274731906065563e-05,0.00017728059152621984,2.9476452193733688e-12,7.312546105622545e-10,9.692830618297225e-12,3.7234963759818985e-06,0.08198040437963279,0.00041871261000245535,0.0012018775664454301,2.5812536133824835e-08,2.396561754290519e-10,6.56708769295996e-08,1.9887835551564727e-08,0.0007282547386332464,1.1612887195014177e-07,9.987270882860998e-11,1.1247530432024155e-05,0.0004161537761890092,5.898804829677719e-10,4.527888792811559e-08,7.023620199867028e-05,4.067987462259157e-05,0.003511383886598282,1.4769261211853507e-09,3.820656670240032e-09,2.1750267632873542e-11,8.650363740476319e-17,7.984036024380226e-06,1.931149673575827e-19,5.9173217692461104e-08,8.903166406056411e-08,3.38374999551684e-12,2.6935885278834253e-08,1.4806525323590353e-11,1.6623534313320952e-07,3.9112250921840404e-20,6.38934113126215e-16,3.367903604232935e-11,2.0353848217086166e-12,1.97208942168162e-13,4.2742586449895815e-13,3.948619045190534e-16
6.47172060050328e-05,0.9198375883162707,3.76,0.0,0.12556600996950146,0.5400614473014073,0.4822252634092574,1.8547954510474094e-06,2.177369313447125e-05,0.04278727367393478,0.0012619892141903536,6.794962240794078e-07,0.00875982235152495,0.025949436363974912,0.41350402052504903,0.006163604366845435,0.002325185762242122,4.6971405237150364e-06,6.416294214239841e-05,0.02149835858992314,0.0018416240562907954,0.0009696498564790939,0.25058120141035667,6.322300654507178e-05,2.2753786406018175e-09,0.0003159165859317797,0.04900335565116065,0.00012301509206144075,8.305776797129207e-05,0.00017816489367895465,2.955504624998986e-12,7.295312899218077e-10,9.71846928051964e-12,3.733082941178621e-06,0.08223647000902043,0.00041982682353430893,0.0012024866120003805,2.593350543506394e-08,2.4153274428326503e-10,6.564380882380395e-08,2.0023460497865976e-08,0.0007270754438610807,1.165966919387809e-07,1.0063856162818012e-10,1.1265310655410674e-05,0.00041558829069117224,5.934006033360545e-10,4.555138059583599e-08,7.045365915718718e-05,4.0823043379459074e-05,0.003514115380582151,1.4746180847725645e-09,3.853967583719264e-09,2.182835526343012e-11,8.703534806611887e-17,8.014829295844308e-06,1.9430064075128556e-19,5.9383559778250496e-08,8.91010454897129e-08,3.3926727249452836e-12,2.6739979251196938e-08,1.4910801418848674e-11,1.6689707428847178e-07,3.935266212780189e-20,6.383699461512467e-16,3.394036982027103e-11,2.0410344385493355e-12,1.9874110239433365e-13,4.3004121957695413e-13,3.985674200082962e-16
6.474768856710624e-05,0.9199524050186473,3.76,0.0,0.12484979685331708,0.5388597562346995,0.4834219406519909,1.8884905721648323e-06,2.2003618077583634e-05,0.042704826161620336,0.0012574177075493913,6.765967111640782e-07,0.008800552808870208,0.0260943560457487,0.4139898035918132,0.006142740371665086,0.0023364431042499547,4.673744806932298e-06,6.391374566584058e-05,0.02138446369690546,0.0018280543576889255,0.000969855668058369,0.2512507590300846,6.291460517109833e-05,2.2780277269377797e-09,0.0003158830323053567,0.049073050448720644,0.0001235161365905566,8.336875772181555e-05,0.00017905325290096401,2.9633475412276245e-12,7.277888255927614e-10,9.744050678195261e-12,3.7426466398361573e-06,0.08249328915603465,0.00042093783927924877,0.001203071349707548,2.6055063249663134e-08,2.4342254611247643e-10,6.561501387686798e-08,2.0160272524211632e-08,0.0007258786386284482,1.1706524580408893e-07,1.014110984438049e-10,1.1283087920356242e-05,0.00041501140777523606,5.969348647498834e-10,4.582552772391216e-08,7.06708516406344e-05,4.0966281605708066e-05,0.003516752090164933,1.472257412091736e-09,3.887636706059812e-09,2.1906731016795116e-11,8.757031811044787e-17,8.045578755493112e-06,1.9549353529949975e-19,5.9593423699360656e-08,8.916802476481482e-08,3.401575232049814e-12,2.6543866947162124e-08,1.5015883346092092e-11,1.675578475586372e-07,3.95945407507682e-20,6.377905307119e-16,3.420416112576011e-11,2.0466676060119285e-12,2.0028768784285127e-13,4.3267824485963924e-13,4.023126067164094e-16
6.477817112917968e-05,0.9200672292603129,3.76,0.0,0.12413417861223867,0.5376548816130472,0.48462157501010505,1.922845690074343e-06,2.22361402341938e-05,0.04262161959590933,0.0012528295244875185,6.736877566288213e-07,0.008841544840854827,0.02624027243161906,0.414473363952145,0.006121850149970558,0.0023477862450026854,4.65028295695018e-06,6.36626148315398e-05,0.021270311967612025,0.001814489348789193,0.0009700466216285026,0.2519219778542785,6.260499078720201e-05,2.2806738723339408e-09,0.0003158399970854797,0.04914211424703866,0.0001240182396578394,8.368027307040158e-05,0.00017994566214995017,2.9711731843084322e-12,7.260271776880302e-10,9.769572758600647e-12,3.75218638690302e-06,0.08275086150382237,0.0004220455854690842,0.0012036316577398684,2.6177212116346353e-08,2.453256408909091e-10,6.558447790670812e-08,2.029828267740053e-08,0.0007246642812152994,1.1753450079299911e-07,1.0219038125977941e-10,1.1300861710306663e-05,0.0004144230934643532,6.004832127316045e-10,4.610133659298899e-08,7.088775779265193e-05,4.1109573758052634e-05,0.003519293069889522,1.4698432977728633e-09,3.921668515636427e-09,2.1985395180025747e-11,8.810856201486677e-17,8.076281325485577e-06,1.9669372981201278e-19,5.980278651482227e-08,8.923257791382485e-08,3.410456691662528e-12,2.6347561042687957e-08,1.5121776461984346e-11,1.6821759460336964e-07,3.9837903045940297e-20,6.371959352541061e-16,3.4470436652563165e-11,2.0522837810325825e-12,2.0184885542371025e-13,4.3533711085270454e-13,4.060979527571483e-16
6.480865369125313e-05,0.9201820588459211,3.76,0.0,0.12341916986116908,0.5364468219556404,0.4858241669343657,1.9578743585854292e-06,2.2471287605195666e-05,0.04253765043312253,0.0012482247601427758,6.70769411643336e-07,0.008882800380173835,0.026387192652275827,0.4149546726302762,0.006100933792137798,0.0023592160263360396,4.62675597541314e-06,6.3409553829941e-05,0.02115590779696063,0.001800929662841749,0.0009702225626083457,0.25259485842644114,6.22941778812145e-05,2.28331652372084e-09,0.00031578740172350287,0.049210538266187764,0.00012452138494366854,8.399229843385138e-05,0.0001808421136347126,2.9789806700187263e-12,7.242463015513724e-10,9.795033978184569e-12,3.7617012679199912e-06,0.08300918667961077,0.0004231499898776246,0.0012041674154108296,2.6299954296325886e-08,2.472420818445249e-10,6.555218675136916e-08,2.043750220454037e-08,0.0007234323308580769,1.180044225348285e-07,1.0297647253873415e-10,1.1318631497576156e-05,0.0004138233144418389,6.040455914527212e-10,4.637881382913231e-08,7.110435559440414e-05,4.125290396551647e-05,0.003521737373402447,1.4673759494943483e-09,3.956067551064224e-09,2.206434799910428e-11,8.865008970473053e-17,8.106933882315013e-06,1.9790127146675837e-19,6.001162544572143e-08,8.929468094179362e-08,3.4193165438959023e-12,2.6151074321487845e-08,1.5228487041376968e-11,1.6887624614548508e-07,4.0082756017600337e-20,6.365860509094835e-16,3.473922340616973e-11,2.05788239141545e-12,2.034247623093624e-13,4.380179961016143e-13,4.099242805001003e-16
6.483913625332657e-05,0.9202968915604873,3.76,0.0,0.1227047853126131,0.5352355759377239,0.4870297167304917,1.993590413453755e-06,2.2709088399315495e-05,0.042452915157427024,0.0012436035119395604,6.678417289166917e-07,0.008924321373282019,0.02653512387619253,0.41543370045435946,0.006079991389699255,0.002370733299347034,4.603164880051256e-06,6.315456718736373e-05,0.02104125563888982,0.0017873759381429682,0.0009703833355829034,0.25326940120883984,6.19821812102819e-05,2.285955200522e-09,0.0003157251679558656,0.0492783136669565,0.0001250255557272516,8.430481788306853e-05,0.00018174259879960605,2.9867691730385497e-12,7.224461630451768e-10,9.820429985926466e-12,3.7711901822043837e-06,0.08326826425349654,0.00042425097982244745,0.001204678503205526,2.642329215386361e-08,2.4917192775111976e-10,6.551812627307707e-08,2.057794269974602e-08,0.0007221827477850311,1.1847497687988587e-07,1.0376943537685267e-10,1.1336396744976874e-05,0.0004132120380777695,6.076219435083907e-10,4.6657966432523156e-08,7.132062266147238e-05,4.1396256025203826e-05,0.0035240840537153918,1.4648556569757337e-09,3.990838412632546e-09,2.214358981454039e-11,8.919492205976907e-17,8.13753325634058e-06,1.991161427760221e-19,6.021991660076801e-08,8.935430983753682e-08,3.428153389743224e-12,2.595441970431896e-08,1.533602117440544e-11,1.695337316035068e-07,4.032909792722689e-20,6.359607649491531e-16,3.501054870595311e-11,2.063462882366929e-12,2.0501556987964974e-13,4.407210391250216e-13,4.137917374731279e-16
6.486961881540001e-05,0.9204117251683199,3.76,0.0,0.12199103977636966,0.534021142394544,0.4882382245557854,2.0300079784272006e-06,2.2949571030789653e-05,0.042367410282518676,0.0012389658796175256,6.649047627233803e-07,0.008966109780445378,0.026684073309272055,0.41591041805673146,0.006059023035409926,0.0023823389244871395,4.579510704796123e-06,6.289765977137464e-05,0.0209263600066079,0.0017738288179885843,0.000970528784309532,0.2539456065803778,6.16690158024546e-05,2.288589407213446e-09,0.0003156532178266964,0.04934543155119445,0.00012553073488106266,8.461781513867067e-05,0.00018264710830639272,2.9945378802592045e-12,7.20626730571882e-10,9.845757184127952e-12,3.7806519635599197e-06,0.08352809373697354,0.0004253484821667838,0.001205164802808549,2.6547228137316292e-08,2.5111523828129115e-10,6.548228237331185e-08,2.0719615691849824e-08,0.0007209154932496083,1.1894612896894572e-07,1.0456933342689318e-10,1.1354156908068107e-05,0.00041258923245032585,6.112122082722803e-10,4.693880151892598e-08,7.153653624125232e-05,4.153961339932166e-05,0.0035263321634377036,1.4622820125674018e-09,4.025985763605405e-09,2.2223120913670895e-11,8.974307898125928e-17,8.168076231517222e-06,2.0033837392136396e-19,6.042763579029376e-08,8.941144057941876e-08,3.436965976023025e-12,2.57576102334526e-08,1.5444384487283783e-11,1.7018997941802968e-07,4.0576936778747425e-20,6.353200867128849e-16,3.528444019105003e-11,2.0690246967690704e-12,2.066214414242448e-13,4.4344639072144043e-13,4.1770054599751374e-16
6.490010137747345e-05,0.920526557412836,3.76,0.0,0.12127794815951148,0.5328035203206829,0.4894496904196449,2.0671414719892293e-06,2.3192764115788453e-05,0.042281132351483806,0.001234311965229691,6.619585688729901e-07,0.009008167575745298,0.026834048194460936,0.4163847958740713,0.006038028823208243,0.002394033771623136,4.5557944993798216e-06,6.263883679195305e-05,0.02081122547249595,0.001760288950662774,0.0009706587517374767,0.2546234748369029,6.135469695596638e-05,2.291218540087138e-09,0.00031557147370793665,0.049411882961803294,0.00012603690486324794,8.493127356698263e-05,0.00018355563201260034,3.002285891416753e-12,7.187879649090706e-10,9.871015291542797e-12,3.7900856109006226e-06,0.0837886745829471,0.0004264424233175979,0.0012056261970987306,2.667176454824098e-08,2.530720658904764e-10,6.544464099890293e-08,2.0862532486254483e-08,0.0007196305295234311,1.194178419686413e-07,1.0537623080001445e-10,1.1371911431710403e-05,0.000411954866342637,6.148163216668876e-10,4.7221325664566556e-08,7.175207320983018e-05,4.168295921403264e-05,0.003528480754745872,1.4596543651629038e-09,4.061514329483442e-09,2.2302941421343698e-11,9.029456839704291e-17,8.198559545349987e-06,2.0156807950029823e-19,6.063475941716387e-08,8.946604913453052e-08,3.4457540161084036e-12,2.556065904937061e-08,1.555358272428759e-11,1.7084491730310514e-07,4.0826292753722867e-20,6.346640600173726e-16,3.556092582341417e-11,2.0745672443025897e-12,2.0824253946266642e-13,4.4619425096201546e-13,4.216517252110174e-16
6.49305839395469e-05,0.9206413860174282,3.76,0.0,0.1205655254660064,0.5315827088745848,0.4906641141797049,2.105005612969333e-06,2.3438696470114608e-05,0.04219407793874345,0.0012296418731738694,6.590032047659489e-07,0.009050496747139142,0.02698505581163412,0.4168568041477539,0.006017008848291206,0.0024058187201451363,4.5320173297754685e-06,6.237810380938184e-05,0.020695856668376946,0.0017467569893829641,0.0009707730800155865,0.25530300618876917,6.103924024097509e-05,2.2938420380337896e-09,0.0003154798583236896,0.04947765888315463,0.00012654404771157013,8.524517617450032e-05,0.00018446815895270657,3.0100122925754947e-12,7.169298321790331e-10,9.896200850122727e-12,3.799490104809154e-06,0.08405000618436295,0.00042753272922732663,0.001206062570180309,2.6796903523160682e-08,2.5504246304312564e-10,6.540518812554809e-08,2.1006704887412142e-08,0.0007183278199332791,1.1989007858289164e-07,1.0619019217598784e-10,1.1389659749769933e-05,0.0004113089092695734,6.18434219050068e-10,4.7505545255149385e-08,7.196721006834026e-05,4.1826276256091695e-05,0.0035305288796500535,1.4569734938424473e-09,4.097428899860097e-09,2.2383051568105187e-11,9.08494045484539e-17,8.228979888477591e-06,2.0280524485193447e-19,6.084126307059739e-08,8.951811146562967e-08,3.45451642548729e-12,2.536357941417648e-08,1.5663622408081116e-11,1.7149847171307207e-07,4.1077162075596017e-20,6.339924898428624e-16,3.5840033889351574e-11,2.0800899329553145e-12,2.0987902969564983e-13,4.489647745005208e-13,4.2564577060166914e-16
