Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21)
3.0323684129014204e-15,0.8779605067610643,3.76,0.0,0.6386322239101204,0.9999999999993421,3.9384641588455495e-29,5.924383237821695e-39,9.776886874189557e-26,1.5296293521970136e-12,6.578893064741113e-13,9.051114200227701e-24,3.920680242513483e-21,8.71740024308044e-13,8.800107176205849e-21,7.373761092645873e-23,7.131749748877367e-18,1.9669447059939014e-23,4.911810083062457e-33,4.09482507532992e-33,4.1718700057990726e-33,2.1402927342946184e-33,6.677646424626665e-33,3.5226518397289316e-23,1.2017685817741081e-45,1.2300115417768825e-44,4.7329887617318996e-52,2.2226710756471586e-67
6.065065894539998e-15,0.8779605067612062,3.76,0.0,0.6386322239085906,0.9999999999986842,3.151070476068125e-28,4.739969429288048e-38,3.9110727055321353e-25,3.0594247152744754e-12,1.3158500057128327e-12,3.620739626106593e-23,1.568399721112325e-20,1.7435746238952371e-12,3.5203293155668814e-20,2.949744737985633e-22,1.4272007051793363e-17,7.868416877259224e-23,3.92994514678523e-32,3.27617130672645e-32,3.3379185961447225e-32,1.7123967116461277e-32,5.342624628681712e-32,1.4091754096938042e-22,1.9230179465359695e-44,1.9682774890494144e-43,1.5147623893404429e-50,1.422710725726642e-65
1.2130460857817153e-14,0.8779605067614898,3.76,0.0,0.6386322239055311,0.9999999999973682,2.520976015595139e-27,3.7921760692343935e-37,1.5644924768428364e-24,6.1190154938178485e-12,2.6317714025687256e-12,1.4483542135587326e-22,6.273854058414837e-20,3.4872437485695625e-12,1.408188991502113e-19,1.1799461056998202e-21,2.857572379116368e-17,3.147492993918118e-22,3.1441544584122907e-31,2.621061789138483e-31,2.67050396907603e-31,1.3699823165492085e-31,4.274302990373929e-31,5.63693095642435e-22,3.0769612714050748e-43,3.1494510969869874e-42,4.847569069495004e-49,9.10603696137998e-64
2.4261250784371464e-14,0.877960506762057,3.76,0.0,0.6386322238994119,0.9999999999947363,2.0168286176541626e-26,3.033845676521297e-36,6.258095108435716e-24,1.2238197260458391e-11,5.2636141897943115e-12,5.793530157087113e-22,2.509592592397763e-19,6.974581699917998e-12,5.632870292345686e-19,4.719882034402772e-21,5.72759657876479e-17,1.2590213488663944e-21,2.5154021002778465e-30,2.096899711785479e-30,2.1364708865734706e-30,1.0960117273464217e-30,3.419524159035822e-30,2.2548182164186197e-21,4.9231864040905965e-42,5.039287071577146e-41,1.5512746966198103e-47,5.828140633894251e-62
4.852283063748009e-14,0.877960506763191,3.76,0.0,0.6386322238871736,0.9999999999894726,1.6134819364557033e-25,2.4271578441654823e-35,2.5032618114455455e-23,2.4476561631954644e-11,1.0527299738300679e-11,2.3174319832396596e-21,1.0038471775201777e-18,1.3949256410614221e-11,2.2531708174068475e-18,1.88797328735565e-20,1.150476837203132e-16,5.036124916475973e-21,2.0123518056892574e-29,1.6775404925112352e-29,1.7092039100126056e-29,8.768195628898127e-30,2.735652753711566e-29,9.019364290208006e-21,7.876952379393338e-41,8.06299041552786e-40,4.9641624818949096e-46,3.730171660753301e-60
9.704599034369733e-14,0.8779605067654597,3.76,0.0,0.6386322238626968,0.9999999999789452,1.2907930381573824e-24,1.941821794814281e-34,1.0013084603228963e-22,4.895329372780764e-11,2.1054670731534176e-11,9.269745851090126e-21,4.015408564604141e-18,2.7898601064005823e-11,9.012727350745883e-18,7.551941705551302e-20,2.320760542942116e-16,2.0144508452573922e-20,1.609891433340939e-28,1.34204166029512e-28,1.3673741936998232e-28,7.014594527135524e-29,2.1885367246112415e-28,3.607763805886866e-20,1.260241657143554e-39,1.290088569781578e-38,1.5885448807900618e-44,2.3874543918379495e-58
1.940923097561318e-13,0.8779605067699968,3.76,0.0,0.6386322238137433,0.9999999999578904,1.0326372213471427e-23,1.5535964396908307e-33,4.0052331697037785e-22,9.790677133095423e-11,4.2109412302884085e-11,3.7078843859580495e-20,1.6061670554035787e-17,5.5797271298799524e-11,3.6050987005250337e-17,3.0207924803911465e-19,4.720725258745329e-16,8.057748934634931e-20,1.287913843837896e-27,1.07363859794931e-27,1.093904077741182e-27,5.611686510852457e-28,1.7508370298851258e-27,1.4431089841759114e-19,2.0161411402716872e-38,2.0641485691938345e-37,5.083361268547375e-43,1.5281360079186535e-56
3.8818494858100074e-13,0.877960506779071,3.76,0.0,0.6386322237158364,0.9999999999157806,8.26110565750152e-23,1.243094023327624e-32,1.6020866191473004e-21,1.9581378018299875e-10,8.421889378511456e-11,1.4831369332856466e-19,6.424672749929719e-17,1.1159453548054016e-10,1.442040187444605e-16,1.208325021195088e-18,9.75824323551445e-16,3.2230437229540304e-19,1.0303260766152829e-26,8.589154873107532e-27,8.751256256905733e-27,4.489346651457795e-27,1.4006756303695142e-26,5.772441611172773e-19,3.225025095927403e-37,3.302639273876967e-36,1.6266765289938065e-41,9.7821216825681e-55
5.822775874058697e-13,0.8779605067881452,3.76,0.0,0.6386322236179293,0.9999999998736708,2.3621643202934787e-22,3.5548870492042556e-32,3.404422581568208e-21,2.9372084268078355e-10,1.2632837360687453e-10,3.151639686367031e-19,1.365242935486342e-16,1.6739172337454515e-10,3.0643348899667813e-16,2.5677011661077076e-18,1.5033349085307436e-15,6.84888247087328e-19,3.058770839037523e-26,2.4559694600320528e-26,2.5980317270465643e-26,1.2836715609393172e-26,4.0050775498190864e-26,1.2266440578052165e-18,1.1869374827272642e-36,1.245453121896451e-35,7.569313130886959e-41,5.459357898189184e-54
9.704628650556075e-13,0.8779605068062936,3.76,0.0,0.6386322234221149,0.9999999997894512,1.0855634470801614e-21,1.63429653003835e-31,9.412139547885722e-21,4.895351822592264e-10,2.1054732660850415e-10,8.713164021626696e-19,3.7744927090574873e-16,2.789857940125021e-10,8.471975921868951e-16,7.099009025504163e-18,2.65339068999176e-15,1.8934524941787948e-18,1.4327765995462227e-25,1.1286820443081703e-25,1.216975159586607e-25,5.89925957875805e-26,1.8405991103235923e-25,3.391309512708317e-18,9.129351344751816e-36,1.003966703895895e-34,1.0337717515275953e-39,1.279277130111317e-52
1e-12,0.877960506822627,3.76,0.0,0.6386322234072153,0.9999999997830429,1.2003778881464228e-21,1.8072248940412152e-31,1.0033373502668419e-20,5.044347691156287e-10,2.169555717090663e-10,9.288252015468644e-19,4.023625618754436e-16,2.874769996912522e-10,9.031162798975789e-16,7.567581947753093e-18,2.7473888119833853e-15,2.0184225123179534e-18,1.591169644159421e-25,1.248057864440781e-25,1.3515130805595426e-25,6.523190873759027e-26,2.0352715691574824e-25,3.615150836166703e-18,1.0482954797765622e-35,1.162606002924275e-34,1.2418922064374976e-39,1.5913525013203892e-52
1.3198296149403716e-12,0.877960506822627,3.76,0.0,0.6386322232458818,0.9999999997136534,2.44359455573956e-21,3.679702105369548e-31,1.6760126687095174e-20,6.657682612104146e-10,2.86344378944936e-10,1.5515334363623731e-18,6.72124956662067e-16,3.7942021110044466e-10,1.5086067038045926e-15,1.2641313627433518e-17,3.765205306992048e-15,3.3716042902996543e-18,3.306257670240629e-25,2.540665378950315e-25,2.8082966020710294e-25,1.327915099667179e-25,4.143194956634116e-25,6.0389161886363325e-18,2.5139842541766415e-35,2.880360484466825e-34,3.495431186449027e-39,4.970520656731479e-52
1.6691963648251358e-12,0.8779605068389605,3.76,0.0,0.6386322230696484,0.9999999996378555,4.618555058295445e-21,6.9564661634223186e-31,2.616262726036625e-20,8.420015236284076e-10,3.621414256025809e-10,2.4219293678007856e-18,1.0491959167007333e-15,4.798543672885432e-10,2.3549543467079554e-15,1.9733396888439744e-17,4.958273017041779e-15,5.263005692766592e-18,6.365957268294528e-25,4.802050177388947e-25,5.407209987570952e-25,2.5098411321059665e-25,7.830948860411678e-25,9.426830914401991e-18,5.661153276406758e-35,6.561771813995009e-34,9.388812295440847e-39,1.553259211488849e-51
2.0185631147099e-12,0.877960506855294,3.76,0.0,0.638632222893415,0.9999999995620577,7.719742942544629e-21,1.163028206847818e-30,3.750580103389968e-20,1.0182349593501806e-09,4.379384668960034e-10,3.471962426766173e-18,1.5040978103902808e-15,5.802882770297199e-10,3.3759956126396178e-15,2.828943463994414e-17,6.228092502287668e-15,7.544742760109941e-18,1.082362745229217e-24,8.026488885563028e-25,9.193594498233581e-25,4.195096722228058e-25,1.3089202179889195e-24,1.3514044445228051e-17,1.0878924027369727e-34,1.2875026509552694e-33,2.0850712786328414e-38,3.874474953698183e-51
2.717296614479428e-12,0.8779605068879609,3.76,0.0,0.6386322225409476,0.9999999994104616,1.648078878662668e-20,2.484146328562144e-30,6.461772433223028e-20,1.3707022260096338e-09,5.895325372498183e-10,5.981667504276705e-18,2.5913932212424168e-15,7.811555344962218e-10,5.816462528334588e-15,4.874010163428842e-17,8.94276138053048e-15,1.2998305633309044e-17,2.393093273794773e-24,1.7135805192790773e-24,2.032716559655362e-24,8.956027717674603e-25,2.7944245020863996e-24,2.3283207849007214e-17,2.8127431765030342e-34,3.5273748033868705e-33,6.696453526686207e-38,1.449866447528755e-50
3.4160301142489563e-12,0.8779605069206281,3.76,0.0,0.6386322221884798,0.9999999992588655,2.9968551879762376e-20,4.519309941620848e-30,9.89028918018754e-20,1.7231701332698728e-09,7.411265877752292e-10,9.15532553450171e-18,3.966382299679446e-15,9.820218809999228e-10,8.902664634143284e-15,7.460234508668074e-17,1.1941132832328606e-14,1.9894519399655192e-17,4.483389222242826e-24,3.1159909253825505e-24,3.808272957143194e-24,1.628552060526979e-24,5.081407607596183e-24,3.56372591613933e-17,5.955598747300761e-34,7.788371985984153e-33,1.6839912132879353e-37,4.0959388103769096e-50
4.1147636140184845e-12,0.8779605069532951,3.76,0.0,0.6386322218360112,0.9999999991072689,4.95738598334138e-20,7.47951892566099e-30,1.4084762325503516e-19,2.0756387245809554e-09,8.927206171272769e-10,1.3037922482118364e-17,5.648577710493385e-15,1.1828872547566777e-09,1.2678397760339717e-14,1.0624338805835528e-16,1.524244710404155e-14,2.8331080735557555e-17,7.587642724991612e-24,5.1545110770847996e-24,6.445151167959482e-24,2.6939356764164475e-24,8.405719813669323e-24,5.0751521187741226e-17,1.126496453965259e-33,1.522731464722537e-32,3.7090737502317694e-37,1.0040969921055657e-49
5.512230613557541e-12,0.8779605070186293,3.76,0.0,0.6386322211310719,0.9999999988040749,1.143511536760827e-19,1.7272926983451157e-29,2.4814594386631316e-19,2.7805779978985432e-09,1.195908611117903e-09,2.296957027675261e-17,9.951892299983075e-15,1.5846150292440482e-09,2.233729283410597e-14,1.8718858210410034e-16,2.277095764717595e-14,4.991104831142716e-17,1.804392180013661e-23,1.1890139208001713e-23,1.5327423444022304e-23,6.21401263150019e-24,1.9389724243484578e-23,8.941618556922691e-17,3.411768646889813e-33,4.8009528592886054e-32,1.5717862037047062e-36,5.7815817304132805e-49
6.909697613096597e-12,0.8779605070839633,3.76,0.0,0.6386322204261295,0.9999999985008796,2.196703194676955e-19,3.3217067554755604e-29,3.8655739570544445e-19,3.4855200501172754e-09,1.4990965190926219e-09,3.5780521412406884e-17,1.5503196788027324e-14,1.9863388520809983e-09,3.4797315482417074e-14,2.9161219949675887e-16,3.153011278423397e-14,7.774629486740617e-17,3.5238288288213874e-23,2.284172981636805e-23,2.993396940191731e-23,1.1937146425722606e-23,3.724864819300793e-23,1.3929394568037963e-16,8.019116961821132e-33,1.151333891445173e-31,4.6089847081853745e-36,2.056011545271334e-48
9.70463161217471e-12,0.8779605072146317,3.76,0.0,0.6386322190162367,0.9999999978944857,6.042103518480806e-19,9.15800579588048e-29,7.567707996165513e-19,4.895412496781536e-09,2.105472076820601e-09,7.00437166599979e-17,3.035221956613571e-14,2.789774635133126e-09,6.812619013726277e-14,5.709497449728649e-16,5.2742682872731796e-14,1.5218754842476866e-16,9.853630256135214e-23,6.283073239524269e-23,8.370902238563831e-23,3.2833115282143663e-23,1.0245777387887464e-22,2.727109181234147e-16,3.1428551859479055e-32,4.57486527633624e-31,2.697734823479344e-35,1.8194773584765435e-47
1e-11,0.8779605074759682,3.76,0.0,0.6386322188672388,0.9999999978304017,6.649260690458035e-19,1.0082288489115614e-28,8.03168822256092e-19,5.044410460762431e-09,2.1695537741839596e-09,7.433752382702822e-17,3.221330909851621e-14,2.874680736409974e-09,7.230342665241062e-14,6.059624492061545e-16,5.5272198221195957e-14,1.615158221270116e-16,1.0856297262437468e-22,6.914519809482174e-23,9.222794188033284e-23,3.613236495473297e-23,1.1275429818109756e-22,2.894326690818265e-16,3.642884208340285e-32,5.300939026895266e-31,3.3994394135910015e-35,2.6355112776304827e-47
1.5294499610330936e-11,0.8779605074759682,3.76,0.0,0.6386322161964173,0.9999999966816836,2.4042467934970895e-18,3.662048573794832e-28,1.8707029270724618e-18,7.715230760112816e-09,3.3182221593389957e-09,1.7312138824012603e-16,7.503617845071927e-14,4.396598750373211e-09,1.6841958449643062e-13,1.4116491050045763e-15,1.0994457654341267e-13,3.7610735260706114e-16,3.965004364208377e-22,2.500469503589725e-22,3.368828062393916e-22,1.306447007665744e-22,4.0773009803792533e-22,6.741943076760799e-16,2.0797388749044464e-31,3.0126984879289353e-30,3.1064770460960106e-34,3.819176303683502e-46
2.6474235606643387e-11,0.8779605079986421,3.76,0.0,0.6386322105566434,0.9999999942560227,1.2838994118583541e-17,1.974899400548488e-27,5.592077184242605e-18,1.3355000770884685e-08,5.743718192354661e-09,5.173647370847587e-16,2.2434769912998677e-13,7.610057181113789e-09,5.035468058344585e-13,4.221613708861541e-15,2.834509609709638e-13,1.1237161345334128e-15,2.1281849932753266e-21,1.3356619591711074e-21,1.808712923336848e-21,6.976221255423137e-22,2.1777087913758217e-21,2.015769057173939e-15,2.037172150675735e-30,2.9105244461257457e-29,5.7263580072968344e-33,1.3865017360350687e-44
4.883370759926829e-11,0.8779605090439918,3.76,0.0,0.6386321992765553,0.9999999894044738,8.266500222738071e-17,1.2963036872458696e-26,1.90043523149888e-17,2.4635074722308562e-08,1.0594693729355884e-08,1.7572304628375073e-15,7.627271263187426e-13,1.4036214929063181e-08,1.7119063046449722e-12,1.43592057307068e-14,8.668215235830962e-13,3.814899413774306e-15,1.372204375028937e-20,8.604715434691043e-21,1.1668998831041934e-20,4.491205684624917e-21,1.4026216531983298e-20,6.853273389022295e-15,2.4947840710584434e-29,3.5539141849639024e-28,1.3741472273913795e-31,6.750413654843199e-43
7.119317959189319e-11,0.8779605100893447,3.76,0.0,0.638632187995747,0.999999984552622,2.4598975871511043e-16,3.9157970290942723e-26,4.037008800965542e-17,3.591586056989076e-08,1.5445647226470992e-08,3.730998244313973e-15,1.620757395939946e-12,2.0461360639687966e-08,3.637663425126101e-12,3.0524760775363975e-14,1.7652663624930695e-12,8.096648385526254e-15,4.083609900166081e-20,2.561562315153032e-20,3.474050017267199e-20,1.3363676579233891e-20,4.174952346809957e-20,1.4563143039174844e-14,9.821249285419171e-29,1.4406949772833697e-27,7.092516961309448e-31,4.3391368941007236e-42
9.35526515845181e-11,0.8779605111347003,3.76,0.0,0.6386321767142186,0.9999999797004676,5.42241053010587e-16,8.759013368474005e-26,6.968102507812471e-17,4.7197358298188854e-08,2.02965786820829e-08,6.436895766805532e-15,2.7984040619020726e-12,2.6885494473690335e-08,6.280711310652951e-12,5.2724421409950907e-14,2.9786880333303265e-12,1.3963309240997392e-14,9.000209154595692e-20,5.648638913464867e-20,7.659702121887253e-20,2.945581946188073e-20,9.20535201782671e-20,2.5145223463975323e-14,2.6551478578328124e-28,4.003396881364723e-27,2.366903952121837e-30,1.7278999799141892e-41
9.999999999999999e-11,0.8779605121800591,3.76,0.0,0.6386321734610587,0.9999999783012938,6.599264514910662e-16,1.0710455111370417e-25,7.960704414355022e-17,5.0450507704210915e-08,2.1695339515709563e-08,7.35279243329044e-15,3.1973395464460503e-12,2.8737704009563787e-08,7.176048028473137e-12,6.024768449412456e-14,3.3870653514722876e-12,1.5948271003561107e-14,1.0952789221721822e-19,6.875422879669857e-20,9.322615434089171e-20,3.584797129618547e-20,1.1204188197424163e-19,2.873004028893526e-14,3.419765134371803e-28,5.199192188176784e-27,3.253961112942552e-30,2.5266216544999266e-41
1.15912123577143e-10,0.8779605121800591,3.76,0.0,0.6386321654319698,0.9999999748480105,1.0121763988054714e-15,1.6589623612576405e-25,1.069286287445161e-16,5.8479567890785695e-08,2.5147488094533857e-08,9.873094557673972e-15,4.2956313089049506e-12,3.3308616597798155e-08,9.640939057456234e-12,8.09645142951368e-14,4.506985620493013e-12,2.1409055848993822e-14,1.6796412959106106e-19,1.054799213237537e-19,1.430019803920158e-19,5.498003889504297e-20,1.7187722095587417e-19,3.8599353102178885e-14,5.84744426764144e-28,9.02556875460748e-27,6.226863893456405e-30,5.313172234091256e-41
1.606310675623928e-10,0.8779605142707857,3.76,0.0,0.6386321428653117,0.9999999651421884,2.624203193064952e-15,4.4266231358458915e-25,2.0520223260041694e-16,8.104612260729679e-08,3.484924078382812e-08,1.892963990324433e-14,8.248694422897831e-12,4.6151826335242676e-08,1.8512522333553885e-11,1.5558933540879095e-13,8.507834187498156e-12,4.1016316582855237e-14,4.35233954005856e-19,2.736743178586752e-19,3.708341554379885e-19,1.425236378221789e-19,4.458509920874412e-19,7.412315831659721e-14,1.9629571385795676e-27,3.151865693864068e-26,2.816305667777329e-29,3.2044858613765167e-40
2.053500115476426e-10,0.877960516361524,3.76,0.0,0.6386321202957729,0.9999999554351561,5.408895779076265e-15,9.37658868270195e-25,3.351225912870023e-16,1.0361552458620194e-07,4.45509052811063e-08,3.088604545515787e-14,1.3479658767284711e-11,5.899099119049269e-08,3.0251522611660396e-11,2.5444959079235005e-13,1.37670024421887e-11,6.687206333433034e-14,8.965802910657194e-19,5.644928268706719e-19,7.644833074981175e-19,2.937246591175782e-19,9.194443589494616e-19,1.211332572725947e-13,4.912393687126865e-27,8.129940146101195e-26,8.770867038224925e-29,1.2164614228908579e-39
2.5006895553289244e-10,0.877960518452274,3.76,0.0,0.6386320977233535,0.9999999457269141,9.710268675180749e-15,1.7285757342563525e-24,4.966179364194946e-16,1.261877736869521e-07,5.425248157243114e-08,4.572702357907613e-14,1.998822102006905e-11,7.182611257220315e-08,4.4857002325303486e-11,3.7759797063933895e-13,2.0283638314383327e-11,9.892781467551818e-14,1.6086398306697273e-18,1.0141349076075659e-18,1.3726549846672303e-18,5.272357577782712e-19,1.6514772881459033e-18,1.7962827926110928e-13,1.0331750418502334e-26,1.753025715739734e-25,2.216659114642565e-28,3.6520422621129855e-39
3.3950684350339205e-10,0.8779605226338101,3.76,0.0,0.638632052569874,0.9999999263068028,2.4201398020166517e-14,4.5559998254122395e-24,9.140556426099776e-16,1.7134081270491475e-07,7.365536948304269e-08,8.400386890283965e-14,3.683695759871244e-11,9.748423039215664e-08,8.266375255032658e-11,6.969610391845578e-13,3.708599962852324e-11,1.814537678566142e-13,4.003963786910634e-18,2.531681694388411e-18,3.4223050059318178e-18,1.3136582033095282e-18,4.120763297835971e-18,3.3106775469956317e-13,3.3563095066725993e-26,5.988706637783272e-25,1.0551924803395574e-27,2.7326123298758984e-38
4.2894473147389166e-10,0.8779605268153939,3.76,0.0,0.638632007404874,0.9999999068818575,4.87609472283992e-14,9.662162449503638e-24,1.4569628075455043e-15,2.165052385686462e-07,9.305790440782942e-08,1.3364338983614168e-13,5.879255241751584e-11,1.231261906918882e-07,1.3192551547199632e-10,1.114079083431836e-12,5.890832578618351e-11,2.8822622689338463e-13,8.056592973805258e-18,5.108914346635835e-18,6.8974905747261155e-18,2.6459660850577616e-18,8.311711613238687e-18,5.284309649231303e-13,8.196461413279831e-26,1.5239226149904587e-24,3.378058706691834e-27,1.1627264876114585e-37
