Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59)
2.958849159026018e-06,0.7887182292658835,3.76,0.0,0.5028223818306518,0.9998220718691262,8.18873479359927e-05,7.083058182438885e-16,3.343141325490382e-11,0.0004171953388781929,0.0001222367478127629,2.1111445577983694e-08,1.0925398262157246e-05,1.0091800186625965e-05,6.77342436301258e-05,1.2528180435220734e-05,3.8005198795437567e-06,1.7408727227027617e-08,4.107364353927723e-09,1.6108706636820307e-07,2.677804583815328e-07,4.777261636284243e-09,2.284927629195481e-07,9.742026747533334e-07,2.3647206861995653e-15,2.968992050427489e-12,2.6326010519596777e-11,2.6481374213236018e-16,1.1833723439703351e-09,1.606410177405634e-08,3.731307757289589e-12,1.7616336045187258e-14,2.568428142992972e-12
3.0072921764826305e-06,0.7887185830650045,3.76,0.0,0.5028139304284621,0.9998190650297912,8.403576817974444e-05,7.263423653205556e-16,3.408990685921236e-11,0.00042512954816480565,0.0001238507213583283,2.151447896769574e-08,1.1029381063846809e-05,1.0145848813829617e-05,6.91610441642757e-05,1.2984810344827955e-05,3.825525727294417e-06,1.781040975047251e-08,4.266600480090249e-09,1.700833884376886e-07,2.8243878479460067e-07,4.977763653576678e-09,2.398962031165088e-07,9.936429225654165e-07,2.49680111845789e-15,3.1612267135920743e-12,2.8478913485837467e-11,2.8871132257288367e-16,1.2179383058839718e-09,1.6550456903977727e-08,3.905651891762453e-12,1.8323748540262e-14,2.6884228862602162e-12
3.055735193939243e-06,0.7887189387133388,3.76,0.0,0.5028054451101058,0.9998160548857838,8.62046197549464e-05,7.445841823807801e-16,3.475104726937963e-11,0.00043308649756058047,0.0001254531461563248,2.191866701864751e-08,1.113340595553263e-05,1.0199781097247702e-05,7.059566613012346e-05,1.3450425487966747e-05,3.850497898647865e-06,1.8215153351136268e-08,4.429352363970252e-09,1.7942538513831826e-07,2.976421186313273e-07,5.1834677943295415e-09,2.516842521119902e-07,1.0130265012132151e-06,2.63395722325297e-15,3.3626959310817876e-12,3.0770124739124284e-11,3.1435200487154416e-16,1.2530278616921631e-09,1.7044383793129673e-08,4.085233252821641e-12,1.9048111596176187e-14,2.8120218437460023e-12
3.1526212288524675e-06,0.788719655530459,3.76,0.0,0.5027883728573261,0.9998100244000184,9.060365571773513e-05,7.816860235844268e-16,3.608127154352328e-11,0.0004490681669500392,0.00012862353811886253,2.2730484134928746e-08,1.134158400521579e-05,1.0307301608240083e-05,7.34883251110745e-05,1.4408749300968352e-05,3.900343224499891e-06,1.903374522011901e-08,4.765503552084017e-09,1.9917679223156967e-07,3.297282375889553e-07,5.610730478942107e-09,2.764434737934175e-07,1.0516137391106418e-06,2.923942725182084e-15,3.794543863704861e-12,3.579406911071119e-11,3.712620531069185e-16,1.3247860797540081e-09,1.8055075954124305e-08,4.460431717999417e-12,2.0548364604040627e-14,3.070255400345519e-12
3.249507263765692e-06,0.7887203796629056,3.76,0.0,0.5027711653334546,0.9998039798457874,9.508453383530296e-05,8.196161492337409e-16,3.7422092206124714e-11,0.00046513945125818625,0.0001317483006375413,2.3546851182880572e-08,1.1549933423122391e-05,1.0414371547152869e-05,7.641212391574558e-05,1.5403425015331023e-05,3.95005959240648e-06,1.9864345073005455e-08,5.1160176001546314e-09,2.2040261080996557e-07,3.641281845434476e-07,6.0595474927833106e-09,3.028294826257768e-07,1.0899458913967723e-06,3.2355777259310306e-15,4.267003101787879e-12,4.145319072314601e-11,4.363844217926342e-16,1.3986632548775873e-09,1.909641732724854e-08,4.857554458661194e-12,2.211844855022393e-14,3.343576998033535e-12
3.3463932986789167e-06,0.7887211110564212,3.76,0.0,0.5027538227948333,0.9997979206593506,9.964733170697099e-05,8.583793922805921e-16,3.8773515452138796e-11,0.00048129945944480656,0.0001348278101958147,2.4367722669460534e-08,1.1758451643420666e-05,1.0521000573325898e-05,7.936696878752035e-05,1.6434721748927248e-05,3.999650376583038e-06,2.070679414290127e-08,5.481093174353826e-09,2.4316503080087293e-07,4.0093213469660206e-07,6.530419393997341e-09,3.3090206679922107e-07,1.1280064315673835e-06,3.569775489032636e-15,4.7826306797480056e-12,4.780636987061351e-11,5.106291044495685e-16,1.474675084277368e-09,2.01686368306115e-08,5.277257711226053e-12,2.3759721572449453e-14,3.6324382143040324e-12
3.4432793335921413e-06,0.7887218496568464,3.76,0.0,0.5027363454942458,0.9997918462792947,0.0001042921254496884,8.979806160409721e-16,4.013554752675314e-11,0.0004975473040288374,0.00013786244281773267,2.5193053288191532e-08,1.1967133858266508e-05,1.0627198209965985e-05,8.235276882744584e-05,1.7502904587867332e-05,4.049118701865123e-06,2.1560932684947954e-08,5.860927883822585e-09,2.6752710456438154e-07,4.402310516781765e-07,7.023849452090616e-09,3.6072174468280977e-07,1.1657806022662393e-06,3.927461944153588e-15,5.344074574398156e-12,5.4916147315597174e-11,5.949793612707947e-16,1.5528367814893578e-09,2.1271954762982466e-08,5.7202024432776086e-12,2.5473546197164237e-14,3.9372938817651595e-12
3.540165368505366e-06,0.7887225954101741,3.76,0.0,0.502718733681682,0.9997857561465548,0.00010901898905985491,9.38424720281347e-16,4.150819473522713e-11,0.0005138821003810929,0.00014085257406134296,2.6022797880581833e-08,1.2175973922191413e-05,1.0732973865374366e-05,8.536943595841722e-05,1.86082345774239e-05,4.098467517201523e-06,2.2426600017723004e-08,6.255718240467279e-09,2.9355274238123844e-07,4.821166697952652e-07,7.540343602432844e-09,3.923497619131785e-07,1.2032552359980593e-06,4.309575620816309e-15,5.954074901543605e-12,6.284885324974679e-11,6.904956487373141e-16,1.6331631486657833e-09,2.240658400811182e-08,6.187054184019943e-12,2.726128907071218e-14,4.2586019715383485e-12
3.6370514034185904e-06,0.7887233482625493,3.76,0.0,0.5027009876048328,0.9997796497044359,0.0001138279940149152,9.797166451267497e-16,4.289146346018411e-11,0.0005303029662817036,0.00014379857901122308,2.6856911411728202e-08,1.238496500407608e-05,1.0838336848889836e-05,8.841688489308172e-05,1.9750968713336135e-05,4.147699649303176e-06,2.330363457871371e-08,6.665659627357803e-09,3.2130670779913713e-07,5.266814760960519e-07,8.080410394865593e-09,4.2584808875757676e-07,1.2404185941994287e-06,4.717067580081486e-15,6.615465082513246e-12,7.167473786903439e-11,7.983196627942099e-16,1.7156686226339838e-09,2.3572730990375987e-08,6.678482875563254e-12,2.91243207252917e-14,4.596823490977409e-12
3.733937438331815e-06,0.7887241081603044,3.76,0.0,0.502683107509383,0.9997735263986315,0.00011871920906178427,1.0218613749427048e-15,4.428536018617773e-11,0.0005468090216851802,0.0001467008322701708,2.76953489570564e-08,1.2594100039557084e-05,1.0943296382167415e-05,9.149503310509168e-05,2.093135993371958e-05,4.196817839791922e-06,2.4191873985501604e-08,7.090946270755362e-09,3.50854612851686e-07,5.740186922667024e-07,8.644560939808015e-09,4.612794176938724e-07,1.2772602229123362e-06,5.150901344353093e-15,7.331173000926866e-12,8.146810355404992e-11,9.196785043900118e-16,1.8003673163666635e-09,2.4770596436040154e-08,7.195162741083853e-12,3.106401535577077e-14,4.952422392988609e-12
3.83082347324504e-06,0.7887248750499767,3.76,0.0,0.5026650936391158,0.99976738567724,0.00012369270017099733,1.0648639419565166e-15,4.5689891531216024e-11,0.00056339938867055,0.00014955970795005663,2.853806569899024e-08,1.280337200550646e-05,1.1047861606018316e-05,9.460380080357009e-05,2.2149657111676224e-05,4.245824767018086e-06,2.509115510391257e-08,7.531771215577941e-09,3.822629131568367e-07,6.242222563762051e-07,9.23330885137722e-09,4.987071611761017e-07,1.3137708241708638e-06,5.612052825413071e-15,8.104222148020974e-12,9.230743868318211e-11,1.0558889692619146e-15,1.8872730508723653e-09,2.6000375964584697e-08,7.737772168019219e-12,3.3081750608881637e-14,5.325865495687442e-12
3.927709508158265e-06,0.7887256488783247,3.76,0.0,0.5026469462358958,0.9997612269907826,0.0001287485305993234,1.1087294291111684e-15,4.710506427913191e-11,0.0005800731915117189,0.000152375579661845,2.938501693009163e-08,1.3012774070057e-05,1.1152041584669825e-05,9.7743110909654e-05,2.3406105048892937e-05,4.2947230581829195e-06,2.6001314121187565e-08,7.988326304731356e-09,4.1559890290867104e-07,6.77386804497187e-07,9.847170187048267e-09,5.3819544953203e-07,1.3499421416580807e-06,6.101510250890182e-15,8.937732752435756e-12,1.04275553075848e-10,1.2083619608815243e-15,1.9763993761167188e-09,2.7262260529440256e-08,8.306993603376666e-12,3.51789073858389e-14,5.71762241038282e-12
4.02459554307149e-06,0.788726429592346,3.76,0.0,0.5026286655396063,0.9997550497922171,0.00013388676099563212,1.15346297276299e-15,4.8530885409246903e-11,0.0005968295567946599,0.0001551488205048058,3.023615805875755e-08,1.3222299680004184e-05,1.1255845309351096e-05,0.00010091288903395061,2.4700944470523444e-05,4.343515297918082e-06,2.6922186619844104e-08,8.460802160407796e-09,4.5093070977918847e-07,7.336076522306861e-07,1.0486663385920236e-08,5.798091289319494e-07,1.3857668587041772e-06,6.620274089406487e-15,9.834922904002166e-12,1.1745971503409517e-10,1.37860702852358e-15,2.067759588349224e-09,2.8556436746727217e-08,8.903513457440844e-12,3.7356869650872195e-14,6.128165475334606e-12
4.121481577984715e-06,0.788727217139292,3.76,0.0,0.5026102517880716,0.9997488535369532,0.00013910744951927583,1.1990697653190562e-15,4.9967362123630226e-11,0.000613667613547928,0.00015787980305495618,3.1091444615680767e-08,1.3431942617127974e-05,1.1359281701686665e-05,0.00010411306345459558,2.6034412021438308e-05,4.3922040355198525e-06,2.7853607651495424e-08,8.949388166798978e-09,4.883272897404394e-07,7.929807761538877e-07,1.1152309206634906e-08,6.23613759388926e-07,1.4212385069785858e-06,7.169356974553889e-15,1.0799109669750119e-11,1.3195178995646347e-10,1.5682370321926398e-15,2.1613667440994173e-09,2.9883087152630104e-08,9.528022013212993e-12,3.961702424375e-14,6.557969693451362e-12
4.21836761289794e-06,0.7887280114666805,3.76,0.0,0.5025917052169638,0.9997426376828674,0.000144410651970439,1.2455550575136715e-15,5.141450187228732e-11,0.0006305864933870269,0.00016056889935277138,3.195083226109356e-08,1.364169702705085e-05,1.146235961650977e-05,0.00010734356509612901,2.74067402637769e-05,4.440791790165331e-06,2.8795411810926867e-08,9.454272454865552e-09,5.278584218121985e-07,8.556027952032304e-07,1.1844630663984215e-08,6.69675612773813e-07,1.4563513847753517e-06,7.749783627776827e-15,1.1833710191018559e-11,1.4784838050929524e-10,1.778972934691151e-15,2.2572336697292076e-09,3.1242390405807464e-08,1.018121334042555e-11,4.196076069891182e-14,7.007512673133555e-12
4.315253647811165e-06,0.7887288125223102,3.76,0.0,0.5025730260596954,0.9997364016903152,0.00014979642193308764,1.2929241605281889e-15,5.287231237621522e-11,0.000647585330673618,0.0001632164808901885,3.281427679284283e-08,1.3851557421979055e-05,1.1565087843996261e-05,0.00011060432750923729,2.8818157675753805e-05,4.489281053863006e-06,2.9747433309784987e-08,9.975641888589538e-09,5.695947027400878e-07,9.215709520028868e-07,1.2564152964115345e-08,7.180616708353905e-07,1.4911004840281364e-06,8.362590780233314e-15,1.2942242765060327e-11,1.652509683400902e-10,2.012648722744079e-15,2.3553729689431863e-09,3.26345214393298e-08,1.086378521349743e-11,4.438947106889744e-14,7.477274571825618e-12
4.41213968272439e-06,0.7887296202542688,3.76,0.0,0.5025542145473043,0.9997301450221434,0.0001552648109206937,1.3411824482016034e-15,5.4340801648952627e-11,0.0006646632626782693,0.00016582291859692534,3.3681734154691514e-08,1.4061518667627942e-05,1.1667475111494648e-05,0.0001138952868511241,3.026888865173641e-05,4.537674293209025e-06,3.0709506049383096e-08,1.0513682051847641e-08,6.136075416092477e-07,9.909830941481683e-07,1.3311403439858704e-08,7.688396232136352e-07,1.5254814251449366e-06,9.008827093709507e-15,1.4128327923951084e-11,1.8426605731846595e-10,2.271216460263628e-15,2.4557970293770614e-09,3.4059651575492495e-08,1.1576439032581617e-11,4.6904549748661307e-14,7.967738041693918e-12
4.509025717637615e-06,0.7887304346109448,3.76,0.0,0.5025352709083504,0.9997238671437036,0.0001608158685140594,1.3903353591734137e-15,5.581997801680596e-11,0.0006818194297346734,0.00016838858282613924,3.4553160444199036e-08,1.4271575965581826e-05,1.1769530085365581e-05,0.0001172163818663094,3.1759153503608e-05,4.5859739509998745e-06,3.16814636924526e-08,1.1068577236208679e-08,6.599691543979119e-07,1.0639376554537532e-06,1.4086911486933677e-08,8.220778654344791e-07,1.5594903987340237e-06,9.689553080651638e-15,1.5395689509987957e-11,2.0500531829621743e-10,2.5567514748382868e-15,2.558518027627834e-09,3.551794861916783e-08,1.2319879746830922e-11,4.950739330216133e-14,8.4793881768299e-12
4.60591175255084e-06,0.788731255541037,3.76,0.0,0.5025161953688191,0.9997175675228618,0.00016644964248861875,1.4403883988281775e-15,5.7309850137080576e-11,0.0006990529753826143,0.00017091384333945656,3.542851192003097e-08,1.4481724835161492e-05,1.187126137280857e-05,0.0001205675538678541,3.3289168463381936e-05,4.634182447827102e-06,3.26631397336505e-08,1.164051043006841e-08,7.087525584751958e-07,1.1405336371768152e-06,1.4891208500129078e-08,8.778454968788297e-07,1.593124113418462e-06,1.0405841023378474e-14,1.674815573582016e-11,2.275857353755507e-10,2.8714576772092227e-15,2.6635479329589434e-09,3.700957693507594e-08,1.3094815779348857e-11,5.2199400293018056e-14,9.012712461611916e-12
4.702797787464065e-06,0.7887320829935633,3.76,0.0,0.5024969881520329,0.9997112456300109,0.00017216617893392724,1.4913471411928019e-15,5.881042701443286e-11,0.0007163630465028758,0.00017339906929140302,3.630774500886523e-08,1.4691961093736587e-05,1.1972677523538578e-05,0.00012394874671907923,3.485914568700906e-05,4.682302183325386e-06,3.365436756874232e-08,1.2229663308690516e-08,7.600315670474286e-07,1.2208705892238746e-06,1.5724827808794817e-08,9.362123187222308e-07,1.6263797490954764e-06,1.1158774892538022e-14,1.8189660227522637e-11,2.521297536651787e-10,3.217673015284699e-15,2.77089851043028e-09,3.8534697508776024e-08,1.390195895357826e-11,5.4981971117526285e-14,9.568200720055508e-12
4.79968382237729e-06,0.7887329169178665,3.76,0.0,0.5024776494785692,0.9997049009380806,0.00017796552236681257,1.543217230911617e-15,6.032171801639957e-11,0.000733748793445636,0.00017584462921325832,3.719081631197405e-08,1.490228083512975e-05,1.2073787031305344e-05,0.00012735990681577217,3.646929325933646e-05,4.7303355370153464e-06,3.4654980562477835e-08,1.283621622470349e-08,8.138807835562864e-07,1.3050485913481847e-06,1.6588304612407108e-08,9.972488318428869e-07,1.6592549150836756e-06,1.1949450264856455e-14,1.9724243060409463e-11,2.7876542850387333e-10,3.5978750658170864e-15,2.8805813237131923e-09,4.009346799521255e-08,1.4742024420921948e-11,5.785650783823687e-14,1.0146345066010821e-11
4.896569857290515e-06,0.7887337572636248,3.76,0.0,0.5024581795661838,0.9996985329225464,0.00018384771583695994,1.5960043852260752e-15,6.184373288849623e-11,0.0007512093701507609,0.0001782508909963574,3.8077682611394836e-08,1.5112680408033459e-05,1.2174598335350827e-05,0.00013080098306881313,3.8119815200193874e-05,4.778284868991797e-06,3.56648121151283e-08,1.3460348199215771e-08,8.70375596031022e-07,1.3931682343435792e-06,1.748217591715607e-08,1.0610262346965971e-06,1.6917476126317146e-06,1.2778974240212961e-14,2.135605179206435e-11,3.076265761414681e-10,4.014686765706824e-15,2.9926077376106436e-09,4.168604276152845e-08,1.5615730589375493e-11,6.082441401887487e-14,1.0747639854056128e-11
4.99345589220374e-06,0.7887346039808553,3.76,0.0,0.5024385786297445,0.9996921410614401,0.00018981280102379298,1.6497143958833918e-15,6.337648176843703e-11,0.0007687439342586089,0.00018061822187486452,3.896830087561428e-08,1.5323156396298627e-05,1.2275119821857111e-05,0.00013427192688718014,3.981091147158238e-05,4.826152520644033e-06,3.6683695727641276e-08,1.4102236913781744e-08,9.295921713974582e-07,1.4853306012414564e-06,1.8406980473392028e-08,1.1276164211581444e-06,1.7238562012982782e-06,1.364846535807949e-14,2.308934248651081e-11,3.388529258719062e-10,4.470882283351261e-15,3.1069889203144775e-09,4.331257292729547e-08,1.6523799053025053e-11,6.388709456165175e-14,1.1372581630986503e-11
5.187227962030189e-06,0.7887363163315451,3.76,0.0,0.5023989845294009,0.9996792837274687,0.0002019918069223989,1.7599265370769826e-15,6.647422414075789e-11,0.0008040316743317808,0.00018523755646079375,4.0760622134663795e-08,1.5744325030343335e-05,1.2475326629976403e-05,0.00014130323524798495,4.331560661807804e-05,4.921652059168677e-06,3.8747954019348525e-08,1.5439988547902862e-08,1.0564991384664448e-06,1.6821901873481045e-06,2.0351552689409945e-08,1.2695261842238975e-06,1.7869161116281542e-06,1.5511879870265842e-14,2.6877942592300435e-11,4.089906406024233e-10,5.5133139869429626e-15,3.3428592939718352e-09,4.6668087908636935e-08,1.844592475724006e-11,7.030240407101428e-14,1.2695403013887683e-11
5.361622824873993e-06,0.7887378787433693,3.76,0.0,0.5023629038312757,0.999667625391286,0.0002132367949769373,1.8623333284910702e-15,6.929901277434152e-11,0.0008360353059839258,0.00018926548389492054,4.2386115289943904e-08,1.6123608092128014e-05,1.2654604673644415e-05,0.00014773312294926195,4.6610519712423104e-05,5.007345426599776e-06,4.0635078496359135e-08,1.6706447895923855e-08,1.180803688487224e-06,1.8742134097403742e-06,2.2212897659905878e-08,1.4076000902809513e-06,1.8423462560587148e-06,1.7337092977862355e-14,3.067970499360555e-11,4.817318678095181e-10,6.617337509546075e-15,3.5633040234757563e-09,4.980562962696064e-08,2.0300658757816127e-11,7.641442667100286e-14,1.3971839517853495e-11
5.5317004718897755e-06,0.7887394216295099,3.76,0.0,0.5023273105179781,0.9996561735657036,0.00022446265821916738,1.9651748798643252e-15,7.208753988585861e-11,0.0008674651584891958,0.00019307766067845183,4.398244345385521e-08,1.649369794426542e-05,1.2828663233101783e-05,0.00015409642538462127,4.995329484939052e-05,5.090696731759565e-06,4.250125942333442e-08,1.7999562665416545e-08,1.3116956780963653e-06,2.075628181212474e-06,2.4132812281346144e-08,1.5521375121649936e-06,1.8951939435533683e-06,1.925904198319096e-14,3.477245057039492e-11,5.624143423114217e-10,7.865599897203235e-15,3.785798405578426e-09,5.297358218667291e-08,2.2227619797140756e-11,8.269192603278802e-14,1.5297978062832718e-11
5.701778118905558e-06,0.7887409831675599,3.76,0.0,0.5022913175520117,0.9996446379122453,0.00023594471262009832,2.0709834289566058e-15,7.490938236614082e-11,0.0008991062967761128,0.00019677723307474424,4.558947966269499e-08,1.686396884884262e-05,1.3001994326622347e-05,0.00016055097364947444,5.342483239664498e-05,5.173842331918861e-06,4.4391992898939367e-08,1.9350881050629688e-08,1.4525721997801287e-06,2.291576544122963e-06,2.6159053578034944e-08,1.706848002474329e-06,1.946846550005603e-06,2.1327608533375333e-14,3.927245686168352e-11,6.536969268545003e-10,9.304267887610211e-15,4.015760103838545e-09,5.624898127634196e-08,2.4275277252097037e-11,8.928992745865164e-14,1.6707175230898538e-11
5.87185576592134e-06,0.7887425631027941,3.76,0.0,0.5022549259627438,0.9996330157185168,0.0002476831393993379,2.1797938769974064e-15,7.776461430684972e-11,0.0009309543397140348,0.0002003661558158084,4.720700000093122e-08,1.7234409626053764e-05,1.3174641291144846e-05,0.00016709660905368367,5.702604195285643e-05,5.256794202315535e-06,4.6306394261870974e-08,2.0761305580019215e-08,1.6038775838364399e-06,2.522622815721235e-06,2.82945989799412e-08,1.872149877468238e-06,1.9973059438776625e-06,2.3549317837788486e-14,4.420759501867135e-11,7.566195353174346e-10,1.095606576563664e-14,4.253241466828071e-09,5.963251125639796e-08,2.6447658184550197e-11,9.621605785915446e-14,1.820220213466038e-11
6.041933412937122e-06,0.788744161184188,3.76,0.0,0.5022181367487034,0.9996213042970186,0.0002596781126767446,2.2916420061554417e-15,8.065331460487021e-11,0.0009630049481496812,0.000203846375670118,4.88347826741321e-08,1.760501026079116e-05,1.3346647067046006e-05,0.00017373319529195237,6.075779566850085e-05,5.33956418697901e-06,4.824358494644006e-08,2.223172562365537e-08,1.7660630388554574e-06,2.769334337604086e-06,3.0542437193308556e-08,2.0484678515677475e-06,2.0465756091372278e-06,2.5930796128818075e-14,4.9606852972925574e-11,8.722923271505721e-10,1.2845740201295285e-14,4.498293147345358e-09,6.312482846860536e-08,2.8748814003541213e-11,1.0347794321685438e-13,1.9785846638835577e-11
6.212011059952904e-06,0.7887457771644408,3.76,0.0,0.5021809508772487,0.9996095009852263,0.00027192980025656595,2.4065645138399984e-15,8.357556715916726e-11,0.0009952538258026207,0.0002072198310868284,5.0472608054829394e-08,1.7975761800386187e-05,1.351805421499937e-05,0.00018046061822053213,6.462092852919978e-05,5.422164005501781e-06,5.020269333241397e-08,2.376301736122673e-08,1.9395865519666696e-06,3.032281169201442e-06,3.290556727085361e-08,2.236232996100411e-06,2.09466045551618e-06,2.847876919720179e-14,5.550035101903766e-11,1.0018984875900013e-09,1.500018501246873e-14,4.75096413673921e-09,6.672656177782432e-08,3.1182819413187697e-11,1.1108320617603802e-13,2.146091263631473e-11
6.382088706968686e-06,0.7887474108000446,3.76,0.0,0.5021433692843051,0.9995976031456599,0.0002844383643389472,2.524599047563737e-15,8.653146106812948e-11,0.0010276967200666077,0.00021048845183201226,5.212025872354714e-08,1.8346656274852018e-05,1.3688904931781136e-05,0.00018727878564267633,6.861623866297017e-05,5.504605259215471e-06,5.2182855557201396e-08,2.5356043763245926e-08,2.124912788653418e-06,3.312035783389329e-06,3.538699770882285e-08,2.4358826973561533e-06,2.141566662812882e-06,3.120006092101278e-14,6.191935722636529e-11,1.1466970480125396e-09,1.7448570533848323e-14,5.011301800702969e-09,7.043831312958835e-08,3.375377138251673e-11,1.1903946368100831e-13,2.3230219339319608e-11
6.552166353984468e-06,0.7887490618513427,3.76,0.0,0.5021053928741468,0.9995856081659378,0.0002972039621809425,2.6457842406223665e-15,8.952109083187709e-11,0.0010603294227391898,0.00021365415861850217,5.377751950614531e-08,1.8717686634936562e-05,1.3859241065170778e-05,0.00019418762710199082,7.274448766921022e-05,5.586899436973213e-06,5.418321629161733e-08,2.7011654587278825e-08,2.322512992279211e-06,3.6091727644724843e-06,3.798974557165629e-08,2.647860614062085e-06,2.1873015492376163e-06,3.4101591790415055e-14,6.889630268407135e-11,1.3080257446413405e-09,2.022247772448068e-14,5.2793519169849935e-09,7.426065814071168e-08,3.646578813698144e-11,1.2735432467393585e-13,2.50966005854837e-11
6.72224400100025e-06,0.7887507300825807,3.76,0.0,0.5020670225192086,0.9995735134588238,0.0003102267467242174,2.7701597485377793e-15,9.254455655974547e-11,0.001093147770697102,0.0002167188627307953,5.5444177508380695e-08,1.9088846703389636e-05,1.402910412804023e-05,0.0002011870936829635,7.700640096751574e-05,5.66905792065715e-06,5.620292948003681e-08,2.873068638899384e-08,2.532864883466704e-06,3.924268508776119e-06,4.0716835642884465e-08,2.872616634388549e-06,2.2318734564369725e-06,3.719037743025799e-14,7.646479656853794e-11,1.4873039140688996e-09,2.3356037284996378e-14,5.555158714790922e-09,7.819414671922444e-08,3.932300817222712e-11,1.3603538785466854e-13,2.706290415924456e-11
6.8923216480160325e-06,0.7887524152619553,3.76,0.0,0.5020282590599239,0.9995613164622591,0.00032350686719592807,2.8977662861718375e-15,9.560196418185963e-11,0.0011261476465238274,0.00021968446564595167,5.7120022148016154e-08,1.9460131136379018e-05,1.4198535311623706e-05,0.00020827715781838503,8.140266816550402e-05,5.75109199036931e-06,5.824115904508045e-08,3.0513962546527686e-08,2.7564525594335802e-06,4.257900928088876e-06,4.3571299602794e-08,3.1106068325621704e-06,2.2752916490307225e-06,4.047352712204128e-14,8.465964105487715e-11,1.6860354253949567e-09,2.6886073850963844e-14,5.838764915537945e-09,8.223930370210629e-08,4.232958929141447e-11,1.4509023949994137e-13,2.9131991129447096e-11
7.0623992950318146e-06,0.7887541171616623,3.76,0.0,0.5019891033045795,0.9995490146393856,0.0003370444696850984,3.0286456656470395e-15,9.869342566561466e-11,0.0011593249790913447,0.0002225528586512317,5.8804845184585476e-08,1.9831535393409562e-05,1.4367575497953869e-05,0.00021545781310349505,8.593394344517369e-05,5.833012829250699e-06,6.029707955715744e-08,3.2362293298159766e-08,2.993766393372694e-06,4.6106491561932755e-06,4.655617523496752e-08,3.3622934251428933e-06,2.317566228024398e-06,4.395824232653381e-14,9.351684610177872e-11,1.905811649253789e-09,3.0852255284783874e-14,6.130211774848331e-09,8.639662950877453e-08,4.548970766716933e-11,1.5452645134523145e-13,3.130673520389347e-11
7.232476942047597e-06,0.7887558355579447,3.76,0.0,0.5019495560291917,0.9995366054785554,0.00035083969769892845,3.1628408351237965e-15,1.0181905923788195e-10,0.0011926757441003233,0.00022532592245938133,6.04984407470325e-08,2.020305571448095e-05,1.4536265271506597e-05,0.00022272907411653337,9.060084596695925e-05,5.914831527957367e-06,6.236987686929393e-08,3.427647579350858e-08,3.2453029339741214e-06,4.983093258708384e-06,4.967450566280617e-08,3.6281447270333627e-06,2.3587080559975097e-06,4.765181520848052e-14,1.0307364411937979e-10,2.148314463581066e-09,3.52972472171121e-14,6.429539125891148e-09,9.066660081519924e-08,4.88075569287427e-11,1.6435157853334054e-13,3.3590022101241753e-11
7.402554589063379e-06,0.7887575702311367,3.76,0.0,0.5019096179773903,0.9995240864933307,0.0003648926927051682,3.3003959183570908e-15,1.0497898961270042e-10,0.0012261959645849323,0.00022800552682259841,6.22006053595417e-08,2.0574689102934294e-05,1.4704644930115506e-05,0.00023009097624526894,9.540396029033424e-05,5.99655908885662e-06,6.445874871765807e-08,3.625729415757081e-08,3.5115648051971042e-06,5.375813946458912e-06,5.292933861588438e-08,3.9086351073036525e-06,2.398728691118552e-06,5.156162716498347e-14,1.133685045270196e-10,2.415319295585346e-09,4.026687300434326e-14,6.736785424071513e-09,9.504967124963454e-08,5.228734727491269e-11,1.7457315763004174e-13,3.598474894061904e-11
7.572632236079161e-06,0.788759320965707,3.76,0.0,0.5018692898603131,0.9995114552224718,0.00037920359466514844,3.441356255064074e-15,1.0817334822430518e-10,0.0012598817113869492,0.00023059353014615787,6.391113796580165e-08,2.0946433312374292e-05,1.4872754495187304e-05,0.00023754357551912837,0.00010034383680989942,6.078206429967511e-06,6.656290528822465e-08,3.8305519567017726e-08,3.7930606063955087e-06,5.789392292577077e-06,5.632372572626573e-08,4.204244944913246e-06,2.437640327923494e-06,5.569514735907967e-14,1.2444114822058932e-10,2.708698199479464e-09,4.581027919966655e-14,7.051987792867167e-09,9.954627210554048e-08,5.593330461333419e-11,1.8519870470737596e-13,3.849382364943453e-11
7.742709883094942e-06,0.7887610875503002,3.76,0.0,0.5018285723565014,0.9994987092299122,0.000393772542559512,3.585768442169587e-15,1.1140227346570538e-10,0.0012937291036012428,0.0002330917791025522,6.562983995180942e-08,2.1318286836507747e-05,1.5040633721227199e-05,0.0002450869484466365,0.00010542099220610195,6.159784388634303e-06,6.86815697500109e-08,4.042191033861496e-08,4.090304812890693e-06,6.22440945353672e-06,5.986072185564477e-08,4.515460584402665e-06,2.4754557439694905e-06,6.005993125989475e-14,1.3633256197160667e-10,3.030422969806297e-09,5.19801066407013e-14,7.375182070642391e-09,1.0415681306793794e-07,5.974966972703971e-11,1.9623571349693164e-13,4.1120164389876454e-11
