Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230),C2HO2(812),S(1029),CH2O3(220)
7.742584347441675e-16,0.8943254190320103,3.76,0.0,0.8794676432655152,0.9999999999998487,5.667437898090243e-31,3.296153094181022e-41,2.903582236876658e-27,3.2315901307099706e-13,1.5136145459087386e-13,5.191794826346443e-25,1.7534601277265345e-22,1.7179755725209777e-13,8.815581331997527e-18,3.4093435584236435e-24,9.010336106613747e-19,8.654874018187115e-25,6.933656948663036e-29,4.404780784908414e-35,7.824328500449071e-31,2.1601893168011887e-34,4.879481294572468e-34,2.289772299442824e-24,2.0984335691552776e-48,1.9120960775517274e-47,3.0959412462954403e-55,1.8454783462146627e-71,8.81505281221986e-18,3.63671848696274e-25,3.6503429491961645e-39,1.963849077323319e-40,6.025716268661115e-38,1.2349642959078122e-32,5.231818577134218e-34,4.610799885260421e-61,4.8875208102027565e-58,4.047340663562445e-69,8.519139982859079e-73,1.3910873047385981e-52,2.0037538491355587e-37,1.1819982754088791e-73,3.202215731522011e-75,2.0381792949703877e-59,4.441825494597066e-39,5.451933467454499e-75,2.3196404412897013e-74,3.526860328217073e-63,2.6672275148742147e-34,8.270703512343688e-47,1.0934977920982474e-72,5.3697069904067244e-83,4.2226687688875715e-67,1.0274247077556838e-48,7.777996142914109e-94,4.8242543030982456e-79,1.8142456937828624e-90,4.393559784640503e-78,7.340288922312503e-84,1.859387974846985e-38,4.950503383370702e-58,1.5712972794667695e-54,1.1897383967161153e-79,5.212305391107915e-91,8.290530685707784e-62,8.477116515923397e-60,1.2670125574931221e-79,3.1666764986619037e-59,2.022268707715644e-51,6.359014989092756e-84,2.3824632055144973e-52,1.1948664066065237e-82,2.3404913968389933e-78,4.550300310414991e-85,1.0479373799452433e-83,4.056620387690145e-74
1.5491895527504932e-15,0.8943254190320377,3.76,0.0,0.8794676432651918,0.9999999999996971,4.537396395445726e-30,2.638928547657522e-40,1.1621895557751467e-26,6.465987908893129e-13,3.0285441346218027e-13,2.078070856970901e-24,7.018410142480748e-22,3.4374437251183043e-13,1.7639878768783738e-17,1.364625950562088e-23,1.8031959352371314e-18,3.4642048909554116e-24,2.7752715908637e-28,3.5265033826823267e-34,3.1319855510200418e-30,1.7294648078317028e-33,3.9065517130678894e-33,9.165056508118804e-24,3.3602261699615427e-47,3.0625873314482728e-46,9.916653013644345e-54,1.1822858843318986e-69,1.7637763312318138e-17,1.4556350288922795e-24,2.922493716865099e-38,1.5722734938745863e-39,4.824229312892214e-37,9.887214752478247e-32,4.1887150352464484e-33,1.4772773960514757e-59,1.5663840793723444e-56,2.594274591129284e-67,5.460422725579358e-71,2.2279374361674927e-51,1.604220815902608e-36,7.577049521069095e-72,2.052017535168826e-73,6.530222793789348e-58,3.576115729049323e-38,3.4951419593721154e-73,1.4868624656100826e-72,1.1299889675589074e-61,2.1354036195010582e-33,1.3243903314173358e-45,7.007269007375411e-71,6.88158998343125e-81,1.5907572874953126e-65,1.6452181199393526e-47,1.9954565014955853e-91,3.4041690604618078e-77,2.3269910401358247e-88,2.9760605457876566e-76,9.407587936736072e-82,1.4886389385278721e-37,9.197638269923044e-57,2.529787472275258e-53,7.817885589404915e-78,6.68541927644644e-89,2.654806801874081e-60,2.7149650242473866e-58,1.6250679317378738e-77,1.0141875364405074e-57,3.239392136621274e-50,8.156054180837657e-82,3.815042570669313e-51,1.5325347109556633e-80,1.5007684330132298e-76,5.8362113956858894e-83,7.888018333164373e-82,2.59973611554124e-72
3.0990517887631448e-15,0.8943254190320922,3.76,0.0,0.8794676432645449,0.9999999999993942,3.631296123938742e-29,2.111947855713473e-39,4.650271770252585e-26,1.2934783496839434e-12,6.058403311322688e-13,8.314989485496036e-24,2.808278233324726e-21,6.876379988840629e-13,3.529164614529163e-17,5.460281522884978e-23,3.6085586964252865e-18,1.3861329966357208e-23,1.1104716112907236e-27,2.8222746693926198e-33,1.2533742940291771e-29,1.3840972527367405e-32,3.126428232963388e-32,3.667216400353138e-23,5.378540624695708e-46,4.9027281057801057e-45,3.1748724183169408e-52,7.570418553692744e-68,3.528318156397851e-17,5.824435191017122e-24,2.338882847214097e-37,1.2582968455137254e-38,3.860837474732935e-36,7.912762760876214e-31,3.352371518091987e-32,4.730203354108919e-58,5.016236236210936e-55,1.6616073088707384e-65,3.497284832124735e-69,3.5673842687312273e-50,1.2838631973492368e-35,4.854002084420149e-70,1.3141218135079949e-71,2.090958564706059e-56,2.8939187070550107e-37,2.239373438662908e-71,9.523258096376302e-71,3.618197710300762e-60,1.7089715987828778e-32,2.1198871567836224e-44,4.4874967263221053e-69,8.812969312153035e-79,6.616645524128446e-64,2.6334202792815976e-46,5.1138645314098764e-89,2.579937489108573e-75,2.9816747416637974e-86,2.1109733440142974e-74,1.2049404955330167e-79,1.1913603312201847e-36,1.8783504805409164e-55,4.093051745742224e-52,5.2532052169529656e-76,8.566325539692981e-87,8.491426985022579e-59,8.691575180378935e-57,2.082193354736202e-75,3.2467548033830945e-56,5.186031282798499e-49,1.0450304411339438e-79,6.106544068187928e-50,1.96363422116958e-78,9.616152446010047e-75,7.4779275778645225e-81,6.5536213715621254e-80,1.6649496239171634e-70
6.198776260788448e-15,0.8943254190322014,3.76,0.0,0.8794676432632511,0.9999999999987882,2.9055885998242164e-28,1.6898839535253313e-38,1.8604112956997603e-25,2.5872374799051996e-12,1.2118121661823493e-12,3.3265366296770655e-23,1.1234941462858131e-20,1.3754252350395973e-12,7.060787090974328e-17,2.1844683317792407e-22,7.22343666672877e-18,5.545433035257286e-23,4.4426213754162144e-27,2.2582486174304193e-32,5.0156904574900563e-29,1.1074877537859875e-31,2.5016169273631233e-31,1.4671253495010303e-22,8.607381855083296e-45,7.846435955307947e-44,1.0162061688130466e-50,4.846295183588832e-66,7.057400707315804e-17,2.330152559138037e-23,1.8714611048768278e-36,1.0068289827998957e-37,3.0892371206956726e-35,6.331390081860492e-30,2.6826089205182777e-31,1.5141312747370684e-56,1.6058051209788314e-53,1.0638331867657938e-63,2.2390949918227693e-67,5.712924043993652e-49,1.0272840039575718e-34,3.1090402127720137e-68,8.413014416711545e-70,6.693118037391837e-55,2.3666869275274223e-36,1.4347508742458136e-69,6.097229121916867e-69,1.1581816496406897e-58,1.3674364681615459e-31,3.3925096624183138e-43,2.8729082014998638e-67,1.1281395655802822e-76,3.0930501646714332e-62,4.214329316084771e-45,1.3098521925738328e-86,2.1634910815650672e-73,3.818746041362795e-84,1.6138424875638186e-72,1.5428149952071813e-77,9.532640775316576e-36,4.3054025919458496e-54,6.690224484251324e-51,3.67828257677289e-74,1.097124275849349e-84,2.712226126955185e-57,2.7819100013857826e-55,2.6665487598196008e-73,1.0391733958445127e-54,8.300028737736694e-48,1.3383078357535454e-77,9.77243116911797e-49,2.5147252306179263e-76,6.160613735790018e-73,9.57659534205841e-79,6.118935516258741e-78,1.0659232396198807e-68
1.2398225204839055e-14,0.8943254190324195,3.76,0.0,0.8794676432606635,0.9999999999975763,2.3246915513089986e-27,1.3520431934817687e-37,7.442249081429512e-25,5.17475579087569e-12,2.423755835122125e-12,1.3307224641474884e-22,4.4943422502460245e-20,2.7509996409949476e-12,1.4129108048194244e-16,8.73858584584688e-22,1.4469802397289253e-17,2.2183525084192187e-22,1.7772026484094172e-26,1.8067704729934252e-31,2.0075412652610557e-28,8.860737831739079e-31,2.00148248977461e-30,5.868978978142653e-22,1.377309956065502e-43,1.2555953438626748e-42,3.252254781117961e-49,3.1020402500237434e-64,1.4115561411498046e-16,9.321362565005574e-23,1.4973101925586841e-35,8.055401895599738e-37,2.4715932277468303e-34,5.065557238776452e-29,2.1466147197034624e-30,4.845963066300299e-55,5.1395526411906065e-52,6.809794263575128e-62,1.4332819100509266e-65,9.154242477960126e-48,8.219026484178586e-34,1.9918301460961731e-66,5.3851416657577525e-68,2.142119686241681e-53,1.9753158842900126e-35,9.197064100767963e-68,3.9029700561272636e-67,3.706760996027442e-57,1.0940523050916273e-30,5.4285675003623247e-42,1.8389521960502687e-65,1.4435303022334412e-74,1.614067272313541e-60,6.743611288287471e-44,3.3541160755472614e-84,2.040003789684452e-71,4.8899178479697094e-82,1.3688684020971909e-70,1.9751141519821967e-75,7.62675357643371e-35,1.1047578338219344e-52,1.115351615005475e-49,2.757768148753536e-72,1.40487630502404e-82,8.643137619780412e-56,8.903183082997048e-54,3.4140214637179506e-71,3.325662211290785e-53,1.3281868617861447e-46,1.7134441379667294e-75,1.5637392678386054e-47,3.2196614256606547e-74,3.948231841068474e-71,1.226113491392514e-76,6.378898486152552e-76,6.82301353343068e-67
2.4797123092940266e-14,0.8943254190328559,3.76,0.0,0.8794676432554883,0.9999999999951523,1.859841462506868e-26,1.0816981687652328e-36,2.9770193608537556e-24,1.0349792614928584e-11,4.847643168360127e-12,5.323102588610056e-22,1.797809982239242e-19,5.502148187482797e-12,2.828605397799422e-16,3.495577665416571e-21,2.902897300418286e-17,8.873761208917449e-22,7.109175615534153e-26,1.4454850264055495e-30,8.039306552741195e-28,7.088918052272846e-30,1.6012602809357882e-29,2.3476870846109272e-21,2.2037718035042234e-42,2.0090846700680486e-41,1.0407846061066821e-47,1.9854611172107515e-62,2.823186522927051e-16,3.728691744277464e-22,1.1979036605283164e-34,6.444635827496318e-36,1.977318640819963e-33,4.052580947790446e-28,1.7178914106726473e-29,1.550825103781613e-53,1.6448135828218554e-50,4.3586301416156916e-60,9.173770707527382e-64,1.4687963769683183e-46,6.575491921032613e-33,1.2770269025448091e-64,3.4467111663371905e-66,6.855258124944256e-52,1.7111897630684332e-34,5.903217756094243e-66,2.4981300490661925e-65,1.1862602500757187e-55,8.752822086188879e-30,8.686149028194755e-41,1.1770220000774615e-63,1.8460281464905316e-72,9.16017288156574e-59,1.0790321765328433e-42,8.587653999505101e-82,2.144342468860274e-69,6.261638875540147e-80,1.3060304146084628e-68,2.5283363234055857e-73,6.101559468341542e-34,3.0983703327709886e-51,1.928038091415097e-48,2.2813082629665513e-70,1.7989848033169332e-80,2.7424310464066095e-54,2.8492548896028615e-52,4.3704343099072757e-69,1.0642408144294056e-51,2.1252190026489002e-45,2.1934246658213467e-73,2.5020819675551774e-46,4.121681694098964e-72,2.5330007182444614e-69,1.5696204710553504e-74,7.234512001010307e-74,4.367040059675182e-65
4.959491886914269e-14,0.8943254190337284,3.76,0.0,0.8794676432451379,0.9999999999903045,1.4879083765953287e-25,8.65398699461125e-36,1.1908308458248032e-23,2.0699867071481957e-11,9.695417816269947e-12,2.1292812624287155e-21,7.191385667968311e-19,1.1004444218767315e-11,5.668116188336929e-16,1.3982603867004125e-20,5.841307068872947e-17,3.5495687789243095e-21,2.843788703661482e-25,1.1564155014227747e-29,3.2228399739873137e-27,5.671255077523262e-29,1.2810358706576673e-28,9.390939119951703e-21,3.526008486481521e-41,3.2146400099246832e-40,3.3306107998072364e-46,1.2707751937421138e-60,5.646440250262841e-16,1.4915030396622474e-21,9.58343498871748e-34,5.155844439529204e-35,1.581812767779598e-32,3.242050149494404e-27,1.3751747091080945e-28,4.962814832319964e-52,5.263657592471217e-49,2.789585283154127e-58,5.8713700003419405e-62,2.36307192567092e-45,5.260452132072852e-32,8.200687856856443e-63,2.2059151452711454e-64,2.1937330359226286e-50,1.5783599456559645e-33,3.799410061778926e-64,1.5988654400389822e-63,3.7962129728463555e-54,7.002404893250027e-29,1.3898189254813246e-39,7.53323049376215e-62,2.3583182730925504e-70,5.488067356827134e-57,1.726493751600363e-41,2.1985679219650984e-79,2.4459231227526734e-67,8.019887498180523e-78,1.3861340131025977e-66,3.236369644378444e-71,4.881150566592431e-33,9.215703588817785e-50,3.54375462742649e-47,2.1208270751185412e-68,2.304165406606152e-78,8.62892775873588e-53,9.11840918567275e-51,5.594338906041203e-67,3.4054871273678863e-50,3.400363873498596e-44,2.807603305898354e-71,4.00334296550028e-45,5.2760683764108104e-70,1.6287064275981362e-67,2.009232043964908e-72,8.664286020663674e-72,2.7949513140542635e-63
9.919051042154754e-14,0.8943254190354736,3.76,0.0,0.8794676432244373,0.999999999980609,1.1903406514013435e-24,6.923585745942648e-35,4.763362829883856e-23,4.140001921837873e-11,1.9390967037824833e-11,8.517186943021948e-21,2.87658307294993e-18,2.200903203457334e-11,1.1379624175189627e-15,5.593105425234482e-20,1.1824429104221127e-16,1.4198356180241083e-20,1.1375755346074154e-24,9.251434259825909e-29,1.2947907045256659e-26,4.537035544897776e-28,1.0248364421937907e-27,3.756413637741605e-20,5.641313768938417e-40,5.1435040265323547e-39,1.0661254672168684e-44,8.16412804726568e-59,1.1292919560204408e-15,5.966040825300229e-21,7.66680412690441e-33,4.124745941855482e-34,1.2653377410960324e-31,2.5935244085511694e-26,1.1014790653513804e-27,1.5881181047212827e-50,1.913975943547352e-47,2.0177121921900039e-56,4.183749052371161e-60,3.822363680511495e-44,4.208305624543427e-31,5.283574621776968e-61,1.4117245375701673e-62,7.019862850354004e-49,1.597680474514471e-32,2.4604084061206715e-62,1.160559727198625e-61,1.2148566488355247e-52,5.6019600240689405e-28,2.2237377004009003e-38,4.821342043752692e-60,3.0067606553390165e-68,4.41665356940312e-55,2.7624198808658063e-40,1.2164939543316752e-76,2.9405836915638357e-65,1.8000768664907359e-75,1.591807931617548e-64,4.1425505079809925e-69,3.9046262398324497e-32,2.8371424759219927e-48,7.138130307485816e-46,2.2036245824642748e-66,5.17198872983882e-76,2.6716587106189084e-51,2.9182837345026266e-49,1.2534742972990863e-64,1.0896595063158254e-48,5.4403288241826185e-43,6.290380495573757e-69,6.405142224784083e-44,1.182220007083232e-67,1.3976615665701962e-65,4.5021433042125047e-70,1.3914677774406756e-69,2.363455544710011e-61
1.9838169352635723e-13,0.894325419038964,3.76,0.0,0.8794676431830358,0.9999999999612178,9.522778888894964e-24,5.5394038383279194e-34,1.9053476158980045e-22,8.280033644732939e-11,3.878206518387544e-11,3.40687230694569e-20,1.1506387165181898e-17,4.4018190679147183e-11,2.293258567174691e-15,2.2372591352613076e-19,2.421588244975462e-16,5.679320663736238e-20,4.550713135930834e-24,7.4011920288197105e-28,5.224322226370193e-26,3.6296141941577855e-27,8.198669515472622e-27,1.5025729195782153e-19,9.024970573251382e-39,8.229658636095356e-38,3.4116541338864108e-43,5.226099568339292e-57,2.2585765602325968e-15,2.3864028495279022e-20,6.133423847029171e-32,3.299850631552674e-33,1.0120722687959451e-30,2.074597484614465e-25,8.833101310144067e-27,5.081949899829348e-49,6.147759798274236e-46,1.2981883585356539e-54,2.6902003711272366e-58,6.248293904633604e-43,3.366494843900668e-30,3.4263243414832408e-59,9.034003815835515e-61,2.24623808238985e-47,1.81403130860247e-31,1.6104290587138188e-60,7.468562317213997e-60,3.8877993409234635e-51,4.481546013963826e-27,3.558000186293441e-37,3.0856687049944137e-58,3.818474031922953e-66,2.798421338240471e-53,4.419883072288893e-39,3.1206839616998326e-74,3.641567072551701e-63,2.3182794317844802e-73,1.9203269024163356e-62,5.302309395298946e-67,3.1231747633552756e-31,8.899683964807299e-47,1.6117743463168285e-44,2.493195377333061e-64,6.6613729165127265e-74,8.027730668443594e-50,9.340836985749508e-48,1.6096369509105988e-62,3.4862250434799773e-47,8.70347834301118e-42,8.076841654115797e-67,1.0247371320033095e-42,1.5183017964751948e-65,9.191249847217226e-64,5.781986144812423e-68,1.765940197990759e-67,1.5182023260296223e-59
3.9676405973597663e-13,0.894325419045945,3.76,0.0,0.879467643100233,0.9999999999224355,7.618241185150085e-23,4.432340001497168e-33,7.621352188759567e-22,1.6560102264583583e-10,7.756426028773894e-11,1.362736549764352e-19,4.6025636500484614e-17,8.803644002025263e-11,4.655828995419962e-15,8.949103985965275e-19,5.069962048883861e-16,2.2716934876254697e-19,1.820600164709585e-23,5.92097230566727e-27,2.1258407938834034e-25,2.903642723645941e-26,6.558841997608739e-26,6.010305539273358e-19,1.4436195895297034e-37,1.3167457853628377e-36,1.0917307559177112e-41,3.345572612113507e-55,4.517100738479036e-15,9.545430729277279e-20,4.906664005414019e-31,2.639943199097129e-32,8.093341086613874e-30,1.659308056860782e-24,7.100437339482436e-26,1.6261825993981494e-47,1.9675335185064095e-44,8.308363186054558e-53,1.7217652984084393e-56,1.0421157392251698e-41,2.692932482215381e-29,2.2501997808603355e-57,5.780354751701182e-59,7.187102628147094e-46,2.308357703538562e-30,1.0764314397946824e-58,4.780504175103213e-58,1.2442408586436033e-49,3.5851696920873824e-26,5.692809568040029e-36,1.9748112261635557e-56,4.8121019110611346e-64,1.778643127430188e-51,7.07178122376313e-38,7.988456895263167e-72,4.582841077998332e-61,2.983977657032516e-71,2.3825549173527123e-60,6.786457274590579e-65,2.49767601489212e-30,2.8191323830568655e-45,4.081060941462409e-43,2.9815786996096895e-62,8.575430238044163e-72,2.2891576563407237e-48,2.990527899164662e-46,2.059881006992804e-60,1.1151425766042523e-45,1.392202410479743e-40,1.0333802568698806e-64,1.639289846126255e-41,1.943420432652119e-63,6.155360466481478e-62,7.400849158454787e-66,2.244077921229268e-65,9.714932657751133e-58
7.935287921552154e-13,0.894325419059907,3.76,0.0,0.8794676429346268,0.9999999998448706,6.094594742346659e-22,3.547163257515887e-32,3.048498627226448e-21,3.3120260200508173e-10,1.5512864574250694e-10,5.450826425001489e-19,1.8410254642293284e-16,1.760726669111789e-10,9.5888817259923e-15,3.579681893549838e-18,1.1047037594866007e-15,9.086461079627855e-19,7.284892133124518e-23,4.736786652606818e-26,8.792227780189644e-25,2.3228260337131306e-25,5.246900469351005e-25,2.4041241334760394e-18,2.308579015576445e-36,2.1067815022700086e-35,3.4935257010210887e-40,2.142260594649213e-53,9.033968981674151e-15,3.8180131983582257e-19,3.9251927572414644e-30,2.1120454254869663e-31,6.469470538137328e-29,1.3268490063371615e-23,5.734619172845068e-25,5.20348197800916e-46,6.2962142952369235e-43,5.315210148217687e-51,1.1015933325500082e-54,1.8029833711110162e-40,2.153915065452656e-28,1.5135263414268233e-55,3.697599231112872e-57,2.29930640678983e-44,3.2171972565448284e-29,7.474850282835736e-57,3.059088233085594e-56,3.982469529394066e-48,2.8680156046233386e-25,9.108481533414671e-35,1.2638483631758049e-54,5.974729112213002e-62,1.1341755420787383e-49,1.1314692729621278e-36,2.044739338741804e-69,5.815844756206231e-59,3.861635533836875e-69,3.000221687617914e-58,8.685323732505536e-63,1.9967511725320654e-29,8.974566164293223e-44,1.1332176647759876e-41,3.6818751027041553e-60,1.1100788220881932e-69,6.012953486406333e-47,9.57897280837018e-45,2.635324898440488e-58,3.5655648321940724e-44,2.2263763765081108e-39,1.3214814958218712e-62,2.621925085979136e-40,2.48741157156948e-61,4.290677743643918e-60,9.472271401279575e-64,2.860031429116117e-63,6.2147879845330165e-56
1e-12,0.8943254190738689,3.76,0.0,0.8794676428484474,0.999999999804507,1.1991701671223422e-21,6.980670160812214e-32,4.8331635647544176e-21,4.17379618380827e-10,1.9549214093419032e-10,8.641838435967136e-19,2.918825868562167e-16,2.21885433264032e-10,1.226417252732988e-14,5.6753830972561485e-18,1.4511461411271312e-15,1.4405752761108234e-18,1.1551939140728301e-22,9.320225535732371e-26,1.4193180710344867e-24,4.570302949668031e-25,1.0323623818354836e-24,3.811583568397947e-18,5.528143773921644e-36,5.146082123196596e-35,1.0059071243955114e-39,7.194887599016616e-53,1.1384394760410956e-14,6.053089467921944e-19,7.723066324688615e-30,4.155804855845526e-31,1.2724847596472574e-28,2.6101895391509793e-23,1.1329766253306875e-24,1.5163263566222838e-45,1.7607935245721053e-42,1.7451758134640623e-50,3.631325008213129e-54,4.458906560345333e-40,4.237661816266726e-28,5.256829081478267e-55,1.2502520598982307e-56,6.699870370725404e-44,7.501028524157657e-29,2.6111179472862e-56,1.0035690036166286e-55,1.160557047502726e-47,5.642987410142475e-25,2.1814898539464238e-34,4.273982580110956e-54,2.2997061742794063e-61,3.479299881341986e-49,2.7098338692851084e-36,6.717772121327238e-69,2.259514450612048e-58,1.2228847086821273e-68,1.16449627398958e-57,3.3692999973043724e-62,3.927608423154324e-29,2.6131586143839035e-43,3.156064336845358e-41,1.4257327715213993e-59,3.51532430896547e-69,1.649539907039721e-46,2.7361858668378824e-44,8.338599634832565e-58,1.017872597935157e-43,5.483820555667402e-39,4.180952340606503e-62,6.278598977079567e-40,7.871685792300958e-61,1.322103624372968e-59,2.99757984849008e-63,1.0202118379407017e-62,1.9028287499675626e-55
1.1902935245744541e-12,0.8943254190738689,3.76,0.0,0.8794676427690205,0.9999999997673059,1.742675130357699e-21,1.0145150754010242e-31,6.477994263870337e-21,4.96804388326373e-10,2.3269302644430756e-10,1.158282439165814e-18,3.9121771443606355e-16,2.6410862201170504e-10,1.472984568903703e-14,7.606879370615471e-18,1.7704436477988824e-15,1.930826082930058e-18,1.5484649289894566e-22,1.3544537239266547e-25,1.917095160570665e-24,6.641682820019216e-25,1.5002569563165948e-24,5.108764029356948e-18,8.495445277392188e-36,7.947243764253254e-35,1.6110185174853605e-39,1.1851625025301912e-52,1.3550657118999568e-14,8.113040322414637e-19,1.1223364281878726e-29,6.039429160874905e-31,1.8490095741229153e-28,3.792976213223163e-23,1.6486515562653438e-24,2.4342664230347008e-45,2.8033346474430978e-42,2.8637368547883295e-50,5.96284406994818e-54,6.906729624655408e-40,6.158140306570632e-28,8.706832011131754e-55,2.061754805575185e-56,1.0755635993223958e-43,1.1449207832572974e-28,4.328729232519673e-56,1.646565264702458e-55,1.8631376941088657e-47,8.200531248719441e-25,3.3525726901603986e-34,7.048263098745619e-54,3.8685639857700606e-61,5.640676185292415e-49,4.1645285225155315e-36,1.10246577541107e-68,3.80597321483005e-58,1.994046070064027e-68,1.9612360524036712e-57,5.674124434039536e-62,5.707176797391114e-29,4.1944298420683355e-43,5.020414465465525e-41,2.400415959851209e-59,5.732111075228568e-69,2.61565113250274e-46,4.37513982207903e-44,1.3595004450463632e-57,1.627372467872218e-43,8.486033505488235e-39,6.816374446922739e-62,9.648760706747878e-40,1.283408480877112e-60,2.145167242992508e-59,4.887280826983493e-63,1.696892920057136e-62,3.0837808111879166e-55
1.587058256993693e-12,0.8943254190878308,3.76,0.0,0.8794676426034139,0.999999999689741,3.675809732369414e-21,2.140489039876351e-31,1.1050591864165716e-20,6.624063816095221e-10,3.102574023931324e-10,1.9758647307540044e-18,6.673709873781156e-16,3.5214430532271535e-10,2.007872024294683e-14,1.297652628573389e-17,2.5042154097251336e-15,3.293688015841804e-18,2.642210251798535e-22,2.856990753088542e-25,3.351478057296447e-24,1.400894790200839e-24,3.164421447152789e-24,8.71494950229307e-18,2.154329814765397e-35,2.1016903776364934e-34,4.884284542434684e-39,4.143092036402384e-52,1.806716515788304e-14,1.383951690040693e-18,2.367287370439913e-29,1.2739625782892675e-30,3.898462060038153e-28,7.998604827774511e-23,3.4945217575917496e-24,7.852880928402813e-45,9.507532015811735e-42,1.0762045168822906e-49,2.2332433380416476e-53,1.8392712718943596e-39,1.2987940300805502e-27,3.416631470565718e-54,7.77305804629494e-56,3.469517446601022e-43,2.8452981532073343e-28,1.717425559579143e-55,6.193231328685454e-55,6.011280003645145e-47,1.7296909624568896e-24,8.502967571156147e-34,2.657606173203809e-53,1.6106000946874855e-60,2.3784362226412788e-48,1.0562076124147249e-35,7.471890749116121e-68,1.6589780445835577e-57,1.094141322986502e-67,8.541243522444724e-57,2.3793386406485936e-61,1.2033720494094187e-28,1.3521983440259011e-42,1.467978375951611e-40,1.043386749181754e-58,3.145830360061028e-68,7.996095075442004e-46,1.3045719982637675e-43,7.41610194848009e-57,4.849281377165455e-43,2.2827711327508025e-38,3.7180007672485816e-61,2.4467526885934217e-39,7.001173017084295e-60,9.512470755124293e-59,2.6660819936310706e-62,7.645418444849558e-62,1.3042964315365309e-54
2.3805877218321704e-12,0.8943254191157545,3.76,0.0,0.8794676422722003,0.999999999534611,1.0039793273273107e-20,5.849928129727616e-31,2.2878483517628654e-20,9.936108539020483e-10,4.653861431358122e-10,4.090676726585472e-18,1.381705264214759e-15,5.282150340741256e-10,3.1264420788159996e-14,2.6866539512066434e-17,4.1314241484906145e-15,6.81890573741093e-18,5.473109993430158e-22,7.803631229898301e-25,7.249878809103745e-24,3.826148191741411e-24,8.642768093677381e-24,1.8043190454836455e-17,7.532650784413504e-35,8.171524840874582e-34,2.2414129616739924e-38,2.341796021905367e-51,2.7099758578720974e-14,2.8651660805010463e-18,6.465588526413208e-29,3.480025684260753e-30,1.0640478268868952e-27,2.1838117289677863e-22,9.622086628684571e-24,4.3222674207398704e-44,5.766327027908638e-41,7.656245445984016e-49,1.573204247834408e-52,7.25448701520302e-39,3.546789782664994e-27,2.819553607204841e-53,5.6453914457485994e-55,1.9094055524280904e-42,9.727914942719111e-28,1.4521990317846352e-54,4.416556973154799e-54,3.30984743657105e-46,4.724147059889841e-24,2.9736105547478423e-33,1.9305291626343986e-52,1.3386951414070575e-59,2.1316344053699246e-47,3.6935671575874434e-35,1.5039738577621861e-66,1.608175196577822e-56,1.5395546911665918e-66,8.269089237972035e-56,1.999712590105744e-60,3.2847962567991434e-28,7.436200026351059e-42,6.281946539135878e-40,1.0075691453584032e-57,4.428255034447868e-67,4.063235169814878e-45,5.713888002769907e-43,1.0297262122887122e-55,2.1215316551670856e-42,9.230123257652259e-38,5.161020173980457e-60,8.554158232167361e-39,9.722585848771638e-59,9.52666840767447e-58,3.70238915569002e-61,7.87733305908357e-61,1.1742690390308234e-53
