Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230),C2HO2(812),S(1029),CH2O3(220)
0.00010122893971326659,1.0038103311048998,3.76,0.0,0.0026498867643934233,0.00568125997855238,1.0071925249872624,9.598102883530666e-05,3.960479847546606e-05,0.003076826978976058,4.444655836451326e-06,4.5899476774569174e-10,0.007813418653485601,0.0531852583268925,0.6634689648137584,0.00015913728871366623,0.0003928415851083028,2.2094688203171364e-08,3.1709358041117796e-07,0.000213564056240786,5.5510229051282716e-06,3.630903536944473e-05,0.5846602449136065,2.670851613729373e-07,2.798910759199608e-10,3.328307972455873e-05,0.0464626974521447,4.2795520379492236e-05,1.2173324537698576e-05,0.0001590222359423234,2.5826564575073853e-14,4.147393546558586e-12,8.430026612336181e-14,3.6396724827936314e-08,0.19398588747605625,4.7875869802248874e-05,0.00028790642645849286,6.08728268220761e-09,5.024557320002792e-11,2.2663023134939858e-09,6.911758259962634e-08,1.942278478677486e-05,3.996921571597157e-09,2.0726576373871986e-10,2.698970866703159e-07,1.5864317509161194e-05,3.126517865199659e-10,1.0160222875664422e-08,6.782482932572662e-06,1.1622891355032832e-05,6.950996438710246e-05,2.7642402780004277e-13,5.492016340671152e-08,4.269418122111668e-11,4.952196334867304e-16,4.45221073682652e-07,1.3476407979556027e-17,3.543135381812535e-09,1.8275889687207847e-09,2.990126394488621e-14,1.7192337614284685e-11,6.746747698157883e-13,1.0494457802247997e-08,3.9452630475086266e-17,2.7618411576585887e-17,1.3161305511923218e-11,1.8710304749625328e-13,7.833176447721623e-14,1.804720868657654e-14,1.7510547152198956e-14,9.232280387688136e-18,2.91410697997249e-05,1.4159323490885842e-14,1.2997231067160388e-14,6.759831617148725e-15,1.5189423042014551e-18
0.00010149609763628775,1.0038119365880864,3.76,0.0,0.0026423315410105874,0.0055189406105708464,1.0071066585467479,9.396209300703513e-05,3.888979859704243e-05,0.0030550130878483953,4.314117582433139e-06,4.427138776039423e-10,0.007738433541717151,0.05274380586619959,0.6640589511250203,0.00015744513388859456,0.0003844466076069028,2.171156539228505e-08,3.129616696288256e-07,0.00021192952127292055,5.513607889206199e-06,3.572707051521936e-05,0.5850038269768199,2.620234536278913e-07,2.7442558691929077e-10,3.289243950365216e-05,0.04627743230431402,4.218942253490742e-05,1.1975909464307459e-05,0.00015744415296403062,2.4848225795911448e-14,4.075908529744923e-12,8.10882183072989e-14,3.5145604899176966e-08,0.19406407862375918,4.707904954083277e-05,0.00028601466675157964,5.9909148706683854e-09,4.901107285795565e-11,2.234522476580044e-09,6.856854655374049e-08,1.928493541133556e-05,3.928641295890006e-09,2.0531787851471303e-10,2.624979984946872e-07,1.5760937040385946e-05,3.0816369424245897e-10,9.965344490151478e-09,6.6860970738490736e-06,1.1460266312409954e-05,6.868943369263273e-05,2.6535605218599454e-13,5.4720287147337376e-08,4.270620180490076e-11,4.915097597195045e-16,4.385180188367834e-07,1.328832229162213e-17,3.491260452038581e-09,1.806011633685577e-09,2.87587896145044e-14,1.6939717657586915e-11,6.507492267643293e-13,1.0338686321342555e-08,3.858634660940632e-17,2.727062684460308e-17,1.2884734077875175e-11,1.8402272547497153e-13,7.668912034336615e-14,1.7407935782108674e-14,1.716873746277769e-14,9.03158141464846e-18,2.877654076217056e-05,1.393798051185941e-14,1.2746920873835173e-14,6.679396749952073e-15,1.5021826873126392e-18
0.0001017632555593089,1.0038134809709678,3.76,0.0,0.002635272080297753,0.005362737877780086,1.0070176878622867,9.198132058104883e-05,3.819071982946643e-05,0.003033793739037661,4.1886152829879e-06,4.2719034127162787e-10,0.00766457374700862,0.05230756251131517,0.66464291867996,0.0001557936448816557,0.00037629587266404705,2.1340009882312572e-08,3.0896082230799473e-07,0.0002103450344439477,5.4778918126425635e-06,3.515970048642681e-05,0.5853398283874516,2.5709474919561294e-07,2.6910374167594293e-10,3.2509655068286734e-05,0.04609588814732239,4.159816518382931e-05,1.1783902261721766e-05,0.00015589184452202985,2.3915128578563084e-14,4.00659517971834e-12,7.802517511103924e-14,3.395128353059504e-08,0.19414073506191068,4.630478173746071e-05,0.0002841691946559129,5.8975835032993154e-09,4.781810069695434e-11,2.2036410484939787e-09,6.802542089242754e-08,1.9153371232902638e-05,3.862975526097378e-09,2.0339653443426064e-10,2.5540750963290333e-07,1.5662412206760824e-05,3.037819130395449e-10,9.776825403802324e-09,6.592192219380862e-06,1.1301383152946986e-05,6.790136830655974e-05,2.54887052440326e-13,5.451802844211831e-08,4.271808516615357e-11,4.879466352424609e-16,4.320464894163022e-07,1.3104890433593901e-17,3.441156048934178e-09,1.7852880928216797e-09,2.766939558356789e-14,1.6696212402016736e-11,6.279504137282e-13,1.0188265715155235e-08,3.774438986637183e-17,2.6930992377268115e-17,1.2616042033352585e-11,1.8102045186630008e-13,7.509318020317467e-14,1.679875777230832e-14,1.683603920282352e-14,8.83692958516205e-18,2.8418915172343033e-05,1.3722043404497599e-14,1.2502989862021462e-14,6.599736568550657e-15,1.4856599410787928e-18
0.00010203041348233005,1.0038149677868453,3.76,0.0,0.002628685834847581,0.005212373773985066,1.006925856400242,9.003866131110137e-05,3.750717495847441e-05,0.003013143879801525,4.06791380600677e-06,4.1238114787884135e-10,0.007591822000425903,0.05187649852125708,0.665220857217335,0.0001541812786653409,0.0003683807856310052,2.0979528509595917e-08,3.050847111844787e-07,0.00020880826651645384,5.4437862843167125e-06,3.4606407617296606e-05,0.5856684946447787,2.522946188696185e-07,2.639210344695537e-10,3.213450376069602e-05,0.04591795240907175,4.102124848615342e-05,1.1597096937160064e-05,0.0001543646640403062,2.3024829514293517e-14,3.939358168993679e-12,7.510307448738585e-14,3.281070675063358e-08,0.1942159059743243,4.555220683831913e-05,0.0002823683823385309,5.807166940942049e-09,4.66649433174007e-11,2.1736248402062863e-09,6.748819919513458e-08,1.902777858872743e-05,3.799789863289081e-09,2.0150146986244727e-10,2.4861013179979683e-07,1.5568502489043597e-05,2.9950310487866887e-10,9.594406717493476e-09,6.500673587000918e-06,1.1146136866839295e-05,6.714410164762804e-05,2.4497708499032985e-13,5.431359091946618e-08,4.272983311314431e-11,4.84523692594096e-16,4.2579511273914e-07,1.2925961000024121e-17,3.3927359321995017e-09,1.7653745142786874e-09,2.663020727416001e-14,1.646134363078149e-11,6.06216147207673e-13,1.0042934233981488e-08,3.692599186776285e-17,2.6599234272859778e-17,1.2354960516942811e-11,1.7809349288275934e-13,7.354235312187132e-14,1.6218013504030565e-14,1.651217624538386e-14,8.648098544154265e-18,2.8068044118695205e-05,1.3511325372564033e-14,1.2265251964552044e-14,6.520871742187016e-15,1.4693715214806983e-18
0.0001022975714053512,1.0038164003338435,3.76,0.0,0.002622551490568091,0.005067584753256988,1.0068313925485926,8.813399771393108e-05,3.683878529997562e-05,0.002993039757184527,3.9517906831160335e-06,3.982461358834243e-10,0.0075201609556561,0.05145058041170965,0.6657927639633391,0.00015260657100384854,0.0003606930800581754,2.062965454547629e-08,3.013273907342823e-07,0.00020731702505752755,5.411208330441854e-06,3.4066698611186e-05,0.5859900611427893,2.476188108511549e-07,2.588731140667887e-10,3.176677104320992e-05,0.045743516826493795,4.045819276502572e-05,1.1415297142958181e-05,0.00015286198945671005,2.2175034784786657e-14,3.874107546236832e-12,7.231434851113052e-14,3.172100736456607e-08,0.1942896384258673,4.4820504501668605e-05,0.00028061067264276043,5.71954917633071e-09,4.5549967893409314e-11,2.144442124988355e-09,6.695686881827874e-08,1.890786285441134e-05,3.738958335221154e-09,1.9963241000791544e-10,2.420912645989924e-07,1.547898184782659e-05,2.953240539742185e-10,9.41784162376389e-09,6.411451032709272e-06,1.0994425727426971e-05,6.641607152419803e-05,2.3558931675755684e-13,5.4107167955905314e-08,4.2741447435014014e-11,4.812346819584403e-16,4.197532074116013e-07,1.275138824543134e-17,3.3459190435755075e-09,1.7462298118520153e-09,2.56385263853615e-14,1.6234664323320993e-11,5.854880648683622e-13,9.902445911775976e-09,3.613040764365518e-17,2.627509018963588e-17,1.2101230366156178e-11,1.7523923961377464e-13,7.203510550472509e-14,1.5664143950015897e-14,1.6196880346268345e-14,8.464871634010177e-18,2.7723781032333828e-05,1.3305648211610387e-14,1.2033526372773376e-14,6.44282033304185e-15,1.4533147895020137e-18
0.00010256472932837236,1.0038177816919802,3.76,0.0,0.0026168488879782254,0.0049281209014633105,1.0067345105486767,8.626715130127409e-05,3.6185180614777346e-05,0.0029734588405535777,3.8400353491580384e-06,3.8474779651756436e-10,0.0074495732301787815,0.05102977133769717,0.6663586429997761,0.00015106813156961417,0.0003532248064184573,2.0289946157588224e-08,2.976832727961783e-07,0.00020586924498844987,5.380080007953267e-06,3.354010311257832e-05,0.5863047536567327,2.430632423687231e-07,2.539557783408076e-10,3.140625013151887e-05,0.04557247725732189,3.990853775967311e-05,1.1238315669555531e-05,0.000151383222038831,2.1363590610698393e-14,3.81075842117426e-12,6.965189206815643e-14,3.067949315700314e-08,0.19436197747361486,4.4108891577003725e-05,0.000278894575621323,5.634619541445812e-09,4.447161794020035e-11,2.116062565647942e-09,6.643141145417798e-08,1.8793347099856355e-05,3.6803628600519844e-09,1.9778906862490293e-10,2.3583713990789663e-07,1.53936377109766e-05,2.9124166203109016e-10,9.24689477158143e-09,6.3244387846586e-06,1.0846151188701897e-05,6.571581256196104e-05,2.2668982852400304e-13,5.3898943135829975e-08,4.275292990250668e-11,4.780736550201958e-16,4.139107344954354e-07,1.2581031862947117e-17,3.3006291921827414e-09,1.7278154458237898e-09,2.4691819731740255e-14,1.601575662818348e-11,5.657113820978833e-13,9.766569590981937e-09,3.535691507345373e-17,2.5958308761269174e-17,1.1854601833949737e-11,1.7245520092726587e-13,7.05699594143785e-14,1.5135685708065418e-14,1.588989099345117e-14,8.287041483430851e-18,2.738598177825613e-05,1.3104841808933958e-14,1.1807637444997487e-14,6.365597982402114e-15,1.4374870243634054e-18
0.00010283188725139351,1.0038191147389726,3.76,0.0,0.0026115589492067344,0.004793745158417491,1.0066354113684235,8.443788841962547e-05,3.554599907984288e-05,0.0029543797492639,3.7324484304159658e-06,3.7185105256585283e-10,0.007380041442919797,0.05061403144793507,0.6669185046754672,0.00014956463940678466,0.0003459683200172003,1.995998470442123e-08,2.941471037425088e-07,0.00020446297988418232,5.3503280491433364e-06,3.302617238516227e-05,0.5866127888039046,2.3862399176721425e-07,2.4916496948458677e-10,3.1052741650744724e-05,0.04540473350026292,3.937184197280823e-05,1.1065973958329944e-05,0.00014992778519128783,2.058847251025901e-14,3.749230583918074e-12,6.710902674044918e-14,2.968363324748355e-08,0.19443296627128226,4.341662017932838e-05,0.0002772186652433991,5.552272443315504e-09,4.3428409493522654e-11,2.0884571407623033e-09,6.591180364768705e-08,1.8683970849798822e-05,3.623892642374978e-09,1.959711496099572e-10,2.298347698953424e-07,1.5312270042176505e-05,2.8725294395486997e-10,9.081341698306404e-09,6.239555198526946e-06,1.0701217784104437e-05,6.504194924109804e-05,2.182472266645492e-13,5.36890906942464e-08,4.2764282268043567e-11,4.750349500925341e-16,4.082582526814324e-07,1.2414756782839321e-17,3.256794692422122e-09,1.7100952398335431e-09,2.3787706346724198e-14,1.580422914738946e-11,5.468346502146779e-13,9.635087844281618e-09,3.46048146121062e-17,2.564864909895389e-17,1.1614834293668444e-11,1.6973899684034194e-13,6.914549081107727e-14,1.4631264507640297e-14,1.5590955358172454e-14,8.114409512733906e-18,2.705450472949424e-05,1.2908743701445702e-14,1.1587414636247563e-14,6.289218088011705e-15,1.421885435656331e-18
0.00010309904517441466,1.003820402164838,3.76,0.0,0.0026066636102315033,0.004664232587399822,1.0065342835206967,8.264592568269715e-05,3.492088724624817e-05,0.0029357821850375214,3.628841078211015e-06,3.5952307976376945e-10,0.0073115482468532325,0.05020331821165297,0.6674723650595212,0.00014809483874834366,0.0003389162701190864,1.9639373266648904e-08,2.907139353562118e-07,0.00020309639394781555,5.321883534946214e-06,3.2524478072569605e-05,0.5869143744800132,2.3429729104101338e-07,2.444967691150411e-10,3.070605330790058e-05,0.04524018912387093,3.884768146984973e-05,1.0898101643061355e-05,0.00014849512322747202,1.984777726204595e-14,3.689448171777257e-12,6.467947454456062e-14,2.8731048115335904e-08,0.1945026461674074,4.274297598569746e-05,0.00027558157625595995,5.472407123588033e-09,4.2418927677413406e-11,2.061598082102088e-09,6.539801728114372e-08,1.857948894654928e-05,3.569443590581476e-09,1.9417834841805406e-10,2.24071898450948e-07,1.5234690479316454e-05,2.833550235497549e-10,8.920968314885293e-09,6.15672252262804e-06,1.0559533027312926e-05,6.439318949999595e-05,2.1023245972177705e-13,5.3477775942626044e-08,4.277550626867812e-11,4.721131794470852e-16,4.027868767581001e-07,1.2252433002200731e-17,3.214348016859382e-09,1.693035212595323e-09,2.2923948099172543e-14,1.5599714998112516e-11,5.288095331525261e-13,9.507795904505657e-09,3.3873428950667807e-17,2.534588026519345e-17,1.1381695938681625e-11,1.6708835245009984e-13,6.776032778489678e-14,1.4149589252558116e-14,1.529982821489553e-14,7.946785560363569e-18,2.672921082581218e-05,1.2717198639452708e-14,1.1372692415073628e-14,6.213691966852696e-15,1.406507174591182e-18
0.00010336620309743581,1.003821646485274,3.76,0.0,0.0026021457579398443,0.0045393696890588765,1.006431303829644,8.089093506698896e-05,3.430949986534753e-05,0.0029176468687599376,3.5290343471764456e-06,3.4773316784040203e-10,0.007244076357585845,0.04979758671812218,0.6680202454351867,0.0001466575350912211,0.0003320615903455569,1.9327735516968395e-08,2.873791046215437e-07,0.00020176775458146832,5.29468159423972e-06,3.2034611036978616e-05,0.5872097102725985,2.3007951879274285e-07,2.39947393216358e-10,3.0365999580890127e-05,0.04507875130294135,3.8335648989253266e-05,1.073453612747999e-05,0.00014708470031580818,1.91397157922747e-14,3.6313394545480036e-12,6.235733493228117e-14,2.781950096931235e-08,0.19457105679765976,4.208727661615707e-05,0.00027398200121847517,5.394927406552749e-09,4.1441823065036404e-11,2.0354588154357154e-09,6.489002001765304e-08,1.847967050335239e-05,3.516917943459487e-09,1.924103533310822e-10,2.1853695582593133e-07,1.5160721537911808e-05,2.795451290818513e-10,8.765570358043147e-09,6.075866675246304e-06,1.0421007317691657e-05,6.376831885708377e-05,2.0261874609007096e-13,5.3265155678131144e-08,4.2786603625407944e-11,4.693032144249465e-16,3.9748823930391623e-07,1.2093935364045418e-17,3.173225577040316e-09,1.67660342329877e-09,2.2098441509444566e-14,1.540187055876487e-11,5.115906155455009e-13,9.384500969547138e-09,3.3162102281253656e-17,2.5049780759329627e-17,1.1154963502081047e-11,1.6450109214867818e-13,6.641314893614845e-14,1.3689446908865293e-14,1.5016271716760424e-14,7.783987571377067e-18,2.6409963618470612e-05,1.2530058171407775e-14,1.1163310145210657e-14,6.139029008520569e-15,1.3913493440637494e-18
0.00010363336102045697,1.0038228500540332,3.76,0.0,0.0025979891716289534,0.004418953756986286,1.0063266381488614,7.917254868663742e-05,3.371149977350541e-05,0.002899955481408544,3.432858614387872e-06,3.364525440097084e-10,0.0071776085812294945,0.04939678995416955,0.6685621718281841,0.00014525159148010225,0.00032539748673205435,1.9024714313977314e-08,2.8413822237207766e-07,0.00020047542553141323,5.268661126701158e-06,3.155618027788305e-05,0.5874989878528009,2.2596719355852666e-07,2.355131877430142e-10,3.003240142722539e-05,0.04492033066159008,3.783535392151862e-05,1.0575122184140509e-05,0.0001456959995611705,1.846260385232684e-14,3.574836521487927e-12,6.013705303716026e-14,2.6946885758942943e-08,0.19463823617167875,4.1448869952640165e-05,0.00027241868771158074,5.3197414795169055e-09,4.049580850313102e-11,2.0100138955483366e-09,6.438777570816491e-08,1.838429793258931e-05,3.4662238009340627e-09,1.906668467075203e-10,2.132190162182405e-07,1.5090195879574582e-05,2.7582058941483514e-10,8.614952919686291e-09,5.99691704398129e-06,1.0285553847844786e-05,6.316619498346641e-05,1.9538121167050389e-13,5.30513785765807e-08,4.2797576042177e-11,4.666001722481223e-16,3.923544555615343e-07,1.193914336812223e-17,3.1333674382624055e-09,1.660769828890483e-09,2.130920640796584e-14,1.5210373171399924e-11,4.951352057103399e-13,9.265021371982563e-09,3.2470199927498594e-17,2.476013812000592e-17,1.093442197580534e-11,1.6197513411741483e-13,6.510268166939805e-14,1.3249697197112207e-14,1.474005530182018e-14,7.625841130010514e-18,2.609662930289789e-05,1.2347180288106291e-14,1.0959111992301218e-14,6.065236822870976e-15,1.3764090078719325e-18
0.00010390051894347812,1.0038240150744415,3.76,0.0,0.0025941784685991737,0.004302792272335474,1.0062204420351823,7.749036314110573e-05,3.312655790817868e-05,0.00288269060879897,3.3401530341793638e-06,3.256542245589201e-10,0.007112127838613369,0.049000879062056954,0.6690981745668234,0.00014387592510791143,0.0003189174257546071,1.87299704199821e-08,2.80987147488969e-07,0.00019921786056659665,5.2437645472803526e-06,3.108881192126683e-05,0.5877823913465295,2.219569674666043e-07,2.3119062414110918e-10,2.9705086005904266e-05,0.04476484112451788,3.734642131934319e-05,1.0419711561739057e-05,0.0001443285220464881,1.781485574027029e-14,3.5198749898707534e-12,5.801339924183116e-14,2.61112193565676e-08,0.19470422075485033,4.082713256678435e-05,0.0002708904356781108,5.246761685671e-09,3.9579656153091385e-11,1.9852389532862977e-09,6.389124477996472e-08,1.8293166046667338e-05,3.417274616290728e-09,1.8894750609725664e-10,2.0810775813488105e-07,1.502295563760987e-05,2.7217883021441607e-10,8.468930004377652e-09,5.919806296301653e-06,1.0153088511860646e-05,6.258574269908241e-05,1.8849673991224397e-13,5.283658556938381e-08,4.280842520994232e-11,4.639994065246677e-16,3.873780908726648e-07,1.1787941041820389e-17,3.094717013670056e-09,1.645506152405607e-09,2.0554378619731982e-14,1.502491950851754e-11,4.794031499450919e-13,9.149185637021278e-09,3.179710801876969e-17,2.447674848415712e-17,1.071986429998341e-11,1.5950848538224181e-13,6.382770030043666e-14,1.2829267643916052e-14,1.447095560615789e-14,7.472179091876159e-18,2.5789076740776633e-05,1.2168429065975554e-14,1.0759946832294971e-14,5.9923213737205915e-15,1.3616831993076023e-18
0.00010416767686649927,1.0038251436099572,3.76,0.0,0.0025906990535227922,0.004190702334898128,1.0061128613793997,7.584394355455077e-05,3.255435314241657e-05,0.0028658356898672087,3.2507650276053835e-06,3.1531292112968863e-10,0.007047617182629347,0.04860980357229051,0.6696282878786157,0.00014252950420553623,0.0003126151276230134,1.8443181724398402e-08,2.7792196311061754e-07,0.0001979935976000911,5.2199375504697635e-06,3.063214828062016e-05,0.5880600976861462,2.1804562027694414e-07,2.2697629463978165e-10,2.9383886411678677e-05,0.04461219977596726,3.68684900745164e-05,1.0268162619226887e-05,0.0001429817858873457,1.7194979495908665e-14,3.4663938798701757e-12,5.59814542398205e-14,2.5310636012867027e-08,0.19476904554530128,4.0221468402916815e-05,0.0002693960948802321,5.175904288782943e-09,3.8692194074638695e-11,1.961110649481252e-09,6.340038458751149e-08,1.820608123507061e-05,3.3699889546223208e-09,1.8725200512434005e-10,2.0319342740165738e-07,1.4958851788271943e-05,2.6861736985132464e-10,8.327324012491787e-09,5.844470193021569e-06,1.0023529818253608e-05,6.202594938909134e-05,1.819440237197056e-13,5.262091020489374e-08,4.2819152804070604e-11,4.614964928610994e-16,3.825521304358899e-07,1.1640216710111603e-17,3.057220924360137e-09,1.6307857624019675e-09,1.9832204674595047e-14,1.484522500377153e-11,4.643566837105807e-13,9.036832012195855e-09,3.1142232636651624e-17,2.4199416115932628e-17,1.0511091084337181e-11,1.57099237145679e-13,6.258702455428121e-14,1.2427149638186672e-14,1.4208756190160797e-14,7.322841393019451e-18,2.5487177472056208e-05,1.199367432023154e-14,1.0565668119605118e-14,5.92028710381836e-15,1.3471689287136167e-18
0.00010443483478952042,1.0038262375938767,3.76,0.0,0.002587537071296204,0.004082510128397041,1.006004032996223,7.42328274972854e-05,3.1994572021616305e-05,0.002849374968212964,3.1645498060462776e-06,3.0540490209291523e-10,0.006984059817071629,0.04822351161624252,0.6701525495175292,0.00014121134502910322,0.000306484557307446,1.816404211454534e-08,2.749389782650776e-07,0.00019680125324691004,5.197128892482872e-06,3.018584698325847e-05,0.58833227694385,2.1423005375237054e-07,2.2286690829722802e-10,2.906864142840838e-05,0.044462326722967176,3.640121344202292e-05,1.0120339997715775e-05,0.00014165532535711042,1.6601568454549014e-14,3.4143353584419375e-12,5.403657971631553e-14,2.4543376308771337e-08,0.19483274414639665,3.963130748987456e-05,0.0002679345625071141,5.107089296323349e-09,3.7832303678642464e-11,1.937606617112858e-09,6.291514972569418e-08,1.8122860705504133e-05,3.3242901406362724e-09,1.8558001441657564e-10,1.9846680253455907e-07,1.4897743568025408e-05,2.6513381593027666e-10,8.189965363792936e-09,5.770847419384934e-06,9.896798806429465e-06,6.14858607621803e-05,1.75703208774443e-13,5.2404478994780346e-08,4.2829760480724775e-11,4.590872157279417e-16,3.7786995157392297e-07,1.1495862794704778e-17,3.0208287820489183e-09,1.6165835614613113e-09,1.9141031334951573e-14,1.4671021876348067e-11,4.499602722586032e-13,8.927807862249329e-09,3.050499938266275e-17,2.3927953092900763e-17,1.030791038095231e-11,1.5474556023710444e-13,6.137951823705439e-14,1.2042394112755207e-14,1.3953247416673925e-14,7.177674658948691e-18,2.519080571794663e-05,1.1822791325837046e-14,1.0376133780766763e-14,5.849137057554007e-15,1.3328631905148964e-18
0.00010470199271254158,1.0038272988384762,3.76,0.0,0.002584679363102268,0.003978050418028969,1.0058940851792717,7.26565285136085e-05,3.144690877368349e-05,0.002833293446700674,3.081369924702256e-06,2.9590786172008635e-10,0.00692143911862532,0.0478419501311336,0.670671000409048,0.00013992050902870845,0.0003005199079806418,1.789226025932328e-08,2.720347123751785e-07,0.00019563951782812438,5.175290189884857e-06,2.974958012907683e-05,0.5885990926477968,2.1050728621613051e-07,2.1885928690082085e-10,2.8759195292110195e-05,0.0443151449647337,3.594425978864669e-05,9.976114301020116e-06,0.00014034869013613757,1.603329606498597e-14,3.363644457747836e-12,5.217440143976471e-14,2.3807780589612325e-08,0.1948953488351601,3.9056104522263423e-05,0.0002665047809368443,5.040240308320224e-09,3.699891760884154e-11,1.914705413763895e-09,6.243549234326573e-08,1.8043331771962486e-05,3.280105784932735e-09,1.8393120259714338e-10,1.9391916236168514e-07,1.4839497940184516e-05,2.6172586198335075e-10,8.056692183477425e-09,5.698879432825546e-06,9.772818962291217e-06,6.0964576885176274e-05,1.6975573794335103e-13,5.2187411745467164e-08,4.2840249885748734e-11,4.567675645412927e-16,3.733252980998116e-07,1.1354775774270045e-17,2.9854928990368184e-09,1.6028758818432754e-09,1.847929951432357e-14,1.4502057584453987e-11,4.3618045270091693e-13,8.821968779971412e-09,2.9884853109750936e-17,2.3662178955873848e-17,1.0110137379240922e-11,1.524457010024625e-13,6.020408712467194e-14,1.167410733863488e-14,1.3704226369171479e-14,7.036531756358771e-18,2.4899838377228507e-05,1.1655660522373578e-14,1.019120612170023e-14,5.778872990215268e-15,1.3187629697230104e-18
0.00010496915063556273,1.003828329043386,3.76,0.0,0.0025821134254372115,0.0038771660780554077,1.0057831382222329,7.111453914128672e-05,3.091106525722118e-05,0.002817576845019871,3.001094862881433e-06,2.8680086085988655e-10,0.006859738646105108,0.047465065044778515,0.6711836843250487,0.00013865610035068425,0.0002947155943900038,1.7627559127634596e-08,2.692058559785421e-07,0.00019450715069112284,5.1543757334450295e-06,2.932303350809507e-05,0.5888607020818817,2.0687444741008717e-07,2.1495036055674885e-10,2.8455397459166238e-05,0.0441705802723429,3.549730901232058e-05,9.835361775617267e-06,0.00013906144474701607,1.5488913324849685e-14,3.3142690333271727e-12,5.039080245093029e-14,2.310228654812584e-08,0.1949568906268106,3.849533756774703e-05,0.0002651057355912379,4.975284285228854e-09,3.619101633437549e-11,1.892386488370779e-09,6.196136242809742e-08,1.7967331192739587e-05,3.2373676488052845e-09,1.8230523688266063e-10,1.895422558730207e-07,1.4783989101678956e-05,2.5839128370553483e-10,7.927349784239817e-09,5.628510310005337e-06,9.65151613740672e-06,6.0461248570949884e-05,1.640845386538021e-13,5.1969821875095944e-08,4.2850622651883324e-11,4.545337209077275e-16,3.6891225633692786e-07,1.121685596597061e-17,2.951168213757633e-09,1.5896403904254963e-09,1.7845541913824045e-14,1.4338094887526508e-11,4.2298572070909625e-13,8.719178286539082e-09,2.928125698454937e-17,2.3401920262794997e-17,9.917594069849514e-12,1.5019797745816515e-13,5.905967716970419e-14,1.1321447955724253e-14,1.3461496541309825e-14,6.899271661599505e-18,2.4614155016317005e-05,1.1492167209067517e-14,1.0010751687344783e-14,5.709495468456547e-15,1.304865247149464e-18
0.00010523630855858388,1.003829329803129,3.76,0.0,0.0025798273718919238,0.0037797076472819396,1.005671304902704,6.960633398591924e-05,3.0386750613724226e-05,0.002802211559922471,2.923600631002437e-06,2.7806422306663905e-10,0.006798942144054318,0.047092801428288596,0.6716906475991921,0.00013741726341547276,0.00028906625600240194,1.7369675174174636e-08,2.664492789657702e-07,0.00019340297582365887,5.134342315707939e-06,2.8905905921807008e-05,0.5891172565700451,2.0332877380736545e-07,2.1113716428525147e-10,2.8157102397394815e-05,0.044028561071933196,3.50600511302799e-05,9.697964024046993e-06,0.0001377931677654449,1.496724094653694e-14,3.2661595698406553e-12,4.868189516552921e-14,2.242541876320907e-08,0.1950173993354532,3.79485070617136e-05,0.00026373645285973613,4.9121513768341864e-09,3.540762564843185e-11,1.8706301318008865e-09,6.149270803329076e-08,1.7894704569120174e-05,3.1960114027126297e-09,1.8070178353215769e-10,1.8532827388920186e-07,1.4731098019623104e-05,2.551279359056885e-10,7.801790295754938e-09,5.559686603364446e-06,9.532818474363642e-06,5.9975074100495746e-05,1.586736614789185e-13,5.175181671726885e-08,4.286088038472067e-11,4.523820394149243e-16,3.646252330220419e-07,1.1082007208285801e-17,2.9178121410444627e-09,1.5768560025699871e-09,1.723837306387338e-14,1.4178910168109204e-11,4.10346404060124e-13,8.619307459367664e-09,2.869369205987464e-17,2.3147010325328866e-17,9.730109105257078e-12,1.480007756172132e-13,5.794527416287062e-14,1.0983623510328305e-14,1.3224867725887455e-14,6.76575932407137e-18,2.433363785167311e-05,1.1332201340407195e-14,9.834641151535735e-15,5.641003972426878e-15,1.2911670049627633e-18
