Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125)
0.005790238273662434,0.7100952686307556,3.76,0.0,0.48309968667303343,0.7060073022544147,0.3678464382308386,2.583851999539389e-14,7.780222255643347e-11,0.0030644409646102214,0.0006439789970235329,7.107825716030209e-07,4.2968323587307725e-05,0.0001132666319233852,0.19180659571785427,0.008804372338947515,1.3839667225395984e-05,5.790085345689222e-07,6.590275942140762e-06,0.050817007850549045,0.009752478108557627,1.2102861942033473e-05,0.1877161523775192,6.002699226447539e-05,7.741356561330263e-12,5.521564331541243e-06,0.013418241629463071,6.583899628809035e-08,1.9132520413341463e-08,7.92756320377591e-08,3.7912084042883403e-13,5.767152392858063e-11,1.3553727184712417e-13,2.5954203189816272e-09,0.010939833442897541,2.1056112621791735e-06,0.0002577303687246781,4.8412666186760424e-11,4.676833939704899e-14,9.511879041891405e-10,1.194401305759378e-11
0.005806100682271892,0.7102848920945992,3.76,0.0,0.48083461361730545,0.7037352552603611,0.37057437452159936,2.7232635464402973e-14,8.050626452826401e-11,0.003077143151492012,0.000645681089172636,7.112417698021286e-07,4.343056047414966e-05,0.00011501281178464072,0.1931876079119746,0.008771204231091057,1.4004219702723113e-05,5.826150026066086e-07,6.6633720444235625e-06,0.050950333729191576,0.009755354127993499,1.2223741228050285e-05,0.18927078717052878,6.025235609673361e-05,7.768283346636127e-12,5.609416790108765e-06,0.013571768725023314,6.738387819900577e-08,1.9425641381291702e-08,8.078792118559833e-08,3.8500898048258067e-13,5.824837711284176e-11,1.3764239894097867e-13,2.634210122933549e-09,0.011082891189435569,2.159757950782174e-06,0.0002616445443263649,4.9167775303706643e-11,4.7925996964625324e-14,9.629315879508808e-10,1.2282663357525114e-11
0.0058219630908813505,0.7104763229108179,3.76,0.0,0.47855223979234324,0.701440760644554,0.3733275188816374,2.8713819836871073e-14,8.332505711474144e-11,0.0030899976159297635,0.0006473775447708961,7.116922545005298e-07,4.3901629316082134e-05,0.00011680026045282518,0.19458046182298616,0.00873753667108904,1.4171952572700471e-05,5.86252321012778e-07,6.737823135856565e-06,0.05108208274939509,0.009757966687111028,1.2346537402434658e-05,0.19084097723525087,6.047744329992114e-05,7.795255074269726e-12,5.699188046979701e-06,0.01372698072133673,6.897077360245367e-08,1.9726004574465814e-08,8.23405575723616e-08,3.910256529411689e-13,5.883425362280864e-11,1.3979348053332718e-13,2.6738320188130607e-09,0.011228236797442217,2.2155256947123183e-06,0.00026561061239905833,4.993379752745751e-11,4.911830726082934e-14,9.748668251349872e-10,1.2632921879181762e-11
0.005836239258629863,0.7106501797042318,3.76,0.0,0.47648310185464876,0.6993562059247344,0.3758272458548974,3.0126465550860806e-14,8.596488370732655e-11,0.0031016990872115642,0.0006488990517884681,7.120898956560637e-07,4.433334248634772e-05,0.00011844534926481131,0.19584430045481135,0.00870680269136159,1.432570258499002e-05,5.895523243237054e-07,6.806015891614209e-06,0.05119927506019922,0.009760085451483302,1.2458726988000295e-05,0.19226766018857827,6.0679732399013886e-05,7.81957377544149e-12,5.781670321445832e-06,0.013868131946175703,7.043604441342677e-08,2.0002726156365686e-08,8.377360185223716e-08,3.9655366303570134e-13,5.936942167231237e-11,1.4176985690043808e-13,2.7102230965295326e-09,0.011361045858215055,2.2671507083198553e-06,0.0002692249327396863,5.063268904388337e-11,5.0222099394194527e-14,9.857759258950578e-10,1.2958477135750833e-11
0.005850515426378376,0.7108255451639891,3.76,0.0,0.47439955691430324,0.6972528719931502,0.3783480392526015,3.1619580493245746e-14,8.870687022099996e-11,0.003113528133346933,0.0006504150708298753,7.124798215625891e-07,4.477258833161916e-05,0.00012012595739098671,0.19711800406453983,0.008675652630753898,1.4482163608332375e-05,5.928773702150847e-07,6.875359677019966e-06,0.05131512659930096,0.009761977029349347,1.2572533646217804e-05,0.19370734210940985,6.088169664846129e-05,7.843939953381473e-12,5.865797171847592e-06,0.014010685247331867,7.193752096628682e-08,2.02856993770761e-08,8.524156338750899e-08,4.021916889293008e-13,5.9912209201547e-11,1.4378556755447688e-13,2.7473260120504985e-09,0.011495787174872108,2.32018025331629e-06,0.00027288220289839823,5.1340685505634036e-11,5.1356031742533953e-14,9.968469906606828e-10,1.3294193779492652e-11
0.005863363977352037,0.710984682016528,3.76,0.0,0.472511890257068,0.6953435737791837,0.3806350271019984,3.303649202242776e-14,9.126591288439141e-11,0.0031242850500207125,0.0006517744105207923,7.128238838682526e-07,4.517450586329519e-05,0.00012166973992812678,0.19827288159868092,0.008647257215985664,1.46253519066978e-05,5.9589132448599e-07,6.93877507420589e-06,0.05141822060909592,0.009763479535785196,1.2676368426312011e-05,0.1950143311853827,6.106314445643978e-05,7.865914883935506e-12,5.94295470975496e-06,0.014140197033012478,7.332070557545593e-08,2.054588048535726e-08,8.659351279502557e-08,4.0736240998014443e-13,6.040735902024746e-11,1.4563420828363725e-13,2.781342853572309e-09,0.011618738688379511,2.3691457805712733e-06,0.0002762108300849649,5.1985774324120664e-11,5.2403206827126124e-14,1.0069521980311238e-09,1.3605344333211736e-11
0.005876212528325698,0.7111450747632382,3.76,0.0,0.47061225686168934,0.6934186102053477,0.38293957149539787,3.452686665315375e-14,9.391514895173363e-11,0.0031351484958365566,0.0006531285746959631,7.131611765839171e-07,4.558281889034252e-05,0.00012324393093776854,0.1994359556906182,0.008618516132136026,1.4770840705336919e-05,5.989255571112033e-07,7.003163939648264e-06,0.05152017946904086,0.009764787302825356,1.2781562180591398e-05,0.19633215253090872,6.124424878096978e-05,7.887937405490243e-12,6.0215146948328e-06,0.01427087275729741,7.473491713979737e-08,2.0811428403727734e-08,8.797550598463961e-08,4.126268377464431e-13,6.090891788597904e-11,1.4751635227578346e-13,2.815965713859075e-09,0.01174331613965986,2.4193209627875914e-06,0.0002795749222440198,5.263843968749936e-11,5.3476436740962124e-14,1.0171938167632999e-09,1.3925328451386004e-11
0.005889061079299359,0.7113067398902722,3.76,0.0,0.4687005124931114,0.691477759446372,0.38526191291695555,3.609511391875849e-14,9.66583958780868e-11,0.0031461200165724896,0.0006544771961134037,7.134914393962541e-07,4.599767271592253e-05,0.0001248493486443934,0.20060732618750526,0.008589425203694928,1.4918681566153667e-05,6.019800446736765e-07,7.068546548839742e-06,0.05162097891282206,0.009765895018305942,1.2888138834982669e-05,0.19766095390118368,6.142496913755521e-05,7.910012307455688e-12,6.101512188445099e-06,0.01440272617087518,7.618100547981972e-08,2.1082494800845394e-08,8.938842666022255e-08,4.179872546564733e-13,6.14170020245472e-11,1.4943281565138076e-13,2.851209209552959e-09,0.01186954944059636,2.470741760872114e-06,0.0002829748015205847,5.329878013506415e-11,5.457655047002374e-14,1.0275744044405828e-09,1.4254451174615024e-11
0.005900624775175654,0.7114533402484452,3.76,0.0,0.46696946661953276,0.6897172233314969,0.38736743917541,3.75769353459487e-14,9.921099556927438e-11,0.003156088083481029,0.0006556859011895065,7.137824407517087e-07,4.6376757450553306e-05,0.00012632162178745712,0.20166873679034883,0.008562940757637555,1.5053793360078538e-05,6.047463727837781e-07,7.128257724326776e-06,0.05171068651820212,0.009766716401439028,1.2985260514955176e-05,0.19886638738894097,6.158725435015347e-05,7.929928655570817e-12,6.174768826682006e-06,0.01452241272613175,7.751046286782556e-08,2.1331302519787685e-08,9.068725408410302e-08,4.2289564320666275e-13,6.187995511266686e-11,1.5118767029439838e-13,2.8834714372485607e-09,0.011984600478459225,2.518116330253039e-06,0.0002860655580298128,5.389973165499843e-11,5.5590348418146925e-14,1.0370379155458131e-09,1.4558736575170927e-11
0.005912188471051949,0.7116009972507005,3.76,0.0,0.46522838375820613,0.6879434673554864,0.38948776156321746,3.912911954770592e-14,1.0184600554276581e-10,0.0031661461222680562,0.000656889520515815,7.140673228087689e-07,4.676137378017702e-05,0.00012782050667154275,0.20273702448131412,0.008536166393899128,1.5190893247378998e-05,6.075290473516969e-07,7.188806098106851e-06,0.0517994161550738,0.009767367215468378,1.3083540452559735e-05,0.20008094823136682,6.174916247372566e-05,7.949895326458685e-12,6.249246027021078e-06,0.014643074908779754,7.886710577763837e-08,2.1584825264126494e-08,9.20125611888736e-08,4.2788544604939095e-13,6.234837799218691e-11,1.5297163329111712e-13,2.91625983203038e-09,0.012101040438934224,2.5665581312559094e-06,0.0002891858004403713,5.4507055664249174e-11,5.662726568661594e-14,1.0466180659945439e-09,1.4870919304129325e-11
0.005923752166928244,0.7117497235250514,3.76,0.0,0.4634771539200597,0.6861563204408356,0.3916230653068747,4.0755550013730895e-14,1.0456661782232559e-10,0.0031762953087288797,0.0006580877566580353,7.143458749665661e-07,4.715163632916448e-05,0.0001293466580828234,0.20381226519455264,0.008509098958222968,1.5330021771861997e-05,6.103280243902647e-07,7.250207482708666e-06,0.05188714870146608,0.009767843251440403,1.3182997002651482e-05,0.2013047499708171,6.19106604184051e-05,7.969916428671404e-12,6.324971650782334e-06,0.01476472325187592,8.02516127379955e-08,2.1843185004197894e-08,9.336506098173747e-08,4.3295847120902745e-13,6.282236027563594e-11,1.547853511453593e-13,2.949585965042091e-09,0.012218892703188973,2.616096043067583e-06,0.0002923357659163969,5.512082811020076e-11,5.768797664602286e-14,1.0563168441753115e-09,1.5191248709407546e-11
0.005935315862804539,0.7118995319001012,3.76,0.0,0.46171566554895394,0.6843556084209215,0.39377353889808353,4.246031162188126e-14,1.0737617186782881e-10,0.0031865368294194457,0.0006592803010056779,7.146178776970819e-07,4.7547663303065784e-05,0.00013090075250101485,0.20489453587636436,0.008481735261676865,1.5471220783164295e-05,6.131432493606244e-07,7.31247810493068e-06,0.05197386455355168,0.00976814018791966,1.32836490337563e-05,0.2025379080628215,6.207171387468077e-05,7.989996279477454e-12,6.401974412916007e-06,0.014887368455501789,8.16646822515757e-08,2.2106507862883007e-08,9.474549151261494e-08,4.381165804926249e-13,6.330199372108552e-11,1.5662948951057051e-13,2.9834617496759645e-09,0.012338181178580229,2.6667600184746786e-06,0.0002955156921211795,5.574112634530394e-11,5.877318022499428e-14,1.0661362809471706e-09,1.5519983305764203e-11
0.005946879558680834,0.712050435407204,3.76,0.0,0.45994380549564773,0.6825411539699495,0.39593937416459285,4.424759042634711e-14,1.1027812148006413e-10,0.0031968718900371083,0.000660466835234783,7.148831036207158e-07,4.7949576074506373e-05,0.0001324834842033463,0.2059839144989474,0.008454072079358664,1.5614533322227323e-05,6.159746608235837e-07,7.375634466703431e-06,0.05205954361014262,0.009768253586424918,1.3385515844826943e-05,0.20378053991504907,6.223228725084159e-05,8.010139334878821e-12,6.4802836228343365e-06,0.015011021390033642,8.31070328581714e-08,2.2374923716448715e-08,9.615461163453588e-08,4.433616870388682e-13,6.378737172030803e-11,1.5850473238301606e-13,3.017899427058749e-09,0.012458930313434749,2.718580976937605e-06,0.00029872581716379937,5.6368028979287134e-11,5.988359825649903e-14,1.0760784541839525e-09,1.5857389444453917e-11
0.005958443254557129,0.7122024472821528,3.76,0.0,0.4581614589980963,0.6807127765342846,0.3981207663414446,4.612200795636594e-14,1.1327610210163884e-10,0.0032073017131659795,0.0006616470306031162,7.151413197472663e-07,4.835749839082963e-05,0.00013409556892861874,0.20708048006779947,0.008426106150650908,1.5760003046405882e-05,6.188221851019868e-07,7.4396934110250764e-06,0.05214416525666845,0.009768178888726444,1.3488616724004483e-05,0.2050327649258294,6.239234365873502e-05,8.030350365593417e-12,6.559929498431889e-06,0.01513569309879224,8.457940456165038e-08,2.2648566575305225e-08,9.759320675839416e-08,4.4869574895300666e-13,6.427858872836618e-11,1.6041177992562973e-13,3.0529115212890097e-09,0.01258116511242125,2.7715906392884083e-06,0.0003019663795808783,5.700161617675023e-11,6.101997979995886e-14,1.0861454788183968e-09,1.6203745107811412e-11
0.005970006950433424,0.7123555809715657,3.76,0.0,0.456368509668578,0.6788702922667371,0.40031791413779083,4.8088543290005556e-14,1.1637393935669963e-10,0.0032178275297560298,0.0006628205457803324,7.153922834665662e-07,4.877155772675552e-05,0.00013573774774945887,0.20818431262664416,0.008397834180090987,1.5907674900883035e-05,6.216857346788364e-07,7.504672253007144e-06,0.05222770834912369,0.009767911414457731,1.3592971402850787e-05,0.20629470451891585,6.255184485629814e-05,8.050634433626302e-12,6.64094330426587e-06,0.015261394801021611,8.608255932611285e-08,2.2927575197986585e-08,9.906209225084741e-08,4.5412078153190994e-13,6.47757413510421e-11,1.6235135267960442e-13,3.0885109194258863e-09,0.01270491115196402,2.825821851047054e-06,0.00030523761815288975,5.764196970476196e-11,6.218310242978607e-14,1.0963395121078417e-09,1.655933959200956e-11
0.0059804142767220896,0.7124943717297171,3.76,0.0,0.4547456923280198,0.6771998404231531,0.40230898529942744,4.994124548664725e-14,1.1925062924398253e-10,0.0032273838692197954,0.0006638707063814623,7.156117412886604e-07,4.914956695055455e-05,0.0001372420686226962,0.20918404220860834,0.008372124988114795,1.604250090548219e-05,6.242765512862199e-07,7.563954306548585e-06,0.052301957052799594,0.00976750189266243,1.3687979537147015e-05,0.20743885814044608,6.269488847329889e-05,8.068956824028105e-12,6.715051670253512e-06,0.015375416394725965,8.746236971939183e-08,2.3183389024942356e-08,1.00410680522267e-07,4.59082813653588e-13,6.522833557214198e-11,1.6412539320239762e-13,3.1210635409246283e-09,0.012817596310645904,2.8757025716034906e-06,0.00030820815841903513,5.822414191071336e-11,6.325344339691323e-14,1.1056245605402807e-09,1.6887519602630065e-11
0.005990821603010755,0.7126340923261071,3.76,0.0,0.45311410389960627,0.6755176715867482,0.40431313224660503,5.18766578740962e-14,1.2221443549736126e-10,0.003237019896016424,0.0006649149054290013,7.158249324259674e-07,4.953275106855498e-05,0.00013877195428306583,0.2101897835758805,0.008346162750350326,1.617918259713899e-05,6.268801902511144e-07,7.624008870342533e-06,0.05237529836248841,0.009766928733237867,1.3784034540851548e-05,0.2085910720532102,6.283742033028876e-05,8.087346644606693e-12,6.790317879326151e-06,0.015490289949679721,8.886834072390925e-08,2.344377259919578e-08,1.0178511597445008e-07,4.641217649950548e-13,6.568589040333915e-11,1.6592693506669495e-13,3.154112548117958e-09,0.012931546251566742,2.9266258079597262e-06,0.0003112039141075685,5.88119241012218e-11,6.434670559900819e-14,1.115015912050919e-09,1.7223650716983534e-11
0.006000188196670555,0.7127606443446738,3.76,0.0,0.45163810206958266,0.6739935849859012,0.40612817018010205,5.3692705814558063e-14,1.2495894628106636e-10,0.0032457612206007666,0.0006658493614211592,7.160112852567293e-07,4.988212398289014e-05,0.00014017119543427716,0.2111001409106822,0.00832257833539647,1.6303811863902413e-05,6.292343552602456e-07,7.678729535427755e-06,0.05244051602098978,0.009766269937081644,1.3871391630521197e-05,0.2096350328628253,6.296523592046745e-05,8.103958618095972e-12,6.8590677429441455e-06,0.015594411646221147,9.015658216995103e-08,2.3682116481213255e-08,1.030447456256373e-07,4.687239011910387e-13,6.610199228837602e-11,1.6757230625185546e-13,3.184289464239922e-09,0.013035199024859116,2.9733697150024773e-06,0.0003139217973645158,5.934577659246037e-11,6.535075852817258e-14,1.1235603970108792e-09,1.7533159906556736e-11
0.006009554790330354,0.7128879654079834,3.76,0.0,0.4501548589938952,0.6724597887864888,0.40795403567334426,5.5582336600963354e-14,1.2777895896411282e-10,0.003254568526773438,0.0006667785613089405,7.161922571426479e-07,5.023584452175324e-05,0.0001415920616434828,0.21201546145014785,0.008298785125275283,1.6429999208092865e-05,6.315987630077987e-07,7.734096735789293e-06,0.05250497290200409,0.009765472864513592,1.3959620238097095e-05,0.2106856664256883,6.309258871506744e-05,8.120631834161893e-12,6.9287937546417e-06,0.015699236685141716,9.146695822914997e-08,2.3924334796354837e-08,1.0432632904126815e-07,4.733908215414515e-13,6.652222741150323e-11,1.692408400896498e-13,3.214884300781857e-09,0.013139907178957843,3.0209990417126755e-06,0.0003166603730462548,5.98842708217288e-11,6.637436096077726e-14,1.132193578494712e-09,1.7849474652323813e-11
0.006018921383990154,0.7130160631876199,3.76,0.0,0.44866430878422553,0.6709161768967299,0.40979084315587927,5.754902950676174e-14,1.306769616041329e-10,0.0032634425049087737,0.0006677022941839856,7.163676980401008e-07,5.0593988845593585e-05,0.00014303500453948136,0.21293579028163187,0.00827478128232149,1.6557771353368857e-05,6.339733357014261e-07,7.790120579401373e-06,0.052568656380825425,0.009764534706989778,1.4048731615958581e-05,0.21174304239301314,6.321945476876414e-05,8.137369669248534e-12,6.999514727355729e-06,0.01580477147238264,9.279993242406586e-08,2.417051285763782e-08,1.0563036955739911e-07,4.781237375833971e-13,6.694665126733508e-11,1.7093296974503025e-13,3.2459047971284926e-09,0.01324568578858882,3.069533990633906e-06,0.00031941976789588944,6.042745420819553e-11,6.741800029173348e-14,1.1409167137428755e-09,1.8172776947592787e-11
0.006028287977649953,0.7131449454523865,3.76,0.0,0.44716638480887283,0.6693626416336703,0.41163870872833164,5.95963327935247e-14,1.3365552338883518e-10,0.0032723838509040614,0.0006686203431434307,7.165374529072846e-07,5.095663476810861e-05,0.0001445004874723085,0.21386117295619445,0.008250564953454567,1.668715565200132e-05,6.363579896553845e-07,7.8468113524632e-06,0.052631553561832856,0.009763452593784186,1.4138737244592053e-05,0.21280723138048663,6.334580942086188e-05,8.154175607388664e-12,7.071249892547457e-06,0.015911022497159675,9.415598035585682e-08,2.4420738270432613e-08,1.0695738374806896e-07,4.829238908513049e-13,6.737532017961629e-11,1.7264913916370955e-13,3.2773588859782824e-09,0.01335255021490388,3.118995241490922e-06,0.0003222001084646708,6.097537492195889e-11,6.848217883654226e-14,1.149731083528364e-09,1.8503253829624984e-11
0.006037654571309753,0.7132746200696733,3.76,0.0,0.44566101968839855,0.6677990736959788,0.41349775018940094,6.172792619979955e-14,1.3671731390596705e-10,0.003281393264603097,0.0006695324847265742,7.167013618903478e-07,5.13238621892388e-05,0.00014598898655978685,0.21479165548998289,0.00822613427036094,1.681818022841655e-05,6.387526334052117e-07,7.904179552447228e-06,0.052693651271190856,0.009762223590479483,1.4229648888597963e-05,0.21387830498242674,6.347162727596852e-05,8.17105328128194e-12,7.144018949588974e-06,0.016017996332938555,9.553559167438961e-08,2.4675101240355174e-08,1.0830790384543556e-07,4.877925577156322e-13,6.780829170665901e-11,1.7438980469136844e-13,3.309254719991499e-09,0.013460516112204975,3.169404174114523e-06,0.00032500152104289546,6.152808203010061e-11,6.956741655205714e-14,1.1586379901090642e-09,1.8841098343778515e-11
0.006047021164969552,0.7134050950092669,3.76,0.0,0.44414814528677354,0.6662253621340735,0.4153680870662996,6.394789944371491e-14,1.3986512412648236e-10,0.003290471453055317,0.0006704384896922128,7.168592617329742e-07,5.1695752471950024e-05,0.00014750098976450487,0.21572728436696195,0.00820148734909741,1.6950873555264825e-05,6.411571679323409e-07,7.96223584295472e-06,0.05275493604935584,0.009760844697133002,1.4321478256673956e-05,0.21495633578766724,6.359688217907364e-05,8.188006528175018e-12,7.217842097367164e-06,0.016125699638709932,9.693926572318379e-08,2.493369434590852e-08,1.0968247779267122e-07,4.927310358211523e-13,6.824562383860621e-11,1.7615543025341409e-13,3.3416005836867037e-09,0.01356959943488493,3.2207827108590565e-06,0.0003278241316393353,6.208562539860567e-11,7.067424808324084e-14,1.1676387537363882e-09,1.9186510522994912e-11
0.006056387758629352,0.713536378341181,3.76,0.0,0.44262769270649094,0.664641394322774,0.417249840642454,6.626043652881471e-14,1.431018308374047e-10,0.0032996191295332645,0.0006713381226529201,7.170109838175255e-07,5.2072388496033777e-05,0.00014903699705698527,0.21666810653944582,0.00817662229023524,1.7085264653396088e-05,6.435714882635884e-07,8.020991046021008e-06,0.05281539414376255,0.009759312847121246,1.4414237214157422e-05,0.21604139739327458,6.372154719214439e-05,8.205039299783557e-12,7.2927399571539724e-06,0.01623413916023166,9.836751349778954e-08,2.519661249228826e-08,1.1108166683079535e-07,4.977406509051796e-13,6.868737510398193e-11,1.7794648991711228e-13,3.374404943637323e-09,0.013679816444250655,3.273153203257462e-06,0.0003306680658929624,6.264805561421052e-11,7.18032228962927e-14,1.1767347196625666e-09,1.9539695787919202e-11
0.0060657543522891514,0.7136684782374294,3.76,0.0,0.44109959228741363,0.6630470559343151,0.41914313398393077,6.866974053984234e-14,1.4643041984725626e-10,0.0033088370097647413,0.0006722311407987046,7.171563539628205e-07,5.245385543632421e-05,0.0001505975227484625,0.2176141694274906,0.00815153717938472,1.7221383453070826e-05,6.45995480274431e-07,8.080456213346593e-06,0.052875011500859784,0.009757624905605094,1.4507937997688863e-05,0.21713356441815732,6.384559456786194e-05,8.222155702951898e-12,7.368733643537143e-06,0.01634332173081189,9.982086344883744e-08,2.5463953521606718e-08,1.1250604960752367e-07,5.028227707416668e-13,6.913360544187472e-11,1.7976347273245603e-13,3.4076765321655456e-09,0.01379118371573473,3.3265387753588277e-06,0.00033353344897616935,6.32154243059023e-11,7.29549118360939e-14,1.1859272565535487e-09,1.9900866102992025e-11
0.006075120945948951,0.7138014029757834,3.76,0.0,0.43956377359953086,0.661442230907075,0.42104809197073856,7.11806130573082e-14,1.498540312816705e-10,0.0033181258150923793,0.0006731172946964488,7.172951942396871e-07,5.2840240321822056e-05,0.00015218309495000214,0.21856552092059342,0.008126230086818249,1.735926034380804e-05,6.484290202926751e-07,8.140642600699598e-06,0.0529337737576994,0.009755777667179793,1.460259280403715e-05,0.21823291251931853,6.396899572129672e-05,8.239360102128868e-12,7.445844868882821e-06,0.016453254272580008,1.0129985481166403e-07,2.5735818097965833e-08,1.1395622408919558e-07,5.079787881174402e-13,6.958437548866464e-11,1.8160687660521472e-13,3.4414242355948573e-09,0.013903718146491516,3.3809632659203987e-06,0.00033642040558099466,6.378778406290761e-11,7.412990344397837e-14,1.1952177503148643e-09,2.0270241690630938e-11
0.0060844875396087504,0.7139351609382136,3.76,0.0,0.4380201654353204,0.659826801415328,0.42296484132757206,7.379807123192143e-14,1.533758929801616e-10,0.0033274862748276794,0.0006739963288339137,7.174273210646673e-07,5.3231631576775896e-05,0.00015379425374073484,0.21952220937892777,0.008100699067177319,1.7498926157679897e-05,6.508719792371586e-07,8.201561595258771e-06,0.05299166623402569,0.009753767854523955,1.4698213888835517e-05,0.21933951840689,6.409172121340888e-05,8.256656983176193e-12,7.52409577161785e-06,0.016563943797960723,1.0280503632464066e-07,2.60123091606718e-08,1.1543280084292955e-07,5.132101192400252e-13,7.003974606067814e-11,1.8347720795336185e-13,3.475657094085561e-09,0.014017436962781054,3.4364508749876937e-06,0.00033932905983804,6.436518807440692e-11,7.532879915987252e-14,1.2046076135640563e-09,2.0648048418848237e-11
0.00609385413326855,0.7140697606114234,3.76,0.0,0.43646869581086906,0.6582006478423904,0.4248935106501251,7.65268530161951e-14,1.5699933840872498e-10,0.0033369191202622817,0.0006748679795933282,7.175525446811965e-07,5.362811991568649e-05,0.0001554315545584444,0.22048428363093414,0.008074942160375156,1.764041270692593e-05,6.533242179046583e-07,8.263224806767037e-06,0.05304867392380131,0.009751592117301837,1.4794813940755291e-05,0.22045345985731574,6.421374072676288e-05,8.274050976416336e-12,7.603508958189642e-06,0.016675397410201367,1.0433697822255185e-07,2.6293532796908482e-08,1.1693640821716557e-07,5.185182288389335e-13,7.049977933636803e-11,1.8537499054048084e-13,3.510384454760977e-09,0.014132357727638836,3.4930265734397524e-06,0.00034225953517511313,6.4947690682744e-11,7.655222538410927e-14,1.2140982851192593e-09,2.1034519047804372e-11
0.006102284067562369,0.714191627082463,3.76,0.0,0.43506559147834856,0.656727840206755,0.4266396124269895,7.908265411508813e-14,1.603502287156596e-10,0.0033454711765122597,0.0006756459281698735,7.176591835521702e-07,5.398939431549787e-05,0.00015692794954059943,0.2213547960441253,0.008051566178942888,1.7769334099150762e-05,6.555390410118095e-07,8.319367817334241e-06,0.05309921167973726,0.009749489258405866,1.4882601450838514e-05,0.22146234422233257,6.43229288740415e-05,8.289792719510856e-12,7.675993889883909e-06,0.01677636490044194,1.0573908764392829e-07,2.6550771002211044e-08,1.1831330702023446e-07,5.23362408367205e-13,7.091784819299707e-11,1.8710690723746062e-13,3.5420697541414674e-09,0.014236828875729638,3.5448964577879794e-06,0.0003449157214086402,6.54763483048074e-11,7.767481947927376e-14,1.2227272808367452e-09,2.1389951091344015e-11
0.0061107140018561885,0.7143141886411248,3.76,0.0,0.43365600684394795,0.6552461579099659,0.4283955715265734,8.173744992756975e-14,1.6378890174877944e-10,0.0033540830003066465,0.0006764174741114614,7.17759927793306e-07,5.435494160343468e-05,0.0001584464084928052,0.22222974713568386,0.008028004179131187,1.789978051068778e-05,6.577611438229106e-07,8.376131997473455e-06,0.05314900891488416,0.00974724667509167,1.4971201485003813e-05,0.22247729250265874,6.443149645385683e-05,8.305620835078782e-12,7.749456499667772e-06,0.0168779624382099,1.0716377599828206e-07,2.6812012771322465e-08,1.1971311391881967e-07,5.282710961106148e-13,7.133979126790318e-11,1.8886188807062123e-13,3.574170383490313e-09,0.014342301402490454,3.5976878285327255e-06,0.00034758977101903587,6.600922164661086e-11,7.881829003617941e-14,1.2314401900000476e-09,2.175277825689921e-11
0.006118300942720626,0.7144250936426596,3.76,0.0,0.4323817953052536,0.6539049807816153,0.42998444349854187,8.421483812085862e-14,1.6696101689302804e-10,0.0033618851917044143,0.0006771062197398395,7.178454342578541e-07,5.46876454920739e-05,0.0001598322464671846,0.2230210284049576,0.008006638127110513,1.8018506402167564e-05,6.597671600192797e-07,8.427758185504665e-06,0.053193183654889536,0.009745106735497664,1.5051644028184752e-05,0.22339597933200797,6.452865682766268e-05,8.319943156920256e-12,7.816423338181956e-06,0.01696994335155844,1.0846566855345633e-07,2.7050622550530682e-08,1.209929380031974e-07,5.327450082033822e-13,7.172289115769407e-11,1.9046142625695455e-13,3.6034220417054602e-09,0.014438094037962618,3.646004142202871e-06,0.00035001176184577175,6.649244656919833e-11,7.986567562295079e-14,1.2393544601458661e-09,2.2085799618795838e-11
0.006125887883585063,0.7145365715826358,3.76,0.0,0.43110225109885075,0.6525564742026634,0.43158145124020286,8.67791581855892e-14,1.7020852854447861e-10,0.0033697366301747135,0.000677789455708796,7.17925933304843e-07,5.502391965298244e-05,0.00016123663553800104,0.22381596148742078,0.007985119147010193,1.8138505599829366e-05,6.617788794762015e-07,8.479901291136045e-06,0.0532367404779825,0.009742849577587202,1.5132759309670895e-05,0.2243196691995905,6.462527708506042e-05,8.334341481149044e-12,7.884209587327089e-06,0.017062442913327112,1.0978654230117606e-07,2.7292605674409325e-08,1.222920956058361e-07,5.372729372872912e-13,7.210920173361578e-11,1.9208027755948734e-13,3.6330213718824605e-09,0.014534718786594092,3.695097512979984e-06,0.00035244835741456566,6.697915098442232e-11,8.093075090631748e-14,1.247338396413604e-09,2.2425102466669365e-11
