Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14)
0.004308812645189756,0.5018043004740539,3.76,0.0,0.9295732359113441,0.9999841406358154,1.1056363287481419e-05,1.3849254989241124e-30,7.65106139330413e-22,4.6993398253803745e-06,4.879217514301089e-06,1.1440282910631714e-07,2.164589260156425e-09,7.653703949645669e-10,4.821276577734962e-07,1.0652979613115846e-05,1.8443916797069917e-10,1.010307650581327e-10,1.4474954192631569e-11,7.341233002628846e-09,8.655705581797448e-07,1.9101667918989407e-12,1.9692812312407763e-08
0.004428429309977206,0.5018042985378954,3.76,0.0,0.9295724453556148,0.9999834457306394,1.165419486087549e-05,1.4559997034494298e-30,7.792321482202952e-22,4.786058474179194e-06,4.986959518524078e-06,1.1651441404940092e-07,2.211246726173588e-09,7.916228041231454e-10,5.141815384715022e-07,1.1223345818980381e-05,1.892542259105601e-10,1.0477213359393014e-10,1.5052573937800918e-11,7.897676862080547e-09,9.297662205400334e-07,2.0302949894412793e-12,2.154287282255816e-08
0.004548045974764655,0.5018042965334923,3.76,0.0,0.9295716411744597,0.9999827404497502,1.2264623682961443e-05,1.5275184971217899e-30,7.929122287774646e-22,4.870035138789155e-06,5.092979938696971e-06,1.1855923131011664e-07,2.256769681526773e-09,8.176789984101602e-10,5.47314145999639e-07,1.1805330091573427e-05,1.9399071943776422e-10,1.084899010903887e-10,1.5626164484516143e-11,8.475819534379983e-09,9.962912298488176e-07,2.153799193528193e-12,2.3506981106415443e-08
0.004667662639552104,0.5018042944627993,3.76,0.0,0.9295708236960798,0.9999820250874646,1.2887340451453596e-05,1.5993611294819762e-30,8.061534330402988e-22,4.951313142704607e-06,5.19728933544111e-06,1.2053833525171184e-07,2.3011619555794757e-09,8.435170738450765e-10,5.815170731710172e-07,1.2398626764735995e-05,1.9864697862249927e-10,1.1218048585368486e-10,1.6195117126083785e-11,9.075497688569883e-09,1.065110742440122e-06,2.2806021067292264e-12,2.5588243253343533e-08
0.004787279304339554,0.5018042923278823,3.76,0.0,0.9295699932476017,0.9999812999343545,1.3522037270759038e-05,1.6714120564968033e-30,8.189634683531312e-22,5.0299398396818184e-06,5.2999001604219355e-06,1.2245287842664486e-07,2.344430011956964e-09,8.691170949319349e-10,6.167810513820877e-07,1.3002932347900451e-05,2.0322164458425404e-10,1.1584061381350316e-10,1.6758886441603652e-11,9.696526249124156e-09,1.136187357988053e-06,2.4106242990890525e-12,2.7789691945767594e-08
0.004906895969127003,0.5018042901309031,3.76,0.0,0.9295691501543202,0.9999805652767534,1.4168408341574686e-05,1.7435613610468747e-30,8.31350617189055e-22,5.10596612084187e-06,5.400826603320315e-06,1.243040995731745e-07,2.3865827324036874e-09,8.944610412032207e-10,6.530960302489854e-07,1.361794615339157e-05,2.0771365326582928e-10,1.194673106558419e-10,1.7316988249037323e-11,1.0338700739796349e-08,1.2094814360064063e-06,2.543784668346026e-12,3.011428473541876e-08
0.0050265126339144525,0.5018042878741023,3.76,0.0,0.9295682947390007,0.9999798213963196,1.4826150591566384e-05,1.8157048965159456e-30,8.433236602022805e-22,5.179445941745192e-06,5.500084442424243e-06,1.26093312097505e-07,2.4276311980452347e-09,9.195327362397955e-10,6.90451254820916e-07,1.4243370866313593e-05,2.1212221762518463e-10,1.230578910457154e-10,1.78689969052537e-11,1.100179954150014e-08,1.2849513993310615e-06,2.680000874838343e-12,3.256490273768373e-08
0.005146129298701902,0.5018042855597832,3.76,0.0,0.9295674273212476,0.999979068569647,1.5494964248120956e-05,1.887744533078511e-30,8.54891802878862e-22,5.250435871465243e-06,5.597690899516031e-06,1.2782189309194765e-07,2.4675884827913193e-09,9.44317782646409e-10,7.288353400559646e-07,1.4878913058305894e-05,2.1644681078790436e-10,1.266099490809719e-10,1.8414542767718698e-11,1.1685586053712604e-08,1.3625540233643843e-06,2.8191897621186577e-12,3.51443497190085e-08
0.005265745963489351,0.501804283190298,3.76,0.0,0.9295665482169297,0.9999783070679312,1.6174553354550184e-05,1.959588437496686e-30,8.660646060611375e-22,5.318994665329463e-06,5.6936644996576324e-06,1.2949127292913134e-07,2.506469451446002e-09,9.688034900221172e-10,7.682363423082695e-07,1.5524283646767758e-05,2.206871489906442e-10,1.3012134738395353e-10,1.8953309523613794e-11,1.2389810751865873e-08,1.44224471011333e-06,2.961267736558995e-12,3.785535155215125e-08
0.005385362628276801,0.501804280768034,3.76,0.0,0.9295656577376664,0.9999775371566786,1.6864626231487886e-05,2.0311509007779982e-30,8.768519204822622e-22,5.3851828626223215e-06,5.7880249363913175e-06,1.3110292546320526e-07,2.5442905564222467e-09,9.929787846215796e-10,8.086418276180955e-07,1.617919830148822e-05,2.2484317303120512e-10,1.335902030193596e-10,1.9485030877122895e-11,1.3114213134898261e-08,1.523977746279949e-06,3.1061511060345627e-12,4.0700556008476046e-08
0.00550497929306425,0.5018042782954004,3.76,0.0,0.92956475619037,0.9999767590954621,1.7564895885485954e-05,2.10235235007154e-30,8.872638255122964e-22,5.4490624100148255e-06,5.880792942729924e-06,1.326583588581024e-07,2.5810696517310483e-09,1.0168341309334215e-09,8.500389366374517e-07,1.6843377800866283e-05,2.2891503130933053e-10,1.3701487583351646e-10,2.0009487544731354e-11,1.3858523557844129e-08,1.6077065449382992e-06,3.253756412890778e-12,4.3682532859555996e-08
0.0056245959578516995,0.5018042757748175,3.76,0.0,0.9295638438768425,0.9999759731377207,1.8275080367114585e-05,2.1731196268947834e-30,8.973105722174979e-22,5.510696311141398e-06,5.971990168232314e-06,1.3415910705254486e-07,2.6168258168205675e-09,1.0403614536876427e-09,8.924144460933393e-07,1.751654834012469e-05,2.3290306360433615e-10,1.4039395655059525e-10,2.0526504445934904e-11,1.4622464947340479e-08,1.6933838705796773e-06,3.404000734475679e-12,4.680377426363242e-08
0.005744212622639149,0.5018042732087051,3.76,0.0,0.9295629210934248,0.9999751795305956,1.8994903081060485e-05,2.2433855297776613e-30,9.070025305853585e-22,5.5701483024161425e-06,6.061639062376729e-06,1.356067218629444e-07,2.6515791774232606e-09,1.063554038690613e-09,9.357548267374604e-07,1.819844179407427e-05,2.3680778320832797e-10,1.4372625096982452e-10,2.103594721825226e-11,1.5405754399997247e-08,1.7809620475198799e-06,3.5568019201916236e-12,5.0066695405741196e-08
0.005863829287426598,0.5018042705994739,3.76,0.0,0.9295619881306932,0.9999743785148067,1.9724093050784112e-05,2.313088571154985e-30,9.163501409969337e-22,5.6274825548100955e-06,6.14976276433156e-06,1.3700276571929677e-07,2.685350746581932e-09,1.0864064497188993e-09,9.800462977438985e-07,1.8888795937068823e-05,2.40629860943842e-10,1.470107675940266e-10,2.1537719076175863e-11,1.620810466304526e-08,1.8703931518230953e-06,3.712078833748093e-12,5.347363536428576e-08
0.005983445952214048,0.5018042679495154,3.76,0.0,0.9295610452732052,0.9999735703245606,2.0462385140431576e-05,2.3821734313878282e-30,9.253638699869018e-22,5.6827634011553955e-06,6.236384999185836e-06,1.3834880502309104e-07,2.718162280377229e-09,1.1089144545396956e-09,1.0252748775669329e-06,1.9587354622852802e-05,2.443701108999165e-10,1.5024670641129764e-10,2.2031758216438403e-11,1.7029225498749125e-08,1.9616291870332732e-06,3.869751590295569e-12,5.7026858184070774e-08
0.006103062617001497,0.5018042652611951,3.76,0.0,0.9295600927992862,0.999972755187492,2.1209520236776336e-05,2.4505902657073567e-30,9.34054169880139e-22,5.736055088390327e-06,6.321529980662294e-06,1.3964640411116017e-07,2.7500361265977e-09,1.1310749248150797e-09,1.0714264313082127e-06,2.0293867927051393e-05,2.480294741927351e-10,1.5343344251693692e-10,2.2518034488328727e-11,1.7868824936081342e-08,2.054622244130218e-06,4.0297416956351076e-12,6.072855412567217e-08
0.006222679281788946,0.5018042625368457,3.76,0.0,0.9295591309808585,0.9999719333246319,2.1965245393906042e-05,2.5182941107623388e-30,9.424314423327443e-22,5.787421553845175e-06,6.405222320226507e-06,1.408971198058975e-07,2.780995094324849e-09,1.152885753652562e-09,1.1184867146374345e-06,2.1008092255032802e-05,2.5160900451538997e-10,1.565705138801628e-10,2.2996546308644136e-11,1.8726610411854237e-08,2.1493246462339765e-06,4.191972195261117e-12,6.458084106499667e-08
0.006342295946576396,0.5018042597787596,3.76,0.0,0.9295581600833067,0.9999711049504044,2.272931394340634e-05,2.5852457237968157e-30,9.505060059008917e-22,5.836926224594635e-06,6.487486942483787e-06,1.4210249652809062e-07,2.8110623437838026e-09,1.1743457929000698e-09,1.166441414352785e-06,2.1729790417838574e-05,2.551098564738852e-10,1.5965761213017529e-10,2.346731850094054e-11,1.9602289804908115e-08,2.2456890786631352e-06,4.3563678747695425e-12,6.858576603042001e-08
0.006461912611363845,0.5018042569891853,3.76,0.0,0.9295571803653777,0.9999702702726462,2.3501485572805022e-05,2.651410745711773e-30,9.582880669181734e-22,5.884631838895533e-06,6.568349006755366e-06,1.4326406194569176e-07,2.8402612631326936e-09,1.1954547577579488e-09,1.2152761857025803e-06,2.2458731678849294e-05,2.585332715525418e-10,1.6269456636832563e-10,2.393039935466971e-11,2.0495572369233778e-08,2.343668705021536e-06,4.522855313412349e-12,7.27453068503151e-08
0.0065815292761512946,0.5018042541703215,3.76,0.0,0.9295561920791144,0.9999694294926466,2.4281526374870327e-05,2.7167585501726725e-30,9.657876936660495e-22,5.930600288479035e-06,6.647833834625458e-06,1.4438332313135838e-07,2.868615364483651e-09,1.2162131471914574e-09,1.2649766865623578e-06,2.319469177375637e-05,2.6188056532483725e-10,1.656813313739931e-10,2.4385857672116907e-11,2.14061695698565e-08,2.44321727003309e-06,4.691362930694566e-12,7.706137388514359e-08
0.006701145940938744,0.5018042513243137,3.76,0.0,0.9295551954698167,0.9999685828052087,2.5069208870318868e-05,2.7812636974688913e-30,9.730147942501245e-22,5.974892480463583e-06,6.725966843243634e-06,1.4546176319940918e-07,2.8961482074091804e-09,1.236622197316354e-09,1.3155286085914185e-06,2.3937452906306335e-05,2.651531186265088e-10,1.6861798141465078e-10,2.4833781141641608e-11,2.233379582579063e-08,2.544289189869226e-06,4.861821184783825e-12,8.153581184081418e-08
0.006820762605726193,0.5018042484532512,3.76,0.0,0.9295541907760302,0.9999677303987249,2.5864312006483548e-05,2.8449051342886786e-30,9.799790970887343e-22,6.017568217786133e-06,6.802773484209002e-06,1.4650083839127556e-07,2.9228833021278948e-09,1.2566837947427428e-09,1.3669177055320112e-06,2.4686803722223605e-05,2.683523660536778e-10,1.7150469474515597e-10,2.5274273953075442e-11,2.3278169167127997e-08,2.6468396307390733e-06,5.0341625631595815e-12,8.617040164035408e-08
0.006940379270513643,0.501804245559164,3.76,0.0,0.9295531782295574,0.9999668724552695,2.6666621134254364e-05,2.9076641283678357e-30,9.866901338855988e-22,6.058686096823055e-06,6.878279187763564e-06,1.4750197558025988e-07,2.9488440273112075e-09,1.276400399347463e-09,1.419129818768517e-06,2.5442539263585648e-05,2.7147978465844275e-10,1.7434174203127965e-10,2.5707453966155037e-11,2.4239011810850343e-08,2.7508245765229346e-06,5.208321503014071e-12,9.096686232591463e-08
0.007059995935301092,0.5018042426440211,3.76,0.0,0.9295521580554933,0.9999660091507035,2.7475927965513035e-05,2.9695265594174752e-30,9.931572260739448e-22,6.098303420881748e-06,6.952509312014742e-06,1.484665701653742e-07,2.9740535851664927e-09,1.2957750164653975e-09,1.4721509002818289e-06,2.620446090577415e-05,2.7453688787188397e-10,1.771294839801906e-10,2.6133451614901206e-11,2.5216050659427956e-08,2.8562008862181617e-06,5.3842346264006925e-12,9.59268529984791e-08
0.0071796126000885415,0.501804239709729,3.76,0.0,0.9295511304722764,0.9999651406547897,2.8292030513299816e-05,3.0304824975995778e-30,9.993894731797208e-22,6.136476128508456e-06,7.02548909699385e-06,1.493959843228705e-07,2.9985349285728606e-09,1.3148111221921566e-09,1.525967033184438e-06,2.6972376279059308e-05,2.7752521673173276e-10,1.7986835690992628e-10,2.655240821154391e-11,2.6209017729662353e-08,2.962926341963398e-06,5.561840707583866e-12,1.0105197477851393e-07
0.007299229264875991,0.5018042367581296,3.76,0.0,0.9295500956917603,0.9999642671313196,2.9114733016668522e-05,3.0905226816766423e-30,1.0053957426554843e-21,6.173258735343959e-06,7.097243623257876e-06,1.5029154558785299e-07,3.022310694392014e-09,1.3335125858636821e-09,1.5805644499584932e-06,2.7746099176734193e-05,2.804463297080179e-10,1.8255886067737167e-10,2.696447317401246e-11,2.721765051663396e-08,3.0709596883949615e-06,5.741080421439146e-12,1.0634377275350685e-07
0.00741884592966344,0.5018042337910006,3.76,0.0,0.9295490539192982,0.9999633887382445,2.9943845852046785e-05,3.1496418066283226e-30,1.0111846631473251e-21,6.208704288231288e-06,7.167797774720506e-06,1.5115454573818564e-07,3.0454031871646906e-09,1.3518836619314544e-09,1.6359295485218342e-06,2.8525449451532214e-05,2.8330179902361094e-10,1.8520156076286353e-10,2.7369803368666593e-11,2.8241692295887637e-08,3.180260664052458e-06,5.921896651531298e-12,1.1180373793091326e-07
0.00753846259445089,0.5018042308100553,3.76,0.0,0.9295480053538413,0.9999625056278179,3.077918543299425e-05,3.207839086630099e-30,1.0167646191301392e-21,6.242864330675194e-06,7.237176205532872e-06,1.5198623995108114e-07,3.0678343280810347e-09,1.369928930465462e-09,1.692048906316478e-06,2.931025290200903e-05,2.860932047680176e-10,1.8779707535694975e-10,2.7768562225924498e-11,2.9280892371124354e-08,3.290790025530939e-06,6.1042345019425395e-12,1.174333091891497e-07
0.007658079259238339,0.5018042278169412,3.76,0.0,0.9295469501880483,0.9999616179467393,3.162057409994867e-05,3.265112526236036e-30,1.0221437457205573e-21,6.275788878547114e-06,7.305403310734385e-06,1.527878462083391e-07,3.0896255965350356e-09,1.3876532151195462e-09,1.7489092925364513e-06,3.0100341150448518e-05,2.8882212544195376e-10,1.9034606160563852e-10,2.8160916947260724e-11,3.033500627233965e-08,3.4025095650572974e-06,6.288040799254717e-12,1.2323387518125028e-07
0.0077776959240257884,0.5018042248132416,3.76,0.0,0.9295458886084051,0.9999607258363038,3.24678400013572e-05,3.321463200827946e-30,1.0273299271425819e-21,6.307526404806472e-06,7.372503200341484e-06,1.535605449268425e-07,3.1107980389638235e-09,1.4050615938155525e-09,1.806497678594418e-06,3.0895551513637596e-05,2.914901360940261e-10,1.928492226410159e-10,2.8547038109571928e-11,3.140379590622705e-08,3.5153821221164886e-06,6.473264495617473e-12,1.292067762201644e-07
0.007897312588813238,0.5018042218004758,3.76,0.0,0.9295448207953518,0.9999598294325546,3.332081696774933e-05,3.3768978077290936e-30,1.0323307963288963e-21,6.338123832538691e-06,7.438499676728035e-06,1.5430547878732418e-07,3.1313722387269543e-09,1.422159358444213e-09,1.8648012470230896e-06,3.1695726867827274e-05,2.940988054933749e-10,1.9530729689698774e-10,2.89270997248898e-11,3.248702966552244e-08,3.6293715897242683e-06,6.659856838133883e-12,1.3535330615307276e-07
0.008016929253600688,0.5018042187800994,3.76,0.0,0.9295437469234178,0.9999589288664372,3.417934438000979e-05,3.431419776027632e-30,1.0371537329826243e-21,6.367626535430557e-06,7.503416215055954e-06,1.550237527417105e-07,3.1513682581247763e-09,1.4389519231400375e-09,1.9238073989196314e-06,3.2500715509116844e-05,2.9664968704336705e-10,1.977210410163933e-10,2.930127636567491e-11,3.358448250234315e-08,3.744442915926058e-06,6.847770517709667e-12,1.4167471416173917e-07
0.008136545918388138,0.501804215753506,3.76,0.0,0.9295426671613602,0.9999580242639554,3.504326703284069e-05,3.4850342063442935e-30,1.0418058657670752e-21,6.396078344523178e-06,7.567275946411299e-06,1.5571643418125576e-07,3.170805668416277e-09,1.4554448510002574e-09,1.9835037599951175e-06,3.331037101024968e-05,2.991443179394209e-10,2.0009124213862483e-10,2.966974276858137e-11,3.469593596585175e-08,3.860562101040805e-06,7.036960155141738e-12,1.4817220652564524e-07
0.008256162583175589,0.5018042127220277,3.76,0.0,0.92954158167231,0.9999571157463273,3.591243499466695e-05,3.537753974460342e-30,1.046294075968866e-21,6.423521560746707e-06,7.630101643541709e-06,1.563845532410705e-07,3.1897035415597296e-09,1.4716438383432522e-09,2.0438781854227927e-06,3.412455207480381e-05,3.0158421960309603e-10,2.0241871064504072e-10,3.003267498771039e-11,3.5821178210020023e-08,3.977696191134178e-06,7.22738280962857e-12,1.5484694837831483e-07
0.008375779247963039,0.5018042096869375,3.76,0.0,0.9295404906139182,0.9999562034301405,3.6786703464972624e-05,3.5895865799813274e-30,1.0506249972788897e-21,6.449996972628405e-06,7.691915709012125e-06,1.57029103225476e-07,3.2080803847588524e-09,1.4875546078422751e-09,2.1049187635873627e-06,3.4943122389748205e-05,3.0397088879248404e-10,2.0470425760713803e-10,3.039024743285778e-11,3.6960003976844365e-08,4.0958132681996136e-06,7.41899663794866e-12,1.6170006536950343e-07
0.008495395912750489,0.5018042066494488,3.76,0.0,0.9295393941385061,0.9999552874275072,3.7665932629677804e-05,3.6405388270272065e-30,1.0548050203298344e-21,6.475543878060007e-06,7.752740165418901e-06,1.5765104114282043e-07,3.225954186878201e-09,1.503182946223872e-09,2.1666138187507347e-06,3.5765950477044144e-05,3.063057967783007e-10,2.0694871234269366e-10,3.07426321169919e-11,3.811221455386019e-08,4.214882437461038e-06,7.611761385198437e-12,1.687326452719016e-07
0.00861501257753794,0.5018042036107186,3.76,0.0,0.9295382923932164,0.9999543678462184,3.854998751554729e-05,3.6906287863044764e-30,1.0588402999879373e-21,6.50020010980078e-06,7.812596647599934e-06,1.5825128832739522e-07,3.243342435432494e-09,1.518534720229548e-09,2.2289519128236542e-06,3.659290954497635e-05,3.0859039323834794e-10,2.0915292053432246e-10,3.1090001065060495e-11,3.927761771055745e-08,4.334873812170473e-06,7.805639510980642e-12,1.7594573959779704e-07
0.00873462924232539,0.5018042005718487,3.76,0.0,0.9295371855201655,0.9999534447898941,3.943873784442509e-05,3.739867289045838e-30,1.062736755560698e-21,6.524002064416319e-06,7.871506396734185e-06,1.5883073113601952e-07,3.2602620359439456e-09,1.5336157496965333e-09,2.2919218463476256e-06,3.742387733998284e-05,3.1082609768635685e-10,2.1131771365297487e-10,3.143252335798845e-11,4.045602761961593e-08,4.455758496285619e-06,8.000594206631496e-12,1.8334036510780633e-07
0.00885424590711284,0.5018041975338867,3.76,0.0,0.9295360736565961,0.9999525183581341,4.033205788756005e-05,3.788260476177738e-30,1.0665000762827102e-21,6.546984733550737e-06,7.929490255948417e-06,1.5939022171511295e-07,3.2767293685169016e-09,1.5484318483040926e-09,2.3555126586478037e-06,3.825873599941022e-05,3.130142974666561e-10,2.1344393127448114e-10,3.177036356304497e-11,4.164726476046832e-08,4.577508565347888e-06,8.196589696187267e-12,1.9091750524149075e-07
0.00897386257190029,0.5018041944978286,3.76,0.0,0.9295349569350274,0.9999515886466636,4.122982632078281e-05,3.835830839884487e-30,1.0701357323184086e-21,6.569181737319977e-06,7.986568667401447e-06,1.599305788172267e-07,3.292760336335912e-09,1.562988880351442e-09,2.4197136273398198e-06,3.909737190561025e-05,3.1515635521870223e-10,2.1553242754326657e-10,3.210368555308802e-11,4.285115580833985e-08,4.70009704583077e-06,8.393593386922788e-12,1.9867811158661077e-07
0.00909347923668774,0.5018041914646199,3.76,0.0,0.9295338354834071,0.9999506557474767,4.213192608122373e-05,3.882592575319219e-30,1.0736489744013499e-21,6.590625359874864e-06,8.042761670834738e-06,1.6045258865601315e-07,3.308370262851753e-09,1.5772926104361946e-09,2.4845142673101274e-06,3.9939675542010194e-05,3.1725360115658614e-10,2.1758402963025347e-10,3.243264979705794e-11,4.406753351555023e-08,4.82349789326296e-06,8.591573110512066e-12,2.0662310523451157e-07
0.00921309590147519,0.5018041884351573,3.76,0.0,0.9295327094252593,0.999949719748978,4.303824422552657e-05,3.9285486663088065e-30,1.0770448386601186e-21,6.611346586012253e-06,8.098088903175103e-06,1.609570058035607e-07,3.323573949880845e-09,1.5913487356861407e-09,2.549904329068617e-06,4.07855413513914e-05,3.1930732852188563e-10,2.1959956343457023e-10,3.275741039588406e-11,4.529623658151014e-08,4.947685969370879e-06,8.790496851845665e-12,2.1475337802487192e-07
0.009332712566262641,0.5018041854102908,3.76,0.0,0.9295315788798317,0.999948780736119,4.3948671790107e-05,3.9737252619164315e-30,1.0803281619490423e-21,6.631375138644128e-06,8.152569599175719e-06,1.614445541098897e-07,3.338385767042971e-09,1.6051629942922385e-09,2.6158737966453943e-06,4.163486759654232e-05,3.213188044974722e-10,2.2157987270689392e-10,3.3078120421124006e-11,4.6537109512788505e-08,5.0726370184173e-06,8.990336486613158e-12,2.2306979386850877e-07
0.009452329231050091,0.5018041823908261,3.76,0.0,0.9295304439622406,0.9999478387905324,4.486310365413283e-05,4.018140925988589e-30,1.0835035803414815e-21,6.650739517569694e-06,8.206222593200744e-06,1.6191592763249806e-07,3.3528195213130127e-09,1.6187409913063858e-09,2.682412885184644e-06,4.248755622384062e-05,3.232892643886483e-10,2.2352576338976308e-10,3.339492990038637e-11,4.779000248119153e-08,5.198327642973617e-06,9.191064195857033e-12,2.3157318996179832e-07
0.009571945895837541,0.5018041793775245,3.76,0.0,0.929529304783612,0.999946893990661,4.578143840490761e-05,4.0617928134571334e-30,1.0865755312323898e-21,6.669467038394502e-06,8.259066321698508e-06,1.623717915891608e-07,3.3668885043975147e-09,1.6320882063376473e-09,2.7495120380658296e-06,4.334351272987351e-05,3.2521990309747263e-10,2.2543802995769264e-10,3.37079807596695e-11,4.905477117558407e-08,5.324735279314923e-06,9.392650953955888e-12,2.402643778420541e-07
0.009691562560624992,0.5018041763711067,3.76,0.0,0.9295281614512212,0.9999459464118846,4.670357820599168e-05,4.104709658018866e-30,1.0895482741259862e-21,6.687583871309574e-06,8.311118826339422e-06,1.628127833146892e-07,3.3806056358047504e-09,1.6452101660324128e-09,2.8171619237041422e-06,4.420264603101573e-05,3.2711188893613583e-10,2.2731749318288603e-10,3.401741368093484e-11,5.0331276646682105e-08,5.4518381725316945e-06,9.595072585800136e-12,2.4914414456877624e-07
0.009811179225412442,0.5018041733722532,3.76,0.0,0.9295270140686297,0.9999449961266429,4.7629428668819734e-05,4.146916623222929e-30,1.0924258880440246e-21,6.705115080627218e-06,8.362397758065482e-06,1.6323951320501668e-07,3.393983302015619e-09,1.658112250036639e-09,2.8853534322396493e-06,4.5064868336490935e-05,3.2896636136370404e-10,2.2916492731482734e-10,3.432336750945282e-11,5.161938515415311e-08,5.5796153515404555e-06,9.798305500279694e-12,2.582132538195908e-07
0.009930795890199892,0.5018041703816059,3.76,0.0,0.9295258627358163,0.9999440432045528,4.8558898727266454e-05,4.1884022141036365e-30,1.0952122680854792e-21,6.722084663898043e-06,8.412920381549987e-06,1.6365256567245853e-07,3.4070333758150213e-09,1.6707996529037761e-09,2.954077671871934e-06,4.593009502497464e-05,3.3078441712774215e-10,2.3098108224778896e-10,3.4625971291045626e-11,5.2918968011543407e-08,5.708046604149044e-06,1.0002322855982089e-11,2.6747244675670014e-07
0.009999999999999998,0.5018041673997709,3.76,0.0,0.9295251948675097,0.9999434907146616,4.909826097811305e-05,4.212081835513547e-30,1.0967841382832858e-21,6.731654999253912e-06,8.441811484161303e-06,1.6388551176941917e-07,3.4144384417954267e-09,1.678043961043989e-09,2.9940778651601967e-06,4.6432010883525504e-05,3.3182004294237266e-10,2.3201784030676253e-10,3.479956251595423e-11,5.3676031255383494e-08,5.782641383288191e-06,1.0120706410889528e-11,2.729164261978338e-07
0.010050412554987342,0.5018041673997709,3.76,0.0,0.9295247075493078,0.9999430877125244,4.949190051524543e-05,4.229195902289841e-30,1.097911153212617e-21,6.738515590073043e-06,8.462703579997526e-06,1.6405250009489787e-07,3.4197674287108833e-09,1.6832776328280002e-09,3.023325964956384e-06,4.6798244524399184e-05,3.3256712574669184e-10,2.3276674788204557e-10,3.49253524432765e-11,5.4229901425669825e-08,5.837112452196645e-06,1.0207103822046659e-11,2.7692244307094524e-07
0.010170029219774793,0.5018041644273192,3.76,0.0,0.9295235486023049,0.9999421297148711,5.0428349248280224e-05,4.269333206651548e-30,1.1005261236391789e-21,6.754429838116146e-06,8.511763860702185e-06,1.644398517332047e-07,3.4321965414481427e-09,1.6955513083626785e-09,3.0930898441565847e-06,4.76692381954885e-05,3.343155330926311e-10,2.345226617654106e-10,3.522163867129029e-11,5.5552066341374244e-08,5.966794126903393e-06,1.0412629151359682e-11,2.8656394199044933e-07
0.010289645884562243,0.5018041614647885,3.76,0.0,0.9295223859848037,0.9999411692734163,5.1368163108321236e-05,4.3087911862638285e-30,1.103060587932243e-21,6.769848434932662e-06,8.560117360817427e-06,1.6481513265269708e-07,3.4443312712563574e-09,1.7076255475169366e-09,3.163361048334437e-06,4.854300021911931e-05,3.360306411894123e-10,2.362495193029503e-10,3.5514946211866954e-11,5.688534828756643e-08,6.097073544574427e-06,1.0618873378810383e-11,2.9639762296159996e-07
0.010409262549349693,0.5018041585126843,3.76,0.0,0.9295212197837152,0.9999402064475971,5.2311263131580585e-05,4.347596770293292e-30,1.1055178195153646e-21,6.784791491638776e-06,8.607779853173065e-06,1.6517883263621185e-07,3.456181951605723e-09,1.7195053032966292e-09,3.234131518233005e-06,4.941945748688178e-05,3.377134231598906e-10,2.379480748516047e-10,3.5805388771967176e-11,5.822963721808483e-08,6.227933282613351e-06,1.0825818242874105e-11,3.0642414655542133e-07
0.010528879214137143,0.5018041555714827,3.76,0.0,0.929520050082981,0.9999392412945639,5.3257573100594665e-05,4.385801425249739e-30,1.1079009566617646e-21,6.799278240134565e-06,8.654766752762786e-06,1.6553142004821165e-07,3.467758482715385e-09,1.7311954206862793e-09,3.3053933923652862e-06,5.029853949537851e-05,3.3936483552493935e-10,2.396190290101632e-10,3.6093083485746387e-11,5.958482735989319e-08,6.359356555934035e-06,1.103344926303148e-11,3.166441554278589e-07
0.010648495878924594,0.5018041526416303,3.76,0.0,0.9295188769636834,0.9999382738692741,5.4207019439686844e-05,4.4233684036439846e-30,1.110212974786166e-21,6.813327069009737e-06,8.701093123321298e-06,1.6587334269849038e-07,3.4790702142585735e-09,1.742700420080243e-09,3.377139002719565e-06,5.1180178244503746e-05,3.4098579137962693e-10,2.412630149662241e-10,3.637813447976669e-11,6.095081706572052e-08,6.491327193928542e-06,1.124174159939938e-11,3.270582748223896e-07
0.010768112543712044,0.501804149723546,3.76,0.0,0.9295177005041536,0.9999373042245874,5.515953111318707e-05,4.46031648308789e-30,1.1124567331032646e-21,6.8269555571408206e-06,8.746773683669426e-06,1.6620502870297665e-07,3.49012635119073e-09,1.7540249256754614e-09,3.4493608702371986e-06,5.206430813875209e-05,3.4257717132093044e-10,2.428807486696464e-10,3.666064150562714e-11,6.232750866097294e-08,6.623829617889285e-06,1.1450678485052417e-11,3.3766711332894206e-07
0.010887729208499494,0.5018041468176236,3.76,0.0,0.9295165207800776,0.9999363324113518,5.611503952796909e-05,4.496720767045732e-30,1.1146349822015089e-21,6.8401805075198155e-06,8.791822814693056e-06,1.665268872790133e-07,3.5009357431226334e-09,1.7651735137534633e-09,3.5220517006329172e-06,5.295086589207991e-05,3.44139847713887e-10,2.4447289788921895e-10,3.694071199864976e-11,6.371480829896487e-08,6.756848818923159e-06,1.1660250997418918e-11,3.484712638415693e-07
