Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637)
0.009876345707905188,0.7483522737731247,3.76,0.0,4.388320975047524e-12,1.6695899041066468e-06,0.9975088067958823,2.4664193153175464e-17,3.1730021718442494e-17,4.5011568820652174e-13,2.057087731510164e-09,1.1565336863993521e-22,0.0002348420943961231,0.001401203267235359,0.27115319025041745,6.5612611590545106e-09,8.225063798213218e-07,4.399904343149863e-15,5.914580823301056e-23,4.635061044353444e-19,1.2475810592887604e-22,8.009103899265408e-08,0.26722780998292966,4.049010018141938e-09,5.569664065431667e-27,1.2017640635765348e-20,6.736196484628662e-17,9.367317172216747e-22,5.279685336690902e-17,1.9244196214209616e-15,2.8373021676239677e-20,2.1259019908736574e-27,2.8767374789781805e-20,1.4483632613214347e-10,0.367512135417349,1.0271460060429224e-17,2.195689876012153e-15,1.7523349473540918e-21,5.342874299645727e-24,1.4479029321027592e-19,4.725866797409445e-09,6.700517221477892e-29,2.8361167949534197e-34
0.009892600266803594,0.7483520667998832,3.76,0.0,4.391361293942617e-12,1.663267691683225e-06,0.9975097860477148,2.5135702664411876e-17,3.1425188515352686e-17,4.498369996201167e-13,2.0487012982546313e-09,1.1495110650017103e-22,0.00023439475491672504,0.0013985357815921606,0.27115376850967793,6.5606269783132006e-09,8.193745862887025e-07,4.391123867513153e-15,5.898661412632071e-23,4.630951771071423e-19,1.2461184109831458e-22,7.994270593547873e-08,0.26722832622144377,4.034105178399686e-09,5.546324535617655e-27,1.1982216957168599e-20,6.733344025038027e-17,9.336516821025722e-22,5.270168873080478e-17,1.925764690787329e-15,2.8269476622456883e-20,2.122052349518304e-27,2.865981903421425e-20,1.445604488232811e-10,0.3675116193370767,-5.563278298664163e-17,2.1797779942530864e-15,1.6869049747158929e-21,4.465178950644308e-24,1.4470165104577668e-19,4.7168656794109265e-09,6.702243887809382e-29,2.8368455761635756e-34
0.009908854825702001,0.7483518606151006,3.76,0.0,4.394423641544263e-12,1.6569814126766625e-06,0.9975107616681251,2.4665854365868466e-17,3.2272804818427034e-17,4.494447317077743e-13,2.0403636038256174e-09,1.1445747258257695e-22,0.00023394911542141074,0.001395878426375203,0.27115434448475484,6.559995153595246e-09,8.162606387071317e-07,4.3823781599590545e-15,5.883547223073198e-23,4.62695277867572e-19,1.244716405958178e-22,7.97949209746205e-08,0.26722884061794394,4.019282459225796e-09,5.523770249628069e-27,1.1954900309213831e-20,6.728756449130825e-17,9.289289426183906e-22,5.1808592080185666e-17,1.892685746937355e-15,2.816652114765327e-20,2.1181430578346642e-27,2.855287571100853e-20,1.4428561975081526e-10,0.3675111050982323,1.0846291443498436e-17,2.1458887685160442e-15,1.3354171667907159e-21,-7.782726279953625e-25,1.4457595128873317e-19,4.707898760630059e-09,6.703266661391185e-29,2.837278612711519e-34
0.009925109384600408,0.748351655214259,3.76,0.0,4.397430478682506e-12,1.6507307955241386e-06,0.9975117336772211,2.3223309550212318e-17,3.265900262050345e-17,4.488172718522063e-13,2.032074645039677e-09,1.141910282726768e-22,0.00023350516626940832,0.001393231144173549,0.27115491818906906,6.559365676092315e-09,8.131644023972422e-07,4.373667073503486e-15,5.867314712786347e-23,4.622894178847766e-19,1.243305236448443e-22,7.964768108644414e-08,0.2672293531822207,4.004541264664718e-09,5.494229126495327e-27,1.1927235413493628e-20,6.720245262763851e-17,9.255251724640556e-22,5.1112458867555967e-17,1.8635689547325152e-15,2.806415075387951e-20,2.1134972285585418e-27,2.844654011186544e-20,1.440118329714761e-10,0.3675105926910287,1.4237917348508242e-16,2.3079527004601827e-15,1.248407856217737e-21,-3.825377306574501e-24,1.4437440537150437e-19,4.6989658471761074e-09,6.70460663391932e-29,2.837843992390854e-34
0.009941363943498815,0.7483514505930069,3.76,0.0,4.400371793857927e-12,1.644515570467568e-06,0.9975127020950065,2.355627735454614e-17,3.145183574849744e-17,4.4825641045186e-13,2.0238343828930523e-09,1.1379142053287564e-22,0.0002330628978709731,0.0013905938778806682,0.2711554896359662,6.558738491224438e-09,8.100857425843008e-07,4.364990500641792e-15,5.851470770752163e-23,4.618938610081221e-19,1.241916551687233e-22,7.950098326652576e-08,0.26722986392401626,3.9898810021057435e-09,5.4746976377746434e-27,1.1895124122059468e-20,6.711871164344183e-17,9.248829255366021e-22,5.148687208121073e-17,1.879083445415461e-15,2.796236094862365e-20,2.109100610766311e-27,2.834080754337279e-20,1.4373908257343783e-10,0.367510082105727,1.3113310957245135e-16,2.6005846767021513e-15,1.6342114324667558e-21,-6.913229430312964e-25,1.4419419925505997e-19,4.690066746184249e-09,6.705901184549595e-29,2.838388379559222e-34
0.009957618502397222,0.7483512467468306,3.76,0.0,4.403343038555443e-12,1.6383354709909722e-06,0.997513666941315,2.569409374970806e-17,3.029173092056203e-17,4.4811180304668293e-13,2.0156423123528264e-09,1.1294402777779413e-22,0.0002326223007202466,0.0013879665708887998,0.2711560588386722,6.558113557969437e-09,8.070245267443762e-07,4.356348226611784e-15,5.836056308067853e-23,4.614948825998253e-19,1.240507484152447e-22,7.935482453490686e-08,0.2672303728529936,3.975301080876937e-09,5.460707551488268e-27,1.186112840156937e-20,6.710191699765993e-17,9.25075287100345e-22,5.2441863343526074e-17,1.918194529522055e-15,2.786114740823822e-20,2.1056233481628333e-27,2.823567354811378e-20,1.4346736269665284e-10,0.3675095733326681,-5.825583795240048e-17,2.6329668595552722e-15,2.0840617997397236e-21,6.132240899342579e-24,1.4414801368379895e-19,4.68120126647704e-09,6.707148284814548e-29,2.8389156616483443e-34
0.00997387306129563,0.748351043671428,3.76,0.0,4.4064294935901875e-12,1.6321902325244743e-06,0.9975146282358666,2.496710166373868e-17,3.1193184504960003e-17,4.480003817821595e-13,2.0074973952533137e-09,1.1225258034710837e-22,0.00023218336536717606,0.0013853491669223342,0.27115662581033284,6.557490920175788e-09,8.039806234530091e-07,4.34773981894414e-15,5.820536340588922e-23,4.610806690519108e-19,1.239132645749191e-22,7.920920192599246e-08,0.26723087997876166,3.960800906404787e-09,5.429436628071307e-27,1.1826383054808249e-20,6.710091754126614e-17,9.205683977000966e-22,5.182330089800457e-17,1.8951275389656505e-15,2.7760505874913465e-20,2.102191412432861e-27,2.813113375439055e-20,1.4319666751550516e-10,0.3675090663622455,-6.588324875318667e-17,2.387901582860558e-15,1.7224599481220886e-21,2.8949697404983844e-24,1.4411347884136741e-19,4.6723692179997825e-09,6.709823654421213e-29,2.8400472153689774e-34
0.009990127620194036,0.7483508413623463,3.76,0.0,4.409582249109801e-12,1.6260795933624543e-06,0.9975155859981997,2.332021640686583e-17,3.185952650354432e-17,4.4749851794388025e-13,1.9993993532966127e-09,1.1196324853551007e-22,0.00023174608245034884,0.0013827416102326518,0.2711571905639668,6.556870597970475e-09,8.009539030145591e-07,4.339165178669427e-15,5.805419295056765e-23,4.606882558211487e-19,1.2378070053994586e-22,7.906411250166607e-08,0.26723138531084545,3.946379898906495e-09,5.41349799229645e-27,1.1805794146255692e-20,6.70536193822353e-17,9.164332080417771e-22,5.08138881132796e-17,1.856288394411997e-15,2.766043199130357e-20,2.0980648384917828e-27,2.802718358676855e-20,1.4292699125886903e-10,0.3675085611849372,7.012591822838376e-17,2.3015721353648557e-15,1.301564487167049e-21,-2.9144120642639173e-24,1.4395185509034876e-19,4.663570412477724e-09,6.713972623353447e-29,2.8418021910853858e-34
0.009999999999999998,0.7483506398153047,3.76,0.0,4.411474896559007e-12,1.6223850102252862e-06,0.9975161659894389,2.3037313111240223e-17,3.165340347828402e-17,4.471444312598082e-13,1.99450387825737e-09,1.1175713905366684e-22,0.00023148129665755279,0.0013811626660761149,0.2711575324959195,6.556494944379041e-09,7.991239246592148e-07,4.333973741413046e-15,5.795955947942245e-23,4.604524964555275e-19,1.2369894950542823e-22,7.897624991564392e-08,0.2672316913581505,3.9376595480398385e-09,5.399502692332736e-27,1.1791643890320298e-20,6.70179085374831e-17,9.154063004603757e-22,5.069598264952143e-17,1.851334862739741e-15,2.759992630551439e-20,2.0953904820415256e-27,2.7964334241386445e-20,1.4276369543877408e-10,0.36750825523135994,1.0781391816099447e-16,2.339108262393375e-15,1.3193952626555168e-21,-3.0159384564622995e-24,1.438377476695288e-19,4.658242511479628e-09,6.716410607818098e-29,2.8428330945498383e-34
0.010006382179092443,0.7483506398153047,3.76,0.0,4.4126726625385596e-12,1.6200032942686342e-06,0.9975165402477033,2.350276976024776e-17,3.1121439124353604e-17,4.469393026284406e-13,1.9913483663026562e-09,1.1154175022192545e-22,0.00023131044268172508,0.0013801438455083826,0.2711577531124869,6.556252533428106e-09,7.979442363562059e-07,4.330624257109421e-15,5.789577211068332e-23,4.602986341175359e-19,1.2364448016919617e-22,7.891955334858508e-08,0.2672318888587006,3.932037489464812e-09,5.385079787874546e-27,1.1779195044067105e-20,6.699683130747937e-17,9.157415966258955e-22,5.1030535912989127e-17,1.8637521183094955e-15,2.7560921448505853e-20,2.093646776493091e-27,2.7923818537563846e-20,1.4265832820086984e-10,0.367508057791291,7.862439094373275e-17,2.4034112624252297e-15,1.5342029841303167e-21,-2.5877694522414837e-25,1.4377178800729025e-19,4.654804663112086e-09,6.717706547768739e-29,2.8433807861784395e-34
0.01002263673799085,0.7483504390259846,3.76,0.0,4.415782035258159e-12,1.6139610789731242e-06,0.9975174910036042,2.485642794174217e-17,2.979357359063933e-17,4.4669969214333447e-13,1.9833442998725977e-09,1.1084195443997435e-22,0.0002308764368527898,0.0013775558179111161,0.2711583134686919,6.555636676658949e-09,7.949514960884789e-07,4.322116863042089e-15,5.774584994388092e-23,4.599289054699265e-19,1.2351053235119812e-22,7.877552157636202e-08,0.26723239063170706,3.9177731139697095e-09,5.3676326536014204e-27,1.1747998850499772e-20,6.698728650222891e-17,9.17092135183978e-22,5.215036965531039e-17,1.906499252431571e-15,2.7461970068241573e-20,2.0900651704515143e-27,2.7821034283412116e-20,1.4239067266468322e-10,0.3675075561719301,-9.283692565783432e-17,2.370753489385322e-15,2.050699448007784e-21,8.292484962923473e-24,1.4369463596879436e-19,4.6460717847029394e-09,6.721117223795668e-29,2.8448225959797333e-34
0.010038891296889257,0.7483502389902451,3.76,0.0,4.418914506649979e-12,1.607952692722482e-06,0.9975184382850526,2.4213511736654966e-17,3.073806215523847e-17,4.46401837660921e-13,1.9753861405973327e-09,1.103135080006828e-22,0.00023044405579351134,0.001374977472832081,0.27115887164532354,6.555023066424732e-09,7.919755546256049e-07,4.313642465510398e-15,5.75967268655314e-23,4.595519519886716e-19,1.2337766481927702e-22,7.863201430853418e-08,0.2672328906392079,3.903586199417932e-09,5.345145638179189e-27,1.1718238448416649e-20,6.696299531897703e-17,9.114383875750947e-22,5.106742267290087e-17,1.8693052647614982e-15,2.7363573742275526e-20,2.0863734878778274e-27,2.7718826629136457e-20,1.4212401899723155e-10,0.36750705631751457,-3.726243912919198e-17,2.214448715509704e-15,1.4850177818587914e-21,8.978592834214772e-25,1.435998787889084e-19,4.637371592824028e-09,6.724869419765092e-29,2.8464092168549585e-34
0.010055145855787664,0.7483500397037441,3.76,0.0,4.422028275165747e-12,1.6019778833690997e-06,0.9975193821110305,2.3095471406185496e-17,3.1033018506352e-17,4.4589126758550555e-13,1.967473561233038e-09,1.0993608572694637e-22,0.00023001329041527283,0.001372408756146266,0.2711594276550093,6.554411708023724e-09,7.890162874301325e-07,4.305201153907578e-15,5.744643796467884e-23,4.591767646589561e-19,1.232439037833936e-22,7.848902868902343e-08,0.2672333888904681,3.889476185272396e-09,5.3254938338851474e-27,1.1694511261968591e-20,6.691088621642567e-17,9.0866207370145e-22,5.054214038034618e-17,1.846718376014428e-15,2.7265728264255464e-20,2.0822255978578412e-27,2.7617191135871504e-20,1.4185836159557918e-10,0.36750655821878186,5.140076275009798e-17,2.208590693570045e-15,1.363442663922698e-21,-9.758507859062754e-25,1.4343554830428897e-19,4.628703904687543e-09,6.728242874690811e-29,2.847836447936931e-34
0.010071400414686071,0.7483498411623337,3.76,0.0,4.425077193542903e-12,1.5960364010606785e-06,0.9975203225003806,2.3313235766478268e-17,3.0235596990085226e-17,4.4544746460535054e-13,1.9596064883955983e-09,1.0941310533163552e-22,0.0002295841316981086,0.0013698496141370774,0.2711599815102767,6.553802548132771e-09,7.86073570199735e-07,4.29679275619754e-15,5.729371829821123e-23,4.587915454158479e-19,1.2310726238849613e-22,7.834656188556345e-08,0.26723388539468823,3.8754425200352595e-09,5.298757735322125e-27,1.1663683585224301e-20,6.686510080689011e-17,9.078346832455971e-22,5.085043086766805e-17,1.858485485254755e-15,2.7168429509057745e-20,2.0781621435882196e-27,2.751612350770887e-20,1.415936948990269e-10,0.3675060618665351,2.7558853507772384e-17,2.2753649085698546e-15,1.6006345265362753e-21,2.1119977958057067e-24,1.4329310080284195e-19,4.620068538882565e-09,6.730804497235056e-29,2.848918101787925e-34
0.010087654973584478,0.7483496433618002,3.76,0.0,4.42814801501763e-12,1.5901279989247408e-06,0.9975212594717762,2.4284209178849653e-17,2.9639746706694334e-17,4.452142455542742e-13,1.9517847313330452e-09,1.0871794963818497e-22,0.0002291565707047339,0.0013672999935800537,0.27116053322353534,6.553195562078585e-09,7.831472802904935e-07,4.2884170352873806e-15,5.714943523773168e-23,4.584171722641384e-19,1.2297372113229593e-22,7.820461109093306e-08,0.2672343801609895,3.861484658841544e-09,5.283973462036676e-27,1.1631616766921778e-20,6.685174117559056e-17,9.066467265461725e-22,5.126181436950329e-17,1.8766953024974764e-15,2.7071673469668085e-20,2.0747044058352487e-27,2.7415619610804514e-20,1.4133001339790264e-10,0.36750556725165606,-7.969291943025082e-17,2.2114483628760918e-15,1.7564825438027868e-21,5.246963688003294e-24,1.4321858245778178e-19,4.611465315661742e-09,6.733286961544883e-29,2.8499673021504286e-34
0.010103909532482885,0.7483494462981234,3.76,0.0,4.431265230748323e-12,1.5842524315418382e-06,0.9975221930438063,2.3604536084868832e-17,3.035048039201372e-17,4.449895909398183e-13,1.9440078211684646e-09,1.0809000188426707e-22,0.00022873059853980096,0.001364759841501298,0.27116108280713297,6.552590771237427e-09,7.802372950179432e-07,4.280073698900127e-15,5.699782000794285e-23,4.580330319156734e-19,1.228388290994489e-22,7.806317351205817e-08,0.26723487319845296,3.847602054415505e-09,5.265123867505673e-27,1.1603652893425695e-20,6.684653793095344e-17,9.031682303210151e-22,5.080469885419229e-17,1.85911604987587e-15,2.6975456137777568e-20,2.071101199760865e-27,2.7315675308783785e-20,1.4106731160842667e-10,0.3675050743650665,-8.985898067827945e-17,2.0021570766080187e-15,1.4962790500069548e-21,3.2555973571529645e-24,1.431468569485714e-19,4.602894056122629e-09,6.736710403969862e-29,2.851416604695265e-34
0.010120164091381292,0.7483492499671344,3.76,0.0,4.4344013585208405e-12,1.5784094555873296e-06,0.997523123234943,2.2179783920145495e-17,3.0675108508181074e-17,4.4441242364317536e-13,1.936275061702888e-09,1.0795204975631932e-22,0.00022830620636529416,0.0013622291052672356,0.27116163027333623,6.5519881936224425e-09,7.773434933788644e-07,4.271762579010796e-15,5.685175814265544e-23,4.576679166957755e-19,1.2270826182493736e-22,7.792224637051051e-08,0.2672353645161046,3.833794161388411e-09,5.241080507527997e-27,1.1586344540624178e-20,6.679191278437136e-17,8.996500399118198e-22,4.98385823146483e-17,1.822272426605412e-15,2.687977347084253e-20,2.0669499779138043e-27,2.7216286369197905e-20,1.4080558408207264e-10,0.36750458319774304,5.6903900851338e-17,1.959744200722341e-15,1.1082896919322987e-21,-2.480996057821604e-24,1.4296072793141836e-19,4.594354582514016e-09,6.741680097882202e-29,2.853517781671352e-34
0.0101364186502797,0.7483490543647413,3.76,0.0,4.437425888708204e-12,1.5725988304450885e-06,0.9975240500634863,2.2866948705851837e-17,2.9784265831607955e-17,4.437574053322057e-13,1.9285862214721044e-09,1.0760882603676982e-22,0.00022788338542647168,0.0013597077327391815,0.2711621756342936,6.551387777467385e-09,7.7446575661239e-07,4.263483633507961e-15,5.670465048833444e-23,4.573079310937224e-19,1.2257569014350663e-22,7.778182691336164e-08,0.26723585412289136,3.820060446818885e-09,5.2146154750058944e-27,1.1558957463142186e-20,6.671415521509941e-17,8.987507526204395e-22,5.0007811455537583e-17,1.828895394295976e-15,2.67846215139761e-20,2.062557675890205e-27,2.711744865850497e-20,1.405448254216387e-10,0.36750409374074194,8.918180308752722e-17,2.1810221530073323e-15,1.3793895865029767e-21,-4.392649013721605e-25,1.4275001921812113e-19,4.585846718758554e-09,6.745192398677552e-29,2.85500192975149e-34
0.010152673209178106,0.7483488594869234,3.76,0.0,4.440346067589989e-12,1.566820317947961e-06,0.9975249735475841,2.337509752964472e-17,2.936410228449203e-17,4.435245170920533e-13,1.9209414544301596e-09,1.0666008788497924e-22,0.00022746212704351248,0.0013571956722251794,0.2711627189020448,6.550789477490032e-09,7.716039660295616e-07,4.25523664383617e-15,5.655292508759674e-23,4.569189244420275e-19,1.2243648986578966e-22,7.764191241379727e-08,0.26723634202768864,3.806400386715564e-09,5.198006669127472e-27,1.1514616433618626e-20,6.668467398690771e-17,8.979565691041052e-22,5.0851567106963574e-17,1.8597752566231887e-15,2.668999639178537e-20,2.058894668856339e-27,2.7019158184869498e-20,1.4028503027611087e-10,0.36750360598519116,-6.952104703357571e-17,2.2822720060186197e-15,1.9064360564146688e-21,6.905600500628644e-24,1.4267669355875103e-19,4.577370290284745e-09,6.744963987267736e-29,2.8549049436277846e-34
0.010168927768076513,0.7483486653296841,3.76,0.0,4.44334166629697e-12,1.561073682147454e-06,0.9975258937052649,2.1941338042665578e-17,3.0199680724614876e-17,4.4337831073994914e-13,1.9133404121185104e-09,1.0611350418374724e-22,0.00022704242259568848,0.0013546928723852357,0.27116326008854413,6.550193324807666e-09,7.687580037412781e-07,4.2470212597326305e-15,5.641435809325052e-23,4.56528401261373e-19,1.2230300318952712e-22,7.750250016114999e-08,0.2672368282393148,3.79281345709673e-09,5.182710613524758e-27,1.1486679528505908e-20,6.666996311765927e-17,8.933300603519303e-22,5.0031581045735644e-17,1.831049257443663e-15,2.6595894254320408e-20,2.0557750239542333e-27,2.692141097799074e-20,1.4002619333092035e-10,0.3675031199222748,-6.453509050266539e-17,2.1283179085395154e-15,1.475405284739862e-21,1.628833718837691e-24,1.4263044045362606e-19,4.568925123710109e-09,6.744832929100783e-29,2.854848354466467e-34
0.01018518232697492,0.7483484718890406,3.76,0.0,4.446420303014112e-12,1.555358689179917e-06,0.997526810554442,2.143361737959606e-17,3.059320330563173e-17,4.4273560146505604e-13,1.90578218732398e-09,1.062273189893848e-22,0.0002266242635182467,0.0013521992822119275,0.27116379920566697,6.549599340906237e-09,7.659277536778128e-07,4.238837392479482e-15,5.627476608251754e-23,4.561743748114065e-19,1.221805085688199e-22,7.736358746051892e-08,0.2672373127665345,3.779299131693232e-09,5.1504391422372365e-27,1.1477062113112517e-20,6.659268874553837e-17,8.8887659653744e-22,4.859353952852564e-17,1.7784999677979264e-15,2.6502311225590872e-20,2.0516267632605406e-27,2.6824202975188374e-20,1.397683093059817e-10,0.36750263554323087,1.5607165443469635e-16,2.1636652684564532e-15,8.854156390032262e-22,-8.119033787095296e-24,1.4242272102723145e-19,4.560511046778251e-09,6.748708194404777e-29,2.856486802759663e-34
0.010201436885873327,0.748348279161038,3.76,0.0,4.449386477919874e-12,1.5496751070446418e-06,0.9975277241129036,2.2647141984257302e-17,2.9169559458461614e-17,4.4209503399725686e-13,1.898266383702174e-09,1.0574440008959863e-22,0.0002262076413075353,0.001349714851061401,0.27116433626520053,6.549007454751208e-09,7.631131006151216e-07,4.230685052942372e-15,5.611369198498273e-23,4.558123630839959e-19,1.2205126961160745e-22,7.722517163813844e-08,0.26723779561805433,3.765856890827827e-09,5.1273437136474546e-27,1.1443493653951656e-20,6.651370153678123e-17,8.903171863357604e-22,4.9635208960867756e-17,1.8139339281273195e-15,2.6409243432308608e-20,2.0469671244505705e-27,2.6727530108926354e-20,1.395113729588054e-10,0.367502152839356,1.2083490344939924e-16,2.4639325988593416e-15,1.6593144468449006e-21,1.1104355700951983e-24,1.4221686980092132e-19,4.552127888459609e-09,6.75292592384082e-29,2.8582701001309074e-34
0.010216065988881893,0.7483481063119077,3.76,0.0,4.451988275801749e-12,1.5445865492831394e-06,0.997528543516548,2.2986819619987094e-17,2.860877467387701e-17,4.419858325488304e-13,1.891538735436378e-09,1.0489954975709197e-22,0.00022583398836510205,0.0013474866524576829,0.27116481786920604,6.5484765200795685e-09,7.605931536012203e-07,4.223374572938773e-15,5.598155740889951e-23,4.554497019527896e-19,1.2192559724050405e-22,7.710102003545165e-08,0.2672382287588428,3.75382008869822e-09,5.1175084233709936e-27,1.140413887295152e-20,6.650102138044536e-17,8.895776815885247e-22,5.0397774289539386e-17,1.844659545163263e-15,2.6325919893689293e-20,2.044003455586892e-27,2.6640978956408234e-20,1.3928093621154917e-10,0.3675017198309968,-5.3988414928115104e-17,2.503532674094126e-15,2.0486350073067697e-21,6.896977271530914e-24,1.4218319326854734e-19,4.544609341126408e-09,6.75381231574373e-29,2.8586434986798613e-34
0.010230695091890459,0.7483479340339935,3.76,0.0,4.454684788663779e-12,1.5395230819681367e-06,0.9975293602817941,2.1966822077015742e-17,2.95851576199181e-17,4.4187976693069086e-13,1.8848456140357516e-09,1.0438058451644221e-22,0.00022546156734179156,0.001345265795580253,0.2711652978244988,6.5479473038229995e-09,7.580856649140056e-07,4.2160891187018004e-15,5.586286176419372e-23,4.550895929150664e-19,1.218039237423538e-22,7.697726683172633e-08,0.26723866055557516,3.7418408999758135e-09,5.100295660548445e-27,1.1380623108874073e-20,6.649442816332259e-17,8.851321594102545e-22,4.95730152112632e-17,1.815746445671563e-15,2.62430080239602e-20,2.0413372436261144e-27,2.6554855450081155e-20,1.3905125910411842e-10,0.367501288166268,-5.2977049518644534e-17,2.3322452257801346e-15,1.5994269046275908e-21,1.5089540826189834e-24,1.4214973138422041e-19,4.537115577556425e-09,6.754311878151844e-29,2.8588551301545234e-34
0.010245324194899024,0.7483477623244598,3.76,0.0,4.457369311185294e-12,1.5344845408790365e-06,0.9975301744213233,2.0549882829874694e-17,3.083730299685243e-17,4.4135802558079456e-13,1.878186540328441e-09,1.0431609903728403e-22,0.00022509037217810607,0.0013430522443406657,0.27116577613947274,6.547419825225158e-09,7.555905530189396e-07,4.2088285869032315e-15,5.572468154204453e-23,4.547124728267137e-19,1.2168031994138275e-22,7.685391011901897e-08,0.267239091014464,3.729918957681541e-09,5.060159877051092e-27,1.1363947465162698e-20,6.642859136029113e-17,8.79140924752959e-22,4.786383895258467e-17,1.7508698040513242e-15,2.6160505093278422e-20,2.037431117139092e-27,2.646915672744452e-20,1.388223379008094e-10,0.3675008578389588,1.7478727656442144e-16,2.330103298953523e-15,9.12673499900463e-22,-9.393436195503579e-24,1.4198223050376292e-19,4.52964647587674e-09,6.7556452226428e-29,2.859418936035741e-34
0.01025995329790759,0.7483475911805768,3.76,0.0,4.460023008591963e-12,1.5294707623577911e-06,0.9975309859477854,2.097111753979185e-17,2.939126346257161e-17,4.408861484903547e-13,1.8715607714589365e-09,1.0383281774940538e-22,0.00022472039683133104,0.0013408459627508628,0.27116625282249524,6.546894005293068e-09,7.531077358885372e-07,4.20159315839183e-15,5.55908280367404e-23,4.543538355008265e-19,1.2155701451880063e-22,7.673094799722386e-08,0.26723952014170677,3.718053888622641e-09,5.0593708796823795e-27,1.133751213719501e-20,6.637855992938942e-17,8.813057548831278e-22,4.897035835627998e-17,1.7886645838015804e-15,2.6078408274334438e-20,2.0337303282602124e-27,2.6383879774439696e-20,1.385941688761977e-10,0.36750042884287437,1.1338568911771626e-16,2.506759418676398e-15,1.628403530367168e-21,1.7919194215555347e-25,1.4183012660244973e-19,4.522201914551239e-09,6.757384974055372e-29,2.8601533955365423e-34
0.010274582400916155,0.7483474205994848,3.76,0.0,4.462679704716189e-12,1.524481584218505e-06,0.9975317948737229,2.1921410201343156e-17,2.8567859769188474e-17,4.407003501613763e-13,1.8649683657872415e-09,1.0321717993080228e-22,0.0002243516353098593,0.001338646915127283,0.2711667278818629,6.5463698190117694e-09,7.506371334778438e-07,4.1943824312971805e-15,5.546161320707583e-23,4.540008584336113e-19,1.2143566904756504e-22,7.660837857801973e-08,0.26723994794345096,3.7062453337111245e-09,5.041463233304734e-27,1.130607224713194e-20,6.63648162838015e-17,8.806714983496849e-22,4.955879298915893e-17,1.814868783066004e-15,2.5996715049948127e-20,2.0306848318685304e-27,2.6299022056373876e-20,1.3836674833663606e-10,0.367500001171869,-2.0557056532065483e-17,2.517968205644221e-15,1.8767499581016e-21,4.0145586150840566e-24,1.417711341172749e-19,4.514781773076331e-09,6.759479057448698e-29,2.8610373670294703e-34
0.010289211503924721,0.7483472505784483,3.76,0.0,4.465409547938917e-12,1.519516845620026e-06,0.9975326012115969,2.141413178891399e-17,2.947040485746198e-17,4.4046014566219985e-13,1.8584094191776643e-09,1.0280952055393386e-22,0.00022398408166180372,0.0013364550660220486,0.27116720132581534,6.54584731506331e-09,7.481786658400407e-07,4.1871962071882084e-15,5.533677104646532e-23,4.536653121835177e-19,1.2131929732257729e-22,7.648619998792348e-08,0.267240374425806,3.69449293933715e-09,5.024439150653596e-27,1.1284986771190087e-20,6.634534407907735e-17,8.766148013034189e-22,4.8789920755136604e-17,1.787546200685246e-15,2.5915422814187967e-20,2.0276250161319944e-27,2.6214580892860195e-20,1.381400726127637e-10,0.36749957481983525,-2.0107224283455309e-19,2.4131596820235537e-15,1.5001532843621905e-21,-9.005707404897945e-25,1.416942600607039e-19,4.50738593174225e-09,6.762401266035688e-29,2.862274608917955e-34
0.010303840606933286,0.7483470811146826,3.76,0.0,4.468096480258196e-12,1.514576387647784e-06,0.9975334049737616,1.963522693830304e-17,3.0524181379004797e-17,4.3992067372762107e-13,1.8518837911582776e-09,1.026415609455086e-22,0.000223617729988082,0.0013342703803014351,0.271167673162517,6.545326510704373e-09,7.457322539939343e-07,4.180034410794583e-15,5.520219591461669e-23,4.533183013375001e-19,1.211999540800092e-22,7.636441036855078e-08,0.26724079959483027,3.682796353894312e-09,5.0017542017883846e-27,1.126667665903759e-20,6.627984623956662e-17,8.721808584617757e-22,4.759082632907305e-17,1.7393105714494406e-15,2.5834528908486012e-20,2.0237652536438702e-27,2.6130553488375527e-20,1.3791413806772184e-10,0.36749914978071657,1.727595377457207e-16,2.4631286962110215e-15,1.1167632207702745e-21,-7.511967952458366e-24,1.4152090752653976e-19,4.5000142719008576e-09,6.765253758801328e-29,2.863481608994765e-34
