Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28)
1.3986187970570486e-13,0.6916936553390478,3.76,0.0,0.6115216493955233,0.9999999999994076,2.3458283483631717e-27,5.6802313078093965e-40,2.7558715671345902e-27,6.76075416349199e-13,5.92401530723671e-13,5.034858458400077e-22,8.17955463479635e-21,8.367385093266587e-14,1.3811736045762173e-20,5.054949756973805e-22,1.645155736446906e-19,7.506336215639293e-23,2.679404924077656e-32,6.647114717107691e-33,1.6094806191343967e-31,1.4716937649627532e-32,2.0748970027924533e-32,2.3968906860947343e-22,7.490182551307442e-46,6.755173992616559e-45
2.797541179700608e-13,0.6916936553390586,3.76,0.0,0.6115216493948471,0.9999999999988151,1.8770187062932925e-26,4.5450253641899076e-39,1.102523402909154e-26,1.352297608239413e-12,1.1849316487682033e-12,2.0142651379601577e-21,3.272353753101978e-20,1.6736582067717958e-13,5.525592553112265e-20,2.022310754906854e-21,3.445682377851382e-19,3.0030067429998464e-22,2.144064550027858e-31,5.318703606464137e-32,1.2879106226856889e-30,1.1775782539318122e-31,1.6602345946807855e-31,9.58912333658574e-22,1.198415327560184e-44,1.0811298627348443e-43
5.595385944987728e-13,0.69169365533908,3.76,0.0,0.6115216493934946,0.99999999999763,1.501756927760087e-25,3.6363292013768595e-38,4.410415132041908e-26,2.704742069845448e-12,2.369991885024298e-12,8.05766752803851e-21,1.3090474557365052e-19,3.3474962959991367e-13,2.2104159220374223e-19,8.089914933535867e-21,7.511826598898914e-19,1.2012872381914553e-21,1.7154652280316088e-30,4.25536994652709e-31,1.0304590220857556e-29,9.42151477661425e-31,1.3283165764654278e-30,3.835961373723899e-21,1.9168348716656616e-43,1.7300403313067117e-42
1e-12,0.6916936553391234,3.76,0.0,0.6115216493913656,0.9999999999957644,9.776891935854128e-25,2.36731644400786e-37,1.4825641522626385e-25,4.833879698818495e-12,4.2356182553227225e-12,2.708602938040353e-20,4.400438521632947e-19,5.982595770864645e-13,7.430440540684e-19,2.7194823420384967e-20,1.5377478700668391e-18,4.038116408582328e-21,1.1168332430369469e-29,2.7703806186457854e-30,6.708708978733161e-29,6.133688786319849e-30,8.647784761837546e-30,1.2894815194790888e-20,2.4529691245367375e-42,2.2158141268394022e-41
1.1191075475561967e-12,0.6916936553391234,3.76,0.0,0.6115216493907898,0.9999999999952599,1.2014615886693591e-24,2.909143327421984e-37,1.7642079142656728e-25,5.409631304360444e-12,4.740112358204559e-12,3.2231591479466425e-20,5.2363982761023685e-19,6.695167251811296e-13,8.842015590721461e-19,3.2361084908300565e-20,1.750447216722626e-18,4.80523870602093e-21,1.3724533304685874e-29,3.404462447310844e-30,8.244195217255525e-29,7.537560429005873e-30,1.0627081685669501e-29,1.5344468782645056e-20,3.0644555867495135e-42,2.768221437322848e-41
2.238245453671045e-12,0.6916936553392095,3.76,0.0,0.61152164938538,0.9999999999905197,9.611905034475523e-24,2.3272768861757327e-36,7.056735831001106e-25,1.0819411018606205e-11,9.480353307236987e-12,1.2892586773805023e-19,2.0945982310898933e-18,1.3390488272939229e-12,3.536871888640776e-18,1.294478403782474e-19,4.493113879532899e-18,1.9220499697871814e-20,1.0979882568131646e-28,2.7236424091613386e-29,6.595566857157664e-28,6.030176734094903e-29,8.50193849344654e-29,6.137911522702516e-20,4.894838718733508e-41,4.429186686859579e-40
4.4765212659007406e-12,0.6916936553393818,3.76,0.0,0.6115216493745604,0.9999999999810392,7.689589971890133e-23,1.8616947910545013e-35,2.822531542213644e-24,2.1638975427993222e-11,1.8960835215986463e-11,5.156837484398082e-19,8.378448600428049e-18,2.6781046753799174e-12,1.414758102525224e-17,5.178035651159896e-19,1.2954954991420002e-17,7.687601216181145e-20,8.78389854418228e-28,2.1789522818354385e-28,5.2765400975622914e-27,4.824175051948811e-28,6.801745667630258e-28,2.4551888911293667e-19,7.80504949983374e-40,7.086425978435433e-39
8.953072890360133e-12,0.6916936553397267,3.76,0.0,0.6115216493529213,0.9999999999620782,6.151667976188448e-22,1.4891266182157808e-34,1.1288651842553191e-23,4.32781241706086e-11,3.792179907619968e-11,2.0625457630158575e-18,3.35137284257383e-17,5.356182947465227e-12,5.659020836528498e-17,2.0712802725245607e-18,4.178432908531458e-17,3.074514760497846e-19,7.026940030477477e-27,1.743192190606029e-27,4.221270462632604e-26,3.859325190646382e-27,5.44161145895439e-27,9.820799968012672e-19,1.240328515853447e-38,1.1337106717164078e-37
1e-11,0.6916936553404165,3.76,0.0,0.6115216493478606,0.9999999999576439,1.1187007000362734e-21,2.7075980265398057e-34,1.524733320460402e-23,4.833886178013287e-11,4.2356182692158205e-11,2.7859100202731033e-18,4.527028547785378e-17,5.982487075462948e-12,7.644194999817264e-17,2.7979472959132847e-18,5.409505849277923e-17,4.1525632418461887e-19,1.277837206776644e-26,3.1701103709513337e-27,7.676581980628405e-26,7.018284442827887e-27,9.896154991058261e-27,1.3265978968304063e-18,3.384765948410575e-38,3.1217911335881687e-37
1.7906176139278916e-11,0.6916936553404165,3.76,0.0,0.6115216493096429,0.9999999999241562,4.921284173092111e-21,1.1909241088585265e-33,4.514247283702859e-23,8.655650135327918e-11,7.58437269672898e-11,8.248606685661543e-18,1.3405336310536926e-16,1.071220579906234e-11,2.2635818062769196e-16,8.285585765312593e-18,1.4706313067489823e-16,1.2293761517965007e-18,5.621199253781067e-26,1.3945900171666357e-26,3.3770377074683498e-25,3.0874088762522134e-26,4.3535942766745566e-26,3.928325539265638e-18,1.9579112150116855e-37,1.8135361959950675e-36
2.68592793881977e-11,0.6916936553411062,3.76,0.0,0.6115216492663644,0.9999999998862342,1.407170335376695e-20,3.4047718679128945e-33,9.590984092173414e-23,1.2983495823546344e-10,1.1376565502884988e-10,1.752595673975237e-17,2.8486083173493903e-16,1.606809496185878e-11,4.810067518725169e-16,1.760753420673488e-17,2.999592717096787e-16,2.6117908567653098e-18,1.6687343994625769e-25,3.987790743338303e-26,1.002560541500245e-24,8.827967795971718e-26,1.2449102440699987e-25,8.347691527685224e-18,7.160496009998668e-37,6.89209732462865e-36
3.581238263711648e-11,0.6916936553417959,3.76,0.0,0.6115216492230858,0.999999999848312,2.968111069984002e-20,7.180925341454772e-33,1.6358272662242368e-22,1.7311349481923477e-10,1.5168758326068623e-10,2.98935485203265e-17,4.859348932208822e-16,2.1423850439627113e-11,8.205338035596231e-16,3.0037416292050884e-17,5.004700383539189e-16,4.4544120477380774e-18,3.6359672500502286e-25,8.411738843437462e-26,2.1845310924010034e-24,1.862056165503815e-25,2.6259937723788776e-25,1.424017508092591e-17,1.805736047915576e-36,1.8449795197839365e-35
5.371858913495405e-11,0.6916936553431754,3.76,0.0,0.6115216491365285,0.9999999997724676,8.106744899402526e-20,1.9612492473573634e-32,3.385798200758319e-22,2.5967075504795176e-10,2.2753144012338486e-10,6.187809252053891e-17,1.006051782926324e-15,3.213504765628886e-11,1.6987859324086963e-15,6.219221150511921e-17,1.0132317648149149e-15,9.218852371354052e-18,1.05535421946773e-24,2.2977152865713014e-25,6.341042382201849e-24,5.08577158571833e-25,7.173059740557161e-25,2.948245008645445e-17,6.255428903776249e-36,7.377837927705399e-35
7.162479563279161e-11,0.6916936553445548,3.76,0.0,0.611521649049971,0.9999999996966229,1.696185784234724e-19,4.1034737135179076e-32,5.756778851412141e-22,3.462283083850465e-10,3.033752976106387e-10,1.0521786178653899e-16,1.7110065540507167e-15,4.2845753296756994e-11,2.8891489084618295e-15,1.0577839948621884e-16,1.7010669093993911e-15,1.5673283940028242e-17,2.307833187645829e-24,4.8080481280164125e-25,1.3867183593560935e-23,1.0640983254706787e-24,1.5009675311734585e-24,5.014188004645075e-17,1.550901296527192e-35,1.9870192027511407e-34
8.953100213062917e-11,0.6916936553459344,3.76,0.0,0.6115216489634129,0.999999999620778,3.087810560029824e-19,7.470039069422098e-32,8.792591209506897e-22,4.3278617578068084e-10,3.792191557657641e-10,1.607169508124979e-16,2.613993616592698e-15,5.3555932273656477e-11,4.4139022043593785e-15,1.6161444741879674e-16,2.576462579257694e-15,2.3936529172227067e-17,4.32959530659428e-24,8.753778726747419e-25,2.60167953909069e-23,1.9371220351823857e-24,2.732683747560587e-24,7.660538536428249e-17,3.264459229192378e-35,4.446482954229503e-34
9.999999999999999e-11,0.6916936553486933,3.76,0.0,0.6115216489128059,0.9999999995764346,4.2537205605711504e-19,1.0290112558297311e-31,1.0881367500337825e-21,4.833930304115987e-10,4.2356183634182095e-10,1.9890823187222416e-16,3.235580543939365e-15,5.981746965120875e-11,5.463492495566432e-15,2.0005488927676051e-16,3.1769551764689942e-15,2.9621183114918965e-17,6.047720177521387e-24,1.2060334079614763e-24,3.63429475887219e-23,2.6685382289720697e-24,3.764809428000762e-24,9.482243319417354e-17,5.033345016422924e-35,7.089998310472105e-34
1.253434151263043e-10,0.6916936553486933,3.76,0.0,0.6115216487902959,0.9999999994690876,8.152504453240065e-19,1.9719429698579729e-31,1.6896846081814884e-21,6.059028725686959e-10,5.309068741128071e-10,3.0890952638940396e-16,5.026447629462941e-15,7.497467732561538e-11,8.4874882629966e-15,3.108187040064512e-16,4.901594059843415e-15,4.599028800057422e-17,1.1844875439087573e-23,2.3119113142994786e-24,7.11871701235963e-23,5.1143663754963835e-24,7.216621267809904e-24,1.473090698590445e-16,1.1659020055418562e-34,1.7172825504590914e-33
1.6115582812197942e-10,0.691693655351452,3.76,0.0,0.6115216486171775,0.9999999993173962,1.690175670660094e-18,4.087567205382977e-31,2.769326437188664e-21,7.790208451237642e-10,6.825945951528876e-10,5.063821510389762e-16,8.243090496793229e-15,9.639128369811806e-11,1.3918996926060638e-14,5.098053225784721e-16,7.988234507464467e-15,7.536213175933409e-17,2.4967232816679666e-23,4.7943723525634005e-24,1.500720965741323e-22,1.0602972228649387e-23,1.496468793709646e-23,2.415858900120397e-16,2.9651912486766694e-34,4.560810964016045e-33
2.327806541133297e-10,0.6916936553569698,3.76,0.0,0.6115216482709366,0.999999999014011,5.078185729700956e-18,1.2274884365977037e-30,5.7335138041526e-21,1.125260617679689e-09,9.859700452470896e-10,1.0488027445381725e-15,1.7088193906153203e-14,1.392180825506215e-10,2.8854510395472254e-14,1.0571997550620111e-15,1.6444825814244925e-14,1.5596425513006531e-16,7.61346451850986e-23,1.4413882776684478e-23,4.5777245006114e-22,3.1856081219275675e-23,4.498372006679977e-23,5.008480482901455e-16,1.2473536649015912e-33,2.040522176070821e-32
3.7603030609603024e-10,0.6916936553680053,3.76,0.0,0.6115216475784382,0.99999999840723,2.1829850557277395e-17,5.26900561189035e-30,1.4864668089056486e-20,1.8177554768287633e-09,1.5927209770807773e-09,2.721339632051419e-15,4.4422962385127635e-14,2.2484603287306671e-10,7.501090394894009e-14,2.750275198348674e-15,4.248542872458744e-14,4.0401027863877937e-16,3.301321101807004e-22,6.20454688158705e-23,1.986368263564128e-21,1.3693268384510377e-22,1.9357423363482315e-22,1.3021981162401794e-15,8.230669181683832e-33,1.478651121583771e-31
6.625296100614313e-10,0.6916936553900755,3.76,0.0,0.6115216461933748,0.9999999971936253,1.2289207330900955e-16,2.955913931882211e-29,4.5803481254129524e-20,3.2028064859715865e-09,2.80622296401075e-09,8.399513524813276e-15,1.376491322503286e-13,3.959994093006266e-10,2.3242834008853415e-13,8.534392343424465e-15,1.310295770989323e-13,1.2427496559697392e-15,1.8637853972710507e-21,3.502689039859145e-22,1.1230676889616242e-20,7.707617925306534e-22,1.0920438726528683e-21,4.036142523690443e-15,7.117896934948542e-32,1.5114902946663353e-30
9.490289140268324e-10,0.6916936554121453,3.76,0.0,0.611521644808223,0.999999995979964,3.5000388575531623e-16,8.403576687494652e-29,9.347107887173016e-20,4.587939261816872e-09,4.019725110976251e-09,1.7165672342049868e-14,2.8225640909797224e-13,5.67016170579331e-10,4.766047626067496e-13,1.7522012100341648e-14,2.6813059435757817e-13,2.5322964922031118e-15,5.3087869268410126e-21,9.995963591223338e-22,3.202303426668841e-20,2.1949554973332852e-21,3.1152358868755506e-21,8.278347835585111e-15,2.4251719420906123e-31,5.8240203047304366e-30
9.999999999999999e-10,0.6916936554342143,3.76,0.0,0.6115216445617814,0.9999999957640356,4.088818820618578e-16,9.81419809898368e-29,1.0367935850531997e-19,4.834376783087724e-09,4.2356192720746945e-09,1.9045503711595735e-14,3.1336318480398116e-13,5.974274570691483e-10,5.291299635037865e-13,1.9457564214896988e-14,2.97601232887894e-13,2.8080801664120086e-15,6.201392530276177e-21,1.1682296353443619e-21,3.741532077219132e-20,2.5641400777477537e-21,3.640510773668158e-21,9.191106006948367e-15,2.9117180160539175e-31,7.176567564071404e-30
1.2355282179922334e-09,0.6916936554342143,3.76,0.0,0.6115216434229827,0.9999999947662462,7.534123822548052e-16,1.8064101969795672e-28,1.5762772194163447e-19,5.973153867767143e-09,5.233227411950624e-09,2.8988151481242086e-14,4.782060013881762e-13,7.378964337147581e-10,8.074741966742079e-13,2.9721711693305325e-14,4.5370414389787827e-13,4.2642940824391435e-15,1.1423218211549747e-20,2.1558044010954794e-21,6.897403718027945e-20,4.724371861147969e-21,6.716279580255362e-21,1.402872298596834e-14,5.872822027095611e-31,1.5722537098833634e-29
1.5220275219576345e-09,0.691693655456283,3.76,0.0,0.6115216420376537,0.999999993552472,1.3850229413191528e-15,3.3164928902474796e-28,2.3802894332411883e-19,7.35845036902944e-09,6.446729860708934e-09,4.3834537042654244e-14,7.254578244325511e-13,9.08640319342323e-10,1.2249685449061123e-12,4.514220844585624e-14,6.876631820137859e-13,6.430255210435679e-15,2.098797012008109e-20,3.9705639910400686e-21,1.2685062166493684e-19,8.684131971533686e-21,1.236600849500897e-20,2.1287174675475805e-14,1.1774176727220483e-30,3.474782587516522e-29
2.0950261298884368e-09,0.6916936555004183,3.76,0.0,0.6115216392667301,0.9999999911247544,3.5250940428896696e-15,8.42031952558407e-28,4.4667773551719005e-19,1.0129289297160587e-08,8.873735178524913e-09,8.248065637870084e-14,1.3737195021388969e-12,1.249719403882861e-09,2.3195798774838364e-12,8.567706420035937e-14,1.3004156602825628e-12,1.2033454198575566e-14,5.334797115036269e-20,1.0143868554683578e-20,3.230603809052586e-19,2.209806696440791e-20,3.157166169353389e-20,4.0327962976742794e-14,3.374436082630587e-30,1.1809140264014044e-28
2.668024737819239e-09,0.6916936555445512,3.76,0.0,0.6115216364954515,0.9999999886968115,7.18583865024779e-15,1.712405182926841e-27,7.175169882406305e-19,1.2900456562443278e-08,1.1300741014588834e-08,1.3284980527615848e-13,2.2267197987804093e-12,1.5902543871491976e-09,3.7598937526847005e-12,1.3919380568925393e-13,2.105692029800981e-12,1.927652122748635e-14,1.0860130356675307e-19,2.0754456785433766e-20,6.589000059359755e-19,4.5037554932195665e-20,6.455370380319666e-20,6.539996708948238e-14,7.44608245854823e-30,2.992046882661e-28
3.241023345750041e-09,0.6916936555886819,3.76,0.0,0.6115216337238182,0.9999999862686447,1.2804199252761931e-14,3.0434656088689233e-27,1.0486001583049173e-18,1.5671952702115716e-08,1.37277473165171e-08,1.9467954186958678e-13,3.2841198773589518e-12,1.9302462789756307e-09,5.545337325124265e-12,2.0576079643078233e-13,3.1027614220005878e-12,2.8093047462320154e-14,1.932420976142275e-19,3.711993776727559e-20,1.1746498175473756e-18,8.023427113259605e-20,1.153746526660599e-19,9.650240228930299e-14,1.4053712175330435e-29,6.360760191483635e-28
4.387020561611645e-09,0.6916936556769364,3.76,0.0,0.6115216281794854,0.9999999814116401,3.1608526978823083e-14,7.463878324424393e-27,1.8844141789063947e-18,2.1215933637828457e-08,1.858176111486091e-08,3.517471385219839e-13,6.010798521949395e-12,2.6086046827871814e-09,1.0149392681772713e-11,3.782900175006914e-13,5.669452270479845e-12,5.020961572617955e-14,4.755276314698347e-19,9.241747590924672e-20,2.9027862035866024e-18,1.9796763857306814e-19,2.867154691976305e-19,1.7679551299880594e-13,3.754355975424159e-29,2.1153600596803804e-27
5.5330177774732495e-09,0.6916936557651826,3.76,0.0,0.6115216226337298,0.9999999765537453,6.330842006740573e-14,1.484392759964331e-26,2.940214259396907e-18,2.6761236126691148e-08,2.3435776169669355e-08,5.5176522019458e-13,9.551125631889125e-12,3.284802352029216e-09,1.612732956167096e-11,6.037431847850645e-13,8.9948695125763e-12,7.79198916168602e-14,9.494572300437357e-19,1.8667576744599105e-19,5.819813248564641e-18,3.962995963197685e-19,5.779670591039786e-19,2.812012173556931e-13,7.918144237466053e-29,5.271774169188406e-27
6.679014993334854e-09,0.6916936558534208,3.76,0.0,0.6115216170865492,0.999999971694965,1.1124165597262834e-13,2.588884669824042e-26,4.203000784296658e-18,3.230786406572028e-08,2.8289792081074262e-08,7.929091046466841e-13,1.3902484863402664e-11,3.958846912803126e-09,2.347477569461625e-11,8.825607040895749e-13,1.3073462409507997e-11,1.107985921152509e-13,1.6632000066539157e-18,3.307981331865165e-19,1.023627444627746e-17,6.95971991433576e-19,1.0219528062218671e-18,4.0971347666623187e-13,1.444336871412995e-28,1.0998847759744364e-26
7.825012209196458e-09,0.6916936559416507,3.76,0.0,0.611521611537941,0.9999999668353035,1.7873254182560085e-13,4.12709019924929e-26,5.6605812235057244e-18,3.7855821249751963e-08,3.314380845093131e-08,1.0734359987876192e-12,1.9062258096735074e-11,4.6307459259810005e-09,3.2187377817829974e-11,1.2151490484825147e-12,1.7899716587290136e-11,1.484543878641514e-13,2.664112701262791e-18,5.360385332790832e-19,1.646272595895714e-17,1.1175791787458709e-18,1.652150370323443e-18,5.623262561281431e-13,2.3894146027863562e-28,2.0365958155241466e-26
8.971009425058061e-09,0.6916936560298731,3.76,0.0,0.6115216059879037,0.9999999619747656,2.690968499610117e-13,6.162992547037964e-26,7.301493601461603e-18,4.3405111381726247e-08,3.7997824882216026e-08,1.3916779174870767e-12,2.5027821773283432e-11,5.300506901759674e-09,4.2260795052916616e-11,1.6018844275945198e-12,2.346814544608658e-11,1.9052625486547122e-13,3.998831221208174e-18,8.140281585156641e-19,2.481018460364981e-17,1.6815942640608537e-18,2.502725096811461e-18,7.390335161011054e-13,3.6853418115006186e-28,3.460432075014843e-26
9.999999999999999e-09,0.6916936562062964,3.76,0.0,0.6115216010033077,0.9999999576097467,3.724464389767575e-13,8.465233997160206e-26,8.922142442598029e-18,4.838895615252331e-08,4.235624458500606e-08,1.7082425059222323e-12,3.106872020470046e-11,5.900069496558305e-09,5.2461649418110565e-11,1.995560296196589e-12,2.9095920854928582e-11,2.317882031600996e-13,5.51954574274407e-18,1.1354910660407917e-18,3.4368860054146186e-17,2.3261134955871805e-18,3.482851973978071e-18,9.182239280245747e-13,5.197356833621731e-28,5.265921690208406e-26
1.126300385678127e-08,0.6916936562062964,3.76,0.0,0.6115215948835336,0.9999999522510774,5.316642030088983e-13,1.19680774274676e-25,1.1090569987537937e-17,5.450770489067437e-08,4.770585634669029e-08,2.1349627032375845e-12,3.936580497245314e-11,6.633644553365676e-09,6.64727744362242e-11,2.539176553444664e-12,3.680971692237096e-11,2.8659885358922327e-13,7.852885739334425e-18,1.6366254839378175e-18,4.911392999904705e-17,3.318112507893069e-18,5.0047898296722695e-18,1.1647073047150457e-12,7.572129675691528e-28,8.328232700874912e-26
1.3554998288504478e-08,0.6916936563826932,3.76,0.0,0.6115215837734223,0.9999999425239344,9.252753638873178e-13,2.0450086516725102e-25,1.5491437526709163e-17,6.561567249394839e-08,5.7413883323130165e-08,3.0107889005516056e-12,5.689536185996312e-11,7.958318982438583e-09,9.607626055337029e-11,3.6969310510685565e-12,5.3054867408118434e-11,3.9664459730381317e-13,1.3584330237830564e-17,2.8994509310091965e-18,8.564239397093467e-17,5.766609051157635e-18,8.814539993597094e-18,1.686686476531011e-12,1.3610056507343388e-27,1.6962928132272165e-25
1.5846992720227688e-08,0.6916936565590651,3.76,0.0,0.6115215726575542,0.99999993279337,1.4760903709587342e-12,3.2002820418808876e-25,2.043446753304696e-17,7.672904079080215e-08,6.712190268163256e-08,4.008192304351364e-12,7.759536714724928e-11,9.274588562694613e-09,1.310370362191259e-10,5.077289774063472e-12,7.216077441149548e-11,5.186442821866015e-13,2.154098502547915e-17,4.709893421881507e-18,1.3689447468645863e-16,9.185804628963452e-18,1.4228497547829596e-17,2.3049226542531076e-12,2.233716520809568e-27,3.0812912109406344e-25
1.8138987151950895e-08,0.6916936567354139,3.76,0.0,0.6115215615359136,0.9999999230594157,2.2100937312776224e-12,4.697019351346363e-25,2.5857977731583277e-17,8.784783517758587e-08,7.682991131391148e-08,5.11712034658504e-12,1.014446505164223e-10,1.0582510983957455e-08,1.713211216677746e-10,6.682101826900919e-12,9.408510003925194e-11,6.5087188061504e-13,3.2059957338189325e-17,7.182045746356454e-18,2.0537257572619574e-16,1.3731973493734622e-17,2.1552964842173442e-17,3.0193674591630767e-12,3.432514270459291e-27,5.148495468960878e-25
