Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121)
1.5947459723079587e-07,0.8027522065545948,3.76,0.0,0.6119380456172889,0.9999904611074998,1.6984007087324254e-07,6.7064941166940054e-18,9.734777906330521e-13,1.632054995335998e-05,8.890920758556517e-06,7.645770321873814e-10,6.239432194697336e-07,4.0272750733175705e-06,1.2359412646197014e-06,2.494669761171131e-08,4.562006001913088e-07,4.547968696589903e-10,4.673282423895869e-12,1.0957790395716672e-11,2.41707078310676e-11,2.6515548592845195e-12,2.606747773193051e-11,9.349089371499406e-09,1.5092642566179688e-19,4.564543319119022e-17,2.2113988868108982e-17,9.718039060175651e-24,1.5415956417181946e-11,1.5968750383583576e-11,1.3220407995982578e-17,1.7724151731950468e-17,1.2300747347571309e-17,1.510237493003436e-10
1.6117434920394497e-07,0.8027522160033451,3.76,0.0,0.6119378549642507,0.9999903546395453,1.7495427523944693e-07,6.8561821627867226e-18,9.862500346209512e-13,1.6510623839094697e-05,8.985014738878422e-06,7.741602594918574e-10,6.354063746114899e-07,4.055509619530411e-06,1.2593466935588597e-06,2.5504522361643975e-08,4.63394822982288e-07,4.6049488964978537e-10,4.796358709881651e-12,1.1348066704890612e-11,2.4989826382764573e-11,2.729782376427276e-12,2.6893069863251514e-11,9.543199123280995e-09,1.5631385154082674e-19,4.7481664020324217e-17,2.3238643319775295e-17,1.0442567134295197e-23,1.5495942663207205e-11,1.6076893823104125e-11,1.3305366559740851e-17,1.819433113245082e-17,1.2385029459714413e-17,1.5330078004587946e-10
1.6287410117709408e-07,0.802752225454285,3.76,0.0,0.6119376639826413,0.9999902480976856,1.8016184884898356e-07,7.007161662675713e-18,9.990450878554486e-13,1.6701019604401796e-05,9.079093117681864e-06,7.837600079393413e-10,6.469333361631868e-07,4.083514995594176e-06,1.2829149952378955e-06,2.6068909115778234e-08,4.706004939813626e-07,4.662062501616738e-10,4.92129214920435e-12,1.1748004604274171e-11,2.582802253745571e-11,2.809433587940055e-12,2.7737769782253465e-11,9.739173317527885e-09,1.6183493819847477e-19,4.9372745957154556e-17,2.4408313535311015e-17,1.1212084252130805e-23,1.5576873890763554e-11,1.618644760656386e-11,1.3390897794486098e-17,1.8671673498010646e-17,1.2470929610285846e-17,1.5559324292059298e-10
1.6457385315024318e-07,0.802752234907421,3.76,0.0,0.611937472673161,0.9999901414825995,1.8546330590755643e-07,7.159421365481858e-18,1.0118628802611041e-12,1.6891736535682218e-05,9.173155858509233e-06,7.933762878961857e-10,6.585230620846786e-07,4.111293213974611e-06,1.306644848945095e-06,2.6639869987175194e-08,4.778168527971364e-07,4.7193092935333e-10,5.048091126399735e-12,1.2157741764576814e-11,2.6685548238985432e-11,2.8905182950882002e-12,2.8601836079058912e-11,9.937008109179373e-09,1.6749159414031133e-19,5.1319784902154355e-17,2.562433805283641e-17,1.2028827544393297e-23,1.565870843282578e-11,1.6297529277939652e-11,1.3477866059837008e-17,1.9156212056440422e-17,1.2553823025999e-17,1.5790125633307238e-10
1.6627360512339229e-07,0.8027522443627593,3.76,0.0,0.6119372810365147,0.9999900347949581,1.9085915213439782e-07,7.312952411911114e-18,1.0247034079713497e-12,1.7082773914868822e-05,9.267202925245978e-06,8.030093218226238e-10,6.701745171084273e-07,4.138846269955826e-06,1.3305349456279685e-06,2.7217417416928614e-08,4.850431522570164e-07,4.776685586670052e-10,5.176763980632438e-12,1.2577416481336752e-11,2.7562656456319663e-11,2.973046224406571e-12,2.94855356961421e-11,1.0136699659784017e-08,1.7328573654934976e-19,5.332390012683495e-17,2.6888081789852028e-17,1.2895115527623678e-23,1.5741421642604518e-11,1.6410000595795672e-11,1.3566718444562777e-17,1.964797986338597e-17,1.2636079678277394e-17,1.6022516505751492e-10
1.679733570965414e-07,0.8027522538203052,3.76,0.0,0.6119370890734109,0.9999899280354275,1.96349884895649e-07,7.46774509800262e-18,1.0375666273011079e-12,1.7274131020067582e-05,9.361234282114924e-06,8.126590715961413e-10,6.818866727437478e-07,4.166176140977435e-06,1.3545839877103315e-06,2.7801563508337234e-08,4.922786580743676e-07,4.83419083470356e-10,5.307319036572287e-12,1.3007167661519869e-11,2.8459601177423815e-11,3.057027061039912e-12,3.038913423028239e-11,1.0338244137467169e-08,1.7921929108045895e-19,5.538622358341395e-17,2.820093687857166e-17,1.3813351987186423e-23,1.5825051671922558e-11,1.6523719887153633e-11,1.3656690308751172e-17,2.0147009914203408e-17,1.2722606628591966e-17,1.625652675109899e-10
1.696731090696905e-07,0.8027522632800653,3.76,0.0,0.6119368967845618,0.9999898212046684,2.019359932755005e-07,7.62378803540624e-18,1.0504524447381983e-12,1.7465807125606777e-05,9.455249893672451e-06,8.223253277476321e-10,6.936585073127095e-07,4.193284786738526e-06,1.3787906889628024e-06,2.8392320064760427e-08,4.995226486063749e-07,4.891827224958901e-10,5.439764625893315e-12,1.3447134811771521e-11,2.937663740858841e-11,3.1424704495657907e-12,3.131289127907072e-11,1.0541637716938114e-08,1.85294191716005e-19,5.750789879092452e-17,2.956432331627103e-17,1.478602959979127e-23,1.5909625099671364e-11,1.663874315232824e-11,1.3747441499636922e-17,2.0653335240727078e-17,1.2812243904428194e-17,1.6492168604592405e-10
1.713728610428396e-07,0.8027522727420453,3.76,0.0,0.6119367041706844,0.9999897143033348,2.0761795808100852e-07,7.781069743749098e-18,1.063360768455067e-12,1.7657801501823187e-05,9.549249724807496e-06,8.32007940145456e-10,7.054890059719036e-07,4.22017414972779e-06,1.4031537744650306e-06,2.8989698922474476e-08,5.067744147973529e-07,4.949596373730731e-10,5.574109072093443e-12,1.3897458043412278e-11,3.031402117484252e-11,3.2293859782407316e-12,3.225706533050959e-11,1.0746876579498992e-08,1.9151238083777822e-19,5.969008119067423e-17,3.097968892976101e-17,1.581573060734612e-23,1.599513650963428e-11,1.6755193873522976e-11,1.3839151914432362e-17,2.1166988854411263e-17,1.2901576603108341e-17,1.6729450511288038e-10
1.730726130159887e-07,0.8027522822062512,3.76,0.0,0.6119365112324988,0.9999896073320749,2.133962518774933e-07,7.93958015349317e-18,1.076291549567432e-12,1.7850113414971327e-05,9.643233740739142e-06,8.417069539384011e-10,7.173771607353608e-07,4.24684615572276e-06,1.4276719805210122e-06,2.9593712171618825e-08,5.140332600444919e-07,5.007497142041447e-10,5.710360671542073e-12,1.4358278079076398e-11,3.127200951839133e-11,3.317783167935482e-12,3.322191899036816e-11,1.0953956913043632e-08,1.9787580931455228e-19,6.193393886634137e-17,3.2448509426937646e-17,1.690512818805159e-23,1.6081560428977074e-11,1.6873095468461056e-11,1.3932112821501723e-17,2.1688003669396174e-17,1.2990198786526874e-17,1.6968391885080619e-10
1.747723649891378e-07,0.8027522916726885,3.76,0.0,0.6119363179707293,0.9999895002915311,2.1927133906493425e-07,8.09931029983577e-18,1.0892447656741558e-12,1.8042742127437737e-05,9.737201907012866e-06,8.514224883107254e-10,7.293219704878424e-07,4.273302713810689e-06,1.4523440545341697e-06,3.020437199857717e-08,5.212984999840614e-07,5.065527207915251e-10,5.848527691876113e-12,1.4829736252857473e-11,3.2250860494908504e-11,3.4076714791705427e-12,3.4207718554256426e-11,1.116287491204247e-08,2.0438643650182337e-19,6.424065286368318e-17,3.397228874547489e-17,1.8056988860548047e-23,1.6168884055749905e-11,1.6992356223820272e-11,1.402640469529827e-17,2.221641249122086e-17,1.3080626533428654e-17,1.7209021932855495e-10
1.764721169622869e-07,0.8027523011413631,3.76,0.0,0.6119361243861041,0.9999893931823401,2.2524367596185937e-07,8.260250788866814e-18,1.1022203738780962e-12,1.823568689805424e-05,9.831154189496841e-06,8.611545337483188e-10,7.41322440990894e-07,4.299545716138966e-06,1.4771687548856985e-06,3.0821690387859454e-08,5.285694622740256e-07,5.123686021192e-10,5.988618387026862e-12,1.531197450377693e-11,3.325083316995564e-11,3.499060326939156e-12,3.5214729187999416e-11,1.1373626777526864e-08,2.1104623014807186e-19,6.661141680121677e-17,3.555255957800246e-17,1.9274175278314747e-23,1.6257120143087055e-11,1.7112902787201508e-11,1.4121976065577704e-17,2.275224807465112e-17,1.3173947534196662e-17,1.745136612338967e-10
1.7817186893543602e-07,0.8027523106122811,3.76,0.0,0.6119359304793548,0.999989286005133,2.3131371086100066e-07,8.422391054919717e-18,1.115218294870935e-12,1.84289469822035e-05,9.925090554379273e-06,8.709029298278419e-10,7.533775848918353e-07,4.325577037931211e-06,1.5021448508461866e-06,3.144567907969483e-08,5.35845486437978e-07,5.181975212210554e-10,6.130641008440981e-12,1.5805135370065805e-11,3.427218761730009e-11,3.5919590844001147e-12,3.6243212231231725e-11,1.1586208717085201e-08,2.178571663182974e-19,6.904743632143351e-17,3.719088377226337e-17,2.0559648519745034e-23,1.634628659906732e-11,1.7234777719980302e-11,1.4218777447295196e-17,2.3295543171328666e-17,1.3268231510160264e-17,1.7695438655842535e-10
1.7987162090858512e-07,0.8027523200854478,3.76,0.0,0.6119357362512163,0.999989178760536,2.3748188406012707e-07,8.585720269109413e-18,1.1282384446929953e-12,1.862252163169981e-05,1.0019010968166473e-05,8.80667534618381e-10,7.654864217403728e-07,4.351398537914033e-06,1.527271122506564e-06,3.207634981575516e-08,5.43125923753319e-07,5.2403961465515e-10,6.2746037989103775e-12,1.6309361989727922e-11,3.531518491834592e-11,3.686377072492568e-12,3.7293427839116676e-11,1.1800616944867566e-08,2.248212294059389e-19,7.154992909436848e-17,3.8888852494187043e-17,2.1916469752254038e-23,1.6436382060300244e-11,1.7358080044582927e-11,1.4316725711289398e-17,2.384633050897826e-17,1.3361749369346253e-17,1.794124996220599e-10
1.8157137288173422e-07,0.8027523295608688,3.76,0.0,0.6119355417024275,0.9999890714491686,2.437486279013381e-07,8.750228635498122e-18,1.1412807698740235e-12,1.881641009471063e-05,1.0112915397680434e-05,8.90448355034277e-10,7.776479780067955e-07,4.377012058756528e-06,1.5525463606940704e-06,3.2713714531593794e-08,5.504101371168781e-07,5.298948020369292e-10,6.42051497820456e-12,1.6824798104574367e-11,3.6380087160589755e-11,3.782323550571945e-12,3.8365639145574297e-11,1.201684768158562e-08,2.319404121899118e-19,7.412012536383019e-17,4.064808634522728e-17,2.33478019526198e-23,1.6527388679096114e-11,1.7482837341947925e-11,1.441572750524678e-17,2.4404642734099702e-17,1.3455604562158036e-17,1.8188818474239102e-10
1.8327112485488333e-07,0.80275233903855,3.76,0.0,0.6119353468337304,0.9999889640716446,2.501143668499707e-07,8.915907479110209e-18,1.1543452421967395e-12,1.9010611615927682e-05,1.0206803810054975e-05,9.002454726111737e-10,7.898612870950155e-07,4.402419427167861e-06,1.5779693668424692e-06,3.335778524423608e-08,5.576975008252775e-07,5.357628984709483e-10,6.56838273794201e-12,1.7351588061191464e-11,3.74671574338582e-11,3.879807720605285e-12,3.9460112679326335e-11,1.2234897154499968e-08,2.3921671584496095e-19,7.675926843103028e-17,4.2470235717262445e-17,2.4856912662017614e-23,1.661929892830312e-11,1.7608970274093438e-11,1.4515858637662836e-17,2.4970512387809634e-17,1.3551728026212404e-17,1.8438171828975944e-10
1.8497087682803243e-07,0.8027523485184965,3.76,0.0,0.6119351516458702,0.9999888566285736,2.5657951755973735e-07,9.082748011023354e-18,1.1674318226971359e-12,1.9205125436808232e-05,1.0300676172732953e-05,9.100588855719447e-10,8.02125389342359e-07,4.4276224536923145e-06,1.6035389529014237e-06,3.400857381921394e-08,5.649874004146432e-07,5.416438454158856e-10,6.718215253071779e-12,1.7889876806360323e-11,3.8576659827421026e-11,3.9788387384485654e-12,4.057711448834441e-11,1.2454761597407829e-08,2.466521498721649e-19,7.946861434118151e-17,4.4356981203162526e-17,2.644717621405473e-23,1.6712124328978975e-11,1.773640135248253e-11,1.4617326202019897e-17,2.5543971949594506e-17,1.3649957396779918e-17,1.868933598354567e-10
1.8667062880118154e-07,0.802752358000714,3.76,0.0,0.6119349561395958,0.9999887491205585,2.6314448891835396e-07,9.250740168713744e-18,1.1805404368142168e-12,1.9399950795693495e-05,1.0394532453464405e-05,9.198884550559876e-10,8.144393320162977e-07,4.4526229326286155e-06,1.629253941274261e-06,3.4666091899520985e-08,5.722792325512079e-07,5.475377797500553e-10,6.870020696989497e-12,1.8439809880865422e-11,3.9708859428560406e-11,4.079425719347894e-12,4.1716906456294446e-11,1.2676437250638402e-08,2.542487320141768e-19,8.224943108666628e-17,4.6310033964853276e-17,2.812207562112273e-23,1.680587470134481e-11,1.7865182599621287e-11,1.4720131175780853e-17,2.6125053899618896e-17,1.3748358532529488e-17,1.894232488914334e-10
1.8837038077433064e-07,0.802752367485208,3.76,0.0,0.6119347603156593,0.9999886415481976,2.698096820936605e-07,9.419873483928594e-18,1.1936710036231978e-12,1.959508692771549e-05,1.048837262030399e-05,9.297340623127577e-10,8.268021693259781e-07,4.477422642483859e-06,1.6551131647291145e-06,3.533035114503441e-08,5.795724048898971e-07,5.534447955879308e-10,7.023807235593839e-12,1.900153341962276e-11,4.086402232120443e-11,4.18157772835238e-12,4.287974905794038e-11,1.289992036105459e-08,2.6200848826597534e-19,8.510299858277557e-17,4.8331135967198376e-17,2.988520485245891e-23,1.6900538775867667e-11,1.7995428391690644e-11,1.4823960831451316e-17,2.6713790698990437e-17,1.3846753952613064e-17,1.919714831726282e-10
1.9007013274747975e-07,0.8027523769719839,3.76,0.0,0.6119345641748157,0.9999885339120836,2.765754906068159e-07,9.590139314218514e-18,1.2068234867070804e-12,1.979053306473451e-05,1.0582196641606842e-05,9.39595759302739e-10,8.392129624466541e-07,4.5020233465945545e-06,1.681115466254925e-06,3.6001363438645335e-08,5.86866335844518e-07,5.593647414029995e-10,7.179583000901941e-12,1.9575194158128276e-11,4.204241558248285e-11,4.285303768864228e-12,4.4065908204845824e-11,1.3125207182048353e-08,2.6993345296971094e-19,8.803060999484834e-17,5.042206017268416e-17,3.1740271844883825e-23,1.6996107922946922e-11,1.8127089225718673e-11,1.4928812082008387e-17,2.731021468392447e-17,1.3946927316032345e-17,1.9453831187500636e-10
1.9176988472062885e-07,0.802752386461047,3.76,0.0,0.611934367717823,0.9999884262128035,2.8344230037840576e-07,9.76152958056259e-18,1.2199978585843768e-12,1.9986288435555955e-05,1.06760044860268e-05,9.494736093781337e-10,8.51670779513954e-07,4.526426792853578e-06,1.70725969900507e-06,3.667914064290715e-08,5.941604544856032e-07,5.652974612407688e-10,7.337356102463781e-12,2.0160939428656003e-11,4.324430728054987e-11,4.390612793815772e-12,4.5275651181404005e-11,1.3352293973530545e-08,2.780256687413634e-19,9.103357143391669e-17,5.25846108567961e-17,3.369110003064775e-23,1.7092583206307363e-11,1.826006774831664e-11,1.5034959436429765e-17,2.7914358107020447e-17,1.4049550730948533e-17,1.9712402134426438e-10
1.9346963669377795e-07,0.8027523959524024,3.76,0.0,0.6119341709454421,0.9999883184509396,2.904104897949317e-07,9.934035277403294e-18,1.2331940636054472e-12,2.0182352266155933e-05,1.0769796122513774e-05,9.593675458811807e-10,8.641746956159441e-07,4.550634713509373e-06,1.7335447262105294e-06,3.736369439665776e-08,6.014542003892049e-07,5.712429956542224e-10,7.497134642431338e-12,2.0758917154970652e-11,4.446996647177202e-11,4.497513716159499e-12,4.650924207787871e-11,1.3581177001919813e-08,2.8628718640507244e-19,9.41132013245689e-17,5.482062406822333e-17,3.574163081979728e-23,1.718997213326936e-11,1.839435831668743e-11,1.514258479911046e-17,2.85262531959541e-17,1.4153152387377572e-17,1.9972880682737706e-10
1.9516938866692706e-07,0.8027524054460558,3.76,0.0,0.6119339738584372,0.9999882106270691,2.9748042977186095e-07,1.0107646475255733e-17,1.2464120222514934e-12,2.0378723779716838e-05,1.0863571520310787e-05,9.692774157358468e-10,8.767237927935823e-07,4.5746488254086195e-06,1.7599694210795586e-06,3.805503619705468e-08,6.087470234745665e-07,5.772014996430597e-10,7.658926716992183e-12,2.1369275850362024e-11,4.571966319830174e-11,4.606015406708111e-12,4.7766942043113635e-11,1.381185254013769e-08,2.947200649686525e-19,9.727083015281261e-17,5.71319679869943e-17,3.7895926332356517e-23,1.728827840074858e-11,1.8530047426286673e-11,1.5251481728228592e-17,2.914593216283459e-17,1.425649424346358e-17,2.0235278016671477e-10
1.9686914064007616e-07,0.8027524149420121,3.76,0.0,0.6119337764575752,0.9999881027417638,3.0465248380203864e-07,1.0282353616881715e-17,1.2596516656383959e-12,2.057540219653461e-05,1.0957330648951375e-05,9.79203131074982e-10,8.89317160049019e-07,4.598470830481755e-06,1.7865326667064902e-06,3.875317762946376e-08,6.160383838633179e-07,5.831730146911705e-10,7.822740404417841e-12,2.1992164619192344e-11,4.699366848617319e-11,4.716126684224522e-12,4.904901336334978e-11,1.4044316867608178e-08,3.0332637165164073e-19,1.0050780085269232e-16,5.952054310847614e-17,4.0158171692658917e-23,1.738749756176972e-11,1.8667194257134516e-11,1.536129979655905e-17,2.977342715967328e-17,1.436040883348493e-17,2.0499608518096282e-10
1.9856889261322527e-07,0.8027524244402765,3.76,0.0,0.6119335787436259,0.9999879947955901,3.1192700799976994e-07,1.0458148360496605e-17,1.2729129536207458e-12,2.0772386734014808e-05,1.1051073478257388e-05,9.891447258688668e-10,9.019538933513485e-07,4.622102415990245e-06,1.8132333559956115e-06,3.9458130432773965e-08,6.233277517578028e-07,5.891574045069989e-10,7.98858375592976e-12,2.2627733158001614e-11,4.8292254343262174e-11,4.827856311750573e-12,5.0355721768518184e-11,1.4278566270254502e-08,3.121081818960002e-19,1.0382546932117106e-16,6.198828241452178e-17,4.2532676925454756e-23,1.748762318274298e-11,1.8805755883568225e-11,1.5472046400112865e-17,3.040877024022518e-17,1.4466356784050942e-17,2.076589628944947e-10
2.0026864458637437e-07,0.8027524339408543,3.76,0.0,0.6119333807173609,0.9999878867891095,3.193043511559796e-07,1.0635022948042412e-17,1.2861958554192612e-12,2.096967660684144e-05,1.1144799978336675e-05,9.99102254109452e-10,9.146330956326202e-07,4.645545254405572e-06,1.8400703915860793e-06,4.0169906328337524e-08,6.306146073122945e-07,5.951545248288807e-10,8.156464800311313e-12,2.3276131753467148e-11,4.961569375662928e-11,4.941213003765305e-12,5.168733416464752e-11,1.4514597040489958e-08,3.210675793330009e-19,1.072252044275342e-16,6.453715169807562e-17,4.502387903829151e-23,1.7588654556012874e-11,1.894564870131346e-11,1.5584113582307392e-17,3.105199337466608e-17,1.457418712260966e-17,2.1034168786054426e-10
2.0196839655952347e-07,0.8027524434437504,3.76,0.0,0.6119331823795562,0.9999877787228787,3.26784854805114e-07,1.0812968999335641e-17,1.299500320517425e-12,2.1167271027176317e-05,1.1238510119580449e-05,1.0090756718037074e-09,9.273538767781376e-07,4.668801003273656e-06,1.8670426857637834e-06,4.0888516852196143e-08,6.378984404832871e-07,6.011643892556195e-10,8.326391555110591e-12,2.3937511278758236e-11,5.0964260689536816e-11,5.056205434570352e-12,5.30441150374308e-11,1.475240547720717e-08,3.3020665573085616e-19,1.107083875374408e-16,6.716915000309986e-17,4.7636344623833155e-23,1.7690596150606726e-11,1.9086856583550806e-11,1.569773690143312e-17,3.170312849377105e-17,1.4682540260215893e-17,2.1304446721173318e-10
2.0366814853267258e-07,0.8027524529489699,3.76,0.0,0.6119329837309885,0.999987670597449,3.343688533025378e-07,1.0991977199781514e-17,1.3128262757217384e-12,2.136516920473687e-05,1.1332203872659864e-05,1.0190648509517558e-09,9.401153536188512e-07,4.691871305431611e-06,1.8941491603460376e-06,4.161397340777079e-08,6.451787508450804e-07,6.071871161800645e-10,8.498372030644743e-12,2.4612023191083107e-11,5.2338230078250255e-11,5.17284223788582e-12,5.4426326024014286e-11,1.4991987885770022e-08,3.3952751096470866e-19,1.1427641209445396e-16,6.9886310073815e-17,5.037477318210456e-23,1.7793449575660513e-11,1.9229449865148994e-11,1.5812610814571173e-17,3.23622075079178e-17,1.4791186931222044e-17,2.1576742920634685e-10
2.0536790050582168e-07,0.8027524624565177,3.76,0.0,0.6119327847724383,0.9999875624133678,3.420566738629456e-07,1.1172038338261495e-17,1.326173651571315e-12,2.156337034672011e-05,1.142588120852408e-05,1.0290696990892578e-09,9.529166499331468e-07,4.7147577893895244e-06,1.921388746612741e-06,4.234628744939953e-08,6.524550474863798e-07,6.132227468076594e-10,8.672414220883955e-12,2.529981953231448e-11,5.37378778304301e-11,5.291131999195064e-12,5.5834229177808904e-11,1.523334057801281e-08,3.490322530319597e-19,1.1793068391103047e-16,7.269069849758707e-17,5.324399897186094e-23,1.7897210713050115e-11,1.9373489261397796e-11,1.5928315294178714e-17,3.3029262272911986e-17,1.4901272924469297e-17,2.185107155471539e-10
2.070676524789708e-07,0.802752471966399,3.76,0.0,0.6119325855046883,0.9999874541711761,3.4984863658447534e-07,1.1353144531703273e-17,1.3395424075607987e-12,2.1761873657744267e-05,1.1519542098398935e-05,1.0390902441948205e-09,9.657568964512192e-07,4.7374620695825735e-06,1.948760385260868e-06,4.3085470575447347e-08,6.59726848941486e-07,6.192711535730809e-10,8.848526091286758e-12,2.600105293020652e-11,5.51634808238389e-11,5.411083250405139e-12,5.7268090111697664e-11,1.5476459872239906e-08,3.587229980677073e-19,1.2167262189950363e-16,7.55844157471593e-17,5.624899218839691e-23,1.8001875626671572e-11,1.9518926311869772e-11,1.60450544031318e-17,3.370432454029225e-17,1.5013153693801998e-17,2.2127457002466179e-10
2.087674044521199e-07,0.8027524814786186,3.76,0.0,0.6119323859285231,0.9999873458714112,3.577450545142822e-07,1.1535288616943635e-17,1.352932514013612e-12,2.1960678340024925e-05,1.161318651378431e-05,1.049126536527638e-09,9.786352308471057e-07,4.75998574626619e-06,1.9762630263165552e-06,4.383153435581786e-08,6.669936830422784e-07,6.253322113257517e-10,9.026715583052258e-12,2.6715876596142654e-11,5.661531690311807e-11,5.532704476839902e-12,5.872817566144058e-11,1.572134209321581e-08,3.686018703041644e-19,1.2550365812382664e-16,7.85695965693208e-17,5.939486161483153e-23,1.8107446377091888e-11,1.9665668439492593e-11,1.616341099926912e-17,3.4387425970746423e-17,1.5125590182986192e-17,2.240592729338603e-10
2.10467156425269e-07,0.8027524909931811,3.76,0.0,0.6119321860447299,0.9999872375146048,3.657462337643271e-07,1.1718461930420228e-17,1.3663439053594842e-12,2.215978359368537e-05,1.1706814426449569e-05,1.0591784751537776e-09,9.91550797715328e-07,4.782330405365028e-06,2.003895628984525e-06,4.458449011846973e-08,6.742550866681479e-07,6.314060076376956e-10,9.206990633644635e-12,2.7444444320155775e-11,5.809366487473232e-11,5.65600412913042e-12,6.021474800084688e-11,1.596798357214733e-08,3.7867100199636747e-19,1.294252366215158e-16,8.16484107635404e-17,6.26868593236306e-23,1.8213924497306514e-11,1.9813760549545954e-11,1.628313540662386e-17,3.507859821539108e-17,1.523858276519159e-17,2.2686497599862994e-10
2.121669083984181e-07,0.8027525005100917,3.76,0.0,0.6119319858540984,0.9999871291012846,3.738524735324635e-07,1.1902655372868283e-17,1.3797765063956821e-12,2.235918861665436e-05,1.180042580843245e-05,1.0692459304485017e-09,1.0045027485704914e-06,4.804497618828025e-06,2.0316571616070138e-06,4.534434914419143e-08,6.815106056898174e-07,6.374926497111047e-10,9.389359167809432e-12,2.818691047160123e-11,5.959880450607719e-11,5.780990615254295e-12,6.17280680642244e-11,1.6216380646684244e-08,3.8893253345199295e-19,1.3343881367064483e-16,8.48230632264162e-17,6.613038178685144e-23,1.8321308877506698e-11,1.996328371003986e-11,1.6403741505760468e-17,3.5777872884410643e-17,1.5352838358541565e-17,2.2969179900943016e-10
2.138666603715672e-07,0.8027525100293553,3.76,0.0,0.6119317853574201,0.9999870206319733,3.8206406613982666e-07,1.2087860768238586e-17,1.39323026242637e-12,2.255889260457797e-05,1.1894020632037188e-05,1.0793288708516662e-09,1.017490241845539e-06,4.826488945014978e-06,2.0595466015989598e-06,4.611112284453656e-08,6.887597948753567e-07,6.43592088309761e-10,9.573829085562756e-12,2.894342999933607e-11,6.11310165236555e-11,5.907672292667393e-12,6.326839939514177e-11,1.6466529660918193e-08,3.9938861302664297e-19,1.3754585835836179e-16,8.809579406396571e-17,6.97309717315348e-23,1.8429596473437186e-11,2.0114238610311207e-11,1.6525226508289907e-17,3.6485281500791104e-17,1.5468614805463978e-17,2.3253993849639988e-10
2.155664123447163e-07,0.8027525195509765,3.76,0.0,0.6119315845554889,0.9999869121071886,3.9038129709318773e-07,1.2274070952867369e-17,1.4067051385394118e-12,2.275889475090768e-05,1.1987598869831938e-05,1.0894273454815685e-09,1.0305124428825441e-06,4.848305928770735e-06,2.0875629353606976e-06,4.688482270931412e-08,6.960022177503634e-07,6.497041700382725e-10,9.760408260718327e-12,2.9714158430026633e-11,6.269058260997133e-11,6.0360574701185735e-12,6.483600791434449e-11,1.6718426965375197e-08,4.100413970976072e-19,1.417478528240419e-16,9.14688789237632e-17,7.349432087976234e-23,1.8538785044761988e-11,2.0266549938053288e-11,1.664803874488879e-17,3.720085549102577e-17,1.5585444346937162e-17,2.354096614560035e-10
2.172661643178654e-07,0.8027525290749598,3.76,0.0,0.6119313834491006,0.9999868035274436,3.98804445157005e-07,1.2461278660341765e-17,1.420201093577105e-12,2.29591942471048e-05,1.208116049464603e-05,1.0995413635819286e-09,1.0435685239173347e-06,4.869950101277407e-06,2.115705158186797e-06,4.76654601183612e-08,7.032374464459736e-07,6.558288236987017e-10,9.949104549903198e-12,3.0499251865658094e-11,6.427778540005138e-11,6.166154415929712e-12,6.643115845272738e-11,1.6972068917004377e-08,4.2089305002274694e-19,1.4604629193453415e-16,9.494462946146089e-17,7.742627294895595e-23,1.864887444497046e-11,2.042016916345652e-11,1.6772433826424557e-17,3.7924626218132344e-17,1.5702956593561567e-17,2.3830120798092425e-10
2.1896591629101452e-07,0.8027525386013099,3.76,0.0,0.611931182039053,0.9999866948932475,4.0733378241325683e-07,1.2649475714715752e-17,1.4337180642957378e-12,2.315979028276742e-05,1.2174705479567587e-05,1.1096708343984603e-09,1.056657664064885e-06,4.891422980051088e-06,2.1439722741878606e-06,4.84530462748392e-08,7.104650615734079e-07,6.619661259064061e-10,1.013992579949027e-11,3.129886698201757e-11,6.589290847868401e-11,6.297971361895484e-12,6.8054112784388e-11,1.7227451879169332e-08,4.3194574412388224e-19,1.5044268283095983e-16,9.852539372082573e-17,8.153282619635313e-23,1.8759865182234563e-11,2.05751345081794e-11,1.6898142100275224e-17,3.865662501090642e-17,1.582143900944473e-17,2.412147361789293e-10
2.2066566826416362e-07,0.8027525481300318,3.76,0.0,0.6119309803261461,0.999986586205104,4.159695743055191e-07,1.2838653517009326e-17,1.4472559785087747e-12,2.3360682045603877e-05,1.2268233797941653e-05,1.1198156383787028e-09,1.0697790493096446e-06,4.912726069229298e-06,2.1723632962237484e-06,4.924759233674952e-08,7.176846521263716e-07,6.681161704587633e-10,1.0332879841859969e-11,3.2113161028193813e-11,6.753623637838526e-11,6.431516498698613e-12,6.970513151851562e-11,1.7484572221644322e-08,4.432016596846518e-19,1.5493854491146227e-16,1.0221355634044419e-16,8.582013548403952e-23,1.887175646844987e-11,2.0731515389388635e-11,1.7024766715706835e-17,3.939688315236254e-17,1.5941335580322283e-17,2.441503757831132e-10
