Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121)
9.121486557564683e-15,0.8027513287003927,3.76,0.0,0.6119543926241737,0.9999999999994884,8.722927530714269e-29,1.3293713768850307e-39,1.8170419061564312e-26,8.449010926946539e-13,5.116273928659591e-13,2.1556955295381027e-23,3.5014820512850184e-21,3.332736826382339e-13,1.1062084617400739e-17,8.426960769219616e-23,1.6630305675784107e-18,1.8796640073882418e-23,5.52711232569528e-28,2.5464537411321675e-33,9.120991948319677e-30,1.6923765496308662e-33,9.701670158347078e-32,4.338420287909018e-23,4.625553599730962e-46,3.7599301476723347e-45,2.532536532350132e-52,2.8742677890683443e-68,1.1055173092656468e-17,5.944992863316626e-24,5.786808468398036e-37,1.3052334016509287e-38,1.0812560647147866e-35,2.5903751567366763e-30
1.8244953034069578e-14,0.8027513287004424,3.76,0.0,0.6119543926233286,0.9999999999989767,6.979667215593838e-28,1.0637016611040266e-38,7.269348906105321e-26,1.689985594112377e-12,1.0233658396969107e-12,8.624182187423229e-23,1.4008207943660527e-20,6.666196856424291e-13,2.21403823600161e-17,3.3713335656282887e-22,3.3332953910701678e-18,7.519875036908703e-23,2.21121850331222e-27,2.037550040406935e-32,3.6516515297132437e-29,1.354158293784118e-32,7.7628031400134215e-31,1.7356506054372286e-22,7.4022993477046e-45,6.017509232998538e-44,8.106379346897452e-51,1.8400840914262087e-66,2.2112731761262825e-17,2.378381827075302e-23,4.630353074406274e-36,1.044385039091498e-37,8.651661822862112e-35,2.0726917150750405e-29
3.649188598707937e-14,0.8027513287005421,3.76,0.0,0.6119543926216384,0.9999999999979532,5.584263742518684e-27,8.510462598584816e-38,2.907974692313752e-25,3.380154637908086e-12,2.0468427322020933e-12,3.4499507272503824e-22,5.603738983816946e-20,1.3333116305914633e-12,4.4338418272028276e-17,1.3486436020314809e-21,6.694447101690453e-18,3.008190859387012e-22,8.845703238441646e-27,1.630194991123093e-31,1.462908326622871e-28,1.0834293751217372e-31,6.210820965963354e-30,6.94316737838405e-22,1.1844585996180636e-43,9.629309705666267e-43,2.5944028532504975e-49,1.1778436459969487e-64,4.422780688125315e-17,9.514282126972606e-23,3.7046775199549887e-35,8.355873754711331e-37,6.921939443161368e-34,1.6583076496657187e-28
7.298575189309895e-14,0.8027513287007414,3.76,0.0,0.611954392618258,0.9999999999959063,4.467622732556518e-26,6.808759395896584e-37,1.1632359899650401e-24,6.760492889340557e-12,4.093796512585572e-12,1.380034118107163e-21,2.2415866189832096e-19,2.666695276252155e-12,8.890025177282119e-17,5.394797298501264e-21,1.3499238745192882e-17,1.2033221350082635e-21,3.538512767762612e-26,1.3042181769415859e-30,5.868902795504965e-28,8.667844502915521e-31,4.968874704020114e-29,2.7773798953842154e-21,1.8951346609165607e-42,1.5407924939439942e-41,8.302663744978945e-48,7.538972340172654e-63,8.845778825300669e-17,3.805852140124602e-22,2.9639520508143807e-34,6.685016535229022e-36,5.537738911730015e-33,1.326704034017531e-27
1.4597348370513812e-13,0.8027513287011399,3.76,0.0,0.6119543926114972,0.9999999999918123,3.5741824664421504e-25,5.4472425676486835e-36,4.6530288706898e-24,1.3521170047569733e-11,8.187704054844988e-12,5.520230166931542e-21,8.966527417599476e-19,5.333461590624424e-12,1.7868696523862284e-16,2.1579655230397664e-20,2.7438774662963585e-17,4.813361089132525e-21,1.4155038997625515e-25,1.0433997313800718e-29,2.361234260003174e-27,6.934437038832117e-30,3.97516539776014e-28,1.1109745063059884e-20,3.0319868845152334e-41,2.4653482286190854e-40,2.6569419251536797e-46,4.825401518605049e-61,1.7691707552890408e-16,1.5223593706331145e-21,2.371328856010853e-33,5.348140464118216e-35,4.4301754371224875e-32,1.061380313466797e-26
2.9194894732921645e-13,0.802751328701937,3.76,0.0,0.6119543925979757,0.9999999999836245,2.8593790181091143e-24,4.358014985903185e-35,1.8612226771038707e-23,2.704252698548521e-11,1.6375519065333572e-11,2.208099636469801e-20,3.586646265702359e-18,1.066699031157562e-11,3.6091257608422415e-16,8.631971498212802e-20,5.663765495531813e-17,1.9253437177922825e-20,5.6626331644720265e-25,8.347303660482436e-29,9.554037306249077e-27,5.547610416630077e-29,3.1801241084484022e-27,4.443942793481385e-20,4.850262664744207e-40,3.944614681067651e-39,8.511201574090823e-45,3.151036645405835e-59,3.53832948252651e-16,6.089399763086442e-21,1.897263074653128e-32,4.278563617038823e-34,3.543989063231066e-31,8.491013573859248e-26
5.838998745773731e-13,0.802751328703531,3.76,0.0,0.6119543925709326,0.9999999999672489,2.287515364308971e-23,3.4867034113617753e-34,7.444866138848242e-23,5.4085251347146076e-11,3.275114879018932e-11,8.832324332248011e-20,1.4346648540487564e-17,2.1334032122329634e-11,7.359725178885207e-16,3.452823438541432e-19,1.2031463283731752e-16,7.701251617033256e-20,2.265512759804088e-24,6.677893330661461e-28,3.908838219763867e-26,4.438106583717843e-28,2.5440408625992713e-26,1.7775858083246984e-19,7.757341641052768e-39,6.311407892083911e-38,2.72368339384197e-43,2.017829398196106e-57,7.076538867270682e-16,2.4356925644978386e-20,1.5181033684783447e-31,3.42287194918724e-33,2.83489875381469e-30,6.79264364355258e-25
1e-12,0.8027513287067192,3.76,0.0,0.6119543925323898,0.9999999999439096,1.3698441822074343e-22,2.0882710599036004e-33,2.336064515106398e-22,9.262765239732226e-11,5.609034966267758e-11,2.7713981439625817e-19,4.501782342822133e-17,3.653708172034087e-11,1.3007627860672305e-15,1.0834599826553202e-18,2.261178142867275e-16,2.416457873898028e-19,7.111431974903739e-24,3.9989730398165255e-27,1.2762562872453472e-25,2.6576873306573095e-27,1.5233786035139746e-25,5.577826164185568e-19,9.060692684655755e-38,7.37755845763636e-37,6.289289011765814e-42,9.265176149274035e-56,1.211902820829289e-15,7.642425244907137e-20,9.09418021226482e-31,2.0497386708535158e-32,1.6972859096641741e-29,4.067440736078473e-24
1.1678017290736865e-12,0.8027513287067192,3.76,0.0,0.6119543925168465,0.9999999999344975,1.8300154421898484e-22,2.7898041541570926e-33,2.97790408078591e-22,1.0817074201379885e-10,6.550240705541169e-11,3.5328434108142527e-19,5.738666415773506e-17,4.2668053219443856e-11,1.528527157606699e-15,1.3811467089656245e-18,2.687853255514155e-16,3.08037854793352e-19,9.065657829604491e-24,5.3423477511004015e-27,1.6333026361150253e-25,3.550482864395953e-27,2.0351211028208416e-25,7.110358513127704e-19,1.2401788445297754e-37,1.0098203034865615e-36,8.715747527007447e-42,1.2920193196616797e-55,1.415252538496341e-15,9.742157240204538e-20,1.2149403501830687e-30,2.738306860253288e-32,2.267430941149566e-29,5.433799020648336e-24
2.335605438066313e-12,0.8027513287130956,3.76,0.0,0.6119543924086739,0.9999999998689947,1.4640108793183893e-21,2.2325395871963196e-32,1.191123190370314e-21,2.1634189112051943e-10,1.3100491884787145e-10,1.4130629215299712e-18,2.2954634094171165e-16,8.533584531769506e-11,3.283374466745438e-15,5.524704417546553e-18,6.501926008776929e-16,1.2320490518231175e-18,3.629134660200966e-23,4.273912117879066e-26,7.091328248503736e-25,2.840369804771094e-26,1.6279111214267052e-24,2.8441447795620146e-18,1.9810976768279915e-36,1.6156863589695372e-35,2.788990135485836e-40,8.276555738388408e-54,2.830276963015822e-15,3.896357685590427e-19,9.726795904028651e-30,2.190650573693107e-31,1.813156173874811e-28,4.3465145086210157e-23
3.5034091470589398e-12,0.8027513287194717,3.76,0.0,0.6119543923005011,0.9999999998034917,4.186155033120106e-21,6.38503487224709e-32,2.5310790436029222e-21,3.2451320800074585e-10,1.9650742590231788e-10,3.0026478612484423e-18,4.877852648226856e-16,1.2800338732156685e-10,5.207958810911181e-15,1.1740163643050946e-17,1.1160647082101292e-15,2.617952629668526e-18,7.716830213856635e-23,1.222098233095269e-25,1.6010965141007742e-24,8.121652019137139e-26,4.654501719425448e-24,6.043806640223281e-18,7.286517407227319e-36,6.108184752571669e-35,1.299825675176893e-39,4.586105260721913e-53,4.24512853022492e-15,8.279013983566807e-19,2.7824482859245967e-29,6.264270129961912e-31,5.183196198330491e-28,1.2427447306689507e-22
4.671212856051567e-12,0.8027513287258481,3.76,0.0,0.6119543921923283,0.9999999997379889,8.829810029154032e-21,1.3471175317292644e-31,4.317631751394585e-21,4.3268469265456916e-10,2.6200992821872244e-10,5.1219891393772476e-18,8.321030373463339e-16,1.70670679232657e-10,7.302279195434907e-15,2.0027596913799434e-17,1.6664005896669793e-15,4.465680459550635e-18,1.317223916398609e-22,2.5778125596053674e-25,2.88806397361686e-24,1.7130857362172457e-25,9.817104881886996e-24,1.0310019978421429e-17,1.84688826190473e-35,1.621209307456061e-34,4.012946224679687e-39,1.6441850279864747e-52,5.659807261829541e-15,1.412184998619044e-18,5.871269095404116e-29,1.3214248095387924e-30,1.0930379210108504e-27,2.621142218973583e-22
7.00682027403682e-12,0.8027513287386009,3.76,0.0,0.611954391975982,0.9999999996069828,2.411693641647723e-20,3.6814729109373244e-31,8.93879132833647e-21,6.490280557168565e-10,3.9301492173154764e-10,1.0603822239821151e-17,1.7227591348791035e-15,2.560046761073463e-10,1.188927697389812e-14,4.146548462939878e-17,2.965300377647414e-15,9.244798240580198e-18,2.7303324062034675e-22,7.041101506554604e-25,6.580451654212239e-24,4.678942336675948e-25,2.6810890090712206e-23,2.1345573214566904e-17,6.452525382209609e-35,6.3570938150704824e-34,1.930952868112384e-38,1.0007899965058509e-51,8.488759157818643e-15,2.923343662807235e-18,1.6046618450377702e-28,3.609987592849145e-30,2.9842962337464174e-27,7.1583947830207355e-22
9.342427692022073e-12,0.8027513287513535,3.76,0.0,0.6119543917596351,0.9999999994759765,5.0460661550927983e-20,7.706824840066857e-31,1.5202029071265317e-20,8.653720357432504e-10,5.240198978206642e-10,1.8033342879341457e-17,2.929954551228977e-15,3.413377533149514e-10,1.7100446447931895e-14,7.052336224404844e-17,4.574794799900773e-15,1.5721643053824556e-17,4.649006179469292e-22,1.4732874385209776e-24,1.221074337255062e-23,9.789863584123314e-25,5.609239537023441e-23,3.630320464882253e-17,1.6109822634184597e-34,1.695111896897015e-33,5.973550226063825e-38,3.5709523811740965e-51,1.1317075655999775e-14,4.9711846017040286e-18,3.3594109879081216e-28,7.555065329232376e-30,6.242050355227126e-27,1.4976349561321907e-21
1e-11,0.802751328764106,3.76,0.0,0.6119543916987243,0.9999999994390925,6.059391997943208e-20,9.256001183005185e-31,1.728276151293722e-20,9.262821389122701e-10,5.609033380572986e-10,2.0501475908489606e-17,3.3310146068527187e-15,3.653624472403664e-10,1.8688256215590572e-14,8.017734106057136e-17,5.087969202553339e-15,1.7873220805473084e-17,5.287235523537534e-22,1.76916423018782e-24,1.4230909609367545e-23,1.1755800286980365e-24,6.735471717336217e-23,4.1272508302946616e-17,2.034089738810408e-34,2.176233737626248e-33,8.04667817072647e-38,5.058057287826835e-51,1.2113243626621854e-14,5.651433569516148e-18,4.0347668018115862e-28,9.072964556858179e-30,7.494749157230974e-27,1.798329329657492e-21
1.1678035110007327e-11,0.802751328764106,3.76,0.0,0.6119543915432877,0.9999999993449696,9.186160447145449e-20,1.403738630403233e-30,2.3224461079806237e-20,1.081716676803222e-09,6.550248552413305e-10,2.754933735661262e-17,4.476296574553832e-15,4.266698451756456e-10,2.2980364661730648e-14,1.0774599931190802e-16,6.517062116624593e-15,2.4017025997528567e-17,7.111134608139807e-22,2.6821487526012953e-24,2.0252292261864349e-23,1.782198153101665e-24,1.0210488202128055e-22,5.546305301079375e-17,3.4149059161947146e-34,3.7681006706795734e-33,1.5198764125093932e-37,1.0373252867629827e-50,1.4144711515847233e-14,7.593818722578422e-18,6.119234820533791e-28,1.3757257633343704e-29,1.1359534999251409e-26,2.7261266448587234e-21
1.6349249945977833e-11,0.8027513287896113,3.76,0.0,0.6119543911105906,0.9999999990829551,2.42540690181273e-19,3.711059683673661e-30,4.465622316034852e-20,1.5144079835502996e-09,9.170347129033767e-10,5.2969543539071656e-17,8.607705611109428e-15,5.973310110349047e-10,3.678840916266607e-14,2.0720169692601037e-16,1.142077037514649e-14,4.61745531944152e-17,1.3711639368020818e-21,7.082127754595309e-24,4.5938915111581633e-23,4.705461249595357e-24,2.6952070895695534e-22,1.066532934679092e-16,1.2472951607860571e-33,1.446637515545622e-32,8.441153787160016e-37,8.539807542342298e-50,1.979789954922264e-14,1.459805757984115e-17,1.6182167190123043e-27,3.634866208991423e-29,2.9964583086270434e-26,7.195899424608989e-21
2.102046478194834e-11,0.8027513288151166,3.76,0.0,0.6119543906778907,0.9999999988209393,5.028454190231493e-19,7.702728129383073e-30,7.323036153648888e-20,1.947101975114264e-09,1.1790444947400742e-09,8.685898250079856e-17,1.4116528568922597e-14,7.679881750392989e-10,5.3312496390606245e-14,3.3982612021717977e-16,1.7675939000666113e-14,7.571126156488508e-17,2.254554559279859e-21,1.4683774072219845e-23,8.63565156277339e-23,9.755472112340901e-24,5.586596666847487e-22,1.749108173749538e-16,3.230530410687372e-33,3.8332571752302156e-32,2.79191988925305e-36,3.493432907026328e-49,2.5448325337507894e-14,2.3933464432889917e-17,3.359753744131623e-27,7.540613075689009e-29,6.207178125715489e-26,1.4915380970167876e-20
3.036289445388935e-11,0.8027513288661271,3.76,0.0,0.6119543898124828,0.9999999982969036,1.5108886940049752e-18,2.320268785380947e-29,1.5179410790958421e-19,2.812498011590977e-09,1.703063830959972e-09,1.8002549652885919e-16,2.9265704000000304e-14,1.1092904996979955e-09,9.45073256341769e-14,7.045910568468959e-16,3.423973837147396e-14,1.5689666750179981e-16,4.699800260384485e-21,4.4125125468583596e-23,2.27510933282632e-22,2.9311460026336337e-23,1.6777305287749168e-21,3.6262004014254614e-16,1.4222608842087556e-32,1.7147621121505654e-31,1.9026741862894773e-35,3.709778696821601e-48,3.6740898496202464e-14,4.958577986008364e-17,1.012885262045615e-26,2.2688323707819544e-28,1.8613810307521828e-25,4.479148239510461e-20
4.904775379777138e-11,0.8027513289681485,3.76,0.0,0.6119543880816343,0.9999999972488162,6.495635665875616e-18,1.002732520411776e-28,3.9452728799916237e-19,4.5433222978803066e-09,2.7511015935323946e-09,4.678024437367995e-16,7.608919849819985e-14,1.7918471393780597e-09,2.0948123911613675e-13,1.832335442653456e-15,8.35788153986562e-14,4.0757081502423616e-16,1.2358943443993836e-20,1.8974869724433261e-22,8.547223364786179e-22,1.260105837572776e-22,7.204704141189337e-21,9.428105003195574e-16,1.0326947378955946e-31,1.2476648506998929e-30,2.4761969540677765e-34,8.877909978999104e-47,5.929297728461659e-14,1.2874555265067663e-16,4.386691045566849e-26,9.782301323754713e-28,7.967550770524851e-25,1.923352882446094e-19
8.641747248553544e-11,0.8027513291721912,3.76,0.0,0.6119543846198059,0.9999999951525773,3.657577579916651e-17,5.704715009500277e-28,1.2219653272892942e-18,8.005099724292447e-09,4.8471734787488245e-09,1.4482749061506785e-15,2.358293825868246e-13,3.1567684091522902e-09,5.697479595847236e-13,5.681904308248421e-15,2.470842150744828e-13,1.2609697699254555e-15,3.919449558783758e-20,1.0689606274972866e-21,4.326527486203899e-21,7.094754031330347e-22,4.0471341697508543e-20,2.9222477800406458e-15,1.056880384025991e-30,1.285793949651009e-29,4.910761516369606e-33,3.493473899134564e-45,1.0426523573447113e-13,3.9791578695286243e-16,2.5073897350784565e-25,5.539821122617914e-27,4.445461245306225e-24,1.0802561763401483e-18
9.999999999999999e-11,0.8027513295802783,3.76,0.0,0.6119543833615144,0.99999999439065,5.957711250113194e-17,9.357774465109511e-28,1.6353946432166147e-18,9.263371921260604e-09,5.6090178303184846e-09,1.9378574277760985e-15,3.157204139531672e-13,3.6528040080864636e-09,7.437351658942433e-13,7.608541431037702e-15,3.2791808488473247e-13,1.6867002898487285e-15,5.304446042695045e-20,1.7417861802983147e-21,6.872938370682605e-21,1.1555632161085094e-21,6.581158209111454e-20,3.912283622532315e-15,2.22000811188502e-30,2.7539517369871756e-29,1.5545530492415717e-32,1.8854631475656092e-44,1.205676742977501e-13,5.320001296739216e-16,4.125609532331721e-25,9.057855073040267e-27,7.19500948129872e-24,1.7564537530468945e-18
1.6115690986106354e-10,0.8027513295802783,3.76,0.0,0.6119543776956244,0.9999999909598436,2.4285053232493564e-16,3.864598731011579e-27,4.2411613856108174e-18,1.492917000432608e-08,9.039302685582852e-09,5.0221119827742024e-15,8.196277760386483e-13,5.885843129273852e-09,1.811420550730299e-12,1.9767147394755712e-14,8.332592096878496e-13,4.366779401893801e-15,1.4245975171833325e-19,7.10445617578104e-21,2.6822395530713047e-20,4.709749240558995e-21,2.6741451403806496e-19,1.015714589317442e-14,1.2850007964520783e-29,1.6274093755264316e-28,1.2247486170191472e-31,1.8130231109640557e-43,1.9368509031135698e-13,1.3751551923599809e-15,1.7133563911622637e-24,3.718331827273701e-26,2.8976111164337504e-23,7.135671441207222e-18
2.3589634723659167e-10,0.8027513299883671,3.76,0.0,0.6119543707707433,0.9999999867667686,7.296723101809549e-16,1.1796220464570654e-26,9.074807111652316e-18,2.1853927536453744e-08,1.323141246920355e-08,1.0737655069059392e-14,1.7557788839705485e-12,8.613894375268406e-09,3.747767636793019e-12,4.2379899295764764e-14,1.764797684412858e-12,9.326017036425459e-15,3.164457547110201e-19,2.1360533335747253e-20,7.878223015588797e-20,1.4149116741156432e-20,8.007884325091626e-19,2.1759814145186444e-14,4.986308923146569e-29,6.678470789353166e-28,6.395243988045904e-31,1.2084674695591224e-42,2.824092044241315e-13,2.931757746700664e-15,5.245952659664296e-24,1.1252129803356429e-25,8.595809839471152e-23,2.1363695410420236e-17
3.106357846121198e-10,0.8027513303964581,3.76,0.0,0.6119543638451626,0.9999999825733524,1.616787500676241e-15,2.6543773419883397e-26,1.571643163247646e-17,2.8779372342898828e-08,1.7423502822507774e-08,1.85826354955583e-14,3.0441831506267346e-12,1.13409225449258e-08,6.378541214710555e-12,7.353780503132745e-14,3.041436101313153e-12,1.6122130838398565e-14,5.675625029609053e-19,4.736025515875674e-20,1.7240185933594886e-19,3.1347332771398265e-20,1.768743180360037e-18,3.7729888810016244e-14,1.3260231747585284e-28,1.869241947231338e-27,2.1502649775231006e-30,5.002893135286756e-42,3.704428718435157e-13,5.0596294071877565e-15,1.1824205044522063e-23,2.509423015267699e-25,1.8818027484701835e-22,4.717762394340415e-17
