Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13)
2.8785009528368406e-14,0.7252077724151291,3.76,0.0,0.9356119382660991,0.9999999999998576,2.836098346491392e-29,3.427785059499213e-42,9.804349926618659e-29,1.6118477596629958e-13,1.424882581827836e-13,2.4489432366919618e-23,3.4035477691010244e-22,1.8696515743559095e-14,8.701478495578482e-22,2.2104747865236653e-23,2.2503835452837698e-20,3.1663862487465222e-24,2.8731724524746103e-34,7.116079928387132e-35,1.894457944737512e-33,1.0665174971538783e-34,1.471149165971071e-34,1.5585978277555053e-23
5.759502775311245e-14,0.7252077724151315,3.76,0.0,0.9356119382659378,0.9999999999997149,2.270603028946997e-28,2.7443097952659885e-41,3.924290833171905e-28,3.225095925077325e-13,2.851003115488313e-13,9.802149378093555e-23,1.3623060209946273e-21,3.740927279375759e-14,3.482858876802767e-21,8.847661217809369e-23,4.5670604914037906e-20,1.2673783232822066e-23,2.300867763754353e-33,5.697189711374282e-34,1.517102843923382e-32,8.538624165042153e-34,1.1778141205599822e-33,6.23845311429136e-23
1.1521506420260055e-13,0.7252077724151362,3.76,0.0,0.9356119382656152,0.9999999999994297,1.8171723153652784e-27,2.1962778986435516e-40,1.5702241148853305e-27,6.451592306127933e-13,5.703244182750705e-13,3.922131979692563e-22,5.450997955200457e-21,7.48347796665142e-14,1.393597060312484e-20,3.540218075264046e-22,9.393512836422942e-20,5.071153244029994e-23,1.8416260543645008e-32,4.559481480581604e-33,1.2142971889304888e-31,6.833493281557205e-33,9.426096794257447e-33,2.4961938259441976e-22
2.3045513710157675e-13,0.7252077724151459,3.76,0.0,0.9356119382649699,0.9999999999988592,1.4540136386317982e-26,1.757349626187008e-39,6.281891876355051e-27,1.2904585269116979e-12,1.1407726317041237e-12,1.5691045366895733e-21,2.1807536380347655e-20,1.4968576450147822e-13,5.575294466671178e-20,1.4163186569221012e-21,1.981881059625973e-19,2.0287828012646929e-22,1.4736728193375451e-31,3.64827507940501e-32,9.716838058208054e-31,5.467831091178905e-32,7.542316311059044e-32,9.986400600194285e-22
4.609352828995292e-13,0.7252077724151648,3.76,0.0,0.9356119382636793,0.9999999999977184,1.1633208699814762e-25,1.40600297579219e-38,2.5129396150529448e-26,2.581057199864667e-12,2.2816690584685246e-12,6.2768997748822705e-21,8.723720563827304e-20,2.9938761852930624e-13,2.230298306266216e-19,5.665742924910198e-21,4.375897246459241e-19,8.115721991640438e-22,1.1790856998605518e-30,2.9188926310315537e-31,7.774455250785675e-30,4.374677366525232e-31,6.034436720690733e-31,3.994885246068156e-21
9.21895574495434e-13,0.7252077724152031,3.76,0.0,0.9356119382610981,0.9999999999954365,9.307000943612414e-25,1.124839433938487e-37,1.0051994340142553e-25,5.162254867191473e-12,4.563461911622468e-12,2.510838721181e-20,3.4896270722986138e-19,5.987908640173384e-13,8.921548369899703e-19,2.2663951611770922e-20,1.039975141517568e-18,3.2463651456492165e-21,9.433253586287273e-30,2.3352176662850705e-30,6.219958890926177e-29,3.499903480041488e-30,4.827795754171176e-30,1.5980190407846172e-20
1e-12,0.7252077724152793,3.76,0.0,0.9356119382606607,0.99999999999505,1.4826515390417364e-24,1.7919042900865003e-37,1.2606738730410816e-25,5.599609265834284e-12,4.950085495273098e-12,3.14898936455115e-20,4.376564822156334e-19,6.495211474115333e-13,1.1189085351876306e-18,2.8424366310900986e-20,1.1839212691331213e-18,4.071438660521926e-21,1.5027664034699143e-29,3.720110663044227e-30,9.908745664251609e-29,5.5755181262067046e-30,7.690947565980106e-30,2.0041789538441565e-20
1.8438161576872434e-12,0.7252077724152793,3.76,0.0,0.9356119382559357,0.999999999990873,7.44576495126432e-24,8.998667545903592e-37,4.0207410284459647e-25,1.0324651487530363e-11,9.127047616430664e-12,1.0043372370834971e-19,1.3958767102729488e-18,1.1975955047291187e-12,3.568685652405348e-18,9.065811256412548e-20,2.7390708977724457e-18,1.2985278799947784e-20,7.546795149098794e-29,1.8682068065380723e-29,4.976126184994476e-28,2.7999819492639585e-29,3.862355791562843e-29,6.392205560920972e-20
3.687657324070863e-12,0.7252077724154317,3.76,0.0,0.935611938245611,0.9999999999817458,5.95666259746821e-23,7.198601060528595e-36,1.6082019713501974e-24,2.064944987096372e-11,1.8254219020046112e-11,4.0172403408011685e-19,5.583543496178475e-18,2.395197385145223e-12,1.4274837413529403e-17,3.6263983230117266e-19,8.114531736623459e-18,5.1938076058456084e-20,6.0374571585090825e-28,1.4945645179269968e-28,3.980966483987803e-27,2.2400004715152507e-28,3.0899653249297684e-28,2.556907712758389e-19
7.375339656838101e-12,0.7252077724157366,3.76,0.0,0.9356119382249612,0.9999999999634914,4.765326263637156e-22,5.758245643336292e-35,6.431954366501892e-24,4.129906720896841e-11,3.6508561803255946e-11,1.6067847417419592e-18,2.2334126429089052e-17,4.7903715423450606e-12,5.709923681681244e-17,1.4505962467208848e-18,2.6774287815839418e-17,2.0772482614029992e-19,4.82988474793317e-27,1.1956288696905892e-27,3.184802451600404e-26,1.791992334192683e-27,2.4720573632147754e-27,1.0227678696859182e-18
1e-11,0.7252077724163466,3.76,0.0,0.9356119382102641,0.999999999950499,1.6635992081258385e-21,2.0098733665846654e-34,1.3296246406163983e-23,5.599619532997259e-11,4.950085483283092e-11,3.321862703641163e-18,4.617778816459248e-17,6.495063721148876e-12,1.180577636385621e-16,2.9993503214709506e-18,5.1312458845340234e-17,4.294125714915676e-19,1.6860889153887887e-26,4.173876343297058e-27,1.1118458729871741e-25,6.255897133036523e-27,8.630571624522342e-27,2.114683145730511e-18
1.4750704322372577e-11,0.7252077724163466,3.76,0.0,0.935611938183662,0.9999999999269826,3.8122209738388186e-21,4.605539453854449e-34,2.5720795718920086e-23,8.259838417045494e-11,7.301724727345296e-11,6.4261989687233324e-18,8.93354436544398e-17,9.580601445394692e-12,2.283943020832576e-16,5.80263597188908e-18,9.572719444214974e-17,8.306732271040772e-19,3.86373238772463e-26,9.564582680907427e-27,2.547858546840306e-25,1.4335682343255246e-26,1.977764457695667e-26,4.091078542980476e-18
2.2126068987907054e-11,0.7252077724169566,3.76,0.0,0.9356119381423625,0.9999999998904738,1.090049476720937e-20,1.3167599648411682e-33,5.46463258141322e-23,1.238977834183434e-10,1.0952593264728876e-10,1.365427863601458e-17,1.898360663113703e-16,1.4370712940273502e-11,4.853335168189902e-16,1.2330957517583212e-17,1.963115524916472e-16,1.764846961848116e-18,1.1470158375844376e-25,2.7348373981691036e-26,7.563974533704412e-25,4.0990634988428203e-26,5.655386281245613e-26,8.693543522999676e-18
2.950143365344153e-11,0.7252077724175666,3.76,0.0,0.935611938101063,0.999999999853965,2.2992151519661937e-20,2.7772803865268854e-33,9.320389908288286e-23,1.6519726495355838e-10,1.4603461792462475e-10,2.3290396536937407e-17,3.238351484524745e-16,1.9160706030160558e-11,8.279147640902561e-16,2.1035715735728017e-17,3.285254190122597e-16,3.0100965356629556e-18,2.499228161993618e-25,5.768534601341029e-26,1.6481537788849002e-24,8.646023254936542e-26,1.1929328363761658e-25,1.4830160639991134e-17
4.4252162984510484e-11,0.7252077724187865,3.76,0.0,0.9356119380184638,0.9999999997809472,6.279800443628926e-20,7.58592467157991e-33,1.9291045929763849e-22,2.477964211501725e-10,2.190519882523869e-10,4.821220566637183e-17,6.704495225541836e-16,2.87404143305291e-11,1.714067299066665e-15,4.355367586503125e-17,6.671796451837321e-16,6.230208444525971e-18,7.254212863386618e-25,1.5755815065097301e-25,4.7841001108929046e-24,2.3614568229776345e-25,3.2585489218373773e-25,3.070394935321195e-17
5.900289231557944e-11,0.7252077724200063,3.76,0.0,0.9356119379358643,0.9999999997079293,1.3139312550311683e-19,1.5873030079030495e-32,3.279989190064316e-22,3.303958799543112e-10,2.920693582241322e-10,8.198402234516367e-17,1.1402426531396758e-15,3.831968723991917e-11,2.9151385478674224e-15,7.407645520314471e-17,1.1221307159495128e-15,1.0593016876103133e-17,1.5863604540994223e-24,3.2967099538818397e-25,1.0462318947753464e-23,4.9408822992726995e-25,6.818501458812039e-25,5.221934475961334e-17
7.375362164664839e-11,0.7252077724212262,3.76,0.0,0.9356119378532645,0.9999999996349113,2.3919371408830923e-19,2.8897756092087087e-32,5.009655553930579e-22,4.12995662986973e-10,3.650867278135043e-10,1.2523380130867254e-16,1.7420073680537253e-15,4.78984936802211e-11,4.453608555699873e-15,1.1317685998810138e-16,1.7016725638554682e-15,1.6179145439286004e-17,2.976120294074834e-24,6.0016886799384885e-25,1.9628792353529143e-23,8.994547417058407e-25,1.2413803223021785e-24,7.977930427810275e-17
9.999999999999999e-11,0.7252077724236662,3.76,0.0,0.9356119377062915,0.9999999995049879,5.766703521068237e-19,6.967236859284867e-32,9.041781293429958e-22,5.599685470142051e-10,4.95008540578231e-10,2.2609249045804236e-16,3.1458666027476177e-15,6.494114994834503e-11,8.042714375337334e-15,2.044087482552192e-16,3.0473167063796753e-15,2.92013318551079e-17,7.416141227508024e-24,1.4470725951025683e-24,4.8917650757610495e-23,2.1684597115605898e-24,2.993451580373067e-24,1.4407655527910478e-16
1.032550803087863e-10,0.7252077724236662,3.76,0.0,0.9356119376880637,0.9999999994888747,6.315240146240728e-19,7.629989309276567e-32,9.627028777141631e-22,5.781962221458378e-10,5.111214658148338e-10,2.407342340918378e-16,3.349702912788961e-15,6.705467799664519e-11,8.563842400318923e-15,2.1765633552604917e-16,3.2422666741032217e-15,3.1091454499213995e-17,8.142354103107592e-24,1.5847335623036284e-24,5.370834059090927e-23,2.3747235118602878e-24,3.2782559529885733e-24,1.5341250176283971e-16
1.6225799763306212e-10,0.7252077724285457,3.76,0.0,0.9356119373576579,0.9999999991967998,2.441843003569763e-18,2.949756062490981e-31,2.3453679342393808e-21,9.086012887803861e-10,8.031909371008432e-10,5.868676106867047e-16,8.171652109240471e-15,1.0536136814273224e-10,2.089165963473687e-14,5.31126822148665e-16,7.839661402407746e-15,7.574640050233021e-17,3.232939584546324e-23,6.1287655953783564e-24,2.133049353356802e-22,9.181763946443942e-24,1.2681739279149994e-23,3.742785320601528e-16
2.2126091495733794e-10,0.7252077724334253,3.76,0.0,0.9356119370272465,0.9999999989047225,6.059725944260809e-18,7.319731909360751e-31,4.339196960113142e-21,1.2390116246868329e-09,1.0952604020439562e-09,1.0864238816908205e-15,1.5137223446417456e-14,1.436604815783422e-10,3.869990880947669e-14,9.84119727483102e-16,1.4459721549770622e-14,1.4014010425992709e-16,8.092557546546286e-23,1.521161270885567e-23,5.340450365175711e-22,2.2785029183398555e-23,3.148361961687204e-23,6.933610210435489e-16
3.392667496058896e-10,0.7252077724431844,3.76,0.0,0.935611936366407,0.9999999983205605,2.2006179742485204e-17,2.657211250827047e-30,1.0147737425456232e-20,1.899848101968981e-09,1.6793993125427495e-09,2.544028108147459e-15,3.5495066535765826e-14,2.2023599352370111e-10,9.074718081097373e-14,2.3089487562163257e-15,3.376090271628517e-14,3.2773793859438758e-16,2.956825269694324e-22,5.526126595603151e-23,1.9522367479961133e-21,8.273941763294134e-23,1.1443936395960946e-22,1.6260808671935672e-15
5.752784189029929e-10,0.725207772462702,3.76,0.0,0.9356119350446612,0.9999999971522079,1.0993783655171888e-16,1.3257180508807e-29,2.897140462286994e-20,3.2215842928509225e-09,2.847677053643473e-09,7.282677503836818e-15,1.0190275106418526e-13,3.7329621304123283e-10,2.6052784715617393e-13,6.636514773779545e-15,9.657421574107214e-14,9.356991700928903e-16,1.480806548578702e-21,2.7628557915461062e-22,9.787518079998863e-21,4.1328644274015744e-22,5.728193872252065e-22,4.669683478137643e-15
8.112900882000961e-10,0.7252077724822191,3.76,0.0,0.9356119337228261,0.9999999959838167,3.005901170772566e-16,3.623267140059053e-29,5.730323601192333e-20,4.543404818151216e-09,4.015954685113911e-09,1.443875615967183e-14,2.0254699527422423e-13,5.262354326355241e-10,5.178415207041613e-13,1.3204617683693216e-14,1.916249643874264e-13,1.8507764350847737e-15,4.049873822118149e-21,7.558574584364737e-22,2.6789403830123942e-20,1.1298780770303335e-21,1.5685856060438911e-21,9.28410157510552e-15
9.999999999999999e-10,0.7252077725017361,3.76,0.0,0.9356119326658504,0.9999999950495686,5.549494247925543e-16,6.688537029760635e-29,8.669781310256637e-20,5.600365095223464e-09,4.950084552936252e-09,2.1886087288810456e-14,3.0763239636713937e-13,6.484353981006179e-10,7.865121377331902e-13,2.0071609101082232e-14,2.9077526856218107e-13,2.8002020015785786e-15,7.475849693967648e-21,1.3961223735755474e-21,4.948291350167291e-20,2.0858031670373084e-21,2.8995048732130616e-21,1.4103764164046402e-14
1.0473017574971995e-09,0.7252077725017361,3.76,0.0,0.9356119324009016,0.9999999948153874,6.329026275926356e-16,7.627945739607983e-29,9.500475857878412e-20,5.8653097056286135e-09,5.184232202640604e-09,2.3993162643422362e-14,3.374011499954893e-13,6.790537517409324e-10,8.62621817273268e-13,2.2017866915079117e-14,3.188526096478474e-13,3.0685133786676976e-15,8.525674926407507e-21,1.592380573824857e-21,5.64386347516657e-20,2.378754592281488e-21,3.307591742065352e-21,1.5469258667258057e-14
1.2833134267943029e-09,0.7252077725212522,3.76,0.0,0.9356119310788878,0.9999999936469195,1.1470837928907356e-15,1.3824481754763548e-28,1.4193488786019834e-19,7.187298984105795e-09,6.3525096017693094e-09,3.592631602660717e-14,5.064377941071679e-13,8.317512724947832e-10,1.294800534692386e-12,3.30809711093283e-14,4.781948061213815e-13,4.58436952419444e-15,1.5447024079800782e-20,2.8877052875012727e-21,1.0233264543213046e-19,4.310863371507849e-21,6.003585151082292e-21,2.3225081850726405e-14
1.7553367653885094e-09,0.7252077725602833,3.76,0.0,0.9356119284345922,0.999999991309869,2.8699460631739558e-15,3.4589039563054625e-28,2.629691500966255e-19,9.831530820310035e-09,8.689064028338695e-09,6.685713106297668e-14,9.469569918184338e-13,1.136784296101394e-09,2.421101201131102e-12,6.197385495141728e-14,8.929924016652056e-13,8.493967324263395e-15,3.8615827071855236e-20,7.233409351973736e-21,2.56195572179382e-19,1.0783407049526441e-20,1.5065122550546813e-20,4.344846535943883e-14
2.227360103982716e-09,0.7252077725993125,3.76,0.0,0.9356119257899392,0.9999999889726656,5.791074669322945e-15,6.979628462388838e-28,4.1931005602426144e-19,1.2476100555472414e-08,1.1025617929163915e-08,1.0707688928167226e-13,1.5238847995035199e-12,1.441335318495558e-09,3.8961986467971085e-12,9.991992265557524e-14,1.4355197598035166e-12,1.3544297206535183e-14,7.785143559607943e-20,1.4613245961796704e-20,5.172388349429789e-19,2.1754871028066703e-20,3.048669965065132e-20,6.995368696401483e-14
2.6993834425769222e-09,0.7252077726383397,3.76,0.0,0.9356119231449288,0.99999998663531,1.0248861935006676e-14,1.2350055838479918e-27,6.098355849027152e-19,1.5121008427332466e-08,1.3362171266761662e-08,1.5642557537266896e-13,2.23698958408601e-12,1.745405195275341e-09,5.7195202504171e-12,1.4695674483299402e-13,2.105254087240344e-12,1.96992466614364e-14,1.3765205853026176e-19,2.5894418716108807e-20,9.158570663262143e-19,3.849345550300334e-20,5.4110067660183823e-20,1.0274015402573407e-13
3.6434301197653353e-09,0.7252077727163887,3.76,0.0,0.9356119178538352,0.9999999819601428,2.508677311812756e-14,3.018716953419811e-27,1.0893616020656355e-18,2.0411839477613132e-08,1.8035276106922667e-08,2.819095186024247e-13,4.0708260369663304e-12,2.3521048200379884e-09,1.0408616183162542e-11,2.684396454471875e-13,3.824322658293703e-12,3.5191711515091676e-14,3.362336098154136e-19,6.357769155997543e-20,2.2442206632331434e-18,9.418026380077074e-20,1.3328974747063748e-19,1.8715452960042284e-13
4.587476796953748e-09,0.7252077727944304,3.76,0.0,0.9356119125613108,0.9999999772843706,4.9993518694068414e-14,6.0027908572289494e-27,1.6935419864284187e-18,2.5704025742252693e-08,2.270837825977032e-08,4.4212379292412393e-13,6.446665622085182e-12,2.956889746250177e-09,1.6483974166025868e-11,4.26691564542706e-13,6.0461815648678805e-12,5.4713683985265764e-14,6.686658612481494e-19,1.2711114745919268e-19,4.476987967937671e-18,1.8759985596690883e-19,2.672612179825717e-19,2.9668701377295464e-13
5.531523474142162e-09,0.7252077728724654,3.76,0.0,0.9356119072673553,0.9999999726079966,8.755348341924292e-14,1.0483661268670837e-26,2.414900157809275e-18,3.099756892967015e-08,2.7381477439093574e-08,6.35929689559093e-13,9.362714506478479e-12,3.559766470536459e-09,2.3941222866407283e-11,6.21964449727262e-13,8.766864495089677e-12,7.802448225144924e-14,1.1686389315749871e-18,2.233738136398713e-19,7.848514340822305e-18,3.283941436911178e-19,4.708744504335524e-19,4.3133305753184423e-13
6.475570151330575e-09,0.7252077729504935,3.76,0.0,0.9356119019719679,0.9999999679310235,1.4034036655057749e-13,1.6749076530710856e-26,3.2464306995663558e-18,3.629247069532745e-08,3.205457335987972e-08,8.622281908461671e-13,1.2817175284391637e-11,4.160741448062148e-09,3.277600934635911e-11,8.544951016640692e-13,1.198243283574918e-11,1.0489857224102834e-13,1.869417486432551e-18,3.593520771454324e-19,1.2593177181048442e-17,5.261449893203685e-19,7.592666070175206e-19,5.910881142928233e-13
7.419616828518989e-09,0.7252077730285154,3.76,0.0,0.935611896675148,0.9999999632534545,2.109209942543449e-13,2.5077689229611674e-26,4.181554399706284e-18,4.158873264610432e-08,3.6727665737884314e-08,1.1199565703342674e-12,1.6808244546602046e-11,4.759821103391968e-09,4.298399248403073e-11,1.1245066346652295e-12,1.5688969509804878e-11,1.351241230041268e-13,2.803899052298482e-18,5.421628900666847e-19,1.8945713550200875e-17,7.903881124283517e-19,1.1478796167522568e-18,7.759476333221598e-13
9.307710182895814e-09,0.7252077731845397,3.76,0.0,0.9356118860772086,0.9999999538965392,4.1569491380014897e-13,4.8990253172194067e-26,6.338072112625182e-18,5.2185343310309945e-08,4.6073838732521485e-08,1.7256140961601041e-12,2.6392970072470464e-11,5.95232000078983e-09,6.750224494032231e-11,1.7778067351320289e-12,2.455938468247357e-11,2.0484041131871058e-13,5.5038342233432735e-18,1.0774478227344534e-18,3.741472148970119e-17,1.5562609132479004e-18,2.28893339310245e-18,1.220961842558546e-12
9.999999999999999e-09,0.7252077733405403,3.76,0.0,0.9356118821899225,0.9999999504651351,5.152060294663656e-13,6.049805166585275e-26,7.217349621055216e-18,5.607207215624304e-08,4.950070970538243e-08,1.976595585856165e-12,3.044042065061455e-11,6.3876795587276805e-09,7.785719237854416e-11,2.055430100219016e-12,2.829385128639167e-11,2.3327026971087815e-13,6.8113154899552795e-18,1.3397230553124679e-18,4.640569198854609e-17,1.928120338253839e-18,2.849002531454008e-18,1.4092790794793015e-12
1.1195803537272641e-08,0.7252077733405403,3.76,0.0,0.9356118754735329,0.9999999445372738,7.222535793578334e-13,8.424397693226363e-26,8.839333067606524e-18,6.278741285200871e-08,5.5419994166222494e-08,2.4450794564045073e-12,3.810236319371916e-11,7.137313940405927e-09,9.746151501965562e-11,2.5834082960352595e-12,3.5347223373207865e-11,2.8572030906078334e-13,9.524305802849608e-18,1.889149267417313e-18,6.513875253046927e-17,2.7012949397665473e-18,4.023428137494848e-18,1.7663392343530825e-12
1.3083896891649468e-08,0.7252077734965185,3.76,0.0,0.9356118648641171,0.9999999351756802,1.1508375800351665e-12,1.3268417639544697e-25,1.1645541895167987e-17,7.33949524889181e-08,6.476612979713008e-08,3.271042402186587e-12,5.1921827045638774e-11,8.31485320115118e-09,1.3282756647475917e-10,3.5426837355911137e-12,4.8021973169343104e-11,3.7648203977084604e-13,1.511530880537734e-17,3.0398895711123875e-18,1.0400422137595197e-16,4.2999113009826644e-18,6.485341843807334e-18,2.412043343210102e-12
1.4971990246026295e-08,0.7252077736524754,3.76,0.0,0.9356118542489573,0.9999999258117795,1.7215464326490882e-12,1.9597474664273118e-25,1.4721510623087962e-17,8.400797276800695e-08,7.411224339846333e-08,4.196665873113118e-12,6.783670291011302e-11,9.484987583171834e-09,1.7356639414507422e-10,4.656857366707566e-12,6.255349359826476e-11,4.75992041483081e-13,2.2521135563626837e-17,4.5952534602902135e-18,1.5590034719076851e-16,6.4256532878650536e-18,9.813119568042185e-18,3.1580376966644136e-12
1.6860083600403122e-08,0.7252077738084122,3.76,0.0,0.93561184362805,0.9999999164455927,2.4543386618989893e-12,2.7560019442320746e-25,1.803610249332474e-17,9.462648359870112e-08,8.345833275831075e-08,5.215553881762651e-12,8.583227324552877e-11,1.0647766430457242e-08,2.1964422063747668e-10,5.927023262179022e-12,7.89120105887983e-11,5.832470974347102e-13,3.198053221746957e-17,6.62401494237787e-18,2.227192072762737e-16,9.151182895872434e-18,1.4149622086351804e-17,4.004285814410861e-12
1.874817695477995e-08,0.7252077739643306,3.76,0.0,0.9356118330013917,0.9999999070771405,3.369032121088582e-12,3.7287117038532035e-25,2.156178948266844e-17,1.0525049428022321e-07,9.280439567941146e-08,6.3217246611103646e-12,1.0589376373581799e-10,1.180323865000605e-08,2.7102749286272986e-10,7.354159473584917e-12,9.706811157426095e-11,6.973601174145859e-13,4.3726831285114973e-17,9.19832372330737e-18,3.063558723175364e-16,1.254827953292705e-17,1.9642095749575138e-17,4.950751206038494e-12
2.25243636635336e-08,0.7252077742761148,3.76,0.0,0.9356118117308094,0.9999998883335178,5.822686689381937e-12,6.24778265293888e-25,2.9152185455149364e-17,1.2651504948996778e-07,1.1149643348902872e-07,8.773914184338329e-12,1.5215514188302404e-10,1.409245673239997e-08,3.8957727461641683e-10,1.0682745461691804e-11,1.3865720239120289e-10,9.431217725600393e-13,7.498711089626506e-17,1.6289837530457448e-17,5.316779131055309e-16,2.1639867363311145e-17,3.470557497375301e-17,7.1441877998643864e-12
2.6300550372287253e-08,0.7252077745878361,3.76,0.0,0.9356117904371871,0.999999869581065,9.238220068165555e-12,9.590545100583948e-25,3.7330322580075204e-17,1.4780170156184674e-07,1.3018833953782382e-07,1.151271843727608e-11,2.0650161985238584e-10,1.6353024908865296e-08,5.289517293807523e-10,1.464857961562067e-11,1.8709255021544434e-10,1.2080423399726096e-12,1.180651318580325e-16,2.6519543303317203e-17,8.470877669012837e-16,3.425695891126814e-17,5.626731717822062e-17,9.738055348069803e-12
3.007673708104091e-08,0.7252077748995018,3.76,0.0,0.9356117691205041,0.999999850819929,1.3769056198320802e-11,1.3809232559259832e-24,4.5969389798585116e-17,1.6911050548888925e-07,1.4888009676383673e-07,1.4502714916839197e-11,2.68813269709621e-10,1.858532013735115e-08,6.888903249289767e-10,1.925648236375463e-11,2.4215147905972654e-10,1.4880323513693636e-12,1.7464546708127807e-16,4.0598220768622145e-17,1.2678550764331875e-15,5.094198743305177e-17,8.565764002952672e-17,1.2732061568491516e-11
