Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201)
1.1615260235383423e-05,0.8422039578152927,3.76,0.0,0.7073590980272482,0.9981692265069281,0.0019515247226181169,5.6514619481915384e-14,6.023154390055158e-10,0.004966646206250926,0.0004095383813509357,1.9349423314035145e-07,5.173793912325839e-05,4.2927524322534606e-05,0.0014412711996128536,0.000700186685201803,1.2996106160480979e-05,3.210739172330913e-07,5.332934893179177e-07,9.439045176520077e-05,9.773650776557598e-05,9.803373410338322e-07,6.498029166232938e-05,6.165679610135739e-06,2.3385415269242216e-12,7.834671988377016e-09,4.6334505251082463e-07,1.859727116628368e-11,4.5437409355965794e-08,7.183154415707479e-08,2.5203381404029795e-15,3.1603305610987403e-12,7.828231746182156e-15,3.030815626739134e-09,2.3457682848630717e-05,4.672624235840163e-11,8.021111482593831e-10,5.294446541902039e-15,2.5879764677807354e-18,6.27716577182242e-12,1.151645078511739e-12,1.0783025030575375e-09,3.49098041067763e-14,1.8785533489390216e-16,2.6970641251228915e-08,9.980984004318221e-11,1.0529593024739365e-17,5.6433566763656524e-15,4.8490493892859826e-08,1.381873939390281e-08,4.7775754332848496e-11,4.5873862847337824e-17,1.6248988218150094e-15,2.2302182297497486e-15,2.753232925225812e-24,2.293242572437997e-13,1.517316436825404e-25,8.856096494944276e-15,9.29197380732668e-16,2.3211981375884466e-15,1.691571691494287e-11,1.1533226411143361e-16,7.274705115116527e-16
1.1837068642452725e-05,0.8422115710002481,3.76,0.0,0.7071924410067424,0.9981172314880318,0.0020189993157226677,5.875542790078468e-14,6.160793502162262e-10,0.005074868135765885,0.0004093478857602692,1.9770250102443266e-07,5.2629255677021256e-05,4.3633383833861424e-05,0.0014856901683531075,0.0007287190212976601,1.3208346676204987e-05,3.2797971226110655e-07,5.578644800499357e-07,0.00010058680241916193,0.00010349939913547706,1.03571301313297e-06,6.934646315290874e-05,6.17425630251236e-06,2.4920645938968393e-12,8.484534989653054e-09,5.0820009124605e-07,2.072539751057952e-11,4.727719549909814e-08,7.476249668902277e-08,2.6230323175122348e-15,3.3209991084409952e-12,8.147163468233426e-15,3.1555435840482098e-09,2.485846139578445e-05,5.2246399522800445e-11,8.892169641133097e-10,5.8698549960644215e-15,2.87893866441149e-18,6.779023861507475e-12,1.2326100063807779e-12,1.2296728191481236e-09,3.9810659006508933e-14,2.0236620049551257e-16,2.836216876730951e-08,1.1405263475261719e-10,1.1752739861830268e-17,6.2565035600851946e-15,5.032726097159808e-08,1.4731566451885215e-08,5.558563933220216e-11,5.3369588359054413e-17,1.7896725077917666e-15,2.3638172510069185e-15,3.1142779228550204e-24,2.5793878986464165e-13,1.7137419460349295e-25,9.92892202892826e-15,1.0811147296256422e-15,2.4157649933946352e-15,1.8419115192138943e-11,1.225021024201504e-16,8.26185707366543e-16
1.2058877049522026e-05,0.8422192547480947,3.76,0.0,0.7070238623464137,0.9980643011915074,0.0020876430804198506,6.105908622480554e-14,6.299037646782909e-10,0.00518322575681752,0.00040907759668976063,2.019153542009113e-07,5.352444706340699e-05,4.435062900733671e-05,0.0015308904327859388,0.0007577836802464732,1.3422738155095844e-05,3.3485503323093644e-07,5.83078519751555e-07,0.00010706332864217534,0.00010947031990147362,1.093145338700488e-06,7.39220514330922e-05,6.18120467276254e-06,2.652529878232993e-12,9.175807180103898e-09,5.565047788037226e-07,2.305732020798322e-11,4.915937001614357e-08,7.776039513520792e-08,2.7280608073751322e-15,3.486702057540659e-12,8.473343279453927e-15,3.2831701317184097e-09,2.631638596461887e-05,5.831323243266409e-11,9.841054398719022e-10,6.496732479015696e-15,3.197210792234282e-18,7.310682941334884e-12,1.3176375947668845e-12,1.3989597491404169e-09,4.529163250798009e-14,2.1773442708655557e-16,2.9795469526572997e-08,1.3002231865212002e-10,1.3094304529782576e-17,6.9244773985260715e-15,5.220074776758405e-08,1.56859974312082e-08,6.450178686294999e-11,6.192642898663022e-17,1.968001257490235e-15,2.5029020624369437e-15,3.51513384076421e-24,2.895459879920762e-13,1.9312847612622768e-25,1.1109217597938151e-14,1.2545540168256315e-15,2.5124808609550388e-15,2.0023842798300335e-11,1.2998727420937039e-16,9.364994012489213e-16
1.2280685456591328e-05,0.8422270098022405,3.76,0.0,0.7068533487822363,0.9980104225615203,0.0021574617712948373,6.342731305071054e-14,6.437893005653154e-10,0.005291710597746804,0.00040873531183329695,2.061324443661053e-07,5.442374329612042e-05,4.5079565363583104e-05,0.001576885028001176,0.0007873759577400753,1.3639338653960144e-05,3.417006049293671e-07,6.089402243045221e-07,0.00011382710238497376,0.0001156514210013577,1.1526727672929876e-06,7.871326525679898e-05,6.1866688230039595e-06,2.8201126405695284e-12,9.910402843700162e-09,6.084600425532317e-07,2.560911645228638e-11,5.108438001670447e-08,8.082584488783517e-08,2.83544407736797e-15,3.657499690751149e-12,8.806834689384029e-15,3.4137222683352085e-09,2.7832777007525413e-05,6.497144378853209e-11,1.0873326928696078e-09,7.17876333774867e-15,3.544897848504921e-18,7.873318609534385e-12,1.4068455842522751e-12,1.5879047060269177e-09,5.140911479356414e-14,2.3399726994419465e-16,3.127082394941334e-08,1.4789319584352269e-10,1.4563677224895058e-17,7.651201596786864e-15,5.4111330287540355e-08,1.66830984195646e-08,7.465791676664671e-11,7.16725323869863e-17,2.1607503477199504e-15,2.6476018713368446e-15,3.9593975348094985e-24,3.2440345053808203e-13,2.1717678185724142e-25,1.240561746226412e-14,1.4521170626697585e-15,2.6113645635021356e-15,2.1734596465785845e-11,1.3779774126796969e-16,1.0595873819968728e-15
1.250249386366063e-05,0.8422348369795688,3.76,0.0,0.7066808865013694,0.9979555826883546,0.002228461453565147,6.586188549373841e-14,6.577367062812524e-10,0.005400314797190966,0.0004083285060465756,2.1035344687725633e-07,5.5327375919638436e-05,4.582049623707736e-05,0.0016236872888004204,0.0008174910958345635,1.3858205650831215e-05,3.485173264849109e-07,6.354542379608672e-07,0.0001208852351178034,0.00012204475470066657,1.2143339399809556e-06,8.372639345907884e-05,6.190787766252479e-06,2.994989123123258e-12,1.069029771927493e-08,6.642751199680477e-07,2.839789804695807e-11,5.3052688292486676e-08,8.395947359515135e-08,2.945203351583877e-15,3.833451942586947e-12,9.147703553787603e-15,3.5472278915505487e-09,2.9408967541493007e-05,7.226872794163204e-11,1.1994856946114326e-09,7.919836982512445e-15,3.924236933712588e-18,8.468131280776085e-12,1.5003524675018606e-12,1.7983829673901318e-09,5.82238314928336e-14,2.5119322669520253e-16,3.278850478626282e-08,1.6785386149192702e-10,1.6170853412716314e-17,8.440817874480302e-15,5.605940918151333e-08,1.7723942200314053e-08,8.620128254037983e-11,8.274899786480599e-17,2.3688253955952755e-15,2.798047241212146e-15,4.450923188606694e-24,3.6278682771703335e-13,2.4371345191975283e-25,1.3827291437266969e-14,1.6766690488880892e-15,2.712435619762877e-15,2.3556193639358653e-11,1.4594381553198035e-16,1.196728703265594e-15
1.2724302270729931e-05,0.8422427371692618,3.76,0.0,0.7065064611489773,0.9978997687971392,0.002300648505186546,6.836464047207193e-14,6.717468600399907e-10,0.005509031084719183,0.0004078643369454533,2.145780599921822e-07,5.623557763255051e-05,4.657372279867461e-05,0.0016713108476480774,0.0008481242911845546,1.4079396038085656e-05,3.553062597780224e-07,6.626252406889126e-07,0.0001282448778471289,0.0001286522759884136,1.278167706809604e-06,8.896780550172019e-05,6.193695431857398e-06,3.1773365502304416e-12,1.1517530587092762e-08,7.241677919453434e-07,3.144186612007072e-11,5.506477353613583e-08,8.716193162210556e-08,3.0573606251444656e-15,4.014618448408457e-12,9.496018121381387e-15,3.6837158168303433e-09,3.1046303563683604e-05,8.025593624956883e-11,1.3211835969195297e-09,8.724056753515524e-15,4.337604145499704e-18,9.096346538697666e-12,1.598277513594383e-12,2.0324113768337854e-09,6.580109318660504e-14,2.693620796564603e-16,3.434877794007932e-08,1.901081307634385e-10,1.7926466427652706e-17,9.297695708858244e-15,5.8045409651566326e-08,1.8809608278468452e-08,9.92937923966191e-11,9.53109466474968e-17,2.593173683083113e-15,2.954370136327898e-15,4.99383630683808e-24,4.0499087449635674e-13,2.729454461507521e-25,1.5383969769158093e-14,1.9313603366830413e-15,2.815714257761074e-15,2.5493573439664437e-11,1.5443617201555845e-16,1.3493137131751379e-15
1.2946110677799232e-05,0.8422507113316003,3.76,0.0,0.7063300578353163,0.9978429682366082,0.002374029618486605,7.093747601558208e-14,6.858207693635302e-10,0.005617852761261649,0.0004073496509026409,2.1880600410056692e-07,5.714858193202109e-05,4.733954408701917e-05,0.0017197696326552378,0.0008792707027512457,1.4302966117212332e-05,3.620686161163132e-07,6.904579551559638e-07,0.00013591322120662182,0.000135475844093879,1.344213144132285e-06,9.444395207731198e-05,6.195520688275698e-06,3.367333130736071e-12,1.2394204899862887e-08,7.88364621733482e-07,3.476036828124735e-11,5.712113058950757e-08,9.043389244037189e-08,3.1719386764292226e-15,4.201058594838134e-12,9.851849074056752e-15,3.823215793898404e-09,3.27461444759052e-05,8.898725022644953e-11,1.45307910805109e-09,9.595749127725178e-15,4.787521874610381e-18,9.759215489879796e-12,1.700740783708514e-12,2.2921563520147867e-09,7.421105485313e-14,2.88544939793373e-16,3.5951903275780907e-08,2.148760155321211e-10,1.9841822052854682e-17,1.0226442139661718e-14,6.006978132851305e-08,1.9941182918550177e-08,1.1411320454685847e-10,1.095286627673585e-16,2.834785523235312e-15,3.1167039672552145e-15,5.592548627479545e-24,4.5133056054918573e-13,3.050929366631459e-25,1.7085969470392295e-14,2.2196497293468967e-15,2.921221426717521e-15,2.7551797502940855e-11,1.6328586277877648e-16,1.518852687542226e-15
1.3167919084868534e-05,0.8422587604967441,3.76,0.0,0.7061516611430521,0.9977851684679192,0.0024486118013532874,7.358235268410999e-14,6.999595707959314e-10,0.005726773679387758,0.0004067909894050866,2.2303702094902493e-07,5.80666227796798e-05,4.811825704501301e-05,0.00176907786560148,0.0009109254589913439,1.4528971595308252e-05,3.688057447889798e-07,7.189571534204287e-07,0.00014389749561758252,0.00014251722411292341,1.412509571747607e-06,0.00010016136576998363,6.196387381705599e-06,3.565158062105286e-12,1.3322490457529233e-08,8.571011996218865e-07,3.8373958312305875e-11,5.9222270585707156e-08,9.377605307528752e-08,3.2889610838189347e-15,4.392831556758534e-12,1.0215269573797402e-14,3.96575852634522e-09,3.450986351691944e-05,9.852036280228088e-11,1.5958599208789544e-09,1.053947327009311e-14,5.276666266363326e-18,1.0458015120951373e-11,1.807863144590173e-12,2.5799422072598155e-09,8.352898551206607e-14,3.0878428863377833e-16,3.7598135414301037e-08,2.423947509643457e-10,2.1928933851184064e-17,1.1231911944090624e-14,6.213299808790846e-08,2.111975919364138e-08,1.3085440059373411e-10,1.2558880832385204e-16,3.094695665147867e-15,3.285183636803328e-15,6.2517730827908585e-24,5.021422397970131e-13,3.403899204240919e-25,1.8944220721318874e-14,2.545329255516026e-15,3.0289788110295167e-15,2.9736051030588215e-11,1.7250432873662422e-16,1.7069848979361658e-15
1.3389727491937835e-05,0.84226688576349,3.76,0.0,0.7059712551347817,0.9977263570535471,0.0025244023780061934,7.630129510317073e-14,7.141645295730152e-10,0.005835788223486796,0.00040619459573496084,2.2727087286206538e-07,5.898993428904912e-05,4.891015656222302e-05,0.0018192500599994554,0.0009430836645396084,1.4757467583289868e-05,3.755191229156696e-07,7.481276631275678e-07,0.00015220497151416604,0.00014977808873254382,1.4830965696593963e-06,0.00010612666177097658,6.19641438915221e-06,3.770991536148187e-12,1.430462512346062e-08,9.306223935454377e-07,4.23044584868508e-11,6.1368721053435e-08,9.718913442618069e-08,3.408452235045523e-15,4.589996342835249e-12,1.0586355293556577e-14,4.1113756843195675e-09,3.633884820172845e-05,1.0891666801621728e-10,1.7502501953078625e-09,1.1560030953315258e-14,5.8078750958714826e-18,1.1194048714655553e-11,1.9197663078693245e-12,2.8982597989257697e-09,9.383554833781589e-14,3.301240237920463e-16,3.9287724509516733e-08,2.729198741786048e-10,2.42005605645931e-17,1.2319218205158594e-14,6.423555781579734e-08,2.234643704491658e-08,1.4973074108423078e-10,1.43695716605816e-16,3.3739847435678617e-15,3.459945587141185e-15,6.976539480352799e-24,5.577848827348102e-13,3.790848525073837e-25,2.0970294504303484e-14,2.9125505514803187e-15,3.1390088393702286e-15,3.205164392603816e-11,1.8210341175621566e-16,1.9154884161639037e-15
1.3611535899007137e-05,0.8422750882980313,3.76,0.0,0.7057888233607283,0.9976665216462778,0.002601408989378167,7.909639342184707e-14,7.284370391005859e-10,0.005944891289902383,0.00040556642193785954,2.315073419610116e-07,5.99187504344522e-05,4.971553552668802e-05,0.001870301019207204,0.0009757404064015324,1.4988508595762474e-05,3.822103431273416e-07,7.779743732812578e-07,0.0001608429596284747,0.00015726002004265208,1.5560139945571312e-06,0.00011234653864713269,6.19571568454068e-06,3.985014746239963e-12,1.5342916584957562e-08,1.0091826057538228e-06,4.6575024614447555e-11,6.356102608664334e-08,1.0067388148355787e-07,3.530437332723503e-15,4.792611846037453e-12,1.0965184438449832e-14,4.260099913544109e-09,3.82345007669249e-05,1.2024145948136647e-10,1.9170120971365535e-09,1.2662476863893494e-14,6.3841561490165355e-18,1.1968646266592118e-11,2.036572859834893e-12,3.2497755018364747e-09,1.0521709151238906e-13,3.5260950716927067e-16,4.102091700639842e-08,3.067263572752125e-10,2.667024601405279e-17,1.3493743290599463e-14,6.637798216104796e-08,2.362232335096655e-08,1.7097550745095135e-10,1.6407276725637872e-16,3.673780776456896e-15,3.64112784776895e-15,7.772211384671372e-24,6.186413749671684e-13,4.2144130070100875e-25,2.3176432148118708e-14,3.3258529246945914e-15,3.251334690922247e-15,3.450401174117375e-11,1.9209536863494816e-16,2.1462906892062835e-15
1.3833344306076439e-05,0.8422833693327023,3.76,0.0,0.7056043488665773,0.9976056499783132,0.002679639593134885,8.196980494601189e-14,7.427786207902611e-10,0.0060540782670696226,0.00040491213604274673,2.3574622938273947e-07,6.085330478129678e-05,5.0534684881845614e-05,0.0019222458345932653,0.0010088907596666871,1.5222148552578381e-05,3.8888110283574867e-07,8.085022397472333e-07,0.00016981881133061136,0.00016496451142437152,1.6313019960161438e-06,0.00011882777916036675,6.194400416546374e-06,4.207409895904257e-12,1.643974415838753e-08,1.0930460356954236e-06,5.1210213908561495e-11,6.579974642491768e-08,1.0423106364667356e-07,3.6549424069288364e-15,5.00073687539916e-12,1.135183777859409e-14,4.4119648496822316e-09,4.019823862116397e-05,1.3256413796824092e-10,2.0969473956887507e-09,1.385212929606776e-14,7.008695765310698e-18,1.2783164896377716e-11,2.158406281219603e-12,3.637340525303878e-09,1.1776595008828242e-13,3.7628761000512615e-16,4.279795637854886e-08,3.441097971307454e-10,2.935235973317192e-17,1.4761150249185348e-14,6.856081624725793e-08,2.4948532006238358e-08,1.9484343474801858e-10,1.869638478471569e-16,3.9952607050461516e-15,3.828870083450961e-15,8.64450299121181e-24,6.851198855330141e-13,4.677386221927941e-25,2.5575574826991174e-14,3.790193184954927e-15,3.3659803052069414e-15,3.7098716842480354e-11,2.0249288251156747e-16,2.4014796182551665e-15
1.405515271314574e-05,0.8422917301647198,3.76,0.0,0.705417814201428,0.997543729850508,0.0027591024633598434,8.492375605833253e-14,7.571909239519485e-10,0.006163345015701149,0.00040423712949917874,2.39987354500065e-07,6.179383023749098e-05,5.136789368799916e-05,0.001975099883759226,0.0010425297927574683,1.545844078205589e-05,3.95533195761917e-07,8.397162903111622e-07,0.00017913991901911952,0.00017289296950450544,1.7090010321805688e-06,0.00012557725113616967,6.192572996873476e-06,4.438360208652198e-12,1.7597560634871068e-08,1.1824869492630938e-06,5.62360557814729e-11,6.808545946107773e-08,1.078614749444662e-07,3.781994321143369e-15,5.214430196189665e-12,1.174639866839739e-14,4.567005126594953e-09,4.223149480009609e-05,1.4595842846366906e-10,2.2908991226421078e-09,1.5134581260496064e-14,7.684867816570078e-18,1.363898932051755e-11,2.285390999148664e-12,4.064000577415912e-09,1.3158075915161952e-13,4.0120676131730646e-16,4.461908384397403e-08,3.8538766445110103e-10,3.226213975696228e-17,1.612739465070833e-14,7.078462834089881e-08,2.632618400789535e-08,2.216123397753142e-10,2.126349057223342e-16,4.339651983006361e-15,4.02331364312819e-15,9.5994966364098e-24,7.576553086808871e-13,5.182726630563858e-25,2.818139422494695e-14,4.310977332160167e-15,3.4829703877512745e-15,3.98414497422085e-11,2.1330907404826047e-16,2.683315484022526e-15
1.4276961120215042e-05,0.8423001721549344,3.76,0.0,0.7052292014258297,0.9974807491217523,0.0028398061899317303,8.796054384571375e-14,7.716757252903864e-10,0.006272687849065785,0.00040354652479841226,2.442305541455621e-07,6.274055882562019e-05,5.2215449193141254e-05,0.0020288788288242788,0.001076652572233768,1.5697438025752828e-05,4.0216850097086887e-07,8.716216292742602e-07,0.00018881371655705541,0.0001810467161661632,1.7891518850442388e-06,0.0001326019083791513,6.190333197768103e-06,4.678049938967331e-12,1.8818894169897998e-08,1.277789954547271e-06,6.168012567070955e-11,7.041875934335389e-08,1.1156593410643295e-07,3.911620771862835e-15,5.433750580585572e-12,1.2148953051666546e-14,4.725256378942912e-09,4.433571842506765e-05,1.6050260707721876e-10,2.499753294484706e-09,1.6515712031237214e-14,8.416243324666303e-18,1.4537532323772259e-11,2.417652430571325e-12,4.533005886440601e-09,1.4676677857430677e-13,4.2741700055645395e-16,4.64845390581475e-08,4.309006146833103e-10,3.5415738567696914e-17,1.759873689133374e-14,7.305000952067838e-08,2.7756407550412572e-08,2.515848493807274e-10,2.413755948020715e-16,4.708234220589406e-15,4.224601609641009e-15,1.064366187116585e-23,8.367107830435575e-13,5.733564812701488e-25,3.1008325696782066e-14,4.894094193541726e-15,3.6023304115173915e-15,4.2738030159028975e-11,2.2455751562216577e-16,2.9942438508029867e-15
1.4498769527284343e-05,0.8423086967265835,3.76,0.0,0.705038492119879,0.997416695698514,0.0029217596776207264,9.108253788750595e-14,7.862349288792131e-10,0.0063821035134011385,0.00040284518324624,2.4847568184037973e-07,6.369372147552275e-05,5.307763690894309e-05,0.0020835986147764865,0.0011112541671665808,1.5939192444790685e-05,4.0878897285224747e-07,9.042234417879362e-07,0.00019884767974890605,0.0001894269906059095,1.8717956754279362e-06,0.00013990879163364913,6.187776257614808e-06,4.9266643843042645e-12,2.0106350219114652e-08,1.3792502842416047e-06,6.757162200501411e-11,7.280025702261727e-08,1.1534528476806362e-07,4.043850297630638e-15,5.658756833351602e-12,1.2559589482449066e-14,4.88675525208687e-09,4.651237516475885e-05,1.7627973817842992e-10,2.7244407011561722e-09,1.8001699128779002e-14,9.206600240350774e-18,1.5480235217835834e-11,2.5553170048942536e-12,5.0478215883652424e-09,1.6343622963934435e-13,4.549700259837719e-16,4.839456078297379e-08,4.810138634981596e-10,3.883026978407158e-17,1.9181754968792653e-14,7.53575733270352e-08,2.9240338127258807e-08,2.850902339314439e-10,2.7350102241538877e-16,5.102340874953281e-15,4.4328788490139465e-15,1.1783874498487585e-23,9.227792923517695e-13,6.333210940599334e-25,3.407160129178875e-14,5.545951108446634e-15,3.724086623202146e-15,4.5794408283825614e-11,2.3625224267596276e-16,3.336909063546714e-15
1.4720577934353645e-05,0.842317305364047,3.76,0.0,0.7048456673913482,0.9973515575245523,0.003004972144929743,9.429218273763863e-14,8.008705664256048e-10,0.006491589168498622,0.0004021377128567152,2.527226070295626e-07,6.465354783677809e-05,5.3954740689373976e-05,0.0021392754678948465,0.0011463296530955284,1.6183755627693585e-05,4.1539663440681774e-07,9.375269978158913e-07,0.00020924932685394728,0.00019803495142823118,1.9569738773503816e-06,0.00014750502958745088,6.184992993533671e-06,5.184389897995934e-12,2.146261351414923e-08,1.4871740848445193e-06,7.394144642232421e-11,7.523058018354622e-08,1.1920039563304197e-07,4.1787122831536655e-15,5.8895078243254895e-12,1.2978399136848229e-14,5.0515394075097345e-09,4.876294769926312e-05,1.9337792215716655e-10,2.9659387635925398e-09,1.959903076804528e-14,1.0059933658664366e-17,1.646856836510458e-11,2.698512225634536e-12,5.6121384897578095e-09,1.8170864384751072e-13,4.83919245736556e-16,5.034938753095788e-08,5.361186296640518e-10,4.2523856980806315e-17,2.0883357756321355e-14,7.770795537324244e-08,3.077911863900443e-08,3.2248635115342206e-10,3.09353600440874e-16,5.5233609933945976e-15,4.648292060524914e-15,1.3027436058245281e-23,1.016385351856389e-12,6.985162503539295e-25,3.738728373028907e-14,6.273511761406388e-15,3.8482660467002986e-15,4.901666631925607e-11,2.4840776390845384e-16,3.7141686979219325e-15
