Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201)
7.622708908135996e-06,0.842078605728947,3.76,0.0,0.7100420179560388,0.9989612539970675,0.0009320975229536678,2.5289384126966143e-14,3.6499435824575654e-10,0.003055633035091275,0.00038840687818168904,1.1908652205225828e-07,3.611559001706421e-05,3.180761821880298e-05,0.0007623208699994784,0.00028240195309694213,9.474267405040845e-06,1.9211411528816512e-07,1.956529884810922e-07,2.294930592572815e-05,2.651445330028531e-05,2.921226733273185e-07,1.559280797637811e-05,5.540275567245415e-06,5.685345245131406e-13,1.3662073601721861e-09,6.088999530016596e-08,1.7810760275155552e-12,1.914373319189174e-08,2.994568816938345e-08,1.0515332067439825e-15,1.0571841598618009e-12,3.2664512097881264e-15,1.2551521892340165e-09,6.575882682934262e-06,4.1222008624730185e-12,8.520943866131449e-11,5.616323628940052e-16,2.5830150122020127e-19,1.141611693139557e-12,2.59436496939541e-13,5.890845618788398e-11,1.9068546495450333e-15,3.726454201850138e-17,8.678768695442053e-09,5.2827810984925995e-12,9.604657089237395e-19,5.990522947115372e-16,2.1421813650114613e-08,3.32759604908078e-09,1.715250281803572e-12,1.6485165873012496e-18,2.00536802494868e-16,6.232925709993724e-16,1.8456289355447183e-25,1.7424581283020976e-14,1.0219069658477701e-26,7.119561721868472e-16,3.334157252274498e-17,9.685647189894803e-16,2.5294077267457583e-12,3.057925620301709e-17,4.719343063658341e-17
7.844517315205297e-06,0.8420849862679564,3.76,0.0,0.7099083387595992,0.9989236291061975,0.0009791844598522484,2.6632565952658757e-14,3.7762466554819884e-10,0.0031591638537848644,0.00039137334069049966,1.2312163397055772e-07,3.6972013075776747e-05,3.236325771602415e-05,0.0007945511439973242,0.0003006727791336209,9.658300952675474e-06,1.994169301204739e-07,2.0945978829612936e-07,2.5264434250825732e-05,2.9017076698812778e-05,3.16937122527008e-07,1.716146901564675e-05,5.608021095565101e-06,6.258915351980594e-13,1.5363487269963133e-09,6.980121433787917e-08,2.0821350704059534e-12,2.0281557031233255e-08,3.175443335961287e-08,1.1150080881227318e-15,1.1382072590833625e-12,3.4635997037441525e-15,1.3314935787203894e-09,7.161639784676244e-06,4.848893806100109e-12,9.89558759944416e-11,6.522939351457716e-16,3.0106873519957786e-19,1.2811728954850343e-12,2.8649463143206473e-13,7.172202921074295e-11,2.3216532493239943e-15,4.15134235092062e-17,9.38005385761047e-09,6.441778661606783e-12,1.1274036637182135e-18,6.957208293346254e-16,2.2635204756019534e-08,3.6659982920391652e-09,2.1458019368060576e-12,2.062224264363685e-18,2.3032274941612e-16,6.789249345370554e-16,2.212693450897892e-25,2.0723575852787807e-14,1.2266848899921872e-26,8.440245160277562e-16,4.1712663754318507e-17,1.0270226330923341e-15,2.8790160069153742e-12,3.345900785662548e-17,5.657015852248853e-17
8.066325722274599e-06,0.8420914376113363,3.76,0.0,0.7097728774206489,0.9988853412880768,0.0010273842457284613,2.8016455965791357e-14,3.903269087325852e-10,0.003263106430735928,0.0003940614262914193,1.2717239964443885e-07,3.782896639820567e-05,3.2924416374416206e-05,0.0008273817580366188,0.00031953880721636717,9.843356992673562e-06,2.0672053069246998e-07,2.2382088558230882e-07,2.7739743873321014e-05,3.167158581676088e-05,3.4312987341861103e-07,1.884124535689307e-05,5.670813633067314e-06,6.872172647735238e-13,1.7224001424503821e-09,7.972979685219199e-08,2.424600950904228e-12,2.145589077472783e-08,3.362207555198494e-08,1.1805452141129406e-15,1.2230697636141321e-12,3.667152167161807e-15,1.4103611628108123e-09,7.782534430595943e-06,5.679955726635811e-12,1.144906285226362e-10,7.54759223687602e-16,3.4958982018103547e-19,1.4333757742752574e-12,3.1564018953415043e-13,8.685975542755855e-11,2.8116938090681315e-15,4.6121500921574044e-17,1.0115814074055842e-08,7.813580362163044e-12,1.31793588519211e-18,8.049702669708709e-16,2.388241443368954e-08,4.0280179760683295e-09,2.6686678779274743e-12,2.564607423104953e-18,2.636759442567472e-16,7.379073684763757e-16,2.6404157674871184e-25,2.4534778232749146e-14,1.4652987380142323e-26,9.960656133163691e-16,5.1878985246293606e-17,1.0873793802698796e-15,3.265196519585669e-12,3.651901002419533e-17,6.75097370186703e-17
8.2881341293439e-06,0.8420979590375407,3.76,0.0,0.7096356312441999,0.9988463730521292,0.001076698080270246,2.944189642007835e-14,4.0309933314962237e-10,0.0033674386044734977,0.0003964850277283394,1.3123793896779672e-07,3.8686569520769495e-05,3.349143725326377e-05,0.0008608199874631725,0.000338998317761932,1.0029501518125026e-05,2.1402037926952314e-07,2.3874202850727144e-07,3.0381487494466327e-05,3.448193757569621e-05,3.7073864734843676e-07,2.0636923773837613e-05,5.728860516675971e-06,7.526666476181359e-13,1.925392033209952e-09,9.076155014070652e-08,2.812983713596147e-12,2.2666987609897973e-08,3.554898065226454e-08,1.2481570011357874e-15,1.3118454967441272e-12,3.877147120255644e-15,1.4917724929450383e-09,8.439714525933353e-06,6.627276871445477e-12,1.31994821033141e-10,8.702250586565429e-16,4.044762446399076e-19,1.5989802202581274e-12,3.4697377797280204e-13,1.0466429465409434e-10,3.388070374605299e-15,5.110937239409812e-17,1.088660526981676e-08,9.430148400083447e-12,1.534690356577612e-18,9.280756774122166e-16,2.5163449423670292e-08,4.414587870297632e-09,3.300485200285565e-12,3.1716402938921007e-18,3.009255984244533e-16,8.003504800178618e-16,3.136901489912949e-25,2.8921560719855715e-14,1.7422092280611213e-26,1.170458872237586e-15,6.416414510990977e-17,1.1496463774020914e-15,3.690598050165973e-12,3.9765283704355345e-17,8.02274780359126e-17
8.509942536413202e-06,0.8421045499096474,3.76,0.0,0.7094965969408367,0.9988067072308386,0.0011271273305551318,3.090977016367773e-14,4.159403136171053e-10,0.003472139065823991,0.00039865772291349227,1.353174049574757e-07,3.954495267740873e-05,3.4064661520123515e-05,0.0008948734459438762,0.00035904929989443704,1.0216800218179677e-05,2.2131231901758838e-07,2.542288089771327e-07,3.3195974505081905e-05,3.745199915131776e-05,3.9980110793926707e-07,2.2553372470799e-05,5.7823686821606e-06,8.223960236917338e-13,2.1463950078816776e-09,1.0298716793400146e-07,3.2521706699683797e-12,2.391510462829225e-08,3.7535516122971764e-08,1.3178559045003203e-15,1.4046072522851162e-12,4.093623203494432e-15,1.5757451587795885e-09,9.134336002088189e-06,7.703789964431879e-12,1.5166315774067632e-10,9.99978163845195e-16,4.663891377970839e-19,1.7787687634741277e-12,3.8059740465565343e-13,1.2551785708565775e-10,4.063157600341964e-15,5.649834168704748e-17,1.1692962283630968e-08,1.1327249713388762e-11,1.7805167787571834e-18,1.0664078522076981e-15,2.6478328327314365e-08,4.8266496785253705e-09,4.060358276526657e-12,3.901664484291275e-18,3.424225336864455e-16,8.66365731227216e-16,3.7110975396719593e-25,3.3953310056858084e-14,2.0623223881333905e-26,1.3697956287237294e-15,7.89397520748061e-17,1.2138350768691348e-15,4.157977349366503e-12,4.320395149895275e-17,9.496289072399228e-17
8.731750943482503e-06,0.842111209675488,3.76,0.0,0.7093557706243697,0.998766326972836,0.0011786735448649328,3.242100160679218e-14,4.2884835526130603e-10,0.0035771873530020264,0.00040059276760617433,1.3940998356401613e-07,4.040425626542634e-05,3.4644428438422315e-05,0.0009295500832742784,0.00037968946836086393,1.0405318466345994e-05,2.2859256705797705e-07,2.702866741998453e-07,3.618956900643738e-05,4.0585545238163584e-05,4.303548661060594e-07,2.4595540453063197e-05,5.8315440824716885e-06,8.9656308954559e-13,2.386520697437866e-09,1.1650239025190238e-07,3.747450161174185e-12,2.520050391230455e-08,3.9582052744601624e-08,1.3896544795417767e-15,1.501426812848759e-12,4.3166193682608785e-15,1.6622968604658925e-09,9.867562853439215e-06,8.923539125223054e-12,1.7370462505840795e-10,1.1453998275028486e-15,5.360422883945358e-19,1.973546534831839e-12,4.1661439970891345e-13,1.498455680261271e-10,4.850719711710329e-15,6.231043747743524e-17,1.2535399341518072e-08,1.3544799137496647e-11,2.0585003867409934e-18,1.2214382753053835e-15,2.782708320700299e-08,5.265153758442623e-09,4.970151257292368e-12,4.775669306222769e-18,3.8854003942100887e-16,9.36065445568368e-16,4.372856479981827e-25,3.9705846625851595e-14,2.43102022009777e-26,1.5968922080406573e-15,9.663110709622419e-17,1.2799570230728668e-15,4.670199881650492e-12,4.68412505190119e-17,1.1198191744923833e-16
8.953559350551805e-06,0.842117937867656,3.76,0.0,0.7092131478101226,0.998725215735466,0.0012313384658050185,3.3976557676000304e-14,4.418220942195129e-10,0.0036825638453751703,0.0004023030889973199,1.4351489343029182e-07,4.126463030223986e-05,3.5231075348597684e-05,0.0009648581832059622,0.0004009162801640425,1.0595121306724127e-05,2.3585770680863502e-07,2.869209382871354e-07,3.9368687960531485e-05,4.3886255624756896e-05,4.6243748677100956e-07,2.676845695596215e-05,5.876591154107256e-06,9.753268525412548e-13,2.6469226312808686e-09,1.3140816599744588e-07,4.304536517680111e-12,2.652345354380067e-08,4.168896632666287e-08,1.4635654416486559e-15,1.6023749702846194e-12,4.546175062446011e-15,1.751445479318495e-09,1.06405672066308e-05,1.0301752373435222e-11,1.9834321864107802e-10,1.307970735447717e-15,6.142052913392286e-19,2.1841412310951e-12,4.551293377018939e-13,1.7811902178844568e-10,5.766025595020119e-15,6.856843325985831e-17,1.3414410586165681e-08,1.6127224628077732e-11,2.3719763354501757e-18,1.394744266529489e-15,2.9209761064503784e-08,5.731058860394709e-09,6.0548072190991315e-12,5.81759761732584e-18,4.3967474513461974e-16,1.0095628175496928e-15,5.133003475375007e-25,4.6261865564778744e-14,2.854192565346645e-26,1.8548034057518238e-15,1.1772341361832314e-16,1.3480239074778922e-15,5.2302405474494815e-12,5.068354552106152e-17,1.315793139234494e-16
9.175367757621106e-06,0.8421247341034158,3.76,0.0,0.7090687234138462,0.9986833572768653,0.001285124042719145,3.557744876224312e-14,4.548602982321736e-10,0.003788249755957208,0.0004038012801949883,1.4763138560016366e-07,4.2126233875338376e-05,3.58249376439673e-05,0.0010008063612874276,0.0004227269508699465,1.07862734387415e-05,2.431046797810389e-07,3.0413679373176043e-07,4.273979946988046e-05,4.735771307304173e-05,4.960864971561804e-07,2.9077230935138115e-05,5.9177123283980715e-06,1.058847588280917e-12,2.928797149900326e-09,1.4781081843440823e-07,4.9295962185917774e-12,2.7884228572584664e-08,4.385663935029225e-08,1.5396017236475105e-15,1.7075215491062072e-12,4.782330408330458e-15,1.843209145641165e-09,1.1454529421112682e-05,1.1854917881581486e-11,2.2581869559332242e-10,1.4892759726458213e-15,7.017068300845689e-19,2.4114031006368158e-12,4.962479676003046e-13,2.1086003030271477e-10,6.825970194709098e-15,7.529586870989097e-17,1.4330470657456436e-08,1.9123855517957717e-11,2.7245447250755627e-18,1.5880143045883885e-15,3.062642521107406e-08,6.2253318857108075e-09,7.342695722922171e-12,7.054678820934617e-18,4.962475091533627e-16,1.0869719254415568e-15,6.003406042824068e-25,5.371140068092745e-14,3.3382701919451257e-26,2.1468363788987268e-15,1.4276854079110188e-16,1.4180476213561165e-15,5.841184405422075e-12,5.473734223059424e-17,1.540812114134004e-16
9.397176164690408e-06,0.8421315980845083,3.76,0.0,0.708922491751259,0.9986407356475849,0.0013400324433943697,3.722472965026271e-14,4.679618671183507e-10,0.003894227122689373,0.0004050995956011211,1.5175874317947146e-07,4.298923458737776e-05,3.642634874353488e-05,0.0010374035627130893,0.00044511847055061636,1.09788392005839e-05,2.503307756797468e-07,3.2193932292887577e-07,4.630942118600561e-05,5.100340149475572e-05,5.313393965180608e-07,3.1527050620148364e-05,5.955107585099214e-06,1.1472868012306287e-12,3.233384355827361e-09,1.658222136969102e-07,5.629275336362557e-12,2.9283111965005586e-08,4.6085462519811865e-08,1.6177765293895501e-15,1.8169354362029902e-12,5.025126370103186e-15,1.93760630264139e-09,1.23106382196473e-05,1.3600864151366528e-11,2.5638735277570175e-10,1.6910102013756413e-15,7.994381473435356e-19,2.65620495056386e-12,5.400771484220993e-13,2.486445719342597e-10,8.049202397202643e-15,8.251707301268548e-17,1.5284035319414703e-08,2.258933480723935e-11,3.1200865539702845e-18,1.80305353760591e-15,3.2077156534591875e-08,6.748947664564105e-09,8.865990624961217e-12,8.517790758645488e-18,5.587043248557471e-16,1.1684077470452645e-15,6.997048361547799e-25,6.215231213899875e-14,3.890259124329649e-26,2.476565226650021e-15,1.723923753921999e-16,1.490040305440966e-15,6.506227326147547e-12,5.900930133234113e-17,1.798479101028322e-16
9.61898457175971e-06,0.8421385295968565,3.76,0.0,0.7087744465382093,0.9985973351817921,0.0013960660650515742,3.891950043723191e-14,4.811258331241848e-10,0.004000478798567897,0.0004062099471661018,1.5589628095160323e-07,4.385380799872833e-05,3.7035640062065944e-05,0.001074659060176097,0.00046808761932623543,1.1172882551511097e-05,2.575336219397926e-07,3.403335096706625e-07,5.0084118845616606e-05,5.4826704416745074e-05,5.682336671908893e-07,3.412318313318407e-05,5.988974046802192e-06,1.2408071885105056e-12,3.5619691040780645e-09,1.855599324847277e-07,6.410728348150552e-12,3.072039546990524e-08,4.837583625971302e-08,1.6981033862138588e-15,1.9306846118518012e-12,5.2746049159460825e-15,2.034655768601582e-09,1.3210090847467551e-05,1.555884429984823e-11,2.9032283220817294e-10,1.9149830209121643e-15,9.083566655961917e-19,2.919442159482753e-12,5.86724785574932e-13,2.921069461701185e-10,9.456259583736285e-15,9.025718871050437e-17,1.6275542128911657e-08,2.658405653493397e-11,3.562780353932906e-18,2.04178948695649e-15,3.3562054643795296e-08,7.3028887532268095e-09,1.0661080079263618e-11,1.0241852401689173e-17,6.275172450790088e-16,1.2539861782013894e-15,8.128108597438818e-25,7.169079938898265e-14,4.5177762398840226e-26,2.8478460485138632e-15,2.0730280032463687e-16,1.5640143979976532e-15,7.2286766309690766e-12,6.350625250325478e-17,2.0927685272110977e-16
9.840792978829011e-06,0.8421455285101762,3.76,0.0,0.7086245808914452,0.9985531404880863,0.0014532275446189717,4.066290745381681e-14,4.943513611777804e-10,0.004106988440675585,0.0004071439015039742,1.6004334494988933e-07,4.472013707032209e-05,3.7653140978372646e-05,0.0011125824517218125,0.0004916309824748555,1.1368467053451034e-05,2.647111733236824e-07,3.5932425038792174e-07,5.407050493321407e-05,5.883090372660525e-05,6.06806786798463e-07,3.6870974174286436e-05,6.019505613133171e-06,1.339572606820067e-12,3.915882032465552e-09,2.0714744510219592e-07,7.281648341173705e-12,3.219638042731772e-08,5.072817213778557e-08,1.780596194710542e-15,2.0488361821077903e-12,5.530809171855311e-15,2.134376795990147e-09,1.4154093258714358e-05,1.7749624649577852e-11,3.2791695463992505e-10,2.1631245156151284e-15,1.0294897544796716e-18,3.202032715373815e-12,6.36299775882302e-13,3.419441399785263e-10,1.106970904075744e-14,9.85421968258278e-17,1.7305411141499776e-08,3.117462932969705e-11,4.057119519178386e-18,2.3062779520878518e-15,3.508123889822469e-08,7.888145250516731e-09,1.2769010757326797e-11,1.2266249229810396e-17,7.031853257454001e-16,1.3438240539694454e-15,9.412038922811679e-25,8.244194079697925e-14,5.229086159870078e-26,3.2648323999607654e-15,2.482983391118255e-16,1.6399826804371816e-15,8.011951766952106e-12,6.823520830243109e-17,2.428058116034854e-16
9.999999999999997e-06,0.842152594777499,3.76,0.0,0.7085158856809651,0.9985209208588828,0.0014949531402267812,4.1944917475462075e-14,5.03881778977584e-10,0.004183587990019303,0.00040771179841873396,1.6302549910025784e-07,4.534314860860849e-05,3.8101607430640746e-05,0.0011402199275401144,0.000508881650348369,1.1509836760585064e-05,2.698464195543741e-07,3.733256582593164e-07,5.7066024350430444e-05,6.18182892472989e-05,6.355492563893439e-07,3.893977175733006e-05,6.039470761613492e-06,1.4137888369091874e-12,4.186291214922864e-09,2.2385473619017873e-07,7.966513137626604e-12,3.32798278159815e-08,5.245503871111689e-08,1.8411501537496858e-15,2.136392651622963e-12,5.71887545879332e-15,2.207611345952003e-09,1.4859810336928873e-05,1.9478042419118966e-11,3.5732913506690787e-10,2.35727536220225e-15,1.1245772984553313e-18,3.417322625246399e-12,6.737490896940988e-13,3.820696798514111e-10,1.2368758234331233e-14,1.0483978591601282e-16,1.8068493759558844e-08,3.4877592646275146e-11,4.446460721922026e-18,2.513212975471267e-15,3.619287512853138e-08,8.328085854774588e-09,1.4500453991368049e-11,1.392898734213943e-17,7.620167384967695e-16,1.4109984351183243e-15,1.0437177409264588e-24,9.097550104699414e-14,5.796268960038698e-26,3.594790523362647e-15,2.8197257381504874e-16,1.6957470122735586e-15,8.613627849320179e-12,7.177654696285677e-17,2.6966653395598976e-16
1.0062601385898313e-05,0.842152594777499,3.76,0.0,0.7084728873299937,0.9985081364399621,0.001511519768289802,4.245614418684798e-14,5.076377490494766e-10,0.0042137404981773775,0.0004079126778477554,1.641993119891748e-07,4.558841160975122e-05,3.827917880441524e-05,0.0011511836585999227,0.0005157449650843797,1.156565585229785e-05,2.7186170005938387e-07,3.789163652657688e-07,5.8275237468065414e-05,6.301917868940029e-05,6.470962415223406e-07,3.9775847774098526e-05,6.046892633403407e-06,1.4437480424500445e-12,4.296500632725807e-09,2.3071429000101028e-07,8.250298668908417e-12,3.371137856578564e-08,5.314289418319843e-08,1.865269273894315e-15,2.1714564173445485e-12,5.79378356338933e-15,2.236789125908589e-09,1.5143860328768806e-05,2.0195577821754797e-11,3.6948058242098296e-10,2.437491001725727e-15,1.1639387194141066e-18,3.5049172830032673e-12,6.889119602401608e-13,3.98920411765542e-10,1.2914296421322047e-14,1.0739894425939638e-16,1.837404564986793e-08,3.6434367286041593e-11,4.6079307402849784e-18,2.5987091264042952e-15,3.663484934159215e-08,8.505714633204777e-09,1.523596840029574e-11,1.4635293270431786e-17,7.86235590621588e-16,1.4380391725153232e-15,1.086565073476455e-24,9.453026127107401e-14,6.033139464605217e-26,3.7319915379561914e-15,2.9627750743047563e-16,1.7179583193224366e-15,8.859584925275421e-12,7.320337866642141e-17,2.8091636478332175e-16
1.0284409792967614e-05,0.84215972843461,3.76,0.0,0.70831935777712,0.9984623081659528,0.0015709458803698753,4.430045219807062e-14,5.209844274044381e-10,0.004320720199343424,0.00040852714682106713,1.68363589159019e-07,4.645882772315787e-05,3.891407875526725e-05,0.0011904729231142052,0.0005404258062225277,1.1764511659206472e-05,2.789837754395091e-07,3.9911460927386875e-07,6.2705018913185e-05,6.739460522554073e-05,6.8913954031429e-07,4.284330611488337e-05,6.071321615982528e-06,1.5534995843207955e-12,4.705250363479825e-09,2.5639625598870594e-07,9.325546145041666e-12,3.526571272198208e-08,5.562044015161778e-08,1.9521374054300983e-15,2.298610791277545e-12,6.063573952271521e-15,2.341913040910767e-09,1.6180616091069865e-05,2.2920780536481513e-11,4.153445128681356e-10,2.7402709788464267e-15,1.3128829680328002e-18,3.829059277243339e-12,7.446720757712304e-13,4.6387209893576035e-10,1.5017101450951402e-14,1.1685517163550353e-16,1.948183295045711e-08,4.244380936014071e-11,5.220393265914718e-18,2.9214139311267793e-15,3.822304752136644e-08,9.156601610076302e-09,1.8113796920956896e-11,1.7398719987107846e-17,8.772240179061595e-16,1.5367503213334813e-15,1.250720344085541e-24,1.0809032937030918e-13,6.939612264821782e-26,4.25412123140129e-15,3.5224891496758043e-16,1.797954906881754e-15,9.775221648375634e-12,7.841818534170059e-17,3.241375995269377e-16
1.0506218200036916e-05,0.8421669295993981,3.76,0.0,0.7081639835628601,0.9984156410394903,0.0016315092914241393,4.619712204956966e-14,5.343909597815387e-10,0.0044279135376653345,0.00040899782999944545,1.72535613281077e-07,4.733158727492529e-05,3.955816391990562e-05,0.001230460806469693,0.0005656695926036802,1.1965096732067829e-05,2.86076264074348e-07,4.199236828679646e-07,6.73665952038595e-05,7.196015543932888e-05,7.329742298982479e-07,4.607892942023353e-05,6.0929749726093074e-06,1.668994399985579e-12,5.143605805101035e-09,2.8433556826594916e-07,1.0516895833006007e-11,3.685971748620255e-08,5.8161262721454236e-08,2.0412158755685254e-15,2.4303640194910244e-12,6.340227765356264e-15,2.4497694150155596e-09,1.726559399698586e-05,2.595111633170056e-11,4.658604033781193e-10,3.0737912934677327e-15,1.4775843330330985e-18,4.175444962597537e-12,8.036917169085652e-13,5.377126551613098e-10,1.740770107609371e-14,1.269395420886342e-16,2.0629145133831357e-08,4.9291268529876217e-11,5.900058901900109e-18,3.276870575644686e-15,3.984601719465886e-08,9.841817994257763e-09,2.1460558371321007e-11,2.06122241811928e-17,9.767365496309642e-16,1.6400773056973455e-15,1.4356495733011512e-24,1.2326738563415405e-13,7.958947163283482e-26,4.836366942437443e-15,4.1734216272307216e-16,1.8799864992588966e-15,1.0762621511356254e-11,8.388727582601007e-17,3.7305006412104256e-16
1.0728026607106217e-05,0.8421741984711374,3.76,0.0,0.7080067554271001,0.9983681206685139,0.001693213685733744,4.814749425421111e-14,5.478570424967333e-10,0.004535307257131425,0.0004093349002321801,1.7671485033326714e-07,4.820689735701996e-05,4.021175523558851e-05,0.001271158186617702,0.0005914722717379102,1.2167472857364769e-05,2.931383089934632e-07,4.413482424110485e-07,7.226675489262134e-05,7.671869738722043e-05,7.786379104533082e-07,4.948837591360047e-05,6.112030796022916e-06,1.7904007145247583e-12,5.613091856958475e-09,3.1468107845673176e-07,1.1834527484157881e-11,3.849373984481663e-08,6.076583057232307e-08,2.1325205116790637e-15,2.5667801041769262e-12,6.623794109910792e-15,2.560379758320591e-09,1.840003719730979e-05,2.9314383422017426e-11,5.214017296059845e-10,3.440523527126133e-15,1.659391653138836e-18,4.54508358990146e-12,8.660833063300817e-13,6.214379235870678e-10,2.0118340259147878e-14,1.376816726601339e-16,2.1816339894570293e-08,5.7073412018654204e-11,6.65287331132546e-18,3.667711356561764e-15,4.150396494709725e-08,1.0562382593397165e-08,2.5341136190562302e-11,2.4338037131450968e-17,1.0853901263916937e-15,1.7481409794630767e-15,1.6434962729661547e-24,1.4021800387446417e-13,9.102395643353804e-26,5.484239909459851e-15,4.928195825664622e-16,1.964067650663931e-15,1.1825658760167781e-11,8.961853790124409e-17,4.282900775308659e-16
1.0949835014175519e-05,0.8421815353296924,3.76,0.0,0.7078476635231803,0.9983197328848605,0.001756063028077083,5.0152960237455365e-14,5.613825044664731e-10,0.004642888836726677,0.00040954818269342867,1.8090079484326623e-07,4.9084969769991395e-05,4.087517146606426e-05,0.001312576256100055,0.0006178296645486271,1.2371701332688124e-05,3.001693180891163e-07,4.633929104472856e-07,7.741232840719625e-05,8.167299507450515e-05,8.26168251902717e-07,5.307738184550725e-05,6.128662669406396e-06,1.9178877922437196e-12,6.1152849778850645e-09,3.475884587961708e-07,1.3289333704005645e-11,4.0168139759947075e-08,6.343462941472646e-08,2.2260677180442603e-15,2.707922378724763e-12,6.914323884317569e-15,2.6737662602014014e-09,1.9585198843950874e-05,3.304040792661969e-11,5.823647780910378e-10,3.843090616347721e-15,1.8597455680039265e-18,4.939007538102019e-12,9.319600636194805e-13,7.161316523437662e-10,2.3184110625184183e-14,1.491121661460537e-16,2.3043761356570835e-08,6.589587394241732e-11,7.48519833018211e-18,4.096729703560912e-15,4.3197120714629176e-08,1.1319321117249125e-08,2.982788425994282e-11,2.86455474766825e-17,1.2038337481419212e-15,1.8610632778025346e-15,1.8765777482111095e-24,1.5911078718743778e-13,1.038206192421877e-25,6.203635921961277e-15,5.800888683607485e-16,2.0502134462041418e-15,1.2968322931617996e-11,9.562011411323047e-17,4.905543279819684e-16
1.117164342124482e-05,0.8421889405346602,3.76,0.0,0.7076866974220037,0.9982704637334701,0.0018200615698506556,5.221496330794323e-14,5.749673069879795e-10,0.004750646474223267,0.0004096471566295188,1.8509296925388782e-07,4.996602051759306e-05,4.15487291826304e-05,0.0013547265198945253,0.0006447374774472138,1.2577842950155795e-05,3.0716895175107504e-07,4.860622856198555e-07,8.28101874180334e-05,8.682570866883683e-05,8.75603010659168e-07,5.685176158905859e-05,6.143039506088816e-06,2.051625921088699e-12,6.6518144695597876e-09,3.832204006407247e-07,1.4892959922472457e-11,4.188329065918982e-08,6.616816296724423e-08,2.321874510302049e-15,2.8538535495657197e-12,7.211869883049696e-15,2.7899518304800083e-09,2.082234241042708e-05,3.71611627018165e-11,6.491696747810927e-10,4.284273711892136e-15,2.080183476637858e-18,5.358272480186502e-12,1.0014359821877554e-12,8.229712588873586e-10,2.664313717158162e-14,1.6126264339242996e-16,2.431174090979982e-08,7.587390180101256e-11,8.403835049120598e-18,4.566887481229478e-15,4.492573819816459e-08,1.2113666102144444e-08,3.5001324407384975e-11,3.361196832161935e-17,1.3327495617167085e-15,1.978967251698691e-15,2.137395463601562e-24,1.8012710062175217e-13,1.181094832499083e-25,7.000854421664885e-15,6.807166501999646e-16,2.13843953302931e-15,1.4194719586596914e-11,1.0190041538571295e-16,5.606047583105682e-16
1.1393451828314122e-05,0.8421964145244465,3.76,0.0,0.7075238461166183,0.9982202994614355,0.001885213854548132,5.433499967213402e-14,5.886115434525173e-10,0.004858569069327734,0.0004096409577677749,1.8929092326297131e-07,5.0850269316622744e-05,4.223274275071419e-05,0.0013976207932640489,0.0006721913138597375,1.27859579808613e-05,3.1413710975503164e-07,5.093609521863563e-07,8.84672443116025e-05,9.217939491880706e-05,9.269800467139294e-07,6.081740780312045e-05,6.155325417850525e-06,2.1917863996896993e-12,7.224363802897043e-09,4.2174681746525796e-07,1.6657846231648106e-11,4.3639579926755616e-08,6.89669538043553e-08,2.4199585436619123e-15,3.0046357445754998e-12,7.516486886444617e-15,2.908960134476965e-09,2.2112742029793385e-05,4.1710892021641496e-11,7.222614509740555e-10,4.7670192925082196e-15,2.32234479388515e-18,5.80395759317786e-12,1.0746258187767257e-12,9.43233849827712e-10,3.0536773259541734e-14,1.741657785454416e-16,2.5620598054784886e-08,8.7133038298342e-11,9.416048403951319e-18,5.0813225615087216e-15,4.669009520146397e-08,1.294645685179873e-08,4.095089511856284e-11,3.932305306994356e-17,1.472853978320215e-15,2.101977104453429e-15,2.4286460607361775e-24,2.0346184259896727e-13,1.3403002182222824e-25,7.88261862128654e-15,7.964430651631421e-16,2.2287621469110435e-15,1.5509071017058135e-11,1.0846813523820766e-16,6.392738892579022e-16
