Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30)
6.36722275174468e-09,0.9142961074553565,3.76,0.0,0.8169401604245053,0.9999980532015261,3.0161573477574665e-10,3.4174422018934563e-19,5.634731041474143e-13,4.7921166631556536e-06,1.927295200295729e-06,3.279798818851671e-11,1.9446901944629516e-08,2.7335620723350024e-06,5.6048901451590414e-08,3.9168372347796336e-10,1.873047393799585e-08,7.027543827477958e-11,5.132886527826352e-14,4.222670603223039e-14,4.5802459920794096e-14
6.826995412204551e-09,0.9142961407195231,3.76,0.0,0.8169398099884679,0.9999979112387688,3.7152265481290107e-10,4.457075879099377e-19,6.453192827609036e-13,5.142478780866233e-06,2.0663684260209343e-06,3.7126386799544657e-11,2.233551835361262e-08,2.9253480921387094e-06,6.435349574514076e-08,4.523149846436674e-10,2.1472912145955038e-08,7.908879172149591e-11,6.284291528190997e-14,5.243621852104757e-14,5.65329356032113e-14
7.746540733124293e-09,0.914296207254403,3.76,0.0,0.8169391073647742,0.9999976267662877,5.420047729577687e-10,7.216171103771902e-19,8.24573618913756e-13,5.844939280457534e-06,2.344475911125493e-06,4.6365014612494494e-11,2.870265182207186e-08,3.3067067802719963e-06,8.264594276940373e-08,5.873493491997004e-10,2.7493193578251363e-08,9.767218609963052e-11,9.058580533867147e-14,7.7711820996051e-14,8.280959775121242e-14
8.666086054044035e-09,0.9142962737980713,3.76,0.0,0.8169384024103917,0.9999973415695497,7.577557727026448e-10,1.1071189446509328e-18,1.0241804662040385e-12,6.549709997402822e-06,2.622531279315208e-06,5.6316117552055636e-11,3.5852342831554544e-08,3.685133879714901e-06,1.0316835340739252e-07,7.409497306669587e-10,3.4217275462447974e-08,1.1738550337154745e-10,1.2515561455856278e-13,1.1030961414792858e-13,1.1624282369299188e-13
9.585631374963776e-09,0.9142963403505943,3.76,0.0,0.816937695131085,0.9999970556545442,1.024001028803582e-09,1.6268429640339369e-18,1.2436747070793622e-12,7.256785162038633e-06,2.9005343378911095e-06,6.691068523546705e-11,4.3779794935035005e-08,4.060652661947214e-06,1.2590359040247695e-07,9.133375319657761e-10,4.163320365080037e-08,1.3807676582519607e-10,1.6717158636919234e-13,1.5127279019618962e-13,1.5772287262918632e-13
9.999999999999999e-09,0.9142964069120327,3.76,0.0,0.8169373756561453,0.999996926581383,1.161868736800795e-09,1.9119664381634444e-18,1.3489626501862134e-12,7.5761614149507195e-06,3.025791869074455e-06,7.187840999908904e-11,4.760500871033799e-08,4.228925810950512e-06,1.3686732122955623e-07,9.97213828119312e-10,4.519796217690137e-08,1.476850915771253e-10,1.8869669307622886e-13,1.7275122178491372e-13,1.79284460375182e-13
1.0505176695883518e-08,0.9142964069120327,3.76,0.0,0.8169369855326198,0.9999967690272064,1.3459337073320585e-09,2.307483708279239e-18,1.4826035306710321e-12,7.966158996455487e-06,3.178484895793375e-06,7.80869029980659e-11,5.248018473422905e-08,4.433286192604232e-06,1.5083465243782582e-07,1.1047114993364296e-09,4.9729174807928597e-08,1.5961658866033863e-10,2.1722140586718346e-13,2.0167378498136699e-13,2.081485764460912e-13
1.142472201680326e-08,0.9142964734824433,3.76,0.0,0.8169362736207633,0.9999964816934176,1.728714589877725e-09,3.177696939736057e-18,1.7405261034738526e-12,8.677825715196916e-06,3.456382763587317e-06,8.978940998374332e-11,6.194866297358629e-08,4.803057336366723e-06,1.7794467295188448e-07,1.3152510172974876e-09,5.849353469401661e-08,1.8189488400869225e-10,2.758633084787738e-13,2.6261251675853104e-13,2.684273169536815e-13
1.2344267337723001e-08,0.9142965400618782,3.76,0.0,0.8169355594012828,0.9999961936590069,2.177471904412503e-09,4.2679999391819195e-18,2.017013247735571e-12,9.391779525905653e-06,3.7342277534495496e-06,1.0196862764224521e-10,7.21803556238584e-08,5.1699887613825775e-06,2.0721691897593637e-07,1.5451189648784369e-09,6.791477646667418e-08,2.048180036470194e-10,3.4362805895289344e-13,3.3521474542503247e-13,3.3947500404035015e-13
1.3263812658642743e-08,0.9142966066503873,3.76,0.0,0.8169348428799479,0.9999959049297527,2.697301162535944e-09,5.610675243419545e-18,2.3116471269155497e-12,1.0108014629922652e-05,4.01201967915428e-06,1.145801504320718e-10,8.317036495590627e-08,5.534102943291435e-06,2.3863478998972816e-07,1.7944641989947834e-09,7.798153899836546e-08,2.283062545402293e-10,4.210208123683309e-13,4.2063054132262775e-13,4.2221605469257495e-13
1.4183357979562485e-08,0.914296673248017,3.76,0.0,0.8169341240625293,0.9999956155113813,3.2932650038433642e-09,7.239678232719793e-18,2.62402093957266e-12,1.0826525222836818e-05,4.289758356059781e-06,1.275842008030831e-10,9.49137706004258e-08,5.8954221688417825e-06,2.721818167994908e-07,2.0634236602977793e-09,8.868260521590263e-08,2.522917918853851e-10,5.085228488984465e-13,5.200328704216259e-13,5.175833729538213e-13
1.5102903300482227e-08,0.9142967398548106,3.76,0.0,0.8169334029547977,0.999995325409571,3.97039304776251e-09,9.190548725631955e-18,2.9537386223134905e-12,1.1547305494987124e-05,4.567443601095079e-06,1.4094514571717058e-10,1.074056305909169e-07,6.25396853913029e-06,3.0784166043954786e-07,2.3521241328847998e-09,1.000069004651352e-07,2.7671685827409693e-10,6.065931826292135e-13,6.346162949220947e-13,6.26518330793591e-13
1.602244862140197e-08,0.9142968064708101,3.76,0.0,0.8169326795625261,0.9999950346299504,4.7336817525153825e-09,1.1500326282608356e-17,3.3004145611214077e-12,1.2270349631923556e-05,4.845075232746814e-06,1.5463106540834808e-10,1.206409823905183e-07,6.609763972542308e-06,3.455981110935239e-07,2.660683731439312e-09,1.1194349089786202e-07,3.015322954087355e-10,7.156700579294785e-13,7.655957765687383e-13,7.49970749754979e-13
1.694199394232171e-08,0.9142968730960548,3.76,0.0,0.8169319538914881,0.9999947431781007,5.58809428077305e-09,1.4207468861490578e-17,3.6636733102179094e-12,1.2995651814833402e-05,5.122653071046235e-06,1.6861336562880815e-10,1.346148439039958e-07,6.9628302074621925e-06,3.8543508703096526e-07,2.989213178844361e-09,1.244815818772868e-07,3.2669626533250275e-10,8.361723473344688e-13,9.14205569714818e-13,8.888988832650411e-13
1.7861539263241452e-08,0.9142969397305826,3.76,0.0,0.8169312259474586,0.9999944510595553,6.5385603718830204e-09,1.7351774679457275e-17,4.043149318209824e-12,1.3723206220936138e-05,5.400176937556355e-06,1.8286642893374744e-10,1.4932221447487941e-07,7.3131888047842765e-06,4.2733663355803825e-07,3.3378169033124913e-09,1.3761051640123942e-07,3.5217315213325853e-10,9.685008577219819e-13,1.0816981976790153e-12,1.0442693995570848e-12
1.8781084584161194e-08,0.9142970063744299,3.76,0.0,0.8169304957362129,0.999994158279801,7.589976220724063e-09,2.097430726008027e-17,4.438486661621191e-12,1.4453007023848675e-05,5.6776466553592004e-06,1.973673026562536e-10,1.6475807586693722e-07,7.660861150238591e-06,4.7128692198249e-07,3.706593969372401e-09,1.5131977354404577e-07,3.7793262978298796e-10,1.1130395477844458e-12,1.2693435093191912e-12,1.217057365177872e-12
1.9700629905080935e-08,0.9142970730276319,3.76,0.0,0.8169297632635281,0.9999938648442793,8.74720436315821e-09,2.5117323595162234e-17,4.849338785755341e-12,1.5185048393923405e-05,5.9550620490432426e-06,2.120954203929012e-10,1.8091739322953484e-07,8.005868456552749e-06,5.172702485924248e-07,4.095638863552469e-09,1.655989669172231e-07,4.0394887527496837e-10,1.2701566614037355e-12,1.4784278113071415e-12,1.4082462290339353e-12
2.0620175226000677e-08,0.914297139690222,3.76,0.0,0.816929028535181,0.9999935707583856,1.0015073567924862e-08,2.9824205273230366e-17,5.275368252599901e-12,1.591932449856204e-05,6.232422944690948e-06,2.2703235286640922e-10,1.9779511604704596e-07,8.348231765478442e-06,5.652710336475894e-07,4.5050421614375254e-09,1.8043784314811303e-07,4.3019990038449443e-10,1.4402057836704686e-12,1.7102530697121535e-12,1.618827806915162e-12
2.153972054692042e-08,0.9142972063622326,3.76,0.0,0.8169282915569507,0.9999932760274702,1.139837873481251e-08,3.513939242348356e-17,5.716246495473727e-12,1.6655829502508222e-05,6.5097291698664215e-06,2.4216158449246436e-10,2.1538617907259658e-07,8.687971949705932e-06,6.152738203819717e-07,4.934891097895325e-09,1.9582628037552198e-07,4.5666698025867465e-10,1.6235268259231277e-12,1.966136174882684e-12,1.849802266440649e-12
2.245926586784016e-08,0.9142972730436959,3.76,0.0,0.8169275523346156,0.9999929806568405,1.2901880799003079e-08,4.1108320366481984e-17,6.171653580232493e-12,1.739455756812086e-05,6.78698055360321e-06,2.574683130407858e-10,2.3368550324620973e-07,9.025109714680792e-06,6.672632740171213e-07,5.385270053950659e-09,2.1175428676201248e-07,4.833341653588824e-10,1.820446944535049e-12,2.2474082651286744e-12,2.102178112386474e-12
2.3378811188759902e-08,0.914297339734643,3.76,0.0,0.8169268108739557,0.9999926846517587,1.4530306641513824e-08,4.7777358886635927e-17,6.641277972911454e-12,1.8135502855629964e-05,7.064176926392195e-06,2.7293927031861885e-10,2.526879965972908e-07,9.359665600333203e-06,7.212241807859036e-07,5.8562609701841145e-09,2.2821199902278289e-07,5.101878668802471e-10,2.0312813973069215e-12,2.5554141055047665e-12,2.3769721723611082e-12
2.4298356509679644e-08,0.9142974064351035,3.76,0.0,0.8169260671807509,0.9999923880174446,1.62883490056446e-08,5.519375403439198e-17,7.124816313655524e-12,1.8878659523376512e-05,7.341318120169596e-06,2.8856256177905163e-10,2.7238855513147997e-07,9.691659982730694e-06,7.771414469662942e-07,6.347943697074512e-09,2.4518968097093983e-07,5.372165052303856e-10,2.256334341456483e-12,2.8915115178896626e-12,2.6752095827922805e-12
2.5217901830599386e-08,0.9142974731451071,3.76,0.0,0.8169253212607823,0.9999920907590745,1.8180666419316605e-08,6.34055723551974e-17,7.62197319674889e-12,1.9624021728038216e-05,7.618403968305109e-06,3.0432752293856816e-10,2.92782063702014e-07,1.0021113075665569e-05,8.350000979247116e-07,6.8603962928082565e-09,2.6267772207879097e-07,5.644102110453451e-10,2.4958995773738477e-12,3.2570708584208065e-12,2.9979237751881864e-12
2.6137447151519128e-08,0.9142975398646827,3.76,0.0,0.8169245731198305,0.9999917928817837,2.021188312318903e-08,7.246164744539476e-17,8.132460956559905e-12,2.0371583624842592e-05,7.89543430559012e-06,3.2022459073728736e-10,3.138633968657691e-07,1.0348044932186127e-05,8.947852771684447e-07,7.393695277127235e-09,2.806666360548063e-07,5.917605701721284e-10,2.7502612420128163e-12,3.6534745386361766e-12,3.3461564626392114e-12
2.705699247243887e-08,0.9142976065938581,3.76,0.0,0.8169238227636773,0.9999914943906643,2.238658900445203e-08,8.241152874576576e-17,8.655999459242717e-12,2.1121339367768638e-05,8.172408968226059e-06,3.362451883049931e-10,3.356274197241212e-07,1.0672475446078412e-05,9.56482245406878e-07,7.947915847482499e-09,2.9914705943600995e-07,6.192604063514807e-10,3.01969445529152e-12,4.082116587141457e-12,3.720957626530809e-12
2.797653779335861e-08,0.9142976733326615,3.76,0.0,0.8169230701981041,0.9999911952907674,2.4709339536200372e-08,9.330543249000252e-17,9.19231590005075e-12,2.1873283109738197e-05,8.449327793812815e-06,3.5238162179781353e-10,3.580689887487451e-07,1.099442435330385e-05,1.0200763796212908e-06,8.523132062609342e-09,3.1810975019562705e-07,6.469035964860577e-10,3.3044659225587267e-12,4.544402248920788e-12,4.123385503440706e-12
2.8896083114278353e-08,0.9142977400811195,3.76,0.0,0.8169223154288929,0.9999908955871034,2.7184655722289324e-08,1.0519419472636708e-16,9.741144606114593e-12,2.262740900279813e-05,8.7261906213373e-06,3.6862698805729595e-10,3.8118295259249324e-07,1.1313911233397876e-05,1.0855531721429972e-06,9.119416998327682e-09,3.375455863657844e-07,6.746849136908116e-10,3.6048344960593114e-12,5.041747619533489e-12,4.554506572194653e-12
2.98156284351981e-08,0.9142978068392595,3.76,0.0,0.8169215584618255,0.9999905952846415,2.9817024047571676e-08,1.1812922633134083e-16,1.0302226844533377e-11,2.3383711198294226e-05,9.002997291162073e-06,3.8497509193116894e-10,4.049641528855227e-07,1.1630955510834347e-05,1.152898229739594e-06,9.736842879953287e-09,3.5744556467504626e-07,7.025998937406576e-10,3.9210516982149046e-12,5.575579311559247e-12,5.0153955410561634e-12
3.073517375611784e-08,0.9142978736071071,3.76,0.0,0.8169207993026835,0.9999902943883114,3.261089643341569e-08,1.3216246993710766e-16,1.0875310635632964e-11,2.4142183847037597e-05,9.27974764501409e-06,4.0142037222608974e-10,4.2940742501683897e-07,1.194557645635946e-05,1.2220972727091158e-06,1.0375481194936215e-08,3.7780079920057147e-07,7.306447212996425e-10,4.25336220933616e-12,6.147334150847886e-12,5.507135335027569e-12
3.165471907703758e-08,0.914297940384689,3.76,0.0,0.816920037957249,0.9999899929030023,3.557069019840728e-08,1.4734635869889997e-16,1.1460150571252113e-11,2.490282109946458e-05,9.556441525973522e-06,4.1795783539660534e-10,4.5450759890142907e-07,1.2257793188298455e-05,1.293136133981924e-06,1.1035402788600138e-08,3.98602520034713e-07,7.588161330583868e-10,4.602004322161327e-12,6.758458900341736e-12,6.030817083241775e-12
3.3493809718877065e-08,0.914298073969157,3.76,0.0,0.8169185087306268,0.9999893881848079,4.200553793903446e-08,1.813780264340624e-16,1.266414905721295e-11,2.643056601614477e-05,1.01096592482354e-05,4.5129184033252803e-10,5.066579486867835e-07,1.2875089730226131e-05,1.4406772010043478e-06,1.2419376426559035e-08,4.415109132103854e-07,8.15527965500062e-10,5.3492070241806484e-12,8.104653447430773e-12,7.178411904543827e-12
3.51489912965326e-08,0.9142981942287218,3.76,0.0,0.8169171250075411,0.999988841972373,4.840795699364661e-08,2.164764291727904e-16,1.3785620175996346e-11,2.7812880700584628e-05,1.0607360514075998e-05,4.8156727024119e-10,5.557879154247025e-07,1.3422622926657293e-05,1.5796164906376267e-06,1.3738441705337451e-08,4.815697995453416e-07,8.669774400167262e-10,6.079817653815141e-12,9.465582661725484e-12,8.331602467025658e-12
3.675859371144906e-08,0.9142983112072866,3.76,0.0,0.8169157726806398,0.9999883090419189,5.521380483035301e-08,2.549807654338345e-16,1.490936111749844e-11,2.9163769561969974e-05,1.1091178693189993e-05,5.112405492116879e-10,6.055292192213608e-07,1.3947885381137597e-05,1.7202410534212022e-06,1.5088351306891358e-08,5.217875472895735e-07,9.173718410315801e-10,6.844361745951723e-12,1.0933288212325611e-11,9.568868348873403e-12
3.836819612636552e-08,0.9142984282161726,3.76,0.0,0.8169144137709141,0.9999877744019977,6.261405057687935e-08,2.9809231952992617e-16,1.606466152100443e-11,3.052117340182648e-05,1.157482078985168e-05,5.411280552562373e-10,6.57179256893376e-07,1.4466153650957798e-05,1.8662269059979047e-06,1.6504860676749424e-08,5.632058843775736e-07,9.68115921907998e-10,7.663326189543318e-12,1.2551371077506781e-11,1.0926527732143845e-11
3.997779854128198e-08,0.9142985452555065,3.76,0.0,0.8169130483093499,0.9999872380772072,7.063091062210157e-08,3.4610633976929855e-16,1.7250452784888116e-11,3.188506085827988e-05,1.2058286017894074e-05,5.712181849404864e-10,7.107102044222594e-07,1.4977524031456079e-05,2.017502686251087e-06,1.798833356827617e-08,6.0578246042894e-07,1.0192043574441225e-09,8.537786721071926e-12,1.4327974714952943e-11,1.2410779087897761e-11
4.158740095619844e-08,0.9142986623254121,3.76,0.0,0.8169116763269222,0.9999867000918002,7.928627525416533e-08,3.993197993047812e-16,1.8465714193200714e-11,3.325540057784384e-05,1.2541573602921589e-05,6.015012501082239e-10,7.6609424715145e-07,1.5482091492251944e-05,2.173998014347663e-06,1.9539131637166204e-08,6.494759040656914e-07,1.07063298090332e-09,9.468787131644201e-12,1.6271321141710326e-11,1.402789682069021e-11
4.3197003371114903e-08,0.9142987794260119,3.76,0.0,0.8169102978545958,0.999986160469691,8.860170882456118e-08,4.580309745050501e-16,1.9709470679151553e-11,3.46321612174014e-05,1.3024682782142322e-05,6.319691344475128e-10,8.233035900576591e-07,1.5979949695771243e-05,2.335643479210984e-06,2.1157614724898796e-08,6.942458033550365e-07,1.1223984840107372e-09,1.0457342813942502e-11,1.8389709487626355e-11,1.5784231061445844e-11
4.4806605786031363e-08,0.9142988965574254,3.76,0.0,0.8169089129233219,0.999985619234459,9.859845003699975e-08,5.225390583413963e-16,2.0980790699256545e-11,3.601531144612492e-05,1.3507612804202945e-05,6.626150201137244e-10,8.82310467649862e-07,1.647119101540968e-05,2.502370625191963e-06,2.2844141047631933e-08,7.400526866332291e-07,1.1744982118646453e-09,1.1504443852413371e-11,2.069151488326268e-11,1.7686207458583785e-11
4.6416208200947824e-08,0.9142990137197708,3.76,0.0,0.8169075215640378,0.9999850764093544,1.0929741235172207e-07,5.9314380480253e-16,2.227878420807369e-11,3.740481994735174e-05,1.399036292902601e-05,6.934331641617133e-10,9.430871535189051e-07,1.695590655339106e-05,2.674111938927265e-06,2.459906733197001e-08,7.868580036894028e-07,1.2269300113241545e-09,1.2611057742497514e-11,2.3185187607701698e-11,1.9740326966882925e-11
4.8025810615864284e-08,0.9142991309131644,3.76,0.0,0.8169061238076635,0.9999845320173023,1.2071918449708532e-07,6.70145200835914e-16,2.36026007248402e-11,3.880065542042782e-05,1.4472932427649536e-05,7.244187099198941e-10,1.0056059695577046e-06,1.743418615835901e-05,2.850800836375411e-06,2.6422748923851454e-08,8.34624107291388e-07,1.2796921066223844e-09,1.3778131808072594e-11,2.5879252436704243e-11,2.195316563369522e-11
4.9635413030780744e-08,0.9142992481377201,3.76,0.0,0.8169047196851023,0.9999839860809085,1.3288403108545905e-07,7.538431641527458e-16,2.4951427488568143e-11,4.020278658252288e-05,1.4955320582068963e-05,7.555675288730956e-10,1.0698392948578762e-06,1.7906118442705917e-05,3.0323716500294164e-06,2.831553987269319e-08,8.833142350497176e-07,1.3327830000700756e-09,1.5006595345617884e-11,2.87823081664691e-11,2.4331374382287536e-11
5.1245015445697204e-08,0.9142993653935508,3.76,0.0,0.8169033092272376,0.999983438622462,1.4581189333212407e-07,8.445372659025461e-16,2.6324487699855255e-11,4.1611182170417835e-05,1.5437526685081312e-05,7.868760916037393e-10,1.1357595742840958e-06,1.837179079963521e-05,3.2187596163069517e-06,3.027779298812334e-08,9.328924916205059e-07,1.3862014005226045e-09,1.6297361510399315e-11,3.190302729955309e-11,2.688167879214921e-11
5.2854617860613664e-08,0.9142994826807674,3.76,0.0,0.8169018924649316,0.9999828896639414,1.5952238987403254e-07,9.425264767136033e-16,2.7721038845928636e-11,4.3025810942267814e-05,1.59195500401317e-05,8.183413633506773e-10,1.2033393267325487e-06,1.8831289419965285e-05,3.409900863116203e-06,3.2309859875143126e-08,9.833238312427481e-07,1.439946173770848e-09,1.7651328971111018e-11,3.525015587030811e-11,2.9610878876075024e-11
5.4464220275530124e-08,0.9142995999994785,3.76,0.0,0.8169004694290238,0.9999823392270188,1.7403481768378024e-07,1.0481089341725133e-15,2.914037110405916e-11,4.444664167934537e-05,1.6401389961162053e-05,8.499607180511056e-10,1.2725511530841013e-06,1.928469930869021e-05,3.6057323975933285e-06,3.4412090957519005e-08,1.0345740406012946e-06,1.4940163050529976e-09,1.9069383366816006e-11,3.883251338131346e-11,3.252584885382983e-11
5.6073822690446584e-08,0.9142997173497922,3.76,0.0,0.816899040150329,0.999981787333063,1.893681530745453e-07,1.1615817300143943e-15,3.058180581899706e-11,4.5873643187767314e-05,1.6883045772461993e-05,8.817318665305247e-10,1.3433677438618589e-06,1.973210430130739e-05,3.806192094007981e-06,3.658483549465942e-08,1.0866097220077137e-06,1.548410868430513e-09,2.055239859371497e-11,4.265899282801235e-11,3.563353692224953e-11
5.9293027520279505e-08,0.9142999521456483,3.76,0.0,0.8168961629877083,0.9999806792580423,2.2257185541526488e-07,1.4133803729706135e-15,3.352841536817698e-11,4.8746033877548686e-05,1.7845802413893552e-05,9.457217517328673e-10,1.489706472196735e-06,2.0609229188490897e-05,4.220751734417635e-06,4.114325619267724e-08,1.1929078904168513e-06,1.658169909098117e-09,2.3716754733719753e-11,5.108025777976925e-11,4.245522858872043e-11
6.251223235011243e-08,0.9143001870691645,3.76,0.0,0.8168932612230393,0.9999795656039436,2.592789379209188e-07,1.7002712769595103e-15,3.655600817268038e-11,5.164273402208677e-05,1.8807814760168642e-05,1.010297431003722e-09,1.6421391014393318e-06,2.146331198131065e-05,4.653099672199204e-06,4.598789301425906e-08,1.3019668483180713e-06,1.7692169077462806e-09,2.7151193453488185e-11,6.058656971423137e-11,5.013301001618746e-11
6.573143717994535e-08,0.9143004221211445,3.76,0.0,0.8168903351017975,0.9999784465312562,2.9962978931159406e-07,2.0245757782468e-15,3.966013728445896e-11,5.4563495137471184e-05,1.9769077763400425e-05,1.075447822668567e-09,1.8004510991533366e-06,2.2294982875135603e-05,5.1027689223974315e-06,5.112149855341689e-08,1.4135471319906462e-06,1.8815458962471832e-09,3.086238295506039e-11,7.125173504314787e-11,5.87251056468951e-11
6.895064200977827e-08,0.9143006573023696,3.76,0.0,0.8168873848689121,0.9999773221960212,3.43759792449278e-07,2.3885836571010785e-15,4.2836730737708224e-11,5.750806929823679e-05,2.072958652767049e-05,1.1411635802905853e-09,1.9644300074231263e-06,2.310485484414459e-05,5.569305268780697e-06,5.6546806755226885e-08,1.5274208172684175e-06,1.995151145123639e-09,3.48568836225379e-11,8.315075692186726e-11,6.829090019757369e-11
7.216984683961119e-08,0.9143008926135979,3.76,0.0,0.8168844107687134,0.999976192749953,3.9179937528915085e-07,2.794549893728403e-15,4.6082057630144875e-11,6.047620918943067e-05,2.1689336304754883e-05,1.2074365662470701e-09,2.1338656233871224e-06,2.389352411106982e-05,6.0522669153408766e-06,6.226653266945779e-08,1.643371053000271e-06,2.110027052555219e-09,3.914116333414164e-11,9.635984541286394e-11,7.889093037719735e-11
7.538905166944411e-08,0.9143011280555651,3.76,0.0,0.8168814130448843,0.9999750583405592,4.4387406571403564e-07,3.2446920441101423e-15,4.9392697156564594e-11,6.346766815795065e-05,2.2648322489968453e-05,1.2742594608680915e-09,2.308550165314867e-06,2.4661570604509138e-05,6.551224147004886e-06,6.828337219894827e-08,1.761191611291264e-06,2.2261680590264068e-09,4.372160949666918e-11,1.1095642760368791e-10,9.058687636153273e-11
7.860825649927703e-08,0.9143013636289857,3.76,0.0,0.8168783919404091,0.9999739191112569,5.001045499609444e-07,3.741188152966508e-15,5.2765510362105217e-11,6.64822002631116e-05,2.360654061812474e-05,1.3416254848008574e-09,2.4882784248812794e-06,2.5409558404076014e-05,7.0657589993511665e-06,7.46000018333931e-08,1.880686454022902e-06,2.3435685965987412e-09,4.860453835772303e-11,1.2701915737287652e-10,1.0344155302865986e-10
8.182746132910995e-08,0.9143015993345538,3.76,0.0,0.8168753476975238,0.9999727752014835,5.60606734493718e-07,4.286175158767391e-15,5.619761450546454e-11,6.951956032637854e-05,2.456398635961194e-05,1.4095282257822186e-09,2.6728479058204824e-06,2.6138036173304413e-05,7.595464937391656e-06,8.121907836740921e-08,2.0016693156571985e-06,2.462223074137176e-09,5.3796201873423093e-11,1.4462792463970725e-10,1.175189009542215e-10
8.504666615894287e-08,0.9143018351729424,3.76,0.0,0.8168722805576691,0.9999716267468085,6.254918110645536e-07,4.881747731494687e-15,5.968635983510954e-11,7.257950398023166e-05,2.5520655516583e-05,1.477961535053817e-09,2.862058949494579e-06,2.6847537580512405e-05,8.13994654328351e-06,8.814323862422333e-08,2.1239633019550166e-06,2.5821258769702143e-09,5.930279263117608e-11,1.6386386380837893e-10,1.3288397716900784e-10
8.82658709887758e-08,0.9143020711448057,3.76,0.0,0.8168691907614414,0.9999704738790379,6.94866324599968e-07,5.529957468242212e-15,6.32293085030079e-11,7.566178771614205e-05,2.647654401925509e-05,1.5469194548829749e-09,3.0557148482812407e-06,2.75385817081204e-05,8.69881921261567e-06,9.537509920233291e-08,2.247400503830309e-06,2.7032713629713194e-09,6.513044742265991e-11,1.848093611093945e-10,1.496029456873713e-10
9.148507581860871e-08,0.9143023072507778,3.76,0.0,0.8168660785485466,0.9999693167263183,7.688322435767387e-07,6.232812382171589e-15,6.68242153756121e-11,7.876616893162322e-05,2.7431647922313927e-05,1.616396161407143e-09,3.253621947624547e-06,2.8211673450881265e-05,9.271708858930075e-06,1.0291725624381867e-07,2.371821625601179e-06,2.8256538557006397e-09,7.128524986254628e-11,2.0754806070332752e-10,1.6774306781667627e-10
9.470428064844163e-08,0.9143025434914756,3.76,0.0,0.8168629441577551,0.999968155413238,8.474870326386199e-07,6.992276641163889e-15,7.046901057820064e-11,8.189240597631311e-05,2.8385963401420035e-05,1.6863859244657922e-09,3.4555897373458765e-06,2.8867303903304204e-05,9.858251626262584e-06,1.1077228521625225e-07,2.4970756271455033e-06,2.949267642209352e-09,7.777323222342686e-11,2.3216486955435751e-10,1.8737269225652548e-10
9.792348547827455e-08,0.9143027798674963,3.76,0.0,0.8168597878268553,0.9999669900609237,9.309237272414838e-07,7.810270523248858e-15,7.41617836413705e-11,8.504025819704476e-05,2.9339486749814552e-05,1.7568830845946824e-09,3.6614309327054664e-06,2.950595073648985e-05,1.0458093609541627e-05,1.1894274070716862e-07,2.6230193795738604e-06,3.074106976187754e-09,8.460037660148822e-11,2.587459611018004e-10,2.0856124499551176e-10
9.999999999999998e-08,0.91430301637942,3.76,0.0,0.8168577403388085,0.9999662362747362,9.873224373613142e-07,8.36984191804546e-15,7.656839201234843e-11,8.708210343183752e-05,2.995412509084588e-05,1.8026231240579491e-09,3.796175510639505e-06,2.9909110296827255e-05,1.0851910015293803e-05,1.2438154588112833e-07,2.7045603250998168e-06,3.1552808102978268e-09,8.918687716994113e-11,2.769748339225904e-10,2.230887330629088e-10
1.0114269030810748e-07,0.91430301637942,3.76,0.0,0.816856609792611,0.999965820787137,1.019231010101916e-06,8.688670556213513e-15,7.790076910989849e-11,8.820948598187403e-05,3.0292214375022156e-05,1.8278820401286329e-09,3.87096154575603e-06,3.012807856464545e-05,1.1070890582648588e-05,1.2743115623568603e-07,2.749517333971389e-06,3.20016608144879e-09,9.1772615569055e-11,2.873787777265484e-10,2.31379219013917e-10
1.043618951379404e-07,0.9143032530278098,3.76,0.0,0.8168534102907183,0.9999646477063658,1.1124932892149918e-06,9.629309809113008e-15,8.168433346938159e-11,9.139985080303775e-05,3.1244142795647845e-05,1.8993772374550223e-09,4.08400094757584e-06,3.073413930159315e-05,1.1696307733909514e-05,1.362400440833996e-07,2.876441202700359e-06,3.327439153110788e-09,9.929583247246895e-11,3.181520320131894e-10,2.5589816380185836e-10
1.0758109996777332e-07,0.914303489813212,3.76,0.0,0.8168501895557642,0.999963470929915,1.2107907772237004e-06,1.063397830828056e-14,8.551096326261262e-11,9.461111525881511e-05,3.2195268638264654e-05,1.971363162855208e-09,4.300371921934205e-06,3.1324572507566975e-05,1.2334019408797287e-05,1.453718951423701e-07,3.0036696527793226e-06,3.455920358148505e-09,1.0717586147793214e-10,3.5115570684713675e-10,2.821906747027298e-10
1.1080030479760624e-07,0.9143037267361568,3.76,0.0,0.8168469478211858,0.9999622905659933,1.31419957194766e-06,1.1704423556500241e-14,8.937925428976761e-11,9.784304311426679e-05,3.3145588634389816e-05,2.0438343372730373e-09,4.5199007108777844e-06,3.189980572655758e-05,1.2983708859650537e-05,1.5482917877781254e-07,3.1310880109123785e-06,3.5856038372435698e-09,1.1541848741752776e-10,3.8648105441302213e-10,3.1033038209151066e-10
