Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30)
5.283955553235322e-07,0.9143357111917156,3.76,0.0,0.8163152690493584,0.9997980780345392,5.884219928888177e-05,1.0520875317329533e-12,7.684485798599187e-10,0.0006245606146067487,0.00014907864280186338,1.3977605401044275e-08,2.99183429008992e-05,5.5114753734312426e-05,0.0001414258001565426,4.814293012408475e-06,1.2055293729231654e-05,2.8561175791284726e-08,5.7594355583813624e-09,7.107920853830897e-08,5.604711012387448e-08
5.388257789721909e-07,0.9143365424465913,3.76,0.0,0.8163003595477335,0.9997939087713286,6.112892479257442e-05,1.1057356434564143e-12,7.877958210326469e-10,0.0006392352223746399,0.00015178416115836958,1.4311492557727542e-08,3.0267287601017335e-05,5.5273110328967985e-05,0.00014510036602548843,5.030124041229372e-06,1.2129826394033613e-05,2.9349212357197938e-08,6.040614691441255e-09,7.595406260767281e-08,5.985182877815704e-08
5.492560026208496e-07,0.9143373752697767,3.76,0.0,0.8162854068636067,0.9997897399367288,6.3441749701312e-05,1.1608742186269065e-12,8.072005710055137e-10,0.0006539469115326203,0.0001544804672288343,1.4646249169082966e-08,3.0605316066919994e-05,5.542756273794881e-05,0.00014878530774132024,5.251223138218741e-06,1.2201466977060286e-05,3.01437030277683e-08,6.3292834152780434e-09,8.10587262366652e-08,6.383207865518089e-08
5.596862262695082e-07,0.9143382096592306,3.76,0.0,0.8162704123440242,0.999785571583499,6.577986206744745e-05,1.217510877970294e-12,8.266605932254167e-10,0.0006686942934379158,0.00015716757211997842,1.498184207873903e-08,3.093289408169509e-05,5.557844342280556e-05,0.00015248037564278403,5.477611642009098e-06,1.2270412712163869e-05,3.0944574642644704e-08,6.625465894079723e-09,8.639910982611882e-08,6.79921087382077e-08
5.701164499181669e-07,0.9143390456128638,3.76,0.0,0.8162553772606304,0.9997814037574349,6.814248499178573e-05,1.2756531820067638e-12,8.461737701082854e-10,0.0006834760552810759,0.00015984548718371233,1.5318239932182263e-08,3.1250478340016564e-05,5.5726056205023527e-05,0.00015618534124356,5.709310418524785e-06,1.23368487760116e-05,3.175175665919058e-08,6.929185373770773e-09,9.198114172179304e-08,7.233616889782621e-08
5.805466735668255e-07,0.9143398831285411,3.76,0.0,0.8162403028134055,0.9997772364979848,7.052887589265296e-05,1.3353086377528395e-12,8.657380974765942e-10,0.0006982909563260231,0.0001625142239965612,1.565541308837156e-08,3.1558515398634265e-05,5.587067873415078e-05,0.0001598999954078634,5.946339886436063e-06,1.2400948852383354e-05,3.256518104605271e-08,7.2404642680618904e-09,9.781076756321434e-08,7.68685093826093e-08
5.909768972154842e-07,0.914340722204087,3.76,0.0,0.8162251901342621,0.9997730698388116,7.293832570200219e-05,1.3964847046760126e-12,8.85351679176433e-10,0.0007131378242922425,0.00016517379434089987,1.5993333534599944e-08,3.185744080863174e-05,5.601256474314423e-05,0.00016362414668345926,6.188720041223717e-06,1.246287569347879e-05,3.3384782178801635e-08,7.559324238610825e-09,1.0389394969612125e-07,8.159338035937896e-08
6.014071208641429e-07,0.914341562837288,3.76,0.0,0.8162100402904997,0.9997689038083064,7.537015800178623e-05,1.4591887999816876e-12,9.050127218760808e-10,0.0007280155518781395,0.0001678242101878394,1.633197480459348e-08,3.2147678411180954e-05,5.615194610943916e-05,0.0001673576197783932,6.436470477915954e-06,1.2522781674015208e-05,3.4210496737861815e-08,7.885786269546525e-09,1.1023666664402642e-07,8.651503149945832e-08
6.118373445128015e-07,0.9143424050258943,3.76,0.0,0.8161948542881229,0.9997647384300549,7.782372811249745e-05,1.5234283033041032e-12,9.24719530047225e-10,0.0007429230934240575,0.00017046548368162016,1.6671311899822926e-08,3.24296397798494e-05,5.6289034738650496e-05,0.00017110025416891748,6.689610412558473e-06,1.2580809334704249e-05,3.5042263608904674e-08,8.21987073661147e-09,1.1684491263460545e-07,9.163771160746168e-08
6.222675681614602e-07,0.9143432487676255,3.76,0.0,0.816179633075022,0.9997605737232649,8.029842214442808e-05,1.5892105608655634e-12,9.444705011291564e-10,0.0007578594617129353,0.00017309762712538131,1.7011321213990707e-08,3.2703723793900244e-05,5.6424024286173686e-05,0.0001748519028273117,6.948158702477131e-06,1.2637091912478802e-05,3.5880023785828264e-08,8.561597471181699e-09,1.2372469717683996e-07,9.696566828936466e-08
6.326977918101189e-07,0.914344094060172,3.76,0.0,0.8161643775440188,0.9997564097031563,8.279365602100238e-05,1.6565428891618032e-12,9.642641208753691e-10,0.0007728237249061766,0.00017572065296818696,1.7351980460645345e-08,3.29703163283232e-05,5.655709173053687e-05,0.0001786124310593451,7.212133865390997e-06,1.2691753855458871e-05,3.672372027642332e-08,8.910985819425867e-09,1.3088204468505555e-07,1.0250314765678177e-07
6.431280154587775e-07,0.914344940901197,3.76,0.0,0.8161490885357816,0.999752246381315,8.530887448250684e-05,1.7254325782256618e-12,9.840989588811756e-10,0.0007878150036119822,0.00017833457379320223,1.7693268603866773e-08,3.3229790047489855e-05,5.6688398811196425e-05,0.00018238171544198505,7.481554097431857e-06,1.2744911321095126e-05,3.757329801081472e-08,9.268054696861448e-09,1.3832299414619984e-07,1.0825439406454927e-07
6.535582391074362e-07,0.9143457892883384,3.76,0.0,0.8161337668416127,0.9997480837660183,8.784355007763442e-05,1.7958868945159728e-12,1.0039736642902607e-09,0.0008028324680831273,0.0001809394023069173,1.8035165791959238e-08,3.348250429038046e-05,5.681809334245245e-05,0.000186159642852712,7.75643729012472e-06,1.279667265629555e-05,3.842870375274528e-08,9.632822638560585e-09,1.4605359882689952e-07,1.1422364987887379e-07
6.639884627560948e-07,0.9143466392192127,3.76,0.0,0.816118413206108,0.9997439218625291,9.039718214940173e-05,1.8679130834736685e-12,1.023886961677586e-09,0.0008178753355409324,0.00018353515132932895,1.837765329408189e-08,3.3728805036334707e-05,5.6946310414184516e-05,0.00018994610958252058,8.036801046382069e-06,1.2847138858682501e-05,3.928988601374166e-08,1.0005307845252477e-08,1.5407992601702852e-07,1.2041515527346654e-07
6.744186864047535e-07,0.9143474906914152,3.76,0.0,0.8161030283296965,0.999739760673366,9.296929582118361e-05,1.9415183717826324e-12,1.0438376471055975e-09,0.0008329428676219945,0.0001861218337849965,1.8720713439742323e-08,3.396902494124734e-05,5.707317348916636e-05,0.0001937410205253868,8.322662695562777e-06,1.289640401844483e-05,4.0156794970184464e-08,1.0385528225564344e-08,1.624080568067109e-07,1.268331480512423e-07
6.848489100534122e-07,0.9143483437025223,3.76,0.0,0.8160876128710614,0.9997356001985489,9.555944098786267e-05,2.016709969368861e-12,1.0638245843502616e-09,0.0008480343679440732,0.00018869946269489443,1.9064329561073923e-08,3.4203483435044876e-05,5.719879540585177e-05,0.00019754428843762095,8.6140393076447e-06,1.2944555740517248e-05,4.1029382383293015e-08,1.0773501434636564e-08,1.710440858938709e-07,1.334818634893194e-07
6.952791337020708e-07,0.9143491982500936,3.76,0.0,0.8160721674494452,0.9997314404358235,9.816719131642139e-05,2.093495071168003e-12,1.0838467012930824e-09,0.0008631491797874337,0.00019126805116899355,1.9408485937814352e-08,3.443248687212443e-05,5.7323279294753625e-05,0.00020135583326109818,8.910947706557949e-06,1.2991675547028724e-05,4.190760152202276e-08,1.116924490933993e-08,1.7999412141962508e-07,1.4036553420520258e-07
7.057093573507295e-07,0.9143500543316727,3.76,0.0,0.8160566926468459,0.9997272813808645,0.0001007921432597092,2.1718808586881025e-12,1.103902986474951e-09,0.0008782866838878517,0.00019382761239950682,1.975316774490072e-08,3.4656328727211665e-05,5.744671941585056e-05,0.00020517558150486494,9.213404482723912e-06,1.3037839260127051e-05,4.2791407088858034e-08,1.1572775900314119e-08,1.8926428482898362e-07,1.4748839004217614e-07
7.161395809993881e-07,0.9143509119447895,3.76,0.0,0.8160411890101046,0.9997231230274637,0.0001034339150865768,2.2518745013914676e-12,1.1239924858074358e-09,0.0008934462963374533,0.00019637815965474112,2.0098361002594738e-08,3.4875289829812196e-05,5.7569201923826154e-05,0.00020900346568008938,9.521426004843286e-06,1.308311736542432e-05,4.368075514847215e-08,1.1984111501037858e-08,1.988607107544977e-07,1.5485465797206466e-07
7.265698046480468e-07,0.91435177108696,3.76,0.0,0.8160256570528889,0.9997189653676978,0.00010609214593107746,2.3334831579169094e-12,1.1441142994369543e-09,0.0009086274665895206,0.00019891970627350174,2.044405252905042e-08,3.5089638631098846e-05,5.769080556735945e-05,0.00021283942378375306,9.8350284309744e-06,1.3127575356425805e-05,4.457560305921829e-08,1.2403268674132689e-08,2.087895469206471e-07,1.6246856201365192e-07
7.370000282967055e-07,0.9143526317556893,3.76,0.0,0.8160100972575789,0.9997148083920857,0.00010876649486298861,2.4167139771612355e-12,1.164267578757105e-09,0.000923829675563394,0.00020145226566000183,2.079022989523616e-08,3.529963149769778e-05,5.7811602328146486e-05,0.00021668339882688586,1.0154227718941305e-05,1.3171274060401383e-05,4.547590940740786e-08,1.2830264275093426e-08,2.1905695406691906e-07,1.7033432316516928e-07
7.578604755940228e-07,0.9143543576627908,3.76,0.0,0.8159788959361749,0.999706496448402,0.00011416227759610804,2.588070655843803e-12,1.204665379698998e-09,0.0009542952802144756,0.00020649047665380324,2.1483995945494483e-08,3.570751642483308e-05,5.805103262171686e-05,0.00022439519438906472,1.0809479767040094e-05,1.325661537129008e-05,4.7292737536036725e-08,1.3707837772689653e-08,2.406321890278553e-07,1.8683828540497405e-07
7.766348781616084e-07,0.9143559161747795,3.76,0.0,0.8159507238005206,0.9996990179165722,0.0001190705623997205,2.747911012484815e-12,1.2411234517325689e-09,0.0009817816520904677,0.00021099426586942757,2.2109936222209588e-08,3.6062051516620764e-05,5.82643634848583e-05,0.00023136274483047327,1.1418504199558635e-05,1.3331350970532962e-05,4.894615822511806e-08,1.4524628961930604e-08,2.6126988246309007e-07,2.0259548426217616e-07
7.95409280729194e-07,0.9143574795935897,3.76,0.0,0.8159224677209911,0.9996915413963455,0.0001240265857585376,2.9131180004918825e-12,1.2776723311571523e-09,0.0010093293743215859,0.00021546914745705563,2.2737287432490708e-08,3.640594301731549e-05,5.847594687526861e-05,0.00023835557121307965,1.2045902460485569e-05,1.3404389914115697e-05,5.061666993892296e-08,1.5367075940107454e-08,2.831009477137191e-07,2.1923420240241657e-07
8.141836832967796e-07,0.9143590479043663,3.76,0.0,0.8158941295948656,0.9996840667920105,0.00012902896678533817,3.0837330639528034e-12,1.3143085780902812e-09,0.001036936340913611,0.0002199152014335119,2.3365999154550722e-08,3.674029383256132e-05,5.8686024183568505e-05,0.00024537347355954906,1.2691761533323476e-05,1.3475954894953305e-05,5.2304067855816104e-08,1.6235275463528094e-08,3.0616177999993164e-07,2.3677894254552263e-07
8.329580858643652e-07,0.9143606210922155,3.76,0.0,0.8158657111109647,0.999676593999905,0.0001340764686155945,3.2597975978882537e-12,1.3510290983319363e-09,0.0010646006555813626,0.00022433250822824185,2.3996025994603375e-08,3.706610813478421e-05,5.889480083661375e-05,0.00025241627864466874,1.335616693576148e-05,1.3546239839808796e-05,5.400815570695868e-08,1.7129324351938826e-08,3.304889096344772e-07,2.5525417375005954e-07
8.517324884319507e-07,0.9143621991421892,3.76,0.0,0.8158372137715735,0.9996691229097022,0.00013916798536308883,3.44135295531671e-12,1.3878311078302857e-09,0.001092320609711822,0.00022872114864209305,2.4627327060524102e-08,3.7384298259465194e-05,5.910245172594142e-05,0.00025948383599131694,1.4039202831112409e-05,1.36154134593154e-05,5.57287449548978e-08,1.8049319645724477e-08,3.561190023951201e-07,2.7468433149787867e-07
8.705068909995363e-07,0.9143637820393152,3.76,0.0,0.8158086389122027,0.9996616534054945,0.00014430253002632466,3.6284404532951985e-12,1.4247121005349505e-09,0.0011200946625045572,0.0002330812038127223,2.525986548719286e-08,3.769569145606897e-05,5.930912581738012e-05,0.00026657601447112555,1.4740952127350159e-05,1.36836223910993e-05,5.746565403601672e-08,1.8995358713519237e-08,3.830888600734507e-07,2.950938178965618e-07
8.892812935671219e-07,0.9143653697685924,3.76,0.0,0.8157799877194087,0.9996541853667136,0.0001494792232922352,3.8211013779804856e-12,1.4616698193014048e-09,0.0011479214230625814,0.00023741275518555563,2.5893608008170792e-08,3.8001036437815666e-05,5.9514950067895e-05,0.0002736926994166633,1.5461496565237984e-05,1.375099398330133e-05,5.921870767247816e-08,1.996753932752189e-08,4.114354211388045e-07,3.1650700196199204e-07
9.080556961347075e-07,0.9143669623150061,3.76,0.0,0.8157512612467793,0.9996467186688949,0.00015469728322745475,4.019376988960127e-12,1.4987022296945718e-09,0.0011757996343276047,0.00024171588448968203,2.6528524571227597e-08,3.830100968078349e-05,5.972003272296567e-05,0.0002808337901909564,1.6200916796313112e-05,1.381763874158433e-05,6.098773625138399e-08,2.096595971619491e-08,4.411957614834719e-07,3.3894821996010846e-07
9.268300987022931e-07,0.9143685596635315,3.76,0.0,0.8157224604292936,0.9996392531843263,0.00015995601581034202,4.223308522886309e-12,1.5358074963800384e-09,0.0012037281586489968,0.0002459906737176697,2.7164587992765637e-08,3.859622141677036e-05,5.992446611568201e-05,0.0002879991981247996,1.6959292452111198e-05,1.3883652482421722e-05,6.27725752586325e-08,2.1990718599074283e-08,4.724070952132424e-07,3.6244177578060803e-07
9.456045012698787e-07,0.9143701617991407,3.76,0.0,0.8156935860962171,0.9996317887825957,0.0001652548062621214,4.432937196643465e-12,1.572983961863088e-09,0.0012317059648260609,0.00025023720510858647,2.780177364736341e-08,3.8887221286206206e-05,6.012832905290052e-05,0.00029518884475879915,1.7736702205673675e-05,1.3949118226105985e-05,6.457306476310166e-08,2.304191520171431e-08,5.051067754590057e-07,3.8701194131992913e-07
9.643789038374643e-07,0.9143717687068069,3.76,0.0,0.8156646389826745,0.9996243253310565,0.0001705931111259936,4.6483042101284945e-12,1.6102301273537052e-09,0.0012597321164781875,0.0002544555611336898,2.844005918899652e-08,3.917450364058186e-05,6.033168885218481e-05,0.0003024026603430721,1.8533223826217225e-05,1.401410786000098e-05,6.638904895131834e-08,2.4119649254362814e-08,5.39332295187134e-07,4.1268295685728913e-07
9.831533064050499e-07,0.9143733803715094,3.76,0.0,0.8156356197400172,0.99961686269522,0.00017597045104698168,4.86945074875861e-12,1.6475446355802574e-09,0.0012878057616281728,0.0002586458244844177,2.9079424301215942e-08,3.945851249650139e-05,6.053460307295414e-05,0.00030964058256253074,1.934893422764215e-05,1.4078683596011508e-05,6.822037570761804e-08,2.522402097953689e-08,5.751212879898685e-07,4.3947903141194764e-07
9.999999999999997e-07,0.914374996778237,3.76,0.0,0.8156095191964234,0.999610166886864,0.00018082853997314962,5.072844210290374e-12,1.6810849454133611e-09,0.0013130366636531384,0.0002623819961328933,2.9654044731241577e-08,3.971090177991305e-05,6.07163439205544e-05,0.00031615580769863376,2.0097286641335214e-05,1.413632091851594e-05,6.987660443117241e-08,2.6237756789202072e-08,6.08597522948927e-07,4.6450134178974647e-07
1.0019277089726355e-06,0.914374996778237,3.76,0.0,0.815606528945094,0.9996094007390857,0.00018138640420528002,5.096417985742962e-12,1.684926255378983e-09,0.0013159261233870532,0.00026280807806233807,2.9719850473636163e-08,3.9739646145689004e-05,6.073712098368159e-05,0.0003169025554568549,2.0183909511523288e-05,1.4142899244806774e-05,7.006689623367794e-08,2.635513107193977e-08,6.125115288426907e-07,4.674243430732371e-07
1.020702111540221e-06,0.9143766179119925,3.76,0.0,0.8155773671085322,0.9996019393254183,0.00018684060035733003,5.329247084165109e-12,1.7223738678917592e-09,0.0013440924916323467,0.00026694240497071944,3.036132080216938e-08,4.0018261425485205e-05,6.093928480615854e-05,0.0003241885285048564,2.1038225005202012e-05,1.420680132806883e-05,7.192846470549865e-08,2.751308067142708e-08,6.515409348196929e-07,4.965430392960213e-07
1.0394765141078066e-06,0.9143782437577944,3.76,0.0,0.8155481346821348,0.9995944783159835,0.000192332715438705,5.56797919889873e-12,1.7598864542119612e-09,0.0013723042155769328,0.00027104888850742147,3.100381981056516e-08,4.029467765787762e-05,6.114113077367846e-05,0.00033149845584602635,2.191195529555482e-05,1.4270430048728566e-05,7.380493796600661e-08,2.86979713301091e-08,6.922475657597356e-07,5.268592371560509e-07
1.0582509166753922e-06,0.9143798743006804,3.76,0.0,0.8155188320654808,0.9995870175717454,0.0001978624666840075,5.812655478383884e-12,1.7974630843345372e-09,0.001400560697137176,0.00027512761215887194,3.1647333291081425e-08,4.0569180270281664e-05,6.134269003211993e-05,0.00033883229561786906,2.280517425893884e-05,1.4333820136744545e-05,7.56961752487592e-08,2.9909904975651675e-08,7.346696248770502e-07,5.583970235612898e-07
1.0770253192429778e-06,0.9143815095257094,3.76,0.0,0.815489459611811,0.9995795569530337,0.00020342960822098893,6.063317066284579e-12,1.8351029072824504e-09,0.0014288613850198177,0.00027917865959495064,3.229184816236973e-08,4.0842024114882806e-05,6.154398940641188e-05,0.00034619000939242923,2.3717955087740554e-05,1.4397001585572524e-05,7.760203792913955e-08,3.114898387256558e-08,7.788454593122079e-07,5.911804554170111e-07
1.0957997218105634e-06,0.9143831494179633,3.76,0.0,0.81546001763327,0.9995720963196838,0.0002090339270988653,6.320005103048292e-12,1.8728051422941645e-09,0.0014572057694553918,0.00028320211466462846,3.2937352342852585e-08,4.1113436504251944e-05,6.17450520513247e-05,0.00035357156169803596,2.465037031390156e-05,1.4460000292541616e-05,7.95223893016009e-08,3.241531058222449e-08,8.24813560621723e-07,6.25233559743608e-07
1.114574124378149e-06,0.9143847939625499,3.76,0.0,0.8154305064055719,0.9995646355311567,0.00021467523971340895,6.582760727380906e-12,1.910569070965763e-09,0.0014855933775116388,0.0002871980613922277,3.358383463800547e-08,4.138361998055097e-05,6.194589800378818e-05,0.00036097691961356926,2.5602491829763077e-05,1.4522838614984629e-05,8.14570943809309e-08,3.370898792203773e-08,8.726125652058686e-07,6.605803337469098e-07
1.1333485269457346e-06,0.9143864431446033,3.76,0.0,0.8154009261721489,0.9995571744466373,0.00022035338859370193,6.851625077644871e-12,1.9483940302495733e-09,0.0015140237689257663,0.0002911665839741872,3.4231284640083894e-08,4.165275483542394e-05,6.2146544652071e-05,0.00036840605242393693,2.6574390906540925e-05,1.4585535852792312e-05,8.340601972449637e-08,3.5030118924515684e-08,9.222812546747386e-07,6.972447448414444e-07
1.1521229295133202e-06,0.9143880969492861,3.76,0.0,0.8153712771478381,0.9995497129251182,0.00022606823951761405,7.12663929318448e-12,1.9862794062200745e-09,0.0015424965324002066,0.00029510776677623107,3.487969263897347e-08,4.192100139788821e-05,6.234700713471127e-05,0.00037585893132725573,2.7566138210707622e-05,1.4648108666861343e-05,8.53690332733413e-08,3.6378806797032806e-08,9.738585561531896e-07,7.352507306276685e-07
1.1708973320809058e-06,0.9143897553617903,3.76,0.0,0.8153415595221584,0.9995422508254712,0.00023181967892535948,7.407844515582797e-12,2.0242246285269274e-09,0.0015710112823124262,0.0002990216943308669,3.552904954298109e-08,4.218850210762156e-05,6.254729867969065e-05,0.00038333552918599765,2.8577803818523435e-05,1.471057144170007e-05,8.73460042108396e-08,3.7755154882726054e-08,1.027383542526191e-06,7.74622198824661e-07
1.1896717346484914e-06,0.9143914183673381,3.76,0.0,0.8153117734622176,0.9995347880065059,0.000237607611602885,7.695281889856052e-12,2.0622291654631783e-09,0.001599567655794595,0.000302908451335145,3.617934680850946e-08,4.245538339058048e-05,6.274743089257626e-05,0.00039083582031567375,2.96094572289296e-05,1.477293659937566e-05,8.933680283714222e-08,3.91592666226748e-08,1.0828954326267624e-06,8.153830271601012e-07
1.208446137216077e-06,0.9143930859511841,3.76,0.0,0.8152819191152912,0.999527324327021,0.00024343195860918713,7.988992565591332e-12,2.1002925195836925e-09,0.0016281653101433429,0.00030676812264862933,3.683057637766259e-08,4.272175735300744e-05,6.294741400117345e-05,0.000398359780305492,3.066116737499395e-05,1.483521487109089e-05,9.13413004574999e-08,4.059124551952855e-08,1.1404335913689145e-06,8.57557063219582e-07
1.2272205397836625e-06,0.914394758098615,3.76,0.0,0.8152519966111087,0.999519859645844,0.0002492926554238058,8.28901769803159e-12,2.1384142238150406e-09,0.0016568039205236886,0.000310600793291531,3.748273062292236e-08,4.298772330893292e-05,6.314725706328237e-05,0.0004059073858661364,3.173300263407899e-05,1.489741553193062e-05,9.335936928317194e-08,4.205119510282854e-08,1.200037529828089e-06,9.011681242574534e-07
1.2459949423512481e-06,0.9143964347949505,3.76,0.0,0.8152220060638802,0.9995123938218694,0.00025518965029272544,8.595398449110325e-12,2.176593838003783e-09,0.0016854831779348218,0.00031440654844296616,3.813580229812166e-08,4.325336915542592e-05,6.334696814319968e-05,0.000413478614700507,3.2825030836883175e-05,1.4959546603649648e-05,9.539088234387196e-08,4.3539218896195104e-08,1.2617469052717916e-06,9.462399969715001e-07
1.2647693449188337e-06,0.9143981160255463,3.76,0.0,0.8151919475740892,0.9995049267140863,0.000261122902752767,8.9081759884379e-12,2.2148309458555337e-09,0.0017142027874088232,0.00031818547343930937,3.8789784495020476e-08,4.351877260904708e-05,6.354655446168942e-05,0.0004210734453939448,3.393731927548951e-05,1.5021615029756243e-05,9.743571341045363e-08,4.5055420386410075e-08,1.3256015211432921e-06,9.927964372438192e-07
1.2835437474864193e-06,0.91439980177579,3.76,0.0,0.8151618212300813,0.999497458181604,0.00026709238231633893,9.227391494242194e-12,2.2531251522221315e-09,0.001742962466416515,0.00032193765377261304,3.944467060486604e-08,4.378400231610784e-05,6.37460225233752e-05,0.00042869185732103137,3.5069934710539437e-05,1.5083626826586506e-05,9.949373692664604e-08,4.6599902994369957e-08,1.3916413270013229e-06,1.0408611698502577e-06
1.302318150054005e-06,0.9144014920311077,3.76,0.0,0.8151316271094685,0.9994899880836731,0.0002730980673000891,9.553086154266694e-12,2.291476080698777e-09,0.0017717619434573883,0.0003256631750890766,4.010045428438367e-08,4.404911884842864e-05,6.394537822491409e-05,0.00043633383056649157,3.622294337763626e-05,1.5145587213579143e-05,1.0156482794900001e-07,4.8172770047906195e-08,1.459906418418635e-06,1.090457888140748e-06
1.3210925526215905e-06,0.9144031867769584,3.76,0.0,0.8151013652803714,0.9994825162797039,0.0002791399437825539,9.885301166629086e-12,2.329883371496869e-09,0.0018006009568130078,0.00032936212318754516,4.075712942570349e-08,4.431417559537473e-05,6.414462694683996e-05,0.00044399934585807237,3.739641099307087e-05,1.520750072554563e-05,1.0364886209425623e-07,4.9774124756469805e-08,1.530437036842179e-06,1.141610253692811e-06
1.339866955189176e-06,0.9144048859988405,3.76,0.0,0.8150710358025163,0.9994750426292806,0.00028521800467731117,1.0224077740642684e-11,2.3683466795619182e-09,0.0018294792534454618,0.000333034584018026,4.1414690129780414e-08,4.457921956208959e-05,6.434377363155232e-05,0.0004516883845095812,3.8590402758951856e-05,1.5269371309372154e-05,1.057457154932653e-07,5.140407018763633e-08,1.603273569417652e-06,1.194341895940442e-06
1.3586413577567617e-06,0.9144065896822873,3.76,0.0,0.8150406387282055,0.999467566992173,0.00029133224890943993,1.0569457097602918e-11,2.4068656729091255e-09,0.0018583965880244319,0.0003366806436802091,4.207313068291266e-08,4.4844292083047804e-05,6.454282284954656e-05,0.00045940092837253835,3.980498336781296e-05,1.533120240727204e-05,1.0785526475072901e-07,5.3062709245353674e-08,1.678456548781066e-06,1.2486764117804986e-06
1.3774157603243473e-06,0.9144082978128706,3.76,0.0,0.8150101741031738,0.99946008922835,0.00029748268068427756,1.0921480471541027e-11,2.4454400311521593e-09,0.0018873527220682545,0.0003403003884219846,4.273244553600712e-08,4.5109429459295245e-05,6.474177885565453e-05,0.0004671369597951481,4.1040217006761885e-05,1.5392997028425848e-05,1.0997738691020054e-07,5.47501446498534e-08,1.7560266528198713e-06,1.3046373651586233e-06
1.4149645654595184e-06,0.9144117273579204,3.76,0.0,0.8149490423552681,0.9994451267614616,0.00030989214644682464,1.1645624274335645e-11,2.522753611502162e-09,0.001945380464629747,0.0003474612788678796,4.405367666643065e-08,4.564002201169826e-05,6.513942693470981e-05,0.0004826794170049798,4.3572897617451934e-05,1.5516487051819457e-05,1.1425886013895624e-07,5.821181436270913e-08,1.9184916710480444e-06,1.4215326729144453e-06
1.4487584900811724e-06,0.9144148290137037,3.76,0.0,0.8148937931078585,0.9994316518674183,0.00032118455593990134,1.232049018031355e-11,2.592522162365825e-09,0.0019977358499641213,0.0003538169514613706,4.5245721889816185e-08,4.611805702258253e-05,6.549702918191314e-05,0.0004967477879124705,4.5923577231789616e-05,1.5627526643253656e-05,1.181539598746185e-07,6.142682672583288e-08,2.0732851983811174e-06,1.5325365694976104e-06
1.4825524147028264e-06,0.9144179448555662,3.76,0.0,0.8148383254782848,0.9994181679148679,0.000332594458497213,1.3017524628542306e-11,2.6624655205523603e-09,0.0020502134784105524,0.0003600887116536264,4.64405193470923e-08,4.659669062598078e-05,6.585438552067464e-05,0.0005108920035206924,4.834214816236146e-05,1.573848073225107e-05,1.2208790085940353e-07,6.473672656195065e-08,2.236452240186861e-06,1.6491750367586744e-06
1.5163463393244804e-06,0.9144210748007581,3.76,0.0,0.8147826395770807,0.9994046740951908,0.0003441219992601502,1.3736968645774184e-11,2.732582096930286e-09,0.0021028121252672847,0.00036627706759947065,4.763804065925272e-08,4.707601460810637e-05,6.62115142155217e-05,0.0005251119753006778,5.082896689541316e-05,1.584935759641949e-05,1.260599787430782e-07,6.81421041774548e-08,2.408235241304946e-06,1.7715842476618587e-06
1.5501402639461344e-06,0.9144242187669547,3.76,0.0,0.8147267354868066,0.9993911696022807,0.000355767343151165,1.4479063443735022e-11,2.8028703534790414e-09,0.0021555305966617835,0.00037238252888433237,4.883825818324238e-08,4.7556099595386066e-05,6.656843255414688e-05,0.0005394076182369379,5.33843848356407e-05,1.596016408023953e-05,1.300694922745127e-07,7.164354683638313e-08,2.5888781441557772e-06,1.8998999910513413e-06
1.5839341885677883e-06,0.9144273766722524,3.76,0.0,0.8146706132673707,0.9993776536325971,0.00036753067015717696,1.5244050429515303e-11,2.873328794092201e-09,0.002208367724231023,0.0003784056064921641,5.004114488332899e-08,4.803699933631773e-05,6.69251571029969e-05,0.0005537788506422985,5.6008748342998825e-05,1.607090595264012e-05,1.3411574315688077e-07,7.524163859965323e-08,2.7786263808532645e-06,2.034257661786531e-06
1.6177281131894423e-06,0.9144305484351779,3.76,0.0,0.8146142729602504,0.999364125385209,0.0003794121715622578,1.6032171215677084e-11,2.9439559572675263e-09,0.0022613223609021095,0.00038434681277228956,5.124667422905109e-08,4.851875414708585e-05,6.728170389810569e-05,0.0005682255940200179,5.8702398765858416e-05,1.618158817834464e-05,1.3819803595132086e-07,7.893696017401056e-08,2.9777268649062744e-06,2.174792250661383e-06
1.6515220378110963e-06,0.9144337339746926,3.76,0.0,0.8145577145918292,0.9993505840618262,0.0003914120469521776,1.6843667629976374e-11,3.014750410330062e-09,0.0023143933775642924,0.00039020666140525997,5.245482011469293e-08,4.900139367497408e-05,6.763808858465867e-05,0.0005827477729633347,6.146567247125206e-05,1.6292215120866608e-05,1.4231567802415938e-07,8.2730088793647e-08,3.1864279825816797e-06,2.3216383341865208e-06
1.6853159624327503e-06,0.9144369332101966,3.76,0.0,0.8145009381759779,0.9993370288668281,0.000403530501880021,1.7678781724834468e-11,3.08571074495856e-09,0.002367579660498853,0.0003959856673677053,5.366555679706614e-08,4.9484939073650454e-05,6.799432651544207e-05,0.0005973453150850419,6.429890087281276e-05,1.6402790689541524e-05,1.4646797953354535e-07,8.662159812937628e-08,3.4049795839616994e-06,2.4749300642589147e-06
