Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268)
0.00010134298194574327,0.9121704831264191,3.76,0.0,0.3666045193529542,0.6837556797435137,0.35561625089533444,1.6859543461476073e-08,9.88815642513254e-07,0.043643011337480726,0.001377469880008444,1.1002910604095174e-06,0.0019888138909512935,0.006268875147296725,0.3869402621293345,0.00860492796418351,0.0005034526995171272,5.553506835546091e-06,8.020277647506418e-05,0.05407581236284061,0.0065238397873184015,0.00046555775347041336,0.17564484259785318,7.822543116817479e-05,1.4942471210188029e-09,0.00020131644086179024,0.04626114010510357,3.108329442428822e-05,1.728312452617069e-05,3.494123346335598e-05,7.837780863322299e-13,6.543921913477446e-10,2.40923091274021e-12,9.31680216926465e-07,0.04271850665828454,0.0001624371594441359,0.001115390715569986,8.462558174956795e-09,2.6435928990594776e-11,3.06462559935797e-08,3.892517270263926e-09,0.0013552707850054866,6.026936661605173e-08,1.1679013822314093e-11,6.020479177281415e-06,0.0008009628796054909,1.4654016718038102e-10,1.0741948410017053e-08,1.6840558744078743e-05,1.7117326427894056e-05,0.0028276826696107616,1.7416021684057407e-09,6.386567788398775e-10,4.271456747339828e-12,1.3307739032465487e-17,5.648931662563676e-06,2.596500552045278e-20,3.873521118562686e-08,5.3456568288158665e-08,7.005717619469348e-13,7.985154989892327e-08,2.134168978802486e-12,1.0545247780989904e-07,5.03118260235155e-21,4.687074565903163e-16,3.9653647706338595e-12,6.518374027590088e-13,1.8646935793319977e-14
0.00010154040582956844,0.9125077170864954,3.76,0.0,0.3639757529128621,0.6813741426077522,0.3582002648466985,1.757695699572902e-08,1.0146928332190122e-06,0.04368828743410438,0.0013741382165674409,1.097192059341e-06,0.0020079504788965996,0.006350686350525602,0.38927535432005184,0.00855582343185804,0.000507394766295747,5.543255905765725e-06,8.04385092659168e-05,0.05397383775642731,0.00649697233411924,0.00046752187346245464,0.17703251404703435,7.811905700063998e-05,1.4969504380473276e-09,0.00020319169917154458,0.046728897803974594,3.154825869552922e-05,1.749083563291298e-05,3.54357421539915e-05,7.91822629051755e-13,6.563084862781015e-10,2.4339293918215215e-12,9.40990764259238e-07,0.043122761962715854,0.00016480900391770327,0.0011265707296901387,8.571196520270803e-09,2.708643109600795e-11,3.084226592395364e-08,3.948433097328664e-09,0.0013615166857212427,6.088960963847486e-08,1.1898175090458976e-11,6.051343089895109e-06,0.000806240038216498,1.4975852102063301e-10,1.0905737196572714e-08,1.7040246544668076e-05,1.7248948686681646e-05,0.0028585205401358994,1.7538149850849553e-09,6.50979065619708e-10,4.312698058322089e-12,1.3537373846184912e-17,5.750095866683731e-06,2.641288525534416e-20,3.9392276238301445e-08,5.403959422903579e-08,7.07749991120319e-13,7.975428360487619e-08,2.171979664282134e-12,1.0741713528858343e-07,5.117999289943081e-21,4.711045501388452e-16,4.0324892313328555e-12,6.595151881287458e-13,1.8962464852551736e-14
0.00010173782971339362,0.9128466795631338,3.76,0.0,0.36133831916538883,0.6789738261450697,0.3608036866822774,1.8328600626493162e-08,1.041366441890626e-06,0.04373269654100432,0.0013707152991988222,1.0940334246184104e-06,0.002027357525360694,0.006433905247694854,0.3916172657694485,0.008506446213557914,0.0005113808503346297,5.532539431745961e-06,8.067119466087863e-05,0.0538669408724004,0.006469628097969293,0.0004694802365403249,0.1784301109977085,7.80044950787335e-05,1.4996543219166913e-09,0.00020507663104405786,0.04719999689031749,3.201990130600174e-05,1.770180064066792e-05,3.59395073751622e-05,7.999667814093545e-13,6.581996915545468e-10,2.4589332483619673e-12,9.504144971861151e-07,0.043531200236019654,0.0001672056645975318,0.001137745254670986,8.680815690925294e-09,2.775331734335804e-11,3.103850099872477e-08,4.005480061881195e-09,0.0013676638657745697,6.151598302200778e-08,1.2122049188190547e-11,6.082329421479431e-06,0.0008114701724645411,1.530423265946794e-10,1.1071887731034455e-08,1.7242895308300718e-05,1.7382551586659093e-05,0.0028894140124014482,1.7658683647442917e-09,6.635835128163364e-10,4.354364347487641e-12,1.377095159104242e-17,5.8528211498264505e-06,2.6868451983408055e-20,4.005897156781479e-08,5.4623672737478316e-08,7.150169203297515e-13,7.964777067154084e-08,2.2105650923350633e-12,1.0941333974184061e-07,5.206306661064126e-21,4.734762673470142e-16,4.100879808092024e-12,6.672583961439281e-13,1.9283944014219383e-14
0.00010193525359721879,0.913187368362911,3.76,0.0,0.3586922766184332,0.6765545580638739,0.363426681390806,1.911627997036513e-08,1.0688644724025066e-06,0.04377620952488553,0.0013672003630032666,1.090814378076894e-06,0.0020470398405438143,0.006518561186700829,0.3939658705116087,0.00845679878145578,0.0005154116169737055,5.52135167625111e-06,8.090069098400546e-05,0.05375507874240738,0.006441803362406463,0.00047143242101521253,0.17983770581987957,7.788164198526452e-05,1.5023603202406336e-09,0.00020697099443088397,0.04767442967176201,3.249831381670571e-05,1.7916074979282338e-05,3.645273565586767e-05,8.082116586262249e-13,6.600647605823026e-10,2.484245890042044e-12,9.599526647552312e-07,0.04394387400417742,0.00016962706794923458,0.0011489107097476092,8.791419154256979e-09,2.8436995481527485e-11,3.1234925376633743e-08,4.063687241912777e-09,0.0013737094477866774,6.214856079995487e-08,1.2350752368290299e-11,6.113436620679569e-06,0.0008166512148647836,1.5639268851758549e-10,1.1240438174983199e-08,1.7448550249676586e-05,1.7518186656269784e-05,0.0029203546466388883,1.7777549039227151e-09,6.764779821142328e-10,4.396460594877222e-12,1.4008541636994646e-17,5.957122917235274e-06,2.733184087395361e-20,4.073538240006038e-08,5.5208644293112225e-08,7.223735379577229e-13,7.953189292631165e-08,2.2499428059189462e-12,1.114414262133464e-07,5.2961309436901325e-21,4.758216218323634e-16,4.170563882859944e-12,6.75066851696862e-13,1.9611501927667197e-14
0.00010213267748104397,0.9135297808280994,3.76,0.0,0.356037687224737,0.6741161650801342,0.3660694145080909,1.9941904064522047e-08,1.097216044833986e-06,0.043818796436617874,0.0013635926467755754,1.0875341350133382e-06,0.0020670023257805324,0.006604684186373005,0.39632103732171026,0.008406883660074114,0.0005194877423445697,5.509686902127847e-06,8.112685243356319e-05,0.0536382086817782,0.0064134944565024405,0.0004733779922406663,0.18125537104088918,7.775039476622961e-05,1.5050700305678402e-09,0.0002088745325072093,0.04815218705563769,3.298358857451362e-05,1.8133714753721437e-05,3.697563868699554e-05,8.165583697264688e-13,6.61902618271662e-10,2.5098707049110566e-12,9.696065081970837e-07,0.04436083641075271,0.00017207312448675,0.0011600634256873341,8.90301039414355e-09,2.9137882130193816e-11,3.143150174542943e-08,4.123084565198738e-09,0.0013796505197832235,6.278741687398737e-08,1.2584404009904717e-11,6.144663023286745e-06,0.0008217810659950991,1.598107188717559e-10,1.1411427480202432e-08,1.765725692725416e-05,1.7655906590031612e-05,0.0029513337146813267,1.7894670840154973e-09,6.896705915438511e-10,4.438991824358408e-12,1.4250214557342516e-17,6.063016289322201e-06,2.7803189433756447e-20,4.142159182520862e-08,5.579434392386937e-08,7.298208266137237e-13,7.940653252558953e-08,2.290130741255213e-12,1.1350172477369565e-07,5.3874988198399596e-21,4.781396102506673e-16,4.241569488032788e-12,6.829403446094761e-13,1.9945270296937865e-14
0.00010233010136486914,0.9138739138199837,3.76,0.0,0.35337461648615803,0.6716584729604267,0.3687320520585174,2.0807496738814835e-08,1.1264514227506128e-06,0.043860426493104655,0.0013598913935187642,1.0841919044690799e-06,0.0020872499750629538,0.00669230495212123,0.398682629568895,0.008356703426883601,0.0005236099135020774,5.4975393768275165e-06,8.134952900708594e-05,0.053516288323764184,0.006384697759868204,0.0004753165022858457,0.18268317931934785,7.761065101756462e-05,1.5077851006628801e-09,0.0002107869731325915,0.04863325849038102,3.347581868325564e-05,1.8354776730998666e-05,3.75084331975265e-05,8.250080179117082e-13,6.637121608848764e-10,2.5358110587271724e-12,9.793772602697486e-07,0.044782141214933645,0.00017454372815211918,0.0011711996446944807,9.015592919917863e-09,2.985640291969006e-11,3.1628191258553454e-08,4.183702846673823e-09,0.00138548413534412,6.343262488843165e-08,1.2823126724178873e-11,6.176006848069661e-06,0.0008268575944218319,1.6329753674124538e-10,1.1584895411855375e-08,1.7869061220634307e-05,1.779576525466972e-05,0.002982342194297877,1.8009972755298562e-09,7.031697248358579e-10,4.481963101565063e-12,1.4496042083462493e-17,6.17051607128869e-06,2.8282637401291005e-20,4.211768059235468e-08,5.6380601098891906e-08,7.37359762411544e-13,7.927157208039761e-08,2.3311472395494533e-12,1.1559455991719352e-07,5.480437405155239e-21,4.804292123733367e-16,4.313925321864276e-12,6.908786268263376e-13,2.0285383951466698e-14
0.00010252752524869431,0.9142197637015924,3.76,0.0,0.350703133560129,0.6691813065676975,0.37141476049312505,2.1715196932879004e-08,1.1566020097235381e-06,0.04390106805890491,0.0013560958509799845,1.0807868896144003e-06,0.002107787876588679,0.006781454892463137,0.4010505050663058,0.008306260712900665,0.0005277788285639988,5.484903376739755e-06,8.156856642489846e-05,0.05338927565531148,0.006355409707864684,0.0004772474895846481,0.1841212034176653,7.74623089757838e-05,1.5105072292403056e-09,0.00021270802830568729,0.049117631905096784,3.397509797392849e-05,1.8579318316097618e-05,3.805134064877057e-05,8.335616948535937e-13,6.654922552807581e-10,2.56207028476145e-12,9.892661406957825e-07,0.0452078427892071,0.00017703875567870938,0.0011823155204149587,9.129170269357748e-09,3.059299254059796e-11,3.1824953503923e-08,4.245573808861622e-09,0.0013912073137809945,6.408425810830938e-08,1.30670464328074e-11,6.207466193222307e-06,0.0008318786366440916,1.668542675862236e-10,1.1760882555359498e-08,1.808400930472182e-05,1.793781769433747e-05,0.0030133707635353196,1.812337736865084e-09,7.16984041142974e-10,4.525379533993419e-12,1.4746097153270243e-17,6.279636722204649e-06,2.8770326890605124e-20,4.2823726931129666e-08,5.696723962153456e-08,7.449913119046843e-13,7.91268947473216e-08,2.3730110518576166e-12,1.1772025000188614e-07,5.574974276698421e-21,4.826893909300359e-16,4.3876607641671635e-12,6.988814120667733e-13,2.06319809216294e-14
0.00010270520674413696,0.9145324931124073,3.76,0.0,0.34829166669633244,0.6669350608710534,0.37384649655449537,2.2569993262495574e-08,1.1845470080525022e-06,0.04393677346046486,0.0013525986278835648,1.0776680325518777e-06,0.002126524436148157,0.006863023820142855,0.40318684307807096,0.008260640067368,0.0005315714041789594,5.473108610261746e-06,8.176245760946605e-05,0.053270575918836396,0.0063286274552270825,0.0004789785534582884,0.18542421983114532,7.732136608058559e-05,1.5129646252314744e-09,0.00021444409215175768,0.049556379921268615,3.4430554496343265e-05,1.878442875640855e-05,3.854879137789055e-05,8.413498378646171e-13,6.67068201298882e-10,2.5859789387394082e-12,9.982681254161648e-07,0.04559477887439636,0.00017930504659758838,0.0011922991647527175,9.23224340816623e-09,3.127173866493067e-11,3.2002067017655425e-08,4.302355684424788e-09,0.001396261259642609,6.467628168202296e-08,1.3291124402038528e-11,6.235876700878001e-06,0.0008363483199350162,1.7011603567583804e-10,1.1921459122568614e-08,1.8280188899850936e-05,1.8067587013337544e-05,0.0030413057019008597,1.8223754451508593e-09,7.296937939507799e-10,4.564839185033471e-12,1.497482256454589e-17,6.379242796433506e-06,2.9216413364603544e-20,4.34677448036435e-08,5.749539006770753e-08,7.519396782730504e-13,7.898828115305891e-08,2.4114287665835767e-12,1.1966171967447718e-07,5.6614471719657065e-21,4.84697523399937e-16,4.4552270717500455e-12,7.061388003254359e-13,2.094957815044272e-14
0.00010288288823957961,0.9148466064467662,3.76,0.0,0.34587350081659957,0.66467276961716,0.3762947469572723,2.3462468039656497e-08,1.2132844780811963e-06,0.04397162755346025,0.001349023884886397,1.074497081635607e-06,0.0021455041441653406,0.0069458813193244325,0.4053280389313672,0.008214810981951953,0.0005354029417052969,5.460909402067871e-06,8.195315395252071e-05,0.053147687645518575,0.006301441858078378,0.00048070278231721086,0.18673562318643483,7.717330364847778e-05,1.515430466550353e-09,0.00021618665376633278,0.04999778041361917,3.48918667747666e-05,1.899244740485696e-05,3.9054786609700684e-05,8.492238957892522e-13,6.686184838715114e-10,2.6101509182979487e-12,1.0073676363151812e-06,0.045985361371574704,0.00018159089110076127,0.0012022602153752616,9.336127878929403e-09,3.1965809852749216e-11,3.217917363807587e-08,4.360203146766284e-09,0.0014012210887475844,6.527362114085578e-08,1.3519613323207633e-11,6.264377571718671e-06,0.0008407696585347464,1.7343617750228026e-10,1.2084140571162976e-08,1.847898660030293e-05,1.81992206237511e-05,0.0030692418852529308,1.832247316689374e-09,7.426728116013943e-10,4.604667360496226e-12,1.5207087268232012e-17,6.480183162697686e-06,2.9669399474005085e-20,4.411994244441113e-08,5.8023565363221744e-08,7.589645227221781e-13,7.884161858551265e-08,2.450562588658184e-12,1.2163027616178288e-07,5.749258147820233e-21,4.866801886213143e-16,4.5239576359342585e-12,7.134479049641269e-13,2.1272646609680876e-14
0.000103042801585478,0.9151304886004586,3.76,0.0,0.343691472118672,0.662622881642279,0.378512392878477,2.4299425242340177e-08,1.2398468726404433e-06,0.04400224779496872,0.0013457398933646079,1.0715981964686704e-06,0.002162797004509837,0.007021574969308407,0.4072591730180624,0.008173388267290967,0.0005388850778337588,5.449580897935713e-06,8.212194860096947e-05,0.05303348241417125,0.006276627926295604,0.00048224844190119094,0.1879231009618078,7.703390034763134e-05,1.517658055582644e-09,0.00021776031243815274,0.050397298656597624,3.5312112153322094e-05,1.9182186329708905e-05,3.951763043671152e-05,8.563846407942731e-13,6.699910617266808e-10,2.632132782082472e-12,1.0156412890323175e-06,0.046340037092820176,0.00018366476376647131,0.0012112033755215536,9.430319791774971e-09,3.260385444405692e-11,3.233853652717542e-08,4.413197694830011e-09,0.0014056026115753814,6.581581473336733e-08,1.3729106520620697e-11,6.2901042494171305e-06,0.0008447061703122034,1.764749014506544e-10,1.2232379444490545e-08,1.8660171238921213e-05,1.8319320019633574e-05,0.003094379369266825,1.840985363497349e-09,7.545898689387543e-10,4.640830950530485e-12,1.5419197635107905e-17,6.57217832277979e-06,3.008307585817506e-20,4.471395611968239e-08,5.849882821709192e-08,7.653528335146496e-13,7.870267130709591e-08,2.486407317237323e-12,1.2342531532579625e-07,5.829449491643512e-21,4.884421588307676e-16,4.5868294985404445e-12,7.20070072821138e-13,2.1568174988696106e-14
0.0001032027149313764,0.915415485688361,3.76,0.0,0.34150410898664463,0.660559797390483,0.3807436031826945,2.5169788361369866e-08,1.2670911153700341e-06,0.04403213973278314,0.001342392288530759,1.0686562024022957e-06,0.002180292878924842,0.007098350283563833,0.4091940609817494,0.008131799867706294,0.0005423995977233638,5.437918441769659e-06,8.228796620642225e-05,0.052915838923505695,0.006251483532907436,0.00048378799488646527,0.18911745393656884,7.688861914864427e-05,1.519894578726495e-09,0.00021933884898545658,0.05079894582851618,3.573720833010238e-05,1.9374347500392876e-05,3.998766333893545e-05,8.636161494519732e-13,6.713414703330247e-10,2.654331516693296e-12,1.0239952435933458e-06,0.04669772961059216,0.00018575426873499365,0.001220123598319515,9.525173004450233e-09,3.3254833614086905e-11,3.249784241014154e-08,4.467094493809084e-09,0.0014099044327286194,6.636239379801815e-08,1.3942326633387496e-11,6.315901511634144e-06,0.0008486009786144224,1.7956218865961638e-10,1.2382371899726801e-08,1.8843529188925718e-05,1.8440995549731364e-05,0.0031195062673519095,1.8495800076747601e-09,7.667358304575037e-10,4.677298916521231e-12,1.563426116186364e-17,6.6652689504075005e-06,3.050250915294044e-20,4.531467219802368e-08,5.897389204811641e-08,7.718041284174269e-13,7.855707616238965e-08,2.522854672826933e-12,1.2524262416250395e-07,5.910757322983453e-21,4.901822747436813e-16,4.650679980928543e-12,7.26733655940969e-13,2.18683021785918e-14
0.00010336262827727479,0.9157015944556698,3.76,0.0,0.3393114576768679,0.6584834219723461,0.3829884668912621,2.6075027571092455e-08,1.2950371132001174e-06,0.0440612843860354,0.0013389806858528036,1.0656706640726565e-06,0.0021979947076397853,0.0071762257441794495,0.4111326128999967,0.008090047313683426,0.0005459468998120279,5.4259190433700515e-06,8.245111405876374e-05,0.05279473595472156,0.006226006954671544,0.00048532116094694846,0.19031872082526982,7.673740816375992e-05,1.5221410622585119e-09,0.0002209220685366519,0.05120271144286206,3.6167206665722094e-05,1.9568962837820066e-05,4.04650163474566e-05,8.709189661306385e-13,6.726690342662706e-10,2.676748779188972e-12,1.0324301044059475e-06,0.0470584692615588,0.00018785929486464178,0.0012290186287766,9.620689507997559e-09,3.391900059858445e-11,3.265706572107457e-08,4.52191278074897e-09,0.00141412488760306,6.691339530316276e-08,1.4159349136615956e-11,6.341768027017144e-06,0.0008524528566619855,1.8269864790524335e-10,1.2534141565479679e-08,1.9029085492721047e-05,1.856427929673441e-05,0.0031446168694049988,1.8580268844157017e-09,7.791160284817511e-10,4.714074062555887e-12,1.5852319557987485e-17,6.759461666746184e-06,3.0927780583495193e-20,4.592212465025416e-08,5.9448648926357284e-08,7.783188877063902e-13,7.840477315613386e-08,2.559915647569332e-12,1.2708235240179128e-07,5.993197405015851e-21,4.918999443481654e-16,4.715526439725311e-12,7.334383973096453e-13,2.2173109716580544e-14
0.00010352254162317318,0.9159888113895538,3.76,0.0,0.3371135662835518,0.656393660243378,0.3852470730358795,2.701668636371958e-08,1.3237053939978073e-06,0.04408966236289482,0.001335504704270029,1.0626411444767728e-06,0.0022159054750037323,0.007255220173921499,0.41307473608849044,0.008048132160099924,0.000549527387606776,5.413579727906789e-06,8.261129744649678e-05,0.05267015253783658,0.006200196506133157,0.0004868476530592342,0.19152694031101303,7.658021602422032e-05,1.5243985549332293e-09,0.00022250976802777275,0.05160858420337122,3.660215873805902e-05,1.9766064487840425e-05,4.09498228015936e-05,8.782936288167422e-13,6.739730643438172e-10,2.6993862088618437e-12,1.0409464687812846e-06,0.04742228663371021,0.00018997972204353957,0.001237886174655114,9.716871319893064e-09,3.4596612664212006e-11,3.2816180109796896e-08,4.577672252906804e-09,0.00141826229753805,6.746885566863443e-08,1.4380251150450566e-11,6.367702401333689e-06,0.0008562605639095075,1.8588488899321806e-10,1.268771245073909e-08,1.921686524185377e-05,1.8689203846091692e-05,0.0031697053233849435,1.8663215854173674e-09,7.917359396027876e-10,4.751159207603141e-12,1.607341508645067e-17,6.854762857036836e-06,3.135897248483437e-20,4.653634581111803e-08,5.992298823869743e-08,7.84897586428898e-13,7.824570281523899e-08,2.5976014246571023e-12,1.2894464543228388e-07,6.076785716484456e-21,4.935945682867922e-16,4.781386563676971e-12,7.401840196267631e-13,2.2482680699777342e-14
0.00010368245496907157,0.9162771327084297,3.76,0.0,0.334910484780269,0.6542904168270196,0.38751951062883716,2.7996376169077483e-08,1.353117072946654e-06,0.044117253853786696,0.0013319639664316034,1.0595672051660667e-06,0.002234028210031687,0.007335352743243587,0.41502033504316976,0.008006055986437104,0.0005531414697272842,5.400897537743623e-06,8.276841963422795e-05,0.05254206796782135,0.006174050541902073,0.0004883671773623336,0.19274215103251408,7.641699192090104e-05,1.5266681281945795e-09,0.00022410173598420082,0.05201655197887949,3.7042116325478705e-05,1.9965684802612544e-05,4.1442217958483294e-05,8.85740663324734e-13,6.752528572441634e-10,2.722245412263732e-12,1.0495449210352519e-06,0.04778921256412025,0.00019211542094351748,0.0012467239067218152,9.813720484390628e-09,3.528793109321288e-11,3.2975158437058797e-08,4.63439307282323e-09,0.0014223149699580404,6.802881070452908e-08,1.460511146357135e-11,6.393703176444057e-06,0.0008600228460748455,1.8912152244628338e-10,1.2843108943294342e-08,1.9406893561603715e-05,1.88158022827946e-05,0.003194765633436585,1.8744596578185856e-09,8.046011889186617e-10,4.7885571856733905e-12,1.6297590622456768e-17,6.951178656249612e-06,3.179616843843887e-20,4.715736630298962e-08,6.039679665335208e-08,7.915406900089619e-13,7.807980622193484e-08,2.6359233788182777e-12,1.308296440553507e-07,6.161538478156e-21,4.952655397897519e-16,4.8482783797451106e-12,7.469702255674092e-13,2.2797099815295347e-14
0.00010382637698038012,0.9165375627992733,3.76,0.0,0.33292331673439785,0.6523858919150772,0.3895766038785257,2.891200918289634e-08,1.3802412563722643e-06,0.04414139703564476,0.0013287216270837553,1.056762317430706e-06,0.0022505224438014735,0.00740846129202159,0.41677426462965755,0.007968051083354315,0.0005564232086590432,5.389187979699044e-06,8.290713068622416e-05,0.052423781483104,0.006150230982431344,0.0004897285432692017,0.1938418500765111,7.626489138994494e-05,1.5287219758418253e-09,0.00022553797496177496,0.052385503494750525,3.7442400808847813e-05,2.014752344956031e-05,4.1891976378219936e-05,8.925052942226857e-13,6.763833561155446e-10,2.7430095922068736e-12,1.0573541789661603e-06,0.04812212940284476,0.0001940504927635599,0.0012546504200989584,9.901457038693908e-09,3.5922055898177564e-11,3.3118099474270265e-08,4.686280832234746e-09,0.0014258885145614682,6.853664218132674e-08,1.481093661056574e-11,6.417159387416165e-06,0.0008633690138802242,1.9207808293863528e-10,1.2984547162845121e-08,1.957986235761045e-05,1.8931199793571355e-05,0.0032172907765145742,1.8816462988289324e-09,8.163944498276592e-10,4.822485188790663e-12,1.6502017803067128e-17,7.0389107227765854e-06,3.219484792630815e-20,4.7722121943754975e-08,6.082267442221556e-08,7.975749203406122e-13,7.792461468061045e-08,2.6709666319334315e-12,1.3254566833998943e-07,6.238825089071573e-21,4.967486842257714e-16,4.909378287674717e-12,7.531122438376305e-13,2.308429346496957e-14
0.0001039559067905578,0.9167727093171666,3.76,0.0,0.3311313393654094,0.6506623588681631,0.3914376819376047,2.976465605760479e-08,1.4051966008831386e-06,0.04416255477824218,0.0013257581934611594,1.0542065853523048e-06,0.0022655180587215053,0.007475072681782106,0.4183550793794035,0.007933737247382087,0.000559400578150506,5.378408125898733e-06,8.302972155640835e-05,0.052314872637682766,0.0061285589661248105,0.0004909485535579136,0.1948364709211155,7.612375880746417e-05,1.530580232780392e-09,0.00022683325629978585,0.05271899345016231,3.780619078880493e-05,2.0312964808801538e-05,4.230219548526587e-05,8.986442450724903e-13,6.773830838149218e-10,2.7618529553422366e-12,1.0644400925450044e-06,0.04842394777498423,0.00019580244877779525,0.0012617605506643377,9.980884825795088e-09,3.6502606492894647e-11,3.324661546126468e-08,4.733672628659015e-09,0.0014290438024869788,6.899684829238976e-08,1.4999025808925718e-11,6.438313950100233e-06,0.0008663474561787869,1.947746778097388e-10,1.3113138202267711e-08,1.9737124084717793e-05,1.9036260561394657e-05,0.0032375358798435857,1.887999970239383e-09,8.271858628816929e-10,4.8532407351623844e-12,1.6688191740746846e-17,7.1186489515311e-06,3.2557927425540524e-20,4.823514702700104e-08,6.120544487736962e-08,8.030509140473088e-13,7.778013969510229e-08,2.702961241853655e-12,1.3410598777776188e-07,6.309210799245406e-21,4.980663349044347e-16,4.9651066871857406e-12,7.586677369723043e-13,2.3346237988773104e-14
0.0001040854366007355,0.9170085727860318,3.76,0.0,0.32933605200127924,0.6489298102796608,0.39330799284562884,3.0645389784014526e-08,1.4306796285576627e-06,0.044183159881327705,0.0013227516157861758,1.0516209258559198e-06,0.0022806582804220264,0.007542466055148113,0.41993799522012565,0.007899320656083146,0.0005624007323791954,5.367398120509466e-06,8.315012525310899e-05,0.05220363082926034,0.0061066640361855,0.0004921634466945697,0.19583574719804267,7.597858037117612e-05,1.5324483926737185e-09,0.000228130933490692,0.0530538335017967,3.8173357500363014e-05,2.0480116839609528e-05,4.271764349539827e-05,9.0483158002015e-13,6.78365613883209e-10,2.780844564415771e-12,1.0715808596560977e-06,0.04872786129803363,0.00019756416313259525,0.001268846859349917,1.0060754213255392e-08,3.709262778867102e-11,3.337499114145747e-08,4.781732650142104e-09,0.0014321404399192659,6.946006453403211e-08,1.5189857861874e-11,6.459509263014055e-06,0.0008692938201291683,1.9750542129977724e-10,1.3242971683222657e-08,1.989590580022807e-05,1.9142480006956923e-05,0.0032577513762356313,1.8942428395426656e-09,8.381487542972675e-10,4.884206608591755e-12,1.6876464386574905e-17,7.199128480387248e-06,3.292509793545285e-20,4.875268127901143e-08,6.15876564124098e-08,8.085699575443492e-13,7.763108344834678e-08,2.7353941233508217e-12,1.3568143759519722e-07,6.3803899572515704e-21,4.993673650292414e-16,5.021545173145238e-12,7.642492508770813e-13,2.3611519298362256e-14
0.00010421496641091318,0.9172451506508906,3.76,0.0,0.3275374849997724,0.64718819513557,0.39518758372373713,3.15552255941252e-08,1.4567029425039798e-06,0.044203200985117236,0.001319701701785381,1.049005103843608e-06,0.0022959448067240164,0.007610652291990662,0.4215229557173263,0.007864802196951489,0.0005654238984900395,5.356156434263798e-06,8.326828640149424e-05,0.052090045640989596,0.00608454540594751,0.0004933730527913108,0.19683969929272946,7.582933034839139e-05,1.5343270670632447e-09,0.00022943087702522925,0.053390015480862835,3.8543928753485394e-05,2.064899709146554e-05,4.313839743472448e-05,9.110675527607489e-13,6.793305457771574e-10,2.7999851905776908e-12,1.0787767596715333e-06,0.049033886821814775,0.0001993355482965733,0.0012759080387932244,1.0141066357227269e-08,3.7692266465292666e-11,3.3503210444693475e-08,4.830472582983172e-09,0.0014351775014016022,6.992630837106703e-08,1.538347804185327e-11,6.480744418623525e-06,0.0008722074129916775,2.0027063777490274e-10,1.3374061327110927e-08,2.0056220848293574e-05,1.9249876650181455e-05,0.003277933795015612,1.900372469491902e-09,8.492864191404519e-10,4.9153843372940345e-12,1.7066859544634934e-17,7.280352017426627e-06,3.329640581469432e-20,4.9274737140667485e-08,6.196924342504422e-08,8.141322741195383e-13,7.747741598646961e-08,2.7682717046793713e-12,1.372720821766337e-07,6.452371560698722e-21,5.006514384440796e-16,5.078704002949132e-12,7.698565819066168e-13,2.3880185576712977e-14
0.00010434449622109087,0.9174824402257268,3.76,0.0,0.3257356696119068,0.6454374623761366,0.39707650161817787,3.249522218310502e-08,1.483279506525135e-06,0.04422266653690398,0.0013166082612942312,1.0463588839374453e-06,0.0023113793556774733,0.0076796424326871,0.4231099031059966,0.007830182768436172,0.0005684703059003604,5.344681549618986e-06,8.338414872121216e-05,0.051974106805133646,0.0060622023108514445,0.0004945771987592923,0.1978483475426935,7.567598333500927e-05,1.5362168768731273e-09,0.00023073295334270742,0.05372753080636504,3.8917932401441924e-05,2.0819623187285005e-05,4.356453572721823e-05,9.173524178371104e-13,6.802774727575574e-10,2.819275607994307e-12,1.0860280729891264e-06,0.049342041295592165,0.00020111651228322053,0.0012829427664563387,1.0221822430889925e-08,3.830167093900035e-11,3.363125691863196e-08,4.879904341041784e-09,0.0014381540558522116,7.039559683809301e-08,1.5579932417303765e-11,6.502018477699656e-06,0.0008750875362277296,2.0307065122445902e-10,1.3506421025687125e-08,2.0218082553763815e-05,1.9358469214443615e-05,0.003298079600148656,1.906386407356355e-09,8.606022255837016e-10,4.946775454017327e-12,1.725940126337574e-17,7.362322130468549e-06,3.367189790972396e-20,4.980132609387824e-08,6.23501390773997e-08,8.1973808792268e-13,7.731910770969445e-08,2.8016005007496898e-12,1.3887798324148584e-07,6.5251647019690965e-21,5.019182159276881e-16,5.136593591762878e-12,7.754895158801317e-13,2.415228574752139e-14
