Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268)
0.0302053454781807,0.9724214717379029,3.76,0.0,0.01021655578789591,5.55730889606743e-08,0.9348590212445372,2.2357676546297294e-10,2.894262966642179e-09,0.00034590427579427437,3.2591281547278536e-11,6.649502641643036e-16,0.00011257076380663483,0.0010935867926776532,0.7788897456766162,5.287172626092746e-06,9.782540073124497e-08,1.1830306284591105e-10,3.278441031949822e-09,2.2102169242459524e-05,1.2985310876908491e-06,9.509658494088822e-08,0.6371916558968284,9.706245733910299e-11,5.340136741967034e-13,9.260275867635167e-08,0.003933971661061558,5.0043116320337634e-08,2.2518883722655834e-08,5.908431703752519e-07,1.2734819759484446e-19,7.960496362349468e-15,9.696057732413061e-20,9.406942257045912e-11,0.21390576088706606,6.128366538749605e-08,1.946437078521499e-05,1.2220796301288903e-10,2.6855772870577617e-14,1.4923584960983624e-10,1.6189588964093436e-09,5.784502902637949e-06,1.8640040436383862e-10,3.0899696498418023e-12,4.262238322884223e-08,5.7193429272107435e-06,4.823400862898093e-13,1.3052048878052432e-10,1.8102855659847983e-08,1.7977572753626577e-07,5.543051542927527e-06,2.602869430412603e-19,1.941821465272509e-09,1.8464231410996468e-11,1.9579283668217856e-16,5.008702876443281e-09,3.814072034959314e-19,3.4438929429214166e-11,1.0479960344870566e-10,2.5164496828715934e-20,2.426449931049716e-13,2.5126944678157812e-15,1.0707602871277969e-10,7.40119060062034e-20,1.9948635997846306e-19,3.699017627094944e-15,4.531038433505011e-16,1.7371190770886837e-17
0.030409715190381093,0.9724566686424785,3.76,0.0,0.010153168498054458,5.5553688294324595e-08,0.9347413270538796,2.2209224854323258e-10,2.8751615364540513e-09,0.00034371655100278603,3.258170360790191e-11,6.604901102269959e-16,0.0001125444270809897,0.0010938759348149093,0.779187168062593,5.251509838318991e-06,9.781997126433336e-08,1.1752441748363284e-10,3.237136082323108e-09,2.182734138529055e-05,1.2821036469223675e-06,9.492090104183184e-08,0.637402310740102,9.701366554240519e-11,5.273830475612296e-13,9.148140008133803e-08,0.0038856104667871825,4.9422267356102544e-08,2.2372784556606302e-08,5.869819935358281e-07,1.2729629145910393e-19,7.859250298264512e-15,9.689266332815962e-20,9.407049051864715e-11,0.21385941617169849,6.062224956703451e-08,1.92561424505982e-05,1.209002206276712e-10,2.656848920451366e-14,1.4833507199079992e-10,1.6189774084250317e-09,5.675754103388177e-06,1.8289647356164954e-10,3.088465852767322e-12,4.2629375313283144e-08,5.611771403271832e-06,4.769539134702409e-13,1.2912420923894576e-10,1.7982607227712185e-08,1.7756237997796948e-07,5.437988833119898e-06,2.552550945553422e-19,1.9411685918011407e-09,1.846023096018262e-11,1.9580804388290864e-16,4.915638517926533e-09,3.8143682708084e-19,3.3799026619211156e-11,1.0281323723016423e-10,2.5158527047778708e-20,2.3810365980706814e-13,2.51367991322989e-15,1.0508628049635144e-10,7.401765449398984e-20,1.9938927967089273e-19,3.697863817101957e-15,4.523999117630641e-16,1.7365747843483662e-17
0.030614084902581485,0.9724915676117186,3.76,0.0,0.010090122005623422,5.553455737584544e-08,0.9346248748587662,2.2061784154328607e-10,2.856186348042708e-09,0.00034154145157397483,3.25722728796901e-11,6.560608546601518e-16,0.00011251841102189359,0.0010941631488587602,0.7794820265580689,5.216094069222017e-06,9.781468224949572e-08,1.1675074074202764e-10,3.196330406155881e-09,2.1555838461449677e-05,1.265875458824663e-06,9.474628926476582e-08,0.6376110386847922,9.69654684388135e-11,5.208325641576302e-13,9.037358916391103e-08,0.0038378502665554503,4.8809279804489536e-08,2.2227599388325736e-08,5.831454111883835e-07,1.2724473962614682e-19,7.75928250007287e-15,9.682523494585562e-20,9.407156076804419e-11,0.21381341239222793,5.996875613407417e-08,1.905036726681557e-05,1.1960788767093942e-10,2.6284589107658075e-14,1.4743879670637198e-10,1.6189959588214942e-09,5.569049780961604e-06,1.7945840920695837e-10,3.0869771448227054e-12,4.263630461985628e-08,5.506223281066339e-06,4.716323537377075e-13,1.2774437909587214e-10,1.7863156712276113e-08,1.7537652214800403e-07,5.334925689770255e-06,2.5032216916371797e-19,1.9405219674344746e-09,1.8456259938770876e-11,1.9582300239099157e-16,4.8242960610608895e-09,3.8146596621097227e-19,3.317096356337523e-11,1.008646757787165e-10,2.5152604576034204e-20,2.3364556374854607e-13,2.5146581431447692e-15,1.0313335195614515e-10,7.402330897322997e-20,1.992931732940598e-19,3.696722658156732e-15,4.516993623335835e-16,1.7360364592860332e-17
0.031022824326982272,0.9725604826231948,3.76,0.0,0.009965049408385458,5.5497085571528024e-08,0.9343956313374279,2.1769906180433453e-10,2.8186114235576457e-09,0.00033722896435759553,3.255384249886308e-11,6.472941190875615e-16,0.00011246732218700267,0.0010947318381292776,0.7800641546203755,5.145996995790076e-06,9.780451145422988e-08,1.1521819543587399e-10,3.1161954757812413e-09,2.102265575420726e-05,1.2340083219859635e-06,9.4400261103767e-08,0.6380227851657265,9.687082313626553e-11,5.079683640055394e-13,8.819792301374812e-08,0.003744100784205711,4.760645465823534e-08,2.193995225227221e-08,5.755454844429242e-07,1.2714268752751818e-19,7.563118128761555e-15,9.669181893197933e-20,9.407371059741062e-11,0.2137224246354716,5.8685095398713304e-08,1.8646043646847798e-05,1.170686163637156e-10,2.572675658606156e-14,1.4565974613812263e-10,1.619033216620136e-09,5.361619944055474e-06,1.72774898736192e-10,3.0840443567580037e-12,4.264997691703657e-08,5.301044133802191e-06,4.611795708913901e-13,1.2503317716636112e-10,1.7626629798343108e-08,1.7108582048396258e-07,5.1346440827104484e-06,2.4074505268423024e-19,1.9392472456673022e-09,1.8448405924720188e-11,1.9585219317745126e-16,4.646649325728326e-09,3.8152282977156163e-19,3.194947985312777e-11,9.707805520576068e-11,2.5140900502478445e-20,2.249732446288171e-13,2.516593138316652e-15,9.933522662801647e-11,7.403434340892262e-20,1.9910384105848858e-19,3.69447763311289e-15,4.503084013274932e-16,1.7349774009058878e-17
0.031431563751383056,0.9726282382842335,3.76,0.0,0.009841333421666293,5.5460636320819035e-08,0.9341711635697109,2.1481983942515e-10,2.781531659795472e-09,0.0003329664719077292,3.253596993833546e-11,6.386482303281591e-16,0.00011241746085462274,0.0010952929521143863,0.780636331998794,5.076868211303635e-06,9.779486111813706e-08,1.1370522816963969e-10,3.0379937002693607e-09,2.050232112755853e-05,1.2029127327335953e-06,9.40584579905195e-08,0.6384270367444413,9.67784529436101e-11,4.954138297802218e-13,8.607441185329714e-08,0.003652660407549653,4.643379112729055e-08,2.165590435896965e-08,5.68042293028126e-07,1.2704201889522166e-19,7.371877884594622e-15,9.656029746806919e-20,9.407587653626525e-11,0.21363279062501725,5.743182072095698e-08,1.825114017090006e-05,1.1458851726585397e-10,2.518191704646528e-14,1.4389867587952833e-10,1.6190707470501717e-09,5.161911629490309e-06,1.6634015182024817e-10,3.081170022845372e-12,4.266340416845288e-08,5.1035066837244835e-06,4.509748833850571e-13,1.223851412375337e-10,1.7393235541805592e-08,1.669007706505859e-07,4.9419063454427235e-06,2.315399595614886e-19,1.9379968605383604e-09,1.8440668765318005e-11,1.958804474049053e-16,4.475513634608765e-09,3.815778689100554e-19,3.0772765940413464e-11,9.343406267062566e-11,2.5129382440905188e-20,2.1661658519208639e-13,2.518499820566249e-15,9.567632688791703e-11,7.404502381504922e-20,1.9891828177678182e-19,3.692281256507508e-15,4.489309378772053e-16,1.7339412912319898e-17
0.03184030317578384,0.9726948557162853,3.76,0.0,0.00971896864414257,5.542517421972233e-08,0.9339513492028239,2.1197959471858337e-10,2.7449405525820703e-09,0.00032875361287743553,3.251863572017266e-11,6.301213821887682e-16,0.00011236879207570992,0.0010958465833313241,0.7811987556370149,5.008694526475934e-06,9.778570564735303e-08,1.1221163555755634e-10,2.9616829931901928e-09,1.9994539998397423e-05,1.1725719142411289e-06,9.372083676672216e-08,0.6388239328964703,9.668829220667587e-11,4.831618507151031e-13,8.400174785080175e-08,0.003563468360565151,4.5290468330523255e-08,2.1375417270430672e-08,5.606347326556718e-07,1.2694271177422877e-19,7.1854392513064e-15,9.643063933441319e-20,9.407806250629353e-11,0.2135445019495909,5.620809972912189e-08,1.7865405790096165e-05,1.1216601324865343e-10,2.464972425070946e-14,1.421555520726431e-10,1.6191086177756866e-09,4.969634673510647e-06,1.6014482100320149e-10,3.078352906309713e-12,4.267659043350813e-08,4.913323616164022e-06,4.410116687686442e-13,1.1979858793104222e-10,1.7162934472814203e-08,1.6281861077666173e-07,4.7564239600024306e-06,2.2269192757872314e-19,1.9367703751459182e-09,1.8433047734507933e-11,1.9590780142419335e-16,4.310649281894452e-09,3.81631154438398e-19,2.963917361854153e-11,8.992724331360583e-11,2.5118048153096184e-20,2.0856449392491815e-13,2.5203785617404583e-15,9.215152643329826e-11,7.40553639326272e-20,1.9873641563301038e-19,3.690132275014903e-15,4.475669418870742e-16,1.7329275393928704e-17
0.03220816865774455,0.972753855369209,3.76,0.0,0.00960999056403582,5.539407445854274e-08,0.933757397430749,2.0945622727723001e-10,2.7124210117018288e-09,0.0003250041641321467,3.2503479855426015e-11,6.225475236369516e-16,0.00011232598206079005,0.0010963385306566563,0.7816967562032304,4.9481439427147845e-06,9.777786889199809e-08,1.1088379635527393e-10,2.8945858366123965e-09,1.954803114050175e-05,1.145896790914706e-06,9.342051707772501e-08,0.6391749642195427,9.660898451861418e-11,4.723879850001897e-13,8.21787749362275e-08,0.00348506917186409,4.428590786821631e-08,2.1125991307383903e-08,5.540487763488433e-07,1.2685448167345938e-19,7.021650868310166e-15,9.631551484053178e-20,9.408004983873852e-11,0.21346618443502677,5.513135442673757e-08,1.752588363790007e-05,1.1003374206398788e-10,2.4181286794008948e-14,1.4060204819084226e-10,1.619143041266505e-09,4.802708393786385e-06,1.54766287963625e-10,3.07586542087901e-12,4.268825538548808e-08,4.748218289411386e-06,4.322459397883514e-13,1.1752191125341551e-10,1.6958275551485136e-08,1.592304245433121e-07,4.5954638515387745e-06,2.150221363570088e-19,1.9356866140142194e-09,1.8426287408920662e-11,1.959316788906572e-16,4.167442480486868e-09,3.8167766764837865e-19,2.8654497018464262e-11,8.688405394185382e-11,2.5108002522850586e-20,2.01569134219608e-13,2.5220458493369486e-15,8.908977882978874e-11,7.40643898752909e-20,1.9857582910981446e-19,3.688237710869505e-15,4.46350829769617e-16,1.732033805521894e-17
0.03257603413970526,0.9728119647021838,3.76,0.0,0.009502097062957364,5.5363723505721226e-08,0.9335670363852442,2.069635563300283e-10,2.6802873611272274e-09,0.00032129432685798503,3.2488732080046327e-11,6.150673584103168e-16,0.00011228408729295193,0.0010968245606020224,0.7821871483807885,4.8883467745367765e-06,9.77703968440699e-08,1.0957132976490217e-10,2.828956819137488e-09,1.9111249390603736e-05,1.1198076445112924e-06,9.312351718232891e-08,0.6395202478531451,9.653137124954739e-11,4.618485432861872e-13,8.039506022449005e-08,0.0034084018262773314,4.33039100740781e-08,2.087938968971967e-08,5.475385730328186e-07,1.2676732159046283e-19,6.8615694721942624e-15,9.620185291412487e-20,9.408205834467594e-11,0.21338894102312256,5.407732923398444e-08,1.719342025091197e-05,1.0794580980575894e-10,2.3722585415276983e-14,1.3906300570133033e-10,1.6191778257970283e-09,4.641379378838279e-06,1.4956808314329807e-10,3.073422435160833e-12,4.269973138329198e-08,4.5886520247755944e-06,4.2366609438318926e-13,1.1529256657009167e-10,1.675606139340993e-08,1.557215166884114e-07,4.439961459454337e-06,2.0761993795111216e-19,1.9346215467536835e-09,1.8419619799294466e-11,1.9595487905738416e-16,4.028966230045088e-09,3.817228614754041e-19,2.7702347598270718e-11,8.394405078608055e-11,2.5098102181737297e-20,1.9480418294925781e-13,2.523691083857857e-15,8.612918301881105e-11,7.407315979123664e-20,1.9841811487107213e-19,3.686379695563169e-15,4.451455651239174e-16,1.7311573134405288e-17
0.03294389962166597,0.9728691983253356,3.76,0.0,0.009395282811328851,5.533409888565914e-08,0.933380185712631,2.0450117517306775e-10,2.6485349501021647e-09,0.00031762380702317827,3.247438000317374e-11,6.076796177950299e-16,0.00011224308506405545,0.0010973047415712449,0.7826700657123994,4.829293509839424e-06,9.776327377381006e-08,1.0827408106769507e-10,2.7647663782490896e-09,1.868399140899649e-05,1.0942926700746604e-06,9.282980473670494e-08,0.6398598812559685,9.645540977943751e-11,4.5153862138742466e-13,7.864972763619345e-08,0.0033334258698837697,4.234393108410892e-08,2.063558381068045e-08,5.411033122117801e-07,1.2668121643446566e-19,6.705111542556445e-15,9.608963202609199e-20,9.408408992422639e-11,0.21331276326105653,5.304547430378308e-08,1.686784914950399e-05,1.0590117063416997e-10,2.327339053406506e-14,1.3753837948348309e-10,1.6192130041727173e-09,4.48545840204412e-06,1.4454411075258994e-10,3.071023100598367e-12,4.271102137365763e-08,4.434437461957258e-06,4.1526774359012076e-13,1.1310943757503968e-10,1.65562633312758e-08,1.522900452034075e-07,4.289729186154713e-06,2.0047569740389385e-19,1.9335748625193557e-09,1.8413044175986456e-11,1.95977424762719e-16,3.8950637654443644e-09,3.817667804088614e-19,2.678164744046299e-11,8.110368703575001e-11,2.5088345396299782e-20,1.882622725731388e-13,2.5253145416840137e-15,8.326638648857643e-11,7.408168231360994e-20,1.982632181535894e-19,3.68455739576077e-15,4.439511129570786e-16,1.73029767024811e-17
0.03331176510362668,0.9729255705871203,3.76,0.0,0.009289542121037182,5.5305179060933934e-08,0.9331967675811906,2.0206868232476528e-10,2.6171591633704807e-09,0.0003139923031645724,3.246041174348707e-11,6.003830491302002e-16,0.00011220295345435489,0.0010977791420773001,0.7831456387776465,4.770974690423092e-06,9.775648477321045e-08,1.069918942795213e-10,2.7019853460542073e-09,1.8266057489168927e-05,1.0693402151939237e-06,9.253934724639222e-08,0.6401939605124455,9.638105898084674e-11,4.414534037892119e-13,7.694192370396358e-08,0.003260101968974929,4.140544284427625e-08,2.039454497877239e-08,5.347421839042781e-07,1.265961513952398e-19,6.552195351382787e-15,9.597883102979675e-20,9.408614622603482e-11,0.21323764211932125,5.203525629505285e-08,1.654900866214448e-05,1.0389880891755178e-10,2.2833479206090723e-14,1.3602811899417148e-10,1.6192486048653892e-09,4.334762781343309e-06,1.3968848582889575e-10,3.0686665850887654e-12,4.27221282907419e-08,4.285393720789902e-06,4.0704662566946204e-13,1.1097144020306948e-10,1.635885280227965e-08,1.489342180963555e-07,4.144586080812513e-06,1.935801481369006e-19,1.932546253412587e-09,1.8406559759574535e-11,1.959993378216488e-16,3.765583606083917e-09,3.818094669446155e-19,2.5891354967948196e-11,7.835954154730218e-11,2.5078730412568112e-20,1.81936254228185e-13,2.5269164998890813e-15,8.04981497363113e-11,7.408996568871577e-20,1.9811108525574208e-19,3.682770002052242e-15,4.427674348276277e-16,1.7294544943133644e-17
0.033679630585587386,0.9729810955997165,3.76,0.0,0.00918486898020879,5.527694338231458e-08,0.9330167065618608,1.9966568156786882e-10,2.5861554236579022e-09,0.00031039950733089734,3.244681590221387e-11,5.931764160609275e-16,0.00011216367129419358,0.0010982478306640106,0.7836139952858105,4.7133809202526605e-06,9.775001570804898e-08,1.0572461247021665e-10,2.640584965274391e-09,1.7857251554317377e-05,1.0449387871285584e-06,9.225211210740934e-08,0.6405225803185872,9.630827914597964e-11,4.315881634341581e-13,7.527081677101254e-08,0.003188391867143079,4.048793246951064e-08,2.0156244458317895e-08,5.284543795404671e-07,1.265121119349118e-19,6.402740937602881e-15,9.586942915332822e-20,9.408822866970129e-11,0.21316356805856687,5.104615769409271e-08,1.623674173710754e-05,1.0193773804915977e-10,2.2402634862676656e-14,1.3453216871454618e-10,1.6192846523996338e-09,4.189116137479271e-06,1.3499552644766977e-10,3.0663520727987142e-12,4.273305505266393e-08,4.141346162735511e-06,3.989986009799576e-13,1.0887752136714277e-10,1.6163801375534834e-08,1.4565229154757317e-07,4.0043575847085105e-06,1.8692437583743922e-19,1.9315354147010558e-09,1.8400165726627288e-11,1.9602063908439576e-16,3.6403793679482435e-09,3.818509616991493e-19,2.503046364982716e-11,7.57083140294519e-11,2.506925546090188e-20,1.7581919286978435e-13,2.528497235837965e-15,7.782134225394177e-11,7.409801779816738e-20,1.9796166352559837e-19,3.6810167281682656e-15,4.4159448907336367e-16,1.7286274149059145e-17
0.034047496067548096,0.9730357872313622,3.76,0.0,0.009081257085848062,5.524937204083209e-08,0.9328399295140679,1.9729178198913708e-10,2.5555191939858643e-09,0.0003068451059686796,3.243358153729998e-11,5.860584987263481e-16,0.0001121252181273046,0.0010987108758331767,0.7840752601663317,4.656502872642604e-06,9.774385317404511e-08,1.0447207804627544e-10,2.5805368971412614e-09,1.7457381145146595e-05,1.0210770566845537e-06,9.196806667979691e-08,0.6408458339710102,9.623703191670201e-11,4.2193826131354727e-13,7.363559622556801e-08,0.00311825834392681,3.959090162536211e-08,1.9920653507295135e-08,5.222390928012952e-07,1.2642908379022911e-19,6.256670076912372e-15,9.57614060013737e-20,9.40903384674234e-11,0.21309053109227657,5.0077676159532167e-08,1.593089576119285e-05,1.0001699930800264e-10,2.198064705991084e-14,1.3305046859036742e-10,1.6193211677256353e-09,4.048348155051143e-06,1.304597460334222e-10,3.064078763950966e-12,4.2743804558361246e-08,4.002126159215341e-06,3.911196470559923e-13,1.0682665774270153e-10,1.5971080776765533e-08,1.4244256812644465e-07,3.868875288896847e-06,1.8049980300385118e-19,1.93054204501997e-09,1.8393861215114066e-11,1.9604134849382312e-16,3.519309579097726e-09,3.818913035213921e-19,2.4198000722384723e-11,7.314682046150208e-11,2.505991876061256e-20,1.6990436093379011e-13,2.530057026809548e-15,7.523293861298312e-11,7.410584618058628e-20,1.978149013471634e-19,3.679296810264348e-15,4.40432231220276e-16,1.7278160718590503e-17
0.034415361549508805,0.9730896591159682,3.76,0.0,0.008978699869366225,5.5222446029349036e-08,0.9326663654947985,1.9494659800618273e-10,2.5252459794109254e-09,0.00030332878060689857,3.2420698142956583e-11,5.790280938820892e-16,0.00011208757418224689,0.0010991683459916242,0.784529555642177,4.600331295757001e-06,9.773798446227536e-08,1.0323413297684386e-10,2.5218132300199844e-09,1.7066257400835837e-05,9.977438619443064e-07,9.168717832078461e-08,0.6411638133604979,9.616728023049776e-11,4.1249914591778666e-13,7.203547187009598e-08,0.003049665181619488,3.871386604057025e-08,1.9687743406436724e-08,5.160955202569804e-07,1.26347052966841e-19,6.113906257898597e-15,9.565474154959781e-20,9.40924766408299e-11,0.21301852083553663,4.91293240008524e-08,1.563132241228862e-05,9.813566093245507e-11,2.1567311274772794e-14,1.3158295436311883e-10,1.6193581685091633e-09,3.912294383841191e-06,1.260758469512673e-10,3.0618458746666757e-12,4.2754379685148135e-08,3.86757089150429e-06,3.834058546456655e-13,1.0481785477896662e-10,1.578066290771835e-08,1.3930339535678104e-07,3.737976721160766e-06,1.742981762435123e-19,1.9295658465218915e-09,1.838764532861481e-11,1.9606148512980682e-16,3.4022375204622564e-09,3.819305295791567e-19,2.33930261023486e-11,7.067198906541898e-11,2.505071852353509e-20,1.641852342177002e-13,2.5315961497150964e-15,7.273001503908908e-11,7.41134580483753e-20,1.9767074813022162e-19,3.677609506379007e-15,4.3928061418268404e-16,1.7270201153137808e-17
0.034783227031469514,0.9731427246424553,3.76,0.0,0.008877190530790776,5.5196147090103835e-08,0.9324959456331122,1.9262974943706715e-10,2.4953313296852605e-09,0.0002998502087888021,3.2408155621042844e-11,5.720840152913377e-16,0.00011205072033103545,0.0010996203093514784,0.7849770013333526,4.5448570215952305e-06,9.773239751095934e-08,1.0201061911975141e-10,2.4643864983410042e-09,1.6683695046267112e-05,9.749282166515382e-07,9.140941441595001e-08,0.6414766089662607,9.609898824401846e-11,4.032663527801961e-13,7.04696730150726e-08,0.002982577118910643,3.785635484454801e-08,1.9457485500270066e-08,5.100228622699773e-07,1.2626600572883102e-19,5.974374660844732e-15,9.554941613526297e-20,9.409464404064489e-11,0.21294752657076044,4.8200627515606755e-08,1.533787746959393e-05,9.629281692773938e-11,2.116242864252848e-14,1.3012955799453604e-10,1.6193956694703769e-09,3.780796022523951e-06,1.2183871352396553e-10,3.0596526367048974e-12,4.276478328520749e-08,3.737523130722402e-06,3.758534224652849e-13,1.0285014542627962e-10,1.55925198755478e-08,1.362331637244923e-07,3.6115051083779846e-06,1.683115522020767e-19,1.9286065250618948e-09,1.8381517141993296e-11,1.9608106726775884e-16,3.2890310515592872e-09,3.81968675473145e-19,2.2614631199957e-11,6.828085581298294e-11,2.5041652958444067e-20,1.5865548891556904e-13,2.5331148806474096e-15,7.03097456491038e-11,7.412086030984095e-20,1.97529154293552e-19,3.67595409564638e-15,4.3813958842638316e-16,1.7262392053482722e-17
0.035151092513430224,0.9731949969834245,3.76,0.0,0.008776722060270761,5.517045768099775e-08,0.9323286030498645,1.9034086149620203e-10,2.4657708404709126e-09,0.00029640906464506076,3.239594426274157e-11,5.65225093697585e-16,0.0001120146380626379,0.0011000668338822953,0.785417714324551,4.490070969281276e-06,9.772708087130708e-08,1.00801378378769e-10,2.4082296780209426e-09,1.6309512350616227e-05,9.526193088641867e-07,9.113474243087492e-08,0.6417843098552148,9.603212128196792e-11,3.942355034267097e-13,6.89374479348593e-08,0.002916959820967801,3.701791011301024e-08,1.92298512200683e-08,5.040203235019918e-07,1.261859286003248e-19,5.8380021190818395e-15,9.544541045760359e-20,9.409684136142152e-11,0.21287753728826683,4.7291126498298475e-08,1.5050420679078357e-05,9.448758622046209e-11,2.0765805770791267e-14,1.2869020798568635e-10,1.6194336826376355e-09,3.6536997193848784e-06,1.1774340563099733e-10,3.057498297211191e-12,4.277501818387578e-08,3.6118310497456424e-06,3.6845865361049177e-13,1.009225892339032e-10,1.5406624005346074e-08,1.3323030536731536e-07,3.489309183258345e-06,1.625322851202198e-19,1.92766379029782e-09,1.837547570489988e-11,1.961001124203099e-16,3.1795624609538976e-09,3.8200577531814544e-19,2.1861937870623938e-11,6.597056077189812e-11,2.5032720273952458e-20,1.5330899396268857e-13,2.5346134946389685e-15,6.796939930962872e-11,7.412805958495e-20,1.973900712487183e-19,3.674329877595876e-15,4.3700910228293663e-16,1.7254730116487083e-17
0.03551895799539093,0.9732464890673761,3.76,0.0,0.008677287260558279,5.514536093981467e-08,0.9321642727707897,1.8807956474783824e-10,2.43656015417779e-09,0.0002930050194744438,3.238405472978768e-11,5.584501766922553e-16,0.00011197930945691919,0.001100507987286246,0.7858518092402987,4.4359641486248235e-06,9.772202367715641e-08,9.960625288054669e-11,2.3533161890211555e-09,1.5943531097960647e-05,9.308065022284065e-07,9.086312995453346e-08,0.6420870036840205,9.596664578676319e-11,3.85402304590298e-13,6.743806325327044e-08,0.00285277984670435,3.619808638185916e-08,1.9004812105867455e-08,4.980871133779474e-07,1.261068083628303e-19,5.7047170890836496e-15,9.534270557396867e-20,9.409906915823368e-11,0.21280854172880576,4.6400373716444305e-08,1.4768815606782366e-05,9.271911173682266e-11,2.037725453663596e-14,1.2726482968021512e-10,1.6194722176350337e-09,3.530857369323446e-06,1.1378515217609007e-10,3.055382118518665e-12,4.278508717785612e-08,3.4903480254241584e-06,3.61217951615657e-13,9.903427136626e-11,1.522294785297991e-08,1.3029329265254025e-07,3.3712429820776105e-06,1.5695301460322828e-19,1.9267373557867135e-09,1.8369520045442244e-11,1.9611863737963328e-16,3.0737083052354676e-09,3.820418618254825e-19,2.113409730269152e-11,6.373834428165919e-11,2.5023918681703303e-20,1.4813980569267404e-13,2.5360922654789353e-15,6.570633621515577e-11,7.413506222132844e-20,1.9725345138724826e-19,3.672736171643342e-15,4.358891022355699e-16,1.7247212132684018e-17
0.03588682347735164,0.9732972136123905,3.76,0.0,0.008578878764503799,5.512084065555722e-08,0.9320028916579495,1.8584549508551184e-10,2.407694960709773e-09,0.0002896377421890633,3.237247803942715e-11,5.517581287553208e-16,0.0001119447171638058,0.0011009438369675027,0.7862793983051173,4.3825276636751116e-06,9.771721562164226e-08,9.842508514581605e-11,2.2996199109454002e-09,1.5585576557864152e-05,9.094793421167122e-07,9.059454467656955e-08,0.6423847767027613,9.590252927981176e-11,3.767625474279616e-13,6.59708034121665e-08,0.0027900046226625405,3.539645027793431e-08,1.878233982416844e-08,4.922224464422846e-07,1.2602863203880078e-19,5.574449633847937e-15,9.524128288387085e-20,9.410132785726127e-11,0.21274052841606036,4.5527934509492794e-08,1.4492929520823023e-05,9.098655966139645e-11,1.9996591923542656e-14,1.2585334545175474e-10,1.6195112818647805e-09,3.4121259535359854e-06,1.0995934588522902e-10,3.0533033780156855e-12,4.27949930337213e-08,3.3729324620705965e-06,3.541278173325627e-13,9.71843018116864e-11,1.5041464217895018e-08,1.274206370437031e-07,3.2571656466075975e-06,1.5156665502252001e-19,1.9258269390616225e-09,1.8363649172990933e-11,1.961366582464647e-16,2.9713492722585674e-09,3.820769663595483e-19,2.0430289115421735e-11,6.158154320870804e-11,2.5015246398473815e-20,1.4314216710719477e-13,2.5375514655510715e-15,6.351800485134715e-11,7.414187430523112e-20,1.9711924807210978e-19,3.671172316719121e-15,4.347795327925432e-16,1.7239834984527445e-17
0.03625468895931235,0.9733471831028392,3.76,0.0,0.008481489055820213,5.509688123421829e-08,0.9318443983267988,1.8363829375514824e-10,2.379170998878981e-09,0.0002863068998783647,3.236120554521284e-11,5.451478313115867e-16,0.00011191084437397634,0.0011013744499615576,0.7867005914170273,4.329752716265392e-06,9.771264691935129e-08,9.725771824410234e-11,2.247115178813125e-09,1.5235477448174894e-05,8.886275550143134e-07,9.032895443069688e-08,0.6426777137598677,9.583974030630846e-11,3.683121065625854e-13,6.453497009551972e-08,0.00272860241135455,3.4612580049629704e-08,1.856240619133251e-08,4.864255428778354e-07,1.2595138689238961e-19,5.4471313869968866e-15,9.514112412863101e-20,9.410361776803794e-11,0.2126734856957345,4.467338630078656e-08,1.4222633255960895e-05,8.928911858604677e-11,1.9623639834401038e-14,1.244556750181441e-10,1.619550880718214e-09,3.297367349408465e-06,1.0626153719799537e-10,3.0512613678033845e-12,4.280473848629588e-08,3.259447612276133e-06,3.4718484530772817e-13,9.53718144742758e-11,1.4862146156049047e-08,1.2461088771946258e-07,3.1469412357561324e-06,1.4636638350948018e-19,1.9249322617205473e-09,1.8357862081553474e-11,1.9615419047186378e-16,2.872370041018794e-09,3.8211111901915266e-19,1.974972037190954e-11,5.949758738522346e-11,2.5006701648599424e-20,1.3831050040101125e-13,2.538991365539964e-15,6.140193905230769e-11,7.41485016773283e-20,1.969874156156174e-19,3.669637670403757e-15,4.3368033673467517e-16,1.723259564234158e-17
