Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92)
1.8246735225802124e-14,0.720996750221917,3.76,0.0,0.6914926162326753,0.9999999999998593,1.653399228031828e-29,7.644679539467783e-42,2.0999316693549012e-28,1.679864940715182e-13,1.4066547918039874e-13,1.4311144965354076e-23,3.761350342253013e-22,2.732101306660036e-14,7.409793857651905e-22,1.845512067893673e-23,5.512781930906181e-20,2.9755768496396595e-24,2.2742606908542586e-34,7.147516668980945e-35,1.0945590660230362e-33,1.0374629517716787e-34,1.758206477937708e-34,1.0311424746190396e-23,2.096624042365719e-48
3.6509323392721366e-14,0.7209967502219207,3.76,0.0,0.6914926162325072,0.9999999999997186,1.3237246814997738e-28,6.120390900364557e-41,8.4051943877224e-28,3.3611893787597103e-13,2.814531698862755e-13,5.728184944464818e-23,1.5055203240023196e-21,5.466576068686443e-14,2.9658484883794337e-21,7.386858812493373e-23,1.1102545989383144e-19,1.1910052330388845e-23,1.821252754581194e-33,5.722359404443139e-34,8.76534986468009e-33,8.306011434640772e-34,1.407634462227589e-33,4.1272571200955314e-23,3.357234302560589e-47
7.303449972655985e-14,0.720996750221928,3.76,0.0,0.691492616232171,0.999999999999437,1.0593819884152029e-27,4.898171193570763e-40,3.36316868544219e-27,6.72383829783536e-13,5.630285512632044e-13,2.2920180007908603e-22,6.024041934213746e-21,1.093552492994956e-13,1.1867256328278841e-20,2.955706506305918e-22,2.2498745798229137e-19,4.765564569627177e-23,1.4577398790104523e-32,4.579626782459398e-33,7.015832648047582e-32,6.64733287642771e-33,1.126535715136893e-32,1.6514404375915163e-22,5.373451132143096e-46
1.4608485239423681e-13,0.7209967502219425,3.76,0.0,0.6914926162314984,0.9999999999988739,8.476664450100925e-27,3.919278536258085e-39,1.34548335253981e-26,1.3449136307933055e-12,1.1261793138777638e-12,9.169547611862223e-22,2.4100087214233913e-20,2.1873420001317718e-13,4.747674623093418e-20,1.1824757053853942e-21,4.615783169761416e-19,1.9065299668539792e-22,1.1664864598809837e-31,3.664397418746869e-32,5.614087706158775e-31,5.31887524286294e-32,9.014002676896841e-32,6.606837019127444e-22,8.598276159365844e-45
2.921855577295908e-13,0.7209967502219713,3.76,0.0,0.6914926162301533,0.9999999999977476,6.781973807573965e-26,3.135716346223874e-38,5.382346487015216e-26,2.6899733015914216e-12,2.252480838549686e-12,3.6681040678899054e-21,9.640816950839964e-20,4.3749199539427403e-13,1.8992238840107248e-19,4.7302928881426094e-21,9.694274473615745e-19,7.626691128486606e-22,9.333060680656673e-31,2.9317965867628566e-31,4.491839090406373e-30,4.255502589223561e-31,7.211895410825612e-31,2.642949825909004e-21,1.3755455783319631e-43
5.843869684002987e-13,0.720996750222029,3.76,0.0,0.6914926162274633,0.9999999999954949,5.42583397736869e-25,2.508685454579558e-37,2.1530062446744017e-25,5.3800929183021106e-12,4.505083885664729e-12,1.4672905381265347e-20,3.856481689990281e-19,8.75007161971856e-13,7.597200459881654e-19,1.8921982380245204e-20,2.1237950467640037e-18,3.0507610597516668e-21,7.466901183174204e-30,2.3455490960877703e-30,3.5936992099549015e-29,3.404561078082487e-30,5.7698039131182536e-30,1.0572228948980008e-20,2.1999659448090114e-42
1e-12,0.7209967502221449,3.76,0.0,0.691492616223637,0.9999999999922909,3.243758208647532e-24,1.4997759158126154e-36,6.746513882019927e-25,9.20638860723525e-12,7.709076561129898e-12,4.5978177694417384e-20,1.2084600572993339e-18,1.49730618421896e-12,2.3806447177969637e-18,5.929386710517258e-20,4.160182440261548e-18,9.559593283528502e-21,4.4639964175371623e-29,1.4022552444657462e-29,2.1484610203770186e-28,2.0353676670122053e-29,3.4494145424598116e-29,3.3128971795864483e-20,2.564587613675262e-41
1.1687897897417146e-12,0.7209967502221449,3.76,0.0,0.691492616222083,0.9999999999909898,4.340765986854923e-24,2.006985258208972e-36,8.612040536225706e-25,1.0760333252182513e-11,9.010289970979456e-12,5.869195211868366e-20,1.542622451314343e-18,1.7500357983922005e-12,3.038938644454391e-18,7.568979653012022e-20,4.9872051124288266e-18,1.2202976284024819e-20,5.973678022649043e-29,1.8764845852619485e-29,2.875051111479442e-28,2.723709330909741e-29,4.61597458643399e-29,4.228977185001344e-20,3.5167787026719353e-41
2.337595432424546e-12,0.7209967502223763,3.76,0.0,0.6914926162113225,0.9999999999819793,3.472647239500965e-23,1.6055900700021556e-35,3.444723535884575e-24,2.1520818321788982e-11,1.8020702105946324e-11,2.3476328875792566e-19,6.1705396990562485e-18,3.500086284322634e-12,1.2155851297068795e-17,3.0276488261566587e-19,1.2932704810006585e-17,4.880987198323074e-20,4.77896687425892e-28,1.5012067158293443e-28,2.300078492245401e-27,2.178986634519261e-28,3.692858522430175e-28,1.6916077350826616e-19,5.616525413821625e-40
4.67520671779021e-12,0.7209967502228394,3.76,0.0,0.6914926161898015,0.9999999999639585,2.7781234556485727e-22,1.2844521628404042e-34,1.3777942556664904e-23,4.3041806068461096e-11,3.604152623322051e-11,9.390026722335136e-19,2.4682181324802866e-17,7.000160108774655e-12,4.8623437006345266e-17,1.2110866204925727e-18,3.7698263262837105e-17,1.952202462381897e-19,3.8231218837068935e-27,1.2009744752385957e-27,1.8400792832972737e-26,1.743188945667016e-27,2.9543603904626554e-27,6.766462581424802e-19,8.953423703195707e-39
9.350429288521536e-12,0.7209967502237651,3.76,0.0,0.6914926161467594,0.9999999999279168,2.2224880443167207e-21,1.0275207283804203e-33,5.510373870765022e-23,8.608385199225405e-11,7.208317391705699e-11,3.755578240526031e-18,9.872815227376742e-17,1.4000199169900638e-11,1.9449251871099916e-16,4.84452619682811e-18,1.2272634277612138e-16,7.8072113976869305e-19,3.058378630819417e-26,9.60785610918306e-27,1.4720723395396956e-25,1.3945381598951937e-26,2.3635849865772666e-26,2.706589695825524e-18,1.4220828604543985e-37
1e-11,0.7209967502246909,3.76,0.0,0.6914926161407793,0.9999999999229092,2.7966418201559503e-21,1.2929710075124008e-33,6.371514874884794e-23,9.206408025329865e-11,7.709076403793072e-11,4.3425096717819915e-18,1.1415984462904545e-16,1.4972762454383477e-11,2.2489262868970047e-16,5.601791703452254e-18,1.394717936915044e-16,9.027199874593072e-19,3.8949275461862635e-26,1.2089995648270364e-26,1.874738732198933e-25,1.754799259439082e-26,2.9742170822305747e-26,3.1296470423633495e-18,1.9492177952646903e-37
1.4025651859252863e-11,0.7209967502246909,3.76,0.0,0.6914926161037174,0.999999999891875,6.3549044917340554e-21,2.938073520362197e-33,1.170835322528289e-22,1.2912596834710765e-10,1.0812482103010766e-10,7.979960630911089e-18,2.0979627023088365e-16,2.1000129645105748e-11,4.132943794070403e-16,1.0294871672761529e-17,2.432501113100851e-16,1.6587960841087343e-18,9.079358797462246e-26,2.7472816138604516e-26,4.370224879623622e-25,3.987482691077181e-26,6.758550623980346e-26,5.751504160558017e-18,5.216085732654054e-37
1.870087442998419e-11,0.7209967502256168,3.76,0.0,0.6914926160606751,0.9999999998558333,1.3404287834404587e-20,6.197486432922443e-33,1.9971196387704309e-22,1.7216815513363368e-10,1.4416646757229862e-10,1.361185992435194e-17,3.5788599450070224e-16,2.799995153624711e-11,7.050278878191035e-16,1.7562232808615465e-17,3.9926829531324305e-16,2.82933902376299e-18,1.9783041234886186e-25,5.794905801009999e-26,9.522507843830653e-25,8.410706749790108e-26,1.4256123895478892e-25,9.811388210974826e-18,1.3188311697195325e-36
2.8051319571446845e-11,0.7209967502274685,3.76,0.0,0.6914926159745906,0.9999999997837494,3.66110491454036e-20,1.6930304653023458e-32,4.134132971643144e-22,2.5825269400740573e-10,2.1624975931667803e-10,2.8178115403303847e-17,7.409512096022948e-16,4.199934048414061e-11,1.4596575074955936e-15,3.6361719917723736e-17,7.946039328307095e-16,5.85650071953496e-18,5.742217545727413e-25,1.5828308031306994e-25,2.7640991873540594e-24,2.2972025526250428e-25,3.8940091250526166e-25,2.031322336782397e-17,4.588501553381332e-36
3.74017647129095e-11,0.7209967502293202,3.76,0.0,0.6914926158885057,0.9999999997116658,7.660214278648105e-20,3.542983867044509e-32,7.030025370985308e-22,3.443374918886376e-10,2.8833304896118773e-10,4.7917905023068005e-17,1.2601535843464878e-15,5.5998330145130344e-11,2.4824734101765795e-15,6.184393288843718e-17,1.3204546163644047e-15,9.958291440788596e-18,1.2557210763793487e-24,3.311952394955134e-25,6.044788543785617e-24,4.806474210295611e-25,8.147982470834378e-25,3.4547451814558647e-17,1.1416815474549451e-35
4.6752209854372155e-11,0.7209967502311717,3.76,0.0,0.6914926158024207,0.9999999996395816,1.3945047569636927e-19,6.451002697190954e-32,1.0738644572836028e-21,4.3042256728194946e-10,3.604163363553431e-10,7.319883042034027e-17,1.9252135874300988e-15,6.999689201113488e-11,3.7926241977536654e-15,9.448694207152107e-17,1.9861343373752024e-15,1.5210762415528756e-17,2.355829567003549e-24,6.029564816976649e-25,1.1340874032542315e-23,8.749924352099357e-25,1.4833856691433289e-24,5.278066344828982e-17,2.4117495682801666e-35
6.545310013729746e-11,0.7209967502348752,3.76,0.0,0.6914926156302494,0.9999999994954132,3.6818443121773365e-19,1.7038822234169544e-31,2.064269063657143e-21,6.025935680641998e-10,5.045829042478895e-10,1.4071903551133103e-16,3.702043912597937e-15,9.799270557069838e-11,7.292927895676297e-15,1.8171010913671663e-16,3.745706459701235e-15,2.923523156736134e-17,6.445392661259608e-24,1.5921855974988507e-24,3.10308836324001e-23,2.3101804403396945e-24,3.917079053843528e-24,1.0149516387533292e-16,8.71191117989781e-35
9.999999999999999e-11,0.7209967502422817,3.76,0.0,0.6914926153121878,0.9999999992290833,1.3149850740060284e-18,6.089270125331281e-31,4.759380952603238e-21,9.206548815015344e-10,7.709075262004703e-10,3.2448994644797547e-16,8.541215684778124e-15,1.4970592178941817e-10,1.6825925300463668e-14,4.1932152978784503e-16,8.488362207994927e-15,6.738561954584475e-17,2.3615381261007642e-23,5.688256059456603e-24,1.1371869189616838e-22,8.250739292693688e-24,1.3994107786684923e-23,2.341743477916373e-16,4.850608010209781e-34
1.0285488070314807e-10,0.7209967502422817,3.76,0.0,0.6914926152859036,0.9999999992070743,1.4236571204553948e-18,6.592688471325834e-31,5.032337521460407e-21,9.469389489743077e-10,7.929160125995376e-10,3.4310328171603407e-16,9.031477578041599e-15,1.5397912453233917e-10,1.7791722755768012e-14,4.433965854232909e-16,8.966896490253837e-15,7.124890414653045e-17,2.5592390782047874e-23,6.158430378329479e-24,1.232401389755648e-22,8.932582444929677e-24,1.5150814093939172e-23,2.47616458041931e-16,5.342889512027757e-34
1.402566612689987e-10,0.7209967502496883,3.76,0.0,0.6914926149415529,0.9999999989187328,3.533054577281367e-18,1.6370343919902453e-30,9.316011167135627e-21,1.291288839766827e-09,1.0812490843158806e-09,6.35255130417687e-16,1.673045447897774e-14,2.0995859396490132e-10,3.295838085526684e-14,8.21541542158116e-16,1.6458985288937636e-14,1.3186125141957333e-16,6.40634119861336e-23,1.5286958944069866e-23,3.0855189422459324e-22,2.2167410125544567e-23,3.760887543159677e-23,4.587161239317535e-16,1.701821196949933e-33
2.150602224006999e-10,0.7209967502645015,3.76,0.0,0.6914926142528375,0.9999999983420426,1.2831146806865648e-17,5.952378425288785e-30,2.1814985308956542e-20,1.980002148526051e-09,1.6579151176813796e-09,1.4880219946295311e-15,3.923347214575735e-14,3.218966954084692e-10,7.728809059371712e-14,1.9273875623577845e-15,3.825045685807654e-14,3.085889527213728e-16,2.340866263821215e-22,5.555023848721938e-23,1.1279260198867467e-21,8.050313981024331e-23,1.3666635348143193e-22,1.075788030670752e-15,9.182235382178655e-33
3.6466734466410233e-10,0.7209967502941277,3.76,0.0,0.6914926128753498,0.999999997188632,6.41090358086831e-17,2.980335719800288e-29,6.244949369315934e-20,3.3574828841467005e-09,2.8112467428981862e-09,4.262524955011287e-15,1.1265010614621479e-13,5.456895814576599e-10,2.2191296709297175e-13,5.539108462025233e-15,1.0904054062329398e-13,8.822877028273303e-16,1.1724854946601398e-21,2.77892797092551e-22,5.654785134989153e-21,4.021868682433569e-22,6.83682393999491e-22,3.089384630347893e-15,7.302862377737937e-32
5.142744669275048e-10,0.7209967503237537,3.76,0.0,0.6914926114977864,0.9999999960351814,1.7530121208721309e-16,8.166559496588304e-29,1.2381460267044674e-19,4.735035789923856e-09,3.964577777781373e-09,8.455899619961776e-15,2.239349240159584e-13,7.693714213273973e-10,4.4113217270203986e-13,1.1019908988407398e-14,2.1607784899543155e-13,1.7473257708694447e-15,3.2069603136619782e-21,7.60575216361967e-22,1.5477573163081642e-20,1.0996766179452295e-21,1.871306077190685e-21,6.14220622647663e-15,2.4717271951321684e-31
8.134887114543098e-10,0.7209967503830046,3.76,0.0,0.6914926087424322,0.9999999937281601,7.001066769112754e-16,3.2755376210939955e-28,3.078602601030119e-19,7.490358211913953e-09,6.2712380641318614e-09,2.105155152643611e-14,5.600170255672142e-13,1.2164022766346596e-09,1.1031616429811595e-12,2.7606456192086904e-14,5.386794099581536e-13,4.334289112169582e-15,1.2797467925406395e-20,3.044537536984076e-21,6.187016794960984e-20,4.3910697383958496e-21,7.491119030552318e-21,1.5365258299616207e-14,1.3370731063079183e-30
9.999999999999999e-10,0.7209967504363299,3.76,0.0,0.6914926070247648,0.9999999922900278,1.2882507880189758e-15,6.043575440514268e-28,4.635436721588561e-19,9.207998601432846e-09,7.70906339634395e-09,3.172023654426524e-14,8.460414039510374e-13,1.4948287419224782e-09,1.6665730961318585e-12,4.174810506770412e-14,8.128808041113671e-13,6.51707199389427e-15,2.3534726825997934e-20,5.608988495155317e-21,1.1388288361675377e-19,8.079185686522671e-21,1.380200820813685e-20,2.3217189090066565e-14,2.7346317693952044e-30
1.0827815315284342e-09,0.7209967504363299,3.76,0.0,0.6914926062623543,0.9999999916517044,1.613521915846244e-15,7.576125846587701e-28,5.42721843338781e-19,9.970395406921872e-09,8.347230278995318e-09,3.7148717283136084e-14,9.918233975566463e-13,1.6183508709605497e-09,1.9537326109805874e-12,4.8960485432280575e-14,9.525736791996466e-13,7.626200965995028e-15,2.947146397260299e-20,7.02791162803562e-21,1.4265121708838976e-19,1.0118815405562271e-20,1.7293979257892287e-20,2.7219660646279646e-14,3.531651754133635e-30
1.3520743516025586e-09,0.7209967504896541,3.76,0.0,0.6914926037820307,0.9999999895751194,3.094883906565942e-15,1.4585200411045157e-27,8.421126398519732e-19,1.245066673920213e-08,1.0423220543326457e-08,5.769905010792892e-14,1.5460433195763381e-12,2.019940627173503e-09,3.04540755768457e-12,7.642349630985085e-14,1.483256573483749e-12,1.1810737704655305e-14,5.648102310880285e-20,1.350207819880561e-20,2.7371393632313125e-19,1.940646772038303e-20,3.32287825001589e-20,4.2440384097540727e-14,7.475556254636436e-30
1.621367171676683e-09,0.7209967505429778,3.76,0.0,0.6914926013014616,0.9999999874984052,5.27638323343551e-15,2.4957531357512133e-27,1.2051218870437095e-18,1.493117231641461e-08,1.249920884373814e-08,8.26525868769227e-14,2.222578087729005e-12,2.4211718801038516e-09,4.377981498319501e-12,1.1001370471211696e-13,2.1304980070277785e-12,1.6870357434548893e-14,9.621042680160554e-20,2.305608385495011e-20,4.667938769290026e-19,3.308158175092693e-20,5.674759075928774e-20,6.102716578110631e-14,1.3722187923723e-29
1.8906599917508075e-09,0.7209967505963008,3.76,0.0,0.6914925988206466,0.9999999854215622,8.295688951543148e-15,3.938159577411332e-27,1.63081360538288e-18,1.7411912250034828e-08,1.4575195166289825e-08,1.1195783288570172e-13,3.021324776969417e-12,2.8220449780400346e-09,5.95124100357241e-12,1.4974974123974663e-13,2.894058539768897e-12,2.2787132959858774e-14,1.5113414269547573e-19,3.6307291958485474e-20,7.341258967263081e-19,5.200555490542509e-20,8.937213967211485e-20,8.297973205289749e-14,2.2863825174403503e-29
2.4292456318990564e-09,0.7209967507029441,3.76,0.0,0.6914925938582795,0.9999999812674898,1.734112770963695e-14,8.29023969430503e-27,2.6669560988918423e-18,2.237409558251937e-08,1.8727161827858184e-08,1.834417535844701e-13,4.985084294312906e-12,3.6227179551096173e-09,9.819051969923474e-12,2.477242836460034e-13,4.769279681957014e-12,3.712969326564944e-14,3.153873799387658e-19,7.613541989964311e-20,1.5354682439030504e-18,1.0868485766196543e-19,1.8744848649797266e-19,1.36981237241842e-13,5.200060458780603e-29
2.9678312720473053e-09,0.7209967508095849,3.76,0.0,0.6914925888949289,0.9999999771129038,3.1329574375201234e-14,1.507826377405621e-26,3.9432880995618314e-18,2.733721761452885e-08,2.2879120416835535e-08,2.717492899008272e-13,7.436498240939612e-12,4.421962330456163e-09,1.464713821417926e-11,3.7048996068176013e-13,7.107012694067963e-12,5.470121073154042e-14,5.688330894908325e-19,1.3798300562693285e-19,2.77558978039696e-18,1.9630855593083515e-19,3.3977793068896787e-19,2.044427143020805e-13,9.973766574785066e-29
3.506416912195554e-09,0.7209967509162226,3.76,0.0,0.6914925839305941,0.9999999729578052,5.141877518565857e-14,2.490311325987076e-26,5.452363258891972e-18,3.2301279260642525e-08,2.7031070816040294e-08,3.7646580197767066e-13,1.0374696114395814e-11,5.219781020043359e-09,2.043370591103132e-11,5.181920523945147e-13,9.905249957548374e-12,7.536235221099439e-14,9.319820790293359e-19,2.271849356342213e-19,4.557843705933356e-18,3.2210344011556796e-19,5.595020868129808e-19,2.853618563942561e-13,1.7126834631073457e-28
4.045002552343803e-09,0.7209967510228581,3.76,0.0,0.6914925789652747,0.9999999688021959,7.874373770174365e-14,3.836141201348042e-26,7.18712499146759e-18,3.72662814041147e-08,3.118301291062316e-08,4.971954213659969e-13,1.3798821545564197e-11,6.01617687530403e-09,2.7176996988525914e-11,6.909665434247251e-13,1.3162026775447231e-11,9.898297980795053e-14,1.424766526259536e-18,3.490594520867078e-19,6.983825685836893e-18,4.931432403405588e-19,8.597007674680352e-19,3.797363976577768e-13,2.7177091314133417e-28
4.5835881924920515e-09,0.7209967511294906,3.76,0.0,0.6914925739989706,0.9999999646460765,1.144052349470731e-13,5.603826399572142e-26,9.140961634466941e-18,4.223222488863991e-08,3.5334946589228174e-08,6.335644218252793e-13,1.770804106933657e-11,6.811152654856336e-09,3.4875306883517394e-11,8.889392636370805e-13,1.687544112433027e-11,1.2544295014321045e-13,2.0663461904106753e-18,5.08854374255206e-19,1.0152337970397846e-17,7.162766658721574e-19,1.2532547725344988e-18,4.875641361164418e-13,4.063500730507227e-28
5.660759472788549e-09,0.7209967513427483,3.76,0.0,0.691492564063405,0.9999999563323141,2.151275817452365e-13,1.0639371432785434e-25,1.3680354512614175e-17,5.216693919590171e-08,4.3638788254537745e-08,9.517686815323202e-13,2.6978426909921547e-11,8.396854963447866e-09,5.3130187233749815e-11,1.3609594388166134e-12,2.566461083558207e-11,1.864236122478138e-13,3.8716296262443794e-18,9.63519775079131e-19,1.911206810558515e-17,1.3460837979029473e-18,2.372587575530171e-18,7.435704046863087e-13,7.984616931234829e-28
6.582684085292517e-09,0.7209967515252631,3.76,0.0,0.6914925555566634,0.99999994921516,3.3788324309834816e-13,1.6829177278334981e-25,1.8204285315855957e-17,6.067281671083579e-08,5.0745815942746625e-08,1.2705238699949912e-12,3.644610318074121e-11,9.74953271447557e-09,7.177241361014945e-11,1.8460672942544407e-12,3.4620348975067865e-11,2.466200923921947e-13,6.062094811267033e-18,1.5225723404278603e-18,3.0047057431686694e-17,2.1130443289640135e-18,3.747954496880962e-18,1.0053977958627856e-12,1.2903872636551719e-27
7.504608697796485e-09,0.7209967517077709,3.76,0.0,0.6914925470470291,0.99999994209653,5.001323093736592e-13,2.5063476911793212e-25,2.3286503137745148e-17,6.918146359355506e-08,5.785281744805333e-08,1.630296205695156e-12,4.7323647682443654e-11,1.1098087076280322e-08,9.318961593215634e-11,2.40655751212961e-12,4.488815182747265e-11,3.136652272942163e-13,8.945424232063655e-18,2.2676972862959198e-18,4.451894861701678e-17,3.125958453374027e-18,5.5795116929672535e-18,1.3066140067561704e-12,1.95503153043724e-27
8.426533310300452e-09,0.7209967518902727,3.76,0.0,0.6914925385345,0.9999999349764302,7.073462113157094e-13,3.563442034317308e-25,2.889919983459039e-17,7.76928837423955e-08,6.495979221757596e-08,2.02945589739459e-12,5.960684603656493e-11,1.2442531619428369e-08,1.173733315425839e-10,3.0429299494440407e-12,5.645864708453332e-11,3.870878185240366e-13,1.2612816991655188e-17,3.2274247674386918e-18,6.302563017298135e-17,4.418531494459108e-18,7.936096391706215e-18,1.6472079792941741e-12,2.8201233082123437e-27
9.348457922804419e-09,0.7209967520727685,3.76,0.0,0.6914925300190736,0.9999999278548666,9.64989249805007e-13,4.883045872889931e-25,3.501590570418498e-17,8.620708097101271e-08,7.206673969930484e-08,2.4664353450868277e-12,7.329146884665749e-11,1.378287986205422e-08,1.4431511124807777e-10,3.755652918671364e-12,6.932249767728942e-11,4.664482889528146e-13,1.7154233092952912e-17,4.4310051410403e-18,8.606631978759662e-17,6.024317553162284e-18,1.0887823122359866e-17,2.0271686369662865e-12,3.9140839498631406e-27
9.999999999999999e-09,0.7209967524377437,3.76,0.0,0.6914925239993075,0.9999999228210396,1.1804437966360153e-12,5.989328224888279e-25,3.962894552429336e-17,9.222590680222854e-08,7.70893411293301e-08,2.7972457547425718e-12,8.380553604530763e-11,1.472766695259667e-08,1.6501416538321678e-10,4.305633381318733e-12,7.918858946298279e-11,5.258912274737316e-13,2.093902235685651e-17,5.4449128481554554e-18,1.0535547970810598e-16,7.366171308388084e-18,1.3371469741526316e-17,2.3194297102548935e-12,4.8410227801009164e-27
1.1192307147812355e-08,0.7209967524377437,3.76,0.0,0.6914925129795203,0.9999999136073728,1.6532891549509704e-12,8.422003190734416e-25,4.866227578570301e-17,1.0324382144197194e-07,8.62805506052453e-08,3.4479097065446722e-12,1.0484806734185697e-10,1.645134103476e-08,2.064392794461334e-10,5.411870064275953e-12,9.889325571787555e-11,6.413780933205921e-13,2.921125174041493e-17,7.690036209685471e-18,1.4774481840961044e-16,1.0308370532045976e-17,1.8862423970468563e-17,2.9051457980968283e-12,6.905500993210216e-27
