Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131)
0.00010902839549442778,0.9847891039359099,3.76,0.0,7.084089496273595e-12,0.009939135508360335,0.9504367322476398,3.8368166010081836e-12,8.642774076891804e-13,2.1752337196158778e-11,6.449621787024943e-06,4.658154309452511e-18,0.03743162357383637,0.14225093552028167,0.39544102465904557,8.727839050351795e-09,0.008402760448862288,1.393284873231023e-13,1.0053361627240892e-17,1.4526029476397118e-14,6.5678737043219e-19,1.8947070936707955e-06,0.4518913353221835,2.3782279156645135e-06,2.966692296073766e-19,1.4392963592802293e-14,1.2766096471095802e-11,6.59144143466207e-14,2.434140677119469e-13,1.0936191819210356e-12,3.5075664138598204e-16,1.1325739923330152e-21,4.997369468226584e-16,1.90790419626568e-08,0.26596922742667894,1.1295835233613193e-13,1.9033882768744663e-13,2.2645569524640093e-17,3.2285608170023103e-19,7.829545024948781e-18,2.55976069889347e-07,3.271449832101444e-23,5.332539780735576e-24,1.5020103358597833e-09,3.4407044675857143e-08,2.241650144993217e-23,4.644704135750701e-19,4.70970715793888e-17,2.634187444254188e-12,7.779940598733278e-15,3.2435680705288533e-22,2.102671017184812e-27,2.128391381961582e-07,1.414961761613251e-10,8.532766225117121e-16,1.3641962650041852e-24,2.2043368856622546e-18,9.566423015966226e-25,-1.6187480727256195e-28,1.8249337389872333e-17,1.0416637704916216e-27,2.130095602885991e-13,2.9880814899821486e-25,4.723688913739496e-19,2.824175050911527e-16,3.867287136392781e-10,7.207753765862616e-15,2.853777421674534e-12,6.1790399144859865e-15,8.932470387993972e-15,4.522563838203595e-16
0.0001091803221357966,0.984773798444718,3.76,0.0,7.068808243851714e-12,0.009924044964791138,0.950483349337572,3.814651852991191e-12,8.597179461298975e-13,2.1709115976720034e-11,6.439939225035136e-06,4.6419378881406675e-18,0.03740434666437538,0.14214663562167135,0.3954602038402893,8.729524869629852e-09,0.008390053935977998,1.3926192929027863e-13,9.652189126867559e-18,1.3952045666078294e-14,6.308062867458797e-19,1.8941086529241109e-06,0.45186776397328776,2.375709296590555e-06,2.8159670521882294e-19,1.3820536366824834e-14,1.2264822006974373e-11,6.330320283442213e-14,2.420748288091682e-13,1.0885088233305802e-12,3.50341049756515e-16,1.0756473457492882e-21,4.99126816632636e-16,1.9067123080451822e-08,0.2659927996694606,1.0860814267147317e-13,1.8319856476088994e-13,2.1385988954028426e-17,3.0342352775351225e-19,7.723656734414161e-18,2.558163125907234e-07,4.217132189683694e-23,-6.629008043070406e-24,1.5009511244860704e-09,3.4408698027422874e-08,2.343456677836225e-23,4.4353721122706e-19,4.4375828880658106e-17,2.6334145945353993e-12,7.468719959774997e-15,3.111468846456977e-22,-2.6742542374574575e-27,2.127147667036136e-07,1.4149138372460236e-10,8.532164767068561e-16,1.3509220949807861e-24,2.204182448859307e-18,-1.18252356971218e-24,2.5186573270134313e-26,1.8237640109575305e-17,-1.2437794811606133e-27,2.128683338514119e-13,-2.9453532761629525e-25,4.723356003483281e-19,2.822184677940341e-16,3.861863099549962e-10,7.205213329756678e-15,2.8497812200928955e-12,6.174914375093266e-15,8.926568641809477e-15,4.516233131185474e-16
0.00010933224877716543,0.9847585174747021,3.76,0.0,7.054278492614202e-12,0.009908992669324362,0.9505299843588237,3.793372587751891e-12,8.553436421927484e-13,2.1667805795365114e-11,6.4302807633733415e-06,4.626173983786061e-18,0.0373771107528104,0.1420424600128932,0.3954792824294271,8.73121146954573e-09,0.008377376461209063,1.3919550594806755e-13,9.267534169133784e-18,1.3401479872422138e-14,6.058865631884592e-19,1.893510926433339e-06,0.45184435714430193,2.3731951623845826e-06,2.740874383807848e-19,1.3271600329802549e-14,1.178393423380974e-11,6.07483488699895e-14,2.407873141910811e-13,1.0836231496510901e-12,3.4992610227409495e-16,1.0466914248490616e-21,4.985175975782964e-16,1.9055205635006648e-08,0.266016207391557,1.0443786617126179e-13,1.763468615389987e-13,2.1024709094984765e-17,3.0000771874183837e-19,7.64905472088041e-18,2.5565657307135375e-07,2.6723234049536725e-23,8.427771689639436e-24,1.499892626203489e-09,3.441033662632416e-08,1.994584205948567e-23,4.3008446780229013e-19,4.3749033715551785e-17,2.632655561841462e-12,7.170347820997852e-15,2.9657780120028703e-22,3.4111858376074355e-27,2.1259040359648283e-07,1.414865505365438e-10,8.531563744807404e-16,1.2325367519568513e-24,2.2040281219676513e-18,1.5200574629074655e-24,-6.933359740253157e-27,1.8225944893504535e-17,1.5192544855481155e-27,2.127271740013349e-13,4.3083756069875545e-25,4.723023339937815e-19,2.8201961239690985e-16,3.8564486411065985e-10,7.202678205274412e-15,2.8457920693480757e-12,6.170790862963205e-15,8.920670927563001e-15,4.509913576392676e-16
0.00010948417541853426,0.9847432609689964,3.76,0.0,7.040468716220997e-12,0.00989397843795543,0.9505766363717669,3.772940835542218e-12,8.511467600283411e-13,2.1628325863037018e-11,6.420646288774217e-06,4.6108436844558885e-18,0.03734991570766098,0.14193840870254273,0.3954982614276057,8.732898823370789e-09,0.00836472792234579,1.3912921376630975e-13,8.89870690332089e-18,1.2873359880783726e-14,5.81983482359787e-19,1.8929139092570009e-06,0.45182111329364655,2.370685495379265e-06,2.581538932751832e-19,1.274518546682191e-14,1.1322479538933405e-11,5.834804002863508e-14,2.3954956677773114e-13,1.0789525011425089e-12,3.4951179505232116e-16,9.86974702070868e-22,4.979092773132709e-16,1.9043289619746724e-08,0.2660394521345518,1.0043939720368771e-13,1.697783115183557e-13,1.961725790810085e-17,2.7763033543335994e-19,7.544670823923322e-18,2.5549685221055523e-07,4.272759826098027e-23,-1.0533443897206388e-23,1.4988348460542815e-09,3.441196060830184e-08,2.2234523873344632e-23,4.090167123168687e-19,4.066709871775346e-17,2.631909760593782e-12,6.884277923608285e-15,2.852318455940897e-22,-4.341648849146951e-27,2.1246605027696004e-07,1.414816766394591e-10,8.53096316020788e-16,1.256429539723744e-24,2.2038738989192377e-18,-1.896876289262902e-24,3.136281140018895e-26,1.8214252695720757e-17,-1.822592257164156e-27,2.1258608067554242e-13,-4.6268058402134965e-25,4.722690911483017e-19,2.8182093425046977e-16,3.8510437524009263e-10,7.20014836321537e-15,2.8418099472801283e-12,6.166669355275213e-15,8.914777268701516e-15,4.503605165138303e-16
0.00010963610205990308,0.9847280288709152,3.76,0.0,7.0273487480458125e-12,0.009879002088255689,0.9506233044486377,3.753320298985881e-12,8.471195575636528e-13,2.159059942531249e-11,6.4110356889289215e-06,4.595928438424561e-18,0.03732276139834775,0.14183448169612123,0.3955171418252017,8.73458690510302e-09,0.008352108217775584,1.3906305044226623e-13,8.545024185319271e-18,1.2366725547309787e-14,5.590542936165121e-19,1.8923175965157128e-06,0.4517980308962589,2.3681802780551345e-06,2.5389237855224404e-19,1.2240316113234246e-14,1.087974144444369e-11,5.599989702524533e-14,2.3835918905181617e-13,1.0744880062470415e-12,3.4909813245607152e-16,9.69615339114499e-22,4.973018728027764e-16,1.9031375365172395e-08,0.26606253542350966,9.660590334289474e-14,1.6347257436598134e-13,1.9600317267083683e-17,2.801992923576029e-19,7.485014868313768e-18,2.553371532269035e-07,1.9382756715454723e-23,1.3336812664923437e-23,1.4977777914013753e-09,3.441357010745202e-08,1.7348362170651167e-23,3.9891371926411563e-19,4.0822547604582724e-17,2.631176632212301e-12,6.609987131003054e-15,2.71218147911494e-22,5.535017864435216e-27,2.1234170813015859e-07,1.4147676353870557e-10,8.5303630402032915e-16,1.102793117420995e-24,2.203719795169159e-18,2.4207768899292726e-24,-1.6509318969558437e-26,1.820256260100174e-17,2.217962594549599e-27,2.1244505643731833e-13,6.312969662011566e-25,4.722358749294121e-19,2.8162244098453715e-16,3.8456484243128417e-10,7.197623738304393e-15,2.8378348671243284e-12,6.1625499528261714e-15,8.908887706822116e-15,4.497307885217591e-16
0.00010978802870127191,0.9847128211239438,3.76,0.0,7.014889718130283e-12,0.00986406343935421,0.9506699876733964,3.734476272653625e-12,8.432549996467675e-13,2.1554552382285275e-11,6.401448852468199e-06,4.581410966135173e-18,0.037295647695183634,0.14173067899608957,0.39553592460194287,8.736275689396386e-09,0.008339517246477406,1.3899701258461928e-13,8.205858232883897e-18,1.1880696324391136e-14,5.370580757659274e-19,1.8917219833728114e-06,0.45177510844340185,2.36567949303889e-06,2.3593683363289915e-19,1.1756105900968831e-14,1.0454847982442837e-11,5.3792567777988965e-14,2.372144280990878e-13,1.0702207835421317e-12,3.4868510809334907e-16,9.031947792636647e-22,4.966953629782677e-16,1.901946277454552e-08,0.26608545876717243,9.292990061776871e-14,1.5742921528793503e-13,1.7912697166111484e-17,2.5248594769264207e-19,7.3783867610129e-18,2.5517747639880486e-07,4.5618404250191986e-23,-1.6720919912854907e-23,1.4967214666627772e-09,3.441516525673317e-08,2.1589081050501168e-23,3.76756103254571e-19,3.707711296573201e-17,2.6304556414251037e-12,6.346976025345425e-15,2.61929688514262e-22,-7.047692506465951e-27,2.1221737851986504e-07,1.414718108542321e-10,8.529763379697506e-16,1.1839722190206987e-24,2.20356579862625e-18,-3.0373305065132335e-24,4.116932587089918e-26,1.8190876049797612e-17,-2.6686819932842447e-27,2.1230410054796433e-13,-7.14163423774751e-25,4.722026829653572e-19,2.8142412426617436e-16,3.840262647914308e-10,7.195104311760417e-15,2.8338667973272555e-12,6.158432599645542e-15,8.90300226194915e-15,4.491021728502807e-16
0.00010993995534264074,0.9846976376717478,3.76,0.0,7.00306399948615e-12,0.00984916231191983,0.9507166851415906,3.7163755799087986e-12,8.395459724101071e-13,2.1520114638172633e-11,6.391885668959213e-06,4.5672743528788175e-18,0.03726857446936472,0.14162700060190686,0.39555461072702636,8.737965151585748e-09,0.008326954908016718,1.389310982473182e-13,7.880580143643067e-18,1.1414381641709366e-14,5.159556932782706e-19,1.891127065057885e-06,0.4517523444424759,2.3631831231017528e-06,2.362042647394507e-19,1.1291660973055067e-14,1.0047141048110872e-11,5.163428052792837e-14,2.3611305965346264e-13,1.0661427529047278e-12,3.482727295157727e-16,9.016384576498253e-22,4.960897759443801e-16,1.9007552282678807e-08,0.26610822365814046,8.940520891512936e-14,1.5162395290336798e-13,1.8392756509290507e-17,2.638518889216136e-19,7.336862820763103e-18,2.550178255678821e-07,9.715047283558806e-24,2.1121026084358902e-23,1.495665879505022e-09,3.441674618736688e-08,1.4426135943407983e-23,3.709174062287707e-19,3.836612040512264e-17,2.6297462763914237e-12,6.094766109262721e-15,2.4792195157236786e-22,8.982088701694656e-27,2.120930627944949e-07,1.414668205907186e-10,8.529164213432251e-16,9.679469221319042e-25,2.203411932161457e-18,3.860230770582349e-24,-3.0344198576054274e-26,1.8179191505537622e-17,3.2399830017331326e-27,2.121632163383989e-13,9.344661471429442e-25,4.7216951986295e-19,2.812259964408923e-16,3.834886413657691e-10,7.192590007453547e-15,2.8299057623730253e-12,6.154317436160862e-15,8.897120977023646e-15,4.484746681168166e-16
0.00011009188198400956,0.9846824784581599,3.76,0.0,6.99184514821935e-12,0.009834298528143454,0.9507633959602168,3.698986491744768e-12,8.359860732817807e-13,2.1487218115793374e-11,6.3823460288853235e-06,4.553502777755904e-18,0.037241541592961516,0.141523446510086,0.39557320115923733,8.739655267606989e-09,0.008314421102540145,1.3886530413485809e-13,7.568620822556286e-18,1.0966990103643993e-14,4.957096934021948e-19,1.8905328368350388e-06,0.4517297374168335,2.360691151157811e-06,2.1443887829812054e-19,1.0846171817750726e-14,9.655824589085165e-12,4.9603624082657965e-14,2.3505351275430846e-13,1.0622457446286498e-12,3.478609861348387e-16,8.226166742047566e-22,4.954850760701629e-16,1.8995643653342693e-08,0.26613083157306705,8.60248980480072e-14,1.460634931764456e-13,1.6220629497698278e-17,2.2708412440925313e-19,7.222745836051657e-18,2.548582001297302e-07,5.2007023778176984e-23,-2.6527846036213344e-23,1.4946110335543867e-09,3.441831302962348e-08,2.1707265071084355e-23,3.4628675792282566e-19,3.3490709080258416e-17,2.6290480482765357e-12,5.852900713659657e-15,2.4110154927606974e-22,-1.1439463980565545e-26,2.119687622800776e-07,1.4146179169331854e-10,8.528565525475222e-16,1.1400114327795293e-24,2.2032581739780805e-18,-4.8584856181066395e-24,5.636651831566176e-26,1.816751118555985e-17,-3.905639102432484e-27,2.1202240204392062e-13,-1.0910396389768744e-24,4.721363812947306e-19,2.810280429900139e-16,3.8295197124052695e-10,7.190080822473194e-15,2.8259517160155983e-12,6.1502043543949126e-15,8.891243868704962e-15,4.478482736285332e-16
0.00011024380862537839,0.9846673434271962,3.76,0.0,6.9812078577668486e-12,0.009819471911720543,0.9508101192475885,3.682278676861003e-12,8.325687683740882e-13,2.1455798910677646e-11,6.372829823647715e-06,4.54008085286346e-18,0.037214548938910116,0.14142001671422705,0.39559169684706513,8.741346014036588e-09,0.008301915730770442,1.387996286603422e-13,7.269398193753643e-18,1.053768778319494e-14,4.76284237553983e-19,1.8899392940423122e-06,0.45170728590559517,2.358203560262414e-06,2.2132193876769953e-19,1.041881845657783e-14,9.280292645303676e-12,4.7619693500891695e-14,2.3403372668704283e-13,1.058522399638383e-12,3.4744989088015778e-16,8.436034859563746e-22,4.948813101558286e-16,1.8983737487740823e-08,0.2661532839728309,8.278342536703212e-14,1.407166926638648e-13,1.74419045196118e-17,2.517440915314115e-19,7.204491810190977e-18,2.5469860489905463e-07,-3.8030906375181944e-24,3.3462987438091787e-23,1.4935569369938517e-09,3.441986591187289e-08,1.0877703291627262e-23,3.461779877192558e-19,3.6471874766814373e-17,2.6283604872189426e-12,5.6209420270992825e-15,2.263111048789438e-22,1.4576750937105954e-26,2.1184447828969907e-07,1.4145672698844403e-10,8.527967363293955e-16,8.173435631081547e-25,2.2031045590630217e-18,6.160173756519511e-24,-5.061259121835557e-26,1.815583256541972e-17,4.734758482660388e-27,2.118816622000861e-13,1.3918051916378972e-24,4.721032743107233e-19,2.8083028422495917e-16,3.82416253413991e-10,7.187576662926642e-15,2.822004700670985e-12,6.146093558206776e-15,8.885370980982603e-15,4.472229877620236e-16
0.00011039573526674722,0.984652232523033,3.76,0.0,6.971127900251827e-12,0.0098046822878339,0.9508568541332008,3.666223120859846e-12,8.292882247565149e-13,2.1425794304988467e-11,6.363336945539774e-06,4.526994038741594e-18,0.037187596381003635,0.14131671120507683,0.3956100987288182,8.743037367999715e-09,0.008289438694001361,1.387340685786424e-13,6.982400145477715e-18,1.0125773359494183e-14,4.576450448233127e-19,1.8893464320396201e-06,0.4516849884634685,2.3557203336105576e-06,1.9295893637966368e-19,1.0008862612902892e-14,8.919819525949613e-12,4.575087993711785e-14,2.33052288781792e-13,1.0549651999089856e-12,3.470394261332988e-16,7.429768706548126e-22,4.942784182443591e-16,1.8971833332520633e-08,0.26617558230273175,7.967430938261271e-14,1.3560087141871326e-13,1.4467146702688404e-17,2.0010203138701284e-19,7.075367777337238e-18,2.545390379605183e-07,6.374932250660807e-23,-4.207277743491282e-23,1.4925035924135855e-09,3.442140496180806e-08,2.2933291891311557e-23,3.1703235303398645e-19,2.9742853982860906e-17,2.6276831476363275e-12,5.39847242798438e-15,2.227056414212238e-22,-1.8567163852666554e-26,2.1172021211206547e-07,1.4145162433691415e-10,8.527369693927052e-16,1.1359530314593628e-24,2.2029510499316984e-18,-7.767008249030593e-24,7.959891487082346e-26,1.8144159102091228e-17,-5.714187762318644e-27,2.1174099347482664e-13,-1.6563855669356896e-24,4.720701914114718e-19,2.806326952235581e-16,3.818814869595884e-10,7.185077550407955e-15,2.8180646470206268e-12,6.141984857690674e-15,8.879502327939433e-15,4.46598810048808e-16
0.00011054766190811604,0.9846371456900338,3.76,0.0,6.9615820900436615e-12,0.009789929483136605,0.9509035997576,3.650792087269511e-12,8.261384454185907e-13,2.1397146232148777e-11,6.3538672877561225e-06,4.5142283995956554e-18,0.03716068379388358,0.14121352997055442,0.3956284077327384,8.744729307227944e-09,0.008276989894092647,1.3866862267135182e-13,6.707082926715606e-18,9.730453725529003e-15,4.397592813622817e-19,1.8887542462742355e-06,0.45166284366056875,2.353241454535325e-06,2.0981846750652207e-19,9.615550283569809e-15,8.573846077886258e-12,4.392704432652444e-14,2.321072975077668e-13,1.0515674428359596e-12,3.4662961386872543e-16,7.971763006201011e-22,4.936764784547806e-16,1.895993205283907e-08,0.2661977279926516,7.669266319459732e-14,1.3067348505733152e-13,1.6817690478271204e-17,2.4520922939975745e-19,7.088413803880678e-18,2.5437950563189133e-07,-2.355804772635641e-23,5.30300608048707e-23,1.4914510088189834e-09,3.442293030494618e-08,6.235516005506796e-24,3.2495332756360095e-19,3.529883493168061e-17,2.6270155968858437e-12,5.185091165034519e-15,2.059488387030258e-22,2.3656921027674265e-26,2.11595965026514e-07,1.4144648790912082e-10,8.526772585430478e-16,6.342804260682127e-25,2.2027977013174475e-18,9.834549433759941e-24,-8.05693742291492e-26,1.8132486699328858e-17,6.920822277804192e-27,2.116004022829398e-13,2.080503182705987e-24,4.720371436444501e-19,2.804353097404792e-16,3.813476708212081e-10,7.182583362352185e-15,2.814131625967139e-12,6.137878557871312e-15,8.873637953249579e-15,4.459757384940563e-16
0.00011069958854948487,0.9846220828727147,3.76,0.0,6.95254822352935e-12,0.00977521332573524,0.9509503552722524,3.6359590381038172e-12,8.231141091999769e-13,2.136979663657137e-11,6.344420744358305e-06,4.5017704832278634e-18,0.037133811053031394,0.14111047299581747,0.3956466247771126,8.746421809950016e-09,0.008264569233465111,1.3860328769432692e-13,6.4429920951389636e-18,9.351123572475249e-15,4.2259557111411025e-19,1.8881627321954083e-06,0.4516408500822418,2.350766906506299e-06,1.7047831492502944e-19,9.23821015064561e-15,8.241711576112983e-12,4.2206588067159427e-14,2.311974712383917e-13,1.0483222077180685e-12,3.4622042469957544e-16,6.6108830818036425e-22,4.93075390197657e-16,1.8948032856092427e-08,0.26621972245725367,7.383231815790516e-14,1.259679869974278e-13,1.2542688078835952e-17,1.695494409100774e-19,6.9333308263281065e-18,2.542200040371745e-07,8.379239322373597e-23,-6.671418612713115e-23,1.49039918740601e-09,3.442444206654058e-08,2.5824846677181178e-23,2.88240541137396e-19,2.5589093855323633e-17,2.626357430279519e-12,4.980416332371123e-15,2.0683441456565462e-22,-3.0135255141279226e-26,2.1147173828453613e-07,1.4144131381780892e-10,8.526175977891278e-16,1.1911894703340668e-24,2.2026444503315155e-18,-1.2412455623700148e-23,1.1483580133836055e-25,1.8120820790883054e-17,-8.358599365493861e-27,2.114598828883325e-13,-2.50474977348524e-24,4.720041183556412e-19,2.802380853412819e-16,3.8081480407164667e-10,7.180094158525237e-15,2.8102055318725564e-12,6.133774339445161e-15,8.867777870731492e-15,4.45353773024403e-16
0.0001108515151908537,0.9846070440157862,3.76,0.0,6.944005054606406e-12,0.009760533645173293,0.9509971198394183,3.6216986038548464e-12,8.202097171986572e-13,2.1343693086255855e-11,6.334997210295327e-06,4.489607781394729e-18,0.037106978034760256,0.1410075402632769,0.3956647507703848,8.748114854974518e-09,0.00825217661509561,1.3853806281535554e-13,6.1896116297535014e-18,8.987009779232e-15,4.0612381465535185e-19,1.8875718853624978e-06,0.45161900632888974,2.34829667312806e-06,2.0269373550424248e-19,8.876145952079932e-15,7.922899136072502e-12,4.052972035210364e-14,2.3032107104878777e-13,1.0452233894376617e-12,3.4581189577034175e-16,7.6527432512711855e-22,4.924752839796886e-16,1.8936137024738096e-08,0.2662415670961306,7.108911070791847e-14,1.2142334361512782e-13,1.6636745842491532e-17,2.464477950744262e-19,6.9900084720441e-18,2.540605417999326e-07,-5.33012565322902e-23,8.405076721022902e-23,1.4893481384468141e-09,3.442594036921771e-08,-2.3333649484465924e-25,3.077573109199734e-19,3.510949427823289e-17,2.6257082473722277e-12,4.7840808918411565e-15,1.8628435333334276e-22,3.8394023825320285e-26,2.1134753313365266e-07,1.4143610842283364e-10,8.525579972537585e-16,3.920875850720772e-25,2.2024913838412975e-18,1.5704273196636569e-23,-1.250895029162478e-25,1.810915477846108e-17,1.0117738642194902e-26,2.1131944462652946e-13,3.1162516990528917e-24,4.719711331221475e-19,2.800410784536957e-16,3.802828855878184e-10,7.177609770452832e-15,2.8062864807973734e-12,6.129672668432367e-15,8.861922120238554e-15,4.447329110579117e-16
0.00011100344183222252,0.9845920290659841,3.76,0.0,6.935928969634778e-12,0.009745890243969269,0.951043892493603,3.60798257586204e-12,8.174195738010258e-13,2.1318773895970765e-11,6.32559656381251e-06,4.477726066299868e-18,0.037080184594647486,0.1409047317479016,0.3956827867628607,8.749808418820977e-09,0.00823981192705909,1.3847294467220982e-13,5.9464651572391584e-18,8.637485425526641e-15,3.903106159198497e-19,1.8869817005529977e-06,0.4515973107834357,2.3458307354312997e-06,1.7906397151697988e-19,8.528642924756308e-15,7.616726396685183e-12,3.893778443522581e-14,2.294766741407638e-13,1.0422636872788699e-12,3.4540398862735094e-16,6.833127001665311e-22,4.918760279223086e-16,1.8924243550608493e-08,0.26626326352637014,6.845650961059071e-14,1.17082203311685e-13,1.4191129250175996e-17,2.0387346534471327e-19,6.8869429077552285e-18,2.539011140337059e-07,6.86976729863264e-24,2.167487608516686e-23,1.4882978629070412e-09,3.4427425356268656e-08,9.66730760868474e-24,2.8432629857710587e-19,2.9607242808171045e-17,2.6250676213577017e-12,4.595678504229232e-15,1.8149729707036733e-22,9.828496814649821e-27,2.1122335099611806e-07,1.414308666757483e-10,8.524984493500876e-16,5.976450100125903e-25,2.2023384211697413e-18,4.041806011693202e-24,-2.810573782906623e-26,1.8097495488794585e-17,2.6762642273054298e-27,2.111790803148414e-13,8.227471543611012e-25,4.7193817165735845e-19,2.7984423291961785e-16,3.797519142107114e-10,7.175130277897555e-15,2.802374340208335e-12,6.125573139139012e-15,8.856070723825233e-15,4.441131525469839e-16
0.00011115536847359135,0.984577037989839,3.76,0.0,6.928305588591566e-12,0.00973128299753959,0.9510906726282167,3.5947938325321435e-12,8.147399582786062e-13,2.1295002799384107e-11,6.316218728128173e-06,4.466115872393767e-18,0.03705343064270971,0.14080204743281263,0.39570073341461015,8.751502485932343e-09,0.008227475097273104,1.384079324508296e-13,5.7132002585027735e-18,8.302032497066367e-15,3.751356966947757e-19,1.8863921747552625e-06,0.4515757624278844,2.343369081334093e-06,1.8015049466486298e-19,8.195225513266768e-15,7.322829277434101e-12,3.7404668040242334e-14,2.2866308324067655e-13,1.0394389392415852e-12,3.449967267951889e-16,6.831169261025672e-22,4.912777061033011e-16,1.8912353269542025e-08,0.2662848127659639,6.593135322284897e-14,1.1290700646707013e-13,1.4610063495421655e-17,2.1357056646593516e-19,6.85500741082109e-18,2.5374172645784726e-07,-2.355704304656964e-23,5.192572806954361e-23,1.4872483685854105e-09,3.442889711698915e-08,5.320553458480066e-24,2.7984342335434378e-19,3.067941457808653e-17,2.6244352772029154e-12,4.414959886213656e-15,1.7157623670894606e-22,2.3980175294566018e-26,2.1109919276965997e-07,1.414255926544288e-10,8.524389602041056e-16,5.656018538166346e-25,2.202185617200112e-18,9.739093633986705e-24,-7.316227455704248e-26,1.8085838778707744e-17,6.018309253884962e-27,2.1103879598709284e-13,1.8894111285576024e-24,4.719052450811541e-19,2.796475856262084e-16,3.7922188919490997e-10,7.17265557014629e-15,2.79846918416533e-12,6.121476052305652e-15,8.850223708787247e-15,4.4349449582423704e-16
0.00011130729511496018,0.9845620706979368,3.76,0.0,6.921116283246659e-12,0.009716711740754502,0.9511374594424941,3.5821101598772373e-12,8.121663185145115e-13,2.1272331764141213e-11,6.30686360141475e-06,4.454767437608884e-18,0.03702671605926655,0.14069948729422355,0.39571859159820055,8.753197036447817e-09,0.008215166030076472,1.383430240564993e-13,5.489434929129453e-18,7.980118195337032e-15,3.6057272235104864e-19,1.8858033033987592e-06,0.4515543599156424,2.340911694940436e-06,1.5050069549217186e-19,7.875330637076546e-15,7.040693206847017e-12,3.5940040817299526e-14,2.278791582994148e-13,1.0367433785537897e-12,3.4459009347446393e-16,5.825283631778074e-22,4.906802599134603e-16,1.8900465779466277e-08,0.26630621616151173,6.350906062050714e-14,1.0891285174184813e-13,1.1453136802652347e-17,1.5773265405264851e-19,6.740319694136819e-18,2.5358237753018796e-07,5.471302668694708e-23,-3.5404236987908085e-23,1.4861996572211356e-09,3.443035577050704e-08,1.8931230027219947e-23,2.5273991965276588e-19,2.3550451063168782e-17,2.623810877243307e-12,4.24160598388327e-15,1.7176174924614697e-22,-1.6733837222141133e-26,2.1097505963451076e-07,1.4142028444337367e-10,8.523795274690793e-16,8.820391122072564e-25,2.2020329386009254e-18,-6.685219532530764e-24,5.725265792727128e-26,1.8074187659316664e-17,-3.787657644934132e-27,2.108985888557238e-13,-1.2011553739902344e-24,4.718723466700214e-19,2.7945111131549447e-16,3.786928095330931e-10,7.17018566399942e-15,2.7945709493616557e-12,6.117381238491362e-15,8.844381096417463e-15,4.428769402731079e-16
0.000111459221756329,0.9845471271387874,3.76,0.0,6.9143421473543616e-12,0.009702176300552205,0.9511842521007032,3.5699090853372195e-12,8.096939215045594e-13,2.1250713563891013e-11,6.297531076948373e-06,4.4436685002553364e-18,0.037000040717988424,0.1405970513036375,0.39573636222684533,8.75489204962067e-09,0.008202884625842925,1.3827821804443008e-13,5.2747198254590216e-18,7.671087969516864e-15,3.4659499816492275e-19,1.885215082017018e-06,0.4515331018386597,2.33845855965253e-06,1.664071690739939e-19,7.568350980589498e-15,6.7698216865057415e-12,3.4527727773173495e-14,2.2712347182516808e-13,1.0341715422019179e-12,3.4418411118210556e-16,6.301458584305193e-22,4.90083771824497e-16,1.8888581917530626e-08,0.2663274751210612,6.118547956132784e-14,1.0506168726578292e-13,1.3552658142397377e-17,1.9812263813920285e-19,6.749579971366521e-18,2.534230731573186e-07,-2.5748245501862422e-23,4.883199966794804e-23,1.4851517378903187e-09,3.443180144060169e-08,4.3692188549880316e-24,2.5924372821489833e-19,2.8449692868778833e-17,2.623194069496172e-12,4.075294742520256e-15,1.5940839011668187e-22,2.3249762214884546e-26,2.1085095282745592e-07,1.414149461351438e-10,8.523201569472097e-16,5.292621818921809e-25,2.201880438393066e-18,9.251464036987726e-24,-6.360628420366557e-26,1.806253823816212e-17,5.0905132733182994e-27,2.1075846489286392e-13,1.667272468832645e-24,4.718394871980823e-19,2.792548468318456e-16,3.781646739808941e-10,7.167720440110642e-15,2.790679702989484e-12,6.1132889938224355e-15,8.838542915646082e-15,4.422604836766695e-16
