Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202)
0.02985787469609644,0.7765322380102478,3.76,0.0,6.490384820032611e-12,9.032985462521233e-07,1.015754779021457,1.3113870317346156e-18,5.7114361422906776e-18,3.6340122553767517e-13,4.1398251741131073e-10,2.7637364819357897e-23,0.00014931848653038958,0.00036063660949991073,0.14915272207213887,2.3405621881788044e-09,2.3792736839304327e-07,2.7038258302138893e-16,1.4542781749659415e-24,8.871187082083919e-20,1.3617175363986618e-23,1.0296174968311595e-08,0.18106865075720333,6.512667383038756e-10,5.5209161888173345e-28,2.0686102586157806e-21,8.92572544250122e-17,1.0065150663027533e-21,2.715175022076852e-17,8.67133331316683e-16,1.1739994293206517e-20,3.350700193756714e-28,8.783108381382013e-21,5.189563538397523e-11,0.40151256716030864,1.814950727007092e-17,3.580946016600559e-15,6.514508910961262e-21,8.974445116282558e-25,6.582891254438285e-20,1.2670793148566964e-09,-6.841893629185266e-17,-7.306268982015462e-22,9.123591206569756e-12,1.6194381394737326e-08,5.945366519745974e-17,3.1956068714606514e-23,6.6605072148688865e-21,1.2959266903580476e-14,1.4191651994090679e-21,-1.9843232569073e-17,-2.936910399861619e-29,7.687550856149165e-09,2.8715146005955426e-12,1.489864593362463e-17,2.0547787051919658e-20
0.030001284692154642,0.7765320757171644,3.76,0.0,6.4936638631703384e-12,8.951464091979871e-07,1.0157556568627713,1.291385893196856e-18,5.6482827109572775e-18,3.620578886230741e-13,4.0930605735914765e-10,2.728657326862882e-23,0.00014865024899493283,0.0003590229896397592,0.14915298521939188,2.340451596707063e-09,2.358021159702287e-07,2.6916061899133494e-16,1.560139847165045e-24,9.728689346770024e-20,1.3740562909015036e-23,1.0250470790538445e-08,0.18106884193048547,6.454774512652303e-10,5.135895084317877e-28,1.2482776921295666e-21,4.217613954084709e-17,6.16956919272247e-22,2.6938968017859443e-17,8.604159984323622e-16,1.1670984626578924e-20,3.403818723289465e-28,8.722397367532613e-21,5.166342483113784e-11,0.40151237606459467,1.805190459305748e-17,3.5767524872553414e-15,6.5067962601745996e-21,8.951718383702243e-25,6.558565687869065e-20,1.2614097812602352e-09,8.485812217812082e-17,8.878193579680283e-22,9.082705624989823e-12,1.6194377604427266e-08,-5.96697331947742e-17,3.177181866663874e-23,6.652484023111544e-21,1.2900960159300551e-14,6.753786828411533e-22,-7.227739705462387e-18,-1.8863785005206317e-29,7.661741952672848e-09,2.871513233899633e-12,1.4898657694557724e-17,-2.9378046142119227e-21
0.030144694688212844,0.7765319150834917,3.76,0.0,6.497007504427764e-12,8.871127810534297e-07,1.0157565257929928,1.2716518598866905e-18,5.586003817825441e-18,3.6072841711326656e-13,4.047070701496901e-10,2.694185995997106e-23,0.00014798881882397745,0.0003574258048792943,0.14915324565587015,2.340342046381183e-09,2.3370790711921128e-07,2.679511991914858e-16,1.5428484672207164e-24,9.407820470579966e-20,1.3753440324820725e-23,1.0205229273795806e-08,0.1810690312682103,6.397723434536824e-10,4.841219779947582e-28,1.0691259378985033e-21,7.000488397029404e-17,5.797929894964171e-22,2.6729199802407705e-17,8.537962362504386e-16,1.1602980099836155e-20,3.3844135586063567e-28,8.66257088721832e-21,5.143357947939266e-11,0.4015121868036639,1.795432558503654e-17,3.572485601567748e-15,6.4989529601230665e-21,8.929027586045138e-25,6.534491284179875e-20,1.2557979944077705e-09,-1.9802594528891057e-17,-2.0479857821884901e-22,9.042237005934191e-12,1.6194374020162596e-08,4.476178410622817e-18,3.1591963908936396e-23,6.6443286019953484e-21,1.2843249534274175e-14,1.1102786727054497e-21,5.3671154969525955e-18,1.2314102663021988e-29,7.636182711008699e-09,2.871511880326171e-12,1.4898669340580866e-17,-1.2910535098798984e-20
0.030288104684271046,0.7765317560850223,3.76,0.0,6.500382477854053e-12,8.791953800306942e-07,1.0157573859417872,1.2526601439188933e-18,5.52473920004104e-18,3.593482114500103e-13,4.0018392628797333e-10,2.6599992247168206e-23,0.00014733409706253178,0.00035584481635582774,0.14915350342082673,2.3402335192476646e-09,2.316441420246428e-07,2.6675411649812175e-16,1.4350001711675054e-24,8.853310190413077e-20,1.351114062833118e-23,1.0160443738637097e-08,0.18106921879592172,6.341497962319604e-10,5.212015176532901e-28,2.023078111172478e-21,7.697944231148414e-17,1.0670937985784449e-21,2.651834761765241e-17,8.471385041088007e-16,1.1535961348059356e-20,3.3109878226154505e-28,8.603611893859567e-21,5.120606495245567e-11,0.4015119993519837,1.7859942359927365e-17,3.568320166780806e-15,6.491298124977026e-21,8.906877169293524e-25,6.509497787127776e-20,1.2502431150096161e-09,-6.015120934957344e-17,-6.365890190691909e-22,9.002179281045821e-12,1.6194370636439055e-08,4.831545086719156e-17,3.1420817469227326e-23,6.63636586453331e-21,1.278611910752887e-14,1.2269506543309163e-21,-5.1739617584127626e-18,-1.2491511063671708e-29,7.610869558174518e-09,2.871510539692541e-12,1.4898680873315435e-17,2.0830037795188577e-20
0.030431514680329248,0.7765315986979779,3.76,0.0,6.503669944065612e-12,8.713919793429519e-07,1.0157582374363099,1.2337717849221472e-18,5.4646615912267765e-18,3.5799668215119227e-13,3.957350292794759e-10,2.6268069920081472e-23,0.000146685986668092,0.0003542797898222534,0.14915375855276083,2.340125993205814e-09,2.2961023528756097e-07,2.6556922153152847e-16,1.3056442687646334e-24,8.595009000289055e-20,1.3192655806731585e-23,1.0116107633807964e-08,0.18106940453869033,6.286082296432021e-10,4.621988793354504e-28,1.6038169511255922e-21,1.6964396545751503e-17,8.687007277240542e-22,2.6312326715047598e-17,8.40629446228641e-16,1.1469909470205152e-20,3.225136973591278e-28,8.54550374932984e-21,5.098084753832124e-11,0.4015118136844941,1.7765782029639345e-17,3.564180710272177e-15,6.483688372309051e-21,8.884856604004109e-25,6.485023281220511e-20,1.2447443199940604e-09,1.181847117681918e-16,1.2400500662912708e-21,8.9625264993855e-12,1.6194367447904588e-08,-6.607304910169002e-17,3.1243469922103765e-23,6.628453195658023e-21,1.2729571852253813e-14,2.8280148190408496e-22,-9.189657435632483e-18,-7.031681604938417e-30,7.585798990105474e-09,2.871509211819506e-12,1.489869229435236e-17,1.8855290269173477e-20
0.03057492467638745,0.7765314428990928,3.76,0.0,6.506935545628577e-12,8.637004053134556e-07,1.0157590804012784,1.2147596496956151e-18,5.4046960970866445e-18,3.5673528427671465e-13,3.9135882142345494e-10,2.593931999749511e-23,0.0001460443924554556,0.0003527304955139153,0.14915401108943896,2.3400194570786988e-09,2.2760561549402846e-07,2.6439635164342094e-16,1.2562842571633052e-24,8.024629091468805e-20,1.3060798835537055e-23,1.0072214532606232e-08,0.18106958852112665,6.231461012411263e-10,4.169595478891505e-28,2.176312864886364e-22,1.4824132825337708e-17,1.2128628622730442e-22,2.6111016462296003e-17,8.342743054205149e-16,1.140480601577604e-20,3.187499774572874e-28,8.488230212206606e-21,5.075789417010151e-11,0.40151162977659566,1.7669601216828686e-17,3.559924793122218e-15,6.475866744199735e-21,8.862779062103251e-25,6.462181632230408e-20,1.2393008020395762e-09,1.2723695510665757e-16,1.3436567712231433e-21,8.923272824043647e-12,1.619436444935427e-08,-9.218834873746133e-17,3.106272803152208e-23,6.620329686978534e-21,1.267359841259042e-14,2.3989714671424816e-22,1.012223091384996e-17,1.0759971037495754e-29,7.5609675696664e-09,2.8715078965311258e-12,1.4898703605252965e-17,-1.825190143737283e-20
0.03071833467244565,0.7765312886654944,3.76,0.0,6.510299162092227e-12,8.561185361312337e-07,1.015759914959019,1.1970984187344004e-18,5.347236344769377e-18,3.5544234494222236e-13,3.8705379697221465e-10,2.5618525669138213e-23,0.00014540922106118684,0.00035119670806285245,0.14915426106790924,2.3399139074864846e-09,2.2562972491010804e-07,2.6323530008241676e-16,1.2219771658505913e-24,7.459549207087664e-20,1.2993960320074853e-23,1.0028758130526054e-08,0.18106977076738945,6.177619053954351e-10,4.060171690660997e-28,1.1766278283227251e-21,7.448341510347086e-17,6.656841220122182e-22,2.59117168752357e-17,8.279804611590412e-16,1.1340632974857104e-20,3.1581345735422308e-28,8.431775429103781e-21,5.053717241368396e-11,0.40151144760414,1.7577668769042604e-17,3.555813042257052e-15,6.468313290550807e-21,8.841297355612019e-25,6.4387685202003e-20,1.2339117692734943e-09,-5.58860661712455e-17,-5.82534626556848e-22,8.88441252995649e-12,1.6194361635727528e-08,2.867070418779801e-17,3.0897626105556494e-23,6.612477113516244e-21,1.261818620202629e-14,1.1796982044298835e-21,1.2891525331627512e-17,1.1803620863058103e-29,7.536371925371537e-09,2.871506593654687e-12,1.4898714807549515e-17,-6.008658935739243e-21
0.030861744668503853,0.7765311359747983,3.76,0.0,6.513640948530234e-12,8.486442996887014e-07,1.0157607412295522,1.1793930883815638e-18,5.289929376893325e-18,3.5411490670410867e-13,3.828184791456453e-10,2.5303149423169902e-23,0.0001447803808798459,0.00034967820634384394,0.1491545085245268,2.3398093231359628e-09,2.2368201895485346e-07,2.6208589283974813e-16,1.2434493150600423e-24,7.847930124460204e-20,1.293163409472332e-23,9.98573224090898e-09,0.18106995130120096,6.124541718081255e-10,4.31402817412035e-28,1.6045894671197134e-21,7.222253942256917e-17,8.70923464889999e-22,2.571307953425445e-17,8.217042105968869e-16,1.127737276058281e-20,3.1616754436985824e-28,8.376123919036247e-21,5.031865044557459e-11,0.40151126714341506,1.7487377861430385e-17,3.5519009449172996e-15,6.461122755223669e-21,8.820436429624106e-25,6.414730131558863e-20,1.2285764447310504e-09,-4.253046593225137e-17,-4.4732115954788875e-22,8.845939999988194e-12,1.6194359002102615e-08,3.241631603918113e-17,3.073173626750934e-23,6.6049979533542e-21,1.2563324765573616e-14,1.1471550808691153e-21,-1.99001019503054e-18,4.7232256709668865e-30,7.512008749089959e-09,2.8715053030205924e-12,1.48987259027462e-17,6.523302348513384e-21
0.031005154664562055,0.7765309848050181,3.76,0.0,6.516883303472555e-12,8.412756723522523e-07,1.0157615593306382,1.1616638149111339e-18,5.232477363784193e-18,3.5282907804650907e-13,3.786514254841457e-10,2.4988908437582525e-23,0.00014415778202682989,0.0003481747733848182,0.14915475349496785,2.339705683536984e-09,2.2176196583689346e-07,2.60947983502766e-16,1.2697128712331506e-24,8.490824739387086e-20,1.286784069326688e-23,9.943130792528723e-09,0.18107013014585566,6.072214644902804e-10,5.577227006895928e-28,4.423642735889213e-22,3.6043340454971465e-18,1.7767756139278203e-22,2.5516211186507603e-17,8.154838483073827e-16,1.1215008198188722e-20,3.1683950045641805e-28,8.321260563923906e-21,5.010229704000286e-11,0.40151108837113675,1.7395999539491435e-17,3.547962874996639e-15,6.453884064944686e-21,8.79981808146888e-25,6.39144557176537e-20,1.2232940660405746e-09,1.6855972191064367e-16,1.7736744190820874e-21,8.80784972264617e-12,1.619435654369196e-08,-1.1122975444703817e-16,3.0559165143086725e-23,6.597476886012288e-21,1.2509008074617303e-14,6.966090050079863e-23,-9.843742691160902e-19,6.107792256629989e-31,7.487874794703623e-09,2.8715040244623083e-12,1.4898736892319742e-17,-8.88722206539652e-21
0.031148564660620257,0.7765308351345522,3.76,0.0,6.520157763248855e-12,8.340106781128211e-07,1.0157623693778124,1.145098499856161e-18,5.178117545125533e-18,3.5160864609429607e-13,3.745512364872003e-10,2.4683454139147815e-23,0.0001435413363138027,0.0003466861963075952,0.14915499601423898,2.3396029848403277e-09,2.1986904626509471e-07,2.59821423658743e-16,1.3030113745629711e-24,8.103455460453832e-20,1.2891047336353154e-23,9.900947827997986e-09,0.18107030732422602,6.020623810562019e-10,4.902241655823102e-28,5.6458306327735995e-22,2.7808180304500664e-17,2.69300867173153e-22,2.5325413220781907e-17,8.094556422990336e-16,1.1153522515743078e-20,3.179484976937657e-28,8.267170600461075e-21,4.988808156039239e-11,0.4015109112644423,1.7306479026608462e-17,3.543899444915835e-15,6.446420650573596e-21,8.779007772676392e-25,6.369345551176189e-20,1.2180638852152664e-09,8.801391030501653e-17,9.27888567818206e-22,8.770136290567514e-12,1.6194354255838374e-08,-7.196887077436169e-17,3.039617209082096e-23,6.5897246469781924e-21,1.245523675004899e-14,4.476281157771907e-22,1.6130980548162937e-17,-1.610509309737864e-29,7.463966877221212e-09,2.87150275781632e-12,1.4898747777719745e-17,-9.431603268899916e-21
0.031291974656678455,0.7765306869422552,3.76,0.0,6.523536403348804e-12,8.268473870287225e-07,1.0157631714844448,1.1286485116002827e-18,5.1251805287478684e-18,3.50366086476442e-13,3.705165479509654e-10,2.4390841145843653e-23,0.00014293095720184666,0.00034521226621476384,0.14915523611669643,2.3395012216599493e-09,2.1800275308959398e-07,2.587060282037588e-16,1.2869807849283875e-24,7.393409175642757e-20,1.2868670538968628e-23,9.859177500601654e-09,0.18107048285877395,5.969755518154501e-10,2.0656714497803423e-28,1.6962136201494996e-21,1.3314268248361653e-16,9.61339832535122e-22,2.513918399736895e-17,8.035708305049518e-16,1.1092899331942082e-20,3.1612255096204553e-28,8.213839609194192e-21,4.9675973943080725e-11,0.4015107358008799,1.7219241188772102e-17,3.5399418099618e-15,6.43915022140453e-21,8.758250890768477e-25,6.346844046391715e-20,1.2128851682557082e-09,-2.2717254684851334e-16,-2.389492409859679e-21,8.732794397641677e-12,1.619435213401155e-08,1.4655902915178553e-16,3.023927973369029e-23,6.582165214380302e-21,1.2402000550630846e-14,2.0949239519683242e-21,7.69762261650089e-18,-5.3485047014667796e-30,7.4402818710895864e-09,2.8715015029220443e-12,1.489875856036941e-17,4.00204481012591e-21
0.03143538465273665,0.7765305402073379,3.76,0.0,6.526848077362055e-12,8.197839139645347e-07,1.0157639657617907,1.1120047058565842e-18,5.070425600096587e-18,3.4905420464040605e-13,3.665460214898721e-10,2.4098524473084118e-23,0.00014232655976431082,0.0003437527781000552,0.1491554738360603,2.339400369714075e-09,2.1616259098319818e-07,2.5760161334640273e-16,1.222411262144312e-24,8.178952900376575e-20,1.2705110022635341e-23,9.817814071820426e-09,0.1810706567715595,5.919596388083668e-10,4.405130622491034e-28,1.6148678862375501e-21,9.83949371307759e-17,8.71129618684072e-22,2.4950286950126812e-17,7.976000313065472e-16,1.1033122646275981e-20,3.114200193202896e-28,8.161253505932546e-21,4.946594468441988e-11,0.4015105619583988,1.7132095126410735e-17,3.5362808069177522e-15,6.432420681780521e-21,8.738790111522462e-25,6.323086949357726e-20,1.207757194834945e-09,-1.0558396976755823e-16,-1.1098327057740649e-21,8.69581883672821e-12,1.6194350173804555e-08,8.793531416236914e-17,3.007685513812287e-23,6.575167345853249e-21,1.2349278176585644e-14,1.55734005871448e-21,-2.0629156821914844e-17,4.0327971788894626e-29,7.4168167088573315e-09,2.8715002596217634e-12,1.489876924166618e-17,2.747979529408644e-21
0.03157879464879485,0.7765303949094247,3.76,0.0,6.5300028691436775e-12,8.128184172097355e-07,1.0157647523190443,1.0964618952807892e-18,5.0173381888596164e-18,3.4779776270773715e-13,3.626383539136927e-10,2.380247314776396e-23,0.00014172806064520528,0.0003423075307480068,0.1491557092054304,2.3393004070942485e-09,2.1434807603871816e-07,2.565080613812802e-16,1.2543354431311785e-24,9.331946110274715e-20,1.2609448128292407e-23,9.776851908561349e-09,0.18107082908425076,5.870133347132682e-10,8.236144643384039e-28,1.1567677177836754e-21,-4.626350861630863e-17,5.503049111122757e-22,2.476146786158628e-17,7.916292542005457e-16,1.0974176826588863e-20,3.124486386041584e-28,8.1093985309532e-21,4.925796482633486e-11,0.4015103897153403,1.7046263873646797e-17,3.5326122600633274e-15,6.4256809268796525e-21,8.719959859583454e-25,6.300334602362734e-20,1.2026792579459189e-09,3.268177917076861e-16,3.437636845138339e-21,8.659204497098658e-12,1.6194348370928864e-08,-2.1194526763485152e-16,2.9917191191319494e-23,6.5681665668047864e-21,1.2297067715632574e-14,-6.992403048687966e-22,-8.927201247049165e-18,4.209784898993432e-30,7.393568379676899e-09,2.8714990277605766e-12,1.4898779822982322e-17,3.917065946986078e-21
0.03172220464485305,0.7765302510285632,3.76,0.0,6.5332546998594824e-12,8.059491029825425e-07,1.0157655312631106,1.080727500255198e-18,4.9667272306280045e-18,3.466493168982771e-13,3.5879228775595415e-10,2.3522108416990825e-23,0.00014113537823359402,0.00034087632715505846,0.14915594225721626,2.339201340248091e-09,2.1255873610755676e-07,2.554252539353919e-16,1.2559715501572745e-24,8.142874950178492e-20,1.2592397355025047e-23,9.736285495139507e-09,0.18107099981807995,5.82135363988836e-10,3.6437964888418088e-28,4.125029450189923e-22,1.1582803191414276e-17,2.722977016039777e-22,2.458335394719838e-17,7.859990177056515e-16,1.0916046618921928e-20,3.1172735364153566e-28,8.058261257438672e-21,4.905200601691971e-11,0.4015102190504815,1.69600766418234e-17,3.528622011697042e-15,6.418350283230427e-21,8.699504431721816e-25,6.279537571624122e-20,1.1976506653809552e-09,1.2289258085526597e-16,1.2992281220279336e-21,8.622946375093167e-12,1.6194346721215488e-08,-8.876832493417908e-17,2.975653702622694e-23,6.560554678830496e-21,1.2245382179273571e-14,1.8924945884162763e-22,1.4162154071146922e-17,1.1638602420748326e-29,7.370533935594696e-09,2.8714978071866954e-12,1.4898790305662127e-17,-1.2295500973486998e-20
0.03186561464091125,0.7765301085447535,3.76,0.0,6.536618435330554e-12,7.991742122270594e-07,1.0157663026992287,1.0650021555632876e-18,4.915281969632626e-18,3.454653762806406e-13,3.5500658185728963e-10,2.3241122975496488e-23,0.00014054843218801137,0.00033945897338116273,0.14915617302332834,2.33910315511955e-09,2.1079410954127274e-07,2.54352982762916e-16,1.3116566733171259e-24,7.393342800169896e-20,1.2639351409594418e-23,9.696109400750195e-09,0.18107116899396178,5.7732447917416e-10,2.9292707212899075e-28,7.903235600065179e-22,1.388524032594387e-16,3.735855178509506e-22,2.4403624144189256e-17,7.803193094667043e-16,1.0858717108392047e-20,3.142085205295372e-28,8.007828557103845e-21,4.884804034518183e-11,0.4015100499429168,1.687428164862774e-17,3.5246873658117365e-15,6.411125805601548e-21,8.679611688442147e-25,6.258097947979744e-20,1.1926707356969462e-09,-2.468824431749172e-16,-2.598256821290273e-21,8.587039545040886e-12,1.61943452206034e-08,1.6800855811550853e-16,2.960259146341064e-23,6.5530536528266674e-21,1.2194190903029967e-14,2.1822072555914615e-21,2.0488829039158533e-19,-8.165887756011345e-31,7.347710474427701e-09,2.8714965977505935e-12,1.489880069102953e-17,-7.075759322464186e-21
0.03199468363736363,0.7765299814887394,3.76,0.0,6.539561152061245e-12,7.931561156257667e-07,1.0157669906581255,1.0518068317889485e-18,4.870580576666934e-18,3.4433583159538334e-13,3.5165004863064674e-10,2.2994433912177487e-23,0.00014002501992323423,0.0003381950386671029,0.14915637878456253,2.3390155247797725e-09,2.0922670075000857e-07,2.5339682171495355e-16,1.3188450724797617e-24,8.552844521298753e-20,1.2623588605450014e-23,9.660280216282109e-09,0.18107131993724984,5.730510284737969e-10,5.1852266978847035e-28,1.8676615573349392e-21,9.758095014677065e-17,9.26640965415975e-22,2.4241858555359993e-17,7.752011298129412e-16,1.080779303471832e-20,3.1384073809382905e-28,7.963030877373285e-21,4.866615264722256e-11,0.40150989906056284,1.680057408059006e-17,3.52146892836117e-15,6.405215597690859e-21,8.663063306479072e-25,6.237642861069144e-20,1.1882298508895845e-09,-9.140581981521104e-17,-9.68353491984727e-22,8.555019742018169e-12,1.619434399425137e-08,6.859191997679166e-17,2.946966512318487e-23,6.546910852323328e-21,1.2148539009425495e-14,1.5478416838293618e-21,-1.4828386831303774e-17,-1.3472445773486817e-29,7.327347386625313e-09,2.8714955186590865e-12,1.4898809955736522e-17,1.1509359868184798e-20
0.03212375263381601,0.7765298555344646,3.76,0.0,6.542413596520213e-12,7.872118817515361e-07,1.0157676726933627,1.0386949442526674e-18,4.8267734126376255e-18,3.432419347051908e-13,3.483405675899933e-10,2.275445087057593e-23,0.0001395061336578524,0.0003369420315280585,0.14915658274225183,2.3389285853180515e-09,2.0767862201713497e-07,2.5244899857861896e-16,1.2906834150891704e-24,9.485023721217567e-20,1.2542060335422787e-23,9.624759046338037e-09,0.18107146964999027,5.688300586509611e-10,5.386359426404523e-28,1.8462115651816638e-21,-1.3966484493448895e-18,1.030604397270471e-21,2.4084243980169615e-17,7.702145128826975e-16,1.0757495302556056e-20,3.114113725625957e-28,7.918784341055702e-21,4.84858375432712e-11,0.40150974940824086,1.6727711771849388e-17,3.51831310571689e-15,6.399416635757685e-21,8.646587887307062e-25,6.217833135508673e-20,1.1838273613141204e-09,2.0442061209656822e-16,2.1494255718926908e-21,8.523277100559696e-12,1.619434288266301e-08,-1.396244229516413e-16,2.933300346180368e-23,6.5408833839675125e-21,1.2103287603106728e-14,-2.014669060997812e-24,-3.841583876582379e-18,-4.774560157865962e-30,7.307150843410193e-09,2.8714944483647726e-12,1.489881914360682e-17,9.017467519856308e-21
0.032252821630268394,0.7765297306695288,3.76,0.0,6.54530855083398e-12,7.81340307915952e-07,1.0157683488778153,1.025430127603769e-18,4.782522962705044e-18,3.422286881939578e-13,3.450772977970009e-10,2.2512544558689e-23,0.0001389917177524511,0.0003356998176522759,0.14915678491850137,2.338842332501383e-09,2.061495573074317e-07,2.5150941659268746e-16,1.3892182144162607e-24,9.019652183669315e-20,1.2580344048561605e-23,9.58954212872451e-09,0.18107161814669626,5.646607155475168e-10,4.187613791142013e-28,7.291052654789765e-22,1.8660793795645917e-17,4.239929207019534e-22,2.3928741929667453e-17,7.652986420992945e-16,1.0707813699318315e-20,3.165468818228482e-28,7.875079959041098e-21,4.8307075703801225e-11,0.40150960097144417,1.665269402576212e-17,3.5149491137695527e-15,6.393236550445611e-21,8.629486957087692e-25,6.199484534621114e-20,1.1794627950424732e-09,1.1851607609617145e-16,1.249850000107668e-21,8.491808209632818e-12,1.619434188309207e-08,-9.187195911673687e-17,2.9192541432309324e-23,6.53446894803244e-21,1.2058427571309336e-14,3.0258943852198433e-22,1.419673972176305e-17,-7.110115921853093e-30,7.287118834642201e-09,2.8714933867638968e-12,1.489882825555856e-17,-1.223441004433423e-20
0.032381890626720776,0.7765296068798604,3.76,0.0,6.548284570337206e-12,7.755402178199624e-07,1.0157690192830784,1.0127457162837708e-18,4.739289004020724e-18,3.4120652319845236e-13,3.4185941430504496e-10,2.2273086570594387e-23,0.00013848171754433456,0.00033446826508534895,0.14915698533503088,2.3387567579241335e-09,2.0463919755185614e-07,2.505779506521435e-16,1.3922293833793845e-24,8.205316245731968e-20,1.2575924163596686e-23,9.55462576688933e-09,0.18107176544163606,5.605421637112029e-10,4.212787249944179e-28,5.412559201198931e-22,1.0778829299381651e-16,2.1729792061547493e-22,2.3773732403807508e-17,7.603956238091099e-16,1.0658738236954678e-20,3.1598479664581867e-28,7.831908939985152e-21,4.812984813855505e-11,0.40150945373591035,1.6577818115925146e-17,3.5115121000831512e-15,6.386927525806446e-21,8.612512371026096e-25,6.180974495144126e-20,1.1751356884296515e-09,-1.5554924979909919e-16,-1.6359420551378284e-21,8.460609718152154e-12,1.61943409928628e-08,1.0020436117479497e-16,2.9057361898115496e-23,6.527924200746441e-21,1.2013951692441054e-14,1.6983027214438553e-21,7.233348066184524e-18,-5.1575447616453195e-30,7.2672493853733415e-09,2.871492333754454e-12,1.4898837292494162e-17,-1.226041481903361e-20
0.03251095962317316,0.7765294841525914,3.76,0.0,6.551230805154389e-12,7.69810458394894e-07,1.0157696839796084,1.000324225441485e-18,4.6975518357518655e-18,3.4012390320549426e-13,3.3868611054966435e-10,2.2045354016732785e-23,0.00013797607923768046,0.0003332472439650431,0.14915718401321798,2.338671851225172e-09,2.0314724009756672e-07,2.4965449319089065e-16,1.2537004564903178e-24,8.341224835207232e-20,1.2412067222333168e-23,9.520006322414696e-09,0.18107191154886026,5.564735849100726e-10,4.658398021220662e-28,1.5656612836059724e-21,1.0438040768237245e-16,8.069091687242174e-22,2.362153580625268e-17,7.555784215933761e-16,1.061025913444376e-20,3.0705982621001874e-28,7.789262674806934e-21,4.795413615838179e-11,0.4015093076875951,1.650643366351437e-17,3.5082838364618862e-15,6.381001667348713e-21,8.596273000675202e-25,6.161368830140911e-20,1.170845585182022e-09,-1.2956037053970132e-16,-1.3639657739717215e-21,8.42967832825008e-12,1.6194340209363815e-08,9.695324625321218e-17,2.8928824029206013e-23,6.521769644740952e-21,1.196985983313e-14,1.6522851863047194e-21,-1.2138546403997298e-17,1.5807525553493038e-29,7.2475405519015465e-09,2.871491289235994e-12,1.48988462553021e-17,8.243937823930182e-21
0.03264002861962554,0.7765293624748432,3.76,0.0,6.554096497405501e-12,7.64149895649109e-07,1.0157703430369278,9.87802332364135e-19,4.655286672218806e-18,3.3907319730448013e-13,3.3555659821768554e-10,2.181683354558499e-23,0.0001374747497485299,0.00033203662614709654,0.1491573809741597,2.338587602904068e-09,2.0167338776423107e-07,2.487389632391447e-16,1.3153808216481846e-24,8.953157843110207e-20,1.2330792298287475e-23,9.485680204542115e-09,0.18107205648224053,5.524541756619785e-10,4.688129195705424e-28,1.4941281459064651e-21,4.773395072675075e-17,7.692255897943708e-22,2.3470191624254166e-17,7.507910553856452e-16,1.0562366787166824e-20,3.100020734178764e-28,7.74713270968192e-21,4.7779921321384905e-11,0.4015091628126326,1.643572083758814e-17,3.5051621417573687e-15,6.375267121526073e-21,8.580230800116027e-25,6.1423412495301e-20,1.1665920350425172e-09,5.3186019153969664e-17,5.542985493726268e-22,8.399010785770365e-12,1.6194339530041714e-08,-3.11912405595821e-17,2.8797064715979245e-23,6.515812484211347e-21,1.1926142999117146e-14,7.634970808614765e-22,-1.0304623768003909e-17,-1.501192369532306e-29,7.227990416175529e-09,2.871490253109346e-12,1.4898855144859396e-17,7.051665465889383e-21
0.03276909761607792,0.7765292418334366,3.76,0.0,6.5569748886341956e-12,7.585574245863407e-07,1.0157709965231312,9.757218584766127e-19,4.613008813569702e-18,3.3810975039944187e-13,3.324701090165201e-10,2.1580352372131668e-23,0.00013697767708142862,0.0003308362861145843,0.14915757623852202,2.338504006259133e-09,2.0021735035567106e-07,2.4783127578040086e-16,1.5605944526048743e-24,8.93939543575807e-20,1.2480905975860651e-23,9.45164389590248e-09,0.18107220025537488,5.484831513223966e-10,5.030168664155133e-28,-1.5073204186566055e-23,8.375255101266688e-17,-2.374488837457246e-22,2.3318261306001545e-17,7.459853361635718e-16,1.0515051814839641e-20,3.2374437519640167e-28,7.70551078835194e-21,4.7607185563786325e-11,0.4015090190974308,1.6362534852079064e-17,3.5018883612212763e-15,6.3692541924312535e-21,8.563907536880658e-25,6.12489486670714e-20,1.1623745969857191e-09,-5.495982801466749e-17,-5.895621108632627e-22,8.368603903324647e-12,1.6194338952416026e-08,2.2449556112080693e-17,2.866058552967845e-23,6.509576430671389e-21,1.1882794124699158e-14,1.319331841314939e-21,8.15224691004084e-18,-7.555592645287249e-29,7.2085970993482404e-09,2.8714892252772984e-12,1.489886396202554e-17,-1.9200895335094775e-20
