Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202)
0.0003412404249117983,0.7940493605999808,3.76,0.0,0.12768001563712567,0.5753524590268576,0.4877113802327243,5.670370284866466e-08,1.8912788725780344e-06,0.02062311801224332,0.0013732805900705499,9.763628929438223e-07,0.0035008803737064205,0.008826834333709366,0.27899703674471044,0.005497344909264086,0.0010394848610793175,3.845912278750961e-06,5.438586648615633e-05,0.025849114478930752,0.0034220819763464225,0.00039059267980861304,0.24434264275825612,9.996394399177387e-05,4.899529920996928e-10,0.00017269059461771114,0.032883660000305626,2.6284387074098682e-05,1.3621376593221001e-05,3.101721928681361e-05,8.532581363065896e-13,6.880536079802759e-10,2.0172017866643668e-12,7.560685135009542e-07,0.051346437547761546,0.00022034371843467673,0.0009165556024138898,4.705609972482307e-09,4.923893703665043e-11,2.000322804809058e-08,4.7521662140903296e-09,0.00048754188311633286,1.9007586202546132e-08,2.6799860122094492e-11,5.482400449347878e-06,0.00025135666004189126,2.6625614707096827e-10,9.343749366019791e-09,1.81650328502425e-05,7.94158800895865e-06,0.0010904286507962624,9.982955923317278e-10,1.7978206706083163e-09,7.239256268114593e-13,2.856652896571938e-18,1.0352058940560911e-05
0.00034142183052735605,0.7941914440789651,3.76,0.0,0.1265588157061126,0.5734174321679525,0.48975323358694445,5.9100811422063134e-08,1.9408737220635263e-06,0.0206021593652639,0.0013681983548210401,9.719153456870397e-07,0.0035379784270501424,0.008937566272718078,0.2795954709778482,0.005467545727702961,0.001050985914701048,3.827733483652676e-06,5.429392503889258e-05,0.02566281553477362,0.003384874550745331,0.00039221266240998935,0.24545161125987852,9.951739361121909e-05,4.956898807439932e-10,0.00017345714929588955,0.03296377986791122,2.654568115821652e-05,1.3782185300446705e-05,3.1437436050822455e-05,8.617854779978723e-13,6.89168191852182e-10,2.037310709259635e-12,7.634970485581607e-07,0.0516996600750833,0.00022199200277882368,0.0009180741329107761,4.767043882498549e-09,5.0163420950468414e-11,2.0112351363805162e-08,4.833753325034349e-09,0.0004852879382297055,1.913394703846204e-08,2.72663389503746e-11,5.518280186838438e-06,0.000250406037923486,2.6991474710758625e-10,9.497869676742649e-09,1.8362550805035603e-05,8.052356509018723e-06,0.001088764738929986,9.93242204462455e-10,1.834558032116049e-09,7.318251992676146e-13,2.8949847407115743e-18,1.043400404943031e-05
0.000341585095581358,0.7943197564164236,3.76,0.0,0.12554756511658158,0.5716628792003056,0.49160343544833524,6.135716641154511e-08,1.98684244939334e-06,0.020582287356654964,0.001363544607735158,9.678495921992871e-07,0.003571901426211019,0.009038955228458509,0.2801319074068822,0.005440590989191918,0.0010615220178530503,3.8110114640669153e-06,5.4205467083160994e-05,0.025493360019974924,0.0033512171796631412,0.0003936686779194353,0.24645636822327005,9.910566729363275e-05,5.009425862771292e-10,0.00017414098902331917,0.03303483020845785,2.67830963326697e-05,1.3928902537506704e-05,3.182192402346841e-05,8.6954352649455e-13,6.901297834978973e-10,2.0556045712264546e-12,7.702542956290613e-07,0.05202080014842399,0.00022347819278549283,0.000919391148511171,4.823301668488143e-09,5.101191021723412e-11,2.0210490040778563e-08,4.90880429629204e-09,0.00048322012791310575,1.9248175657747203e-08,2.769527967001737e-11,5.550917398035505e-06,0.000249528003376428,2.732526635916746e-10,9.639245861599204e-09,1.8542396324084624e-05,8.153790334122228e-06,0.001087168560957683,9.885916699196998e-10,1.8684696518693113e-09,7.390461541101766e-13,2.9300709630059913e-18,1.050788332515269e-05
0.0003417483606353599,0.7944484803857016,3.76,0.0,0.12453428409220102,0.5698958611119248,0.4934656170151956,6.371199491701705e-08,2.034116820263693e-06,0.020561436956939117,0.0013588146046867088,9.637234727942156e-07,0.0036063419057457253,0.009142019440464149,0.28066620366463646,0.0054135072017007695,0.0010722379105730531,3.7939441648898427e-06,5.411148803384031e-05,0.025322207248624988,0.0033174001092948157,0.0003951224831622823,0.24746750923594774,9.868453872117163e-05,5.062812206281772e-10,0.00017481873676065238,0.03310484054321665,2.7022650373199408e-05,1.407752750625987e-05,3.221248043765187e-05,8.773810583490304e-13,6.910507555918541e-10,2.0740849442302177e-12,7.770796859740846e-07,0.05234504785803589,0.00022496670103244217,0.0009206600400769867,4.8804939940885314e-09,5.1876299144342243e-11,2.030853217948245e-08,4.985433564265014e-09,0.0004811147855453927,1.9362859810424247e-08,2.813307771688141e-11,5.583886786084244e-06,0.00024862843163966827,2.766338732007962e-10,9.783200354956197e-09,1.8724224009978863e-05,8.256897963431946e-06,0.001085477405899862,9.838434305778146e-10,1.903209518109061e-09,7.463746479742e-13,2.965725365063829e-18,1.058186481014576e-05
0.00034191162568936184,0.7945776133672764,3.76,0.0,0.12351899857532452,0.568116259110318,0.49533988083779545,6.617010355072111e-08,2.0827392905437723e-06,0.02053958622727218,0.0013540076562037514,9.595362919980366e-07,0.003641310636630132,0.009246794654192996,0.2811982615209724,0.00538629367633563,0.0010831379514847843,3.776528567586484e-06,5.401187985858192e-05,0.025149352986415588,0.0032834253778254853,0.0003965737330851326,0.2484850832619299,9.825392386872647e-05,5.117068678559007e-10,0.00017549004334873488,0.03317377312696765,2.7264349083111933e-05,1.4228082389345299e-05,3.260920981003139e-05,8.852984659198466e-13,6.919298549934063e-10,2.092752716518042e-12,7.839735279847452e-07,0.05267244061727011,0.0002264572559349342,0.0009218797573515214,4.9386387210091015e-09,5.275689397073429e-11,2.0406449649051955e-08,5.063682015582435e-09,0.0004789715868651254,1.9477977163756062e-08,2.8579958779722025e-11,5.617193176234503e-06,0.0002477070862946959,2.8005885260386077e-10,9.929783062153235e-09,1.890804498632678e-05,8.361701753497202e-06,0.0010836898046240383,9.789969137844674e-10,1.938802492834079e-09,7.538127110255342e-13,3.0019593425312774e-18,1.0655928622909868e-05
0.0003420585642379636,0.7946941804729245,3.76,0.0,0.12260354992958156,0.5665037590206002,0.4970371339724594,6.84748927128953e-08,2.127688457638553e-06,0.02051904679519458,0.0013496150463521452,9.557150453221095e-07,0.003673243282392726,0.009342585544276761,0.28167511648556026,0.005361690000198208,0.0010931091475408483,3.7605542818725686e-06,5.391732956497872e-05,0.024992326212616323,0.003252715088221461,0.0003978773780506933,0.24940644070740767,9.78581915620935e-05,5.166652335348855e-10,0.00017608841527657227,0.03323485899175953,2.7483715770699995e-05,1.4365250152568199e-05,3.297163171500003e-05,8.924927290291157e-13,6.926841862943819e-10,2.1097146197602133e-12,7.902367471698077e-07,0.05296981437739712,0.00022780027328223994,0.0009229345809168323,4.991798302011634e-09,5.356354279652332e-11,2.0494444642531583e-08,5.135524814691089e-09,0.0004770100747706905,1.958193365074867e-08,2.8990109747701674e-11,5.64746112393004e-06,0.00024685906396990396,2.831791508782342e-10,1.0063996580961838e-08,1.9075196740808265e-05,8.457493727257986e-06,0.0010819972795629114,9.745505636981083e-10,1.9715868335701855e-09,7.606023628545455e-13,3.035075091888903e-18,1.0722639292099574e-05
0.00034220550278656536,0.7948110745186544,3.76,0.0,0.12168651956347444,0.5648808807723833,0.4987443332285242,7.087133035248475e-08,2.1737983415354663e-06,0.020497662333571712,0.001345159055336757,9.518432642489336e-07,0.0037056210303045858,0.009439819435908416,0.28215000137986773,0.00533698015372321,0.0011032365183916775,3.7442933464978865e-06,5.381805140758062e-05,0.024833915654875287,0.003221880464346802,0.0003991783944216495,0.25033308458920184,9.745464965494981e-05,5.216957224381214e-10,0.00017668100968764626,0.03329501160596476,2.7704826775606637e-05,1.4504015152705056e-05,3.333921786480643e-05,8.997522336156619e-13,6.93402613345454e-10,2.126829534904183e-12,7.965558309803688e-07,0.053269794135331686,0.00022914450968185372,0.0009239479296779055,5.045757537915755e-09,5.438380166292787e-11,2.058229289497955e-08,5.2087448546864044e-09,0.00047501740536884694,1.9686203706580386e-08,2.940798060311665e-11,5.678009667849749e-06,0.00024599304217769364,2.8633563512601663e-10,1.0200417725206874e-08,1.9243978540979663e-05,8.554693607354679e-06,0.0010802243499447976,9.700237711089925e-10,2.0051024268735674e-09,7.674839885587262e-13,3.06867842961903e-18,1.078938404473286e-05
0.0003423524413351671,0.7949282932813982,3.76,0.0,0.12076792828052713,0.5632475355534239,0.5004615549200374,7.336348383306488e-08,2.221103165199226e-06,0.02047541590463717,0.0013406391864544647,9.479204381733878e-07,0.003738452345802805,0.009538524370184345,0.28262283908520497,0.005312163613171427,0.001113523535704899,3.7277436763271444e-06,5.3713964816700714e-05,0.024674119132850558,0.00319092321552999,0.00040047650413039594,0.2512650509019285,9.704324042786054e-05,5.267990983680684e-10,0.00017726755038174695,0.03335420138058828,2.792768458159487e-05,1.4644393404702536e-05,3.371204751657171e-05,9.070772045572963e-13,6.940841671036093e-10,2.1440979624943286e-12,8.029309490060032e-07,0.05357240803451602,0.00023048974742208238,0.0009249190125364828,5.1005301290363965e-09,5.5217905084296196e-11,2.0669971544522776e-08,5.28337459956714e-09,0.00047299334766658584,1.9790768215023017e-08,2.983375052774982e-11,5.708842513490806e-06,0.00024510884973898194,2.8952865127965225e-10,1.0339084729417558e-08,1.9414396885935325e-05,8.653317275721918e-06,0.0010783699246993334,9.654161607077355e-10,2.039369290858618e-09,7.744591616216525e-13,3.1027782287382977e-18,1.0856146470731344e-05
0.0003424993798837689,0.7950458344343359,3.76,0.0,0.11984779750562159,0.5616036338576041,0.502188875843433,7.595562669711532e-08,2.269638271024662e-06,0.02045229026355175,0.0013360549454185043,9.439460558094732e-07,0.003771745899951962,0.00963872905010263,0.28309355065782,0.005287239847496645,0.0011239737708096768,3.7109032280520203e-06,5.360498872176559e-05,0.024512934777784597,0.00315984512547666,0.0004017714202222039,0.2522023757164395,9.662390743717804e-05,5.319761141377382e-10,0.00017784775405163813,0.033412398044083656,2.8152291057668656e-05,1.4786400843526119e-05,3.409020090706848e-05,9.14467845303998e-13,6.947278606920161e-10,2.161520351574634e-12,8.09362251512108e-07,0.053877684492165345,0.00023183576229632766,0.0009258470304445214,5.156129993528979e-09,5.6066091184221664e-11,2.0757456941028453e-08,5.3594474070103505e-09,0.00047093767275649314,1.989560709533052e-08,3.0267603638949275e-11,5.7399634275637645e-06,0.00024420631607235114,2.9275854428708887e-10,1.0480036421843385e-08,1.9586457691852116e-05,8.753380432628026e-06,0.001076432907067531,9.607273718781315e-10,2.0744080879054514e-09,7.815294861942321e-13,3.137383549585511e-18,1.0922909516611278e-05
0.00034263162457751046,0.7951518951063589,3.76,0.0,0.11901838176026391,0.5601150220102259,0.5037521633748205,7.837775083228599e-08,2.3144018870588243e-06,0.02043071095662426,0.0013318736839357127,9.403246081160958e-07,0.003802112649869495,0.009730219815362514,0.28351530647817985,0.005264716335904062,0.0011335215683752427,3.6954965563925238e-06,5.35026623326443e-05,0.02436668097765787,0.0031317730608218467,0.00040293386963295106,0.2530505794347598,9.623968736931905e-05,5.366990027973597e-10,0.00017836427922018858,0.03346390035089877,2.8355933022127903e-05,1.4915613585909897e-05,3.4435157811813535e-05,9.211757193693804e-13,6.952739843369755e-10,2.1773324656490053e-12,8.151985690795844e-07,0.05415473349847241,0.000233047649489739,0.0009266447592513663,5.206888870630157e-09,5.6841699103818314e-11,2.0836008368054167e-08,5.429175064021539e-09,0.00046906034526941103,1.9990179275600506e-08,3.0665138835489074e-11,5.768221711972048e-06,0.0002433782136127928,2.95697261822656e-10,1.0608878926957582e-08,1.9742721111872633e-05,8.844680845927089e-06,0.0010746180639313824,9.564377687118706e-10,2.1066206235084206e-09,7.879754839520888e-13,3.1689682021859568e-18,1.0982982159718403e-05
0.00034276386927125204,0.7952582130946274,3.76,0.0,0.11818775341183588,0.5586177201367992,0.5053237505295017,8.08879165225231e-08,2.3602189784662458e-06,0.020408392254967524,0.0013276395264734348,9.366606121434238e-07,0.0038328676316477833,0.009822971069677111,0.28393521446386527,0.005242105137718391,0.0011432072998116838,3.6798513105277133e-06,5.339624967650478e-05,0.024219300885070686,0.003103606030313723,0.00040409327013129283,0.25390317919314537,9.584896525159963e-05,5.414826703394191e-10,0.00017887521926119167,0.033514550095886886,2.8560992826337233e-05,1.5046170267484507e-05,3.4784552453808473e-05,9.279370467493701e-13,6.95787882393383e-10,2.1932698539841246e-12,8.210805802421882e-07,0.05443398351661696,0.00023425980632496855,0.0009274063582298805,5.258339747654563e-09,5.7629088551686315e-11,2.0914365052857352e-08,5.500125001801246e-09,0.0004671570607556654,2.00849405568014e-08,3.106951617218794e-11,5.796719267187514e-06,0.0002425349939056094,2.986663776037685e-10,1.073963311611567e-08,1.99003226277914e-05,8.937170929062612e-06,0.0010727346214548792,9.520818906042253e-10,2.1394917229144855e-09,7.945010932451301e-13,3.2009766994158775e-18,1.1043027577424064e-05
0.0003428961139649936,0.7953647864756903,3.76,0.0,0.1173559294175095,0.5571116615599093,0.5069036942735193,8.348968818896848e-08,2.407117768158911e-06,0.020385320932683835,0.001323352118862266,9.329536947406825e-07,0.0038640176183124104,0.009917005186309346,0.2843532131002124,0.005219405849592908,0.001153033789836623,3.6639660989558496e-06,5.3285690763495424e-05,0.024070793836900802,0.003075345496368998,0.0004052493929927598,0.2547602014052814,9.545170291648094e-05,5.463276373106978e-10,0.00017938035236505397,0.033564323737873186,2.8767470420562114e-05,1.5178082269047985e-05,3.513844524414174e-05,9.347519240583552e-13,6.962687976262458e-10,2.209332719976728e-12,8.270083481005971e-07,0.05471545582837991,0.0002354720553392738,0.0009281312285765722,5.310493230061984e-09,5.842844071805282e-11,2.0992508028855656e-08,5.572323508560144e-09,0.00046522765748245826,2.0179874157672882e-08,3.148088077079439e-11,5.8254589698920715e-06,0.00024167653432577484,3.016661400248927e-10,1.0872328544645444e-08,2.005926518324743e-05,9.030861641848001e-06,0.0010707817697312501,9.476595079399066e-10,2.173037884803766e-09,8.011075497729903e-13,3.2334160530103928e-18,1.1103031924345852e-05
0.0003430283586587352,0.7954716132513434,3.76,0.0,0.11652292717219642,0.5555967791568468,0.5084920518755413,8.618680460809193e-08,2.4551273145900205e-06,0.020361483552204535,0.0013190111092528914,9.292034829547667e-07,0.0038955695335451553,0.01001234501965458,0.28476923956509737,0.005196618062732127,0.0011630039376415503,3.6478395647596293e-06,5.317092538093399e-05,0.02392115940753,0.003046992975000191,0.00040640200298549183,0.255621672508566,9.504786324395428e-05,5.512344135190006e-10,0.0001798794517404778,0.03361319725306364,2.8975365264916356e-05,1.53113608749408e-05,3.5496897200173666e-05,9.416204309731999e-13,6.967159608369547e-10,2.2255212263733738e-12,8.329819205296092e-07,0.05499917189274168,0.00023668421447807197,0.0009288187664165347,5.3633600692701215e-09,5.923993920670073e-11,2.107041775573046e-08,5.645797529719287e-09,0.0004632719756055708,2.0274962575675288e-08,3.1899381394518344e-11,5.854443739087265e-06,0.00024080271295530878,3.046967961507351e-10,1.100699516465827e-08,2.0219551236365182e-05,9.125763753218709e-06,0.0010687586960677698,9.431704025632188e-10,2.2072760931493545e-09,8.077961108661257e-13,3.266293408764684e-18,1.1162980884234882e-05
0.00034316060335247677,0.7955786913465924,3.76,0.0,0.11568876451594005,0.5540730053628383,0.5100888809027504,8.898316675593088e-08,2.50427750899859e-06,0.020336866462010026,0.001314616148310121,9.254096042022366e-07,0.003927530455771618,0.010109013917425877,0.2851832297010666,0.005173741362718251,0.0011731207193064256,3.6314703874566225e-06,5.3051893119618054e-05,0.02377039741731956,0.0030185500370019445,0.0004075508582042658,0.2564876189569089,9.4637410215976e-05,5.56203497169479e-10,0.00018037228554251605,0.03366114612652399,2.918467630652662e-05,1.5446017259787215e-05,3.585996985196567e-05,9.485426285103962e-13,6.971285905951777e-10,2.241835491206404e-12,8.390013286718206e-07,0.05528515334500854,0.000237896097013617,0.0009294683628461755,5.416951164359532e-09,6.006377006127902e-11,2.1148074107179157e-08,5.720574688529349e-09,0.00046128985730647384,2.0370187565194764e-08,3.2325170564041196e-11,5.883676536589923e-06,0.00023991340866759073,3.077585915628863e-10,1.1143663329273286e-08,2.038118273417306e-05,9.221887822577544e-06,0.0010666645852494383,9.386143681613828e-10,2.2422238337513104e-09,8.145680560403876e-13,3.299616049344991e-18,1.1222859657759254e-05
0.0003432796235768442,0.7956752747324471,3.76,0.0,0.11493704108337882,0.5526939506133377,0.5115333179121921,9.158810071136337e-08,2.5495133498094776e-06,0.020314032971835778,0.001310614268531553,9.219574705768411e-07,0.003956650965048027,0.010197171979468119,0.2855540256377047,0.0051530759647783,0.001182353718380032,3.6165296075420913e-06,5.2941065837293184e-05,0.023633747618144477,0.0029928754299425077,0.00040858141210781455,0.2572708190520218,9.426231923467763e-05,5.607293466836295e-10,0.00018081028314477366,0.03370348887982152,2.937426579052484e-05,1.5568395143742136e-05,3.6190737239180644e-05,9.548185448414555e-13,6.974697755287733e-10,2.256625908985906e-12,8.444579957393485e-07,0.05554449158150583,0.00023898639663846866,0.0009300200524502324,5.465811515572978e-09,6.081591773012657e-11,2.121773106775028e-08,5.789011706319724e-09,0.00045948321900296085,2.045599112495499e-08,3.271474169968799e-11,5.9102006013366496e-06,0.0002390996975092041,3.105410331173871e-10,1.126840140732329e-08,2.0527802610890403e-05,9.30945280171702e-06,0.0010647184731522915,9.344565522873987e-10,2.274298320132505e-09,8.207351755945288e-13,3.329993276058784e-18,1.1276677913879824e-05
0.0003433986438012116,0.7957720583187141,3.76,0.0,0.11418440618297368,0.5513075888848945,0.5129847060216828,9.427980726754493e-08,2.5957211017252065e-06,0.02029054642589197,0.0013065681567039865,9.184693946676432e-07,0.003986114018968045,0.01028644364511636,0.28592307036556996,0.005132337896434389,0.0011917102487069597,3.60139034087101e-06,5.2826689058276894e-05,0.023496184788702246,0.002967130127868986,0.00040960853700538737,0.25805768490424724,9.38818186078606e-05,5.65306402688589e-10,0.0001812428373870964,0.03374504383055011,2.9564999567738385e-05,1.569190594552749e-05,3.652534336901701e-05,9.611379974464207e-13,6.977817585795209e-10,2.271518260226903e-12,8.49951795610021e-07,0.05580569846689083,0.00024007617423591645,0.0009305400613776603,5.515275614532939e-09,6.157834633450862e-11,2.128715047324238e-08,5.858548335672343e-09,0.000457654929215921,2.0541875506701067e-08,3.311045994036458e-11,5.936930223502596e-06,0.00023827326077933557,3.1334907150391357e-10,1.139480833699157e-08,2.067551407311557e-05,9.398023294103292e-06,0.0010627135615338054,9.302442340738953e-10,2.3069756005062412e-09,8.269718551927299e-13,3.3607427033580506e-18,1.1330415435485781e-05
0.000343517664025579,0.7958690404265878,3.76,0.0,0.11343087377508777,0.5499138700197344,0.514443087799952,9.70615155477835e-08,2.6429244423724443e-06,0.020266396418736187,0.0013024775641970725,9.14945106386116e-07,0.004015925116007295,0.010376847008809524,0.2862903142255211,0.005111526843217654,0.0012011926495187038,3.5860517082315797e-06,5.270871845692947e-05,0.023357709343781917,0.002941315394539491,0.0004106320419425984,0.25884823580219046,9.349588459134879e-05,5.699349997929875e-10,0.0001816697684503631,0.03378579205261091,2.9756875708455926e-05,1.5816557532008403e-05,3.686383425019954e-05,9.675009880975457e-13,6.980639445539467e-10,2.28651252882152e-12,8.554827127877782e-07,0.056068790134972464,0.00024116528364250345,0.0009310279354686118,5.56535171366159e-09,6.235119656963692e-11,2.135631637298356e-08,5.929206198271219e-09,0.0004558048776773693,2.0627825768686276e-08,3.351244472055008e-11,5.963867652968597e-06,0.00023743401217311486,3.16182881821894e-10,1.1522907078593385e-08,2.0824317357774008e-05,9.487606478447933e-06,0.0010606492519771643,9.259772896554998e-10,2.340269533455768e-09,8.332790748413012e-13,3.3918699361210565e-18,1.138406038044207e-05
0.0003436366842499464,0.7959662193226225,3.76,0.0,0.1126764581311919,0.5485127435803484,0.515908505999694,9.993657288732532e-08,2.691147661029508e-06,0.02024157239908317,0.0012983422445520178,9.113843363748824e-07,0.004046089866951431,0.010468400520201137,0.2866557066096121,0.005090642486536656,0.0012108033169158253,3.5705128592639153e-06,5.2587109658511685e-05,0.023218321881726216,0.0029154325327101905,0.0004116517311269768,0.25964249102537074,9.3104494307083e-05,5.74615462079178e-10,0.0001820908930147478,0.03382571427603729,2.9949891884447824e-05,1.594235766284431e-05,3.7206256182086926e-05,9.739075021415948e-13,6.983157300906773e-10,2.3016086591338406e-12,8.610507170452257e-07,0.05633378283210908,0.00024225357542003042,0.0009314832173816672,5.616048162641055e-09,6.313461073550427e-11,2.1425212393927283e-08,6.001007410503847e-09,0.0004539329558173026,2.0713826419671176e-08,3.392081822832827e-11,5.991015168762296e-06,0.0002365818661327595,3.190426376587941e-10,1.165272085599895e-08,2.0974212290639257e-05,9.578209341782843e-06,0.0010585249451396147,9.21655604140043e-10,2.3741943512184513e-09,8.396578298797838e-13,3.4233806763053488e-18,1.1437600558082754e-05
0.0003437557044743138,0.7960635932176188,3.76,0.0,0.11192117383853392,0.5471041588526682,0.5173810035542488,1.0290846075281288e-07,2.7404157060000767e-06,0.020216063668614257,0.0012941619536167423,9.077868161384654e-07,0.00407661399764571,0.010561122991896935,0.28701919594291075,0.005069684503562789,0.0012205447055077573,3.5547729737098034e-06,5.246181826137459e-05,0.023078023190000414,0.002889482884883566,0.0004126674038074603,0.260440469838885,9.270762577935881e-05,5.793481024537702e-10,0.00018250602421688748,0.03386479088175864,3.0144045352949645e-05,1.6069313982749758e-05,3.7552655836421204e-05,9.803575078380531e-13,6.985365037711055e-10,2.3168065548787013e-12,8.66655762975674e-07,0.05660069291613609,0.00024334089680454402,0.0009319054466252936,5.667373407724802e-09,6.392873272584744e-11,2.1493821731231218e-08,6.073974593899944e-09,0.00045203905685894014,2.079986140476607e-08,3.433570546996199e-11,6.018375079247704e-06,0.00023571673790701036,3.219285109420668e-10,1.178427315469377e-08,2.1125198265573747e-05,9.669838665146655e-06,0.0010563400409477313,9.172790719582951e-10,2.408764671198842e-09,8.461091311533723e-13,3.4552807247568795e-18,1.149102342142569e-05
0.00034386282267624446,0.7961513949226964,3.76,0.0,0.1112406875950107,0.5458300136258109,0.5187123398289185,1.0566895483992471e-07,2.7856714335878365e-06,0.020192511421881675,0.0012903610414974614,9.045174053685935e-07,0.0041043978123116555,0.01064558852504545,0.28734466581389506,0.005050759098088207,0.0012294257990795524,3.5404345377419854e-06,5.234587068102969e-05,0.02295097607381443,0.0028660722420170122,0.000413577905100241,0.2611618503473773,9.234574279966605e-05,5.836523402441955e-10,0.00018287436064296384,0.0338992203231285,3.0319753245259703e-05,1.6184569431692838e-05,3.7867855316654574e-05,9.8619966136945e-13,6.987081729746384e-10,2.3305715655700125e-12,8.717319279079682e-07,0.05684256496630919,0.0002443185273846975,0.0009322568098037543,5.714110808539597e-09,6.465271793377731e-11,2.1555310777313308e-08,6.1406610795464494e-09,0.00045031567064900195,2.0877308512361218e-08,3.4714778879541036e-11,6.043182527838039e-06,0.00023492695338675246,3.2454826799034865e-10,1.1904176283071572e-08,2.1262017618813205e-05,9.753188106042093e-06,0.0010543213200483487,9.132932195449622e-10,2.4404422646232134e-09,8.519781776302715e-13,3.4843285024687255e-18,1.1538993031257976e-05
0.00034396994087817513,0.7962393516966069,3.76,0.0,0.11055952090998275,0.544549748532362,0.520049476846001,1.0851357921922951e-07,2.8318133466810006e-06,0.020168387765145415,0.0012865233323975152,9.012178159915377e-07,0.004132481800051985,0.010731030697601361,0.28766851264107196,0.005031773548773373,0.0012384166891892024,3.5259320702141567e-06,5.2226871868966175e-05,0.022823192509496874,0.0028426096589648,0.00041448483273073946,0.2618862765649813,9.19793907306701e-05,5.879992971213843e-10,0.00018323754688102923,0.03393293383074026,3.0496377154686233e-05,1.6300772877783237e-05,3.8186349240598e-05,9.920769607229244e-13,6.988537633622536e-10,2.3444187776259155e-12,8.768379966707673e-07,0.057086015518892086,0.0002452951293161049,0.0009325806847308074,5.761370749166887e-09,6.53856014968416e-11,2.161654076524462e-08,6.208327978200387e-09,0.0004485743229223058,2.0954757428331704e-08,3.509932727587062e-11,6.068165634449184e-06,0.00023412652483068334,3.2718944072943436e-10,1.202552434286062e-08,2.1399718766457387e-05,9.837378914690437e-06,0.0010522525907467684,9.092628003085507e-10,2.472666099891919e-09,8.579075775809522e-13,3.513700772062641e-18,1.15868474934144e-05
0.0003440770590801058,0.7963274621148679,3.76,0.0,0.10987768509262993,0.5432633260407959,0.5213924462647052,1.1144518061088065e-07,2.8788610360171768e-06,0.020143684589332498,0.0012826486536820644,8.97887854604025e-07,0.0041608703854670295,0.010817464011159447,0.2879906967424489,0.005012727611037418,0.0012475192937530175,3.511265040870073e-06,5.210478949456749e-05,0.022694673487009015,0.002819096200027515,0.0004153880295757307,0.2626137624833111,9.160855557627611e-05,5.923891750685644e-10,0.00018359543918040907,0.033965916355926024,3.0673914152478544e-05,1.6417929616085376e-05,3.8508172223486955e-05,9.979893476194652e-13,6.989728121719571e-10,2.3583480372012105e-12,8.819739049183322e-07,0.05733105672596697,0.00024627058411716315,0.0009328767292996172,5.809159588636826e-09,6.61274916397964e-11,2.167749851209536e-08,6.276992885622104e-09,0.00044681493996355146,2.1032195216139004e-08,3.5489447955067436e-11,6.093326143657251e-06,0.00023331539238052344,3.2985215050103794e-10,1.2148335000676442e-08,2.153830028677537e-05,9.922415544779128e-06,0.001050133414904722,9.051877578083692e-10,2.5054476816448464e-09,8.638981012021201e-13,3.543401975196837e-18,1.1634576889083577e-05
0.0003441841772820365,0.7964157247135839,3.76,0.0,0.10919519167131835,0.5419707084472678,0.5227412798532541,1.1446671626588485e-07,2.9268345695822157e-06,0.02011839368619137,0.0012787368345904585,8.94527328719976e-07,0.004189568075946929,0.010904903226393583,0.2883111777540082,0.004993621037237666,0.0012567355735268384,3.4964329425150743e-06,5.197959127078193e-05,0.02256542013501614,0.0027955329574996628,0.0004162873349566692,0.26334432206980746,9.123322402779252e-05,5.968221667877603e-10,0.00018394789136453766,0.033998152607729516,3.085236099424547e-05,1.6536044841814085e-05,3.8833359078402706e-05,1.0039367525116867e-12,6.990648512512759e-10,2.372359163104992e-12,8.871395781350104e-07,0.057577700809737925,0.0002472447709936629,0.0009331445994244712,5.85748374927782e-09,6.687849763082485e-11,2.173817052892705e-08,6.3466737633372045e-09,0.0004450374494899574,2.110960852977234e-08,3.5885240258793623e-11,6.118665819717226e-06,0.0002324934968678677,3.3253651718864903e-10,1.2272626094208414e-08,2.167776042092118e-05,1.0008302275129858e-05,0.0010479633544450964,9.010680424839666e-10,2.5387987983036656e-09,8.699505294483696e-13,3.573436623096475e-18,1.1682171045608349e-05
