Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082)
0.002322151428868682,0.8309943878732879,3.76,0.0,0.038895023747984266,0.044550272388954766,1.0982497374733748,8.673214079020744e-09,9.149651393891284e-08,0.003083123355836124,4.879843292242501e-05,1.9142208355486824e-08,0.00025588031654180963,0.0025591770891687077,0.5626221839640723,0.00017429800730350348,1.987105700619825e-05,2.7388272083031315e-08,3.311312324780198e-06,0.006599724368722754,0.0006478998850662565,4.102272683646128e-06,0.567751225480792,1.5888917518213587e-06,2.918385548511221e-11,3.2904849919044705e-05,0.08744181540785866,1.9201685860240723e-06,3.3053167725980653e-07,5.722755124106038e-06,1.47552527786773e-14,1.6184846376887697e-11,2.686900576189036e-14,9.948276246533938e-09,0.12184651015887958,3.0423395771543267e-05,0.0006185796180306407,5.131863834609854e-10,1.8505766285353142e-12,1.985508026905047e-09,2.5791460640823877e-09,0.00033697296310463977,2.0566537148096137e-09,4.3123257362968396e-12,3.196747914544929e-07,0.00026922148652359094,6.544269384083101e-11,6.958098497944855e-10,7.917759087412481e-07,1.3182988058509388e-06,0.00016072609949941547,1.5852233853922336e-11,5.819177573842591e-09,1.0604145874114346e-13,2.126311011222522e-18
0.002323313494485652,0.8309981715097683,3.76,0.0,0.03884575002116201,0.04437844415630792,1.0984032501635428,8.611692212012597e-09,9.083472425547544e-08,0.003072696725717245,4.8576382025663535e-05,1.9003799598414108e-08,0.0002549354492645415,0.002551020995233265,0.5626458033841856,0.00017346213329524264,1.9737542572581696e-05,2.717447156035173e-08,3.290012841556832e-06,0.006579931808570356,0.0006454676899287261,4.071316157191635e-06,0.5678091842927445,1.580551790331643e-06,2.8999899852654467e-11,3.277391513895325e-05,0.08743337616778805,1.910978519201332e-06,3.283892531276662e-07,5.698838667552325e-06,1.463682854996622e-14,1.607549467663875e-11,2.6653385444564972e-14,9.868856298085975e-09,0.1219143136743897,3.0273387869639113e-05,0.0006177228310851513,5.117116299168635e-10,1.836242452367459e-12,1.978570809944237e-09,2.572318933866467e-09,0.00033680341209077887,2.0529041325076007e-09,4.298779089837644e-12,3.1773007523928647e-07,0.00026912678106121143,6.515926185130534e-11,6.927823935984511e-10,7.870574349732849e-07,1.3136713019319922e-06,0.00016049451003089698,1.5768267430969748e-11,5.820523159749145e-09,1.0609972443108668e-13,2.1278304067861394e-18
0.002324475560102622,0.8310019197576612,3.76,0.0,0.03879692199147387,0.04420786749480981,1.0985554878406896,8.550569410649289e-09,9.017818418987217e-08,0.0030623317311058314,4.835603916621861e-05,1.8866806215581145e-08,0.00025399575353506304,0.002542899830481922,0.5626693240527786,0.00017263323002209114,1.9605216327278037e-05,2.696295408766727e-08,3.268901877575386e-06,0.006560278314883571,0.0006430527092241469,4.040680081743775e-06,0.5678666208837463,1.5722874160603154e-06,2.8817528659000882e-11,3.264377090603896e-05,0.08742495055026749,1.9018532188627897e-06,3.262648186045416e-07,5.67503465090692e-06,1.451958062780455e-14,1.596718954704298e-11,2.6439906471626204e-14,9.790223764817589e-09,0.12198175264123348,3.0124409831585723e-05,0.0006168709104942371,5.102488775175086e-10,1.822045455863098e-12,1.971676053256924e-09,2.5655108542669744e-09,0.00033663621100410315,2.049187811873717e-09,4.285289073297108e-12,3.15801485822038e-07,0.00026903371494012057,6.487762709894875e-11,6.897821261804045e-10,7.823746465823798e-07,1.309081074078665e-06,0.0001602649951646168,1.568512576802443e-11,5.821823847836786e-09,1.0615768489844049e-13,2.1293409327472192e-18
0.002325637625719592,0.8310056330429656,3.76,0.0,0.03874853490820735,0.044038530330771326,1.0987064633886776,8.489845426187624e-09,8.952686076009964e-08,0.0030520279254446785,4.813738703541899e-05,1.873121045858021e-08,0.0002530612034111887,0.0025348135469382953,0.5626927468124302,0.00017181122093231437,1.947406642673579e-05,2.6753690002084975e-08,3.247977441976163e-06,0.006540762474057233,0.0006406547692038988,4.010360530396333e-06,0.5679235409081757,1.5640977101165532e-06,2.8636727398900556e-11,3.25144120163713e-05,0.08741653867122982,1.892792187689478e-06,3.2415821083973605e-07,5.651342940512226e-06,1.4403496650953064e-14,1.5859918722533643e-11,2.6228546496250306e-14,9.71237042459274e-09,0.12204882996745745,2.9976453655195494e-05,0.0006160238126484737,5.087980072524604e-10,1.8079842304728294e-12,1.9648234373284596e-09,2.558721960931333e-09,0.00033647133060830156,2.0455043986596036e-09,4.271855641842906e-12,3.13888887131234e-07,0.0002689422677605436,6.459777739538924e-11,6.868087714702527e-10,7.777272711730567e-07,1.3045278175816922e-06,0.00016003753059605077,1.5602797862877646e-11,5.823080170656562e-09,1.0621534245195362e-13,2.130842659520331e-18
0.0023267996913365623,0.8310093117855606,3.76,0.0,0.038700584079035164,0.0438704207241748,1.0988561895444016,8.429519931109542e-09,8.888072081933556e-08,0.003041784865192295,4.7920408528092196e-05,1.8596994841245944e-08,0.0002521317728719355,0.002526762093271064,0.5627160724930037,0.0001709960304632773,1.9344081137499043e-05,2.6546650132757406e-08,3.2272375664942987e-06,0.006521382890038285,0.0006382736982816536,3.980353628267503e-06,0.567979949950883,1.5559817669888721e-06,2.8457481760314632e-11,3.2385833286851165e-05,0.08740814064163657,1.883794930940854e-06,3.220692691856527e-07,5.627763390366353e-06,1.428856347202468e-14,1.575367022710093e-11,2.6019281443272207e-14,9.635287442539195e-09,0.12211554853466952,2.982951139157266e-05,0.0006151814944078788,5.073589026033624e-10,1.7940573999560924e-12,1.9580126446819884e-09,2.55195238282988e-09,0.0003363087420533871,2.041853545580364e-09,4.2584787421575636e-12,3.119921439625824e-07,0.00026885241938576,6.431970066000205e-11,6.838620599405939e-10,7.731150374461307e-07,1.3000112290939542e-06,0.00015981209234001105,1.552127301651472e-11,5.824292655295702e-09,1.0627269938166443e-13,2.1323356569607253e-18
0.0023279617569535323,0.8310129563993026,3.76,0.0,0.03865306486923969,0.043703526867171064,1.0990046788994872,8.369592520403545e-09,8.82397310738787e-08,0.003031602109822347,4.770508674009475e-05,1.8464142115977834e-08,0.00025120743582585347,0.0025187454148917912,0.5627393019119211,0.00017018758402780314,1.921524883576898e-05,2.6341805686976727e-08,3.206680305244719e-06,0.006502138184087403,0.0006359093270033064,3.950655551875199e-06,0.5680358535280848,1.5479386943275398e-06,2.8279777445684283e-11,3.225802955564654e-05,0.08739975656761301,1.8748609564805856e-06,3.1999783322913674e-07,5.604295842541305e-06,1.4174768925350423e-14,1.5648432118324166e-11,2.5812089310360507e-14,9.558966723838208e-09,0.12218191119825063,2.9683575145226618e-05,0.000614343913096996,5.059314468222713e-10,1.7802635816778838e-12,1.9512433602904364e-09,2.5452022449860622e-09,0.0003361484168704682,2.0382349067030864e-09,4.245158316767872e-12,3.1011112202063066e-07,0.00026876414993870924,6.404338479714798e-11,6.809417206671498e-10,7.685376752528134e-07,1.2955310066690005e-06,0.00015958865672623077,1.544054058018714e-11,5.8254618234184485e-09,1.0632975795923444e-13,2.133819994366302e-18
0.0023291238225705024,0.8310165672921207,3.76,0.0,0.038605972700946574,0.04353783708259026,1.0991519439019841,8.310062714209247e-09,8.760385809936359e-08,0.0030214792218198434,4.749140496578948e-05,1.8332635286970334e-08,0.00025028816611726484,0.0025107634540513517,0.56276243587443,0.00016938580800016317,1.9087558006954278e-05,2.6139128337330442e-08,3.1863037344744e-06,0.006483026994543973,0.0006335614880172591,3.921262528426632e-06,0.5680912570882476,1.539967612730039e-06,2.8103600339192372e-11,3.213099568256831e-05,0.08739138655058007,1.8659897748229173e-06,3.1794374459650853e-07,5.5809401275292344e-06,1.40621001926931e-14,1.5544192720410118e-11,2.5606946632476212e-14,9.483399656945427e-09,0.12224792078756899,2.9538637074161295e-05,0.0006135110264999862,5.045155254521037e-10,1.7666014225416566e-12,1.9445152711924413e-09,2.5384716661801015e-09,0.00033599032696657685,2.034648142571727e-09,4.231894300430776e-12,3.0824568788649557e-07,0.0002686774397986361,6.376881781119809e-11,6.780474886917855e-10,7.639949156052066e-07,1.2910868497963195e-06,0.0001593672003950191,1.5360590184731503e-11,5.826588191296156e-09,1.0638652043779334e-13,2.1352957404796436e-18
0.0023302858881874724,0.8310201448661145,3.76,0.0,0.03855930305236946,0.04337333982246587,1.0992979968580312,8.25092996079564e-09,8.697306834810971e-08,0.0030114157666790114,4.7279346695625814e-05,1.820245759214161e-08,0.0002493739375340259,0.0025028161499337895,0.5627854751738659,0.00016859062970277938,1.896099724518779e-05,2.5938590132893907e-08,3.166105952329933e-06,0.006464047976593975,0.0006312300160451945,3.892170835202341e-06,0.5681461660129598,1.5320676555308436e-06,2.7928936352535324e-11,3.2004726549465767e-05,0.08738303068738276,1.8571808991596558e-06,3.159068453156929e-07,5.55769606459923e-06,1.3950545310949709e-14,1.5440940404577505e-11,2.540383176467594e-14,9.40857827908679e-09,0.1223135801061914,2.93946893899506e-05,0.0006126827928557715,5.031110239797764e-10,1.7530695655888668e-12,1.937828066842251e-09,2.5317607612658577e-09,0.0003358344446195717,2.031092915363528e-09,4.218686623764194e-12,3.063957090543758e-07,0.000268592269597772,6.349598770357092e-11,6.7517909818098e-10,7.594864907239957e-07,1.2866784594362006e-06,0.00015914770029296308,1.5281411521461245e-11,5.827672269848379e-09,1.0644298905229884e-13,2.1367629634901503e-18
0.0023314479538044425,0.8310236895176435,3.76,0.0,0.03851305145706393,0.043210023666572235,1.0994428499335176,8.192193639486569e-09,8.634732817151599e-08,0.0030014113128983503,4.706889561367712e-05,1.8073592511790796e-08,0.00024846472381350875,0.0024949034387488655,0.5628084205919051,0.00016780197739264853,1.8835555252836285e-05,2.574016356475136e-08,3.146085078624513e-06,0.006445199802041083,0.0006289147478532029,3.863376798863467e-06,0.5682005856177946,1.5242379685942343e-06,2.775577156920235e-11,3.187921706057204e-05,0.08737468907041553,1.8484338453986095e-06,3.1388697931641716e-07,5.534563462076947e-06,1.3840091778166643e-14,1.5338663788527396e-11,2.5202721828389225e-14,9.334494193367283e-09,0.12237889193209703,2.9251724357792933e-05,0.000611859170853187,5.01717830007632e-10,1.7396666809900772e-12,1.9311814387808852e-09,2.525069639247689e-09,0.0003356807424730967,2.027568893301985e-09,4.205535210256865e-12,3.0456105390273815e-07,0.0002685086202180558,6.322488256938757e-11,6.72336288766616e-10,7.550121340492514e-07,1.2823055380516533e-06,0.00015893013366869655,1.520299454025488e-11,5.8287145646746775e-09,1.0649916601936694e-13,2.138221731036245e-18
0.0023326100194214125,0.8310272016374214,3.76,0.0,0.03846721350319196,0.04304787732097543,1.0995865151557171,8.133853061728409e-09,8.572660382124494e-08,0.002991465431977002,4.6860035595271795e-05,1.7946023754615755e-08,0.0002475604986498445,0.0024870252538220137,0.5628312728988132,0.00016701978024838464,1.8711220839976007e-05,2.554382149655211e-08,3.1262392546011813e-06,0.006426481159080648,0.0006266155222233755,3.834876794843991e-06,0.5682545211531635,1.5164777101112112e-06,2.7584092111379366e-11,3.175446214286267e-05,0.08736636178774437,1.839748132189425e-06,3.118839910676252e-07,5.5115421177034065e-06,1.3730727839186907e-14,1.5237351547984793e-11,2.5003595546198614e-14,9.26113957276025e-09,0.12244385901788872,2.910973429655245e-05,0.0006110401196261818,5.003358312296342e-10,1.7263914372190887e-12,1.9245750809330093e-09,2.5183984052477684e-09,0.00033552919353161005,2.024075746475398e-09,4.192439979315963e-12,3.0274159172624824e-07,0.0002684264727878909,6.295549051114596e-11,6.695187996504552e-10,7.50571580282533e-07,1.277967789639815e-06,0.00015871447806871546,1.512532925971558e-11,5.829715576095932e-09,1.0655505353764877e-13,2.1396721102076603e-18
0.0023337720850383826,0.8310306816106037,3.76,0.0,0.03842178483279572,0.042886889616597694,1.0997290044149142,8.075907473857747e-09,8.511086147433947e-08,0.002981577698408761,4.665275070458963e-05,1.7819735263084117e-08,0.0002466612356996372,0.002479181525682958,0.5628540328536872,0.00016624396835705597,1.8587982923865117e-05,2.5349537213425747e-08,3.1065666427066033e-06,0.006407890752076809,0.0006243321799257487,3.80666724667587e-06,0.5683079778051565,1.508786050399403e-06,2.7413884264393848e-11,3.163045674636996e-05,0.08735804892322616,1.8311232809560826e-06,3.098977268255576e-07,5.4886318189474956e-06,1.3622441296614757e-14,1.513699258740847e-11,2.480643060426542e-14,9.188506227057688e-09,0.12250848409100577,2.896871157878016e-05,0.0006102255987490365,4.989649173019495e-10,1.7132425277802295e-12,1.9180086893250767e-09,2.5117471588973193e-09,0.00033537977115547044,2.02061315063615e-09,4.1794008437959946e-12,3.009371927099863e-07,0.00026834580867893964,6.268779971991838e-11,6.667263750641306e-10,7.461645653978631e-07,1.2736649197607386e-06,0.00015850071133325806,1.5048405938252954e-11,5.830675799187628e-09,1.066106537876536e-13,2.1411141675477976e-18
0.0023349341506553527,0.8310341298168779,3.76,0.0,0.0383767611410814,0.0427270495077953,1.0998703294660088,8.018356058904958e-09,8.450006723164857e-08,0.0029717476896771256,4.644702519234351e-05,1.769471120244042e-08,0.0002457669085887208,0.0024713721821519015,0.5628767012046915,0.00016547447270156591,1.8465830528382138e-05,2.515728436747541e-08,3.0870654263551565e-06,0.0063894273013424575,0.0006220645636906994,3.7787446253899654e-06,0.5683609606963749,1.5011621717068958e-06,2.7245134361840923e-11,3.1507195844506636e-05,0.08734975055662457,1.8225588159205003e-06,3.079280334993196e-07,5.4658323433319035e-06,1.3515220607165381e-14,1.5037575878240678e-11,2.4611206100318737e-14,9.116586467749957e-09,0.12257276985393475,2.8828648630722513e-05,0.0006094155682316281,4.976049780975605e-10,1.7002186463285962e-12,1.9114819623369876e-09,2.505115996008407e-09,0.0003352324490560913,2.0171807835902116e-09,4.166417712559218e-12,2.9914772795726236e-07,0.0002682666095029554,6.242179840299903e-11,6.639587591885736e-10,7.417908266788207e-07,1.2693966355655275e-06,0.00015828881159223209,1.4972214909573446e-11,5.831595723821373e-09,1.0666596893213476e-13,2.142547969056161e-18
0.0023360962162723227,0.8310375466305505,3.76,0.0,0.038332138175712266,0.042568346070949954,1.1000105019301085,7.961197939685692e-09,8.389418714323899e-08,0.002961974986248298,4.624284349343355e-05,1.7570935963723027e-08,0.00024487749091760676,0.0024635971484244508,0.562899278689287,0.0001647112251478902,1.834475278346489e-05,2.4967037013965168e-08,3.067733809706541e-06,0.006371089542922259,0.0006198125181816894,3.75110544885889e-06,0.5684134748867535,1.4936052680189947e-06,2.7077828892909827e-11,3.1384674434351394e-05,0.08734146676372358,1.8140542641303177e-06,3.0597475968862946e-07,5.44314345871147e-06,1.3409053867447285e-14,1.4939090604974513e-11,2.4417900265542146e-14,9.045372304105988e-09,0.12263671898442137,2.8689537932311623e-05,0.0006086099885147133,4.962559053175224e-10,1.687318509718405e-12,1.9049946004601844e-09,2.4985050072301797e-09,0.00033508720129115304,2.013778328467464e-09,4.153490488436334e-12,2.9737306946650645e-07,0.00026818885710865097,6.215747485210086e-11,6.612157008550742e-10,7.374501027292579e-07,1.2651626458221567e-06,0.0001580787572612043,1.489674673040951e-11,5.832475834699454e-09,1.0672100111591238e-13,2.1439735801908535e-18
0.0023372582818892928,0.8310409324206313,3.76,0.0,0.03828791173611159,0.042410768503073584,1.100149533296102,7.904432179893907e-09,8.329318720552681e-08,0.002952259171565002,4.604019022467912e-05,1.744839415496286e-08,0.00024399295626779068,0.002455856347154158,0.5629217660344573,0.0001639541584327927,1.822473892451615e-05,2.4778769568335045e-08,3.0485700174327956e-06,0.006352876228378477,0.0006175758899684404,3.7237462812068667e-06,0.5684655253743722,1.486114544868739e-06,2.691195440322378e-11,3.126288753694027e-05,0.0873331976164377,1.8056091554798564e-06,3.040377547391012e-07,5.420564923588904e-06,1.3303929748786446e-14,1.4841526026299632e-11,2.4226492578354955e-14,8.974856188134139e-09,0.12270033413568027,2.8551372017143983e-05,0.0006078088204652589,4.949175909855311e-10,1.6745408365273143e-12,1.898546306510696e-09,2.49191427947078e-09,0.0003349440022598803,2.010405470603555e-09,4.140619070379909e-12,2.9561309015540087e-07,0.00026811253357860365,6.189481738273505e-11,6.584969491667598e-10,7.331421335059368e-07,1.260962660940555e-06,0.00015787052703743646,1.4821992037934096e-11,5.8333166113965305e-09,1.0677575246626142e-13,2.1453910658711397e-18
0.002338420347506263,0.8310442875509181,3.76,0.0,0.03824407767277453,0.04225430612042677,1.1002874349222185,7.848057786753115e-09,8.26970333858646e-08,0.0029425998320385394,4.58390501825298e-05,1.7327070602520885e-08,0.00024311327820693263,0.0024481496985337943,0.562944163956925,0.00016320320615144685,1.8105778291812234e-05,2.4592456832648934e-08,3.029572294498747e-06,0.006334786124579789,0.0006153545275004585,3.696663732169947e-06,0.5685171170962572,1.4786892191502851e-06,2.67474975873921e-11,3.114183019752407e-05,0.08732494318291961,1.7972230227338382e-06,3.0211686960563415e-07,5.398096487403002e-06,1.3199836632107637e-14,1.474487160005591e-11,2.4036961796760876e-14,8.905030321929128e-09,0.1227636179366061,2.8414143472442154e-05,0.000607012025371793,4.935899288356497e-10,1.6618843669305612e-12,1.8921367854212203e-09,2.4853438947766593e-09,0.0003348028266983767,2.007061900354278e-09,4.127803351784091e-12,2.938676638401097e-07,0.00026803762122619656,6.163381439147359e-11,6.558022575457621e-10,7.288666603288693e-07,1.2567963929956343e-06,0.0001576640998959824,1.4747941677297745e-11,5.834118528395273e-09,1.0683022509273964e-13,2.1468004904800734e-18
0.002339582413123233,0.8310476123800801,3.76,0.0,0.03820063188658959,0.04209894835715057,1.1004242180375698,7.792073712365334e-09,8.210569161954201e-08,0.0029329965570415043,4.5639408340847485e-05,1.7206950343899285e-08,0.0002422384302947419,0.002440477120374359,0.5629664731633675,0.00016245830274548155,1.7987860329879395e-05,2.4408073961497793e-08,3.0107389059326856e-06,0.006316818013492853,0.0006131482810809706,3.6698544565153503e-06,0.5685682549291735,1.4713285189358783e-06,2.6584445203399684e-11,3.1021497485829e-05,0.08731670352766537,1.7888954015455842e-06,3.0021195606515776e-07,5.3757378908237904e-06,1.3096763405030958e-14,1.4649116864008014e-11,2.3849287783544033e-14,8.835887299328042e-09,0.12282657299198212,2.8277844939005583e-05,0.000606219564939805,4.922728130136815e-10,1.649347844161726e-12,1.885765744421207e-09,2.4787939315431954e-09,0.00033466364967502387,2.0037473104020127e-09,4.11504322229782e-12,2.921366652561097e-07,0.0002679641025925969,6.137445430517406e-11,6.531313799594626e-10,7.246234259099588e-07,1.2526635557495006e-06,0.00015745945508583093,1.4674586578019605e-11,5.8348820551281784e-09,1.0688442108757275e-13,2.1482019178671764e-18
0.002340744478740203,0.8310509072617384,3.76,0.0,0.03815757032816897,0.041944684763911784,1.1005598937436782,7.736478856541659e-09,8.151912783284397e-08,0.002923448938898961,4.544124984867294e-05,1.7088018627888196e-08,0.00024136838608789266,0.0024328385281828756,0.5629886943506227,0.00016171938349097495,1.7870974586874995e-05,2.4225596481009783e-08,2.992068136609438e-06,0.00629897069197679,0.0006109570028412079,3.643315153418604e-06,0.5686189436904078,1.4640316832956352e-06,2.642278415240699e-11,3.0901884496287804e-05,0.0873084787116163,1.7806258304771326e-06,2.983228674346395e-07,5.353488866019273e-06,1.2994698723934137e-14,1.4554251542709393e-11,2.3663449806788647e-14,8.767419509140766e-09,0.12288920188268967,2.8142469111145626e-05,0.0006054314012871669,4.909661392722168e-10,1.6369300316480619e-12,1.8794328928578704e-09,2.472264463581822e-09,0.0003345264465859369,2.000461398177128e-09,4.102338566442959e-12,2.904199700394728e-07,0.00026789196044376914,6.111672562904949e-11,6.50484074404272e-10,7.204121743627301e-07,1.2485638646718473e-06,0.00015725657212610754,1.4601917864066194e-11,5.835607656014147e-09,1.069383425254908e-13,2.149595411351181e-18
0.002341906544357173,0.831054172544546,3.76,0.0,0.0381148889971882,0.0417915050065617,1.1006944730159849,7.681272067943987e-09,8.093730794029726e-08,0.0029139565728801193,4.524456002805751e-05,1.697026090856892e-08,0.00024050311914551568,0.002425233835237994,0.5630108282058947,0.0001609863844868255,1.7755110713938463e-05,2.4045000261612215e-08,2.9735582910249885e-06,0.006281242971580395,0.0006087805467150864,3.617042565892782e-06,0.5686691881385401,1.4567979621207534e-06,2.626250140482345e-11,3.0782986348271835e-05,0.0873002687922591,1.7724138510147203e-06,2.964494579147279e-07,5.331349136937425e-06,1.2893631693548692e-14,1.4460265445105622e-11,2.347942811576743e-14,8.699619687772182e-09,0.12295150716591588,2.8008008736610614e-05,0.0006046474969396031,4.896698038502405e-10,1.6246296970043516e-12,1.8731379423480886e-09,2.465755561151961e-09,0.0003343911931504825,1.9972038635305813e-09,4.089689265143108e-12,2.887174547447474e-07,0.0002678211777675243,6.086061690415171e-11,6.478600996528262e-10,7.162326512273787e-07,1.2444970369594846e-06,0.00015705543080232228,1.4529926746668634e-11,5.836295790500376e-09,1.0699199146410731e-13,2.150981033722816e-18
0.002343068609974143,0.8310574085677042,3.76,0.0,0.03807258393854162,0.04163939885723988,1.1008279667136311,7.62645215405878e-09,8.036019792622367e-08,0.0029045190569736,4.5049324359866245e-05,1.6853662814911914e-08,0.00023964260303328567,0.0024176629528355727,0.5630328754075411,0.00016025924258757424,1.764025845668027e-05,2.3866261478259228e-08,2.9552076908713473e-06,0.006263633677383703,0.0006066187682952734,3.5910334753410002e-06,0.5687189929780537,1.4496266151380062e-06,2.6103584062440388e-11,3.06647981830508e-05,0.0872920738239392,1.7642590074334317e-06,2.945915830884766e-07,5.309318420382917e-06,1.2793551242355578e-14,1.4367148534990224e-11,2.3297202490368653e-14,8.632480410734674e-09,0.12301349137692685,2.7874456613298693e-05,0.0006038678148000651,4.883837044075952e-10,1.6124456256138904e-12,1.866880606453009e-09,2.4592672904959523e-09,0.00033425786538802005,1.9939744103799053e-09,4.0770951950900786e-12,2.8702899676907067e-07,0.00026775173775621483,6.060611674158545e-11,6.452592180208236e-10,7.120846034473057e-07,1.2404627915794424e-06,0.0001568560111451379,1.4458604595787631e-11,5.836946913430934e-09,1.0704536994447143e-13,2.152358847282093e-18
0.002344230675591113,0.8310606156805829,3.76,0.0,0.03803065124841417,0.04148835620900316,1.1009603855634633,7.572017859073453e-09,7.978776361587824e-08,0.002895135992350635,4.4855528508386106e-05,1.673821025676813e-08,0.0002387868113370117,0.0024101257899241885,0.5630548366240625,0.00015953789551225911,1.7526407679095412e-05,2.3689356790023122e-08,2.937014682619612e-06,0.006246141649817153,0.0006044715250603953,3.5652847174985305e-06,0.5687683628519733,1.4425169135966146e-06,2.5946019325650193e-11,3.05473151760524e-05,0.08728389385749534,1.756160847194747e-06,2.927490997877307e-07,5.287396423886623e-06,1.2694446644976217e-14,1.4274890929202029e-11,2.3116753445823353e-14,8.565994515499181e-09,0.12307515702598117,2.774180559449669e-05,0.0006030923181970642,4.871077394381434e-10,1.6003766120077104e-12,1.8606606012686325e-09,2.4527997137473195e-09,0.0003341264396505573,1.9907727463526263e-09,4.064556228148199e-12,2.853544744906165e-07,0.0002676836238341737,6.035321381469579e-11,6.426811935672463e-10,7.07967779486768e-07,1.2364608492166805e-06,0.00015665829346384494,1.4387942940058507e-11,5.8375614743917885e-09,1.0709847999128169e-13,2.153728913769428e-18
0.002345392741208083,0.8310637942101313,3.76,0.0,0.03798908707167403,0.041338367069793984,1.1010917401667153,7.517967890654055e-09,7.921997101983253e-08,0.0028858069831878635,4.4663158308934784e-05,1.6623889266554358e-08,0.00023793571765006212,0.0024026222534326205,0.5630767125145765,0.00015882228179279055,1.7413548340084507e-05,2.351426305595152e-08,2.918977627637186e-06,0.006228765743880527,0.000602338676274447,3.539793162946312e-06,0.568817302345033,1.4354681393419718e-06,2.5789794489059777e-11,3.0430532522101192e-05,0.08727572894049203,1.7481189208900549e-06,2.9092186587564006e-07,5.265582847647558e-06,1.2596307195596157e-14,1.4183482829227513e-11,2.293806149069115e-14,8.500154840320298e-09,0.1231365065995127,2.7610048590883062e-05,0.000602320970866645,4.858418084733959e-10,1.5884214627152514e-12,1.854477644869828e-09,2.446352889399912e-09,0.0003339968926104669,1.9875985819108525e-09,4.052072233372101e-12,2.83693767217075e-07,0.00026761681964586326,6.010189684198837e-11,6.401257927430514e-10,7.038819292407591e-07,1.2324909322916379e-06,0.0001564622583317626,1.4317933396524628e-11,5.838139917956727e-09,1.0715132360904173e-13,2.155091294388976e-18
0.002346554806825053,0.8310669444881703,3.76,0.0,0.0379478875990503,0.04118942155595805,1.1012220410061373,7.464300909226027e-09,7.865678611210253e-08,0.002876531636512197,4.447219975942239e-05,1.6510686095410023e-08,0.00023708929557751633,0.002395152248409502,0.5630985037294328,0.00015811234072887355,1.7301670490326725e-05,2.334095752038923e-08,2.9010949055584176e-06,0.006211504828277045,0.0006002200828829281,3.5145557219523094e-06,0.5688658159870514,1.4284795841734965e-06,2.5634896967689423e-11,3.031444543884056e-05,0.08726757911746025,1.7401327816018418e-06,2.891097404668626e-07,5.243877386165731e-06,1.2499122299646055e-14,1.4092914587225954e-11,2.2761107333178725e-14,8.434954296949233e-09,0.12319754256140161,2.747917856558277e-05,0.000601553736931683,4.845858120424057e-10,1.5765789958721835e-12,1.8483314577025644e-09,2.43992687233862e-09,0.00033386920124470605,1.9844516312260807e-09,4.03964307533761e-12,2.820467551594325e-07,0.00026755130904277747,5.98521546051827e-11,6.375927843013251e-10,6.998268041004636e-07,1.2285527651857493e-06,0.00015626788657034684,1.4248567734674254e-11,5.838682683952531e-09,1.0720390278772914e-13,2.1564460498354135e-18
0.0023477168724420233,0.8310700668389515,3.76,0.0,0.03790704906614433,0.04104150989010018,1.101351298448359,7.4110155383792086e-09,7.809817489872618e-08,0.002867309562166622,4.428263901521911e-05,1.6398587191060197e-08,0.000236247518758965,0.002387715678069686,0.5631202109104916,0.0001574080123672902,1.719076428670949e-05,2.316941775744155e-08,2.8833649168144743e-06,0.006194357785117075,0.0005981156074743614,3.48956934891293e-06,0.5689139082540919,1.421550549539629e-06,2.5481314266736138e-11,3.0199049174067687e-05,0.08725944443000855,1.7322019855660978e-06,2.8731258390508165e-07,5.222279726640431e-06,1.2402881510838415e-14,1.4003176672914973e-11,2.2585871964463085e-14,8.370385900136801e-09,0.12325826735335842,2.7349188530754083e-05,0.0006007905808931641,4.833396516823537e-10,1.5648480415505835e-12,1.8422217620918093e-09,2.4335217138628376e-09,0.0003337433428269293,1.9813316117367457e-09,4.0272686152249624e-12,2.8041331941501076e-07,0.00026748707607948425,5.960397594977913e-11,6.350819393219421e-10,6.958021569483251e-07,1.2246460738995293e-06,0.00015607515924360323,1.4179837844717019e-11,5.83919020753784e-09,1.0725621949974219e-13,2.1577932403008234e-18
