Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082)
1.8931032576290514e-07,0.7503004730830098,3.76,0.0,0.9248159269171308,0.9999981678841967,1.0052862581636776e-08,1.3858410179416716e-21,2.804099832576209e-15,2.2525786197147043e-06,1.800898439612836e-06,3.045401312523541e-10,2.736910511970007e-08,2.538578150292847e-07,7.613936363939151e-08,2.0572244785088735e-09,1.975953873663168e-08,3.716093209261529e-11,1.1991893882564385e-13,1.2067937839539786e-13,1.1331259727196124e-12,6.369718002987893e-14,3.0787880884428863e-13,1.2714569442396587e-09,1.0900862378990062e-22,2.449322847332823e-20,7.221870806491247e-20,4.685029318076495e-28,2.1971970085901619e-13,2.13873570050262e-13,3.4042836185456685e-20,2.2591469650188216e-19,-4.807193507643522e-19,9.15086718498723e-15,3.0346864547632657e-12,9.317466505925111e-28,4.419711863324268e-23,2.795203907296845e-29,2.2927525151050717e-33,2.099554522233144e-22,1.0609608515209497e-18,6.095908536352327e-28,1.7298941496805733e-33,1.2151231369073166e-26,3.077523878964029e-15,-4.945992064566965e-32,2.144627297822554e-33,2.7566436842048236e-29,3.7706580080758746e-13,4.3308977739895094e-19,3.669950539561471e-25,-3.669949231580355e-25,3.316756152538538e-26,2.6353850177810663e-24,7.957120167480638e-44
1.9168818935673744e-07,0.7503004736778418,3.76,0.0,0.9248158974248136,0.9999981445850267,1.0406809832787819e-08,1.419161986587294e-21,2.8434629897810253e-15,2.2820125247205566e-06,1.8234860775903055e-06,3.0904143234537794e-10,2.7948940907138364e-08,2.5603126700950137e-07,7.7855986648473e-08,2.110435811419973e-09,2.0122319579402888e-08,3.768874301171674e-11,1.237933477568055e-13,1.2604694133511065e-13,1.1772791172624642e-12,6.529679379467858e-14,3.1769830441691216e-13,1.3032811681740004e-09,1.138657617452337e-22,2.5680384123419777e-20,7.692586646449145e-20,5.116653196291196e-28,2.202139577925558e-13,2.1455245100937015e-13,-1.4781027017630932e-20,2.3327181513329405e-19,7.321483103537658e-19,9.179815795642741e-15,3.0805120041579733e-12,1.0047246769480616e-27,4.6567958332369524e-23,2.9455512742897163e-29,2.4265051409168417e-33,2.1811520876217686e-22,1.0641806614751889e-18,6.662685083480214e-28,4.428138892714291e-33,1.2603449911524833e-26,3.1239267366399322e-15,1.3606258818875184e-31,2.323063710629924e-33,2.9047544466379913e-29,3.8357023907751066e-13,4.555433916224007e-19,-8.201977192693916e-25,8.201975260944011e-25,3.440295882352783e-26,2.6752678839300716e-24,8.418659473674731e-44
1.9406605295056974e-07,0.7503004742727698,3.76,0.0,0.9248158679052565,0.9999981212805036,1.0768198489179463e-08,1.4527746979740357e-21,2.882864264957168e-15,2.311472962151333e-06,1.8460726880105388e-06,3.1354708166856044e-10,2.8532079873034184e-08,2.581855903673715e-07,7.958717968896704e-08,2.164346276545196e-09,2.0485637183839024e-08,3.821729561261049e-11,1.2773844074762453e-13,1.3158161839799775e-13,1.2225867587086351e-12,6.692516510319306e-14,3.2775487508906684e-13,1.3354907887610602e-09,1.1887438483666172e-22,2.691157206794796e-20,8.187432058583591e-20,5.58131233120382e-28,2.2072302749024563e-13,2.1520464753122253e-13,5.3596696057892075e-20,2.4076456884349773e-19,-9.637394864758046e-19,9.207945347752067e-15,3.1265067260547864e-12,1.0830735048655165e-27,4.903467857859911e-23,3.1019966444828087e-29,2.5665108284904173e-33,2.265180771094732e-22,1.0676409350941439e-18,7.2693897400921335e-28,-8.845747575865983e-34,1.3066542208747284e-26,3.1705029463802636e-15,-2.770555375877139e-31,2.5139405066329688e-33,3.0588660304705676e-29,3.9009144703167553e-13,4.788417548006665e-19,1.833061269823651e-24,-1.833060730164965e-24,3.56688729882562e-26,2.715299424915168e-24,8.902011475161884e-44
1.9644391654440205e-07,0.7503004748677945,3.76,0.0,0.9248158383585392,0.9999980979706796,1.1137070294996042e-08,1.486669547177066e-21,2.92230032434854e-15,2.3409598516378597e-06,1.868658264529331e-06,3.1805702502327807e-10,2.9118441885330117e-08,2.603209660001979e-07,8.133281460208327e-08,2.21895659987067e-09,2.0849438550116418e-08,3.8746539110659616e-11,1.317544864250058e-13,1.372863706717155e-13,1.269064855346472e-12,6.858105737386291e-14,3.38047448106094e-13,1.3680855159806592e-09,1.240372133968651e-22,2.8187946869536085e-20,8.707307761001235e-20,6.08102028682059e-28,2.2125344979930544e-13,2.1583833525109167e-13,-4.192555363860285e-20,2.483934941656693e-19,1.4079705430213802e-18,9.23460503936077e-15,3.17265967144465e-12,1.1671602859507455e-27,5.1599947251123944e-23,3.264709859582726e-29,2.7129953796027752e-33,2.3516425240903995e-22,1.070337091905553e-18,7.9334517076577015e-28,1.1923511325041125e-32,1.3540182041289916e-26,3.2172325330496423e-15,6.481753647164771e-31,2.7179516434121882e-33,3.219148769859486e-29,3.966298132950821e-13,5.030043110388518e-19,-4.096711375056517e-24,4.096710284500484e-24,3.6961854553504753e-26,2.7554709667013455e-24,9.40808819194883e-44
1.9882178013823435e-07,0.7503004754629167,3.76,0.0,0.9248158087847419,0.9999980746556061,1.1513466005021865e-08,1.5208367264939074e-21,2.9617700942708417e-15,2.370473112374048e-06,1.8912428008611287e-06,3.2257118303207746e-10,2.9707947586104544e-08,2.624375730561038e-07,8.309276440412518e-08,2.274267466754296e-09,2.1213671751106838e-08,3.9276461427895223e-11,1.3584175245176677e-13,1.4316416815310498e-13,1.316729401851901e-12,7.026593600152649e-14,3.485841529828489e-13,1.4010650599094013e-09,1.2935691052715134e-22,2.9510670294224995e-20,9.253135164731023e-20,6.617857666610889e-28,2.217864327033449e-13,2.1650956157396124e-13,9.175028643006786e-20,2.561591260008607e-19,-1.9084483992076982e-18,9.263763554023515e-15,3.218931988292148e-12,1.2573529201426755e-27,5.426642382329368e-23,3.4338612928658343e-29,2.8661903391132745e-33,2.4404360082895885e-22,1.074114330689233e-18,8.625309689807395e-28,-1.6050364727291274e-32,1.402339873403663e-26,3.2640882493787335e-15,-1.4183929507658265e-30,2.935819143119185e-33,3.3857650341195197e-29,4.031853249265635e-13,5.280506430766186e-19,9.155746768687228e-24,-9.155744203638901e-24,3.828100610218361e-26,2.795745682773797e-24,9.937677052216184e-44
2.0119964373206665e-07,0.7503004760581373,3.76,0.0,0.9248157791839453,0.9999980513353343,1.1897425354806296e-08,1.5552775752924038e-21,3.0012764527029234e-15,2.4000126629897367e-06,1.9138262907801987e-06,3.27089549441049e-10,3.0300518367097184e-08,2.645355890156132e-07,8.486690330828024e-08,2.330279503675112e-09,2.157828597708406e-08,3.980710865545727e-11,1.400005020877848e-13,1.4921799066593213e-13,1.3655964295270629e-12,7.197755224175636e-14,3.5936033276440113e-13,1.43442913072212e-09,1.3483622228874565e-22,3.088093702021241e-20,9.82585646734003e-20,7.194045317202617e-28,2.223097148485314e-13,2.1722642977809976e-13,-9.507669864697831e-20,2.6406199073276708e-19,2.729426008022096e-18,9.293848949656593e-15,3.2653260964565024e-12,1.3540140863140667e-27,5.703684962707015e-23,3.6096246506983094e-29,3.0263319369805457e-33,2.5318663954152776e-22,1.077010429817136e-18,9.421030137584253e-28,4.795785934474771e-32,1.4516864781133226e-26,3.311055270128848e-15,3.203314217532504e-30,3.1682964917345894e-33,3.558893244849148e-29,4.097574981680216e-13,5.540004680516797e-19,-2.0462192599870978e-23,2.0462186999067078e-23,3.963645104023187e-26,2.8361276093091696e-24,1.0491559904739198e-43
2.0357750732589895e-07,0.7503004766534574,3.76,0.0,0.9248157495562306,0.9999980280099144,1.2288987079411944e-08,1.5899974517719915e-21,3.0408212567783565e-15,2.4295784215426923e-06,1.936408728121822e-06,3.316121704075374e-10,3.0896076372704885e-08,2.666151897289894e-07,8.665510675874652e-08,2.386993356151585e-09,2.1943231578712614e-08,4.0338506376890606e-11,1.442309920243162e-13,1.5545083075170086e-13,1.4156820067287272e-12,7.37202603497112e-14,3.7039235084437045e-13,1.4681774386931882e-09,1.4047782245356712e-22,3.2299976176452116e-20,1.0426434966212028e-19,7.811786852096847e-28,2.2283886338609738e-13,2.1793328562096674e-13,1.6629194378008625e-19,2.721026019318021e-19,-3.755979797767971e-18,9.325068063572512e-15,3.311887323264206e-12,1.4575354179384806e-27,5.991404823893264e-23,3.7921817199417065e-29,3.19366903235738e-33,2.625860609147133e-22,1.0814937231292374e-18,1.0160813724732443e-27,-9.523907558615781e-32,1.5021337835691967e-26,3.358203899930631e-15,-7.126550379990972e-30,3.416169022693038e-33,3.738702081286665e-29,4.163461146549306e-13,5.808736350837149e-19,4.573098630848589e-23,-4.573097363491903e-23,4.102441900407462e-26,2.87665476604489e-24,1.107062658722814e-43
2.0595537091973126e-07,0.7503004772488774,3.76,0.0,0.9248157199016791,0.9999980046793965,1.2688188882008956e-08,1.6249912395221016e-21,3.0804019928739995e-15,2.45917030566689e-06,1.9589901067806528e-06,3.361390371717814e-10,3.149454450166766e-08,2.6867654936631964e-07,8.845725138915749e-08,2.4444097328457963e-09,2.230846000707601e-08,4.0870614036044533e-11,1.485334753749106e-13,1.6186569350261265e-13,1.4670022385510634e-12,7.54895210013836e-14,3.8166803560114027e-13,1.5023096941971856e-09,1.4628449099140286e-22,3.376902458276324e-20,1.1055855339409156e-19,8.473631738193868e-28,2.233909947722566e-13,2.1860523905625353e-13,-1.9910082468578059e-19,2.802814663487139e-19,5.313407465308791e-18,9.35242225859709e-15,3.3586287204088223e-12,1.5683592540584758e-27,6.29008989194947e-23,3.9817143478541415e-29,3.368450978846425e-33,2.7226639886172704e-22,1.0833923191129502e-18,1.1213158783868399e-27,2.285045008309122e-31,1.5537358800757063e-26,3.4055136839294528e-15,1.5967995492949783e-29,3.680250656294902e-33,3.925384642002167e-29,4.2295153323810367e-13,6.086901251293274e-19,-1.0220425248021363e-22,1.0220422429393737e-22,4.2445543643670233e-26,2.9173433904854087e-24,1.167595161062347e-43
2.0833323451356356e-07,0.7503004778443987,3.76,0.0,0.9248156902203736,0.9999979813438304,1.3095067537144904e-08,1.6602460910259434e-21,3.1200157639149795e-15,2.4887882326537e-06,1.9815704207079777e-06,3.4067006949967637e-10,3.209584644188234e-08,2.707198403949153e-07,9.02732149735659e-08,2.5025293404390518e-09,2.2673923717658806e-08,4.140339035214541e-11,1.5290820506233462e-13,1.6846559332518413e-13,1.5195732660296982e-12,7.729185294567386e-14,3.932121171692363e-13,1.5368256077094211e-09,1.5225890921572822e-22,3.528931589161991e-20,1.1715123677477105e-19,9.181665374580591e-28,2.2395523269345504e-13,2.192925199511592e-13,3.119663050974101e-19,2.8859909062491087e-19,-7.369037668772339e-18,9.383566863768551e-15,3.4055121581727005e-12,1.686944774710504e-27,6.600022524367966e-23,4.178405838393738e-29,3.550938043215853e-33,2.82179688380698e-22,1.0886146218575633e-18,1.1764963625215093e-27,-4.996115085243006e-31,1.6063074281706354e-26,3.452992984594094e-15,-3.565777541306708e-29,3.961384974675931e-33,4.119100298536336e-29,4.29574036406417e-13,6.374700496941119e-19,2.284164434725416e-22,-2.284163802615099e-22,4.388738336400379e-26,2.9581530412324087e-24,1.2308449905029677e-43
2.1071109810739586e-07,0.7503004784400218,3.76,0.0,0.9248156605123957,0.9999979580032651,1.350965881218976e-08,1.6957577853464178e-21,3.159664010940725e-15,2.5184321193512007e-06,2.004149663911432e-06,3.452052189204054e-10,3.2699906631804084e-08,2.72745233656869e-07,9.210287640464115e-08,2.56135281728258e-09,2.303957616533695e-08,4.193686133827185e-11,1.5735543207580813e-13,1.7525355274135318e-13,1.5734112659058239e-12,7.911752977154876e-14,4.049959340589059e-13,1.571724889807065e-09,1.5840388721723918e-22,3.6862105343903465e-20,1.2405267453381165e-19,9.939340501179697e-28,2.245108427166972e-13,2.2003576630726618e-13,-4.0260244374687814e-19,2.9705597775116964e-19,1.0366296707070431e-17,9.412866955646478e-15,3.4525134389513883e-12,1.8137411944170582e-27,6.921493206803172e-23,4.3824371104001987e-29,3.7413854966534044e-33,2.9239569422381413e-22,1.089664355882319e-18,1.3647625552614912e-27,1.141715001574735e-30,1.6599356183481716e-26,3.5005511108417046e-15,7.975415406892828e-29,4.2604487269065906e-33,4.3200563864515446e-29,4.3621329519915566e-13,6.67233646563664e-19,-5.104882656486359e-22,5.104881244605496e-22,4.537074750344878e-26,2.999069882101883e-24,1.296903032876627e-43
2.1308896170122816e-07,0.7503004790357476,3.76,0.0,0.9248156307778292,0.9999979346577492,1.3931997580308998e-08,1.7315332811936846e-21,3.1993499791553657e-15,2.5481018820681904e-06,2.026727830456739e-06,3.4974452152731507e-10,3.330665028157224e-08,2.747528984415277e-07,9.394611575487132e-08,2.6208807781430204e-09,2.3405371870021384e-08,4.247107575927536e-11,1.6187540162663443e-13,1.8223260503075805e-13,1.6285324510841502e-12,8.098072726208644e-14,4.1706807398256094e-13,1.6070072511705902e-09,1.6472210749285321e-22,3.848868978707782e-20,1.3127335730059391e-19,1.0747359485416475e-27,2.2506279368550495e-13,2.2079500887056755e-13,5.967661750566175e-19,3.056526194303246e-19,-1.4434591465220712e-17,9.449014547624348e-15,3.4996717153301298e-12,1.9492084389608197e-27,7.254796934423213e-23,4.594002521659174e-29,3.940073830539006e-33,3.0285146666158527e-22,1.0971713992870897e-18,1.2775840653282117e-27,-2.5534395979012353e-30,1.7145960728785534e-26,3.5483202416559673e-15,-1.7824727391332073e-28,4.578355615987116e-33,4.5284030757238986e-29,4.4286886326172637e-13,6.980012757888557e-19,1.1408910214290322e-21,-1.1408907054600387e-21,4.688104970695575e-26,3.0401174431526454e-24,1.3658535708916644e-43
2.1546682529506047e-07,0.7503004796315768,3.76,0.0,0.9248156010167571,0.9999979113073307,1.436211763528251e-08,1.767574163575953e-21,3.2390730701560744e-15,2.5777974366643205e-06,2.0493049144677895e-06,3.5428801136052155e-10,3.391600332146985e-08,2.767430024475449e-07,9.580281425064674e-08,2.681113896551987e-09,2.3771266417133895e-08,4.300602108350439e-11,1.6646835382222312e-13,1.8940579616403106e-13,1.684953070796497e-12,8.286335036779331e-14,4.293717328749419e-13,1.6426724025847535e-09,1.7121641935275686e-22,4.017038840776173e-20,1.388239951801596e-19,1.1612955105951579e-27,2.2563372734567262e-13,2.215163030600504e-13,-8.0063736847525e-19,3.1438949750501747e-19,2.0247187481669532e-17,9.474845470129255e-15,3.5470222328966753e-12,2.093866829963825e-27,7.600246018376698e-23,4.813293057852208e-29,4.1472699460829685e-33,3.1366606602221274e-22,1.0955224501106732e-18,1.830382982991296e-27,5.769067933897112e-30,1.7705787826556648e-26,3.596207188962844e-15,3.9851847832333665e-28,4.916051297444136e-33,4.744386526024574e-29,4.495408873448311e-13,7.297934192612185e-19,-2.5497791232946233e-21,2.549778416844176e-21,4.844197910866086e-26,3.0813443123007464e-24,1.437824788951648e-43
2.1784468888889277e-07,0.7503004802275103,3.76,0.0,0.9248155712292631,0.9999978879520577,1.4800051956547895e-08,1.803869327443916e-21,3.2788305299312066e-15,2.6075186987173605e-06,2.0718809101234284e-06,3.588356315320341e-10,3.452789249484737e-08,2.7871571171863387e-07,9.767285423980142e-08,2.7420528709309403e-09,2.4137216342070777e-08,4.35416566832952e-11,1.7113452873336629e-13,1.9677618188832955e-13,1.7426894097846605e-12,8.47834702450629e-14,4.419692767229527e-13,1.6787200549389476e-09,1.7788953151111975e-22,4.1908512460582715e-20,1.4671551909869858e-19,1.2536542004112309e-27,2.2621892197086703e-13,2.2223359934222148e-13,-5.981983470463851e-19,3.232670940175563e-19,1.5224287414832477e-17,9.506176619392182e-15,3.594539958699123e-12,2.248264844631035e-27,7.958141336295305e-23,5.040508910725049e-29,4.363270620378357e-33,3.2475000346633927e-22,1.0997527397152391e-18,1.8924030387094895e-27,6.901472870725268e-30,1.8276472122664987e-26,3.644311960189899e-15,1.744185811683157e-28,5.274513324377345e-33,4.9681494601379933e-29,4.562296798017012e-13,7.626306815316488e-19,-9.604799094740674e-22,9.604794873812234e-22,5.0035616119411516e-26,3.1227120400070114e-24,1.5129192918247072e-43
2.2022255248272507e-07,0.750300480823549,3.76,0.0,0.9248155414154317,0.999997864591977,1.524583250302525e-08,1.8404089999479557e-21,3.318621042253742e-15,2.637265583436611e-06,2.0944558116573136e-06,3.633873186957143e-10,3.51422452829825e-08,2.8067119071944174e-07,9.955611915290057e-08,2.8036983744889703e-09,2.4503179130139818e-08,4.407796536093147e-11,1.758741646872203e-13,2.0434682685451502e-13,1.8017577881263388e-12,8.67301178077792e-14,4.548281903174884e-13,1.715149919228048e-09,1.8474425475020894e-22,4.370438667919331e-20,1.5495908035737067e-19,1.3526347353640366e-27,2.2680514621053157e-13,2.2299036405770037e-13,-1.1385369628601815e-18,3.32285887765194e-19,2.8635618215907254e-17,9.536624440066626e-15,3.6421923857124886e-12,2.4129637016457248e-27,8.328790794585145e-23,5.275842866000587e-29,4.5883569715973006e-33,3.361278123048592e-22,1.1014788899894407e-18,2.8196530256499768e-27,1.5869058314941932e-29,1.8857768634828783e-26,3.692527861904862e-15,9.754511113947927e-28,5.65475462673434e-33,5.19990623814347e-29,4.629353198820427e-13,7.9653378648242e-19,-5.8282289946294146e-21,5.8282269663651706e-21,5.1674088629677426e-26,3.1641998365572286e-24,1.5912455911821703e-43
2.2260041607655737e-07,0.7503004814196935,3.76,0.0,0.9248155115753468,0.999997841227136,1.569949039512179e-08,1.8771933977496382e-21,3.3584459038562293e-15,2.667038005591883e-06,2.1170296133580666e-06,3.6794306647792353e-10,3.575898994750621e-08,2.8260960240284813e-07,1.014524935367491e-07,2.866051041513468e-09,2.486911322753464e-08,4.4614967852131165e-11,1.8068749625387705e-13,2.1212080482595962e-13,1.8621745611789406e-12,8.87177946113019e-14,4.679985677238198e-13,1.7519617065537215e-09,1.917833541964988e-22,4.555936837975684e-20,1.6356605163782572e-19,1.4567913818756948e-27,2.273908295467576e-13,2.237783605744349e-13,6.734062783187771e-19,3.4144635020666187e-19,-1.6331591366464486e-17,9.57687917426379e-15,3.689992604761843e-12,2.5885299112434373e-27,8.712501260016873e-23,5.519496310392588e-29,4.822834070815727e-33,3.4770316089046256e-22,1.1121188208173523e-18,1.4784670330492027e-27,-1.464882800383909e-29,1.9447816570980837e-26,3.740965414753727e-15,-1.214957151171792e-27,6.0578272483084966e-33,5.439818443064485e-29,4.696575881567144e-13,8.315235731705832e-19,8.432581708305772e-21,-8.43258003289347e-21,5.332582775457432e-26,3.2058076172641935e-24,1.6728931776583275e-43
2.2497827967038968e-07,0.750300482015945,3.76,0.0,0.9248154817090938,0.9999978178575804,1.6161055708392046e-08,1.914226788821955e-21,3.3983067200816893e-15,2.696835879544676e-06,2.1396023095691037e-06,3.725029009181668e-10,3.6378055463985144e-08,2.8453110820582823e-07,1.0336186301742287e-07,2.929111501779263e-09,2.5234978036305904e-08,4.5152687741379824e-11,1.8557475424069971e-13,2.2010119957791544e-13,1.923956119555944e-12,9.072171880232946e-14,4.814018379159613e-13,1.789155128125576e-09,1.99009683139209e-22,4.7474843650764826e-20,1.7254802946557881e-19,1.5690552407696326e-27,2.279848649570127e-13,2.2456055495979146e-13,-7.1508082865403745e-19,3.507489454964519e-19,1.8129009704163988e-17,9.605416554546322e-15,3.737968288175919e-12,2.7755622402816467e-27,9.109598773211578e-23,5.771666798219401e-29,5.066989890710961e-33,3.5964385395778906e-22,1.1108461285702222e-18,4.586966866097105e-27,3.234772301309052e-29,2.005012705951366e-26,3.78947841808484e-15,2.7785388086039787e-27,6.484818840302594e-33,5.688152545682342e-29,4.763962767564068e-13,8.676209937567815e-19,-1.722205655686064e-20,1.7222051232380933e-20,5.501555557570537e-26,3.2475821064578464e-24,1.75798791277301e-43
2.2735614326422198e-07,0.7503004826123036,3.76,0.0,0.9248154518167581,0.9999977944833565,1.6630557792176122e-08,1.951507783985813e-21,3.438203270564688e-15,2.726659119327557e-06,2.162173894687888e-06,3.770668219692122e-10,3.699937162246244e-08,2.8643586801670996e-07,1.0528411433632258e-07,2.9928804098706547e-09,2.5600733887403182e-08,4.569112119977243e-11,1.905361671493082e-13,2.282911051996832e-13,1.9871188889950242e-12,9.277213507391404e-14,4.951396227164332e-13,1.8267298952618111e-09,2.064260064107073e-22,4.945221098353616e-20,1.8191683641038723e-19,1.6840518205951042e-27,2.285921199645793e-13,2.253260397342093e-13,1.2418110324514495e-18,3.60194133501509e-19,-3.04355705080468e-17,9.645120522446856e-15,3.786132851276731e-12,2.974693771315855e-27,9.520402952746683e-23,6.032570441480218e-29,5.321157396693603e-33,3.718401368109722e-22,1.1218420519006067e-18,-1.7036968264633803e-27,-7.424922192985569e-29,2.06628534165005e-26,3.83828609588211e-15,-5.741520021452042e-27,6.936854396960782e-33,5.945040691057335e-29,4.831514131413933e-13,9.048471133166315e-19,3.730197465260703e-20,-3.730196489490858e-20,5.67106462885239e-26,3.2895102100824324e-24,1.846636895587298e-43
2.2973400685805428e-07,0.7503004832087706,3.76,0.0,0.9248154218984249,0.9999977711045094,1.7108024882340458e-08,1.9890288357187212e-21,3.4781341354346695e-15,2.7565076386760993e-06,2.184744363165078e-06,3.816347914123655e-10,3.762286890844985e-08,2.883240401820617e-07,1.0721913526617456e-07,3.057358434568641e-09,2.5966342011388383e-08,4.623024764002127e-11,1.9557196197333981e-13,2.366936254652825e-13,2.051679330120362e-12,9.483191588752812e-14,5.090937709818478e-13,1.864685719389853e-09,2.1403518495401734e-22,5.149287543587332e-20,1.9168452203858344e-19,1.815184326054338e-27,2.2920775868800753e-13,2.2609847608195135e-13,-1.5530461086259895e-18,3.6978237137661264e-19,3.89281007737039e-17,9.668138834212806e-15,3.834463073881581e-12,3.186597058069217e-27,9.945253424704034e-23,6.302409411304082e-29,5.5856324649707894e-33,3.8449707976095013e-22,1.1152597439770444e-18,1.1767019923583047e-26,1.5339912993011055e-28,2.1289962285693625e-26,3.887110498699863e-15,1.2160459416239424e-26,7.415094837921147e-33,6.210781424909953e-29,4.899231427628997e-13,9.432231091583156e-19,-7.760365354284986e-20,7.76036318639014e-20,5.847681192562894e-26,3.331602186609054e-24,1.9389913121698874e-43
2.3211187045188658e-07,0.7503004838053468,3.76,0.0,0.9248153919541805,0.9999977477210846,1.759348451577816e-08,2.02678515345659e-21,3.5180990636434944e-15,2.7863813509701577e-06,2.2073137095077023e-06,3.862067783213723e-10,3.8248478694911104e-08,2.9019578145529645e-07,1.0916681475062395e-07,3.1225462246868705e-09,2.6331764584718812e-08,4.677006461613525e-11,2.006823633339755e-13,2.453118736218518e-13,2.117653940687921e-12,9.693892753756795e-14,5.233910559438168e-13,1.9030223120553586e-09,2.218400066361097e-22,5.3598261373882293e-20,2.0186337997620369e-19,1.9533932773868744e-27,2.298268764215507e-13,2.2689102728188267e-13,-8.373257880448193e-19,3.7951411169619057e-19,2.1166798724970446e-17,9.704592968732864e-15,3.8829571468228645e-12,3.411956081874268e-27,1.03844740461649e-22,6.581405632980049e-29,5.8607660602497145e-33,3.9741391188356165e-22,1.121806945804845e-18,9.339329703140078e-27,1.5553629034040098e-28,2.1927590224881027e-26,3.936209241833582e-15,5.770149771901481e-27,7.920745269675814e-33,6.485491336933016e-29,4.967114445797151e-13,9.827702758748366e-19,-3.344482152385588e-20,3.3444808836151663e-20,6.027689337699735e-26,3.3738244174324855e-24,2.0351523689397286e-43
2.3448973404571889e-07,0.7503004844020326,3.76,0.0,0.9248153619841106,0.9999977243331266,1.8086963388610848e-08,2.064774271507103e-21,3.558098153765366e-15,2.8162801693346233e-06,2.2298819282615143e-06,3.907827669821316e-10,3.887613284845358e-08,2.9205124750895626e-07,1.1112704247859425e-07,3.1884444231148496e-09,2.669696443616987e-08,4.731057432024615e-11,2.0586759367897766e-13,2.541489697742731e-13,2.1850592439155582e-12,9.907136893857725e-14,5.379631011931689e-13,1.9417393848857953e-09,2.2984332601076317e-22,5.576981107423307e-20,2.1246587226527132e-19,2.1084382103076266e-27,2.304490675635983e-13,2.2770252319165123e-13,-1.4226425697807195e-18,3.8938980286122935e-19,3.5694485075112846e-17,9.737241122702135e-15,3.931615042600922e-12,3.651479694637725e-27,1.083840343091482e-22,6.869767775098202e-29,6.146875544692459e-33,4.1065300051093864e-22,1.1236460349684814e-18,2.251534798842194e-26,2.651789135419532e-28,2.257679318710626e-26,3.98543118347386e-15,1.885641066984712e-26,8.4550402239733e-33,6.769426687995064e-29,5.035162706926251e-13,1.0235099868696962e-18,-1.128762503300065e-19,1.1287621144491536e-19,6.212770853216386e-26,3.4161946870062895e-24,2.135250470444576e-43
2.368675976395512e-07,0.7503004849988287,3.76,0.0,0.9248153319883025,0.9999977009406794,1.858848736663438e-08,2.1029949357724883e-21,3.598131571729886e-15,2.8462040065359193e-06,2.2524490140299976e-06,3.953627512125403e-10,3.950576410765891e-08,2.9389059239013085e-07,1.1309970931966344e-07,3.2550536700480417e-09,2.7061905359854603e-08,4.785177947698616e-11,2.1112787258895165e-13,2.6320804433182243e-13,2.2539118011430867e-12,1.0124779623581966e-13,5.528733525442848e-13,1.9808366496321513e-09,2.3804797575223753e-22,5.800898995849041e-20,2.23504715210012e-19,2.254187420859419e-27,2.310767988599427e-13,2.2852416241346754e-13,6.847956065613567e-19,3.9940988777889903e-19,-1.6606226785815948e-17,9.779949984298405e-15,3.980448094135978e-12,3.905906169498654e-27,1.1307376215463472e-22,7.167715720816462e-29,6.444311382028693e-33,4.241262065541756e-22,1.1355173021388497e-18,-2.405023893235051e-27,-1.9122276580888437e-28,2.3235446012588056e-26,4.03491328315142e-15,-1.884825865287602e-26,9.01926123330769e-33,7.062763370420932e-29,5.103375795101663e-13,1.0654637330031014e-18,1.3322225064294245e-19,-1.3322222623695413e-19,6.399235704269025e-26,3.458708610881314e-24,2.239397899869829e-43
2.392454612333835e-07,0.7503004855957366,3.76,0.0,0.9248153019668425,0.9999976775437868,1.9098081163237042e-08,2.141445449766159e-21,3.638199314308112e-15,2.876152774992221e-06,2.2750149614766138e-06,3.9994672348793627e-10,4.013730603797934e-08,2.957139684445616e-07,1.1508470732202534e-07,3.3223746058204946e-09,2.7426552141843774e-08,4.839368023912596e-11,2.1646341706271106e-13,2.724922384036589e-13,2.3242282135806297e-12,1.0343974465047347e-13,5.680316346626535e-13,2.0203138181762807e-09,2.4645682635270027e-22,6.031728433756726e-20,2.3499289413630947e-19,2.4294037026587505e-27,2.3171200868825044e-13,2.2935014795011085e-13,-7.900059478445859e-19,4.095748044428474e-19,1.9996585148933244e-17,9.810036202697247e-15,4.029458081697925e-12,4.176015400338213e-27,1.1791744724956748e-22,7.47546410730187e-29,6.753404981588984e-33,4.380015664836185e-22,1.1341281171836512e-18,4.2916296952249807e-26,4.31719204433177e-28,2.390658877293275e-26,4.084460285076687e-15,4.195672620155346e-26,9.614735365481184e-33,7.365783014756983e-29,5.171753530368541e-13,1.1086531269608408e-18,-2.5725172846794533e-19,2.57251646319253e-19,6.589919532555457e-26,3.5013913495141085e-24,2.3477411747967143e-43
