Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27)
3.3732918396158033e-16,0.9034178284713099,3.76,0.0,0.7707274926339938,0.9999999999999079,8.493525244705044e-32,1.2380065571217495e-41,1.7864346034128005e-27,2.2135421124084155e-13,9.207165298271402e-14,1.3970627832937882e-25,6.396170836262888e-23,1.2928255784738128e-13,8.189516614071961e-18,1.1816631516428924e-24,9.172749547921844e-19,3.1785510082307983e-25,2.904651784619145e-29,1.0182657991928447e-35,2.711552275622171e-31,4.1427580327016294e-36,8.950005249538515e-35,6.662367606053174e-25,3.59634405001241e-49,3.5973221205262e-48,1.5864143208184135e-56,1.0061749142005514e-72,8.189342328532881e-18,1.4632062460939504e-25,5.252323474592236e-40,4.3974826853750837e-41,7.894932755324881e-39,2.1588934596461392e-33,9.298143057720888e-35,4.069627106380017e-62,4.378752201483807e-59
6.749514428006251e-16,0.9034178284713311,3.76,0.0,0.7707274926337722,0.9999999999998157,6.799984699933872e-31,9.911583858329916e-41,7.150393908905509e-27,4.4290073752093123e-13,1.8422329870436148e-13,5.591891859769132e-25,2.560135221927384e-22,2.586774371725142e-13,1.6386496875899337e-17,4.7297321555224235e-24,1.835473144938393e-18,1.2722487160262217e-24,1.162618100697203e-28,8.152319155320471e-35,1.0853644834697625e-30,3.31672538245857e-35,7.165446008125348e-34,2.666683304133874e-24,5.758837111816677e-48,5.761751748146564e-47,5.0820341024556414e-55,6.4466764210923636e-71,1.6385799279542898e-17,5.85663800159282e-25,4.205052777308067e-39,3.520660309039728e-40,6.320745749518736e-38,1.728426777605682e-32,7.444231113101764e-34,1.3038884060352586e-60,1.4033395888232715e-57
1.3501959604787148e-15,0.9034178284713735,3.76,0.0,0.7707274926333291,0.9999999999996314,5.4420544366155485e-30,7.93228548802534e-40,2.861088875330815e-26,8.859937911213543e-13,3.6852659012035454e-13,2.2374850222445695e-24,1.024387559582111e-21,5.174671944226361e-13,3.278150340169816e-17,1.892508975086164e-23,3.672248583612848e-18,5.0906517121692034e-24,4.6519900860538565e-28,6.524333513138486e-34,4.343167161193967e-30,2.6543882978033406e-34,5.734534221961978e-33,1.0670206721235261e-23,9.217884504256843e-47,9.223634779028883e-46,1.6271328054045822e-53,4.1281672198820516e-69,3.277871210761978e-17,2.343417896361404e-24,3.365320799617679e-38,2.8175987327679816e-39,5.058516143778839e-37,1.3832656222356016e-31,5.9577481790817466e-33,4.175016888109548e-59,4.494111780964645e-56
2.700684995834894e-15,0.9034178284714579,3.76,0.0,0.7707274926324429,0.9999999999992628,4.3544703832221875e-29,6.347043293665028e-39,1.1446217969070029e-25,1.772179902483177e-12,7.371331728431332e-13,8.951396257132998e-24,4.098217261491401e-21,1.0350467033223047e-12,6.557570046182679e-17,7.571268522103325e-23,7.347315694455121e-18,2.0365919020524525e-23,1.8611015967019403e-27,5.220458337613046e-33,1.7377860927037233e-29,2.1239138866756745e-33,4.5884981478756886e-32,4.2687774817015473e-23,1.4751592686362232e-45,1.4761682182648782e-44,5.208236385815424e-52,2.6427646570496732e-67,6.556453346800156e-17,9.375196193701249e-24,2.6927688719806565e-37,2.2545078541132106e-38,4.047579144838128e-36,1.1068208974174868e-30,4.767265099453261e-32,1.336417217791213e-57,1.438664059446707e-54
5.401663066547252e-15,0.9034178284716271,3.76,0.0,0.7707274926306704,0.9999999999985256,3.4839070540238024e-28,5.078132304027397e-38,4.578859370791809e-25,3.544552141850725e-12,1.4743463378518613e-12,3.580849280402573e-23,1.6394203079543616e-20,2.0702056987193425e-12,1.3118083061584607e-16,3.028754127127231e-22,1.4703514849834785e-17,8.14702849264995e-23,7.445033414360033e-27,4.1767633867879854e-32,6.953601607466018e-29,1.699292370790249e-32,3.671146252383474e-31,1.7076499558608828e-22,2.360486859808565e-44,2.362178443328933e-43,1.6668614515089195e-50,1.6916095665486945e-65,1.311361590056819e-16,3.7503826204335625e-23,2.1544211194277645e-36,1.8037787802826763e-37,3.2383670373324515e-35,8.855379662368985e-30,3.814432415415005e-31,4.277192992954005e-56,4.604602750618256e-53
1.0803619207971968e-14,0.9034178284719653,3.76,0.0,0.7707274926271256,0.9999999999970511,2.7872579149271828e-27,4.062723571219701e-37,1.8316179180658034e-24,7.089296687161435e-12,2.9487726661219982e-12,1.432397488279234e-22,6.557947961827419e-20,4.140523599904225e-12,2.6245803505603633e-16,1.2115511373683755e-21,2.944017289314791e-17,3.25894230095507e-22,2.978151463441272e-26,3.3415695061557956e-31,2.7830670863314323e-28,1.3594983164064122e-31,2.9370551249508116e-30,6.830877716839047e-22,3.776944777220855e-43,3.779732719262708e-42,5.334317618266312e-49,1.0827122391968071e-63,2.6227934134874696e-16,1.5002132385916416e-22,1.723621079963111e-35,1.4430935171318604e-36,2.5908106397411715e-34,7.084594812928565e-29,3.052103950560346e-30,1.3688063095709098e-54,1.4736135394441648e-51
2.1607531490821403e-14,0.9034178284726418,3.76,0.0,0.7707274926200358,0.9999999999941023,2.2298591870987855e-26,3.250295790288466e-36,7.32661785811807e-24,1.41787860440853e-11,5.897625315672996e-12,5.729702455696988e-22,2.6232324627177187e-19,8.28115904383724e-12,5.252802204418541e-16,4.846304653102171e-21,5.901052789217585e-17,1.3036020794634306e-21,1.1912983556389785e-25,2.673319287824141e-30,1.1144601172731635e-27,1.0876242805201474e-30,2.3496977858125153e-29,2.7324066321151908e-21,6.043180820860904e-42,6.047769344349317e-41,1.7070391724585017e-47,6.9296883222400714e-62,5.24565431105994e-16,6.0009682146167105e-22,1.37893337267667e-34,1.1545053962825238e-35,2.0726881406572543e-33,5.667738003206085e-28,2.4424021603680394e-29,4.380342865411901e-53,4.715789693043146e-50
4.321535605652027e-14,0.9034178284739945,3.76,0.0,0.7707274926058563,0.9999999999882045,1.7839084041211336e-25,2.60033114991774e-35,2.93067465564836e-23,2.8357765823142745e-11,1.1795330586817888e-11,2.291901041622887e-21,1.0493035856071616e-18,1.6562428497956555e-11,1.0519956970498818e-15,1.9385427852099984e-20,1.18539393397331e-16,5.2144504591591686e-21,4.765350165746019e-25,2.1386811637809293e-29,4.467570985593045e-27,8.701094495855782e-30,1.879777199527449e-28,1.0929737345896157e-20,9.66894156728174e-41,9.676586131940411e-40,5.465033139435095e-46,4.4554725177167334e-60,1.0491365109073511e-15,2.400406239917891e-21,1.1031658361794934e-33,9.236203655771378e-35,1.6581548822415996e-32,4.534128413584479e-27,1.9550025598688084e-28,1.4017318606126952e-51,1.7193832855332176e-48
8.643100518791801e-14,0.9034178284767,3.76,0.0,0.7707274925774973,0.9999999999764091,1.4271350044848204e-24,2.0803791169877058e-34,1.1722739847416835e-22,5.671572964209616e-11,2.359074101727924e-11,9.167624754445025e-21,4.1972351021853656e-18,3.31249616712104e-11,2.1097110721286504e-15,7.75422021345072e-20,2.3914974529597755e-16,2.0857820701541497e-20,1.9062363766085633e-24,1.7109556405371579e-28,1.7947856600961577e-26,6.960912082816827e-29,1.503825342036835e-27,4.3719168824938083e-20,1.546953848665291e-39,1.5482654025125752e-38,1.748848364714795e-44,2.8519155218401188e-58,2.0982742716766754e-15,9.601630082648342e-21,8.8254757881534e-33,7.3890881612951764e-34,1.326507282852796e-31,3.627138985152274e-26,1.5657034404859888e-27,4.485556895609813e-50,5.523120104611818e-47
1.7286230345071347e-13,0.9034178284821114,3.76,0.0,0.7707274925207792,0.9999999999528182,1.141711091041451e-23,1.664471194899164e-33,4.689093143822364e-22,1.1343167432335377e-10,4.718156143088807e-11,3.667038394784952e-20,1.6788978397320017e-17,6.62500050777958e-11,4.242279497874205e-15,3.1017036794439124e-19,4.86580923526144e-16,8.343079719834774e-20,7.625657817602061e-24,1.3687694619040538e-27,7.241146504698354e-26,5.568738477051567e-28,1.2030552970853228e-26,1.7487709662739617e-19,2.474856812598717e-38,2.4772314114786563e-37,5.5963330801073556e-43,1.825425820034614e-56,4.196532198035036e-15,3.8406268296682444e-20,7.060556331612209e-32,5.911418279089194e-33,1.0611697852101056e-30,2.9014234048997913e-25,1.2552734527727282e-26,1.4353670519212497e-48,1.7676222305610605e-45
3.457248999763044e-13,0.9034178284929337,3.76,0.0,0.7707274924073431,0.9999999999056363,9.133697477638302e-23,1.331839668039731e-32,1.875627866489935e-21,2.268636318592462e-10,9.436320046884911e-11,1.4668005570726857e-19,6.71559613182552e-17,1.3250000013141212e-10,8.575966956814862e-15,1.240689214093397e-18,1.0062851047543532e-15,3.337180309906337e-19,3.0508213376381434e-23,1.0950186143593877e-26,2.9460508926415384e-25,4.454985052049423e-27,9.624319920451716e-26,6.995090887174926e-19,3.958890390397761e-37,3.963567575104401e-36,1.790825410779127e-41,1.1685167959851236e-54,8.392977671256731e-15,1.5362247092618242e-19,5.648701004478858e-31,4.7293499328986784e-32,8.488743894921728e-30,2.320668068134822e-24,1.0085501440781512e-25,4.593069987688724e-47,5.656454410352276e-44
5.185874965018953e-13,0.9034178285037561,3.76,0.0,0.7707274922939068,0.9999999998584543,2.611671710026233e-22,3.808731598652196e-32,3.985693411797558e-21,3.4029565756848993e-10,1.4154483771755235e-10,3.1169278716163094e-19,1.427064158896934e-16,1.9874990342560863e-10,1.2978204928311046e-14,2.6364746201968833e-18,1.5508310377867395e-15,7.091428876915307e-19,6.483944498650046e-23,3.1311464903671345e-26,6.3440430071524075e-25,1.2738457766089936e-26,2.751933882765578e-25,1.4864570958400637e-18,1.4570685689913034e-36,1.4939213866449823e-35,8.328411699517619e-41,6.506163318737171e-54,1.258935276621311e-14,3.264437647031758e-19,1.6152167193606912e-30,1.3523512211727248e-31,2.4271481566254693e-29,6.634884215164056e-24,2.8909347289167954e-25,2.148727425966838e-46,2.51595850168548e-43
8.643126895530771e-13,0.9034178285254006,3.76,0.0,0.7707274920670342,0.9999999997640904,1.2002278784408555e-21,1.7510809824476508e-31,1.1019150653373114e-20,5.671599816801749e-10,2.3590810505791893e-10,8.617217398000575e-19,3.945410138957512e-16,3.312493429773999e-10,2.2056882162308607e-14,7.289144033964983e-18,2.739289327363219e-15,1.960513789367613e-18,1.793257137487334e-22,1.438981634474396e-25,1.8104592890387748e-24,5.85409682119154e-26,1.2646563982878387e-24,4.109616187077721e-18,1.1207696575843577e-35,1.2030954164078508e-34,1.13694762388091e-39,1.5319038293718274e-52,2.0981821452873152e-14,9.024920306180436e-19,7.423503534749842e-30,6.2155686463055805e-31,1.1152846223773806e-28,3.04806696954069e-23,1.338435383793598e-24,3.138176165747379e-45,4.013205892874068e-42
1e-12,0.903417828544881,3.76,0.0,0.7707274919779928,0.9999999997270552,1.8549906179359993e-21,2.706833752866383e-31,1.4770546085581542e-20,6.561978759453856e-10,2.7294300253186514e-10,1.155085068243334e-18,5.288619074247783e-16,3.8325147719309884e-10,2.571659095775561e-14,9.770759105249169e-18,3.2407266600579607e-15,2.627938702031378e-18,2.404129152020391e-22,2.2240172607519338e-25,2.4585187031448184e-24,9.047674840129939e-26,1.954549580997069e-24,5.508729933993607e-18,1.9779380744854536e-35,2.1824248798009334e-34,2.3170316731546123e-39,3.468368304135855e-52,2.427552768691455e-14,1.2097294724756397e-18,1.1473564034995495e-29,9.606793026963805e-31,1.7236293537499348e-28,4.7102942661699103e-23,2.0739676480516318e-24,6.669240458349016e-45,8.728449038294807e-42
1.1754653632991409e-12,0.903417828544881,3.76,0.0,0.7707274918628484,0.9999999996791628,2.701703413567668e-21,3.9427747302010577e-31,1.9621699522281693e-20,7.713380936501723e-10,3.2083503988309847e-10,1.534450705563416e-18,7.025602754159061e-16,4.5049854209868254e-10,3.0449178929667416e-14,1.2979883736117539e-17,3.889165216789855e-15,3.491025709871032e-18,3.1940842304007636e-22,3.239193705136094e-25,3.2965630284468985e-24,1.317748127133911e-25,2.84669165045778e-24,7.318007464005888e-18,3.086393737617888e-35,3.4488542866321527e-34,3.8430688224452174e-39,5.972526146613423e-52,2.8534815891929044e-14,1.6070365543027918e-18,1.6710939105062114e-29,1.3992187770371768e-30,2.5103162513663382e-28,6.859819638351902e-23,3.0251283390637845e-24,1.1235470542011355e-44,1.4826011506221201e-41
1.4866180370452046e-12,0.9034178285643613,3.76,0.0,0.7707274916586625,0.999999999594235,5.1063980609622e-21,7.454024860703254e-31,3.062952305546462e-20,9.75516438770726e-10,4.057619685890409e-10,2.3952669542956573e-18,1.096705858199648e-15,5.697474274078343e-10,3.907591476469442e-14,2.0261903267593706e-17,5.123997795152196e-15,5.4494322714810835e-18,4.987327683112832e-22,6.122379263421449e-25,5.261967851036354e-24,2.490623139223173e-25,5.380357558025951e-24,1.1423510202098653e-17,6.950364953097088e-35,7.85514024774525e-34,1.0318646625715773e-38,1.8624833212117252e-51,3.6087569663575925e-14,2.508552498429012e-18,3.1586162752802e-29,2.6448239772274754e-30,4.744307392747743e-28,1.2962831505005657e-22,5.742119185325654e-24,2.968982122621551e-44,3.8825416276162073e-41
1.7977707107912683e-12,0.9034178285838416,3.76,0.0,0.7707274914544764,0.9999999995093072,8.535154713674758e-21,1.2462521721510447e-30,4.3909339393890836e-20,1.1796950041265444e-09,4.906888915147087e-10,3.4337453425782587e-18,1.572206739307425e-15,6.889960162889351e-10,4.792410260634086e-14,2.904707831784427e-17,6.439080554787957e-15,7.812009833195566e-18,7.151557041245377e-22,1.023347104270228e-24,7.706835553707327e-24,4.162971857066742e-25,8.992947073892209e-24,1.6376429110363423e-17,1.3356750888192368e-34,1.5406713151271622e-33,2.2911826166103808e-38,4.651585384788296e-51,4.3640096106363434e-14,3.596118367103031e-18,5.279725163682125e-29,4.421071952592168e-30,7.929378669064426e-28,2.166271633093085e-22,9.635774818581283e-24,6.725895452534092e-44,8.933515627916806e-41
2.4200760582833956e-12,0.9034178286228022,3.76,0.0,0.7707274910461036,0.9999999993394513,1.8221603341429728e-20,2.6620727274090074e-30,7.565008274201296e-20,1.5880526370802306e-09,6.605427241842142e-10,5.915839359758013e-18,2.708737360588212e-15,9.274925180546236e-10,6.612549396370671e-14,5.004541359529828e-17,9.252253937970813e-15,1.345880940324196e-17,1.2327167429132658e-21,2.184793714469445e-24,1.3786630452281476e-23,8.887435461657669e-25,1.919851828322228e-23,2.8214781983036007e-17,3.453537940124728e-34,4.216510382963378e-33,7.356800561853921e-38,1.7513085093207816e-50,5.874463059297898e-14,6.195503347856211e-18,1.127236444651089e-28,9.439860409818886e-30,1.692641111945921e-27,4.623301829304552e-22,2.070287925950333e-23,2.3506867765081248e-43,3.254187613478661e-40
3.042381405775523e-12,0.9034178286617628,3.76,0.0,0.77072749063773,0.9999999991695954,3.3134039414605335e-20,4.843299059853682e-30,1.1578866500537112e-19,1.9964110841118557e-09,8.303965354874149e-10,9.054592405422592e-18,4.145989096821243e-15,1.1659879241080406e-09,8.514545752268458e-14,7.660021795760924e-17,1.2362061151283811e-14,2.059941395734363e-17,1.887702144842294e-21,3.972916798236725e-24,2.1891750554352534e-23,1.6160777045900773e-24,3.4909737528601814e-23,4.318552419808338e-17,7.312697945785876e-34,9.303188684956192e-33,1.8494390035955158e-37,4.961460306529636e-50,7.384832483883889e-14,9.482516432969841e-18,2.049886313872434e-28,1.716797554645056e-29,3.077556630623932e-27,8.404500139459029e-22,3.787169012026388e-23,6.121919093095547e-43,8.710027370388725e-40
3.6646867532676505e-12,0.9034178287007233,3.76,0.0,0.7707274902293556,0.9999999989997388,5.481020000806281e-20,8.016229225427087e-30,1.648943874605646e-19,2.4047704004374477e-09,1.0002503239750376e-09,1.2894500999054784e-17,5.904358202629472e-15,1.4044821601348319e-09,1.0503951142657954e-13,1.090885337199503e-16,1.5788619311791647e-14,2.933500054455093e-17,2.6896332362066435e-21,6.5721290236103054e-24,3.2334337814763574e-23,2.6732979709713317e-24,5.774636547192083e-23,6.150111380632145e-17,1.3832475260261601e-33,1.8178918978086516e-32,4.072319497335264e-37,1.2192852552238701e-49,8.89511219008756e-14,1.3503725447740334e-17,3.391129260921367e-28,2.8403823730455067e-29,5.090328781850166e-27,1.389852827224352e-21,6.302658311043683e-23,1.3835498478155683e-42,2.0124138592015183e-39
4.9092974482519055e-12,0.9034178287786445,3.76,0.0,0.770727489412604,0.9999999986600251,1.2642973872787738e-19,1.8515122820766467e-29,2.9051058599586467e-19,3.2214916899479402e-09,1.339957831217618e-09,2.2717017306341483e-17,1.0402536961642012e-14,1.8814670562126467e-09,1.4749912047592648e-13,1.922010724520677e-16,2.360981863366387e-14,5.168006930577251e-17,4.7438782299244056e-21,1.5160397628906032e-23,6.146978307821245e-23,6.166392472010513e-24,1.33195831721398e-22,1.0835528376332159e-16,4.1898287395722804e-33,5.727876629280811e-32,1.7244401467859598e-36,7.025143785279348e-49,1.1915397422947424e-13,2.3789637776674407e-17,7.8235107863170925e-28,6.554604226330623e-29,1.1738601826747852e-26,3.2035571238899435e-21,1.4756673849427301e-22,5.962690551562646e-42,8.756346367158646e-39
6.1539081432361604e-12,0.9034178288565656,3.76,0.0,0.7707274885958487,0.99999999832031,2.428734793541616e-19,3.561073978969356e-29,4.525506775471272e-19,4.038216510887857e-09,1.6796652457728825e-09,3.5387295029123636e-17,1.620521773747804e-14,2.3584471992190784e-09,1.9350960398865804e-13,2.994204161924636e-16,3.271775374915742e-14,8.050252248585112e-17,7.397964258530035e-21,2.9124168754775006e-23,1.0262294184951071e-22,1.1845639282267553e-23,2.5585927636078545e-22,1.6879758627472063e-16,9.848754607394718e-33,1.3732004634212453e-31,5.054932266810901e-36,2.4985387425978713e-48,1.4935318252461957e-13,3.7057106877576686e-17,1.5031352044697852e-27,1.2596441566462282e-28,2.2544332585985187e-26,6.149775979551156e-21,2.874142949828814e-22,1.7532873284524068e-41,2.599076490714558e-38
8.64312953320467e-12,0.9034178290124079,3.76,0.0,0.7707274869623277,0.9999999976408762,6.680314433203041e-19,9.820884353503715e-29,8.85960341566021e-19,5.6716767540520755e-09,2.3590797966343163e-09,6.927471227969645e-17,3.172664062651352e-14,3.312393216793487e-09,2.96190096583841e-13,5.862354002272613e-16,5.479625823927695e-14,1.5758547001893223e-16,1.4516416793049733e-20,8.011089106842043e-23,2.293678385065091e-22,3.2581241015147767e-23,7.036730176199323e-22,3.3047346687885077e-16,3.86073005371314e-32,5.455421397358438e-31,2.957367053432301e-35,2.2053733307988363e-47,2.0974066211023824e-13,7.253913384869295e-17,4.135880661517334e-27,3.4678020703757347e-28,6.1972440400488e-26,1.688760875563083e-20,8.157410524531449e-22,1.0096212875636105e-40,1.490028775101281e-37
1e-11,0.9034178293240926,3.76,0.0,0.770727486071892,0.999999997270516,1.0597876152748608e-18,1.5613117836945929e-28,1.1835871769070113e-18,6.562079186335005e-09,2.7294273894886662e-09,9.25439197601138e-17,4.238619860591841e-14,3.832379603187579e-09,3.5814630510270613e-13,7.832246411036027e-16,6.899998701930127e-14,2.1051152736076934e-16,1.942177455943166e-20,1.2709496614277792e-22,3.3094529462620686e-22,5.168722389298854e-23,1.1162281460663777e-21,4.415071295601329e-16,7.666879429641142e-32,1.0812395316202352e-30,7.969070794111867e-35,8.875097165443787e-47,2.4265163837585746e-13,9.690100580113224e-17,6.563261597353188e-27,5.505513926029596e-28,9.826617866703539e-26,2.6754160918650398e-20,1.3278802246878873e-21,2.6440330876388806e-40,3.853712544446324e-37
