Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635)
0.0005937602688046729,0.6082418934687914,3.76,0.0,0.7647832436300442,0.9996459328459325,0.00036398529541163845,1.8845198688562311e-22,4.8255979484626465e-16,0.0001808400143762507,3.885572631429529e-05,2.145504396602943e-07,3.358133915839279e-07,1.6660494528940333e-07,5.860940068821801e-05,0.0002548750803373041,5.16594830939777e-08,5.81303009456512e-09,5.998380728067015e-09,4.298831087515791e-06,7.805063172647274e-05,3.643628441233897e-09,5.750910271352323e-06,2.0944886442277933e-06,3.525724952355748e-17,3.4016055722248567e-12,6.719650699133168e-10,4.916421751625482e-18,1.0885513721534653e-11,1.4789529150743625e-11,2.9357782127459617e-18,3.38319428067014e-14,2.0172692672660186e-18,7.685509034267429e-13,3.980712680070077e-07,2.5973306907858687e-16,1.395620468261423e-12,3.4714463451351774e-20,8.928284621375759e-24,4.0132559028063806e-15,2.692553777124684e-16,7.333713145977729e-13,1.6360656865597915e-19,2.3361965342739666e-20,1.779110675806808e-10,4.1179014325279577e-16,6.921546816170088e-22,2.999809995204019e-20,6.04568697262978e-11,4.1891718248826917e-13,1.5850569650271348e-15
0.0006033650975812123,0.6082418628568138,3.76,0.0,0.7647680925277105,0.9996369574621131,0.0003742629941599871,1.9066093712516162e-22,4.854888789844725e-16,0.00018186004025894543,3.884554565725135e-05,2.1575927158984118e-07,3.3748810564306916e-07,1.6755891357176243e-07,6.026451968444372e-05,0.00026221941266813854,5.1949293443581845e-08,5.844712778427509e-09,6.115618219118045e-09,4.489140678598569e-06,8.10890530201323e-05,3.7621796611507315e-09,6.062804094354475e-06,2.095126616573056e-06,3.68180951902053e-17,3.5691308982625643e-12,7.1983345353506e-10,5.296150034315576e-18,1.1004384270949065e-11,1.4952243447905164e-11,2.9680922028868932e-18,3.4938888068577186e-14,2.039466647679028e-18,7.777539963184227e-13,4.137608646565237e-07,2.798398740180885e-16,1.5114737649966712e-12,3.7594167551892066e-20,9.620742462260976e-24,4.22351193742276e-15,2.7227165848250405e-16,8.079540880088763e-13,1.8024516097992462e-19,2.440377081176384e-20,1.8573473761762157e-10,4.688518002534518e-16,7.453960002269313e-22,3.248707023387069e-20,6.116465286010646e-11,4.3747201534264394e-13,1.788633138210952e-15
0.0006129699263577518,0.608241830026643,3.76,0.0,0.7647528853807933,0.9996279323022793,0.0003845911956388094,1.927877896927103e-22,4.882656148387986e-16,0.000182825043381319,3.883886104648693e-05,2.1690276288641802e-07,3.390833382363162e-07,1.6848306756331782e-07,6.192990551936225e-05,0.00026959559186021304,5.2227368519740416e-08,5.874991736271075e-09,6.2311269097392796e-09,4.683097396897731e-06,8.415847245020387e-05,3.881253865684412e-09,6.384508266968543e-06,2.0958912131747386e-06,3.840885331825031e-17,3.740147165893909e-12,7.699547782501606e-10,5.695086256506722e-18,1.1117688695760285e-11,1.510732158789821e-11,2.998890909509587e-18,3.604847187362333e-14,2.0606226565377665e-18,7.865831912419069e-13,4.2963508208234947e-07,3.009724346653879e-16,1.6341258348888639e-12,4.06426541371101e-20,1.0348737282314626e-23,4.439196217389425e-15,2.75150954481104e-16,8.882169138048589e-13,1.98150915242246e-19,2.5459734516384794e-20,1.9370264596577024e-10,5.323768612073055e-16,8.013203865787979e-22,3.5121975612307597e-20,6.18615081666913e-11,4.563830186178993e-13,2.0129052535159872e-15
0.0006225747551342912,0.6082417951332796,3.76,0.0,0.7647376249824237,0.9996188594238187,0.00039496756268152315,1.9483702407890847e-22,4.908978830666378e-16,0.00018373791031031411,3.883584016992284e-05,2.1798434095716186e-07,3.4060446310565763e-07,1.6937994031609202e-07,6.360528741031876e-05,0.0002770014250463634,5.2494508683284223e-08,5.903984560598578e-09,6.3449614791944745e-09,4.8806473604157595e-06,8.725718270166376e-05,4.000808770726411e-09,6.7160620036158364e-06,2.0968035711362676e-06,4.002908198969531e-17,3.9146003438505524e-12,8.223739449200135e-10,6.1136527260666246e-18,1.1225685020273572e-11,1.5255111434293085e-11,3.0282433683329875e-18,3.716026721483788e-14,2.080784738907433e-18,7.950553444678501e-13,4.4568656672975626e-07,3.231544152451016e-16,1.7637948455602422e-12,4.3865326746621566e-20,1.111310602355567e-23,4.6602821956504565e-15,2.778995406061753e-16,9.74437334591085e-13,2.1738574881779984e-19,2.6529330364818697e-20,2.018124285832745e-10,6.029312264067959e-16,8.599872675184972e-22,3.790749141808347e-20,6.254847078142114e-11,4.756449602991618e-13,2.259394287800918e-15
0.0006321795839108307,0.608241758327856,3.76,0.0,0.7647223139265339,0.9996097407796714,0.0004053899180559783,1.9681303071546173e-22,4.933933706939348e-16,0.0001846014502005526,3.883661441317024e-05,2.1900734131051165e-07,3.4205661139617644e-07,1.7025192340597873e-07,6.529041817290865e-05,0.0002844348496643661,5.2751478582898184e-08,5.931802054323688e-09,6.457180561865407e-09,5.081738477693104e-06,9.038354928225404e-05,4.120806059493751e-09,7.0575013451305505e-06,2.0978819362517212e-06,4.1678353972271156e-17,4.0924400997012944e-12,8.771351720666384e-10,6.552269790457039e-18,1.1328631005249683e-11,1.5395961129988184e-11,3.0562186720172065e-18,3.8273894708611483e-14,2.100000378505408e-18,8.031873640919306e-13,4.619083061156293e-07,3.464094446688957e-16,1.900699084810871e-12,4.726759183243405e-20,1.1914684568589999e-23,4.8867457619270325e-15,2.8052369897452085e-16,1.0668979936386589e-12,2.3801271702745905e-19,2.761207213651147e-20,2.100618104461007e-10,6.811154316418118e-16,9.214559065974898e-22,4.0848295519625234e-20,6.322653228103081e-11,4.952527824874937e-13,2.5296864385837278e-15
0.0006417844126873701,0.6082417197572692,3.76,0.0,0.7647069546176574,0.9996005782206793,0.000415856237061589,1.9872014899471706e-22,4.957595715159121e-16,0.0001854183884154699,3.884128231854788e-05,2.1997499998031555e-07,3.43444669684215e-07,1.7110126835848474e-07,6.698507288163028e-05,0.00029189392852266484,5.299900676694022e-08,5.958548275437269e-09,6.567846102896734e-09,5.286320561547969e-06,9.353601101763062e-05,4.241211200750126e-09,7.4088594630532304e-06,2.0991418790432774e-06,4.3356257652136774e-17,4.273619742187569e-12,9.342820374432395e-10,7.011356429600509e-18,1.1426783170423175e-11,1.553021774586047e-11,3.0828856976858644e-18,3.938902053736041e-14,2.118316911479025e-18,8.109961405270913e-13,4.782936290429123e-07,3.707611523124917e-16,2.045056947247561e-12,5.085485846951692e-20,1.2754308717636679e-23,5.118565605632293e-15,2.8302969393509437e-16,1.1658865488445646e-12,2.600959939447652e-19,2.870751059190135e-20,2.18448609193534e-10,7.675658313843259e-16,9.857854151559482e-22,4.394906806223286e-20,6.38966394414189e-11,5.152016125112169e-13,2.825433627880481e-15
0.0006513892414639096,0.6082416795638856,3.76,0.0,0.7646915492806928,0.9995913734982228,0.0004263646401073622,2.0056266796837647e-22,4.980037612692756e-16,0.00018619136144306379,3.8849912848803004e-05,2.208904474835415e-07,3.447732807306181e-07,1.7193008944115293e-07,6.868904754891162e-05,0.00029937684472982023,5.3237785623433915e-08,5.984320825798176e-09,6.677022569996395e-09,5.494345418788768e-06,9.671308001835234e-05,4.3619932112519045e-09,7.770166947304553e-06,2.1005965047584946e-06,4.506239776971225e-17,4.4580963465769534e-12,9.93857520595285e-10,7.49133093382462e-18,1.1520394658792227e-11,1.5658224316293025e-11,3.1083125221878326e-18,4.0505352548521215e-14,2.135781122704609e-18,8.184983974493965e-13,4.948362035463676e-07,3.962331955674651e-16,2.1970869329618922e-12,5.463253836580241e-20,1.363281519992373e-23,5.3557231722316145e-15,2.8542371882694617e-16,1.2716955990715823e-12,2.837008559642006e-19,2.9815233952566054e-20,2.2697073775047956e-10,8.629557920149446e-16,1.0530349028550004e-21,4.721449146527815e-20,6.455969401038905e-11,5.354867716928783e-13,3.148353994047139e-15
0.000660994070240449,0.60824163788531,3.76,0.0,0.7646760999705589,0.9995821282670917,0.0004369133853293553,2.0234468851601024e-22,5.001329591063524e-16,0.00018692291298913217,3.886254845281126e-05,2.2175670417508722e-07,3.46046845887885e-07,1.7274036713935114e-07,7.040215783167498e-05,0.00030688189654130897,5.346847170051399e-08,6.0092109586047336e-09,6.784776153557253e-09,5.7057669179741165e-06,9.991334118347537e-05,4.483124446284697e-09,8.14145207704015e-06,2.102256656122195e-06,4.6796395975589316e-17,4.645830897651281e-12,1.0559040460554963e-09,7.992611727219904e-18,1.1609713722224e-11,1.578031770676772e-11,3.1325660010399955e-18,4.1622638043367157e-14,2.1524389571137036e-18,8.257105847775697e-13,5.11530032882265e-07,4.2284929698436323e-16,2.3570076568288317e-12,5.860604614760378e-20,1.4551043033795415e-23,5.5982026818694825e-15,2.8771185750478834e-16,1.3846226225717733e-12,3.088936680649055e-19,3.093486844131059e-20,2.356262060471913e-10,9.679968957338541e-16,1.1232636212509129e-21,5.064925065462782e-20,6.521655081757087e-11,5.561037819872434e-13,3.50023237797889e-15
0.0006705988990169885,0.6082415948542124,3.76,0.0,0.764660608581687,0.999572844088546,0.0004475008612972773,2.0407020020744447e-22,5.021539502145838e-16,0.00018761549113341098,3.88792079326978e-05,2.225766768716838e-07,3.472695282896205e-07,1.735339518860198e-07,7.212423777221873e-05,0.0003144074921705636,5.369168616786516e-08,6.033303688248624e-09,6.891174340121489e-09,5.92054103689687e-06,0.00010313545130198863,4.6045804122704336e-09,8.522741074344401e-06,2.1041311078981567e-06,4.855789121972572e-17,4.836788050932762e-12,1.1204635266560102e-09,8.515617865796314e-18,1.169498367702625e-11,1.589682854550809e-11,3.15571174760156e-18,4.27406620201355e-14,2.168335507270496e-18,8.326488723052997e-13,5.283694498225725e-07,4.506332804168102e-16,2.5250378672477472e-12,6.278079985521687e-20,1.550983439148396e-23,5.845991499419763e-15,2.8990008218498824e-16,1.504969927100903e-12,3.357418726831035e-19,3.206607343578309e-20,2.444131219064487e-10,1.0834401548114256e-15,1.1965309096677667e-21,5.425803348405673e-20,6.58680179613277e-11,5.770483706365772e-13,3.88292080900353e-15
0.0006802037277935279,0.6082415505982071,3.76,0.0,0.7646450768573014,0.9995635224335219,0.0004581255798498017,2.057431518853264e-22,5.040732751707702e-16,0.0001882714464351623,3.889988911442409e-05,2.2335315659939353e-07,3.4844525794225615e-07,1.743125687174234e-07,7.385513857869572e-05,0.0003219521446045548,5.3908015427732034e-08,6.056678214494137e-09,6.996285371446191e-09,6.138625892319896e-06,0.00010637813780925091,4.726339523024917e-09,8.914058341009444e-06,2.1062267525514954e-06,5.034653999530553e-17,5.030936119602058e-12,1.1875774065295052e-09,9.060769455148208e-18,1.1776441301102513e-11,1.600807899437577e-11,3.1778136951410234e-18,4.385924291094508e-14,2.1835147096383625e-18,8.393290369852249e-13,5.453491095267032e-07,4.7960908450612405e-16,2.7013964730524927e-12,6.716222162535491e-20,1.6510035062935502e-23,6.099079936063327e-15,2.919942136014971e-16,1.6330446112219382e-12,3.643139810804725e-19,3.320854122564539e-20,2.533296912016306e-10,1.210077236803447e-15,1.2728963276033379e-21,5.804553132105641e-20,6.651485849315354e-11,5.983164730886543e-13,4.2983389954180045e-15
0.0006898085565700674,0.6082415052397786,3.76,0.0,0.7646295063984456,0.999554164685945,0.000468786169093582,2.0736722089815787e-22,5.058971813310514e-16,0.000188893030883226,3.8924571326047e-05,2.2408881734052e-07,3.4957773802673526e-07,1.7507782246294074e-07,7.559472745020163e-05,0.00032951446645921147,5.411801204658661e-08,6.079408112546761e-09,7.100177576176093e-09,6.3599817539896295e-06,0.00010964019725135792,4.848382896204224e-09,9.31542667888802e-06,2.108548776512338e-06,5.216201645401588e-17,5.228247246376583e-12,1.2572867036663479e-09,9.628488525949699e-18,1.185431559372916e-11,1.6114380963347432e-11,3.1989337478119383e-18,4.4978230317537427e-14,2.1980191052075013e-18,8.457663739066839e-13,5.624639812479768e-07,5.098007944874513e-16,2.886302577247766e-12,7.175573858392986e-20,1.7552495947873785e-23,6.357461046242855e-15,2.939998891584582e-16,1.7691585362370437e-12,3.946795670831084e-19,3.4361998930009494e-20,2.623742174044232e-10,1.3487417020303891e-15,1.3524198556354322e-21,6.201643980388668e-20,6.715778950083324e-11,6.199042343969937e-13,4.748474824552628e-15
0.0006994133853466068,0.6082414588962493,3.76,0.0,0.7646138986727282,0.9995447721461197,0.00047948136659530937,2.089459196954639e-22,5.076316674633589e-16,0.00018948239759244468,3.895321768875843e-05,2.2478621567578446e-07,3.506704511297878e-07,1.7583120258772437e-07,7.734288644967741e-05,0.000337093164904672,5.4322195743513e-08,6.101561423779128e-09,7.202919119526405e-09,6.584571044169388e-06,0.00011292049350634755,4.9706941819463294e-09,9.726867493893627e-06,2.1111008267233266e-06,5.400401240186523e-17,5.4286970308959665e-12,1.329632051686866e-09,1.0219199524036307e-17,1.1928828591010988e-11,1.621603723115846e-11,3.2191319914728653e-18,4.6097503973129083e-14,2.2118899876477864e-18,8.51975748442684e-13,5.797093390672906e-07,5.412326859156804e-16,3.0799755166739245e-12,7.656678386110879e-20,1.8638074053322327e-23,6.621131092675952e-15,2.959225817751217e-16,1.913628308159512e-12,4.269092630612415e-19,3.5526201834663466e-20,2.715451005719941e-10,1.5003102526864704e-15,1.4351617616099735e-21,6.617545971267254e-20,6.77974829415688e-11,6.41808009203256e-13,5.23538487606997e-15
0.0007090182141231463,0.6082414116797819,3.76,0.0,0.7645982550227549,0.9995353460341594,0.0004902100127872089,2.1048279905566094e-22,5.09282491266477e-16,0.00019004160115031652,3.898577722712426e-05,2.2544779119523067e-07,3.517266666439913e-07,1.7657408851389606e-07,7.909951142627303e-05,0.00034468703668499086,5.452105435361405e-08,6.123201164248964e-09,7.304577700955991e-09,6.812358324862491e-06,0.00011621795580680763,5.09325932402613e-09,1.014840098411676e-05,2.1138851673101135e-06,5.58722371942062e-17,5.6322643612969205e-12,1.4046537404443563e-09,1.0833329289306861e-17,1.200019419039921e-11,1.6313339827646346e-11,3.238466377227297e-18,4.721696928505304e-14,2.2251671818958047e-18,8.579715135678672e-13,5.970807518561491e-07,5.739292198364396e-16,3.282634906577067e-12,8.160079766995121e-20,1.9767632021776096e-23,6.890089244433874e-15,2.977675711134058e-16,2.0667752690717936e-12,4.61074758002594e-19,3.670093201822182e-20,2.8084083584687054e-10,1.665703993532812e-15,1.521182681779123e-21,7.052729790858311e-20,6.843456879298876e-11,6.640243605054471e-13,5.761194951361771e-15
0.0007186230428996857,0.6082413636974155,3.76,0.0,0.7645825766742427,0.9995258874934356,0.0005009710446032236,2.119810615194511e-22,5.108550975684171e-16,0.0001905725985267352,3.9022186806394274e-05,2.260758675712779e-07,3.5274944917128684e-07,1.7730775556596587e-07,8.086451098925071e-05,0.0003522949632533156,5.4715045068473874e-08,6.144385570508904e-09,7.405219991199877e-09,7.0433102746430706e-06,0.00011953157660403385,5.216066378607107e-09,1.058004631300923e-05,2.1169028263476053e-06,5.776641754633932e-17,5.838931695674846e-12,1.4823917555081854e-09,1.1471307954327604e-17,1.2068616902046575e-11,1.640656820039285e-11,3.2569923686008583e-18,4.8336555030373525e-14,2.237888801535062e-18,8.637674198920543e-13,6.145740726712938e-07,6.079150601861569e-16,3.4945006888155545e-12,8.686322855800307e-20,2.094203966392764e-23,7.164337105676277e-15,2.995399115211459e-16,2.228925497191517e-12,4.972487975274832e-19,3.78860029069876e-20,2.9026001158359213e-10,1.845889706422348e-15,1.6105439218898392e-21,7.507666840055508e-20,6.906963467648296e-11,6.865500574331123e-13,6.328100622513236e-15
0.0007282278716762251,0.6082413150511272,3.76,0.0,0.7645668647437865,0.9995163975940198,0.0005117634893607776,2.1344366454249205e-22,5.123546840907057e-16,0.00019107725046953555,3.906237290479817e-05,2.266726542197608e-07,3.537416662830427e-07,1.7803338017940266e-07,8.26378055344428e-05,0.0003599159060397586,5.490459572306296e-08,6.165168104302511e-09,7.504911501862945e-09,7.277395655850371e-06,0.00012286040931007978,5.339105376631701e-09,1.1021821768012489e-05,2.1201537328062313e-06,5.968629726403907e-17,6.048684620638657e-12,1.5628858163837748e-09,1.213356966240404e-17,1.2134293469291137e-11,1.649599144651754e-11,3.274763367006211e-18,4.9456213392802103e-14,2.2500915465806514e-18,8.693767224787497e-13,6.321854277116921e-07,6.432151376157328e-16,3.71579318315616e-12,9.235953473665807e-20,2.216217567048486e-23,7.443879373948017e-15,3.0124447032500554e-16,2.4004098149983033e-12,5.355051857037751e-19,3.9081251076314854e-20,2.998013071360378e-10,2.0418811381016e-15,1.7033072434139e-21,7.982829348240058e-20,6.970322665917907e-11,7.093820720790745e-13,6.9383678033753334e-15
0.0007378327004527646,0.6082412658379169,3.76,0.0,0.7645511202462819,0.9995068773360979,0.000522586458895435,2.1487376986501804e-22,5.137862365549068e-16,0.00019155732331019957,3.910625322899512e-05,2.2724024844603197e-07,3.5470599678804564e-07,1.787520450720472e-07,8.44193263224951e-05,0.0003675489018650046,5.509010589621578e-08,6.18559801008283e-09,7.603716504325095e-09,7.514585273824518e-06,0.00012620356595019442,5.462368089606381e-09,1.1473744905049948e-05,2.1236368438549233e-06,6.163163690869207e-17,6.261511476038983e-12,1.6461754130666568e-09,1.2820551925108212e-17,1.219741206996875e-11,1.6581867263091086e-11,3.291830506385644e-18,5.057591540796687e-14,2.2618105570730323e-18,8.748121255413084e-13,6.499112049729235e-07,6.798546282113518e-16,3.946733140978721e-12,9.809518532933429e-20,2.342892580211456e-23,7.728723496502178e-15,3.028859091265452e-16,2.581563804742581e-12,5.759187885082238e-19,4.028653274478243e-20,3.0946349034252703e-10,2.25474029978389e-15,1.799534838980289e-21,8.478690483344233e-20,7.033585357072783e-11,7.325175755310768e-13,7.594333343468459e-15
0.000747437529229304,0.6082412161499122,3.76,0.0,0.7645353441019979,0.9994973276533413,0.0005334391439530985,2.162741209722659e-22,5.151544173315723e-16,0.00019201449111107776,3.915373818193831e-05,2.2778063798592822e-07,3.5564493995854827e-07,1.7946474529081278e-07,8.620901460896786e-05,0.0003751930585102924,5.5271948233796026e-08,6.2057206191906015e-09,7.701697550598045e-09,7.754851930007954e-06,0.0001295602147541256,5.585847876832051e-09,1.1935832680075389e-05,2.127350262773172e-06,6.360221341369014e-17,6.4774038077966745e-12,1.7322998410884078e-09,1.3532696380168217e-17,1.2258150741239379e-11,1.6664439619669707e-11,3.3082422118115025e-18,5.1695648455033856e-14,2.27307910819285e-18,8.800856701550247e-13,6.677480427533826e-07,7.178589381723624e-16,4.18754180009027e-12,1.0407566177128562e-19,2.474318402722188e-23,8.018878836304635e-15,3.0446864388868174e-16,2.7727278306401084e-12,6.185655387776888e-19,4.1501732257468694e-20,3.192454148159002e-10,2.4855787818020027e-15,1.8992897858412874e-21,8.995724471619749e-20,7.096798694452793e-11,7.559539333316759e-13,8.298405646792859e-15
0.0007570423580058435,0.6082411660744903,3.76,0.0,0.7645195371432932,0.9994877494162192,0.0005443208088449259,2.176470590562687e-22,5.16463649229182e-16,0.00019245033809699988,3.92047321921075e-05,2.2829570389755645e-07,3.565608238156751e-07,1.8017239339471963e-07,8.800682082618893e-05,0.00038284755045186715,5.545046987961392e-08,6.225577214123142e-09,7.798915401135377e-09,7.99817036924278e-06,0.00013292957771154494,5.709539600234071e-09,1.24081015683472e-05,2.131291347784155e-06,6.559781965184235e-17,6.696355952944723e-12,1.82129823514413e-09,1.4270450145082276e-17,1.2316679774493684e-11,1.6743942044668473e-11,3.3240448268712715e-18,5.28154176960467e-14,2.2839290499319478e-18,8.852088930652846e-13,6.856928180943317e-07,7.572538019796204e-16,4.4384409404649545e-12,1.1030645931610832e-19,2.6105855923502102e-23,8.314357638784316e-15,3.059969015442843e-16,2.9742470671326397e-12,6.635224425163444e-19,4.2726752992561735e-20,3.291460170659188e-10,2.7355590837696783e-15,2.0026357759931665e-21,9.534406725058998e-20,7.160006119776727e-11,7.796887003742261e-13,9.0530653177513e-15
0.0007666471867823829,0.6082411156944107,3.76,0.0,0.7645037001209859,0.9994781434352382,0.0005552307863641388,2.1899540981930955e-22,5.177181956670323e-16,0.00019286636131565207,3.9259134912409354e-05,2.287872237255289e-07,3.574558133257332e-07,1.808758239785473e-07,8.98127038146475e-05,0.00039051161476482733,5.562599358863101e-08,6.245205606274753e-09,7.895429143010115e-09,8.244517222376166e-06,0.00013631092811382858,5.833439386937066e-09,1.28905676716335e-05,2.1354568121662753e-06,6.761826396349292e-17,6.918364374839279e-12,1.9132096008424315e-09,1.5034264446140084e-17,1.2373161333041669e-11,1.6820597231814974e-11,3.339282533383876e-18,5.393524150717638e-14,2.2943907452576962e-18,8.901928021646678e-13,7.037426352314666e-07,7.980652593768009e-16,4.699652940694805e-12,1.1679308828654868e-19,2.751785531069886e-23,8.615174732978873e-15,3.0747471253109417e-16,3.1864715325976135e-12,7.10867586417785e-19,4.396151005638935e-20,3.3916431345383507e-10,3.005895956314947e-15,2.109636903627523e-21,1.0095213953438458e-19,7.223247892291805e-11,8.03719615302769e-13,9.860865832916924e-15
0.0007762520155589224,0.6082410650879597,3.76,0.0,0.7644878337103774,0.9994685104641026,0.0005661684729609727,2.203215364581736e-22,5.189219898436062e-16,0.00019326397347473037,3.931684229788958e-05,2.292568748591447e-07,3.583319195824995e-07,1.8157579937362406e-07,9.162663010262991e-05,0.00039818454719993016,5.5798818971409304e-08,6.2646405283710085e-09,7.991295783907377e-09,8.493870945941968e-06,0.00013970358810101559,5.957544498752311e-09,1.3383246814537497e-05,2.139842816034012e-06,6.966336966335397e-17,7.1434283127699624e-12,2.008072844739057e-09,1.5824594818843925e-17,1.2427747190230155e-11,1.6894613715526468e-11,3.353996727042242e-18,5.505514842172776e-14,2.3044926368672905e-18,8.950477178374345e-13,7.218948141732417e-07,8.403195778397104e-16,4.971400833642507e-12,1.235410754382527e-19,2.8980103935302106e-23,8.921346164714725e-15,3.0890585448759045e-16,3.4097561278543838e-12,7.606801464541538e-19,4.5205943891479596e-20,3.4929939707550014e-10,3.2978577583700224e-15,2.2203583233247495e-21,1.0678624282212674e-19,7.286561113154316e-11,8.280445946594308e-13,1.0724434239053063e-14
0.0007858568443354618,0.6082410143291049,3.76,0.0,0.7644719385169375,0.9994588512027814,0.0005771333241746951,2.2162708833836643e-22,5.200787283328399e-16,0.00019364450591593014,3.9377747571201936e-05,2.297062380676603e-07,3.5919100799869724e-07,1.8227301466727247e-07,9.344857323363146e-05,0.0004058656984352955,5.5969223963191675e-08,6.28391331280468e-09,8.086570177448294e-09,8.746211758949935e-06,0.00014310692623017008,6.081853323069487e-09,1.3886154630956606e-05,2.1444450502026525e-06,7.173297452209728e-17,7.371549531684277e-12,2.10592680301697e-09,1.6641903650431542e-17,1.2480581878736957e-11,1.696619015359854e-11,3.3682268342450922e-18,5.6175180293827366e-14,2.3142618214625722e-18,8.997834812798882e-13,7.401468794531328e-07,8.840433928326325e-16,5.253908361421197e-12,1.3055596556909132e-19,3.0493537874680036e-23,9.23289061026864e-15,3.1029392612006735e-16,3.644460678918702e-12,8.130403974177671e-19,4.646001155517144e-20,3.5955043460473085e-10,3.612767833023212e-15,2.334865984874558e-21,1.1285117385827645e-19,7.349979627711713e-11,8.526617267637016e-13,1.1646471880329031e-14
0.0007954616731120013,0.608240963487652,3.76,0.0,0.7644560150816602,0.9994491663004827,0.0005881248503175425,2.2291462882737295e-22,5.211920252026784e-16,0.00019400921168794723,3.944174208339576e-05,2.3013680115861294e-07,3.600348058834113e-07,1.8296810133469495e-07,9.527851313866241e-05,0.0004135544705025552,5.6137465898361874e-08,6.303052457295972e-09,8.181305315032947e-09,9.001521577289905e-06,0.0001465203550792909,6.2063651225520264e-09,1.4399306640623987e-05,2.1492588125662115e-06,7.382693022618834e-17,7.602731266647585e-12,2.2068102683031894e-09,1.7486658199264453e-17,1.2531802889916821e-11,1.7035515859840148e-11,3.3820104042545927e-18,5.729538785288609e-14,2.323724105316638e-18,9.044094725885579e-13,7.584965490880952e-07,9.29263718579615e-16,5.547400030162824e-12,1.3784332267594528e-19,3.205910294467723e-23,9.549829266951797e-15,3.116423551491144e-16,3.890949983502794e-12,8.680297232973712e-19,4.7723673252673035e-20,3.699166630630688e-10,3.952005894652512e-15,2.4532261192379844e-21,1.191517459315426e-19,7.413534639059515e-11,8.775692653004601e-13,1.2629755151955385e-14
0.0008050665018885407,0.6082409126294062,3.76,0.0,0.7644400638860992,0.9994394563585237,0.0005991426124016735,2.241862938333732e-22,5.2226515850474195e-16,0.00019435926868038533,3.950871607813354e-05,2.305499626860641e-07,3.6086491102951676e-07,1.8366163227252405e-07,9.711643555115953e-05,0.00042125031338654037,5.6303782570216124e-08,6.322084161469123e-09,8.275551995785202e-09,9.259783947490852e-06,0.00014994332889818276,6.331079904594181e-09,1.4922718316650165e-05,2.1542790774238596e-06,7.594510183664431e-17,7.836979036658549e-12,2.3107620146552605e-09,1.8359329457015423e-17,1.2581537312563246e-11,1.710276591374528e-11,3.3953821965013245e-18,5.841582655755376e-14,2.332903368329039e-18,9.089343785717526e-13,7.769417238276528e-07,9.760077709285868e-16,5.8521011626159704e-12,1.4540873110817926e-19,3.3677750985211434e-23,9.872183666692762e-15,3.1295431604088993e-16,4.149593860686973e-12,9.257306283560509e-19,4.8996911967069446e-20,3.80397386595083e-10,4.3170094307155675e-15,2.575506139648828e-21,1.2569278990307241e-19,7.477254781623173e-11,9.027656228821485e-13,1.3677136278179263e-14
0.0008146713306650802,0.6082408618163416,3.76,0.0,0.7644240853570957,0.9994297219330965,0.000610186218304157,2.254429224275927e-22,5.23301155627959e-16,0.00019469578279179457,3.9578559367745875e-05,2.3094703571435146e-07,3.616827994567575e-07,1.8435412667284678e-07,9.896233146413964e-05,0.0004289527217965879,5.646839365787182e-08,6.341031781649105e-09,8.369358694119575e-09,9.520983979733736e-06,0.00015337534131562363,6.455998518536828e-09,1.5456405145478407e-05,2.159500558191396e-06,7.808736724054515e-17,8.07430074838971e-12,2.4178208213807276e-09,1.9260396466706806e-17,1.2629905694431548e-11,1.7168106328827402e-11,3.4083751655830428e-18,5.953656180661342e-14,2.341822259853732e-18,9.13366446063132e-13,7.95480476717637e-07,1.0243031374932558e-15,6.168237948849029e-12,1.532577972504191e-19,3.535045065301243e-23,1.0199977695254206e-14,3.142328193476874e-16,4.420767203294697e-12,9.86226748820614e-19,5.0279727297174005e-20,3.909919732949872e-10,4.709275126096693e-15,2.701774493629489e-21,1.3247915555799997e-19,7.541165856729371e-11,9.28249364573339e-13,1.479154411943596e-14
