Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309)
4.9886812092003476e-05,0.811513265860367,3.76,0.0,0.6276895669065495,0.9870392079590802,0.015785162480761665,3.268511932608774e-13,1.0763938817610753e-09,0.01237098840295987,0.0003929862109121839,6.140343469471826e-07,0.00013932163267514115,0.00014070619998318454,0.010473656119710368,0.005197864001984914,3.7422873958814154e-05,8.304777428572077e-07,5.1895346176234016e-06,0.00313444206831478,0.0020057058214737306,1.542409116547569e-05,0.0027150599365973055,7.450066103871364e-06,4.3962565970369296e-11,6.803409704303263e-07,8.157968285430745e-05,7.687224414048842e-09,3.017794568602476e-07,4.688842877102169e-07,1.823873253083616e-14,3.796246517870458e-11,5.558719069550422e-14,2.0470746120649008e-08,0.0006140017558726197,2.829524078567412e-08,3.248974174656042e-07,1.4439169275437547e-12,1.0302119037683036e-15,2.771758418588601e-10,7.816531020140408e-13,1.6792325005454252e-06,3.918610890136218e-11,1.3036303863770697e-14
5.03714757553763e-05,0.811543288294835,3.76,0.0,0.6270641027466644,0.9867439931142626,0.016147524925142674,3.415749553229942e-13,1.1014490645125133e-09,0.012495066118940338,0.0003966361008373486,6.199859400530412e-07,0.00014158329579668088,0.00014373725772654988,0.010749928691683766,0.005275809282940839,3.8079248421557426e-05,8.432150782390841e-07,5.31686701947145e-06,0.0032380626706789827,0.00204931906779894,1.5875939285904365e-05,0.0028127424065834995,7.560098799296823e-06,4.5416723900708243e-11,7.136784785083917e-07,8.622828724300216e-05,8.260898452049828e-09,3.0964297932436843e-07,4.809899459727235e-07,1.8703362038672517e-14,3.8945704832366124e-11,5.700321289728668e-14,2.099589327755644e-08,0.0006347516407931945,3.044764059587606e-08,3.470353769041579e-07,1.5426355616815143e-12,1.108358011474869e-15,2.883530057226754e-10,8.241320840766793e-13,1.8064795580944837e-06,4.2155580889601116e-11,1.369431964484533e-14
5.0856139418749124e-05,0.8115739360027924,3.76,0.0,0.6264297994653887,0.986443846787064,0.016515964497682178,3.569867456374444e-13,1.1272590208243404e-09,0.012619099577551396,0.0004003492995814928,6.259276024122601e-07,0.0001438723730168656,0.00014682016470602392,0.011031988132938748,0.005353686222940383,3.874399181885332e-05,8.561138074444507e-07,5.446120719467013e-06,0.0033440395034726165,0.0020932356655094368,1.633659999614417e-05,0.0029130348513546483,7.672623150059674e-06,4.690400974711281e-11,7.483678409028779e-07,9.109960969947188e-05,8.872427276513077e-09,3.176572165172437e-07,4.933292094025181e-07,1.917664682146209e-14,3.9944305836831746e-11,5.844561195241792e-14,2.1530828624063482e-08,0.0006560346935060872,3.274572008804311e-08,3.705368020499217e-07,1.6474592985649627e-12,1.1918807120504142e-15,2.998690490760915e-10,8.68651620374821e-13,1.9420522090104407e-06,4.5319347101027345e-11,1.438094720197946e-14
5.134080308212195e-05,0.8116052202043235,3.76,0.0,0.6257865697431293,0.9861387061311351,0.016890559180099907,3.731204705970819e-13,1.1538511423072582e-09,0.012743083099108519,0.00040412499441020545,6.318589005903094e-07,0.0001461890476866773,0.00014995550045411292,0.011319921588967927,0.005431476906928262,3.941715666189716e-05,8.691746718236846e-07,5.5773013404796825e-06,0.0034523989073617666,0.0021374467632120633,1.680614520113293e-05,0.003015984022432285,7.787654140490176e-06,4.8424798183079216e-11,7.844524851680999e-07,9.620236134281062e-05,9.523983004418257e-09,3.258239987195013e-07,5.059052919204427e-07,1.9658692713108698e-14,4.095832203058763e-11,5.991471036286624e-14,2.2075668447886583e-08,0.0006778609526665136,3.519814757956638e-08,3.954778456066088e-07,1.7587307946662287e-12,1.2811146930397767e-15,3.117305626941663e-10,9.152970185337565e-13,2.086408399233901e-06,4.8688095070018966e-11,1.5097245789088887e-14
5.182546674549477e-05,0.8116371522051016,3.76,0.0,0.6251343262744201,0.9858285077003563,0.017271387515541314,3.900117341639685e-13,1.1812536814724695e-09,0.012867010832183123,0.00040796237122703885,6.377793908081991e-07,0.00014853350149955367,0.0001531438485358276,0.011613816646948385,0.005509163416108206,4.009879524108371e-05,8.8239834608169e-07,5.710413949952595e-06,0.0035631668733184015,0.002181943384094474,1.728464520989106e-05,0.0031216370671564124,7.905206687551929e-06,4.997945924235674e-11,8.219768131631025e-07,0.00010154551500349035,1.0217842921691326e-08,3.34145152789885e-07,5.187214252404697e-07,2.01496055834933e-14,4.198780450752808e-11,6.141083074244884e-14,2.2630528927511243e-08,0.0007002405810199434,3.7814035827214406e-08,4.219384931889563e-07,1.8768100562835345e-12,1.3764133882291082e-15,3.2394415801232406e-10,9.641566174502439e-13,2.240026176723409e-06,5.2272981504158666e-11,1.584430702958981e-14
5.2310130408867596e-05,0.811669743395437,3.76,0.0,0.6244729817848138,0.9855131874521452,0.017658528602263215,4.0769791844635583e-13,1.2094957764111266e-09,0.012990876765248441,0.00041186061393518156,6.43688619536965e-07,0.00015090591458937928,0.00015638579672406567,0.011913761318485634,0.005586727833793574,4.078895965514426e-05,8.957854375869106e-07,5.8454630532161856e-06,0.0036763690203607887,0.002226716427552462,1.777216869364551e-05,0.0032300415233761123,8.025295607010602e-06,5.156835801722651e-11,8.609862081390687e-07,0.00010713831017343525,1.0956393508030802e-08,3.4262250192600575e-07,5.317808591648705e-07,2.064949133319699e-14,4.303280162112842e-11,6.293429579955515e-14,2.3195526122640573e-08,0.0007231838655169378,4.0602960939564795e-08,4.500027317866423e-07,2.002075207926838e-12,1.4781498968336409e-15,3.365164642134387e-10,1.0153218752597612e-12,2.4034043014103866e-06,5.6085646522352405e-11,1.662325567120269e-14
5.279479407224042e-05,0.8117030052492837,3.76,0.0,0.6238024490474579,0.9851926807505791,0.01805206208744669,4.2621827108720805e-13,1.2386074762027013e-09,0.013114674738447326,0.0004158189038492603,6.495861240989071e-07,0.0001533064656400139,0.00015968193719541487,0.012219844022088566,0.00566415225149862,4.14877018433965e-05,9.093364855914407e-07,5.982452587496891e-06,0.0037920305730876273,0.00227175667105376,1.826878264704448e-05,0.003341245314023636,8.147935580115372e-06,5.319185435452673e-11,9.015270414259431e-07,0.00011299025794704368,1.1742134570776275e-08,3.512578654709047e-07,5.450868619434366e-07,2.115845589177542e-14,4.4093358995333215e-11,6.448542832641257e-14,2.3770775967129943e-08,0.000746701217424055,4.357498190908352e-08,4.797587241705764e-07,2.134923289241165e-12,1.5867179649173274e-15,3.494541253304677e-10,1.0688874615932338e-12,2.577062859460663e-06,6.013822799382016e-11,1.7435250366002543e-14
5.3279457735613243e-05,0.8117369493232095,3.76,0.0,0.6231226408993091,0.9848669223693095,0.018452068161166877,4.4561399701033454e-13,1.2686197672938275e-09,0.013238398455471773,0.00041983641915861416,6.554714332742597e-07,0.0001557353320069367,0.0001630328667464014,0.012532153565411054,0.00574141877526022,4.2195073621170844e-05,9.230519605745428e-07,6.121385916944307e-06,0.0039101763390290345,0.0023170547722419317,1.8774552352600297e-05,0.0034552967415901496,8.273141120878152e-06,5.4850302549422374e-11,9.436466788051434e-07,0.00011911114594978677,1.2577683492267996e-08,3.6005305879433074e-07,5.58642720758432e-07,2.1676605216416118e-14,4.516951954168568e-11,6.60645512018835e-14,2.4356394266848882e-08,0.0007708031724344274,4.674066077738651e-08,5.112989893744264e-07,2.275771080233781e-12,1.7025330105594895e-15,3.6276379715679393e-10,1.1249513514977213e-12,2.761543881030292e-06,6.444337595905391e-11,1.8281484461873017e-14
5.376412139898607e-05,0.8117715872553288,3.76,0.0,0.6224334702569391,0.984535846494241,0.01885862755055077,4.659283509144683e-13,1.2995646007975235e-09,0.0133620414955446,0.0004239123344428679,6.61344067912389e-07,0.00015819268985127398,0.00016643918703104527,0.012850779127297622,0.005818509532180071,4.291112671844148e-05,9.369322637494433e-07,6.262265828750171e-06,0.004030830685838762,0.0023626012712830726,1.9289541348476132e-05,0.0035722444825222123,8.400926544029945e-06,5.6544051036927874e-11,9.873934864753426e-07,0.00012551104325105774,1.3465779570920421e-08,3.690098932363352e-07,5.724517423107332e-07,2.220404529635644e-14,4.6261323481630867e-11,6.767198740497705e-14,2.4952496701557924e-08,0.000795500390781867,5.0111083447467853e-08,5.447205893831586e-07,2.4250559541415934e-12,1.826033165044288e-15,3.764521443964576e-10,1.1836149200123405e-12,2.957411960645647e-06,6.901426711177832e-11,1.91631867983796e-14
5.424878506235889e-05,0.8118069307642058,3.76,0.0,0.6217348501318781,0.9841993867259518,0.019271821514155473,4.87206736907534e-13,1.3314749204548682e-09,0.01348559732549357,0.00042804582024023684,6.672035415480881e-07,0.00016067871428656036,0.0001699015048213141,0.013175810239672278,0.0058954066771770485,4.3635912821726286e-05,9.5097772647109e-07,6.405094530057025e-06,0.004154017518353243,0.002408386593457216,1.9813811399957306e-05,0.0036921375815590946,8.531305933725292e-06,5.827344208228281e-11,1.0328168366082046e-06,0.00013220030525788937,1.440928846800096e-08,3.781301761038974e-07,5.865172534742632e-07,2.2740882162501937e-14,4.736880837640498e-11,6.93080600358229e-14,2.5559198829636466e-08,0.0008208036573626427,5.3697881157068225e-08,5.801253221583061e-07,2.5832367609565132e-12,1.9576803850309445e-15,3.9052583792252015e-10,1.2449830418751357e-12,3.1652548792812284e-06,7.386461932088652e-11,2.008162253241447e-14
5.4733448725731715e-05,0.8118429916477327,3.76,0.0,0.621026693645451,0.9838574760818256,0.019691731836600647,5.094968146182307e-13,1.364384691775762e-09,0.01360905931190811,0.00043223604266877386,6.730493610217634e-07,0.00016319357953878784,0.00017342043229055248,0.013507336769311592,0.005972092399938389,4.436948361937047e-05,9.651886097623205e-07,6.5498736459278625e-06,0.004279760255543333,0.0024544010519953526,2.0347422474812946e-05,0.0038150254460322308,8.664293113063606e-06,6.003881147026422e-11,1.0799671126030952e-06,0.00013918957858620974,1.541120677002562e-08,3.874157107545765e-07,6.008426020915004e-07,2.3287221896531785e-14,4.849200916381678e-11,7.097309235159251e-14,2.617661609825917e-08,0.0008467238818691377,5.7513252627828835e-08,6.176199211286775e-07,2.7507947415326034e-12,2.0979616210659743e-15,4.0499155178799726e-10,1.3091641935359685e-12,3.385684227158158e-06,7.900870616982147e-11,2.1038093980167823e-14
5.521811238910454e-05,0.8118797817819793,3.76,0.0,0.6203089140430516,0.983510046997869,0.02011844082348995,5.328486061270309e-13,1.398328932514463e-09,0.013732420733369262,0.00043648216310057734,6.788810271021849e-07,0.00016573745912020534,0.00017699658732040472,0.01384544889954421,0.0060485489320581945,4.5111890850263704e-05,9.795651040829029e-07,6.6966042185748205e-06,0.004408081807385036,0.0025006348511621562,2.089043272258993e-05,0.003940957840149222,8.79990161449584e-06,6.184048819320508e-11,1.1288957139965579e-06,0.00014648980590656333,1.6474666651669e-08,3.968682967571183e-07,6.154311578997906e-07,2.3843170646338172e-14,4.963095819999252e-11,7.266740781584169e-14,2.6804863858585494e-08,0.0008732720989398684,6.156998690518638e-08,6.573162612750094e-07,2.92823447073184e-12,2.2473899952812987e-15,4.1985596052783396e-10,1.376270555097514e-12,3.619336026238956e-06,8.44613714885094e-11,2.2033941460402072e-14
5.570277605247736e-05,0.8119173131200316,3.76,0.0,0.6195814247078087,0.9831570313301857,0.02055203129665782,5.573146095840371e-13,1.433343743705783e-09,0.013855674792743529,0.00044078333788870056,6.846980351126357e-07,0.00016831052601713484,0.00018063059383301427,0.014190237111920885,0.0061247585543516385,4.5863186355992945e-05,9.94107328991069e-07,6.845286707491584e-06,0.0045390045516766975,0.0025470780895836052,2.1442898458156972e-05,0.0040699848792858,8.938144651176846e-06,6.367879413904878e-11,1.1796550609911738e-06,0.00015411223076136727,1.760294064338537e-08,4.064897301124232e-07,6.302863135307622e-07,2.4408834649051758e-14,5.07856853095882e-11,7.439133015660682e-14,2.744405738429934e-08,0.0009004594683307459,6.588148690414667e-08,6.993315719360428e-07,3.1160848332845056e-12,2.4065060582360826e-15,4.3512573669655297e-10,1.446418118302227e-12,3.866871351344751e-06,9.023804385342893e-11,2.3070544172193602e-14
5.618743971585019e-05,0.8119555976908133,3.76,0.0,0.6188441391735877,0.9827983603560763,0.020992586589779032,5.829499214240093e-13,1.4694663419902771e-09,0.013978814629531282,0.00044513871814628103,6.904998755595049e-07,0.0001709129528921133,0.000184323082148693,0.01454179216790047,0.006200703604332145,4.6623422136511027e-05,1.008815332894354e-06,6.995920990662956e-06,0.004672550310830076,0.002593720763817836,2.2004874149772514e-05,0.004202157024310152,9.079035089321532e-06,6.555404377967267e-11,1.2322985987080516e-06,0.000162068402350814,1.8799446514782863e-08,4.162818035731643e-07,6.454114856613485e-07,2.4984320252375132e-14,5.195621784376989e-11,7.614518344050619e-14,2.8094311895982075e-08,0.0009282972751124538,7.046179367672481e-08,7.437886564624359e-07,3.3149000327160962e-12,2.575879119978941e-15,4.508075480890059e-10,1.5197267978865955e-12,4.128976948769375e-06,9.63547510301654e-11,2.4149321096481702e-14
5.667210337922301e-05,0.8119946475978993,3.76,0.0,0.6180969711372798,0.9824339647747344,0.021440190544379355,6.098123609708153e-13,1.506735093923793e-09,0.014101833332260326,0.0004495474495772743,6.962860347614886e-07,0.00017354491230076922,0.00018807468936922676,0.014900205090598391,0.006276366483838806,4.739265040940139e-05,1.0236890931320831e-06,7.148506367175023e-06,0.004808740328663183,0.0026405527721667884,2.2576412411648728e-05,0.004337525075965088,9.222585421625799e-06,6.746654385890987e-11,1.2868808011682108e-06,0.0001703701802847246,2.0067752264702827e-08,4.2624630705571766e-07,6.608101163303968e-07,2.556973394218814e-14,5.3142580742515336e-11,7.792929216281744e-14,2.8755742591441285e-08,0.0009567969298990193,7.532561141765685e-08,7.90816118844539e-07,3.525260630579957e-12,2.75610858107677e-15,4.669080552848946e-10,1.5963205418548399e-12,4.406365851213252e-06,1.0282813432960878e-10,2.5271731895145858e-14
5.7156767042595834e-05,0.8120344750183279,3.76,0.0,0.6173398344703268,0.9820637747075075,0.021894927506287055,6.379626006722079e-13,1.5451895507780924e-09,0.014224723950915202,0.00045400867235800455,7.020559954803721e-07,0.00017620657692377344,0.00019188605978879113,0.015265567146645785,0.006351729666801276,4.817092367274123e-05,1.0387285159506948e-06,7.303041560862149e-06,0.004947595247223719,0.0026875639187253233,2.3157564001285516e-05,0.004476140169334476,9.36880774180597e-06,6.941659308182575e-11,1.343457174962576e-06,0.00017902973929788545,2.1411581217579625e-08,4.36385028120032e-07,6.764856743357871e-07,2.6165182381080414e-14,5.434479660616708e-11,7.974398134816623e-14,2.9428464680092265e-08,0.000985969969113138,8.048833322525023e-08,8.405485974381385e-07,3.747774620346765e-12,2.9478253490657276e-15,4.834339095998401e-10,1.6763274487035086e-12,4.699777987808682e-06,1.096754628497247e-10,2.643927784904353e-14
5.764143070596866e-05,0.8120750922014169,3.76,0.0,0.6165726432294293,0.9816877196976903,0.02235688232256579,6.674643057763735e-13,1.5848704845299159e-09,0.014347479509392622,0.00045852152106860757,7.078092375528528e-07,0.0001788981198141426,0.0001957578453329041,0.01563796982820887,0.006426775707128217,4.8958294771609887e-05,1.053933436509948e-06,7.459524725026939e-06,0.005089135083672035,0.0027347439176636863,2.3748377821930213e-05,0.004618053768421342,9.517713720307563e-06,7.140448180574363e-11,1.4020842626974278e-06,0.0001880595739265386,2.283481723538492e-08,4.4669975255926134e-07,6.924416567870194e-07,2.6770772443918277e-14,5.556288577605028e-11,8.158957666810003e-14,3.011259342348359e-08,0.001015828055293825,8.596606763475667e-08,8.931270059104552e-07,3.983078537125529e-12,3.1516933541269396e-15,5.003917506378998e-10,1.7598798896691631e-12,5.009980787958028e-06,1.1691464757419165e-10,2.7653502830759458e-14
5.812609436934148e-05,0.8121165114675875,3.76,0.0,0.6157953116663862,0.9813057287098164,0.02282614033897063,6.983842803562995e-13,1.6258199267473966e-09,0.014470093017973664,0.0004630851246733775,7.135452385209694e-07,0.00018161971466016882,0.00019969070602513588,0.016017504835218917,0.0065014872467051114,4.975481696831899e-05,1.0693036193158367e-06,7.61795344866182e-06,0.005233379207252351,0.002782082397738423,2.4348900930059442e-05,0.004763317660866086,9.66931458124012e-06,7.343049173198402e-11,1.4628196462527852e-06,0.00019747250314391406,2.4341510041446176e-08,4.5719226509736743e-07,7.086815908627074e-07,2.7386611258538514e-14,5.6796866418264394e-11,8.34664045766341e-14,3.0808244182518764e-08,0.0010463829774520607,9.177566594279557e-08,9.486987815291152e-07,4.231838598819788e-12,3.3684110533288306e-15,5.177882041681178e-10,1.847114628579396e-12,5.337769777657945e-06,1.2456425529512927e-10,2.8915994270556735e-14
5.8610758032714306e-05,0.8121587452072,3.76,0.0,0.615007754237015,0.9809177301284144,0.02330278739796972,7.307926185253711e-13,1.6680812080600269e-09,0.014592557485802989,0.00046769860654891375,7.192634742621178e-07,0.00018437153606423875,0.00020368531048364056,0.01640426405786444,0.00657584702348772,5.056054401636145e-05,1.0848387585644026e-06,7.77832476385381e-06,0.005380346316381936,0.00282956890702611,2.495917854807002e-05,0.00491198395283406,9.823621080587463e-06,7.549489560006988e-11,1.5257219498296382e-06,0.00020728167495299047,2.593588065422331e-08,4.678643501620618e-07,7.252090356609775e-07,2.8012806261824643e-14,5.804675461719281e-11,8.537479245886266e-14,3.151553246964952e-08,0.0010776466514806696,9.793475034198495e-08,1.0074181409150226e-06,4.494751883668495e-12,3.598713022675088e-15,5.356298806301652e-10,1.9381729494044228e-12,5.68396916693387e-06,1.326435223282157e-10,3.022838416473798e-14
5.909542169608713e-05,0.8122018058794215,3.76,0.0,0.614209885609102,0.9805236517561966,0.023786909837375067,7.647628624581189e-13,1.7116989983743472e-09,0.014714865933365073,0.0004723610845588197,7.249634196187083e-07,0.00018715375983782665,0.00020774233644835888,0.01679833955939861,0.006649837879676073,5.137553023811105e-05,1.1005384784241758e-06,7.940635154247165e-06,0.005530054415887782,0.0028771929178733955,2.557925408264762e-05,0.005064105064102667,9.980643485738489e-06,7.759795688531125e-11,1.5908508428632346e-06,0.00021750057093490276,2.7622326937662047e-08,4.787177927781658e-07,7.42027584200167e-07,2.864946525180261e-14,5.931256448003128e-11,8.731506879751782e-14,3.223457400757309e-08,0.001109631120624716,1.044617428854894e-07,1.069446343377158e-06,4.7725475467599155e-12,3.8433716827172926e-15,5.53923373153364e-10,2.0332007912998314e-12,6.0494324269600785e-06,1.4117236798879283e-10,3.1592350134020766e-14
