rxn_eqn,agent,phi,path,suppressant_frac,Tin(K),P(atm),Su0 (cm/s),T0,O2,N2,2-BTP(1),sensitivity,Su (cm/s),T
CF3CCH(84) + CH3(19) <=> H(6) + S(2474),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.03152438221919693,7.965081728891947,1879.3993991778987
CBr(372) + S(127) <=> 2-BTP(1) + CH3(19),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.029652984102285063,8.468225756230025,1882.6251399994674
HBR(92) + O(7) <=> BR(90) + OH(4),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.02939239002091895,8.466082539490193,1882.0123785600647
S(24320) <=> H(6) + S(24520),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.029221664231228107,7.984020085868646,1881.720868375489
H(6) + HBR(92) <=> BR(90) + H2(8),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.027630109422813333,7.997109588476964,1881.5940861317306
H2(8) + OH(4) <=> H(6) + H2O(3),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.0242955571714884,8.424164406024696,1882.1525424617075
CH2OH(33) + O2(2) <=> CH2O(20) + HO2(11),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.02415196334204369,8.025715076617013,1881.7779917852642
BR(90) + HO2(11) <=> HBR(92) + O2(2),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.023097797166878833,8.03438490741798,1881.7738714412349
CH2(T)(18) + O2(2) <=> CHO2(204) + H(6),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.02251249713815179,8.409499897561808,1882.019003276668
HCO(15) + O2(2) <=> CO(13) + HO2(11),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.020520101685155678,8.055584775341519,1881.7662043024127
CO(13) + OH(4) <=> CO2(14) + H(6),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.020497605905309534,8.392928728345188,1881.8643931435015
C2H2(23) + O(7) <=> H(6) + HCCO(21),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.02027033250264761,8.391059552504547,1882.0273556100283
CH3(19) + O(7) <=> CO(13) + H(6) + H2(8),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.02014066086700834,8.38999308768414,1881.836888734162
BR(90) + CH3(19) <=> CH2(T)(18) + HBR(92),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.019915484478259474,8.38814115841832,1883.5392737715435
BR(90) + CH3(19) <=> CBr(372),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.019698160786065868,8.062344704365412,1881.9486901007767
CF2O(49) + HF(38) <=> CF3(45) + OH(4),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.019581270280319918,8.06330605270966,1881.7882004489163
CF3CCH(84) + H(6) <=> C2H2(23) + CF3(45),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.01951984495548016,8.384887280802548,1882.701276386628
C3H3(3807) + H(6) <=> C#CC(2921),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.01708497469718662,8.083836459437595,1881.8021313654217
CH3(19) + HO2(11) <=> CH3O(27) + OH(4),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.016591461744726425,8.36080323451482,1882.030052092379
CH3(19) + OH(4) <=> CH2O(20) + H2(8),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.015823546901975453,8.094210882189689,1882.1723004516703
2-BTP(1) + H(6) <=> HBR(92) + S(127),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.014966981138328868,8.34744293864428,1882.1384477109514
O2(2) + S(127) <=> O(7) + S(998),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.014806384379545385,8.346122134810274,1882.2999192021975
C2H2(23) + O(7) <=> CH2(T)(18) + CO(13),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.014805701434595383,8.346116518032481,1881.9549404875593
BR(90) + S(13252) <=> S(12867),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.01480162412047938,8.102615532059847,1880.687337731553
C3H3(3807) + O2(2) <=> O(7) + S(3961),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.014582203712972665,8.344278394711395,1881.8828487506728
CH2(S)(25) + N2 <=> CH2(T)(18) + N2,2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.014420263941019107,8.34294654546802,1882.0064028360266
CF3(45) + CH4(5) <=> CH3(19) + CHF3(42),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.01411540977244198,8.340439318312757,1881.9988200192092
2 CH3(19) <=> C2H5(32) + H(6),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.013128857002631701,8.332325563771978,1882.0146461898016
CH2Br(362) + H(6) <=> BR(90) + CH3(19),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.011781943175926757,8.127450442796839,1881.6922020351667
HCO(15) + OH(4) <=> CO(13) + H2O(3),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.011637671506072996,8.128636983397811,1881.8540384013656
CH3(19) + S(10552) <=> CH3F(39) + S(8163),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.011391030626734971,8.318033072706111,1882.8008723739242
C2H3(29) + O2(2) <=> CH2O(20) + HCO(15),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.01069825700701951,8.13636305633645,1881.8407694033676
CH2(S)(25) + CO2(14) <=> CH2O(20) + CO(13),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.01028502565617685,8.139761615290308,1881.8553920021595
H(6) + HO2(11) <=> 2 OH(4),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.009787899352945448,8.304848361203373,1881.9510798093834
BR(90) + S(140) <=> 2-BTP(1) + HBR(92),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.009602176824292938,8.145377602574424,1881.7617677618994
CH2Br(362) + S(10552) <=> FCBr(2160) + S(8163),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.009581617328236725,8.303151825786435,1882.635131801836
C2H2(23) + H(6) <=> C2H3(29),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.009318886848248623,8.30099103855818,1881.9447777685139
HBR(92) + S(811) <=> BR(90) + S(2474),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.009261255550547435,8.148181458199332,1881.2714627077562
H(6) + S(2474) <=> C#CC(2921) + CF3(45),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.008602899379529743,8.295102507550785,1882.356079504736
CH2(S)(25) + H2(8) <=> CH3(19) + H(6),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.008556047783175393,8.294717183659053,1881.9518904167571
BR(90) + S(127) <=> CF3CCH(84) + HBR(92),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.008502894175655855,8.154418487010535,1881.7896432629557
CH2(T)(18) + OH(4) <=> CH2O(20) + H(6),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.00806371489422661,8.15803045080807,1881.8675972784583
C2H4(30) + O(7) <=> CH3(19) + HCO(15),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.007886622401476476,8.159486921319491,1881.862879061666
H2O(3) + M <=> H(6) + OH(4) + M,2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.007164917488808985,8.165422474582785,1881.8666633633663
C2H(22) + O2(2) <=> CO(13) + HCO(15),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.006677680958464334,8.1694296779798,1881.8708036417775
CHF3(42) + M <=> CF2(43) + HF(38) + M,2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.006644488817609018,8.278995855098174,1881.9467904991443
CH2(T)(18) + OH(4) <=> CH3(19) + O(7),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.0065103320041289235,8.277892502608717,1881.9313224513396
BR(90) + H(6) + M <=> HBR(92) + M,2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.0064591680177202735,8.171226804721963,1881.864530602964
C2H4(30) + H(6) <=> C2H5(32),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.0064491549150911855,8.277389360861857,1881.9656503893236
CF2(43) + CH3(19) <=> C2H3F2(65),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.006429093602877307,8.277224369623628,1881.9729931177258
CH2F(46) + O2(2) (+M) <=> CHFO(47) + OH(4) (+M),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.006316390632774636,8.276297461035043,1881.9392692654096
2 OH(4) <=> H2O(3) + O(7),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.006262242375499127,8.275852126855474,1881.9085034464686
C2H4(30) + OH(4) <=> C2H3(29) + H2O(3),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.006237399901980526,8.275647813676814,1881.9385601292743
H2(8) + O(7) <=> H(6) + OH(4),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.00615491805372193,8.274969454149256,1881.9142723259695
CH2(T)(18) + O2(2) <=> CO2(14) + H2(8),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.006100262412662982,8.174178569768758,1881.854232940352
CH2Br(362) + H(6) <=> CH2(T)(18) + HBR(92),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.005995564706057373,8.273658876562564,1881.8582925081932
CH4(5) + S(130) <=> 2-BTP(1) + CH3(19),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.0057659767183098525,8.176927852071211,1881.4261894189224
CH2(S)(25) + O2(2) <=> CH2(T)(18) + O2(2),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.005733325834103164,8.271502132490479,1881.9132674281311
CH2Br(362) + H(6) <=> CH2(S)(25) + HBR(92),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.005673433031301809,8.271009553162175,1881.9099802771534
HO2(11) + OH(4) <=> H2O(3) + O2(2),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.005605920608685677,8.178244209417704,1881.87195119633
CBr(372) + H(6) <=> CH3(19) + HBR(92),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.005468211305224162,8.179376778825505,1881.7683062600984
CH3OH(26) + OH(4) <=> CH3O(27) + H2O(3),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.0052639902950751905,8.267642153098125,1881.948490729841
CH2(T)(18) + O2(2) <=> CH2O(20) + O(7),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.005220647827703383,8.181412827328264,1881.888399872148
CF3CCH(84) + H(6) <=> S(127),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.005216941977798168,8.181443305532184,1881.7140053029743
CH2OH(33) + H(6) <=> CH3(19) + OH(4),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.005178053617180076,8.181763136991995,1881.5007664551756
BR(90) + C2H3(29) <=> C2H2(23) + HBR(92),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,-0.005139695987198766,8.182078603537686,1881.8428669424147
CH2(S)(25) + H2O(3) <=> CH2(T)(18) + H2O(3),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.004900136716104025,8.26464969418574,1881.9093504457817
CH3(19) + HBR(92) <=> BR(90) + CH4(5),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.004823377571022233,8.26401840016781,1881.8894647256773
CH4(5) + O(7) <=> CH3(19) + OH(4),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.004669400578952463,8.262752039607268,1881.9152022445026
C2H3(29) + O2(2) <=> CH2CHO(35) + O(7),2-BTP(1),0.6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.01,300,1,8.224349258418501,1881.905641401696,0.1956521739130435,0.7356521739130435,0.01,0.004617552254603004,8.262325620879354,1881.9333496173087
