Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131)
3.1377242513600915e-06,0.8543927234584819,0.00020661455530815995,6.695887073939766e-05,7.211805492407599e-05,0.008362851433501541,0.0,0.0,6.46749488914424e-05,1.9747543404086846e-06,0.0003390390493676606,0.004330244928136079,3.3314145294830866e-07,8.949439542990305e-12,2.2041344844383464e-08,1.1843478343635989e-05,5.3257401896765666e-05,8.96399133475725e-05,4.654791413244775e-10,1.4554694987787752e-13,1.325704050844836e-08,6.295836327016794e-10,1.374603902590391e-05,3.567792441580027e-08,1.8658211492624415e-09,5.132830980643863e-10,2.72099765377851e-11,2.1949754039769952e-07,7.54989030547862e-09,6.095280384854232e-11,2.9549808516353554e-09,3.564665449850698e-14,3.0842821417284926e-12,2.6148633402169053e-11,3.76,0.0,0.7729226974987159,0.9931411659168818,0.0032531940818978995,0.00023976031756968045,0.012236296915303693,0.005074069432043945,9.948807415591332e-12,6.329986474711867e-12,4.803676189189735e-07,0.00017617561421189135,0.0010587568785698424,1.0937490854728486e-06,8.471052748843364e-11,7.363917117430289e-12,2.0157101448438517e-05,4.821830802658842e-06,3.3475343273168507e-07
3.1946290249338895e-06,0.8544250386526641,0.000207425345554794,6.786876790552052e-05,7.306183750798906e-05,0.008530396260593084,0.0,0.0,6.564071961540747e-05,2.0130651370719685e-06,0.00035412198316188035,0.0044113116380287394,3.463099834152295e-07,9.013057096638036e-12,2.2108015718610636e-08,1.1835999973661114e-05,5.341944351036498e-05,9.235536039710968e-05,4.878508003365023e-10,1.4907917757322319e-13,1.3514664585067811e-08,6.295637137885788e-10,1.3735352497932647e-05,3.70683493300985e-08,1.8758629888477896e-09,5.391586644252857e-10,2.7994923390470977e-11,2.2452096053437756e-07,7.735297248057478e-09,6.138913502696551e-11,3.040770626501893e-09,3.7238446981397766e-14,3.1847933586931086e-12,2.7564073999359532e-11,3.76,0.0,0.7725163200917553,0.9929837319961288,0.0033453103360036873,0.0002451943207691584,0.012499242312282994,0.005178541278098155,9.940575325757942e-12,6.324740492763366e-12,4.799700556528192e-07,0.00017621950498174305,0.0010976452943551108,1.117095933988264e-06,8.471474895113907e-11,7.364303829861503e-12,2.015799940320213e-05,4.818314186373695e-06,3.418826130197849e-07
3.2515337985076875e-06,0.854457496607222,0.00020824111433201194,6.878246962210132e-05,7.400874399783075e-05,0.008698324145476267,0.0,0.0,6.660134263879151e-05,2.0511239752576394e-06,0.00036968236481483,0.00449233328435526,3.5988255708371245e-07,9.077270037758354e-12,2.2175023296095182e-08,1.1828498998203371e-05,5.3581305921501084e-05,9.512627275138384e-05,5.109966028788062e-10,1.5264616989771476e-13,1.3772892873057934e-08,6.295440256141874e-10,1.3724628017827202e-05,3.848946081865126e-08,1.8858996003361986e-09,5.659847730175307e-10,2.8790421895431562e-11,2.2955512344864602e-07,7.920962844159457e-09,6.182706043371974e-11,3.1279855574780394e-09,3.8885345372417665e-14,3.2869829045306926e-12,2.903050620677758e-11,3.76,0.0,0.7721078486977248,0.9928251887164347,0.0034385786933673846,0.0002506372671246656,0.01276315631904287,0.005283510113178475,9.932314115271531e-12,6.319475967216307e-12,4.795710866219064e-07,0.00017626467524997917,0.0011371605883727428,1.1405189165629662e-06,8.471938603802557e-11,7.364733745302121e-12,2.015900263750957e-05,4.8148234093739936e-06,3.4903507269221255e-07
3.3084385720814855e-06,0.8544900987087493,0.00020906191714168437,6.969998665467982e-05,7.495877842457223e-05,0.008866636512968368,0.0,0.0,6.755701324085827e-05,2.0889336649425704e-06,0.0003857279704187811,0.004573309852919099,3.738686442795806e-07,9.142086702464494e-12,2.224237176408246e-08,1.182097539191194e-05,5.374313526306981e-05,9.795360535487115e-05,5.349312304509861e-10,1.562483141546539e-13,1.4031734649833623e-08,6.295245642144223e-10,1.3713865540255339e-05,3.994153878484358e-08,1.8959368409079854e-09,5.937869896210821e-10,2.9596556860349084e-11,2.3459996769899645e-07,8.106886384961883e-09,6.226691755020573e-11,3.2166391007841646e-09,4.05888064913893e-14,3.390863920725721e-12,3.054896840826264e-11,3.76,0.0,0.7716972783521351,0.9926655320856257,0.003533001748211792,0.00025608901486274426,0.013028038794004248,0.005388984664418275,9.924023744865605e-12,6.314192873049143e-12,4.791707099486134e-07,0.00017631124889107882,0.001177298996602481,1.1640178724940248e-06,8.4724507991664e-11,7.365211983883315e-12,2.016012669564379e-05,4.811362216802302e-06,3.562107632486797e-07
3.3653433456552835e-06,0.8545228463398399,0.00020988780638333615,7.062132929430374e-05,7.591194430614117e-05,0.00903533480591758,0.0,0.0,6.850792711357027e-05,2.1264973930373504e-06,0.0004022665397071213,0.004654241348024516,3.882778501251842e-07,9.207515204585479e-12,2.231006492015379e-08,1.181342912876874e-05,5.3905063643712946e-05,0.00010083831581629869,5.596692433270808e-10,1.5988600052547282e-13,1.429119926705149e-08,6.295053276284198e-10,1.3703065018971875e-05,4.1424864077716357e-08,1.9059801293695987e-09,6.225913800430578e-10,3.041341442276936e-11,2.3965544529991373e-07,8.29306834316515e-09,6.270901593942314e-11,3.3067446920483388e-09,4.23503118598554e-14,3.4964497364145055e-12,3.212051044081985e-11,3.76,0.0,0.7712846040660083,0.9925047580971487,0.003628582083741711,0.0002615494359197449,0.013293889612313682,0.005494973644085691,9.915704174843148e-12,6.308891185038005e-12,4.787689237358086e-07,0.0001763593352409566,0.0012180567945760728,1.1875926415127317e-06,8.473017549193453e-11,7.365743049678998e-12,2.0161385216449677e-05,4.8079338742067514e-06,3.6340963629494555e-07
3.4222481192290815e-06,0.8545557408788277,0.00021071883181549944,7.154650741552498e-05,7.686824470908008e-05,0.009204420483115176,0.0,0.0,6.945428037145213e-05,2.163818693541111e-06,0.00041930577667823466,0.0047351277902158324,4.0311991392843946e-07,9.273563476018946e-12,2.237810622707181e-08,1.1805860182093405e-05,5.4067210586103266e-05,0.00010378136426453718,5.852250779826075e-10,1.63559622293704e-13,1.4551296152177856e-08,6.294863157127218e-10,1.3692226407042362e-05,4.2939718396495946e-08,1.9160344910798822e-09,6.524245137584431e-10,3.124108200382071e-11,2.447215203827485e-07,8.479510264593205e-09,6.315364006927053e-11,3.3983157557091003e-09,4.4171367440534844e-14,3.603753861971204e-12,3.3746193793661664e-11,3.76,0.0,0.7708698208331534,0.992342862732364,0.00372532227143304,0.000267018414520643,0.013560708658423229,0.005601485747747479,9.907355365321562e-12,6.303570877779405e-12,4.783657260693193e-07,0.00017640903119105135,0.0012594302969209646,1.2112430631023753e-06,8.473644188683728e-11,7.366330921238863e-12,2.0162790207316e-05,4.80454123657773e-06,3.7063164333153204e-07
3.4791528928028795e-06,0.8545887836995675,0.00021155504095140835,7.24755305258226e-05,7.782768230096535e-05,0.009373895017498947,0.0,0.0,7.039626956283722e-05,2.200901420168401e-06,0.0004368533502150656,0.004815969214341203,4.184047085142502e-07,9.340239301289054e-12,2.2446498859712522e-08,1.1798268524685078e-05,5.4229684318077273e-05,0.0001067837132046728,6.116130448326672e-10,1.6726957605190102e-13,1.4812034809977343e-08,6.294675299711515e-10,1.3681349657037158e-05,4.44863842024943e-08,1.9261045987057233e-09,6.833134675745595e-10,3.207964826649627e-11,2.49798167993746e-07,8.666214670591713e-09,6.360105186176183e-11,3.4913657137107895e-09,4.6053504332185475e-14,3.712789983164343e-12,3.5427091806454357e-11,3.76,0.0,0.7704529236365492,0.9921798419625323,0.0038232248703948144,0.00027249584590338557,0.01382849581960547,0.005708529652761825,9.898977276232421e-12,6.298231925755324e-12,4.779611150239549e-07,0.0001764604229834505,0.00130141585688077,1.2349689759020022e-06,8.474335424767092e-11,7.366979125894915e-12,2.016435227899703e-05,4.801186807502949e-06,3.7787673558140305e-07
3.5360576663766775e-06,0.8546219761712601,0.00021239647939829144,7.340840780765062e-05,7.87902593948982e-05,0.009543759894607087,0.0,0.0,7.13340916821922e-05,2.237749721249844e-06,0.00045491689470008115,0.004896765667895625,4.3414223949975644e-07,9.407550347319428e-12,2.2515245745450356e-08,1.1790654129014048e-05,5.4392582931542965e-05,0.00010984632737407845,6.388473262543196e-10,1.7101626189283378e-13,1.5073424823929692e-08,6.294489734005339e-10,1.3670434721185236e-05,4.606514463776265e-08,1.9361948091944504e-09,7.15285829319045e-10,3.2929203078104715e-11,2.548853730153245e-07,8.85318497018114e-09,6.405149298914953e-11,3.5859079934827013e-09,4.7998279607183794e-14,3.823571955842713e-12,3.716428986698778e-11,3.76,0.0,0.7700339074539568,0.9920156917505435,0.003922292426793503,0.00027798163517396855,0.014097250980278024,0.005816114017053108,9.890569867372533e-12,6.292874303466044e-12,4.775550886734313e-07,0.00017651358774879874,0.0013440098658163194,1.2587702171855817e-06,8.475095427280122e-11,7.367690803768093e-12,2.0166080846741824e-05,4.797872789760062e-06,3.851448638363641e-07
3.5929624399504755e-06,0.8546553196583075,0.0002132431911485564,7.434514815414346e-05,7.975597798719571e-05,0.009714016611246901,0.0,0.0,7.226794418325203e-05,2.2743680167234523e-06,0.0004735040106253839,0.004977517209603938,4.5034264451517963e-07,9.475504189362225e-12,2.258434959874498e-08,1.1783016967237667e-05,5.455599542263659e-05,0.00011297017359832296,6.669419748690824e-10,1.7480008358683324e-13,1.5335475857582396e-08,6.294306503557173e-10,1.3659481551519764e-05,4.7676283449936e-08,1.946309196726945e-09,7.4836970155038e-10,3.378983747662864e-11,2.599831291980235e-07,9.040425381016672e-09,6.450518694718467e-11,3.681956035282835e-09,5.000727593905143e-14,3.93611380112725e-12,3.8958885608472814e-11,3.76,0.0,0.7696127672628604,0.9918504080524222,0.004022527473330301,0.00028347569627891,0.014366974017027715,0.0059242474781275745,9.882133098637483e-12,6.287497985467393e-12,4.771476450934947e-07,0.00017656859482331402,0.0013872087526906037,1.282646622405806e-06,8.475927906113469e-11,7.368468766083433e-12,2.0167984302491112e-05,4.794601128585747e-06,3.9243597831062483e-07
3.6498672135242735e-06,0.8546888155201983,0.0002140952188294212,7.528576019939663e-05,8.072483978927856e-05,0.009884666674347098,0.0,0.0,7.319802499273053e-05,2.3107609770468775e-06,0.0004926222651977529,0.005058223908208941,4.670161923714528e-07,9.544108333317853e-12,2.265381295060627e-08,1.1775357011226339e-05,5.472000262531093e-05,0.0001161562206467662,6.959109120633785e-10,1.786214487467581e-13,1.5598197655845202e-08,6.294125664282607e-10,1.364849010001352e-05,4.9320084922745505e-08,1.956451582434195e-09,7.825937052896703e-10,3.466164364057841e-11,2.650914382917189e-07,9.227940858290651e-09,6.496234092893915e-11,3.779523298998153e-09,5.208210215817452e-14,4.050429701064778e-12,4.081198910665612e-11,3.76,0.0,0.7691894980448385,0.9916839868186407,0.0041239325287632835,0.0002889779510830324,0.01463766479423755,0.006032938652293879,9.873666930106532e-12,6.2821029463679805e-12,4.767387823622566e-07,0.00017662550687682228,0.001431008983540478,1.3065980247930303e-06,8.476836177478269e-11,7.36931554144839e-12,2.0170070162328975e-05,4.7913735487214465e-06,3.997500285266893e-07
3.7636767606718695e-06,0.8547562697814368,0.00021581538684108562,7.717863276742845e-05,8.267199859086315e-05,0.010227152912771615,0.0,0.0,7.504766569389058e-05,2.3828907163710537e-06,0.0005324822962637436,0.005219503095469971,5.018244422783151e-07,9.683297308532033e-12,2.2793827496601196e-08,1.1759968603386524e-05,5.505008841957517e-05,0.00012271880114126624,7.56526674674244e-10,1.8637845999123272e-13,1.6125692939938975e-08,6.293771438426982e-10,1.3626392159672096e-05,5.2706815294538496e-08,1.9768345199095887e-09,8.545792062649577e-10,3.6439145528435936e-11,2.7533975780807287e-07,9.603820159083322e-09,6.58877857080681e-11,3.979269464177934e-09,5.6435815185179954e-14,4.2844411758452576e-12,4.469822307127269e-11,3.76,0.0,0.7683365524965627,0.9913477155246619,0.004330262669105646,0.00030000676416798737,0.015181948944981835,0.006252028496026109,9.856646234725422e-12,6.271256604113174e-12,4.759167918119367e-07,0.0001767452685879671,0.0015203995234202153,1.3547251409039585e-06,8.478891706734062e-11,7.371224451530246e-12,2.0174815474695197e-05,4.7850566042384235e-06,4.144467302382462e-07
3.866105353104706e-06,0.8548175132734832,0.00021738212514729147,7.8895541426469e-05,8.443520349078641e-05,0.01053675106472835,0.0,0.0,7.670143892523708e-05,2.4470881703923545e-06,0.000570248072201744,0.005364501861789284,5.348756858639818e-07,9.810865920941926e-12,2.292109252948414e-08,1.1746040795763468e-05,5.534987116514087e-05,0.00012884760376042332,8.142078599532466e-10,1.9349234178634982e-13,1.6602832180280996e-08,6.293461590238062e-10,1.3606372610063008e-05,5.586943966258993e-08,1.9953089676851073e-09,9.235632813059243e-10,3.807805185378815e-11,2.845994917923067e-07,9.943114943994086e-09,6.673432015781524e-11,4.164372392747605e-09,6.059599120772418e-14,4.501264208502876e-12,4.840732817356061e-11,3.76,0.0,0.7675615700981548,0.9910411402874706,0.004519986193644855,0.0003099600691977823,0.015675112615704062,0.006451202720596445,9.841226665501024e-12,6.261430618830637e-12,4.751721277862086e-07,0.00017686009267599972,0.0016028728928261847,1.3982943055698704e-06,8.48102793977514e-11,7.373198702821275e-12,2.0179771637650533e-05,4.779535927019234e-06,4.2775167799546716e-07
3.968533945537543e-06,0.8548792713698761,0.00021896670728098754,8.062511915590103e-05,8.620860842751888e-05,0.010847647465748067,0.0,0.0,7.83460931492896e-05,2.5106377446256773e-06,0.00060985096405354,0.005509356768330766,5.696255095078114e-07,9.940656850947569e-12,2.304955564486787e-08,1.173203869397199e-05,5.565254489350805e-05,0.00013519307680585048,8.749321339170043e-10,2.0073439443957937e-13,1.708230009612225e-08,6.293160818430875e-10,1.3586228288175524e-05,5.9142330407477475e-08,2.013924577674223e-09,9.967105920586833e-10,3.9754637807452465e-11,2.9389373556108187e-07,1.0283405601187087e-08,6.759470414894369e-11,4.354608439801565e-09,6.499572679186079e-14,4.72406271387937e-12,5.2323851865073776e-11,3.76,0.0,0.7667796121613759,0.9907308163112106,0.004713539038001663,0.0003199389894929951,0.016171408734650682,0.006652316917739039,9.82571123212213e-12,6.251543591314008e-12,4.7442283644616163e-07,0.00017698184766014866,0.001687241293228289,1.4421037326123262e-06,8.48344853549036e-11,7.375426049699112e-12,2.0185407252877726e-05,4.774177728805193e-06,4.4113011094053306e-07
4.07096253797038e-06,0.8549415518154713,0.00022056935459056386,8.236740953309794e-05,8.799221579443846e-05,0.011159851166317727,0.0,0.0,7.998280164479352e-05,2.573573534157715e-06,0.0006513339779804885,0.005654068471583871,6.061384156117553e-07,1.0072713375213129e-11,2.3179227586377558e-08,1.1717962133449756e-05,5.595837845385333e-05,0.00014176092117265082,9.387758163429002e-10,2.0810715224972364e-13,1.756415661555595e-08,6.292869774177419e-10,1.3565958923822795e-05,6.252715738740721e-08,2.032697482989435e-09,1.0742073021584862e-09,4.146947923633985e-11,3.032227024490929e-07,1.062474062245884e-08,6.846974437879811e-11,4.550057538426581e-09,6.964541195519976e-14,4.952924779634408e-12,5.645474405628024e-11,3.76,0.0,0.7659906499918888,0.9904167199026047,0.004910935335730182,0.0003299432642458136,0.01667083565172175,0.006855420520707254,9.810099714190998e-12,6.241595382069538e-12,4.73668907194221e-07,0.00017711075774759816,0.0017734853824750844,1.4861523309110946e-06,8.486164455534727e-11,7.377915218584313e-12,2.0191747517299847e-05,4.768987362757555e-06,4.5458169823092247e-07
4.173391130403217e-06,0.855004362296719,0.00022219028484280043,8.412245464296133e-05,8.978602627802309e-05,0.011473371271765573,0.0,0.0,8.161274376975185e-05,2.635931095479319e-06,0.0006947398170725165,0.005798637681560817,6.444801995469232e-07,1.0207079034583525e-11,2.3310118440788295e-08,1.1703810951104103e-05,5.626760280888761e-05,0.00014855684640373968,1.0058137936812953e-09,2.1561319987981969e-13,1.804846260936997e-08,6.292589175667015e-10,1.3545564252634286e-05,6.602559204405016e-08,2.0516427173862146e-09,1.1562453221823079e-09,4.3223162439642266e-11,3.1258664529745354e-07,1.0967172585159715e-08,6.936017397888842e-11,4.750800218306548e-09,7.455574474707796e-14,5.187939953971732e-12,6.080710110320183e-11,3.76,0.0,0.7651946551584401,0.9900988273735521,0.00511218904538704,0.00033997266854632867,0.017173391374976685,0.007060562721993543,9.794391896976962e-12,6.231585855192186e-12,4.72910329700964e-07,0.00017724702564452687,0.001861586163082633,1.5304389665495174e-06,8.489185373855699e-11,7.380674019770476e-12,2.0198814764575244e-05,4.76396945235037e-06,4.6810609588581996e-07
4.275819722836054e-06,0.8550677104484047,0.00022382971344313764,8.589029519787788e-05,9.159003898366539e-05,0.011788216935794106,0.0,0.0,8.323710519704941e-05,2.6977472641123525e-06,0.0007401108918149602,0.005943065156017371,6.847179254524925e-07,1.0343797752347975e-11,2.344223778171371e-08,1.1689584986076862e-05,5.6580417829031726e-05,0.00015558656782018875,1.076119517000047e-09,2.2325517418696157e-13,1.853527990953166e-08,6.292319799228011e-10,1.3525044016905335e-05,6.963930671209089e-08,2.070774440513773e-09,1.243022383057166e-09,4.5016283967780046e-11,3.219858501317961e-07,1.1310757632266445e-08,7.02666666000677e-11,4.956917669029487e-09,7.973773913136892e-14,5.4291992134110444e-12,6.538816961421254e-11,3.76,0.0,0.7643915995261578,0.9897771150503442,0.005317313945024322,0.0003500270066630375,0.01767907353996131,0.007267792475005079,9.778587572033773e-12,6.221514878837626e-12,4.72147093939109e-07,0.00017739083808518164,0.0019515249715065179,1.5749624600507455e-06,8.49252000097551e-11,7.383709574011037e-12,2.0206629186439856e-05,4.7591280721141945e-06,4.817029459782131e-07
4.3782483152688905e-06,0.8551316038493991,0.00022548785436673038,8.767097062019441e-05,9.340425152355685e-05,0.012104397355263221,0.0,0.0,8.485707813090969e-05,2.7590599993839455e-06,0.0007874893303475109,0.006087351696120887,7.269199004667962e-07,1.0482913929102619e-11,2.3575594778240778e-08,1.1675284080300485e-05,5.689699788369934e-05,0.00016285580361181392,1.1497650029958047e-09,2.310357660060512e-13,1.902467132702795e-08,6.29206247208653e-10,1.3504397966208646e-05,7.336997400823917e-08,2.0901061273732125e-09,1.3347421099513853e-09,4.684945046583335e-11,3.314206309578556e-07,1.1655555046537387e-08,7.118984824328085e-11,5.168491799633751e-09,8.520273551045693e-14,5.676794935523515e-12,7.020535029503436e-11,3.76,0.0,0.7635814552855456,0.9894515592816232,0.00552632362693837,0.0003601061065088945,0.01818787938364518,0.007477158496966922,9.762686537622192e-12,6.211382325560594e-12,4.7137919020823273e-07,0.00017754237002400714,0.002043283467436737,1.619721584046638e-06,8.496176329502375e-11,7.38702847969104e-12,2.021520937857868e-05,4.754466883508296e-06,4.953718759633109e-07
4.480676907701727e-06,0.8551960500255236,0.00022716492084718203,8.946451909446089e-05,9.52286600738748e-05,0.012421921765969164,0.0,0.0,8.647386150254031e-05,2.819908252204891e-06,0.0008369169885186262,0.006231498143267634,7.711556472727957e-07,1.0624472517968891e-11,2.371019827443431e-08,1.1660908078708804e-05,5.7217496436127223e-05,0.0001703702718869692,1.2268208375570452e-09,2.389577218141724e-13,1.9516700669173246e-08,6.291818066426255e-10,1.3483625858241445e-05,7.721926628468331e-08,2.109650726080946e-09,1.4316140965058818e-09,4.872327855499293e-11,3.408913254822526e-07,1.2001626902409639e-08,7.213030703119609e-11,5.385605290540549e-09,9.096240594727388e-14,5.930820877233954e-12,7.526620182832344e-11,3.76,0.0,0.7627641949780376,0.989122136445362,0.005739231492614574,0.00037020981508929183,0.018699805722067135,0.007688709272750058,9.746688599257318e-12,6.2011880725137724e-12,4.706066091564129e-07,0.00017770178776299017,0.0021368436231366935,1.6647150612974392e-06,8.500161817035705e-11,7.390636960714247e-12,2.0224572747750206e-05,4.749989235537729e-06,5.091124980197468e-07
4.583105500134564e-06,0.8552610564488254,0.0002288611258680407,9.127097759506725e-05,9.70632594074635e-05,0.012740799439222555,0.0,0.0,8.808866114272631e-05,2.880331853458522e-06,0.0008884354597298357,0.006375505376835115,8.17495875050604e-07,1.0768519080242654e-11,2.384605684607889e-08,1.1646456829796292e-05,5.754204976966458e-05,0.00017813568767968704,1.3073561815632842e-09,2.4702384529458434e-13,2.0011432756464206e-08,6.291587494593456e-10,1.3462727459496712e-05,8.118885514128131e-08,2.1294207856275103e-09,1.5338539793989703e-09,5.0638394747787555e-11,3.503982916394017e-07,1.2349037786253005e-08,7.308860114513415e-11,5.608341638294861e-09,9.702876170028705e-14,6.1913721582296875e-12,8.057844479468658e-11,3.76,0.0,0.761939791518738,0.9887888229550679,0.0059560507478223215,0.0003803379948055935,0.01921484893104152,0.007902493059396467,9.730593570176071e-12,6.190932001780925e-12,4.698293418031355e-07,0.00017786925121140242,0.0022321877128473728,1.709941562995367e-06,8.504483518411264e-11,7.394540957016408e-12,2.023473580576153e-05,4.745698237944125e-06,5.229244085547473e-07
4.685534092567401e-06,0.8553266305385239,0.0002305766825266534,9.309038189743192e-05,9.890804291060623e-05,0.01306103967892652,0.0,0.0,8.970268992925796e-05,2.9403714190404907e-06,0.0009420860845713729,0.006519374312538945,8.660124488564464e-07,1.091509982911378e-11,2.3983178842880703e-08,1.1631930186212596e-05,5.787078004914403e-05,0.0001861577599131289,1.3914387784043736e-09,2.552369988360571e-13,2.050893343910258e-08,6.291371705239938e-10,1.3441702545614537e-05,8.52804109825681e-08,2.149428563229189e-09,1.6416835131493644e-09,5.2595435390853805e-11,3.5994190473481474e-07,1.2697854569124303e-08,7.406526543377176e-11,5.836785196457642e-09,1.0341416483770743e-13,6.458545247967414e-12,8.6149965635595e-11,3.76,0.0,0.7611082182173038,0.9884515952655215,0.006176794397789328,0.00039049052041326187,0.019733004928926014,0.00811855789100373,9.714401271677616e-12,6.180614000701686e-12,4.690473795601016e-07,0.0001780449155824142,0.0023292983022819816,1.7553997072630478e-06,8.509148185058863e-11,7.398746180215724e-12,2.0245714389924102e-05,4.7415968162026526e-06,5.368071878034972e-07
4.787962685000238e-06,0.8553927796613973,0.00023231180431209497,9.492276657827269e-05,0.00010076300258967865,0.013382651818976297,0.0,0.0,9.131716790767115e-05,3.0000682687179273e-06,0.0009979099602484666,0.006663105901198576,9.167783574507453e-07,1.1064261668040169e-11,2.4121572419767326e-08,1.1617328004801496e-05,5.820379785601673e-05,0.0001944421883187664,1.479134962860543e-09,2.6360010501177683e-13,2.1009269613274187e-08,6.291171680204349e-10,1.3420550901928075e-05,8.949560261228867e-08,2.1696861160449524e-09,1.7553306451054288e-09,5.459504662987694e-11,3.695225550756425e-07,1.3048146221632125e-08,7.506081698911097e-11,6.071021214108972e-09,1.1013133357689349e-13,6.7324379553221245e-12,9.19888206619359e-11,3.76,0.0,0.7602694487975549,0.9881104298782365,0.0064014752424146944,0.0004006672764977075,0.020254269160843295,0.008336951583768811,9.6981115335236e-12,6.170233961984759e-12,4.6826071424749115e-07,0.00017822893270665966,0.002428158238227133,1.8010880577976297e-06,8.514162341549275e-11,7.40325818827133e-12,2.0257523833411797e-05,4.737687753196768e-06,5.507603993436501e-07
4.890391277433075e-06,0.8554595111324181,0.00023406670531352344,9.676816500767856e-05,0.00010262812907043595,0.013705645220896378,0.0,0.0,9.293332238450559e-05,3.0594643566380775e-06,0.0010559479497985944,0.006806701127816644,9.698676795502497e-07,1.1216052221675136e-11,2.4261245559841854e-08,1.1602650146888064e-05,5.8541204291630115e-05,0.00020299466031143673,1.5705096710809213e-09,2.721161480371137e-13,2.15125092372422e-08,6.290988431882463e-10,1.3399272324049712e-05,9.383609685914034e-08,2.190205376556348e-09,1.875029590539706e-09,5.663788439287343e-11,3.7914064600068044e-07,1.3399983663525152e-08,7.607575977230553e-11,6.3111358704180614e-09,1.1719334863851473e-13,7.013149420954345e-12,9.810324010851831e-11,3.76,0.0,0.7594234574161126,0.9877653033467256,0.006630105871503682,0.0004108681553748503,0.02077863658404215,0.008557721741093842,9.681724194238557e-12,6.159791783890777e-12,4.674693381060936e-07,0.00017842145204920263,0.0025287506382568933,1.8470051226242917e-06,8.519532344960304e-11,7.408082427572306e-12,2.0270179097057562e-05,4.733973721836947e-06,5.647835897221433e-07
4.9928198698659115e-06,0.855526832215253,0.00023584160036839555,9.862660933389912e-05,0.00010450341159095205,0.01403002927167696,0.0,0.0,9.455238799249937e-05,3.11860221197173e-06,0.0011162406910989974,0.006950161010931468,1.0253555485163215e-06,1.1370519859975888e-11,2.4402206091443035e-08,1.158789647897632e-05,5.8883092708123905e-05,0.00021182084782072588,1.6656264514535878e-09,2.8078817520332564e-13,2.2018721347292416e-08,6.290823001071191e-10,1.3377866618165409e-05,9.83035582300648e-08,2.21099821606974e-09,2.0010209077955226e-09,5.872461438957443e-11,3.887965922546131e-07,1.3753439643421075e-08,7.711058845774127e-11,6.55721630633611e-09,1.2461366613710357e-13,7.300780111975286e-12,1.0450163223577231e-10,3.76,0.0,0.7585702186802143,0.9874161922816148,0.006862698660019651,0.000421093055357772,0.02130610165424873,0.008780915758712657,9.665239101377125e-12,6.14928737056778e-12,4.66673243816194e-07,0.00017862262146704425,0.0026310588805623773,1.8931493529449777e-06,8.52526442928562e-11,7.41322424117435e-12,2.028369486740901e-05,4.730457309632257e-06,5.78876288188424e-07
5.095248462298748e-06,0.8555947501227894,0.00023763670516290374,0.00010049813046196939,0.00010638883798924768,0.01435581338176005,0.0,0.0,9.617560672710553e-05,3.1775248882404296e-06,0.0011788286056640344,0.007093486602188698,1.083318115504271e-06,1.1527713720186577e-11,2.4544461699268562e-08,1.1573066872833604e-05,5.922955012528834e-05,0.00022092640407932334,1.7645474761809466e-09,2.896192982989261e-13,2.2527976073571724e-08,6.29067645535955e-10,1.3356333601403743e-05,1.0289964858690539e-07,2.232076499994044e-09,2.1335515734163036e-09,6.08559121255456e-11,3.984908186521916e-07,1.410858864406234e-08,7.816579167704754e-11,6.809350655246727e-09,1.3240612325273257e-13,7.595431818262217e-12,1.1119258747914091e-10,3.76,0.0,0.7577097076648756,0.9870630733556544,0.007099265763345118,0.00043134187933203233,0.02183665831282822,0.009006580829783966,9.648656111960389e-12,6.138720632206976e-12,4.658724245183871e-07,0.0001788325877571852,0.0027350665939004323,1.939519142074121e-06,8.531364737176872e-11,7.418688913924432e-12,2.0298085627427913e-05,4.7271410358267125e-06,5.930380062839141e-07
5.197677054731585e-06,0.8556632720176279,0.00023945223629664666,0.00010238275802792692,0.00010828439468732272,0.014683006983115126,0.0,0.0,9.780422795369853e-05,3.2362759199143016e-06,0.0012437519072319256,0.007236678986065471,1.1438325110933524e-06,1.1687683725346447e-11,2.468801993008315e-08,1.1558161205482694e-05,5.958065839209436e-05,0.00023031696036912526,1.867333553401686e-09,2.9861269503133166e-13,2.3040344655857982e-08,6.290549887845484e-10,1.3334673102357627e-05,1.0762602684259574e-07,2.2534521327731463e-09,2.27287505717652e-09,6.303246292793178e-11,4.0822375897767996e-07,1.446550680851868e-08,7.924185471805997e-11,7.067628072049484e-09,1.4058494301345046e-13,7.897207650209248e-12,1.181848826469255e-10,3.76,0.0,0.7568418999296027,0.9867059233086881,0.007339819112540503,0.0004416145335818088,0.022370299974545794,0.009234763949883333,9.631975092733051e-12,6.128091485098838e-12,4.650668738171392e-07,0.00017905149705578865,0.0028407576476652424,1.9861128244371883e-06,8.53783934310417e-11,7.424481695302777e-12,2.0313365707748366e-05,4.724027363861372e-06,6.072682375190936e-07
