Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70),CF(49),CH2F2(40),CHF2(81),S(2051),CF2(42)
0.0026916006968603036,0.6728831411383743,0.0005716693522074053,0.0005482525519784207,0.0007465103312413002,0.025710375596726225,0.0,0.0,0.0005389805463850198,2.6440552413890162e-05,0.5192825184851871,0.044311874196655145,8.715540993649627e-06,4.976138352047088e-12,1.6517397129896823e-09,3.2765509393190566e-08,4.56723297361076e-05,0.0010779149172524365,1.4075360535378681e-06,5.267731791780883e-09,2.8030347596068463e-05,4.855641374378587e-11,6.064109062365602e-09,2.2194803903013658e-05,1.500777096705137e-08,0.0003948487460941624,1.0506770152889899e-08,5.235129460938948e-06,7.56322610347276e-07,6.092849594767832e-09,9.524639558238675e-08,5.497738491912261e-11,1.4389886173272934e-08,1.0134448414643065e-07,3.76,0.0,0.005900156706865839,0.4197731670592195,0.5438794399441285,0.00031202408677777333,0.0007440967549618838,0.5664854375218922,6.160306910625437e-15,2.544654729406535e-15,6.597078455525313e-10,3.7894565549699205e-06,0.004469614229553758,7.857480311329646e-07,2.36724551392192e-13,6.988388430647461e-15,2.8687889190952046e-07,6.520611695745823e-07,3.502524007256286e-09,0.0011208721033186665,0.00010804303626621655,3.651181229344442e-07,3.6053172760303996e-05,3.610009341334701e-07,5.179582631531032e-07,3.68921022751509e-12,1.9523585787550485e-11,6.395235538650571e-07,1.2138589057916985e-05,7.720844554246331e-09,2.6197691875121793e-10,4.910250944090278e-12,1.4322318971929805e-09,1.5270962140221419e-06,7.093200543244817e-05,0.0003774287258516238,7.65536665104235e-05,2.2984778943296596e-07,0.0001180172070503002
0.0026935739755352375,0.6728961974340469,0.0005863984678265094,0.0005639830016821876,0.0007657173187123752,0.025636549834951273,0.0,0.0,0.0005372923527027979,2.6254190427795724e-05,0.5192851900233789,0.04459586897762783,8.842472905423996e-06,5.322123587276635e-12,1.7209122208187779e-09,3.3414345360449224e-08,4.557606546933873e-05,0.0010665086622514879,1.4228558473387668e-06,5.296317310541277e-09,2.7575193955419867e-05,4.9798575730344695e-11,6.218639661014296e-09,2.2297310425410824e-05,1.506891442513623e-08,0.0003911631623277372,1.0637195025978928e-08,5.179867242265259e-06,7.434246196639367e-07,6.1374308428009245e-09,9.716887394358997e-08,5.501920630553331e-11,1.4581049480024673e-08,1.0078947321959889e-07,3.76,0.0,0.005732120943573103,0.41936451918661777,0.544150084106711,0.0003101378142249052,0.0007345756899528581,0.5667400806899435,6.275948402697842e-15,2.5924356586474916e-15,6.719358119906425e-10,3.816501959065264e-06,0.004428957274333621,7.749348539718646e-07,2.3825004838746314e-13,7.031673474812054e-15,2.8880190117622606e-07,6.647030219606454e-07,3.4577138499092517e-09,0.0011010427982675647,0.00010793804418349143,3.6787085129250614e-07,3.650012137919416e-05,3.6372551703265257e-07,5.141802097069796e-07,3.731201103810397e-12,1.9340602512370363e-11,6.450833054875612e-07,1.2236625217266696e-05,7.808574363038878e-09,2.704151921763448e-10,5.068762994918805e-12,1.4152954532089674e-09,1.5392790289528443e-06,7.222721186950631e-05,0.0003689316380275964,7.51114610413599e-05,2.2529984201077642e-07,0.00011871578047411007
0.0026955472542101715,0.6729089843069714,0.0006018338382616824,0.0005804939780196076,0.0007858772464756646,0.025560264572264447,0.0,0.0,0.0005355351441824159,2.6061538173639052e-05,0.5192823280052574,0.04488716433833223,8.972194096874439e-06,5.698893710763567e-12,1.7940994239488274e-09,3.4085039599529814e-08,4.546413378296736e-05,0.0010547761403346212,1.4383083646036483e-06,5.323897639537893e-09,2.7114192531263615e-05,5.11161701852324e-11,6.379407464194689e-09,2.239615229341872e-05,1.513009803646011e-08,0.000387373546781362,1.076986790976569e-08,5.122672611718256e-06,7.299886183192366e-07,6.179568237265516e-09,9.9159340927246e-08,5.504934693378712e-11,1.4775285171555427e-08,1.0020163424739107e-07,3.76,0.0,0.005564590118481466,0.41895013865840836,0.5444228858846679,0.000308178114037316,0.0007247741391544414,0.5669957146365805,6.395349092245705e-15,2.6417709688679895e-15,6.845582678894702e-10,3.8429696977343276e-06,0.004387381835593411,7.638363038170314e-07,2.397376996823785e-13,7.073727785163937e-15,2.9068446769914016e-07,6.778478594401765e-07,3.411710773244611e-09,0.0010810050606967724,0.00010783158449588835,3.7065303059109366e-07,3.69563889538155e-05,3.6647940846576246e-07,5.103793887206647e-07,3.77400050949777e-12,1.915248246375945e-11,6.507398575025159e-07,1.2335800586280146e-05,7.897986467781163e-09,2.7931086148094487e-10,5.236089558387435e-12,1.3978841537307688e-09,1.5516483075953218e-06,7.356745609211669e-05,0.0003603759550611943,7.364554495829816e-05,2.2068659167672646e-07,0.00011942486011533261
0.0026975205328851055,0.6729214873183951,0.000618022366304052,0.0005978384686248725,0.0008070548102792025,0.025481400363854767,0.0,0.0,0.000533705474698799,2.586229787998812e-05,0.5192736236605707,0.045186120855176905,9.104658683426075e-06,6.1097256127320395e-12,1.8715835065115597e-09,3.477841966860746e-08,4.5335735357768566e-05,0.0010427006909597659,1.45387471276814e-06,5.350340260285599e-09,2.6647269892912412e-05,5.25144046739924e-11,6.546708787937068e-09,2.2490941524276485e-05,1.519135741102429e-08,0.00038347612413246196,1.090472526368293e-08,5.063471362655426e-06,7.160113345566515e-07,6.218981106135098e-09,1.012204799919631e-07,5.5067137522993646e-11,1.4972473823398784e-08,9.957898712635196e-08,3.76,0.0,0.005397595350797917,0.4185297578018375,0.5446979178935677,0.0003061422617879796,0.0007146809977611142,0.5672523593106228,6.518640743187327e-15,2.6927152727057915e-15,6.975887279937393e-10,3.868732486885242e-06,0.0043448492942372,7.524415385509402e-07,2.4117980585702673e-13,7.114315987541528e-15,2.9251774888193823e-07,6.915231847341844e-07,3.364467533758993e-09,0.0010607557282911284,0.00010772358876142439,3.7346211153095704e-07,3.742190445775148e-05,3.6926010238269066e-07,5.065555047166876e-07,3.8175939407879415e-12,1.8959039697210776e-11,6.564910128961413e-07,1.2436022590947961e-05,7.989049828807811e-09,2.8869783080701136e-10,5.412896644186945e-12,1.3799739883181341e-09,1.5641964997843067e-06,7.495475360563177e-05,0.00035176165840191916,7.215568814539188e-05,2.1600760248356576e-07,0.00012014474555193137
0.0026994938115600395,0.6729336908576751,0.0006350147605114616,0.000616073842983634,0.0008293200176174298,0.025399829943266682,0.0,0.0,0.0005317997251855844,2.565615779543364e-05,0.5192587440418499,0.045493123371351335,9.239796878872567e-06,6.558293459243226e-12,1.953667934392481e-09,3.5495323011709153e-08,4.519003457018266e-05,0.0010302647909341443,1.4695327341793616e-06,5.3755032163152385e-09,2.6174356259107983e-05,5.399885572009641e-11,6.7208513059241385e-09,2.258125745108607e-05,1.5252732757768107e-08,0.00037946696798343106,1.1041682718357972e-08,5.00218737520237e-06,7.014908757244906e-07,6.25536717706054e-09,1.0335501407862103e-07,5.507186901492573e-11,1.5172463398981434e-08,9.891942634609818e-08,3.76,0.0,0.005231170765324037,0.4181030926769175,0.5449752545619839,0.0003040274110831052,0.0007042848867251818,0.5675100332960206,6.645955182509666e-15,2.7453232309394276e-15,7.110406663414551e-10,3.893648463433706e-06,0.004301319237292458,7.407394981318371e-07,2.4256780613799123e-13,7.153176726018782e-15,2.942919008192231e-07,7.057583016106211e-07,3.3159356745709777e-09,0.0010402917528233647,0.00010761398438138294,3.7629502238899125e-07,3.789653987543441e-05,3.7206457744001476e-07,5.02708232277939e-07,3.861960764781647e-12,1.8760080850267362e-11,6.623337323522311e-07,1.2537179212816826e-05,8.081720531699642e-09,2.9861310211987213e-10,5.599911819416164e-12,1.3615401503058712e-09,1.5769139455364922e-06,7.639120174775962e-05,0.00034308886017613184,7.064168673739512e-05,2.1126252818026967e-07,0.00012087574231423053
0.0027009712951779606,0.6729426220503585,0.0006482967580451936,0.0006303478362339637,0.0008467482906037919,0.02533690169833051,0.0,0.0,0.0005303207253679164,2.5497099211169773e-05,0.5192433456531393,0.0457285032323662,9.342673716504747e-06,6.9213168668284286e-12,2.018334828255513e-09,3.6048005745042773e-08,4.506909202817024e-05,0.0010207064788370621,1.4813012648972047e-06,5.393410577490041e-09,2.581630274660089e-05,5.51703389921331e-11,6.855909167414386e-09,2.2645680363195904e-05,1.5298789949080974e-08,0.0003763895385785719,1.1145539693033692e-08,4.954891088183009e-06,6.902628732814745e-07,6.280435378691807e-09,1.0500293296503768e-07,5.506641274393841e-11,1.532392616102265e-08,9.840007964965969e-08,3.76,0.0,0.005106956701993083,0.4177793347915136,0.5451844635707559,0.0003023904285172148,0.0006962955308219569,0.5677036496225252,6.7439933182365965e-15,2.7858348795716596e-15,7.21396658220546e-10,3.9116557393665804e-06,0.004268047962823769,7.317697410121608e-07,2.4356597949595416e-13,7.180969895215852e-15,2.95575059030773e-07,7.16801924713445e-07,3.278724325650997e-09,0.001024827172352835,0.00010753081939768273,3.7842956474009307e-07,3.8257777514777194e-05,3.741778315433085e-07,4.998120770544674e-07,3.89567019439762e-12,1.8607379790291563e-11,6.667660014605936e-07,1.2613451942727545e-05,8.152124903228321e-09,3.064071011367521e-10,5.747096212702366e-12,1.3473797740993478e-09,1.5865397067468031e-06,7.750021747268209e-05,0.00033655699341091885,6.949217293326743e-05,2.0766626077167975e-07,0.00012143053341872588
0.0027024487787958816,0.6729513683168697,0.0006620847570961499,0.0006451840082272079,0.000864862800251882,0.025272320191951008,0.0,0.0,0.0005287952908116923,2.5333848116514782e-05,0.5192241230619132,0.04596880654878791,9.446942304548532e-06,7.309711427620412e-12,2.0859088061092164e-09,3.661470058235208e-08,4.4937580688178545e-05,0.0010109277386104105,1.4930944329552322e-06,5.4104418393347835e-09,2.5454828474060558e-05,5.6396144512340424e-11,6.995117896630597e-09,2.27071352159876e-05,1.534495777962803e-08,0.00037324541550211033,1.1250458251065026e-08,4.906350326417809e-06,6.787306238738879e-07,6.303479909496494e-09,1.0669469049941107e-07,5.5052882394367847e-11,1.5476758732572994e-08,9.785779796933537e-08,3.76,0.0,0.004983100217275149,0.4174517519795319,0.5453950397566131,0.00030070619749906135,0.0006881248621614134,0.567897858852454,6.844414017585504e-15,2.82733203054497e-15,7.320018744190444e-10,3.929027549505515e-06,0.004234175366381411,7.226166560351639e-07,2.4452415149503624e-13,7.207499956436173e-15,2.96813932854262e-07,7.281907049034772e-07,3.2407416568970243e-09,0.0010092394767719113,0.00010744667540316146,3.8057364403809537e-07,3.862391046491024e-05,3.7630065560520324e-07,4.969024414909016e-07,3.929783184422356e-12,1.8451386711424735e-11,6.712452739270545e-07,1.2690108217603224e-05,8.22336677119549e-09,3.1453820364927103e-10,5.9008092033900355e-12,1.332900543323373e-09,1.5962475195098443e-06,7.86389503935596e-05,0.00032999264901786005,6.83289665218041e-05,2.0403274987285885e-07,0.00012199185962405586
0.0027037785140520106,0.672959075168763,0.0006749482073743281,0.0006590417784302846,0.0008817824958009552,0.025212731104848788,0.0,0.0,0.0005273812822752068,2.5183216689750445e-05,0.5192034118419268,0.04618944782424507,9.54192095991734e-06,7.68268266302216e-12,2.1493377597693927e-09,3.713699528724184e-08,4.480986036729227e-05,0.0010019315241934282,1.5037180109421291e-06,5.4249590595405e-09,2.5126557482581775e-05,5.754811463121786e-11,7.124070521158388e-09,2.2759726885605472e-05,1.5386621635508858e-08,0.0003703571798782332,1.1345739006785191e-08,4.861571826824099e-06,6.680923577590962e-07,6.322363676135951e-09,1.082557025862781e-07,5.50335149271365e-11,1.5615388810517277e-08,9.734928174321731e-08,3.76,0.0,0.00487195014847328,0.4171535420075044,0.5455857544652883,0.00029914888662740675,0.0006806121141451633,0.5680731587217229,6.936873345655723e-15,2.865540178618893e-15,7.417640553281598e-10,3.9440541970773255e-06,0.004203160168463163,7.142181839331946e-07,2.453484263373393e-13,7.230179020997749e-15,2.9788658286372677e-07,7.387477255524603e-07,3.2058801502943453e-09,0.0009951043902703296,0.00010737007931969592,3.8250980171054356e-07,3.895750309107382e-05,3.782177373411022e-07,4.94272094096158e-07,3.960815547425246e-12,1.8308104332561193e-11,6.75314756609585e-07,1.2759365615847327e-05,8.288170132158637e-09,3.221606155947424e-10,6.04505201680487e-12,1.3195874316393546e-09,1.6050488955340078e-06,7.9690016556811e-05,0.0003240571650906626,6.727033545636757e-05,2.007307349077784e-07,0.00012250275039361815
0.0027051082493081396,0.6729666194424367,0.0006882629395402999,0.0006734019777540406,0.0008993153479364598,0.02515170343049481,0.0,0.0,0.0005259269854233862,2.502896123148528e-05,0.5191793326517864,0.046414379848347585,9.63791883221113e-06,8.079552618947908e-12,2.2153634878686605e-09,3.767117369559714e-08,4.467296775713894e-05,0.0009927437475890483,1.514339317462362e-06,5.4386471394175955e-09,2.4795481184644297e-05,5.874846400750303e-11,7.25660274697946e-09,2.2809569567884045e-05,1.542841005510747e-08,0.00036741209102099175,1.1441772025736635e-08,4.8157333308909684e-06,6.572097726282438e-07,6.339367827476372e-09,1.0985397974351193e-07,5.500706179977895e-11,1.575494819893519e-08,9.682056662330361e-08,3.76,0.0,0.004761118647703338,0.41685201481762957,0.5457776275021922,0.00029755121472457385,0.0006729448010811895,0.5682489468433546,7.031342476290899e-15,2.9045797832063965e-15,7.517361515531981e-10,3.958441297831393e-06,0.004171628164145072,7.056638559122408e-07,2.461328183873483e-13,7.251607395482066e-15,2.9891473065647253e-07,7.49607200986633e-07,3.17036092809073e-09,0.000980867966803954,0.00010729263424096505,3.8445038166914707e-07,3.9294829537913994e-05,3.801393182535352e-07,4.916305368117351e-07,3.99214574511176e-12,1.816201603822512e-11,6.794181578261105e-07,1.2828812799032218e-05,8.35359049854756e-09,3.3008723496114333e-10,6.195197088399361e-12,1.305998858721595e-09,1.6139051225285704e-06,8.076665629348389e-05,0.0003180957857308082,6.620055302375825e-05,1.973985648766432e-07,0.00012301913917984127
0.0027064379845642686,0.6729739945348121,0.0007020503043547546,0.0006882889036183431,0.0009174909124554326,0.025089186728995176,0.0,0.0,0.0005244310758232202,2.487096936861652e-05,0.5191517463231332,0.04664375665183865,9.73487040550717e-06,8.50211495589258e-12,2.2841091244124263e-09,3.821748166550004e-08,4.4526600781788874e-05,0.0009833579578422326,1.524946136025524e-06,5.451444757916833e-09,2.446158577063712e-05,5.999940363361651e-11,7.3928195910374765e-09,2.2856485586188852e-05,1.5470340931203575e-08,0.0003644087579074799,1.1538494483184135e-08,4.768809949329105e-06,6.46084571213225e-07,6.354370220654215e-09,1.1149033388908949e-07,5.49732472932806e-11,1.589533342842778e-08,9.627083712336556e-08,3.76,0.0,0.0046506208031475045,0.41654705980730905,0.5459706833063034,0.0002959121466395706,0.0006651192515292326,0.5684252260432064,7.127857219933674e-15,2.9444657388121773e-15,7.619217356964953e-10,3.9721231012884066e-06,0.004139564628285421,6.969501906943383e-07,2.4687339544600776e-13,7.271665622874616e-15,2.9989383470776893e-07,7.607807238711152e-07,3.1341682515204394e-09,0.000966529530608461,0.00010721431189105845,3.8639355046333853e-07,3.9635746594960445e-05,3.8206359226465674e-07,4.889776131683018e-07,4.023756506800525e-12,1.8013053363089772e-11,6.835530105858462e-07,1.2898381820275513e-05,8.419591437007856e-09,3.383343018031889e-10,6.3515648005274605e-12,1.2921265349429454e-09,1.6228094760140565e-06,8.186960351761601e-05,0.0003121087814078801,6.511960692779456e-05,1.940362982344389e-07,0.00012354112314035847
0.0027077677198203975,0.6729811934686066,0.0007163328523684394,0.0007037282442487289,0.0009363404139180603,0.025025128287608018,0.0,0.0,0.0005228921934807871,2.470912610046569e-05,0.5191205059666436,0.04687773956705627,9.832699813827549e-06,8.952312039950352e-12,2.3557036317155754e-09,3.8776158108652145e-08,4.4370449437901247e-05,0.0009737675262016186,1.5355250601011563e-06,5.463287189930116e-09,2.4124859328504596e-05,6.130324043050904e-11,7.532827043918786e-09,2.2900287451523932e-05,1.5512432900435197e-08,0.00036134575812046636,1.163583526632255e-08,4.720776705769167e-06,6.347189478105954e-07,6.36724338948401e-09,1.1316555675190413e-07,5.493178388108302e-11,1.603642823595999e-08,9.569924675153176e-08,3.76,0.0,0.0045404726660429615,0.4162385617130894,0.546164946452716,0.00029423061754893195,0.0006571317940185717,0.5686019984223597,7.226451487185061e-15,2.985212158027912e-15,7.723241646363584e-10,3.985029335015706e-06,0.004106954421649144,6.880737265279146e-07,2.475659613079511e-13,7.290226330789158e-15,3.0081904478446494e-07,7.722804013038737e-07,3.0972863478329694e-09,0.0009520884735112491,0.00010713508280286012,3.883372695402297e-07,3.998008655570992e-05,3.839885508806398e-07,4.863131527028804e-07,4.055628022190739e-12,1.7861146304290666e-11,6.877165099471684e-07,1.296799701798025e-05,8.486131184520385e-09,3.4691910533811366e-10,6.514496364168438e-12,1.2779621952526155e-09,1.6317543636320557e-06,8.29996047822447e-05,0.00030609647770638764,6.402749684632926e-05,1.906440317725429e-07,0.00012406879918217646
0.0027090974550765265,0.6729882088647365,0.0007311344108038901,0.000719747168933003,0.0009558968494532414,0.024959473007729962,0.0,0.0,0.0005213089445762181,2.4543313978707117e-05,0.5190854564402066,0.0471164976551822,9.931319820103725e-06,9.432252026759381e-12,2.4302819342453743e-09,3.9347432176281374e-08,4.420419602299798e-05,0.0009639656519144766,1.5460614228939854e-06,5.474106061117268e-09,2.3785292065361398e-05,6.26623760082947e-11,7.676731975732842e-09,2.294077733397982e-05,1.5554705443956535e-08,0.00035822163869315315,1.1733714146537994e-08,4.671608621563466e-06,6.231156249494534e-07,6.377854532939783e-09,1.1488041428344392e-07,5.488237188019141e-11,1.6178102595831348e-08,9.510491773020174e-08,3.76,0.0,0.004430691306118522,0.41592640037966944,0.5463604415919903,0.0002925055324838733,0.0006489787802919944,0.5687792652605657,7.327156920023831e-15,3.026832221928564e-15,7.829465410849129e-10,3.997085000781746e-06,0.004073781990534488,6.790310460806513e-07,2.4820604380202266e-13,7.307153873925814e-15,3.0168518790884243e-07,7.841188867588525e-07,3.05969950514774e-09,0.0009375442641424955,0.0001070549162590644,3.902792591756144e-07,4.032765518453775e-05,3.8591194742092594e-07,4.836369695206388e-07,4.087737743105499e-12,1.7706223363831648e-11,6.919054574133101e-07,1.3037574566552982e-05,8.55316223748238e-09,3.558600641429969e-10,6.684355383779128e-12,1.2634975297138577e-09,1.6407312772013925e-06,8.415741761809726e-05,0.00030005926092626815,6.292423597457527e-05,1.8722190520147645e-07,0.00012460226357320753
0.0027104271903326555,0.6729950328918266,0.0007464801581764,0.0007363744163931523,0.0009761950917407844,0.02489216329670894,0.0,0.0,0.0005196799026866064,2.4373413271366485e-05,0.5190464338486834,0.04736020810804693,1.0030630186262912e-05,9.944219871137243e-12,2.507984680006337e-09,3.99315203849281e-08,4.402751511182241e-05,0.0009539453688562592,1.5565391677390834e-06,5.48382916981235e-09,2.344287655300502e-05,6.40792914393659e-11,7.824641163137289e-09,2.2977746561374302e-05,1.5597178533577008e-08,0.00035503491675174776,1.1832040283035845e-08,4.621280792756111e-06,6.112778887406849e-07,6.386065267899123e-09,1.1663563570953929e-07,5.482469820031341e-11,1.6320210908762056e-08,9.448694068034225e-08,3.76,0.0,0.004321294878096494,0.4156104505453805,0.5465571933819506,0.0002907357659036138,0.0006406565940421524,0.5689570269251678,7.430002446618271e-15,3.06933801331618e-15,7.937916675326244e-10,4.00821011830159e-06,0.00404003136563881,6.698187859146473e-07,2.487888802574521e-13,7.32230390589959e-15,3.024867518102777e-07,7.963093996074535e-07,3.021392111963073e-09,0.0009228964573874187,0.00010697378023734311,3.92217002735308e-07,4.0678228598543204e-05,3.8783130143192514e-07,4.809488603282511e-07,4.120060061878299e-12,1.754821158114391e-11,6.96116167332969e-07,1.3107021598399772e-05,8.620630686334557e-09,3.6517679791416745e-10,6.861529336822e-12,1.2487241682081018e-09,1.6497306515479079e-06,8.534380906003098e-05,0.0002939975839607969,6.180985224479564e-05,1.837701047316574e-07,0.00012514161157152527
0.0027117569255887845,0.6730016572784184,0.0007623967059013537,0.0007536403912705458,0.0009972720002853876,0.024823138952947604,0.0,0.0,0.0005180036105357401,2.4199302198372595e-05,0.5190032649770343,0.04760905669471379,1.0130516949295275e-05,1.0490686852780902e-11,2.588958805664572e-09,4.05286263535646e-08,4.3840073715142714e-05,0.0009436995552895526,1.5669407451880062e-06,5.492380903201413e-09,2.309760799272225e-05,6.555656882362805e-11,7.97666073482615e-09,2.3010975086525197e-05,1.5639872424411045e-08,0.0003517840806552357,1.1930712090386428e-08,4.569768486735228e-06,5.992096266218307e-07,6.391731867940437e-09,1.1843190730019376e-07,5.475843592480591e-11,1.6462590922380914e-08,9.384437460943415e-08,3.76,0.0,0.004212302688336902,0.4152905816094514,0.5467552264072839,0.0002889201613776314,0.000632161669237235,0.5691352827641382,7.535013644462381e-15,3.1127402254077458e-15,8.048619732400953e-10,4.018319486813766e-06,0.004005686164269165,6.604336586744494e-07,2.4930940564202905e-13,7.335523053033205e-15,3.0321786932058194e-07,8.088657431024731e-07,2.9823487297465126e-09,0.0009081447050886797,0.00010689164135060341,3.941477433971989e-07,4.103155039513498e-05,3.89743895512633e-07,4.782486024101189e-07,4.152566045215151e-12,1.738703658978024e-11,7.003445304990711e-07,1.3176235275210598e-05,8.688475635674974e-09,3.748902197611472e-10,7.0464313463689056e-12,1.23363398167671e-09,1.658741760205159e-06,8.655955360848293e-05,0.0002879119727963087,6.068438987467761e-05,1.8028886785976833e-07,0.00012568693696568214
0.0027129536873193006,0.6730074412931443,0.000777232851942647,0.0007697524341566872,0.0010169391364039963,0.02475949907843952,0.0,0.0,0.000516453321830884,2.4038900319768844e-05,0.5189607167597594,0.04783757436025209,1.0220801496752241e-05,1.1014222330753474e-11,2.6647590660358478e-09,4.107730511141485e-08,4.366189521928297e-05,0.0009342794923320197,1.5762212642824612e-06,5.499010270273525e-09,2.278442530823503e-05,6.693994194957756e-11,8.117079840159918e-09,2.3037490982597637e-05,1.5678502724532837e-08,0.00034880223925817767,1.2019718842626888e-08,4.522374470762822e-06,5.881548198303845e-07,6.394533505765615e-09,1.2008417473560357e-07,5.469117488538696e-11,1.6590816814237943e-08,9.324423852824454e-08,3.76,0.0,0.004114572276450641,0.414999236292523,0.5469345717769502,0.0002872459449972177,0.0006243656608512909,0.5692961340831987,7.631393343747357e-15,3.1525761933658963e-15,8.15019437861893e-10,4.02647465327422e-06,0.003974253251547162,6.518366096095026e-07,2.4972016163366903e-13,7.345635001080965e-15,3.038104960250584e-07,8.204911473843939e-07,2.946567876949237e-09,0.0008947790542218844,0.00010681683015801334,3.958768931524379e-07,4.13516496022949e-05,3.9145695666476216e-07,4.758077818675479e-07,4.1819516569586384e-12,1.7239212019596116e-11,7.041613484150739e-07,1.323823448676799e-05,8.749801607220152e-09,3.839898764689813e-10,7.219814343586187e-12,1.2197752763501948e-09,1.6668519322364276e-06,8.76794647355361e-05,0.0002824149581345652,5.9662052643401715e-05,1.7713082841584438e-07,0.00012618291640304274
0.0027141504490498167,0.6730130497360435,0.0007925757358104614,0.0007864326343569696,0.0010372984682302693,0.024694371567032723,0.0,0.0,0.0005148624582882872,2.387489701790548e-05,0.5189145210058609,0.04807056024007953,1.0311342707361721e-05,1.1569992727194437e-11,2.743448901157098e-09,4.163679752976099e-08,4.347447243998076e-05,0.0009246654805623632,1.5854094881127543e-06,5.504565554710562e-09,2.2468930936570604e-05,6.837638053241815e-11,8.260989206045903e-09,2.3060611422809873e-05,1.571734349048213e-08,0.00034576607977566097,1.2108821997107563e-08,4.473983679618791e-06,5.769207177701348e-07,6.395041376787135e-09,1.217706233040842e-07,5.4616421232461666e-11,1.6718972405449377e-08,9.262266786211093e-08,3.76,0.0,0.004017201755028424,0.4147045029427064,0.547114992357958,0.00028553275101672604,0.000616424433626412,0.5694573820708505,7.729557496065677e-15,3.1931509921014446e-15,8.253620426106244e-10,4.033663761961228e-06,0.003942312620101885,6.430947243768185e-07,2.5007194329584283e-13,7.353925761577777e-15,3.043362027639581e-07,8.324355178690282e-07,2.9101677893466315e-09,0.0008813289210526044,0.00010674115205018094,3.97595438295707e-07,4.167349989515874e-05,3.931596791542744e-07,4.733567290756691e-07,4.2114332938553715e-12,1.708870791204485e-11,7.079849276258435e-07,1.3299862168534934e-05,8.81132162328373e-09,3.9344619372169015e-10,7.400155414229281e-12,1.2056475823587879e-09,1.674952284331344e-06,8.88243529415985e-05,0.0002768995488306295,5.863085117100046e-05,1.7394943999292058e-07,0.00012668387704788185
0.0027153472107803328,0.6730184754827748,0.0008084480945702426,0.0008037070410599229,0.0010583814750368045,0.02462770662952496,0.0,0.0,0.0005132299060284282,2.3707200629882887e-05,0.5188645295438387,0.048308169544536664,1.0402022790032944e-05,1.2160265885729485e-11,2.825148106290298e-09,4.220720747132902e-08,4.327754813197871e-05,0.0009148520619793271,1.5944890909519883e-06,5.508983363696895e-09,2.2151128052004698e-05,6.986793930726952e-11,8.408462366396628e-09,2.3080150144128002e-05,1.5756409325329543e-08,0.00034267444722727833,1.2197920306948839e-08,4.424578919116645e-06,5.655115629768799e-07,6.3931397582856064e-09,1.2349161874266258e-07,5.453390454732927e-11,1.684689903381293e-08,9.197891247380216e-08,3.76,0.0,0.003920207868661994,0.4144062742576467,0.547296505531019,0.0002837796716075817,0.0006083355906635464,0.5696190236398392,7.829515227413097e-15,3.2344685086586932e-15,8.358905194744976e-10,4.039813075653861e-06,0.003909851496354951,6.342058663159869e-07,2.5036038526130754e-13,7.360263457380458e-15,3.0478992215760795e-07,8.447102564940508e-07,2.873137959853737e-09,0.0008677943025892518,0.00010666457959642293,3.9930072465778113e-07,4.199683422345826e-05,3.9484944577570305e-07,4.7089523229805134e-07,4.240981709653712e-12,1.6935467470921605e-11,7.118110593827437e-07,1.3361019326784686e-05,8.872974204689144e-09,4.032775068909459e-10,7.587816907579905e-12,1.1912453055689434e-09,1.6830321836002022e-06,8.999478752008516e-05,0.0002713663095832489,5.759085880581623e-05,1.7074500345403774e-07,0.0001271898819643776
