Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39)
1.1675911345874923e-07,0.5617327973127967,1.8957814238716427e-08,5.716448698955105e-10,6.243553176801559e-10,2.7371827983699843e-09,0.0,0.0,1.1708301745830805e-09,8.765077158563205e-14,3.7227681653418016e-10,1.0707968269140774e-08,2.1358598517564604e-16,7.667306362378854e-24,2.417667932590582e-16,9.797301913977546e-10,2.4417246976342704e-11,1.8831925793726326e-10,3.8730133401640676e-22,3.392685055321896e-30,6.149875881914594e-19,9.664064479681073e-19,9.403269220410677e-10,3.2525006757921416e-20,1.3450373143955863e-16,2.51795918769462e-21,8.385567218254283e-27,2.432851213004428e-19,2.376177068569932e-22,1.412382392526339e-23,4.379185839108416e-19,2.3184331733337673e-26,4.626054585957729e-28,3.740913009179398e-27,3.76,0.0,0.5015556384536854,0.9999999870767107,2.2937164604936734e-10,1.2589479272030508e-13,2.7314497687904735e-09,1.3264584571090453e-08,3.428690389238057e-14,3.420645882745157e-15,5.1381670737945844e-11,8.838155117652056e-10
1.2085463799234758e-07,0.5617327974106292,1.9645972617835953e-08,6.085675457965563e-10,6.601996419015417e-10,2.9070376426701776e-09,0.0,0.0,1.2257984286387594e-09,9.471032529328126e-14,3.875450057784582e-10,1.1149241281773645e-08,2.299644605712444e-16,8.439164752677299e-24,2.5406422195917107e-16,9.79737012543525e-10,2.5428250950381634e-11,1.9604294061450242e-10,4.1829069408482346e-22,3.79132423577631e-30,6.459028797344812e-19,9.784703110860257e-19,9.403276376781256e-10,3.6606951762602357e-20,1.4249271386050312e-16,2.728749588320804e-21,9.515216515947348e-27,2.636883469549284e-19,2.6811930920548225e-22,1.5630342885080968e-23,4.735195072226675e-19,2.5287262434764423e-26,5.4710919775661495e-28,4.369416848834425e-27,3.76,0.0,0.501555637774981,0.9999999865231399,2.482551176727249e-10,1.3631879202028557e-13,2.9138578588588627e-09,1.3729879757892236e-08,3.514978336582485e-14,3.4767790309010865e-15,5.1382052384667946e-11,9.148168438275887e-10
1.2495016252594591e-07,0.5617327975083679,2.032742392550497e-08,6.463832574862592e-10,6.966650818074469e-10,3.0815042682992256e-09,0.0,0.0,1.2816478294008632e-09,1.0209612080974697e-13,4.028132825218253e-10,1.1590516946623508e-08,2.468221311199643e-16,9.244090788781947e-24,2.663250979181265e-16,9.797414633452268e-10,2.6439925515258746e-11,2.0376667922294695e-10,4.503999022335656e-22,4.215533747882365e-30,6.769610192585479e-19,9.894492360302815e-19,9.403281004134925e-10,4.1044422534054647e-20,1.5055412852059173e-16,2.94801480704833e-21,1.073725608298777e-26,2.84919628193178e-19,3.0114625092552305e-22,1.7235513215391097e-23,5.100333079066619e-19,2.7482941384826374e-26,6.426310442244813e-28,5.0724379326357956e-27,3.76,0.0,0.5015556370904161,0.999999985967467,2.6806040621596553e-10,1.4716578931145795e-13,3.1021251569989845e-09,1.419517604523671e-08,3.5980102334349294e-14,3.5307909019044204e-15,5.138230274936559e-11,9.458181758498544e-10
1.2904568705954425e-07,0.5617327976060136,2.100223184399082e-08,6.850724387464427e-10,7.337318381345968e-10,3.2605377036783627e-09,0.0,0.0,1.3383697725495816e-09,1.0981330590584531e-13,4.180816170946238e-10,1.2031794359339502e-08,2.6414403952641396e-16,1.008107013379774e-23,2.7854048726955844e-16,9.797443600119449e-10,2.7452257726062546e-11,2.1149045876197146e-10,4.83619841883913e-22,4.665471611504279e-30,7.081491041449629e-19,9.99440510912581e-19,9.40328398559742e-10,4.585568390753314e-20,1.5868135680284144e-16,3.175754688900485e-21,1.2054133443087329e-26,3.0697947973496494e-19,3.3680072676631856e-22,1.894208759662641e-23,5.47403423427623e-19,2.9771445101102674e-26,7.500423681591354e-28,5.855264626480722e-27,3.76,0.0,0.5015556364000123,0.9999999854097136,2.888030886139342e-10,1.5843606240199006e-13,3.2962299734206457e-09,1.466047342238343e-08,3.677908497584709e-14,3.582762318939979e-15,5.1382466983564985e-11,9.768195078317222e-10
1.331412115931426e-07,0.5617327977035671,2.1670460016524523e-08,7.246158106388674e-10,7.713805634203381e-10,3.4440934123669673e-09,0.0,0.0,1.3959557360982607e-09,1.1786697750109355e-13,4.3334998975904504e-10,1.2473072917795812e-08,2.81915509105614e-16,1.0949083127883818e-23,2.907025876953889e-16,9.79746245701655e-10,2.846523539028608e-11,2.192142692546555e-10,5.179414706033479e-22,5.141255020971611e-30,7.394554074632314e-19,1.0085327932398999e-18,9.403285908037841e-10,5.1059292338219463e-20,1.6686842742622427e-16,3.41196917346189e-21,1.3468145303296695e-26,3.2986841538677713e-19,3.7518509504065794e-22,2.075279793039641e-23,5.855761402885139e-19,3.215285064588183e-26,8.70236510253456e-28,6.723304697841e-27,3.76,0.0,0.5015556357037921,0.9999999848499003,3.1049824446431536e-10,1.701298838847504e-13,3.49615038046152e-09,1.5125771878694512e-08,3.754791093223031e-14,3.632770806876022e-15,5.138257513611296e-11,1.0078208397729128e-09
1.3723673612674093e-07,0.5617327978010296,2.2332171865142508e-08,7.649943770989748e-10,8.095923501701101e-10,3.6321272899196614e-09,0.0,0.0,1.45439728008958e-09,1.262621821529787e-13,4.486183875882992e-10,1.2914352227131748e-08,3.001221584312917e-16,1.184711035358539e-23,3.028045972737859e-16,9.797474765553143e-10,2.947884686475175e-11,2.2693810416914976e-10,5.53355819527958e-22,5.642963543495871e-30,7.708692678119806e-19,1.0168068475961677e-18,9.4032871527398e-10,5.667408468229499e-20,1.7510995262273555e-16,3.656658265483955e-21,1.4981441786878956e-26,3.535869456962037e-19,4.164018745915623e-22,2.267035535826225e-23,6.245006258257637e-19,3.4627234892061936e-26,1.0041274187593197e-27,7.68207957547443e-27,3.76,0.0,0.5015556350017776,0.9999999842880478,3.331604668636782e-10,1.822475213792257e-13,3.70186422487917e-09,1.5591071403634294e-08,3.8287716467391915e-14,3.680890794228959e-15,5.138264691269403e-11,1.0388221716731484e-09
1.4133226066033926e-07,0.5617327978984014,2.29874304690634e-08,8.06189420835052e-10,8.483487198760665e-10,3.824595660421573e-09,0.0,0.0,1.5136860461343858e-09,1.3500391654361877e-13,4.638868023496313e-10,1.3355632035339701e-08,3.1874991267358546e-16,1.2774137229118115e-23,3.148405993872808e-16,9.797482799888521e-10,3.049308091752322e-11,2.346619593478317e-10,5.898539927720785e-22,6.1706421451132136e-30,8.023809905746669e-19,1.024336228902812e-18,9.40328795759591e-10,6.271916725996226e-20,1.8340107058707109e-16,3.909822014248239e-21,1.659603089151041e-26,3.781355763296245e-19,4.605537415340506e-22,2.4697450294571565e-23,6.641289193936785e-19,3.7194674014891796e-26,1.1526483271984889e-27,8.73721880251882e-27,3.76,0.0,0.5015556342939909,0.999999983724176,3.5680387312084654e-10,1.9478923770996017e-13,3.913349138979427e-09,1.605637198676884e-08,3.899959574990132e-14,3.727193782372852e-15,5.138269490034658e-11,1.069823503532154e-09
1.454277851939376e-07,0.5617327979956837,2.363629846663978e-08,8.481824993742241e-10,8.876316125027052e-10,4.021455272933891e-09,0.0,0.0,1.5738137568960386e-09,1.4409712796248748e-13,4.791552287787252e-10,1.3796912180788323e-08,3.377850122408748e-16,1.3729157806285882e-23,3.268054610959623e-16,9.797488017505252e-10,3.1507926615163553e-11,2.4238583213444177e-10,6.2742716690512e-22,6.724304045005743e-30,8.339817583436773e-19,1.0311879085631843e-18,9.403288472381602e-10,6.921390519534874e-20,1.9173739352199002e-16,4.171460499519124e-21,1.8313783089824876e-26,4.0351480700173223e-19,5.07743525849306e-22,2.6836752470486656e-23,7.044158930983211e-19,3.985524311945754e-26,1.3167504745737314e-27,9.894454680769279e-27,3.76,0.0,0.5015556335804544,0.999999983158305,3.81442115278416e-10,2.0775529106072142e-13,4.1305825511644685e-09,1.652167361776528e-08,3.9684602147536754e-14,3.771748498789293e-15,5.1382727168688744e-11,1.1008248353496553e-09
1.5361883426113428e-07,0.5617327981899828,2.4915110688509554e-08,9.344903429587763e-10,9.677067606345141e-10,4.428177322411384e-09,0.0,0.0,1.6965533046772069e-09,1.6335752694151054e-13,5.096921048023333e-10,1.4679473117745518e-08,3.7702381525475554e-16,1.5719216463725708e-23,3.505046466466964e-16,9.797493285263872e-10,3.353941033364923e-11,2.578336245690668e-10,7.057635828198004e-22,7.909487458271771e-30,8.97419088327698e-19,1.0430964286330543e-18,9.40328896761416e-10,8.363104016077023e-20,2.0853020799006608e-16,4.720162092433292e-21,2.206559962044097e-26,4.567670331958386e-19,6.116489150006504e-22,3.1462554359351285e-23,7.867990856799498e-19,4.545606511311113e-26,1.6955862112118237e-27,1.2538629073074594e-26,3.76,0.0,0.5015556321362242,0.9999999820206433,4.3375545060810106e-10,2.349614189737524e-13,4.582203620604988e-09,1.7452279982513272e-08,4.097801384537169e-14,3.855874908622643e-15,5.1382762731355215e-11,1.162827498859059e-09
1.6180988332833095e-07,0.5617327983839341,2.616909899675648e-08,1.0237757249899694e-09,1.049681317427539e-09,4.8519557860559726e-09,0.0,0.0,1.822551301414618e-09,1.8408198766607708e-13,5.402289989234283e-10,1.5562034518532624e-08,4.177349818851672e-16,1.7809515189775677e-23,3.7387360336761924e-16,9.797495203449848e-10,3.5573214283367314e-11,2.7328147305724175e-10,7.882959067870866e-22,9.198082471619787e-30,9.611253888162857e-19,1.0529572908527283e-18,9.403289124124045e-10,1.0008519807049989e-19,2.2546110504960724e-16,5.3027639549455994e-21,2.6249284149315754e-26,5.133474782108987e-19,7.289436262924101e-22,3.656870722581523e-23,8.71342990579244e-19,5.1430272268216766e-26,2.14855883251157e-27,1.5662325008176653e-26,3.76,0.0,0.5015556306692717,0.9999999808752171,4.902007726421222e-10,2.638678815929738e-13,5.056543139311292e-09,1.8382890417207542e-08,4.2175613847460236e-14,3.933769073860892e-15,5.138277927926985e-11,1.2248301621992037e-09
1.7000093239552763e-07,0.5617327985775444,2.7398744820860245e-08,1.115900631807497e-09,1.1334249073622974e-09,5.292459563656687e-09,0.0,0.0,1.951744378291658e-09,2.0630835871255477e-13,5.70765902744952e-10,1.6444596118316285e-08,4.598201805804587e-16,1.999256309797469e-23,3.968915295743776e-16,9.797496101359351e-10,3.760925690341454e-11,2.8872937339899684e-10,8.749561004430768e-22,1.0589305258355699e-29,1.025054388641596e-18,1.0611225639237552e-18,9.403289189003812e-10,1.1873958820966654e-19,2.4250780514042683e-16,5.9192670901494106e-21,3.0875330649030493e-26,5.732598733000145e-19,8.604554791329986e-22,4.217583004200505e-23,9.577800831711521e-19,5.77784086650346e-26,2.6838059470877252e-27,1.931459725141867e-26,3.76,0.0,0.5015556291797836,0.9999999797221768,5.508715810459954e-10,2.9447658639935433e-13,5.5534141229278086e-09,1.931350484274117e-08,4.328449833837249e-14,4.005892884895919e-15,5.1382789733266955e-11,1.28683282536796e-09
1.781919814627243e-07,0.5617327987708198,2.8604520577213027e-08,1.2107311131446282e-09,1.2188129890704125e-09,5.749363980823727e-09,0.0,0.0,2.084070395783995e-09,2.3007374340355303e-13,6.013028135324778e-10,1.732715782531315e-08,5.031862951638101e-16,2.226118168689992e-23,4.195437261623046e-16,9.79749675557782e-10,3.964745860377032e-11,3.0417732425692955e-10,9.656772284353819e-22,1.2082082695405222e-29,1.0891677749936616e-18,1.0678838992738268e-18,9.403289233929255e-10,1.3976062362893888e-19,2.5965210530047476e-16,6.5696725160422105e-21,3.5952483364729145e-26,6.365078230404987e-19,1.0070144149539274e-21,4.830421665862816e-23,1.045878740696586e-18,6.450099069318988e-26,3.309645323751617e-27,2.3545694245199295e-26,3.76,0.0,0.5015556276679496,0.9999999785616707,6.158548787370469e-10,3.267893734007903e-13,6.072627147101983e-09,2.024412318154129e-08,4.4311238859245815e-14,4.072673880330863e-15,5.1382798426026005e-11,1.3488354883632247e-09
1.8638303052992098e-07,0.5617327989637674,2.9786889686423885e-08,1.3081371788286523e-09,1.305726600166661e-09,6.222350665319298e-09,0.0,0.0,2.219468420250677e-09,2.554145142617639e-13,6.318397314960618e-10,1.8209719638077442e-08,5.47745325701999e-16,2.460852033215219e-23,4.4182030586723245e-16,9.797497129149568e-10,4.1687741558164334e-11,3.196253257815517e-10,1.0603934406721947e-21,1.367510660004698e-29,1.1534338390325228e-18,1.073482756239981e-18,9.40328924456754e-10,1.6331763925657125e-19,2.768791233823764e-16,7.253981244443881e-21,4.148787944808532e-26,7.030948061130647e-19,1.1694523852281807e-21,5.497383805669158e-23,1.135439363181935e-18,7.159850687162381e-26,4.034544403020421e-27,2.8406930351331607e-26,3.76,0.0,0.5015556261339614,0.9999999773938437,6.852314617714283e-10,3.6080801663297276e-13,6.613990585248882e-09,2.1174745357539923e-08,4.5261920595453355e-14,4.134507845637602e-15,5.138280518728455e-11,1.410838151182921e-09
2.0276512866431435e-07,0.561732799348703,3.208321683254136e-08,1.5101753058018827e-09,1.4836810305038494e-09,7.215328137850307e-09,0.0,0.0,2.4992426485218896e-09,3.1096413469946617e-13,6.929135897674084e-10,1.997484357798881e-08,6.401148060905185e-16,2.9513630477630247e-23,4.852255546379212e-16,9.797496847368846e-10,4.577424760672001e-11,3.5052148141424116e-10,1.2615530403931046e-21,1.7155745157161957e-29,1.2823239893384745e-18,1.081954609797968e-18,9.40328914211971e-10,2.187299973322474e-19,3.115350234700178e-16,8.724312529404755e-21,5.39547116631596e-26,8.462991641887356e-19,1.5453026365353322e-21,7.001506876752373e-23,1.318286802175959e-18,8.692015709506898e-26,5.815980456724898e-27,4.022973315630414e-26,3.76,0.0,0.5015556230002985,0.9999999750367934,8.374582582826761e-10,4.3396964673505927e-13,7.762392502127255e-09,2.3036000924215323e-08,4.695722099908144e-14,4.244772942976304e-15,5.1382811991820175e-11,1.5348434762874244e-09
2.191472267987077e-07,0.5617327997324011,3.4291256579142725e-08,1.72105052695706e-09,1.6664391054242871e-09,8.268966481752877e-09,0.0,0.0,2.7906028440588058e-09,3.732341161177226e-13,7.539874751237427e-10,2.1739967814550654e-08,7.363211414039767e-16,3.4659739445777125e-23,5.270896200111981e-16,9.797495962495411e-10,4.986818248825634e-11,3.8141783939649963e-10,1.4779291473215135e-21,2.101766808499114e-29,1.4115644859450367e-18,1.0877590806354767e-18,9.403288981937222e-10,2.8637991973499377e-19,3.4640178805829283e-16,1.033026848847977e-20,6.830573722942672e-26,1.0028983159923901e-18,1.994697939939742e-21,8.745292164170474e-23,1.5052310267789332e-18,1.0374671970486109e-25,8.097844299048737e-27,5.521059815432557e-26,3.76,0.0,0.5015556197803647,0.9999999726521303,1.0080844550557296e-09,5.139744023918384e-13,8.997051086891084e-09,2.489727096324017e-08,4.841064594036635e-14,4.33930597165311e-15,5.138281424703072e-11,1.658848800665343e-09
2.3389111511966173e-07,0.5617328000767107,3.620581478608847e-08,1.917642899426832e-09,1.8343870509508327e-09,9.267176564535643e-09,0.0,0.0,3.06236373851377e-09,4.352431437145305e-13,8.089539898350702e-10,2.3328579686787444e-08,8.257424822486912e-16,3.946151418412218e-23,5.634578626520283e-16,9.797496124101249e-10,5.35586043376278e-11,4.092247321878945e-10,1.6852728700310084e-21,2.4807064449158516e-29,1.5280880167004693e-18,1.091406385072349e-18,9.403288954208181e-10,3.5891271033290097e-19,3.779198600836974e-16,1.1891593750998756e-20,8.284292008166147e-26,1.1553095373753918e-18,2.4675859237808286e-21,1.05318844626817e-22,1.6763226412358271e-18,1.201797697379886e-25,1.0637695371280725e-26,7.175533983247024e-26,3.76,0.0,0.5015556168099771,0.9999999704832032,1.1777528923528967e-09,5.91839454518892e-13,1.0180678886848871e-08,2.6572425911205746e-08,4.954055875537775e-14,4.412797390655196e-15,5.138282067871839e-11,1.7704535919712106e-09
2.4863500344061575e-07,0.5617328004200898,3.8053995606267326e-08,2.120033942496972e-09,2.005081033432996e-09,1.0310993704607186e-08,0.0,0.0,3.3428339907389208e-09,5.030980861650204e-13,8.639205230494231e-10,2.4917191636445408e-08,9.174894692522434e-16,4.439511196993433e-23,5.986068818343229e-16,9.79749679917347e-10,5.725418266434003e-11,4.3703178762501635e-10,1.9041993678555297e-21,2.888176552860541e-29,1.6447491850250556e-18,1.0940058161633555e-18,9.403288974686088e-10,4.435815999630385e-19,4.095417976565415e-16,1.3562785605926287e-20,9.891467288004723e-26,1.3186054335775858e-18,3.010398187539296e-21,1.2535104256321005e-22,1.8496621333262355e-18,1.3783606973748444e-25,1.3691674092471904e-26,9.153763165708359e-26,3.76,0.0,0.5015556137721703,0.9999999682935165,1.3629655944682377e-09,6.752651996649985e-13,1.1431715114964372e-08,2.8247591738752058e-08,5.052429651034924e-14,4.4767814180592364e-15,5.138282922096472e-11,1.882058382664539e-09
2.633788917615698e-07,0.5617328007625708,3.983810080514431e-08,2.3276339009260413e-09,2.178045758451787e-09,1.1398836718761392e-08,0.0,0.0,3.6317109755520975e-09,5.769791192906745e-13,9.188870786509729e-10,2.650580376082803e-08,1.0112534294535553e-15,4.94349658828064e-23,6.325648034457095e-16,9.797496929918038e-10,6.095453252085849e-11,4.6483900788842896e-10,2.134372757920218e-21,3.323013834761064e-29,1.7615085340683467e-18,1.0958579442374725e-18,9.403288923254671e-10,5.414610970118221e-19,4.4124917733839575e-16,1.534384857544408e-20,1.1651138591812485e-25,1.4928006999565678e-18,3.628059753654281e-21,1.4765108263415702e-22,2.0249312607504794e-18,1.567172586980125e-25,1.731128855371639e-26,1.1488622109758967e-25,3.76,0.0,0.5015556106681233,0.9999999660837897,1.563952473212769e-09,7.642591132827336e-13,1.274898086833059e-08,2.9922768068072016e-08,5.1380769076408895e-14,4.532487827734491e-15,5.1382834119572424e-11,1.9936631727343115e-09
2.781227800825238e-07,0.5617328011041847,4.156035211525155e-08,2.5398854445012865e-09,2.3528442968166046e-09,1.252917924967175e-08,0.0,0.0,3.928702561284914e-09,6.570600627495182e-13,9.73853656591887e-10,2.8094416041226397e-08,1.1067601037977445e-15,5.455803101548665e-23,6.653636685960277e-16,9.797496514732252e-10,6.465928238344141e-11,4.926463931625755e-10,2.3754668987583807e-21,3.784056736105836e-29,1.8783379664380774e-18,1.0971767136600543e-18,9.403288812833843e-10,6.536345166106949e-19,4.73028357939507e-16,1.7234786956683793e-20,1.356167702431084e-25,1.6779089246744253e-18,4.325506706504456e-21,1.7231739418960155e-22,2.201890852512266e-18,1.76824744274069e-25,2.1547680168687017e-26,1.4213266752934522e-25,3.76,0.0,0.5015556074990206,0.9999999638547182,1.7809016034130194e-09,8.588281012820827e-13,1.4131292281244669e-08,3.159795453445535e-08,5.212643972201713e-14,4.580987417107728e-15,5.1382835443255836e-11,2.1052679621697218e-09
2.9286666840347783e-07,0.5617328014449618,4.3222894094374216e-08,2.7562621737415816e-09,2.529075181730192e-09,1.3700547863137096e-08,0.0,0.0,4.233526745479534e-09,7.435086006147236e-13,1.0288202543902835e-09,2.9683028387868924e-08,1.2037661767494086e-15,5.974351381424795e-23,6.970373877297391e-16,9.79749622133139e-10,6.836807377378416e-11,5.204539423934187e-10,2.627165107384467e-21,4.270159471209334e-29,1.9952172908444494e-18,1.0981157877755882e-18,9.403288721202692e-10,7.81190957213621e-19,5.048688975476964e-16,1.923560484799414e-20,1.5620904475262778e-25,1.873942629037454e-18,5.107684549551533e-21,1.994453193152916e-22,2.380359489176297e-18,1.981597148594928e-25,2.645142543304399e-26,1.736104296493395e-25,3.76,0.0,0.5015556042660488,0.9999999616069732,2.0139626168298882e-09,9.589785201856897e-13,1.557746300792498e-08,3.3273150785834087e-08,5.277564356021283e-14,4.623212663612224e-15,5.138283695489493e-11,2.216872750960169e-09
