Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186)
1.3962705248732388e-07,0.883471035129219,0.0001415015945490152,1.1795800026131275e-05,1.3260058443312554e-05,0.00023573405331859883,0.0,0.0,2.9963931315221954e-06,1.2248144757407984e-08,5.600415581900441e-06,0.0001625365093079319,8.684639793311448e-09,4.556989588841624e-12,1.956249754970696e-08,1.7679756920474488e-05,7.957959459362783e-06,2.8274238531008476e-06,1.3994222514659195e-12,1.9964554917700723e-15,6.699998862792279e-10,1.087631083453806e-09,2.0105056623372618e-05,1.562078623814291e-11,2.1987883893288358e-10,4.5158183330017334e-13,1.989637324279778e-13,1.1058890015045843e-09,3.4882119512416983e-12,9.3252952790264e-13,2.0951776672860935e-11,1.7358135532768836e-16,1.0735292721715085e-14,6.325400544902395e-15,3.76,0.0,0.981962682872677,0.9998062524109531,2.1137560622814723e-05,1.1002638270174216e-06,0.00020375122970998655,0.00021854034983874004,1.424048099046777e-11,9.14617375698439e-12,6.986927133677817e-07,7.011071284387366e-05,3.4596056923111364e-07,1.564113736952026e-08,1.9678944681477298e-13
1.420543946417861e-07,0.8834723335223333,0.00014250577339710617,1.2021800314874419e-05,1.3517535372181393e-05,0.0002421994487305877,0.0,0.0,3.0605747679284117e-06,1.2712731032727733e-08,5.718887665891475e-06,0.00016596674779517174,8.990113708679776e-09,4.686955212659468e-12,1.9831573877518306e-08,1.7679904417614854e-05,8.109396985528023e-06,2.8870305029771765e-06,1.4566747077603037e-12,2.1031788214080822e-15,6.888768976401068e-10,1.0970801766135665e-09,2.0104776743809083e-05,1.6624437742164232e-11,2.244099280783415e-10,4.76548800438102e-13,2.101938775208978e-13,1.1514534874849628e-09,3.701105299788983e-12,9.747272939990154e-13,2.189502660017277e-11,1.8293649814883276e-16,1.1574574946500827e-14,6.8409446055161014e-15,3.76,0.0,0.9819509016448528,0.999801963030529,2.2044656441089045e-05,1.1446325629771065e-06,0.0002104898016365237,0.00022234507315709495,1.4244864488924736e-11,9.14646613409478e-12,6.986952868342734e-07,7.132918346746666e-05,3.6486201444589085e-07,1.6201641168537586e-08,2.03689709214459e-13
1.4448173679624832e-07,0.8834736318814856,0.00014346978313264125,1.224384374505722e-05,1.3770954801984464e-05,0.000248700620206476,0.0,0.0,3.12491715349864e-06,1.3186414943189424e-08,5.837392167036771e-06,0.00016939699573346637,9.296505821303739e-09,4.814351625782723e-12,2.009143648472295e-08,1.7679970469213635e-05,8.260123693709244e-06,2.9466445614832e-06,1.515037278733806e-12,2.2124590932764906e-15,7.078412045546388e-10,1.1061577428885948e-09,2.0104471391193667e-05,1.766781149672627e-11,2.2892221664659872e-10,5.022870665836546e-13,2.2171739468082547e-13,1.197877799940318e-09,3.922061009861081e-12,1.0177118151126951e-12,2.2854431708223374e-11,1.9252406888156053e-16,1.2455029992663273e-14,7.384546270777678e-15,3.76,0.0,0.9819390587135324,0.9997976686839362,2.2968680957507773e-05,1.1898350408917877e-06,0.0002172894178736226,0.00022614985132841863,1.4248631251784014e-11,9.14668145328395e-12,6.986945193807371e-07,7.254763901182912e-05,3.843769808535401e-07,1.6768035191374997e-08,2.1070881862685343e-13
1.4690907895071055e-07,0.8834749302055329,0.00014439520895177696,1.246190795326622e-05,1.4020283127288876e-05,0.00025523612969730476,0.0,0.0,3.1894124102605484e-06,1.3669189069595225e-08,5.955928511109293e-06,0.0001728272378097792,9.603620926516659e-09,4.939103555239559e-12,2.0342317430739633e-08,1.7679967655538357e-05,8.410138803563553e-06,3.00626572245887e-06,1.5745066215426902e-12,2.3242478485052666e-15,7.268893183677334e-10,1.1148779904067453e-09,2.0104144228042364e-05,1.8751369337756674e-11,2.334156328590869e-10,5.287983110164895e-13,2.335294304091813e-13,1.2451578298267364e-09,4.151189003329643e-12,1.0614696506042192e-12,2.3829471535772516e-11,2.0233992019832541e-16,1.3377266354042845e-14,7.956895890764082e-15,3.76,0.0,0.9819271559393518,0.9997933695553287,2.3909363425073507e-05,1.235867302682009e-06,0.00022414821696467338,0.00022995468022935224,1.4251859466641426e-11,9.146830664763136e-12,6.986909265690887e-07,7.37660793944749e-05,4.0451067399228567e-07,1.734014081279577e-08,2.178467721720942e-13
1.4933642110517277e-07,0.8834762284936474,0.0001452835767907203,1.2675977836776829e-05,1.4265494470103609e-05,0.00026180459600614144,0.0,0.0,3.2540529714966943e-06,1.4161044719093424e-08,6.074496208944505e-06,0.00017625746104480986,9.911272316823137e-09,5.061149102749956e-12,2.0584451233292563e-08,1.7679906625376097e-05,8.55944181564261e-06,3.065893718364996e-06,1.6350793944924497e-12,2.4384956960202694e-15,7.460178923325293e-10,1.1232546357905654e-09,2.0103798358387226e-05,1.9875552374403198e-11,2.378901167223792e-10,5.560839284843133e-13,2.4562500824403224e-13,1.2932894810642931e-09,4.388597013835203e-12,1.10598741956338e-12,2.4819625149607826e-11,2.1237978804451432e-16,1.434185288264467e-14,8.55867042012515e-15,3.76,0.0,0.9819151951285129,0.9997890658197915,2.486643114815347e-05,1.2827253867925581e-06,0.00023106439187513508,0.00023375955591255085,1.4254617663322213e-11,9.146923167720684e-12,6.986849448319479e-07,7.498450453516437e-05,4.2526812764119947e-07,1.7917784505105353e-08,2.2510356696199939e-13
1.51763763259635e-07,0.8834775267452629,0.000146136355024955,1.2886045048447116e-05,1.4506570186767113e-05,0.0002684046926474385,0.0,0.0,3.318831569955802e-06,1.46619719813586e-08,6.193094844885054e-06,0.0001796876544358761,1.0219281636734814e-08,5.18043881784345e-12,2.081807375201489e-08,1.767979639102867e-05,8.708032485778721e-06,3.125528314358044e-06,1.6967522571266748e-12,2.5551524729669292e-15,7.652237153423001e-10,1.1313009130067148e-09,2.0103436414132717e-05,2.1040781387547524e-11,2.4234561880960854e-10,5.841450485437804e-13,2.579990482782272e-13,1.3422686697619403e-09,4.634390610204085e-12,1.151251809855295e-12,2.5824372308732563e-11,2.2263930691711036e-16,1.5349319075498717e-14,9.190533076955276e-15,3.76,0.0,0.9819031780341898,0.999784757643955,2.5839609976705957e-05,1.3304053296809492e-06,0.0002380361885881882,0.00023756447460013746,1.4256965864107595e-11,9.14696702918524e-12,6.986769435551419e-07,7.620291435583917e-05,4.466542088627453e-07,1.8500797722683944e-08,2.3247920010030285e-13
1.5419110541409722e-07,0.8834788249600293,0.00014695495620411922,1.3092107517536298e-05,1.4743498397584999e-05,0.00027503514577034835,0.0,0.0,3.3837412264294073e-06,1.5171959782607382e-08,6.3117240669709944e-06,0.00018311780865418404,1.0527478721587608e-08,5.2969347918873406e-12,2.1043421205723988e-08,1.7679644578594552e-05,8.855910802542814e-06,3.1851693032711862e-06,1.7595218703248091e-12,2.6741673949382463e-15,7.845037060130732e-10,1.139029583467012e-09,2.0103060628050388e-05,2.2247457245243025e-11,2.4678209920081386e-10,6.12982554025796e-13,2.7064638542430814e-13,1.3920913235870365e-09,4.888673219805976e-12,1.1972495860674356e-12,2.6843194546263724e-11,2.331140243214795e-16,1.6400155455051275e-14,9.853133048352706e-15,3.76,0.0,0.9818911063579193,0.9997804451865473,2.6828624768828372e-05,1.3789031671728803e-06,0.0002450619047162184,0.0002413694326773496,1.4258956604231544e-11,9.146969172196352e-12,6.986672353293175e-07,7.742130878055926e-05,4.686736229138105e-07,1.9089016785250154e-08,2.3997366868288244e-13
1.5661844756855944e-07,0.8834801231377739,0.00014774073880531886,1.3294168995501676e-05,1.4976273538536567e-05,0.0002816947321467883,0.0,0.0,3.4487752386958317e-06,1.5690995937519796e-08,6.430383578608317e-06,0.00018654791578822657,1.0835701423014988e-08,5.410609778363261e-12,2.1260729310270426e-08,1.767945764028653e-05,9.00307696734174e-06,3.2448165013638585e-06,1.82338489641205e-12,2.7954891963657992e-15,8.038549070873671e-10,1.1464529470893638e-09,2.0102672895479827e-05,2.3495961332619878e-11,2.511995265593088e-10,6.425970986359438e-13,2.8356178646945077e-13,1.4427533812639539e-09,5.1515461518617634e-12,1.2439675964934901e-12,2.7875576171631586e-11,2.4379941442320714e-16,1.749481403456748e-14,1.0547105240125948e-14,3.76,0.0,0.9818789817509717,0.9997761285988931,2.7833199823072764e-05,1.4282149357003959e-06,0.0002521398881310928,0.00024517442668638113,1.4260635836048468e-11,9.14693553757064e-12,6.986560846470163e-07,7.863968773544088e-05,4.913309180269136e-07,1.968228276054873e-08,2.4758696979798147e-13
1.5904578972302167e-07,0.8834814212784717,0.00014849500899112271,1.3492238625813227e-05,1.5204895934346573e-05,0.0002883822772244297,0.0,0.0,3.513927170830443e-06,1.6219067199136003e-08,6.549073131494295e-06,0.00018997796912645438,1.1143795423440348e-08,5.521446343515729e-12,2.1470232525075513e-08,1.7679241034406655e-05,9.149531376794344e-06,3.3044697447254624e-06,1.888337999283522e-12,2.9190662614458e-15,8.232744801333739e-10,1.1535828540804862e-09,2.0102274826435184e-05,2.478665599398953e-11,2.555978773249029e-10,6.729891237048822e-13,2.967399659658863e-13,1.4942507921873328e-09,5.423108620707822e-12,1.2913927792702002e-12,2.8921005195823966e-11,2.5469089091342563e-16,1.863370886045583e-14,1.1273070068173208e-14,3.76,0.0,0.9818668058157017,0.9997718080253637,2.885305928193221e-05,1.4783366734359946e-06,0.0002592685356155272,0.00024897945332042073,1.4262043729140212e-11,9.146871222897945e-12,6.986437152752249e-07,7.985805114859668e-05,5.146304900635453e-07,2.0280441347026346e-08,2.5531910052642337e-13
1.614731318774839e-07,0.8834827193822157,0.0001492190223608252,1.3686330536829792e-05,1.5429371392211155e-05,0.0002950966532444016,0.0,0.0,3.579190842879366e-06,1.675615930679745e-08,6.667792519609462e-06,0.00019340796297332563,1.145161404169434e-08,5.629436050535449e-12,2.1672163397530005e-08,1.767899937780218e-05,9.295274607075133e-06,3.3641288862348726e-06,1.954377844544157e-12,3.0448467459799364e-15,8.427597005167242e-10,1.1604307172391526e-09,2.0101867789586334e-05,2.61198849850473e-11,2.59977135007504e-10,7.041588741066892e-13,3.1017560100358277e-13,1.5465795161367294e-09,5.703457769020593e-12,1.339512167768665e-12,2.997897418253213e-11,2.6578381910946834e-16,1.98172166238401e-14,1.2031633289126775e-14,3.76,0.0,0.9818545801068748,0.9997674836037863,2.9887927507858783e-05,1.529264421334235e-06,0.0002664462915374038,0.0002527845094178854,1.4263215377450683e-11,9.146780601916319e-12,6.986303165008739e-07,8.107639895007706e-05,5.385765870417621e-07,2.0883342756968085e-08,2.631700579418207e-13
1.6390047403194612e-07,0.8834840174491949,0.00014991398568540244,1.3876463456791194e-05,1.5649710815464606e-05,0.0003018367774232102,0.0,0.0,3.6445603208923965e-06,1.73022570322005e-08,6.786541574110946e-06,0.00019683789249360688,1.175901803163903e-08,5.734578679629467e-12,2.186675199537272e-08,1.767873657499346e-05,9.440307399953854e-06,3.423793792990251e-06,2.0215010996648736e-12,3.1727786905153148e-15,8.623079526242616e-10,1.1670075246080582e-09,2.0101452949398454e-05,2.749597393322128e-11,2.643372895667734e-10,7.361064133655456e-13,3.2386334491272206e-13,1.5997355230802051e-09,5.992688691004031e-12,1.3883128953298617e-12,3.104898102812626e-11,2.770735273152473e-16,2.1045677334105648e-14,1.2823385867922346e-14,3.76,0.0,0.9818423061329694,0.999763155465817,3.093752943313242e-05,1.580994224091048e-06,0.00027367164654855034,0.0002565895919568483,1.4264181423463503e-11,9.146667427022067e-12,6.986160484209432e-07,8.229473107181337e-05,5.63173313540275e-07,2.149084160049587e-08,2.7113983911077587e-13
1.6632781618640834e-07,0.8834853154796768,0.00015058105861837906,1.4062660349991277e-05,1.5865929836472363e-05,0.0003086016101980819,0.0,0.0,3.710029907309508e-06,1.7857344223629264e-08,6.9053201589860135e-06,0.00020026775358054127,1.2065875375471178e-08,5.836881485596016e-12,2.205422541805656e-08,1.7678455927566028e-05,9.584630650297362e-06,3.4834643441359988e-06,2.089704434154841e-12,3.3028101251699614e-15,8.819167253214444e-10,1.1733238523307983e-09,2.0101031297520202e-05,2.8915230804357292e-11,2.686783368655011e-10,7.688316379730357e-13,3.3779783994385307e-13,1.6537147930550542e-09,6.2908944555412226e-12,1.4377821994230569e-12,3.213052967342957e-11,2.88555317466423e-16,2.2319395047546624e-14,1.364890388002691e-14,3.76,0.0,0.9818299853574557,0.9997588237372818,3.200159088485784e-05,1.6335221310296223e-06,0.0002809431363091468,0.00026039469804965844,1.4264968608508797e-11,9.146534917305814e-12,6.986010464242071e-07,8.351304744756248e-05,5.884246349813965e-07,2.2102796770760536e-08,2.792284410930783e-13
1.6875515834087056e-07,0.8834866134739896,0.0001512213553765297,1.4244948073209303e-05,1.6078048468036463e-05,0.00031539015353467816,0.0,0.0,3.775594131694095e-06,1.8421403848433704e-08,7.024128167347802e-06,0.00020369754274420879,1.2372061073179113e-08,5.936358493862875e-12,2.2234807378952785e-08,1.7678160226849396e-05,9.728245394836859e-06,3.5431404290255804e-06,2.1589845197490186e-12,3.4348891665294256e-15,9.015836076271042e-10,1.1793898775974556e-09,2.0100603679320512e-05,3.037794637406925e-11,2.730002781862685e-10,8.023342909399017e-13,3.5197372897357194e-13,1.7085133161147647e-09,6.59816612931002e-12,1.4879074252950224e-12,3.3223130750285e-11,3.00224475085385e-16,2.363863864463884e-14,1.450874844613714e-14,3.76,0.0,0.9818176192000433,0.99975448853849,3.307983888632353e-05,1.6868441969204585e-06,0.00028825934023860044,0.0002641998249377496,1.4265600257440736e-11,9.146385834160436e-12,6.985854249883195e-07,8.473134801285288e-05,6.143343817953053e-07,2.2719071330594828e-08,2.8743586094189255e-13
1.711825004953328e-07,0.88348791143251,0.00015183594638577044,1.4423357051494982e-05,1.6286090772605168e-05,0.000322201449295913,0.0,0.0,3.841247741805104e-06,1.8994418033816936e-08,7.142965518274828e-06,0.0002071272570170109,1.2677456929448477e-08,6.0330298353920155e-12,2.240871785102446e-08,1.767785183241475e-05,9.871152802034813e-06,3.6028219456690306e-06,2.229338030609981e-12,3.568964106996086e-15,9.213062845911069e-10,1.1852153915850918e-09,2.0100170816318647e-05,3.188439470221884e-11,2.773031198026056e-10,8.366139746072763e-13,3.6638566628319024e-13,1.7641270923324806e-09,6.914592799860697e-12,1.5386760291683154e-12,3.4326302165918805e-11,3.120762785714807e-16,2.5003642649854897e-14,1.5403465697240568e-14,3.76,0.0,0.9818052090379065,0.9997501499845239,3.4172001935911715e-05,1.7409564827420767e-06,0.0002956188802934534,0.0002680049699866336,1.4266096705115363e-11,9.146222546204397e-12,6.985692808959971e-07,8.594963270493235e-05,6.409062534681764e-07,2.333953240083879e-08,2.9576209570394277e-13
1.7603718480425726e-07,0.8834905072438627,0.00015299208340705206,1.4768676541963454e-05,1.6690061074143516e-05,0.0003358886558053121,0.0,0.0,3.972803150762319e-06,2.016723462386917e-08,7.380728039116237e-06,0.00021398645119389482,1.3285439071576814e-08,6.218062940861294e-12,2.273738390884066e-08,1.7677204605313768e-05,1.0154850884766839e-05,3.722200902381362e-06,2.3732520382364668e-12,3.8428962030614525e-15,9.609102198768598e-10,1.1961821970003658e-09,2.009929172628697e-05,3.502950515733271e-11,2.8585155182145867e-10,9.075022103149798e-13,3.9589641642965984e-13,1.87778445503123e-09,7.575257724077159e-12,1.642093766336702e-12,3.656246698542569e-11,3.363089515631909e-16,2.7871703452462047e-14,1.729962788664616e-14,3.76,0.0,0.9817802620025525,0.9997414632467905,3.639699602348425e-05,1.851535993204123e-06,0.0003104626622200739,0.00027561530462088396,1.4266752477399418e-11,9.14586117351543e-12,6.98535738289716e-07,8.838615422674447e-05,6.960505378336402e-07,2.4592502193924587e-08,3.1277099812349116e-13
1.8040640068228928e-07,0.8834928433560789,0.00015395459087644192,1.5066566633923169e-05,1.70400068859595e-05,0.0003482761055230379,0.0,0.0,4.091460198084563e-06,2.125319900076248e-08,7.594814291837522e-06,0.00022015944817494067,1.382886774490188e-08,6.3753030128684595e-12,2.301248760883016e-08,1.7676595659101282e-05,1.040777417778133e-05,3.829659651947139e-06,2.5064124522386115e-12,4.095748689888607e-15,9.967231868008705e-10,1.2053205458311823e-09,2.0098487920258012e-05,3.801209456929219e-11,2.9347997211912116e-10,9.73952610728996e-13,4.2321031381421864e-13,1.982824327671072e-09,8.20202026356265e-12,1.7372466071436484e-12,3.860649585343646e-11,3.586957870387789e-16,3.0611139043045645e-14,1.9130610671346682e-14,3.76,0.0,0.9817576721611432,0.9997336347646281,3.844439533081062e-05,1.9537207395805487e-06,0.00032395728027253423,0.00028246464384615636,1.4267035360809705e-11,9.145504884530896e-12,6.985044587529075e-07,9.057896871389258e-05,7.479794296799977e-07,2.5733239076982632e-08,3.284853275513792e-13
1.847756165603213e-07,0.88349517935933,0.00015484862288903806,1.535249535880793e-05,1.7377273259462275e-05,0.00036072403566772126,0.0,0.0,4.2103342699677765e-06,2.236786377297669e-08,7.808995294656403e-06,0.00022633217295356042,1.4368187514194405e-08,6.523982690296338e-12,2.3269199328510997e-08,1.7675968594867167e-05,1.065842900259157e-05,3.9371346908677796e-06,2.642999175521132e-12,4.3542797519717605e-15,1.0326849180662118e-09,1.2138156078843095e-09,2.009767440416322e-05,4.1139926615941485e-11,3.0104679863788383e-10,1.0429091839256853e-12,4.5120735258957275e-13,2.0904438807461533e-09,8.859742455941413e-12,1.834294244735342e-12,4.067765738403339e-11,3.816014920916555e-16,3.350100899682772e-14,2.1082391293384204e-14,3.76,0.0,0.9817349593415462,0.9997257969888173,4.053274956416558e-05,2.0584048924506703e-06,0.0003375726968849123,0.0002893140061203458,1.4267094921659175e-11,9.145126584952048e-12,6.984724300023095e-07,9.277173086925316e-05,8.021055598592434e-07,2.6885647798407793e-08,3.4458457109262774e-13
1.891448324383533e-07,0.8834975152566286,0.0001556790406265693,1.5626732784574457e-05,1.7702109275721207e-05,0.00037322810706143895,0.0,0.0,4.3294015644964746e-06,2.3511099138284316e-08,8.023271235529563e-06,0.00023250461899496295,1.4902926953713416e-08,6.6643663539669875e-12,2.3508638004975276e-08,1.7675328305742966e-05,1.0906825898177754e-05,4.04462560483671e-06,2.782992930360572e-12,4.618203521355639e-15,1.0687849059396678e-09,1.2217121776243438e-09,2.0096852827349954e-05,4.441405776558495e-11,3.08552206287104e-10,1.1143659647867563e-12,4.79857890043061e-13,2.200620163516149e-09,9.548875321778732e-12,1.9331678310787075e-12,4.277345991145862e-11,4.0499927553651407e-16,3.65415578083118e-14,2.3157617604529354e-14,3.76,0.0,0.9817121301885442,0.9997179504326528,4.2660558165544886e-05,2.16556578676078e-06,0.00035130226236695266,0.0002961633799695634,1.4266981691217053e-11,9.144731653082209e-12,6.984398529816107e-07,9.496444038262415e-05,8.584462623757673e-07,2.8049086146047293e-08,3.610687113129945e-13
1.9351404831638532e-07,0.8834998510506434,0.0001564503621467257,1.5889566365123105e-05,1.8014785574581738e-05,0.00038578428876225685,0.0,0.0,4.448639965858051e-06,2.4682769207844613e-08,8.237642438612087e-06,0.00023867678136376314,1.5432669226185567e-08,6.796742339744158e-12,2.3731870714208727e-08,1.7674678380710087e-05,1.1152976233813534e-05,4.1521320072433155e-06,2.9263744841979907e-12,4.887240883570722e-15,1.1050133799842098e-09,1.2290519649587785e-09,2.0096024456941167e-05,4.7835406571312515e-11,3.1599640044526516e-10,1.1883163054041695e-12,5.091329910437351e-13,2.3133303423116677e-09,1.026985092819956e-11,2.0337998274098037e-12,4.489151640691486e-11,4.2886281094737537e-16,3.9732743772502546e-14,2.5358785746387608e-14,3.76,0.0,0.981689190988406,0.9997100955715663,4.4826351707305865e-05,2.275180867877927e-06,0.0003651396856200845,0.000303012754882328,1.4266734856455361e-11,9.144324152700784e-12,6.984068751627862e-07,9.715709695814773e-05,9.170177820997194e-07,2.922294631236563e-08,3.7793773072336656e-13
1.9788326419441733e-07,0.8835021867442524,0.00015716678606428718,1.614129739842958e-05,1.8315590556155213e-05,0.0003983888362492992,0.0,0.0,4.56802892523589e-06,2.5882732540216482e-08,8.452109347773955e-06,0.0002448486563048262,1.5957048330801753e-08,6.92141631148959e-12,2.3939912253646256e-08,1.767402145280015e-05,1.1396892118725085e-05,4.259653532487137e-06,3.073124654743546e-12,5.161120188006348e-15,1.1413612547479812e-09,1.2358737988556214e-09,2.0095190276746063e-05,5.140476220280534e-11,3.233796136196459e-10,1.2647530144797083e-12,5.390045123275018e-13,2.428551704526214e-09,1.1023082814330076e-11,2.136124019769979e-12,4.7029547463072633e-11,4.531663223760949e-16,4.307425757832657e-14,2.768824307820396e-14,3.76,0.0,0.981666147687389,0.9997022328461317,4.702869424333036e-05,2.387227699471587e-06,0.00037907901564600385,0.00030986212124231035,1.4266384785526755e-11,9.143907156116432e-12,6.983736048163767e-07,9.934970031354289e-05,9.77835333801644e-07,3.040665314903435e-08,3.951916117823473e-13
2.0225248007244935e-07,0.8835045223401055,0.00015783221372621167,1.63822378824278e-05,1.8604826973186524e-05,0.00041103827113783296,0.0,0.0,4.687549350084157e-06,2.7110842636513463e-08,8.666672513537488e-06,0.00025102024093190975,1.6475745491520864e-08,7.038705583995978e-12,2.4133725364580144e-08,1.767335945754645e-05,1.1638586322376883e-05,4.367189831063195e-06,3.2232243151764262e-12,5.4395778156164076e-15,1.1778200813429218e-09,1.2422138196694812e-09,2.009435106073631e-05,5.5122792749162645e-11,3.307021025611224e-10,1.3436684801913156e-12,5.694451693051544e-13,2.5462616628205525e-09,1.1808966413212165e-11,2.240075529190113e-12,4.918538311534136e-11,4.778846551363543e-16,4.656554087716399e-14,3.014819156349346e-14,3.76,0.0,0.9816430059093595,0.9996943626647765,4.926618522571794e-05,2.501683970536614e-06,0.0003931146239349005,0.0003167114702657386,1.4265955008685003e-11,9.143482989833266e-12,6.983401216039351e-07,0.00010154225017937727,1.0409131580933879e-06,3.159966249931774e-08,4.1283033689869105e-13
2.0662169595048136e-07,0.8835068578408259,0.0001584502699813545,1.6612707725567105e-05,1.8882808875318915e-05,0.00042372936229498066,0.0,0.0,4.807183501069775e-06,2.8366948400135282e-08,8.881332582735544e-06,0.0002571915330014812,1.6988485692286138e-08,7.148934300328268e-12,2.4314221461525786e-08,1.7672693820531406e-05,1.1878072203771721e-05,4.474740566042405e-06,3.3766543993208967e-12,5.722358622174692e-15,1.214382002538705e-09,1.2481056606475524e-09,2.009350742640875e-05,5.89900532670209e-11,3.379641457570494e-10,1.4250547785924811e-12,6.004285878668692e-13,2.666437759319647e-09,1.2627879469891314e-11,2.3455908173206846e-12,5.135696364827761e-11,5.029933337049954e-16,5.0205804690332386e-14,3.274069152363509e-14,3.76,0.0,0.9816197709725838,0.9996864854062432,5.1537461038501035e-05,2.6185275016577424e-06,0.0004072411876826994,0.00032356079394306605,1.4265463761583894e-11,9.14305341867866e-12,6.983064842645882e-07,0.00010373474629837628,1.1062645744857191e-06,3.2801459604666514e-08,4.3085388843359777e-13
2.1099091182851337e-07,0.8835091932488952,0.00015902432256536864,1.6833032291388235e-05,1.914985888760986e-05,0.00043645910830757286,0.0,0.0,4.926914896410779e-06,2.965089456245761e-08,9.09609029035715e-06,0.0002633625307545417,1.749503436931689e-08,7.2524293925048204e-12,2.4482261782454984e-08,1.7672025588278396e-05,1.2115363648703245e-05,4.582305410661417e-06,3.5333959067859e-12,6.009216267008756e-15,1.2510397112002376e-09,1.2535806184848402e-09,2.0092659872133386e-05,6.300699355301024e-11,3.451660412499197e-10,1.508903768235799e-12,6.319293423336722e-13,2.7890576697696154e-09,1.3480182455270963e-11,2.452607687998819e-12,5.354233948647234e-11,5.284686089601696e-16,5.399404754084029e-14,3.5467665714527075e-14,3.76,0.0,0.9815964479056952,0.9996786014218195,5.384119617483638e-05,2.7377362505706504e-06,0.000421453673829708,0.00033041008498476304,1.4264925159009203e-11,9.142619779656188e-12,6.982727359806663e-07,0.00010592718842476816,1.1739020316201386e-06,3.401155758571188e-08,4.4926224870286895e-13
2.153601277065454e-07,0.8835115285666846,0.00015955750018046595,1.7043540236919452e-05,1.940630578696474e-05,0.0004492247211846824,0.0,0.0,5.046728222961028e-06,3.0962522077661795e-08,9.310946452753268e-06,0.00026953323279999784,1.7995194267724783e-08,7.349517221318372e-12,2.4638658829846844e-08,1.7671355524462938e-05,1.2350475013185633e-05,4.689884046582313e-06,3.693429907994583e-12,6.2999134441907695e-15,1.2877864117058295e-09,1.2586678131523048e-09,2.009180880477666e-05,6.717396562302148e-11,3.523081046958227e-10,1.5952071728007275e-12,6.639229817838114e-13,2.9140992074894466e-09,1.4366218975511025e-11,2.561065285627811e-12,5.5739670327956747e-11,5.542874957617221e-16,5.79290731794102e-14,3.833090365010405e-14,3.76,0.0,0.981573041462882,0.9996707110373827,5.617610410619515e-05,2.8592883171220936e-06,0.00043574732387736124,0.0003372593367708734,1.4264350105799948e-11,9.142183082997424e-12,6.982389083223967e-07,0.00010811957632366311,1.2438371548660213e-06,3.5229495994955856e-08,4.680553999789386e-13
2.197293435845774e-07,0.8835138637964417,0.0001600527093401773,1.7244561614641114e-05,1.9652482349031177e-05,0.00046202361120629536,0.0,0.0,5.166609253552635e-06,3.2301668489048144e-08,9.525901961744115e-06,0.0002757036380247291,1.848880246628093e-08,7.440520807044332e-12,2.4784178013562744e-08,1.7670684183821555e-05,1.2583421071990854e-05,4.7974761625757935e-06,3.856737549081788e-12,6.59422202927584e-15,1.3246157840921276e-09,1.263394337340556e-09,2.0090954561094173e-05,7.149123088388412e-11,3.5939066761153234e-10,1.6839566528817812e-12,6.963860463195255e-13,3.0415403270891976e-09,1.5286316176593047e-11,2.6709040908515616e-12,5.794722363799612e-11,5.804278012914901e-16,6.20095078032771e-14,4.13320661157351e-14,3.76,0.0,0.9815495561383296,0.9996628145552783,5.854093788036363e-05,2.983161947696731e-06,0.00045011763945078327,0.00034410854330407445,1.4263747014645772e-11,9.141744090786294e-12,6.982050242776991e-07,0.00011031190977046451,1.3160807914200664e-06,3.6454839438901745e-08,4.872333244927829e-13
2.2409855946260942e-07,0.883516198940299,0.00016051265006137647,1.74364262112301e-05,1.988872344061444e-05,0.0004748533728340474,0.0,0.0,5.286544770134729e-06,3.3668168268972396e-08,9.740957779444664e-06,0.0002818737455241785,1.8975727568922847e-08,7.525757574635016e-12,2.491953943490999e-08,1.767001196894511e-05,1.2814216971695288e-05,4.905081453526256e-06,4.0233000566265185e-12,6.891923152896848e-15,1.3615219507144767e-09,1.267785396119801e-09,2.009009742430636e-05,7.595896698925865e-11,3.664140757840556e-10,1.7751438681000881e-12,7.292960746919488e-13,3.1713591279250135e-09,1.6240785143732888e-11,2.7820659138407727e-12,6.016337260282921e-11,6.068681451822837e-16,6.62338166982096e-14,4.447268982037533e-14,3.76,0.0,0.9815259961799484,0.9996549122560529,6.0934490480489275e-05,3.109335539159516e-06,0.00046456036857216827,0.000350957699165981,1.4263122373527374e-11,9.141303378257037e-12,6.981711005807353e-07,0.00011250418855031053,1.3906430530410083e-06,3.768717626665755e-08,5.067960044357211e-13
