Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70),CF(49),CH2F2(40),CHF2(81),S(2051),CF2(42),CF2O(48)
3.2220235174152234e-19,0.6897328710833016,2.5846879082272512e-23,4.945384227363051e-26,2.104365285679677e-33,4.650954191490371e-19,0.0,0.0,7.116460089753139e-20,1.3460621184779733e-34,4.1836101113611464e-41,5.8942871943634e-33,2.805608951223145e-48,3.612199453793829e-57,2.5325974409480688e-36,6.966917626437761e-29,3.3904637577913185e-22,4.326929353902492e-37,1.3218146475864276e-72,4.547659794583855e-74,1.0283382650102445e-50,6.234875730848822e-68,3.2074077123485908e-18,1.1626264356316575e-51,5.452106066217025e-38,1.6432275016025528e-70,2.424276710988298e-55,4.818354665236501e-51,1.1757100412846172e-55,1.3009064875659026e-56,3.0966065163130676e-51,1.4036522626312873e-78,8.69491947871395e-68,1.2223264290757736e-82,3.76,0.0,0.8685140293285146,0.9999999999996093,6.8833793283471e-42,3.2546156718003233e-35,7.119044777645961e-20,3.2074077124182775e-18,2.1804680485887155e-46,6.650546566452102e-45,6.290585126556397e-35,4.650954191488489e-19,1.707844847930071e-33,5.3524061471402996e-34,1.8100896253724695e-37,2.217081303945696e-36,1.7215197424164937e-31,3.3904637577102715e-22,1.5133169437199422e-34,3.492725395990093e-33,3.906623542190019e-13,9.967413873977632e-53,5.02834361346388e-34,8.57490779328287e-52,4.889913102945284e-64,5.032678536037178e-50,6.333916792317672e-77,1.3126940862251126e-51,3.4251116796750696e-63,1.051250248210151e-48,2.1463144950653459e-35,1.4623409546080997e-73,1.2884969828182814e-38,1.3484447483342134e-51,2.8411942845659487e-36,5.876527072630091e-38,6.211838385244936e-53,6.963430124276262e-67,8.060373702666081e-54,2.998906985602629e-50
6.446846360214821e-19,0.6897328710833016,5.171621452941114e-23,9.89506510605339e-26,8.422945416953042e-33,9.305949177239205e-19,0.0,0.0,1.4239103029276407e-19,5.387756413030903e-34,3.3494319030210395e-40,2.3592509929671444e-32,2.2461930917367948e-47,2.8919559348798975e-56,1.0136989902956185e-35,2.7885826816024094e-28,6.7838731834862275e-22,1.731984096246131e-36,4.235051389689559e-71,7.28218084010673e-73,8.232958856970368e-50,1.4357873571227675e-66,6.4176020515884335e-18,9.308080751419148e-51,2.1822632863106587e-37,2.63222385342105e-69,1.9408954328124368e-54,3.858591590158946e-50,9.41521575828305e-55,1.041780272894919e-55,2.479168082553776e-50,4.4879353317160804e-77,1.392319981537718e-66,3.9162736119033513e-81,3.76,0.0,0.8685140293285146,0.9999999999992183,5.510888851866434e-41,1.3026944460426053e-34,1.4244274650667695e-19,6.417602051867363e-18,1.7457002587558572e-45,5.3244810672586e-44,2.517920029337029e-34,9.305949177231673e-19,6.835830163919154e-33,2.1423573361406223e-33,7.245075736421872e-37,8.87410308974585e-36,6.890565379560495e-31,6.783873183161829e-22,6.0572115918757245e-34,1.3980003889031237e-32,7.816641192442826e-13,7.98051385360793e-52,2.0126478695484868e-33,6.86516201266676e-51,7.832966021586523e-63,4.029202910016458e-49,2.0293557090342732e-75,1.0512195127225854e-50,5.4861328656448285e-62,8.416394037238109e-48,8.590851436660676e-35,2.3424684377956945e-72,5.157473651494748e-38,1.0798468274173196e-50,1.1372181504252669e-35,2.35214229620632e-37,4.974507660185349e-52,1.1153587385406822e-65,6.454499155789545e-53,2.4009490523129964e-49
1.2896492045814018e-18,0.6897328710833016,1.0345488645857374e-22,1.979442702366965e-25,3.370275418287057e-32,1.8615939148736873e-18,0.0,0.0,2.848438890831164e-19,2.1558043529830306e-33,2.680563482958835e-39,9.440077195824178e-32,1.7976371379744997e-46,2.3144436722481078e-55,4.0561163650650926e-35,1.1157963022715401e-27,1.3570692034874061e-21,6.930870414298342e-36,1.356056186353149e-69,1.1656231850455368e-71,6.588869249841892e-49,3.6982096152903687e-65,1.2837990729649558e-17,7.449293516749267e-50,8.731895674621383e-37,4.214008003913009e-68,1.553306223988817e-53,3.088437179712052e-49,7.535988641877924e-54,8.338464592156979e-55,1.9840879361119723e-49,1.4355370578714194e-75,2.228618714610998e-65,1.2539807708482993e-79,3.76,0.0,0.8685140293285146,0.9999999999984363,4.410385952916844e-40,5.2124746222640525e-34,2.8494734396710803e-19,1.2837990730765634e-17,1.3970907640944556e-44,4.261203067609919e-43,1.0075332820834183e-33,1.8615939148706736e-18,2.7352224737404764e-32,8.572219894109444e-33,2.8989740135697817e-36,3.550797136020283e-35,2.7571236895026734e-30,1.357069203357605e-21,2.423673624474231e-33,5.593822535442546e-32,1.5636676479488413e-12,6.387045483236906e-51,8.05321307343292e-33,5.494224823958048e-50,1.2540034445870154e-61,3.2245868805248154e-48,6.4979449444952255e-74,8.414015156624056e-50,8.78257864704117e-61,6.735673143755057e-47,3.437459584401531e-34,3.7501293020990186e-71,2.063763526087267e-37,8.643140864979094e-50,4.5503538969328184e-35,9.411632992053754e-37,3.981621893387104e-51,1.785542468429871e-64,5.16608058933693e-52,1.9214889392788768e-48
2.579578341701241e-18,0.6897328710833016,2.0693223445644036e-22,3.9593151499844866e-25,1.3483297161315333e-31,3.723591909173222e-18,0.0,0.0,5.697496066633692e-19,8.624621187414682e-33,2.1448580573765e-38,3.7766457050431783e-31,1.438382835351413e-45,1.8519065825488736e-54,1.6227106643032644e-34,4.463911771329012e-27,2.714432973764182e-21,2.773341977645269e-35,4.34072387765766e-68,1.8653765931374676e-70,5.272096479475668e-48,1.0399123553642816e-63,2.567876808409757e-17,5.9605666213012826e-49,3.4933268565998354e-36,6.744374449342046e-67,1.2428809807060158e-52,2.4713754603366682e-48,6.030317700426273e-53,6.672461073984398e-54,1.5875718016613954e-48,4.59275343106995e-74,3.566515519545359e-64,4.0139760678649046e-78,3.76,0.0,0.8685140293285146,0.9999999999968723,3.528978853839915e-39,2.08532926486876e-33,5.699565388879559e-19,2.567876808856261e-17,1.1178848832399206e-43,3.409609872313641e-42,4.03108761179383e-33,3.7235919091611646e-18,1.0942670965356924e-31,3.4294461469930015e-32,1.1597783786269322e-35,1.420550064164127e-34,1.1030290088930126e-29,2.714432973244892e-21,9.69627269439773e-33,2.2378932620225777e-31,3.1276746999739487e-12,5.110690576773067e-50,3.221809623104901e-32,4.39621813208925e-49,2.0069888044331302e-60,2.580159424696319e-47,2.0799836815867268e-72,6.732916162820449e-49,1.4055939771743788e-59,5.389561899255141e-46,1.3752076673004729e-33,6.001951441209167e-70,8.257216267143748e-37,6.916259616010857e-49,1.8204378600196313e-34,3.765266045562571e-36,3.1861040175112045e-50,2.857642959452101e-63,4.133857214613885e-51,1.5374830927699506e-47
5.15943661594092e-18,0.6897328710833016,4.1388694701034124e-22,7.919060301596892e-25,5.393758531472257e-31,7.447587897772295e-18,0.0,0.0,1.1395610418220667e-18,3.450129250051989e-32,1.7160493713425892e-37,1.5107813316091663e-30,1.150815531188391e-44,1.4816659387690083e-53,6.491370930433972e-34,1.785710030923611e-26,5.429160514314564e-21,1.1098611133045086e-34,1.3892467330711708e-66,2.984906190775548e-69,4.218077658193257e-47,3.09801184838757e-62,5.136032278629664e-17,4.768906068284277e-48,1.397444467999685e-35,1.0792572307347998e-65,9.943991952446844e-52,1.9773506866389112e-47,4.824864949673203e-52,5.338644740411158e-53,1.2701780358525799e-47,1.4695265479345206e-72,5.707005364452671e-63,1.2846703956723819e-76,3.76,0.0,0.8685140293285146,0.9999999999937442,2.8234511479232783e-38,8.341995939742079e-33,1.139974928729595e-18,5.1360322804158253e-17,8.943928304859513e-43,2.7279468837983166e-41,1.6128050302107386e-32,7.44758789772406e-18,4.377424625879791e-31,1.3718901045646598e-31,4.639491107883379e-35,5.682662683489704e-34,4.4124751272025156e-29,5.429160512237237e-21,3.878824736547088e-32,8.952301595644673e-31,6.2556887824881224e-12,4.088974496020766e-49,1.2888287354508036e-31,3.5173098633149685e-48,3.211648788817519e-59,2.0643235201462886e-46,6.656974019911603e-71,5.38701462772987e-48,2.2492555215557018e-58,4.312058916835188e-45,5.501278365847362e-33,9.604518645393233e-69,3.30381003089469e-36,5.53370654697624e-48,7.282344084745733e-34,1.5062289967054861e-35,2.5492058541660603e-49,4.572848830687048e-62,3.3074829160907085e-50,1.2301032632244907e-46
1.0319153164420277e-17,0.6897328710833016,8.277964383508268e-22,1.583855163033343e-24,2.1575917795471238e-30,1.489557987497045e-17,0.0,0.0,2.2791839121322295e-18,1.380107857033365e-31,1.3729046701447945e-36,6.0433720383254204e-30,9.20696134442955e-44,1.185389022796746e-52,2.5966540298170214e-33,7.143130775584016e-26,1.0858615595402658e-20,4.44309753160879e-34,4.44593372236098e-65,4.776092853820959e-68,3.374622324942597e-46,9.546038288003224e-61,1.0272343216390691e-16,3.8153059723434924e-47,5.590005330103266e-35,1.726938592083088e-64,7.955571224665384e-51,1.5819806846643845e-46,3.8601362903782975e-51,4.271186223100838e-52,1.0161906699198937e-46,4.7022375683229896e-71,9.131673038270348e-62,4.111262190369012e-75,3.76,0.0,0.8685140293285145,0.9999999999874882,2.2588681493872863e-37,3.3369341567813956e-32,2.280011708412646e-18,1.0272343223535628e-16,7.155482454202057e-42,2.182461092535156e-40,6.453392736815126e-32,1.4895579874777508e-17,1.7510411010675824e-30,5.487783717320222e-31,1.8558719805892815e-34,2.273157541566269e-33,1.7650618716640205e-28,1.0858615587093012e-20,1.5515930262312504e-31,3.581066352942022e-30,1.2511716861372303e-11,3.271348918395354e-48,5.155524721636219e-31,2.81398206099784e-47,5.13901142466586e-58,1.651537198607427e-45,2.1303958812745014e-69,4.3098843966208786e-47,3.599052977197183e-57,3.449810901183097e-44,2.2006008870032875e-32,1.5368348482334354e-67,1.3221015769503718e-35,4.427244795200228e-47,2.9130561670283933e-33,6.025161152536758e-35,2.039493746714199e-48,7.317054238566714e-61,2.646145199562598e-49,9.841293286685518e-46
2.063858626137899e-17,0.6897328710833016,1.6556156859626406e-21,3.1677538389871682e-24,8.630547298775749e-30,2.97915638293668e-17,0.0,0.0,4.558429652723628e-18,5.520543744125032e-31,1.0983498051016007e-35,2.4173986417432418e-29,7.36574395010146e-43,9.483337270457362e-52,1.0386827432215037e-32,2.8573104390517774e-25,2.1717525757528164e-20,1.7800531709369544e-33,1.4227538601901702e-63,7.641942995156893e-67,2.6997619409995302e-45,2.9959109212265314e-59,2.054496508119761e-16,3.0523172261686405e-46,2.2360476239011392e-34,2.7632070745759947e-63,6.364608048558246e-50,1.265624606124794e-45,3.0882067675306126e-50,3.417057252939159e-51,8.129718343095389e-46,1.5046764288051725e-69,1.4611048435842135e-60,1.315654616731966e-73,3.76,0.0,0.8685140293285144,0.9999999999749761,1.8071374120843295e-36,1.3348008193702511e-31,4.560085267777841e-18,2.0544965109777938e-16,5.72452204567011e-41,1.74601028626804e-39,2.582937727343586e-31,2.9791563828595027e-17,7.004306910089623e-30,2.1951581471963098e-30,7.423639128494091e-34,9.092814941982673e-33,7.060391129977142e-28,2.17175257242889e-20,6.20649835125291e-31,1.432455684620531e-29,2.5023772674564016e-11,2.6171476625465595e-47,2.062251845324878e-30,2.251239350544e-46,8.222716887666059e-57,1.3212610905554135e-44,6.817529426221273e-68,3.4480165964880604e-46,5.758680080926375e-56,2.7599142297752084e-43,8.802582617706474e-32,2.459025728550843e-66,5.292704301867868e-35,3.541907660863507e-46,1.1652461738404341e-32,2.4101134950503776e-34,1.6316466234054204e-47,1.1707683676020297e-59,2.1169797073149153e-48,7.873221506540858e-45
4.1277452455296416e-17,0.6897328710833017,3.311255240910499e-21,6.3355528317354864e-24,3.452257710776269e-29,5.958353173815967e-17,0.0,0.0,9.116921133790714e-18,2.2082399610218394e-30,8.786902703129093e-35,9.669698085956387e-29,5.892665161910345e-42,7.586759844715646e-51,4.154773230970081e-32,1.142935799412131e-24,4.3435346081576456e-20,7.142509336691467e-33,4.552900453908764e-62,1.2227264543106465e-65,2.159835185526547e-44,9.49279647868364e-58,4.109020876795092e-16,2.441882759475799e-45,8.94428147556655e-34,4.421227442076321e-62,5.0917468667176814e-49,1.0125157133489763e-44,2.4706045086952063e-49,2.7336892709538186e-50,6.503851890812648e-45,4.8149011946557674e-68,2.3377974758198363e-59,4.210175956606545e-72,3.76,0.0,0.8685140293285142,0.999999999949952,1.4457270853417296e-35,5.339257591258489e-31,9.1202323865046e-18,4.1090208882273396e-16,4.579672317472005e-40,1.3968247572271527e-38,1.0344081043058442e-30,5.958353173507255e-17,2.801751266934259e-29,8.780721907403497e-30,2.9694859957549732e-33,3.6371628011327335e-32,2.8241851802690594e-27,4.343534594861803e-20,2.4826245746756637e-30,5.729881025792976e-29,5.004788292264094e-11,2.093746817251056e-46,8.249091295042138e-30,1.8010130128944823e-45,1.3156585610672494e-55,1.057021369816982e-43,2.181651358963277e-66,2.7584569064735594e-45,9.214044374294919e-55,2.2079575876910074e-42,3.5210688494812288e-31,3.9345146666262735e-65,2.1204556101231766e-34,2.8335708564475325e-45,4.6610321096900654e-32,9.640552049304145e-34,1.3053379480227606e-46,1.8732611379084448e-58,1.6936091838400764e-47,6.298651956861805e-44
8.255518484313127e-17,0.6897328710833017,6.6225385897100176e-21,1.2671157380711614e-23,1.3809130464636907e-28,1.1916746755574605e-16,0.0,0.0,1.8233904095462043e-17,8.833004770819474e-30,7.029563843677683e-34,3.8679030304978776e-28,4.714160212162409e-41,6.069443874415623e-50,1.661917740137248e-31,4.571766428729231e-24,8.687098672886232e-20,2.8747977337942796e-32,1.460618718072263e-60,1.9563748527260138e-64,1.727878401526882e-43,3.499404700227065e-56,8.21806959700154e-16,1.95351779721265e-44,3.577730782645976e-33,7.074080108902134e-61,4.0734216639381676e-48,8.100189898634892e-44,1.9764992449165363e-48,2.1869690573905088e-49,5.203112434288803e-44,1.5407582271269057e-66,3.740499741255546e-58,1.3472693185210234e-70,3.76,0.0,0.8685140293285137,0.9999999998999038,1.156588528053516e-34,2.1357138992901585e-30,1.82405266239436e-17,8.21806964273076e-16,3.663760122156021e-39,1.1174663580637551e-37,4.147433537433407e-30,1.191674675433975e-16,1.1207062085634443e-28,3.5123066245939604e-29,1.1878005494891867e-32,1.4548723804474267e-31,1.1296798172754527e-26,8.68709861970257e-20,9.930548644749459e-30,2.2919640677549107e-28,1.0009609790556934e-10,1.6750109698897927e-45,3.2996533005640114e-29,1.440819105714719e-44,2.105072648107754e-54,8.456220380959464e-43,6.981350730701761e-65,2.2067829721306088e-44,1.4742595955208624e-53,1.766376551754291e-41,1.4084346908170254e-30,6.295287335325385e-64,8.50868454236524e-34,2.266874571906628e-44,1.864422326662408e-31,3.856240433756176e-33,1.04427861591213e-45,2.9972432131073993e-57,1.3548975120108705e-46,5.0389514659472345e-43
1.6511064961880098e-16,0.6897328710833018,1.324512224297929e-20,2.5342392733516293e-23,5.523689741141964e-28,2.3833533919092147e-16,0.0,0.0,3.646787001695333e-17,3.5332108935250213e-29,5.6236677090186885e-33,1.5471684452249718e-27,3.771339533566073e-40,4.855569478338259e-49,6.647687824843304e-31,1.8287112044336873e-23,1.7374226802019217e-19,1.164145627948926e-31,4.6743700369584405e-59,3.130209995187423e-63,1.382306822391796e-42,1.1221676588561713e-54,1.6436166968837577e-15,1.5628188706596396e-43,1.431095948627143e-32,1.1318744090638418e-59,3.258746998215175e-47,6.480177719835063e-43,1.5812056510976962e-47,1.7495827070769127e-48,4.162502371964607e-43,4.930409986982952e-65,5.984818606487608e-57,4.311282786263581e-69,3.76,0.0,0.8685140293285127,0.9999999997998074,9.252735623074046e-34,8.542877322645915e-30,3.6481115098763505e-17,1.6436167151754924e-15,2.931017638079303e-38,8.939756128969765e-37,1.6668017127174417e-29,2.3833533914152704e-16,4.482836247336149e-28,1.4049262204355696e-28,4.751215158668554e-32,5.8195032025593095e-31,4.518730755355975e-26,1.7374226589283875e-19,3.972229429110036e-29,9.167879585336316e-28,2.0019250581852923e-10,1.3400174481673687e-44,1.319864676521656e-28,1.1526588945156642e-43,3.3681310524754543e-53,6.764995165961119e-42,2.2340425047096968e-63,1.7654333486804212e-43,2.3588253369689315e-52,1.4131054340311022e-40,5.633752989452448e-30,1.007252659721976e-62,3.424937695616129e-33,1.813506805067255e-43,7.457708271292691e-31,1.5425000964194616e-32,8.354261920783309e-45,4.795609430806634e-56,1.0839220718675058e-45,4.0311731323512747e-42
3.302215791701404e-16,0.6897328710833021,2.6490357372639006e-20,5.068496846601122e-23,2.2094975122766004e-27,4.76671082461283e-16,0.0,0.0,7.293580185253043e-17,1.4132861543161058e-28,4.4989407593384427e-32,6.1887080374584315e-27,3.0170763815870075e-39,3.884461301083223e-48,2.6590784778065542e-30,7.314853977353121e-23,3.474848305898934e-19,4.7703774547464796e-31,1.495805654440878e-57,5.008344849373271e-62,1.1058470982474455e-41,3.5875578896902736e-53,3.2872361438202215e-15,1.250256944920622e-42,5.724391042268557e-32,1.8110559482337862e-58,2.6070014634952664e-46,5.18415269480599e-42,1.264967022879108e-46,1.3996697979520515e-47,3.330006956732407e-42,1.577728523087312e-63,9.57572497543153e-56,1.3796139404265764e-67,3.76,0.0,0.8685140293285109,0.9999999995996147,7.402199393029935e-33,3.417155274051057e-29,7.2962292048171e-17,3.287236216987254e-15,2.344818939497043e-37,7.151813497366974e-36,6.729808019731713e-29,4.766710822637051e-16,1.7931367891354878e-27,5.619712009054386e-28,1.9004891822605569e-31,2.327803345779765e-30,1.8074945961101292e-25,3.474848220804557e-19,1.588893687471053e-28,3.667156496514532e-27,4.003852334329003e-10,1.0720226527267282e-43,5.279465416919406e-28,9.221287704287696e-43,5.389020390001908e-52,5.412002224711972e-41,7.1489500929466905e-62,1.4123494548097982e-42,3.774128486478496e-51,1.1304860242356754e-39,2.253503980303759e-29,1.6116146699888955e-61,1.3871410204964694e-32,1.450808291580417e-42,2.983087100672385e-30,6.170008232331431e-32,6.683422675461632e-44,7.672991243694623e-55,8.671392764295075e-45,3.224943288719119e-41
6.604434382728192e-16,0.6897328710833025,5.2981098927964946e-20,1.0137054009835014e-22,8.838146118816523e-27,9.533425690020483e-16,0.0,0.0,1.458716654940628e-16,5.653148209995829e-28,3.5991551458931617e-31,2.4755058989282968e-26,2.413663341872293e-38,3.1075712752426745e-47,1.0636320407021323e-29,2.9259433378451904e-22,6.949699556775314e-19,1.9991834653900125e-30,4.786583960395214e-56,8.013360996338877e-61,8.846783345138058e-41,1.147406360149889e-51,6.5744749279701824e-15,1.00020628766877e-41,2.289757847751919e-31,2.897862706506652e-57,2.085602713712059e-45,4.1473266811002587e-41,1.0119746189934289e-45,1.1197383277901378e-46,2.6640077319945285e-41,5.048726624063413e-62,1.5321172088387358e-54,4.414770729685284e-66,3.76,0.0,0.868514029328507,0.9999999991992296,5.921763768406311e-32,1.3668629785321928e-28,1.4592464594605681e-16,6.574475220638492e-15,1.875858703828084e-36,5.721451816999067e-35,2.74199907447376e-28,9.533425682117361e-16,7.172551797602673e-27,2.2478862179715207e-27,7.601967179810453e-31,9.311212141431773e-30,7.229982946093338e-25,6.949699216396546e-19,6.355577954202593e-28,1.4668635306915176e-26,8.007703358157587e-10,8.576299603185832e-43,2.111787507521633e-27,7.377040156081574e-42,8.622437516122694e-51,4.329601892475928e-40,2.2876647734959624e-60,1.1298806541467077e-41,6.038611808214807e-50,9.043894901244929e-39,9.014021004525633e-29,2.5786080157843977e-60,5.685881296888418e-32,1.1606477538830718e-41,1.1932355980784179e-29,2.468004862912861e-31,5.346743302172786e-43,1.2276798665449097e-53,6.937120591647184e-44,2.5799565425004834e-40
9.90665297375498e-16,0.6897328710833028,7.947211178281917e-20,1.5205653195784485e-22,1.878128498820998e-26,1.430014055542856e-15,0.0,0.0,2.1880752910597334e-16,1.2012942190480681e-27,1.0291335989790453e-30,5.260482024462401e-26,6.901570665610926e-38,8.88571320336373e-47,2.2602184699184195e-29,6.217630588989277e-22,1.042455080713475e-18,4.381967843101831e-30,2.2369954828934237e-55,2.9494500799756464e-60,2.52962759417495e-40,5.072148425163989e-51,9.861713602397179e-15,2.8599653818698483e-41,4.865736299532946e-31,1.1048394530183117e-56,5.963521388916047e-45,1.2312380260088163e-40,3.004300494344439e-45,3.324226427262927e-46,7.617398872696392e-41,2.3619061870479453e-61,5.63920974617817e-54,2.0653286750864593e-65,3.76,0.0,0.8685140293285031,0.9999999987988447,1.6932546272793015e-31,2.9045843723528552e-28,2.188869998430135e-16,9.861714224317443e-15,5.363788052150412e-36,1.6359774108165614e-34,5.900295509066187e-28,1.4300140538634421e-15,1.5241675538268938e-26,4.7767590844869006e-27,1.615419152807827e-30,1.978631898119395e-29,1.5363716581368361e-24,1.0424550083828204e-18,1.350560444914789e-27,3.1170855848335016e-26,1.2011550853530437e-09,2.476518264787668e-42,4.487549289706176e-27,2.110387630130994e-41,3.287304575777011e-50,1.2379952679052105e-39,1.0702205661646147e-59,3.3541496086441085e-41,2.284599784809971e-49,2.5859891906646024e-38,1.9154797264554833e-28,9.830981871478191e-60,1.228417950965964e-31,3.444465013835238e-41,2.5356261187592076e-29,5.244511315850667e-31,1.587265220525381e-42,4.644456631290903e-53,2.0438342736813077e-43,7.377064640368002e-40
1.3208871564781768e-15,0.6897328710833035,1.0596339594072345e-19,2.02742944104302e-22,3.2039012853089073e-26,1.9066855420837065e-15,0.0,0.0,2.91743392688262e-16,2.049266809482327e-27,2.170741002737894e-30,8.973813034183239e-26,1.4557414285050649e-37,1.87425444143911e-46,3.855667117867296e-29,1.0606547076675789e-21,1.3899402056977936e-18,7.685130177699407e-30,7.224185532928812e-55,7.480446603931658e-60,5.335717782119302e-40,1.733098006984919e-50,1.3148952167101214e-14,6.032495890194143e-41,8.30037444302929e-31,2.972725805564023e-56,1.2578795062715378e-44,2.6828034342400903e-40,6.546213661626376e-45,7.243320931653103e-46,1.6067302646830055e-40,7.619678259218326e-61,1.430225830903038e-53,6.662901576895823e-65,3.76,0.0,0.8685140293284992,0.9999999983984602,3.5715647377674704e-31,4.9548797087909755e-28,2.918493537390411e-16,1.3148953228024109e-14,1.13137904314182e-35,3.4507495170929584e-34,1.0180731232445967e-27,1.9066855392188232e-15,2.600050806366991e-26,8.148589790558559e-27,2.7557165913014366e-30,3.3753119164578447e-29,2.6208695478392867e-24,1.3899400823099544e-18,2.30389726229094e-27,5.317381811735439e-26,1.601539482045067e-09,5.269519953328301e-42,7.65523188685028e-27,4.453338275035961e-41,8.844733864043792e-50,2.6112898662364435e-39,3.4526080339583725e-59,7.30818053421483e-41,5.948419956360899e-49,5.454600724965371e-38,3.2675832334693915e-28,2.6451098305697607e-59,2.127214781904395e-31,7.503107507371911e-41,4.325480271476664e-29,8.946520182807324e-31,3.458477493172387e-42,1.2089239871829186e-52,4.424955918664812e-43,1.556036748669011e-39
1.9813308746835343e-15,0.6897328710833044,1.5894660099910465e-19,3.041167549705078e-22,6.633391229169522e-26,2.8600285151655065e-15,0.0,0.0,4.376151197833189e-16,4.2427470334113485e-27,5.928967363556658e-30,1.8579310104170959e-25,3.976082391361978e-37,5.119170668994871e-46,7.982669566297594e-29,2.1959509661515162e-21,2.0849104555454877e-18,1.663683928919694e-29,3.985137740694946e-54,2.6159504305079414e-59,1.4573501654001649e-39,1.0654874956948315e-49,1.972342903899623e-14,1.647661882907592e-40,1.7184872403608066e-30,1.2024224223022716e-55,3.435659416072102e-44,7.787352985187394e-40,1.900164184354638e-44,2.1025161917133715e-45,4.388479410749533e-40,4.194224849736444e-60,5.001569531307677e-53,3.6675741072772605e-64,3.76,0.0,0.8685140293284915,0.9999999975976922,9.755051837481756e-31,1.0258450042676592e-27,4.377740615289165e-16,1.9723431235502487e-14,3.090150474968443e-35,9.425063552365396e-34,2.147713134787378e-27,2.86002850923413e-15,5.38307551174056e-26,1.6870621611237243e-26,5.705366191531563e-30,6.988149544832266e-29,5.4261779832358496e-24,2.0849102000857853e-18,4.7699264265924704e-27,1.1008964669935561e-25,2.4023074473238504e-09,1.4638396020604102e-41,1.5849186744054818e-26,1.2173738907637415e-40,3.5774015133751675e-49,7.132238828531618e-39,1.9004751573135824e-58,2.1211652939009983e-40,2.184959289501861e-48,1.4898207873654879e-37,6.765116162493873e-28,1.0698701336802524e-58,4.513602543956621e-31,2.1767784406976614e-40,8.955358323316076e-29,1.852263542200041e-30,1.003842561091223e-41,4.436413022484128e-52,1.2696630352274045e-42,4.250019405921479e-39
2.6417745928888918e-15,0.6897328710833054,2.1193080376481845e-19,4.054921118785921e-22,1.1281855781476662e-25,3.813371488247465e-15,0.0,0.0,5.834868467694461e-16,7.21580183380099e-27,1.2405383365732079e-29,3.1598814274613968e-25,8.31929604895223e-37,1.071101797362734e-45,1.3576430503662897e-28,3.7347374864099686e-21,2.77988070520392e-18,2.9469366334953236e-29,1.2801508004897346e-53,6.536551651129294e-59,3.049264214135065e-39,3.576704219819794e-49,2.629790550740082e-14,3.447459984091036e-40,2.9226968159051676e-30,3.2571515523699136e-55,7.188549152533668e-44,1.7030065999252024e-39,4.155445122419744e-44,4.59797216625737e-45,9.182167936342678e-40,1.3460381872379057e-59,1.2497561179433837e-52,1.1770224926099315e-63,3.76,0.0,0.8685140293284839,0.9999999967969253,2.041083237513404e-30,1.7446937575994107e-27,5.836987693153764e-16,2.6297909243082783e-14,6.465634573111295e-35,1.9720378270913828e-33,3.717301797043628e-27,3.813371478159744e-15,9.15520211088486e-26,2.869250997145348e-26,9.703341315800077e-30,1.188500344414011e-28,9.228507979913421e-24,2.7798802707325093e-18,8.11239487303138e-27,1.8723366446309203e-25,3.203074115067343e-09,3.102198823259517e-41,2.6955316869303317e-26,2.548801730642145e-40,9.690192267877181e-49,1.492302204241023e-38,6.09912727132902e-58,4.638486838765482e-40,5.668130182325181e-48,3.117203620234347e-37,1.1505690461203332e-27,2.8980032270737888e-58,7.853614248096702e-31,4.758647636838409e-40,1.5230719735332195e-28,3.1502153131985796e-30,2.195219933715278e-41,1.150363106726522e-51,2.7543603181311892e-42,8.892462762390088e-39
