Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70),CF(49),CH2F2(40),CHF2(81),S(2051),CF2(42),CF2O(48)
0.00037845249661205306,0.7229703376748189,3.130940011693585e-05,1.9327007323419838e-05,7.870084752998581e-05,0.029114393056926324,0.0,0.0,0.0007407535569823329,6.186415046616962e-05,0.24444803322563202,0.0062221458874752176,4.644486791681498e-06,5.170224863231422e-15,4.6651428238513444e-11,8.784652596528923e-08,3.6331729244168264e-06,0.005013401151498745,1.1820539198586705e-07,9.59331573037077e-10,7.558131220044766e-05,5.787963591947249e-11,6.497468083057538e-08,3.6504248584469966e-06,9.318273919711295e-10,0.0003811819215368122,7.363483058148585e-10,4.468180499591894e-06,5.756222672024233e-09,3.696408982330706e-11,1.9337458173690164e-08,4.190129591272333e-12,4.486502480635299e-10,1.9730198161610358e-08,3.76,0.0,0.5531143986020438,0.7212145941764633,0.2655124730040643,0.00020884724062061804,0.008432621349998058,0.2648969249802527,1.5595557445614225e-14,1.0671053392599446e-14,2.7639403880850535e-09,4.622166776429651e-06,0.027247725708587408,6.137551616926776e-06,2.8763883879371e-13,1.737928365370761e-14,3.359446292499241e-07,2.3220036635838518e-07,8.261650330593808e-08,0.010297059314727776,0.0003278189179465189,7.81002592647705e-08,2.53744593071788e-05,7.018691870132259e-08,1.3518150400654782e-06,3.2550992352078677e-12,7.022767815512249e-11,4.58659896576228e-07,5.279216408500523e-06,4.0964668462338846e-09,3.764222847087192e-12,6.813436584863733e-14,7.315237279487706e-08,8.312375227671007e-07,9.852596886005838e-06,0.0020887203332705506,3.282750218785308e-05,6.391678317540694e-08,2.622889882955979e-06,0.00011102304206169824
0.00038042451711607167,0.7231759599985661,3.137659596936066e-05,1.9327911374247544e-05,7.866985927174801e-05,0.029277460015220715,0.0,0.0,0.0007406394496736732,6.177545041721958e-05,0.24599763199468316,0.006261810739203333,4.6502017598894465e-06,5.2072977712349496e-15,4.6789861167332154e-11,8.778732366405362e-08,3.66064395774198e-06,0.00501939467439756,1.198597829407557e-07,9.72495561145355e-10,7.653558635927067e-05,5.875469415985609e-11,6.479014831832335e-08,3.68355483755153e-06,9.37897613294799e-10,0.0003858230988341692,7.470615949505672e-10,4.526350188843305e-06,5.857200531217499e-09,3.7528005440280107e-11,1.942283040537825e-08,4.236715515498306e-12,4.5447205285744716e-10,2.0101175380754997e-08,3.76,0.0,0.5514898270848445,0.7197421263722996,0.26691237978949606,0.0002106894341276983,0.008419823797556155,0.2665452051623271,1.554883978253856e-14,1.0639080107252673e-14,2.755772801280291e-09,4.622763458385499e-06,0.027153506752228624,6.113986081504796e-06,2.8700637953155837e-13,1.7341101367277664e-14,3.3539175923707654e-07,2.3169719368319488e-07,8.229976920533059e-08,0.01035134414112642,0.00032714962682446955,7.864859985652525e-08,2.5261094499953297e-05,7.068645487915724e-08,1.3590346888336912e-06,3.2330209111153748e-12,7.108037762557907e-11,4.619077196740275e-07,5.307294586491461e-06,4.068681679783463e-09,3.7760728390567964e-12,6.852233826001435e-14,7.279945287188382e-08,8.359223066621445e-07,9.916467824850756e-06,0.002101412673155591,3.309023160377411e-05,6.427861075877234e-08,2.6493147937284542e-06,0.00011256766374395542
0.0003823965376200903,0.7233809075091221,3.1443779511861076e-05,1.9328875468219734e-05,7.863883330014113e-05,0.029440151161406414,0.0,0.0,0.0007404968951429918,6.168336719562295e-05,0.24754208737637917,0.006301490987794994,4.655725562197511e-06,5.244576778209279e-15,4.692864282632788e-11,8.772813950064645e-08,3.688238740557515e-06,0.005025184412678839,1.2152320253280372e-07,9.857302193937449e-10,7.749327673689968e-05,5.963581910416243e-11,6.460622704605127e-08,3.716688539341049e-06,9.439554014261112e-10,0.00039047634493362025,7.578432795008931e-10,4.584757620943477e-06,5.959580693111984e-09,3.8096210655154755e-11,1.9507269003197328e-08,4.28337378505341e-12,4.6031724586876986e-10,2.0475820049049418e-08,3.76,0.0,0.5498709113830971,0.7182745928270815,0.26830749399200904,0.00021253833342932174,0.008407052637951195,0.26818795701689657,1.5502315255004403e-14,1.0607239083913757e-14,2.7476364788108583e-09,4.62334897384306e-06,0.02705956717981196,6.090538596754958e-06,2.8637567482420414e-13,1.7303024891933308e-14,3.3483998546905106e-07,2.3119369278771146e-07,8.19846193971672e-08,0.010405328235025534,0.0003264825784940626,7.919610595015689e-08,2.5148230597736754e-05,7.118521461481108e-08,1.3661519505681661e-06,3.2111034964980783e-12,7.193525559630638e-11,4.6515065207558444e-07,5.335216600519654e-06,4.0410990063878664e-09,3.787977394504874e-12,6.890994731965251e-14,7.244847325990513e-08,8.405853533659803e-07,9.98018239271404e-06,0.0021140312214068015,3.3352557800949183e-05,6.463786721087697e-08,2.675749020924086e-06,0.00011412012285819815
0.0003843685581241089,0.7235851820186527,3.151095278293249e-05,1.9329899920570254e-05,7.86077744844426e-05,0.029602467050645495,0.0,0.0,0.0007403265960658716,6.158800152488525e-05,0.24908141215716684,0.0063411864371640215,4.6610616863652926e-06,5.282062810810649e-15,4.706777456834055e-11,8.766897327523463e-08,3.7159577055396293e-06,0.005030773844081462,1.2319560320645248e-07,9.990352363458647e-10,7.845434196683092e-05,6.052299207491762e-11,6.442291463057429e-08,3.7498245503871173e-06,9.50000979949227e-10,0.00039514141049107045,7.686931997760856e-10,4.643400410235148e-06,6.063378205673996e-09,3.8668707756078207e-11,1.9590788261348262e-08,4.330102900541181e-12,4.661856124579858e-10,2.0854127208450282e-08,3.76,0.0,0.5482576264956889,0.7168119723318725,0.269697834820134,0.00021439392957739233,0.008394308126141885,0.26982519712015274,1.5455982878620634e-14,1.0575529647032904e-14,2.739531310297737e-09,4.623923674317134e-06,0.026965913030907996,6.06720867920982e-06,2.8574673899835054e-13,1.7265055089812252e-14,3.3428933726567934e-07,2.3068994014304455e-07,8.167104742215574e-08,0.010459013036234074,0.00032581776331539115,7.97427817219232e-08,2.503587310009778e-05,7.168320180177322e-08,1.3731676023197363e-06,3.1893467048570657e-12,7.279226624621281e-11,4.683887238642928e-07,5.362983408676242e-06,4.013718465919661e-09,3.7999367332898415e-12,6.929719598652087e-14,7.209942857749009e-08,8.452268194193241e-07,1.0043742037345686e-05,0.002126576370740599,3.361448321151363e-05,6.499457358516012e-08,2.7021922552872535e-06,0.00011568036541652719
0.0003863405786281275,0.7237887853835372,3.157811780241374e-05,1.9330985078761024e-05,7.857668717697182e-05,0.029764408253081808,0.0,0.0,0.0007401292387127998,6.148945183074405e-05,0.2506156195067757,0.006380896893979756,4.6662135544607615e-06,5.319755468315601e-15,4.720725793462065e-11,8.760982496726095e-08,3.743801293259005e-06,0.0050361663892225066,1.2487693828696338e-07,1.012410316637452e-09,7.94187410675332e-05,6.141619434631597e-11,6.42402086929644e-08,3.7829614776033673e-06,9.56034570972773e-10,0.00039981804863401,7.796111885439885e-10,4.702276190772687e-06,6.168608248086504e-09,3.924549921260267e-11,1.9673401796644154e-08,4.376901414463234e-12,4.720769447530554e-10,2.1236091693231042e-08,3.76,0.0,0.5466499474871667,0.715354243722507,0.27108342147739595,0.00021625621375271424,0.008381590502766087,0.2714569423775427,1.54098416689895e-14,1.0543951121041926e-14,2.731457184163698e-09,4.6244879028123926e-06,0.026872549964280318,6.043995836393699e-06,2.851195855640376e-13,1.7227192773929394e-14,3.337398425338581e-07,2.3018600908551083e-07,8.135904669818044e-08,0.01051239998110116,0.0003251551716688906,8.028863114957107e-08,2.4924027064237997e-05,7.218042015073674e-08,1.3800824274969737e-06,3.167750190796733e-12,7.365136421437923e-11,4.7162195513458727e-07,5.390595985329669e-06,3.9865396243671916e-09,3.811951060297377e-12,6.968408606169072e-14,7.175231305194575e-08,8.498468619750305e-07,1.0107148207192699e-05,0.0021390485153713833,3.3876010338726225e-05,6.534875089922874e-08,2.72864421168007e-06,0.00011724833789918186
0.0003883125991321461,0.7239917195021982,3.1645276092748435e-05,1.9332131235231975e-05,7.854557549566194e-05,0.029925975353635073,0.0,0.0,0.0007399054934022029,6.13878142877555e-05,0.2521447229548681,0.006420622167550361,4.6711844990332774e-06,5.357658922991005e-15,4.734709521425471e-11,8.755069567811099e-08,3.771769942816117e-06,0.005041365412592035,1.2656715952939955e-07,1.025855149581846e-09,8.038643343849408e-05,6.231540709863471e-11,6.405810687293879e-08,3.8160979480785e-06,9.62056391361497e-10,0.0004045060149528009,7.905970291108732e-10,4.761382616034609e-06,6.27528613218052e-09,3.982658525457822e-11,1.975512625930441e-08,4.42376791712258e-12,4.779910224445053e-10,2.1621708132123133e-08,3.76,0.0,0.5450478494900188,0.7139013858823562,0.2724642731586128,0.00021812517726534366,0.008368899995557651,0.27308321000124464,1.5363890644318184e-14,1.0512502832274234e-14,2.723413987890833e-09,4.625041987634913e-06,0.02677948327746465,6.020899567786731e-06,2.8449422721766405e-13,1.718943870777923e-14,3.331915277029403e-07,2.2968197017092469e-07,8.104861053468001e-08,0.010565490502323692,0.0003244947939565929,8.083365530018062e-08,2.481269713436722e-05,7.267687073992517e-08,1.3868972151599524e-06,3.1463135561810863e-12,7.45125045982953e-11,4.7485034086153114e-07,5.418055298352673e-06,3.959561981182261e-09,3.824020495918024e-12,7.007061935577323e-14,7.14071206130426e-08,8.544456202413553e-07,1.0170402350685581e-05,0.0021514480507991408,3.413714171315721e-05,6.570042012660167e-08,2.755104628108895e-06,0.00011882398725143643
0.0003902846196361647,0.7241939863144652,3.171242950299721e-05,1.9333338628050953e-05,7.851444392084137e-05,0.030087168950932344,0.0,0.0,0.0007396560147573389,6.12831828539689e-05,0.2536687363746909,0.0064603620698259175,4.6759778298186045e-06,5.395773881813951e-15,4.7487287391984866e-11,8.749158510491999e-08,3.799864093681694e-06,0.0050463742232448,1.2826621968872293e-07,1.0393694318602937e-09,8.13573788529253e-05,6.322061150538804e-11,6.387660679567073e-08,3.849232608881708e-06,9.680666584789418e-10,0.0004092050674702662,8.016505623995597e-10,4.820717358595449e-06,6.3834273029761865e-09,4.041196832430083e-11,1.9835975404216277e-08,4.4707010537066134e-12,4.839276337624683e-10,2.201097095348453e-08,3.76,0.0,0.5434513077082805,0.7124533777444065,0.2738404090465428,0.0002200008115513324,0.008356236818171573,0.27470401749457357,1.531812883690994e-14,1.048118411672713e-14,2.715401610108998e-09,4.625586246673299e-06,0.026686717920455277,5.997919366120815e-06,2.8387067557147065e-13,1.7151793590004107e-14,3.326444174385834e-07,2.291778909798436e-07,8.073973215076056e-08,0.010618286028758809,0.0003238366206030741,8.137785844221875e-08,2.4701887528820083e-05,7.317255755513108e-08,1.393612759493602e-06,3.1250363538359484e-12,7.537564294798337e-11,4.780739107120267e-07,5.445362276776743e-06,3.932784973999389e-09,3.836145245121955e-12,7.045679889340939e-14,7.106384484073672e-08,8.590232419222009e-07,1.0233505915692101e-05,0.002163775373593988,3.4397879916211586e-05,6.604960208173495e-08,2.7815732651431393e-06,0.00012040726088017909
0.00039205943808978146,0.7243754575254621,3.177286520944121e-05,1.933447787326668e-05,7.848641208440826e-05,0.0302319243487195,0.0,0.0,0.0007394100106783567,6.11865306909608e-05,0.2550360082060209,0.006496140336146241,4.6801426761478484e-06,5.43025687676284e-15,4.761376461334506e-11,8.743840108819089e-08,3.825256506652698e-06,0.005050722211794417,1.2980289414383895e-07,1.0515914269552287e-09,8.223397813218684e-05,6.404040276022627e-11,6.371376925189858e-08,3.8790511539912505e-06,9.734662023955982e-10,0.0004134434953742978,8.116565169142915e-10,4.874311930132319e-06,6.48201834037181e-09,4.0942490438081036e-11,1.990800150021095e-08,4.512996771444996e-12,4.892896900988535e-10,2.236442038873588e-08,3.76,0.0,0.5420191502343875,0.7111542995454594,0.2750749151851956,0.00022169457894150924,0.008344863491402978,0.27615809051330903,1.527710418692624e-14,1.0453107506071367e-14,2.708216726327833e-09,4.626067937945621e-06,0.02660349056026634,5.977335996390104e-06,2.8331103302349005e-13,1.7118006689560338e-14,3.321530675869993e-07,2.2872423896532853e-07,8.046306781742352e-08,0.010665550959663813,0.00032324614141652943,8.186694405004096e-08,2.4602606930986035e-05,7.361802704926079e-08,1.399572556392702e-06,3.106022776546862e-12,7.615413934525598e-11,4.809710406665126e-07,5.469809099110982e-06,3.9088566960822115e-09,3.84710500946095e-12,7.080406032961045e-14,7.075652989255385e-08,8.631251660334281e-07,1.0290171576039524e-05,0.002174808550728674,3.463221034499215e-05,6.636175644333601e-08,2.8054018868847904e-06,0.00012183868280393532
0.0003938342565433982,0.7245563912855454,3.1833299922276276e-05,1.9335667165160767e-05,7.845837040405227e-05,0.03037637815984109,0.0,0.0,0.0007391441364627361,6.108759329247714e-05,0.25639917916780725,0.006531930168161969,4.684168628035243e-06,5.4649126711386365e-15,4.774053189143537e-11,8.738523251828362e-08,3.850751275355246e-06,0.005054921100050354,1.3134665873179043e-07,1.0638692302223412e-09,8.311315129757931e-05,6.486501818161231e-11,6.355141548231583e-08,3.908866194599374e-06,9.788567219911585e-10,0.00041769053601373174,8.217170588153185e-10,4.9280878996374886e-06,6.581818709418937e-09,4.1476497480963523e-11,1.9979340114364978e-08,4.555344484684902e-12,4.946696929067496e-10,2.2720814391679608e-08,3.76,0.0,0.5405914552982342,0.7098591172998795,0.2763056310189734,0.0002233937367537832,0.008333512602968678,0.2776077683522751,1.5236231308957503e-14,1.0425134824644425e-14,2.7010566309638046e-09,4.626542145835789e-06,0.02652051417464829,5.956845844462509e-06,2.8275287061360164e-13,1.7084309043371877e-14,3.316627289864106e-07,2.2827065245705718e-07,8.018765463594631e-08,0.010712579134584399,0.0003226574330770548,8.235537083911652e-08,2.4503753454999007e-05,7.406288367318782e-08,1.4054531979323767e-06,3.0871375470449973e-12,7.69341866758241e-11,4.83864304386082e-07,5.494134022771673e-06,3.885089936855681e-09,3.8581098660611845e-12,7.115103870156936e-14,7.045075701149051e-08,8.672102110751388e-07,1.034671749522442e-05,0.002185783847606286,3.486622645296858e-05,6.66719281571725e-08,2.829236846817485e-06,0.00012327620046666846
0.00039560907499701495,0.7247367890732459,3.1893734543295825e-05,1.9336906661167634e-05,7.843032156298122e-05,0.030520530848251813,0.0,0.0,0.0007388588384013711,6.098643472994222e-05,0.25775826000612284,0.006567731434118488,4.68805795379818e-06,5.499744855579821e-15,4.7867590685491757e-11,8.733208018721898e-08,3.876348727005853e-06,0.0050589731886161,1.3289747885450845e-07,1.0762026245009527e-09,8.399486979513417e-05,6.569444391882183e-11,6.338954377728292e-08,3.938676784973466e-06,9.842383694279623e-10,0.00042194601796236193,8.318320241453276e-10,4.98204361010688e-06,6.682839952073848e-09,4.201398947751376e-11,2.005000289698008e-08,4.597743296584582e-12,5.000674833338119e-10,2.3080148502444363e-08,3.76,0.0,0.5391682049793529,0.7085678157620001,0.27753257049601004,0.00022509827900355376,0.0083221842845889,0.27905306429796617,1.5195509504682958e-14,1.0397265593354917e-14,2.6939212415733677e-09,4.627009082373935e-06,0.02643779171856663,5.936448527398772e-06,2.8219619536392315e-13,1.7050701073564514e-14,3.3117341706680483e-07,2.2781717534495492e-07,7.991348748506137e-08,0.010759371586342834,0.0003220704886551428,8.284313929830435e-08,2.440532942831104e-05,7.450712795750009e-08,1.4112552711990875e-06,3.068380246882542e-12,7.771575346117065e-11,4.867536956898139e-07,5.518337739899936e-06,3.8614841700059705e-09,3.869159880307045e-12,7.149773535102135e-14,7.01465209513969e-08,8.712784709032884e-07,1.0403144726942872e-05,0.002196701554670755,3.509993022421942e-05,6.698013227411345e-08,2.8530780142224566e-06,0.0001247197764753589
0.0003973838934506317,0.7249166523998418,3.195417047971394e-05,1.9338196478777624e-05,7.84022685870796e-05,0.030664382885508473,0.0,0.0,0.0007385545534195675,6.0883117730362385e-05,0.2591132616447394,0.006603544003902895,4.6918129269922764e-06,5.534751176862183e-15,4.799494088016608e-11,8.727894319553602e-08,3.9020491903137884e-06,0.005062880743865076,1.344553211653441e-07,1.088591398440961e-09,8.487910530661725e-05,6.652866614968394e-11,6.322815240668663e-08,3.968481991920317e-06,9.896112995368581e-10,0.00042620977133183774,8.420013234597332e-10,5.036177416669006e-06,6.7850937004887e-09,4.255496937720564e-11,2.0119998030421718e-08,4.640192344033154e-12,5.054829165973221e-10,2.3442418140850435e-08,3.76,0.0,0.5377493814102495,0.7072803797242204,0.278755747548984,0.00022680819978558548,0.008310878659809232,0.2804939917821632,1.5154938079050203e-14,1.0369499335296158e-14,2.686810475520029e-09,4.6274689544422435e-06,0.026355325959078774,5.9161436587727115e-06,2.8164101377295723e-13,1.7017183171872952e-14,3.306851462547393e-07,2.2736384991339494e-07,7.964056119553184e-08,0.010805929344766062,0.0003214853012385829,8.333025366426732e-08,2.430733693998412e-05,7.495076382896726e-08,1.4169793651717562e-06,3.0497504320392673e-12,7.849880850882746e-11,4.896392486650884e-07,5.54242090316755e-06,3.838038837093413e-09,3.880255220851202e-12,7.18441527109957e-14,6.984381633503055e-08,8.753300542431893e-07,1.0459454323677987e-05,0.0022075619625484214,3.533332367448371e-05,6.728638378569151e-08,2.876925271326379e-06,0.00012616937373213577
0.00039915871190424843,0.7250959827893672,3.201460941641372e-05,1.9339536804372765e-05,7.83742143733868e-05,0.03080793475077476,0.0,0.0,0.0007382317093002414,6.077770370140997e-05,0.2604641951756725,0.006639367749053083,4.695435801913931e-06,5.5699300368933184e-15,4.812258331132474e-11,8.722582113671881e-08,3.927853006822666e-06,0.0050666459983267674,1.3602015459244375e-07,1.1010353523878894e-09,8.576582975017367e-05,6.736767103652443e-11,6.30672396505043e-08,3.99828089459973e-06,9.949756691918366e-10,0.0004304816277482462,8.522248882970578e-10,5.090487686974873e-06,6.8885916781948575e-09,4.309944134317688e-11,2.0189334307852467e-08,4.682690802479212e-12,5.109158642556045e-10,2.38076186098356e-08,3.76,0.0,0.5363349667769656,0.7059967940179139,0.27997517609413564,0.0002285234932714496,0.008299595844786838,0.2819305643728368,1.5114516332844207e-14,1.03418355707566e-14,2.67972424895781e-09,4.627921968007001e-06,0.026273119483357775,5.895930848700371e-06,2.810873321080809e-13,1.698375571605989e-14,3.301979305186302e-07,2.2691071691355234e-07,7.936887055198073e-08,0.01085225343656463,0.00032090186393287593,8.381671922237905e-08,2.4209777868982773e-05,7.539379615834523e-08,1.422626070435751e-06,3.0312476343398064e-12,7.928332090794628e-11,4.925209993315512e-07,5.566384197627841e-06,3.814753349161405e-09,3.8913960772151456e-12,7.21902928719228e-14,6.954263763288004e-08,8.793650847468549e-07,1.0515647337093683e-05,0.0022183653619170553,3.556640887688343e-05,6.759069765495005e-08,2.9007785129786413e-06,0.0001276249554321775
0.0004009335303578652,0.7252747817853129,3.207505218937629e-05,1.9340927869259167e-05,7.834616115599744e-05,0.030951186931480308,0.0,0.0,0.0007378907249512082,6.067025275414801e-05,0.26181107185023605,0.006675202542652739,4.6989287383599525e-06,5.6052892347866425e-15,4.8250521113420716e-11,8.717271611996464e-08,3.953760517649528e-06,0.005070271151248037,1.3759194661594255e-07,1.113534289659174e-09,8.665501528036549e-05,6.821144462905097e-11,6.290680382634936e-08,4.028072584516075e-06,1.000331627655528e-09,0.0004347614203685714,8.625025357892001e-10,5.144972801093735e-06,6.993345701350032e-09,4.3647405056667236e-11,2.0258025079103097e-08,4.7252378646521016e-12,5.163661790878572e-10,2.4175745094291296e-08,3.76,0.0,0.534924943318011,0.7047170435142437,0.28119087003070103,0.0002302441537111168,0.008288335950697275,0.2833627957655571,1.507424357070017e-14,1.0314273822744287e-14,2.6726624779844694e-09,4.628368322905538e-06,0.026191174706206605,5.8758097043362375e-06,2.805351563208568e-13,1.695041906392209e-14,3.297117833460656e-07,2.2645781564456734e-07,7.909841029923472e-08,0.010898344885305044,0.00032032016986160554,8.430253531007132e-08,2.411265392483631e-05,7.583622442618973e-08,1.4281959789323346e-06,3.012871362810004e-12,8.006926003218322e-11,4.953989226192034e-07,5.59022835569402e-06,3.7916270885641846e-09,3.902582467293516e-12,7.253615632532837e-14,6.92429791579952e-08,8.833836606640702e-07,1.0571724817608777e-05,0.0022291120434747074,3.5799187909998977e-05,6.789308877859802e-08,2.9246376461825e-06,0.00012908648506209373
0.0004023307866110956,0.7254151715310803,3.212264015102037e-05,1.9342058752180122e-05,7.832407824706759e-05,0.031063754152966222,0.0,0.0,0.0007376097854031995,6.058426562658874e-05,0.26286857693587423,0.006703421789127993,4.7015886017734136e-06,5.6332519823188095e-15,4.835144982640607e-11,8.713091968795606e-08,3.974229822248086e-06,0.005073027966821331,1.3883424061042513e-07,1.1234128358797538e-09,8.735675521844417e-05,6.887906567833584e-11,6.27808323843885e-08,4.051520942471896e-06,1.0045423782984266e-09,0.00043813623570604197,8.706317580447697e-10,5.187989097340782e-06,7.0767065464529935e-09,4.4081256496520345e-11,2.0311654339198915e-08,4.75876745048868e-12,5.206691507547626e-10,2.4467614296320114e-08,3.76,0.0,0.533817955918293,0.7037122263018495,0.2821453275928274,0.0002316025452345308,0.008279487600050922,0.28448729935228884,1.5042642523202907e-14,1.0292646834083339e-14,2.6671201299251883e-09,4.628715163430675e-06,0.026126847864142475,5.860033219956042e-06,2.8010150938900144e-13,1.6924238306307255e-14,3.293298155114869e-07,2.2610144922954795e-07,7.888634799200495e-08,0.010934468164525337,0.00031986344316370905,8.468454724259696e-08,2.4036498549294036e-05,7.618411039503497e-08,1.4325273437642889e-06,2.9984930104594902e-12,8.068898797869126e-11,4.976619375757128e-07,5.6089166929286376e-06,3.7735321463334295e-09,3.911421260715849e-12,7.280825011248781e-14,6.900813365610024e-08,8.865358383772624e-07,1.0615792180339268e-05,0.0022375328401418653,3.598223316027586e-05,6.812980836407418e-08,2.9434252492106656e-06,0.0001302412601682534
0.00040372804286432603,0.7255552336620841,3.217023188926569e-05,1.934322115024787e-05,7.830199909762791e-05,0.031176136183649214,0.0,0.0,0.0007373180535428175,6.049708070079113e-05,0.2639235803112395,0.0067316477451055306,4.704170316768912e-06,5.661322240558031e-15,4.8452560665735225e-11,8.70891323265382e-08,3.994763770803603e-06,0.005075700335382166,1.4008081130538928e-07,1.1333252230449681e-09,8.805999001770949e-05,6.954962692094511e-11,6.265515462863537e-08,4.074963842177191e-06,1.0087480832865352e-09,0.00044151578729698993,8.787944012074902e-10,5.231111983551269e-06,7.160859106358857e-09,4.451727533071133e-11,2.0364891719318698e-08,4.792326310862388e-12,5.249827267041576e-10,2.4761291506047717e-08,3.76,0.0,0.5327136705330946,0.7027097694124518,0.2830974858493596,0.00023296425688993795,0.008270653568227707,0.28560912765719254,1.5011133059580176e-14,1.0271082556303971e-14,2.661592847468307e-09,4.629058086675075e-06,0.026062685648492068,5.84431311054466e-06,2.79668801545351e-13,1.6898114175028653e-14,3.289485233627346e-07,2.2574526789685818e-07,7.867504240099109e-08,0.010970448382851446,0.00031940778931577877,8.506616115570872e-08,2.3960614444906126e-05,7.653162616738474e-08,1.4368117679403598e-06,2.9841925044595398e-12,8.130956669525788e-11,4.999226206381123e-07,5.627531907004164e-06,3.755535170402852e-09,3.9202884513007936e-12,7.308017531315396e-14,6.877422395096018e-08,8.89677933047605e-07,1.065978909786925e-05,0.002245918805526331,3.6165090982923625e-05,6.836535264891112e-08,2.9622164185050945e-06,0.00013139968173259554
0.00040512529911755646,0.7256949689503804,3.221782808645339e-05,1.9344415206964367e-05,7.827992471828257e-05,0.03128833327046682,0.0,0.0,0.0007370157225466265,6.04087256701538e-05,0.26497608765314695,0.006759880350684784,4.706674912245877e-06,5.689505750322492e-15,4.855385625898702e-11,8.704735581972688e-08,4.015362532619092e-06,0.005078289287622156,1.4133164375871752e-07,1.143271369257151e-09,8.876470639075004e-05,7.022312153125393e-11,6.252976975227693e-08,4.098400856139642e-06,1.0129488155192925e-09,0.0004448999956858999,8.869904042420023e-10,5.274340685035347e-06,7.245809268850231e-09,4.495546283635859e-11,2.0417744411380314e-08,4.825914094094286e-12,5.293068498522445e-10,2.5056774227467784e-08,3.76,0.0,0.5316120785692976,0.7017096655187098,0.28404735155562566,0.000234329285972151,0.008261833901070813,0.28672828750947227,1.497971482591091e-14,1.0249580746559955e-14,2.6560805864355622e-09,4.629397184970286e-06,0.025998689030122354,5.828649180905156e-06,2.7923703512239346e-13,1.6872046810660918e-14,3.285679125885037e-07,2.2538928895404722e-07,7.846449091418836e-08,0.01100628603538925,0.0003189532049873598,8.544737797888514e-08,2.3885002197148624e-05,7.687877261618792e-08,1.4410495414118906e-06,2.9699695771088225e-12,8.19309816011379e-11,5.021809640165403e-07,5.646074348757961e-06,3.7376358240594926e-09,3.929184070426994e-12,7.335193190711493e-14,6.854124703831068e-08,8.928100021191695e-07,1.0703716080532992e-05,0.002254270081242274,3.634776242480786e-05,6.859972879311378e-08,2.9810111237205296e-06,0.00013256173231532373
0.0004065225553707869,0.7258343781784024,3.226542912975704e-05,1.9345640997604708e-05,7.825785622977716e-05,0.03140034566320981,0.0,0.0,0.0007367029824451685,6.03192277630399e-05,0.26602610468794496,0.006788119546543702,4.709103389062483e-06,5.717802888048292e-15,4.865533688082092e-11,8.7005590020549e-08,4.036026277573327e-06,0.005080795842072564,1.425867224454257e-07,1.1532511813073887e-09,8.947089113923288e-05,7.089954267842558e-11,6.240467692571954e-08,4.121831561432409e-06,1.017144646604017e-09,0.00044828878198876435,8.952196894597501e-10,5.3176744317544175e-06,7.331562958205552e-09,4.5395819304666623e-11,2.047021685910405e-08,4.859530449110929e-12,5.336414473046725e-10,2.535405992270191e-08,3.76,0.0,0.5305131714554464,0.7007119073098161,0.28499493145833477,0.00023569762980570367,0.00825302864260445,0.2878447857762726,1.494838751560461e-14,1.0228141194793325e-14,2.650583310179252e-09,4.6297325468311655e-06,0.02593485892349861,5.813041235656017e-06,2.7880621240996907e-13,1.6846036350946413e-14,3.2818798858301504e-07,2.250335293205958e-07,7.825469091736405e-08,0.011041981615923926,0.00031849968685550886,8.582819844611275e-08,2.3809662336095236e-05,7.72255504593049e-08,1.4452409543049603e-06,2.955823957974547e-12,8.255321822187502e-11,5.044369666952707e-07,5.664544359869204e-06,3.719833766898905e-09,3.938108161610747e-12,7.362352081413114e-14,6.830920001778543e-08,8.959320906172612e-07,1.0747573638053832e-05,0.0022625868087928886,3.65302485365479e-05,6.883294397870088e-08,2.9998093386906832e-06,0.0001337273945862399
