Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38)
6.856696e-10,0.5729208538018516,6.332776621237698e-15,1.4796585190985339e-15,2.4419899498472147e-15,1.7001729671955804e-15,0.0,0.0,5.451226645264622e-12,3.1464737285534846e-18,2.924946129220699e-15,3.4030356256357266e-15,1.9913693183883255e-23,1.6866449225767672e-36,1.1663209623401329e-20,3.396239541897576e-12,2.31413172940284e-16,1.479580805589981e-15,7.340813399065688e-31,1.04816215023671e-44,7.411048017174873e-27,4.050368431937066e-26,8.162979910288219e-11,3.8630545114718115e-29,8.204435330431075e-24,1.5986935777567307e-31,1.6933418018003663e-38,9.466971637668545e-29,3.6732474630240404e-35,2.252018864003387e-36,2.9094404421890177e-28,2.53527851574335e-38,6.498835456671336e-42,1.2446636932953704e-41,3.76,0.0,0.636879238192921,0.9999999999945413,4.84110756716385e-16,1.070037375763828e-30,5.4519517102191995e-12,8.503407763220458e-11
8.036344e-10,0.572920853803405,9.93083334712872e-15,2.368452253290462e-15,3.908567754954304e-15,2.7220884971111305e-15,0.0,0.0,6.3890724147119106e-12,4.3221261729889704e-18,4.682257447267443e-15,5.447583714851063e-15,3.3148397665471627e-23,4.1102642257415245e-36,1.5929929144724384e-20,4.641604834114963e-12,3.7044656954818037e-16,2.3685148448359073e-15,1.581436163330953e-30,2.5998045727636045e-44,1.603649670559753e-26,8.758712550687763e-26,9.500913977982269e-11,8.329448932176932e-29,1.5250439632219927e-23,4.014646787400789e-31,4.2496922974787487e-38,2.095785463818161e-28,1.0721399906011152e-34,6.573043933251642e-36,5.412939217948012e-28,7.38997765544083e-38,1.8660234286418756e-41,3.757416651862824e-41,3.76,0.0,0.6368792381773535,0.9999999999935988,7.758029446511718e-16,2.3191020203471287e-30,6.390026991247141e-12,9.966361343249266e-11
9.215992e-10,0.5729208538049583,1.4707688168165888e-14,3.555355538691619e-15,5.866756056028521e-15,4.08718504973602e-15,0.0,0.0,7.326918044348403e-12,5.684019381963605e-18,7.02911270938407e-15,8.178038126704617e-15,5.172010549113791e-23,9.009065639731737e-36,2.0829841959533242e-20,6.073179546717713e-12,5.561230375449663e-16,3.555669073507223e-15,3.0892840382371457e-30,5.80566854174566e-44,3.141440156264781e-26,1.7145638974707476e-25,1.0820065072203254e-10,1.628633029457609e-28,2.6154697805453345e-23,8.989724237415364e-31,9.510324195438763e-38,4.2072748943643135e-28,2.7455224256231657e-34,1.6831861738916404e-35,9.29158634753669e-28,1.8894707685325135e-37,4.739893447798432e-41,9.957326869887574e-41,3.76,0.0,0.6368792381617857,0.9999999999926545,1.1659437926908632e-15,4.5586053065029406e-30,7.32815191480577e-12,1.1429314923260549e-10
9.999999999999999e-10,0.5729208538065118,1.8612659603652697e-14,4.528872190233643e-15,7.472684259452349e-15,5.207148678913189e-15,0.0,0.0,7.95022127768577e-12,6.6921705337513656e-18,8.954118932172438e-15,1.0417691256692505e-14,6.757339923680714e-23,1.449468655327218e-35,2.4431253802771225e-20,7.126226014905545e-12,7.084240577953156e-16,4.529431429653932e-15,4.619110858575137e-30,9.481872515355854e-44,4.7039465231508584e-26,2.5660561565392937e-25,1.1686527588871796e-10,2.4367395479846153e-28,3.613160344012357e-23,1.4626883076188796e-30,1.5467699890647129e-37,6.407734484590258e-28,4.859604020674461e-34,2.979213049350511e-35,1.284357167364348e-27,3.340108325551986e-37,8.383688389961052e-41,1.80600153818387e-40,3.76,0.0,0.6368792381514392,0.999999999992026,1.486365335917605e-15,6.845625161304134e-30,7.951671813136368e-12,1.2401611159383538e-10
1.039564e-09,0.5729208538065118,2.0821885671688948e-14,5.080504762248384e-15,8.382592553325257e-15,5.841864406893607e-15,0.0,0.0,8.264763582054571e-12,7.232153005124583e-18,1.004492865170399e-14,1.1686796454133714e-14,7.67718685158838e-23,1.8191168874640656e-35,2.635202156516988e-20,7.688125794273876e-12,7.947258361566249e-16,5.081216374102284e-15,5.5955161684858314e-30,1.1994726301232892e-43,5.702097820481978e-26,3.1097380548458255e-25,1.2120695154455052e-10,2.952825385672093e-28,4.214349466987284e-23,1.8447454255749686e-30,1.950405303341414e-37,7.834148337859037e-28,6.3750682271933405e-34,3.9082490317513575e-35,1.4985074913004425e-27,4.378877163370961e-37,1.1003852243514549e-40,2.397054465335659e-40,3.76,0.0,0.6368792381462179,0.9999999999917086,1.668074932118377e-15,8.310958360619363e-30,8.266333652500716e-12,1.2892268503261216e-10
1.2120832685807069e-09,0.572920853808784,3.2501746645359996e-14,8.003593065038648e-15,1.320345784876614e-14,9.20618259300179e-15,0.0,0.0,9.636328824852975e-12,9.831592419056359e-18,1.5825347116040122e-14,1.8412038248778762e-14,1.2760210521639799e-22,4.474926207820404e-35,3.5525725917170276e-20,1.0374197763242878e-11,1.2520563262484753e-15,8.005234994537253e-15,1.193110674132779e-29,3.057477052846842e-43,1.2188033479844393e-25,6.639137394522197e-25,1.399001614199378e-10,6.3055501092469345e-28,7.74763440320418e-23,4.6162508073597874e-30,4.876399244688853e-37,1.7378375404752578e-27,1.8712104057450146e-33,1.147108747252293e-34,2.758351178202282e-27,1.281391594946825e-36,3.2411585919676775e-40,7.409591698733542e-40,3.76,0.0,0.6368792381234506,0.9999999999903216,2.632365983308422e-15,1.7894519531287414e-29,9.638508039703752e-12,1.503178538955986e-10
1.3846025371614138e-09,0.5729208538110564,4.786862263134217e-14,1.1859474996284832e-14,1.956121552582722e-14,1.3646119304945819e-14,0.0,0.0,1.1007894168611506e-11,1.282936115797883e-17,2.3450852260282928e-14,2.7283950587010386e-14,1.989884382760387e-22,9.759878933492647e-35,4.597328455199911e-20,1.3437634489318142e-11,1.8553651866644473e-15,1.1862588873035613e-14,2.29529882908928e-29,6.914001813988971e-43,2.349371081456467e-25,1.2782408169249268e-24,1.5821093546625552e-10,1.2148566218508748e-27,1.313025769976068e-22,1.0193084168610558e-29,1.0758246476491753e-36,3.472778775530772e-27,4.738941781404865e-33,2.9050091428200336e-34,4.680436586945102e-27,3.235128441035285e-36,8.241182567063802e-40,1.9698158043119042e-39,3.76,0.0,0.6368792381006831,0.9999999999889297,3.9073116638357924e-15,3.476461548378588e-29,1.1010842240876641e-11,1.7171302275878722e-10
1.5571218057421208e-09,0.5729208538133291,6.740367050277547e-14,1.6770049247834236e-14,2.765607955027525e-14,1.9303064224402034e-14,0.0,0.0,1.237945982283844e-11,1.6225458192408037e-17,3.3162738443797854e-14,3.8583267972112855e-14,2.9538631552689727e-22,1.936756602508044e-34,5.766143659821963e-20,1.6869779625686315e-11,2.6237431088772976e-15,1.6775336559719285e-14,4.07748664590197e-29,1.4224879327201063e-42,4.180592716620374e-25,2.2718970566721774e-24,1.7614726685253847e-10,2.161283321699682e-27,2.0898390723266259e-22,2.041823821293826e-29,2.1532106416363988e-36,6.397302266483383e-27,1.0688128159886819e-32,6.551684156651191e-34,7.45829943763561e-27,7.275300499442471e-36,1.8623848219202972e-39,4.646483490835909e-39,3.76,0.0,0.6368792380779156,0.9999999999875323,5.534703962661235e-15,6.23651110367397e-29,1.2383359232705848e-11,1.9310819162248046e-10
1.7296410743228277e-09,0.5729208538156022,9.157256842288228e-14,2.285334287437913e-14,3.768171423193939e-14,2.6314168419252868e-14,0.0,0.0,1.3751026025332683e-11,2.0019882582694365e-17,4.519468909414224e-14,5.2581869950271533e-14,4.216460377560361e-22,3.5704583066765395e-34,7.055793744402503e-20,2.066223141069741e-11,3.575678660820368e-15,2.2861686633032126e-14,6.806723461687194e-29,2.7240551739918735e-42,6.989420195590319e-25,3.793893560885906e-24,1.9371691508068083e-10,3.6131418110691746e-27,3.1660414223599683e-22,3.792894620012803e-29,3.996449971444691e-36,1.105870360977032e-26,2.2058549496659073e-32,1.3521159557133928e-33,1.1312054594126714e-26,1.4973109052952245e-35,3.846984332415931e-39,1.0003444010170956e-38,3.76,0.0,0.6368792380551476,0.9999999999861284,7.555369749341518e-15,1.0513620690191704e-28,1.3756081913989902e-11,2.1450336048702175e-10
1.902160342903535e-09,0.5729208538178757,1.2083262545864065e-13,3.022530171954069e-14,4.982821626501099e-14,3.481436679717269e-14,0.0,0.0,1.5122593037735268e-11,2.4212633449570863e-17,5.977630947506735e-14,6.954689131804307e-14,5.829625018056974e-22,6.2024725079414246e-34,8.463108112123138e-20,2.4806719875772135e-11,4.729337783919422e-15,3.0237784744945625e-14,1.0806194577765355e-28,4.929525277814809e-42,1.1111919746797075e-24,6.0246174588266956e-24,2.1092751906800555e-10,5.744392118748115e-27,4.608550500398502e-22,6.631396777660526e-29,6.981443820033818e-36,1.815852382076662e-26,4.240915906769391e-32,2.599457578519951e-33,1.6484385790580394e-26,2.870890213424514e-35,7.39612515852465e-39,2.0025445249578706e-38,3.76,0.0,0.6368792380323794,0.999999999984718,1.0009706408389618e-14,1.6856879924832284e-28,1.5129033302567208e-11,2.358985293527889e-10
2.074679611484242e-09,0.5729208538201495,1.5562717457922513e-13,3.899837603089922e-14,6.427976830815755e-14,4.493476863118924e-14,0.0,0.0,1.6494161147402335e-11,2.880371000939609e-17,7.713033349641746e-14,8.973747237858737e-14,7.848894813382138e-22,1.026176482291526e-33,9.985008219073985e-20,2.929520478209383e-11,6.102342806448549e-15,3.901630068953963e-14,1.646239029701479e-28,8.526833048277541e-42,1.6950782023273373e-24,9.179668721835747e-24,2.2778650688742638e-10,8.76369167200643e-27,6.490837197335581e-22,1.103353106819418e-28,1.1606236098904931e-35,2.858214166283384e-26,7.69660866214277e-32,4.7174653597128335e-33,2.32423118341775e-26,5.196291326355273e-35,1.3417682132122563e-38,3.778047846530887e-38,3.76,0.0,0.6368792380096111,0.9999999999833,1.2937241453645976e-14,2.5937248919059713e-28,1.6502236348928247e-11,2.5729369822019713e-10
2.247198880064949e-09,0.5729208538224239,1.96391386769542e-13,4.928298535691232e-14,8.121707606030429e-14,5.6804315942311505e-14,0.0,0.0,1.786573066427107e-11,3.379311155209074e-17,9.747551492626291e-14,1.1340812272940899e-13,1.033306350284725e-21,1.6295854860462585e-33,1.1618468458947517e-19,3.411977486330551e-11,7.71200118402789e-15,4.930789091833917e-14,2.4225099615769598e-28,1.4212775255510032e-41,2.497611549351304e-24,1.3510114271520585e-23,2.4430118857849126e-10,1.2914638974865202e-26,8.892121462495693e-22,1.7610933970831017e-28,1.8509540654305916e-35,4.341664039358851e-26,1.3309760556619181e-31,8.15766484162213e-33,3.187435550481339e-26,8.96207715459507e-35,2.318985447543058e-38,6.7827055082809e-38,3.76,0.0,0.6368792379868425,0.9999999999818743,1.637707603147464e-14,3.855344641518719e-28,1.7875714106783542e-11,2.786888670896942e-10
2.4197181486456558e-09,0.5729208538246988,2.4354833574444517e-13,6.118652568079766e-14,1.008157218389872e-13,7.054865282246228e-14,0.0,0.0,1.923730192205395e-11,3.91808374708825e-17,1.21024666464484e-13,1.408064398177835e-13,1.3344262548569033e-21,2.4990583837747722e-33,1.3360543039847728e-19,3.9272716644988694e-11,9.575150358407065e-15,6.122020660831084e-14,3.461319089503238e-28,2.296962468646422e-41,3.573117473335559e-24,1.9305330822130702e-23,2.604786927173493e-10,1.8479096352484826e-26,1.1897672611798449e-21,2.7134580383429973e-28,2.8495231479436553e-35,6.398061597431959e-26,2.209287707694349e-31,1.3540483580290902e-32,4.269167133621974e-26,1.4836645312117311e-34,3.84685230629639e-38,1.167334019576018e-37,3.76,0.0,0.6368792379640735,0.9999999999804399,2.0367574494211778e-14,5.564782603127483e-28,1.9249489599943772e-11,3.000840359617625e-10
2.5922374172263627e-09,0.5729208538269741,2.9751288995394217e-13,7.48143503315076e-14,1.232477953269007e-13,8.629123743755451e-14,0.0,0.0,2.0608875276352303e-11,4.4966887248997026e-17,1.4798659605339191e-13,1.7217536174602616e-13,1.6947771453351628e-21,3.718625322964561e-33,1.52083398114719e-19,4.4746446852881506e-11,1.1708310950411864e-14,7.485887314176901e-14,4.821460201749919e-28,3.61592101663182e-41,4.983355807130475e-24,2.6893454692475375e-23,2.7632602868674083e-10,2.5777469035725714e-26,1.5598324748181818e-21,4.055492358128088e-28,4.255279556185929e-35,9.184404295036714e-26,3.539781169572558e-31,2.169424563937199e-32,5.602633545167315e-26,2.3708465498321393e-34,6.159635111301527e-38,1.9370085227034044e-37,3.76,0.0,0.6368792379413043,0.9999999999789964,2.4946663566483043e-14,7.831333596232969e-28,2.06235859404853e-11,3.2147920483691605e-10
2.7647566858070697e-09,0.57292085382925,3.5868875368707634e-13,9.026902308707796e-14,1.4868065648642596e-13,1.0415248960301122e-13,0.0,0.0,2.1980451105296318e-11,5.1151260484238154e-17,1.785646313646054e-13,2.077514505821869e-13,2.1212039615393e-21,5.3898264821252196e-33,1.7159040565934765e-19,5.053356433150948e-11,1.4127570022548976e-14,9.032674371995064e-14,6.569118351072308e-28,5.564637845655157e-41,6.79796500083715e-24,3.6643505217494804e-23,2.9185003881269447e-10,3.5171546105239124e-26,2.009063549305573e-21,5.902756681817655e-28,6.188343654260481e-35,1.288588207384978e-25,5.499592663855399e-31,3.370426366931015e-32,7.223195765997968e-26,3.6736558488289507e-34,9.564109357102524e-38,3.113280192847456e-37,3.76,0.0,0.6368792379185347,0.999999999977543,3.0151596112660804e-14,1.0780919050307025e-27,2.1998026223761806e-11,3.4287437371570116e-10
2.9372759543877766e-09,0.5729208538315264,4.274712072556108e-13,1.0765100878574638e-13,1.772780837161099e-13,1.242505736889534e-13,0.0,0.0,2.335202980821629e-11,5.773395688040344e-17,2.129579830644941e-13,2.47766478454523e-13,2.620855306804411e-21,7.633407169072674e-33,1.9209882654745997e-19,5.662680245469484e-11,1.6848688934969458e-14,1.0772458896885416e-13,8.777848697030134e-28,8.395097795771856e-41,9.094591897949062e-24,4.896586315577572e-23,3.0705744220719384e-10,4.7064702119286855e-26,2.5476544030346507e-21,8.393512099983828e-28,8.792210520936315e-35,1.7718011863505496e-25,8.315965393123363e-31,5.09627804370385e-32,9.168246080933866e-26,5.5401156590419924e-34,1.445360568463735e-37,4.865063651734233e-37,3.76,0.0,0.6368792378957648,0.9999999999760795,3.601916174207564e-14,1.45568618035302e-27,2.3372833611572793e-11,3.642695425986954e-10
3.1097952229684836e-09,0.5729208538338035,5.042450919430987e-13,1.270581642396894e-13,2.0919943236954676e-13,1.467008154168251e-13,0.0,0.0,2.472361180577433e-11,6.471497626662741e-17,2.5136073865363405e-13,2.924462569315855e-13,3.2011802700871285e-21,1.059142330048462e-32,2.1358172925310179e-19,6.301906468793208e-11,1.9887023741269246e-14,1.2715058797411397e-13,1.1528966626992825e-27,1.244382508257892e-40,1.195921712805741e-23,6.43137331540616e-23,3.219548019711517e-10,6.19042528609551e-26,3.186340008093014e-21,1.169142072950143e-27,1.2236474104992607e-34,2.392972233632943e-25,1.2276263659076632e-30,7.523028552972546e-32,1.1477221970558415e-25,8.156577364163181e-34,2.132516230834679e-37,7.4148862239033174e-37,3.76,0.0,0.6368792378729944,0.9999999999746054,4.2585522597387296e-14,1.932142716101285e-27,2.474803125488988e-11,3.856647114865068e-10
3.4548337601298975e-09,0.5729208538383596,6.832642296587195e-13,1.7232886590558095e-13,2.8363335503713006e-13,1.9910769938953453e-13,0.0,0.0,2.7466787467948726e-11,7.9871983946472e-17,3.409501176115394e-13,3.9667923561684447e-13,4.6350810328648106e-21,1.9339270035633255e-32,2.593660728976609e-19,7.667295468951208e-11,2.6975128119213467e-14,1.72469295649413e-13,1.902262700004538e-27,2.61491978778566e-40,1.977914529777248e-23,1.0611687282118635e-22,3.5084502054358663e-10,1.0243504086320506e-25,4.809481004699194e-21,2.150870279150241e-27,2.2473412250277555e-34,4.16729859106024e-25,2.5158574790946455e-30,1.5416442533066341e-31,1.7354350256958425e-25,1.662516528804333e-33,4.365945251100084e-37,1.61635251153812e-36,3.76,0.0,0.6368792378274524,0.999999999971623,5.795688741502944e-14,3.256767137297513e-27,2.7499690132440942e-11,4.2845504927915926e-10
3.799872297291312e-09,0.5729208538429184,8.986483225080452e-13,2.268199246883985e-13,3.7318233405542724e-13,2.6224808949729234e-13,0.0,0.0,3.020998185835905e-11,9.66222847303936e-17,4.4879898541224126e-13,5.221562605263612e-13,6.488203272272852e-21,3.326470769824735e-32,3.087397799772119e-19,9.14413110988662e-11,3.55078897538836e-14,2.2702455232557846e-13,2.985816072202917e-27,5.2051975092405e-40,3.1117814933343614e-23,1.6655503962051225e-22,3.785705879896211e-10,1.612456258666648e-25,6.974527345016259e-21,3.7264087104551234e-27,3.886992556771126e-34,6.886881614184834e-25,4.805939728162694e-30,2.9447476543763777e-31,2.5208610612603e-25,3.1586800066990774e-33,8.332598059531942e-37,3.271762212931017e-36,3.76,0.0,0.6368792377819086,0.9999999999685919,7.654480543597152e-14,5.223642523542771e-27,3.0253188638586946e-11,4.712453870991051e-10
4.144910834452726e-09,0.5729208538474799,1.153157149961121e-12,2.9123458988059817e-13,4.789859097581529e-13,3.369583694664621e-13,0.0,0.0,3.2953199051626e-11,1.149658820996422e-16,5.763037593138057e-13,6.705019966664699e-13,8.830207692905153e-21,5.445307842592485e-32,3.615087772474883e-19,1.0727251831602575e-10,4.559579321372698e-14,2.915227354790031e-13,4.497293999787859e-27,9.880051936821037e-40,4.6977413040058965e-23,2.5084619901033656e-22,4.0517928197081477e-10,2.4356745196538503e-25,9.785308427339102e-21,6.142709269458899e-27,6.396723992768061e-34,1.0896210484562887e-24,8.658327301743513e-30,5.3048813028668785e-31,3.542362542088445e-25,5.660308608212731e-33,1.499888532186315e-36,6.223064886048523e-36,3.76,0.0,0.6368792377363627,0.9999999999655081,9.86200112613181e-14,8.041732649491617e-27,3.3008712724669706e-11,5.140357249522362e-10
4.48994937161414e-09,0.5729208538520449,1.4494192644816465e-12,3.662433530935734e-13,6.021279717507902e-13,4.240394209510911e-13,0.0,0.0,3.56964434111064e-11,1.3490278200030516e-16,7.247965432205134e-13,8.432662835153675e-13,1.173485280842056e-20,8.551557216111144e-32,4.174879057688928e-19,1.2411708408225156e-10,5.73442350973999e-14,3.6663768984757066e-13,6.543566907802493e-27,1.800993460206623e-39,6.850635583730632e-23,3.6493507651153197e-22,4.3071693356748425e-10,3.5540509595267855e-25,1.335293596111493e-20,9.712893419498446e-27,1.0097732194723875e-33,1.6619200965582855e-24,1.485827031517775e-29,9.102943780630818e-31,4.841074892674002e-25,9.661939621158708e-33,2.571673885345371e-36,1.1243894386602512e-35,3.76,0.0,0.6368792376908146,0.9999999999623682,1.2444556207962282e-13,1.1961990961775517e-26,3.5766448583854366e-11,5.568260628448636e-10
4.8349879087755536e-09,0.5729208538566132,1.7899400031419643e-12,4.524859506911647e-13,7.436401545149431e-13,5.242588109759514e-13,0.0,0.0,3.843971957352429e-11,1.5643299300688089e-16,8.955490638827461e-13,1.0419287146044115e-12,1.5279782665043187e-20,1.2965092363908806e-31,4.765004527693698e-19,1.4192750802849216e-10,7.08538354373807e-14,4.530127185478454e-13,9.244684463269554e-27,3.169765512818411e-39,9.700117645907844e-23,5.154929748121175e-22,4.552275479119215e-10,5.035500472619102e-25,1.7795401388720293e-20,1.482547416421944e-26,1.5387286327505143e-33,2.4568347572225187e-24,2.4474686632780655e-29,1.4993480466846887e-30,6.460755830820797e-25,1.5830491623984413e-32,4.232480433435309e-36,1.945814774281609e-35,3.76,0.0,0.636879237645264,0.999999999959169,1.5427732647971923e-13,1.7281754410635406e-26,3.8526582675333426e-11,5.996164007836929e-10
5.1800264459369675e-09,0.572920853861185,2.1771040605430797e-12,5.505719987297996e-13,9.045029466759172e-13,6.3835144502687e-13,0.0,0.0,4.1183032438449926e-11,1.795565264652243e-16,1.0897739108547157e-12,1.267900080149955e-12,1.9546375132112522e-20,1.906929641500874e-31,5.383780369090117e-19,1.6065824320045824e-10,8.622053579035445e-14,5.512612103028224e-13,1.2733776549648951e-26,5.405791535425365e-39,1.3390636029565927e-22,7.099080945758422e-22,4.787533392553968e-10,6.955848075719163e-25,2.3237299531605492e-20,2.1952047362361875e-26,2.2746118083857622e-33,3.535220908114198e-24,3.891958870803788e-29,2.3841027332416577e-30,8.447677849077604e-25,2.5038662995999943e-32,6.725045273370743e-36,3.2443812572706014e-35,3.76,0.0,0.636879237599711,0.9999999999559067,1.883640797259354e-13,2.4348607968001402e-26,4.128930162563593e-11,6.424067387758112e-10
5.525064983098381e-09,0.5729208538657605,2.613176961806762e-12,6.610813510221143e-13,1.0856463385448844e-12,7.670199078652621e-13,0.0,0.0,4.392638715853667e-11,2.0427339662989455e-16,1.3086252301998697e-12,1.5225231741466035e-12,2.461959887615971e-20,2.731528304883755e-31,6.029605638875801e-19,1.8026567654047718e-10,1.0353565411060181e-13,6.619669903488073e-13,1.715687151600592e-26,8.95647315389689e-39,1.8081341653601614e-22,9.562722380016733e-22,5.013347485797125e-10,9.39882095739946e-25,2.98095721607048e-20,3.1654513412115545e-26,3.2745283753842166e-33,4.968234164794032e-24,6.001166677294616e-29,3.6758987929646944e-30,1.0850526212203803e-24,3.8400055507193604e-32,1.0361775730915494e-35,5.235394597051312e-35,3.76,0.0,0.6368792375541553,0.9999999999525789,2.2694751705802398e-13,3.3564184221364185e-26,4.405479210090394e-11,6.851970768286716e-10
6.026893693318871e-09,0.5729208538724221,3.339101982708252e-12,8.451090698219746e-13,1.3871042621989938e-12,9.815471473578716e-13,0.0,0.0,4.791644516745122e-11,2.4306587553864682e-16,1.673126381579566e-12,1.946602915441437e-12,3.362023623494149e-20,4.422646603839142e-31,7.014072840259277e-19,2.1026232195129262e-10,1.3237436023957654e-13,8.463496437757936e-13,2.5586037516470147e-26,1.782334970983622e-38,2.7049295927252535e-22,1.4255131733991905e-21,5.325711467197929e-10,1.4074877585355806e-24,4.1668638568880747e-20,5.174775776029562e-26,5.340277932917199e-33,7.857385844642376e-24,1.0742846713265922e-28,6.579679135266946e-30,1.5192847118579486e-24,6.819902069998857e-32,1.8529819534415446e-35,9.982840957986431e-35,3.76,0.0,0.636879237487893,0.9999999999476153,2.9157118249407955e-13,5.176401784352752e-26,4.808228927326436e-11,7.474319227522291e-10
