Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296)
0.00143633899079808,0.7645986386278529,0.0325790061078995,0.015525827116494459,0.018711906850143116,0.03719869017876997,0.0,0.0,0.00020483423109262812,1.3277730934485637e-05,0.5723987318687442,0.1654776074137794,2.1916464879343346e-06,5.847267728176409e-09,1.8348124586537506e-08,3.072454350749644e-08,2.218289535728273e-06,2.3214217812073995e-06,3.9778359105490866e-08,2.1576303608642875e-10,1.3701403039057074e-07,5.534219440184114e-10,8.323751023644078e-09,7.775110627047787e-07,2.50737956096226e-09,2.5251226198306985e-06,2.8634436806459967e-09,9.971551151543607e-08,1.0888726707562295e-10,2.020416107500328e-10,4.6861766715280484e-08,7.042524136910392e-12,1.0192165036907815e-09,1.9334095091599165e-09,3.76,0.0,6.676420046048761e-08,0.1934224016522034,0.6749269912440348,1.5874610264120956e-05,4.070702173471455e-07,0.7378960594332624,5.130459846992463e-14,9.865922589885762e-15,1.31940641029699e-09,4.641546286560124e-07,7.955498984868906e-06,7.159714222148011e-11,4.4704827152081444e-13,3.4339289368218943e-15,8.267213763530182e-09,1.556933690121816e-05,4.4642798586248745e-12,5.308859881222404e-06,9.141010269725444e-05,3.589410107541857e-08,1.0166757696678747e-06,3.250212576174562e-08,8.311773678599754e-08,3.253968429336602e-14,4.993380698898175e-13,2.1651635847072263e-07,4.981175130020084e-07,3.9172802436819755e-11
0.0014363938826098416,0.7645903905996807,0.03260726089265487,0.015533670170532435,0.01872021897643366,0.037203254618089016,0.0,0.0,0.00020476237894922352,1.32820618899767e-05,0.572205611414108,0.165671327980437,2.1879506229512115e-06,5.790983348912814e-09,1.81480338965982e-08,3.037243509396286e-08,2.193688997922745e-06,2.2940469335862877e-06,3.922182237079057e-08,2.131727406159817e-10,1.3535459592137488e-07,5.470527875232602e-10,8.230071027242179e-09,7.686797767097635e-07,2.4800060401064554e-09,2.489455455768693e-06,2.8281454225214838e-09,9.843928754146958e-08,1.0719508022529675e-10,1.9950498298266247e-10,4.633389572237427e-08,6.957600483431058e-12,1.0058075182301689e-09,1.908566247348287e-09,3.76,0.0,6.588767210173664e-08,0.19332851707570017,0.6749047045311015,1.5714635751997886e-05,4.0123040420982545e-07,0.7378962608650471,5.06954549540788e-14,9.748733126561903e-15,1.3187467767692943e-09,4.5889107945289893e-07,7.85421772875774e-06,7.053670664582442e-11,4.4179404903098214e-13,3.3934077428413753e-15,8.168590613559957e-09,1.5577847615126314e-05,4.406146231105944e-12,5.234101853567112e-06,9.136577972770846e-05,3.541916097940001e-08,1.0060366205306268e-06,3.207220866211786e-08,8.264740717466744e-08,3.218373677875442e-14,4.922859737060296e-13,2.1370023268672784e-07,4.911248269798932e-07,3.874399147740826e-11
0.0014364487744216031,0.764582137826123,0.032635459495455515,0.01554147098853034,0.018728491661930864,0.0372079052140058,0.0,0.0,0.00020469060160619048,1.3286357656242985e-05,0.5720124764408525,0.16586505598521922,2.184296651251718e-06,5.735178866032924e-09,1.794997644102198e-08,3.002417393272588e-08,2.1693503718618984e-06,2.266987432952892e-06,3.8672738922669344e-08,2.106114965178174e-10,1.337140773994871e-07,5.407496790293757e-10,8.137388300643047e-09,7.59944695982069e-07,2.4529131907539684e-09,2.454270015332589e-06,2.7932509682252125e-09,9.717839732246917e-08,1.0553078211535729e-10,1.969981412076409e-10,4.581168683688818e-08,6.873626320808479e-12,9.92564422055332e-10,1.884021982602162e-09,3.76,0.0,6.502329437137086e-08,0.19323469384829414,0.6748823739075148,1.5556152120987747e-05,3.9547238972291463e-07,0.7378964596805035,5.009327238653038e-14,9.632883334499851e-15,1.3181204532066555e-09,4.536842955448087e-07,7.754160319526772e-06,6.949163491121894e-11,4.365987599230611e-13,3.3533409549584026e-15,8.07111415511129e-09,1.5586319072326414e-05,4.348739151644176e-12,5.160358264627084e-06,9.132148553705613e-05,3.495016179799947e-08,9.955208869076998e-07,3.1647666885918906e-08,8.217949456029057e-08,3.183206009837175e-14,4.853291082713867e-13,2.1091860945778096e-07,4.842259061554172e-07,3.832034064701803e-11
0.0014365036662333647,0.7645738803307157,0.032663602020533325,0.01554922970930753,0.018736725063728723,0.03721264138340774,0.0,0.0,0.00020461889834970127,1.3290618394872395e-05,0.5718193275101731,0.1660587909460205,2.180684128051043e-06,5.679851251852737e-09,1.775393437183064e-08,2.9679721738168632e-08,2.1452710626960877e-06,2.240239835229509e-06,3.813101578560371e-08,2.0807901042896783e-10,1.3209227792262308e-07,5.3451205412191e-10,8.045693320533812e-09,7.513048499261367e-07,2.4260984620461784e-09,2.4195602434623813e-06,2.758756237418886e-09,9.593267411468413e-08,1.0389388117179758e-10,1.9452077038253123e-10,4.529508484807404e-08,6.7905921633772005e-12,9.794853590139663e-10,1.8597734701016121e-09,3.76,0.0,6.417088163974935e-08,0.19314093178410957,0.6748599998806756,1.539914722143993e-05,3.89795065471183e-07,0.7378966559110872,4.9497977840701236e-14,9.518358632684106e-15,1.317526899083983e-09,4.4853371056188276e-07,7.65531306360251e-06,6.846171100650627e-11,4.314617870149771e-13,3.313728984898979e-15,7.974771823310524e-09,1.5594751407085652e-05,4.292050008741538e-12,5.087616083691289e-06,9.127722003843913e-05,3.448703550261495e-08,9.851272706860305e-07,3.122843892095513e-08,8.17139897462474e-08,3.1484628111197456e-14,4.784662811448608e-13,2.0817110513694588e-07,4.774195792331124e-07,3.790179267246858e-11
0.0014365585580451263,0.7645656181368806,0.03269168857227158,0.015556946471594682,0.018744919338545322,0.037217462545253904,0.0,0.0,0.0002045472684712376,1.3294844267176694e-05,0.5716261651801903,0.1662525323830025,2.177112612563843e-06,5.624997478688074e-09,1.755988994619507e-08,2.9339040535697923e-08,2.1214484980829115e-06,2.2138007307578927e-06,3.759656101826554e-08,2.0557499147632654e-10,1.3048900236666225e-07,5.283393512118752e-10,7.954976635697489e-09,7.427592763854722e-07,2.3995593206613415e-09,2.385320152969873e-06,2.7246571820950382e-09,9.470195270149943e-08,1.0228389509598348e-10,1.9207255825578123e-10,4.478403498274363e-08,6.708488970637262e-12,9.66568490280169e-10,1.8358174944847865e-09,3.76,0.0,6.333025156318071e-08,0.1930472306978506,0.6748375829555424,1.5243608978675985e-05,3.841973375571692e-07,0.737896849587909,4.8909498588897444e-14,9.40514549851944e-15,1.3169659465520023e-09,4.434387631608887e-07,7.5576624041027e-06,6.74467218723089e-11,4.2638252192008325e-13,3.2745622398461986e-15,7.879551180357214e-09,1.5603144753738645e-05,4.2360703581228275e-12,5.015862435023377e-06,9.123298314469395e-05,3.40297147389257e-08,9.748544851242417e-07,3.081446386543454e-08,8.12508835281051e-08,3.11413732097816e-14,4.716963046622195e-13,2.054573396606935e-07,4.7070468801735005e-07,3.748829083838111e-11
0.0014366134498568878,0.7645573512678653,0.032719719255186575,0.015564621414033824,0.018753074642747634,0.037222368120424246,0.0,0.0,0.00020447571126714628,1.3299035434205375e-05,0.5714329900062016,0.16644627981841306,2.1735816676823743e-06,5.570614519718497e-09,1.7367825520038208e-08,2.900209263951648e-08,2.097880126320263e-06,2.1876667413517167e-06,3.706928362433858e-08,2.0309915106719709e-10,1.2890405723655536e-07,5.222310113673713e-10,7.865228861062195e-09,7.343070209434121e-07,2.373293249534812e-09,2.3515438187095262e-06,2.6909497840454657e-09,9.348606926687707e-08,1.0070034996571892e-10,1.8965319514526558e-10,4.42784828714223e-08,6.627307494150618e-12,9.538119929665232e-10,1.812150867404653e-09,3.76,0.0,6.250122476414019e-08,0.19295359040476265,0.6748151236348183,1.5089525387086022e-05,3.7867812529854357e-07,0.7378970407417655,4.832776284114119e-14,9.293229822284987e-15,1.3164371174192009e-09,4.383988966025132e-07,7.461194909206667e-06,6.644645712440319e-11,4.213603591347797e-13,3.235839360695905e-15,7.785439904166176e-09,1.5611499246674807e-05,4.180791784098607e-12,4.945084584310147e-06,9.118877476940764e-05,3.3578132776102554e-08,9.6470125391989e-07,3.0405681380372674e-08,8.079016669490021e-08,3.0802264433376555e-14,4.650180107021157e-13,2.027769362581342e-07,4.6408008628114385e-07,3.707977891749284e-11
0.0014366683416686494,0.7645490797470879,0.03274769417394049,0.015572254675158893,0.01876119113229464,0.037227357532016336,0.0,0.0,0.00020440422603938555,1.3303192056699743e-05,0.5712398025402703,0.16664003277689166,2.1700908604562116e-06,5.516699348003189e-09,1.717772355697866e-08,2.8668840686032457e-08,2.0745634192997565e-06,2.161834524797957e-06,3.654909368814077e-08,2.0065120318629793e-10,1.2733725090028435e-07,5.161864786122847e-10,7.77644068158681e-09,7.259471380427984e-07,2.3472977493260166e-09,2.318225386363919e-06,2.6576300589686103e-09,9.228486159655544e-08,9.914278135278779e-11,1.8726237425846473e-10,4.3778374600608514e-08,6.547038680141274e-12,9.412140622459068e-10,1.7887704314353197e-09,3.76,0.0,6.168362521841297e-08,0.19286001072072065,0.6747926224186132,1.493688452038092e-05,3.7323636306097707e-07,0.7378972294030952,4.7752699320570705e-14,9.182597989313488e-15,1.31594013477223e-09,4.334135594054097e-07,7.365897289940798e-06,6.546070946419545e-11,4.163947006813821e-13,3.197554169254456e-15,7.692425806728582e-09,1.5619815020359748e-05,4.126205998415504e-12,4.875269958559284e-06,9.114459482614593e-05,3.31322235418972e-08,9.546663126988137e-07,3.000203172003104e-08,8.033183002875084e-08,3.046724769306345e-14,4.584302405770402e-13,2.0012952190013243e-07,4.575446414778992e-07,3.667620127037433e-11
0.001436723233480411,0.7645408035975807,0.03277561343332803,0.015579846393392232,0.018769268962748196,0.037232430205273975,0.0,0.0,0.0002043328120952486,1.3307314295096e-05,0.5710466033313581,0.16683379078537458,2.1666397619724716e-06,5.463248938475289e-09,1.698956663141755e-08,2.8339247629599973e-08,2.0514958715022653e-06,2.136300773187696e-06,3.6035902323170076e-08,1.9823086435507188e-10,1.2578839350693663e-07,5.102051999746209e-10,7.688602860966446e-09,7.176786906055286e-07,2.321570339421212e-09,2.2853590691798067e-06,2.6246940554115665e-09,9.109816900940857e-08,9.761073376026841e-11,1.8489979163941011e-10,4.328365670293424e-08,6.467673537006539e-12,9.287729107867726e-10,1.7656730587407368e-09,3.76,0.0,6.087728005968412e-08,0.19276649146221272,0.6747700798045376,1.4785674528542407e-05,3.6787099949727605e-07,0.7378974156019938,4.7184237431182796e-14,9.073236444968613e-15,1.3154746600218608e-09,4.2848220511762555e-07,7.2717563937326235e-06,6.448927446685007e-11,4.1148495398159294e-13,3.159701884782392e-15,7.600496825427796e-09,1.5628092209277018e-05,4.072304803534168e-12,4.806406138242558e-06,9.11004432288718e-05,3.269192168490027e-08,9.447484085321995e-07,2.9603455792987242e-08,7.987586430588077e-08,3.0136277634915154e-14,4.5193185041352137e-13,1.9751472716491088e-07,4.510972340907747e-07,3.6277502793020285e-11
0.0014367781252921726,0.7645325228424571,0.0328034771382626,0.015587396707041857,0.01877730828928579,0.037237585567505886,0.0,0.0,0.00020426146874708934,1.3311402309530137e-05,0.5708533929254729,0.16702755337299052,2.1632279471733522e-06,5.410260269592427e-09,1.6803337428020846e-08,2.8013276733595475e-08,2.028674998889127e-06,2.111062211124061e-06,3.552962161760084e-08,1.9583785347976125e-10,1.2425729689733862e-07,5.042866254453283e-10,7.601706233636213e-09,7.095007496158188e-07,2.2961085567705753e-09,2.2529391444202556e-06,2.5921378533789785e-09,8.992583228278381e-08,9.610376003759405e-11,1.8256514602919428e-10,4.279427613880338e-08,6.389203105476642e-12,9.164867679594422e-10,1.7428556496187642e-09,3.76,0.0,6.00820193737614e-08,0.19267303244632125,0.6747474962878107,1.4635883634426161e-05,3.625809967337668e-07,0.7378975993682341,4.662230723569628e-14,8.965131674820012e-15,1.3150403379292783e-09,4.236042920646228e-07,7.17875919738258e-06,6.353195041511781e-11,4.0663053174169133e-13,3.1222784636660695e-15,7.50964101589045e-09,1.5636330947929215e-05,4.019080083391819e-12,4.738480849047186e-06,9.105631989185619e-05,3.225716250989771e-08,9.349462993922889e-07,2.9209895099145747e-08,7.9422260297636e-08,2.9809311148021455e-14,4.4552170947290204e-13,1.9493218607453022e-07,4.447367569385298e-07,3.588362889461663e-11
0.0014368330171039341,0.7645242375046991,0.032831285393768554,0.0155949057542958,0.01878530926669929,0.037242823048078785,0.0,0.0,0.00020419019531227268,1.3315456259833289e-05,0.5706601718657042,0.16722132007103613,2.159854994776442e-06,5.357730323519944e-09,1.6619018738822424e-08,2.7690891560344334e-08,2.0060983386045607e-06,2.08611559521134e-06,3.503016461881565e-08,1.9347189179223626e-10,1.2274377457982537e-07,4.984302079332397e-10,7.515741699319422e-09,7.014123940120362e-07,2.2709099548244676e-09,2.22095995230465e-06,2.5599575638916244e-09,8.876769363269347e-08,9.462142115567154e-11,1.8025813879466143e-10,4.231018028752449e-08,6.3116185086578225e-12,9.043538795318559e-10,1.7203151321227888e-09,3.76,0.0,5.929767611616518e-08,0.19257963349072518,0.6747248723612772,1.4487500133083287e-05,3.5736533009904915e-07,0.7378977807312694,4.6066839393360764e-14,8.858270342666639e-15,1.3146368451890524e-09,4.1877928327803024e-07,7.086892805033764e-06,6.258853827048126e-11,4.018308523002278e-13,3.0852791564371303e-15,7.419846551243543e-09,1.5644531370856056e-05,3.966523812504303e-12,4.671481959330711e-06,9.101222472960572e-05,3.182788192798436e-08,9.252587540055168e-07,2.882129168453623e-08,7.897100877116863e-08,2.94863022307987e-14,4.3919869878559243e-13,1.923815360433642e-07,4.3846211497520763e-07,3.549452550162902e-11
0.001436942800727457,0.7645076531728234,0.032886735977105126,0.01560980060171034,0.01880119679132652,0.037253542092261276,0.0,0.0,0.00020404785547759597,1.3323462605767953e-05,0.570273699942106,0.1676088639345997,2.1532240109546528e-06,5.254034542122216e-09,1.625604459031212e-08,2.7056734108290234e-08,1.961667910470479e-06,2.037085389347245e-06,3.405137875845585e-08,1.8882001271704948e-10,1.1976871526488697e-07,4.869016701614567e-10,7.346572851521419e-09,6.855007948881807e-07,2.221292591372052e-09,2.1583014433812334e-06,2.496709322906906e-09,8.649338668537894e-08,9.172893204886291e-11,1.757258581187742e-10,4.135763434059035e-08,6.159071647051561e-12,8.805409312202888e-10,1.6760526243857032e-09,3.76,0.0,5.776108789861899e-08,0.19239301503421985,0.6746795052380744,1.4194908855724348e-05,3.4715297258147585e-07,0.7378981363639424,4.497501654234213e-14,8.648225216387666e-15,1.313921026520567e-09,4.092858543388438e-07,6.90650148990327e-06,6.074266697973896e-11,3.923934221833081e-13,3.012534961074139e-15,7.2433949453369604e-09,1.5660817807785578e-05,3.863384949365031e-12,4.540215567278958e-06,9.092411858895139e-05,3.0985503316328644e-08,9.062224836611883e-07,2.805872770790101e-08,7.807552621547783e-08,2.885198068598657e-14,4.2680965580746855e-13,1.873744758647834e-07,4.261660174888068e-07,3.473041653646148e-11
0.00143705258435098,0.7644910507842615,0.03294196602554265,0.015624532038472692,0.01881693276697351,0.037264582814936074,0.0,0.0,0.00020390578723165768,1.3331334605104825e-05,0.569887191846361,0.16799641867032644,2.146743515741359e-06,5.152137509828934e-09,1.5900508617965734e-08,2.6436489712539226e-08,1.918185310406285e-06,1.9891848503279867e-06,3.309886835195849e-08,1.8427304414329754e-10,1.1686175715926666e-07,4.75615268478324e-10,7.181024891641551e-09,6.699366849406278e-07,2.1726990170529626e-09,2.097339525178073e-06,2.4349188448623814e-09,8.427401484286676e-08,8.8929914056037e-11,1.7130061334057684e-10,4.0425606299427524e-08,6.0099632587475976e-12,8.573203605666529e-10,1.632861518884412e-09,3.76,0.0,5.6266235409003386e-08,0.1922066346464896,0.6746339823293767,1.3907808521373817e-05,3.372259924566449e-07,0.737898482729272,4.390822660784309e-14,8.442996680018688e-15,1.3133245976671548e-09,3.9999771706932595e-07,6.730481836053812e-06,5.895012160972778e-11,3.8316811849869416e-13,2.941433869836313e-15,7.071049761518105e-09,1.567695259663238e-05,3.762825738397824e-12,4.412512758400667e-06,9.083612412891588e-05,3.016428569695283e-08,8.876299637658824e-07,2.7315311584121845e-08,7.718934271305739e-08,2.8232963251035315e-14,4.1475602073948667e-13,1.8249071396746698e-07,4.1420042449792815e-07,3.3984753639344955e-11
0.001437162367974503,0.7644744305200387,0.03299697638269223,0.01563910116508378,0.018832518417444443,0.037275940727365536,0.0,0.0,0.00020376398529573902,1.333907352466575e-05,0.5695006518173218,0.16838398060753926,2.1404102743723604e-06,5.052015194353881e-09,1.5552276952640087e-08,2.582987758514465e-08,1.8756316000190978e-06,1.94238918047472e-06,3.21719722003479e-08,1.7982884064007e-10,1.1402146845442497e-07,4.645667322198712e-10,7.0190275029344525e-09,6.547129831529836e-07,2.12511027542926e-09,2.038031176420975e-06,2.3745561403467813e-09,8.210836776594393e-08,8.622113850250695e-11,1.66980110274516e-10,3.95136903172569e-08,5.864224712713082e-12,8.346787235078475e-10,1.590718242968643e-09,3.76,0.0,5.481188221423108e-08,0.19202049089145043,0.6745883074908186,1.3626108127582044e-05,3.2757666147378495e-07,0.7378988200514887,4.286593714188051e-14,8.242482232214332e-15,1.3128450005421697e-09,3.9091074514443563e-07,6.5587352523304944e-06,5.7209404848894434e-11,3.7415048211916604e-13,2.8719411440998924e-15,6.902720620215209e-09,1.569293681383013e-05,3.664785073339841e-12,4.28828157308294e-06,9.074824067627438e-05,2.9363738962988502e-08,8.69471732640216e-07,2.6590600109219354e-08,7.631238430680847e-08,2.7628906668252513e-14,4.0302928965860747e-13,1.777274716853762e-07,4.0255701096679857e-07,3.325712271173055e-11
0.0014372721515980259,0.7644577925598652,0.03305176789335217,0.015653509079507952,0.018847954959883468,0.037287611375218764,0.0,0.0,0.00020362244447112127,1.334668062567729e-05,0.5691140840473179,0.16877154611040773,2.134221111397379e-06,4.953643631102312e-09,1.5211217452707498e-08,2.5236621685118167e-08,1.8339881748472994e-06,1.896674080976805e-06,3.127004401602767e-08,1.7548529387253544e-10,1.1124644356471163e-07,4.537518389562768e-10,6.860511468087615e-09,6.398227342272131e-07,2.078507684352575e-09,1.980334353406907e-06,2.3155917148194477e-09,7.999525780919016e-08,8.35994954875114e-11,1.6276209633966105e-10,3.8621487222119e-08,5.721788444025687e-12,8.126028342908692e-10,1.549599662481664e-09,3.76,0.0,5.339683367207518e-08,0.19183458234333484,0.6745424845392357,1.3349717839876869e-05,3.18197452360628e-07,0.7378991485498901,4.184762542727215e-14,8.046581259425977e-15,1.31247972468816e-09,3.820208860491411e-07,6.391165135247858e-06,5.551905992240434e-11,3.6533613853947273e-13,2.8040226472022284e-15,6.738318970867833e-09,1.5708771535422935e-05,3.5692031903702206e-12,4.167432247957219e-06,9.066046756266207e-05,2.8583382878822664e-08,8.517384986868532e-07,2.5884158994977432e-08,7.544457702847665e-08,2.7039474290387727e-14,3.9162115182012527e-13,1.7308202368669577e-07,3.912276403642268e-07,3.254711770081451e-11
0.0014373819352215488,0.7644411370822158,0.03310634140329568,0.015667756876985142,0.018863243604671148,0.03729959033876052,0.0,0.0,0.00020348115963816923,1.3354157163578184e-05,0.5687274926826391,0.16915911157768423,2.1281729098274408e-06,4.856998939155799e-09,1.4877199711591112e-08,2.465645065876193e-08,1.7932367595687025e-06,1.8520157426778391e-06,3.039245212898587e-08,1.7124033210358517e-10,1.08535302724802e-07,4.4316641499878677e-10,6.705408659350398e-09,6.252591068544776e-07,2.032872833941127e-09,1.924207970603897e-06,2.257996564235164e-09,7.793351969900085e-08,8.106198904932811e-11,1.586443599555405e-10,3.774860445074954e-08,5.582587942004215e-12,7.91079761926442e-10,1.5094830756694263e-09,3.76,0.0,5.2019935202526915e-08,0.19164890758685768,0.6744965172527428,1.3078548985143675e-05,3.0908103347600605e-07,0.7378994684389423,4.0852778375597183e-14,7.855194999075952e-15,1.3122263049154265e-09,3.7332415990087413e-07,6.2276768334044276e-06,5.387766948884657e-11,3.567207963586347e-13,2.7376449201028615e-15,6.577758056733885e-09,1.5724457836820956e-05,3.476021638112302e-12,4.0498771662942494e-06,9.05728041246537e-05,2.782274690544676e-08,8.344211381764088e-07,2.5195562713419573e-08,7.458584691803863e-08,2.646433606383499e-14,3.805234858685413e-13,1.6855169723471106e-07,3.8020436088398255e-07,3.1854340481885184e-11
0.0014374917188450717,0.7644244642642811,0.033160697759072155,0.015681845649854614,0.018878385555326126,0.03731187323303392,0.0,0.0,0.0002033401257555272,1.336150438783944e-05,0.5683408818239805,0.1695466734424633,2.1222626102807653e-06,4.7620573304457555e-09,1.4550095049420996e-08,2.408909778443258e-08,1.7533594035231288e-06,1.808390837543298e-06,2.9538579214561058e-08,1.670919197433193e-10,1.0588669161591227e-07,4.3280633569047675e-10,6.553652030752315e-09,6.110153921000236e-07,1.988187585244659e-09,1.8696118825667256e-06,2.201742170563584e-09,7.59220102316272e-08,7.860573277204611e-11,1.5462472999349333e-10,3.689465597900886e-08,5.446557743397617e-12,7.700968266665063e-10,1.4703462074887995e-09,3.76,0.0,5.06800707200058e-08,0.191463465217373,0.6744504093708027,1.281251404548378e-05,3.002202638853747e-07,0.737899779928372,3.988089238780403e-14,7.668226515042436e-15,1.312082321211648e-09,3.6481665835549974e-07,6.06817761441086e-06,5.228385461220898e-11,3.4830024591499574e-13,2.6727751480985755e-15,6.420952883858295e-09,1.5739996792556177e-05,3.3851832512577925e-12,3.935530811948427e-06,9.048524970383642e-05,2.7081370056407942e-08,8.175106931533092e-07,2.452439436677381e-08,7.373612004184104e-08,2.5903168397471997e-14,3.697283562497627e-13,1.6413387147008813e-07,3.6947940194322814e-07,3.117840074099876e-11
0.0014377112860921176,0.7643910673100918,0.03326876239711227,0.015709550475648152,0.018908234153444097,0.037337333448936236,0.0,0.0,0.00020305879106287159,1.3375815862491511e-05,0.5675676178018307,0.17032177226740317,2.110843763406753e-06,4.5771887106015256e-09,1.3916118880271261e-08,2.2991802537460846e-08,1.6761566657777814e-06,1.7241503745452244e-06,2.789959126230853e-08,1.5907677925006269e-10,1.0077176655116804e-07,4.1274595910586495e-10,6.259914501281231e-09,5.834614679005745e-07,1.9015946859709015e-09,1.7648546120141674e-06,2.093143988081481e-09,7.204521313458105e-08,7.392594959503728e-11,1.4687130434017848e-10,3.5242050196925295e-08,5.183751612362873e-12,7.297018863075718e-10,1.3949246297947793e-09,3.76,0.0,4.8107163647819094e-08,0.19109327207487112,0.6743577865854503,1.229550158418457e-05,2.8323803612852985e-07,0.7379003785240845,3.8004035943949604e-14,7.307164139816273e-15,1.312113204697289e-09,3.4835404756755706e-07,5.76078491334143e-06,4.923362218160534e-11,3.320270829981855e-13,2.5474313660509093e-15,6.118278423094886e-09,1.5770636959399064e-05,3.2103136050111336e-12,3.7161324765660577e-06,9.031046530559633e-05,2.565459679889704e-08,7.848755353597378e-07,2.323271636093316e-08,7.206338048916632e-08,2.4821482174717614e-14,3.4901487354969296e-13,1.5562549407138999e-07,3.488942506304223e-07,2.987551083945274e-11
0.001437908896614459,0.7643609524997064,0.033365286405954306,0.015733951847763453,0.01893460812768035,0.03736124381494993,0.0,0.0,0.00020280639909101993,1.3388266343533725e-05,0.5668716537313996,0.17101931380165392,2.10100888694376e-06,4.4163949993842325e-09,1.3367927497276995e-08,2.2045492477377166e-08,1.6094899028571796e-06,1.6516438429072752e-06,2.6499712698582525e-08,1.5217365601789956e-10,9.636910786986792e-08,3.954219334384089e-10,6.0063439441726215e-09,5.596921853586503e-07,1.8267322484301643e-09,1.6754225882932185e-06,1.9997147225129795e-09,6.871685095248315e-08,6.996516554676819e-11,1.4020777546178812e-10,3.381571947179885e-08,4.957433046305424e-12,6.950715361303957e-10,1.3301809325854778e-09,3.76,0.0,4.5907745134345286e-08,0.19076087914181236,0.6742739819670484,1.1846893831601495e-05,2.687604580940414e-07,0.737900890543559,3.6388529897620555e-14,6.996380954899146e-15,1.3124918990155207e-09,3.3414706641559434e-07,5.496882058298605e-06,4.6638040125255106e-11,3.180068215809572e-13,2.4394627823146156e-15,5.857898400925835e-09,1.5797719940907845e-05,3.0603965411154564e-12,3.528831421419892e-06,9.015352568586141e-05,2.4431933223093488e-08,7.568090028066816e-07,2.212579972399623e-08,7.058796539509335e-08,2.3892626766375252e-14,3.313314901181826e-13,1.4832745253711362e-07,3.3131351122103303e-07,2.8756734450607302e-11
0.0014381065071368004,0.764330784206052,0.03346112001657071,0.015757854818096592,0.018960525206559727,0.03738607232994246,0.0,0.0,0.00020255474529314664,1.3400316989616443e-05,0.5661756882336052,0.17171678973792392,2.09157578547643e-06,4.260754335514154e-09,1.284021220143901e-08,2.1136772238913477e-08,1.545390316657208e-06,1.582143985762159e-06,2.5167711579147493e-08,1.4555330264153139e-10,9.214910923887032e-08,3.787661456479888e-10,5.76262093967245e-09,5.368605142689103e-07,1.7546766667485208e-09,1.590365552057856e-06,1.91020776102244e-09,6.553442900419748e-08,6.62273303757545e-11,1.3383014261672264e-10,3.2445024879701775e-08,4.740415402981781e-12,6.620051753623585e-10,1.2682840365271092e-09,3.76,0.0,4.3812570636907583e-08,0.19042921779931626,0.6741897782151537,1.1413611071088296e-05,2.550083652321305e-07,0.7379013784025776,3.484000677450876e-14,6.698484948369075e-15,1.313189535832846e-09,3.2049555256032394e-07,5.2445461024209805e-06,4.4176811400546344e-11,3.0455581822279234e-13,2.335897971633542e-15,5.608442497521874e-09,1.582434216908746e-05,2.9172385033631687e-12,3.3506881777922335e-06,8.999692927853328e-05,2.3264921879276297e-08,7.299289293143913e-07,2.1069247207400204e-08,6.914057397075891e-08,2.300428927983195e-14,3.1451304856500697e-13,1.413554524608142e-07,3.145864184902715e-07,2.7686786501913294e-11
0.0014383041176591418,0.7643005634182877,0.03355626816985649,0.015781265630866556,0.018985992149011862,0.037411794700292,0.0,0.0,0.00020230380299829219,1.3411974850317435e-05,0.5654797436291094,0.17241418048670376,2.0825285983779543e-06,4.110132343210224e-09,1.2332284937224111e-08,2.0264247770704523e-08,1.4837644000064854e-06,1.515531103844614e-06,2.3900472665725175e-08,1.3920509809252708e-10,8.810474617834797e-08,3.627563445674581e-10,5.52839252040961e-09,5.149315503147722e-07,1.6853317603508733e-09,1.5094811352131194e-06,1.8244737874267095e-09,6.249204022542981e-08,6.269906125058244e-11,1.2772714043474507e-10,3.1127943391038435e-08,4.532353904884319e-12,6.304375096469894e-10,1.2091187477848234e-09,3.76,0.0,4.181634311917033e-08,0.1900982802587808,0.6741051957495178,1.0995183871239524e-05,2.4194641699370246e-07,0.7379018431643716,3.335585698185688e-14,6.412973862863835e-15,1.3141935605880588e-09,3.073791651844784e-07,5.003301552687514e-06,4.184315798624701e-11,2.9165231041737444e-13,2.236567490958739e-15,5.369474763931702e-09,1.585050984904365e-05,2.7805494083491846e-12,3.1812743615762683e-06,8.984067243369153e-05,2.215120117676802e-08,7.041888020309649e-07,2.0060922810801737e-08,6.772077819824338e-08,2.215480418007797e-14,2.985195459795533e-13,1.3469599394059523e-07,2.9867377554887957e-07,2.666365836914317e-11
