Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564)
2.579918698312831e-05,0.463043484602598,3.523186061472839e-11,4.209705604303302e-12,1.0918278355205565e-10,6.291138870700494e-10,0.0,0.0,1.2051920312287015e-09,2.2940010081557035e-12,3.0269388395482474e-11,6.685814239256325e-10,4.0439285358578356e-19,2.0142791645587664e-32,2.5296685569240526e-22,2.1018550878769557e-13,5.746031425316047e-13,1.1369974273514166e-11,7.066548625170411e-27,3.741441620918079e-34,3.1022620038699844e-22,1.4780792848492877e-26,1.8560528513495266e-13,1.3017529097558785e-19,1.752232687192904e-18,4.0852962203181877e-23,2.641342055983049e-31,4.211593345776851e-22,9.578471603736837e-23,1.8732970111197624e-25,1.962232620568723e-21,1.6967796459995897e-28,1.276667084212844e-28,1.463410079783391e-29,3.76,0.0,0.7671343174670493,0.9999870815087095,6.837120113593146e-09,1.7992288906941883e-13,1.0744403126336591e-09,7.114605459765834e-10,3.9555340116257076e-16,7.025633038016654e-18,1.3226959998787305e-14,8.569374466187171e-13,6.730367493746602e-09,3.516065021959747e-10,4.196392344609118e-16,2.770660742788496e-20,4.0489504094101973e-13,5.157825545032866e-15,3.950284319807849e-15,8.096855194580315e-14,1.2909401936424066e-05,1.6716184637971305e-22,1.0259747738167185e-17,7.689816836936419e-23,1.403549737198414e-25
2.9110664886718654e-05,0.4630434846071993,3.52850612466024e-11,4.2852878446897955e-12,1.2340154596888408e-10,7.125664251782315e-10,0.0,0.0,1.362227509365276e-09,2.9293079385066338e-12,3.66080637106956e-11,7.546071217249289e-10,4.571505172861651e-19,2.0199678427809895e-32,2.5329819455603846e-22,2.1018550847852278e-13,6.268851183251828e-13,1.2830869124422375e-11,8.559065799770437e-27,1.3372795915223445e-34,3.9912759310569655e-22,1.4780811484668588e-26,1.8560528455989103e-13,1.8628451726126575e-19,1.9142581567766024e-18,5.373207257851677e-23,3.0419213151636655e-31,5.244213344582334e-22,1.3089775515848867e-22,2.312111968986577e-25,2.1519620351648175e-21,2.2390109857449526e-28,1.50878487973618e-28,2.054571708071462e-29,3.76,0.0,0.7671343153179453,0.9999870793312062,8.720183666451917e-09,2.2400711638406498e-13,1.2154247667249896e-09,8.053931384224091e-10,3.9555645161844785e-16,7.02568574246969e-18,1.3226959957838773e-14,8.569401970206704e-13,8.596206866541053e-09,3.999427145375623e-10,4.511052164453232e-16,2.87853429172634e-20,4.048982746827958e-13,5.1578670990927e-15,4.46877320962132e-15,9.192659702459774e-14,1.290940190831376e-05,1.9100535729756252e-22,1.5801168954906427e-17,8.713609245835817e-23,1.8255297724558917e-25
3.2422142790309e-05,0.46304348461187705,3.533838861586968e-11,4.361053964237148e-12,1.3765605044650948e-10,7.961392583378582e-10,0.0,0.0,1.5193021755862564e-09,3.642123274153215e-12,4.384148566854107e-11,8.406328302407036e-10,5.100430685183853e-19,1.9926943244371718e-32,2.536303227778983e-22,2.1018550813627872e-13,6.753689732702186e-13,1.4291886622198406e-11,1.0262696418042888e-26,-3.969510284499201e-34,4.992520090283395e-22,1.478083538542508e-26,1.8560528392282145e-13,2.5633052603251674e-19,2.0646515575278484e-18,6.8876702309207e-23,3.45553088517119e-31,6.3635599249896165e-22,1.7213502273339786e-22,2.763177187183848e-25,2.3303168960483768e-21,2.8890041795916195e-28,1.7488755590433584e-28,2.774276857521828e-29,3.76,0.0,0.7671343129378914,0.9999870769229752,1.0833721992026004e-08,2.7178469532005086e-13,1.3567635695546933e-09,9.002205079532561e-10,3.955568756730405e-16,7.025693068420943e-18,1.3226959903336362e-14,8.569397137463554e-13,1.069162543293007e-08,4.4840048696847966e-10,4.786815460026095e-16,2.9730686026318084e-20,4.048984195381257e-13,5.157869307362778e-15,4.9885652642305875e-15,1.0288645132289298e-13,1.2909401877224866e-05,2.1531295847596715e-22,2.3249746022057672e-17,9.740795856304012e-23,2.3074078796158515e-25
3.5733620693899346e-05,0.4630434846166399,3.539184746841386e-11,4.437010721870491e-12,1.51946363342335e-10,8.798326800137134e-10,0.0,0.0,1.6764163064321099e-09,4.432418937713911e-12,5.207347562733823e-11,9.266585448473728e-10,5.630707909405446e-19,2.0324153186770274e-32,2.5396327055629e-22,2.101855077622928e-13,7.203308316745172e-13,1.5753020756953278e-11,1.2202322095082661e-26,2.4863126019825265e-34,6.106013974247514e-22,1.4780859821114667e-26,1.856052832231186e-13,3.417776543530606e-19,2.2042552108490226e-18,8.650424622129483e-23,3.8829106988450885e-31,7.56336762678383e-22,2.1949118652744756e-22,3.2195116323613448e-25,2.4982103623312587e-21,3.660119675234335e-28,1.9969564497072291e-28,3.630635093744307e-29,3.76,0.0,0.7671343103263074,0.9999870742834371,1.3178314252187448e-08,3.229873840317399e-13,1.4984573589080025e-09,9.96046473351985e-10,3.955542270376969e-16,7.025647304987164e-18,1.3226959840471834e-14,8.569382321339049e-13,1.3017098432707658e-08,4.969799973297586e-10,5.028486308060841e-16,3.0559140484061254e-20,4.048975348042554e-13,5.15785850627581e-15,5.5096628287626196e-15,1.1384831686960027e-13,1.2909401843149894e-05,2.4008790801205266e-22,3.2967186181989236e-17,1.0771391325197804e-22,2.850653566900489e-25
3.904509859748969e-05,0.46304348462149675,3.544543997008619e-11,4.513160609617496e-12,1.6627255057328385e-10,9.636469852934e-10,0.0,0.0,1.8335701799234038e-09,5.3001670080084734e-12,6.140806983294579e-11,1.012684260359226e-09,6.162339919135569e-19,2.064185453807039e-32,2.5429705114611726e-22,2.1018550735653382e-13,7.620267421314544e-13,1.7214266104718033e-11,1.4402875863028964e-26,-6.488352228365036e-34,7.331779275870187e-22,1.4780888163222756e-26,1.856052824605702e-13,4.44074122520835e-19,2.3338504378413312e-18,1.0685297549061652e-22,4.324737192954536e-31,8.837822275057098e-22,2.728997372255702e-22,3.6754557356740866e-25,2.6564904302797234e-21,4.5662921577395415e-28,2.2530760710408914e-28,4.630855579765595e-29,3.76,0.0,0.767134307482613,0.9999870714120112,1.5754540655161962e-08,3.7736644443508483e-13,1.6405067810536328e-09,1.0929750677432323e-09,3.9555246642357024e-16,7.025616884530032e-18,1.322695977646599e-14,8.569383048260672e-13,1.5573101931387376e-08,5.456814470228124e-10,5.240274967292349e-16,3.128517927220593e-20,4.048979907286579e-13,5.157865008395508e-15,6.032068279516477e-15,1.248123956603746e-13,1.2909401806081347e-05,2.653335003805768e-22,4.533728234730486e-17,1.1805411909742632e-22,3.4567441734198256e-25
4.235657650108004e-05,0.4630434846264561,3.549916495750104e-11,4.589501506437915e-12,1.806346770599158e-10,1.047582472839368e-09,0.0,0.0,1.9907640775105555e-09,6.245339719664399e-12,7.194951980414306e-11,1.0987099776811898e-09,6.695329946833466e-19,2.0436628522072214e-32,2.546316571097287e-22,2.1018550691888906e-13,8.006941787865627e-13,1.867561778473171e-11,1.6889342713932456e-26,-4.924173396423761e-35,8.669839832308905e-22,1.4780919304080084e-26,1.8560528163500813e-13,5.646540742883087e-19,2.4541621077667413e-18,1.3018205616091375e-22,4.7816221267662315e-31,1.0181527831418486e-21,3.3224655491601e-22,4.126479030751113e-25,2.8059447270115436e-21,5.62187455434428e-28,2.5172916705163597e-28,5.781341805255963e-29,3.76,0.0,0.7671343044062258,0.9999870683081153,1.856298248137478e-08,4.346911837679201e-13,1.7829124882898607e-09,1.1911105456814559e-09,3.9555264394986467e-16,7.025619950795374e-18,1.3226959710167728e-14,8.569393078142691e-13,1.8360112844223044e-08,5.945050728799277e-10,5.425875198808418e-16,3.19214553567187e-20,4.048992274354237e-13,5.157881683145513e-15,6.5557840149156245e-15,1.3577890746635125e-13,1.290940176601172e-05,2.910530192045542e-22,6.076432043585658e-17,1.2842872125312293e-22,4.127163564566708e-25
4.897953230826073e-05,0.46304348463671763,3.560701212575382e-11,4.742756884659051e-12,2.094670185091526e-10,1.2158181902070992e-09,0.0,0.0,2.305273070896599e-09,8.367848788809175e-12,9.707107266923138e-11,1.2707614213257652e-09,7.765397996539582e-19,2.0543472733009074e-32,2.5530334376411567e-22,2.101855059475731e-13,8.698111520240705e-13,2.1598623035956906e-11,2.2820214185403148e-26,7.696332453799373e-36,1.1682953245793589e-21,1.4780988820042546e-26,1.8560527979414261e-13,8.663448606116932e-19,2.6695839570391364e-18,1.8692282956529802e-22,5.742753205188718e-31,1.3056965654998045e-21,4.681443064212042e-22,5.000069911043312e-25,3.0812591369134434e-21,8.240108255078385e-28,3.0703063017531906e-28,8.555357725249698e-29,3.76,0.0,0.7671342975530392,0.999987061400583,2.487884298100892e-08,5.573349563665573e-13,2.068795447506068e-09,1.3914202499850417e-09,3.955545329323257e-16,7.025652586032958e-18,1.3226959563852258e-14,8.569417835509581e-13,2.4629068967184783e-08,6.925197809361048e-10,5.731178750382762e-16,3.2968112064293606e-20,4.049019334500046e-13,5.157918691513598e-15,7.607156228704887e-15,1.5772011633970652e-13,1.2909401676839113e-05,3.4392707436340318e-22,1.0249805772440417e-16,1.4928172356136414e-22,5.666960484376204e-25
5.560248811544142e-05,0.4630434846474949,3.5715387940646664e-11,4.896776960321578e-12,2.384439412723672e-10,1.3845422287320217e-09,0.0,0.0,2.6199455426846393e-09,1.0799727155549356e-11,1.282764669318379e-10,1.4428128812613118e-09,8.84094163396659e-19,2.0838988021705025e-32,2.5597832417952985e-22,2.1018550484759698e-13,9.292580867311963e-13,2.452200696272229e-11,3.019585156414272e-26,5.651675707333117e-34,1.5145589772482368e-21,1.478106733859087e-26,1.8560527769914002e-13,1.258105041843297e-18,2.8553361218448923e-18,2.59219669997596e-22,6.770206275495366e-31,1.6153810454414309e-21,6.256788362908333e-22,5.820755052049661e-25,3.329402212921608e-21,1.1633925335083343e-27,3.6566465792796033e-28,1.1990738846211232e-28,3.76,0.0,0.7671342897620689,0.9999870535561639,3.213056797113972e-08,6.893874016231031e-13,2.3561117386516455e-09,1.5978139417732118e-09,3.9555434432885153e-16,7.025649324866632e-18,1.3226959391402362e-14,8.569421330607352e-13,3.1827799819972876e-08,7.910260220374076e-10,5.96575958388794e-16,3.3772289477131774e-20,4.049024639278126e-13,5.157928995920756e-15,8.663799701187887e-15,1.7967372632803434e-13,1.2909401575571706e-05,3.9873665155305206e-22,1.6176355964507941e-16,1.7027410728626562e-22,7.482058260941312e-25
6.222544392262211e-05,0.46304348465885864,3.582429716456011e-11,5.051568444377497e-12,2.6756602035076355e-10,1.5537569893688445e-09,0.0,0.0,2.934783751047771e-09,1.3540758341750222e-11,1.6640750473155052e-10,1.6148643525071763e-09,9.921992946031233e-19,2.024347778250901e-32,2.5665662816970036e-22,2.1018550361823003e-13,9.803885122058617e-13,2.744574659325146e-11,3.921800133763609e-26,2.1419635911027433e-34,1.905802148075209e-21,1.478115766606775e-26,1.8560527534863328e-13,1.751059529787302e-18,3.015555793175016e-18,3.4990291626633037e-22,7.867235214913561e-31,1.9441229474385123e-21,8.030898158342765e-22,6.578090770719378e-25,3.554895840164655e-21,1.5923203356137453e-27,4.27699933814816e-28,1.6117061151092302e-28,3.76,0.0,0.7671342810286179,0.999987044770164,4.0322847887865974e-08,8.295336771354645e-13,2.644867053038697e-09,1.8111334356871969e-09,3.955530244808969e-16,7.025626517990003e-18,1.3226959198431701e-14,8.569426688904077e-13,3.996015318828118e-08,8.90025712536856e-10,6.145937777699258e-16,3.4389970801670567e-20,4.0490300110053476e-13,5.157940717019889e-15,9.725735359405395e-15,2.0164151649710038e-13,1.2909401462148902e-05,4.555085423026946e-22,2.424089519630638e-16,1.9140704320612952e-22,9.584587633902555e-25
6.884839972980281e-05,0.4630434846708797,3.5933742816106856e-11,5.207134682033497e-12,2.96833844603382e-10,1.723464884420003e-09,0.0,0.0,3.2497899632334503e-09,1.659072838398056e-11,2.1230947177952785e-10,1.7869158331110785e-09,1.1008586233067218e-18,2.007714825446888e-32,2.5733827455368133e-22,2.1018550225875683e-13,1.0243664757278396e-12,3.036982458478735e-11,5.0089245317059453e-26,2.033014931055715e-34,2.342055735820304e-21,1.478125668234408e-26,1.8560527274126596e-13,2.3562435881785786e-18,3.1538034385122775e-18,4.621416961066146e-22,9.036540964902504e-31,2.289268360201756e-21,9.985331672039037e-22,7.267600146032395e-25,3.7616440970414265e-21,2.1227627429370614e-27,4.932046516673801e-28,2.0957295390233675e-28,3.76,0.0,0.7671342713479699,0.9999870350378698,4.9460391991166916e-08,9.766430239156584e-13,2.935067230804983e-09,2.032224033247949e-09,3.9555271171995983e-16,7.025621111058232e-18,1.3226958987801848e-14,8.569443717986847e-13,4.902999220015092e-08,9.895208438345419e-10,6.28426651275831e-16,3.486420514464616e-20,4.0490449200741605e-13,5.157966205611921e-15,1.0792984677696062e-14,2.2362529895786056e-13,1.290940133650985e-05,5.1426976767302145e-22,3.4850328883239218e-16,2.126816942862162e-22,1.1986801605897157e-24
7.54713555369835e-05,0.4630434846836294,3.604372619522904e-11,5.363477659551685e-12,3.2624801605101644e-10,1.8936683379862046e-09,0.0,0.0,3.564966456008888e-09,1.994942583815511e-11,2.668311517496336e-10,1.9589673251365273e-09,1.2100757701924434e-18,2.0155020533812192e-32,2.5802327143937373e-22,2.1018550076847375e-13,1.062194030564937e-12,3.3294228442747887e-11,6.301300394945218e-26,3.881090271448171e-34,2.8233543853438408e-21,1.47813672172311e-26,1.856052698756888e-13,3.084634389199143e-18,3.2731458622485146e-18,5.994453421852675e-22,1.0280399585922356e-30,2.6485310822485584e-21,1.2101859762881332e-21,7.888801741543142e-25,3.95302098492885e-21,2.7665115484401628e-27,5.622454312443025e-28,2.652926693161015e-28,3.76,0.0,0.767134260715389,0.9999870243545492,5.9547928854947837e-08,1.1297420615748891e-12,3.2267182473651734e-09,2.261934538243179e-09,3.955530476513316e-16,7.025626911798858e-18,1.322695875714633e-14,8.569463275994426e-13,5.9041195803594674e-08,1.089513467352323e-09,6.390445431914866e-16,3.5228229864548734e-20,4.0490612942893394e-13,5.157995407501051e-15,1.1865569627907924e-14,2.45626922019782e-13,1.2909401198593459e-05,5.750475698415176e-22,4.843113359612915e-16,2.3409920325018636e-22,1.4701075028006416e-24
8.20943113441642e-05,0.46304348469717893,3.6154249275407636e-11,5.520600646090712e-12,3.5580914979521254e-10,2.064369783919259e-09,0.0,0.0,3.8803155136110886e-09,2.361664178476853e-11,3.308248407048114e-10,2.131018829970741e-09,1.3198545334946102e-18,2.0988083872725128e-32,2.5871163115736003e-22,2.1018549914668647e-13,1.0947334939002992e-12,3.621894988890917e-11,7.81935397440748e-26,5.9011911505973555e-34,3.349736546998298e-21,1.4781486593046625e-26,1.8560526675055724e-13,3.9471751990880106e-18,3.37622393807463e-18,7.6566486196953565e-22,1.1600729093886134e-30,3.0199425121832923e-21,1.4363037633067444e-21,8.443913708811099e-25,4.131943274990324e-21,3.5351949769674835e-27,6.348895018393736e-28,3.2846772416371964e-28,3.76,0.0,0.7671342491261196,0.9999870127154499,7.059020677756339e-08,1.2879931645131866e-12,3.5198262033286094e-09,2.501117266425145e-09,3.955531403810817e-16,7.02562851024836e-18,1.3226958505211104e-14,8.569481670851927e-13,6.999765916650411e-08,1.1900056698604776e-09,6.471954520067935e-16,3.5507681532671356e-20,4.0490760292267217e-13,5.158024628450527e-15,1.2943512642341607e-14,2.676482580427798e-13,1.2909401048338381e-05,6.37869456231855e-22,6.5427422647552055e-16,2.5566071938037027e-22,1.773990879120153e-24
9.534022295852558e-05,0.46304348472696577,3.6376924002347735e-11,5.837200288574358e-12,4.1537481972142847e-10,2.407276439297471e-09,0.0,0.0,4.51154049980379e-09,3.1875806129060655e-11,4.906550782492908e-10,2.4751218821530834e-09,1.5411128731904233e-18,2.1380194364889368e-32,2.6009849814876708e-22,2.1018549550585656e-13,1.1468007939774482e-12,4.2069330620897605e-11,1.1614622433665586e-25,2.7166123535361134e-34,4.537924553171179e-21,1.478175691491567e-26,1.8560525971626587e-13,6.118408240345545e-18,3.54232980719023e-18,1.2019723577400394e-21,1.4477118948681971e-30,3.792694461290467e-21,1.9254629751609765e-21,9.372567066335941e-25,4.46213222595997e-21,5.492882570013245e-27,7.9125777293423145e-28,4.775792835545777e-28,3.76,0.0,0.7671342230583906,0.9999869865508046,9.555807966030117e-08,1.6171806862227982e-12,4.110437880409267e-09,3.0113263036243678e-09,3.955523031470064e-16,7.02561403634059e-18,1.3226957937241337e-14,8.569516099058535e-13,9.476202888667905e-08,1.392497344617688e-09,6.582260089497543e-16,3.588587582499209e-20,4.0491026139296964e-13,5.158086869061913e-15,1.5115564595544545e-14,3.11757686125635e-13,1.2909400710565457e-05,7.697567923487027e-22,1.11522788734515e-15,2.9922034701194194e-22,2.4841908612238474e-24
9.999999999999998e-05,0.4630434847608178,3.6455778177550734e-11,5.949327326960712e-12,4.364707407569328e-10,2.528387140647889e-09,0.0,0.0,4.733768771712404e-09,3.507422658834857e-11,5.579876927503572e-10,2.596173851971518e-09,1.61949339057654e-18,2.0716506570642184e-32,2.605896206878626e-22,2.1018549409830835e-13,1.161694135137468e-12,4.412773222558885e-11,1.321466176564577e-25,-1.4056516671116127e-34,4.998906725913124e-21,1.4781863121649622e-26,1.856052569915385e-13,7.036507005662418e-18,3.5902190794970575e-18,1.3938924833579678e-21,1.556529915392274e-30,4.072425371360036e-21,2.1075395775538855e-21,9.647535947234746e-25,4.571925540764095e-21,6.3279295136402205e-27,8.498592912140147e-28,5.373376042239309e-28,3.76,0.0,0.7671342129664247,0.9999869764256185,1.052612564063631e-07,1.7363256011380022e-12,4.319610110437605e-09,3.2019188695027563e-09,3.955520661228694e-16,7.02560993785714e-18,1.3226957718000062e-14,8.569531270687984e-13,1.0438249847479946e-07,1.4642122563384106e-09,6.60894767097629e-16,3.5977387602121535e-20,4.049114814593655e-13,5.158115126429339e-15,1.5884822893695746e-14,3.2729837032424663e-13,1.2909400579854155e-05,8.181658641480708e-22,1.3214020733310448e-15,3.14683938830043e-22,2.7680117182693175e-24
0.00010858613457288695,0.4630434847608178,3.660178864823243e-11,6.156963420003953e-12,4.755359793108291e-10,2.7522045282212215e-09,0.0,0.0,5.143483356688869e-09,4.136660074226293e-11,6.986893676858237e-10,2.8192249958630994e-09,1.7646668828294658e-18,2.2412944552282832e-32,2.614990106372168e-22,2.1018549133081883e-13,1.1853388225040774e-12,4.792096598067709e-11,1.6559837839685461e-25,-8.855638360833272e-34,5.907005553823572e-21,1.4782067200470248e-26,1.856052516276612e-13,8.957461804895669e-18,3.666752019348894e-18,1.8087611074713298e-21,1.7676357715934163e-30,4.5966214550365604e-21,2.4545180003862173e-21,1.009175444200822e-24,4.768554797812467e-21,8.08497353733653e-27,9.62855409340394e-28,6.57505068325489e-28,3.76,0.0,0.7671341931063274,0.999986956505507,1.2440240484077265e-07,1.9595720438486333e-12,4.7069530773615054e-09,3.569740485992086e-09,3.955522832748152e-16,7.025613683414548e-18,1.3226957289766183e-14,8.569572945920954e-13,1.2335459979603202e-07,1.5970132388988981e-09,6.646970307585496e-16,3.610779842494639e-20,4.0491503174743116e-13,5.1581880744816646e-15,1.7309327389189446e-14,3.5596908135890473e-13,1.2909400322694998e-05,9.101571330362954e-22,1.7698772164369275e-15,3.4336974408989164e-22,3.3395449350368765e-24
0.00012183204618724833,0.46304348479931795,3.682886104428372e-11,6.4799160267131006e-12,5.362978822680509e-10,3.099173906275018e-09,0.0,0.0,5.776162660120475e-09,5.208744567141191e-11,9.618740663232755e-10,3.1633281888725033e-09,1.990551659831815e-18,2.188359693133119e-32,2.629132798009025e-22,2.1018548661616923e-13,1.2138820964405106e-12,5.3773894300944654e-11,2.2821479086685124e-25,-2.0692433596731403e-33,7.457429797805039e-21,1.478241688465414e-26,1.8560524247399758e-13,1.2552261909243271e-17,3.760346866428391e-18,2.629288981745925e-21,2.120651706284929e-30,5.42364053972455e-21,3.0141768167068143e-21,1.0641404788327477e-24,5.06349290078233e-21,1.139961780253476e-26,1.1502288586051124e-27,8.686336051378797e-28,3.76,0.0,0.7671341592311355,0.9999869225407926,1.571619127851654e-07,2.3117344104854747e-12,5.309423899759144e-09,4.1833063447120934e-09,3.9555310120596447e-16,7.025627804640981e-18,1.3226956558239521e-14,8.569636516303343e-13,1.5580714946293355e-07,1.8035712097922443e-09,6.685098009300953e-16,3.6238603273557446e-20,4.04920612749105e-13,5.158314122948357e-15,1.9524992619878047e-14,4.0029841120038416e-13,1.2909399884226568e-05,1.0593003603488904e-21,2.6587693640697955e-15,3.8811814640315874e-22,4.350540005747787e-24
0.00013507795780160972,0.4630434848430535,3.705816031590568e-11,6.806086679474876e-12,5.976658937144597e-10,3.4482046059159275e-09,0.0,0.0,6.40959712564538e-09,6.403680186239533e-11,1.2872132158144308e-09,3.507431480625388e-09,2.2188038785350247e-18,2.1420212051989887e-32,2.643414248807657e-22,2.1018548135649373e-13,1.2350445047466571e-12,5.962818414677503e-11,3.0567408361666464e-25,1.0141640003899422e-33,9.18971384423368e-21,1.4782804993356746e-26,1.8560523224446608e-13,1.6991372718301348e-17,3.831149264617354e-18,3.712422291857346e-21,2.5074620750324334e-30,6.2677715110439475e-21,3.597113833602685e-21,1.1058042762642738e-24,5.356173950410216e-21,1.5521222319166626e-26,1.3539263545314712e-27,1.111248812201805e-27,3.76,0.0,0.7671341213936758,0.9999868846175525,1.9387567786242743e-07,2.6711293603510843e-12,5.917903548980866e-09,4.859028101429854e-09,3.955531057698945e-16,7.025627871418105e-18,1.3226955739567403e-14,8.569699553649205e-13,1.9215174171466396e-07,2.012189481566404e-09,6.707828619099423e-16,3.631662410356826e-20,4.0492646512415895e-13,5.158460745454324e-15,2.1762755913746507e-14,4.4476209669493096e-13,1.2909399394655292e-05,1.217421098165542e-21,3.82427582872543e-15,4.334749031886095e-22,5.5278945819105096e-24
0.0001483238694159711,0.46304348489261676,3.7289707731257634e-11,7.135505516056872e-12,6.596454740699873e-10,3.799316838776425e-09,0.0,0.0,7.043805610545752e-09,7.721317134250984e-11,1.6817690650157414e-09,3.85153489021919e-09,2.4494615797742665e-18,2.1772054003111305e-32,2.65783578473376e-22,2.101854755463784e-13,1.2507525998812333e-12,6.548392775457269e-11,3.9966883798058808e-25,9.536673186746411e-34,1.1104442458675124e-20,1.478323557419154e-26,1.8560522092820275e-13,2.236415205912423e-17,3.8850930752338076e-18,5.112684407076616e-21,2.928639790142912e-30,7.12460528419833e-21,4.197632606041749e-21,1.1372619431474934e-24,5.6535673583575354e-21,2.0537463102045493e-26,1.5745174571049351e-27,1.3855989710707972e-27,3.76,0.0,0.7671340795544567,0.9999868426963272,2.3458312484254818e-07,3.0358862250842873e-12,6.532446166184062e-09,5.603968189178514e-09,3.9555277766192783e-16,7.025622189089212e-18,1.3226954835546946e-14,8.569772819931959e-13,2.3242073260149818e-07,2.2228865953649366e-09,6.721488440624013e-16,3.6363565000298265e-20,4.049337011242246e-13,5.15864488403273e-15,2.402281635247926e-14,4.893770176393156e-13,1.2909398853471768e-05,1.3847589327793506e-21,5.310456747856875e-15,4.794495615039153e-22,6.882571581203099e-24
0.0001615697810303325,0.463043484948605,3.7523523783311394e-11,7.46820187463362e-12,7.222421660806275e-10,4.152531001135341e-09,0.0,0.0,7.678807119034242e-09,9.1615097407388e-11,2.152662603493284e-09,4.195638441689631e-09,2.68256399853003e-18,2.2267530940673206e-32,2.672398683037101e-22,2.1018546918036441e-13,1.2624261994724136e-12,7.134123597456568e-11,5.11905723829286e-25,1.1046601539424925e-33,1.3202270547175158e-20,1.4783706016122372e-26,1.8560520851424864e-13,2.8760848850548204e-17,3.9265538892388965e-18,6.890304571891352e-21,3.384752082469111e-30,7.990892024543955e-21,4.811361332689591e-21,1.1609494423326287e-24,5.960947951734819e-21,2.653351054812869e-26,1.8125862923640893e-27,1.6919385706911143e-27,3.76,0.0,0.7671340336736298,0.9999867967373002,2.7932403466686444e-07,3.404626638721236e-12,7.153106712155415e-09,6.42524779131587e-09,3.95552848641432e-16,7.025623400831005e-18,1.3226953845598685e-14,8.569856649067324e-13,2.76646775621487e-07,2.4356813865140684e-09,6.729650783214122e-16,3.639167622860287e-20,4.0494246876729814e-13,5.158871258625777e-15,2.630537603133499e-14,5.341605373588e-13,1.2909398260161984e-05,1.561558480316792e-21,7.162967914467794e-15,5.2605181132201625e-22,8.425789392116352e-24
0.0001748156926446939,0.46304348501162024,3.775962879645684e-11,7.804205527150715e-12,7.854615867449954e-10,4.507867675914955e-09,0.0,0.0,8.314620803969283e-09,1.0724116481277685e-10,2.707074103671265e-09,4.539742162814594e-09,2.918151460664211e-18,2.275527361619128e-32,2.687104210252688e-22,2.1018546225296026e-13,1.2711155606680203e-12,7.720023445283483e-11,6.44105630764073e-25,1.6647080547470747e-33,1.5483925140075387e-20,1.4784214040274467e-26,1.8560519499155994e-13,3.627266620994826e-17,3.958773624532218e-18,9.111267358077369e-21,3.876331982028417e-30,8.864227989699933e-21,5.434994598031043e-21,1.1787405247591667e-24,6.2823698463738105e-21,3.359719742763044e-26,2.0687311677327124e-27,2.0305541053744637e-27,3.76,0.0,0.7671339837109841,0.9999867467002929,3.2813854960702204e-07,3.776331272470248e-12,7.779940882941126e-09,7.330047382567171e-09,3.9555292409539753e-16,7.02562468858722e-18,1.3226952767767833e-14,8.569947046395069e-13,3.2486282633352075e-07,2.6505929450197785e-09,6.734488875123804e-16,3.6408401671131144e-20,4.0495251750617865e-13,5.159139591471299e-15,2.861063974882339e-14,5.791305101035026e-13,1.290939761420724e-05,1.748069626249234e-21,9.429002780624257e-15,5.732915874261314e-22,1.0169033924145646e-23
0.00018806160425905528,0.46304348508226983,3.799804393807119e-11,8.143547052445837e-12,8.493094212325831e-10,4.865347634071154e-09,0.0,0.0,8.951265967955063e-09,1.2408999997011878e-10,3.3522436704363965e-09,4.883846083219453e-09,3.1562652969963225e-18,2.2809405225438615e-32,2.701953685457765e-22,2.101854547586256e-13,1.2775995416580621e-12,8.306106092702798e-11,7.980038011773479e-25,2.095159440335588e-33,1.7950207418062886e-20,1.4784767018580535e-26,1.8560518034899326e-13,4.4991796687474705e-17,3.98415963436071e-18,1.1847362804176634e-20,4.403915669576373e-30,9.742831074902247e-21,6.0660598269299176e-21,1.1921017554090022e-24,6.6209844146771564e-21,4.1817053506269166e-26,2.3435727087356987e-27,2.4017768447924574e-27,3.76,0.0,0.7671339296259423,0.9999866925447609,3.8106717788451446e-07,4.15024447064175e-12,8.413005048341711e-09,8.325607276823232e-09,3.955528033566226e-16,7.025622585257703e-18,1.3226951601519157e-14,8.570045841383117e-13,3.771021464236886e-07,2.8676405897375775e-09,6.737393136265024e-16,3.641851070345899e-20,4.049641349845727e-13,5.15945657633038e-15,3.0938814780433344e-14,6.243052865886685e-13,1.2909396915084136e-05,1.9445476436174147e-21,1.2157266287651489e-14,6.21179077310085e-22,1.2124072251720765e-23
