Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564)
9.725382140424458e-18,0.4630434845653697,6.642051129865623e-28,1.9288670580145932e-32,7.329568432762909e-34,6.312801982249759e-24,0.0,0.0,2.2945226210408887e-22,2.22989653843662e-37,5.612090485305775e-42,6.53146952782691e-42,1.88610989607267e-52,1.5055762992670246e-66,7.884890054430758e-42,2.434405870271266e-31,1.0277956791751138e-27,7.085425770184944e-42,2.0975743213952405e-77,4.911807442581324e-86,2.7176219078875805e-58,2.26808588898703e-72,2.5952531908505975e-22,2.095162100073881e-70,8.500499696872162e-44,8.096611755271196e-80,2.766318966947257e-66,5.747922280686786e-59,1.7227790573360795e-64,9.694958635557077e-67,1.2627270081803967e-56,2.4450384139787194e-83,3.0301773440370777e-77,6.666380941074929e-90,3.76,0.0,0.7671343263362771,0.9999999999996525,9.42558745253208e-43,1.4765443169622529e-40,2.2945292630800426e-22,2.595253193285013e-22,3.4385004299160295e-47,1.4688617601342573e-45,1.768932235933076e-37,6.3128019822187395e-24,7.332394550947337e-34,4.356465066808786e-34,1.2193555124866552e-40,1.3363811798279063e-39,3.0090287696880825e-35,1.0277956785331272e-27,8.129867755745687e-37,1.5802199535645654e-37,3.4759437115767854e-13,2.0055983589600813e-59,2.091714652354131e-55,5.07496639111751e-59,7.971453675976339e-70
1.945921378748699e-17,0.4630434845653697,1.3289873540890339e-27,3.85962942328991e-32,2.933737532445843e-33,1.2631088588289487e-23,0.0,0.0,4.591038745661109e-22,8.925397431838134e-37,4.4930847731638553e-41,5.229148226249145e-41,1.5100347845112336e-51,1.2053764925718674e-65,3.1560108805049366e-41,9.743967711118463e-31,2.056484317237131e-27,3.972550900165495e-41,6.720524689461322e-76,7.865291523566115e-85,2.175749956765076e-57,7.269241648281285e-71,5.192761158053914e-22,3.35634096841732e-69,3.4024151728233446e-43,1.2970974527465035e-78,2.214737213789742e-65,4.602999612683453e-58,1.3796204811646494e-63,7.763922594743071e-66,1.0109493991260915e-55,7.833782510025515e-82,4.852231781902531e-76,2.135875629191739e-88,3.76,0.0,0.7671343263362771,0.9999999999993046,7.546201113215921e-42,5.910025253391656e-40,4.591052035486712e-22,5.192761167797921e-22,2.7528917920624537e-46,1.1759825301276872e-44,7.086612745421408e-37,1.2631088588165327e-23,2.9348686975355084e-33,1.7437213542688834e-33,4.8806003251886495e-40,5.3490073666911906e-39,1.2043956833882549e-34,2.0564843146675112e-27,3.254065804276207e-36,6.324997986281608e-37,6.954907231921271e-13,1.6061553936178394e-58,1.674643573939914e-54,4.063101998891436e-58,1.2769168606601168e-68
3.892687708161206e-17,0.4630434845653697,2.6585520171282678e-27,7.721812912993004e-32,1.1738771649372565e-32,2.5267661800368966e-23,0.0,0.0,9.184070994898339e-22,3.571321559587316e-36,3.5958333485484396e-40,4.1849097320561644e-40,1.2084868093710527e-50,9.646675298813324e-65,1.2628154393201484e-40,3.8988562832052924e-30,4.1138615933602605e-27,2.4990611774941525e-40,2.151894767160744e-74,1.2589588683667271e-83,1.7412612202275033e-56,2.3279775130758736e-69,1.0387777077835077e-21,5.373846341470931e-68,1.3614092541647744e-42,2.0772101192215677e-77,1.772462874678877e-64,3.684265338384709e-57,1.1042555521910376e-62,6.214433274808713e-65,8.090667682657028e-55,2.508357067160402e-80,7.766730851578928e-75,6.839019293411109e-87,3.76,0.0,0.7671343263362771,0.9999999999986088,6.039254319942083e-41,2.3647799177945943e-39,9.184097580226704e-22,1.0387777116823797e-21,2.2031512023472772e-45,9.411434150941697e-44,2.840588871625994e-36,2.526766179987217e-23,1.1743297633559205e-32,6.977156719186704e-33,1.9528762923024384e-39,2.1402996371456857e-38,4.81915153145357e-34,4.1138615830784294e-27,1.3020501812450527e-35,2.5308230636314197e-36,1.3912833897590947e-12,1.2857061939093218e-57,1.3402238175213745e-53,3.2517843379712496e-57,2.0442551275844427e-67
7.786220366986219e-17,0.4630434845653697,5.317682066572154e-27,1.544881497677465e-31,4.6962731622655166e-32,5.054080822452799e-23,0.0,0.0,1.8370135493359955e-21,1.428761174327959e-35,2.8772129953720585e-39,3.3485666701865595e-39,9.669731410943983e-50,7.718805863107776e-64,5.052084034620222e-40,1.559796382105459e-29,8.228616145602935e-27,1.727524344131062e-39,6.888186978694129e-73,2.0147440709481082e-82,1.393273534620136e-55,7.452441483330767e-68,2.0777808858895515e-21,8.602502669336178e-67,5.446523512613409e-42,3.3280121482170414e-76,1.4182395984966616e-63,2.9481587469450525e-56,8.836281632869322e-62,4.973043226735532e-64,6.47376341429475e-54,8.029218143446523e-79,1.2429297991538474e-73,2.189161324207561e-85,3.76,0.0,0.7671343263362771,0.9999999999972172,4.832321005510115e-40,9.460659523380552e-39,1.837018866941327e-21,2.077780901487578e-21,1.7628574718038375e-44,7.530577020915588e-43,1.1404377298358645e-35,5.0540808222540464e-23,4.698083730968856e-32,2.791317012728564e-32,7.812780283207877e-39,8.562591827900036e-38,1.927974416782705e-33,8.228616104468863e-27,5.209048551818583e-35,1.0124940227365337e-35,2.782868572885327e-12,1.0290551917640367e-56,1.0723826808739091e-52,2.6020297217755852e-56,3.2717588892805385e-66
1.5573285684636247e-16,0.4630434845653698,1.0635945059147673e-26,3.0913359823964626e-31,1.878662248075665e-31,1.0108710107284633e-22,0.0,0.0,3.674226449023183e-21,5.715509831414495e-35,2.3019889267238937e-38,2.6791125783531903e-38,7.736520968176464e-49,6.175630950890158e-63,2.0209980698116516e-39,6.239693245513385e-29,1.6458125250074176e-26,1.2733030669356455e-38,2.2045596636871737e-71,3.22391845869165e-81,1.1147246623509894e-54,2.385247482484228e-66,4.155787218700886e-21,1.377192204326322e-65,2.1787867165549118e-41,5.346031294442338e-75,1.134699409412552e-62,2.3588256799802014e-55,7.069920301692837e-61,3.9793184373895615e-63,5.179502506681429e-53,2.5697459352330556e-77,1.9888899936110706e-72,7.006397555828335e-84,3.76,0.0,0.7671343263362771,0.999999999994434,3.866223834242787e-39,3.7845718017228525e-38,3.674237084661275e-21,4.155787281098069e-21,1.4104227251963145e-43,6.025033286961913e-42,4.5942625061950986e-35,1.0108710106489554e-22,1.8793864387438223e-31,1.1166176765090518e-31,3.1253692409293704e-38,3.4253151667698576e-37,7.71252531962427e-33,1.645812508552412e-26,2.083788987776228e-34,4.050305708884679e-35,5.566038339107113e-12,8.237241382524566e-56,8.579876041436388e-52,2.08199437949127e-55,5.235574426011568e-65
3.11474163199363e-16,0.4630434845653698,2.12724826208582e-26,6.1884615453850245e-31,7.5149555437580805e-31,2.0217968676948423e-22,0.0,0.0,7.348652248377017e-21,2.286296962693172e-34,1.8416785269645766e-37,2.1433996229417265e-37,6.189512704509234e-48,4.940739194436268e-62,8.084321113151841e-39,2.495978799866635e-28,3.2917143458962227e-26,9.751505620808168e-38,7.055134524872717e-70,5.158531903369809e-80,8.918220659627856e-54,7.633537702038304e-65,8.31179979072054e-21,2.2055613221965196e-64,8.715501499400563e-41,8.6785948632698e-74,9.07802621446722e-62,1.887180113003926e-54,5.65629426136288e-60,3.1842645474046716e-62,4.1437987506650856e-52,8.223820678405963e-76,3.182385850009491e-71,2.2422208074564208e-82,3.76,0.0,0.7671343263362771,0.9999999999888677,3.0931258404513616e-38,1.51389032135441e-37,7.34867351963172e-21,8.311800040319428e-21,1.1283962892838126e-42,4.820254876375791e-41,1.8634930751347238e-34,2.0217968673767965e-22,7.5178516582236735e-31,4.466652454827789e-31,1.250200793098918e-37,1.3701815637314054e-36,3.0851356623332715e-32,3.2917142800732215e-26,8.335495014117217e-34,1.6201882094069628e-34,1.1132375471429e-11,6.596255116463008e-55,6.864226688330949e-51,1.6659512372600376e-54,8.377525791406101e-64
6.229567759053641e-16,0.4630434845653698,4.254560406498528e-26,1.2399581491163305e-30,3.0060439882662053e-30,4.0436485816276503e-22,0.0,0.0,1.4697503847002506e-20,9.14537391429573e-34,1.4733777267326605e-36,1.7147728962475576e-36,4.951731064343726e-47,3.952684998801386e-61,3.233794141425575e-38,9.984117843419976e-28,6.583517987653654e-26,7.627226052754038e-37,2.2577298820653635e-68,8.253860937847084e-79,7.134745875919209e-53,2.8301175293033924e-63,1.6623824560347804e-20,3.5350863095460575e-63,3.4862715256877322e-40,1.4990837435030585e-72,7.26259334174706e-61,1.5097920614840523e-53,4.525178621461131e-59,2.5484655477935548e-61,3.315117740306712e-51,2.6317238965551298e-74,5.0919468465372486e-70,7.175387941624486e-81,3.76,0.0,0.7671343263362771,0.999999999977735,2.474559308401948e-37,6.055684488925398e-37,1.469754638769478e-20,1.6623825558763646e-20,9.027457271109718e-42,3.856294508656814e-40,7.659834375027419e-34,4.043648580355438e-22,3.0072018447435875e-30,1.7866973319246477e-30,5.0009227227464185e-37,5.480835714289756e-36,1.2340793718891372e-31,6.583517724353875e-26,3.3342657529276936e-33,6.480884691025987e-34,2.2265040135594322e-11,5.286856176118015e-54,5.491511696218653e-50,1.3332352658746818e-53,1.3404519813700771e-62
1.2459220013173661e-15,0.4630434845653698,8.509203235180827e-26,2.4889316226712393e-30,1.2024303170744009e-29,8.087352009493494e-22,0.0,0.0,2.93952070439248e-20,3.658186778718891e-33,1.1787160636260156e-35,1.3718545926809962e-35,3.961437253373456e-46,3.162185244454953e-60,1.2935307384903666e-37,3.9936873761321185e-27,1.3167125271100529e-25,6.032186934853623e-36,7.224873777506659e-67,1.3206345386363804e-77,5.707864439968888e-52,9.095291932781592e-62,3.324787260195432e-20,5.675633137530989e-62,1.3945227940108493e-39,3.0473355060326874e-71,5.810143606232886e-60,1.2078530651359224e-52,3.620200182992524e-58,2.0403619839472312e-60,2.652125751850008e-50,8.421677784515368e-73,8.147218526724627e-69,2.2961714646816733e-79,3.76,0.0,0.7671343263362771,0.9999999999554697,1.9796707818508864e-36,2.4222984364800523e-36,2.9395292116309615e-20,3.3247876595658085e-20,7.222167824072201e-41,3.0850707406606264e-39,3.228534754829415e-33,8.087352004404559e-22,1.2028929740693896e-29,7.146862025037538e-30,2.00040368340491e-36,2.1923549484544286e-35,4.936367698812344e-31,1.3167124217871372e-25,1.333719797524577e-32,2.592380246800473e-33,4.453033106207737e-11,4.245053411282284e-53,4.393261495893346e-49,1.0673090940140431e-52,2.1447597332557538e-61
2.4918524521413704e-15,0.4630434845653698,1.7018563144568884e-25,5.0138921592031836e-30,4.809749651992973e-29,1.617475886522626e-21,0.0,0.0,5.87906134364546e-20,1.463282154092605e-32,9.429782758160932e-35,1.0975221784967524e-34,3.169177229143583e-45,2.5297627540087223e-59,5.174148658479302e-37,1.5974827659313533e-26,2.633433983782416e-25,4.797910912349681e-35,2.3119811977720682e-65,2.1130286830256208e-76,4.566318646510246e-51,2.910910087846332e-60,6.649596269457636e-20,9.143151383886797e-61,5.578119531050334e-39,8.998100290213465e-70,4.648142432456966e-59,9.66290582109256e-52,2.896183060920388e-57,1.6347941749744336e-59,2.1217133266510583e-49,2.6949622312233553e-71,1.3035632441959533e-67,7.34783915784897e-78,3.76,0.0,0.7671343263362771,0.9999999999109392,1.5837457682340917e-35,9.689243027901397e-36,5.879078354349411e-20,6.649597866947103e-20,5.777954619416327e-40,2.4680688704809607e-38,1.423076732118144e-32,1.6174758844870146e-21,4.8115963669081005e-29,2.8587593469113246e-29,8.001769394645216e-36,8.769451284854817e-35,1.9745571193385278e-30,2.6334335624731508e-25,5.334905757138744e-32,1.0369573724022548e-32,8.906075930818301e-11,3.4208743290841066e-52,3.514630052422442e-48,8.549855006348161e-52,3.4316391017383907e-60
3.737782902965375e-15,0.4630434845653698,2.552799739857651e-25,7.56588193697655e-30,1.0220739057837725e-28,2.4262165720960294e-21,0.0,0.0,8.818601982766967e-20,3.1094792290515026e-32,2.6963323363089535e-34,3.138284810983129e-34,9.061894110241906e-45,7.233550654972218e-59,1.0995081447708821e-36,3.3946555009317647e-26,3.950155440447953e-25,1.3698581613249233e-34,1.0815982272772633e-64,7.777359754201026e-76,1.3056837275970434e-50,1.286889788994953e-59,9.974404679660851e-20,3.4965784740581884e-60,1.185352171119999e-38,4.061831878415671e-69,1.3290802466890494e-58,2.8686824343572364e-51,8.598062796346672e-57,4.8575108199459265e-59,6.066783511076986e-49,1.260765595763022e-70,4.797985189192719e-67,3.43749276600233e-77,3.76,0.0,0.7671343263362771,0.9999999998664091,4.52852953852272e-35,2.058967223555022e-35,8.818627494063344e-20,9.974408074330797e-20,1.652166981148462e-39,7.057141292959238e-38,3.21741252476892e-32,2.426216567770308e-21,1.0224657571760785e-28,6.074872694773351e-29,1.700395278277947e-35,1.8635092598248318e-34,4.195940150680008e-30,3.950154545141717e-25,1.133669085929509e-31,2.2035377119401002e-32,1.3359103394795805e-10,1.0159378143717754e-51,1.0049660622035144e-47,2.4469701828966544e-51,1.3083142441385945e-59
6.229643804613383e-15,0.4630434845653698,4.254716402584147e-25,1.2778103671964667e-29,2.825741873356453e-28,4.0436979432434834e-21,0.0,0.0,1.4697683260484078e-19,8.596807773724666e-32,1.239135937934563e-33,1.4423145885064959e-33,4.164536786469532e-44,3.324275901127297e-58,3.039820328705513e-36,9.385234171489594e-26,6.583598353833189e-25,6.28452614760155e-34,1.5797407655286847e-63,5.98397728047443e-75,6.000447780152617e-50,2.0753500854646583e-58,1.662401910383218e-19,2.912428014042576e-59,3.277154775620961e-38,9.702843890854431e-68,6.10796960095933e-58,1.3437556722108784e-50,4.027522972627996e-56,2.282089674125204e-58,2.788073475750909e-48,1.8414261029225137e-69,3.6916171005322263e-66,5.020697832737406e-76,3.76,0.0,0.7671343263362771,0.9999999997773492,2.081146977145238e-34,5.692446911605671e-35,1.4697725761473154e-19,1.6624028489107808e-19,7.593183279052488e-39,3.2432002037659575e-37,1.02737269590267e-31,4.043697931283834e-21,2.8268211216766073e-28,1.6795260185861906e-28,4.701218856734011e-35,5.152048629110283e-34,1.160055692352386e-29,6.58359587840937e-25,3.1342654653266988e-31,6.09214235534238e-32,2.2265096880642447e-10,4.816965791709446e-51,4.618458706171605e-47,1.127692801243731e-50,1.0758719083625288e-58
