Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70),CF(49),CH2F2(40),CHF2(81),S(2051)
0.006162575711502897,0.6320867909919746,3.4888359853079e-05,0.0001574085823686854,0.0014695069901911378,0.0002871433852518505,0.0,0.0,2.9119131774591927e-05,1.667244302807942e-06,0.006738436750301282,0.5051980138761691,9.597918681764708e-11,7.993424406605324e-15,9.118709348480451e-17,8.476861989272198e-17,1.0422790688871734e-13,1.791839284976546e-09,4.127057396972883e-18,-1.862011751320815e-19,4.040978405943268e-16,1.777653223966964e-22,1.9641682879665688e-17,8.917036594397776e-14,1.1694308455195444e-16,5.5475618948002895e-17,5.6077351027803516e-21,9.872901915565393e-21,2.7925153891901117e-24,2.3288896397880255e-25,2.0037606423804496e-15,1.4898236434771749e-21,1.1561650373841707e-21,4.88110329156552e-22,3.76,0.0,1.0681500481894684e-11,0.2349616314132331,0.51113153836626,4.625657352081625e-14,2.2615420464805124e-11,0.5119357534048364,9.106909563752559e-23,2.861614217482928e-23,2.9758960654033406e-12,1.6507944993710038e-09,6.992190791086041e-09,1.4002044694957408e-14,5.968119595347614e-17,1.8149256405963774e-18,7.748367261280255e-11,6.957183861041583e-07,8.106236217334448e-17,1.3605969104958394e-18,6.111761038260312e-05,3.410834700087059e-23,4.3413117859682376e-10,3.097219513880774e-23,1.056545619860966e-22,2.6364058992281893e-17,3.630307401956476e-24,2.3268855709911166e-21,4.904645425681065e-18,5.467061228695169e-14,1.9526250717048499e-10,1.1734014168207284e-10,2.696908316485605e-10,3.5983300817876256e-21,0.0001668625859255858,3.1705302658456773e-09,5.354249950071585e-10,9.411433321443576e-13
0.006176401716677943,0.6320838293631331,3.4557005933085255e-05,0.00015639380049007113,0.0014650245179270043,0.00028527365728924176,0.0,0.0,2.8958381725067035e-05,1.6583186191287773e-06,0.006692135059880157,0.5052443267672555,9.465872574087785e-11,7.917869358185853e-15,9.031827207239868e-17,8.406744869130575e-17,1.0367320763217414e-13,1.7930426198137908e-09,3.95792364143044e-18,-5.1275811488797157e-20,3.8232650081110435e-16,1.7071252733719018e-22,1.9477876902037703e-17,8.871280819886823e-14,1.1592601164815547e-16,5.368812368655042e-17,5.162419866762879e-21,9.398465836207883e-21,2.7717217967190013e-24,2.1974524401317974e-25,1.9889637502548285e-15,1.4717295456045847e-21,1.0464518571814242e-21,4.733767322377502e-22,3.76,0.0,1.0624979754200977e-11,0.23493921387086042,0.5111358976564527,4.6069952148915806e-14,2.2598806313226182e-11,0.5119357667285083,9.011308100891055e-23,2.833007854980518e-23,2.947916565175718e-12,1.6462658759298594e-09,6.974739350606116e-09,1.3990488350981413e-14,5.951196570739283e-17,1.8097821182254484e-18,7.726195647164328e-11,6.935915952859484e-07,8.091989077108772e-17,1.3583146990266699e-18,6.111177780279268e-05,3.374527831307053e-23,4.3042866927533586e-10,3.063541511976552e-23,1.0460678692321558e-22,2.6136850244969243e-17,3.4949415107164984e-24,2.3157648304793234e-21,4.8675668243695405e-18,5.419952625472011e-14,1.9342770064120253e-10,1.1699349053219414e-10,2.697166449800222e-10,3.580578562266529e-21,0.00016685141208406,3.1718277292838715e-09,5.355837173051766e-10,9.41336889005467e-13
0.006190227721852989,0.6320808967374415,3.422986410087969e-05,0.00015538907551229786,0.0014605712361415427,0.00028342198073266,0.0,0.0,2.8798904688181233e-05,1.6494675001896821e-06,0.0066462927695613684,0.5052901802252623,9.336293710034755e-11,7.843265676263627e-15,8.946017782186936e-17,8.337463897540966e-17,1.0312347520333436e-13,1.7942491285833512e-09,3.7704168586613e-18,2.032114100058562e-19,3.584803250980479e-16,1.6137308446698436e-22,1.9316027017413878e-17,8.825918191150089e-14,1.1492142474499713e-16,5.188842122282826e-17,4.845165306339552e-21,8.930890424147662e-21,2.7511474221323535e-24,2.0754985671264027e-25,1.974336494690416e-15,1.4539030149768082e-21,9.603557489217172e-22,4.588631484700901e-22,3.76,0.0,1.0569044907480899e-11,0.2349170227514399,0.5111402215061671,4.588525597006173e-14,2.2582392245564235e-11,0.5119357800053592,8.91737436212935e-23,2.804883881239838e-23,2.9202881956638393e-12,1.6417743420694062e-09,6.957421930432159e-09,1.3979070555409329e-14,5.934416215618065e-17,1.8046819319591573e-18,7.704202336766097e-11,6.914786867362923e-07,8.077909837089581e-17,1.3560445850499049e-18,6.110600414020506e-05,3.338734348823617e-23,4.2676993658525404e-10,3.030343815989457e-23,1.0357447380882639e-22,2.5912363805291804e-17,3.354975272269506e-24,2.3047382608366215e-21,4.8309092611144754e-18,5.373408343326578e-14,1.9161590770650192e-10,1.1664899037063513e-10,2.6974220244463425e-10,3.562976439551039e-21,0.00016684027093427702,3.1731376601146555e-09,5.357447882706681e-10,9.415353864837894e-13
0.00621787973220308,0.6320751170010189,3.358795011696806e-05,0.00015340926432175586,0.001451751088293171,0.0002797718641972752,0.0,0.0,2.8483717429043e-05,1.6319856201618277e-06,0.006555962470674555,0.5053805327617158,9.084322687159259e-11,7.696852971948205e-15,8.7778018817153e-17,8.201320476534865e-17,1.020386824401524e-13,1.796671800332707e-09,3.4538549709287933e-18,2.8941819449319674e-20,3.1603227120812945e-16,1.4113547845280701e-22,1.8998053333471874e-17,8.736354871676102e-14,1.12948943337239e-16,4.82753880663441e-17,4.194123843347227e-21,8.013918182508928e-21,2.7106548144478495e-24,1.8487890339760558e-25,1.945581017741359e-15,1.4190501766097164e-21,8.51451212040535e-22,4.304791667127951e-22,3.76,0.0,1.045890292830075e-11,0.2348733078948366,0.5111487645415675,4.5521532585592383e-14,2.255015738973762e-11,0.511935806420268,8.734357793704701e-23,2.750039405867424e-23,2.866062969292677e-12,1.6329010028665658e-09,6.923184188461189e-09,1.3956645377894336e-14,5.90127732603407e-17,1.794609690016916e-18,7.660743068523662e-11,6.872939654711697e-07,8.050246027711586e-17,1.351540617315585e-18,6.109463047331625e-05,3.2686526011163614e-23,4.195812115889767e-10,2.965356477735922e-23,1.0155507169520491e-22,2.5471394158432598e-17,3.085265955552547e-24,2.2829837510754062e-21,4.758832900017836e-18,5.281978818208426e-14,1.880599293931285e-10,1.1596636317025988e-10,2.697925630876394e-10,3.528302888658778e-21,0.00016681808560057277,3.175794852097097e-09,5.360739500337049e-10,9.419471106603364e-13
0.006245531742553171,0.6320694488381569,3.296209736562044e-05,0.00015146810699198773,0.001443044273689921,0.00027619123661780614,0.0,0.0,2.817346721489768e-05,1.6147921062160147e-06,0.006467398986616221,0.5054691183547682,8.841588914942083e-11,7.554070200457558e-15,8.613762428082536e-17,8.068355618888158e-17,1.0097309835375232e-13,1.7991075525233679e-09,3.202872891416455e-18,4.6831524566990235e-21,2.798066881724709e-16,1.2476199166954638e-22,1.8687556530897327e-17,8.6483124744193e-14,1.1102414617321849e-16,4.4743857302140135e-17,3.6399866038097e-21,7.147326755063977e-21,2.6710016915495745e-24,1.6390261315236145e-25,1.917475014447794e-15,1.3852654993710786e-21,7.574525196854134e-22,4.0336787634812545e-22,3.76,0.0,1.0351015830047623e-11,0.23483046355444692,0.5111571707245477,4.51651943206904e-14,2.2518702104751426e-11,0.5119358326528534,8.55757563079377e-23,2.697000363991473e-23,2.8131776468358655e-12,1.6241714485163656e-09,6.889467763391494e-09,1.3934758835335191e-14,5.868690752970527e-17,1.784705220539618e-18,7.617974582713093e-11,6.831631387701438e-07,8.023227111598749e-17,1.3470849820863998e-18,6.108348332121145e-05,3.200522107914532e-23,4.1255993872032984e-10,2.902194115244085e-23,9.95940847078361e-23,2.504083001897805e-17,2.8324278353231104e-24,2.2616360000907655e-21,4.688368427376551e-18,5.192706327849623e-14,1.845917725242616e-10,1.152921028602429e-10,2.698419396664966e-10,3.494367931437431e-21,0.00016679602773622438,3.1785016861205966e-09,5.364124264591662e-10,9.423783187567664e-13
0.006273183752903262,0.6320638894031164,3.23518048900348e-05,0.0001495645958988752,0.0014344485786342025,0.00027267835501275194,0.0,0.0,2.7868053819232235e-05,1.59788058223995e-06,0.006380556949598577,0.5055559823743719,8.607696159209562e-11,7.414805563610816e-15,8.453787595547391e-17,7.938474045133456e-17,9.992628493347906e-14,1.8015566179448522e-09,2.9659587752098394e-18,5.328012561014945e-20,2.47235781214857e-16,1.1024848805280537e-22,1.8384310399352707e-17,8.561758671131951e-14,1.0914559482619283e-16,4.14117899885339e-17,3.1816367224239434e-21,6.359731657026512e-21,2.632206023456854e-24,1.4507890212859597e-25,1.8899999134479027e-15,1.3525000637130126e-21,6.681466023939901e-22,3.781562467336531e-22,3.76,0.0,1.0245326669343684e-11,0.2347884671897531,0.5111654432103084,4.481604028331054e-14,2.248801283324051e-11,0.5119358587063293,8.38675542697529e-23,2.645689556959874e-23,2.7615910673037847e-12,1.6155827183536387e-09,6.856263046646531e-09,1.3913400811902402e-14,5.836644634748117e-17,1.77496492381169e-18,7.575882380918095e-11,6.790851514209941e-07,7.996836009286543e-17,1.3426776823643004e-18,6.107255681796924e-05,3.134277886600256e-23,4.057012310994142e-10,2.840795636229406e-23,9.768934535278649e-23,2.4620362823289185e-17,2.5972654339527595e-24,2.240659991766991e-21,4.6194687737153954e-18,5.105526922980099e-14,1.8120874073313582e-10,1.14626055991559e-10,2.698903574360631e-10,3.461060662651834e-21,0.00016677409520061504,3.1812579877626793e-09,5.367601613197556e-10,9.42828823702687e-13
0.006300835763253353,0.6320584359243685,3.175659039374077e-05,0.0001476977562260343,0.0014259618474141088,0.0002692315306004032,0.0,0.0,2.7567379532460993e-05,1.5812448468555925e-06,0.006295392438671653,0.5056411687435951,8.382267525663175e-11,7.278951361857043e-15,8.297790311244554e-17,7.811579658560053e-17,9.889780499342751e-14,1.804019211045439e-09,2.7528735825406963e-18,-1.6323892573524257e-21,2.200363916949763e-16,9.809059531862893e-23,1.808809861413951e-17,8.476661696578925e-14,1.073119009042467e-16,3.8332946627559674e-17,2.7737380378132534e-21,5.6559055076683816e-21,2.5943270310499908e-24,1.28602130103911e-25,1.863137735989025e-15,1.3207187005194947e-21,5.907012163351504e-22,3.5508727899922357e-22,3.76,0.0,1.014178021957365e-11,0.23474729698238622,0.5111735850601318,4.4473876237043894e-14,2.2458076268716866e-11,0.511935884583835,8.221638473201933e-23,2.5960335302569575e-23,2.71126357545887e-12,1.6071319233736428e-09,6.823560619455839e-09,1.389256141018098e-14,5.805127416101375e-17,1.7653852929602877e-18,7.534452333856837e-11,6.750589759150559e-07,7.971056219902949e-17,1.3383186021470108e-18,6.106184528562314e-05,3.069857183365181e-23,3.9900037299206733e-10,2.781102060790472e-23,9.583878621501507e-23,2.4209695021099625e-17,2.3859076055188624e-24,2.2200528586969407e-21,4.552088829416289e-18,5.0203789361743076e-14,1.779082362341674e-10,1.1396807282794091e-10,2.6993784084627674e-10,3.4283855711036486e-21,0.000166752285899694,3.184063565490776e-09,5.37117096201968e-10,9.432984375269439e-13
0.006328487773603444,0.6320530857341514,3.117598944075571e-05,0.00014586664456264122,0.0014175819805385573,0.0002658491267598408,0.0,0.0,2.7271349077449825e-05,1.5648788679551124e-06,0.00621186292373821,0.5057247199946066,8.164944454206716e-11,7.146403824097196e-15,8.145610535226388e-17,7.687588800492645e-17,9.788723956003149e-14,1.8064955291458641e-09,2.568837059302903e-18,5.081172235117407e-21,1.973337879616305e-16,8.795911221808078e-23,1.7798716507770683e-17,8.39298994490935e-14,1.0552172380764657e-16,3.551801855543828e-17,2.4315738215178673e-21,5.028226434591347e-21,2.5573847663651523e-24,1.1418267334852939e-25,1.8368710904993075e-15,1.2898848912627366e-21,5.250380578732603e-22,3.3405476007740403e-22,3.76,0.0,1.0040322912811019e-11,0.23470693180812915,0.5111815992447486,4.4138513501084155e-14,2.2428879351485404e-11,0.5119359102884371,8.061980194363439e-23,2.547962913327344e-23,2.662156958694574e-12,1.5988162441265736e-09,6.791351249873639e-09,1.387223094588532e-14,5.774127838261477e-17,1.755962910961717e-18,7.493670669804032e-11,6.710836116039762e-07,7.945871797201955e-17,1.334007507513157e-18,6.105134322687358e-05,3.0071995541684745e-23,3.9245281267366025e-10,2.723056580043605e-23,9.404042715625977e-23,2.3808539606885327e-17,2.1971344611642467e-24,2.199810312656086e-21,4.486185196525197e-18,4.9372028848321166e-14,1.74687755693288e-10,1.1331800724805511e-10,2.699844135732659e-10,3.3963418204522704e-21,0.00016673059778474285,3.1869182122959367e-09,5.374831707851117e-10,9.437869717359734e-13
0.006356139783953535,0.6320478362405079,3.0609554713395624e-05,0.00014407034771949113,0.001409306932684604,0.0002625295570447509,0.0,0.0,2.6979869522856817e-05,1.5487767774137837e-06,0.006129927211551122,0.5058066773226808,7.955385677861778e-11,7.017062945336225e-15,7.997144094292274e-17,7.56641562832805e-17,9.689418282526956e-14,1.8089857532440837e-09,2.4047587241333093e-18,2.0615143524874123e-20,1.7669748033546998e-16,7.874841849915033e-23,1.751596635972527e-17,8.310712389627398e-14,1.0377376934817644e-16,3.2954866117288004e-17,2.1457430778983147e-21,4.470101488548837e-21,2.5213441127810105e-24,1.0153604543885841e-25,1.8111831568876102e-15,1.2599648594554829e-21,4.69585926767301e-22,3.1486674983550487e-22,3.76,0.0,9.94090278242887e-12,0.234667351209916,0.5111894886477705,4.3809768919364773e-14,2.2400409255059173e-11,0.5119359358231322,7.907547919218353e-23,2.5014115949988823e-23,2.6142343884435e-12,1.5906329285488336e-09,6.759625889949873e-09,1.3852399936982392e-14,5.743634929146552e-17,1.7466944476735682e-18,7.453523962802339e-11,6.671580837189232e-07,7.921267324103198e-17,1.3297440789300387e-18,6.104104531805989e-05,2.946246663703684e-23,3.860541558516345e-10,2.666604356751798e-23,9.229236793987028e-23,2.3416619687639997e-17,2.0253557463773086e-24,2.1799099172824287e-21,4.42171575929945e-18,4.8559413816219474e-14,1.7154488639461863e-10,1.1267571661942358e-10,2.7003009854937303e-10,3.3648740942217478e-21,0.0001667090288511477,3.189821706726567e-09,5.378583230239504e-10,9.442942375258648e-13
0.006411443804653717,0.6320376293842507,2.9517475930533596e-05,0.00014057869049567245,0.001393063373848103,0.00025607281480035277,0.0,0.0,2.6410202790196984e-05,1.5173415780997766e-06,0.005970678823811018,0.5059659685895133,7.558276984361417e-11,6.767619046155454e-15,7.710917340882535e-17,7.332191706904904e-17,9.495900910233091e-14,1.8140085655905999e-09,2.1198762429972315e-18,1.1549614553132578e-20,1.4121903076982954e-16,6.292032189682555e-23,1.6969595619233196e-17,8.15021976244025e-14,1.0039957723443289e-16,2.8476526493891546e-17,1.6561809379631886e-21,3.516367947846364e-21,2.4518059907298544e-24,8.043715975555973e-26,1.7614789151371505e-15,1.2027364582598426e-21,3.745468659001715e-22,2.8094693294642263e-22,3.76,0.0,9.747973882014384e-12,0.23459046510736328,0.5112049042253772,4.317142995033999e-14,2.2345599381872106e-11,0.5119359863944454,7.613488416934134e-23,2.4126185489542373e-23,2.5218006507526108e-12,1.5746527086143745e-09,6.697591909351277e-09,1.3814199352523749e-14,5.684126619883403e-17,1.7286063782853822e-18,7.375083394322996e-11,6.594527628835299e-07,7.873739083761544e-17,1.32135868041949e-18,6.102104148689281e-05,2.829232514964218e-23,3.7368672558165776e-10,2.5582705143076276e-23,8.893994685067723e-23,2.2659426886437845e-17,1.726414439040803e-24,2.141089729872099e-21,4.296918412886427e-18,4.6989424416668946e-14,1.6548276133064502e-10,1.1141390657363307e-10,2.701188934166346e-10,3.3035662412261836e-21,0.00016666624072356892,3.1957742853881983e-09,5.38635604274345e-10,9.45364207576109e-13
0.006466747825353899,0.6320277962090494,2.847709058507172e-05,0.00013721604155012964,0.0013772158266832982,0.00024984954829896446,0.0,0.0,2.5857680376969313e-05,1.4868953850135407e-06,0.005817342616011724,0.5061193472188975,7.188523275494435e-11,6.529889063905665e-15,7.438239829817463e-17,7.108277488534547e-17,9.30892020441353e-14,1.8190887957589735e-09,1.8506865096005545e-18,2.5099019600296966e-20,1.0777111124169912e-16,4.800687919488605e-23,1.6447519479189338e-17,7.994951510071075e-14,9.71798484357149e-17,2.4649096542003135e-17,1.1931895048009323e-21,2.7405243452465707e-21,2.385318321260868e-24,6.397902262821106e-26,1.7139012521063624e-15,1.1487867939869087e-21,2.856630594432641e-22,2.5193154167204997e-22,3.76,0.0,9.562607795488628e-12,0.23451648743476694,0.511219853234453,4.255750388783634e-14,2.229354860870489e-11,0.5119360363204117,7.33782100284892e-23,2.3291878167934916e-23,2.4336932498846396e-12,1.559170531957126e-09,6.6373898536729445e-09,1.377788769851645e-14,5.626520145354007e-17,1.7110960905824895e-18,7.299029777289622e-11,6.519357017212373e-07,7.828357963559631e-17,1.3131589350083017e-18,6.100179443445568e-05,2.71838975421953e-23,3.618658408001612e-10,2.4557012641587197e-23,8.576785415986708e-23,2.1936088271230817e-17,1.4644799585787082e-24,2.103486620674362e-21,4.1773879631941525e-18,4.548961722441509e-14,1.5970423002639143e-10,1.1018156760014627e-10,2.7020439505993357e-10,3.2442217068296947e-21,0.00016662390631946945,3.201919274519942e-09,5.39448413600033e-10,9.465068351907615e-13
0.006522051846054081,0.6320183186843116,2.7485365555460968e-05,0.00013397607269235442,0.0013617497082244348,0.00024384869522419192,0.0,0.0,2.5321636756203328e-05,1.4573966354862568e-06,0.005669632319680214,0.5062670994940267,6.843929023758719e-11,6.303193239315885e-15,7.178332921485613e-17,6.894132083150432e-17,9.128187494664157e-14,1.8242273748858137e-09,1.6529426569239768e-18,8.244011449187855e-21,8.128925594090087e-17,3.619969248174155e-23,1.5948388934575616e-17,7.844686748858206e-14,9.410575049356335e-17,2.1372458442791242e-17,9.318499233690216e-22,2.1297857117019676e-21,2.3217038179559763e-24,5.1054607587630835e-26,1.6683345236269302e-15,1.097895696786576e-21,2.32620369735967e-22,2.2748011895780927e-22,3.76,0.0,9.384441137672578e-12,0.23444527612591826,0.511234355908933,4.196671952731465e-14,2.22441624395387e-11,0.511936085622664,7.079069557307598e-23,2.2506992317992726e-23,2.349661759548441e-12,1.5441666382398488e-09,6.578953632693274e-09,1.3743395993998864e-14,5.570737247287777e-17,1.694139828568053e-18,7.225267193028559e-11,6.445999521231164e-07,7.785017632112245e-17,1.305141290950332e-18,6.09832671906825e-05,2.6133251672618778e-23,3.5056140124750035e-10,2.3585272476889864e-23,8.276358466199281e-23,2.12447125530259e-17,1.2448439361393161e-24,2.0671163213285074e-21,4.062837318743417e-18,4.4056072292596415e-14,1.5419288504599247e-10,1.0897767421156612e-10,2.702867628578777e-10,3.1869408826224872e-21,0.00016658201107725093,3.208254472192688e-09,5.402962048204668e-10,9.477206104529651e-13
0.006577355866754263,0.6320091799266528,2.6539479270509192e-05,0.00013085284040652577,0.0013466511509654289,0.00023805983872531914,0.0,0.0,2.4801438006127128e-05,1.4288059279782589e-06,0.0055272787534298515,0.506409494610395,6.522498330151145e-11,6.086898578932108e-15,6.930447053567667e-17,6.689197926582471e-17,8.953431263512789e-14,1.8294250386963253e-09,1.4906468005942142e-18,-1.1792028508479647e-20,6.664310240511487e-17,2.96442805157195e-23,1.5470928014512315e-17,7.69921570663793e-14,9.116904584273033e-17,1.868304310130819e-17,6.6261554667949255e-22,1.6520936327659571e-21,2.2608947221094443e-24,4.150097822838226e-26,1.6246705917716768e-15,1.0498515826233917e-21,1.805301927677911e-22,2.0693568556186186e-22,3.76,0.0,9.213131411559587e-12,0.23437669763593957,0.5112484313562893,4.139788733816109e-14,2.219734980027598e-11,0.5119361343218835,6.835892267080835e-23,2.1767695204989982e-23,2.269472944953042e-12,1.5296221903242194e-09,6.522219787566898e-09,1.3710658097058949e-14,5.5167035280115795e-17,1.6777150067003767e-18,7.153704388110015e-11,6.374389076394219e-07,7.743618403593789e-17,1.2973023781102586e-18,6.096542500328275e-05,2.513674571422378e-23,3.397452826245439e-10,2.2664064526068222e-23,7.99156910813254e-23,2.0583534709233193e-17,1.0789385623528558e-24,2.031917007657457e-21,3.952997567335401e-18,4.268513131402581e-14,1.4893344472011854e-10,1.0780124782242243e-10,2.7036614668080734e-10,3.1316048440370993e-21,0.0001665405410396334,3.214777527480347e-09,5.411784158349195e-10,9.490040302323132e-13
0.006632659887454445,0.6320003639620871,2.5636804843379493e-05,0.00012784075832725038,0.001331906959310292,0.00023247316307099334,0.0,0.0,2.4296480012851884e-05,1.4010858919495775e-06,0.005390028619491301,0.5065467858792972,6.222415039811699e-11,5.8804151848497846e-15,6.69388897348e-17,6.493006183201376e-17,8.784392019615118e-14,1.8346823466928296e-09,1.3787402977524072e-18,1.1902369038025403e-20,5.738190890245236e-17,2.55941629121433e-23,1.5013968843680095e-17,7.558339924592927e-14,8.836204778716805e-17,1.6634351271769348e-17,5.846517450584518e-22,1.2994969849022877e-21,2.2026939805322266e-24,3.477484075863452e-26,1.5828082396731165e-15,1.004472489096065e-21,1.6058122874793758e-22,1.8985866286806307e-22,3.76,0.0,9.048355660847244e-12,0.23431062633936178,0.5112620976330915,4.084989458873127e-14,2.215302290452314e-11,0.5119361824378504,6.607078708909007e-23,2.107053167243598e-23,2.1929094162094727e-12,1.5155192260548647e-09,6.467127395290292e-09,1.3679610566270367e-14,5.4643482321616055e-17,1.6618001438275507e-18,7.084254513331473e-11,6.304462826263279e-07,7.704066733629659e-17,1.289638863166301e-18,6.094823518106752e-05,2.4191009474008312e-23,3.2939118853647375e-10,2.179022544070197e-23,7.721367411171507e-23,1.9950906340397786e-17,9.566480478872567e-25,1.997850178918022e-21,3.84761725432166e-18,4.1373377643440395e-14,1.4391166501210232e-10,1.0665135411004905e-10,2.7044268756009723e-10,3.078152080015323e-21,0.00016649948282363415,3.2214859641814964e-09,5.420944721398345e-10,9.503556018644327e-13
0.006687963908154627,0.6319918558014874,2.4774894394319416e-05,0.00012493457165173273,0.0013175045693091508,0.0002270794124555185,0.0,0.0,2.3806186829405437e-05,1.3742010631745981e-06,0.005257643387204616,0.5066792118443657,5.942024355699073e-11,5.683192839705202e-15,6.468025682314254e-17,6.305050485307334e-17,8.62082047960354e-14,1.83999969867935e-09,1.290364922603912e-18,5.472636451387993e-21,4.722898623890316e-17,2.096023543937991e-23,1.457637370215057e-17,7.421869811104558e-14,8.567757413107141e-17,1.5094653066029288e-17,5.134535905139211e-22,1.063780330760205e-21,2.1468439655309796e-24,2.949125766382023e-26,1.5426524987508258e-15,9.615688974456102e-22,1.4587628029656837e-22,1.7594551331317594e-22,3.76,0.0,8.889809201627954e-12,0.23424694397163587,0.5112753718150891,4.0321696105798146e-14,2.2111097153487268e-11,0.5119362299894947,6.391522499451493e-23,2.041232860565177e-23,2.119768376018361e-12,1.5018406136204274e-09,6.413617974151362e-09,1.3650192545939184e-14,5.41360404361231e-17,1.6463748017499914e-18,7.016834881172101e-11,6.236160929875935e-07,7.666274756049092e-17,1.2821469876531465e-18,6.093166694857875e-05,2.3292902388978726e-23,3.1947451134574e-10,2.0960808835213074e-23,7.464787257876105e-23,1.934528661503933e-17,8.581770893427843e-25,1.9648065024834947e-21,3.7464607588495614e-18,4.011761754046323e-14,1.3911425755730693e-10,1.0552710059419972e-10,2.7051651830904867e-10,3.0263320909064704e-21,0.0001664588235919866,3.2283772008232527e-09,5.430437896115238e-10,9.517738457741415e-13
0.006743267928854809,0.631983641296403,2.3951464949315876e-05,0.00012212933354231956,0.0013034320109673084,0.00022186985296642815,0.0,0.0,2.3330009115559468e-05,1.3481177674904202e-06,0.005129898265320986,0.5068069973092956,5.6798171107481094e-11,5.4947179271879356e-15,6.252259902017758e-17,6.12488985692629e-17,8.462481265565895e-14,1.8453773500409288e-09,1.1811968937342726e-18,-1.1941566400206065e-20,3.8318145440059394e-17,1.7104015489416593e-23,1.415711651369203e-17,7.289622994679008e-14,8.310890810801405e-17,1.378564465849179e-17,3.5469063498004414e-22,8.807164477919862e-22,2.0932137278627938e-24,2.5823001545161336e-26,1.504114293321316e-15,9.209899173998223e-22,1.1353394521895257e-22,1.6399008713206384e-22,3.76,0.0,8.73720443384352e-12,0.23418553911530948,0.5112882700620156,3.981230690702953e-14,2.2071491019476034e-11,0.5119362769949379,6.18822190663014e-23,1.979021364671656e-23,2.049860488181784e-12,1.4885700081439877e-09,6.361635386008593e-09,1.362234564714573e-14,5.364406892019357e-17,1.6314195266456406e-18,6.951366734099036e-11,6.169426381303832e-07,7.630159865868061e-17,1.2748226024156671e-18,6.091569131234948e-05,2.2439507963780148e-23,3.0997220615983493e-10,2.0173079102243058e-23,7.220938606582098e-23,1.8765234107640192e-17,7.737636831059366e-25,1.9327334369037897e-21,3.649307655455682e-18,3.8914863258923703e-14,1.3452881559721344e-10,1.0442763432312232e-10,2.705877640945358e-10,2.9760434518316726e-21,0.00016641855102620233,3.2354485678485794e-09,5.440257769381459e-10,9.532572976096455e-13
0.006798571949554991,0.6319757071073924,2.316438564581895e-05,0.00011942038375152758,0.001289677873013085,0.00021683623771680973,0.0,0.0,2.2867422660040698e-05,1.3228040150252832e-06,0.005006581261870847,0.5069303542780031,5.4344153529364867e-11,5.314510635336751e-15,6.046018364378828e-17,5.952129370058416e-17,8.309154028146528e-14,1.8508154262903211e-09,1.0830450686683748e-18,1.375359572324759e-20,3.1163800521638295e-17,1.3856549300821876e-23,1.3755219101675116e-17,7.161426125285883e-14,8.064976640792386e-17,1.2553843473179005e-17,2.421754875715074e-22,6.925451199092048e-22,2.041718259358431e-24,2.284784739429799e-26,1.4671101002802563e-15,8.82574227093279e-22,9.068640623176761e-23,1.5268500965032713e-22,3.76,0.0,8.590269746878697e-12,0.234126306730093,0.5113008076772936,3.9320801078994004e-14,2.2034125908415975e-11,0.5119363234715382,5.996266506665038e-23,1.9201574014069606e-23,1.983008852270776e-12,1.4756918108739907e-09,6.311125739185441e-09,1.3596013819672752e-14,5.316695771782743e-17,1.6169157942661133e-18,6.887775027707266e-11,6.104204841216748e-07,7.59564432426224e-17,1.2676617069544421e-18,6.090028093858694e-05,2.1628112059876367e-23,3.0086267662257485e-10,1.9424490514423323e-23,6.989001040036945e-23,1.8209399388747533e-17,6.968791167141418e-25,1.9016236962418034e-21,3.555951804058042e-18,3.776231769689728e-14,1.3014374686628719e-10,1.0335213970273147e-10,2.706565429598926e-10,2.927308269165953e-21,0.0001663786533013094,3.242697323572671e-09,5.450398379285212e-10,9.548045103581583e-13
