Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70),CF(49),CH2F2(40),CHF2(81),S(2051)
2.228702568281986e-12,0.6023720504731896,1.3912398871165723e-17,2.1424225083058436e-20,1.2117978349361894e-20,2.111352043951121e-13,0.0,0.0,7.325361737157045e-14,2.3362208413844953e-22,6.514115376600543e-22,1.3189919025938337e-20,1.2969868414297317e-29,2.4433970465125636e-39,2.880837983461546e-24,2.4050948869426045e-16,1.2196519890202202e-16,3.301094675206771e-22,2.2737900093110014e-41,9.59605135753435e-51,6.784556528627215e-33,9.045914282197025e-37,1.876876088761494e-12,2.147889207116248e-33,5.77885457229105e-26,7.146300025062751e-45,5.942063358489427e-38,4.750542367177836e-33,9.496640941277668e-38,6.023177523744912e-39,9.614719097205249e-33,2.473339058590161e-47,7.513501119344701e-44,9.493183027162498e-52,3.76,0.0,0.5121033285784344,0.999998434274805,1.0715971466586608e-22,2.3235623734216778e-23,7.32671434735958e-14,1.877116644342022e-12,3.37719668100517e-27,1.1380260555202668e-25,1.8259765598988023e-20,2.1113480489786242e-13,1.0818551007477256e-20,4.483231410489168e-21,4.1069750234886547e-25,4.949034749740765e-24,3.749618474327127e-19,1.219552736624877e-16,5.415448131172494e-22,3.662307269676467e-21,1.5657251218379143e-06,7.990594820170559e-35,1.0585060487708341e-21,4.989670692035314e-34,2.4760985110212395e-39,5.669096736106251e-31,3.2019274865108995e-46,3.312626374582243e-33,3.253527027322396e-38,1.2909059439486136e-29,4.685234931028496e-23,2.4781900657299002e-49,1.4494720816840345e-24,3.3549252694097245e-33,3.0661478263400377e-24,6.285788182167331e-26,5.575943139265556e-35,3.227431066995036e-42
2.802405793623134e-12,0.6023720504732512,1.7629267989590564e-17,2.7459094232302287e-20,1.9380291772131057e-20,2.6548473946032233e-13,0.0,0.0,9.21102362384274e-14,3.6937849592079627e-22,1.2939283072656878e-21,2.1181730226268555e-20,2.57687081535239e-29,4.853467584077439e-39,4.554749108748738e-24,3.802515693641493e-16,1.533610605900541e-16,6.554706807071319e-22,7.119666166709389e-41,2.3922308867007223e-50,1.347710404191209e-32,2.8386582144374616e-36,2.3599357783324693e-12,4.266568868484491e-33,9.136847892159288e-26,2.7526678998012696e-44,1.1803366686777138e-37,9.437691669015551e-33,1.8864258620529044e-37,1.200473086035628e-38,1.9099286612156123e-32,7.743907795613373e-47,1.872638154652794e-43,2.97294921460729e-51,3.76,0.0,0.512103328577878,0.9999980327603744,2.1285745915187653e-22,3.673772372106258e-23,9.212724691471034e-14,2.3603161108688046e-12,6.718524355714971e-27,2.259462772905047e-25,3.6181741942386406e-20,2.6548410766434207e-13,1.7105232178528716e-20,7.088382139169544e-21,6.500359759567856e-25,7.818460776894302e-24,5.928480901672364e-19,1.5334531253160615e-16,8.561437826366583e-22,5.79045133161041e-21,1.967239533529527e-06,1.6835665656295482e-34,1.673596779561602e-21,9.95223533715665e-34,6.187984077341111e-39,1.1254457166367758e-30,1.0017357565200581e-45,6.580057426324616e-33,8.108894841470753e-38,2.5642814380801727e-29,7.40737013112131e-23,6.292943010149295e-49,2.867773999194545e-24,6.664094575810657e-33,4.8478660386796276e-24,9.938423858450346e-26,1.1075942454468889e-34,8.043830941433824e-42
3.949812244305431e-12,0.6023720504733739,2.5243282610963762e-17,4.039971891315683e-20,3.9377240970978125e-20,3.7418381021047126e-13,0.0,0.0,1.2982345109530032e-13,7.337739815732786e-22,3.621059655563073e-21,4.3408238529529984e-20,7.21492745350738e-29,1.35826499440564e-38,9.047548831929367e-24,7.553075329650027e-16,2.1615299780083943e-16,1.8335725709472883e-21,4.098322140022382e-40,9.541917607291022e-50,3.77197956516632e-32,1.6361911206266635e-35,3.3259595537268952e-12,1.1940696393814216e-32,1.815018361994449e-25,2.27122043568608e-43,3.3033936519313895e-37,2.641997430513597e-32,5.279546500147905e-37,3.3831608447769334e-38,5.345601579213213e-32,4.457404211193203e-46,7.465635063799055e-43,1.7121676841689425e-50,3.76,0.0,0.5121033285767651,0.9999972316016184,5.956891461566797e-22,7.297992988880014e-23,1.2984743438769188e-13,3.3267150543053864e-12,1.886166214585274e-26,6.316972662779657e-25,1.0094623080656049e-19,3.7418255453166757e-13,3.398004927922905e-20,1.408102662693099e-20,1.2940220654342728e-24,1.5505911799175105e-23,1.1776910663544677e-18,2.161214939529556e-16,1.7003817371334234e-21,1.1502783856842134e-20,2.7683982518697857e-06,5.27208405788837e-34,3.3246128276995043e-21,2.8090041917955794e-33,2.468867489669634e-38,3.1458650705034193e-30,5.755765437516603e-45,1.8414514717126908e-32,3.232625365673434e-37,7.176707827359867e-29,1.4713113167800194e-22,2.602315332925907e-48,7.9896380221322e-24,1.8649791856696854e-32,9.630324532387162e-24,1.97427811382988e-25,3.0997163695016933e-34,3.2067350498106275e-41
5.097218694987727e-12,0.6023720504734967,3.311095898701717e-17,5.472610898237115e-20,6.704145659940737e-20,4.82882882045023e-13,0.0,0.0,1.6753663552811647e-13,1.2220129276661235e-21,7.781358343072817e-21,7.456206582295124e-20,1.5511583889583399e-28,2.9188437193389215e-38,1.5066770937555084e-23,1.2577646355681935e-15,2.7894531520193117e-16,3.939293560532721e-21,1.443116433623076e-39,2.6362488911511373e-49,8.106608455280586e-32,5.763048664591016e-35,4.291855871788267e-12,2.5661013509550416e-32,3.0226548849929015e-25,1.006679275040933e-42,7.099173110874944e-37,5.679196575169783e-32,1.134610082370783e-36,7.318594695064503e-38,1.1488623949917352e-31,1.5695349864362497e-45,2.0616638904785733e-42,6.031521855861551e-50,3.76,0.0,0.5121033285756522,0.9999964329298809,1.2801018854738317e-21,1.2153953132933663e-22,1.6756759615630456e-13,4.293114011585606e-12,4.0655015344032984e-26,1.3562058570402188e-24,2.1650675348285767e-19,4.828807898454321e-13,5.659027836898799e-20,2.3450078834048385e-20,2.1595606482127068e-24,2.5780781945585112e-23,1.9612914112805453e-18,2.78892482383798e-16,2.8311891498788417e-21,1.9156505767500907e-20,3.5670699516409143e-06,1.2478598230146401e-33,5.536739786083007e-21,6.08525500846686e-33,6.813318877638381e-38,6.752621647728023e-30,2.0237155374312145e-44,3.957171901860333e-32,8.926622740052172e-37,1.5423310863539675e-28,2.450010030589987e-22,7.420334794794656e-48,1.7127097204786552e-23,4.007751384112419e-32,1.6038140995930133e-23,3.28792528438293e-25,6.661266117810997e-34,8.8552926329643e-41
7.39203159635232e-12,0.6023720504737424,4.9671251080040526e-17,8.861309320727855e-20,1.471498432728872e-19,7.00281030205146e-13,0.0,0.0,2.4296291349593593e-13,2.5700207761703423e-21,2.372895005113964e-20,1.667607240593324e-19,4.734888593308691e-28,8.901185974171336e-38,3.168345488436446e-23,2.6447483232766203e-15,4.0453154645795666e-16,1.2009779205909969e-20,9.585821604743479e-39,1.1810770288253773e-48,2.4727912194047542e-31,3.8281764329954923e-34,6.223266204634671e-12,7.826160469765029e-32,6.356791094520383e-25,9.954084121010572e-42,2.1651562408835958e-36,1.7329824576213154e-31,3.460466808665152e-36,2.2628897960910286e-37,3.504292542420242e-31,1.0425278706114799e-44,9.226654953251672e-42,4.010749637871108e-49,3.76,0.0,0.5121033285734264,0.9999948430166505,3.903717840217955e-21,2.5561131898829177e-22,2.430078434163558e-13,6.2259119676751376e-12,1.2476305124929413e-25,4.1276263853009484e-24,6.584668811489038e-19,7.002766258152297e-13,1.1901763892041243e-19,4.9317168424609603e-20,4.5607220529123375e-24,5.404179229474335e-23,4.124748456758573e-18,4.044188903394097e-16,5.951790864005828e-21,4.0288102636685864e-20,5.156983106558856e-06,4.543014147836996e-33,1.164431747956343e-20,1.887086193453224e-32,3.041600153638847e-37,2.054330448825586e-29,1.3394857445207187e-43,1.2067528888164202e-31,3.994544697617141e-36,4.704022343312375e-28,5.151435850537879e-22,3.575667745660322e-47,5.209466382579724e-23,1.2221899939983014e-31,3.372982493837254e-23,6.914853895940112e-25,2.031475908890699e-33,3.962809954816977e-40
9.457363207580455e-12,0.6023720504739637,6.56035997303234e-17,1.2655181151716337e-19,2.4992939778422134e-19,8.959393703627508e-13,0.0,0.0,3.108464605545374e-13,4.206771409815516e-21,4.96873285907465e-20,2.8822417415645903e-19,9.922927883006349e-28,1.8639179035072365e-37,5.185625796847987e-23,4.328409598959878e-15,5.175615982722895e-16,2.5144931973524894e-20,3.191550185085148e-38,3.1408027891914487e-48,5.1793595920910105e-31,1.274505396955769e-33,7.96109977249405e-12,1.6389281139363683e-31,1.0404957723877818e-24,4.106200664899259e-41,4.5342515787398755e-36,3.6307915437573186e-31,7.246988280502343e-36,4.793348907618913e-37,7.3393883603814605e-31,3.471038549885595e-44,2.4515289206932267e-41,1.3363766528793698e-48,3.76,0.0,0.5121033285714233,0.9999934205231671,8.174376493938389e-21,4.184025227622929e-22,3.1090398013713127e-13,7.965430175496378e-12,2.626353156659755e-25,8.628833978298439e-24,1.3764032218509798e-18,8.95932154682266e-13,1.9481904389352085e-19,8.072426663158688e-20,7.493058816223226e-24,8.819806189229262e-23,6.751570495780138e-18,5.173749227196747e-16,9.738590659868238e-21,6.594605361798564e-20,6.579476522088736e-06,1.0815776801858862e-32,1.906011427352518e-20,4.006949033448036e-32,8.064600324887837e-37,4.293121250170014e-29,4.4487409476067736e-43,2.526935634573329e-31,1.0612674492104043e-35,9.851319111830694e-28,8.4304397376883595e-22,1.0070674788798731e-46,1.089526256266734e-22,2.5592833488281872e-31,5.521100736921529e-23,1.1318672644787552e-24,4.25407968943669e-33,1.0528739547980948e-39
1e-11,0.6023720504741847,6.996347101674577e-17,1.3789499244387807e-19,2.8209520893499685e-19,9.473458448662974e-13,0.0,0.0,3.2868189032918675e-13,4.703365374223465e-21,5.873835917892301e-20,3.268503155205426e-19,1.173309095341718e-27,2.203464619226891e-37,5.797616885954632e-23,4.839162616413814e-15,5.472591236971957e-16,2.972463852389599e-20,4.2109418119895075e-38,3.9230940175517524e-48,6.123332224729518e-31,1.6815526690480945e-33,8.417622603436943e-12,1.9375273189226208e-31,1.1633157203191586e-24,5.737104897923557e-41,5.3603712231586584e-36,4.292806965423065e-31,8.567394018039405e-36,5.683778218787602e-37,8.67682103304558e-31,4.579702834143946e-44,3.0613936534037625e-41,1.7636159659061718e-48,3.76,0.0,0.512103328570897,0.9999930481017368,9.663472520865622e-21,4.677940352034159e-22,3.2874272047516294e-13,8.422464092413443e-12,3.1091198282540896e-25,1.01961978216173e-23,1.6264578620044412e-18,9.473377755510954e-13,2.1781774614366643e-19,9.02531266351892e-20,8.38572412178454e-24,9.85330925084215e-23,7.548546113035998e-18,5.470497442024451e-16,1.0887116680403889e-20,7.37307311881283e-20,6.951897934581854e-06,1.3195401812022482e-32,2.131008045923837e-20,4.754287022125692e-32,1.0064824225088943e-36,5.07247393028531e-29,5.865299994438769e-43,2.9872574756139493e-31,1.3252482121392652e-35,1.16462452023608e-27,9.425107189184581e-22,1.2788657689484332e-46,1.2877021373736842e-22,3.0255049094482845e-31,6.17284387280621e-23,1.2654802138917299e-24,5.029084285005859e-33,1.3147800523011237e-39
1.1522694818808589e-11,0.6023720504741847,8.260714122315117e-17,1.731671678776088e-19,3.8446375701699193e-19,1.091597718846778e-12,0.0,0.0,3.787299104894754e-13,6.2447732088280795e-21,8.985593221525127e-20,4.514036527487443e-19,1.7959757677479896e-27,3.3708513482155257e-37,7.69706750248901e-23,6.424329849453538e-15,6.305946541814821e-16,4.546931122148218e-20,8.40181439317886e-38,6.879495439786093e-48,9.369452365357027e-31,3.354922839764579e-33,9.69852064579548e-12,2.9641827185111965e-31,1.5445379852930375e-24,1.2966473823089444e-40,8.200787097975344e-36,6.5696271722375085e-31,1.310735108270149e-35,8.76697102852023e-37,1.3275558516986028e-30,9.137598671126742e-44,5.365016618671019e-41,3.520695983964978e-48,3.76,0.0,0.5121033285694201,0.9999920059682972,1.4783074137386896e-20,6.211041035098747e-22,3.7880003682099416e-13,9.704948428163903e-12,4.774372212873449e-25,1.5579181738311413e-23,2.485445595601265e-18,1.0915869981272115e-12,2.8920577448280496e-19,1.1983000101696646e-19,1.1164189708925652e-23,1.3054058639920897e-22,1.0022305187991413e-17,6.303141689493498e-16,1.4451072113626915e-20,9.78940474524003e-20,7.994031324160325e-06,2.1895133256636515e-32,2.8293875675641965e-20,7.345725397150769e-32,1.76110722728365e-36,7.748516493925478e-29,1.1681844019602503e-42,4.56987072204916e-31,2.32232979966765e-35,1.7817748837525743e-27,1.2512026493707354e-21,2.33965754871955e-46,1.9688765847642968e-22,4.628410684223881e-31,8.195826083934744e-23,1.6802096283500126e-24,7.693665818143311e-33,2.3040451625428662e-39
1.3588026430036723e-11,0.6023720504744059,1.007759278279785e-16,2.300282122231428e-19,5.53343457768248e-19,1.28725607746153e-12,0.0,0.0,4.4661326383971833e-13,8.684025561369145e-21,1.4733398321037738e-19,6.61717664933514e-19,2.947235191186913e-27,5.527229473099633e-37,1.0702520884388806e-22,8.932313919545808e-15,7.436313782977367e-16,7.455064661221345e-20,1.888726122906209e-37,1.3245152043628163e-47,1.5368206711749183e-30,7.541318548009116e-33,1.143552892469734e-11,4.860772205741459e-31,2.147800553079847e-24,3.4006037148466327e-40,1.3448082907813438e-35,1.0777916698898043e-30,2.1494541421882492e-35,1.4536043170083736e-36,2.177212134982934e-30,2.054144014149958e-43,1.0320010714437085e-40,7.92059066984414e-48,3.76,0.0,0.5121033285674169,0.9999905993077284,2.4239849240417566e-20,8.637172306472125e-22,4.4669601468001994e-13,1.1444466725675057e-11,7.868826694761569e-25,2.55032196675839e-23,4.069852804761238e-18,1.2872411561543313e-12,4.021788015717419e-19,1.6663402532557166e-19,1.5581852926803593e-23,1.8099664300394892e-22,1.393692960115952e-17,7.432366437021076e-16,2.0088186016255253e-20,1.3613206210473156e-19,9.400691825131359e-06,3.9718290950520517e-32,3.9345588728230773e-20,1.22071074995102e-31,3.380337672008531e-36,1.2680100650915405e-28,2.6195618734024988e-42,7.493223547400972e-31,4.466818598864915e-35,2.9219052306558048e-27,1.739569423075895e-21,4.781978413673512e-46,3.226745118548806e-22,7.589277492113902e-31,1.1397155227446191e-22,2.3365124777362076e-24,1.261583523412606e-32,4.4318070086722306e-39
1.5653358041264857e-11,0.6023720504746269,1.2020432474887875e-16,2.987033492724578e-19,7.591578781989268e-19,1.482914448010903e-12,0.0,0.0,5.144965211414088e-13,1.1524527858831089e-20,2.2521921486923173e-19,9.249411183895996e-19,4.508949909584931e-27,8.449320321044747e-37,1.4201836271902356e-22,1.1852166728939018e-14,8.56672434416266e-16,1.139559131015711e-19,3.793082184111233e-37,2.3259440555977054e-47,2.350145718004494e-30,1.5143951976364544e-32,1.3172124709328832e-11,7.431085015382029e-31,2.8502788766089026e-24,7.807751669241548e-40,2.0559454228030146e-35,1.6484499808788834e-30,3.2861606510810276e-35,2.2466731173785527e-36,3.3288583366030804e-30,4.125322946657703e-43,1.8105910582984884e-40,1.591905763109839e-47,3.76,0.0,0.5121033285654137,0.9999892004973996,3.7054538852452406e-20,1.1462433121118322e-21,5.145919149234265e-13,1.3183985068027186e-11,1.209021840145825e-24,3.8921703917597687e-23,6.213484083882107e-18,1.4828946287678745e-12,5.337390956130747e-19,2.2113599363862713e-19,2.0753715969779212e-23,2.39494165792403e-22,1.8495420818948828e-17,8.561423616489775e-16,2.6648884398877145e-20,1.8066007553982168e-19,1.0799502085858171e-05,6.655377748987544e-32,5.221524051437613e-20,1.8908789279504513e-31,5.917825302794949e-36,1.934521928229446e-28,5.2478941693157376e-42,1.1454596649667043e-30,7.836171567985094e-35,4.4671007265159235e-27,2.308094148590811e-21,8.921405325664544e-46,4.930874821850862e-22,1.1601531331844464e-30,1.5125084872731594e-22,3.1007758111409424e-24,1.9286128468317978e-32,7.775026528620248e-39
1.771868965249299e-11,0.6023720504748481,1.4098700664760248e-16,3.8076034036661634e-19,1.0044952411032282e-18,1.678572832298386e-12,0.0,0.0,5.823796829278946e-13,1.4766279495804243e-20,3.2660787543237244e-19,1.2472017298705994e-18,6.544179096289398e-27,1.225334968018433e-36,1.8194864044565253e-22,1.5183693272078677e-14,9.697184860160966e-16,1.6525133295075273e-19,6.998007612991471e-37,3.8117854913665503e-47,3.4095862180161255e-30,2.7937654411136633e-32,1.490830809979002e-11,1.077750634046151e-30,3.651968949219423e-24,1.6217625274188523e-39,2.981821099636837e-35,2.3918628570754895e-30,4.766166474291102e-35,3.293900592570881e-36,4.8284640324527245e-30,7.611048186533861e-43,2.964393412426435e-40,2.9392661507198014e-47,3.76,0.0,0.5121033285634106,0.9999878094934993,5.373677898567529e-20,1.4686839929963893e-21,5.824877387576054e-13,1.4923503455217632e-11,1.7622367189541224e-24,5.635164192759487e-23,8.999802808265604e-18,1.6785474159720743e-12,6.838876266268789e-19,2.8333556037074375e-19,2.668737664777799e-23,3.059617364036055e-22,2.3697755940753203e-17,9.69031337458336e-16,3.4132120526166605e-20,2.314780657225837e-19,1.2190505918393877e-05,1.0499946323332938e-31,6.690281815742491e-20,2.778238262883929e-31,9.667983136768128e-36,2.799901001916716e-28,9.65846951104329e-42,1.6611529829196828e-30,1.2828760868974505e-34,6.478942666092795e-27,2.95672672187767e-21,1.5542070232677334e-45,7.149004053918048e-22,1.682476191776634e-30,1.937961173762074e-22,3.972999629027955e-24,2.7970025640791427e-32,1.272911224580302e-38
2.1849352874949257e-11,0.6023720504752903,1.8699535004040539e-16,5.912879244784155e-19,1.6240862885400288e-18,2.0698896492997415e-12,0.0,0.0,7.181457220757582e-13,2.2453528381405678e-20,6.122735380879853e-19,2.0949738307241277e-18,1.2288254462730732e-26,2.2971930689490105e-36,2.766145849795153e-22,2.3080987886861768e-14,1.1958282280983061e-15,3.097740053019292e-19,1.9759168446347353e-36,8.79651322054729e-47,6.397950785750113e-30,7.887159613877377e-32,1.837943809846534e-11,2.0208204303176e-30,5.552971067090591e-24,5.618188431099884e-39,5.591109249941864e-35,4.488846353029291e-30,8.937363749715965e-35,6.309237284081818e-36,9.055521473737325e-30,2.149063675908415e-42,6.827400779842916e-40,8.312395583225685e-47,3.76,0.0,0.5121033285594042,0.9999850507308823,1.0074151437430974e-19,2.2333168351222776e-21,7.182791620108292e-13,1.8402540364102874e-11,3.336945826877363e-24,1.052966497841416e-22,1.683252643340813e-17,2.0698509341693046e-12,1.0399532776093923e-18,4.3082610829273767e-19,4.087016240009665e-23,4.625243187398115e-22,3.603386636657908e-17,1.1947591213255227e-15,5.18620248101735e-20,3.5198388819138874e-19,1.4949268399603904e-05,2.2864233317975187e-31,1.0173169969280931e-19,5.343638256256489e-31,2.217002495826856e-35,5.228302211933651e-28,2.71390032407872e-41,3.114194211448984e-30,2.954164302574615e-34,1.2148906204634055e-26,4.494115192111061e-21,4.058431444613571e-45,1.3398192291062128e-21,3.1542241389621153e-30,2.946844405530835e-22,6.0413287291852004e-24,5.244026859210351e-32,2.9314269870632605e-38
2.5980016097405525e-11,0.6023720504757325,2.3956434571783547e-16,8.741404194685535e-19,2.432799689932574e-18,2.461206542885546e-12,0.0,0.0,8.539113854959745e-13,3.174576743689791e-20,1.0290717801155157e-18,3.26089779791196e-18,2.06874556166764e-26,3.861195442083207e-36,3.9101108266252045e-22,3.262263918882536e-14,1.421965906163271e-15,5.206336539853015e-19,4.665726260529179e-36,1.7579236340854404e-46,1.0765309398366912e-29,1.8621231980759989e-31,2.1848919720950444e-11,3.397190634119912e-30,7.850786430606042e-24,1.568067705099922e-38,9.399308959690635e-35,7.552958357181691e-30,1.502571692658165e-34,1.0830592831009402e-35,1.5226518434299594e-29,5.074721130557827e-42,1.3615826116287348e-39,1.9658871919118012e-46,3.76,0.0,0.5121033285553979,0.9999823226742005,1.6932718869388106e-19,3.1576335526318822e-21,8.54070294036157e-13,2.1881577452309602e-11,5.6644638671069605e-24,1.764018368335429e-22,2.822804280297423e-17,2.461151710779585e-12,1.470383506073087e-18,6.091029108858015e-19,5.81896510556296e-23,6.501255092894725e-22,5.0945077978493375e-17,1.420420112598118e-15,7.326954910959099e-20,4.976493532329482e-19,1.7677324945611692e-05,4.378635885282278e-31,1.4383213109856198e-19,9.209388348612964e-31,4.4021977640027113e-35,8.753070343048323e-28,6.378373695054567e-41,5.234354456433786e-30,5.890520718978766e-34,2.0424509791237872e-26,6.351334827549881e-21,9.164984621101194e-45,2.2516123342621318e-21,5.301729493314885e-30,4.166362616573497e-22,8.541499820101165e-24,8.814921280199502e-32,5.845600343802604e-38
3.011067931986179e-11,0.6023720504761748,2.9946239313639687e-16,1.2418366206819746e-18,3.451299381987944e-18,2.8525235274690667e-12,0.0,0.0,9.896766773559689e-13,4.2642991932899264e-20,1.6017187676353235e-18,4.806568560114178e-18,3.2252748852875226e-26,6.0101713235120986e-36,5.25126182014974e-22,4.380708984323527e-14,1.6481368165813908e-15,8.103327799093279e-19,9.716989357236767e-36,3.17550064774e-46,1.6777171232448296e-29,3.8775602003544906e-31,2.5316753766988947e-11,5.288764043401588e-30,1.0545404335062486e-23,3.7640751985274066e-38,1.4633046430859303e-34,1.1769110491236755e-29,2.3394077175537954e-34,1.721176142554693e-35,2.3709915630596612e-29,1.0569115075007758e-41,2.4542305945918874e-39,4.100605156449925e-46,3.76,0.0,0.5121033285513915,0.9999796249818077,2.6356359421218693e-19,4.241655853828958e-21,9.898611443844112e-13,2.5360614719816688e-11,8.903573116137348e-24,2.73670316845617e-22,4.3839925612326526e-17,2.8524497458362243e-12,1.975186056222156e-18,8.181632153693983e-19,7.870416840178663e-23,8.682167886832865e-22,6.843120813063889e-17,1.6460144285261223e-15,9.834636400419578e-20,6.684742845712504e-19,2.0375017202754372e-05,7.653091983646256e-31,1.9320401078725113e-19,1.4690909891949331e-30,7.900544936575102e-35,1.3570524315363954e-27,1.3223496846089424e-40,8.147437853739854e-30,1.0615863650934352e-33,3.179851899015572e-26,8.527986317642042e-21,1.8673609730687188e-44,3.504453164469012e-21,8.252453943779644e-30,5.596513225662407e-22,1.1473512975796611e-23,1.3721850070740563e-31,1.0535661827261883e-37
3.8372005764774326e-11,0.6023720504770593,4.443419942970694e-16,2.2817859152414212e-18,6.20022449867481e-18,3.6351578272518118e-12,0.0,0.0,1.2612061628599979e-12,6.925237856477049e-20,3.31330909416404e-18,9.309627595481336e-18,6.693926944920694e-26,1.2434049047647293e-35,8.524644181776687e-22,7.109816562802191e-14,2.1005994955526045e-15,1.6762014149006268e-18,3.270318984944841e-35,8.408597176488377e-46,3.481062209806784e-29,1.3046120168811476e-30,3.2247482326460424e-11,1.0945151991739358e-29,1.712505028829611e-23,1.6323024216823877e-37,3.0283591582051083e-34,2.4400502807711784e-29,4.842343355010198e-34,3.7074893969762325e-35,4.9089363881195567e-29,3.5573923439151227e-41,6.467328369509338e-39,1.384819084438695e-45,3.76,0.0,0.5121033285433788,0.9999743193415844,5.452522282373769e-19,6.88892220482104e-21,1.2614420380468487e-12,3.23186897926476e-11,1.877561302204276e-23,5.624366558777093e-22,9.029766763622913e-17,3.6350375914206782e-12,3.207939063284125e-18,1.3286233435722736e-18,1.29546611122115e-22,1.393721822060082e-21,1.1112749461810696e-16,2.0970035031411054e-15,1.59474642015938e-19,1.0856018410451112e-18,2.568065715431123e-05,1.9306369170902228e-30,3.1376171158062373e-19,3.186936276305244e-30,2.063457302721437e-34,2.7852934930633574e-27,4.408405737509291e-40,1.6855105505554544e-29,2.796537410509232e-33,6.581303280437229e-26,1.3837990830076498e-20,6.334321297414417e-44,7.249934737802969e-21,1.7072959196182284e-29,9.088701404381422e-22,1.8633065925563977e-23,2.83920008039833e-31,2.7758202256859187e-37
4.522566818988529e-11,0.602372050477793,5.935986629299475e-16,3.511614146027216e-18,9.298351724473855e-18,4.284437897876626e-12,0.0,0.0,1.4864681013333602e-12,9.619997579987667e-20,5.422531140017581e-18,1.4831416927128378e-17,1.0985345399530274e-25,2.0351446075764678e-35,1.1837823002549463e-21,9.871250523909456e-14,2.4761133541452946e-15,2.743210117206866e-18,7.434351645138932e-35,1.6292883307769884e-45,5.714014661469989e-29,2.9650174221962898e-30,3.7992275541945115e-11,1.7919473129120718e-29,2.3788224996114814e-23,4.3683201187593735e-37,4.958053278397066e-34,4.000900049886418e-29,7.929313018519303e-34,6.267948529976325e-35,8.039846139866273e-29,8.08756672602074e-41,1.24780593983652e-38,3.15666941126672e-45,3.76,0.0,0.5121033285367314,0.9999700069892846,8.924168343023454e-19,9.570191361867422e-21,1.4867469451655552e-12,3.809116501087181e-11,3.1209920462547465e-23,9.155219835357735e-22,1.472604995647223e-16,4.284270398556894e-12,4.45648169763569e-18,1.8455310448288215e-18,1.8191830857412938e-22,1.9176039054671097e-21,1.5436379708634746e-16,2.470946262065624e-15,2.212534216577553e-19,1.5080296146465623e-18,2.9993009228851674e-05,3.6324865286976994e-30,4.358505069729491e-19,5.41704994062163e-30,3.952226671696256e-34,4.528940270538313e-27,9.94944907374567e-40,2.7586743100300705e-29,5.3941616218209725e-33,1.0775616381699973e-25,1.9209429624938772e-20,1.4868710155200493e-43,1.1867091777549958e-20,2.794412136456583e-29,1.2625246220023295e-21,2.5883638787529138e-23,4.647567180164048e-31,5.354852659338041e-37
5.207933061499625e-11,0.6023720504785268,7.730578457189557e-16,5.135224201204297e-18,1.3238408654862794e-17,4.933718403667014e-12,0.0,0.0,1.7117290688302758e-12,1.275660353029449e-19,8.276978202070329e-18,2.238323706202988e-17,1.6814106536791128e-25,3.1067670815700126e-35,1.5692324336644983e-21,1.30829534994591e-13,2.851786454522408e-15,4.1871972231338055e-18,1.5038761673756268e-34,2.8778719669814104e-45,8.751378234828673e-29,5.996393931010541e-30,4.373254322475739e-11,2.736288381169615e-29,3.154399777702323e-23,1.0155611616682222e-36,7.570851418780655e-34,6.118583512440426e-29,1.2110340611514774e-33,9.873637826277724e-35,1.2281192390217319e-28,1.636161842054882e-40,2.1941151914491998e-38,6.402907246493681e-45,3.76,0.0,0.5121033285300839,0.9999657739837478,1.3622842105531973e-18,1.269154385255754e-20,1.7120511978001395e-12,4.386364072243996e-11,4.8368424420384274e-23,1.3899501277829776e-21,2.2399491655361217e-16,4.933495658621101e-12,5.909870230213438e-18,2.4471505294976723e-18,2.4379701842838814e-22,2.518733444318759e-21,2.0468651004812793e-16,2.8447069663184747e-15,2.9302761284768856e-19,1.9997190792859172e-18,3.4226014540153e-05,6.266747821241084e-30,5.779563011814015e-19,8.576103759121904e-30,6.899237831607193e-34,6.86850732401216e-27,1.998910336045744e-39,4.211133775747434e-29,9.482394159409454e-33,1.6455141438809655e-25,2.5455165657182747e-20,3.1529157749338972e-43,1.8117749156746855e-20,4.265812643016539e-29,1.6741629106784754e-21,3.4323073900539457e-23,7.095534857281114e-31,9.41443396269219e-37
