Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309)
0.00045435765158782576,0.6205762630638304,1.3025054524145117e-05,1.2010120542346065e-05,7.076765274202086e-05,0.006346161094297025,0.0,0.0,0.0005692672410464499,5.2590518987996516e-05,0.0970470841105366,0.0014699464844600929,1.423098872614584e-06,5.58075937278359e-17,1.7950376206719966e-12,8.248061546499791e-09,2.838568082794455e-07,0.0029158895645386017,2.633295729130709e-09,2.816496076236742e-12,7.352574566283934e-07,1.2786523473470784e-13,7.028472681539361e-09,2.9659528530113593e-07,1.3267668365855106e-10,1.6637953420550636e-05,2.6810641462693616e-12,8.897583710571862e-09,7.091077630302407e-11,1.116248012899852e-13,4.155452973107056e-09,1.1407856066123476e-13,1.1519380762023211e-11,6.650427246463097e-11,3.76,0.0,0.3921160014893085,0.8684886996069359,0.1269377076734626,1.0292627109414684e-05,0.0035661941801679994,0.10346709387152682,1.5997056962680385e-13,2.106139406304873e-14,3.6447510176383657e-10,1.492941198947803e-06,0.031305926554864846,7.685604765911444e-06,3.524149553041567e-13,1.1732973094067538e-14,3.170432092130535e-07,2.0998818733395323e-07,3.754441107595198e-08,0.001985524990866424,0.00023816013111401175,1.4993550824105212e-08,3.712243849095906e-05,1.4418323495969845e-08,4.3732086112511545e-07,8.290672403330295e-12,9.529352563092237e-13,3.6936495035299876e-08,1.2691356677982622e-06,1.640645096449859e-08,2.1651714051529352e-13,1.6744961153050776e-14
0.0004559906313659405,0.6206615319799691,1.3053412600495448e-05,1.2019031988844256e-05,7.081001306970745e-05,0.006382261944580034,0.0,0.0,0.0005716527175439717,5.293553300991066e-05,0.09775328652716479,0.001481075383277222,1.4306390167818474e-06,5.608530207218493e-17,1.7985693181395131e-12,8.241211489240394e-09,2.852920829027008e-07,0.00292897280070315,2.673528543134732e-09,2.8557669093828425e-12,7.44451433330658e-07,1.2963359218933074e-13,7.0157527483105485e-09,2.9915438825204435e-07,1.3373358592504958e-10,1.6868021192805508e-05,2.719406247210425e-12,9.026015920199106e-09,7.175296763805517e-11,1.1334065558957406e-13,4.192945510806103e-09,1.1563557090663466e-13,1.16925931488037e-11,6.76563408985756e-11,3.76,0.0,0.3913665978261182,0.8677737056825473,0.12762476964680325,1.036313589291514e-05,0.003563660474766409,0.10421053909633059,1.5968584899663689e-13,2.1023902496557436e-14,3.6392148965839363e-10,1.493782428987511e-06,0.03130196183677974,7.672768900470695e-06,3.522755448312503e-13,1.1728311744368494e-14,3.1685194031275424e-07,2.1023257150671102e-07,3.74818475653638e-08,0.0019979803974696664,0.00023796406386219127,1.5117520171872156e-08,3.712133020513231e-05,1.4539758078159645e-08,4.426679255210884e-07,8.282463863857384e-12,9.660978589448541e-13,3.722237703176434e-08,1.2778412012349628e-06,1.639021489276886e-08,2.1862885106705702e-13,1.6879533024789833e-14
0.0004576236111440553,0.6207467931645683,1.3081745908264695e-05,1.2027902519915e-05,7.085197584318241e-05,0.006418349974507055,0.0,0.0,0.0005740150701064937,5.3277991890535607e-05,0.09845947527057657,0.0014922351631053929,1.4381331649955535e-06,5.636376683973787e-17,1.802099710830511e-12,8.234361250382668e-09,2.8673251783040055e-07,0.002941957639243009,2.7141013284602065e-09,2.8953361404819286e-12,7.537002277505719e-07,1.3141569047418418e-13,7.0030485970493166e-09,3.0171926597665235e-07,1.347908320499108e-10,1.7099637304016055e-05,2.7580768763658296e-12,9.155465646424006e-09,7.260301126665306e-11,1.1507448008396043e-13,4.2303619024060526e-09,1.1720375099753745e-13,1.1867302067028129e-11,6.882100034752073e-11,3.76,0.0,0.3906182607955427,0.867059663086094,0.12831093116173328,1.043385800853666e-05,0.0035611016465771955,0.10495387571591171,1.5940159048584705e-13,2.098647180715914e-14,3.6336823471123704e-10,1.4946040466326249e-06,0.031297096519656065,7.6598999588631e-06,3.5213160009903327e-13,1.1723499883643572e-14,3.166539281928488e-07,2.1047027112193464e-07,3.741912186235916e-08,0.00201040500672377,0.0002377682574794669,1.524160015025079e-08,3.711879260187459e-05,1.4661304291027138e-08,4.4802147989587305e-07,8.273948518492775e-12,9.793488820478803e-13,3.7508197431131916e-08,1.286528070904895e-06,1.637337150645279e-08,2.207513686471118e-13,1.7014476724856048e-14
0.00045925659092217004,0.6208320442445991,1.3110056092854596e-05,1.203673425941324e-05,7.08935522785241e-05,0.006454424865775726,0.0,0.0,0.0005763543950578448,5.361787269041142e-05,0.09916562968866728,0.0015034257069951127,1.4455814578609037e-06,5.664289904916041e-17,1.8056289681178162e-12,8.227510807785949e-09,2.88178144504685e-07,0.002954844350870361,2.755014376613522e-09,2.9352040370785092e-12,7.630036588280037e-07,1.332115331524952e-13,6.9903602926962565e-09,3.042898397609577e-07,1.3584841320497774e-10,1.7332797177987338e-05,2.7970771276326784e-12,9.285933002424992e-09,7.346097100161299e-11,1.16826380192008e-13,4.267699403857183e-09,1.1878307868130225e-13,1.2043510109804795e-11,6.99983006467393e-11,3.76,0.0,0.38987099408762604,0.8663465757981615,0.12899618834043763,1.0504793207352074e-05,0.0035585184465388806,0.10569708306903206,1.5911779544113653e-13,2.094910217112876e-14,3.6281534349948314e-10,1.4954065330246446e-06,0.03129134694601144,7.646999749461625e-06,3.519832513782461e-13,1.171854184440645e-14,3.1644934604096846e-07,2.1070139421487765e-07,3.735624279962696e-08,0.002022798666149867,0.00023757271305746048,1.5365789491075152e-08,3.7114853941409254e-05,1.4782960774164026e-08,4.533809376775642e-07,8.265133642416826e-12,9.926880627254792e-13,3.7793953913034154e-08,1.2951962308167843e-06,1.63559352040956e-08,2.2288471888686545e-13,1.7149792208603517e-14
0.0004608895707002848,0.6209172828906242,1.3138344679148775e-05,1.2045529292716092e-05,7.09347528477284e-05,0.0064904863069129865,0.0,0.0,0.0005786707928848178,5.395515373603221e-05,0.09987172949435424,0.0015146469001499426,1.4529840113937803e-06,5.692279968719356e-17,1.809157399308405e-12,8.220660257215043e-09,2.8962899424400593e-07,0.002967633215274718,2.796267940606253e-09,2.975370885652579e-12,7.723615447872645e-07,1.3502112337156272e-13,6.97768789917471e-09,3.0686603132750613e-07,1.3690631981887616e-10,1.756749621026356e-05,2.8364078572162457e-12,9.417418086970243e-09,7.432691121144371e-11,1.185964588058756e-13,4.304955314973727e-09,1.2037353159065012e-13,1.2221219744011845e-11,7.118829142569616e-11,3.76,0.0,0.38912480123223936,0.8656344476358016,0.12968053745089209,1.0575941247103502e-05,0.003555911603995612,0.10644014087684193,1.5883446517470138e-13,2.0911793761451405e-14,3.6226282252108014e-10,1.4961903555436156e-06,0.03128472925191107,7.634070024799144e-06,3.518306251896604e-13,1.1713441828790908e-14,3.162383633901228e-07,2.1092604722826096e-07,3.729321893787736e-08,0.0020351612295689847,0.00023737743164295135,1.5490086586376504e-08,3.710954208078183e-05,1.4904725837262636e-08,4.58745720382471e-07,8.256026389211092e-12,1.0061151364812008e-12,3.8079642238894154e-08,1.303845639575073e-06,1.633792014556606e-08,2.2502892052119969e-13,1.7285478947387273e-14
0.00046252255047839956,0.6210025068149416,1.3166613042402074e-05,1.2054289627765574e-05,7.09755876498641e-05,0.006526533993078552,0.0,0.0,0.0005809643680077195,5.428981459592461e-05,0.10057775476086679,0.0015258986298324897,1.4603409378990486e-06,5.720354106164919e-17,1.8126852529206634e-12,8.213809650027677e-09,2.910850980080401e-07,0.002980324520778561,2.837862194828833e-09,3.015836951102228e-12,7.817737031676181e-07,1.3684446392715926e-13,6.965031477510354e-09,3.094477628406762e-07,1.3796454179156598e-10,1.7803729769623168e-05,2.8760698212709735e-12,9.549920981892987e-09,7.520089682467544e-11,1.203848156840471e-13,4.342127003847462e-09,1.2197508702971712e-13,1.2400432927775507e-11,7.239102208352419e-11,3.76,0.0,0.38837968560401787,0.8649232822575689,0.13036397490226193,1.0647301892174679e-05,0.0035532818273344468,0.10718302923756806,1.5855160099529518e-13,2.0874546750261634e-14,3.617106781220252e-10,1.496955963650271e-06,0.03127725936694704,7.6211124836650075e-06,3.516738437105973e-13,1.1708203896096553e-14,3.160211455750316e-07,2.111443347215257e-07,3.723005857491894e-08,0.0020474925569211595,0.0002371824142392551,1.561448948388469e-08,3.710288442234752e-05,1.502659746063948e-08,4.641152576928905e-07,8.246633789119795e-12,1.0196298373003454e-12,3.8365258550409714e-08,1.3124762515175916e-06,1.6319340245810832e-08,2.271839886933992e-13,1.7421536484768078e-14
0.0004641555302565143,0.6210877137712618,1.3194862628235046e-05,1.2063017193334394e-05,7.10160669728994e-05,0.0065625676257786226,0.0,0.0,0.0005832352285636808,5.462183606098684e-05,0.10128368591725767,0.001537180785366697,1.4676523868347779e-06,5.748500938135066e-17,1.8162126489830088e-12,8.206958941549627e-09,2.9254648654021905e-07,0.0029929185639277246,2.879797364938135e-09,3.0566024669415147e-12,7.912399508528152e-07,1.3868155736399184e-13,6.9523910852689e-09,3.120349569027672e-07,1.3902307183668988e-10,1.80414931976396e-05,2.9160640400709193e-12,9.68344175300127e-09,7.608299332905707e-11,1.221915549824808e-13,4.379211945476923e-09,1.2358772226063136e-13,1.2581151841450988e-11,7.360654181579711e-11,3.76,0.0,0.38763565042790643,0.8642130831682286,0.13104649724018186,1.0718874913448803e-05,0.0035506298035843497,0.10792572862148136,1.582692040869497e-13,2.0837361292712476e-14,3.611589165402153e-10,1.4977037956875483e-06,0.03126895301422962,7.608128771414314e-06,3.515130256909977e-13,1.1702831993609562e-14,3.1579785425736276e-07,2.1135635996784577e-07,3.716676974770396e-08,0.0020597925140767867,0.00023698766180751358,1.5738996886166424e-08,3.709490797785826e-05,1.5148574265478703e-08,4.6948898751343896e-07,8.236962754770199e-12,1.0332318976252367e-12,3.865080139450117e-08,1.3210880251475404e-06,1.630020918670612e-08,2.293499477235236e-13,1.7557964920820135e-14
0.0004657885100346291,0.6211729015537109,1.3223094942825898e-05,1.2071713891402138e-05,7.105620071597712e-05,0.00659858691273548,0.0,0.0,0.0005854834862792643,5.495120012533472e-05,0.10198950374445458,0.001548493258123427,1.4749185119536903e-06,5.776725147434472e-17,1.819739848246062e-12,8.200108201851747e-09,2.9401319059899274e-07,0.0030054156491286306,2.922073741870185e-09,3.097667726277711e-12,8.007601040938901e-07,1.4053240588637408e-13,6.9397667791744606e-09,3.146275365523642e-07,1.4008190471964562e-10,1.82807818098435e-05,2.9563915939653032e-12,9.817980453767373e-09,7.697326677459731e-11,1.2401678491012375e-13,4.416207677790532e-09,1.2521141468625756e-13,1.2763379197220283e-11,7.483489963553044e-11,3.76,0.0,0.38689269878284793,0.8635038537228323,0.13172810114369068,1.0790660088189517e-05,0.003547956199312046,0.10866821986637738,1.579872755775602e-13,2.0800237537446715e-14,3.606075440619639e-10,1.498434282793584e-06,0.03125982571043954,7.595120481326795e-06,3.5134828696873743e-13,1.1697329970260417e-14,3.1556864790835265e-07,2.1156222517868077e-07,3.710336023939183e-08,0.0020720609726704634,0.00023679317526781709,1.5863607884894208e-08,3.708563940925931e-05,1.5270655254717724e-08,4.748663560159742e-07,8.22702008576848e-12,1.0469210484214338e-12,3.8936268211385296e-08,1.3296809301173336e-06,1.6280540426726422e-08,2.315268269621043e-13,1.7694764095209098e-14
0.00046742148981274384,0.621258067998174,1.3251311289386416e-05,1.208038158011834e-05,7.10959980294405e-05,0.0066345915678415485,0.0,0.0,0.0005877092562718678,5.52778899558099e-05,0.1026951893694716,0.0015598359414283438,1.4821394337577387e-06,5.805033781892004e-17,1.823267091862974e-12,8.193257479062754e-09,2.954852408322326e-07,0.003017816088242318,2.964691525420152e-09,3.1390330065932793e-12,8.103339785433232e-07,1.4239701129232509e-13,6.927158613536605e-09,3.172254252691269e-07,1.4114103207454515e-10,1.8521590897800055e-05,2.9970532237853276e-12,9.95353712459576e-09,7.787178378012644e-11,1.258606071751617e-13,4.4531117762812505e-09,1.2684614127353472e-13,1.2947117154810851e-11,7.607614435461213e-11,3.76,0.0,0.3861508336065326,0.8627955971324415,0.1324087834207232,1.0862657200023225e-05,0.003545261662340205,0.10941048417103162,1.5770581663914736e-13,2.0763175638699175e-14,3.6005656683680506e-10,1.4991478409270143e-06,0.031249892766194224,7.582089157721321e-06,3.5117974053252463e-13,1.1691701580125714e-14,3.153336819539793e-07,2.1176203068346121e-07,3.7039837593838385e-08,0.002084297809888587,0.0002365989555007701,1.5988320560869828e-08,3.707510497005725e-05,1.5392838448059692e-08,4.802468177072854e-07,8.216812476274286e-12,1.0606970192964465e-12,3.9221654717565425e-08,1.3382549375363538e-06,1.626034721540559e-08,2.3371463977639026e-13,1.7831933435833657e-14
0.0004690544695908586,0.6213432109792737,1.3279512915869668e-05,1.2089022033777018e-05,7.113546804180257e-05,0.00667058131089933,0.0,0.0,0.0005899126568533517,5.560188987254156e-05,0.10340072426174793,0.0015712087304970534,1.489315292480561e-06,5.833424445415056e-17,1.8267945418424897e-12,8.186406782664945e-09,2.9696266756851413e-07,0.0030301202003485584,3.0076508772529756e-09,3.180698565641785e-12,8.199613892758005e-07,1.4427537510409839e-13,6.914566640058348e-09,3.198285469764212e-07,1.4220044786773474e-10,1.8763915729904197e-05,3.0380497892462343e-12,1.0090111790216087e-08,7.877861153670022e-11,1.277231246589197e-13,4.489921906628619e-09,1.2849187908478979e-13,1.3132367629631757e-11,7.733032456634271e-11,3.76,0.0,0.38541005769933245,0.8620883164675508,0.1330885410045417,1.0934866038909383e-05,0.003542546821520557,0.11015250309116836,1.5742482831359578e-13,2.0726175732823645e-14,3.5950599074167403e-10,1.499844870650561e-06,0.03123916928652669,7.5690362973829475e-06,3.510074946265728e-13,1.1685950417155425e-14,3.1509310736402664e-07,2.1195587529137443e-07,3.6976209122752826e-08,0.002096502908345916,0.00023640500334843055,1.6113133493310876e-08,3.706333047288441e-05,1.551512235618043e-08,4.8562983545694e-07,8.206346488403575e-12,1.074559538544668e-12,3.950695825786749e-08,1.346810014205856e-06,1.6239642542338696e-08,2.3591340800546966e-13,1.796947275330057e-14
0.00047068744936897336,0.6214283284102479,1.330770117727767e-05,1.2097636970304792e-05,7.117462000016253e-05,0.006706555867412141,0.0,0.0,0.0005920938093642551,5.592318532840616e-05,0.1041060902287762,0.001582611522454712,1.496446258921789e-06,5.861894992428447e-17,1.8303223862957704e-12,8.179556138659623e-09,2.984455010393542e-07,0.0030423283113750854,3.050952038248055e-09,3.2226646492606195e-12,8.296421508140729e-07,1.461674985863699e-13,6.9019909086620285e-09,3.2243682603701454e-07,1.4326014797617602e-10,1.9007751550802717e-05,3.0793823818836386e-12,1.022770446213956e-08,7.969381780650886e-11,1.2960444513496463e-13,4.526635824104062e-09,1.3014860504457155e-13,1.3319132966449266e-11,7.859748868175055e-11,3.76,0.0,0.3846703737289247,0.8613820146622075,0.13376737094988997,1.1007286400996824e-05,0.0035398122866418806,0.11089425853459038,1.5714431156619012e-13,2.0689237946994063e-14,3.58955821708027e-10,1.500525764864642e-06,0.031227670171292504,7.555963348990862e-06,3.508316553067355e-13,1.1680080008655101e-14,3.1484707224600506e-07,2.1214385657890954e-07,3.691248190286333e-08,0.002108676155916534,0.00023621131961543875,1.6238045647957177e-08,3.705034137002111e-05,1.5637505869271108e-08,4.910148805132985e-07,8.195628582798506e-12,1.08850833311519e-12,3.979217788780925e-08,1.355346134200744e-06,1.6218439193700465e-08,2.3812315905796395e-13,1.8107382214683058e-14
0.0004723204291470881,0.6215134182441429,1.3335877383412914e-05,1.2106228093382722e-05,7.121346250667187e-05,0.006742514968521693,0.0,0.0,0.0005942528380512843,5.624176288387085e-05,0.10481126941143754,0.0015940442162870382,1.5035324845226909e-06,5.890452392617656e-17,1.833850861099436e-12,8.172705598516214e-09,2.999337714942379e-07,0.0030544407537583056,3.09459525959192e-09,3.2649315527431458e-12,8.393760771526643e-07,1.4807338262512845e-13,6.8894314676010145e-09,3.250501872540536e-07,1.44320128483046e-10,1.9253093583314892e-05,3.12105193189418e-12,1.0366315140626977e-08,8.061747092859036e-11,1.3150467623825277e-13,4.56325132228818e-09,1.3181629622320853e-13,1.3507415689574721e-11,7.987768493043575e-11,3.76,0.0,0.38393178423367613,0.8606766945182802,0.134445270430017,1.1079918088543623e-05,0.003537058649890826,0.11163573275590688,1.5686426740163561e-13,2.0652362413542504e-14,3.5840606574689054e-10,1.5011909084409744e-06,0.03121541011576731,7.542871716199167e-06,3.5065232590780866e-13,1.1674093785821551e-14,3.145957217562156e-07,2.123260708761644e-07,3.684866279177529e-08,0.0021208174455652276,0.00023601790507019166,1.63630559265731e-08,3.703616275217541e-05,1.575998781514881e-08,4.964014325320375e-07,8.184665106084134e-12,1.102543128720907e-12,4.007731041318224e-08,1.3638632798868552e-06,1.6196749732331182e-08,2.403439173940953e-13,1.824566146150442e-14
0.0004739534089252029,0.6215984784719063,1.3364042645482902e-05,1.2114797051854923e-05,7.125200357386924e-05,0.0067784583509101414,0.0,0.0,0.0005963898698816148,5.655761017996825e-05,0.10551624427925044,0.0016055067127261676,1.5105740979179658e-06,5.919097923670925e-17,1.8373801352166463e-12,8.1658551836904e-09,3.014275089213543e-07,0.0030664578661931596,3.138580678691975e-09,3.3074995742220976e-12,8.491629817824269e-07,1.4999302775279476e-13,6.8768883627833916e-09,3.2766855587694043e-07,1.4538038359461562e-10,1.9499937030588187e-05,3.1630591474895605e-12,1.0505943812119606e-08,8.154963982597307e-11,1.3342392024190833e-13,4.5997662447397754e-09,1.3349492941296448e-13,1.3697217685401572e-11,8.117096132462253e-11,3.76,0.0,0.3831942916261645,0.8599723587096096,0.13512223673322646,1.115276090992647e-05,0.0035342864869682207,0.11237690835126216,1.5658469677156846e-13,2.061554925711097e-14,3.578567285037272e-10,1.5018406701786027e-06,0.031202403611523474,7.529762759799497e-06,3.5046960626175854e-13,1.1667995064259398e-14,3.143391975006416e-07,2.125026126005854e-07,3.678475843711037e-08,0.002132926675203825,0.0002358247604459775,1.648816253069371e-08,3.702081927080341e-05,1.5882566344363284e-08,5.017889795996366e-07,8.173462291366686e-12,1.1166636499615025e-12,4.036235137914408e-08,1.3723614286141002e-06,1.6174586495549272e-08,2.425756980206196e-13,1.8384309892063024e-14
0.00047558638870331764,0.6216835071221649,1.3392198090660252e-05,1.2123345407491585e-05,7.12902515186246e-05,0.006814385756536767,0.0,0.0,0.0005985050343380023,5.68707159156463e-05,0.10622099762579283,0.001616998914241192,1.5175712617784859e-06,5.947826260551863e-17,1.8409103512485644e-12,8.159004905028411e-09,3.0292674303007715e-07,0.003078379993320125,3.1829084405952427e-09,3.350368926464341e-12,8.590026777165591e-07,1.519264342746381e-13,6.864361638182524e-09,3.302918575996348e-07,1.464409093085227e-10,1.9748277075327266e-05,3.2054049388198265e-12,1.0646590447927953e-08,8.24903940052086e-11,1.353622815794457e-13,4.636178535341092e-09,1.3518448130360185e-13,1.388854073407893e-11,8.247736567210669e-11,3.76,0.0,0.38245789819805465,0.8592690097859147,0.13579826725860716,1.1225814679536566e-05,0.0035314963564381744,0.11311776825334803,1.5630560049416292e-13,2.0578798585054842e-14,3.5730781546662185e-10,1.5024754067685187e-06,0.03118866494729193,7.5166377979942786e-06,3.502835930736851e-13,1.166178705741885e-14,3.140776376763835e-07,2.1267357471520278e-07,3.672077527857266e-08,0.0021450037475389443,0.0002356318864420453,1.6613364079155915e-08,3.7004335174319946e-05,1.600524001668359e-08,5.071770182366847e-07,8.162026259370372e-12,1.1308696202797817e-12,4.064729967154575e-08,1.3808405560408436e-06,1.6151961598117746e-08,2.4481852207804206e-13,1.85233276179286e-14
0.0004772193684814324,0.6217685022628481,1.3420345021720348e-05,1.2131874698437106e-05,7.1328214637857e-05,0.006850296933122401,0.0,0.0,0.0006005984636117522,5.7181069960653204e-05,0.10692551260658398,0.0016285207253088786,1.5245241666803847e-06,5.976644046719031e-17,1.8444417342047644e-12,8.152154815686935e-09,3.0443150367848046e-07,0.003090207486078405,3.2275788313596757e-09,3.393539882800931e-12,8.688949774514691e-07,1.5387360221905327e-13,6.8518513363225765e-09,3.329200186130934e-07,1.4750170576179638e-10,1.9998108877366867e-05,3.248090477130507e-12,1.0788255008294521e-08,8.343980363453389e-11,1.3731987321769583e-13,4.6724862130828655e-09,1.3688492901720922e-13,1.4081387530146574e-11,8.379694560158621e-11,3.76,0.0,0.38172260610861175,0.85856665016063,0.13647335952714584,1.1299079218380363e-05,0.003528688797698015,0.11385829577036298,1.560269793935069e-13,2.054211050611895e-14,3.5675933240819194e-10,1.5030954715527068e-06,0.031174208183001047,7.503498102057237e-06,3.500943805305255e-13,1.1655472894620554e-14,3.1381117745170034e-07,2.128390493483741e-07,3.6656719527532194e-08,0.0021570485705198843,0.00023543928372027443,1.6738660173945183e-08,3.698673435906351e-05,1.6128008353429814e-08,5.125650544860683e-07,8.150363016007053e-12,1.1451607618228232e-12,4.093215470806773e-08,1.3893006526249617e-06,1.612888692735088e-08,2.470724254878794e-13,1.8662714839329743e-14
0.00047885234825954717,0.6218534619723526,1.3448484541862123e-05,1.2140386452578194e-05,7.136590037953965e-05,0.006886191632398918,0.0,0.0,0.0006026702916538215,5.748866296179206e-05,0.10762977262057634,0.0016400720517019932,1.5314329585371008e-06,6.005551623550915e-17,1.847974452295877e-12,8.14530493660421e-09,3.059418207163444e-07,0.003101940699490832,3.272592040659677e-09,3.437012751191833e-12,8.788396931500994e-07,1.558345312266738e-13,6.839357497787652e-09,3.3555296545277645e-07,1.4856276910954517e-10,2.0249427583078694e-05,3.2911165418666293e-12,1.0930937445478387e-08,8.43979393432875e-11,1.3929680086474121e-13,4.708687308170805e-09,1.3859624918467188e-13,1.4275760237352116e-11,8.512974859892433e-11,3.76,0.0,0.38098841742871137,0.8578652821575239,0.13714751114103105,1.1372554352019086e-05,0.0035258643389365087,0.11459847446271237,1.5574883430521222e-13,2.0505485129894706e-14,3.562112848868257e-10,1.5037012083215151e-06,0.031159047222851392,7.490344909386764e-06,3.4990206137875787e-13,1.1649055656906598e-14,3.1353995009939383e-07,2.1299912729091627e-07,3.6592597227951756e-08,0.0021690610555530833,0.0002352469529179564,1.6864049202847527e-08,3.696804042731662e-05,1.6250869691775192e-08,5.179526009123443e-07,8.1384784844501e-12,1.1595367959810399e-12,4.121691247132558e-08,1.3977417111021903e-06,1.6105374207570934e-08,2.4933742417058377e-13,1.8802471017237043e-14
0.0004804853280376619,0.6219383844271194,1.3476617646443554e-05,1.2148882123869631e-05,7.14033160349232e-05,0.006922069611224017,0.0,0.0,0.0006047206545912654,5.7793486593605273e-05,0.10833376138941563,0.001651652800844632,1.5382977873023493e-06,6.034548936595435e-17,1.851508656797638e-12,8.138455294546733e-09,3.0745772367357984e-07,0.003113579993940536,3.3179481756057286e-09,3.4807878014985594e-12,8.888366365425543e-07,1.5780922067869455e-13,6.826880161847239e-09,3.3819062511806763e-07,1.496240972288069e-10,2.0502228321506796e-05,3.334483924204631e-12,1.1074637697477508e-08,8.536487238079223e-11,1.412931694192663e-13,4.744779942364188e-09,1.403184189442028e-13,1.4471660609520325e-11,8.647582192846494e-11,3.76,0.0,0.380255334113505,0.8571649079823417,0.13782071980866303,1.1446239912089146e-05,0.003523023492864004,0.11533828822504513,1.5547116597621643e-13,2.0468922554383814e-14,3.5566367814901137e-10,1.5042929450676778e-06,0.031143195763956303,7.477179426034323e-06,3.497067240139394e-13,1.164253827736603e-14,3.1326408489454073e-07,2.1315389745297914e-07,3.652841427587009e-08,0.0021810411186054973,0.00023505489464001748,1.6989529888842666e-08,3.694827651884843e-05,1.6373822701282732e-08,5.233391788491123e-07,8.126378473635074e-12,1.1739974431609713e-12,4.150156988115365e-08,1.4061637156336782e-06,1.6081434936455797e-08,2.516135402750332e-13,1.8942595835455605e-14
0.0004821183078157767,0.6220232677933907,1.3504745414838839e-05,1.2157363112696756e-05,7.144046906020805e-05,0.00695793063145334,0.0,0.0,0.0006067496906193411,5.809553355120254e-05,0.10903746295784933,0.0016632628818588466,1.5451188304816642e-06,6.063637856449876e-17,1.8550445182456793e-12,8.131605920650221e-09,3.08979241947132e-07,0.003125125734956085,3.363647409494727e-09,3.52486527110031e-12,8.988856189413182e-07,1.597976696956101e-13,6.814419365732468e-09,3.4083292507507765e-07,1.5068568849118597e-10,2.0756506203152758e-05,3.378193590848627e-12,1.1219355689493005e-08,8.63406746235037e-11,1.4330908740620416e-13,4.780762306172041e-09,1.420514148568483e-13,1.4669090697603287e-11,8.783521266151535e-11,3.76,0.0,0.379523358004711,0.8564655297243791,0.13849298334292073,1.1520135736245597e-05,0.003520166756093327,0.11607772128646028,1.5519397509240173e-13,2.0432422869665686e-14,3.551165175345909e-10,1.5048710025305518e-06,0.031126667294440306,7.464002810769599e-06,3.4950845507929074e-13,1.1635923638306208e-14,3.129837083633144e-07,2.1330344745410667e-07,3.6464176327109736e-08,0.0021929886801365164,0.00023486310945944948,1.7115100995541566e-08,3.692746539374635e-05,1.6496866092359515e-08,5.287243184879991e-07,8.114068676854846e-12,1.1885424227257213e-12,4.178612588884533e-08,1.4145666543725407e-06,1.60570803832991e-08,2.5390079611012735e-13,1.9083089360181405e-14
0.00048375128759389145,0.6221081102734547,1.3532868947280455e-05,1.2165830803357476e-05,7.1477366632168e-05,0.006993774459686481,0.0,0.0,0.0006087575398213925,5.839479748566805e-05,0.1097408616774477,0.001674902205499331,1.5518962674423376e-06,6.092819731500808e-17,1.8585822048016074e-12,8.124756843256765e-09,3.105064050341849e-07,0.0031365782927033794,3.4096899644892083e-09,3.569245447143788e-12,9.089864512766728e-07,1.617998770931829e-13,6.801975145301841e-09,3.434797932373087e-07,1.5174754384697373e-10,2.1012256321727896e-05,3.4222465286299657e-12,1.1365091337041673e-08,8.732541855647071e-11,1.453446659787014e-13,4.816632639322537e-09,1.437952141636224e-13,1.48680528604039e-11,8.920796770372572e-11,3.76,0.0,0.37879249083805083,0.8557671493643453,0.13916429965455684,1.1594241667846328e-05,0.0035172946105093542,0.11681675819332049,1.5491726233870048e-13,2.039598616585173e-14,3.5456980837764997e-10,1.5054356966086202e-06,0.03110947510205875,7.45081618929368e-06,3.493073387255697e-13,1.1629214530567842e-14,3.1269894442536493e-07,2.1344786403482222e-07,3.639988888838118e-08,0.00220490366478295,0.00023467159791946987,1.7240761905888785e-08,3.6905629488743995e-05,1.6619999181445114e-08,5.341075585096325e-07,8.10155469047754e-12,1.203171453086096e-12,4.207057877434181e-08,1.4229505251771228e-06,1.6032321624455797e-08,2.5619922302088407e-13,1.922395156046411e-14
