Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220)
1.777295277721424e-05,0.9210496113697071,0.0010604821108323504,0.0005256336355703293,0.00048281002985157463,0.11636916279300477,0.0,0.0,0.0007888250934066169,2.6427383994353692e-05,0.07200397706801012,0.042541400400882064,7.431427470440508e-05,3.12740399838993e-10,1.2638700928579266e-07,1.5096625991950891e-05,0.00036021697286828285,0.005216147088691042,2.398240835980409e-06,4.807625336163077e-07,0.0002487976793140498,8.02337850212701e-09,1.539054254252617e-05,4.38848383871631e-06,3.03797140402443e-08,0.0002470437067858883,2.168384373243325e-08,8.931003489581487e-06,3.7797155457306804e-07,2.8778319223901864e-09,2.1956732636547242e-07,9.24210928859633e-11,1.5679766719963167e-09,3.7779072459160566e-08,3.76,0.0,0.5572266375842931,0.8535913631578245,0.09982575221379436,0.004286137792800672,0.12237221897503893,0.14719206608960878,7.898969391531534e-12,5.765937564148937e-12,4.974646233002334e-07,0.000461205498537826,0.022869030620759432,6.911631804127366e-06,9.191086731071049e-12,3.841926550105101e-12,2.9104732827808037e-05,1.4300852883174428e-05,2.9545753223133845e-06,0.02154406186046058,0.0021764698138046715,4.367522477614541e-07,0.0003098934223476277,2.5591147921757787e-07,2.3774787083198435e-07,1.913865843855089e-11,2.4639476189824286e-09,2.030459597778534e-05,0.0001069184838561574,5.157774380019148e-09,5.06744058361359e-10,2.4761315813215683e-12,3.096296957592683e-06
1.790026430106762e-05,0.9213838812512503,0.0010686708310123883,0.0005283757123060093,0.00048529146210127115,0.11731358236131563,0.0,0.0,0.0007948692151341178,2.6615275626389125e-05,0.07319541734085702,0.04281620064523802,7.506486130653485e-05,3.1680313086157935e-10,1.2685106368280302e-07,1.5045411173097202e-05,0.0003635833440532934,0.005256653659568374,2.475746569093945e-06,4.934845110742852e-07,0.0002547594399335594,8.173959891204064e-09,1.5305316401748253e-05,4.451338652448647e-06,3.079364119760524e-08,0.0002546186644524023,2.2178941725535697e-08,9.056994533307178e-06,3.8512221142701305e-07,2.9350960499439253e-09,2.2210428542464175e-07,9.46038603487378e-11,1.6045348563520752e-09,3.869717510287839e-08,3.76,0.0,0.5545749263362849,0.8521181414052298,0.10089984301310628,0.0043169855602463005,0.12268922702524275,0.14910842109513542,7.85575769637095e-12,5.7343746104271465e-12,4.94809358958461e-07,0.00046251582397026245,0.022936486990293596,6.915106078804164e-06,9.198189405028492e-12,3.844806575273088e-12,2.918168385590848e-05,1.4353982986153026e-05,2.956086687701231e-06,0.021888462173705273,0.0021727136009423147,4.456221193282432e-07,0.00031210150679111153,2.618344454739538e-07,2.4355410310068685e-07,1.9234828207476614e-11,2.5383007173373347e-09,2.078185022930303e-05,0.0001092658135838437,5.183718651150907e-09,5.115457021969667e-10,2.5040762406462915e-12,3.0891207098725988e-06
1.8027575824920998e-05,0.9217187400498353,0.0010768603692304392,0.0005310964524822914,0.0004877579408220274,0.11825685280901181,0.0,0.0,0.0008008122763994985,2.67988263688579e-05,0.07439358247067158,0.043090495144970015,7.580907108741123e-05,3.2088931602727003e-10,1.273122486510818e-07,1.499447892855821e-05,0.0003669621195567357,0.0052966402629912685,2.554973248877989e-06,5.063913874124079e-07,0.00026080044661797475,8.327093178408211e-09,1.5220476506221128e-05,4.514442396367414e-06,3.120823897177256e-08,0.0002623404090486394,2.2680951864417187e-08,9.18432075893276e-06,3.92373147006379e-07,2.993194806248077e-09,2.2463647927294053e-07,9.681160832055954e-11,1.6416655825601717e-09,3.9629814450487146e-08,3.76,0.0,0.5519284375215893,0.8506434175619726,0.10197459771766125,0.004347758840068514,0.1229960938075778,0.1510316709854163,7.812797894700307e-12,5.702996056687638e-12,4.92169183103187e-07,0.0004638068992806059,0.023001240604783278,6.917928423623781e-06,9.204793392916415e-12,3.847477974868981e-12,2.925707405447689e-05,1.4405334682069063e-05,2.9573196907011304e-06,0.02223364019741551,0.002168953556295471,4.5457816247897446e-07,0.0003142573320540887,2.678237775640204e-07,2.494009269492887e-07,1.9327198378023205e-11,2.6140666163418852e-09,2.1264586790785563e-05,0.00011163245078443615,5.20863845941153e-09,5.163629254972701e-10,2.5320545400832985e-12,3.0817357914546246e-06
1.8154887348774377e-05,0.9220541608638437,0.0010850502439133617,0.0005337960364177942,0.0004902096346644156,0.1191989193525966,0.0,0.0,0.0008066536089163964,2.6978002164701122e-05,0.07559833943144238,0.04336427958948254,7.654685714446208e-05,3.249988879660972e-10,1.277706182260606e-07,1.494382982673252e-05,0.0003703531732901487,0.005336107183197524,2.6359352889861722e-06,5.194824827908282e-07,0.00026692044466811155,8.482789507884253e-09,1.5136024994113403e-05,4.577789281568507e-06,3.162342224334257e-08,0.0002702094093482809,2.3189877941206625e-08,9.312989067276991e-06,3.9972485294883255e-07,3.0521339570178387e-09,2.2716362618522964e-07,9.904405595601231e-11,1.6793713797130565e-09,4.057706525902914e-08,3.76,0.0,0.5492873137539471,0.8491672859735759,0.10304994488118678,0.004378456787751966,0.12329292879727444,0.1529616085933883,7.770090557561323e-12,5.671802310266678e-12,4.895441312628261e-07,0.0004650786102906897,0.023063316347305875,6.920109530492633e-06,9.210900046650965e-12,3.849941340499047e-12,2.9330896054842117e-05,1.4454915848537846e-05,2.9582788916318005e-06,0.022579526913548763,0.0021651899203946876,4.6361928955084043e-07,0.0003163607452974879,2.7387867618773954e-07,2.5528597971685693e-07,1.9415782236281984e-11,2.6912493377991815e-09,2.1752753570011863e-05,0.00011401791328737264,5.2325373686347465e-09,5.211954186670044e-10,2.560065086466417e-12,3.0741450241888187e-06
1.8282198872627756e-05,0.9223901170255082,0.0010932399931389163,0.0005364746499797531,0.0004926467157919226,0.12013972805254568,0.0,0.0,0.0008123926424029274,2.7152773594385877e-05,0.07680955539545681,0.04363754969315312,7.727817872045871e-05,3.291317912482143e-10,1.282262282444803e-07,1.489346435474782e-05,0.00037375638459994157,0.0053750550267271146,2.718646705772256e-06,5.327570728601916e-07,0.00027311916034369085,8.64105959257824e-09,1.5051963868677542e-05,4.641373573246699e-06,3.203910778130136e-08,0.00027822608577676266,2.370572260058032e-08,9.44300618470686e-06,4.071778142994481e-07,3.1119192811398117e-09,2.2968546005423794e-07,1.0130091569404171e-10,1.717654678776515e-09,4.1539001020552456e-08,3.76,0.0,0.5466516938749765,0.8476898395775179,0.10412581436014609,0.004409078582506578,0.12357984295062142,0.1548980277215461,7.727636177189056e-12,5.640793721050597e-12,4.869342344374343e-07,0.0004663308571688289,0.02312273983937787,6.921660119244212e-06,9.216511016614926e-12,3.8521973841336025e-12,2.9403143569933878e-05,1.4502735442327163e-05,2.958968862807254e-06,0.02292605383433242,0.0021614229301889208,4.727443902491931e-07,0.00031841163416561753,2.79998323177701e-07,2.6120688803899966e-07,1.9500595668901278e-11,2.769852440183692e-09,2.2246297373602434e-05,0.00011642171574132527,5.255419645036115e-09,5.260428812781253e-10,2.5881065359627e-12,3.066351330825232e-06
1.8409510396481135e-05,0.922726582074395,0.0011014291745082224,0.0005391324842748589,0.000495069359689091,0.12107922582275134,0.0,0.0,0.0008180289019751368,2.732311578535276e-05,0.07802709780747533,0.04391030119957817,7.800300100971464e-05,3.332879825100762e-10,1.286791362502613e-07,1.4843382920474795e-05,0.0003771716382719833,0.005413484708828815,2.803121114578779e-06,5.462143902006139e-07,0.00027939630119882126,8.801913715018889e-09,1.496829500034514e-05,4.70518959326453e-06,3.245521429944603e-08,0.0002863908104486279,2.4228487370769753e-08,9.574378662199468e-06,4.147325099641534e-07,3.1725565735356126e-09,2.3220173032915642e-07,1.0358189359496787e-10,1.7565178129006654e-09,4.251569399359819e-08,3.76,0.0,0.5440217129943438,0.8462111698943235,0.10520213731036282,0.004439623427164904,0.1238569485754159,0.1568407232405933,7.685435169039523e-12,5.609970582866219e-12,4.843395192865007e-07,0.00046756355409108703,0.023179537399817523,6.922590928311036e-06,9.221628240858684e-12,3.854246938047522e-12,2.9473811368669e-05,1.4548803454585055e-05,2.9593941845526882e-06,0.023273153035034765,0.002157652819014481,4.819523328025034e-07,0.0003204099257541945,2.86181882460711e-07,2.671612713133512e-07,1.9581657069442183e-11,2.849879019125571e-09,2.2745163972920982e-05,0.00011884337009639735,5.277290231366917e-09,5.309050220828084e-10,2.616177593832616e-12,3.058357728906604e-06
1.8536821920334514e-05,0.923063529794735,0.0011096173650057353,0.0005417697353516785,0.0004974777449826705,0.12201736043859371,0.0,0.0,0.0008235620055295899,2.7489008317095616e-05,0.07925083445434394,0.04418252988553716,7.87212949679564e-05,3.3746743054060053e-10,1.2912940139784462e-07,1.4793585855151254e-05,0.00038059882452833694,0.005451397440396529,2.889371726595347e-06,5.59853625737854e-07,0.00028575155641367197,8.96536172823428e-09,1.4885020130183062e-05,4.769231722554214e-06,3.287166250585307e-08,0.0002947039072473878,2.4758172694697858e-08,9.707112874597756e-06,4.22389413157468e-07,3.2340516480285053e-09,2.3471220193783144e-07,1.0588668967584854e-10,1.795963017736458e-09,4.350721523431275e-08,3.76,0.0,0.5413975025306744,0.8447313670204578,0.10627884618285398,0.004470090548068302,0.1241243592085078,0.15878949118117702,7.64348787387381e-12,5.579333135098283e-12,4.817600082282306e-07,0.00046877662890324655,0.023233736005357223,6.9229127060276204e-06,9.226253934647839e-12,3.856090949945436e-12,2.954289525033177e-05,1.4593130868517963e-05,2.9595594415043583e-06,0.023620757184099537,0.002153879816578581,4.912419651388819e-07,0.00032235558557468317,2.924285010314423e-07,2.73146744961977e-07,1.965898724383639e-11,2.931331708498916e-09,2.3249298167496848e-05,0.00012128238605940891,5.298154721442429e-09,5.357815590246564e-10,2.6442770141291447e-12,3.0501673248378648e-06
1.8791444968041275e-05,0.9237387696067296,0.0011259891775888102,0.0005469832951189384,0.0005022524690310102,0.12388933565390775,0.0,0.0,0.0008343176643394737,2.7807384383104786e-05,0.08171636369305534,0.04472540209070562,8.013820943399331e-05,3.4589603346608106e-10,1.300222472919407e-07,1.4694845789849358e-05,0.00038748858280515636,0.005525678299516262,3.0672523694686305e-06,5.876744153729902e-07,0.000298695076729421,9.300076697262838e-09,1.4719658719795597e-05,4.897972141152943e-06,3.3705277062327466e-08,0.0003117762724140351,2.58383015390462e-08,9.97669111988379e-06,4.38011709173768e-07,3.359638510314664e-09,2.3971488576541736e-07,1.1056650827372837e-10,1.8766080974991026e-09,4.553502091559622e-08,3.76,0.0,0.536166900324447,0.8417687149371931,0.10843315794375066,0.004530788640727815,0.12463055511199228,0.16270443474659327,7.560355425845094e-12,5.518616006159815e-12,4.766466676126186e-07,0.0004711436899283405,0.02333444732550849,6.921772161971715e-06,9.234040916714132e-12,3.8591666900191334e-12,2.9676299459025656e-05,1.4676612542730968e-05,2.9591281004771113e-06,0.02431721412745309,0.0021463260385308604,5.100615962987407e-07,0.00032608905782882864,3.051074250510496e-07,2.8520142357571994e-07,1.9802548637707303e-11,3.0985236547254335e-09,2.427314405437566e-05,0.00012621053297209693,5.336890892007614e-09,5.455767391659952e-10,2.7005562008951065e-12,3.0332089455962335e-06
1.9046068015748036e-05,0.9244156317061301,0.001142352429356587,0.0005521169857857817,0.0005069723734577084,0.12575525337673707,0.0,0.0,0.0008446583146468607,2.8107823543556633e-05,0.08420509474583163,0.04526613332762883,8.152879785015756e-05,3.544175969346726e-10,1.3090526811839973e-07,1.4597245377700949e-05,0.00039442488951202935,0.005597912719193572,3.2523861459402214e-06,6.162121908751061e-07,0.0003119468800704547,9.645274776539563e-09,1.4555891091574386e-05,5.02755114360595e-06,3.45393586176405e-08,0.0003294448131081877,2.6946092200762516e-08,1.0251788377876615e-05,4.540483915368255e-07,3.488726866813044e-09,2.4469193653550565e-07,1.1533786356243391e-10,1.95960587254239e-09,4.7622963670647263e-08,3.76,0.0,0.530960866428696,0.8388025754311466,0.11058823495061199,0.004591167136209644,0.1250993590942688,0.16664125310723216,7.478240150594586e-12,5.458643222445687e-12,4.7159431175228275e-07,0.00047343172328696305,0.023425101316078605,6.918324359928719e-06,9.239894832892534e-12,3.8614343289344055e-12,2.9803342199248554e-05,1.4753286546776163e-05,2.9577114698702345e-06,0.02501489892221149,0.002138763360640676,5.291937054677915e-07,0.0003296125026874464,3.1802796905528795e-07,2.973518870028232e-07,1.993149091750693e-11,3.2714401771093905e-09,2.531737640271446e-05,0.00013120220589909567,5.371684950557325e-09,5.554263492754201e-10,2.756935094044053e-12,3.0155026007762924e-06
1.9300691063454797e-05,0.9250939156812151,0.001158704418966863,0.0005571725251684563,0.0005116389835145884,0.12761472743427998,0.0,0.0,0.0008545839600010507,2.839031188013835e-05,0.0867159888212947,0.04580469137681187,8.28930160390339e-05,3.6303231727786025e-10,1.3177898643812213e-07,1.4500784778895472e-05,0.00040140706070463576,0.005668119734813241,3.4448639623722623e-06,6.454591262981403e-07,0.0003255038531250922,1.0001019458160226e-08,1.4393726822865813e-05,5.157926129998606e-06,3.537334858800975e-08,0.00034771040056903046,2.8081512474376136e-08,1.0532449264333962e-05,4.705030878844468e-07,3.6213642042626814e-09,2.496420183559026e-07,1.20198172273954e-10,2.0449707738397837e-09,4.977157192165475e-08,3.76,0.0,0.5257803238131585,0.8358336175735548,0.1127435828503771,0.004651220676942674,0.1255317119162119,0.17059836480042162,7.397142311465272e-12,5.3994149039097495e-12,4.666029796305256e-07,0.00047564060827510763,0.023505933591551332,6.912654823259478e-06,9.243842321783386e-12,3.862905159158845e-12,2.9924024249137925e-05,1.4823272117081545e-05,2.955346032019022e-06,0.02571329700576497,0.0021311934888025904,5.486284640011861e-07,0.000332926916688327,3.311827971864218e-07,3.0957923080601576e-07,2.0046057624768515e-11,3.450085909721658e-09,2.638152505287016e-05,0.00013625344587134418,5.402602457138958e-09,5.653284634794752e-10,2.8134054516099233e-12,2.997075754411221e-06
1.955531411116156e-05,0.9257734253929065,0.0011750427387778061,0.0005621516841574799,0.0005162538591524334,0.12946738590317886,0.0,0.0,0.0008640958203149073,2.8654895988527997e-05,0.08924801853604758,0.046341044881629295,8.423089398819978e-05,3.717405914557868e-10,1.3264394253400087e-07,1.4405463168481504e-05,0.00040843449745865874,0.005736321917439941,3.6447700863716776e-06,6.754068656544369e-07,0.00033936262167489094,1.036736751122847e-08,1.4233173702580674e-05,5.28905564820134e-06,3.6206723391940616e-08,0.00036657315416400055,2.9244515937300367e-08,1.0818715555320216e-05,4.873793793201854e-07,3.757598589604821e-09,2.545640283564027e-07,1.2514478631846568e-10,2.132715733652827e-09,5.198135795070076e-08,3.76,0.0,0.5206261407759483,0.8328624873912818,0.11489872737718433,0.00471094426626522,0.12592856331305446,0.17457421451142732,7.317061182200411e-12,5.340930449376072e-12,4.616726535340236e-07,0.00047777040894590457,0.023577186716173627,6.9048484998677745e-06,9.245913461391872e-12,3.863591903188836e-12,3.0038360282143972e-05,1.4886700313108935e-05,2.9520680249524184e-06,0.02641190570133812,0.0021236180701787607,5.683558288308586e-07,0.00033603380509780576,3.4456439338401727e-07,3.218647711612468e-07,2.0146521731364658e-11,3.6344583140178813e-09,2.7465110221429892e-05,0.00014136029817298334,5.429716917140766e-09,5.752813013057268e-10,2.8699597794356937e-12,2.977956752987508e-06
1.980993715886832e-05,0.9264539695370084,0.001191365267605788,0.0005670562789174058,0.0005208185903227496,0.13131287115810156,0.0,0.0,0.0008731962396687249,2.8901678984579474e-05,0.09180016960259317,0.046875163440305304,8.55425300135688e-05,3.805430172482065e-10,1.3350069194726454e-07,1.4311278817225005e-05,0.0004155066846461573,0.0058025450047062095,3.852182135303538e-06,7.060465664790915e-07,0.0003535195618946901,1.0744369055945845e-08,1.40742378333711e-05,5.420899450854352e-06,3.703899483511246e-08,0.0003860324521075175,3.0435043012372456e-08,1.111062619803494e-05,5.046808155268079e-07,3.897478761581612e-09,2.5945708929126196e-07,1.3017500305416916e-10,2.2228522129088705e-09,5.4252818947165924e-08,3.76,0.0,0.5154991325310321,0.8298898079235061,0.11705321406387846,0.004770333261942796,0.12629086885485089,0.17856727514669424,7.237995114474558e-12,5.283188586542168e-12,4.568032628184965e-07,0.0004798213625348651,0.0236391091031269,6.894989558397509e-06,9.246141448027083e-12,3.8635085792614475e-12,3.0146377980446803e-05,1.4943712744369544e-05,2.9479133555917004e-06,0.027110234834486168,0.0021160386933421842,5.883655780431195e-07,0.0003389351454163251,3.581650904386527e-07,3.341901259691014e-07,2.02331826541307e-11,3.824547788947249e-09,2.856764433440472e-05,0.0001465188241974057,5.453108975886914e-09,5.852832259315628e-10,2.9265913160770916e-12,2.958174661025675e-06
2.006456020657508e-05,0.9271353614587323,0.0012076701629910953,0.000571888163525396,0.0005253347924812266,0.13315083987449028,0.0,0.0,0.0008818885942202197,2.913081639660126e-05,0.09437144238213542,0.047407017689248626,8.682808509215366e-05,3.8944039354047414e-10,1.3434980319483604e-07,1.4218229163658976e-05,0.000422623189505516,0.005866817547278113,4.06717108526936e-06,7.373689430191321e-07,0.00036797081172063387,1.1132067647879247e-08,1.3916923717365839e-05,5.553418547561896e-06,3.786971029834413e-08,0.000406086943925818,3.165302203363425e-08,1.140821732986636e-05,5.224109299002268e-07,4.0410542218232045e-09,2.6432054140418404e-07,1.3528607535776024e-10,2.3153902338431996e-09,5.6586438053528256e-08,3.76,0.0,0.5104000628390581,0.8269161793382057,0.11920660792217186,0.004829383369073392,0.12661958700551615,0.18257604970027622,7.159941600690819e-12,5.226187417017012e-12,4.519946872452598e-07,0.00048179386791483435,0.023691953960164467,6.883161199808186e-06,9.244562281719275e-12,3.862670369596042e-12,3.0248117148183246e-05,1.4994460309399681e-05,2.942917519119087e-06,0.02780780726881278,0.002108456888572438,6.086473449135438e-07,0.0003416333508523181,3.719770977180437e-07,3.4653728904167375e-07,2.0306363319016278e-11,4.020337797382183e-09,2.9688633788671946e-05,0.00015172511254489817,5.472865627191859e-09,5.953327421313699e-10,2.983294018587532e-12,2.93775910339674e-06
2.0319183254281842e-05,0.9278174194724558,0.001223955852626172,0.0005766492230444977,0.0005298041022679646,0.13498096298842607,0.0,0.0,0.0008901772011802498,2.9342511995391567e-05,0.09696085329871586,0.047936579377617194,8.808777735209518e-05,3.9843371936478724e-10,1.3519185546403052e-07,1.412631088229941e-05,0.0004297836599929771,0.005929170572751813,4.28980129946819e-06,7.693643075486736e-07,0.00038271228222263193,1.1530500372619273e-08,1.376123434904871e-05,5.686575252149865e-06,3.869845262144347e-08,0.000426734564515246,3.2898370301584427e-08,1.1711522305340805e-05,5.405732546018669e-07,4.188375324649133e-09,2.691539333205545e-07,1.404752214042847e-10,2.4103384149543324e-09,5.8982685401128574e-08,3.76,0.0,0.5053296456672933,0.8239421791040495,0.12135849309516711,0.004888090632459576,0.12691567638940887,0.18659907291227287,7.082897334679112e-12,5.1699244614952094e-12,4.472467603813464e-07,0.00048368847414271155,0.023735978286740702,6.869445489210709e-06,9.241214462316425e-12,3.8610934934239485e-12,3.0343628830555987e-05,1.5039102013048663e-05,2.937115527432104e-06,0.02850415936204552,0.0021008741282926013,6.291906512961715e-07,0.0003441312339884148,3.8599252827613077e-07,3.5888869671696234e-07,2.0366407318709184e-11,4.2218050072366785e-09,3.082758062522402e-05,0.0001569752892992947,5.489079446313794e-09,6.05428493669431e-10,3.0400625445725503e-12,2.9167401175252825e-06
2.0573806301988604e-05,0.9284999669045794,0.0012402210252674417,0.0005813413670288963,0.0005342281734696461,0.1368029256147617,0.0,0.0,0.0008980672295999809,2.953701360293538e-05,0.09956743610993384,0.04846382143288373,8.932187676836813e-05,4.0752419205323677e-10,1.3602743655634042e-07,1.4035519953012337e-05,0.00043698782294770527,0.005989637268590443,4.52013057534194e-06,8.02022610488511e-07,0.0003977396689283858,1.1939697949363561e-08,1.3607171302778203e-05,5.8203332249117355e-06,3.952483978639457e-08,0.00044797254969382137,3.4170995115564137e-08,1.2020571730860407e-05,5.591713354426975e-07,4.339493364706826e-09,2.7395701237405034e-07,1.4573963410743602e-10,2.5077040079303108e-09,6.144201912893918e-08,3.76,0.0,0.500288546868784,0.8209683622151025,0.12350847248456527,0.004946451428495249,0.12718009327440777,0.19063491271554217,7.006858270566945e-12,5.114396702421236e-12,4.4255927278857726e-07,0.00048550586916057804,0.023771441927279376,6.8539232052102284e-06,9.23613869598001e-12,3.858795084189877e-12,3.0432974444186236e-05,1.5077803802248067e-05,2.9305418446525223e-06,0.029198841342298686,0.0020932918276408067,6.499849389569155e-07,0.0003464319708929717,4.0020342426037626e-07,3.712272865151233e-07,2.0413676161855635e-11,4.428919446417597e-09,3.1983984105655394e-05,0.00016226552743129244,5.501847848226409e-09,6.155692602904009e-10,3.0968922348689136e-12,2.8951480142585165e-06
2.0828429349695365e-05,0.929182832191472,0.001256464621324652,0.0005859665234763858,0.0005386086732174433,0.1386164269265791,0.0,0.0,0.0009055646135164645,2.9714608920213223e-05,0.1021902430378316,0.04898871801767205,9.053070010109003e-05,4.167132061298025e-10,1.3685714093586883e-07,1.3945851726467337e-05,0.00044423548208592323,0.0060482526843428945,4.758210209068908e-06,8.353334787992414e-07,0.00041304846306736544,1.2359684842623012e-08,1.3454734819008979e-05,5.954657509954116e-06,4.034852439730797e-08,0.00046979745311004795,3.5470794797604096e-08,1.2335393506882313e-05,5.782087465430952e-07,4.494460663606801e-09,2.787297145460175e-07,1.5107649029765563e-10,2.6074929381441545e-09,6.396488638190748e-08,3.76,0.0,0.4952773858730731,0.8179952614637768,0.12565616735537166,0.005004462456604665,0.12741378926643424,0.19468217147839603,6.9318196803678465e-12,5.059600626255754e-12,4.379319752182329e-07,0.00048724686872277133,0.023798606681207726,6.8366737066205866e-06,9.229377613431889e-12,3.85579307186815e-12,3.0516224923488428e-05,1.5110737493953813e-05,2.9232303303315964e-06,0.029891417608437523,0.002085711345164787,6.710196001287295e-07,0.00034853906596735607,4.1460178157086e-07,3.8353654809021354e-07,2.0448546634359078e-11,4.641644670263867e-09,3.315734219873243e-05,0.00016759205534383557,5.511272375586768e-09,6.257539545456314e-10,3.1537790951454803e-12,2.8730132478600368e-06
2.1083052397402126e-05,0.9298658489493499,0.0012726858233871419,0.000590526633256949,0.0005429472784380996,0.1404211800001436,0.0,0.0,0.0009126759679361301,2.9875621414406444e-05,0.10482834576849742,0.04951124457842061,9.171460607273917e-05,4.2600235087572133e-10,1.3768156786712686e-07,1.38573009828353e-05,0.00045152651587114935,0.006105053452671007,5.004085075530082e-06,8.692862532213411e-07,0.0004286339627061006,1.2790479381503095e-08,1.33039238869497e-05,6.089514567945959e-06,4.1169192978217577e-08,0.0004922051643350202,3.679765969349174e-08,1.2656012876902046e-05,5.976891047208443e-07,4.653330654176706e-09,2.8347215403073953e-07,1.5648295952092226e-10,2.7097098470709556e-09,6.65517242860354e-08,3.76,0.0,0.49029673738071206,0.8150233877558166,0.12780121692159502,0.005062120730276441,0.1276177092028391,0.19873948705825273,6.857776207722268e-12,5.00553226254892e-12,4.333645815505186e-07,0.0004889124056104429,0.023817735468347548,6.817774815795352e-06,9.220975501288801e-12,3.852106070723611e-12,3.0593459888296305e-05,1.5138079716561058e-05,2.915214189605133e-06,0.030581466961087087,0.002078133983623593,6.922840059668936e-07,0.00035045631773393977,4.291795727964028e-07,3.958005669345207e-07,2.047140828394216e-11,4.859937939836975e-09,3.43471529750698e-05,0.00017295116460745342,5.517458020126958e-09,6.359816183215112e-10,3.2107197763475537e-12,2.850366295544947e-06
2.1337675445108887e-05,0.9305488560209673,0.0012888840462432316,0.0005950236449581749,0.0005472456725197531,0.14221691162981207,0.0,0.0,0.000919408508097226,3.0020406300174393e-05,0.10748083632735284,0.05003137788635399,9.287399078160889e-05,4.3539340730886287e-10,1.38501319725338e-07,1.3769861990815647e-05,0.00045886087527923414,0.00616007752888589,5.257793722103341e-06,9.038700233961293e-07,0.00044449128374485626,1.32320938857096e-08,1.3154736325417974e-05,6.224872304537239e-06,4.1986565118183775e-08,0.000515190927970198,3.815147314414806e-08,1.2982452482688061e-05,6.176160835588738e-07,4.8161579632634075e-09,2.881846125722158e-07,1.6195621247853938e-10,2.814358136455513e-09,6.92029608972409e-08,3.76,0.0,0.4853471330530563,0.812053230461772,0.12994327791633226,0.005119423567754252,0.12779278923556578,0.20280553367863857,6.784721919473259e-12,4.952187221849985e-12,4.288567716688731e-07,0.0004905035191730254,0.023829091548927782,6.797302717123752e-06,9.210978046851363e-12,3.847753272743387e-12,3.066476683657211e-05,1.516001096998328e-05,2.906525929840727e-06,0.03126858276992125,0.0020705609908823466,7.137675339114813e-07,0.00035218778569750923,4.439287691893797e-07,4.0800406108672804e-07,2.0482661033952857e-11,5.083750409475783e-09,3.555291590668565e-05,0.0001783392169144547,5.5205125788416625e-09,6.462514191728183e-10,3.2677115552501478e-12,2.8272375463385348e-06
2.159229849281565e-05,0.9312316975046248,0.0013050589269125818,0.0005994595101082248,0.0005515055422465143,0.14400336211543985,0.0,0.0,0.0009257699723720712,3.0149346642310856e-05,0.11014682783432313,0.05054909607109406,9.400928336212993e-05,4.448883461373576e-10,1.393170004767262e-07,1.3683528564440652e-05,0.00046623858147605963,0.006213363948957854,5.519368474918229e-06,9.390736616970267e-07,0.0004606153707435189,1.3684534797340621e-08,1.3007168860389267e-05,6.360700094587656e-06,4.2800392483181394e-08,0.0005387493636296928,3.9532112422684206e-08,1.3314732425312037e-05,6.37993427103847e-07,4.982998491743468e-09,2.9286752876037156e-07,1.6749342908195283e-10,2.921440013067926e-09,7.191901612079312e-08,3.76,0.0,0.48042906319054046,0.8090852578007318,0.1320820241489292,0.005176368582434539,0.12793995509843756,0.20687902263785868,6.7126503556077485e-12,4.8995607320712114e-12,4.2440819422088506e-07,0.0004920213452252131,0.02383293779840178,6.775331870011659e-06,9.199432096607751e-12,3.842754346844863e-12,3.0730240363964706e-05,1.5176714666123704e-05,2.897197323481895e-06,0.03195237308119989,0.0020629935608892738,7.354595925855025e-07,0.00035373775837790894,4.5884136067092745e-07,4.2013241098572956e-07,2.048271292846151e-11,5.313027322273137e-09,3.677413306775314e-05,0.00018375265025217104,5.520546045548083e-09,6.565626463863868e-10,3.3247523142477047e-12,2.803657199157285e-06
