Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158)
4.4974e-10,0.6049222898732757,2.3737151692777433e-15,5.018906734335246e-16,8.282799928741495e-16,5.767855306476558e-16,0.0,0.0,4.460353617808101e-12,2.2815661539657314e-18,9.921158718859197e-16,1.1542796040040067e-15,5.483119070581444e-24,2.1880664100988805e-37,5.646952657676205e-21,1.834656364750202e-12,1.1477904639338682e-16,5.01860728670828e-16,1.3732834034938832e-31,1.0767106974667268e-45,1.4049498981579848e-27,7.670332860615623e-27,7.133001123099344e-11,7.801053960412103e-30,2.4640080015278242e-24,2.075154572758096e-32,2.8319895570800423e-39,2.575904793588055e-29,6.78731057816861e-36,3.939439646888518e-37,8.093449039963113e-29,3.1145736418236926e-39,7.673705695639363e-43,1.2840822560117287e-42,3.76,0.0,0.9743874682933077,0.999999999995537,1.6417533368738682e-16,2.2936846965279113e-21,4.460864084863224e-12,7.316743083741323e-11,7.732150414697002e-20,1.2114853096837812e-19
5.677048e-10,0.6049222898753003,4.424860476839959e-15,9.946149611625704e-16,1.6413391289977725e-15,1.1434251726474482e-15,0.0,0.0,5.630283565178877e-12,3.635059958176529e-18,1.9664290864742702e-15,2.287846663308712e-15,1.1309078774496492e-23,7.51757443054498e-37,8.949580382742837e-21,2.909304012607837e-12,2.2749747208828024e-16,9.947160180543933e-16,4.131595122556393e-31,3.857300852718394e-45,4.2627574837232964e-27,2.325889078782241e-26,8.944414133343706e-11,2.3497359140655156e-29,5.997749891222545e-24,7.687056340433093e-32,1.0484082114256057e-38,7.954555873803746e-29,3.0508785420552344e-35,1.770745574681842e-36,1.9720192001992415e-28,1.398414070572261e-38,3.348831523469772e-42,5.952347813747791e-42,3.76,0.0,0.9743874682729461,0.9999999999943644,3.2588857475817554e-16,5.5838241150869274e-21,5.631014610584667e-12,9.235892224321428e-11,1.7297905603746723e-19,2.203996418200805e-19
6.856696e-10,0.6049222898773251,7.464734527415829e-15,1.7372934709866639e-15,2.8666375499041254e-15,1.997863883894718e-15,0.0,0.0,6.8002131664869766e-12,5.3024062026957425e-18,3.4351590000190535e-15,3.9966440232912005e-15,2.0530401674245672e-23,2.1000322277045496e-36,1.298508186169897e-20,4.2235813936356324e-12,3.974140377049031e-16,1.7376714770329892e-15,1.0161405442122011e-30,1.1041159322092715e-44,1.055625026233079e-26,5.756418665178141e-26,1.0731726465477736e-10,5.785660661958521e-29,1.2432871546294729e-23,2.248344761321378e-31,3.06461043971218e-38,2.0071223741799805e-28,1.0545738340988748e-34,6.12072441500101e-36,4.091793463837417e-28,4.828414591084552e-38,1.1296611563495151e-41,2.1228515200499754e-41,3.76,0.0,0.9743874682525845,0.9999999999931907,5.701447678639437e-16,1.1576200736014721e-20,6.80122497883039e-12,1.1155041364873947e-10,3.318363675964558e-19,3.5535768558868734e-19
8.036344e-10,0.6049222898793499,1.1696548296898205e-14,2.7813260103150203e-15,4.588779974050306e-15,3.19952254740764e-15,0.0,0.0,7.97014246081727e-12,7.283604271550774e-18,5.5000544535613195e-15,6.399051618339003e-15,3.414184280391993e-23,5.113382193472476e-36,1.774095247724244e-20,5.773855444189972e-12,6.362992093960113e-16,2.782196660697561e-15,2.1900473232909516e-30,2.7442822159814485e-44,2.2851811064492117e-26,1.2453406017575364e-25,1.2495273086834172e-10,1.2484749064064169e-28,2.31136309226077e-23,5.648153638295442e-31,7.694240057944454e-38,4.439690286137191e-28,3.0790258977723006e-34,1.7870340241725628e-35,7.614341542903517e-28,1.4079050078004717e-37,3.2457777379048783e-41,6.40392678050933e-41,3.76,0.0,0.9743874682322226,0.999999999992015,9.14255356332297e-16,2.1523646802368468e-20,7.971508024464856e-12,1.3074190505406648e-10,5.726441049782893e-19,5.276265702126228e-19
9.215992e-10,0.6049222898813749,1.731451887097453e-14,4.175847852529188e-15,6.888571855289672e-15,4.805309225816009e-15,0.0,0.0,9.14007149487798e-12,9.578653592897205e-18,8.258414492751735e-15,9.608272257628064e-15,5.322172526526943e-23,1.1202876912304015e-35,2.320522554112685e-20,7.556647079398653e-12,9.554084082649955e-16,4.177510203800075e-15,4.280144150737484e-30,6.144890993591523e-44,4.4784347093340746e-26,2.438919890330934e-25,1.4235374806223182e-10,2.4431119127908426e-28,3.9646159671150243e-23,1.2652397747816959e-30,1.7226091051932557e-37,8.905694994199556e-28,7.887298354131147e-34,4.5776267850080823e-35,1.3073395873046635e-27,3.601061574142971e-37,8.248850102638841e-41,1.6959098113300451e-40,3.76,0.0,0.9743874682118606,0.999999999990838,1.3749138913902328e-15,3.6923617477041045e-20,9.141876274681206e-12,1.4993339645928817e-10,9.13822141447358e-19,7.382508272583488e-19
9.999999999999999e-10,0.6049222898834,2.190724680385949e-14,5.31986853167804e-15,8.774906225552414e-15,6.123146594948537e-15,0.0,0.0,9.91762003760638e-12,1.1277580281547796e-17,1.0521460015550436e-14,1.2241218028203687e-14,6.949561270739721e-23,1.802206121931893e-35,2.722301902079457e-20,8.868476488814588e-12,1.2172142563000344e-15,5.3222694381518035e-15,6.401723713148785e-30,1.0059340450246557e-43,6.707923277747478e-26,3.6512807771491316e-25,1.5379050758794342e-10,3.657458218861797e-28,5.47752172818586e-23,2.0591895700296927e-30,2.802501905276426e-37,1.3556683831126239e-27,1.396392123695451e-33,8.104261443111274e-35,1.8073967137966738e-27,6.367504533677495e-37,1.4594103950085299e-40,3.0745314290793177e-40,3.76,0.0,0.974387468198328,0.9999999999900543,1.7535323192405454e-15,5.101827565394512e-20,9.919770036591474e-12,1.6268828842165157e-10,1.2048041026555428e-18,8.999848610434233e-19
1.039564e-09,0.6049222898834,2.450568475433825e-14,5.9681883205401015e-15,9.84377830281176e-15,6.87014353617239e-15,0.0,0.0,1.0310000322835434e-11,1.2187553606914077e-17,1.180399436088875e-14,1.3733385704908753e-14,7.893378513771773e-23,2.2617461090581163e-35,2.936636170724299e-20,9.568599085644165e-12,1.3655868325838286e-15,5.971038116234046e-15,7.756197895130853e-30,1.274112266557576e-43,8.132522287879694e-26,4.425592106824928e-25,1.5952341232347388e-10,4.433389200899114e-28,6.389263825839537e-23,2.5974064549531843e-30,3.534347310836934e-37,1.657046059604463e-27,1.8320679896099797e-33,1.0632724614589525e-34,2.1089304671590055e-27,8.34890237754753e-37,1.9157397959389647e-40,4.079868211817308e-40,3.76,0.0,0.9743874681914988,0.9999999999896585,1.968342404938341e-15,5.951307296730029e-20,1.0312342049226707e-11,1.6912488786451238e-10,1.373035225271632e-18,9.883211854278187e-19
1.2077097429381557e-09,0.6049222898862867,3.7844987230279483e-14,9.304194272964739e-15,1.5342684745423605e-14,1.0715517423363823e-14,0.0,0.0,1.1977603911066428e-11,1.644876045603244e-17,1.840397184542918e-14,2.1412145423472054e-14,1.2948661170637164e-22,5.447218583547081e-35,3.933012308988254e-20,1.2825887601188457e-11,2.1291140912877046e-15,9.309630000903172e-15,1.6258093309865925e-29,3.197085654128941e-43,1.7086843870246066e-25,9.288075435073955e-25,1.8360308469594615e-10,9.311735867892365e-28,1.1581707367302366e-22,6.364294521753898e-30,8.653147642748702e-37,3.6038860925455034e-27,5.2436970160982415e-33,3.0431726732450063e-34,3.828031660427266e-27,2.3827696617493175e-36,5.5017259087969674e-40,1.2263188881112635e-39,3.76,0.0,0.9743874681624749,0.9999999999879733,3.0759376493796706e-15,1.0789948798872163e-19,1.1980904446715006e-11,1.9648023098763646e-10,2.26627865782049e-18,1.4153849863318318e-18
1.3758554858763115e-09,0.6049222898891736,5.529437798141473e-14,1.3679743679258654e-14,2.2552849511711568e-14,1.576248668951293e-14,0.0,0.0,1.3645207395005401e-11,2.134762573194799e-17,2.7061695464189515e-14,3.1484994842413635e-14,1.9987927396907483e-22,1.1696507555179645e-34,5.0653272847380415e-20,1.653233097078162e-11,3.1306852906172983e-15,1.3689130813507067e-14,3.088477913662061e-29,7.165209989352233e-43,3.252056547528554e-25,1.7657698791066552e-24,2.0722787098855077e-10,1.7724648559851413e-27,1.942217389534425e-22,1.3836588082689087e-29,1.8797959263978187e-36,7.093928188139917e-27,1.3039148869500902e-32,7.567000825246935e-34,6.427992705388075e-27,5.907598642461937e-36,1.3734366703940584e-39,3.193643566781755e-39,3.76,0.0,0.9743874681334508,0.9999999999862825,4.533327103862474e-15,1.809800422795772e-19,1.3649726561311137e-11,2.23835574111392e-10,3.485382488113999e-18,1.928234809536299e-18
1.5440012288144673e-09,0.6049222898920611,7.738103869034538e-14,1.9228310613853624e-14,3.169307558621356e-14,2.2166671671809817e-14,0.0,0.0,1.531281099326131e-11,2.6884147897017905e-17,3.8041798334493835e-14,4.42598219995331e-14,2.9429125960000084e-22,2.29360098629378e-34,6.330318599600243e-20,2.067841839508756e-11,4.40091002150578e-15,1.924340502226467e-14,5.434017416421363e-29,1.4678675283418232e-42,5.731040858297871e-25,3.10833618111891e-24,2.3040654494591187e-10,3.1247244767673843e-27,3.066178744181582e-22,2.7389818785604745e-29,3.718216169376024e-36,1.2913383937506727e-26,2.899889086820865e-32,1.6828383886837123e-33,1.0160908342180255e-26,1.3102286530505747e-35,3.060489475808715e-39,7.413048047715685e-39,3.76,0.0,0.9743874681044264,0.9999999999845857,6.3872769605659735e-15,2.8576958733037463e-19,1.5318844950692837e-11,2.5119091723621473e-10,5.080484631545261e-18,2.529671862389459e-18
1.7121469717526231e-09,0.6049222898949489,1.04616179994089e-13,2.607936522640409e-14,4.2975328654053026e-14,3.007942761925442e-14,0.0,0.0,1.69804149537254e-11,3.305832554260882e-17,5.160110182939788e-14,6.003542633979447e-14,4.172652658860418e-22,4.189173966597013e-34,7.724817270503625e-20,2.525490096728269e-11,5.969493209323115e-15,2.6102365547385178e-14,9.003333154045415e-29,2.808951675475158e-42,9.509150274326608e-25,5.151786135165564e-24,2.531476401773687e-10,5.187326354170973e-27,4.615208431037751e-22,5.040808393266229e-29,6.837733521687461e-36,2.210868746241375e-26,5.919351745929099e-32,3.4349632293605413e-33,1.531333577861016e-26,2.667380747267916e-35,6.253078741174182e-39,1.5755535978464225e-38,3.76,0.0,0.9743874680754016,0.9999999999828817,8.68370442360097e-15,4.30224832552352e-19,1.6988296063214848e-11,2.78546260362599e-10,7.100466622831025e-18,3.2221910150660275e-18
1.880292714690779e-09,0.6049222898978369,1.375027057687602e-13,3.436030521489486e-14,5.660796581399972e-14,3.9650005574332775e-14,0.0,0.0,1.864801954863605e-11,3.9870157338281373e-17,6.799241646954313e-14,7.910594087214147e-14,5.736573781072659e-22,7.223226571440969e-34,9.245701899312455e-20,3.0252659292960136e-11,7.865675002414444e-15,3.439389643557469e-14,1.4207963398471433e-28,5.093206275524343e-42,1.502629472563836e-24,8.131916722883697e-24,2.7545957195084834e-10,8.201933271884213e-27,6.6828029168912145e-22,8.747318989205326e-29,1.1856452614909062e-35,3.601351782980839e-26,1.127901084690945e-31,6.544949103479103e-33,2.2200761050719622e-26,5.069483809637375e-35,1.1915746633336047e-38,3.120529439091744e-38,3.76,0.0,0.9743874680463764,0.9999999999811703,1.146822877306803e-14,6.230863668016483e-19,1.8658116543338443e-11,3.0590160349108764e-10,9.593418055326589e-18,4.008276719154851e-18
2.0484384576289345e-09,0.6049222899007257,1.7652871713947614e-13,4.4194816857416026e-14,7.279300960619186e-14,5.1023699678239575e-14,0.0,0.0,2.0315625077067712e-11,4.731964209120574e-17,8.746131072683182e-14,1.0175707282632778e-13,7.686563236947161e-22,1.1878489442768379e-33,1.0889938211011246e-19,3.566281690507662e-11,1.0117856867303489e-14,4.4242218364220924e-14,2.1539966284272394e-28,8.846318342848428e-42,2.2809454359964777e-24,1.2330518320042563e-23,2.9735053277742915e-10,1.245864782135464e-26,9.371650520053394e-22,1.4465114411229207e-28,1.9591587995756328e-35,5.630587009525463e-26,2.0319512068864513e-31,1.1790602184653123e-32,3.117054962476092e-26,9.109657326174598e-35,2.1460367900596933e-38,5.834680347805618e-38,3.76,0.0,0.974387468017351,0.9999999999794507,1.478567682452172e-14,8.7395925518103e-19,2.032834292502254e-11,3.332569466222774e-10,1.260598939701926e-17,4.8904037997789365e-18
2.21658420056709e-09,0.6049222899036149,2.2217450133263275e-13,5.570463702945935e-14,9.172908812843341e-14,6.434382615718536e-14,0.0,0.0,2.198323186111266e-11,5.540677870227865e-17,1.1024958085474284e-13,1.2827014063538257e-13,1.0077474168972974e-21,1.876951125336734e-33,1.2654537075686824e-19,4.147661905768146e-11,1.2754003141563123e-14,5.5769643849324834e-14,3.1571172518113626e-28,1.4830389342873907e-41,3.34728394903747e-24,1.807526242257594e-23,3.1882860395345886e-10,1.829602796989999e-26,1.2792317869324755e-21,2.297095588667536e-28,3.1088134577369154e-35,8.5037642523782e-26,3.4922575235974003e-31,2.026359489513791e-32,4.2597661055816264e-26,1.5617052803759903e-34,3.6864867825581197e-38,1.0394976073689386e-37,3.76,0.0,0.9743874679883249,0.9999999999777222,1.868059630501176e-14,1.1931907606412052e-18,2.199901192928171e-11,3.6061228975681094e-10,1.618408115233957e-17,5.871042423741025e-18
2.3847299435052457e-09,0.6049222899065045,2.749073232023001e-13,6.900823897312469e-14,1.1360924998964086e-13,7.9750236662873e-14,0.0,0.0,2.365084024778298e-11,6.413156622076445e-17,1.365926595852013e-13,1.5891905907772382e-13,1.296726766321538e-21,2.86655380695675e-33,1.4536586277591892e-19,4.7685523731170863e-11,1.5801341178369088e-14,6.909526643865581e-14,4.496167893900654e-28,2.413586132199178e-41,4.772659310883322e-24,2.5744069319273986e-23,3.399016717725841e-10,2.610646111494754e-26,1.7063897370586975e-21,3.524285774912705e-28,4.76600117126384e-35,1.2469285785496195e-25,5.766736342002024e-31,3.346014626653363e-32,5.688690501854391e-26,2.572335685575799e-34,6.084095315346065e-38,1.7772426177942862e-37,3.76,0.0,0.9743874679592984,0.9999999999759841,2.3196857766821257e-14,1.59193209926071e-18,2.3670160215666348e-11,3.8796763289538086e-10,2.0372401231594113e-17,6.95258234706769e-18
2.5528756864434013e-09,0.6049222899093947,3.351866889352835e-13,8.422215973960009e-14,1.386231767360456e-13,9.73808128913046e-14,0.0,0.0,2.5318450606464846e-11,7.349400381146964e-17,1.667222313439616e-13,1.9397338195581406e-13,1.6416786995493172e-21,4.250773914165066e-33,1.6533218886260165e-19,5.428111010466013e-11,1.9286663987243583e-14,8.433628361428979e-14,6.245891949064926e-28,3.829487636612508e-41,6.637739894331113e-24,3.576521581221217e-23,3.6057751176949467e-10,3.633615291323324e-26,2.2313131431284355e-21,5.248426816122614e-28,7.092173503797984e-35,1.78220406632917e-25,9.19871131768504e-31,5.337184348091556e-32,7.447008444948623e-26,4.092874884415756e-34,9.69947276700828e-38,2.9321480509924983e-37,3.76,0.0,0.9743874679302715,0.999999999974236,2.837804648376049e-14,2.08205691626604e-18,2.534182461556824e-11,4.1532297603872444e-10,2.5214969840258948e-17,8.137351192319154e-18
2.721021429381557e-09,0.6049222899122856,4.0345994333604517e-13,1.0145988893977981e-13,1.6695533763694422e-13,1.1737020620952997e-13,0.0,0.0,2.6986063330230483e-11,8.349409080341669e-17,2.0086404013437635e-13,2.336957516732368e-13,2.0489837830440233e-21,6.1433413692123414e-33,1.864164020812551e-19,6.125515569661282e-11,2.323607657992921e-14,1.016068879137256e-13,8.490527506153856e-28,5.943128741607272e-41,9.033565435655621e-24,4.8620839958776825e-23,3.808637176847639e-10,4.9490014535690774e-26,2.8674857225172525e-21,7.615777560629038e-28,1.0283273040729372e-34,2.490945063383758e-25,1.423736196369891e-30,8.260420645243088e-32,9.580756900623742e-26,6.318768717103181e-34,1.5004292846645063e-37,4.68904833091617e-37,3.76,0.0,0.9743874679012439,0.9999999999724773,3.4267121193653005e-14,2.676204113914952e-18,2.7014041913851365e-11,4.426783191876262e-10,3.075469043703939e-17,9.427604963741601e-18
2.8891671723197125e-09,0.604922289915177,4.801664247918605e-13,1.2083291669582026e-13,1.9878673546159376e-13,1.3985101881067632e-13,0.0,0.0,2.86536788339374e-11,9.41318266632075e-17,2.3923995450898426e-13,2.78344301730879e-13,2.5253025507452534e-21,8.679408918344889e-33,2.0859102839281763e-19,6.859956403587478e-11,2.767523493186883e-14,1.210193114925275e-13,1.1323672404311713e-27,9.044619264119822e-41,1.2061627776296497e-23,6.484712952348317e-23,4.0076776804246756e-10,6.613147782916494e-26,3.629135260623152e-21,1.0801132169901473e-27,1.4573142957780464e-34,3.41349625682264e-25,2.1457713722189915e-30,1.2449257686556134e-31,1.2138614736003694e-25,9.499166941580314e-34,2.260198329070997e-37,7.294990406635492e-37,3.76,0.0,0.9743874678722158,0.9999999999707072,4.090672516065202e-14,3.387717004848945e-18,2.8686849036032227e-11,4.700336623429145e-10,3.703372838618925e-17,1.0825562486801897e-17
3.057312915257868e-09,0.6049222899180693,5.657340172587554e-13,1.424498629772585e-13,2.3429346346668897e-13,1.6495281239161715e-13,0.0,0.0,3.0321297554916076e-11,1.0540721103634324e-16,2.820662488566406e-13,3.281706570862927e-13,3.077577206785216e-21,1.2018061799444593e-32,2.3182927890888323e-19,7.63064253205447e-11,3.262914711681421e-14,1.4268295671569967e-13,1.484895123067748e-27,1.3525103986234244e-40,1.583443163349499e-23,8.503695248833773e-23,4.202969702782628e-10,8.688685985662759e-26,4.531256652792321e-21,1.5011406209355824e-27,2.0238210203470156e-34,4.596424360123689e-25,3.158631863285317e-30,1.8325099523234565e-31,1.5171988226293542e-25,1.3947545293012781e-33,3.3254607052677485e-37,1.1074630862987432e-36,3.76,0.0,0.9743874678431871,0.9999999999689252,4.833891344620783e-14,4.230666097300991e-18,3.0360282867725375e-11,4.973890055054625e-10,4.4093182022876845e-17,1.2333390519066778e-17
3.2254586581960237e-09,0.6049222899209621,6.605825695224915e-13,1.6641734010884545e-13,2.7364814146432507e-13,1.928030814515658e-13,0.0,0.0,3.1988919951508534e-11,1.173202437254004e-16,3.295553033249919e-13,3.8342191193260483e-13,3.7130196947202755e-21,1.634415830987716e-32,2.5610484471768275e-19,8.436795682038398e-11,3.8122370021115644e-14,1.6670525606085662e-13,1.917982590471199e-27,1.990524483101761e-40,2.0475576177441223e-23,1.098400254305368e-22,4.394585156023635e-10,1.1244491477505067e-25,5.5895615930911645e-21,2.0488396849095854e-27,2.7601049086200002e-34,6.0928779818433915e-25,4.552580711760306e-30,2.6411450710441366e-31,1.8734843639037475e-25,2.005169563844708e-33,4.7908451873557186e-37,1.64477468824463e-36,3.76,0.0,0.9743874678141575,0.9999999999671307,5.6605410511817074e-14,5.219802338551872e-18,3.2034380411531635e-11,5.247443486761855e-10,5.197340906914143e-17,1.3953217399035055e-17
3.3936044011341793e-09,0.6049222899238557,7.651212121741691e-13,1.9283927498706298e-13,3.1701879453677827e-13,2.2352647870191278e-13,0.0,0.0,3.365654650334729e-11,1.2987092472542324e-16,3.8191426496284613e-13,4.443390720013757e-13,4.4391095912592786e-21,2.18708807144886e-32,2.813920630814283e-19,9.277655026311103e-11,4.4178854437596485e-14,1.9319099485874635e-13,2.4440178958092686e-27,2.886980621334349e-40,2.6120177738001733e-23,1.3996477985242483e-22,4.5825943534222503e-10,1.435607300415179e-25,6.820487604828987e-21,2.7512529401319373e-27,3.703524046493299e-34,7.963215961099916e-25,6.438605651960522e-30,3.735198233704853e-31,2.2883745736789136e-25,2.8286429211673564e-33,6.7726412465781656e-37,2.3949860912110952e-36,3.76,0.0,0.9743874677851274,0.9999999999653233,6.57473938666545e-14,6.370566749850118e-18,3.3709178639345133e-11,5.52099691856041e-10,6.071377593479722e-17,1.568711591046876e-17
3.561750144072335e-09,0.60492228992675,8.797511292107638e-13,2.2181760832705487e-13,3.645700165128235e-13,2.572456052753209e-13,0.0,0.0,3.532417771027202e-11,1.430592542067372e-16,4.3934642623069985e-13,5.111586583940003e-13,5.2635858765616646e-21,2.8841570055992793e-32,3.076657512563119e-19,1.0152472345102833e-10,5.082210458304872e-14,2.2224300861072986e-13,3.076407920531002e-27,4.130919314834045e-40,3.29149512060929e-23,1.7617850886681575e-22,4.767066454864968e-10,1.8105505225368902e-25,8.241160719955899e-21,3.640571344577844e-27,4.896903075352809e-34,1.027537335033105e-24,8.951349739046198e-30,5.192751496834052e-31,2.7677731051867893e-25,3.922529451290289e-33,9.411866883851096e-37,3.425526716012979e-36,3.76,0.0,0.9743874677560966,0.9999999999635023,7.580570446889407e-14,7.699055802565975e-18,3.5384714622331976e-11,5.794550350460273e-10,7.03529200658586e-17,1.753711670118545e-17
3.729895887010491e-09,0.604922289929645,1.0048634348889258e-12,2.534517580836451e-13,4.1646208392943815e-13,2.9408039519930613e-13,0.0,0.0,3.69918140923448e-11,1.5688523254554197e-16,5.020501643525247e-13,5.841114735679856e-13,6.194442526214996e-21,3.753228274909278e-32,3.3490133891137066e-19,1.1060515790781764e-10,5.807505538720012e-14,2.539616464610972e-13,3.829629389779656e-27,5.8368725830216e-40,4.1018517123455824e-23,2.193085982998807e-22,4.948069119923389e-10,2.2581778511607336e-25,9.869395483335776e-21,4.753520745833742e-27,6.3890309636611425e-34,1.3105494651783854e-24,1.2252795334204334e-29,7.107736807833976e-31,3.317831608216492e-25,5.355536579043339e-33,1.2878074218880425e-36,4.820378477287906e-36,3.76,0.0,0.9743874677270649,0.9999999999616672,8.682067220481984e-14,9.222022546032027e-18,3.706102540828151e-11,6.068103782471832e-10,8.092854748281271e-17,1.9505198565044914e-17
4.066187372886802e-09,0.6049222899354377,1.2880598620728335e-12,3.250752233035379e-13,5.338927062955111e-13,3.775663593740013e-13,0.0,0.0,4.032710455823045e-11,1.8645013829435843e-16,6.440465415377515e-13,7.493175006462493e-13,8.40850461504628e-21,6.135650910804293e-32,3.9216237050747234e-19,1.2973417197474822e-10,7.449955837140339e-14,3.2579040871404124e-13,5.7617342414567886e-27,1.1266337713609293e-39,6.184686072190543e-23,3.2992973982791157e-22,5.29993096526898e-10,3.4105385312187435e-25,1.382307528457855e-20,7.822287107922987e-27,1.0497562376469994e-33,2.0668505229001103e-24,2.203390439779064e-29,1.2780906182616213e-30,4.655715237717203e-25,9.581291843684743e-33,2.3141155986938273e-36,9.144858786334087e-36,3.76,0.0,0.9743874676689991,0.9999999999579527,1.1188012779640063e-13,1.2921523547823562e-17,4.0416119930736475e-11,6.6152106468735e-10,1.050364079468513e-16,2.3803320380378054e-17
4.402478858763113e-09,0.6049222899412341,1.6176712024245754e-12,4.084629229732191e-13,6.705205143791564e-13,4.748998608865487e-13,0.0,0.0,4.366242244474029e-11,2.1856564910606868e-16,8.094085699160112e-13,9.417083508363835e-13,1.115014308130805e-20,9.628219164502425e-32,4.529889189918811e-19,1.5010774556428317e-10,9.362636207599717e-14,4.0943867406303425e-13,8.377408684864498e-27,2.0843253318745335e-39,9.011661886021206e-23,4.796593909300386e-22,5.638696436448188e-10,4.97787734752623e-25,1.8837076423085022e-20,1.2354237058526425e-26,1.6554217738353057e-33,3.144263958898677e-24,3.7765888500815516e-29,2.1905029960045893e-30,6.355950907320055e-25,1.6338032947909954e-32,3.963637231924297e-36,1.649101984749585e-35,3.76,0.0,0.9743874676109298,0.9999999999541759,1.412405619592776e-13,1.7615556142961176e-17,4.3774759443777444e-11,7.162317511856173e-10,1.3332348401681157e-16,2.859646043637327e-17
4.7387703446394245e-09,0.6049222899470339,1.996521015867479e-12,5.043337695076942e-13,8.27496471615092e-13,5.869603041423094e-13,0.0,0.0,4.6997772590242674e-11,2.5323177571138584e-16,9.99574587745813e-13,1.1629574622334658e-12,1.4491960067696412e-20,1.4589763558467964e-31,5.172032463984865e-19,1.7167224690555743e-10,1.1562172363982515e-13,5.056340266168929e-13,1.1831008448404567e-26,3.7097880955474675e-39,1.2753674066148335e-22,6.773059866184994e-22,5.964861790651288e-10,7.056924283038129e-25,2.507695437933856e-20,1.8839064647164823e-26,2.5205492231838396e-33,4.637890728625772e-24,6.211773408378211e-29,3.6027473504419686e-30,8.476097187742037e-25,2.673619662023328e-32,6.515121322140309e-36,2.8462483567627963e-35,3.76,0.0,0.9743874675528565,0.9999999999503325,1.7521009708306167e-13,2.3460204515425956e-17,4.7137241379591976e-11,7.709424377516494e-10,1.660632288154235e-16,3.3898901195203004e-17
5.075061830515736e-09,0.6049222899528377,2.42730647748576e-12,6.133750362806684e-13,1.0059172537601351e-12,7.145939156713041e-13,0.0,0.0,5.033316011062747e-11,2.9044853266068375e-16,1.2159213780062659e-12,1.4146666562928375e-12,1.8510113700214704e-20,2.1451944393951107e-31,5.846355624459771e-19,1.9437608067929097e-10,1.4064477000995127e-13,6.150729129508494e-13,1.6294181968107024e-26,6.38136368009816e-39,1.760166657917701e-22,9.326565548876023e-22,6.278904634986984e-10,9.756202667240701e-25,3.271767253421214e-20,2.7872720656381725e-26,3.723597287469157e-33,6.660774045530883e-24,9.862424285548358e-29,5.7197354227649256e-30,1.1077145331947691e-24,4.223377093140716e-32,1.0337351840451312e-35,4.7315418357358875e-35,3.76,0.0,0.9743874674947791,0.9999999999464193,2.1409078208746635e-13,3.062061464408377e-17,5.050386350445488e-11,8.256531243956668e-10,2.0351742460879056e-16,3.9724282012071905e-17
5.411353316392047e-09,0.6049222899586456,2.9126056273210183e-12,7.362441743489434e-13,1.2068283616399986e-12,8.586156763024584e-13,0.0,0.0,5.366859038570242e-11,3.302159385243887e-16,1.4597677126325432e-12,1.6983702613794331e-12,2.3284158289813036e-20,3.0725932772677352e-31,6.551236710329859e-19,2.1816956915783354e-10,1.6884790839143402e-13,7.384224349477488e-13,2.19557836496742e-26,1.0649745370040672e-38,2.376671568509458e-22,1.2564680590533899e-21,6.581285016368116e-10,1.3196192947354981e-24,4.1943126178760614e-20,4.0169277643519533e-26,5.3583157472129206e-33,9.34556708261129e-24,1.5187116692472604e-28,8.807274102463015e-30,1.422335812531095e-24,6.470549121451163e-32,1.590841383093053e-35,7.614998784666069e-35,3.76,0.0,0.9743874674366975,0.9999999999424326,2.581789660780171e-13,3.927056875601455e-17,5.387492395335739e-11,8.803638111284169e-10,2.45936856180298e-16,4.608563477581297e-17
5.747644802268358e-09,0.604922289964458,3.45487926693687e-12,8.73569280591834e-13,1.4312249754250992e-12,1.019809748677867e-12,0.0,0.0,5.700406904940733e-11,3.725340160839644e-16,1.7323752440825535e-12,2.0155361500631984e-12,2.8896923142693655e-20,4.300761464054024e-31,7.285129254542822e-19,2.430049255651509e-10,2.0037692968629073e-13,8.763208007915179e-13,2.902170512562176e-26,1.7293273862514293e-38,3.1479937400815448e-22,1.6604512820086684e-21,6.872445663079923e-10,1.750941117118905e-24,5.2945799380157636e-20,5.657087220086583e-26,7.534972597517721e-33,1.2845914295801705e-23,2.276779097072818e-28,1.3202641115963572e-29,1.7982151405265877e-24,9.650935820576653e-32,2.3834690911751797e-35,1.1911889241278031e-34,3.76,0.0,0.9743874673786109,0.999999999938369,3.07765294068607e-13,4.95921801597432e-17,5.725072106264009e-11,9.350744979611557e-10,2.935614789302918e-16,5.299539416465758e-17
