Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70)
3.0833976496046594e-09,0.7684556241307942,1.0261424541393631e-08,1.128979965467092e-10,1.8054108719615918e-10,1.5174130569892381e-07,0.0,0.0,7.309982593241797e-09,2.787999545007762e-13,2.0262941953515373e-10,3.98125572247699e-09,2.0692504283829232e-16,1.700011447807327e-23,1.7258914565069457e-14,6.15453562420856e-08,4.142281348977088e-10,1.0250317171667481e-10,8.520352455730178e-21,2.2353993690124007e-28,2.8340451247538366e-17,1.4552457285334304e-16,4.607704142590983e-07,1.6971632671376094e-19,9.412037074656738e-16,3.0197930226069054e-22,6.382862047952097e-22,5.383698597068196e-18,2.833921425633329e-22,1.4526624149376216e-22,5.269760217270452e-19,1.980801683073357e-26,1.0432583144623754e-24,1.4275620160619204e-29,3.76,0.0,0.7220639322080638,0.9988050316761125,3.5703798244173796e-11,4.322986844642288e-13,7.696930697574831e-09,5.288318393435586e-07,2.840207409956417e-15,1.816019890989163e-14,1.956756383117589e-09,1.509704017487022e-07,1.0071090610080814e-12,1.868726639420575e-13,7.144994613282045e-16,1.0671589337976616e-15,5.194335538237585e-10,1.5467876695307233e-10,1.159643777689768e-13,1.2862027175721351e-11,0.0011949542307610216,4.040754619398161e-19,1.6677846779496789e-12,3.1465412788018476e-19,2.2288044923160274e-22,1.3506297738817993e-19,2.1590317296684583e-24,7.891534041071497e-20,8.645053920453793e-22,1.0718093471779323e-17,4.06842583745156e-14,1.0777650437639567e-26,6.635820810842989e-12,2.7811163742451227e-21
3.146608287535398e-09,0.7684556261242347,1.0892663476273256e-08,1.1985919500954015e-10,1.9148680959628875e-10,1.548606127932581e-07,0.0,0.0,7.459927086838625e-09,2.903448265505214e-13,2.147170254693173e-10,4.249399315151666e-09,2.2139161153263463e-16,1.8875860821921782e-23,1.7945123511308535e-14,6.384321891770146e-08,4.324335046467836e-10,1.086178561894637e-10,9.385757096612235e-21,2.5698247307803925e-28,3.1036436503917915e-17,1.5998571106890147e-16,4.689271872179602e-07,1.8260639853888036e-19,9.954683555520974e-16,3.3911875227068114e-22,6.781956894748246e-22,5.861026972727145e-18,3.129585372742488e-22,1.6026915050415682e-22,5.672524278617099e-19,2.2223675822378392e-26,1.1310182091530199e-24,1.623441738812911e-29,3.76,0.0,0.7220639180845414,0.9988049637954952,3.7888633586269355e-11,4.578302433287945e-13,7.870137142695805e-09,5.39674196614648e-07,3.0356280548691465e-15,1.9107399746583513e-14,2.042509827213972e-09,1.5405301742672982e-07,1.0511598750021169e-12,1.9452188201492531e-13,7.435949746585623e-16,1.091127037072154e-15,5.405709168614316e-10,1.5782265081067993e-10,1.1939216315805832e-13,1.3394069260438481e-11,0.001195021566767045,4.357858148248915e-19,1.7366664925409417e-12,3.359932529694659e-19,2.370699857100896e-22,1.4117153354153633e-19,2.3894400205724377e-24,8.367651233833334e-20,9.357639953682453e-22,1.1370907290642653e-17,4.200121305318805e-14,1.2412553471593046e-26,7.0412724839553895e-12,2.9690090463847093e-21
3.209818925466137e-09,0.7684556281192987,1.1548286401271792e-08,1.2709671979926348e-10,2.0285313027871301e-10,1.579804977085261e-07,0.0,0.0,7.609879890458576e-09,3.021238877324059e-13,2.2725082583580585e-10,4.529038016153309e-09,2.3657280880326887e-16,2.0926370318042075e-23,1.8644448077186642e-14,6.617358723083074e-08,4.5118514670643675e-10,1.1495825559027863e-10,1.0318259783171807e-20,2.9477996294216907e-28,3.392815531908903e-17,1.755300259076757e-16,4.770372254899877e-07,1.9624895250102527e-19,1.0520170075867181e-15,3.7990666764278815e-22,7.197295632666252e-22,6.372253403329003e-18,3.4516246556603703e-22,1.7656965642952532e-22,6.098465487613527e-19,2.4882247840917964e-26,1.2241837487035174e-24,1.8422910223730288e-29,3.76,0.0,0.7220639039600736,0.9988049059471082,4.0158678209925204e-11,4.844763416228568e-13,8.044293901526628e-09,5.505166006815506e-07,3.2399714946019288e-15,2.008028043231729e-14,2.129820766556834e-09,1.571351392154808e-07,1.0962300519442718e-12,2.0232533563324785e-13,7.73221134787703e-16,1.115091549470026e-15,5.621146278624179e-10,1.6097340553224035e-10,1.2284237592531538e-13,1.393686427000859e-11,0.001195078856330803,4.692691609753203e-19,1.806934124179393e-12,3.5832534614786006e-19,2.518448342160768e-22,1.4741805384895688e-19,2.6389429666355203e-24,8.861810412828655e-20,1.011285246451471e-21,1.2048893951981285e-17,4.332810884364514e-14,1.4253545503077016e-26,7.462461198331494e-12,3.165935605289027e-21
3.273029563396876e-09,0.7684556301160153,1.2228660800437528e-08,1.346156317507879e-10,2.1464700465601247e-10,1.6110097623340755e-07,0.0,0.0,7.759841264005431e-09,3.141371422979847e-13,2.402370424423977e-10,4.8203750349638516e-09,2.524905042219446e-16,2.3164698800568128e-23,1.935694975959832e-14,6.853598700389896e-08,4.7049067296674e-10,1.2152751749185883e-10,1.1321479473422059e-20,3.374187247339101e-28,3.702537267793118e-17,1.9221230215756036e-16,4.851008048469671e-07,2.1067625453820552e-19,1.1109133555708773e-15,4.246132021530463e-22,7.629198758451113e-22,6.919214844622029e-18,3.802001953065631e-22,1.9425904831270222e-22,6.548517237928952e-19,2.780311342054236e-26,1.322970763152606e-24,2.0863703434924406e-29,3.76,0.0,0.7220638898346396,0.998804856631863,4.2515405669053635e-11,5.122701592454952e-13,8.219421770158441e-09,5.613590516673374e-07,3.4534319993089336e-15,2.1078785792041303e-14,2.2186679315006738e-09,1.6021676719391047e-07,1.1423244492696604e-12,2.1028334894009033e-13,8.033749832868243e-16,1.1390524544932474e-15,5.840638189109136e-10,1.6413145490977315e-10,1.2631491745384275e-13,1.4490410480992706e-11,0.0011951275983484273,5.045859813938036e-19,1.8785870999883422e-12,3.8167667645115087e-19,2.6721685415921687e-22,1.53802637904745e-19,2.9086654984143762e-24,9.374295408279905e-20,1.0912312213593696e-21,1.2752468465530918e-17,4.4664613534265494e-14,1.6321430183502943e-26,7.899652065451528e-12,3.372186571043547e-21
3.3362402013276147e-09,0.7684556321144126,1.2934148536026056e-08,1.4242097360855892e-10,2.2687533801075723e-10,1.6422206428452678e-07,0.0,0.0,7.909811468835574e-09,3.2638459490649447e-13,2.5368180610770467e-10,5.123610796187978e-09,2.6916689337433335e-16,2.5604619593762946e-23,2.0082697363863164e-14,7.092994863669633e-08,4.90357583635522e-10,1.2832874344553058e-10,1.2399144074227288e-20,3.8543061940529924e-28,4.033810693185144e-17,2.1008870711521565e-16,4.931181993849557e-07,2.259214858846028e-19,1.1722217582898472e-15,4.735220118597424e-22,8.077986651276773e-22,7.503816244583871e-18,4.1827955382218664e-22,2.1343355149005734e-22,7.023635394671413e-19,3.100679668106429e-26,1.4275991855860687e-24,2.3581220641734845e-29,3.76,0.0,0.7220638757082183,0.9988048145742852,4.496028192439941e-11,5.412453318511863e-13,8.395541625706609e-09,5.722015496988685e-07,3.676202234764e-15,2.2102851227136733e-14,2.3090301843013258e-09,1.6329790144098258e-07,1.1894479911100147e-12,2.1839626738082537e-13,8.340535774651941e-16,1.1630097387202284e-15,6.064176237833529e-10,1.6729721937981488e-10,1.298097246018254e-13,1.5054706170228708e-11,0.0011951690681035489,5.417975624317637e-19,1.9516249471524067e-12,4.0607373963455877e-19,2.831979180668084e-22,1.6032538418270485e-19,3.1997704008054104e-24,9.905387796082592e-20,1.1757667466233821e-21,1.3482042679451736e-17,4.601040629130379e-14,1.8638593952942012e-26,8.353108356850469e-12,3.5880595377702605e-21
3.3994508392583535e-09,0.7684556341145184,1.3665105895322311e-08,1.5051777001206513e-10,2.3954498580531343e-10,1.6734377790418862e-07,0.0,0.0,8.059790767754061e-09,3.3886625062710777e-13,2.6759115754067494e-10,5.438942957723218e-09,2.8662450081135645e-16,2.8260648856211695e-23,2.0821767129306388e-14,7.335500706798659e-08,5.107932683178095e-10,1.3536498942603267e-10,1.3555090812388162e-20,4.393964957418626e-28,4.387662876167872e-17,2.2921678082371514e-16,5.010896815346257e-07,2.420187528608195e-19,1.2360072211849772e-15,5.269305911096106e-22,8.543979580388321e-22,8.128031711249611e-18,4.59620409930224e-22,2.3419450850298326e-22,7.524798429333436e-19,3.4515007580972466e-26,1.5382930465376915e-24,2.660181930535045e-29,3.76,0.0,0.722063861580789,0.9988047786891803,4.74947654350157e-11,5.714359441460156e-13,8.572674424556882e-09,5.830440949067635e-07,3.9084732045410324e-15,2.3152403148468665e-14,2.40088652658485e-09,1.6637854203566643e-07,1.237605670860262e-12,2.2666445769119817e-13,8.652539903153423e-16,1.1869633912120474e-15,6.291751779475549e-10,1.7047111604409778e-10,1.3332676753404208e-13,1.5629749614831335e-11,0.001195204350603371,5.809659944025525e-19,2.026047192925185e-12,4.3154325987920383e-19,2.997999110467452e-22,1.6698639005272312e-19,3.513458411481587e-24,1.0455366948287798e-19,1.2650593921203934e-21,1.4238025302921194e-17,4.73651772584241e-14,2.1229086627726465e-26,8.823091513347286e-12,3.813859375986034e-21
3.4626614771890923e-09,0.7684556361163604,1.4421883638083694e-08,1.589110274815459e-10,2.526627539890571e-10,1.7046613325813294e-07,0.0,0.0,8.209779425006831e-09,3.5158211494117827e-13,2.81971048212675e-10,5.7665664297935745e-09,3.048861830632691e-16,3.114807147754493e-23,2.1574242852731104e-14,7.581070173740263e-08,5.318050070862037e-10,1.426392662725875e-10,1.4793266562292792e-20,4.9994983117864585e-28,4.765146001915511e-17,2.496554256057297e-16,5.090155220715587e-07,2.590030964033955e-19,1.3023353765083313e-15,5.851506061475327e-22,9.027497712817267e-22,8.793905663747595e-18,5.044551663531536e-22,2.5664856297587827e-22,8.053007548516107e-19,3.835068458445312e-26,1.6552804685085935e-24,2.995391107461316e-29,3.76,0.0,0.7220638474523302,0.99880474805325,5.012030724884726e-11,6.028765232487222e-13,8.750841200621804e-09,5.938866874253699e-07,4.150434195493001e-15,2.422735939349982e-14,2.494216105736438e-09,1.6945868905693464e-07,1.286802553599058e-12,2.350883078834255e-13,8.969733104530912e-16,1.210913403033504e-15,6.52335618561583e-10,1.7365355869011212e-10,1.3686604769023056e-13,1.6215539092192194e-11,0.0011952343689610291,6.221541706309746e-19,2.101853364636022e-12,4.581121916335158e-19,3.1703473028673805e-22,1.7378575179550105e-19,3.850968293084009e-24,1.1024510083631687e-19,1.3592794645649289e-21,1.5020821928566964e-17,4.872862717052083e-14,2.4118703912951244e-26,9.309861154234047e-12,4.049898437272402e-21
3.525872115119831e-09,0.7684556381199655,1.520482704447774e-08,1.676057344039763e-10,2.662353993030926e-10,1.735891466333091e-07,0.0,0.0,8.359777706269576e-09,3.645321937444702e-13,2.9682734122220634e-10,6.106673394718824e-09,3.239751317140644e-16,3.428296755199537e-23,2.2340216009731475e-14,7.829657654762738e-08,5.533999715422585e-10,1.5015454012624682e-10,1.611772813122687e-20,5.6778057526416775e-28,5.1673372451524645e-17,2.714648949210858e-16,5.168959901264906e-07,2.769105013376945e-19,1.3712724637567442e-15,6.485082261650976e-22,9.528861121169718e-22,9.50355396616354e-18,5.530292624274263e-22,2.809078464116813e-22,8.609286816538464e-19,4.253803771295162e-26,1.778793660605859e-24,3.366808765555538e-29,3.76,0.0,0.722063833322821,0.9988047218809295,5.283835109242823e-11,6.35602032116033e-13,8.930063063608366e-09,6.047293273927323e-07,4.402272726402749e-15,2.5327629628028807e-14,2.5889982203389468e-09,1.725383425837611e-07,1.3370437783721654e-12,2.436682272303621e-13,9.29208642053468e-16,1.234859766867022e-15,6.758980844723502e-10,1.7684495781155147e-10,1.404275958815333e-13,1.681207287997985e-11,0.0011952599085597606,6.654257869215352e-19,2.1790429896959833e-12,4.858077215825916e-19,3.349142845889099e-22,1.807235646157854e-19,4.2135768799093485e-24,1.1613092318105567e-19,1.4586000016144292e-21,1.583083505474079e-17,5.010046698130521e-14,2.733507181282905e-26,9.813675086424785e-12,4.2964967611900715e-21
3.6522933909813088e-09,0.7684556421325721,1.6850564861801744e-08,1.8591935940870983e-10,2.9477210405088534e-10,1.7983721318803253e-07,0.0,0.0,8.65980421058572e-09,3.911350204870082e-13,3.27992149902611e-10,6.8250930170702994e-09,3.6472928880521927e-16,4.136364108006746e-23,2.3913059627591357e-14,8.335706429228951e-08,5.983677278518735e-10,1.659197225172942e-10,1.9042286940648666e-20,7.283415174149206e-28,6.050276859151805e-17,3.1944400371057583e-16,5.325218771500147e-07,3.1564320737432677e-19,1.5172413134637911e-15,7.920154327524859e-22,1.0586403631363483e-21,1.1063000937498267e-17,6.624455271426052e-22,3.3531921354171835e-22,9.810267023815534e-19,5.207123182724131e-26,2.0463465936187473e-24,4.2316772087520276e-29,3.76,0.0,0.7220638050605664,0.9988046803608104,5.855768369778741e-11,7.050498313180681e-13,9.29175685787073e-09,6.264147502442089e-07,4.936323363348969e-15,2.7603712141750657e-14,2.7828380312668685e-09,1.786961694699817e-07,1.4406801925444784e-12,2.6129801667006164e-13,9.952158337247397e-16,1.28274152774294e-15,7.24225656005728e-10,1.8325625110806746e-10,1.476177561610274e-13,1.803736649889425e-11,0.0011953001170710864,7.584781358925106e-19,2.337570709945861e-12,5.446884969409691e-19,3.726552890643574e-22,1.9501491899692102e-19,5.019387906033409e-24,1.2849664338417675e-19,1.6732482453218279e-21,1.75341054628483e-17,5.2868209097778647e-14,3.48682391116732e-26,1.08734580449944e-11,4.822691057171996e-21
3.766072539256639e-09,0.7684556457502124,1.8424568840437766e-08,2.0348225079870724e-10,3.220776048645253e-10,1.8546288931469518e-07,0.0,0.0,8.929863672580773e-09,4.1587864581713376e-13,3.5772681308725846e-10,7.516237075464118e-09,4.044769112486202e-16,4.876117510686482e-23,2.5375859168759785e-14,8.80102338332832e-08,6.409031020248986e-10,1.8096145284384856e-10,2.2012443798360756e-20,9.059611727444888e-28,6.940736986962828e-17,3.679451172382925e-16,5.464326681841761e-07,3.5404015148119046e-19,1.6582120970451239e-15,9.423231400662114e-22,1.1602432048889017e-21,1.263893969713031e-17,7.764562354346796e-22,3.917073610090138e-22,1.0997894521560697e-18,6.212429013927164e-26,2.311875377154411e-24,5.169523518936797e-29,3.76,0.0,0.7220637796207314,0.9988046525341046,6.403577666851664e-11,7.723067534928253e-13,9.621102933876066e-09,6.459317945447762e-07,5.45259346840215e-15,2.9737700069789633e-14,2.962057098593274e-09,1.8423652670882625e-07,1.5375777579408884e-12,2.7770312413021373e-13,1.0563583306442195e-15,1.325822586405247e-15,7.690867923298186e-10,1.8906109757135965e-10,1.541659069238478e-13,1.917685902481744e-11,0.0011953267097450332,8.500060455104845e-19,2.484972329458867e-12,6.018117287678921e-19,4.0894687913832822e-22,2.0835157409396794e-19,5.8440443297665116e-24,1.403177957686207e-19,1.88566690880265e-21,1.9164104550456206e-17,5.5385167551195306e-14,4.3083287187240533e-26,1.1888103716748581e-11,5.3357540862957035e-21
3.877232620088006e-09,0.7684556492904852,2.0049148336194025e-08,2.2165800404331229e-10,3.502769273581201e-10,1.9096137668325465e-07,0.0,0.0,9.193740824165848e-09,4.407856615692278e-13,3.883516870705039e-10,8.233292948719925e-09,4.462604378559386e-16,5.70412917693047e-23,2.6848938804549183e-14,9.264408756758688e-08,6.84387011420262e-10,1.9645351832853453e-10,2.5249818452859856e-20,1.11550722744834e-27,7.905224491977206e-17,4.205794813644131e-16,5.59885237945987e-07,3.9502271145959933e-19,1.8051179298621063e-15,1.1108006238135153e-21,1.2655700311739428e-21,1.4350505557362326e-17,9.038437233770494e-22,4.543856866035673e-22,1.2262366084573625e-18,7.34691330409371e-26,2.595367429924896e-24,6.255852700530798e-29,3.76,0.0,0.7220637547628861,0.9988046317907702,6.969851644063787e-11,8.425781044348405e-13,9.946488479388632e-09,6.649997292292718e-07,5.990612368735557e-15,3.190009941544074e-14,3.141392721062027e-09,1.8964780822868378e-07,1.6355929981674508e-12,2.942260032749581e-13,1.1176652975756164e-15,1.3679004886465574e-15,8.141603851616323e-10,1.9476635271816196e-10,1.6063458377193148e-13,2.032371474305087e-11,0.0011953461974381033,9.469352920638837e-19,2.6333026639317e-12,6.615627207379505e-19,4.465992597492028e-22,2.2181582571627413e-19,6.749044261695543e-24,1.5251541490102335e-19,2.1118660105356443e-21,2.084763716301844e-17,5.786652501371724e-14,5.263461311993049e-26,1.293650701815842e-11,5.8751984851354665e-21
3.988392700919373e-09,0.7684556528367318,2.1761237636689465e-08,2.408657815436168e-10,3.8001629534240137e-10,1.9646223823341654e-07,0.0,0.0,9.45765323382846e-09,4.664171504486517e-13,4.205621477604219e-10,8.992646792267054e-09,4.91099297883802e-16,6.648050552056382e-23,2.8366233922409664e-14,9.736236038353926e-08,7.298118960531404e-10,2.1274768665055117e-10,2.88448478491052e-20,1.3668860416159025e-27,8.969866046668244e-17,4.787767837279793e-16,5.732028248204821e-07,4.396645532612513e-19,1.9614782080983447e-15,1.3029737497269368e-21,1.3770642492100264e-21,1.6246119471211736e-17,1.0488972624163467e-21,5.253878655861491e-22,1.3636205528050608e-18,8.650051790433318e-26,2.9040649456333153e-24,7.536157077528406e-29,3.76,0.0,0.7220637299013579,0.9988046158121194,7.567606083242634e-11,9.175645279521621e-13,1.0275570572910977e-08,6.840678137302342e-07,6.562835141314249e-15,3.4138402444686084e-14,3.324812996462466e-09,1.9505756519166726e-07,1.7369483105058265e-12,3.1124147260304873e-13,1.1805105082384086e-15,1.4099670327342643e-15,8.60459926552977e-10,2.005073824158335e-10,1.6717465395518065e-13,2.150376291459283e-11,0.001195360870103738,1.0516616486244164e-18,2.785901825184577e-12,7.253676260482798e-19,4.864878726362079e-22,2.3571009520347584e-19,7.76049744702646e-24,1.6536848939540558e-19,2.3575580791352053e-21,2.262326806831925e-17,6.036867877343617e-14,6.391784306301664e-26,1.4042711858076689e-11,6.454429941483884e-21
4.0995527817507405e-09,0.7684556563890832,2.356248745295531e-08,2.6113192719500177e-10,4.1133038851480284e-10,2.0196556735406955e-07,0.0,0.0,9.721602404657899e-09,4.927731628261602e-13,4.54386429713524e-10,9.795230169957184e-09,5.391347145895561e-16,7.720616645075771e-23,2.9928595588527304e-14,1.0216275731730397e-07,7.77212276267789e-10,2.298582420648802e-10,3.282437026115553e-20,1.667179681401857e-27,1.0141566969399175e-16,5.429204814240374e-16,5.863868234128203e-07,4.882037682439273e-19,2.1276757615177213e-15,1.521304863223698e-21,1.4948996777544059e-21,1.8340581302779176e-17,1.213618684697799e-21,6.055987433434054e-22,1.5125988973169146e-18,1.0141356767402108e-25,3.239406239540995e-24,9.039322671949115e-29,3.76,0.0,0.7220637050360293,0.9988046034089965,8.197596229859053e-11,9.974737469357728e-13,1.0608466962708186e-08,7.031360489521872e-07,7.170197152491117e-15,3.6451834088182655e-14,3.512212479504679e-09,2.0046579802707252e-07,1.8416752046314476e-12,3.287526714632558e-13,1.2448788715157022e-15,1.4520222095319127e-15,9.079808056707544e-10,2.062862808245942e-10,1.7378725306108188e-13,2.27169941845647e-11,0.0011953719160173685,1.1645663046073158e-18,2.9427672473614477e-12,7.933847782533637e-19,5.286779160786752e-22,2.5003485585828444e-19,8.886985322168547e-24,1.788911720118873e-19,2.623801319779539e-21,2.4493056885747407e-17,6.289043375181389e-14,7.717982246447832e-26,1.5208043821447704e-11,7.075562426464985e-21
4.210712862582108e-09,0.7684556599476674,2.5454500437376138e-08,2.824826104348021e-10,4.4425344207235866e-10,2.0747145840424453e-07,0.0,0.0,9.985589851620793e-09,5.198537532217177e-13,4.898519960391988e-10,1.064195050273756e-08,5.905114134005261e-16,8.935590546077243e-23,3.153695804353668e-14,1.0704302285025665e-07,8.266217255323036e-10,2.4779907863401043e-10,3.7216282975902773e-20,2.0244591885613845e-27,1.1427455531675908e-16,6.134056948381686e-16,5.99438613484386e-07,5.408881893498485e-19,2.3040976081638723e-15,1.768423073255483e-21,1.6192501180733757e-21,2.0649466729553337e-17,1.4001838858404075e-21,6.959735551661591e-22,1.673851942338435e-18,1.1841952940114017e-25,3.602868289945444e-24,1.079772871125483e-28,3.76,0.0,0.7220636801667818,0.998804593686558,8.860571086729418e-11,1.0825170955705793e-12,1.0945295973888088e-08,7.222044358323688e-07,7.813613552289755e-15,3.883957068957252e-14,3.7034873741263757e-09,2.058725071641115e-07,1.949806050469931e-12,3.467629402880961e-13,1.3107554385152074e-15,1.4940660121892266e-15,9.567184276331255e-10,2.1210511237184894e-10,1.8047367458726811e-13,2.396339920073572e-11,0.0011953802291658332,1.2860382416059392e-18,3.1038963656750234e-12,8.657749552539588e-19,5.732346723689708e-22,2.647905715241677e-19,1.0137447151067596e-23,1.930974595472208e-19,2.9116798131082973e-21,2.645903555404607e-17,6.543066497618975e-14,9.269324886726609e-26,1.6433811956460882e-11,7.740802803552023e-21
4.321872943413475e-09,0.7684556635126094,2.7438831997812307e-08,3.049438261012906e-10,4.788192514579345e-10,2.129800066792705e-07,0.0,0.0,1.0249617101152515e-08,5.476589803363499e-13,5.26985551684563e-10,1.153369145049616e-08,6.453776819745335e-16,1.0307821361519907e-22,3.3192340314885944e-14,1.1200094032310412e-07,8.78072886750534e-10,2.665837069469649e-10,4.2049540577312274e-20,2.4478930265457625e-27,1.2834879149236612e-16,6.906389266582162e-16,6.123595601150235e-07,5.979755052090414e-19,2.4911346721628332e-15,2.047129217320629e-21,1.750289368384528e-21,2.3189142925834482e-17,1.6109530083903314e-21,7.97541533939262e-22,1.848082783845339e-18,1.3774653669037598e-25,3.9959666703634595e-24,1.2847576958237803e-28,3.76,0.0,0.7220636552934958,0.9988045859680991,9.557273549753896e-11,1.1729094197080627e-12,1.1286176481834764e-08,7.412729753402466e-07,8.493978863252619e-15,4.1300744522685595e-14,3.8985355389179485e-09,2.1127769303190394e-07,2.06137409925705e-12,3.652758200142735e-13,1.3781254012727833e-15,1.5360984354132556e-15,1.006668213462617e-09,2.179659120757009e-10,1.8723535376169762e-13,2.524296861352265e-11,0.001195386485421048,1.4164742822861996e-18,3.2692866164314503e-12,9.427014286215195e-19,6.202235050392429e-22,2.799776967114236e-19,1.1521177057616684e-23,2.080012013486937e-19,3.222303524721446e-21,2.852320867844142e-17,6.798831331107554e-14,1.1075839819580645e-25,1.7721308921260126e-11,8.452454644320498e-21
4.433033024244842e-09,0.7684556670840305,2.9516991106043363e-08,3.285413943123636e-10,5.150611770485121e-10,2.1849130837754596e-07,0.0,0.0,1.0513685690737982e-08,5.761889070828329e-13,5.65813056512783e-10,1.2471313295058877e-08,7.038854313198309e-16,1.1853305047899556e-22,3.489584775081715e-14,1.1703433135837023e-07,9.31597488321116e-10,2.8622526073386904e-10,4.735415227361503e-20,2.947864311223767e-27,1.4371400350785014e-16,7.750377688307813e-16,6.251510138634903e-07,6.597333676825682e-19,2.6891815090837276e-15,2.3604007039134513e-21,1.8881912385456193e-21,2.5976783627165435e-17,1.8484808997356447e-21,9.114095878958294e-22,2.0360174055096084e-18,1.5964037392178258e-25,4.42025548572704e-24,1.5229244582898086e-28,3.76,0.0,0.7220636304160523,0.9988045797427233,1.028844054117913e-10,1.2688689790312605e-12,1.1631227886116548e-08,7.603416684770418e-07,9.212166631103974e-15,4.383444799512153e-14,4.097256485374365e-09,2.1668135605947153e-07,2.176413502485081e-12,3.8429505145432014e-13,1.4469740914508102e-15,1.5781194750721867e-15,1.0578256000372588e-09,2.2387068586506018e-10,1.9407385323456655e-13,2.6555693075989407e-11,0.0011953911948680172,1.5562791466478758e-18,3.4389354370483296e-12,1.0243300147185206e-18,6.697098567087376e-22,2.9559667671708183e-19,1.3047820529353241e-23,2.236161078197592e-19,3.5568083331061784e-21,3.068755387322895e-17,7.056238146791788e-14,1.3170489762193826e-25,1.9071811129439578e-11,9.212922091625406e-21
4.544193105076209e-09,0.7684556706620482,3.169044109870039e-08,3.533009603643486e-10,5.530121487895528e-10,2.240054605679041e-07,0.0,0.0,1.0777797168489983e-08,6.05443600615227e-13,6.063597381844512e-10,1.3455653322197387e-08,7.661902578102159e-16,1.358924828885099e-22,3.664867347695705e-14,1.2214105529091288e-07,9.872263599550463e-10,3.067365033809044e-10,5.316117834836459e-20,3.536097018084337e-27,1.6044792551298612e-16,8.670305991106942e-16,6.37814310926159e-07,7.26439493256562e-19,2.898636038463339e-15,2.7113962302810137e-21,2.033129564990419e-21,2.90303835834973e-17,2.115527827995843e-21,1.0387660427658857e-21,2.2384047564509092e-18,1.8436524052451282e-25,4.8773273125463734e-24,1.798766114220337e-28,3.76,0.0,0.7220636055343306,0.9988045746267649,1.1054803140503486e-10,1.3706173509286205e-12,1.198057008486248e-08,7.794105162752557e-07,9.969029130083591e-15,4.643973757128021e-14,4.299551371394575e-09,2.220834966757325e-07,2.2949593290710834e-12,4.038245746227044e-13,1.517286979041369e-15,1.6201291279283293e-15,1.1101860400406305e-09,2.2982141089648138e-10,2.009908503198747e-13,2.790156324384661e-11,0.0011953947403839634,1.705865514577302e-18,3.6128402660687754e-12,1.1108291272359784e-18,7.217592472870818e-22,3.1164794774243363e-19,1.4727370443471276e-23,2.399557589143763e-19,3.916356075361268e-21,3.295402210002402e-17,7.315193026372816e-14,1.5589354130550833e-25,2.0486578894367683e-11,1.002471376540473e-20
4.6553531859075764e-09,0.768455674246778,3.396060046946227e-08,3.7924799465092117e-10,5.927046707785618e-10,2.2952256115755134e-07,0.0,0.0,1.1041953092730196e-08,6.35423132357244e-13,6.486501048502895e-10,1.4487526201153378e-08,8.324515059456799e-16,1.5534135575006924e-22,3.8452099776405805e-14,1.2731900860616558e-07,1.0449894482618824e-09,3.28129834349838e-10,5.950272580882942e-20,4.2257913806128574e-27,1.7863035654396097e-16,9.670562687005637e-16,6.503507732940123e-07,7.983817586535023e-19,3.1198992831438898e-15,3.1034603735290647e-21,2.185278225913896e-21,3.236877240799649e-17,2.4150704405480084e-21,1.180884443025733e-21,2.4560168155853716e-18,2.122045137003436e-25,5.368813143008236e-24,2.1172710326057104e-28,3.76,0.0,0.7220635806482107,0.9988045703323911,1.1857086713126537e-10,1.4783793360030667e-12,1.23343234495982e-08,7.984795197982047e-07,1.0765397116712473e-14,4.9115637443712833e-14,4.505322991764095e-09,2.2748411530949797e-07,2.417047581025412e-12,4.238685280192294e-13,1.589049671079334e-15,1.6621273913925741e-15,1.1637450019112545e-09,2.3582003586784757e-10,2.0798812551970844e-13,2.9280569775451173e-11,0.0011953974090352446,1.8656540937140564e-18,3.790998543172931e-12,1.2023698308042977e-18,7.764372724902812e-22,3.281319370094688e-19,1.6570162677130257e-23,2.5703361261720657e-19,4.302134610182207e-21,3.532453800184875e-17,7.575607510277403e-14,1.8371814556880437e-25,2.196685657237714e-11,1.0890446706704223e-20
