Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70)
0.00010051459590379086,0.8102805818039969,0.00034129140501374137,0.00019828019244292721,0.0002723570947686265,0.08842694004335,0.0,0.0,0.0011604329327450898,4.9890900746358664e-05,0.21244265445852256,0.022383239108044562,3.6229932323025783e-05,4.488616091084583e-12,4.8606722602961076e-09,1.1891658394563266e-06,6.42940785408352e-05,0.007044829102844042,2.425732246083503e-06,1.151929566083116e-07,0.000328816795903499,1.5870177713636188e-09,9.095054610036851e-07,6.048728785610251e-06,1.143655766337576e-08,0.000964208466389861,7.7343050776417e-09,3.3034073008200425e-06,1.3234020790933036e-07,3.4072892663838706e-10,1.1222240893381406e-07,4.358258679545542e-11,1.966623999026935e-09,3.1229573561628056e-08,3.76,0.0,0.35587718530932627,0.7459298243092635,0.2165558461580267,0.0012684146437230114,0.03869601634282133,0.2758668239328604,1.8916026618799987e-12,7.404687269007502e-13,3.712380281451427e-08,6.077036556767508e-05,0.02141481296966971,6.3565952349540654e-06,1.7887244750114832e-12,3.3490841962481875e-13,4.330324339738524e-06,2.7496624516383532e-06,5.973812859688375e-07,0.029899725652341575,0.0008927627770332081,5.549131374446949e-07,0.00011107098870984986,4.230418129418496e-07,1.4365168498576104e-06,8.96454820769851e-12,1.6397049261942664e-09,1.204616927568529e-05,9.448996881636163e-05,4.731393771274444e-09,8.748516577290413e-11,7.865832179949339e-13,3.9560976541797405e-07,1.4829917076636326e-05
0.00010137366842231082,0.8107227317455503,0.00034354479589859073,0.00019899010135806971,0.00027312196648447657,0.0891798365808487,0.0,0.0,0.0011587889466353153,4.9647998739173856e-05,0.2149940552815601,0.022567428160840678,3.63143733050551e-05,4.561190490406033e-12,4.8920651157485256e-09,1.1850191731066934e-06,6.529956926163936e-05,0.007050097417781415,2.4926220812121576e-06,1.1789317287485778e-07,0.0003356759605472242,1.6265170930110935e-09,9.018490117217073e-07,6.130877960521777e-06,1.1585401321441823e-08,0.0009856516068825953,7.925569233222701e-09,3.383063386528048e-06,1.3650955230416218e-07,3.5202854743270407e-10,1.1298390434696597e-07,4.438643090665248e-11,2.0164957742995576e-09,3.213874927495592e-08,3.76,0.0,0.3528369182557464,0.7435030728053694,0.21859903363760952,0.0012839109647166751,0.03857926579645179,0.27891717203620253,1.8778571842355012e-12,7.350877216980318e-13,3.6860553747189436e-08,6.077856597857145e-05,0.021286434857427365,6.31335453035142e-06,1.782187215475985e-12,3.3368214992004805e-13,4.322185438822536e-06,2.7355631698560706e-06,5.933271361026075e-07,0.030134293889494894,0.0008898583553333422,5.624291278598869e-07,0.00011027958788252752,4.28919208467649e-07,1.445897742664862e-06,8.866885743784868e-12,1.6759830473843236e-09,1.2213187513199802e-05,9.54636379525176e-05,4.6798453598668336e-09,8.832930572184353e-11,7.948441845521204e-13,3.9138619848093073e-07,1.500283579478338e-05
0.00010223274094083078,0.8111627193572122,0.0003458086462717306,0.00019970469444398816,0.0002738903595399092,0.08992778553869692,0.0,0.0,0.0011570379522097766,4.9399519157715514e-05,0.2175351121176013,0.022751066381160475,3.639635309644077e-05,4.635086296602239e-12,4.923889434059417e-09,1.1809002175012784e-06,6.63191039320696e-05,0.007054774807018647,2.5604325066485986e-06,1.2061896099834645e-07,0.00034256452972127667,1.6664263820587895e-09,8.942510471899241e-07,6.212997222956442e-06,1.1734973521950867e-08,0.0010071959538827766,8.119305771983635e-09,3.4636054934396847e-06,1.407970965951262e-07,3.636488147568972e-10,1.137408827680114e-07,4.519275291538222e-11,2.066965908021073e-09,3.3063519982160755e-08,3.76,0.0,0.34981678717419623,0.7410874944281971,0.22063192240760604,0.0012994767352321936,0.03846235985635682,0.2819519157081723,1.864246261369754e-12,7.297593999944661e-13,3.659979492807717e-08,6.078626051217691e-05,0.021158142619153573,6.2703714326514885e-06,1.7756721635185165e-12,3.3246005384179356e-13,4.314013302602067e-06,2.721536876921621e-06,5.89297112100378e-07,0.030364408243207325,0.0008869673056357498,5.699294022365825e-07,0.00010949117646886376,4.3478423797624247e-07,1.4548822969041225e-06,8.770139829790883e-12,1.7124278508480014e-09,1.2379986310756461e-05,9.64278952542539e-05,4.6287805642397215e-09,8.917981779242942e-11,8.031251025827455e-13,3.871991129602741e-07,1.5174830759859216e-05
0.00010309181345935073,0.8116005460836143,0.0003480834982926651,0.00020042420184866722,0.00027466262212727185,0.09067080201047717,0.0,0.0,0.001155186525518778,4.9145944532687406e-05,0.220065796100841,0.022934160005961136,3.647603574749313e-05,4.710340164421162e-12,4.956155553341482e-09,1.1768089263560694e-06,6.735291864829532e-05,0.007058889169128198,2.62916344106557e-06,1.233702009393178e-07,0.0003494810267328045,1.7067402524103095e-09,8.86711081244542e-07,6.295088076355703e-06,1.188531986453731e-08,0.0010288364254407785,8.31552609101995e-09,3.5450297219181393e-06,1.4520611627665354e-07,3.7559843249997014e-10,1.1449397476418885e-07,4.6001582354639546e-11,2.1180343022069382e-09,3.400398621906199e-08,3.76,0.0,0.34681664852459304,0.7386830198273034,0.22265456960649865,0.0013151121706545675,0.03834533890105078,0.284971072716902,1.850768606508979e-12,7.244832574691722e-13,3.6341507733421113e-08,6.0793553729861346e-05,0.021029996068570447,6.227650536939529e-06,1.7691822667335573e-12,3.3124268194000787e-13,4.3058162819566665e-06,2.707591955760239e-06,5.852916472648002e-07,0.030590093533661725,0.0008840895449736298,5.774141881809623e-07,0.00010870619905036424,4.4063706505018893e-07,1.4634785502589868e-06,8.674337639879691e-12,1.7490307303981754e-09,1.254657470301492e-05,9.738288900914093e-05,4.5782137414943086e-09,9.00368830585175e-11,8.114273410386828e-13,3.830489599534355e-07,1.5345924381110288e-05
0.00010395088597787069,0.8120362144256071,0.0003503698816978585,0.00020114884495875274,0.00027543909031290233,0.09140890200175342,0.0,0.0,0.0011532409324536482,4.888773284465998e-05,0.22258608636566105,0.02311671543813975,3.6553578638442236e-05,4.786988812216419e-12,4.988873676096794e-09,1.1727452606254198e-06,6.840125265836767e-05,0.007062467216660468,2.698814871761721e-06,1.261467769568355e-07,0.0003564239891251883,1.7474532937972286e-09,8.792286316957632e-07,6.377152606634191e-06,1.2036485675242736e-08,0.0010505679871828711,8.514242028317827e-09,3.62733236355856e-06,1.497399799836377e-07,3.8788636559828204e-10,1.1524379180846278e-07,4.68129574755327e-11,2.169700977523782e-09,3.49602500969795e-08,3.76,0.0,0.3438363582881444,0.7362895776686469,0.22466703430588897,0.0013308174911829582,0.038228240058804853,0.28797466847982656,1.8374229451278926e-12,7.192587946277527e-13,3.6085673478336315e-08,6.080054427775984e-05,0.0209020506020865,6.1851958015039135e-06,1.7627202475590634e-12,3.3003054265228374e-13,4.297602182045508e-06,2.693736199041334e-06,5.813111150714441e-07,0.030811375124496703,0.0008812249880045186,5.848837294310399e-07,0.00010792506260276559,4.4647786721153076e-07,1.4716945313849265e-06,8.579502915142656e-12,1.785783162724146e-09,1.2712961866688516e-05,9.832876656158798e-05,4.528157433296423e-09,9.09006812701321e-11,8.197522754308472e-13,3.789361167069038e-07,1.5516138785448545e-05
0.00010480995849639065,0.8124697278645641,0.00035266831860079634,0.0002018788376097859,0.00027622009013841456,0.09214210234528573,0.0,0.0,0.0011512071401245923,4.862531837207341e-05,0.2250959695215755,0.02329873923386824,3.662913283962106e-05,4.865074398831104e-12,5.022054064213528e-09,1.1687092019397392e-06,6.946434842183871e-05,0.007065534515190818,2.7693868632189627e-06,1.289485797544793e-07,0.00036339196862722424,1.7885600750141385e-09,8.718032209140994e-07,6.459193477778263e-06,1.2188516017038778e-08,0.001072385651716215,8.715465985477869e-09,3.710509905789312e-06,1.5440215197900256e-07,4.0052184761047316e-10,1.159909268352846e-07,4.762692511990275e-11,2.22196605414707e-09,3.593241536048978e-08,3.76,0.0,0.34087577215963233,0.7339070948410685,0.22666937732886538,0.0013465929211932057,0.038111097414774295,0.2909627354878615,1.8242080194120283e-12,7.140855186578898e-13,3.5832273523276074e-08,6.080732532733501e-05,0.020774357449112248,6.143010595630421e-06,1.7562886199205674e-12,3.288241054575959e-13,4.289378296218779e-06,2.6799765824410222e-06,5.773558336586459e-07,0.031028278846555315,0.0008783735472574972,5.923382735369329e-07,0.00010714813819793827,4.523068262732086e-07,1.479538240729622e-06,8.48565604567046e-12,1.822676706329299e-09,1.287915734422403e-05,9.926567411650336e-05,4.4786224155029805e-09,9.177139107333415e-11,8.281012859144193e-13,3.7486089199381885e-07,1.568549616993017e-05
0.0001056690310149106,0.812901090791617,0.00035497932229384017,0.00020261438782865916,0.0002770059339306374,0.09287042062816982,0.0,0.0,0.0011490908280984927,4.835911254943092e-05,0.22759543915716463,0.023480238090745845,3.670284332024239e-05,4.944637357459721e-12,5.0557068163111116e-09,1.1647007265748323e-06,7.054245172764707e-05,0.007068115521035744,2.8408795684727932e-06,1.3177550734081105e-07,0.0003703835310837705,1.8300551464777009e-09,8.644343758094855e-07,6.541213927583972e-06,1.2341455669314892e-08,0.0010942844780834776,8.919211037954745e-09,3.7945590377762744e-06,1.591961947013798e-07,4.1351439510090713e-10,1.1673595247203335e-07,4.8443540671246964e-11,2.274829848713704e-09,3.6920587440323454e-08,3.76,0.0,0.3379347457150281,0.7315354966476956,0.22866166108538072,0.001362438688689926,0.03799394221449918,0.29393531276283213,1.811122590438442e-12,7.089629440717325e-13,3.558128931466064e-08,6.081398491169462e-05,0.020646963909710544,6.101097745600119e-06,1.7498897013589628e-12,3.276238030838167e-13,4.2811514419120115e-06,2.6663197201891405e-06,5.73426070141016e-07,0.03124083092773862,0.0008755351333623591,5.997780997132547e-07,0.0001063757644022247,4.5812414980618816e-07,1.4870176335227905e-06,8.392814586632106e-12,1.8597030005549143e-09,1.3045170759177268e-05,0.00010019375701595466,4.429617961019344e-09,9.264919166951667e-11,8.364757396788135e-13,3.7082353162331654e-07,1.585401844698282e-05
0.00010644219628157858,0.8132874830516218,0.00035707038611429415,0.00020328130152022497,0.00027771758372339755,0.09352174800943878,0.0,0.0,0.0011471200642653165,4.8116608023725204e-05,0.22983605822231082,0.023643143879737538,3.6767721247560064e-05,5.01753571700869e-12,5.0864063466574745e-09,1.161116656457621e-06,7.152578197217659e-05,0.007070041994995676,2.906010384720851e-06,1.3434114470386312e-07,0.0003766949266683843,1.867728178264818e-09,8.578503912693226e-07,6.6150180065703535e-06,1.2479915599122874e-08,0.001114058768609713,9.104747956691187e-09,3.870945894954875e-06,1.6362660820287513e-07,4.255210660758734e-10,1.1740512968692334e-07,4.918081094978317e-11,2.3229194164185486e-09,3.782371666684481e-08,3.76,0.0,0.33530442609903455,0.7294103017611662,0.23044616853186048,0.0013767602088635717,0.03788851549176014,0.2965974256990597,1.7994554105052993e-12,7.043955794102164e-13,3.535745364211442e-08,6.0819943455251343e-05,0.020532602002492257,6.063610976515213e-06,1.7441604109223034e-12,3.26549106715945e-13,4.273750006411551e-06,2.6541211227167448e-06,5.699112835579642e-07,0.031428429094309956,0.0008729916235877556,6.064615643141453e-07,0.00010568477307289146,4.633499449679596e-07,1.4934441228500312e-06,8.310129004064914e-12,1.893133321654765e-09,1.319443487185978e-05,0.0001010216056398082,4.385973985239007e-09,9.344541988904678e-11,8.440356201189907e-13,3.6722243806735445e-07,1.6004992314733575e-05
0.00010721536154824655,0.813672141975268,0.00035917239576223906,0.0002039530218078909,0.00027843361578123305,0.09416914946614353,0.0,0.0,0.0011450905942707436,4.787161746830419e-05,0.23206824662450798,0.023805635057755084,3.683131552986315e-05,5.091690704047321e-12,5.117503815299915e-09,1.1575549035998157e-06,7.252165389954273e-05,0.007071609856454862,2.9718873372739813e-06,1.3692698657995527e-07,0.00038302324824549704,1.9057072950566996e-09,8.513115073192231e-07,6.68881178714845e-06,1.2619180337724038e-08,0.0011338912978054107,9.292347558499407e-09,3.9480341029740985e-06,1.6816954507881887e-07,4.3783223367921275e-10,1.1807343931985922e-07,4.992032938116275e-11,2.3714945147555293e-09,3.873997753170461e-08,3.76,0.0,0.33268972771372035,0.7272938054508383,0.2322226271031854,0.00139113905963025,0.037783120936375224,0.29924706505621573,1.7878912446116143e-12,6.998685468826253e-13,3.513554614420019e-08,6.0825928297860925e-05,0.02041854750726123,6.0263480800953125e-06,1.7384607837212113e-12,3.2547997116336146e-13,4.266355671747583e-06,2.6420144116447396e-06,5.664174755798115e-07,0.03161254349748436,0.0008704585244060324,6.131335128155998e-07,0.00010499792060348786,4.685666184569301e-07,1.4995876160292055e-06,8.22827861730479e-12,1.926658480670369e-09,1.3343566071996388e-05,0.00010184252641771685,4.342770766469192e-09,9.424766239560058e-11,8.516182153734294e-13,3.6365226761713346e-07,1.6155322660466573e-05
0.00010791121028824772,0.8140168570013676,0.00036107386197975277,0.00020456179438185218,0.00027908196590160797,0.0947484657692734,0.0,0.0,0.001143216845390601,4.764921216464363e-05,0.23407001452109577,0.023951526867137064,3.68875305523412e-05,5.1595366272701775e-12,5.145837909247541e-09,1.1543684177526525e-06,7.342881556399357e-05,0.007072727285437606,3.0318147504497337e-06,1.392714667079071e-07,0.0003887323689533247,1.9401468925317767e-09,8.454647967127337e-07,6.755220299233652e-06,1.2745233218585791e-08,0.0011517874683389735,9.462959724973372e-09,4.018011507204282e-06,1.7235671812897013e-07,4.4917886648527786e-10,1.186744920200515e-07,5.0587865523981454e-11,2.415627622329004e-09,3.957590641268461e-08,3.76,0.0,0.33034976857391624,0.7253963488970796,0.23381459784680866,0.0014041291845638152,0.037688307918706206,0.3016211086118311,1.7775708541269549e-12,6.958284203191973e-13,3.4937466933384694e-08,6.083138233889064e-05,0.020316183824929668,5.9930037945320934e-06,1.7333575840382817e-12,3.245227095218828e-13,4.259710220023831e-06,2.6311998868340565e-06,5.632910715541616e-07,0.031775284123377094,0.0008681875797756255,6.191286028759123e-07,0.00010438344578081482,4.7325396367736336e-07,1.504879468095557e-06,8.155333473522484e-12,1.956907307078322e-09,1.3477676773695943e-05,0.00010257551629382682,4.304267947463218e-09,9.497493080643752e-11,8.584628109541704e-13,3.60465610003482e-07,1.6290082779051776e-05
0.00010860705902824888,0.8143601757648785,0.00036298474660318656,0.00020517467280142782,0.0002797341832608826,0.09532462402293194,0.0,0.0,0.001141300954620037,4.742517821441021e-05,0.23606496830127002,0.024097090788771088,3.694284791355478e-05,5.228450479507834e-12,5.174505555799526e-09,1.151200007155897e-06,7.434642408232021e-05,0.007073577927311495,3.0923469694665526e-06,1.4163221895911362e-07,0.0003944536412416433,1.9748282475490384e-09,8.39654105521877e-07,6.821626160672087e-06,1.2871987217530265e-08,0.0011697254332069544,9.635259348545657e-09,4.088554059477483e-06,1.7663941058452855e-07,4.607838993579905e-10,1.1927542004065163e-07,5.125731457574887e-11,2.4601547831632865e-09,4.0422596736307074e-08,3.76,0.0,0.32802230128660326,0.723505849913413,0.23540012364526702,0.0014171660115849252,0.03759354707393861,0.3039851123519503,1.7673325760933225e-12,6.918204421318441e-13,3.4740929007411545e-08,6.083693997722943e-05,0.0202141096167459,5.959842351071614e-06,1.7282803987213206e-12,3.2357032310533325e-13,4.253076644859082e-06,2.6204650717708315e-06,5.601818033568414e-07,0.03193523330194983,0.0008659249621012361,6.251146956599888e-07,0.00010377259810081308,4.779341705366214e-07,1.5099507447548059e-06,8.083075182298869e-12,1.9872238581650656e-09,1.3611691179135062e-05,0.00010330305188065897,4.26612761313126e-09,9.570727030382624e-11,8.653273448349317e-13,3.5730408478691515e-07,1.6424345670194038e-05
0.00010930290776825005,0.8147021023773197,0.00036490529760844966,0.0002057917549749747,0.0002803904083440279,0.09589763495646766,0.0,0.0,0.001139345322419135,4.7199685076842416e-05,0.23805311839745583,0.024242330653698782,3.699733098603156e-05,5.298442955343009e-12,5.203511820363727e-09,1.1480496532509395e-06,7.527461818702143e-05,0.00707417236327942,3.1534842249124094e-06,1.4400920269807052e-07,0.00040018633604052204,2.0097484215821058e-09,8.338791940894019e-07,6.8880324424268755e-06,1.2999465417675064e-08,0.0011877026740678774,9.809253747470903e-09,4.159660512644833e-06,1.8101976914078312e-07,4.726531009182967e-10,1.1987648342703398e-07,5.192872510306245e-11,2.5050762923756495e-09,4.128010890216963e-08,3.76,0.0,0.3257072497122834,0.7216222660679373,0.23697924052837643,0.0014302496666227119,0.037498849373255115,0.3063391095560704,1.7571757875754946e-12,6.878443680860896e-13,3.4545922600454535e-08,6.084263746977554e-05,0.020112342017513496,5.9268642061823305e-06,1.7232300731829606e-12,3.2262296963920526e-13,4.246457611929098e-06,2.609812237596034e-06,5.570897146806982e-07,0.03209240553830073,0.0008636706206114978,6.310919200384134e-07,0.00010316549138847186,4.826073365566037e-07,1.5148054773169756e-06,8.01150721071284e-12,2.017603877682962e-09,1.3745613813187894e-05,0.00010402520713774394,4.228351595505409e-09,9.644477101804158e-11,8.72212523070423e-13,3.541677022136253e-07,1.655812197748005e-05
0.00010999875650825121,0.8150426411872357,0.00036683576292155295,0.00020641313405844817,0.0002810507847857967,0.09646750947938128,0.0,0.0,0.0011373522502066897,4.6972894339858725e-05,0.24003447727560775,0.024387250331663543,3.705104108128245e-05,5.369549836089495e-12,5.232862163487247e-09,1.14491739440352e-06,7.621353793963604e-05,0.007074520782240037,3.2152267582806364e-06,1.4640237611779203e-07,0.0004059297300399896,2.044904473767696e-09,8.281398265135412e-07,6.9544424543976565e-06,1.3127690784272194e-08,0.00120571669104148,9.98495094157352e-09,4.231329715814554e-06,1.8549998920632876e-07,4.847923878984906e-10,1.2047793939827825e-07,5.2602149144257485e-11,2.550392520300835e-09,4.214850415371179e-08,3.76,0.0,0.3234045379578102,0.7197455545995082,0.23855198489033028,0.0014433802758494596,0.03740422494850332,0.30868313527671354,1.7470998703343738e-12,6.838999562293747e-13,3.435243796347745e-08,6.084850935035699e-05,0.02001089695030271,5.894069670784654e-06,1.7182073856315419e-12,3.2168079426993734e-13,4.23985561788657e-06,2.5992433814431377e-06,5.540148355616552e-07,0.032246815383486276,0.0008614245041404138,6.370604272969898e-07,0.00010256222924294296,4.872735771968354e-07,1.5194476501876706e-06,7.940632286393168e-12,2.0480431414736316e-09,1.3879449850596847e-05,0.00010474205375662434,4.190941334720795e-09,9.718752630360444e-11,8.791191005599463e-13,3.5105645574309615e-07,1.6691422270911593e-05
0.00011069460524825238,0.8153817967920813,0.0003687764047944431,0.00020703890121793607,0.000281715458562747,0.09703425865019688,0.0,0.0,0.001135323943549048,4.674496000747643e-05,0.24200905931327318,0.024531853728836348,3.710403819023706e-05,5.441820302269848e-12,5.2625621824054465e-09,1.141803274981874e-06,7.716332513938401e-05,0.0070746329929770166,3.2775748858371227e-06,1.4881169834204232e-07,0.0004116831056942228,2.0802934720930432e-09,8.224357701968303e-07,7.0208597446947725e-06,1.325668623116504e-08,0.0012237650018980396,1.0162360872189891e-08,4.303560618028796e-06,1.90082315896832e-07,4.972078479950162e-10,1.2108004171246846e-07,5.3277642589189666e-11,2.5961041704254214e-09,4.302784461966861e-08,3.76,0.0,0.32111409043097733,0.7178756724588906,0.2401183934497624,0.0014565579653437676,0.0373096831144084,0.3110172262132134,1.7371042215781383e-12,6.799869706833568e-13,3.41604655656244e-08,6.085458878844838e-05,0.01990978918763231,5.861458915896372e-06,1.7132130632714306e-12,3.2074393281224843e-13,4.233273017059476e-06,2.5887603429839986e-06,5.509571828644768e-07,0.032398477419035634,0.0008591865611767082,6.430204238910592e-07,0.00010196290612149317,4.919330508923549e-07,1.5238811979387927e-06,7.870452303301839e-12,2.0785374561005564e-09,1.4013205783322343e-05,0.00010545366175767617,4.153897840246398e-09,9.79356366501124e-11,8.860478586625519e-13,3.4797032529168413e-07,1.682425784812487e-05
0.00011139045398825354,0.815719574001112,0.00037072748076630866,0.00020766915312359568,0.00028238455875009843,0.09759789367599885,0.0,0.0,0.0011332625160382621,4.651602878040002e-05,0.24397688068904236,0.024676144785242493,3.715638019374081e-05,5.515240957975068e-12,5.292616588973426e-09,1.1387072117618147e-06,7.812412350915535e-05,0.007074518436027237,3.3405289777960865e-06,1.5123714251654767e-07,0.00041744575115655776,2.115912473560938e-09,8.167667920780712e-07,7.087288096818027e-06,1.338647455696238e-08,0.001241845142183632,1.0341492516255437e-08,4.37635227076503e-06,1.9476904517861153e-07,5.099057001537331e-10,1.2168302761946668e-07,5.3955264305512387e-11,2.642211922709174e-09,4.391819331759455e-08,3.76,0.0,0.3188358318358326,0.7160125763381247,0.24167850323697257,0.0014697828608256972,0.0372152324445868,0.3133414205954975,1.7271882579932632e-12,6.761051826101641e-13,3.396999615057534e-08,6.086090782927733e-05,0.01980903240947794,5.829031976086496e-06,1.7082477960987558e-12,3.1981251407545167e-13,4.22671208100376e-06,2.5783648951686773e-06,5.479167605933725e-07,0.03254740624329595,0.0008569567398991881,6.489720733682937e-07,0.00010136760779169338,4.965858827535098e-07,1.5281100033606393e-06,7.80096824582939e-12,2.1090826590262068e-09,1.4146886719166317e-05,0.00010616010284765814,4.117221637539169e-09,9.868919551641266e-11,8.929994654886691e-13,3.4490927085105655e-07,1.695663995288648e-05
0.00011200081072075345,0.8160147210720535,0.0003724476096053523,0.00020822573946745424,0.0002829751923448388,0.09808972571125282,0.0,0.0,0.0011314286900654489,4.631451379231258e-05,0.24569738374585262,0.024802454233692383,3.720179505368555e-05,5.580588532243109e-12,5.319274410575853e-09,1.136006414992659e-06,7.89760574508481e-05,0.007074238446171864,3.3962476339782312e-06,1.5337784920043578e-07,0.0004225074714040163,2.1473423237992668e-09,8.118230014446992e-07,7.145567332278375e-06,1.3500987651170381e-08,0.0012577282278281874,1.0500037876690654e-08,4.440661707257076e-06,1.989677654400185e-07,5.212809547514818e-10,1.2221283754038714e-07,5.4551433365828777e-11,2.6829810514304712e-09,4.470826676450333e-08,3.76,0.0,0.31684745557983846,0.714383932565618,0.243041781808251,0.0014814219067608811,0.03713246731684879,0.3153719482076959,1.7185556904912447e-12,6.727258057980947e-13,3.380415735861291e-08,6.086667182032683e-05,0.01972095357210272,5.800740279070347e-06,1.7039169824165041e-12,3.1900010330889694e-13,4.220976755515268e-06,2.5693199375957152e-06,5.452640648867961e-07,0.032675799060554615,0.0008550075196805042,6.541856670845104e-07,0.00010084882316679571,5.006616265589918e-07,1.5316537267770512e-06,7.740594544080188e-12,2.135913709222692e-09,1.4264084086449305e-05,0.00010677555406021267,4.085354162825712e-09,9.935472080488442e-11,8.991163350008876e-13,3.422449021051883e-07,1.70723915738148e-05
0.00011244807253083358,0.8162303323515896,0.00037371339623744294,0.00020863586686549335,0.000283410279784873,0.09844862298327733,0.0,0.0,0.0011300704578082695,4.616647961702629e-05,0.2469548608600486,0.024894863156654456,3.723480196688766e-05,5.6290800639990234e-12,5.33898692910212e-09,1.1340361929366057e-06,7.960585017164391e-05,0.007073930371527234,3.4373738351987317e-06,1.5495437624145477e-07,0.0004262205460766314,2.1704834721977673e-09,8.082171882227641e-07,7.188282643235188e-06,1.3585308517625409e-08,0.0012693805591469287,1.0617065871113431e-08,4.488060054456956e-06,2.020976130142947e-07,5.297601707228479e-10,1.2260171394013536e-07,5.4989393506879976e-11,2.7130499339187195e-09,4.5292656302089e-08,3.76,0.0,0.3153962862706968,0.713193759101212,0.24403773150597885,0.0014899740230170468,0.037071869324005004,0.31685509472971557,1.7122682477221834e-12,6.702644728796687e-13,3.368335837946037e-08,6.0871038739114835e-05,0.019656592720241985,5.780098160227979e-06,1.7007581415819518e-12,3.1840753674843507e-13,4.216786374100712e-06,2.5627359905442555e-06,5.433286100086268e-07,0.03276856147957108,0.0008535830766807213,6.580021633864232e-07,0.00010047069594647282,5.036451267495771e-07,1.534153860879747e-06,7.696693685304099e-12,2.1555964062260648e-09,1.4349932142356539e-05,0.0001072240862830232,4.062181648005545e-09,9.984515149764086e-11,9.036105373717773e-13,3.4030468828090726e-07,1.7156999612208623e-05
0.00011289533434091371,0.8164453795382025,0.0003749837461177903,0.0002090479374884903,0.0002838473345457899,0.09880624559445099,0.0,0.0,0.0011287005843722882,4.6018173774346786e-05,0.24820956470847577,0.024987147196677436,3.726759445253763e-05,5.678079405162157e-12,5.35885145352546e-09,1.132073458735778e-06,8.024034382162542e-05,0.007073537802297884,3.478750737576883e-06,1.5653752770153458e-07,0.0004299367193948529,2.19371656946543e-09,8.046256311403685e-07,7.2310068894459914e-06,1.3669980400882598e-08,0.0012810435071837834,1.0734814678184187e-08,4.535689263527424e-06,2.0527307846976567e-07,5.38362798437951e-10,1.2299119768649722e-07,5.5428299703274854e-11,2.7432830834900886e-09,4.58816609806303e-08,3.76,0.0,0.3139500748677949,0.7120063437418511,0.24503111795310076,0.0014985457718470004,0.037011316705966905,0.31833419488874715,1.7060131172287675e-12,6.678157905364762e-13,3.356317053656636e-08,6.087553518786511e-05,0.01959238928443571,5.759531815687874e-06,1.6976119216446729e-12,3.178173338675781e-13,4.212607046959534e-06,2.556189727114253e-06,5.414002588129004e-07,0.03286020990800468,0.0008521619346635998,6.618153705304981e-07,0.00010009430631456844,5.066260054547932e-07,1.5365733518869157e-06,7.65308042841354e-12,2.1752958499428435e-09,1.4435754684082256e-05,0.00010767055471240396,4.0391609210948524e-09,1.003379305826996e-10,9.081149581965211e-13,3.3837477204244136e-07,1.7241430799222894e-05
0.00011334259615099385,0.8166598640703283,0.0003762587248017845,0.000209461977277236,0.00028428638793877444,0.09916259662439496,0.0,0.0,0.0011273195554756849,4.586962924203452e-05,0.24946150098104536,0.0250793074258216,3.730018619923008e-05,5.727588860131944e-12,5.378869411494444e-09,1.1301182193597077e-06,8.087957795195751e-05,0.007073062940623863,3.5203784638818927e-06,1.5812729969361767e-07,0.0004336558072558062,2.2170408270517304e-09,8.010482708893548e-07,7.273741284017774e-06,1.3755009262541921e-08,0.0012927164327612706,1.0853286452356691e-08,4.583549174653633e-06,2.0849481866201098e-07,5.470906209707577e-10,1.2338134582609405e-07,5.5868170346224116e-11,2.7736806751248746e-09,4.6475298359418526e-08,3.76,0.0,0.3125088016928809,0.7108216748267793,0.24602195118857068,0.0015071371860039325,0.036950811155484875,0.3198092599845737,1.6997901367024657e-12,6.653796944745762e-13,3.3443591120800123e-08,6.088016860123734e-05,0.01952834603207428,5.739041156528215e-06,1.6944784666884217e-12,3.1722952146398446e-13,4.208439280791907e-06,2.5496814769366554e-06,5.394790031932773e-07,0.03295074821623929,0.0008507440796757999,6.656253282068302e-07,9.971967036984197e-05,5.096042935174433e-07,1.5389131813268108e-06,7.609754554143736e-12,2.1950109615330386e-09,1.4521552905930787e-05,0.00010811497781885399,4.01629186877904e-09,1.0083308300796993e-10,9.126297858873031e-13,3.364551333729594e-07,1.732568810917661e-05
