Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139)
3.060273564682044e-14,0.6608183762441027,1.902717591326805e-18,5.3254853016232125e-21,1.0566590480981696e-23,2.805199155270225e-14,0.0,0.0,5.346749729479376e-15,7.339779298437982e-25,2.810568361028748e-26,3.2725482706748344e-26,1.9896142206101435e-33,2.656074471314198e-42,1.8009041808726628e-26,4.716019150415825e-19,6.120962161750854e-27,1.4217223410995693e-26,6.061585472601365e-48,4.861873859346968e-63,2.1713605414843742e-44,1.2550724730305694e-43,2.1894510305047283e-13,2.0829975005154268e-47,8.065552127052392e-38,1.2086123262338418e-53,6.136261546028739e-59,5.318183720780793e-46,3.168238185686993e-59,1.364612788214944e-55,1.3558644386194433e-41,5.262187521929845e-64,2.2790559145663442e-66,1.5229625633461112e-66,3.76,0.0,0.6151672731524542,0.9999999999999947,4.622558279431785e-27,3.432684591713473e-35,5.348652433577015e-15,2.1894557465326916e-13,1.466360716390061e-31,4.4478590378236e-30,7.821377688964655e-25,2.8051991552508414e-14,1.0540009338386536e-23,3.929441842104542e-24
6.123205924815592e-14,0.6608183762441331,3.8070950041254125e-18,1.0655804295222201e-20,4.2387912764702826e-23,5.6128354949009485e-14,0.0,0.0,1.0698144763667906e-14,2.9378245136171724e-24,2.2501558293651906e-25,2.622090304145685e-25,1.5929295623159755e-32,2.1264670869454597e-41,7.208292696939193e-26,1.8876296747074213e-18,4.8600121916480516e-26,1.1382383926462576e-25,1.9420923099635637e-46,3.11653716027317e-61,6.9592060061934935e-43,4.022502148682286e-42,4.3807948371548325e-13,6.673793627898661e-46,1.2801234503330461e-36,7.748686261519755e-52,3.8965966875232265e-57,1.6893990763312065e-44,2.1173246795688538e-57,8.66537851421131e-54,2.1712054484070113e-40,6.675213335723313e-62,2.8939797130424154e-64,1.931954711756164e-64,3.76,0.0,0.6151672731522017,0.9999999999999893,3.700847761971459e-26,5.4163110840300614e-34,1.0701951801329362e-14,4.3808137135214135e-13,1.1741061239321513e-30,3.5609510055260784e-29,6.261629070070198e-24,5.612835494816833e-14,4.218750530256413e-23,1.5727998447424693e-23
1.224907064508269e-13,0.6608183762441938,7.615890156426192e-18,2.1317404780396527e-20,1.7035920985294716e-22,1.1228108174315461e-13,0.0,0.0,2.1400934821590635e-14,1.175512468851258e-23,1.8007960385848977e-24,2.1017689929563103e-24,1.2748732547657966e-31,1.7018079464968853e-40,2.8842421433089336e-25,7.55292130835003e-18,3.8732714870571874e-25,9.109303283983519e-25,6.218454319493004e-45,2.3079516211859155e-59,2.5822244512414445e-41,1.4925539623275187e-40,8.763454117725512e-13,2.1369095047673739e-44,2.039882699975224e-35,6.559366703401265e-50,3.263327757642786e-55,5.3862577859106e-43,1.717904773912886e-55,7.295720390721394e-52,3.475521289750961e-39,1.4872172448310006e-59,4.986496032698657e-62,4.3045817384032085e-62,3.76,0.0,0.6151672731516965,0.9999999999999787,2.961787647207032e-25,8.605185866311886e-33,2.1408550455628726e-14,8.763529647494577e-13,9.398433083559004e-30,2.8497778855671566e-28,5.0108400875762273e-23,1.1228108173926618e-13,1.6880497211689487e-22,6.293240569672271e-23
2.4500800085616883e-13,0.6608183762443156,1.523378289468256e-17,4.2646847779408706e-20,6.875674055377811e-22,2.245865353403123e-13,0.0,0.0,4.280651489561876e-14,4.7028152754724097e-23,1.4408904421359827e-23,1.6870141530772866e-23,1.0201650836125699e-30,1.361685718254041e-39,1.1538735789558063e-24,3.0216154198395814e-17,3.0926867271788078e-24,7.288725517535911e-24,1.990474756264436e-43,1.4869057569379213e-57,8.301035031888686e-40,4.7980770011718576e-39,1.7528659349444767e-12,6.840091517673586e-43,3.2571151112532314e-34,4.215340835589043e-48,2.0925877472523367e-53,1.720460567584567e-41,1.4306410339580583e-53,4.678645804426398e-50,5.562537155941614e-38,1.906647182092668e-57,6.405077478863242e-60,5.519113803156774e-60,3.76,0.0,0.6151672731506862,0.9999999999999573,2.36985559166462e-24,1.3719397637146568e-31,4.282174744041989e-14,1.7528961515423767e-12,7.523399985585529e-29,2.2801510116932326e-27,4.0088474653351155e-22,2.24586535320574e-13,6.753298007675417e-22,2.517700037412175e-22
4.900425896668527e-13,0.6608183762445586,3.0471907582003454e-17,8.534983739472157e-20,2.7986526534689605e-21,4.491974425920574e-13,0.0,0.0,8.561767487640623e-14,1.8812791724903962e-22,1.152789815190539e-22,1.3581840763997134e-22,8.163260169210185e-30,1.0894212829441285e-38,4.6157812433779055e-24,1.2087085988634378e-16,2.4717251997170764e-23,5.831372253614005e-23,6.370217874548496e-42,9.519454201703891e-56,2.6569826751508006e-38,1.5357535280495086e-37,3.5058616507162697e-12,2.1890850577292975e-41,5.205892477088634e-33,2.6983073031458297e-46,1.3380866833804886e-51,5.500675761801006e-40,1.3406375369423043e-51,2.991736163565349e-48,8.90279394787611e-37,2.438265423948216e-55,8.191580389261151e-58,7.059354460621745e-58,3.76,0.0,0.6151672731486657,0.9999999999999144,1.8960252474093763e-23,2.191146287838529e-30,8.56481401228823e-14,3.5059825251213643e-12,6.024452123030023e-28,1.8241271696014184e-26,3.206445280187696e-21,4.491974424796379e-13,2.7015390021727797e-21,1.0071571932414992e-21
9.801117672882204e-13,0.6608183762450448,6.096655698373962e-17,1.7108530245689638e-19,1.158032649093702e-20,8.984192575009418e-13,0.0,0.0,1.7123999416891493e-13,7.525422596549483e-22,9.222244502600836e-22,1.1000993507845746e-21,6.532781405847079e-29,8.715292392352944e-38,1.8463166543585047e-23,4.834743637109372e-16,1.9763281479391149e-22,4.665060363218675e-22,2.0384454576343814e-40,6.092312334929547e-54,8.502141481980671e-37,4.914244857684104e-36,7.01167176954535e-12,7.005089199573244e-40,8.324610524589399e-32,1.7268760670400188e-44,8.559181446443657e-50,1.7595967094597096e-38,1.4027586748316313e-49,1.913704646664634e-46,1.4251047462192304e-35,3.119123710530669e-53,1.047958851965357e-55,9.034134742154383e-56,3.76,0.0,0.6151672731446246,0.9999999999998288,1.5168294189891053e-22,3.502526721226365e-29,1.7130092040422283e-13,7.0121552722519335e-12,4.828045528321779e-27,1.4591041089161644e-25,2.5637795559185408e-20,8.98419256783559e-13,1.0806595296588844e-20,4.0287544212698535e-21
1e-12,0.6608183762455311,6.220522012546448e-17,1.7458424488626277e-19,1.2132004250160855e-20,9.166498021131048e-13,0.0,0.0,1.7471476196878068e-13,7.869005870957534e-22,9.918116361838428e-22,1.1840116571333607e-21,7.025866032486726e-29,9.372911297199821e-38,1.9306084948098897e-23,5.055463226395259e-16,2.125422714751212e-22,5.017066236534617e-22,2.342723257568471e-40,7.168218663032771e-54,9.682459208404531e-37,5.596465780416977e-36,7.153938953182403e-12,8.050742913565348e-40,9.230046554473747e-32,2.0045681906128883e-44,9.93914349910058e-50,2.022225637661423e-38,1.6448075416630579e-49,2.2214181857605095e-46,1.580183712758618e-35,3.645627136696163e-53,1.2538736245867587e-55,1.0559178314486907e-55,3.76,0.0,0.6151672731444605,0.9999999999998254,1.6312844261692618e-22,3.883448242227374e-29,1.747769242106685e-13,7.154444529985997e-12,5.192917598181315e-27,1.569189589117074e-25,2.757141256942231e-20,9.166498013470132e-13,1.129998491717314e-20,4.2126903423664444e-21
1.4701809449095881e-12,0.6608183762455311,9.148865696175636e-17,2.573033120585491e-19,2.5174307901597572e-20,1.3476410729908957e-12,0.0,0.0,2.568623127923708e-13,1.5991713954548364e-21,2.636933618885366e-21,3.1677961421794818e-21,1.8682959904709194e-28,2.4919786806564604e-37,3.9233656073172493e-23,1.0273530942840861e-15,5.650191623105602e-22,1.3338894351075242e-21,9.536204224999261e-40,3.26038951916043e-53,3.75865425900721e-36,2.1724961596822286e-35,1.0517300585233141e-11,3.2771212470512385e-39,3.0635607031149987e-31,8.56953285829345e-44,4.256305087490828e-49,8.231078853127687e-38,7.367124178358903e-49,9.496124021632917e-46,5.246430788593805e-35,1.6092780285000007e-52,6.1219382618548754e-55,4.661298149846203e-55,3.76,0.0,0.6151672731405835,0.9999999999997432,4.337133870183734e-22,1.2888875887619505e-28,2.56953695666886e-13,1.0518328019355096e-11,1.3818917558251324e-26,4.171738334990939e-25,7.328436686465036e-20,1.3476410710732734e-12,2.2964289200856743e-20,8.561149375269226e-21
1.960250122530956e-12,0.6608183762460175,1.2204726542145111e-16,3.441569122573527e-19,4.3833377438365046e-20,1.7968628892375922e-12,0.0,0.0,3.4248463074679183e-13,2.728015304625466e-21,5.561933387329138e-21,6.72422420720468e-21,3.941389431906365e-28,5.256186358210861e-37,6.692678411632096e-23,1.7524881873882e-15,1.191673903775882e-21,2.8134967574605692e-21,3.0763464982052795e-39,1.2320094267448233e-52,1.2843763462271046e-35,7.423655792712275e-35,1.4022748107352345e-11,1.0571940381147713e-38,7.769106499397271e-31,3.62507803046664e-43,1.7957595944261743e-48,2.6554759334778323e-37,3.725510778175299e-48,4.0167552989218086e-45,1.3308586645989947e-34,8.777835412669493e-52,2.820695093067598e-54,2.542956847359061e-54,3.76,0.0,0.6151672731365424,0.9999999999996576,9.148135854397366e-22,3.2684623685324786e-28,3.4260646597579084e-13,1.4024500766430855e-11,2.917422946435893e-26,8.798625142358577e-25,1.5453195417800865e-19,1.7968628853487812e-12,3.917462043628564e-20,1.4604316933744258e-20
2.9403884777736914e-12,0.6608183762469899,1.832782922860063e-16,5.19830510442002e-19,9.382301107149574e-20,2.6953065240519555e-12,0.0,0.0,5.137292650855238e-13,5.6480438555224416e-21,1.5190738294530663e-20,1.8558722233090428e-20,1.0767894545868154e-27,1.4355677638653243e-36,1.3855860439589017e-22,3.62809744736381e-15,3.2544490005198264e-21,7.684215178484771e-21,1.6932061952201177e-38,8.900635493157009e-52,7.896290610390666e-35,4.5640103486241755e-34,2.1033217696377776e-11,5.818818055565128e-38,2.7165639122923972e-30,3.2648463804392934e-42,1.6099446293122945e-47,1.4619387803561037e-36,4.738607332340648e-47,3.6173306923091823e-44,4.655571463746448e-34,1.2187707026453874e-50,3.0334780142759374e-53,3.53226308033447e-53,3.76,0.0,0.6151672731284603,0.9999999999994864,2.4985671199510013e-21,1.142818440581554e-27,5.139119951688611e-13,2.1036846260518047e-11,7.980236301415403e-26,2.4028125896078706e-24,4.2186374138952763e-19,2.695306513866455e-12,8.110657375020003e-20,3.023626493532985e-20
3.920526833016427e-12,0.6608183762479625,2.4471892516318343e-16,6.991125866891158e-19,1.6453830900167317e-19,3.593750163108449e-12,0.0,0.0,6.849738969641917e-13,9.605876615675085e-21,3.178287652638854e-20,3.918854527655627e-20,2.2535071052109517e-27,3.0035708919932408e-36,2.35643567138805e-22,6.170094313360875e-15,6.808828879920679e-21,1.6077326696959803e-20,5.433631420821303e-38,3.410715208835159e-51,2.650614117833022e-34,1.5320328353712413e-33,2.8043020683805755e-11,1.8673186298409062e-37,6.787392170686195e-30,1.2877348619702163e-41,6.344808145058878e-47,4.692262432971076e-36,2.1342763585371703e-46,1.4267382937639183e-43,1.1636055997668494e-33,5.601950867411878e-50,1.3627120341266327e-52,1.6238612369510097e-52,3.76,0.0,0.6151672731203782,0.9999999999993152,5.227692760012641e-21,2.8553018154308143e-27,6.852175066846558e-13,2.8049191754504463e-11,1.671927656062289e-25,5.026800241285374e-24,8.822869296506393e-19,3.5937501423318857e-12,1.379415176613194e-19,5.142365396712307e-20
4.900665188259162e-12,0.6608183762489351,3.0644484480718496e-16,8.83283590366559e-19,2.591487708931099e-19,4.492193807884283e-12,0.0,0.0,8.562185262072988e-13,1.4675642323341497e-20,5.785716152190241e-20,7.200264385292162e-20,4.103350292618695e-27,5.467662293038827e-36,3.5999664161815256e-22,9.425951841880026e-15,1.2394323219137724e-20,2.9266969816189135e-20,1.4196954909826455e-37,1.0369899033893171e-50,7.162639022105936e-34,4.139927001438652e-33,3.505210951921037e-11,4.878957980839411e-37,1.4399154492169018e-29,4.0598382649122695e-41,1.9988571694743084e-46,1.2262368851541057e-35,7.753552518949566e-46,4.4980485155620974e-43,2.469370825597201e-33,2.068024358962455e-49,4.797125451660653e-52,5.996020125619914e-52,3.76,0.0,0.6151672731122961,0.999999999999144,9.516533371202866e-21,6.057314844758191e-27,8.565229996947084e-13,3.50615372483829e-11,3.0477403894118454e-25,9.149813289729295e-24,1.6054400936327937e-18,4.492193770741341e-12,2.1074394970387242e-19,7.856313336449183e-20
6.860941898744633e-12,0.6608183762508801,4.3118296215116866e-16,1.2735284870647197e-18,5.329997041254621e-19,6.289081122910638e-12,0.0,0.0,1.1987077766234562e-12,2.8220816839877214e-20,1.5274245675823005e-19,1.948667753813895e-19,1.0840695009527214e-26,1.443457152693314e-35,6.921988615920872e-22,1.8123235382918616e-14,3.271947159386304e-20,7.72645729509406e-20,7.93999153014929e-37,8.905644624555076e-50,4.0150336074193194e-33,2.3205957067296406e-32,4.906810030854667e-11,2.7287652975078674e-36,5.274413447778233e-29,3.3447641118712153e-40,1.6470986333356888e-45,6.862019940237435e-35,9.294301556515453e-45,3.7058788858529584e-42,9.054723738264985e-33,2.5341009503749356e-48,6.234981047959017e-51,7.35450702872956e-51,3.76,0.0,0.615167273096132,0.9999999999988015,2.512433188157001e-20,2.218763251813054e-26,1.1991339319794784e-12,4.9086228235809065e-11,8.076156301268285e-25,2.4148859486983987e-23,4.233569017910817e-18,6.289081027388815e-12,4.0525425128231244e-19,1.5107110147720533e-19
1e-11,0.6608183762547702,6.361225449856414e-16,1.9863185720398073e-18,1.2504008289371022e-18,9.166498302181534e-12,0.0,0.0,1.7471474977735544e-12,5.931102974722648e-20,4.768358487172934e-19,6.380144398208987e-19,3.3891903052120904e-26,4.5062162381140954e-35,1.4545384334246009e-21,3.8079467925134855e-14,1.0214064404406857e-19,2.4120679405072653e-19,6.234755170446885e-36,1.2157582260008835e-48,3.0997239938947426e-32,1.7914830657143323e-31,7.150635118040378e-11,2.142864305780943e-35,2.5642108471965794e-28,4.1439425010391504e-39,2.0432381585246324e-44,5.394246685941187e-34,1.819856292818187e-43,4.591824880128322e-41,4.4117027497768094e-32,5.041419412761484e-47,1.3932682035977731e-49,1.465922188521088e-49,3.76,0.0,0.6151672730702477,0.9999999999982531,7.843859177294139e-20,1.078695362388298e-25,1.747768392084451e-12,7.154444529486458e-11,2.540000668203645e-24,7.534767805021077e-23,1.3186805376981429e-17,9.166498010880547e-12,8.517133834865792e-19,3.174897077615024e-19
1.0781495319715576e-11,0.6608183762547702,6.881378292081972e-16,2.180594255316125e-18,1.4823828274514939e-18,9.88285589962421e-12,0.0,0.0,1.8836862453930033e-12,6.885041579079975e-20,5.904726755994887e-19,7.955030685229786e-19,4.197783681425381e-26,5.58011032706739e-35,1.6884246571603017e-21,4.420173859857548e-14,1.264815942552636e-19,2.9868983527828787e-19,8.430831197188594e-36,1.6878022681654933e-48,4.1868208443713736e-32,2.4197624897636065e-31,7.70913903338462e-11,2.897660395772043e-35,3.3436059821115815e-28,5.731429044501775e-39,2.8261214775261987e-44,7.294772002037383e-34,2.55422040348187e-43,6.350916363501828e-41,5.753883691080478e-32,7.0785664418665255e-47,1.9617201934264002e-49,2.058374592650121e-49,3.76,0.0,0.6151672730638036,0.9999999999981165,9.713249995202077e-20,1.4065692630041912e-25,1.8843555997362564e-12,7.713561020934674e-11,3.1487603375726363e-24,9.329660381466058e-23,1.632396974508194e-17,9.882855540002196e-12,9.88700096315519e-19,3.6855062617198205e-19
1.4702048740686518e-11,0.6608183762586606,9.582987015262546e-16,3.3102135004055337e-18,3.0563793648950685e-18,1.3476630933710142e-11,0.0,0.0,2.568664671410778e-12,1.2754786207640422e-19,1.4650893404320138e-18,2.0574264498918967e-18,1.0429483183919012e-25,1.3845424651238318e-34,3.1272960159625518e-21,8.186216632953696e-14,3.138220149815299e-19,7.411135397833436e-19,3.55716243771479e-35,9.008352910535877e-48,1.8042758715320274e-31,1.0427487331450827e-30,1.0510308501432503e-10,1.2226410671482386e-34,1.089002574338071e-27,3.1104258399749617e-38,1.5332475710597168e-43,3.080615517097085e-33,1.694456109225902e-42,3.4469000079656563e-40,1.8770652264508836e-31,4.7263805131296e-46,1.286306279656354e-48,1.3755758600039585e-48,3.76,0.0,0.6151672730314752,0.9999999999974315,2.410199096209496e-19,4.581284095583917e-25,2.569577027714935e-12,1.051849921811301e-10,7.865744397065787e-24,2.31373258300651e-22,4.0419657085134185e-17,1.3476630051706045e-11,1.831602404404701e-18,6.827225317473115e-19
