Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139)
6.850334608189191e-08,0.6608184847679028,5.824058107677282e-07,1.7154859628129642e-08,1.965152818813253e-08,1.3053696167415619e-07,0.0,0.0,1.5117735732525738e-08,3.1498860423142547e-12,1.1495414456035452e-08,3.301020674450825e-07,6.159455231929716e-14,1.9391373589397745e-19,2.8093954211595246e-13,6.790937665446377e-08,2.4810082830437832e-09,5.815238734827012e-09,1.2479549444988072e-18,1.0664970742017626e-24,1.8986284399566065e-15,5.318054541421748e-15,6.91404309258575e-08,1.8905232514527293e-17,2.396248475812315e-14,1.5133395355492052e-18,4.398604384781502e-22,7.330604174744779e-16,5.92128139025155e-19,7.459156132219162e-20,1.2093083226267935e-16,3.909472809199864e-23,1.1240408674005716e-23,2.6816798814586544e-23,3.76,0.0,0.615166638315143,0.999999621107695,6.621984403782353e-09,2.2223426104223712e-11,8.16956141856039e-08,4.901447169542577e-07,4.683201082084626e-13,1.1197673208540025e-13,3.177994189050129e-09,6.279343783908715e-08,1.6514622347800906e-10,3.8648597445849343e-11
6.97684295677422e-08,0.6608184870573858,5.956776666382676e-07,1.7810797798436177e-08,2.034181164117308e-08,1.3471774776408607e-07,0.0,0.0,1.5482853706832037e-08,3.27954330189946e-12,1.1788132702754219e-08,3.3858592679127436e-07,6.497863166921381e-14,2.08547927035358e-19,2.9173282538432124e-13,6.796068605784544e-08,2.54454281359655e-09,5.963322548554222e-09,1.3085488451550951e-18,1.151329725199994e-24,1.963746208892084e-15,5.422011903007157e-15,6.91502197970233e-08,2.0311071381605112e-17,2.479915448088628e-14,1.5915556812376173e-18,4.795197982269813e-22,7.706898082654621e-16,6.373131611613559e-19,7.970894082993086e-20,1.271823679054716e-16,4.1310227501076716e-23,1.2542852452669501e-23,2.9681095630483225e-23,3.76,0.0,0.6151666246001307,0.9999996111971746,6.938386097512907e-09,2.330071937882849e-11,8.518582718354417e-08,4.991976206494371e-07,4.75101898232121e-13,1.1262521119595597e-13,3.180503513455848e-09,6.395307105707474e-08,1.7530741611478893e-10,4.074989480597163e-11
7.10335130535925e-08,0.660818489347256,6.088809605110646e-07,1.8476753087297956e-08,2.10406999453237e-08,1.3896273128327773e-07,0.0,0.0,1.5851129967558796e-08,3.412299267497122e-12,1.2081060976945585e-08,3.4707611731783133e-07,6.846154434313521e-14,2.238067807402661e-19,3.0259895514780344e-13,6.800666081522806e-08,2.608137994607211e-09,6.111512783507798e-09,1.3706101634128718e-18,1.2404973103707604e-24,2.0293670126010154e-15,5.523661529473675e-15,6.915891220986826e-08,2.17921845306928e-17,2.5641252387775193e-14,1.6718108269488363e-18,5.2161713463369e-22,8.092954435259341e-16,6.84813044929342e-19,8.505111235226452e-20,1.335823872655891e-16,4.359093916096848e-23,1.3960325021953588e-23,3.277727310188047e-23,3.76,0.0,0.6151666108079012,0.9999996012629925,7.264141455300809e-09,2.44052652354053e-11,8.87527147912704e-08,5.082505680506146e-07,4.816875546021678e-13,1.1325005827872564e-13,3.182752160153848e-09,6.51127041741745e-08,1.8589813949623655e-10,4.2920501811144906e-11
7.229859653944279e-08,0.6608184916374347,6.220148314072999e-07,1.9152587756177375e-08,2.1748054487320873e-08,1.4327156556740516e-07,0.0,0.0,1.6222547677317833e-08,3.5481802339017054e-12,1.2374177507205887e-08,3.5557198066917274e-07,7.204298756980345e-14,2.396907934750237e-19,3.135316390719725e-13,6.804784634500455e-08,2.6717889071128876e-09,6.2597984184146466e-09,1.4341361302242772e-18,1.3340864494107848e-24,2.0954747428157712e-15,5.623026798252252e-15,6.916663195655853e-08,2.3351054507508252e-17,2.6488466059509696e-14,1.7541038370348953e-18,5.662265772437047e-22,8.488767996047825e-16,7.34687813044467e-19,9.062219611146209e-20,1.4012879729347226e-16,4.59368903694358e-23,1.5499719652630677e-23,3.611797342653615e-23,3.76,0.0,0.6151665969386233,0.9999995913058907,7.599361411554193e-09,2.5537088621618933e-11,9.239609880355866e-08,5.173035589444348e-07,4.880813731595843e-13,1.1385233054519986e-13,3.184766749042878e-09,6.627233719024241e-08,1.969277078759806e-10,4.516093002216169e-11
7.356368002529308e-08,0.6608184939278501,6.350785544375214e-07,1.9838165149440426e-08,2.2463738758277752e-08,1.4764390141488262e-07,0.0,0.0,1.6597089838912775e-08,3.687212347698384e-12,1.2667462753139468e-08,3.6407292581791415e-07,7.5722609515383e-14,2.5619969503392126e-19,3.245248617967487e-13,6.808473366599085e-08,2.7354911094008018e-09,6.4081695604030035e-09,1.4991239141615635e-18,1.4321813495650482e-24,2.162054027651016e-15,5.720134079696091e-15,6.91734887136922e-08,2.499019269754059e-17,2.734049983711972e-14,1.8384336386822336e-18,6.134214606705451e-22,8.89433369678165e-16,7.86997466101583e-19,9.642626080456483e-20,1.4681948123098143e-16,4.834810604383735e-23,1.716812966837166e-23,3.971616814451339e-23,3.76,0.0,0.6151665829924714,0.9999995813265453,7.944155421883412e-09,2.6696212480162435e-11,9.611579509583316e-08,5.263565931152631e-07,4.942877082250775e-13,1.1443302225188498e-13,3.1865712497884147e-09,6.743197010513464e-08,2.0840541311882045e-10,4.74716615000188e-11
7.482876351114337e-08,0.6608184962184387,6.480715269060164e-07,2.053334970816458e-08,2.31876182777823e-08,1.5207938758196843e-07,0.0,0.0,1.6974739323275108e-08,3.8294216060486574e-12,1.2960899182394199e-08,3.725784223468065e-07,7.950001232187326e-14,2.7333248989249234e-19,3.3557287654441855e-13,6.811776461699765e-08,2.7992405894775534e-09,6.556617332218164e-09,1.5655706303242698e-18,1.5348638094650262e-24,2.229090182137065e-15,5.815012310330103e-15,6.917957967078077e-08,2.6712138784237655e-17,2.8197074122125752e-14,1.924799229352809e-18,6.632742819497871e-22,9.309646677524236e-16,8.418019836007413e-19,1.024673244280938e-19,1.5365230580993263e-16,5.082460949741863e-23,1.8972845876504237e-23,4.358515430857897e-23,3.76,0.0,0.6151665689696257,0.999999571325571,8.29863145416349e-09,2.7882657943005283e-11,9.991161423465428e-08,5.354096703456086e-07,5.003109514809638e-13,1.1499306931108622e-13,3.188187235364089e-09,6.859160291870781e-08,2.2034052401789319e-10,4.985314979127008e-11
7.609384699699366e-08,0.6608184985091439,6.609932557562319e-07,2.123800698114495e-08,2.3919560523463774e-08,1.5657767122636133e-07,0.0,0.0,1.735547889452003e-08,3.974833855701376e-12,1.3254471069165748e-08,3.8108799437577993e-07,8.33747550067398e-14,2.91087498220585e-19,3.4667019639323705e-13,6.814733660745466e-08,2.8630337221130645e-09,6.705133770297931e-09,1.6334733481511009e-18,1.6422132264649705e-24,2.296569162632486e-15,5.907692609068404e-15,6.918499096830149e-08,2.8519460212432037e-17,2.905792468007874e-14,2.013199681994036e-18,7.158566622238224e-22,9.734702316443884e-16,8.991613251748904e-19,1.087493550908628e-19,1.6062512788100954e-16,5.336642307785277e-23,2.092135388887393e-23,4.7738550536859235e-23,3.76,0.0,0.6151665548702706,0.9999995613035286,8.662895982144666e-09,2.9096444506258488e-11,1.0378336202784968e-07,5.444627904165067e-07,5.061555133517211e-13,1.1553335355464698e-13,3.1896341129338295e-09,6.975123563081875e-08,2.3274228568250032e-10,5.2305820897953684e-11
7.735893048284395e-08,0.6608185007999142,6.738433462357252e-07,2.1952003633449584e-08,2.4659434865630583e-08,1.6113839830436537e-07,0.0,0.0,1.7739291232403316e-08,4.123474792205821e-12,1.354816431222896e-08,3.8960121507603784e-07,8.734635622671465e-14,3.094623963138851e-19,3.5781158533623973e-13,6.81738069360223e-08,2.926867230045602e-09,6.853711732725556e-09,1.7028290982659761e-18,1.7543066070852323e-24,2.364477524844425e-15,5.998207932743851e-15,6.918979896802065e-08,3.041475165698287e-17,2.9922801951536823e-14,2.1036341483806014e-18,7.712393124492778e-22,1.0169496250998092e-15,9.59135431959512e-19,1.1527627181221578e-19,1.6773580049835603e-16,5.597356868590878e-23,2.3021331344650547e-23,5.219029296050157e-23,3.76,0.0,0.6151665406945953,0.99999955126093,9.03705398136261e-09,3.033759018753127e-11,1.0773084002014197e-07,5.535159531078576e-07,5.118258066425037e-13,1.1605470667149796e-13,3.1909293338384865e-09,7.091086824132472e-08,2.4561991898958857e-10,5.4830074230175695e-11
7.862401396869425e-08,0.6608185030907044,6.866214916687743e-07,2.2675207452828012e-08,2.540711250659678e-08,1.657612139262143e-07,0.0,0.0,1.8126158952434035e-08,4.275369959305775e-12,1.3841966270708218e-08,3.9811770171767354e-07,9.141429690928241e-14,3.28454256241913e-19,3.689920492259793e-13,6.81974967123088e-08,2.990738148966999e-09,7.002344816155726e-09,1.77363487847313e-18,1.8712185802146355e-24,2.4328023851917665e-15,6.08659276751057e-15,6.91940713753872e-08,3.24006344966199e-17,3.079147037386969e-14,2.196101860903582e-18,8.294920028354889e-22,1.0614024391899051e-15,1.0217842280541575e-18,1.2205194530366283e-19,1.7498217848572653e-16,5.864606819038364e-23,2.5280645046058154e-23,5.695463107810737e-23,3.76,0.0,0.615166526442793,0.9999995411982427,9.421208927119896e-09,3.160611166748054e-11,1.1175384593958235e-07,5.62569158198735e-07,5.173262322146269e-13,1.1655791384014396e-13,3.192088584368746e-09,7.207050075008325e-08,2.589826200925752e-10,5.742628353977124e-11
7.988909745454454e-08,0.6608185053814748,6.993274642341107e-07,2.340748735424007e-08,2.6162466424334796e-08,1.7044576267370984e-07,0.0,0.0,1.8516064623874033e-08,4.430544748495666e-12,1.4135865615947465e-08,4.0663711120170194e-07,9.557802275578152e-14,3.4805958454597e-19,3.8020682668941244e-13,6.821869441463991e-08,3.0546437959388237e-09,7.151027280884345e-09,1.845887659003285e-18,1.993021412762255e-24,2.50153138525695e-15,6.172882852911815e-15,6.919786823139919e-08,3.447975629298952e-17,3.166370771668492e-14,2.2906021330798253e-18,8.906835357393128e-22,1.106828293107491e-15,1.0871676220344641e-18,1.2908019873242482e-19,1.8236212351029925e-16,6.138394375373833e-23,2.7707348017193114e-23,6.204612352779731e-23,3.76,0.0,0.6151665121150598,0.999999531115895,9.815462794329716e-09,3.290202441709659e-11,1.1585217409960125e-07,5.716224054676577e-07,5.226611664959642e-13,1.1704371707677965e-13,3.193125958905374e-09,7.323013315695223e-08,2.728395599818339e-10,6.009479783375756e-11
8.115418094039483e-08,0.6608185076721884,7.11961106653979e-07,2.4148713382739693e-08,2.6925371320114212e-08,1.7519168888393352e-07,0.0,0.0,1.8908990785833474e-08,4.589024398721701e-12,1.4429852197979658e-08,4.151591360315342e-07,9.983694662034223e-14,3.6827435985208527e-19,3.914513800830624e-13,6.823765911456694e-08,3.1185817409199072e-09,7.299753983303264e-09,1.9195843871012414e-18,2.1197850274824513e-24,2.5706526590855615e-15,6.2571149356404875e-15,6.920124278933271e-08,3.6654790274905954e-17,3.25393044331564e-14,2.3871343590177514e-18,9.548817217583869e-22,1.1532268344680253e-15,1.1553455084804851e-18,1.3636480846583649e-19,1.898735086901978e-16,6.418721808126735e-23,3.03096764953358e-23,6.74796337869425e-23,3.76,0.0,0.6151664977115949,0.9999995210142792,1.021991605903099e-08,3.422534281212535e-11,1.2002561576104015e-07,5.806756946928352e-07,5.278349506418746e-13,1.1751281831891708e-13,3.1940541169015923e-09,7.438976546178995e-08,2.8719988409170555e-10,6.283594226654843e-11
8.241926442624512e-08,0.660818509962814,7.245223247087264e-07,2.4898756714921045e-08,2.769570356980793e-08,1.7999863690243774e-07,0.0,0.0,1.9304919961652066e-08,4.7508339962125716e-12,1.4723916925223336e-08,4.23683500682734e-07,1.0419045076908465e-13,3.890940692920791e-19,4.0272138654640143e-13,6.82546233966685e-08,3.182549781112854e-09,7.448520315045806e-09,1.9947219910345757e-18,2.251577022726611e-24,2.6401548031067745e-15,6.3393265502459355e-15,6.920424228992713e-08,3.8928434827807666e-17,3.341806302908448e-14,2.4856980120436072e-18,1.0221533587813442e-21,1.200597739206828e-15,1.2263777694934466e-18,1.439095047959285e-19,1.9751422276152014e-16,6.70559146051662e-23,3.3096046863451136e-23,7.3270325808835e-23,3.76,0.0,0.6151664832326013,0.9999995108937554,1.0634667701400414e-08,3.557608023589751e-11,1.2427395945812029e-07,5.89729025652387e-07,5.32851881178475e-13,1.1796588226357764e-13,3.1948844250818994e-09,7.554939766445496e-08,3.02072711949401e-10,6.56500190101233e-11
8.368434791209541e-08,0.6608185122533224,7.37011080498505e-07,2.565748965910808e-08,2.847334117856683e-08,1.8486625130899107e-07,0.0,0.0,1.9703834671737694e-08,4.91599847442585e-12,1.5018051656151564e-08,4.3220995833339416e-07,1.0863788902414296e-13,4.105137436507823e-19,4.14012729200678e-13,6.826979600022512e-08,3.2465459178621746e-09,7.597322148188332e-09,2.0712973835936033e-18,2.3884626939015735e-24,2.7100268484615238e-15,6.41955582425347e-15,6.920690864698457e-08,4.130341298841428e-17,3.429979745111897e-14,2.5862926426634737e-18,1.0925642137694115e-21,1.2489407111510723e-15,1.3003242761784732e-18,1.517179726438205e-19,2.0528217383028443e-16,6.999005761354445e-23,3.6075052531908764e-23,7.943365960486962e-23,3.76,0.0,0.6151664686782831,0.9999995007546556,1.105981521010241e-08,3.6954249171715563e-11,1.2859699129193016e-07,5.987823981245376e-07,5.37716201974964e-13,1.184035389783039e-13,3.1956270861384563e-09,7.670902976480625e-08,3.1746713686161856e-10,6.853730810154721e-11
8.49494313979457e-08,0.6608185145436888,7.494273863805411e-07,2.642478565444639e-08,2.9258163738583883e-08,1.8979417711865692e-07,0.0,0.0,2.0105717445017416e-08,5.084542614097601e-12,1.531224910178813e-08,4.4073828792074604e-07,1.131785887971643e-13,4.3252799117947935e-19,4.2532148853098713e-13,6.828336420743757e-08,3.310568335860087e-09,7.74615578592871e-09,2.149307465144547e-18,2.5305050564386355e-24,2.7802582355389007e-15,6.497841305364787e-15,6.920927905388093e-08,4.3782471944581074e-17,3.518433249522397e-14,2.6889178760104283e-18,1.1661790070591826e-21,1.2982554813338192e-15,1.3772448900755933e-18,1.5979385224381725e-19,2.1317529273419077e-16,7.298967233323943e-23,3.925546077683134e-23,8.598538678016016e-23,3.76,0.0,0.6151664540488476,0.9999994905972848,1.1495454587831997e-08,3.8359861285839726e-11,1.3299449519467035e-07,6.078358118877904e-07,5.424320974055508e-13,1.1882638630239484e-13,3.1962912551158605e-09,7.786866176270315e-08,3.333922256351184e-10,7.149806826741516e-11
8.6214514883796e-08,0.6608185168338904,7.617712995168324e-07,2.7200519269036152e-08,3.0050052389688146e-08,1.947820599607079e-07,0.0,0.0,2.0510550829141034e-08,5.256491043384008e-12,1.5606502737988327e-08,4.49268291492665e-07,1.1781185301695745e-13,4.55131030034896e-19,4.3664393398121633e-13,6.829549600098218e-08,3.374615384437769e-09,7.895017918214166e-09,2.2287491262906192e-18,2.677764870098305e-24,2.8508387905349974e-15,6.574221808600003e-15,6.92113865202224e-08,4.6368382540350646e-17,3.6071503236158675e-14,2.7935734089033566e-18,1.2430613989911495e-21,1.3485418071072901e-15,1.4571994645253643e-18,1.6814073980730879e-19,2.2119153603846238e-16,7.605478497419101e-23,4.2646209541901555e-23,9.294154602991425e-23,3.76,0.0,0.6151664393445037,0.9999994804219254,1.1941680357918875e-08,3.979292750201393e-11,1.3746625316758074e-07,6.168892667210847e-07,5.47003686574445e-13,1.1923499205480039e-13,3.19688514458566e-09,7.902829365800533e-08,3.4985701832787304e-10,7.453253772495144e-11
8.747959836964629e-08,0.6608185191239074,7.740429169730624e-07,2.798456619722855e-08,3.084888978252895e-08,1.998295462376355e-07,0.0,0.0,2.0918317399563435e-08,5.431868238084929e-12,1.5900806726556257e-08,4.5779979182557535e-07,1.225369619559442e-13,4.783167193196738e-19,4.4797651578458803e-13,6.830634201187185e-08,3.438685560740092e-09,8.04390558183904e-09,2.3096192501893454e-18,2.8303006644547e-24,2.921758703862057e-15,6.648736281425026e-15,6.921326034679236e-08,4.9063938786203904e-17,3.696115447848694e-14,2.900259006624059e-18,1.3232739786826383e-21,1.3997994711038666e-15,1.5402478459588754e-18,1.7676218816674254e-19,2.2932888868929654e-16,7.918542274213658e-23,4.625640420992137e-23,1.0031845860334205e-22,3.76,0.0,0.615166424565462,0.9999994702288388,1.2398585571873243e-08,4.125345806838143e-11,1.4201204549518961e-07,6.25942762403932e-07,5.514350184892617e-13,1.196298960640736e-13,3.1974161196248728e-09,8.01879254505729e-08,3.668705280277528e-10,7.764093495962962e-11
9.000976534134686e-08,0.6608185237033201,7.983698277645264e-07,2.9577108380284778e-08,3.2466948750975406e-08,2.101019193632846e-07,0.0,0.0,2.1742580585457543e-08,5.793006067151431e-12,1.6489545437324892e-08,4.748666654276819e-07,1.3225973185609108e-13,5.264098636421514e-19,4.706587465717169e-13,6.832470239501717e-08,3.56688993874614e-09,8.341747181964455e-09,2.475632392668408e-18,3.151423325772083e-24,3.0645790741822912e-15,6.792322926347485e-15,6.921640809494083e-08,5.479527721242989e-17,3.8747323248543655e-14,3.119719778309393e-18,1.4939346530587572e-21,1.5052280631871497e-15,1.715865388107076e-18,1.9484276540474813e-19,2.459590166882658e-16,8.564338736124639e-23,5.417237040033043e-23,1.1640121402767072e-22,3.76,0.0,0.6151663947841358,0.9999994497904354,1.3344799231152317e-08,4.425695020532301e-11,1.5132484686024262e-07,6.440498754398918e-07,5.598927348189228e-13,1.2038062889082657e-13,3.19831503428906e-09,8.250718872694613e-08,4.0257961484841637e-10,8.408029248602948e-11
9.228691561587737e-08,0.6608185278240053,8.200184408642922e-07,3.1037603767955724e-08,3.3945819032196235e-08,2.1954737211453302e-07,0.0,0.0,2.2494274982474284e-08,6.1299989246981115e-12,1.701953560373024e-08,4.902305459870548e-07,1.4131670866534229e-13,5.716184184616364e-19,4.910752365798501e-13,6.833804367913055e-08,3.682340423366374e-09,8.609868123112794e-09,2.629898208287837e-18,3.459020041028333e-24,3.1941863897061255e-15,6.915558628819005e-15,6.921867388017496e-08,6.035695673326711e-17,4.036198260051676e-14,3.3241762170394085e-18,1.659524176970988e-21,1.6034340668677721e-15,1.8851022750335026e-18,2.1208905839465076e-19,2.613207679963004e-16,9.167994399433801e-23,6.214190299061114e-23,1.3248402841086241e-22,3.76,0.0,0.6151663677276195,0.9999994313375066,1.4233818892403159e-08,4.705411217643438e-11,1.5995733266323317e-07,6.603464146815901e-07,5.670640592257429e-13,1.2101433371247206e-13,3.1989682758090083e-09,8.459452532293336e-08,4.366842657791676e-10,9.013036124754293e-11
9.456406589040789e-08,0.6608185319438749,8.414357286134506e-07,3.252315214132563e-08,3.544544384889489e-08,2.2918048951104663e-07,0.0,0.0,2.3255203951037175e-08,6.4784747040386914e-12,1.7549622690275104e-08,5.05597262553179e-07,1.5065920695337437e-13,6.186058310571552e-19,5.114768168489353e-13,6.834893704482764e-08,3.797847779472048e-09,8.878038126469274e-09,2.788743616593758e-18,3.78452215097273e-24,3.3247553659894048e-15,7.033349063498597e-15,6.922050854102673e-08,6.631834877399207e-17,4.198265649978211e-14,3.535209172924667e-18,1.836827143215188e-21,1.7047848524508052e-15,2.0652936311165593e-18,2.3027826342503317e-19,2.77045088985937e-16,9.7929267474145e-23,7.097135452747867e-23,1.5019634167436192e-22,3.76,0.0,0.6151663404324215,0.9999994128304474,1.515882077671397e-08,4.9940392880345356e-11,1.688262127875756e-07,6.766430828846569e-07,5.738403697333462e-13,1.2161094311895602e-13,3.1995016995294046e-09,8.668186158390107e-08,4.727056801265024e-10,9.642252926691966e-11
9.68412161649384e-08,0.6608185360628789,8.626232134638577e-07,3.403306869261313e-08,3.6965189367694975e-08,2.3899925259128167e-07,0.0,0.0,2.4025267752355834e-08,6.838570691483834e-12,1.8079789611842695e-08,5.209662942411671e-07,1.602824176534282e-13,6.673268862628159e-19,5.318483420384345e-13,6.835782883946368e-08,3.9134069146191334e-09,9.146248486456384e-09,2.9521503830335913e-18,4.12819404187977e-24,3.4562396677737825e-15,7.145913560055443e-15,6.922199436502754e-08,7.269652301484626e-17,4.360872725866475e-14,3.752819289593472e-18,2.02616900780593e-21,1.8092799035140224e-15,2.2567883688028323e-18,2.4942961010995284e-19,2.931214974565937e-16,1.0439154685869415e-22,8.071944997328489e-23,1.6964295131499358e-22,3.76,0.0,0.6151663128998124,0.999999394270257,1.6120295596167523e-08,5.2915834289574e-11,1.7793016521368126e-07,6.929398787972888e-07,5.802423753558879e-13,1.2217280731946093e-13,3.199937141974278e-09,8.87691975090468e-08,5.10695425798278e-10,1.0295745126238052e-10
9.911836643946892e-08,0.6608185401809741,8.835825856834627e-07,3.556668002938686e-08,3.850443536156897e-08,2.490016582140331e-07,0.0,0.0,2.480436738300528e-08,7.21042261169979e-12,1.8610022434845225e-08,5.363372154178625e-07,1.701814093268528e-13,7.177345972738767e-19,5.521760060939679e-13,6.836508454044623e-08,4.0290134240530194e-09,9.414492090250206e-09,3.12010029958615e-18,4.490278998458124e-24,3.588595548060646e-15,7.253466606833217e-15,6.922319779599148e-08,7.950875506421731e-17,4.523964303994005e-14,3.977007651320253e-18,2.2278636644618495e-21,1.916918868709326e-15,2.4599353997923896e-18,2.695619177070237e-19,3.0953992555358285e-16,1.1106697687427472e-22,9.144640961973873e-23,1.9093125402596334e-22,3.76,0.0,0.6151662851310711,0.9999993756578348,1.711871943781305e-08,5.59804747093456e-11,1.87267861034468e-07,7.092368011804658e-07,5.862898947276131e-13,1.227020970958625e-13,3.200292485870352e-09,9.085653309757197e-08,5.507047768972309e-10,1.0973562882998164e-10
9.999999999999998e-08,0.6608185442981315,8.916364577976207e-07,3.6166662062185546e-08,3.910548434642024e-08,2.5292313128476855e-07,0.0,0.0,2.510841311127219e-08,7.357576324936246e-12,1.8815325381227634e-08,5.422887335865384e-07,1.7408693861615267e-13,7.376933303113281e-19,5.600316690915727e-13,6.836752012392636e-08,4.0737841377726506e-09,9.518354353813381e-09,3.18634077212329e-18,4.63545846898533e-24,3.640064285713732e-15,7.293806525691052e-15,6.922359971263563e-08,8.226650025172945e-17,4.587227098908005e-14,4.065572370224322e-18,2.309334929924105e-21,1.959437130523938e-15,2.5417904391957665e-18,2.7762381553784783e-19,3.159863392780651e-16,1.137087516867797e-22,9.587549998081271e-23,1.9969130259806654e-22,3.76,0.0,0.6151662743168435,0.9999993684379022,1.751529558153276e-08,5.719095743499319e-11,1.9094557523686786e-07,7.155464376610821e-07,5.885401674601973e-13,1.2289870678695835e-13,3.200411772225344e-09,9.166467690840964e-08,5.667482387733526e-10,1.1242530685095383e-10
1.0139551671399943e-07,0.6608185442981315,9.04315667888912e-07,3.7123324049529476e-08,4.0062574799319505e-08,2.591857200422339e-07,0.0,0.0,2.5592404632432278e-08,7.594164639837362e-12,1.9140309803170882e-08,5.517096783472447e-07,1.803511492099827e-13,7.697805684265272e-19,5.724472332579936e-13,6.837100329711189e-08,4.144663468147149e-09,9.682763127398512e-09,3.292575196894177e-18,4.870999793944303e-24,3.721781643187526e-15,7.356217138357203e-15,6.922417252389022e-08,8.677251807781673e-17,4.687491104002283e-14,4.207775722746031e-18,2.4422134776283864e-21,2.0277015388323363e-15,2.6750836446740887e-18,2.906936044256264e-19,3.26290729330773e-16,1.1795575639866284e-22,1.0321388699788222e-22,2.1417115892895765e-22,3.76,0.0,0.6151662571274814,0.9999993569939989,1.81545539931572e-08,5.91343492638933e-11,1.9683796607881055e-07,7.255338488088256e-07,5.920018563197551e-13,1.2320082223455638e-13,3.200582370454374e-09,9.294386834868212e-08,5.92784712392268e-10,1.1675742132793557e-10
1.0367266698852994e-07,0.6608185484143262,9.248243859938857e-07,3.8702349809861846e-08,4.163901346994494e-08,2.695494693053642e-07,0.0,0.0,2.6389282127921503e-08,7.989929414438928e-12,1.9670642467094872e-08,5.670833989461046e-07,1.907865221980823e-13,8.2341531914694095e-19,5.926505779658812e-13,6.837582991163275e-08,4.260353671792801e-09,9.95105685152271e-09,3.469556953705268e-18,5.27055928816221e-24,3.855758792618813e-15,7.454368021138112e-15,6.922496197324791e-08,9.450547456219395e-17,4.851409130551304e-14,4.445125294384985e-18,2.669509346643564e-21,2.1416278259372713e-15,2.9025820395535815e-18,3.1284269625116787e-19,3.433646931186142e-16,1.250580868448688e-22,1.1608490719339743e-22,2.394750012587948e-22,3.76,0.0,0.6151662288903317,0.9999993382794986,1.922824679500185e-08,6.237749029660318e-11,2.0663914226527017e-07,7.418310204713525e-07,5.973963074940921e-13,1.236708474954872e-13,3.200818776844088e-09,9.503120326158676e-08,6.369859151170076e-10,1.240230560612188e-10
1.0594981726306046e-07,0.6608185525295424,9.451107454581556e-07,4.03031173899436e-08,4.3233169636534756e-08,2.800909553797376e-07,0.0,0.0,2.7194903369240235e-08,8.397848050958558e-12,2.0201012897271408e-08,5.824581451100993e-07,2.0148234799535948e-13,8.78588572603578e-19,6.127756327416425e-13,6.837976469795871e-08,4.376081041928003e-09,1.0219369385057691e-08,3.6510275039433875e-18,5.689141031205736e-24,3.990489879676599e-15,7.54811570093758e-15,6.922560130030256e-08,1.027254683455874e-16,5.0156791125623406e-14,4.68905843288597e-18,2.9100307960812555e-21,2.2586977441065872e-15,3.14277954027942e-18,3.360268353572414e-19,3.607530295615965e-16,1.3237417058710826e-22,1.3012380568337005e-22,2.6695745671960243e-22,3.76,0.0,0.6151662004209139,0.9999993195150272,2.0340231459584923e-08,6.570992769907592e-11,2.1667004873282605e-07,7.581283149719044e-07,6.024904304522751e-13,1.2411390650141027e-13,3.201011509870259e-09,9.711853783549938e-08,6.83358771042529e-10,1.3153263781549707e-10
1.0822696753759097e-07,0.6608185566437673,9.651768121615557e-07,4.1924997752110394e-08,4.484447371665269e-08,2.908082462108569e-07,0.0,0.0,2.8009172754325464e-08,8.818050155787202e-12,2.0731414972972382e-08,5.978337272833198e-07,2.124333965401322e-13,9.352495111058234e-19,6.328129438398224e-13,6.838297148054743e-08,4.491842900896279e-09,1.0487697561549117e-08,3.836968841913093e-18,6.126909870587408e-24,4.1259396909643085e-15,7.637649988239302e-15,6.922611896994271e-08,1.1145051672555794e-16,5.1802659977322185e-14,4.939577436603587e-18,3.1640460897750378e-21,2.3789113921603717e-15,3.3960251243013667e-18,3.602632881198138e-19,3.78447375837559e-16,1.3990420946194601e-22,1.4539616780947326e-22,2.9673545661165365e-22,3.76,0.0,0.6151661717205213,0.9999993007012306,2.1490927932612815e-08,6.913168917832555e-11,2.2692934277710207e-07,7.744257311296062e-07,6.073005638183037e-13,1.2453161376484872e-13,3.201168589113369e-09,9.920587206963754e-08,7.319533687926365e-10,1.392861577547049e-10
