Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165)
1.3702721562925589e-08,0.8185929345871896,1.3802140356893217e-06,1.9951465841422893e-08,2.788975026679384e-08,1.9248276834779217e-06,0.0,0.0,6.930626928262082e-08,1.8345448259369256e-11,2.5970753209864396e-08,6.954175509198466e-07,1.831462346903892e-13,9.956181784545318e-19,3.136878017482482e-12,1.6110507910679316e-06,2.4384954721782068e-08,1.3138182796282733e-08,4.828381325346882e-17,9.791483695927122e-23,1.0094820452086959e-13,5.513272528713637e-13,3.4942485703784185e-06,3.73463342172187e-17,1.9166605494347413e-13,4.313337856066622e-18,6.034319286629096e-21,1.8679727047484877e-14,2.7433881615305463e-18,1.45170780253003e-18,5.249460533818883e-16,2.581189634452403e-22,2.4002105137819928e-23,3.0405818284506058e-24,3.76,0.0,0.895086101073999,0.9999991254049844,6.488778514936524e-09,1.3289848820211957e-10,1.530597145676533e-07,5.927446828341235e-06,4.688436926032031e-13,8.644431723764233e-13,6.309693919477081e-08,1.8528386985928096e-06,5.322796662383542e-11,7.747839759409578e-12,2.474465922751427e-13,3.1574364854334424e-13
1.3881704667276455e-08,0.8185929527210526,1.4248753457440633e-06,2.069826931826939e-08,2.8885133575512827e-08,1.952228277137466e-06,0.0,0.0,7.023452102053916e-08,1.882978982659597e-11,2.6812193440087705e-08,7.188865750683468e-07,1.933929625059064e-13,1.0907304779500425e-18,3.296777203981833e-12,1.6377703006102424e-06,2.517474636545304e-08,1.3563867454290806e-08,5.0954635905913163e-17,1.078315838446267e-22,1.0614297089273241e-13,5.787976418346559e-13,3.5183173313289085e-06,3.9732819819465334e-17,1.9996140292795357e-13,4.597745630074944e-18,6.6150557934506914e-21,1.985151795357737e-14,2.967379567565641e-18,1.5640892748229485e-18,5.535345961504733e-16,2.776092561690097e-22,2.6594041493398204e-23,3.368751205546356e-24,3.76,0.0,0.8950859948893591,0.9999990982704835,6.738060701333035e-09,1.3918716977384103e-10,1.5761407680594556e-07,6.004873816978248e-06,4.843350383817816e-13,8.820285060280605e-13,6.420314874751489e-08,1.8770398900596473e-06,5.503959795800139e-11,8.018815725706722e-12,2.557463064039774e-13,3.222472801881004e-13
1.4060687771627322e-08,0.8185929709141224,1.4702424845761491e-06,2.146215747654649e-08,2.990127783428167e-08,1.9797238919999536e-06,0.0,0.0,7.116372037081708e-08,1.932054219343986e-11,2.7667453548857753e-08,7.427620403376556e-07,2.0409123476321713e-13,1.1937339970289544e-18,3.4632409050947474e-12,1.6644079312342889e-06,2.5977494643682578e-08,1.3996544230252064e-08,5.37298954215069e-17,1.1858107687558843e-22,1.1151595246448052e-13,6.071490969878508e-13,3.5420305456733953e-06,4.2238409730705425e-17,2.0847991942436683e-13,4.896158241262907e-18,7.244436652957365e-21,2.1077782627349248e-14,3.205996723188476e-18,1.6833615865788852e-18,5.832525484748356e-16,2.9823701525869686e-22,2.943345256611347e-23,3.72747730256181e-24,3.76,0.0,0.8950858885989323,0.99999907069896,6.993546031320373e-09,1.4567794281138554e-10,1.622740187443165e-07,6.082300967693536e-06,5.000591388618055e-13,8.996139661272946e-13,6.530652435804483e-08,1.9012410727505817e-06,5.6897621086286094e-11,8.297181130747616e-12,2.642062944260804e-13,3.2878258236870454e-13
1.4239670875978188e-08,0.8185929891662397,1.5163115847269975e-06,2.224325544622488e-08,3.0938282049755826e-08,2.0073158615235173e-06,0.0,0.0,7.209387976342323e-08,1.9817711039402916e-11,2.8536490554298396e-08,7.670428761570139e-07,2.1525541412814748e-13,1.3051775817880935e-18,3.6364432771366322e-12,1.690959630820602e-06,2.6793158559499253e-08,1.4436191399358049e-08,5.661186252631771e-17,1.3021862188198552e-22,1.1706979320749027e-13,6.363913170812664e-13,3.5653936267601152e-06,4.4867434847602127e-17,2.172234348139552e-13,5.209018981148928e-18,7.925899382209412e-21,2.2360114836362544e-14,3.4599518766474862e-18,1.809833705457816e-18,6.141270580408712e-16,3.2004830490137703e-22,3.2540864522392195e-23,4.119157034452684e-24,3.76,0.0,0.8950857822012797,0.9999990426915398,7.255308652946162e-09,1.5237408549386212e-10,1.670409757495909e-07,6.1597282831982395e-06,5.160133905954498e-13,9.171956390931964e-13,6.640688029363548e-08,1.925442246662554e-06,5.880297329038944e-11,8.583088234916156e-12,2.728272317834128e-13,3.3534887742723735e-13
1.4418653980329055e-08,0.8185930074772286,1.5630786458622034e-06,2.3041686079398057e-08,3.199624231488539e-08,2.0350055113860537e-06,0.0,0.0,7.302501154035213e-08,2.0321302132196363e-11,2.9419259198252416e-08,7.917279374199153e-07,2.2690011311127376e-13,1.4256394221172319e-18,3.816559245641986e-12,1.7174215060246569e-06,2.7621694971783387e-08,1.488278608504119e-08,5.960281362089594e-17,1.4280210324740054e-22,1.228071053028988e-13,6.665337392015507e-13,3.5884119012295685e-06,4.762432781328283e-17,2.261937231455386e-13,5.536776097467174e-18,8.66307193329882e-21,2.3700122951524617e-14,3.729979185028192e-18,1.9438228532940475e-18,6.461854765101622e-16,3.430901190028142e-22,3.5938242670664386e-23,4.546338023682521e-24,3.76,0.0,0.8950856756949693,0.9999990142494207,7.52342276886301e-09,1.5927886780358954e-10,1.7191637526104303e-07,6.237155766190042e-06,5.32195108180567e-13,9.347698457333697e-13,6.750403885631538e-08,1.949643411792511e-06,6.075660484271616e-11,8.87669063733227e-12,2.8160977803140603e-13,3.4194550364078816e-13
1.4597637084679921e-08,0.8185930258469055,1.6105395121244379e-06,2.3857569932900485e-08,3.30752516569028e-08,2.062794160980271e-06,0.0,0.0,7.39571279682018e-08,2.083132133913493e-11,3.031571157513713e-08,8.168159945110414e-07,2.390402185682375e-13,1.5557267193528362e-18,4.003764747061096e-12,1.743789836752088e-06,2.8463058245584296e-08,1.5336304071284007e-08,6.270504330271031e-17,1.5639194407867879e-22,1.2873051014000332e-13,6.975857520438144e-13,3.6110906062851253e-06,5.051362618263868e-17,2.353924993355361e-13,5.879882866207556e-18,9.459771081582765e-21,2.5099431619626238e-14,4.0168338677451185e-18,2.0856541893623684e-18,6.794554135679347e-16,3.6741034804202935e-22,3.9648994831853836e-23,5.011718814575811e-24,3.76,0.0,0.8950855690785768,0.9999989853738815,7.797962704338744e-09,1.663955558003191e-10,1.769016383405271e-07,6.314583419355313e-06,5.486015028400141e-13,9.523331899982402e-13,6.859782951522945e-08,1.973844568137549e-06,6.275948065233027e-11,9.178143642392254e-12,2.9055457581398806e-13,3.485718162608011e-13
1.4776620189030788e-08,0.8185930442750864,1.6586899182194766e-06,2.469102525296204e-08,3.417540027868403e-08,2.0906831205720267e-06,0.0,0.0,7.489024121559009e-08,2.1347774616147422e-11,3.122579782380692e-08,8.423057557053839e-07,2.516908829905292e-13,1.6960777905218644e-18,4.198236310982077e-12,1.77006104782617e-06,2.9317200903141202e-08,1.5796720152511153e-08,6.592084916365306e-17,1.7105131938514615e-22,1.3484259853309777e-13,7.295564728652739e-13,3.6334348961287102e-06,5.353997072877998e-17,2.448214180010933e-13,6.23879735428008e-18,1.0320015913471989e-20,2.655967920914213e-14,4.321293217702075e-18,2.235661141105699e-18,7.139646642836507e-16,3.9305780553720432e-22,4.3698058334272465e-23,5.518160371941613e-24,3.76,0.0,0.8950854623506864,0.9999989560662632,8.079002857131727e-09,1.7372740432843098e-10,1.819981768438792e-07,6.392011245363949e-06,5.652297525120363e-13,9.698823173748312e-13,6.968808671532413e-08,1.9980457156947657e-06,6.481257873700506e-11,9.487603815009823e-12,2.996622531192981e-13,3.5522718523902396e-13
1.4955603293381654e-08,0.818593062761582,1.7075255480837503e-06,2.554216801385113e-08,3.5296775935209996e-08,2.1186736877701182e-06,0.0,0.0,7.582436332450653e-08,2.1870667987109274e-11,3.21494670547012e-08,8.681958944103945e-07,2.648674874445466e-13,1.847365305242674e-18,4.400150395898631e-12,1.7962316707611258e-06,3.018407449676275e-08,1.626400860246866e-08,6.925250776256458e-17,1.8684642411579963e-22,1.4114585925209872e-13,7.624543707441537e-13,3.655449850844505e-06,5.670810244359188e-17,2.5448207684110364e-13,6.6139819581588006e-18,1.1248049221048461e-20,2.80825135014922e-14,4.6441585329095634e-18,2.3941860223164743e-18,7.497410972656695e-16,4.2008226945421693e-22,4.811207727919978e-23,6.06870413142829e-24,3.76,0.0,0.8950853555098953,0.9999989263279396,8.366617591339704e-09,1.8127764736312685e-10,1.8720738984844095e-07,6.46943924686342e-06,5.820770667392799e-13,9.874137367923111e-13,7.077464971553262e-08,2.022246854461007e-06,6.691688730002208e-11,9.805228236989544e-12,3.089334262312205e-13,3.6191099224759983e-13
1.513458639773252e-08,0.8185930813061848,1.757042015695161e-06,2.6411111982567685e-08,3.643946389565075e-08,2.146767148984804e-06,0.0,0.0,7.675950622198981e-08,2.240000754559827e-11,3.308666708865544e-08,8.944850393600115e-07,2.785856299320662e-13,2.0102971238435985e-18,4.609683407456991e-12,1.8222983531862922e-06,3.1063629363214746e-08,1.6738143042138046e-08,7.270228003403576e-17,2.0384646131465093e-22,1.4764269046010127e-13,7.962873473010599e-13,3.677140475241165e-06,6.002286478524153e-17,2.6437602042434705e-13,7.005903206451576e-18,1.2248344623229262e-20,2.966959165820337e-14,4.986255216948057e-18,2.561579992264481e-18,7.868126783860592e-16,4.485344551976616e-22,5.291952956169588e-23,6.666579913071388e-24,3.76,0.0,0.8950852485548116,0.9999988961603257,8.660881246763795e-09,1.89049501383984e-10,1.9253066509080926e-07,6.546867426481495e-06,5.991406365941077e-13,1.0049240303513503e-12,7.185736476607177e-08,2.0464479844329312e-06,6.907340497369591e-11,1.013117460596936e-11,3.1836869899440085e-13,3.6862263142067563e-13
1.5313569502083384e-08,0.8185930999086707,1.8072347917594622e-06,2.7297968728807255e-08,3.7603546531966256e-08,2.1749647842078255e-06,0.0,0.0,7.769568175928583e-08,2.293579947980007e-11,3.403734331511332e-08,9.211717404965427e-07,2.9286116165373016e-13,2.1856145876004155e-18,4.827012356819979e-12,1.848257904162609e-06,3.195581354876435e-08,1.721909586231599e-08,7.627244217970204e-17,2.2212343267372195e-22,1.5433549197167485e-13,8.31063236989771e-13,3.6985116896710917e-06,6.348921012152493e-17,2.74504738502061e-13,7.415031965851033e-18,1.3325597191105668e-20,3.1322584458832496e-14,5.348430795361171e-18,2.738202315093868e-18,8.252076102145279e-16,4.7846593260768565e-22,5.815072228319769e-23,7.315201178681167e-24,3.76,0.0,0.8950851414840509,0.9999988655649115,8.961868275161775e-09,1.9704617812579754e-10,1.9796938380564052e-07,6.624295786834207e-06,6.164175358144102e-13,1.022410167312376e-12,7.2936085876948e-08,2.0706491056073373e-06,7.128314436788761e-11,1.0465602123324995e-11,3.2796865938877985e-13,3.753615128162971e-13
1.549255260643425e-08,0.8185931185688163,1.8580991983708629e-06,2.8202847573580396e-08,3.878910322652858e-08,2.2032678673321053e-06,0.0,0.0,7.863290171512452e-08,2.3478050081731882e-11,3.5001438565700705e-08,9.482544677324538e-07,3.0771021729640656e-13,2.37409248639404e-18,5.05231500683892e-12,1.8741072990959924e-06,3.2860572689645684e-08,1.7706838159683233e-08,7.996529341046073e-17,2.417521735063058e-22,1.6122669705296002e-13,8.667899592960187e-13,3.71956832911768e-06,6.711220186010616e-17,2.8486966094926166e-13,7.841843527592944e-18,1.4484723441623727e-20,3.304317746176421e-14,5.7315541075339014e-18,2.924420067915977e-18,8.649543633694382e-16,5.099290995230119e-22,6.383778502263711e-23,8.018166724532139e-24,3.76,0.0,0.8950850342962341,0.9999988345432674,9.26965329968375e-09,2.0527088605003139e-10,2.035249211194838e-07,6.701724330525773e-06,6.339047395438714e-13,1.0398693892062556e-12,7.401067236312468e-08,2.0948502179812633e-06,7.35471334229885e-11,1.0808671748248854e-11,3.3773387927446953e-13,3.821270626801294e-13
1.5671535710785114e-08,0.8185931372864037,1.9096305032100224e-06,2.912585557570601e-08,3.9996210895291674e-08,2.2316776602098965e-06,0.0,0.0,7.957117774761208e-08,2.4026765720250293e-11,3.597889456652899e-08,9.75731655452084e-07,3.2314918336715704e-13,2.576542958194449e-18,5.285768986384022e-12,1.8998436207963353e-06,3.3777851378963045e-08,1.820134047126609e-08,8.378312109355057e-17,2.62810738423047e-22,1.683186748109583e-13,9.034749819749675e-13,3.740315156172579e-06,7.089700929176447e-17,2.9547215787173493e-13,8.286817144901762e-18,1.573088616516328e-20,3.4833065432414596e-14,6.136517653446755e-18,3.1206089372915924e-18,9.060815124480971e-16,5.429772560373647e-22,7.00148280737879e-23,8.77928135777154e-24,3.76,0.0,0.895084926989994,0.9999988030969982,9.584310980029719e-09,2.1372681476988507e-10,2.0919864009162423e-07,6.779153060138166e-06,6.515992590886371e-13,1.0572987647456017e-12,7.508098676171265e-08,2.119051321551631e-06,7.586641161321108e-11,1.1160545169281956e-11,3.476649189895718e-13,3.889187188059178e-13
1.585051881513598e-08,0.8185931560612064,1.9618239799706704e-06,3.0067097616187824e-08,4.122494442794239e-08,2.2601954090964654e-06,0.0,0.0,8.051052136495658e-08,2.458195281487504e-11,3.696965292695387e-08,1.0036017296624274e-06,3.391946409205099e-13,2.7938192805611875e-18,5.5275510187824315e-12,1.9254640184648557e-06,3.470759409789585e-08,1.8702573274472717e-08,8.772817290228859e-17,2.8538065370137363e-22,1.75613641159505e-13,9.41124863632269e-13,3.7607568707557487e-06,7.484890402237265e-17,3.0631354673499056e-13,8.750435442895963e-18,1.7069520269382875e-20,3.669394716865928e-14,6.564240091790499e-18,3.3271540130077436e-18,9.486176068368339e-16,5.776646597108079e-22,7.671819445112634e-23,9.602578513769048e-24,3.76,0.0,0.89508481956398,0.9999987712277154,9.905915872412677e-09,2.2241712486988654e-10,2.149918880714651e-07,6.85658197822548e-06,6.694981877346543e-13,1.0746951180383731e-12,7.61468965613052e-08,2.1432524163149434e-06,7.824202622127774e-11,1.152138390765231e-11,3.577623304563279e-13,3.9573592739650936e-13
1.6029501919486844e-08,0.8185931748929627,2.0146748046336514e-06,3.102667648488677e-08,4.247537618418729e-08,2.2888223515958236e-06,0.0,0.0,8.145094398208572e-08,2.5143617862677806e-11,3.79736535607369e-08,1.031863058849483e-06,3.5586338268706884e-13,3.0268139393519284e-18,5.7778377091365425e-12,1.950965770062786e-06,3.564974372984645e-08,1.9210506188646652e-08,9.180269476342891e-17,3.095466005833943e-22,1.8311376342559394e-13,9.797458478037114e-13,3.7808980977150075e-06,7.897326784462912e-17,3.173950960955934e-13,9.23318454529656e-18,1.8506323641482066e-20,3.86275302963587e-14,7.015664174797079e-18,3.544448966074427e-18,9.925913459682386e-16,6.140464139066054e-22,8.398653518883953e-23,1.049231701945827e-23,3.76,0.0,0.8950847120168491,0.9999987389370827,1.0234542568444575e-08,2.3134496567170298e-10,2.2090600364962945e-07,6.934011087326191e-06,6.875985281684712e-13,1.0920556426226172e-12,7.720827723101438e-08,2.167453502267687e-06,8.067503613207353e-11,1.1891350362528707e-11,3.680266523538294e-13,4.025781479366269e-13
1.620848502383771e-08,0.8185931937814263,2.068178004240818e-06,3.200469284479281e-08,4.374757565424666e-08,2.3175597199537504e-06,0.0,0.0,8.239245694816038e-08,2.571176746075734e-11,3.89908338507589e-08,1.0605139311935353e-06,3.731724574897923e-13,3.2764572293999582e-18,6.036806088778284e-12,1.9763463156645177e-06,3.6604240773712205e-08,1.9725107552651534e-08,9.600895587887904e-17,3.353963025258278e-22,1.908212418917661e-13,1.0193442906387779e-12,3.8007433799080263e-06,8.327559789337312e-17,3.287180207850401e-13,9.735554310259737e-18,2.004724928803276e-20,4.06355349192074e-14,7.491754781913088e-18,3.772895330255957e-18,1.038031691381543e-15,6.5217839131130375e-22,9.186078516687217e-23,1.1452977626491551e-23,3.76,0.0,0.8950846043472648,0.9999987062268434,1.0570265822621269e-08,2.405134844689303e-10,2.2694232003665428e-07,7.011440389968254e-06,7.058971462643884e-13,1.1093779984313361e-12,7.826501060776974e-08,2.1916545794066074e-06,8.316651505619863e-11,1.227060856694759e-11,3.7845840766164185e-13,4.0944485567861186e-13
1.6387468128188573e-08,0.8185932127263522,2.122328545049132e-06,3.300124512346169e-08,4.504160984383931e-08,2.3464087352256726e-06,0.0,0.0,8.333507149969608e-08,2.628640829078431e-11,4.002112995742843e-08,1.089552597403833e-06,3.9113918144978544e-13,3.543719948610404e-18,6.304632988838019e-12,2.001603205052883e-06,3.757102457468821e-08,2.024634508656443e-08,1.0034922252987358e-16,3.630208973811664e-22,1.9873824854075363e-13,1.0599262882523044e-12,3.8202971891968e-06,8.77615026100629e-17,3.4028347442240455e-13,1.0258038160423007e-17,2.1698521440942262e-20,4.271969000168169e-14,7.993500074764935e-18,4.012902933516958e-18,1.0849677388444246e-15,6.921172961923244e-22,1.0038420246673812e-22,1.2489277012255409e-23,3.76,0.0,0.8950844965539013,0.9999986730987784,1.091316048711074e-08,2.499258121653762e-10,2.3310215930188952e-07,7.08886988865813e-06,7.243909418295557e-13,1.1266596621718815e-12,7.931698027718637e-08,2.2158556477284576e-06,8.571754941108116e-11,1.265932347972707e-11,3.8905810786610233e-13,4.163355374039139e-13
1.6566451232539438e-08,0.8185932317274717,2.177121370384549e-06,3.4016429598098646e-08,4.635754358745553e-08,2.375370605137546e-06,0.0,0.0,8.42787987427173e-08,2.6867547099939405e-11,4.106447746127374e-08,1.1189772871431004e-06,4.097810910180621e-13,3.829616420121661e-18,6.58149448452813e-12,2.0267340706552953e-06,3.8550033929609976e-08,2.077418621664913e-08,1.0482573916972123e-16,3.925151025846477e-22,2.0686686408265143e-13,1.1014973600139147e-12,3.839563933174579e-06,9.243669969200444e-17,3.520925561616017e-13,1.0801132594800965e-17,2.346665700682566e-20,4.488172956129433e-14,8.521913367113282e-18,4.26489046910825e-18,1.1334286296659129e-15,7.339206994758996e-22,1.0960260966156944e-22,1.36061879365278e-23,3.76,0.0,0.8950843886354459,0.9999986395546899,1.1263301408886697e-08,2.5958505685691064e-10,2.393868301597717e-07,7.166299585877583e-06,7.430768626835359e-13,1.1438979602055383e-12,8.036407391828362e-08,2.240056707229789e-06,8.832923560384287e-11,1.3057660347991447e-11,3.998262549934939e-13,4.23249689367624e-13
1.6745434336890303e-08,0.8185932507845218,2.232551368945053e-06,3.505034046625758e-08,4.7695439441583517e-08,2.4044465263711853e-06,0.0,0.0,8.52236496713382e-08,2.7455190705484725e-11,4.212081090066874e-08,1.1487861935995159e-06,4.2911593196524043e-13,4.135204705283938e-18,6.867566037822304e-12,2.0517366452319126e-06,3.9541206652145836e-08,2.130859784157699e-08,1.0944073795552556e-16,4.239771353898899e-22,2.1520910015995588e-13,1.1440625908694596e-12,3.85854795210824e-06,9.730701866197582e-17,3.6414631498232137e-13,1.1365337070359915e-17,2.535846921981179e-20,4.71233933710814e-14,9.078032889526233e-18,4.529285337784792e-18,1.1834435948629497e-15,7.77647000318831e-22,1.1956451764313992e-22,1.4808945156943906e-23,3.76,0.0,0.8950842805905976,0.999998605596412,1.162076345100835e-08,2.6949430930970344e-10,2.4579763022656143e-07,7.243729484087935e-06,7.619518333123206e-13,1.1610903529034343e-12,8.140618522963615e-08,2.264257757907053e-06,9.100268066332825e-11,1.3465784928829635e-11,4.107633402116357e-13,4.3018681870854417e-13
1.6924417441241168e-08,0.8185932698972249,2.288613344518767e-06,3.610306988504673e-08,4.9055357547597976e-08,2.4336376867421427e-06,0.0,0.0,8.616963518589617e-08,2.804934600313969e-11,4.3190063303581375e-08,1.1789774595279795e-06,4.491616634244451e-13,4.4615868968725455e-18,7.163022686273433e-12,2.0766087797939735e-06,4.054447913207222e-08,2.1849546095627814e-08,1.141964508078593e-16,4.575086708851932e-22,2.2376693454364843e-13,1.1876268324123352e-12,3.8772535158392955e-06,1.0237840416320928e-16,3.7644575111080915e-13,1.195115392393577e-17,2.7381072075713e-20,4.9446428074612307e-14,9.662921155001184e-18,4.806523343569066e-18,1.235042008993875e-15,8.233553742307953e-22,1.303212556739538e-22,1.6103053312063017e-23,3.76,0.0,0.8950841724180637,0.9999985712258276,1.1985621539542687e-08,2.7965664851341774e-10,2.5233584820799886e-07,7.321159585733834e-06,7.81012703566532e-13,1.1782346160299514e-12,8.244321421148151e-08,2.2884587997567294e-06,9.373900343570334e-11,1.3883863805384997e-11,4.2186984247834815e-13,4.3714644481511366e-13
1.7103400545592033e-08,0.8185932890653018,2.3453020236595075e-06,3.717470794740588e-08,5.043735564420976e-08,2.462945264777831e-06,0.0,0.0,8.711676609009635e-08,2.8650019969538413e-11,4.427216627834627e-08,1.2095491817623816e-06,4.699364709361069e-13,4.809910077326554e-18,7.468039002583755e-12,2.101348439490886e-06,4.155978642037241e-08,2.2396996394601175e-08,1.190951103817217e-16,4.932149388617782e-22,2.3254232096202203e-13,1.232194744729605e-12,3.8956848250234545e-06,1.076569170892184e-16,3.889918132877515e-13,1.2559088300583502e-17,2.9541887899400854e-20,5.185258703411699e-14,1.0277664705647564e-17,5.0970485608598424e-18,1.2882533905201638e-15,8.7110575451295e-22,1.4192706684921854e-22,1.749429678947366e-23,3.76,0.0,0.895084064116561,0.9999985364448638,1.2357950685398029e-08,2.9007514092325475e-10,2.5900276352213307e-07,7.398589893242091e-06,8.002562777074968e-13,1.195328707227279e-12,8.34750653045765e-08,2.3126598327753544e-06,9.653933496969715e-11,1.4312064420243083e-11,4.3314622895435077e-13,4.4412809891322474e-13
1.7282383649942898e-08,0.8185933082884723,2.402612089365262e-06,3.826534264822919e-08,5.184148922312456e-08,2.492370427536482e-06,0.0,0.0,8.806505307349151e-08,2.925721965643727e-11,4.5367050517977013e-08,1.2404994275026363e-06,4.914587701990703e-13,5.181367822500691e-18,7.782788833279152e-12,2.125953683105987e-06,4.258706270361952e-08,2.2950913690861483e-08,1.2413894047424148e-16,5.312048883324599e-22,2.41537167462947e-13,1.2777706642215326e-12,3.913846015673597e-06,1.1314873354537047e-16,4.01785396113303e-13,1.3189648026471506e-17,3.1848657642813756e-20,5.4343628779462065e-14,1.0923374555640476e-17,5.40131347187829e-18,1.3431073532087234e-15,9.209588504942747e-22,1.5443919296865838e-22,1.8988750736056996e-23,3.76,0.0,0.8950839556848179,0.9999985012554775,1.273782596181783e-08,3.0075283507415057e-10,2.657996441493708e-07,7.476020409017505e-06,8.196793795749291e-13,1.2123705182589153e-12,8.450164583297606e-08,2.3368608569594252e-06,9.940481773011821e-11,1.475055480371779e-11,4.4459295666531123e-13,4.511313223922083e-13
1.7461366754293762e-08,0.8185933275664512,2.4605381998816674e-06,3.937505990182925e-08,5.326781165805699e-08,2.521914329477487e-06,0.0,0.0,8.901450670214853e-08,2.987095218401386e-11,4.647464610736115e-08,1.2718262427514344e-06,5.137471951505891e-13,5.5772015660999455e-18,8.107445076413942e-12,2.150422650211971e-06,4.3626241593182424e-08,2.351126262869505e-08,1.2933014855107358e-16,5.715912781708059e-22,2.5075331415751905e-13,1.3243584856284758e-12,3.931741162281938e-06,1.1886014418160167e-16,4.148273413304999e-13,1.3843343427168983e-17,3.4309450932831525e-20,5.692131552932082e-14,1.1601186810779652e-17,5.719779147249734e-18,1.3996335691348744e-15,9.729761616477293e-22,1.6791799361403038e-22,2.0592791948070576e-23,3.76,0.0,0.8950838471215755,0.999998465659646,1.3125322470959472e-08,3.11692758469717e-10,2.727277454912838e-07,7.5534511354409595e-06,8.392788709743025e-13,1.229357832200199e-12,8.552286653991007e-08,2.3610618723053227e-06,1.0233660465520566e-10,1.519950332735592e-11,4.562104735029825e-13,4.581556657946127e-13
1.7640349858644627e-08,0.8185933468989457,2.519074975263761e-06,4.050394360372095e-08,5.4716374193311347e-08,2.5515781135600903e-06,0.0,0.0,8.996513742757546e-08,3.0491224740563175e-11,4.7594882341459216e-08,1.3035276455026617e-06,5.368205829214793e-13,5.998701421323391e-18,8.442179673344278e-12,2.1747535675939845e-06,4.467725595437691e-08,2.4078007452372426e-08,1.3467092872644302e-16,6.144906610532108e-22,2.60192537517279e-13,1.3719617032879645e-12,3.949374277150763e-06,1.2479755562239498e-16,4.281184417608703e-13,1.4520687153418922e-17,3.6932673873995895e-20,5.95874129451402e-14,1.2312262800108877e-17,6.052915217013051e-18,1.4578617815038683e-15,1.0272199552773326e-21,1.82427104372814e-22,2.2313109167644005e-23,3.76,0.0,0.8950837384255859,0.9999984296593727,1.352051534073434e-08,3.22897919995172e-10,2.797883114399255e-07,7.630882074871566e-06,8.590516078382731e-13,1.246288514776444e-12,8.653864308955802e-08,2.385262878809344e-06,1.05335859104084e-10,1.5659078735389955e-11,4.679992177054008e-13,4.652006893397288e-13
1.7819332962995492e-08,0.818593366285656,2.578216975580534e-06,4.165207567657733e-08,5.6187225861998995e-08,2.5813629129012305e-06,0.0,0.0,9.091695560062431e-08,3.1118044587262414e-11,4.8727687390939905e-08,1.335601615719282e-06,5.606979704094702e-13,6.447206765620964e-18,8.78716370888437e-12,2.1989447617826287e-06,4.5740037591840945e-08,2.4651111837058224e-08,1.401634698383609e-16,6.600233627742235e-22,2.6985657301107144e-13,1.4205835465795813e-12,3.966749308441509e-06,1.3096749294895264e-16,4.416594435171987e-13,1.5222194059605882e-17,3.972707570230019e-20,6.234369064032424e-14,1.3057788712908503e-17,6.401199657179132e-18,1.517821840521469e-15,1.0837532225115919e-21,1.9803359599908082e-22,2.4156713423021337e-23,3.76,0.0,0.8950836295956117,0.9999983932566965,1.3923479751439825e-08,3.343713140094494e-10,2.869825760318939e-07,7.708313229649618e-06,8.789943972875655e-13,1.2631606749556433e-12,8.754889632319458e-08,2.409463876467787e-06,1.0840375553558114e-10,1.6129450339917296e-11,4.79959616904594e-13,4.72265963885605e-13
1.7998316067346357e-08,0.8185933857262804,2.637958701057717e-06,4.28195360670404e-08,5.7680413476492456e-08,2.611269850912329e-06,0.0,0.0,9.186997147320405e-08,3.175141906129001e-11,4.987298828323785e-08,1.368046096192623e-06,5.853986025985131e-13,6.924107282689092e-18,9.142567399491999e-12,2.2229946591305735e-06,4.6814517231469e-08,2.523053887923861e-08,1.4580995839812542e-16,7.083135624037096e-22,2.797471293010904e-13,1.47022705206319e-12,3.983870140697135e-06,1.3737660131549387e-16,4.554510445721823e-13,1.5948381095517314e-17,4.2701758053227406e-20,6.519192213012988e-14,1.3838975270332109e-17,6.7651186031521705e-18,1.5795437132574437e-15,1.1426396473717733e-21,2.1480812835663776e-22,2.613095119430834e-23,3.76,0.0,0.8950835206304244,0.9999983564536932,1.4334290959823275e-08,3.4611592089099585e-10,2.9431176361872505e-07,7.785744602096512e-06,8.991040107869206e-13,1.279972592703592e-12,8.855355084661464e-08,2.4336648652769955e-06,1.1154147998120207e-10,1.661078809798459e-11,4.920920882026605e-13,4.793510708561686e-13
