Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61)
2.680813886407783e-08,0.8989836318447614,3.7089423532620965e-05,9.242619046089342e-07,1.1384496481803554e-06,4.5893301372908673e-05,0.0,0.0,7.905762942815737e-07,8.885569186112337e-10,7.170491072771499e-07,2.0541701561312596e-05,1.2461431123983746e-10,2.1324897128200284e-14,1.4772702968395957e-09,2.0737810181773186e-05,2.520278267058757e-06,3.630795546295578e-07,5.2265874314176306e-14,3.3822458373993494e-17,5.849162591145009e-11,2.797563431905015e-10,3.3058299094396535e-05,4.145817944703939e-14,5.669386444413421e-11,2.5898535588273766e-15,2.517976638795084e-15,4.789260802689761e-11,3.236570768158689e-14,2.94722247635261e-14,4.4094287254956955e-13,1.2690191862708389e-18,2.600268705848833e-17,4.407805849328202e-19,3.76,0.0,0.7899885118076049,0.9970241666748051,3.3176799026734787e-07,5.54449771449176e-08,8.757695112819383e-06,7.867088563681324e-05,5.719505353200944e-12,8.04574946001897e-12,8.170189785647838e-07,3.899654784305449e-05,5.328263389020937e-09,2.6845556966563683e-10,2.8529487972053093e-12,1.568410544947325e-12,1.2297350657928966e-06,1.9936198728683843e-07,2.5909920376552086e-10,5.7120502330854404e-08,0.0029507129293886813,3.245784345341876e-14
2.7355128786848954e-08,0.8989841747134852,3.858385086317296e-05,9.758103859845436e-07,1.1990450208962383e-06,4.705979552274625e-05,0.0,0.0,8.077993295892947e-07,9.254434878044406e-10,7.480559552050735e-07,2.1455784020303104e-05,1.3610285417235244e-10,2.439655279519634e-14,1.5910597764375613e-09,2.1068994366927027e-05,2.6268252574492273e-06,3.78786326751664e-07,5.6252789197370124e-14,3.8757016219670124e-17,6.235253550370158e-11,2.9662472240900176e-10,3.326218038278481e-05,4.614611563335808e-14,5.966993011708916e-11,2.8382650274605344e-15,2.7213786217624887e-15,5.19360847911823e-11,3.6024260085132055e-14,3.260370844713283e-14,4.773363315626836e-13,1.4005547633741943e-18,2.8410777451927517e-17,5.150497010201054e-19,3.76,0.0,0.7899855941156334,0.9970230897302366,3.5330650503495774e-07,5.91467297321752e-08,9.243638978579164e-06,8.02844220630661e-05,5.9087167326818725e-12,8.192816004144047e-12,8.306116560277069e-07,3.9758622536922235e-05,5.714852793063414e-09,2.8597662046639226e-10,2.9597959364281174e-12,1.600316648008723e-12,1.2744662179527687e-06,2.080277898015288e-07,2.7382764100107983e-10,5.9441552868753625e-08,0.0029507097838422443,3.514126198106297e-14
2.7902118709620078e-08,0.8989847200545438,4.009365628411411e-05,1.0289136483249053e-06,1.261332130898247e-06,4.823923756217234e-05,0.0,0.0,8.25081871656395e-07,9.631029452436646e-10,7.79548970411188e-07,2.238506568478795e-05,1.4834969838857978e-10,2.7814292486463618e-14,1.7102141391079627e-09,2.1391554182023234e-05,2.734950265922724e-06,3.9473970686761245e-07,6.043347031512591e-14,4.426604459912627e-17,6.635346077524497e-11,3.139529154402636e-10,3.345801662414426e-05,5.1248940743035935e-14,6.271516143419174e-11,3.1042091127276694e-15,2.939285157652457e-15,5.620584136490519e-11,3.999423365493582e-14,3.5976479632898054e-14,5.158994216993861e-13,1.5423648053424598e-18,3.1009979318520334e-17,5.996769110905264e-19,3.76,0.0,0.789982660070666,0.9970219948736313,3.757892306867631e-07,6.300287337185515e-08,9.745893757405928e-06,8.189846272324859e-05,6.0971628978244535e-12,8.336388245327468e-12,8.438552686614488e-07,4.051939190126223e-05,6.122127151060883e-09,3.042431596724463e-10,3.068140584019354e-12,1.632170100118959e-12,1.3197793510946233e-06,2.168879799259226e-07,2.890653558525117e-10,6.180747201043309e-08,0.0029507065844241306,3.797573284164345e-14
2.8449108632391202e-08,0.8989852678075353,4.161794763386235e-05,1.0835702503340198e-06,1.325306543670391e-06,4.943174598563945e-05,0.0,0.0,8.424243571864104e-07,1.0015371119135202e-09,8.115155253513676e-07,2.332917695202689e-05,1.613827892925828e-10,3.160539528099618e-14,1.8347795435963393e-09,2.170560104377114e-05,2.8446074114391338e-06,4.109332983730507e-07,6.481144376390811e-14,5.0399168464739994e-17,7.049437197819978e-11,3.3172992367235054e-10,3.3646132809589426e-05,5.679291892909561e-14,6.582822709279227e-11,3.3885018423293274e-15,3.172611902678521e-15,6.070736346151789e-11,4.429312714073477e-14,3.960152719619705e-14,5.567128131337206e-13,1.6949972622480767e-18,3.381387768558077e-17,6.958042047967993e-19,3.76,0.0,0.7899797095430234,0.997020882480068,3.992378491140343e-07,6.701564379534281e-08,1.0264587959789327e-05,8.3513017235659e-05,6.2846940637257854e-12,8.476492112518864e-12,8.567539233918441e-07,4.1278858156099316e-05,6.550767825282821e-09,3.232670778312284e-10,3.177960290649052e-12,1.6639709650588038e-12,1.365664566638161e-06,2.2594116635323219e-07,3.048166762660315e-10,6.421818242556588e-08,0.0029507033322526493,4.096532400134128e-14
2.8996098555162326e-08,0.8989858179128071,4.315585093318881e-05,1.139777845873242e-06,1.3909630115691315e-06,5.063743193087334e-05,0.0,0.0,8.59827190356572e-07,1.040747826333774e-09,8.439431640361303e-07,2.428775276355292e-05,1.7522997484312263e-10,3.579818724970339e-14,1.9647945480889344e-09,2.2011254056669504e-05,2.955751444256526e-06,4.2736079057869766e-07,6.93901272441739e-14,5.720871007971345e-17,7.477513482365516e-11,3.4994434485784136e-10,3.382684037245583e-05,6.280525469372643e-14,6.900777333070513e-11,3.691979382715503e-15,3.422315095732609e-15,6.544599684356115e-11,4.8938852683974675e-14,4.348989724183437e-14,5.998582770243391e-13,1.8590155810807806e-18,3.6836892925933024e-17,8.046649458346524e-19,3.76,0.0,0.7899767424101275,0.9970197529203875,4.236740018418604e-07,7.118721115128239e-08,1.0799843019964152e-05,8.512809512207594e-05,6.471168759927069e-12,8.613158120710945e-12,8.693120760615337e-07,4.203702351758685e-05,7.001461577396229e-09,3.4305987382994125e-10,3.289232880995041e-12,1.6957193068307791e-12,1.412112102774254e-06,2.3518589181644897e-07,3.2108570046171216e-10,6.667360691824652e-08,0.0029507000284347364,4.4114043749965694e-14
2.954308847793345e-08,0.8989863703115133,4.4706510872523317e-05,1.1975332173895332e-06,1.4582955077194096e-06,5.185639934058912e-05,0.0,0.0,8.772907436554126e-07,1.0807369430074454e-09,8.768196126267027e-07,2.52604329621631e-05,1.8991896758322784e-10,4.042200515372875e-14,2.1002902188770756e-09,2.2308639058128034e-05,3.0683377826865024e-06,4.4401596411813277e-07,7.417283094665878e-14,6.474973064672186e-17,7.919551705309275e-11,3.685844226963601e-10,3.400043777612177e-05,6.931409216903081e-14,7.225242798409469e-11,4.015498124480654e-15,3.689391525370156e-15,7.042694468962416e-11,5.394972338751386e-14,4.7652676821190396e-14,6.454186496932208e-13,2.0349986027627958e-18,4.009431127302949e-17,9.27588139409659e-19,3.76,0.0,0.789973758556328,0.9970186065608426,4.491192805799583e-07,7.551968094083022e-08,1.1351773468320152e-05,8.674370580536219e-05,6.6564536703543025e-12,8.74642090023284e-12,8.815344900887106e-07,4.279389019801936e-05,7.474900268478369e-09,3.636326555196912e-10,3.4019364504752394e-12,1.7274151896533072e-12,1.4591123326247077e-06,2.4462063795292187e-07,3.378763023470004e-10,6.917366842698396e-08,0.0029506966740646197,4.7425838568060686e-14
3.009007840070457e-08,0.8989869249456667,4.626909121229206e-05,1.2568323088995211e-06,1.5272972590822197e-06,5.308874512717705e-05,0.0,0.0,8.948153587227363e-07,1.1215063309109219e-09,9.10132788671856e-07,2.624686260574824e-05,2.054773080280503e-10,4.550715601737769e-14,2.2412902591698756e-09,2.259788773694723e-05,3.182322545086525e-06,4.608926956683007e-07,7.916275863725985e-14,7.308006812613098e-17,8.375519483225402e-11,3.8763809422785757e-10,3.4167211075222317e-05,7.634851338011564e-14,7.556080428705858e-11,4.359934744309286e-15,3.974878387664804e-15,7.56552655072951e-11,5.934444066350401e-14,5.2100978018146755e-14,6.934777953289611e-13,2.223540432341581e-18,4.3602314484887115e-17,1.0660027078140112e-18,3.76,0.0,0.7899707578727306,0.9970174437627899,4.755952180212097e-07,8.001509500232352e-08,1.1920487103830359e-05,8.835985860730767e-05,6.84042345814248e-12,8.876318759962085e-12,8.934261982680182e-07,4.354946040584472e-05,7.971780566317074e-09,3.849961410266674e-10,3.5160493620184647e-12,1.7590586779549325e-12,1.5066557624267946e-06,2.542438299186883e-07,3.5519213694724674e-10,7.171829002469675e-08,0.002950693270222632,5.0904591265029676e-14
3.0637068323475695e-08,0.8989874817581807,4.784277510346098e-05,1.3176702584909617e-06,1.5979607786940844e-06,5.433455933971209e-05,0.0,0.0,9.12401347189831e-07,1.1630578720261063e-09,9.43870809091028e-07,2.7246692241266336e-05,2.2193232945837882e-10,5.1084872824346054e-14,2.3878111560701688e-09,2.2879136820276624e-05,3.29766257745917e-06,4.779849620359183e-07,8.436300891924018e-14,8.226037124751323e-17,8.845375895278113e-11,4.070930349938128e-10,3.43274344515166e-05,8.393853552678273e-14,7.893150442182756e-11,4.726186241990421e-15,4.279853036907119e-15,8.113587155901712e-11,6.514208140703474e-14,5.684592244336387e-14,7.441205672882792e-13,2.42525028231734e-18,4.737800854479429e-17,1.22144176589343e-18,3.76,0.0,0.7899677402570233,0.9970162648824182,5.031232788935684e-07,8.467543253876411e-08,1.250608516612543e-05,8.997656274669773e-05,7.022960577627918e-12,9.00289328228483e-12,9.049924675055123e-07,4.430373634567653e-05,8.492803660002762e-09,4.0716066069620485e-10,3.6315502428733547e-12,1.7906498363686384e-12,1.5547330297421916e-06,2.64053840764542e-07,3.7303664584000463e-10,7.430739491871075e-08,0.0029506898179743847,5.4554119373214356e-14
3.118405824624682e-08,0.898988040692913,4.942676533496023e-05,1.3800414303079048e-06,1.6702778970805148e-06,5.559392533269738e-05,0.0,0.0,9.300489915180144e-07,1.2053934599144946e-09,9.780219970021075e-07,2.8259578141941905e-05,2.393111241580166e-10,5.718726660144136e-14,2.5398623438015108e-09,2.315252732447947e-05,3.4143154770032096e-06,4.952868436593661e-07,8.977657665288113e-14,9.235412973174161e-17,9.329072082995963e-11,4.2693670194304825e-10,3.4481370725606074e-05,9.211510732091689e-14,8.236312282884445e-11,5.115169951270579e-15,4.605432631605403e-15,8.687352776813714e-11,7.13620850402653e-14,6.189862617174765e-14,7.974327680748431e-13,2.640752289230479e-18,5.143945129234404e-17,1.39554688839454e-18,3.76,0.0,0.7899647056133052,0.9970150702705144,5.317248512698258e-07,8.950261118204174e-08,1.3108662506877097e-05,9.159382733759306e-05,7.203955075585817e-12,9.126188947765464e-12,9.1623876629271e-07,4.505672021830612e-05,9.038674981799788e-09,4.3013615961827226e-10,3.74841798145496e-12,1.822188729726312e-12,1.6033349016899816e-06,2.7404899558524815e-07,3.9141306258108184e-10,7.694090645075835e-08,0.0029506863183701155,5.837817378309897e-14
3.1731048169017944e-08,0.8989886016946922,5.102028451419497e-05,1.4439394459902538e-06,1.7442397928471963e-06,5.6866919936003514e-05,0.0,0.0,9.477585458337736e-07,1.2485149983330115e-09,1.0125748874854912e-06,2.9285182510562675e-05,2.5764051112464484e-10,6.384727516665352e-14,2.6974463813524958e-09,2.3418203865624562e-05,3.5322396119377083e-06,5.127925275722509e-07,9.540635451407162e-14,1.0342770075339779e-16,9.826551828759084e-11,4.471563740761252e-10,3.4629271845640796e-05,1.0091010441730947e-13,8.585424928621538e-11,5.527823523559303e-15,4.952773678687438e-15,9.287285107297492e-11,7.802424046892979e-14,6.727018515341557e-14,8.535011080791008e-13,2.870685303797342e-18,5.580567888438396e-17,1.5900723614198783e-18,3.76,0.0,0.7899616538519162,0.9970138602722585,5.614212381386662e-07,9.449848808831126e-08,1.3728307760186776e-05,9.321166138780809e-05,7.383304383596631e-12,9.246252787614089e-12,9.271707347371967e-07,4.580841422071454e-05,9.610103936270123e-09,4.5393220068561463e-10,3.866631724228617e-12,1.8536754230533625e-12,1.6524522732033837e-06,2.842275754527644e-07,4.103244181114723e-10,7.961874809697983e-08,0.002950682772444005,6.238043760512701e-14
3.227803809178907e-08,0.8989891647093518,5.262257518641687e-05,1.5093572155423652e-06,1.8198370224540331e-06,5.815361362551252e-05,0.0,0.0,9.655302367589385e-07,1.2924243998913438e-09,1.0475182323698186e-06,3.03231736515519e-05,2.76947005275871e-10,7.109860882831686e-14,2.8605591427868805e-09,2.3676314025594622e-05,3.651394137898553e-06,5.304963098716916e-07,1.0125513467462143e-13,1.1555033168456073e-16,1.0337752112341644e-10,4.677391908372372e-10,3.4771379354094066e-05,1.1035632397610132e-13,8.940347176814278e-11,5.965104883736632e-15,5.323071479198222e-15,9.913831019742709e-11,8.514867299032193e-14,7.297166112419319e-14,9.124131631665573e-13,3.1157026550344372e-18,6.049673099185086e-17,1.8068894104755695e-18,3.76,0.0,0.7899585848892665,0.9970126352270539,5.922336492394888e-07,9.966486105938831e-08,1.4365103511705684e-05,9.4830073797576e-05,7.560913103249705e-12,9.363134062157825e-12,9.377941569786914e-07,4.6558820546084276e-05,1.0207803636609075e-08,4.785579681383499e-10,3.986170872630672e-12,1.8851099815634736e-12,1.7020761653098745e-06,2.945878211438142e-07,4.2977354613533954e-10,8.234084346792584e-08,0.002950679181213528,6.656452524398309e-14
3.282502801456019e-08,0.8989897296837485,5.423289989833329e-05,1.5762869676089215e-06,1.8970595491784823e-06,5.945407069401924e-05,0.0,0.0,9.833642642344767e-07,1.3371235847504433e-09,1.0828410041190917e-06,3.137322611431666e-05,2.9725678816487105e-10,7.897569332932212e-14,3.0291900185531813e-09,2.3927007770048683e-05,3.7717390111868364e-06,5.483925977315152e-07,1.0732561058831362e-13,1.2879417917129334e-16,1.0862603645062417e-10,4.886721882753448e-10,3.490792483363415e-05,1.2048747839529475e-13,9.300937909197657e-11,6.427992157537165e-15,5.7175594791405146e-15,1.0567422580743944e-10,9.275583118915211e-14,7.90140680376324e-14,9.74257331204815e-13,3.376471888948358e-18,6.553367464511472e-17,2.0479903978722698e-18,3.76,0.0,0.7899554986476697,0.9970113954683795,6.241831931626247e-07,1.0500346968543866e-07,1.5019126466240203e-05,9.644907335838906e-05,7.736692785733743e-12,9.47688396363012e-12,9.481149358300319e-07,4.7307941383811e-05,1.0832490648141117e-08,5.040222715512919e-10,4.107015080025667e-12,1.91649247065346e-12,1.7521977234343706e-06,3.05127936671677e-07,4.497630884601755e-10,8.510711630856131e-08,0.0029506755456789363,7.093398167159005e-14
3.3372017937331316e-08,0.8989902965657839,5.585054121096056e-05,1.6447202791396413e-06,1.975896771275738e-06,6.076834942198205e-05,0.0,0.0,1.0012608023366437e-06,1.3826144793618156e-09,1.1185323988955167e-06,3.243502081020559e-05,3.1859568021330853e-10,8.751361033504315e-14,3.2033221262147105e-09,2.4170436914709026e-05,3.89323499912974e-06,5.664759109978465e-07,1.1362037886787919e-13,1.4323432460338871e-16,1.1401031381282349e-10,5.099423330073224e-10,3.503913033307128e-05,1.313381882518801e-13,9.667056336348961e-11,6.9174835701990666e-15,6.137508529413307e-15,1.1248477102360518e-10,1.008664738550116e-13,8.540835903672267e-14,1.0391227876217792e-12,3.653674482492098e-18,7.093862664734035e-17,2.315492982531586e-18,3.76,0.0,0.7899523950551745,0.9970101413236717,6.572908697157875e-07,1.1051599650462116e-07,1.5690447613621706e-05,9.806866875200281e-05,7.91056170721693e-12,9.587555341693262e-12,9.581390694924528e-07,4.8055778919514934e-05,1.148488473891323e-08,5.303335502226551e-10,4.2291442486995605e-12,1.947822955898248e-12,1.802808215725164e-06,3.1584609263160205e-07,4.702955002911411e-10,8.791749049827036e-08,0.002950671866822886,7.549228188549817e-14
3.391900786010244e-08,0.89899086530442,5.747480166637507e-05,1.7146481044274379e-06,2.0563375493443827e-06,6.20965022477542e-05,0.0,0.0,1.01922000008435e-06,1.4288990152471388e-09,1.1545818388673388e-06,3.3508245105251286e-05,3.4098911446300636e-10,9.674803576599945e-14,3.3829325291094593e-09,2.4406754636664806e-05,4.015843687796738e-06,5.847408834020264e-07,1.201419412391946e-13,1.5894878604621536e-16,1.1952955007152182e-10,5.315365540253272e-10,3.516520877431089e-05,1.4294397449006357e-13,1.0038562222990771e-10,7.434597316267811e-15,6.58422605906992e-15,1.1957397226115627e-10,1.0950165695259158e-13,9.216541397986557e-14,1.1070994400888082e-12,3.948005533600947e-18,7.673477448243486e-17,2.6116442355557977e-18,3.76,0.0,0.7899492740454033,0.9970088731142276,6.915775625568801e-07,1.1620406817570474e-07,1.63791323926441e-05,9.968886854959486e-05,8.082444641282232e-12,9.695202450205322e-12,9.67872630203967e-07,4.880233533505237e-05,1.2165708637313703e-08,5.574998779251135e-10,4.352538526888619e-12,1.979101503045969e-12,1.8538990314022728e-06,3.26740429368814e-07,4.913730554724288e-10,9.07718900508618e-08,0.0029506681456101165,8.024283053980269e-14
3.501298770564469e-08,0.8989920081526854,6.0740489497767404e-05,1.858948168269917e-06,2.2219826842703885e-06,6.479461174769412e-05,0.0,0.0,1.055326850052829e-06,1.5238567553319743e-09,1.2277136806105496e-06,3.5687764583027274e-05,3.8903926171815923e-10,1.1745169993958852e-13,3.75846757470546e-09,2.485867278305467e-05,4.2642496293949004e-06,6.217949140389922e-07,1.338749930252997e-13,1.9452745132076e-16,1.3096945050714924e-10,5.756449239317461e-10,3.5402792807971695e-05,1.6856730809440437e-13,1.0797179385832275e-10,8.555863380251825e-15,7.563373432668065e-15,1.346037227939451e-10,1.284312767934211e-13,1.0681089918528821e-13,1.2527493456961857e-12,4.590899445991789e-18,8.959887125985439e-17,3.299552295224038e-18,3.76,0.0,0.7899429795354119,0.9970062957552402,7.637709093076883e-07,1.281130804232176e-07,1.7808827808568797e-05,0.00010293111508482163,8.419982749960129e-12,9.901646559341481e-12,9.864925804537346e-07,5.029161351429917e-05,1.3615550183722576e-08,6.144281793549889e-10,4.603044217015971e-12,2.0415030468805495e-12,1.9574877854536488e-06,3.4905007273869173e-07,5.35171815318895e-10,9.661246197209e-08,0.002950660579882277,9.033393924312911e-14
3.599756956663271e-08,0.898993042575693,6.369565475927324e-05,1.993826957157233e-06,2.376425630995918e-06,6.727077211966428e-05,0.0,0.0,1.088038320886592e-06,1.6120524145354175e-09,1.2946554069538056e-06,3.768541921309727e-05,4.361373007135846e-10,1.3883484565138386e-13,4.11483890061291e-09,2.5242627642529458e-05,4.491251948018741e-06,6.557133368383136e-07,1.4703360244681965e-13,2.317494383501062e-16,1.4171794439283627e-10,6.163199041358393e-10,3.560104643395437e-05,1.9458513357090557e-13,1.1496971389429157e-10,9.670088346778885e-15,8.549985462100249e-15,1.4912093749331756e-10,1.474787255184614e-13,1.2133972653565344e-13,1.3953898518213674e-12,5.235323175919819e-18,1.0276963273788226e-16,4.041982676252338e-18,3.76,0.0,0.7899372543518234,0.9970039311260752,8.329840386981168e-07,1.394467712733166e-07,1.91554858004414e-05,0.00010585128772845077,8.716345213575028e-12,1.0077668430514453e-11,1.0023185537786168e-06,5.162760425636054e-05,1.502494036855587e-08,6.686616161545341e-10,4.832631792432875e-12,2.0974874710050714e-12,2.0522764084759866e-06,3.697121171431176e-07,5.764743690879445e-10,1.0201878390127601e-07,0.0029506536351700348,1.0010613760779987e-13
3.698215142762073e-08,0.8989940822697198,6.666232071584859e-05,2.1333817649873792e-06,2.5358690129568e-06,6.979245083526983e-05,0.0,0.0,1.1209540643674725e-06,1.7028496215973783e-09,1.362603130498664e-06,3.971554408676533e-05,4.870274317932266e-10,1.6304980905880985e-13,4.488350766962534e-09,2.560594267612872e-05,4.721299762273699e-06,6.901421432020156e-07,1.6096181305650193e-13,2.744483055081054e-16,1.5288927557162335e-10,6.578428164167182e-10,3.578562191775884e-05,2.23642008032813e-13,1.2212083240108685e-10,1.0890537491980458e-14,9.645228200093722e-15,1.6459705951453407e-10,1.685653742957229e-13,1.3720856588526064e-13,1.5495374025800575e-12,5.946638392289024e-18,1.1761928073080918e-16,4.918519360447924e-18,3.76,0.0,0.7899314719417089,0.9970015256374272,9.063359323893228e-07,1.5137209661643817e-07,2.0559182805591632e-05,0.00010877354682605791,9.005375861023045e-12,1.0244776828108235e-11,1.0172989944971685e-06,5.2959477930443294e-05,1.6537794144771552e-08,7.257748340940138e-10,5.066020522660894e-12,2.1533046456341613e-12,2.1484927281078965e-06,3.9091498371248427e-07,6.195708014151311e-10,1.0756657241360101e-07,0.00295064656738342,1.1055094772258046e-13
3.796673328860875e-08,0.898995126975895,6.963712449778633e-05,2.2775409125786162e-06,2.7002317496323947e-06,7.23597644606177e-05,0.0,0.0,1.1540741459708518e-06,1.796259677913355e-09,1.4315034132152414e-06,4.177655431034713e-05,5.418410609698618e-10,1.9031748169702428e-13,4.878681083708222e-09,2.594950998349284e-05,4.954198877980649e-06,7.250542010077071e-07,1.7567105972929862e-13,3.23185589836834e-16,1.644774176877519e-10,7.001395230866877e-10,3.5957478424462436e-05,2.5597637330399274e-13,1.2941740586443564e-10,1.2223843499239976e-14,1.0857912525961683e-14,1.8105047383749017e-10,1.9182309144672415e-13,1.5447678418282455e-13,1.715736605212255e-12,6.729342665418329e-18,1.3432391329673518e-16,5.947467688148649e-18,3.76,0.0,0.789925632098595,0.9969990809353897,9.839433094859687e-07,1.6389667904750484e-07,2.202012051438881e-05,0.00011169793830393514,9.286840717600298e-12,1.0403312194346734e-11,1.0314697787197318e-06,5.428724712647586e-05,1.8158404051753544e-08,7.858024314304679e-10,5.303103146476452e-12,2.2089549598712445e-12,2.246090694287397e-06,4.1264709285168397e-07,6.644684821946538e-10,1.1325538921903195e-07,0.0029506393814775944,1.2168568641757873e-13
3.895131514959677e-08,0.8989961764472163,7.261689860778546e-05,2.4262282734147714e-06,2.869429035246191e-06,7.49727813154499e-05,0.0,0.0,1.1873984285515231e-06,1.892293854143314e-09,1.5013051755939458e-06,4.386693375329669e-05,6.007039484601958e-10,2.2085965561255695e-13,5.285462995222576e-09,2.627420949577163e-05,5.18976361760967e-06,7.604235698513069e-07,1.911719516186136e-13,3.7855347377972386e-16,1.7647610464691262e-10,7.431373454876948e-10,3.6117506084318414e-05,2.9183528004500777e-13,1.368518720022617e-10,1.3676828645223674e-14,1.219714246994634e-14,1.9849817732834207e-10,2.1738587167053923e-13,1.7320218393999964e-13,1.8945359400014764e-12,7.588044670985485e-18,1.5307195148797462e-16,7.148797962842249e-18,3.76,0.0,0.7899197346622187,0.9969965986001028,1.065921173117939e-06,1.77027649088741e-07,2.353845459072784e-05,0.00011462450690410234,9.560555912342493e-12,1.0553615483001398e-11,1.0448663950785815e-06,5.561092439572963e-05,1.9891076709365348e-08,8.487756369798797e-10,5.5437747594663945e-12,2.264438804287049e-12,2.3450254036092652e-06,4.348967473063059e-07,7.111732712495458e-10,1.1908479743916831e-07,0.0029506320822120504,1.335269497269084e-13
3.993589701058479e-08,0.8989972304473305,7.559866555381553e-05,2.5793637106250604e-06,3.0433727309648865e-06,7.763152438145757e-05,0.0,0.0,1.2209265854773107e-06,1.990963373474918e-09,1.5719596584433435e-06,4.5985234148824334e-05,6.637359562101996e-10,2.548977405155462e-13,5.708289351784097e-09,2.658090511654913e-05,5.427816679663142e-06,7.962254823949702e-07,2.0747431340441367e-13,4.41174488164512e-16,1.88878887116203e-10,7.86765354021031e-10,3.6266531133201244e-05,3.3147414426452756e-13,1.444168673546724e-10,1.5256497871189713e-14,1.367228901628333e-14,2.1695582906861007e-10,2.4538961808812617e-13,1.9344086457331644e-13,2.086486835056252e-12,8.527455245787538e-18,1.740642392536388e-16,8.544211071994756e-18,3.76,0.0,0.7899137795158558,0.9969940801464977,1.1523827147455554e-06,1.9077166706485442e-07,2.5114297334024847e-05,0.00011755329618732025,9.826383620730115e-12,1.069602595311751e-11,1.0575237726101277e-06,5.69305222510096e-05,2.1740129344726203e-08,9.147224343685225e-10,5.7879327635901775e-12,2.319756570845523e-12,2.4452530716599774e-06,4.576521684446531e-07,7.596896043563309e-10,1.2505436160731573e-07,0.002950624674152325,1.4609062558491294e-13
4.0920478871572814e-08,0.8989982887510867,7.857963200307686e-05,2.7368634913254722e-06,3.221971734078781e-06,8.033597411809495e-05,0.0,0.0,1.2546581132548566e-06,2.0922793960467996e-09,1.6434203754075617e-06,4.813007388734779e-05,7.310508396896675e-10,2.926515032335561e-13,6.146717093696429e-09,2.68704415862178e-05,5.668188965608173e-06,8.324363209756357e-07,2.2458722617528077e-13,5.117011279549987e-16,2.0167918272486463e-10,8.309546080092942e-10,3.6405320651537055e-05,3.7515649059888604e-13,1.5210524122718572e-10,1.6970031108051477e-14,1.5292962650167578e-14,2.364378040443159e-10,2.7597193277753056e-13,2.152471026215257e-13,2.2921427430252643e-12,9.552378036369525e-18,1.9751407959393036e-16,1.0157200886260361e-17,3.76,0.0,0.7899077665837523,0.9969915270253471,1.243439226702861e-06,2.0513494455982874e-07,2.6747720240021855e-05,0.0001204843485387304,1.0084228154829738e-11,1.083087931816413e-11,1.0694761398804573e-06,5.8246053166840665e-05,2.3709886523356527e-08,9.83667688856487e-10,6.035476817834668e-12,2.3749086528329644e-12,2.546731006023403e-06,4.809015288830625e-07,8.100205761295682e-10,1.3116364766852376e-07,0.0029506171616726813,1.5939190894697453e-13
4.1905060732560835e-08,0.8989993511438648,8.15571825723189e-05,2.898640679251896e-06,3.405132325552025e-06,8.308607118364863e-05,0.0,0.0,1.2885923436527106e-06,2.1962530044596718e-09,1.7156430580312712e-06,5.030013656104511e-05,8.027560805206203e-10,3.343378428880943e-13,6.60027151461864e-09,2.7143641967800704e-05,5.910719380768265e-06,8.690335903996764e-07,2.4251906761109667e-13,5.908153890536305e-16,2.148703205677665e-10,8.756383511888662e-10,3.65345869407629e-05,4.231536845667232e-13,1.5991006645795877e-10,1.882477496052121e-14,1.7068984992808674e-14,2.5695724917582227e-10,3.09271916071427e-13,2.386732496928054e-13,2.5120582245018154e-12,1.0667699812542995e-17,2.236472090755463e-16,1.2013113324129589e-17,3.76,0.0,0.7899016958286551,0.9969889406245572,1.3392000225129874e-06,2.2012326539987502e-07,2.843875646188074e-05,0.00012341770517576458,1.0334032211407923e-11,1.0958506202859995e-11,1.080756910980381e-06,5.955752957964929e-05,2.5804677072448844e-08,1.05563327567012e-09,6.286308789915317e-12,2.429895444790233e-12,2.6494175799266523e-06,5.046329818303353e-07,8.621680197919107e-10,1.3741222297957875e-07,0.0029506095489596562,1.7344531899064108e-13
