Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70),CF(49)
2.01577404187313e-09,0.7464656792755423,1.0909232955729637e-09,1.2251472908790368e-11,2.0027228419189915e-11,2.705060455276821e-08,0.0,0.0,2.006053850908129e-09,3.611398446134213e-14,2.305755052932225e-11,3.792995337166056e-10,8.454367275018538e-18,1.211673523043554e-25,1.3040410407087925e-15,1.076091236015284e-08,4.8465988031937805e-11,1.1663873221240492e-11,1.1029614811520675e-22,2.6105576503462366e-31,4.92282170901368e-19,2.385255907015124e-18,1.1777498391899508e-07,5.430272443822873e-21,5.060710081595269e-17,4.728643515678005e-24,6.302987119836799e-24,9.958924283665595e-20,3.798858600297337e-24,1.5506732370123401e-24,1.528486977232113e-20,1.9480949814997813e-28,6.589163595461223e-27,6.448203600523829e-32,3.76,0.0,0.8766184089510634,0.9991973253058811,3.968573925409616e-12,2.8678608389878304e-14,2.0421361716290423e-09,1.2927043526401743e-07,3.337364161655521e-16,2.5834043047197364e-15,2.937141567058332e-10,2.6972935239014607e-08,1.908911684634684e-13,4.512216090905899e-14,8.193442860988153e-17,1.5429361688215948e-16,5.35380989862515e-11,2.3077631843324453e-11,1.950251565670741e-14,1.3774750556677829e-12,0.0008026719252954695,1.413519351348126e-20,1.6531195821778056e-13,1.0864684219145539e-20,4.594988959304265e-24,1.3954362278390307e-20,1.3822993312034214e-26,4.3103034877609235e-21,3.1013725719205894e-23,8.841884009397965e-19,5.074591495952035e-15,6.922599713327628e-29,4.547840237263136e-13,4.506658529693411e-21,1.873129687069308e-15
2.084990985975218e-09,0.7464656799925045,1.20774369090715e-09,1.3532650087238426e-11,2.209797952974657e-11,2.798081658540243e-08,0.0,0.0,2.074944377172205e-09,3.863629916855593e-14,2.543142511447997e-11,4.2488907871017397e-10,9.440854183394845e-18,1.4199799174236582e-25,1.3916438303382742e-15,1.1462105844857757e-08,5.173505796374251e-11,1.2864715565672274e-11,1.2988217948178835e-22,3.2536495977213263e-31,5.729475183898139e-19,2.8027000810538565e-18,1.2143741501817836e-07,6.102364427173079e-21,5.524151311613058e-17,5.752721780866212e-24,6.973364683483273e-24,1.1376140561089687e-19,4.4187343901905566e-24,1.8084026697899578e-24,1.720579240074577e-20,2.3523452419223938e-28,7.539500861212377e-27,7.908144252665091e-32,3.76,0.0,0.8766184035108915,0.9991966319480057,4.384033068576667e-12,3.134467863524802e-14,2.1145915943323197e-09,1.3370948447344812e-07,3.745084795727265e-16,2.827331205444352e-15,3.173516208474589e-10,2.7896983522615784e-08,2.04634136865195e-13,4.8242278437238234e-14,8.77844296614819e-17,1.603739035595094e-16,5.723782727956346e-11,2.382329943661771e-11,2.0566974064617307e-14,1.4736223812651777e-12,0.0008033651376154307,1.6077790728630806e-20,1.7684169427787053e-13,1.2177296528947641e-20,5.102098672679159e-24,1.5054596914001343e-20,1.6429222800126275e-26,4.7572744076313626e-21,3.5415641892296597e-23,9.770973749034272e-19,5.379380857324604e-15,8.815164343683666e-29,5.025817470244338e-13,4.975117181896489e-21,2.0043239520792834e-15
2.147286235667097e-09,0.7464656806381751,1.3196807443981842e-09,1.4758275545665836e-11,2.407658004890937e-11,2.8818134346312934e-08,0.0,0.0,2.136947775936634e-09,4.0979168426041495e-14,2.7697621388490718e-11,4.689476892205993e-10,1.0396281115555557e-17,1.6337143583113466e-25,1.4727580417603376e-15,1.2109287322425164e-08,5.480879631116566e-11,1.401108803026718e-11,1.4975807867334655e-22,3.947781597877378e-31,6.541639403812139e-19,3.2252573052876865e-18,1.247133968179726e-07,6.760238718715177e-21,5.967084188971822e-17,6.823965094139779e-24,7.61584935973272e-24,1.2787100255597615e-19,5.049508210568743e-24,2.070288502509137e-24,1.90864175997679e-20,2.7745075108422488e-28,8.479355663886662e-27,9.457802777905169e-32,3.76,0.0,0.8766183986145355,0.9991961064173547,4.781453282567715e-12,3.389617098070291e-14,2.1800039050245423e-09,1.3770464038198432e-07,4.1408619719691627e-16,3.0579090794672043e-15,3.393766248763434e-10,2.8728505743603167e-08,2.174308526736739e-13,5.1138577150842866e-14,9.32163125245405e-17,1.6584593196604398e-16,6.067095206613821e-11,2.4493079776382302e-11,2.153719321842943e-14,1.5629235872303496e-12,0.0008038905331754694,1.7987520507892636e-20,1.8754973087824514e-13,1.3452362857355815e-20,5.5887171649077884e-24,1.6081540967969637e-20,1.9099543723577452e-26,5.1843445990453644e-21,3.975932393975405e-23,1.0660061238597047e-18,5.6588745292900484e-15,1.088091821110906e-28,5.483240867744556e-13,5.42284763298333e-21,2.1262431014496544e-15
2.209581485358976e-09,0.7464656812842418,1.4382376916423345e-09,1.6054581615985343e-11,2.6166935999558952e-11,2.9655577166852972e-08,0.0,0.0,2.198953099411507e-09,4.339099359612279e-14,3.008972228637753e-11,5.159707839521344e-10,1.1418560366850233e-17,1.8751579304294969e-25,1.5560159424492545e-15,1.2771514629369791e-08,5.801025003241816e-11,1.522115032782447e-11,1.7195093560763181e-22,4.769309514451878e-31,7.442118937780148e-19,3.695945703523359e-18,1.2797035416544582e-07,7.47143739756265e-21,6.435522208094378e-17,8.053939087360098e-24,8.296556852587572e-24,1.43366293392575e-19,5.756775037393304e-24,2.363418519768134e-24,2.1119446030404444e-20,3.258853945338597e-28,9.504317217649218e-27,1.126324718173911e-31,3.76,0.0,0.8766183937179827,0.9991956596991165,5.2017633313893795e-12,3.659795841894953e-14,2.2456143554832026e-09,1.4169980730120642e-07,4.565084122839512e-16,3.2990408296247818e-15,3.6210552962845347e-10,2.9559913127319455e-08,2.3063467101933443e-13,5.411842240781694e-14,9.880563461565944e-17,1.7131763614325117e-16,6.420181231186713e-11,2.5161714825322197e-11,2.251852604970638e-14,1.654847313954228e-12,0.0008043371123537374,2.0058632535278745e-20,1.985715198682011e-13,1.4820277042733194e-20,6.104839397753915e-24,1.714331955208786e-20,2.210774775934847e-26,5.6355174041104475e-21,4.4486424961604464e-23,1.1600689077834729e-18,5.943135094641204e-15,1.3347392792693405e-28,5.967207753437147e-13,5.895976139099036e-21,2.251811460812659e-15
2.2718767350508553e-09,0.7464656819307168,1.5635848695793796e-09,1.7423423128530198e-11,2.8371799615793007e-11,3.049314973996151e-08,0.0,0.0,2.2609604452125153e-09,4.5871775498811815e-14,3.2610601594614385e-11,5.660497405141347e-10,1.2510458602249324e-17,2.147273562172125e-25,1.6414101204720198e-15,1.3448583638160057e-08,6.134233343595827e-11,1.6496356211399726e-11,1.9665006246311026e-22,5.7380974035918985e-31,8.437647010638651e-19,4.218537822431951e-18,1.31208400376674e-07,8.239098892218192e-21,6.930479326214708e-17,9.460410312757987e-24,9.016584281176372e-24,1.6035150186423258e-19,6.548334548000848e-24,2.69079657927802e-24,2.3313475361521746e-20,3.812681036299297e-28,1.0619355404715838e-26,1.335943432636625e-31,3.76,0.0,0.8766183888212266,0.9991952799654238,5.645557523854242e-12,3.945622912838594e-14,2.311429124360916e-09,1.4569498523426407e-07,5.018847217713086e-16,3.5508063904400957e-15,3.85530625395602e-10,3.039120568943759e-08,2.4424712728514233e-13,5.718181872627444e-14,1.0455176133977133e-16,1.7678893510168856e-16,6.783022186737164e-11,2.582930562325596e-11,2.351056835643596e-14,1.7493931992065859e-12,0.0008047167029297028,2.2299482107459e-20,2.0990697800446797e-13,1.6285019356380093e-20,6.651310264451306e-24,1.8239965702660496e-20,2.5484775633928784e-26,6.111376336288582e-21,4.9618273943925366e-23,1.2594217288191357e-18,6.232028236657324e-15,1.6276843141967497e-28,6.4784217279474e-13,6.3951285495247225e-21,2.3810364322340785e-15
2.3341719847427345e-09,0.746465682577612,1.6958903819333763e-09,1.8866645252054796e-11,3.06938994890012e-11,3.133085681223621e-08,0.0,0.0,2.322969911353872e-09,4.842151506296566e-14,3.526309402639744e-11,6.192749153923355e-10,1.3674787771452596e-17,2.4532612355179395e-25,1.728933900146744e-15,1.414029214653636e-08,6.480792111624076e-11,1.7838139670388235e-11,2.2405379950457746e-22,6.876597826012585e-31,9.535247607016595e-19,4.7969686997967535e-18,1.3442764807718568e-07,9.066488816088854e-21,7.452990014900529e-17,1.1062512281787377e-23,9.777028368793532e-24,1.7893640400454298e-19,7.432630417206316e-24,3.05564906646658e-24,2.5677406603032766e-20,4.443933151560159e-28,1.1829579205641008e-26,1.5785177065908566e-31,3.76,0.0,0.876618383924261,0.9991949571660712,6.113426696888362e-12,4.247730994540773e-14,2.3774544308039033e-09,1.4969017418528124e-07,5.503249176878501e-16,3.8132779723148136e-15,4.0964408739933967e-10,3.1222383445647975e-08,2.5826976364837315e-13,6.032877942447996e-14,1.1045405959675241e-16,1.8225976477531473e-16,7.155599489349317e-11,2.6495952351546527e-11,2.4512943721293686e-14,1.8465608808067787e-12,0.0008050393550212193,2.471859158622256e-20,2.2155602200236778e-13,1.7850628143665658e-20,7.228976281584345e-24,1.9371511894941985e-20,2.926331654123892e-26,6.612499159403259e-21,5.517671561870009e-23,1.364199861235991e-18,6.525423513349593e-15,1.9738875042724772e-28,7.017582812595761e-13,6.920925165340584e-21,2.513925844913699e-15
2.3964672344346137e-09,0.7464656832249394,1.8353200983746197e-09,2.0386083539712868e-11,3.313594075141194e-11,3.2168703183139835e-08,0.0,0.0,2.38498159632614e-09,5.1040213326768694e-14,3.804999559042444e-11,6.757356313243822e-10,1.4914405157027293e-17,2.7965696135479156e-25,1.818581362955118e-15,1.4846439861728382e-08,6.840984832884975e-11,1.924791511705282e-11,2.5436962540292796e-22,8.210126028100917e-31,1.0742237181890827e-18,5.435336473361216e-18,1.3762820920609088e-07,9.957002487922548e-21,8.004108808721545e-17,1.288080296533054e-23,1.0578985469730604e-23,1.9923648778802377e-19,8.418789540616402e-24,3.461436305768291e-24,2.822044841088372e-20,5.161241462253166e-28,1.3140236573938844e-26,1.8583472599622168e-31,3.76,0.0,0.8766183790270798,0.9991946827602644,6.6059582507872094e-12,4.5667664470547553e-14,2.443696533883303e-09,1.5368537415934865e-07,6.019389149477296e-16,4.086520355671147e-15,4.344379991384766e-10,3.205344641165646e-08,2.7270413077261803e-13,6.355932665005233e-14,1.1651189798095158e-16,1.8773007443530867e-16,7.537894586269408e-11,2.716175433918319e-11,2.5525302051904898e-14,1.9463499966237954e-12,0.0008053136093362881,2.732464830300087e-20,2.335185685417468e-13,1.9521199129303154e-20,7.838685605612845e-24,2.0537990119676925e-20,3.3477839056462294e-26,7.139457950466984e-21,6.118410617785999e-23,1.4745378550547777e-18,6.823194241919908e-15,2.381104288987214e-28,7.585387462516421e-13,7.473980796578572e-21,2.6504879644901014e-15
2.458762484126493e-09,0.746465683872711,1.982037656365653e-09,2.19835639735292e-11,3.5700605256981083e-11,3.3006693704205415e-08,0.0,0.0,2.4469955991597278e-09,5.3727871438293404e-14,4.097406395665634e-11,7.355201674478735e-10,1.623221343728838e-17,3.1809078628940323e-25,1.910347368344222e-15,1.5566828384777972e-08,7.21509113624973e-11,2.0727077571525153e-11,2.8781426158093947e-22,9.767156941173772e-31,1.2066226128305168e-18,6.137902844666983e-18,1.4081019502020017e-07,1.0914167397913497e-20,8.584909859540781e-17,1.4937322469464384e-23,1.1423551596509986e-23,2.2137311184807224e-19,9.516662685670255e-24,3.911864269712944e-24,3.0952121268692916e-20,5.9739639730229465e-28,1.4556714314901452e-26,2.1801851053767297e-31,3.76,0.0,0.8766183741296768,0.999194449488865,7.123736184174629e-12,4.903389119277592e-14,2.5101617320084913e-09,1.5768058516251555e-07,6.568366821969195e-16,4.3705911751613075e-15,4.599043728763335e-10,3.288439460318253e-08,2.8755178941681123e-13,6.687349140809593e-14,1.2272464693729447e-16,1.9319982385624073e-16,7.929888956029605e-11,2.782681006882336e-11,2.6547318200184752e-14,2.048760184576307e-12,0.0008055467249289076,3.012650257411055e-20,2.4579453427241577e-13,2.1300884767728358e-20,8.481288036284074e-24,2.1739431943407514e-20,3.816462029630719e-26,7.69281916235938e-21,6.766330905505483e-23,1.5905695396642638e-18,7.125217386922262e-15,2.8579474221375123e-28,8.182528579747151e-13,8.05490481921462e-21,2.790731502157121e-15
2.521057733818372e-09,0.7464656845209381,2.1362044653252582e-09,2.366090300756756e-11,3.839055175986433e-11,3.384483327824082e-08,0.0,0.0,2.5090120194762815e-09,5.6484490656125423e-14,4.403801881916481e-11,7.987157518528758e-10,1.7631160763269937e-17,3.6102576670347116e-25,2.004227574402829e-15,1.6301261194965096e-08,7.603386790797915e-11,2.2277002845333186e-11,3.246137708692532e-22,1.1579645880795365e-30,1.3515120016030412e-18,6.9090934063994054e-18,1.4397371609813302e-07,1.1941645621455313e-20,9.19648649625703e-17,1.7255650827594153e-23,1.231182244750114e-23,2.454736631819714e-19,1.0736866543009596e-23,4.410896576319179e-24,3.388226155056181e-20,6.892226607215417e-28,1.6084537968598926e-26,2.5492744639171088e-31,3.76,0.0,0.8766183692320453,0.9991942511808865,7.667341128674752e-12,5.258272163141219e-14,2.5768563623258963e-09,1.6167580720178224e-07,7.151281755444919e-16,4.665541194476696e-15,4.86035167638787e-10,3.371522803595748e-08,3.028143119671584e-13,7.027131358827983e-14,1.2909167888226233e-16,1.9866898109045177e-16,8.331564108557189e-11,2.8491217182794793e-11,2.7578690654941316e-14,2.153791082632708e-12,0.0008057448727014095,3.3133165821624986e-20,2.583838358191493e-13,2.3193893636427365e-20,9.157635001134574e-24,2.2975868555759336e-20,4.336177304570593e-26,8.273143686355446e-21,7.463769077305633e-23,1.7124280274282301e-18,7.431373451912264e-15,3.413952035305075e-28,8.809695526289848e-13,8.664301232001555e-21,2.9346656235986135e-15
2.583352983510251e-09,0.7464656851696325,2.2979797129072976e-09,2.5419907609878585e-11,4.120841609052871e-11,3.4683126858533875e-08,0.0,0.0,2.5710309575293282e-09,5.931007235004359e-14,4.724454225598659e-11,8.654085563389875e-10,1.9114240849780166e-17,4.0888854359179013e-25,2.1002184583971947e-15,1.7049543634339848e-08,8.006143742403852e-11,2.389904772341457e-11,3.650036504545584e-22,1.3683374572505516e-30,1.5097120601965621e-18,7.753497833987651e-18,1.4711888234441382e-07,1.3043236180023036e-20,9.839950790066488e-17,1.9860965873026987e-23,1.324489343491966e-23,2.716717137509429e-19,1.2090827210689741e-23,4.962766778790717e-24,3.702102546394836e-20,7.9269653452240475e-28,1.7729371697174747e-26,2.9713878457573563e-31,3.76,0.0,0.8766183643341793,0.9991940825906163,8.237350383286018e-12,5.6321018495908484e-14,2.643786800105504e-09,1.6567104028509198e-07,7.769232751556283e-16,4.971414571811922e-15,5.128223049207249e-10,3.4545946725722946e-08,3.184932838936637e-13,7.375284199082725e-14,1.356123682952046e-16,2.0413752075541091e-16,8.742901585268727e-11,2.91550724890579e-11,2.8619140305889713e-14,2.261442328811155e-12,0.0008059132982841926,3.6353808800132403e-20,2.7128638978623193e-13,2.520448987225218e-20,9.868579529718136e-24,2.4247330805769947e-20,4.910927101818958e-26,8.88098691449784e-21,8.213111685865039e-23,1.8402457172805403e-18,7.741546374547636e-15,4.059643361366792e-28,9.467574137140083e-13,9.30276871313715e-21,3.0822999577388975e-15
2.6456482332021303e-09,0.7464656858188052,2.4675203730464024e-09,2.72623753034102e-11,4.4156811329711174e-11,3.5521579448059e-08,0.0,0.0,2.6330525142363058e-09,6.220461800174077e-14,5.0596279086050574e-11,9.35683693028092e-10,2.0684493079965157e-17,4.621354710758138e-25,2.198317337151985e-15,1.7811482892359697e-08,8.423630150020628e-11,2.5594550144649547e-11,4.0922891934978e-22,1.611832361820099e-30,1.6820726623662691e-18,8.675869948569298e-18,1.502458029935564e-07,1.4222877350761814e-20,1.05164331251082e-16,2.278010113772253e-23,1.422385971319316e-23,3.001071758949367e-19,1.359082509318465e-23,5.571990940161566e-24,4.037889287624449e-20,9.089969370567489e-28,1.9497018176437982e-26,3.4528683481420654e-31,3.76,0.0,0.876618359436072,0.999193939259356,8.834337948462478e-12,6.025577386309082e-14,2.710959458118435e-09,1.696662844213235e-07,8.42331724557136e-16,5.288249116451835e-15,5.402576824516931e-10,3.537655068822945e-08,3.345903051366387e-13,7.731813435142877e-14,1.422860917885722e-16,2.0960542268495912e-16,9.163882959151078e-11,2.981847196712863e-11,2.96684092737358e-14,2.3717135611795954e-12,0.000806056460293674,3.97977599251262e-20,2.845021127616067e-13,2.733699264891067e-20,1.0614976216831192e-23,2.5553849230581905e-20,5.544897218589086e-26,9.516898801811685e-21,9.016794782376747e-23,1.9741542983077382e-18,8.055623424949174e-15,4.806607074937633e-28,1.0156846733284978e-12,9.970900676767242e-21,3.2336446053141364e-15
2.7079434828940095e-09,0.7464656864684674,2.6449812155150786e-09,2.919009420600068e-11,4.7238327980346086e-11,3.636019609868616e-08,0.0,0.0,2.6950767912035434e-09,6.516812920557533e-14,5.409583722317909e-11,1.009625212578169e-09,2.234500262301307e-17,5.212538766421122e-25,2.298522387262117e-15,1.8586887990632325e-08,8.85611042166412e-11,2.736482938091384e-11,4.575442005198308e-22,1.8929072772945657e-30,1.869473438318334e-18,9.681127655915715e-18,1.5335458661413456e-07,1.5484648925558696e-20,1.122708177443273e-16,2.604160373143476e-23,1.524981620768482e-23,3.3092645648060954e-19,1.5250041215049873e-23,6.243380489664905e-24,4.39666710268876e-20,1.0393925193009442e-27,2.1393418491787893e-26,4.0006732466202905e-31,3.76,0.0,0.8766183545377171,0.9991938173975633,9.458874559900252e-12,6.439410737169984e-14,2.7783807860080513e-09,1.7366153962028292e-07,9.114630725563245e-16,5.616076536784897e-15,5.683331862754057e-10,3.620703993923509e-08,3.511069914269735e-13,8.096725736507057e-14,1.4911222816252248e-16,2.150726708495115e-16,9.594489834829363e-11,3.0481510773961945e-11,3.072625980250236e-14,2.484604417855796e-12,0.0008061781481922697,4.347450370048416e-20,2.9803092132063023e-13,2.959577569452093e-20,1.1397681180385023e-23,2.689545407854181e-20,6.242464028882085e-26,1.0181423928358604e-20,9.877303521296206e-23,2.114284753317701e-18,8.373495107195372e-15,5.667562237971415e-28,1.0878192134668462e-12,1.0669285329321564e-20,3.3887101472666397e-15
2.7702387325858887e-09,0.7464656871186306,2.8305148167854996e-09,3.120484306955962e-11,5.04555341375774e-11,3.719898191039271e-08,0.0,0.0,2.7571038907452906e-09,6.820060766934597e-14,5.774578802718889e-11,1.0873161037913694e-09,2.409890056462253e-17,5.867633414273561e-25,2.40083266512234e-15,1.9375569767764023e-08,9.303845250100026e-11,2.921118621466473e-11,5.102137978080954e-22,2.2165230381481743e-30,2.0728238128931646e-18,1.077435276614762e-17,1.5644534111283902e-07,1.6832774420466533e-20,1.1973062481226958e-16,2.967579215650103e-23,1.6323857643765603e-23,3.6428260970617213e-19,1.708260494467085e-23,6.982055356779983e-24,4.779549812703409e-20,1.185246171579776e-27,2.3424652038507232e-26,4.622419952107712e-31,3.76,0.0,0.8766183496391082,0.999193713784237,1.0111527722030564e-11,6.874326443403856e-14,2.8460572696564517e-09,1.776568058926966e-07,9.844266176747683e-16,5.9549226800482574e-15,5.970407013506563e-10,3.703741449450436e-08,3.680449755437734e-13,8.470028670878449e-14,1.5609015844711812e-16,2.2053925248935032e-16,1.0034703848622912e-10,3.114428324979667e-11,3.179247321050779e-14,2.60011453700737e-12,0.0008062815829015418,4.739367924229505e-20,3.118727320294664e-13,3.1985266848044343e-20,1.2217552014496631e-23,2.827217532788622e-20,7.008196450308169e-26,1.0875101561127236e-20,1.0797171771686744e-22,2.26076736239392e-18,8.695055063830047e-15,6.656436831763438e-28,1.1632285673123062e-12,1.1398505725680696e-20,3.547507652964819e-15
2.832533982277768e-09,0.7464656877693052,3.024271572044092e-09,3.3308391318509347e-11,5.381097565692859e-11,3.8037942030478946e-08,0.0,0.0,2.819133915897587e-09,7.13020552150847e-14,6.15486666520931e-11,1.1688382944649097e-09,2.5949364049952713e-17,6.592170010355021e-25,2.5052481267620283e-15,2.017734086431421e-08,9.767091648235016e-11,3.1134903115060584e-11,5.675117677659374e-22,2.5881893430374744e-30,2.2930630241194924e-18,1.1960790697909138e-17,1.5951817373852e-07,1.8271623235999652e-20,1.275555804526046e-16,3.371481401858303e-23,1.7447078576229558e-23,4.0033548848934304e-19,1.9103643130224492e-23,7.79345738057433e-24,5.1876846848030955e-20,1.3480196220158401e-27,2.5596936426474624e-26,5.326434415831374e-31,3.76,0.0,0.8766183447402389,0.9991936256814068,1.0792861741218313e-11,7.331061446464499e-14,2.913995430547692e-09,1.81652083250203e-07,1.0613313550225847e-15,6.3048077640317565e-15,6.26372120825105e-10,3.7867674369807154e-08,3.854059085121454e-13,8.851730706332033e-14,1.632192659338748e-16,2.260051574306069e-16,1.04845066685897e-10,3.1806882923961165e-11,3.286684889720694e-14,2.718243556851791e-12,0.0008063695023138192,5.156507889704523e-20,3.260274614481296e-13,3.45099476537244e-20,1.3075447740304259e-23,2.968404270162341e-20,7.84685773146293e-26,1.1598465715756652e-20,1.1778981735176797e-22,2.4137317064347363e-18,9.020199983294019e-15,7.7884458682390955e-28,1.2419799205267327e-12,1.2159139825171546e-20,3.710048688250288e-15
2.894829231969647e-09,0.7464656884205025,3.226399708212678e-09,3.5502499087559926e-11,5.73071763207098e-11,3.887708165278731e-08,0.0,0.0,2.8811669704277e-09,7.447247377986345e-14,6.550697239141799e-11,1.2542726533386404e-09,2.789961643874215e-17,7.39202867406356e-25,2.611769647473425e-15,2.09920157078566e-08,1.0246102984213828e-10,3.313724441262124e-11,6.297219865001534e-22,3.0140139659679254e-30,2.531160122761033e-18,1.3245850070952519e-17,1.6257319108621394e-07,1.9805712768940643e-20,1.357576791450747e-16,3.8192703594058383e-23,1.862057341904619e-23,4.392518943685204e-19,2.1329330645905233e-23,8.683363991156292e-24,5.62225277001932e-20,1.5292781236795632e-27,2.791662738934001e-26,6.1218020616195045e-31,3.76,0.0,0.876618339841102,0.999193550761655,1.150343775866673e-11,7.810364912586655e-14,2.9822018251289786e-09,1.856473717053456e-07,1.1422859255335749e-15,6.665746600986519e-15,6.563193541284994e-10,3.869781958091776e-08,4.0319146074401416e-13,9.241841213374819e-14,1.7049893619854293e-16,2.314703775513682e-16,1.0943879994560228e-10,3.2469402520640146e-11,3.3949203403034326e-14,2.8389911156564134e-12,0.0008064442337697979,5.599864695192447e-20,3.404950261332116e-13,3.717435299255629e-20,1.3972228755395447e-23,3.113108567929645e-20,8.763407062497342e-26,1.2352045218089739e-20,1.2825363570516765e-22,2.573306670677116e-18,9.3488295101869e-15,9.080172065466698e-28,1.324140112536809e-12,1.2951760547389255e-20,3.876345323314191e-15
2.957124481661526e-09,0.7464656890722329,3.4370452978340627e-09,3.778891725888774e-11,6.094663800273811e-11,3.971640601692624e-08,0.0,0.0,2.943203158839864e-09,7.7711865416609e-14,6.96231690206496e-11,1.3436989929971542e-09,2.9952927472265254e-17,8.273451723106828e-25,2.720399041221956e-15,2.1819410498147283e-08,1.0741129016224491e-10,3.5219456472436586e-11,6.971382116574275e-22,3.500755319266615e-30,2.7881139534899408e-18,1.4635102191158284e-17,1.6561049910115452e-07,2.1439710476346366e-20,1.443490778189256e-16,4.3145439215558156e-23,1.9845436475444147e-23,4.8120572585016515e-19,2.3776942344360746e-23,9.657902159668738e-24,6.084469230350977e-20,1.7306952272089783e-27,3.0390218698201515e-26,7.018421324914022e-31,3.76,0.0,0.8766183349416917,0.9991934870466452,1.2243813783028728e-11,8.312998059019622e-14,3.0506830441710735e-09,1.8964267127156498e-07,1.227398567479487e-15,7.037748813990484e-15,6.868743340279e-10,3.952785014361408e-08,4.214033231248626e-13,9.640370466899926e-14,1.7792855711715225e-16,2.3693490636282914e-16,1.1412805558161762e-10,3.313193396460304e-11,3.503936951938067e-14,2.962356851738488e-12,0.0008065077555295872,6.070447843490473e-20,3.5527534264031405e-13,3.998307074977042e-20,1.4908756783395406e-23,3.2613333506375924e-20,9.763001014768565e-26,1.3136363765553446e-20,1.393899502472103e-22,2.739620448204505e-18,9.680846158262839e-15,1.0549649067533125e-27,1.4097756378166815e-12,1.3776935827843605e-20,4.046410140405017e-15
3.0194197313534054e-09,0.7464656897245067,3.656352273691079e-09,4.016938749878386e-11,6.473184083144564e-11,4.055592040749867e-08,0.0,0.0,3.0052425863779573e-09,8.102023229492292e-14,7.389968513683191e-11,1.4371960735952167e-09,3.211261345178311e-17,9.243057331021467e-25,2.831139079827794e-15,2.2659343192400002e-08,1.1252415927014092e-10,3.738276786593438e-11,7.700641396700529e-22,4.055878515058156e-30,3.0649531183389365e-18,1.6134280432114245e-17,1.6863020308276575e-07,2.3178435892494288e-20,1.5334209187102967e-16,4.861100043789297e-23,2.1122761968320445e-23,5.263781251384145e-19,2.646490640891395e-23,1.0723562612819234e-23,6.575583655202055e-20,1.9540576354864676e-27,3.3024342079819877e-26,8.027059877408949e-31,3.76,0.0,0.8766183300420008,0.9991934328548377,1.3014544722726487e-11,8.83973398192121e-14,3.1194457121289947e-09,1.936379819631914e-07,1.316777070180416e-15,7.420819046028236e-15,7.180290227767433e-10,4.0357766073676806e-08,4.4004320804925707e-13,1.0047329648035677e-13,1.855075188770407e-16,2.423987386757816e-16,1.189126512283387e-10,3.379456838689388e-11,3.61371954458738e-14,3.0883404034651706e-12,0.0008065617490584924,6.569281800213303e-20,3.7036832752621924e-13,4.2940741517268825e-20,1.588589482438509e-23,3.41308152019154e-20,1.0850994813579433e-25,1.395193998836328e-20,1.5122601070767622e-22,2.91280054343844e-18,1.001615522606357e-14,1.2216447184232717e-27,1.4989526471669457e-12,1.4635228673428116e-20,4.22025624137034e-15
3.0817149810452845e-09,0.7464656903773343,3.884462444049338e-09,4.26456422938276e-11,6.86652433514389e-11,4.1395630153335685e-08,0.0,0.0,3.0672853590256462e-09,8.439757670190236e-14,7.833891449533601e-11,1.534841607296528e-09,3.438203742815849e-17,1.0307853414453592e-24,2.9439935119083185e-15,2.351163349066865e-08,1.178020635811739e-10,3.962838954121719e-11,8.488134583807512e-22,4.687615074915921e-30,3.362735923051241e-18,1.7749279517170052e-17,1.7163240768863814e-07,2.5026862599463056e-20,1.6274919123414718e-16,5.462942494837136e-23,2.2453644070970485e-23,5.7495762318578305e-19,2.9412859099039275e-23,1.188721430802755e-23,7.096880367349896e-20,2.2012701369932832e-27,3.5825767139407506e-26,9.15941361814186e-31,3.76,0.0,0.8766183251420231,0.999193386756956,1.3816182417980708e-11,9.391357485897479e-14,3.1884964865039056e-09,1.9763330379543778e-07,1.4105287298335686e-15,7.814957162026198e-15,7.497754174683233e-10,4.118756738688881e-08,4.591128504077944e-13,1.0462730845890822e-13,1.9323521398397541e-16,2.478618703333981e-16,1.2379240483836126e-10,3.445739613048278e-11,3.724254399236738e-14,3.2169414092535336e-12,0.0008066076435587513,7.097405891028316e-20,3.857738973508221e-13,4.6052058329997957e-20,1.690450710672382e-23,3.5683559564863387e-20,1.2032943447814802e-25,1.479928751054919e-20,1.637895355183125e-22,3.0929737756137217e-18,1.0354664715099785e-14,1.4101761625582227e-27,1.5917369489899312e-12,1.5527197217710077e-20,4.397897255034818e-15
