Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78)
2.614380882494141e-09,0.4836013787933894,2.722023649879396e-15,2.9854854164364446e-17,1.0586444889934935e-16,2.7738292314360397e-15,0.0,0.0,8.727863464969153e-14,2.2348352295565023e-20,5.855249443636616e-17,1.0391303740722145e-15,8.330065823270011e-27,1.8622235528710035e-40,6.285649342845092e-25,1.595899832031647e-14,3.02404748797008e-18,2.9618711316659343e-17,8.653330379980197e-36,5.41411166698927e-51,2.5977632192890653e-31,1.2413828985278902e-30,9.251067094789445e-14,2.9659415372704255e-31,3.041033520378522e-26,1.1727703970110905e-34,6.417779261007176e-41,1.11495522530676e-32,1.1000245478137437e-37,2.0303374151910706e-37,5.370127318445711e-31,5.710121987685985e-41,1.1184066980996798e-43,5.988160990120168e-47,3.76,0.0,0.9845034437442106,0.9999863753291425,1.013198851435559e-17,6.640916657469907e-23,8.719340882501653e-14,1.1026310812888187e-13,7.230270254091967e-21,8.164945911005758e-21,6.634733296490814e-16,2.735669267038656e-15,5.726914866242739e-17,3.12441482804917e-17,7.843607633764781e-23,3.398891956857714e-23,2.553875479310948e-18,3.93129229337159e-19,5.50716020568914e-20,1.7570645365056924e-20,1.3624670768423509e-05,3.583535622734881e-30,2.826275797963793e-30,1.6369507218003737e-30,6.847692846984743e-37,1.7717558829625412e-36,4.8317928442751375e-42,6.357246452802907e-32,9.184125820220225e-34
2.6789947492183866e-09,0.4836013787933897,2.9284954830764556e-15,3.199615657487743e-17,1.1221003384743524e-16,2.8440982452792356e-15,0.0,0.0,8.943583093065066e-14,2.3466685065001083e-20,6.274610688222002e-17,1.125238127967173e-15,9.093577632796864e-27,2.131019886689741e-40,6.578614330117937e-25,1.6666437971506695e-14,3.2192221702333424e-18,3.17400453080476e-17,9.709518316961544e-36,6.246414032988952e-51,2.9063457880389733e-31,1.3895258400525518e-30,9.439991655876997e-14,3.2883172507232704e-31,3.303815933537306e-26,1.3467772857782865e-34,6.904818655461625e-41,1.2516554209709506e-32,1.2727396991238005e-37,2.3102780083751553e-37,5.949671311466285e-31,6.663018494066996e-41,1.2468108695722457e-43,7.118546032934815e-47,3.76,0.0,0.9845034437442056,0.999986373723778,1.086448397496381e-17,7.215168742009619e-23,8.934640833168385e-14,1.1298823968211157e-13,7.855070396842312e-21,8.639672744825781e-21,6.993081621562457e-16,2.8032137504464686e-15,6.013417218774789e-17,3.2806472086119964e-17,8.294464640205658e-23,3.501313291043806e-23,2.681536612162644e-18,4.0152983724053206e-19,5.764962321234818e-20,1.8449593419597123e-20,1.3626276130575541e-05,3.933599306560176e-30,3.0410627253585243e-30,1.7968378075223548e-30,7.408943663191409e-37,1.9344605334856334e-36,5.4959712516218744e-42,6.816157540042854e-32,1.009752856400926e-33
2.7436086159426322e-09,0.4836013787933899,3.144749730687667e-15,3.423147957768348e-17,1.1877766088600647e-16,2.9144854825742312e-15,0.0,0.0,9.159303888892438e-14,2.4612321418430898e-20,6.712303925293083e-17,1.2158791373398819e-15,9.906695506864838e-27,2.431625399800227e-40,6.87725294720348e-25,1.7385067152197374e-14,3.422435583566319e-18,3.3954111471718566e-17,1.0863062752240732e-35,7.183587638767357e-51,3.242362247726502e-31,1.5508410428884759e-30,9.62723579368828e-14,3.6382946937979283e-31,3.583350032907956e-26,1.541222923595399e-34,7.41588610226864e-41,1.4016830232779026e-32,1.4682013485648541e-37,2.6211207335846034e-37,6.578340910994846e-31,7.747441706037584e-41,1.3868626004311705e-43,8.429889373966083e-47,3.76,0.0,0.9845034437442006,0.9999863723813479,1.1629667640980584e-17,7.826070186348566e-23,9.149932265184828e-14,1.1571337133908576e-13,8.515021181309025e-21,9.127082338602837e-21,7.35940335128463e-16,2.8707550041386142e-15,6.306908744084272e-17,3.440685495750048e-17,8.758435633740276e-23,3.60378389032613e-23,2.812304415037074e-18,4.0987984648567193e-19,6.027844407356221e-20,1.9349977805973278e-20,1.3627618558574185e-05,4.3078370714243165e-30,3.266465567828878e-30,1.967764737117885e-30,8.001918938177179e-37,2.107360157944467e-36,6.230278957515318e-42,7.295481088200898e-32,1.107599916390735e-33
2.8082224826668778e-09,0.48360137879339016,3.370964628861225e-15,3.656231882638427e-17,1.2556969012002474e-16,2.984993147179689e-15,0.0,0.0,9.37502589996058e-14,2.5785261506289207e-20,7.168613768552917e-17,1.3111508951913911e-15,1.0771358851400179e-26,2.7669365861887964e-40,7.181503824910355e-25,1.811464841173709e-14,3.633812535314936e-18,3.62623495228856e-17,1.2120092108113967e-35,8.23619187920691e-51,3.607437768523591e-31,1.7261024289895446e-30,9.812814536170799e-14,4.01761439019119e-31,3.880315448811186e-26,1.7578937434559135e-34,7.9515613529187e-41,1.5660047781921175e-32,1.6888282287676107e-37,2.965436801855364e-37,7.259191205276377e-31,8.977840285701429e-41,1.5393681288539196e-43,9.946129586050481e-47,3.76,0.0,0.9845034437441956,0.9999863712587828,1.2428095593159699e-17,8.475111623602307e-23,9.365215256523044e-14,1.184385030993302e-13,9.211006771925198e-21,9.627022678123466e-21,7.733551156749888e-16,2.938293028269502e-15,6.60738921666668e-17,3.604529315925121e-17,9.235525771113078e-23,3.706297026694321e-23,2.9461784150963632e-18,4.181800708076098e-19,6.295756474350331e-20,2.02717974991839e-20,1.3628741121471627e-05,4.707238880700726e-30,3.502740450648442e-30,2.1501835628379532e-30,8.627722966863117e-37,2.2908001303512848e-36,7.039911765126862e-42,7.795559551017007e-32,1.2122392973396926e-33
2.8728363493911234e-09,0.4836013787933904,3.60731482963703e-15,3.899014032208498e-17,1.3258843137449136e-16,3.0556234176210767e-15,0.0,0.0,9.590749174387437e-14,2.698550548506264e-20,7.643818768361208e-17,1.4111490709734534e-15,1.168953209145399e-26,3.1400306407407823e-40,7.491306172785565e-25,1.885494750685762e-14,3.8534751740685315e-18,3.866616850541278e-17,1.3486938970651788e-35,9.415616397675051e-51,4.0032433522433905e-31,1.91610487029094e-30,9.996742776241186e-14,4.428086429950705e-31,4.195402050485898e-26,1.9986789628301166e-34,8.512424507936608e-41,1.7456328313528761e-32,1.9372340660502323e-37,3.3459403298920077e-37,7.995396813944065e-31,1.0369846559524178e-40,1.7051742847180546e-43,1.1693721858740702e-46,3.76,0.0,0.9845034437441906,0.9999863703200733,1.3260314866343814e-17,9.163806406041698e-23,9.580489885969177e-14,1.2116363496237872e-13,9.943898649619519e-21,1.013933859653235e-20,8.115378313591121e-16,3.0058278229935368e-15,6.914858413063985e-17,3.7721782970059915e-17,9.725739479484586e-23,3.8088468152554825e-23,3.083158139554746e-18,4.2643131597216196e-19,6.56864902425637e-20,2.1215051474276517e-20,1.3629679828590823e-05,5.132806285465267e-30,3.750143503404912e-30,2.3445516287384328e-30,9.287481013450252e-37,2.485127137905208e-36,7.930280910597389e-42,8.316729553263932e-32,1.3239612451656851e-33
2.937450216115369e-09,0.4836013787933907,3.853971433931108e-15,4.151638080744967e-17,1.3983614487359211e-16,3.126378447367121e-15,0.0,0.0,9.806473760886666e-14,2.8213053517365913e-20,8.13819149371514e-17,1.5159675196354036e-15,1.266320408346829e-26,3.5541711275634073e-40,7.806599774314879e-25,1.9605733364383302e-14,4.081543025607757e-18,4.1166947206513964e-17,1.497013983698857e-35,1.073413188214487e-50,4.431495239227195e-31,2.1216638442504043e-30,1.0179035273003391e-13,4.871591483664732e-31,4.5293097201281646e-26,2.2655732566527867e-34,9.099056042671983e-41,1.941625579907509e-32,2.2162381052913625e-37,3.765492001421827e-37,8.790253515326118e-31,1.1940339751909642e-40,1.8851698243711437e-43,1.3701834905192224e-46,3.76,0.0,0.9845034437441856,0.9999863695351099,1.4126863564515285e-17,9.893690119190284e-23,9.795756233106237e-14,1.2388876692777348e-13,1.0714555420370646e-20,1.0663872190054032e-20,8.504738849896058e-16,3.073359388465118e-15,7.229316111896494e-17,3.9436320682830946e-17,1.0229080547954418e-22,3.911428108473614e-23,3.223243115679115e-18,4.346343798535054e-19,6.846473046075153e-20,2.2179738706347655e-20,1.3630464789673474e-05,5.585551999295225e-30,4.00893086010547e-30,2.5513313766086496e-30,9.982339431836762e-37,2.690689092630551e-36,8.907013370059773e-42,8.859321965062919e-32,1.443060636037543e-33
3.0020640828396145e-09,0.4836013787933908,4.111102025876796e-15,4.4142448156117793e-17,1.4731504191185558e-16,3.1972603651026018e-15,0.0,0.0,1.0022199708754742e-13,2.946790577201642e-20,8.651998613276686e-17,1.6256982923065901e-15,1.36943875357006e-26,4.012813595971705e-40,8.127324982162017e-25,2.0366778044342564e-14,4.3181330284343606e-18,4.3766034566628334e-17,1.6576434736232446e-35,1.220494334221785e-50,4.893954283030552e-31,2.3436150741987203e-30,1.0359706652955832e-13,5.350081793589621e-31,4.882748130012696e-26,2.560679381407692e-34,9.712036833121642e-41,2.155088501418421e-32,2.528875894099287e-37,4.227102664119219e-37,9.647179831058258e-31,1.370751061021914e-40,2.0802867812539784e-43,1.6002557902688635e-46,3.76,0.0,0.9845034437441806,0.9999863688787124,1.5028270974546052e-17,1.066632010249729e-22,1.0011014378296796e-13,1.2661389899506462e-13,1.152382265288855e-20,1.1200463201242081e-20,8.901487674993495e-16,3.1408877248386425e-15,7.550762093894002e-17,4.1188902604828685e-17,1.0745552207619303e-22,4.0140364036575603e-23,3.3664328707895073e-18,4.427900525109963e-19,7.129180011034414e-20,2.316585817054284e-20,1.3631121184744155e-05,6.0664994807783005e-30,4.2793586592878424e-30,2.770990155418514e-30,1.0713465778115813e-36,2.907835048996394e-36,9.975951906707999e-42,9.423661975335517e-32,1.5698368970806092e-33
3.06667794956386e-09,0.48360137879339105,4.378870708324375e-15,4.686972175753682e-17,1.5502728551741172e-16,3.2682712749976255e-15,0.0,0.0,1.0237927067858109e-13,3.075006242410718e-20,9.185500975455567e-17,1.740431648413364e-15,1.478511843672036e-26,4.519611139540552e-40,8.453422713446135e-25,2.1137856703477895e-14,4.563359568886869e-18,4.6464750084519164e-17,1.8312766728877934e-35,1.384224595205328e-50,5.3924252948121585e-31,2.5828141554811278e-30,1.0538771411187608e-13,5.865582142016959e-31,5.256436522664345e-26,2.886210748441917e-34,1.0351948181768969e-40,2.3871749595040097e-32,2.8784103216647814e-37,4.733936859512496e-37,1.0569718568564914e-30,1.5690927382047394e-40,2.2915018318257304e-43,1.8631117683977707e-46,3.76,0.0,0.9845034437441756,0.9999863683298231,1.5965057678658842e-17,1.1483274976517228e-22,1.0226264402665715e-13,1.2933903116381025e-13,1.2372532743235036e-20,1.1748949372027982e-20,9.305480691148123e-16,3.2084128322684988e-15,7.879196141926236e-17,4.297952505781708e-17,1.1275157201500442e-22,4.1166677621555973e-23,3.512726932259523e-18,4.508991162652416e-19,7.416721867899807e-20,2.41734088420566e-20,1.3631670071785307e-05,6.576682523628951e-30,4.561683044136892e-30,3.004000034237331e-30,1.1482048915391773e-36,3.1369151271339335e-36,1.1143154865429655e-41,1.001006916440018e-31,1.704593928095839e-33
3.1312918162881057e-09,0.48360137879339143,4.657438139306707e-15,4.9699552897269957e-17,1.6297499110744603e-16,3.3394132569734757e-15,0.0,0.0,1.0453655888620381e-13,3.205952365507821e-20,9.738953687558068e-17,1.860256069035269e-15,1.593745549188215e-26,5.078419893804905e-40,8.784834445057e-25,2.1918747559150287e-14,4.8173345158466485e-18,4.926438421764699e-17,2.0186281289659784e-35,1.5661283542395878e-50,5.928756359324387e-31,2.840136168367495e-30,1.0716243912563904e-13,6.420190797206052e-31,5.651103494044023e-26,3.2444939447725016e-34,1.1019371843425596e-40,2.639086985919019e-32,3.268342907247168e-37,5.289316283458863e-37,1.1561538322017036e-30,1.7911603102928556e-40,2.519837676225479e-43,2.162610638618374e-46,3.76,0.0,0.9845034437441706,0.9999863678708324,1.693773566561339e-17,1.2346154176520476e-22,1.0441506388082862e-13,1.3206416343357636e-13,1.3261504804223182e-20,1.230916676881632e-20,9.716574890146938e-16,3.2759347109090718e-15,8.214618041032574e-17,4.480818437819584e-17,1.1817897845638725e-22,4.2193187387560597e-23,3.662124827516689e-18,4.589623457734274e-19,7.709051038331104e-20,2.5202389696132474e-20,1.3632129060060244e-05,7.117144854302365e-30,4.856160162606582e-30,3.250837618574251e-30,1.2289299111578853e-36,3.378280441271047e-36,1.24148957258434e-41,1.061885757572304e-31,1.8476400242806745e-33
3.1959056830123513e-09,0.48360137879339155,4.9469615692932705e-15,5.263326513284182e-17,1.7116022713595212e-16,3.4106883669651784e-15,0.0,0.0,1.0669386222009686e-13,3.339628965278619e-20,1.031260619401289e-16,1.9852582713195345e-15,1.715347956767184e-26,5.6933044683844275e-40,9.121502209007283e-25,2.270923185363344e-14,5.080167255039268e-18,5.216619877787415e-17,2.2204325578873442e-35,1.7678409822643696e-50,6.504838124410017e-31,3.116475278709428e-30,1.0892138392900679e-13,7.016080437232157e-31,6.06748677971014e-26,3.6379711997813907e-34,1.1714890051060916e-40,2.9120760388282255e-32,3.702425332756475e-37,5.896723174951813e-37,1.2626434932420433e-30,2.0392064149862217e-40,2.7663644330864884e-43,2.5029719751767198e-46,3.76,0.0,0.9845034437441657,0.9999863674870163,1.7946808440632677e-17,1.3256577492452025e-22,1.0656740417145906e-13,1.3478929580393674e-13,1.419154457751456e-20,1.2880950081794209e-20,1.013462843661888e-15,3.34345336091474e-15,8.557027578451115e-17,4.667487691713293e-17,1.2373776082550236e-22,4.3219863199161803e-23,3.814626084042782e-18,4.66980508103915e-19,8.00612041228312e-20,2.6252799708062974e-20,1.3632512873786456e-05,7.688939736987964e-30,5.163046167547183e-30,3.5119838700864554e-30,1.3136448130370434e-36,3.63228303301451e-36,1.379766242266988e-41,1.1250335786833203e-31,1.999287799938798e-33
3.260519549736597e-09,0.48360137879339177,5.247594879082644e-15,5.567215466518019e-17,1.795850157338768e-16,3.4820986371808614e-15,0.0,0.0,1.0885118119526079e-13,3.476036061157256e-20,1.090670235368445e-16,2.115523223800955e-15,1.8435293143828907e-26,6.368543309557507e-40,9.46336858782144e-25,2.3509093818793757e-14,5.351964722935706e-18,5.517142732255319e-17,2.4374447606922364e-35,1.9911152413722107e-50,7.122603065804019e-31,3.4127443272676495e-30,1.1066468960128719e-13,7.65549905207879e-31,6.506333043919258e-26,4.069202796312983e-34,1.2439085541605736e-40,3.207443737051421e-32,4.1846712139252605e-37,6.559803631187818e-37,1.3768332907448197e-30,2.315642001638165e-40,3.032201047942821e-43,2.8888006274543735e-46,3.76,0.0,0.9845034437441607,0.9999863671660628,1.8992771134083104e-17,1.4216184615161316e-22,1.0871966573163227e-13,1.3751442827447293e-13,1.5163444366547272e-20,1.346413290040089e-20,1.0559500739647178e-15,3.4109687824398767e-15,8.906424543647064e-17,4.85795990406938e-17,1.2942793528028747e-22,4.4246678696788583e-23,3.9702302293741024e-18,4.749543628101099e-19,8.307883343450914e-20,2.7324637853189634e-20,1.3632833824908489e-05,8.293129585871373e-30,5.482597216837555e-30,3.787923929604404e-30,1.4024749315557468e-36,3.899275809145925e-36,1.529815644192931e-41,1.190480697941226e-31,2.159854113166783e-33
3.3251334164608424e-09,0.48360137879339204,5.559488618208055e-15,5.881749070570672e-17,1.8825133334174506e-16,3.553646076358013e-15,0.0,0.0,1.1100851633189066e-13,3.6151736732330185e-20,1.1521480516283346e-16,2.251134162498911e-15,1.97850197731545e-26,7.10863398955993e-40,9.810376709960613e-25,2.4318120641152016e-14,5.632831440257675e-18,5.828127554104818e-17,2.670439529660308e-35,2.2378279771901874e-50,7.784024728938787e-31,3.729874408580641e-30,1.1239249595447174e-13,8.340770824282836e-31,6.968397671632114e-26,4.540869424807996e-34,1.3192541581716955e-40,3.526542570082893e-32,4.719368104576724e-37,7.282370846983058e-37,1.4991286801594427e-30,2.623043426514973e-40,3.3185167146894224e-43,3.325112738110524e-46,3.76,0.0,0.9845034437441557,0.9999863668976765,2.007611060892168e-17,1.5226634688831186e-22,1.108718494013689e-13,1.4023956084477417e-13,1.617798298862617e-20,1.405854796669767e-20,1.0991052513984866e-15,3.4784809756388483e-15,9.262808728340441e-17,5.05223471299671e-17,1.352495151210454e-22,4.527361082342172e-23,4.1289367911017145e-18,4.828846620036157e-19,8.614293644758874e-20,2.841790310690295e-20,1.3633102208960382e-05,8.930785584560244e-30,5.815069473522393e-30,4.0791469434263845e-30,1.4955477668786541e-36,4.17961248363041e-36,1.69232917010967e-41,1.2582569008566996e-31,2.3296599915064595e-33
3.389747283185088e-09,0.4836013787933924,5.8827900437462794e-15,6.207051583912713e-17,1.9716111133484976e-16,3.625332670016716e-15,0.0,0.0,1.1316586815525306e-13,3.757041822256817e-20,1.2157173597883326e-16,2.392172607679126e-15,2.1204803548917555e-26,7.918298419107832e-40,1.0162470245283165e-24,2.5136102427323155e-14,5.922869545091167e-18,6.149692163673635e-17,2.920211544746291e-35,2.5099871082463397e-50,8.49111694937461e-31,4.068814440205447e-30,1.1410494154466663e-13,9.074296988431744e-31,7.454444563392221e-26,5.055774479223022e-34,1.397584199349092e-40,3.870776583716683e-32,5.311089728425746e-37,8.068408276788828e-37,1.6299482557209554e-30,2.9641596613809907e-40,3.626532309570281e-43,3.8173628833206264e-46,3.76,0.0,0.9845034437441507,0.9999863666732473,2.119730556692277e-17,1.6289605869536114e-22,1.130239560274578e-13,1.429646935144373e-13,1.7235925744644098e-20,1.4664027408236213e-20,1.1429145832024964e-15,3.545989940666014e-15,9.626179926533175e-17,5.250311758118729e-17,1.4120251114860284e-22,4.630063941071867e-23,4.2907452968716564e-18,4.907721504266699e-19,8.925305583893257e-20,2.953259444464243e-20,1.3633326635640557e-05,9.602987312572407e-30,6.160719105954285e-30,4.38614589283608e-30,1.5929929920964065e-36,4.4736475235601004e-36,1.8680193222370335e-41,1.328391447129402e-31,2.5090305585521383e-33
3.4543611499093336e-09,0.4836013787933926,6.2176431594298445e-15,6.543244638197231e-17,2.0631623664108845e-16,3.6971603807099175e-15,0.0,0.0,1.1532323719556384e-13,3.901640529647533e-20,1.2814009155554339e-16,2.5387183811773073e-15,2.2696808579770127e-26,8.802487979842932e-40,1.0519593400540264e-24,2.5962832169830095e-14,6.2221788256124024e-18,6.481951670453852e-17,3.187575260648733e-35,2.8097389200159296e-50,9.245933053432843e-31,4.4305307231375856e-30,1.1580216368342028e-13,9.858556669815094e-31,7.965245933043626e-26,5.61684629359774e-34,1.4789571180113345e-40,4.241602041141371e-32,5.964708432659014e-37,8.922072717706945e-37,1.7697238806983655e-30,3.3419196108842287e-40,3.957521837171828e-43,4.3714723529067426e-46,3.76,0.0,0.9845034437441457,0.999986366485576,2.2356826653697173e-17,1.7406794889858946e-22,1.151759864632887e-13,1.4568982628306647e-13,1.8338024404990174e-20,1.5280402951934428e-20,1.1873644167581608e-15,3.613495677675728e-15,9.996537934535533e-17,5.452190680585377e-17,1.4728693197742947e-22,4.73277468171846e-23,4.455655274385125e-18,4.986175655238793e-19,9.240873878877802e-20,3.066871084189659e-20,1.3633514304706095e-05,1.0310822378784159e-29,6.519802287940456e-30,4.709417426796453e-30,1.694942459748899e-36,4.7817360987685504e-36,2.0576195608517738e-41,1.4009130774145162e-31,2.6982949615016913e-33
3.518975016633579e-09,0.4836013787933928,6.564188754971924e-15,6.89044727369408e-17,2.1571855235153541e-16,3.769131148270828e-15,0.0,0.0,1.174806239878679e-13,4.048969817498214e-20,1.349220946112135e-16,2.6908496241912432e-15,2.4263218472081728e-26,9.766388573589154e-40,1.0881690914906151e-24,2.67981057132879e-14,6.53085675243044e-18,6.825018510402712e-17,3.473364784929325e-35,3.139375671142748e-50,1.0050565040565043e-30,4.816006494193163e-30,1.1748429844894853e-13,1.0696107702534841e-30,8.501582108254218e-26,6.2271403182386385e-34,1.5634314151434235e-40,4.6405280593985916e-32,6.685407857371368e-37,9.84769731205131e-37,1.9189008138447944e-30,3.759439534133718e-40,4.312813887901925e-43,4.9938585874214345e-46,3.76,0.0,0.9845034437441407,0.9999863663286417,2.355513656251661e-17,1.857991662949442e-22,1.1732794156868632e-13,1.484149591502735e-13,1.9485017210286656e-20,1.5907506120381187e-20,1.2324412432444348e-15,3.680998186822335e-15,1.0373882550991925e-16,5.657871123084695e-17,1.5350278430948901e-22,4.8354917611720334e-23,4.623666251398617e-18,5.064216375132551e-19,9.56095369369199e-20,3.1826251274202896e-20,1.3633671236600851e-05,1.1055386061735778e-29,6.892575198894073e-30,5.049461697773051e-30,1.8015302077420037e-36,5.104234034866269e-36,2.261884133036875e-41,1.4758500200102662e-31,2.897786299640355e-33
3.64820275008207e-09,0.4836013787933933,7.29290471133764e-15,7.618344701164006e-17,2.352719117606162e-16,3.913509501187701e-15,0.0,0.0,1.2179545299206974e-13,4.3518202263581354e-20,1.491356741137742e-16,3.0121727905187014e-15,2.762808171858455e-26,1.195526854015103e-39,1.1620590613281678e-24,2.8493481642554424e-14,7.17669703002017e-18,7.544010785681112e-17,4.103655141266914e-35,3.8982515815791368e-50,1.1817832964652886e-30,5.662251373418546e-30,1.2080384407291623e-13,1.2541713419564134e-30,9.654019584542492e-26,7.608264852590566e-34,1.741918467350085e-40,5.528986099136212e-32,8.35041789557529e-37,1.1933058490868814e-36,2.2473073403787124e-30,4.727206577486973e-40,5.101901697851661e-43,6.471799691413027e-46,3.76,0.0,0.9845034437441308,0.9999863660877497,2.6069934469429227e-17,2.1100906000701704e-22,1.2163162925867795e-13,1.5386522517890441e-13,2.1916570698466795e-20,1.7193221428087632e-20,1.324422574864267e-15,3.81599352214359e-15,1.1149530815664384e-16,6.080635146690735e-17,1.6632880206235176e-22,5.0409397151383135e-23,4.968989315228974e-18,5.219086373272274e-19,1.0214470742615976e-19,3.4205600146366795e-20,1.363391212392058e-05,1.265911664632018e-29,7.68021495433574e-30,5.7818856223645165e-30,2.0291676523935155e-36,5.7938843187703476e-36,2.717526001826687e-41,1.6330802329246749e-31,3.3288015186965924e-33
3.777430483530561e-09,0.4836013787933939,8.070001450197733e-15,8.391645680795845e-17,2.558350802966191e-16,4.058482802260236e-15,0.0,0.0,1.261103595403086e-13,4.6655932392895864e-20,1.6422922665871847e-16,3.3567343214597994e-15,3.1317232891016644e-26,1.4531302156743994e-39,1.2378737734597482e-24,3.0220652752329204e-14,7.86112499615421e-18,8.307516396299614e-17,4.818143364480326e-35,4.808182272877246e-50,1.3810398082939992e-30,6.615736237946404e-30,1.2406464279569182e-13,1.4633180785124301e-30,1.0918154487185862e-25,9.226212721062417e-34,1.9335146737653805e-40,6.549303306603199e-32,1.0354309545430437e-36,1.4362792637324716e-36,2.6190023814140485e-30,5.8964262026016045e-40,6.005572251017113e-43,8.313643600066197e-46,3.76,0.0,0.9845034437441209,0.9999863659193995,2.874524565677198e-17,2.386664002410261e-22,1.2593502609854245e-13,1.5931549159736923e-13,2.4536222391806292e-20,1.8519827889666153e-20,1.4187534843923126e-15,3.950975947864414e-15,1.195312315733086e-16,6.518601001624399e-17,1.7968058815175838e-22,5.2463989106379713e-23,5.32671071152558e-18,5.372388497358339e-19,1.0885506797814293e-19,3.667063286641366e-20,1.3634080469314814e-05,1.4423081451164674e-29,8.525687925733467e-30,6.587482914651787e-30,2.2770215215951687e-36,6.545456507204592e-36,3.241387004980412e-41,1.800297914242217e-31,3.804817393062445e-33
3.906658216979052e-09,0.48360137879339427,8.896493611289043e-15,9.21121276494189e-17,2.7742128520748723e-16,4.2040657768432316e-15,0.0,0.0,1.304253480748271e-13,4.990289057903411e-20,1.8021870457057842e-16,3.725100731575295e-15,3.534879162215547e-26,1.7544913967776598e-39,1.3155708911322203e-24,3.197808510903241e-14,8.584840195972158e-18,9.116342288850175e-17,5.62419551008554e-35,5.893611828574323e-50,1.604630168580864e-30,7.684889503186187e-30,1.2726773996483763e-13,1.699388484892089e-30,1.2300501818650843e-25,1.1110211392623191e-33,2.138690484899403e-40,7.715514578856223e-32,1.2751097605237183e-36,1.717820050481812e-36,3.0380422944667036e-30,7.299552050635689e-40,7.03657043231258e-43,1.0591867496542531e-45,3.76,0.0,0.984503443744111,0.9999863658017069,3.158449570768167e-17,2.689144857954336e-22,1.302381391820272e-13,1.647657584028211e-13,2.7349394079699276e-20,1.9885986888106778e-20,1.5153313204734314e-15,4.085945465219339e-15,1.278465805167048e-16,6.971765885874903e-17,1.9355814833189547e-22,5.451862534837484e-23,5.696826664343087e-18,5.52417863413817e-19,1.1573718788214955e-19,3.922134124040666e-20,1.3634198157018252e-05,1.6356283655240088e-29,9.431043766629571e-30,7.470364873390065e-30,2.5462432573575217e-36,7.361816707037539e-36,3.8402280410662506e-41,1.977711109845676e-31,4.328633907028727e-33
4.035885950427543e-09,0.48360137879339476,9.773348195160822e-15,1.0077870306210305e-16,3.000431085538103e-16,4.3502728095935e-15,0.0,0.0,1.3474042310406814e-13,5.325907895140229e-20,1.971192824358579e-16,4.117813448259001e-15,3.9741142272465835e-26,2.1050734538420502e-39,1.395108887705121e-24,3.376428728953272e-14,9.34850807094911e-18,9.971256068139444e-17,6.529477679965392e-35,7.182163727595426e-50,1.8544120407774855e-30,8.878365506502487e-30,1.3041416223794902e-13,1.964853177818871e-30,1.3807688183384282e-25,1.329170966164704e-33,2.357917563878945e-40,9.042553088774872e-32,1.5601062003811394e-36,2.0423663969491525e-36,3.5087086544582504e-30,8.972779185394238e-40,8.208657881219958e-43,1.3390124187315947e-45,3.76,0.0,0.9845034437441011,0.9999863657193577,3.459099253753823e-17,3.0189912664613593e-22,1.3454097569052934e-13,1.702160255925249e-13,3.0361295163874096e-20,2.129037047751181e-20,1.6140559038991523e-15,4.220902075442773e-15,1.3644134013982708e-16,7.440127023051325e-17,2.0796147453086196e-22,5.657325373191448e-23,6.079333398630092e-18,5.674511579968395e-19,1.227877037162516e-19,4.185771707519253e-20,1.363428050125476e-05,1.846781687728143e-29,1.0398332236230826e-29,8.43468412188719e-30,2.8380196308634566e-36,8.245837982274602e-36,4.5211204689396256e-41,2.1655202836498874e-31,4.903107722180097e-33
