Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69)
2.8523529361731965e-19,0.6933424269452727,2.585733046738443e-23,5.1411599489650993e-26,1.3482570379459245e-33,4.692923811639559e-19,0.0,0.0,6.88205995009237e-20,1.204291367970758e-34,3.220337601963686e-41,3.779109544234309e-41,2.315442770350338e-48,3.315808111850295e-57,2.3553829933475467e-36,6.080952949845477e-29,3.4667976996822283e-22,3.9973409205795675e-37,9.016924418177876e-73,4.155740472148816e-74,9.205772458495696e-51,4.868143508764592e-68,3.1777412356066214e-18,9.91895407311785e-52,5.109324863522328e-38,1.38409182088484e-70,2.311350141871631e-55,4.295720148805777e-51,1.0626166477379517e-55,1.216357015091233e-56,2.6142021860225873e-51,9.702643465506995e-79,7.330834903700461e-68,8.883196009662908e-83,3.76,0.0,0.874611710308132,0.9999999999996435,5.297431500350693e-42,3.0506180874084655e-35,6.88464568312611e-20,3.1777412356674423e-18,1.6804077529944728e-46,5.089970611290831e-45,1.0429673440247034e-34,4.692923811638003e-19,1.5172072097173622e-33,4.47493749108491e-34,2.862112091436155e-37,3.478185124426337e-36,1.466464728384727e-31,3.4667976996088967e-22,1.3289878294881917e-34,3.201437102332296e-33,3.5662430630896707e-13,8.951672369501538e-53,2.1463507845418897e-52,7.642180443259024e-52,3.846856515861236e-64,1.7500843453633534e-68,4.694528854963571e-77,1.1074484712578574e-51
5.7071840243326435e-19,0.6933424269452727,5.1737126328825604e-23,1.0286786649779666e-25,5.3965419188206866e-33,9.389924881151959e-19,0.0,0.0,1.3770099100833103e-19,4.820303945763647e-34,2.5782281846170008e-40,3.0255855177994232e-40,1.8537621049027226e-47,2.6546626426810524e-56,9.42767027841901e-36,2.4339659219315673e-28,6.936607386939582e-22,1.6000433220797612e-36,2.888978124956322e-71,6.654599290333435e-73,7.370215470555824e-50,1.0779925166255992e-66,6.358243323598562e-18,7.94119440713778e-51,2.045061473876785e-37,2.2171242148209547e-69,1.850485513331198e-54,3.4400601016880798e-50,8.50955138212893e-55,9.740721220033928e-56,2.0929512957951593e-50,3.1086791237415976e-77,1.173888722347152e-66,2.846132202796788e-81,3.76,0.0,0.874611710308132,0.9999999999992866,4.2411662653339167e-41,1.2210422489810844e-34,1.377527281341396e-19,6.358243323842001e-18,1.3453479635872626e-45,4.075071408639227e-44,4.174623306371902e-34,9.38992488114573e-19,6.072782795028812e-33,1.791141198790414e-33,1.1455907252037646e-36,1.3921804907405747e-35,5.869680630901321e-31,6.936607386646065e-22,5.3194147595783005e-34,1.2814091595199698e-32,7.135584509234035e-13,7.167250657347988e-52,1.7183857010133103e-51,6.118410813260969e-51,6.162133302976849e-63,2.8024151444133835e-67,1.5041038975120063e-75,8.868566077451842e-51
1.1416846200651537e-18,0.6933424269452727,1.0349671893330333e-22,2.057804023766633e-25,2.1593197859263587e-32,1.8783927020176757e-18,0.0,0.0,2.754617740230458e-19,1.9287494519695883e-33,2.0633661237426996e-39,2.421387986693968e-39,1.4835730805374029e-46,2.124536920182269e-55,3.7722961221256917e-35,9.739034074506392e-28,1.387622676145243e-21,6.402779345090298e-36,9.25043389069948e-70,1.0651692658819436e-71,5.898412335383627e-49,2.680746381872468e-65,1.271924749921711e-17,6.355369016693396e-50,8.182909711277534e-37,3.5494622016917773e-68,1.4809508109845581e-53,2.7534423558439146e-49,6.811090070536619e-54,7.79652495605601e-55,1.6749971274729825e-49,9.953910850897294e-76,1.878986447214456e-65,9.113242350049576e-80,3.76,0.0,0.874611710308132,0.9999999999985727,3.3942219891393793e-40,4.885759477106159e-34,2.7556527073989754e-19,1.2719247500191183e-17,1.0766872517228352e-44,3.261295623614199e-43,1.6704218049085463e-33,1.8783927020151847e-18,2.4299041346489193e-32,7.166897864530806e-33,4.583855107373249e-36,5.570535360159991e-35,2.348636813656582e-30,1.3876226760277981e-21,2.128458789199484e-33,5.127305750801844e-32,1.4274267390656694e-12,5.736166777691269e-51,1.3752308136509062e-50,4.896596037788602e-50,9.865147336902085e-62,4.485689292632398e-66,4.8161021130773365e-74,7.098445939608609e-50
2.283617055328932e-18,0.6933424269452729,2.0701590766864053e-22,4.1160548158470056e-25,8.638685898511125e-32,3.7571931298226364e-18,0.0,0.0,5.509833400520761e-19,7.716253734089991e-33,1.6510063962429573e-38,1.9374783392599926e-38,1.187083871800036e-45,1.6999523273711548e-54,1.5091640858913211e-34,3.8962477970965455e-27,2.7755465510470692e-21,2.5619462530245367e-35,2.961051802762742e-68,1.7046176170212525e-70,4.719626043364768e-48,7.347357793861092e-64,2.5441255848992872e-17,5.085260815931682e-49,3.273696723465876e-36,5.6807916789950766e-67,1.1849856569870986e-52,2.2033117312742267e-48,5.450251979323731e-53,6.238799561471092e-54,1.3402521929436827e-48,3.186233857384194e-74,3.0069900611886373e-64,2.91713697218004e-78,3.76,0.0,0.874611710308132,0.999999999997145,2.715893292084938e-39,1.9546219323930767e-33,5.511903559514173e-19,2.5441255852889807e-17,8.615133912444756e-44,2.6095320026194022e-42,6.683004670327861e-33,3.757193129812669e-18,9.721198797524471e-32,2.8672258261077066e-32,1.833840530098545e-35,2.2285768740483666e-34,9.396076594978789e-30,2.7755465505772126e-21,8.515221121998824e-33,2.051256170418385e-31,2.8551633110037737e-12,4.589880278166503e-50,1.1003935971169826e-49,3.918023950902185e-49,1.578882446382367e-60,7.178563274882025e-65,1.5416279905368484e-72,5.680194333427911e-49
4.56748192585649e-18,0.6933424269452727,4.1405429924484307e-22,8.2325566980201305e-25,3.455756144581617e-31,7.514793985432561e-18,0.0,0.0,1.1020264721085404e-18,3.0867526967629646e-32,1.3209305290413326e-37,1.5501299347956358e-37,9.497572709186812e-45,1.3600909919242559e-53,6.037147651850362e-34,1.5586259610181146e-26,5.551394300847748e-21,1.0251960055521141e-34,9.476826767172026e-67,2.7276656602720844e-69,3.776059343006012e-47,2.154117317556909e-62,5.0885272542699075e-17,4.068594934820946e-48,1.3095852646912536e-35,9.090591345029896e-66,9.480785384753882e-52,1.7628725518339053e-47,4.360753620007353e-52,4.991671595211078e-53,1.0723035620219681e-47,1.0197520443483703e-72,4.81167355533926e-63,9.336277656475122e-77,3.76,0.0,0.874611710308132,0.9999999999942895,2.172920935750484e-38,7.819124057984645e-33,1.1024405263744722e-18,5.0885272558288076e-17,6.892761600470339e-43,2.08782382343716e-41,2.673603238601826e-32,7.51479398539269e-18,3.8887959935597406e-31,1.1469836731090602e-31,7.335959163791481e-35,8.915032998859615e-34,3.758736527787476e-29,5.551394298968169e-21,3.406365659223369e-32,8.20569246940985e-31,5.710636437494273e-12,3.6722832373780106e-49,8.8039846576462e-49,3.1347180502409126e-48,2.526579065935166e-59,1.1486869689473909e-63,4.933970193649445e-71,4.5447305691430687e-48
9.135211666911603e-18,0.6933424269452727,8.281311388193711e-22,1.6465561654417655e-24,1.382359148221741e-30,1.502999569665242e-17,0.0,0.0,2.2041127362150813e-18,1.2347513211160837e-31,1.056794590332004e-36,1.240162964662565e-36,7.598418894898652e-44,1.0881244478980504e-52,2.4149573252683066e-33,6.234757534967366e-26,1.1103089800437208e-20,4.103623800085609e-34,3.032818345058547e-65,4.36448706524018e-68,3.02099088538027e-46,6.577858099843297e-61,1.0177330590673018e-16,3.255030468589114e-47,5.238554216359571e-35,1.454601466127837e-64,7.584988378424046e-51,1.410387315130313e-46,3.488823724098617e-51,3.9935901183940115e-52,8.578835755082965e-47,3.263458097646287e-71,7.699069278637328e-62,2.9878391720764716e-75,3.76,0.0,0.8746117103081319,0.9999999999885785,1.7384192734173609e-37,3.1277768934049236e-32,2.204940867220643e-18,1.0177330596908871e-16,5.5144711483919564e-42,1.6703383494022482e-40,1.069631862954706e-31,1.5029995696492928e-17,1.5555816947693377e-30,4.58812138409305e-31,2.9345030997148923e-34,3.566158298068873e-33,1.5035557912062735e-28,1.1103089792918587e-20,1.3626017058622456e-31,3.282410550055506e-30,1.1421582620932434e-11,2.9379785725386973e-48,7.043522106874666e-48,2.507894017195912e-47,4.042820230478284e-58,1.8379926252977242e-62,1.5789921609249983e-69,3.6360145095220127e-47
1.827067114902183e-17,0.6933424269452727,1.6562850436570017e-21,3.2931576335431836e-24,5.529552626475277e-30,3.006039911909217e-17,0.0,0.0,4.4082852644026154e-18,4.93910577104796e-31,8.454557390022756e-36,9.921541524120525e-36,6.078879433782985e-43,8.705202199558883e-52,9.660025828607477e-33,2.4939537510716932e-25,2.2206480799568547e-20,1.643621286804628e-33,9.705392758091456e-64,6.983356969896103e-67,2.4168500742108943e-45,2.054459191704475e-59,2.0354937254126725e-16,2.6040861842537293e-46,2.0954643183378703e-34,2.3274506130110538e-63,6.068134734589291e-50,1.1283455650407583e-45,2.791147313202882e-50,3.194973312102889e-51,6.863231522360855e-46,1.0443468398607303e-69,1.2318824126837077e-60,9.561453918360844e-74,3.76,0.0,0.8746117103081318,0.9999999999771566,1.3907684288644112e-36,1.2511362118550326e-31,4.409941548913229e-18,2.0354937279070638e-16,4.4116817740417477e-41,1.3363023932392418e-39,4.279790923344033e-31,3.006039911845419e-17,6.222453377475941e-30,1.835285892375431e-30,1.1738251441646674e-33,1.4264923337093803e-32,6.0143455268161075e-28,2.2206480769493442e-20,5.4505176946810116e-31,1.3129909329471103e-29,2.284347470963741e-11,2.3504442419618876e-47,5.634951458359196e-47,2.0063630695097436e-46,6.468747292928142e-57,2.9408629609801235e-61,5.052969565072498e-68,2.9089036308401e-46
3.6541590113242285e-17,0.6933424269452727,3.3125937560872223e-21,6.586362477044914e-24,2.2118463781539495e-29,6.012120596397183e-17,0.0,0.0,8.816630320675485e-18,1.9756624058931507e-30,6.763726169816177e-35,7.937331116445535e-35,4.863161311728839e-42,6.964244396776037e-51,3.864049633283059e-32,9.975916463379419e-25,4.4413262797640904e-20,6.591659166117413e-33,3.1057855258140666e-62,1.1173513455848636e-65,1.9335030060131518e-44,6.493537052922997e-58,4.071015054362406e-16,2.0832936705883753e-45,8.381942533827942e-34,3.724000503885571e-62,4.854565400789479e-49,9.02690741235458e-45,2.232953184656806e-49,2.5560192611134027e-50,5.4906504026868437e-45,3.341974273039176e-68,1.9710369229038427e-59,3.0597242488331334e-72,3.76,0.0,0.8746117103081316,0.9999999999543128,1.1126279462355901e-35,5.004595756841027e-31,8.819942912299379e-18,4.0710150643400725e-16,3.5293875304449484e-40,1.0690545948228789e-38,1.712874931729136e-30,6.012120596141985e-17,2.489006672058669e-29,7.341218245579908e-30,4.69534852175247e-33,5.706027318399172e-32,2.4057626830465742e-27,4.441326267733924e-20,2.1802292402459216e-30,5.252017158042156e-29,4.5687257774362054e-11,1.8803808901759436e-46,4.508014703721087e-46,1.605109636039569e-45,1.0350183402440035e-55,4.7054404771055303e-60,1.6169813561697016e-66,2.327159712492969e-45
7.308342804168319e-17,0.6933424269452729,6.625214791972799e-21,1.3172779793333867e-23,8.847453133110862e-29,1.2024281965373172e-16,0.0,0.0,1.7633320432812442e-17,7.902689818526252e-30,5.411013022833718e-34,6.349908489328722e-34,3.890552214276136e-41,5.571428555654086e-50,1.5456277105028987e-31,3.9903868644765205e-24,8.882682679302445e-20,2.65036285802525e-32,9.938609377892645e-61,1.787773591551042e-64,1.5468115834902103e-43,2.3903183323971724e-56,8.142057697297843e-16,1.6666448243745696e-44,3.352794062605907e-33,5.9584941728943264e-61,3.8836753654067134e-48,7.221583148095593e-44,1.786376681448271e-48,2.0448318517607576e-49,4.3925464228192895e-44,1.0694420603454308e-66,3.1536791260522333e-58,9.791212134950477e-71,3.76,0.0,0.8746117103081311,0.9999999999086252,8.901076365462363e-35,2.001848484651206e-30,1.763994563907559e-17,8.142057737208713e-16,2.8235271385860593e-39,8.552487393049521e-38,6.859063794877247e-30,1.2024281964352378e-16,9.956077339902273e-29,2.936502231863704e-29,1.878149106651248e-32,2.2824224873887307e-31,9.623099674677164e-27,8.882682631181518e-20,8.720961189365723e-30,2.1008175484578404e-28,9.137481945307049e-11,1.5043164191641732e-45,3.606433221414224e-45,1.2840954416548312e-44,1.6560442679191316e-54,7.528752332018943e-59,5.174389616559541e-65,1.8617424899875062e-44
1.4616710389856504e-16,0.693342426945273,1.325047130788686e-20,2.6345644943773044e-23,3.539008349496901e-28,2.4048604703325394e-16,0.0,0.0,3.526670065545124e-17,3.161083966280583e-29,4.3288232269377354e-33,5.079951329278919e-33,3.1124511315817003e-40,4.457156032918276e-49,6.182526530719326e-31,1.5961587913973076e-23,1.7765395478074775e-19,1.0710964916071925e-31,3.180370282535323e-59,2.8604470708671213e-63,1.2374529382133635e-42,7.660880737566442e-55,1.6284142923312593e-15,1.333319812376319e-43,1.3411210323877377e-32,9.533757879396459e-60,3.1069495092646997e-47,5.777289503391812e-43,1.4291069986328337e-47,1.6358723756599812e-48,3.5140476210806416e-43,3.4222310055160168e-65,5.0459026385892687e-57,3.1332031027112874e-69,3.76,0.0,0.8746117103081301,0.9999999998172501,7.120882182909532e-34,8.007414302362167e-30,3.5279951092643653e-17,1.6284143082956486e-15,2.2588289879970456e-38,6.842010029416782e-37,2.7496558852891514e-29,2.404860469924221e-16,3.9824410737614803e-28,1.1746038781581842e-28,7.512616693659844e-32,9.12971277578527e-31,3.8492496564970445e-26,1.7765395285590451e-19,3.4883932441925176e-29,8.403291563902326e-28,1.8274992500752752e-10,1.2034602314552848e-44,2.885155230104489e-44,1.0272795434221924e-43,2.6496825276258577e-53,1.2046041071571409e-57,1.6558123321053205e-63,1.489399874813649e-43
