Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145)
2.379581250056873e-08,0.6222074623108512,2.1485415315622853e-08,2.8809440736519564e-10,4.061216421358962e-10,4.466178656417817e-09,0.0,0.0,1.1939848515008073e-09,5.286088684475124e-14,3.9048291937633587e-10,1.0857701550971456e-08,1.2881115647556433e-16,8.438713547663258e-24,7.317200682264791e-16,9.364188205925461e-09,1.1310599991528188e-10,1.975289008791081e-10,1.2323109104869108e-21,4.159219639870135e-29,4.789968899524184e-18,2.1874971535223976e-17,1.1696320203043077e-08,1.3108376455195624e-19,3.1206559997906286e-16,2.17085420828251e-21,2.468445879228119e-25,1.2383769617698066e-18,4.672255238875139e-22,5.87018282188765e-23,3.9110203179346816e-19,5.715711801567836e-26,3.1834635543534706e-27,6.476584910487493e-29,3.76,0.0,0.636065201601322,0.9997196205858065,9.096143282720862e-11,1.8865702951543338e-13,1.7671507438861214e-09,3.306333147493186e-08,3.124157497042402e-14,1.263781918363295e-14,4.468440448715246e-10,3.7032083086602828e-09,2.4311595035540453e-12,7.605912373470786e-13,2.5572270265980764e-16,3.31801026444292e-17,6.175401926831051e-11,3.951253518257925e-12,1.9072218396017956e-14,8.770658269680308e-13,0.0002803661652321981,1.767941484467746e-19,1.2042858904078624e-20,7.835095569451495e-20,1.819353142500337e-24,3.045003840414821e-26,4.6238882977410907e-26,3.93215101081042e-21,4.646581847368825e-22,9.07424040917837e-23,7.202418814967808e-17
2.445391253541398e-08,0.6222074625009546,2.269079258467772e-08,3.0742088280973696e-10,4.316652276665338e-10,4.6259202861279005e-09,0.0,0.0,1.2295317813510652e-09,5.5883436591022325e-14,4.124731052882884e-10,1.1485813103298888e-08,1.409621339519402e-16,9.871750477656833e-24,7.936652215514357e-16,9.536635910934626e-09,1.1941169927874297e-10,2.0865293194791987e-10,1.354834085051921e-21,4.948250062899487e-29,5.1908582768934976e-18,2.353932823491374e-17,1.1762453048531664e-08,1.4652357697074348e-19,3.3807212335753736e-16,2.422549909128997e-21,2.7002720006243424e-25,1.3767459063657641e-18,5.384039038067896e-22,6.655651597228874e-23,4.351461394054252e-19,6.46511431582349e-26,3.572836379984726e-27,7.719232033896842e-29,3.76,0.0,0.6360652004982129,0.9997196198681776,9.71468994757221e-11,2.0561039060717444e-13,1.8513901129472381e-09,3.39779255642535e-08,3.3051204779371476e-14,1.300889138961279e-14,4.5547990490192595e-10,3.803686347106112e-09,2.5974658863046997e-12,8.102827245669858e-13,2.686073535319067e-16,3.408995958893632e-17,6.506397850616443e-11,4.1731527603670524e-12,2.0017640123610356e-14,9.259346021212676e-13,0.0002803661650333674,1.9322108593772693e-19,1.3644740258143094e-20,8.569448884722211e-20,1.9788384381587215e-24,3.3581852287042276e-26,5.0242845957283665e-26,4.182496689233321e-21,5.097648461805699e-22,9.79671433542785e-23,7.395551602125429e-17
2.5112012570259228e-08,0.6222074626924021,2.391619552495915e-08,3.273893718436103e-10,4.5792017386595643e-10,4.788236857212565e-09,0.0,0.0,1.2652717747479827e-09,5.899484207401399e-14,4.3485566647740853e-10,1.2125675299074656e-08,1.5386069798220483e-16,1.1497673364612868e-23,8.591140238394443e-16,9.701497790479424e-09,1.2582884348067642e-10,2.1997546309569027e-10,1.4847735255411794e-21,5.852716221264244e-29,5.608076333519047e-18,2.5251392205343907e-17,1.1824114986682626e-08,1.6323191377968146e-19,3.6526864966376684e-16,2.692949594054195e-21,2.94829553343893e-25,1.5249740415268082e-18,6.175846986505644e-22,7.516284568405023e-23,4.825271601609922e-19,7.280116540350256e-26,3.998933315213387e-27,9.152160927291997e-29,3.76,0.0,0.6360651993924212,0.9997196191378159,1.0355581391240221e-10,2.2349153923523266e-13,1.9383021474176613e-09,3.489253523396577e-08,3.488671638148811e-14,1.3372714198187476e-14,4.6374053570350486e-10,3.904061411483434e-09,2.771529241766812e-12,8.621337427744519e-13,2.8173282946548696e-16,3.499891622261782e-17,6.845221189871067e-11,4.402732688889366e-12,2.0994196634556553e-14,9.76110898482588e-13,0.0002803661648307024,2.1063757208945541e-19,1.541726134798269e-20,9.348901577075065e-20,2.1476578219402803e-24,3.6949116544250533e-26,5.441815585599267e-26,4.4402305953701205e-21,5.577382596802776e-22,1.0554486500539671e-22,7.581547430346397e-17
2.5770112605104477e-08,0.6222074628851336,2.516056440855026e-08,3.47997431452767e-10,4.848771903820741e-10,4.953155919845806e-09,0.0,0.0,1.3012076091538627e-09,6.219558551143605e-14,4.5761321600746823e-10,1.2776774753919983e-08,1.6752765877455106e-16,1.3335059880861365e-23,9.28115010821225e-16,9.859001089594815e-09,1.3235249659231065e-10,2.3148769944308107e-10,1.622263746468244e-21,6.884471878464086e-29,6.041374399315184e-18,2.7008530061688957e-17,1.188161303710696e-08,1.8126675557074662e-19,3.9365612079991223e-16,2.9825876255451482e-21,3.2133594916571e-25,1.683322392631615e-18,7.053421978339881e-22,8.456354670653947e-23,5.333661858800725e-19,8.16332386716022e-26,4.46433231693667e-27,1.0797287346231411e-28,3.76,0.0,0.6360651982839081,0.9997196183952396,1.1018965457184449e-10,2.423163665134118e-13,2.027925558696416e-09,3.5807160951258494e-08,3.674588606377251e-14,1.3729321234976001e-14,4.71636662419303e-10,4.0043336073240485e-09,2.9535888291931614e-12,9.162039298024518e-13,2.9509441333919405e-16,3.5906972902361134e-17,7.19181325383354e-11,4.640026206904353e-12,2.2002430295972223e-14,1.027593376081454e-12,0.00028036616462420597,2.2907109315911044e-19,1.737407852713449e-20,1.0174787990202176e-19,2.3261092693850285e-24,4.0563401618676555e-26,5.876245548054943e-26,4.705305385594932e-21,6.086668821945134e-22,1.1348266484308197e-22,7.760476210968824e-17
2.6428212639949725e-08,0.6222074630790908,2.6422872563477888e-08,3.6924247550846035e-10,5.125270681181086e-10,5.120703320085377e-09,0.0,0.0,1.3373419076708853e-09,6.548615584256217e-14,4.807289018742416e-10,1.3438613240157112e-08,1.8198346461823924e-16,1.5403405528048078e-23,1.0007094154222792e-15,1.000937804279204e-08,1.389778744011345e-10,2.4318111669045906e-10,1.7674314903683265e-21,8.056039906407996e-29,6.490487724404865e-18,2.880808649398018e-17,1.1935232792769835e-08,2.0068627263842978e-19,4.232340265461518e-16,3.2919737887551436e-21,3.4963394930895257e-25,1.852039155955761e-18,8.022660231350564e-22,9.480190679088608e-23,5.877819650366631e-19,9.117257250354475e-26,4.971743129713047e-27,1.2678212459080788e-28,3.76,0.0,0.6360651971726362,0.9997196176409512,1.1704993105691395e-10,2.6210005474352957e-13,2.1202971300276634e-09,3.672180318423379e-08,3.86265618750617e-14,1.407876747825081e-14,4.791793295548877e-10,4.1045030400515945e-09,3.1438872966276516e-12,9.725533506042224e-13,3.0868747153277213e-16,3.6814129994646595e-17,7.546115726251799e-11,4.885060803864688e-12,2.3042857909227434e-14,1.0803806963220419e-12,0.0002803661644144047,2.485487911205726e-19,1.952956009006125e-20,1.104843127661847e-19,2.5144937867230327e-24,4.443655396747315e-26,6.327319501577288e-26,4.977676267746212e-21,6.626391323685535e-22,1.2178764795450173e-22,7.932431670199536e-17
2.7086312674794973e-08,0.6222074632742174,2.7702126930813743e-08,3.911217932715227e-10,5.408606995071423e-10,5.290903269782687e-09,0.0,0.0,1.3736771443700616e-09,6.886704834935374e-14,5.041864164426659e-10,1.4110708057132357e-08,1.9724818611814292e-16,1.7723093048038983e-23,1.0769313443077516e-15,1.0152864064583468e-08,1.4570034709471355e-10,2.5504746589209215e-10,1.920396012994942e-21,9.380610979643762e-29,6.955138143121249e-18,3.064739970468448e-17,1.1985239939481891e-08,2.215487644650787e-19,4.540004874790032e-16,3.621593415335728e-21,3.7981438992723796e-25,2.031359806799099e-18,9.08960365460026e-22,1.0592172037749945e-22,6.45890731824041e-19,1.0144349212485918e-25,5.5240119297177025e-27,1.482028244902974e-28,3.76,0.0,0.6360651960585707,0.9997196168754371,1.241381862535482e-10,2.8285709975783683e-13,2.215451783813121e-09,3.76364624016254e-08,4.0526665652863285e-14,1.4421126197818426e-14,4.863798037732317e-10,4.204569814981673e-09,3.342670511199851e-12,1.031242428182093e-12,3.225074524571623e-16,3.772038787536132e-17,7.908070663048994e-11,5.137858887073578e-12,2.4115971476075876e-14,1.1344715219818554e-12,0.0002803661642015821,2.6909744381109065e-19,2.18988010439192e-20,1.19711424029559e-19,2.7131154564024995e-24,4.858069540091527e-26,6.794766130957135e-26,5.257301198791298e-21,7.197434316790193e-22,1.3046693812767857e-22,8.097527866860734e-17
2.7744412709640222e-08,0.6222074634704584,2.899736838321853e-08,4.136325660448877e-10,5.698690956167751e-10,5.463778415038364e-09,0.0,0.0,1.4102156496282983e-09,7.233876429092971e-14,5.279700019661849e-10,1.4792592276079855e-08,2.1334150179853604e-16,2.0315357108225485e-23,1.1568079856208522e-15,1.02896961696162e-08,1.5251544083236123e-10,2.670787762485281e-10,2.081269374887281e-21,1.0872040822678382e-28,7.435036526917448e-18,3.2523815270120636e-17,1.203188166616761e-08,2.439126026306826e-19,4.859523363296594e-16,3.9719076458102326e-21,4.1197138590470724e-25,2.2215072705495377e-18,1.02604322754129e-21,1.1796723923016372e-22,7.078060513073196e-19,1.124694072885178e-25,6.1241259698382804e-27,1.7250646550764629e-28,3.76,0.0,0.6360651949416778,0.9997196160991679,1.3145599791519815e-10,3.046013335627123e-13,2.313422648796802e-09,3.8551139072537414e-08,4.244419440378737e-14,1.4756486217980967e-14,4.932494887752537e-10,4.304534037321944e-09,3.5501873954086374e-12,1.0923318777212598e-12,3.365498851104499e-16,3.8625746929617204e-17,8.27762049000389e-11,5.398438094135612e-12,2.5222238981050078e-14,1.189864517210335e-12,0.0002803661639856639,2.907434468583653e-19,2.4497637524177365e-20,1.294421922934356e-19,2.9222814823348364e-24,5.300822245797123e-26,7.278300498667882e-26,5.544141050225713e-21,7.80068247373203e-22,1.39527687159555e-22,8.255896046577848e-17
2.840251274448547e-08,0.6222074636677617,3.030767183524399e-08,4.367718821420681e-10,5.995434004251499e-10,5.639349903071702e-09,0.0,0.0,1.4469596154470969e-09,7.590181055135754e-14,5.520644526847611e-10,1.548381487510089e-08,2.3028268506712785e-16,2.320224468881816e-23,1.2403598427540662e-15,1.042011159929261e-08,1.594188383455787e-10,2.7926735616830303e-10,2.250156736317942e-21,1.2544846138405947e-28,7.929885031128959e-18,3.443469849401367e-17,1.2075387973776361e-08,2.6783617707549197e-19,5.190851975263588e-16,4.343353812803628e-21,4.462023259073944e-25,2.4226921482092778e-18,1.154145676392532e-21,1.3098312543662006e-22,7.736386800872466e-19,1.2427278927338328e-25,6.77521821285572e-27,1.9998313439943779e-28,3.76,0.0,0.6360651938219258,0.9997196153125981,1.3900497978054135e-10,3.273459471357408e-13,2.4142411268199385e-09,3.946583366620087e-08,4.437722111765567e-14,1.508494947399053e-14,4.997998510583155e-10,4.404395812172248e-09,3.766689769370835e-12,1.1558826438730682e-12,3.508103776592123e-16,3.953020755157285e-17,8.654708000445664e-11,5.666811587454106e-12,2.636210518470553e-14,1.2465583475274719e-12,0.00028036616376666184,3.135127974594161e-19,2.7342660859954313e-20,1.3968945666494914e-19,3.1423022348387516e-24,5.773180582043678e-26,7.777626541198104e-26,5.838159744642114e-21,8.437021368776548e-22,1.4897708406036305e-22,8.407681807900186e-17
2.906061277933072e-08,0.6222074638660758,3.1632146172317427e-08,4.605367503231116e-10,6.298749025737643e-10,5.817637447399014e-09,0.0,0.0,1.4839111007303283e-09,7.955669930067987e-14,5.764551139425716e-10,1.6183940778106014e-08,2.4809059252248825e-16,2.6406571620222264e-23,1.3276009894028194e-15,1.0544346634112394e-08,1.664063786924338e-10,2.9160579282206247e-10,2.427156653120218e-21,1.4414199342922782e-28,8.439379142532586e-18,3.637744533071244e-17,1.211597289005039e-08,2.9337784563579727e-19,5.533935647128165e-16,4.736345928513491e-21,4.826078585115544e-25,2.6351129884831556e-18,1.2939111088243077e-21,1.4501440677719714e-22,8.434964418781216e-19,1.3687515540320043e-25,7.480571940176635e-27,2.3094205906491263e-28,3.76,0.0,0.6360651926992847,0.9997196145161654,1.4678678228112876e-10,3.5110351324898493e-13,2.517936958889725e-09,4.03805466517472e-08,4.6323895086290457e-14,1.540662883473814e-14,5.060423554676242e-10,4.504155244524712e-09,3.992432198985888e-12,1.2219558411243692e-12,3.652846160448364e-16,4.0433770144258054e-17,9.039276352963002e-11,5.942988331777096e-12,2.753599242265707e-14,1.304551679822422e-12,0.0002803661635448092,3.374310800451249e-19,3.045123129506183e-20,1.5046590912505157e-19,3.373491295266288e-24,6.276438976510088e-26,8.292439355227892e-26,6.139324366545521e-21,9.107337933898581e-22,1.588223641542085e-22,8.553042556903179e-17
2.9718712814175967e-08,0.6222074640653524,3.29699340232026e-08,4.84924111839592e-10,6.608550448801771e-10,5.998659391233671e-09,0.0,0.0,1.5210720365010744e-09,8.33039476690479e-14,6.011278787315462e-10,1.6892550810482185e-08,2.6678365358054716e-16,2.9951875731096214e-23,1.418539341520388e-15,1.0662635572432198e-08,1.734740562811562e-10,3.0408695039454524e-10,2.612361371228785e-21,1.649592222862509e-28,8.963209535891892e-18,3.8349491960571985e-17,1.2153835596973338e-08,3.205958867668311e-19,5.888708760662287e-16,5.1512752608634625e-21,5.2129186983956275e-25,2.8589565990663947e-18,1.4459945328795538e-21,1.6010643444675156e-22,9.174841173860667e-19,1.502970604480048e-25,8.243625324096115e-27,2.657121375376223e-28,3.76,0.0,0.636065191573726,0.9997196137102912,1.5480309289125056e-10,3.7588600920461124e-13,2.624538290335455e-09,4.1295278497997467e-08,4.8282441792138615e-14,1.5721646166720264e-14,5.119884095315051e-10,4.603812439263863e-09,4.227671849949854e-12,1.2906126971833878e-12,3.799683626143682e-16,4.133643511940109e-17,9.431269069127455e-11,6.22697335575415e-12,2.874430140540155e-14,1.36384318235212e-12,0.00028036616332031413,3.625234538386138e-19,3.38414913708464e-20,1.6178408770240391e-19,3.6161655002970095e-24,6.811919165061868e-26,8.822427280917483e-26,6.447605250240404e-21,9.812520923917976e-22,1.6907081807583105e-22,8.692145228532102e-17
3.037681284902122e-08,0.6222074642655439,3.432021139862873e-08,5.099308512202839e-10,6.924754318716147e-10,6.182432769037844e-09,0.0,0.0,1.5584442310400178e-09,8.714407743379224e-14,6.260691820325036e-10,1.7609241583176748e-08,2.8637986138947826e-16,3.386236707282055e-23,1.5131769421679754e-15,1.0775209857787992e-08,1.8061801926846412e-10,3.167039672224853e-10,2.805857118068239e-21,1.8806478673190811e-28,9.501063748526409e-18,4.03483231026661e-17,1.2189161477330779e-08,3.4954845536083327e-19,6.255095872688324e-16,5.5885109838973975e-21,5.623614531714095e-25,3.0943983903268688e-18,1.611061867629299e-21,1.763048431013375e-22,9.957033478600401e-19,1.6455809427164124e-25,9.067975952148935e-27,3.0464244875960556e-28,3.76,0.0,0.6360651904452229,0.999719612895381,1.6305563616799073e-10,4.017048393820792e-13,2.734071734854601e-09,4.22100296732661e-08,5.025116242643335e-14,1.6030130616098462e-14,5.176493156468493e-10,4.703367501166737e-09,4.472668347534781e-12,1.361914499306942e-12,3.9485745477545985e-16,4.223820289725943e-17,9.830630031230898e-11,6.518767998425132e-12,2.998741201448876e-14,1.424431524739898e-12,0.000280366163093241,3.8881464229420984e-19,3.753237897695718e-20,1.736563704525889e-19,3.870644985890175e-24,7.380970143660684e-26,9.367273790873524e-26,6.7629760473852725e-21,1.0553461388480063e-21,1.7972980066354696e-22,8.82516425402107e-17
3.103491288386647e-08,0.6222074644666054,3.568218721633035e-08,5.355538059174059e-10,7.247278355745399e-10,6.368973366174898e-09,0.0,0.0,1.5960293749306568e-09,9.107761471921875e-14,6.512659932855803e-10,1.833362531564117e-08,3.0689676499705775e-16,3.8162875684577496e-23,1.611510255650282e-15,1.088229733863389e-08,1.878345674267666e-10,3.294502519862115e-10,3.007724389225261e-21,2.136296650678071e-28,1.0052627682630336e-17,4.237147915169672e-17,1.2222123086337034e-08,3.8029354156253955e-19,6.63301242020967e-16,6.048400889176143e-21,6.059268710285137e-25,3.3416027451735913e-18,1.7897892633476975e-21,1.9365551318822643e-22,1.0782525516774333e-18,1.7967688509569826e-25,9.957385292768989e-27,3.4810274476166057e-28,3.76,0.0,0.6360651893137497,0.9997196120718251,1.7154617352439523e-10,4.2857085751093653e-13,2.8465624372842455e-09,4.31248006451786e-08,5.222843309042837e-14,1.6332217087464606e-14,5.230362302699979e-10,4.802820534902986e-09,4.727683642031762e-12,1.4359225434885094e-12,4.099478036749851e-16,4.313907390645352e-17,1.0237303480037065e-10,6.8183701415097825e-12,3.126568409151978e-14,1.4863153779741007e-12,0.00028036616286364113,4.16328924385921e-19,4.154364007610333e-20,1.860949702341148e-19,4.137253230886942e-24,7.984968123359426e-26,9.926659193939616e-26,7.085413776561995e-21,1.1331053148777884e-21,1.908067397484009e-22,8.952279754219713e-17
3.169301291871172e-08,0.6222074646684927,3.705510273026345e-08,5.617897749212001e-10,7.57604199768814e-10,6.5582957766296826e-09,0.0,0.0,1.6338290459994099e-09,9.51050897088809e-14,6.767058072810994e-10,1.906532960681388e-08,3.2835146273017697e-16,4.2878797356062707e-23,1.713530467717239e-15,1.0984121646097614e-08,1.9512014956287895e-10,3.4231947910222544e-10,3.218038229138341e-21,2.418310864376146e-28,1.0617586945568719e-17,4.441656222652574e-17,1.225288105378165e-08,4.1288893247992464e-19,7.02236540016413e-16,6.531272146130859e-21,6.521015102477183e-25,3.600723409493641e-18,1.9828624436910508e-21,2.1220453550679396e-22,1.1652268533218898e-18,1.9567110776713604e-25,1.0915783092201295e-26,3.964839239710954e-28,3.76,0.0,0.6360651881792821,0.9997196112399979,1.8027650277356624e-10,4.564943885979284e-13,2.9620341349654415e-09,4.40395918805018e-08,5.421270372690753e-14,1.6628044899911742e-14,5.281601293592695e-10,4.902171645034992e-09,4.992981879740272e-12,1.5126980864223813e-12,4.252353929009053e-16,4.4039048583803476e-17,1.0651234012547022e-10,7.125774428310013e-12,3.257945821721057e-14,1.5494934144067073e-12,0.00028036616263164447,4.4509012769606595e-19,4.5895841108781993e-20,1.9911193026454694e-19,4.416317100255568e-24,8.625316488173413e-26,1.050026216356509e-25,7.414898856960289e-21,1.214619327718831e-21,2.0230914483956729e-22,9.073675939322115e-17
3.2351112953556974e-08,0.6222074648711649,3.84382308796607e-08,5.886355264402086e-10,7.910966428925203e-10,6.75041345877875e-09,0.0,0.0,1.671844714140946e-09,9.922703637005065e-14,7.023766337276151e-10,1.9803997162247264e-08,3.507605967423408e-16,4.803603783279187e-23,1.8192237889749475e-15,1.1080901676847513e-08,2.0247136056112118e-10,3.5530558344662053e-10,3.436868504797937e-21,2.7285243578784323e-28,1.1195628038638835e-17,4.6481241216925383e-17,1.2281584921711731e-08,4.473921766852656e-19,7.423054023275801e-16,7.037432100455263e-21,7.010018305771782e-25,3.871903898094075e-18,2.1909760711565002e-21,2.31998177938972e-22,1.2567180241129433e-18,2.1255749644255047e-25,1.1947271693357208e-26,4.501984854602921e-28,3.76,0.0,0.6360651870417983,0.9997196104002577,1.8924845747714825e-10,4.854852504493697e-13,3.0805092175947813e-09,4.4954403844986317e-08,5.62024968236502e-14,1.6917756602948105e-14,5.330317793932217e-10,5.001420936017983e-09,5.268829279374866e-12,1.5923023001562524e-12,4.4071627720697986e-16,4.4938127374168385e-17,1.1072366579778535e-10,7.440972469986112e-12,3.392905647817392e-14,1.6139643077519481e-12,0.0002803661623973936,4.751216232380643e-19,5.061038108388508e-20,2.127191204326839e-19,4.7081668879740246e-24,9.303445755547817e-26,1.1087761101224255e-25,7.751415128059893e-21,1.299978257823037e-21,2.1424461570606093e-22,9.18953969664236e-17
3.3009212988402226e-08,0.6222074650745815,3.9830875571900524e-08,6.160878047361457e-10,8.25197459765323e-10,6.945338789204033e-09,0.0,0.0,1.7100777460208967e-09,1.0344399219008984e-13,7.282669857262475e-10,2.0549285484621966e-08,3.7414034868168695e-16,5.366095589279987e-23,1.928571758980524e-15,1.1172851169374347e-08,2.0988493811583214e-10,3.684027545252432e-10,3.664280171660951e-21,3.068831534043135e-28,1.1786439404808787e-17,4.8563255913028474e-17,1.2308373922306884e-08,4.838605514001066e-19,7.834970341687759e-16,7.567169100680794e-21,7.527473073329277e-25,4.155277911600558e-18,2.4148331367919084e-21,2.530828542813128e-22,1.3528144340532895e-18,2.3035186113194956e-25,1.3056130268052595e-26,5.096809640333143e-28,3.76,0.0,0.6360651859012758,0.9997196095529487,1.9846390612817642e-10,5.155527747393875e-13,3.202008785478461e-09,4.586923700322003e-08,5.819640592604069e-14,1.720149693645314e-14,5.376617133516638e-10,5.100568512200125e-09,5.555494013752106e-12,1.6747962293428841e-12,4.563865812599202e-16,4.583631073028873e-17,1.1500646484559197e-10,7.763953039925577e-12,3.531478321932715e-14,1.6797267330849288e-12,0.00028036616216097973,5.064463219340919e-19,5.570950336102225e-20,2.269282343366982e-19,5.0131363595459775e-24,1.0020813539180934e-25,1.1688835345734117e-25,8.094949857009063e-21,1.3892726069444773e-21,2.26620850854838e-22,9.300059349476439e-17
3.366731302324748e-08,0.6222074652787043,4.1232370911700776e-08,6.44143336194863e-10,8.598991222823846e-10,7.143083114553106e-09,0.0,0.0,1.748529409649649e-09,1.0775649792440842e-13,7.543658673564491e-10,2.1300866534142997e-08,3.985064364294359e-16,5.978030570389135e-23,2.04155154880602e-15,1.1260178363045632e-08,2.1735775921152667e-10,3.816054301943631e-10,3.90033353115733e-21,3.4411862988975337e-28,1.2389712345806843e-17,5.066042029901312e-17,1.2333377700285233e-08,5.22351032256833e-19,8.257999850231278e-16,8.120753344099083e-21,8.0746036865579425e-25,4.450969760253913e-18,2.6551443748549654e-21,2.755050951056104e-22,1.4536010141680314e-18,2.490691075755689e-25,1.4246818954818126e-26,5.753883461234477e-28,3.76,0.0,0.6360651847576949,0.9997196086984009,2.0792475119522253e-10,5.467058275829107e-13,3.3265527061219375e-09,4.678409181849218e-08,6.019309399215396e-14,1.747941192025705e-14,5.420602111014181e-10,5.199614477822653e-09,5.853246096614228e-12,1.7602407510003572e-12,4.722424984085905e-16,4.6733599112631626e-17,1.193601937933329e-10,8.094702256885283e-12,3.673692578013084e-14,1.7467793668402544e-12,0.00028036616192247287,5.390866726592347e-19,6.121630713029958e-20,2.4175078701395047e-19,5.3315627941471194e-24,1.0778904513986587e-25,1.230316623920733e-25,8.445493735235549e-21,1.4825933460957168e-21,2.3944565590538857e-22,9.40542357137431e-17
3.432541305809273e-08,0.6222074654834966,4.264208038774974e-08,6.727988347077635e-10,8.951942792156732e-10,7.343656801458043e-09,0.0,0.0,1.787200878822349e-09,1.1216509735568141e-13,7.80662760555468e-10,2.2058426364596973e-08,4.238741118567556e-16,6.642117884816324e-23,2.158136260150616e-15,1.1343085730303267e-08,2.248868364024305e-10,3.949082900240506e-10,4.14508447932009e-21,3.847600973813634e-28,1.3005141818694753e-17,5.2770625089124e-17,1.2356716983869386e-08,5.629202655290984e-19,8.692022061347912e-16,8.698437734177848e-21,8.652663279038711e-25,4.759094791014156e-18,2.9126277028701997e-21,2.993115205710709e-22,1.5591592287206034e-18,2.687232599587138e-25,1.5523982895222268e-26,6.478004665435739e-28,3.76,0.0,0.6360651836110365,0.9997196078369293,2.1763292805187122e-10,5.789528295800725e-13,3.4541596691050757e-09,4.769896875266714e-08,6.219129162002256e-14,1.7751648060166e-14,5.46237283681614e-10,5.298558937019967e-09,6.16235727444054e-12,1.848696536689751e-12,4.882802894748713e-16,4.7629992989238645e-17,1.2378431263982234e-10,8.433203757549971e-12,3.819575521322844e-14,1.8151208868106501e-12,0.0002803661616819642,5.730646617575092e-19,6.71547585951727e-20,2.5719811332517327e-19,5.663787026399245e-24,1.157923038294434e-25,1.2930438060099274e-25,8.80304086567414e-21,1.5800319632641807e-21,2.5272695186093957e-22,9.505820441222629e-17
3.498351309293798e-08,0.6222074656889238,4.4059396026550524e-08,7.020510064311243e-10,9.310757552448926e-10,7.54706928453299e-09,0.0,0.0,1.826093237421624e-09,1.1667033706398634e-13,8.071476114518876e-10,2.2821664740166158e-08,4.502581595467246e-16,7.361094637592153e-23,2.2782952193553307e-15,1.1421769773350098e-08,2.3246931393691735e-10,4.083062483853895e-10,4.39858474620932e-21,4.2901451774100885e-28,1.3632427121744003e-17,5.489183958037212e-17,1.2378504208038485e-08,6.0562454272341785e-19,9.136911053828565e-16,9.300458742543875e-21,9.262933117067868e-25,5.079759814822754e-18,3.188007687308873e-21,3.24548815108109e-22,1.6695670567025853e-18,2.8932748600298305e-25,1.689245616239612e-26,7.2742038619473975e-28,3.76,0.0,0.636065182461283,0.9997196069688351,2.2759040381278252e-10,6.12301775306008e-13,3.584847239208297e-09,4.8613868266067414e-08,6.418979517332033e-14,1.8018351658454147e-14,5.502026610341586e-10,5.3974019938197434e-09,6.4831009230932185e-12,1.9402240170188512e-12,5.044962815657982e-16,4.85254928355763e-17,1.2827828483658585e-10,8.779438859112666e-12,3.969152698439265e-14,1.8847499721455895e-12,0.00028036616143955594,6.084018139303102e-19,7.354970186386444e-20,2.732813669533335e-19,6.0101534877701714e-24,1.2423329845581545e-25,1.357033883361091e-25,9.167588741851965e-21,1.6816805107948458e-21,2.664727832764014e-22,9.60143662553036e-17
3.564161312778323e-08,0.6222074658949516,4.548373752204498e-08,7.318965539844457e-10,9.675365493269758e-10,7.753329112477522e-09,0.0,0.0,1.865207483580693e-09,1.212727662075143e-13,8.338108162938169e-10,2.3590294737474962e-08,4.7767289642728e-16,8.137720122497629e-23,2.4019942649261964e-15,1.149642087756235e-08,2.4010246376675053e-10,4.217944473326337e-10,4.6608821259232075e-21,4.770944683858708e-28,1.4271272479052853e-17,5.702211289220934e-17,1.2398844093509925e-08,6.5051977742494265e-19,9.592535995660379e-16,9.92703726946519e-21,9.906721841951891e-25,5.413063531280885e-18,3.482015034921726e-21,3.5126370389198843e-22,1.7848989820094e-18,3.108941240074009e-25,1.8357265576185184e-26,8.14774750896278e-28,3.76,0.0,0.6360651813084169,0.9997196060944066,2.377991760950741e-10,6.467602522265188e-13,3.7186319077689905e-09,4.952879081736517e-08,6.618746482852233e-14,1.827966821799176e-14,5.539657827715087e-10,5.496143752143055e-09,6.815751949141161e-12,2.0348833483807817e-12,5.208868669066048e-16,4.942009913438951e-17,1.3284157726633492e-10,9.133386712446937e-12,4.1224481652935483e-14,1.9556653033499236e-12,0.0002803661611953324,6.451191943940592e-19,8.042686955471707e-20,2.9001151997554053e-19,6.371010247598306e-24,1.3312768567869375e-25,1.4222561029492226e-25,9.539138219942753e-21,1.787631652358834e-21,2.8069132632320296e-22,9.692456675330353e-17
