Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55)
0.016789683708007156,0.5266026509554589,3.791498364650007e-06,1.4330604255906083e-06,1.6196472234648648e-05,0.00527940749185643,0.0,0.0,0.00039954210735776294,0.0002401735955911384,0.3789824039741356,0.012437978513345225,3.8555375500851555e-08,4.4060941453830656e-21,3.0373286146916926e-16,2.800208945202826e-12,4.722762600288299e-09,0.00036187511149284355,1.9035107091196098e-13,7.873948518596077e-17,1.020416455205206e-08,4.428911546071263e-17,1.5227668249184431e-12,3.2350678091007026e-08,1.736337611935694e-11,1.9103128540281908e-09,1.850032334805302e-14,1.5503077011895586e-12,1.241056543141133e-12,8.303277834404965e-16,9.637241704165413e-11,9.931116007267174e-15,1.1591668069781085e-13,1.9891038550882338e-12,3.76,0.0,0.13625022409431908,0.5736522234135222,0.4165629450979565,5.344004783540518e-07,9.243084327681487e-05,0.391998754120146,7.539111182859224e-16,2.6123669405016587e-17,1.1027945110854132e-13,2.0416711556575824e-08,0.030608711898231944,3.2595437064654398e-06,2.3110492111024e-12,4.726451377270423e-16,3.4091187106503622e-09,1.0763546907357895e-09,2.829864369981921e-10,0.00021586321087532174
0.01685422321736788,0.5267209452793309,3.832440993205425e-06,1.4537907983135526e-06,1.6258827448896967e-05,0.005314230312853732,0.0,0.0,0.00040091752860034897,0.00024141848173575616,0.38018153716505865,0.012571438685940937,3.869343730633598e-08,4.4835782443991734e-21,3.0510484293358836e-16,2.781200010198904e-12,4.7369431805171435e-09,0.00036063704343702413,1.9402598242745418e-13,7.978439410645258e-17,1.027487423027154e-08,4.471384331030668e-17,1.509282383492462e-12,3.233118432350233e-08,1.748152363033544e-11,1.91354845366484e-09,1.8865491278179934e-14,1.571871283935462e-12,1.249942060275373e-12,8.413162505314079e-16,9.668830052485082e-11,9.990226772695907e-15,1.1790512368556026e-13,2.003295063854575e-12,3.76,0.0,0.13504868178484578,0.5723998805521433,0.41772838987579863,5.361532976672362e-07,9.217849892287361e-05,0.3933307708828281,7.490167801103824e-16,2.5953918390067903e-17,1.0955493678059956e-13,2.04834086341188e-08,0.030477846994765995,3.2428203547206353e-06,2.31331719196831e-12,4.730925047982891e-16,3.4120190900098574e-09,1.084605445021663e-09,2.815897537056588e-10,0.00021652265238434468
0.0169187627267286,0.5268386750954421,3.8737396511709565e-06,1.4748580814819051e-06,1.6321525536641713e-05,0.005349003007357549,0.0,0.0,0.0004022917906170936,0.00024266449556113943,0.38137413423214117,0.012705799898600595,3.883082210890941e-08,4.562026493648907e-21,3.064643857530087e-16,2.762214683332382e-12,4.7509437636264036e-09,0.00035938883256183624,1.9777225280042785e-13,8.08384437675354e-17,1.0345441526066538e-08,4.513965654187527e-17,1.4958659640293011e-12,3.230983342426322e-08,1.7599414458091712e-11,1.9166275977265035e-09,1.9236230306178335e-14,1.5936379742906344e-12,1.2587558337029092e-12,8.523816604672153e-16,9.700006750755627e-11,1.0048957663943705e-14,1.199179361011708e-13,2.0173973190991075e-12,3.76,0.0,0.13385282344140495,0.5711527339295875,0.41888821488823696,5.378836324543425e-07,9.192411475405597e-05,0.3946571386299403,7.441667876490223e-16,2.5785703602807974e-17,1.0883583326585945e-13,2.0549755020885933e-08,0.03034695293659624,3.226104573783039e-06,2.3155396411216223e-12,4.73530321237544e-16,3.4148460009961062e-09,1.0928974575037688e-09,2.8019367086900597e-10,0.0002171783307610473
0.016983302236089324,0.5269558399695249,3.915395813895278e-06,1.4962678088473386e-06,1.638456597350365e-05,0.005383722336612324,0.0,0.0,0.0004036648281392448,0.00024391156152253935,0.3825601901438374,0.012841065532467732,3.8967505897122154e-08,4.6414396433954646e-21,3.0781116841149067e-16,2.7432535518251236e-12,4.764761530580808e-09,0.0003581305462483403,2.015912160131118e-13,8.190162120596953e-17,1.0415857621634887e-08,4.5566515735362404e-17,1.4825175500424243e-12,3.22866371603594e-08,1.771702732568046e-11,1.91954998440113e-09,1.9612584362385035e-14,1.6156075963994757e-12,1.2674952385890938e-12,8.635231493135612e-16,9.730764442941765e-11,1.0107297934682324e-14,1.2195519859721108e-13,2.0314072408974567e-12,3.76,0.0,0.13266265328599408,0.5699107845362301,0.4200424192193819,5.395913221932079e-07,9.166767146202508e-05,0.39597785576146444,7.393611140643613e-16,2.5619024109799836e-17,1.0812213804922689e-13,2.0615732866687614e-08,0.03021602713837649,3.2093958620507836e-06,2.317715097489682e-12,4.739582859069845e-16,3.417597226474241e-09,1.1012306259083787e-09,2.7879814148246704e-10,0.0002178302292023707
0.017047841745450047,0.5270724393978433,3.957410816589166e-06,1.5180255080350813e-06,1.6447948035953272e-05,0.005418385045686735,0.0,0.0,0.00040503657453945887,0.0002451596021782167,0.38373969979501216,0.012977238962876128,3.910346315296352e-08,4.7218177960676116e-21,3.091448690049348e-16,2.7243172168762433e-12,4.778393661020593e-09,0.00035686225107120327,2.0548420284287686e-13,8.297390579231003e-17,1.0486113629819736e-08,4.5994380119391925e-17,1.4692371257740464e-12,3.226160739728378e-08,1.7834340112947357e-11,1.9223153341773143e-09,1.999459449809558e-14,1.6377799269554041e-12,1.2761576431761224e-12,8.747397666994959e-16,9.76109552956673e-11,1.0165236771718174e-14,1.2401697805486515e-13,2.045321430846975e-12,3.76,0.0,0.1314781756359222,0.5686740334545736,0.42119100187746666,5.41276207576602e-07,9.140915032821161e-05,0.39729292059716237,7.345997215592213e-16,2.545387859854371e-17,1.0741384855750804e-13,2.0681323694460726e-08,0.03008506699907132,3.1926937409093438e-06,2.319842076931094e-12,4.743760928048927e-16,3.4202705151138607e-09,1.1096048237325797e-09,2.774031203160202e-10,0.0002184783308909073
0.01711238125481077,0.5271884729560429,3.999785977203106e-06,1.5401368619232935e-06,1.6511670942228027e-05,0.005452987853770504,0.0,0.0,0.00040640696089249665,0.0002464085372255368,0.38491265796265356,0.013114323556102318,3.923866865995538e-08,4.8031607833157244e-21,3.1046515996101856e-16,2.705406273857336e-12,4.791837326600866e-09,0.00035558401228292933,2.0945258774815265e-13,8.405527834547335e-17,1.0556200552489404e-08,4.642320911741518e-17,1.4560246776090666e-12,3.223475615580646e-08,1.795133067962009e-11,1.924923403001362e-09,2.0382302292435893e-14,1.6601546671214425e-12,1.2847404048103855e-12,8.860305633558448e-16,9.790992493300459e-11,1.0222763365562251e-14,1.2610333933110325e-13,2.059136462025884e-12,3.76,0.0,0.1302993949637061,0.5674424819161321,0.42233396174690885,5.429381312041848e-07,9.114853239802545e-05,0.3986023313285166,7.298825789477049e-16,2.5290265986090595e-17,1.0671096231556347e-13,2.074650902420295e-08,0.029954069890986732,3.1759977241184025e-06,2.321919073043384e-12,4.747834313520764e-16,3.42286358143795e-09,1.1180199186751514e-09,2.7600856141550854e-10,0.0002191226189834882
0.017176920764171492,0.5273039401434967,4.042522625105894e-06,1.5626077130528756e-06,1.6575733878503198e-05,0.005487527450396278,0.0,0.0,0.0004077759158083581,0.00024765828298363223,0.3860790592881994,0.013252322666580912,3.937309679975333e-08,4.885468114606992e-21,3.117717097073886e-16,2.686521323587093e-12,4.80508968755436e-09,0.0003542958936533116,2.1349778136764287e-13,8.514571804604017e-17,1.062610926275882e-08,4.685296141512312e-17,1.4428801938383606e-12,3.220609563026916e-08,1.8067976458467937e-11,1.9273739877135098e-09,2.0775749335613747e-14,1.6827314287963863e-12,1.293240869606342e-12,8.973945515409642e-16,9.820447731265022e-11,1.0279866834043431e-14,1.282143426441879e-13,2.0728488758155473e-12,3.76,0.0,0.12912631591909673,0.5662161313231813,0.42347129757084645,5.445769379071695e-07,9.088579836657711e-05,0.39990608599811345,7.252096556938295e-16,2.5128185211723877e-17,1.0601347702377636e-13,2.081126999073578e-08,0.029823033158465156,3.159307323145689e-06,2.323944545773668e-12,4.751799840059443e-16,3.425374088783766e-09,1.1264757754495986e-09,2.746144185193767e-10,0.00021976307661480585
0.017241460273532214,0.5274188404596869,4.085621973327561e-06,1.5854438833622357e-06,1.6640135827290665e-05,0.0055220005012038085,0.0,0.0,0.0004091433659521984,0.00024890875300481957,0.3872388983032991,0.013391239637840007,3.9506719555875117e-08,4.968738632987624e-21,3.1306419241491404e-16,2.667662997460528e-12,4.81814789415376e-09,0.00035299795779434646,2.176211728021873e-13,8.624519136154828e-17,1.0695830529223278e-08,4.7283593116590035e-17,1.4298036638814933e-12,3.2175638153149314e-08,1.8184253882034263e-11,1.929666918574482e-09,2.1174973276019708e-14,1.7055097494891432e-12,1.3016563755369723e-12,9.0883063804226e-16,9.849453140004599e-11,1.0336536180667848e-14,1.303500353856666e-13,2.0864551875683244e-12,3.76,0.0,0.12795894329456398,0.5649949832167466,0.42460300797848327,5.461924743572216e-07,9.062092926450617e-05,0.40120418252667306,7.205809078982955e-16,2.4967634751186833e-17,1.053213904026426e-13,2.0875586580540032e-08,0.029691954124659425,3.1426220660808594e-06,2.325916926321542e-12,4.755654273972438e-16,3.427799660566176e-09,1.1349722351884909e-09,2.732206466131632e-10,0.00022039968690602428
0.017305999782892937,0.5275331734028291,4.129085060198835e-06,1.6086511949164786e-06,1.6704875545434007e-05,0.005556403649153875,0.0,0.0,0.0004105092359603815,0.0002501598581317594,0.38839216943378685,0.013531077800161016,3.9639509428623866e-08,5.052970625884869e-21,3.1434227384068827e-16,2.6488319076345875e-12,4.831009098055886e-09,0.00035169026630616336,2.218241709159838e-13,8.735366712928686e-17,1.0765355018938702e-08,4.771506137446875e-17,1.4167950792084813e-12,3.2143396187341816e-08,1.830013934384261e-11,1.931802058687181e-09,2.1580011021393257e-14,1.728489090905619e-12,1.3099842546122198e-12,9.203377189594726e-16,9.878000859935469e-11,1.039276048453176e-14,1.3251045493126157e-13,2.099951888876368e-12,3.76,0.0,0.12679728201814763,0.5637790392714611,0.4257290914908163,5.477845890736812e-07,9.035390661923197e-05,0.40249661871484144,7.1599629259711605e-16,2.4808613115280556e-17,1.046346998854809e-13,2.093943918178996e-08,0.029560830096727837,3.1259414851342073e-06,2.327834620342234e-12,4.759394332758466e-16,3.4301378874234546e-09,1.143509112983222e-09,2.7182720090134704e-10,0.00022103243297551083
0.01737053929225366,0.5276469384513921,4.172912935837637e-06,1.6322356884627198e-06,1.6769951780534006e-05,0.005590733514789983,0.0,0.0,0.0004118734483085894,0.00025141150646447094,0.38953886700047524,0.013671840468824975,3.977143866337533e-08,5.1381616568077686e-21,3.1560561145803245e-16,2.6300286661119095e-12,4.843670451863823e-09,0.000350372879843921,2.2610824049873732e-13,8.847111419763379e-17,1.0834673296926047e-08,4.8147322818149186e-17,1.403854432485519e-12,3.210938232325249e-08,1.841560867856431e-11,1.933779304247532e-09,2.199089975930592e-14,1.7516688365222671e-12,1.3182218342825405e-12,9.319146471606967e-16,9.906083045617781e-11,1.044852876235325e-14,1.346956319873652e-13,2.1133354488231536e-12,3.76,0.0,0.1256413371513197,0.562568301293874,0.42684954652273854,5.493531324646461e-07,9.008471164681252e-05,0.40378339224230514,7.114557668871776e-16,2.465111881588526e-17,1.039534031592005e-13,2.1002807981756622e-08,0.029429658369658284,3.1092651162040592e-06,2.3296960092655055e-12,4.763016681372997e-16,3.4323863201320595e-09,1.1520862238905657e-09,2.7043403678201417e-10,0.00022166129794758978
0.017435078801614382,0.5277601350750439,4.217106660291937e-06,1.6562035382718273e-06,1.683536320900196e-05,0.0056249866955787094,0.0,0.0,0.0004132359234050907,0.00025266360325360606,0.3906789852166201,0.013813530943390244,3.990247761970271e-08,5.2243092563657296e-21,3.1685387369541753e-16,2.6112539215699906e-12,4.856129095674736e-09,0.00034904585807158777,2.304748528891875e-13,8.959748939864065e-17,1.0903775822596805e-08,4.8580331503475037e-17,1.3909817179136392e-12,3.207360927961531e-08,1.8530637223589174e-11,1.9355985854361397e-09,2.2407674169658265e-14,1.7750482885993873e-12,1.3263664377801863e-12,9.435602176962408e-16,9.933691310213612e-11,1.0503829937686171e-14,1.3690559282241837e-13,2.1266023134403323e-12,3.76,0.0,0.12449111389272581,0.5613627712263248,0.4279643713800413,5.5089795688648e-07,8.981332535941176e-05,0.405064500664488,7.069592859540303e-16,2.4495150298162683e-17,1.0327749815529821e-13,2.1065671854367223e-08,0.029298436225723676,3.0925924960645318e-06,2.3314994493617066e-12,4.766517933274198e-16,3.4345424720502627e-09,1.160703375189515e-09,2.6904110961568296e-10,0.00022228626495476633
0.017499618310975105,0.5278727627315803,4.261667065827454e-06,1.6805607443654424e-06,1.690110820860725e-05,0.0056591597659291235,0.0,0.0,0.0004145965795814435,0.00025391605084318445,0.39181251818711016,0.013956152505827275,4.0032596010151e-08,5.311410548499017e-21,3.180867265105421e-16,2.592508318724816e-12,4.868382166909492e-09,0.0003477092597113576,2.3492544114144104e-13,9.073274527555132e-17,1.097265294856642e-08,4.9014041334631814e-17,1.3781769312077293e-12,3.203608990367074e-08,1.864519976535648e-11,1.9372598672497027e-09,2.2830365934568026e-14,1.7986266646983741e-12,1.3344153852457144e-12,9.552731579859936e-16,9.960817253269525e-11,1.0558652939662995e-14,1.3914034907684013e-13,2.1397489058422977e-12,3.76,0.0,0.12334661757792745,0.5601624511486903,0.4290735642593187,5.524189167125942e-07,8.953972969114855e-05,0.4063399414099331,7.025067922061782e-16,2.4340705566081675e-17,1.0260698243644134e-13,2.1128009614278936e-08,0.02916716093620686,3.075923180490263e-06,2.3332432682949173e-12,4.769894646484659e-16,3.4366038206220017e-09,1.169360337813838e-09,2.6764837623842514e-10,0.00022290731714371382
0.017564157820335827,0.5279848208653783,4.306594958955831e-06,1.7053135153031787e-06,1.6967185135056887e-05,0.005693249274441549,0.0,0.0,0.000415955332729212,0.00025516874826139925,0.3929394598948712,0.014099708416200318,4.0161763577148246e-08,5.399461120619721e-21,3.193038219644371e-16,2.5737924908223187e-12,4.880426809455649e-09,0.0003463631425159737,2.3946150569262277e-13,9.187683745881238e-17,1.1041294906603572e-08,4.944840615300435e-17,1.365440069701862e-12,3.199683718606653e-08,1.87592706394966e-11,1.93876315445776e-09,2.3259007215079545e-14,1.822403083594106e-12,1.3423659948453028e-12,9.670521573402214e-16,9.987452652139921e-11,1.0612986687827168e-14,1.4139990220783886e-13,2.1527716242972055e-12,3.76,0.0,0.1222078536951339,0.5589673432942956,0.43017712323594787,5.539158686512473e-07,8.926390632524298e-05,0.4076097117623732,6.980982279246087e-16,2.4187782619804142e-17,1.0194185374126074e-13,2.1189800224368518e-08,0.02903582976477392,3.0592567286367856e-06,2.3349257681372924e-12,4.773143326689425e-16,3.4385678058733597e-09,1.1780568825943278e-09,2.662557936117407e-10,0.00022352443768744747
0.01762869732969655,0.5280963089095918,4.35189110420086e-06,1.730468227425058e-06,1.703359219842348e-05,0.005727251752085969,0.0,0.0,0.00041731209704499523,0.00025642159218649933,0.39405980423935716,0.01424420191755534,4.028994895514226e-08,5.4884566940099236e-21,3.205048198810653e-16,2.5551070931947055e-12,4.892260166309134e-09,0.0003450075636007367,2.440845701408193e-13,9.302971273796116e-17,1.1109691843688761e-08,4.988337832702793e-17,1.3527711319318694e-12,3.195586421331411e-08,1.8872823799265945e-11,1.940108479633102e-09,2.3693628006438132e-14,1.8463765928579438e-12,1.3502155848771837e-12,9.788958621593028e-16,1.0013588959265551e-10,1.0666820063534884e-14,1.436842482637467e-13,2.165666850972337e-12,3.76,0.0,0.12107482783638313,0.5577774500020353,0.43127504630304936,5.553886710741516e-07,8.898583685888237e-05,0.4088738089044413,6.93733537306176e-16,2.4036379525361723e-17,1.0128210986884277e-13,2.1251021722403034e-08,0.028904439972423156,3.0425926997185116e-06,2.3365452265844316e-12,4.776260426829631e-16,3.440431827279493e-09,1.1867927637492336e-09,2.648633186036402e-10,0.00022413760978572434
0.017693236839057273,0.528207226290847,4.397556123133183e-06,1.756031294495795e-06,1.7100327378713333e-05,0.005761163707604234,0.0,0.0,0.00041866678444142755,0.0002576744763179195,0.3951735450149678,0.014389636230099324,4.041711977688145e-08,5.578392561080422e-21,3.2168937899810333e-16,2.5364527891059128e-12,4.90387937430162e-09,0.0003436425792969628,2.4879616245697254e-13,9.419131144352502e-17,1.117783379887463e-08,5.031890928259965e-17,1.3401701177842313e-12,3.191318419251748e-08,1.8985832572250713e-11,1.941295910883139e-09,2.413425571328676e-14,1.870546148149626e-12,1.3579614745364917e-12,9.908028523905374e-16,1.0039217472914789e-10,1.0720141912875218e-14,1.459933706544585e-13,2.1784309479009724e-12,3.76,0.0,0.11994754572501598,0.5565927737455751,0.4323673313495174,5.568371844906266e-07,8.870550328219956e-05,0.4101322298901305,6.894126579412336e-16,2.388649412033108e-17,1.0062774847455976e-13,2.1311651637664555e-08,0.02877298881704828,3.025930664411531e-06,2.338099888398962e-12,4.779242334064453e-16,3.4421932388158567e-09,1.1955677090049402e-09,2.634709088938695e-10,0.00022474681667506317
0.017757776348417995,0.5283175724335769,4.443590557371818e-06,1.7820091000779082e-06,1.7167388571842373e-05,0.005794981624024284,0.0,0.0,0.00042001930420121364,0.0002589272908679097,0.3962806758941883,0.014536014545533087,4.054324321682976e-08,5.669263130651051e-21,3.228571538405991e-16,2.5178302406313404e-12,4.915281573841398e-09,0.0003422682450911389,2.535978067771165e-13,9.536157237115689e-17,1.1245710685248477e-08,5.0754949931874756e-17,1.3276370288848542e-12,3.1868810469670576e-08,1.9098269893664627e-11,1.9423255582234922e-09,2.4580916535803617e-14,1.8949105949073414e-12,1.3656009855378623e-12,1.0027716607172276e-15,1.0064329479124826e-10,1.077294107592548e-14,1.4832724270224859e-13,2.191060254615362e-12,3.76,0.0,0.11882601323609467,0.5554133171552905,0.4334539761437706,5.582612719535084e-07,8.84228878568165e-05,0.41138497162222215,6.851355195563573e-16,2.3738123970608207e-17,9.997876726279414e-14,2.1371667461247812e-08,0.028641473555701326,3.0092702035542333e-06,2.339587979041173e-12,4.782085400333118e-16,3.44384937301407e-09,1.204381436440938e-09,2.620785229138649e-10,0.00022535204164316614
0.017822315857778718,0.5284273467032209,4.489994856182592e-06,1.8084080625380355e-06,1.7234773561946532e-05,0.005828701968566653,0.0,0.0,0.0004213695641933103,0.00026017992367008625,0.3973811904727985,0.014683340035162858,4.0668285591984126e-08,5.7610616689955204e-21,3.240077971552385e-16,2.499240114946126e-12,4.9264639245443624e-09,0.0003408846160451891,2.584910317586565e-13,9.654042958148339e-17,1.1313312336182454e-08,5.1191450185537555e-17,1.3151718676603838e-12,3.182275647742599e-08,1.92101081244286e-11,1.943197558721717e-09,2.5033634310190007e-14,1.919468704980089e-12,1.3731314431050936e-12,1.0148007469692645e-15,1.0088916205175206e-10,1.082520640081427e-14,1.5068582362228707e-13,2.203551097566751e-12,3.76,0.0,0.11771023633592247,0.5542390829574635,0.43453497838216143,5.59660798217306e-07,8.81379732172285e-05,0.41263203090602024,6.809020423851853e-16,2.359126631390947e-17,9.933516394736023e-14,2.1431046372973197e-08,0.028509891451234268,2.9926109146748955e-06,2.341007704852792e-12,4.78478593816904e-16,3.445397535368871e-09,1.2132336508686456e-09,2.606861203694695e-10,0.00022595326802454473
0.01788685536713944,0.528536548506927,4.53676930932435e-06,1.8352349026817527e-06,1.7302479800871452e-05,0.0058623211881358266,0.0,0.0,0.00042271746981995185,0.00026143225964110357,0.3984750822496696,0.014831615843048348,4.0792211904102126e-08,5.853780928314967e-21,3.2514096567978187e-16,2.4806830969300355e-12,4.937423589644021e-09,0.0003394917466430861,2.6347742991029935e-13,9.77278064509877e-17,1.1380628480903017e-08,5.162835847591135e-17,1.3027746379093304e-12,3.177503575902107e-08,1.9321319028818743e-11,1.9439120843994746e-09,2.5492429202571095e-14,1.9442191546983967e-12,1.380550177339508e-12,1.0268885117445159e-15,1.0112968615710092e-10,1.087692675428671e-14,1.5306906011099045e-13,2.2158997862810134e-12,3.76,0.0,0.11660022111087558,0.5530700740049437,0.43561033566617907,5.61035630201796e-07,8.785074203685478e-05,0.4138734044221543,6.767121513303353e-16,2.3445918549822474e-17,9.869693608507001e-14,2.1489764569934245e-08,0.028378239771005825,2.975952395091724e-06,2.34235723896645e-12,4.787340186413396e-16,3.4468349741105465e-09,1.222124021744319e-09,2.592936607478554e-10,0.00022655047921090157
0.017951394876500163,0.5286451772355863,4.583914229766993e-06,1.8624963468985241e-06,1.7370504771975887e-05,0.0058958357088377015,0.0,0.0,0.0004240629242019372,0.0002626841806303153,0.3995623446250456,0.0149808450838271,4.091498760909642e-08,5.947414322380406e-21,3.262563107626279e-16,2.4621598656950094e-12,4.948157720559858e-09,0.00033808969081196034,2.685585989611195e-13,9.892362956984166e-17,1.1447648741467262e-08,5.2065623707514583e-17,1.2904453448830938e-12,3.17256619678855e-08,1.9431874270894223e-11,1.94446934339598e-09,2.595732316360474e-14,1.9691605198997392e-12,1.3878545246850911e-12,1.0390333514685425e-15,1.0136477691877595e-10,1.0928090917195721e-14,1.5547689713939264e-13,2.2281026144812963e-12,3.76,0.0,0.1154959737669428,0.5519062932775812,0.4366800455031511,5.623856371153936e-07,8.756117700145165e-05,0.4151090887227198,6.725657701443439e-16,2.3302078038007932e-17,9.806408134345387e-14,2.1547798363403178e-08,0.028246515791204945,2.959294251132943e-06,2.3436347293364137e-12,4.789744338263747e-16,3.448158907733087e-09,1.2310522198253617e-09,2.579011042689952e-10,0.00022714365866380884
0.018015934385860886,0.5287532322468168,4.631429892371853e-06,1.8901990033910527e-06,1.7438845953508556e-05,0.00592924193301553,0.0,0.0,0.0004254058282541196,0.00026393556488054064,0.4006429708857368,0.015131030836765516,4.103657720693482e-08,6.041953778201043e-21,3.273534838755991e-16,2.443671107771334e-12,4.958663479660384e-09,0.0003366785018902773,2.737360939993347e-13,1.0012782067095794e-16,1.1514362616475541e-08,5.250319336239584e-17,1.2781839952835815e-12,3.167464888225112e-08,1.9541745032136058e-11,1.94486958584519e-09,2.6428335594149436e-14,1.9942912576571094e-12,1.3950418303741647e-12,1.0512335848905103e-15,1.0159434366490034e-10,1.0978687697368272e-14,1.579092673664579e-13,2.2401558586662982e-12,3.76,0.0,0.11439750064722273,0.5507477439016865,0.4377441052921502,5.637106908554206e-07,8.726926105693228e-05,0.4163390802105092,6.684628044522571e-16,2.31597415108155e-17,9.743659762217272e-14,2.1605123822669944e-08,0.028114716799859156,2.942636094921116e-06,2.344838310820386e-12,4.791994564883784e-16,3.4493665448441305e-09,1.2400179153091775e-09,2.565084115192807e-10,0.00022773278993365768
0.01808047389522161,0.5288607128963897,4.679316224695542e-06,1.9183496230855436e-06,1.750750026618467e-05,0.005962536242760189,0.0,0.0,0.00042674608082152285,0.0002651862874379713,0.4017169542207743,0.015282176146016997,4.1156943040100466e-08,6.137389411550177e-21,3.2843214198886014e-16,2.4252175265703606e-12,4.968938054989031e-09,0.0003352582328116725,2.7901149972403227e-13,1.0134028583515387e-16,1.1580759495398888e-08,5.294101276967503e-17,1.2659905968796519e-12,3.162201038939088e-08,1.965090155349455e-11,1.945113099734636e-09,2.690547846288792e-14,2.019609714913712e-12,1.4021094499991286e-12,1.0634874262015345e-15,1.0181829315851806e-10,1.1028705964281581e-14,1.6036607984113604e-13,2.2520557815236524e-12,3.76,0.0,0.1133048082134151,0.5495944291331907,0.43880251233853407,5.650106657934167e-07,8.697497785074052e-05,0.4175633751551099,6.644031546396404e-16,2.301890552046929e-17,9.681448224489285e-14,2.166171606999074e-08,0.027982840098789593,2.9259775572060465e-06,2.3459660886798295e-12,4.79408696920286e-16,3.4504550416940166e-09,1.2490207186531502e-09,2.551155444303173e-10,0.0002283178566622402
0.01814501340458233,0.5289676185280294,4.727573004866995e-06,1.9469552421685335e-06,1.7576464352958634e-05,0.005995715002802253,0.0,0.0,0.00042808357813579244,0.00026643622049847576,0.40278428773624614,0.015434284020344498,4.127604737897196e-08,6.233711865493456e-21,3.2949193183182145e-16,2.406799819875171e-12,4.978978638305078e-09,0.0003338289362563989,2.8438648277362125e-13,1.0256093048489037e-16,1.1646828669943937e-08,5.337902771326957e-17,1.2538651583760683e-12,3.156776047259498e-08,1.9759313501854716e-11,1.945200207246229e-09,2.73887640717425e-14,2.0451141366454185e-12,1.4090547506176816e-12,1.0757930458219926e-15,1.0203653149220312e-10,1.1078134543655351e-14,1.628472286864408e-13,2.2637986350190246e-12,3.76,0.0,0.11221790302736159,0.548446352340638,0.4398552638692857,5.662854385799745e-07,8.667831124983302e-05,0.41878196970761983,6.603867274951162e-16,2.2879566840712604e-17,9.61977322411797e-14,2.1717549926277695e-08,0.027850883007836145,2.9093182831021295e-06,2.3470161212224297e-12,4.796017557341899e-16,3.4514214825698347e-09,1.2580602078565474e-09,2.5372246595589255e-10,0.00022889884258648133
0.018209552913943054,0.5290739484770982,4.776200248331645e-06,1.9760228266507998e-06,1.764573527412469e-05,0.006028774560441743,0.0,0.0,0.0004294182142787488,0.0002676852333156371,0.40384496445600776,0.015587357432501517,4.1393852734308855e-08,6.3309111215144016e-21,3.305325039862318e-16,2.388418693716995e-12,4.988782421345841e-09,0.0003323906646504211,2.898626646797178e-13,1.0378966144226657e-16,1.1712559333568288e-08,5.381718307424667e-17,1.2418076900018302e-12,3.1511913207191406e-08,1.9866950759805083e-11,1.9451312647633457e-09,2.7878205793747058e-14,2.070802664020225e-12,1.415875111854562e-12,1.0881486079981353e-15,1.0224896521194891e-10,1.112696226346933e-14,1.6535261095437323e-13,2.275380661645547e-12,3.76,0.0,0.11113679175084001,0.5473035170045965,0.4409023570329279,5.675348881723831e-07,8.637924471303064e-05,0.41999485990074475,6.564134192393576e-16,2.274172187891624e-17,9.558634546992996e-14,2.1772600186421484e-08,0.027718842865609127,2.892657909419643e-06,2.3479864650052202e-12,4.797782346551296e-16,3.4522629700132494e-09,1.2671360067248924e-09,2.523291383617101e-10,0.00022947573154547557
0.018267638472367703,0.5291691526646719,4.820281346949711e-06,2.0025843346766872e-06,1.7708338724160073e-05,0.0060584232110686646,0.0,0.0,0.00043061685168300205,0.00026880844749952023,0.4047938761096407,0.015725951464770477,4.1498734776848487e-08,6.4191310658566946e-21,3.3145230484050743e-16,2.3719075494647482e-12,4.997401058215576e-09,0.00033108858966854647,2.948790731060128e-13,1.0490234706764591e-16,1.177141849117175e-08,5.421159613038335e-17,1.2310140921669075e-12,3.1460296643339205e-08,1.9963136554714446e-11,1.944936116921657e-09,2.83239734304966e-14,2.0940781247156413e-12,1.4219044594154477e-12,1.0993097322298522e-15,1.0243511412729668e-10,1.117038427748646e-14,1.6762807802953707e-13,2.285663865941311e-12,3.76,0.0,0.11016875098245936,0.5462794496168462,0.44183990055514577,5.686376433810702e-07,8.610801971532449e-05,0.4210815804696734,6.52874211658558e-16,2.26189351922196e-17,9.504068089718137e-14,2.18214541918792e-08,0.027599933545284557,2.8776623451642957e-06,2.3487900254188726e-12,4.799225579683243e-16,3.45291105615816e-09,1.275334927241644e-09,2.5107490030680315e-10,0.00022999141543642257
