Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73)
2.165019150047165e-06,0.75812468328513,0.00027880933842728097,2.049310145914888e-05,0.00013077897445789972,0.0013786968336903026,0.0,0.0,5.1070740592997434e-05,7.945641837161378e-08,2.6319440511582147e-05,2.2449432397562325e-07,1.540876505537256e-09,2.0278196815130253e-13,3.887304897788243e-10,1.5285935182317294e-07,1.0280755922254689e-07,1.0280682211983948e-07,1.4534840251706245e-09,3.1670377367467e-11,7.94776943009266e-06,1.692659809732029e-11,4.2338148148201944e-09,1.9117719637912734e-11,2.7653721775364112e-12,4.158698155593684e-06,2.9160138805427277e-09,2.6993513771137345e-09,6.530257930355192e-15,4.264524251905302e-14,2.8490546747572594e-11,4.2512567823591506e-13,1.0616018845464548e-08,3.8356849406476937e-13,3.76,0.0,0.6526596591958019,0.9986196989208324,0.0003941243632971907,1.4587631389749913e-08,0.08365066951812679,0.08375744429593279,1.1272051667160109e-08,1.6733015756837104e-11,0.0009566753551005914,7.898956985058717e-06,3.439422085130854e-05,7.149069370636536e-05,9.358932659356876e-06,0.0009573452115349033,0.0008990859527132487,0.0032292100424008915,9.959123247266423e-06,0.00013411145177458155,1.873455630551495e-06,5.346573998618669e-09,1.460771717499641e-06,2.297039706213297e-06,4.682499889769108e-07
2.1822028063891704e-06,0.7582183819217453,0.00028598175166163044,2.1074056929843684e-05,0.00013390767816749962,0.0014200718082009558,0.0,0.0,5.210938339927607e-05,8.14026654697525e-08,2.73123104078652e-05,2.3412623638836603e-07,1.6049392420374813e-09,2.2131770361570574e-13,4.135069354956728e-10,1.5847355617959113e-07,1.0707699266071574e-07,1.0718356126530591e-07,1.541925292943269e-09,3.2999872930578253e-11,8.073252307010514e-06,1.7312024472986584e-11,4.3896131245357146e-09,2.04763560425379e-11,2.8975441991079647e-12,4.334432920381159e-06,3.0101735276256587e-09,2.872877400981821e-09,7.119634968985137e-15,4.6572023348937695e-14,3.039761565681207e-11,4.455277152763121e-13,1.0954461899591757e-08,4.1137049505239454e-13,3.76,0.0,0.651967316482745,0.9986089735430395,0.00040532226987731554,1.5266380051412393e-08,0.08427060899308715,0.08438097744514049,1.1355640874032121e-08,1.685792428313365e-11,0.000956665085413739,8.161109852539749e-06,3.565442999557966e-05,7.324965925717803e-05,9.589428437339457e-06,0.00098560423426035,0.0009256242851693508,0.00325267429605873,1.029941159029087e-05,0.00013614088264380817,1.9343586547659658e-06,5.5180344708045135e-09,1.5091204643544776e-06,2.3563693111708298e-06,4.95583933029324e-07
2.1993864627311757e-06,0.7583121724341357,0.0002933126128596075,2.166940309766455e-05,0.00013710415895454246,0.0014624672189249485,0.0,0.0,5.316973703839089e-05,8.339513002912214e-08,2.8337815177899185e-05,2.4411257519995494e-07,1.6716997253705633e-09,2.4145792933183554e-13,4.397401029327127e-10,1.6426447123057752e-07,1.1150428938247388e-07,1.1171985824813867e-07,1.635448438162387e-09,3.437782583073182e-11,8.19973390288828e-06,1.7707750019756436e-11,4.5503187867395024e-09,2.192484988304282e-11,3.035763775526168e-12,4.5166558725206e-06,3.106968780101656e-09,3.0567157866568753e-09,7.758801643940723e-15,5.084118488392776e-14,3.2424058065377563e-11,4.668443745369256e-13,1.1302286879909452e-08,4.4107299512033487e-13,3.76,0.0,0.6512742606743551,0.9985980041248296,0.0004167898582299674,1.597256591906284e-08,0.08488979290272783,0.08500386304352217,1.1439128283201552e-08,1.6982723674642072e-11,0.0009566545820547605,8.430762126262777e-06,3.695360138468926e-05,7.504573514130557e-05,9.82481656263882e-06,0.001014555364890251,0.000952810881042902,0.003276123718566012,1.0649618803688435e-05,0.00013818452167798316,1.996973327031211e-06,5.694764574652978e-09,1.5588374597143963e-06,2.417092011932942e-06,5.243828841034746e-07
2.216570119073181e-06,0.7584060585850249,0.00030080514773168227,2.227947068127234e-05,0.00014036984456783813,0.0015059043084906993,0.0,0.0,5.425225640170807e-05,8.543504889204606e-08,2.9396901768114e-05,2.5446460445945226e-07,1.7412781668669713e-09,2.6333470362920883e-13,4.675095547353278e-10,1.7023694761150968e-07,1.1609494377453156e-07,1.1642071760801993e-07,1.7343334221033738e-09,3.580579102848779e-11,8.327216907072465e-06,1.8114213737985044e-11,4.7160664312916895e-09,2.3468796239396846e-11,3.1803116416018913e-12,4.7055812096063335e-06,3.206465729016837e-09,3.25143605325951e-09,8.451726533292254e-15,5.5481079667042e-14,3.457693348518937e-11,4.89115267419724e-13,1.1659729213996661e-08,4.728003800041109e-13,3.76,0.0,0.6505804634938427,0.9985867852653029,0.0004285330376289697,1.6707173052805322e-08,0.08550821789008038,0.08562610070360226,1.1522513444923847e-08,1.7107415449734716e-11,0.0009566438398534421,8.708105046448476e-06,3.829277149395323e-05,7.687964381850164e-05,1.0065193869055452e-05,0.001044213128689012,0.0009806592141905863,0.0032995591932433307,1.1009999184929341e-05,0.00014024237506237014,2.061342047379737e-06,5.8769206876844435e-09,1.6099566555702163e-06,2.479241605694284e-06,5.547196290938211e-07
2.233753775415186e-06,0.7585000442077499,0.0003084626448184479,2.290459774605195e-05,0.00014370619151151412,0.001550404718972887,0.0,0.0,5.5357404279306164e-05,8.752369477388527e-08,3.0490541906005608e-05,2.65193905887209e-07,1.8138003768327256e-09,2.8709046322208864e-13,4.968989205358246e-10,1.7639595450711863e-07,1.208546474347524e-07,1.212912819268111e-07,1.8388751828369638e-09,3.7285368875014454e-11,8.455704190065727e-06,1.85318763058541e-11,4.886993979249034e-09,2.5114123698447954e-11,3.3314823437215214e-12,4.90142977588514e-06,3.30873199619829e-09,3.4576371741529278e-09,9.202680578475745e-15,6.052229817060019e-14,3.6863700808651365e-11,5.123817106245301e-13,1.202702980508189e-08,5.066849728196722e-13,3.76,0.0,0.6498858961382833,0.9985753114451853,0.00044055784397025333,1.74712188163766e-08,0.0861258805031383,0.08624769001902578,1.1605795896756904e-08,1.7232001215314053e-11,0.0009566328535138017,8.993334343326308e-06,3.967300144084815e-05,7.875212111877943e-05,1.0310659052817338e-05,0.0010745923309703428,0.0010091830115008138,0.0033229816260029062,1.1380812981324397e-05,0.00014231445051358932,2.127508167055294e-06,6.064663516224701e-09,1.662512766979541e-06,2.542852812199003e-06,5.866703497154466e-07
2.2509374317571914e-06,0.7585941332075178,0.00031628845655279407,2.354512985671329e-05,0.00014711468555988656,0.001595990498780424,0.0,0.0,5.648565145577872e-05,8.966237732700675e-08,3.161973269555424e-05,2.763123871580675e-07,1.8893980265450926e-09,3.128788047828982e-13,5.279960922591057e-10,1.827465821512877e-07,1.2578929701932565e-07,1.2633683528453431e-07,1.9493844189293723e-09,3.8818206383013575e-11,8.585198812684923e-06,1.8961221099665046e-11,5.063242713181714e-09,2.6867113779600005e-11,3.4895849639060077e-12,5.104429268571744e-06,3.41383676652306e-09,3.6759490150538203e-09,1.0016259511997813e-14,6.59978377765453e-14,3.929224020293542e-11,5.366867995444493e-13,1.2404435145244845e-08,5.4286753645052e-13,3.76,0.0,0.6491905292693596,0.9985635770243634,0.0004528704423994468,1.8265755054233453e-08,0.08674277719277382,0.08686863056430898,1.1688975163285137e-08,1.7356482671418445e-11,0.000956621617643766,9.286650331963568e-06,4.1095377510135245e-05,8.066391644793015e-05,1.056131270446272e-05,0.0011057080621580937,0.0010383962571655007,0.0033463919458861513,1.1762326514727752e-05,0.00014440075731689264,2.1955160072724796e-06,6.2581582054460005e-09,1.7165412871533229e-06,2.607961301660589e-06,6.203147729551218e-07
2.2681210880991967e-06,0.7586883295626771,0.00032428600033258104,2.4201420232565188e-05,0.00015059684227854183,0.001642684109628566,0.0,0.0,5.763747680511379e-05,9.185244423775175e-08,3.2785497225589246e-05,2.878322903881878e-07,1.9682089221613534e-09,3.408653230175702e-13,5.60893428187834e-10,1.892940443624708e-07,1.309050024363162e-07,1.3156280679421746e-07,2.0661884133420897e-09,4.040599853493209e-11,8.715704035660193e-06,1.9402755259951915e-11,5.244957348617395e-09,2.8734421489880925e-11,3.654943883726945e-12,5.314814450798627e-06,3.521850820759428e-09,3.907033838727966e-09,1.0897407940492089e-14,7.194328399528945e-14,4.18708761802654e-11,5.620754847641368e-13,1.2792197430356342e-08,5.814978078282713e-13,3.76,0.0,0.6484943330039828,0.9985515762394267,0.0004654771299896177,1.9091869315414606e-08,0.08735890431061392,0.08748892189458929,1.1772050755838148e-08,1.7480861616042225e-11,0.0009566101267298376,9.588258008629041e-06,4.256101168755425e-05,8.261579299428622e-05,1.0817257341090848e-05,0.0011375757029193137,0.0010683131969987268,0.0033697911056126896,1.2154812308201915e-05,0.0001465013063643139,2.2654108782264032e-06,6.4575744519801e-09,1.7720785027449785e-06,2.6746037235895864e-06,6.557363278988506e-07
2.285304744441202e-06,0.7587826373260058,0.0003324587596035351,2.487382990548651e-05,0.00015415420755155208,0.001690508433594538,0.0,0.0,5.88133673845196e-05,9.409528235737767e-08,3.398888519132738e-05,2.9976620083008156e-07,2.050377291051492e-09,3.7122850915867124e-13,5.956879661447852e-10,1.9604368111440952e-07,1.3620809540194704e-07,1.369747742171597e-07,2.1896318995501256e-09,4.205048962980976e-11,8.847223329695201e-06,1.9857010805354886e-11,5.4322861066178135e-09,3.072309707512115e-11,3.827899590360712e-12,5.532827371419638e-06,3.6328465689879827e-09,4.151587879180068e-09,1.1851445207264724e-14,7.839700477378162e-14,4.4608401906560046e-11,5.885946517859533e-13,1.3190574676754186e-08,6.227350661426126e-13,3.76,0.0,0.6477972769047959,0.9985393032011641,0.00047838433846991387,1.9950686126247234e-08,0.0879742581068741,0.0881085635453746,1.185502217220397e-08,1.7605139950179183e-11,0.0009565983751184295,9.898367148692436e-06,4.4071042202096105e-05,8.46085279366334e-05,1.1078597438976071e-05,0.0011702109293696588,0.001098948342801555,0.0033931800821409975,1.2558549214643588e-05,0.00014861611019371173,2.337239098349547e-06,6.663086619152047e-09,1.8291615093398201e-06,2.7428177365589877e-06,6.930223091932533e-07
2.302488400783207e-06,0.7588770606260168,0.00034081028495206307,2.5562727880613635e-05,0.00015778835811473176,0.0017394867802559583,0.0,0.0,6.0013818527059144e-05,9.639231886797021e-08,3.5230973529312496e-05,3.1212705578052274e-07,2.13605408108533e-09,4.0416071405124155e-13,6.324816461627685e-10,2.0300096114177785e-07,1.4170513837677106e-07,1.4257846766019854e-07,2.320077971996197e-09,4.375347467018693e-11,8.979760386009501e-06,2.0324545796273646e-11,5.625380787492705e-09,3.2840609038011304e-11,4.0088095271943885e-12,5.758717591894022e-06,3.746898084610312e-09,4.410342988364682e-09,1.2884093168064024e-14,8.540035880007186e-14,4.751410481408119e-11,6.162932041133901e-13,1.3599830839651025e-08,6.667487371466037e-13,3.76,0.0,0.6470993299705564,0.9985267518919548,0.0004915986370058504,2.0843368314066345e-08,0.08858883472815,0.08872755503229235,1.1937888896336887e-08,1.7729319683098824e-11,0.0009565863570545842,1.0217192406060853e-05,4.5626634076854715e-05,8.664291265317069e-05,1.134543946654012e-05,0.0012036297183512581,0.0011303164767722188,0.0034165598772408616,1.29738225473669e-05,0.00015074518302872275,2.4110480138126933e-06,6.8748738548894884e-09,1.8878282271423635e-06,2.812642038938125e-06,7.322640474078213e-07
2.3196720571252124e-06,0.7589716036682789,0.0003493441952076571,2.6268491299764838e-05,0.00016150090209483652,0.001789642893911237,0.0,0.0,6.12393339329499e-05,9.874502248434542e-08,3.651286706598599e-05,3.24928153706097e-07,2.2253972734249953e-09,4.3986918028149227e-13,6.713815430250099e-10,2.1017148458030708e-07,1.4740293389972272e-07,1.4837977335658476e-07,2.4579090431017008e-09,4.55168007905654e-11,9.113319127384999e-06,2.0805945550396815e-11,5.824396845655751e-09,3.5094868498111367e-11,4.198048991541747e-12,5.992742420484706e-06,3.864081138953194e-09,4.6840683585666425e-09,1.4001506024176304e-14,9.299791877179449e-14,5.059779358716718e-11,6.452221498257921e-13,1.4020235933268066e-08,7.137190358615223e-13,3.76,0.0,0.6464004606264055,0.9985139161631772,0.0005051267350319911,2.1771118384217333e-08,0.08920263021516572,0.08934589585083831,1.202065039805957e-08,1.7853402937865167e-11,0.0009565740666610877,1.0544953414150654e-05,4.72289796884494e-05,8.871975293140942e-05,1.1617891917676672e-05,0.0012378483527830557,0.0011624326559608157,0.0034399315180778283,1.3400924212638353e-05,0.00015288854081964314,2.4868860182664102e-06,7.0931202123584056e-09,1.948117416858815e-06,2.8841164006267326e-06,7.735570865750916e-07
2.3368557134672176e-06,0.7590662707367535,0.0003580641785545284,2.6991505607623907e-05,0.00016529347955459482,0.0018410009608810086,0.0,0.0,6.24904257593786e-05,1.0115490469298202e-07,3.783569918011824e-05,3.381831635912413e-07,2.3185722093946265e-09,4.785771480892467e-13,7.125001090716089e-10,2.1756098564089747e-07,1.5330853433892342e-07,1.543847375321033e-07,2.603527849163478e-09,4.7342368728989975e-11,9.247903719739147e-06,2.1301823912282323e-11,6.02949346562711e-09,3.7494254973457304e-11,4.3960120821804e-12,6.2351671540125015e-06,3.984473236476259e-09,4.973572323725042e-09,1.5210302368150332e-14,1.0123771065991412e-13,5.3869826593751646e-11,6.754346917834209e-13,1.445206615268695e-08,7.638376501324166e-13,3.76,0.0,0.6457006367140161,0.9985007897325822,0.0005189754851377698,2.2735179952720437e-08,0.08981564050047898,0.0899635854761255,1.2103306132759645e-08,1.7977391957108384e-11,0.0009565614979049651,1.0881874888391229e-05,4.8879299335001655e-05,9.083986917889631e-05,1.1896065345421737e-05,0.0012728834270836248,0.001195312216767532,0.003463296057809832,1.384015284415548e-05,0.00015504620128525742,2.5648025728189085e-06,7.318014773374277e-09,2.01006869577142e-06,2.957281695821789e-06,8.170013691961154e-07
2.354039369809223e-06,0.7591610661951489,0.000366973993652088,2.7732164720697292e-05,0.00016916776304344537,0.001893585616889536,0.0,0.0,6.376761470867312e-05,1.0362352102904808e-07,3.9200632479332475e-05,3.5190613451371546e-07,2.415751932020749e-09,5.205250401150623e-13,7.559554276813202e-10,2.251753353171797e-07,1.5942925207903416e-07,1.6059957035809763e-07,2.7573585075787003e-09,4.9232134343409956e-11,9.383518584248827e-06,2.181282457925129e-11,6.240833639186844e-09,4.004764366827006e-11,4.603112699578979e-12,6.486265327415537e-06,4.108153650591529e-09,5.2797042431047175e-09,1.6517599609556077e-14,1.1017147006699841e-13,5.7341141839197355e-11,7.0698632160676e-13,1.4895603997409624e-08,8.173084676417496e-13,3.76,0.0,0.6449998254816284,0.9984873661815429,0.0005331518860071977,2.3736839237088397e-08,0.09042786140614172,0.0905806233626332,1.2185855541080584e-08,1.8101289109059565e-11,0.0009565486446440577,1.1228186730256864e-05,5.057884181263786e-05,9.300409663463712e-05,1.2180072395962721e-05,0.0013087518526663634,0.0012289707794833596,0.0034866545761961837,1.429181393945869e-05,0.0001572181839556323,2.6448482262456937e-06,7.549751774645508e-09,2.073722554001098e-06,3.032179936850776e-06,8.627014290092807e-07
2.371223026151228e-06,0.7592559944882885,0.000376077470763857,2.8490871199060023e-05,0.00017312545815384393,0.001947421954524907,0.0,0.0,6.507143011466682e-05,1.0615247239260689e-07,4.060885949095288e-05,3.6611150545253666e-07,2.517117542858983e-09,5.659717303625542e-13,8.01871477851248e-10,2.3302054412589132e-07,1.6577267016591798e-07,1.6703064999308944e-07,2.919847627958585e-09,5.118811017456377e-11,9.520168410049503e-06,2.233962248594291e-11,6.458584243683425e-09,4.2764434356438327e-11,4.819785601855235e-12,6.746318971371217e-06,4.235203460103469e-09,5.603356470853729e-09,1.793105096126474e-14,1.198549168514302e-13,6.102328852297057e-11,7.399349175788659e-13,1.5351138396613758e-08,8.743483491545774e-13,3.76,0.0,0.6442979935739697,0.9984736389523171,0.0005476630854131979,2.4777426607907087e-08,0.09103928864131627,0.09119700894395648,1.2268298048606757e-08,1.8225096893859562e-11,0.0009565355006157858,1.1584124132820232e-05,5.23288850004801e-05,9.521328558109122e-05,1.2470027842978395e-05,0.0013454708635069383,0.001263424252872156,0.0035100081802191038,1.4756219998263117e-05,0.0001594045102158939,2.727074635426123e-06,7.788530736902579e-09,2.1391203709545595e-06,3.108854309105919e-06,9.107665918315477e-07
2.3884066824932334e-06,0.7593510601434972,0.00038537851289435516,2.9268036420909838e-05,0.00017716830408299404,0.0020025355307767127,0.0,0.0,6.640241002708332e-05,1.0874340640510927e-07,4.206160336740984e-05,3.8081411533351375e-07,2.6228585747457443e-09,6.151959031035229e-13,8.503784103103218e-10,2.411027648793812e-07,1.7234665343038865e-07,1.7368452671471373e-07,3.0914654798156856e-09,5.3212367057216774e-11,9.657858167535537e-06,2.288292524996377e-11,6.68291612150164e-09,4.565458195593655e-11,5.04648751968946e-12,7.015618878246305e-06,4.365705586278142e-09,5.945466415124136e-09,1.94588851808784e-14,1.3034804926559274e-13,6.492846028288382e-11,7.743408466249063e-13,1.5818964836089238e-08,9.351879509451912e-13,3.76,0.0,0.643595107022061,0.9984596013452998,0.0005625163832673053,2.585831820391361e-08,0.0916499177998461,0.09181274163255637,1.2350633065542666e-08,1.8348817950153275e-11,0.0009565220593854667,1.1949927687817817e-05,5.4130736454077495e-05,9.746830155659841e-05,1.2766048622301012e-05,0.001383058021782759,0.0012986888387928066,0.0035333580047179703,1.5233690662694568e-05,0.00016160520335100844,2.811534586001111e-06,8.03455659696167e-09,2.2063044319513366e-06,3.1873492071149676e-06,9.613111847925382e-07
2.4055903388352386e-06,0.7594462677720003,0.0003948810969334907,3.0064080759938435e-05,0.0001812980741998334,0.0020589523746497437,0.0,0.0,6.776110129376196e-05,1.113980188073006e-07,4.356011860643504e-05,3.9602921331759853e-07,2.733173381136996e-09,6.684975078232585e-13,9.016128356169368e-10,2.4942829548951176e-07,1.7915936011388658e-07,1.8056792714371738e-07,3.272707219639277e-09,5.530703578169405e-11,9.796593122288469e-06,2.34434746811619e-11,6.914004160694073e-09,4.8728628895176344e-11,5.283698333605353e-12,7.2944648766492764e-06,4.4997448305507375e-09,6.307018690576799e-09,2.1109949277228003e-14,1.417154589374075e-13,6.906953021609657e-11,8.102670705285209e-13,1.6299385486838628e-08,1.0000725995427162e-12,3.76,0.0,0.6428911312329127,0.998445246516131,0.0005777192347254674,2.6980937613436343e-08,0.09225974435778082,0.09242782081951074,1.2432859986386347e-08,1.8472455061980896e-11,0.0009565083143977481,1.2325843494217813e-05,5.598573400721658e-05,9.977002556809082e-05,1.3068253866891263e-05,0.0014215312235842138,0.0013347810368601427,0.003556705213036478,1.572455285941061e-05,0.00016382028859158424,2.8982820132457278e-06,8.288039842781092e-09,2.2753179450258123e-06,3.2677102717851387e-06,1.0144547542936436e-06
2.422773995177244e-06,0.7595416220703404,0.0004045892748079366,3.087943376552815e-05,0.00018551657661709716,0.0021166989948521293,0.0,0.0,6.914805964053532e-05,1.1411805489969198e-07,4.5105691786279664e-05,4.117724693373735e-07,2.848269542720323e-09,7.261993166971736e-13,9.557181247053346e-10,2.580035818021209e-07,1.8621925402004035e-07,1.8768775856179963e-07,3.464094180308918e-09,5.747430880775355e-11,9.936378849661253e-06,2.402204835715059e-11,7.1520273767803865e-09,5.1997739378494844e-11,5.531922317234971e-12,7.583166114867497e-06,4.637407912881088e-09,6.689047368239158e-09,2.2893754408393685e-14,1.5402666811094552e-13,7.3460087770711e-11,8.477792565498187e-13,1.6792709335321547e-08,1.069263222132439e-12,3.76,0.0,0.6421860309791096,0.9984305674727985,0.0005932792533506748,2.8146757625198508e-08,0.09286876367085496,0.09304224587426668,1.2514978189596748e-08,1.8596011165978314e-11,0.0009564942589815697,1.2712123268278095e-05,5.789524638203708e-05,0.00010211935430393579,1.3376764942116003e-05,0.001460908704697309,0.0013717176491431537,0.0035800509976828643,1.6229140943584843e-05,0.00016604979316071463,2.987372023150202e-06,8.549196651566928e-09,2.3462050578991705e-06,3.349984428857875e-06,1.0703222930364013e-06
2.439957651519249e-06,0.7596371278218084,0.0004145071746389384,3.1714534345789656e-05,0.0001898256547682697,0.002175802387556153,0.0,0.0,7.056384974856423e-05,1.1690531102676482e-07,4.669964231618892e-05,4.280599848871008e-07,2.9683642920115566e-09,7.886485915031559e-13,1.012844722358908e-09,2.668352204611283e-07,1.935351172172409e-07,1.9505111332511184e-07,3.6661752259381394e-09,5.971644203294591e-11,1.0077221250047514e-05,2.4619461267799863e-11,7.397168995718958e-09,5.547373566457982e-11,5.791689450404672e-12,7.882041353480893e-06,4.778783510766725e-09,7.092638326837984e-09,2.4820525215587792e-14,1.67356490653458e-13,7.811447760667442e-11,8.869458926154327e-13,1.729925231532075e-08,1.1430373361613948e-12,3.76,0.0,0.6414797703882891,0.9984155570727734,0.0006092042143331423,2.9357302051630198e-08,0.09347697097191968,0.09365601614439387,1.2596987037255084e-08,1.871948935889912e-11,0.0009564798862778509,1.310902445507742e-05,5.986067380736906e-05,0.00010451720034674453,1.3691705481317497e-05,0.0015012090464572782,0.0014095157848989428,0.003603396581003396,1.6747796844728948e-05,0.0001682937463218811,3.0788609137017675e-06,8.818249030975919e-09,2.419010875115268e-06,3.4342199286130515e-06,1.1290444764768657e-06
2.4571413078612544e-06,0.7597327898978893,0.00042463900190596615,3.2569830953443856e-05,0.00019422718798921116,0.0022362900442298673,0.0,0.0,7.200904532892493e-05,1.197616361061e-07,4.834332320236574e-05,4.449083040718448e-07,3.0936849566725797e-09,8.562188673133245e-13,1.0731504741038872e-09,2.759299618013482e-07,2.011160633185844e-07,2.026652733752608e-07,3.879528175388717e-09,6.20357566177418e-11,1.021912656486612e-05,2.5236567531520002e-11,7.649616538055677e-09,5.916913647864723e-11,6.063556806103075e-12,8.19141926745301e-06,4.92396229892388e-09,7.518931709886594e-09,2.690125285659101e-14,1.8178541843335472e-13,8.304784052989125e-11,9.27838407257135e-13,1.7819337441404688e-08,1.2216901019216864e-12,3.76,0.0,0.6407723129325115,0.9984002080199748,0.0006255020577687585,3.06141476279845e-08,0.09408436136832714,0.09426913095533983,1.2678885874720168e-08,1.8842892905471117e-11,0.000956465189290422,1.3516810341503386e-05,6.18834486451907e-05,0.000106964492385973,1.4013201421662357e-05,0.0015424511816726604,0.0014481928653407236,0.0036267432158692743,1.7280870214323947e-05,0.0001705521794279371,3.1728061963591284e-06,9.095424963474576e-09,2.493781475333924e-06,3.520466386862442e-06,1.1907579090755481e-06
2.4743249642032596e-06,0.7598286132597215,0.0004349890406155902,3.3445781774547336e-05,0.0001987230921042281,0.0022981899595374174,0.0,0.0,7.348422919423545e-05,1.2268893320363894e-07,5.003812182965603e-05,4.623344249212805e-07,3.2244694223130667e-09,9.293118607781834e-13,1.1368009670319368e-09,2.852947127689366e-07,2.0897155136682687e-07,2.1053771484969387e-07,4.104761297850911e-09,6.443464086983763e-11,1.0362101393292632e-05,2.587426218626791e-11,7.909561904254809e-09,6.309719768664446e-11,6.3481100156342545e-12,8.511638758009373e-06,5.07303698964742e-09,7.969124492968975e-09,2.9147752023370624e-14,1.974000347767332e-13,8.827615660885631e-11,9.70531294481105e-13,1.8353294943957693e-08,1.3055354421239529e-12,3.76,0.0,0.6400636214175284,0.9983845128617057,0.0006421808919965083,3.191892599071112e-08,0.09469092983926725,0.09488158961018725,1.2760674030277574e-08,1.8966225246600686e-11,0.0009564501609148416,1.3935750170678e-05,6.3965036025091e-05,0.00010946217543013273,1.4341381040257346e-05,0.0015846544006192405,0.0014877666284380633,0.003650092186377147,1.7828718575228033e-05,0.00017282512597118963,3.2692666177112096e-06,9.380958553914257e-09,2.5705639287750826e-06,3.6087748272732875e-06,1.255605380725728e-06
2.491508620545265e-06,0.7599246029595734,0.00044556165447490187,3.434285492007176e-05,0.00020331532001635302,0.0023615306393058593,0.0,0.0,7.498999332710022e-05,1.2568916115630567e-07,5.1785460759187063e-05,4.80355810973915e-07,3.3609666155659253e-09,1.0083595113068752e-12,1.2039698850738454e-09,2.9493653986830847e-07,2.1711140035334163e-07,2.186761127933905e-07,4.3425148840470845e-09,6.691555219016659e-11,1.0506152709770367e-05,2.653348305830641e-11,8.177201461217613e-09,6.72719553676847e-11,6.645964816524317e-12,8.843049274622887e-06,5.226102373860599e-09,8.444473165831068e-09,3.1572722251171325e-14,2.142934568193402e-13,9.381629058876586e-11,1.015102243755715e-12,1.890146240574663e-08,1.3949072327271668e-12,3.76,0.0,0.63935365797195,0.9983684639856678,0.0006592489969955645,3.3273325738706596e-08,0.09529667123305563,0.09549339138941319,1.2842350814782632e-08,1.9089490007938968e-11,0.0009564347938447257,1.4366119257795678e-05,6.610693448661024e-05,0.00011201121101841762,1.4676374990518119e-05,0.001627838357103165,0.0015282551337474312,0.003673444808563372,1.8391707472824895e-05,0.0001751126216346018,3.3683021813105974e-06,9.67509018036927e-09,2.649406314806265e-06,3.6991977250638894e-06,1.3237361337565616e-06
2.50869227688727e-06,0.76002076414233,0.00045636128806877485,3.5261528620334816e-05,0.00020800586230156504,0.0024263411085560455,0.0,0.0,7.652693894514206e-05,1.2876433624323464e-07,5.358679854218986e-05,4.989904031375442e-07,3.503437008253602e-09,1.0938261639669331e-12,1.2748393792622873e-09,3.0486267213434646e-07,2.2554580440148748e-07,2.270883459738161e-07,4.593462896785713e-09,6.948101908330331e-11,1.065128788233516e-05,2.7215212711863644e-11,8.452736129995003e-09,7.170827142935464e-11,6.9577686880171715e-12,9.186011147435974e-06,5.383255362866554e-09,8.946296534061947e-09,3.418981385090004e-14,2.325658086866581e-13,9.968603972409571e-11,1.0616322753122961e-12,1.9464184899989385e-08,1.490160569560467e-12,3.76,0.0,0.6386423840363121,0.9983520536167878,0.0006767148278427379,3.467909458123432e-08,0.09590158026437323,0.0961045355506513,1.2923915521297176e-08,1.9212691008823878e-11,0.000956419080613985,1.48081991073486e-05,6.831067662931204e-05,0.000114612577431543,1.5018316338776022e-05,0.0016720230745924565,0.0015696767672709892,0.0036968024311322158,1.897021062787219e-05,0.00017741470434413397,3.4699741696711652e-06,9.97806664829628e-09,2.7303577396649038e-06,3.791789052114283e-06,1.3953061409214677e-06
