Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499)
2.022500340768708e-06,0.9505179686805579,0.0014499453124649801,0.0007315603599508942,0.0007737542655666024,0.008681470224924702,0.0,0.0,0.00021714283284005617,1.1942843535435868e-06,0.0050423542632047616,0.0002664348822048238,1.902179226155634e-05,2.2428429989615383e-10,8.155532751815802e-08,6.100404253360731e-06,0.0007373439335426451,0.0005493721647329031,1.6282195835227535e-05,2.5740518438705104e-07,0.002033321724938097,4.5676538547901175e-08,4.613524537245985e-07,5.232550428608499e-07,3.4532351442478455e-08,0.003177621003175898,5.070571389187983e-07,6.072632365296269e-06,1.8123868671449238e-07,1.0063998426958487e-08,1.6221127791135639e-07,2.570926115744727e-10,1.952678791499601e-07,5.319649606162886e-08,3.76,0.0,0.0886319467842236,0.9867019687584782,0.005720447963975064,0.00013836126869223435,0.45576804223971745,0.47580662593391526,1.084126171131578e-06,5.367449841654724e-09,0.0029840045278662635,0.000685192682806424,0.0023694170296478237,3.640060127308138e-05,2.475216800303926e-06,0.003260626004950536,0.006069026515252589,0.03011345589996097,0.0005674605126165861,0.0011280331324179029,8.211300083764219e-06,7.985974543709693e-07,5.42785817382303e-06,8.114075703427103e-07,4.261712037569803e-05,9.886610212765507e-06,0.001320156246998831,7.2538483699031424e-06,0.000480139495298199,5.685193735059827e-10,0.0008979880115952522,1.4476533959804734e-06,4.639158160444229e-08,0.00011770245269805037,7.0214862818869325e-09,1.4898003978420354e-09,6.3165825930289e-14,2.4245027005760143e-10,2.449369208179196e-10,1.6027317866143093e-08,1.3433533547297412e-14,2.282499836046421e-07,3.5882667480594478e-12,7.766907123282095e-11,3.0592432993458917e-12,5.182251658936726e-08,2.1453500771591802e-07,2.3285721022819917e-07,7.83097783650242e-10,1.684790856539542e-06,4.268311418750162e-05,4.65425399666474e-09
2.0427015996377226e-06,0.9508369210462347,0.0014589654225509838,0.0007416979512189081,0.0007764889418501599,0.008826694500651383,0.0,0.0,0.00022019788128615413,1.2187606911928018e-06,0.005214300884007086,0.0002758351257234451,1.961558797252305e-05,2.332414186653355e-10,8.418919430019383e-08,6.213750662764187e-06,0.0007514700217203763,0.0005634919246609606,1.7047888471804596e-05,2.639749956697102e-07,0.002070758342902538,4.660577744114259e-08,4.7215221297635633e-07,5.43992098956891e-07,3.532310320974771e-08,0.0032896850149053093,5.121051814638691e-07,6.263294224309348e-06,1.905311875528431e-07,1.04857531938057e-08,1.6700347148582564e-07,2.6198572277238635e-10,1.9668564723555873e-07,5.402899084539242e-08,3.76,0.0,0.08689663519662162,0.9864374889174018,0.005848103392310092,0.0001415751264450393,0.4569290519355758,0.4775043613363549,1.0868913764740024e-06,5.3811773180919006e-09,0.0029832048273011154,0.0006925937378704708,0.0024099938378682813,3.603921197147328e-05,2.451409740101005e-06,0.0033033994740282887,0.006136053095794395,0.030280731112476558,0.0005738791923368691,0.0011511368234557113,8.276908369054263e-06,8.188789638751217e-07,5.473290654593737e-06,8.080354289921382e-07,4.358544896507873e-05,1.0093952072481584e-05,0.0013687261527577964,7.434054111851481e-06,0.000488329452242262,5.625486594914641e-10,0.0009233388033392985,1.5110661761341939e-06,4.799072142152376e-08,0.00011922034397957773,7.107931189526399e-09,1.526013079887841e-09,6.469936470983662e-14,2.524694749257734e-10,2.546725916916316e-10,1.6447247191932108e-08,1.375938361940422e-14,2.323801065621056e-07,3.654069473005755e-12,7.731304523719187e-11,3.114372627231572e-12,5.3315123273561156e-08,2.1690734814591026e-07,2.409527345849739e-07,8.023806202647054e-10,1.7566108655866232e-06,4.50585757886445e-05,4.911655060010118e-09
2.0629028585067372e-06,0.9511510793852963,0.001467538352513495,0.0007516177797674982,0.0007789665358211994,0.008971822834022383,0.0,0.0,0.00022328340802281853,1.2436497791597242e-06,0.005389188714868586,0.0002854063435079339,2.0212195006067337e-05,2.4227834744393783e-10,8.683926457704472e-08,6.325748371913202e-06,0.0007656125425318222,0.0005777248016291312,1.7834732872940417e-05,2.705583748388339e-07,0.0021084412759789814,4.754187708449927e-08,4.829392619136915e-07,5.651636515338892e-07,3.612073991968805e-08,0.003403712142547451,5.170293272624202e-07,6.45699172192778e-06,2.0015503265695104e-07,1.0917806174649439e-08,1.7181561672471786e-07,2.66831871372387e-10,1.980338133340766e-07,5.48576514341189e-08,3.76,0.0,0.08519408743211013,0.9861705414465775,0.0059763008931667345,0.00014481946707236676,0.45805569002830987,0.47917361833665906,1.0895747482503544e-06,5.394498783923107e-09,0.0029823976586037977,0.0006997523251708005,0.0024499349751976782,3.56677966494484e-05,2.4269601348022412e-06,0.0033457449560912894,0.006201787096084502,0.03044738469622155,0.0005800976682266707,0.0011743522167142223,8.339681153071541e-06,8.394097498610056e-07,5.516809216928784e-06,8.04437585882013e-07,4.454326014380173e-05,1.0298343305225262e-05,0.0014182539434773162,7.612937890305241e-06,0.0004965249202240426,5.564295887416098e-10,0.0009490214429417826,1.5761656588753029e-06,4.961731345499271e-08,0.00012069753624122543,7.191864201264922e-09,1.56191827402187e-09,6.621981019355365e-14,2.6256567527408094e-10,2.644696646646195e-10,1.6871204739244386e-08,1.4082440310108998e-14,2.3645615164824827e-07,3.7190345717990255e-12,7.693623239481635e-11,3.1687701151141934e-12,5.4828078500899694e-08,2.1923410821725896e-07,2.492319219978725e-07,8.217476892080681e-10,1.829810218572573e-06,4.752569708088783e-05,5.1788704479945706e-09
2.083104117375752e-06,0.9514605254694587,0.0014756629328414002,0.0007613129868777879,0.0007811896389371484,0.00911681785199194,0.0,0.0,0.00022639861317118583,1.2689539978145663e-06,0.005566977020286728,0.00029514640450750354,2.081102270669881e-05,2.5138186265008974e-10,8.950304196248569e-08,6.436310028275144e-06,0.0007797671848559823,0.0005920660457028757,1.864258970921652e-05,2.771504151146173e-07,0.0021463649905101028,4.848465552548979e-08,4.937051696263244e-07,5.867643340850192e-07,3.6925098294246196e-08,0.003519670763750448,5.218279985399435e-07,6.653688442151134e-06,2.1011540314491893e-07,1.13601183857369e-08,1.7664339201099424e-07,2.7162789779272057e-10,1.9931247444411505e-07,5.568243419210728e-08,3.76,0.0,0.08352374952402428,0.9859012131478436,0.006104995849808212,0.0001480940330105497,0.4591486581463097,0.48081493544280146,1.0921779562827493e-06,5.407422502752262e-09,0.002981583284243144,0.0007066651439998598,0.002489208166804579,3.528694710259386e-05,2.4019055993854007e-06,0.003387651318473835,0.006266210016179981,0.030613418636579574,0.0005861127477594536,0.0011976712701403758,8.399598981282832e-06,8.601846544022371e-07,5.558400358529934e-06,8.006217126226427e-07,4.548945335392631e-05,1.0499554922185369e-05,0.001468730401813407,7.790288138492634e-06,0.0005047239354281589,5.501716089559998e-10,0.0009750303138662652,1.6429510476153895e-06,5.127090794788574e-08,0.000122133087676269,7.273234042263383e-09,1.5974732061027018e-09,6.772535175828532e-14,2.72721059553106e-10,2.7431102800196166e-10,1.7299014321295435e-08,1.4402319013030312e-14,2.404749396466388e-07,3.7831108722640716e-12,7.653939368079011e-11,3.22239348249842e-12,5.6361061319560207e-08,2.2151463018483227e-07,2.576957402016368e-07,8.411866036941634e-10,1.9043312291187977e-06,5.0085862587545634e-05,5.4560406437931286e-09
2.1033053762447665e-06,0.9517653394646098,0.001483338560043169,0.0007707771114172713,0.00078316111979243,0.009261642955967965,0.0,0.0,0.0002295426500986415,1.2946752718355508e-06,0.005747622892102087,0.0003050530473939919,2.141147701164313e-05,2.605384806746484e-10,9.217801541099437e-08,6.545351385504909e-06,0.0007939297137516787,0.0006065108886496979,1.9471286790750633e-05,2.8374621202717944e-07,0.002184523864649324,4.9433929311038735e-08,5.044415262423009e-07,6.087883683841104e-07,3.773601112399421e-08,0.0036375275997665955,5.264997896655699e-07,6.8533462312001e-06,2.2041733685399626e-07,1.1812641249770391e-08,1.8148246586661042e-07,2.763707545129829e-10,2.0052182215895552e-07,5.650330687563318e-08,3.76,0.0,0.0818850751336482,0.9856295917696865,0.006234144020346311,0.00015139857504305884,0.46020865015306556,0.4824288403523877,1.0947026519299412e-06,5.419956647565673e-09,0.0029807619695080665,0.0007133292976088316,0.002527782388586658,3.4897253092610984e-05,2.376283623256374e-06,0.003429108080903786,0.00632930503979855,0.030778833317315138,0.0005919215817836999,0.0012210859081979517,8.456646647382576e-06,8.811983431186043e-07,5.598053449561007e-06,7.965955636755219e-07,4.642295763601202e-05,1.0697365893776323e-05,0.0015201455163002464,7.965897189198981e-06,0.0005129245538460113,5.43784114209377e-10,0.0010013596238008173,1.7114199961361279e-06,5.295103221592184e-08,0.00012352613080265936,7.351993972520568e-09,1.632635993526298e-09,6.92142167220899e-14,2.8291744333706477e-10,2.841792651589215e-10,1.773049505809771e-08,1.4718643227669316e-14,2.444334134042369e-07,3.84624911525025e-12,7.612329599663177e-11,3.2752020994784727e-12,5.791373948539081e-08,2.2374831579637977e-07,2.663450595111833e-07,8.606848744784804e-10,1.9801127535761597e-06,5.274038624007955e-05,5.7432982343627234e-09
2.123506635113781e-06,0.9520655999663881,0.0014905651864815018,0.0007800040963465235,0.0007848841112113779,0.009406262343984487,0.0,0.0,0.0002327146270817527,1.320815057668372e-06,0.005931081329487922,0.0003151238853309933,2.2012962043143122e-05,2.6973450992339826e-10,9.486166596130139e-08,6.652791428167755e-06,0.0008080959726275904,0.0006210545501845464,2.032061927217719e-05,2.90340873593494e-07,0.002222912194898688,5.0389513783901044e-08,5.151399578329541e-07,6.312295805688824e-07,3.855330726595608e-08,0.003757247783180807,5.31043465958488e-07,7.055925273910113e-06,2.310657239376868e-07,1.2275316709018308e-08,1.8632850810993258e-07,2.810575090775758e-10,2.016621394478272e-07,5.7320248030804225e-08,3.76,0.0,0.08027752542686983,0.9853557658713857,0.0063637015902902145,0.00015473285240917253,0.46123635206602726,0.4840158501493314,1.0971504678943421e-06,5.432109299797103e-09,0.002979933982173625,0.0007197422899307967,0.002565627912423412,3.449930113219654e-05,2.350131493397142e-06,0.0034701054128413408,0.006391057015808282,0.030943627595026415,0.0005975216629146985,0.0012445880331017059,8.510813128478324e-06,9.024453151146047e-07,5.635760689982018e-06,7.923669596515747e-07,4.734273421231182e-05,1.089156363652797e-05,0.0015724884992811667,8.139561815457935e-06,0.0005211248522210005,5.372764258199173e-10,0.001028003414081921,1.7815686272732147e-06,5.46571916040757e-08,0.00012487587284249418,7.428101795483006e-09,1.6673657534004341e-09,7.068467491198536e-14,2.9313634607124225e-10,2.940567335110066e-10,1.8165461670231117e-08,1.5031045497699452e-14,2.4832864227009175e-07,3.908402026834066e-12,7.568871058647796e-11,3.32715704453556e-12,5.948577000670967e-08,2.2593462564580892e-07,2.751806510080738e-07,8.80229935182246e-10,2.0570903495745325e-06,5.549050889380117e-05,6.040767656653212e-09
2.143707893982796e-06,0.9523613840350976,0.001497343309031583,0.0007889882939632201,0.0007863619970291103,0.009550641031000031,0.0,0.0,0.00023591360906237405,1.3473743320460609e-06,0.006117305321955175,0.00032535641092516104,2.261488168433144e-05,2.789561033368515e-10,9.755147337074065e-08,6.758552484459934e-06,0.0008222618851432385,0.0006356922440955304,2.11903499598053e-05,2.9692953034042576e-07,0.002261524202777811,5.135122337476836e-08,5.257921412380821e-07,6.540814179111739e-07,3.9376811648465646e-08,0.0038787949280541037,5.35457962093676e-07,7.261384172176697e-06,2.420653027790717e-07,1.2748077355021405e-08,1.9117720082216033e-07,2.8568534698032665e-10,2.027337972958665e-07,5.813324638489668e-08,3.76,0.0,0.07870056895770594,0.9850798246885611,0.006493625222783293,0.0001580966328827848,0.4622324419743154,0.4855764714995929,1.0995230180263907e-06,5.443888448374589e-09,0.002979099592104962,0.0007259020212832963,0.002602716347078027,3.4093673322593184e-05,2.3234862230997775e-06,0.0035106341295623564,0.006451452436653886,0.031107798874388397,0.0006029108230069441,0.001268169535897207,8.56209151176168e-06,9.239199131181955e-07,5.671517062693895e-06,7.879437709632192e-07,4.824777890275053e-05,1.1081944458954518e-05,0.0016257478061350486,8.311083745826243e-06,0.0005293229289921313,5.306577753623584e-10,0.0010549555693084554,1.8533915554014139e-06,5.6388870480267695e-08,0.0001261815958785712,7.501519852437162e-09,1.7016227051248136e-09,7.213504300961301e-14,3.033590696175938e-10,3.0392563377723e-10,1.8603724782948417e-08,1.5339168346998653e-14,2.5215782607253726e-07,3.969524383220739e-12,7.523641148996134e-11,3.3782211552825773e-12,6.10767997030594e-08,2.2807307841768695e-07,2.8420318490085504e-07,8.998091675642244e-10,2.135196447100964e-06,5.833739604869412e-05,6.348564966990351e-09
2.1639091528518105e-06,0.9526527672300147,0.001503673956652861,0.0007977244698973054,0.0007875983986169434,0.009694744867328943,0.0,0.0,0.00023913861949041718,1.3743535816164903e-06,0.006306245935097551,0.0003357480013418973,2.321664113194009e-05,2.881893110433206e-10,1.0024492261419617e-07,6.862560326851477e-06,0.0008364234568513779,0.000650419184238928,2.2080209718722134e-05,3.03507345139665e-07,0.0023003540416009914,5.231887188906736e-08,5.363898187738534e-07,6.773369661924476e-07,4.0206345283752434e-08,0.004002131202224662,5.397423801265953e-07,7.469680025196113e-06,2.5342065621755634e-07,1.3230846574116746e-08,1.960242490778369e-07,2.9025157414217115e-10,2.0373725122064237e-07,5.89423002340941e-08,3.76,0.0,0.07715368155835968,0.9848018580004954,0.0066238721064614085,0.00016148969282240612,0.4631975899559908,0.4871112008458844,1.1018218971278881e-06,5.455301988757594e-09,0.0029782590707569992,0.000731806783098289,0.0026390206747014546,3.368094624462662e-05,2.296384481417044e-06,0.0035506856870455112,0.0065104794138879625,0.03127134318397075,0.00060808722974484,0.0012918223073591036,8.610478911500984e-06,9.456163337839634e-07,5.705320274211409e-06,7.833339018463095e-07,4.913712436636679e-05,1.126831396543062e-05,0.0016799111557349534,8.480270152350872e-06,0.0005375169052352771,5.23937287346753e-10,0.0010822098271145756,1.926881912553642e-06,5.814553324486006e-08,0.000127442656793663,7.572215005420694e-09,1.7353682670333284e-09,7.356368863423803e-14,3.1356677871213904e-10,3.137680823090439e-10,1.9045091239401328e-08,1.5642665169533807e-14,2.5591829846652065e-07,4.029573068216375e-12,7.476717398249944e-11,3.4283590733757412e-12,6.268646577607018e-08,2.3016325002950478e-07,2.93413229064357e-07,9.194099266378364e-10,2.214360531138994e-06,6.128213578110184e-05,6.666797634195838e-09
2.184110411720825e-06,0.9529398236430342,0.0015095586769404065,0.0008062078058762328,0.000788597161208044,0.009838540555218274,0.0,0.0,0.00024238864224646403,1.4017527937206578e-06,0.006497852398797798,0.0003462959235670677,2.381764841942926e-05,2.974201328276505e-10,1.0293951022356763e-07,6.9647442606397035e-06,0.0008505767765928733,0.0006652305903930907,2.29898979771315e-05,3.1006952282235537e-07,0.0023393958033397265,5.329227278755136e-08,5.469248127880687e-07,7.009889676031117e-07,4.104172528882075e-08,0.00412721740150729,5.438959871580712e-07,7.680768511196e-06,2.6513620808513577e-07,1.3723538708002517e-08,2.0086539139719983e-07,2.947536188604967e-10,2.046730376829033e-07,5.974741683041265e-08,3.76,0.0,0.07563634623547065,0.9845219559992656,0.006754400000877262,0.00016491181719345625,0.46413245799553776,0.48862052460123867,1.1040486807555304e-06,5.4663577219722206e-09,0.0029774126908560716,0.000737455251730442,0.002674515282912131,3.326168990323898e-05,2.2688625256250475e-06,0.0035902521757179926,0.00656812765098004,0.03143425525241747,0.0006130493823922963,0.001315538248682023,8.655976376470044e-06,9.67528638125496e-07,5.737170692240489e-06,7.785452748383617e-07,5.00098421621232e-05,1.1450487417381434e-05,0.0017349655520727777,8.646934109544284e-06,0.0005457049256010961,5.171239624318499e-10,0.001109759788070317,2.0020313779945084e-06,5.992662537269166e-08,0.00012865848699898346,7.640158607411788e-09,1.7685651467826785e-09,7.496903415211367e-14,3.2374058009162913e-10,3.2356619290540897e-10,1.9489364421829207e-08,1.594120099932214e-14,2.59607529960576e-07,4.088507123264141e-12,7.428177310439694e-11,3.4775372837281144e-12,6.431439639057138e-08,2.3220477267749798e-07,3.028112477623544e-07,9.390195655416705e-10,2.294509334844036e-06,6.432573689094959e-05,6.995564356865925e-09
2.20431167058984e-06,0.9532226259316524,0.001514999521722957,0.0008144339012842618,0.0007893623400779575,0.009981995663592239,0.0,0.0,0.00024566262363715646,1.4295714483605368e-06,0.006692072197613889,0.0003569973397967536,2.4417315904392784e-05,3.066345700815417e-10,1.0563275044298981e-07,7.065037200459e-06,0.0008647180176554193,0.0006801216939615775,2.3919083324745584e-05,3.166113195400235e-07,0.002378643525548107,5.427123945981915e-08,5.573890400146378e-07,7.250298390849768e-07,4.188276491507421e-08,0.004254013025531972,5.479182126582048e-07,7.894603970407378e-06,2.772162200472627e-07,1.4226059228526907e-08,2.0569640988088294e-07,2.9918903363594693e-10,2.0554177040867885e-07,6.054861177046089e-08,3.76,0.0,0.07414805307221026,0.9842402091611923,0.006885167279446195,0.00016836279956399013,0.4650376999021933,0.4901049193413332,1.1062049250265078e-06,5.477063353651811e-09,0.0029765607260552832,0.0007428464813965774,0.0027091759924450435,3.283646673094102e-05,2.240956140182229e-06,0.0036293263131146687,0.006624388413579439,0.031596528584778925,0.0006177961067438635,0.0013393092819398535,8.698588790401568e-06,9.896507620423238e-07,5.767071282148849e-06,7.73585815726338e-07,5.086504462419383e-05,1.1628290051294114e-05,0.0017908973069815414,8.810895022897064e-06,0.0005538851592483008,5.102266632056631e-10,0.0011375989256789012,2.078830211057392e-06,6.173157448682832e-08,0.00012982859195909474,7.705326459123608e-09,1.8011774251863363e-09,7.634956022683135e-14,3.3386160145244997e-10,3.3330214632827796e-10,1.9936344579542174e-08,1.6234453270777118e-14,2.632231305430426e-07,4.1462877901933886e-12,7.378098226485431e-11,3.5257241467095377e-12,6.596021126408919e-08,2.3419733379182935e-07,3.123976005572258e-07,9.586254600745938e-10,2.375567042185805e-06,6.746912726804185e-05,7.334954905108732e-09
2.2245129294588545e-06,0.9535012453513428,0.0015199990318029058,0.0008223987735445828,0.0007898981866330294,0.010125078640988572,0.0,0.0,0.00024895947445613523,1.4578085113905685e-06,0.006888851163062901,0.000367849312937334,2.5015061714506342e-05,3.1581867691698093e-10,1.0832218117853445e-07,7.163375734832717e-06,0.0008788434387080347,0.0006950877435164862,2.4867404201639814e-05,3.231280518422485e-07,0.0024180911983289603,5.5255585489974406e-08,5.677745256860289e-07,7.494516910373037e-07,4.272927358720218e-08,0.004382476354963006,5.518086454707285e-07,8.111139489039359e-06,2.89664788742464e-07,1.4738304925879137e-08,2.1051313999035116e-07,3.0355549670676593e-10,2.0634413663971295e-07,6.134590838853418e-08,3.76,0.0,0.07268829913588043,0.9839567081210284,0.007016132969879418,0.00017184244207502824,0.4659139612297344,0.4915648519954659,1.1082921664276743e-06,5.487426493090536e-09,0.0029757034504237123,0.0007479798963011822,0.002742980080383438,3.240583065105097e-05,2.2127005774852735e-06,0.003667901435515197,0.006679254497411058,0.03175815553879162,0.0006223265493223835,0.0013631273602907434,8.738324765261315e-06,1.0119765269073112e-06,5.795027532026625e-06,7.68463438989136e-07,5.1701886548061104e-05,1.1801557353364032e-05,0.0018476920638844736,8.971979025679295e-06,0.000562055800770792,5.032541000476734e-10,0.0011657205964400949,2.157267287044783e-06,6.355979143408767e-08,0.00013095255052124699,7.767698755692853e-09,1.8331706332802278e-09,7.770380907543284e-14,3.4391107075115963e-10,3.429582579565883e-10,2.0385829162418392e-08,1.6522112546683996e-14,2.6676285163414075e-07,4.202878546680055e-12,7.326557184221625e-11,3.572889924327418e-12,6.762352226287424e-08,2.3614067490808473e-07,3.221725414094016e-07,9.782150328022046e-10,2.457455498950104e-06,7.071315247993433e-05,7.685049986948438e-09
2.244714188327869e-06,0.9537757517872988,0.001524560220913309,0.0008300988573571491,0.0007902091344580024,0.010267758826714135,0.0,0.0,0.0002522780721031323,1.4864624289619261e-06,0.007088133567520695,0.0003788488121977004,2.561031114671416e-05,3.2495861016745744e-10,1.1100536972435446e-07,7.259700178910679e-06,0.0008929493845236245,0.0007101240101736154,2.583446967360378e-05,3.2961510544500627e-07,0.0024577327713190024,5.624512491375111e-08,5.780734173699406e-07,7.742463463084816e-07,4.358105695171374e-08,0.004512564529842416,5.555670305214471e-07,8.33032698396201e-06,3.024858432140514e-07,1.5260164109386836e-08,2.153114799406518e-07,3.078508130165357e-10,2.0708089332881886e-07,6.213933715638335e-08,3.76,0.0,0.07125658839067693,0.9836715435487843,0.007147256792080995,0.00017535055538669215,0.4667618791982849,0.4930007800360695,1.1103119216292084e-06,5.497454652316868e-09,0.0029748411381406267,0.0007528552820048153,0.002775906299005053,3.1970326198496715e-05,2.184130500877745e-06,0.0037059714886200877,0.006732720193985097,0.03191912740090714,0.0006266401708701339,0.001386984477906801,8.775196526698766e-06,1.034499650181395e-06,5.821047374143671e-06,7.631860337943331e-07,5.2519566684961214e-05,1.1970135290870765e-05,0.0019053348224977369,9.130019342999242e-06,0.0005702150711169728,4.962148169610319e-10,0.0011941180499494698,2.23733013598362e-06,6.541067137881115e-08,0.00013203001405775552,7.827260022856585e-09,1.864511822448051e-09,7.903038741509533e-14,3.5387039274617307e-10,3.5251705805460595e-10,2.083761315872134e-08,1.6803883099265624e-14,2.7022458771377927e-07,4.258245134458173e-12,7.273630785663815e-11,3.6190068012015244e-12,6.930393400261984e-08,2.3803459046139708e-07,3.321362179686771e-07,9.977757766545254e-10,2.5400944309605404e-06,7.405857458284223e-05,8.04592113946037e-09
2.264915447196884e-06,0.9540462137855079,0.001528686558957514,0.000837531002829118,0.0007902997853724026,0.010410006460256352,0.0,0.0,0.00025561726275369855,1.5155311232437025e-06,0.00728986221945684,0.00038999271875595095,2.6202498014691817e-05,3.340406779945769e-10,1.1367991824647956e-07,7.353954615588784e-06,0.0009070322865018573,0.0007252257927918702,2.681986028964717e-05,3.3606794366243193e-07,0.0024975621606718335,5.7239672466471575e-08,5.882779984828768e-07,7.994053593973426e-07,4.443791693534034e-08,0.004644233628804442,5.591932652513071e-07,8.552117287839092e-06,3.156831426265668e-07,1.5791516820096695e-08,2.2008739967527811e-07,3.120729150223744e-10,2.0775286329592883e-07,6.292893509183807e-08,3.76,0.0,0.06985243161527555,0.9833848060296012,0.007278499193494926,0.00017888695860136653,0.46758208261866757,0.49441315166665734,1.1122656873043051e-06,5.507155245192964e-09,0.0029739740632221037,0.000757472776092989,0.00280793489029296,3.153048770225822e-05,2.155279934454446e-06,0.0037435310173231247,0.006784781254301676,0.032079434461877374,0.0006307367391814605,0.0014108726796091358,8.809219793947682e-06,1.0572137560236565e-06,5.845141108278021e-06,7.577614505393367e-07,5.3317329043366946e-05,1.2133880500546312e-05,0.001963809964412276,9.284856622304264e-06,0.0005783612184993283,4.891171801511489e-10,0.0012227844390040135,2.3190049840206096e-06,6.728359492453439e-08,0.00013306070543057133,7.883999041024298e-09,1.895169627444206e-09,8.032796913001712e-14,3.637212235703757e-10,3.6196135794912744e-10,2.129148943608982e-08,1.707948347121952e-14,2.7360637764671544e-07,4.3123555805314726e-12,7.219395074532524e-11,3.664048898953643e-12,7.100104445205737e-08,2.3987892650897164e-07,3.422886710587195e-07,1.017295277942041e-09,2.623401668363641e-06,7.750607115595545e-05,8.417630644575613e-09
2.2851167060658985e-06,0.9543126985832339,0.001532381954625976,0.0008446924725386991,0.0007901748955431101,0.01055179268898909,0.0,0.0,0.000258975863572026,1.5450119894397958e-06,0.007493978559726877,0.00040127783148362546,2.67910659400774e-05,3.430513868284498e-10,1.1634346900833793e-07,7.446086925235347e-06,0.0009210886630047788,0.0007403884229900129,2.7823129017012566e-05,3.4248211547810884e-07,0.0025375732560181906,5.823904382126523e-08,5.983807014373538e-07,8.249200357904206e-07,4.529965181362026e-08,0.004777438748912384,5.626873957958649e-07,8.776460234494187e-06,3.292602742589721e-07,1.6332235054305138e-08,2.2483694939608856e-07,3.162198633383769e-10,2.083609313602055e-07,6.371474517830629e-08,3.76,0.0,0.06847534632490679,0.9830965859471754,0.007409821381898346,0.0001824514791651258,0.46837519181981024,0.4958024060080907,1.1141549399563478e-06,5.516535586546205e-09,0.0029731024990088052,0.0007618328582038327,0.002839047596178396,3.1086838530730244e-05,2.1261822157937516e-06,0.003780575154646088,0.0068354348507314285,0.03223906609171072,0.0006346163213260682,0.0014347840701905892,8.840413655004447e-06,1.0801123858654934e-06,5.867321315397256e-06,7.521974879624629e-07,5.4094463997332914e-05,1.2292660434455324e-05,0.0020231012794789355,9.43633922973091e-06,0.0005864925192921959,4.819693672624192e-10,0.0012517128296853286,2.4022767972374965e-06,6.917792922483422e-08,0.0001340444177877298,7.937908760687739e-09,1.9251143222331527e-09,8.159529763256458e-14,3.7344554418053677e-10,3.712743080871492e-10,2.1747249084421173e-08,1.734864703027195e-14,2.7690640531182374e-07,4.365180211512525e-12,7.163925415062727e-11,3.707992284559695e-12,7.271444553764932e-08,2.416735793879692e-07,3.526298343552228e-07,1.0367612387096336e-09,2.707293374810478e-06,8.10562345585432e-05,8.800231469426718e-09
2.305317964934913e-06,0.9545752721388789,0.0015356507374704553,0.0008515809375762382,0.0007898393616981291,0.010693089574212557,0.0,0.0,0.00026235266495929437,1.5749018941149132e-06,0.007700422758647871,0.0004127008727101461,2.7375469583466483e-05,3.5197748642445415e-10,1.1899370932615549e-07,7.536048804296787e-06,0.0009351151195177951,0.0007556072699745408,2.8843802248787836e-05,3.4885326323677523e-07,0.002577759927383605,5.924305581710048e-08,6.083741203921503e-07,8.507814513640205e-07,4.6166056289864186e-08,0.0049121340858742325,5.660496129356949e-07,9.003304744245789e-06,3.4322065176608355e-07,1.688218299725143e-08,2.2955626762465714e-07,3.202898468186251e-10,2.0890604046310165e-07,6.44968157969966e-08,3.76,0.0,0.06712485669759337,0.9828069733704881,0.007541185355646057,0.00018604395274867688,0.46914181857965986,0.4971689732830587,1.1159811357541224e-06,5.5256028913388335e-09,0.002972226717863601,0.0007659363394738037,0.0028692276645989803,3.0639890396122084e-05,2.096869950213971e-06,0.0038170996099000823,0.006884679537252728,0.03239801081382177,0.0006382792753132667,0.0014587108234101883,8.86880043606888e-06,1.1031890089190392e-06,5.887602766910225e-06,7.465018808897594e-07,5.4850309202634456e-05,1.2446353464174575e-05,0.0020831919929194223,9.584323511922245e-06,0.0005946072789155665,4.747793560068245e-10,0.0012808962113925522,2.4871293276628885e-06,7.109302909586416e-08,0.00013498101320175417,7.988986209896007e-09,1.9543178686104633e-09,8.283118789584332e-14,3.830257298618012e-10,3.804394723356277e-10,2.2204681759468703e-08,1.7611122353730383e-14,2.801229998913051e-07,4.416691661165894e-12,7.107296375893687e-11,3.750814974076732e-12,7.444372374764279e-08,2.4341849431533457e-07,3.631595342574682e-07,1.0561614983622317e-09,2.7916842803623578e-06,8.470957140829445e-05,9.19376723097147e-09
